GEOID,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDBLU,G16USSRCAR,G16USSLLIO,G16USSGRUS,G16USSOWRI
090010802003008,35.3,10.6,0.8,0.6,0,36.4,6.9,0.7,0.5,0
090010802003007,62.6,18.7,1.4,1.1,0,64.4,12.2,1.2,0.9,0
090010802003011,26.9,8.1,0.6,0.5,0,27.7,5.3,0.5,0.4,0
090010805001015,0,0,0,0,0,0,0,0,0,0
090010804001035,0,0,0,0,0,0,0,0,0,0
090010804003034,0,0,0,0,0,0,0,0,0,0
090010802001027,7,2.1,0.2,0.1,0,7.2,1.4,0.1,0.1,0
090010804001029,8.4,2.5,0.2,0.1,0,8.6,1.6,0.2,0.1,0
090010802001023,16.5,7.5,0.5,0.3,0,18,4.9,0.1,0.2,0
090010804002005,21,3.9,0.3,0.4,0,21.3,2.5,0.1,0.3,0
090010804001013,0,0,0,0,0,0,0,0,0,0
090010804001012,11.2,3.3,0.3,0.2,0,11.5,2.2,0.2,0.2,0
090010804001051,52.3,9.7,0.7,1,0,53.1,6.1,0.3,0.8,0
090010804003013,12.2,3.7,0.3,0.2,0,12.6,2.4,0.2,0.2,0
090010811002019,19.8,18.2,1.2,0.5,0.2,25.2,12.5,0.4,0.3,0
090010808003006,26.1,18.8,1.3,0.8,0,32.7,12.8,0.2,0.4,0
090010808003008,12.9,9.3,0.6,0.4,0,16.1,6.3,0.1,0.2,0
090010808002012,20.2,14.6,1,0.6,0,25.3,10,0.2,0.3,0
090010501003015,25.2,12.6,1.1,0.4,0,23.5,14.5,0.1,0.3,0
090010501002000,0,0,0,0,0,0,0,0,0,0
090010505002015,6.3,2.5,0.3,0.1,0,5.9,3.1,0.1,0,0
090010506002037,1.1,0.5,0,0,0,1,0.6,0,0,0
090010504002036,0,0,0,0,0,0,0,0,0,0
090010502003000,12.3,4.7,0.5,0.2,0,11.7,5.6,0.1,0.1,0
090010502001034,12.1,4.5,0.7,0.1,0,11.2,5.9,0.2,0.1,0
090010503001011,25.2,9.6,1,0.3,0.1,23.9,11.4,0.2,0.2,0
090010503001007,1.2,0.4,0,0,0,1.1,0.5,0,0,0
090010503002012,0,0,0,0,0,0,0,0,0,0
090010503002009,1.2,0.4,0.1,0,0,1.1,0.6,0,0,0
090010503004023,0,0,0,0,0,0,0,0,0,0
090010503003010,1.2,0.4,0.1,0,0,1.1,0.6,0,0,0
090010503004021,0,0,0,0,0,0,0,0,0,0
090010505001027,0,0,0,0,0,0,0,0,0,0
090010505003033,0,0,0,0,0,0,0,0,0,0
090010506001010,0,0,0,0,0,0,0,0,0,0
090010207002011,5.2,2.8,0.2,0.1,0,4.5,2.2,0.1,0.1,0
090010212002000,8.5,5.7,0.4,0.2,0,9.2,4.9,0.1,0.2,0
090010208002008,15.5,10.3,0.8,0.4,0.1,16.7,8.8,0.2,0.3,0
090010212001012,27.3,18.1,1.3,0.6,0.1,29.5,15.6,0.4,0.5,0
090010212002006,32.6,21.6,1.6,0.7,0.1,35.2,18.6,0.4,0.6,0
090010216003000,14.1,4.3,0.6,0.7,0,13.8,4.1,0.2,0.2,0
090010212002014,15.9,5.3,0.5,0.3,0,15.6,5.3,0.2,0.3,0
090010212001013,12.6,8.4,0.6,0.3,0.1,13.6,7.2,0.2,0.2,0
090010216004000,571.2,189.6,18.3,9,1.6,559.9,190.8,8.2,9.4,0
090010211003008,0,0,0,0,0,0,0,0,0,0
090010211003004,20.3,12.7,0.8,0.4,0,22.3,9.5,0.3,0.4,0
090010211003020,12.1,7.6,0.5,0.2,0,13.3,5.7,0.2,0.3,0
090010210001004,25.2,15.9,1,0.5,0,27.8,11.8,0.4,0.6,0
090010211003009,6.8,4.2,0.3,0.1,0,7.4,3.2,0.1,0.1,0
090010218011003,17.4,5.9,0.4,0.3,0,18.2,4.4,0.3,0.2,0
090010211002000,15.6,9.8,0.6,0.3,0,17.2,7.3,0.3,0.3,0
090010218011004,14.7,5,0.3,0.3,0,15.3,3.7,0.2,0.2,0
090010215002000,79,12.5,1.1,1.4,0,34.1,11,0.7,0.9,0
090010214003003,62.5,9.9,0.9,1.1,0,27,8.7,0.6,0.7,0
090010905003002,5,5.5,0.3,0.1,0.1,5.9,4.8,0.1,0.1,0
090010901002003,0,0,0,0,0,0,0,0,0,0
090010901002030,9.5,10.2,0.5,0.1,0,11.1,8.7,0.1,0.1,0
090010902003009,35.3,38.1,1.9,0.6,0.1,41.4,32.5,0.4,0.4,0
090010902003022,63.3,68.4,3.3,1,0.1,74.3,58.2,0.7,0.8,0
090010902003016,10.2,11,0.5,0.2,0,11.9,9.4,0.1,0.1,0
090010902002034,6.9,7.4,0.3,0.2,0.1,8.2,6.2,0.1,0.1,0
090010902001011,12.4,13.4,0.7,0.2,0,14.5,11.4,0.1,0.2,0
090010907003018,5.3,5.9,0.3,0.1,0.1,6.3,5.2,0.1,0.1,0
090010907002019,5.7,6.3,0.3,0.1,0.1,6.7,5.5,0.1,0.1,0
090010907001000,23.7,26.4,1.4,0.6,0.3,28.2,23,0.4,0.3,0
090012003011021,21.6,22.4,1.4,0.5,0.1,23.5,21,0.4,0.2,0
090012003012002,13.8,17.5,1.1,0.8,0,15.8,17.5,0.1,0.2,0
090012003023021,1.6,1.8,0.1,0.1,0,1.7,1.8,0,0,0
090012002001013,88,60.2,3.7,3.1,0.4,90.4,57.4,1.6,1.8,0
090012003013004,0,0,0,0,0,0,0,0,0,0
090012002004011,15,16.7,1.2,0.5,0.1,15.5,16.9,0.2,0.3,0
090012001002017,15.4,12.8,1,0.5,0,15.5,12.8,0.3,0.4,0
090012003024009,0,0,0,0,0,0,0,0,0,0
090012003024014,1.6,1.8,0.1,0.1,0,1.7,1.8,0,0,0
090012003024017,6.8,7.6,0.6,0.2,0.1,7.1,7.7,0.1,0.1,0
090012001002012,13.7,11.4,0.9,0.4,0,13.8,11.5,0.3,0.3,0
090012003022003,0,0,0,0,0,0,0,0,0,0
090012003022002,13.7,11.4,0.9,0.4,0,13.8,11.5,0.3,0.3,0
090012108002003,17.6,11.9,0.9,0.3,0,8.6,10,0.4,0.3,0
090012108003010,8.6,5.8,0.4,0.2,0,4.2,4.9,0.2,0.2,0
090012108002006,14.4,9.7,0.7,0.3,0,7.1,8.2,0.3,0.3,0
090012109004015,0.3,0.3,0,0,0,0.4,0.3,0,0,0
090012110003005,29.4,28.1,1.9,0.8,0,34.4,24.8,0.5,0.4,0
090012107013006,11.8,7.9,0.6,0.2,0,5.8,6.7,0.2,0.2,0
090012107023001,19.3,8.7,0.6,0.3,0,18,6.8,0.3,0.5,0
090012107021010,12.1,4.2,0.4,0.2,0,11.7,3.6,0.2,0.3,0
090012112001011,1.5,1.2,0.1,0,0,1.7,1,0,0,0
090012113003005,18.2,16.7,0.9,0.5,0,20.3,14.2,0.4,0.5,0
090012112002007,1.8,1.5,0.1,0,0,2,1.2,0.1,0,0
090012113001009,3,2.8,0.1,0.1,0,3.4,2.4,0.1,0.1,0
090012113001020,3.6,3.3,0.2,0.1,0,4,2.8,0.1,0.1,0
090012113002006,3,2.8,0.1,0.1,0,3.4,2.4,0.1,0.1,0
090012112002002,6.6,5.5,0.3,0.1,0,7.3,4.3,0.2,0.1,0
090012114001017,8.8,8.1,0.4,0.2,0,9.8,6.9,0.2,0.2,0
090012114002005,8,10.1,0.8,0.3,0,9.9,7.4,0.3,0,0
090012114001013,22.9,21,1.1,0.6,0,25.5,17.8,0.5,0.6,0
090010603001015,11,8.3,0.6,0.2,0,11.6,7.9,0.2,0.1,0
090010603002006,87.7,66.2,4.6,1.5,0.2,93,63,1.4,0.9,0
090010603001007,10,7.5,0.5,0.2,0,10.6,7.2,0.2,0.1,0
090010603001008,23.8,18,1.3,0.4,0.1,25.3,17.1,0.4,0.2,0
090010603001013,10.3,7.8,0.5,0.2,0,10.9,7.4,0.2,0.1,0
090010607004010,37.3,27.4,2.1,0.7,0.1,37.6,28.1,0.6,0.8,0
090010607004007,0,0,0,0,0,0,0,0,0,0
090010607004018,19.1,14.1,1.1,0.3,0,19.3,14.4,0.3,0.4,0
090010605001006,8.7,6.4,0.5,0.2,0,8.7,6.5,0.1,0.2,0
090010607004005,13.7,10,0.8,0.2,0,13.8,10.3,0.2,0.3,0
090010601001002,1,0.7,0.1,0,0,1,0.7,0,0,0
090010110005000,40.8,18,2.1,0.4,0,37.1,25.7,0.5,0.4,0
090010101021000,3.4,3.1,0.3,0,0,3.1,3.6,0.1,0,0
090010102023002,29.4,23.2,1.7,0.6,0,29.9,22.9,0.5,0.6,0
090010102023014,0,0,0,0,0,0,0,0,0,0
090010107004010,44.6,30,0.5,0.4,0,44.9,30.7,0,0.4,0
090010107004001,43.1,29,0.5,0.3,0,43.4,29.6,0,0.3,0
090010101014002,0,0,0,0,0,0,0,0,0,0
090010102011022,8.7,7.7,0.6,0.2,0,8,9.2,0.1,0.2,0
090010104001005,0.4,0.3,0,0,0,0.4,0.3,0,0,0
090010105006005,21,12.2,0.6,0.2,0,22,10.5,0.5,0.2,0
090010109002009,109.8,86.8,6.4,2.3,0.1,112,85.5,1.7,2.1,0
090010111001004,0.9,0.5,0.1,0,0,0.8,0.7,0,0,0
090010103003006,0.8,0.5,0.1,0,0,0.8,0.7,0,0,0
090010101011016,0,0,0,0,0,0,0,0,0,0
090010102012001,0.9,0.6,0.1,0,0,0.7,0.9,0,0,0
090010109002020,0.8,0.6,0,0,0,0.8,0.6,0,0,0
090010111003005,0,0,0,0,0,0,0,0,0,0
090010113001017,0,0,0,0,0,0,0,0,0,0
090012305022053,0.7,0.7,0,0,0,0.8,0.6,0,0,0
090012301003051,0.8,0.8,0.1,0,0,0.9,0.7,0,0,0
090012301001050,9.8,9.5,0.7,0.3,0.1,11.3,8.3,0.2,0.2,0
090012305021001,95.3,104.1,7.3,3,0,109.1,92,1.1,2.7,0
090012305011013,11.9,11.5,0.8,0.3,0.1,13.6,10,0.3,0.2,0
090012305023011,18.4,20.1,1.4,0.6,0,21.1,17.8,0.2,0.5,0
090012301001027,0,0,0,0,0,0,0,0,0,0
090012305022029,0,0,0,0,0,0,0,0,0,0
090012305022032,0,0,0,0,0,0,0,0,0,0
090012305022064,0,0,0,0,0,0,0,0,0,0
090012305022027,0,0,0,0,0,0,0,0,0,0
090012301003050,0,0,0,0,0,0,0,0,0,0
090012301003048,0,0,0,0,0,0,0,0,0,0
090012303001026,5.5,5.1,0.4,0.2,0,5.9,4.7,0.1,0.1,0
090012455001010,95.3,66.2,6.6,2,0.5,89.9,75.6,1.9,1,0
090012455002007,21.3,14.8,1.5,0.5,0.1,20.1,16.9,0.4,0.2,0
090012456002013,47.9,33.2,3.3,1,0.3,45.2,38,1,0.5,0
090012456002003,9,6.3,0.6,0.2,0,8.5,7.1,0.2,0.1,0
090012455001007,86.3,59.9,6,1.8,0.5,81.4,68.4,1.8,0.9,0
090012456003004,30.4,22,1.8,0.5,0.2,29.6,23.9,0.5,0.3,0
090012456001013,15.4,11.2,0.9,0.3,0.1,15,12.1,0.2,0.1,0
090010203001002,0,0,0,0,0,0,0,0,0,0
090010202001022,0,0,0,0,0,0,0,0,0,0
090010218021006,10.4,4.2,0.3,0.2,0,10.6,3.6,0.1,0.2,0
090010204001006,0,0,0,0,0,0,0,0,0,0
090010203003021,10.6,5.7,0.6,0.1,0,10.6,6.1,0.3,0.1,0
090010203003022,25.8,13.8,1.4,0.2,0.1,25.6,14.8,0.6,0.4,0
090010204001027,0,0,0,0,0,0,0,0,0,0
090010202001008,6.4,4.1,0.3,0.1,0,6.4,4.2,0.1,0.1,0
090010203003005,169.3,90.9,8.9,1.5,0.4,168.4,97.4,4,2.4,0
090010204002004,18.2,10.9,0.8,0.4,0,18.8,10.5,0.2,0.2,0
090010203001007,0,0,0,0,0,0,0,0,0,0
090010552001000,32.7,14.6,1.6,0.4,0.1,29.9,18.9,0.4,0.3,0
090010551004025,0,0,0,0,0,0,0,0,0,0
090010552003017,5,2.1,0.3,0.1,0,4.6,2.7,0.1,0.1,0
090010551001026,13.9,6.2,0.7,0.2,0,12.6,8,0.2,0.1,0
090010551001001,0,0,0,0,0,0,0,0,0,0
090010551001024,43.8,19.6,2.2,0.5,0.1,40,25.3,0.5,0.5,0
090010551004008,21,8.8,1.2,0.4,0,19.5,11.6,0.3,0.2,0
090010503001004,5.3,2,0.2,0.1,0,5,2.4,0,0,0
090010503005002,11.7,4.5,0.4,0.1,0,11.1,5.3,0.1,0.1,0
090010503005012,53.9,20.6,2,0.7,0.1,51,24.5,0.5,0.4,0
090010503005020,2.9,1.1,0.1,0,0,2.8,1.3,0,0,0
090010729003024,0,0,0,0,0,0,0,0,0,0
090010730001018,0,0,0,0,0,0,0,0,0,0
090012572003003,31.5,3.3,0.3,0.2,0,29.7,2.6,0.2,0.3,0
090012572002034,0,0,0,0,0,0,0,0,0,0
090012572002041,0,0,0,0,0,0,0,0,0,0
090010711001001,19.2,1.9,0.1,0.1,0,17.6,1.5,0.1,0.2,0
090010712001002,81.6,8,0.5,0.5,0,74.5,6.5,0.4,1,0
090010712001001,29.2,3.1,0.2,0.2,0,27.5,2.4,0.2,0.3,0
090010711001006,32.3,3.2,0.2,0.2,0,29.5,2.6,0.2,0.4,0
090010712001003,49.8,4.9,0.3,0.3,0,45.5,4,0.2,0.6,0
090010714004004,32.3,3.4,0.3,0.2,0,30.4,2.6,0.2,0.3,0
090010712001004,20.1,2.1,0.2,0.1,0,18.9,1.6,0.2,0.2,0
090010712002007,16,1.6,0.1,0.1,0,14.6,1.3,0.1,0.2,0
090010713001002,6.8,0.7,0.1,0,0,6.4,0.6,0.1,0.1,0
090010711002009,33.5,3.3,0.2,0.2,0,30.6,2.7,0.2,0.4,0
090010703001020,0,0,0,0,0,0,0,0,0,0
090010711002000,44,4.3,0.2,0.3,0,40.2,3.5,0.2,0.5,0
090010712004002,68.2,6.7,0.4,0.4,0,62.2,5.4,0.3,0.8,0
090010703001005,0,0,0,0,0,0,0,0,0,0
090010709001003,40,6.5,0.9,0.7,0,37.8,5.3,0.6,0.5,0
090012572002016,0.6,0.1,0,0,0,0.6,0.1,0,0,0
090012572002009,0,0,0,0,0,0,0,0,0,0
090012108001016,184.1,124.1,9.1,3.5,0,90,104.8,3.8,3.4,0
090012108001025,0.5,0.4,0,0,0,0.3,0.3,0,0,0
090012103001003,0,0,0,0,0,0,0,0,0,0
090012113001014,3.9,3.5,0.2,0.1,0,4.3,3,0.1,0.1,0
090012107021004,89,73.7,3.6,2.8,0,95,67.2,1.3,1.8,0
090012108003014,0,0,0,0,0,0,0,0,0,0
090012102001012,0,0,0,0,0,0,0,0,0,0
090012113003000,0,0,0,0,0,0,0,0,0,0
090012109004002,5.9,5.6,0.4,0.2,0,6.9,5,0.1,0.1,0
090012108001001,0,0,0,0,0,0,0,0,0,0
090012108003004,20.8,14,1,0.4,0,10.2,11.9,0.4,0.4,0
090012113002009,0.6,0.5,0,0,0,0.6,0.4,0,0,0
090012103001004,0,0,0,0,0,0,0,0,0,0
090012103002007,0.8,0.8,0,0,0,0.9,0.6,0,0,0
090012104002006,0,0,0,0,0,0,0,0,0,0
090010607001005,0,0,0,0,0,0,0,0,0,0
090010607001007,0,0,0,0,0,0,0,0,0,0
090010607001004,69.7,45.6,3.1,1.4,0.4,68.1,44.8,1.2,0.6,0
090010102012013,0,0,0,0,0,0,0,0,0,0
090010108003000,0,0,0,0,0,0,0,0,0,0
090010107001004,7.9,6.1,0.7,0.2,0,7.6,7.1,0.1,0.1,0
090010108003004,5.5,4.3,0.3,0.1,0,5.6,4.4,0.1,0.1,0
090010108003012,18.1,14,1,0.4,0,18.3,14.4,0.3,0.2,0
090010108003013,27.2,21,1.5,0.5,0,27.4,21.5,0.4,0.4,0
090010108002013,19.4,14.9,1.8,0.4,0.1,18.7,17.3,0.3,0.3,0
090010108002003,12.6,9.7,1.2,0.3,0.1,12.2,11.3,0.2,0.2,0
090010107002004,79.6,42,3.5,1,0.4,76.3,44.8,1.7,1.7,0
090010108002021,12.2,9.4,1.1,0.3,0.1,11.8,10.9,0.2,0.2,0
090010112001070,0,0,0,0,0,0,0,0,0,0
090010354001004,37.5,27.4,3.3,0.7,0.3,32,35.4,0.9,0.6,0
090010354001006,5.6,4.1,0.5,0.1,0.1,4.8,5.3,0.1,0.1,0
090010354004012,0,0,0,0,0,0,0,0,0,0
090010351005004,0,0,0,0,0,0,0,0,0,0
090010352002007,13.5,11.2,1.2,0.2,0.2,11.4,14.6,0.2,0.1,0
090010351005002,0,0,0,0,0,0,0,0,0,0
090010351001005,25.3,21,2.3,0.3,0.3,21.3,27.3,0.4,0.2,0
090010351005005,10.9,9,1,0.1,0.1,9.2,11.8,0.2,0.1,0
090010351005010,37.5,31.1,3.4,0.4,0.4,31.6,40.5,0.6,0.4,0
090010351004016,7.4,6.1,0.7,0.1,0.1,6.3,8,0.1,0.1,0
090010351002000,0,0,0,0,0,0,0,0,0,0
090010354003019,17.3,13.1,1.4,0.2,0.3,14.7,17.1,0.4,0.2,0
090010351002020,7.2,5.5,0.6,0.1,0.1,6.1,7.1,0.2,0.1,0
090010351004011,24,19.9,2.2,0.3,0.3,20.2,25.9,0.4,0.2,0
090010351003011,25.7,21.3,2.3,0.3,0.3,21.7,27.8,0.4,0.3,0
090010440003003,35.6,6.1,0.7,0.6,0,33.7,5.2,0.5,0.5,0
090010440003000,43.5,7.4,0.9,0.7,0,41.2,6.4,0.6,0.6,0
090010439002003,15.8,7.2,1,0.2,0,15.1,8.4,0.2,0.1,0
090010440005013,22.4,6.1,0.5,0.4,0,22.1,4.4,0.3,0.4,0
090010431003014,1.2,0.8,0,0,0,1.3,0.7,0,0,0
090010431003018,37.2,24.6,1.5,0.9,0.1,39.9,21.5,0.5,0.5,0
090010441001026,28,4.8,0.6,0.4,0,26.5,4.1,0.4,0.4,0
090010446001013,5.7,2.6,0.4,0.1,0,5.5,3.1,0.1,0.1,0
090010425001000,46.7,38,2.7,0.9,0.2,50.9,32.7,1.2,0.9,0
090010441001018,0,0,0,0,0,0,0,0,0,0
090010441002006,18.1,3.1,0.4,0.3,0,17.1,2.6,0.2,0.3,0
090010441001028,34,5.8,0.7,0.5,0,32.2,5,0.5,0.5,0
090010441001029,2.9,0.5,0.1,0,0,2.7,0.4,0,0,0
090010441001030,75,12.8,1.5,1.2,0,71,11,1,1,0
090010446003023,17.7,8.1,1.1,0.2,0,16.9,9.4,0.2,0.2,0
090010446001062,24.4,11.1,1.5,0.3,0,23.3,13,0.3,0.2,0
090010446001022,0,0,0,0,0,0,0,0,0,0
090010440005015,4.3,2,0.3,0,0,4.1,2.3,0,0,0
090010445002011,8.5,2.3,0.2,0.2,0,8.3,1.7,0.1,0.2,0
090011103014010,0.8,1.1,0,0,0,1.1,0.9,0,0,0
090012571001001,0,0,0,0,0,0,0,0,0,0
090012571001016,0,0,0,0,0,0,0,0,0,0
090012571003001,23.8,26,1.6,0.7,0,26.8,23.3,0.4,0.5,0
090012571003000,15.6,17,1.1,0.4,0,17.6,15.3,0.3,0.3,0
090012571003015,13.8,15.1,1,0.4,0,15.6,13.6,0.2,0.3,0
090012571003022,28.8,31.4,2,0.8,0,32.4,28.2,0.5,0.6,0
090012571002019,0,0,0,0,0,0,0,0,0,0
090012571001014,1.1,1.2,0.1,0,0,1.2,1,0,0,0
090010812003013,14.4,16.8,0.6,0.4,0.1,19.7,11.9,0.2,0.2,0
090010806002009,93.4,43.9,3.1,1.9,0,105.8,27.2,3.1,1.9,0
090010806002013,1.5,0.7,0,0,0,1.7,0.4,0,0,0
090010808005013,5.7,5.5,0.3,0.2,0,7.1,3.9,0.1,0.1,0
090010813001011,0.8,0.8,0,0,0,0.9,0.6,0,0,0
090010808001026,0,0,0,0,0,0,0,0,0,0
090010813002007,16.3,16.6,0.5,0.2,0,19.5,13.5,0.2,0.1,0
090010813004008,2.6,2.7,0.1,0.1,0,3.3,2,0.1,0,0
090010808003013,0,0,0,0,0,0,0,0,0,0
090010806001024,42.7,26.1,2.7,0.9,0,49,19.5,0.9,1,0
090010804001043,0,0,0,0,0,0,0,0,0,0
090010805001008,0,0,0,0,0,0,0,0,0,0
090010811003004,224,236.1,11.6,9.9,0.2,292.4,165.2,3.7,7.8,0
090010810003020,51.7,45.1,0.7,2.9,0.2,69.1,27.7,0,1.5,0
090010813003003,0,0,0,0,0,0,0,0,0,0
090010810001016,7.4,7.8,0.4,0.3,0,9.7,5.5,0.1,0.3,0
090010810003003,0,0,0,0,0,0,0,0,0,0
090010808001019,0,0,0,0,0,0,0,0,0,0
090010807001017,0,0,0,0,0,0,0,0,0,0
090010806002012,0,0,0,0,0,0,0,0,0,0
090010451021064,0,0,0,0,0,0,0,0,0,0
090010451022021,0,0,0,0,0,0,0,0,0,0
090010451022011,0,0,0,0,0,0,0,0,0,0
090010451022033,3,1.8,0.2,0.1,0,2.9,2.2,0,0,0
090010453002007,11.4,7.1,0.7,0.2,0,11,8.3,0.2,0.1,0
090010453002000,69.6,43.1,4.5,1.4,0.3,66.8,50.8,1.1,0.6,0
090010453002015,12.9,8,0.8,0.3,0.1,12.4,9.4,0.2,0.1,0
090010451011023,0,0,0,0,0,0,0,0,0,0
090010452002012,1,0.6,0.1,0,0,0.9,0.7,0,0,0
090010454002010,7,4.3,0.4,0.1,0,6.7,5.1,0.1,0.1,0
090010454002026,0,0,0,0,0,0,0,0,0,0
090010452002001,48.6,30.3,3.1,0.8,0.3,46.4,35.8,0.7,0.5,0
090010727001007,116.5,30.1,2.5,2.2,0,119.3,21.8,1.1,1.1,0
090010726003003,4.1,1.8,0.1,0.1,0,4.4,1.2,0.1,0.1,0
090010728001005,0.9,0.1,0,0,0,0.9,0.1,0,0,0
090010729003035,24.9,3.8,0.3,0.3,0,24.4,2.4,0.1,0.4,0
090010709001009,38.3,6.2,0.8,0.6,0,36.1,5,0.6,0.5,0
090010744004007,0,0,0,0,0,0,0,0,0,0
090010711003004,12,1.3,0.1,0.1,0,10.9,1.1,0.1,0.1,0
090010726005006,23.9,10.6,0.4,0.4,0,25.8,7.1,0.3,0.4,0
090010723003002,32.3,11.1,0.6,0.6,0,33.5,8,0.3,0.4,0
090010706001001,0,0,0,0,0,0,0,0,0,0
090010701003007,0,0,0,0,0,0,0,0,0,0
090010701001001,61.8,29.6,2.2,2.3,0.3,66.2,23.4,1.2,2,0
090010702003011,12.7,1.7,0.1,0.2,0,12.1,1.4,0.1,0.1,0
090012572002023,0,0,0,0,0,0,0,0,0,0
090010710001068,0,0,0,0,0,0,0,0,0,0
090010710001063,0,0,0,0,0,0,0,0,0,0
090011051002035,27.1,26.2,1.6,0.7,0.1,28.4,25.7,0.5,0.5,0
090011052001030,0,0,0,0,0,0,0,0,0,0
090011052002041,2.5,2.4,0.1,0.1,0,2.6,2.3,0,0,0
090011052002042,7.8,7.6,0.5,0.2,0,8.2,7.4,0.1,0.1,0
090011051002024,13.6,13.1,0.8,0.3,0.1,14.2,12.9,0.2,0.2,0
090011051001015,23.4,22.7,1.4,0.6,0.1,24.6,22.2,0.4,0.4,0
090011051001019,21,20.3,1.2,0.5,0.1,22,19.9,0.4,0.4,0
090011051001042,12.7,12.3,0.7,0.3,0.1,13.4,12.1,0.2,0.2,0
090011051001018,8.2,7.9,0.5,0.2,0,8.6,7.8,0.1,0.1,0
090011051001030,5.3,5.2,0.3,0.1,0,5.6,5.1,0.1,0.1,0
090011052001028,0.8,0.8,0,0,0,0.9,0.8,0,0,0
090010101023061,27.6,24.4,2,0.6,0,25.2,29,0.3,0.6,0
090010101023067,0,0,0,0,0,0,0,0,0,0
090010101022018,0,0,0,0,0,0,0,0,0,0
090010101013034,41.2,36.5,2.9,0.9,0,37.7,43.3,0.5,0.9,0
090010101013035,0,0,0,0,0,0,0,0,0,0
090010101012000,0,0,0,0,0,0,0,0,0,0
090010103003000,48.5,35.5,2.9,0.5,0.2,41.2,45.7,0.6,0.6,0
090010102011030,77.2,53.8,7.4,0.7,0.1,64.4,76.4,1.4,0.6,0
090012305022056,0,0,0,0,0,0,0,0,0,0
090012304001017,1.6,1.5,0.1,0,0,1.8,1.3,0,0,0
090012305022071,0,0,0,0,0,0,0,0,0,0
090012301001029,5.1,4.9,0.3,0.1,0,5.8,4.3,0.1,0.1,0
090012304003006,20.2,18.8,1.3,0.6,0.1,21.8,17.4,0.4,0.4,0
090012304004015,24.3,21.6,1.6,0.4,0,25.2,21.8,0.2,0.2,0
090012304002007,0,0,0,0,0,0,0,0,0,0
090012303003024,51.5,47.6,3.8,1.4,0.2,57.5,43.4,1.1,0.7,0
090012304002004,2.4,2.2,0.2,0.1,0,2.6,2,0,0,0
090012301001017,6.5,6.2,0.4,0.2,0.1,7.4,5.4,0.2,0.1,0
090012304002025,2,1.8,0.1,0.1,0,2.2,1.7,0,0,0
090012304004025,1.2,1.1,0.1,0,0,1.3,1,0,0,0
090012304004021,26.7,24.7,2,0.7,0.1,29.9,22.5,0.6,0.4,0
090012304004002,0,0,0,0,0,0,0,0,0,0
090012304004026,3.1,2.9,0.2,0.1,0,3.5,2.6,0.1,0,0
090012401003010,5.6,3.6,0.3,0.1,0,5.6,3.9,0.1,0.1,0
090012402003021,7.5,4.8,0.4,0.2,0,7.4,5.2,0.1,0.1,0
090012402002015,0,0,0,0,0,0,0,0,0,0
090012401001008,0.4,0.3,0,0,0,0.3,0.3,0,0,0
090012452002009,12.9,9.3,0.8,0.2,0.1,12.7,10,0.2,0.2,0
090012456003000,51.4,37.2,3,0.8,0.4,50,40.4,0.8,0.5,0
090012456001007,0,0,0,0,0,0,0,0,0,0
090012456001008,0,0,0,0,0,0,0,0,0,0
090012453003007,8.2,5.9,0.5,0.1,0,8.1,6.3,0.2,0.1,0
090012453001015,5.2,3.7,0.3,0.1,0,5.1,4,0.1,0.1,0
090012455001018,74,51.4,5.2,1.6,0.4,69.8,58.7,1.5,0.8,0
090012454002002,7.1,4.9,0.5,0.2,0,6.7,5.6,0.1,0.1,0
090010221002021,47.3,14.2,1.1,0.9,0.1,45.6,12.6,0.6,0.7,0
090010219004010,25.9,7.8,0.6,0.5,0.1,25,6.9,0.4,0.4,0
090010219004013,12.8,3.9,0.3,0.2,0,12.4,3.4,0.2,0.2,0
090010219003006,75.2,41.5,2.1,2,0.2,80.3,31.6,1.6,1.5,0
090010219003001,7.6,4.2,0.2,0.2,0,8.1,3.2,0.2,0.2,0
090010219002004,28.3,15.6,0.8,0.7,0.1,30.2,11.9,0.6,0.6,0
090010219003008,0,0,0,0,0,0,0,0,0,0
090010202002012,0,0,0,0,0,0,0,0,0,0
090010205003025,3.2,2.1,0.1,0.1,0,3.2,2.1,0.1,0,0
090010205003033,1.4,0.9,0.1,0,0,1.4,0.9,0,0,0
090010204002001,14.5,8.7,0.7,0.3,0,14.9,8.4,0.2,0.1,0
090010204002029,25.2,16,0.7,0.4,0.1,25.8,14.8,0.5,0.4,0
090010204002015,5.3,3.4,0.1,0.1,0,5.4,3.1,0.1,0.1,0
090010204002012,4.4,2.8,0.1,0.1,0,4.5,2.6,0.1,0.1,0
090010902001005,91.7,99.1,4.8,1.4,0.2,107.5,84.3,1,1.2,0
090010905003007,0,0,0,0,0,0,0,0,0,0
090010905002007,0.3,0.3,0,0,0,0.4,0.2,0,0,0
090010903003015,7.6,8.1,0.4,0.2,0.1,9,6.8,0.1,0.1,0
090010903003018,18.9,20.3,1,0.5,0.2,22.6,16.9,0.4,0.2,0
090010901001015,9.5,10.2,0.5,0.1,0,11.1,8.7,0.1,0.1,0
090010902002021,0,0,0,0,0,0,0,0,0,0
090010905003004,7.6,6.4,0.4,0.3,0.1,8.9,5.3,0.1,0.1,0
090010901002011,23.3,25.2,1.2,0.4,0.1,27.3,21.4,0.2,0.3,0
