GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWES,G20PREOOTH,G20USSRCAS,G20USSRMUR,G20USSDPER,G20USSDEDW,G20USSDPIE,G20USSDKNI,G20USSDWEN,G20USSLSIG,G20USSIMEN,G20USSOPRI,G20USSOJOH,G20USSNBIL,G20USSNBOU,G20USSNMON,G20USSNDAR
220090007-1,22,009,0007-1,360.83,408.18,13.9,1,11.92,338.96,19.87,114.21,133.08,22.84,23.83,7.95,0.99,0,2.98,0.99,17.88,6.96,0.99,6.95
220090007-3,22,009,0007-3,337.43,62.38,0.14,2.94,0.09,313.94,6.25,19.71,18.68,0.5,2.18,3.01,0.01,0,1,0.99,6.04,5.92,0.99,1.04
220090008-1,22,009,0008-1,137,10,1,4,0,130,3,3,6,2,0,0,0,0,0,0,1,2,0,0
220090008-3,22,009,0008-3,259,16,0,0,0,238,3,6,6,0,3,0,0,0,0,0,1,1,0,0
220090009-2,22,009,0009-2,82,40,0,0,0,77,1,16,11,6,2,0,0,0,0,0,1,1,0,0
220090009-3,22,009,0009-3,189.61,35.37,3.93,0,0.98,176.84,7.86,5.89,17.68,3.93,1.96,0,0,0,0,0,3.93,3.93,0,0.98
220090009-4,22,009,0009-4,523.54,93.05,9.35,0.28,1.31,499.2,17.28,29.25,28.95,5.27,2.47,1.02,3.53,1,1.03,3,6.16,6.37,1.01,1.04
220090010-2,22,009,0010-2,245,419,13,1,7,258,9,100,161,27,36,14,1,6,0,2,11,7,0,2
220090010-4,22,009,0010-4,93.74,484.49,4.08,2,3.08,99.06,3,170.96,157.72,12,26.48,6,2,0.08,7,4,15.08,6,3,6
220090011-1,22,009,0011-1,314.05,233.67,1.24,0.24,6.24,302.1,12,70.38,113.38,4.95,13.72,5,0.24,1,0,1,3,4.24,1,2.24
22009002-2A,22,009,002-2A,211.04,29.18,0.97,0,1.95,191.59,5.84,15.56,10.7,0,0,0,0.97,0,0,0,0.97,4.86,0,0
22009002-2B,22,009,002-2B,127,134,4,0,1,114,4,37,47,8,3,3,1,0,3,0,5,4,0,2
22009002-2C,22,009,002-2C,260,46,1,1,0,251,6,21,21,0,2,2,0,0,1,0,1,0,0,0
22009002-2D,22,009,002-2D,11,14,1,0,0,11,0,3,10,2,0,0,0,0,0,0,0,1,0,0
22009002-2F,22,009,002-2F,142,63,3,0,0,133,8,24,20,0,2,3,0,0,1,0,6,2,1,0
22009002-3A,22,009,002-3A,241.18,29.9,3.98,0,0,217.27,6.03,15.96,8.01,0.07,2.94,0,0,1.98,0.06,0,1.02,1,0.98,0
22009002-4A,22,009,002-4A,298,134,8,3,3,277,12,44,42,0,8,0,1,2,1,1,6,5,0,4
22009002-5B,22,009,002-5B,12.41,1.84,0.03,0.03,0,11.99,0.22,0.42,0.56,0.06,0.06,0.03,0.03,0,0,0.08,0.25,0.03,0,0
22009002-5E,22,009,002-5E,6.6,0.52,0.08,0,0.01,6.01,0.22,0.28,0.18,0.06,0.01,0,0.01,0.03,0.06,0,0.05,0.04,0.01,0
22009003-1B,22,009,003-1B,251,55,0,0,1,217,15,16,24,4,6,3,1,0,0,0,1,4,0,0
22009004-2A,22,009,004-2A,281,16,5,3,0,264,8,3,8,0,0,2,8,3,3,0,0,4,0,0
22009005-1A,22,009,005-1A,48,11,0,0,0,47,1,5,7,0,0,0,0,0,0,0,0,0,0,0
22009006-1A,22,009,006-1A,404.5,59.89,0.91,0.91,0,390.88,7.28,13.59,18.14,1.82,1.82,0.91,0.91,0,0.01,2.72,8.15,0.92,0,0
22009006-2A,22,009,006-2A,238.78,14.42,1.98,1.06,0,214.44,12.05,2.45,7.4,3.97,2.03,1.06,0,0,0.02,1.02,3.13,1.13,1.01,0.02
22009007-3B,22,009,007-3B,13.44,2.67,0,0,0,9.1,0.87,1.75,0.03,1.73,0,0,0,0,0,0,0.01,0.01,0,0
22009008-2A,22,009,008-2A,177,46,0,0,0,170,4,23,10,2,2,1,0,0,1,3,1,2,1,0
22009008-2B,22,009,008-2B,259,6,0,1,0,247,12,0,3,0,0,0,0,0,0,0,3,1,0,1
22009008-3A,22,009,008-3A,706,33,1,0,0,667,24,6,18,0,2,1,3,1,0,0,4,8,1,1
22009009-1A,22,009,009-1A,128,122,5,3,0,118,1,36,54,4,5,0,1,0,6,1,5,4,0,0
22009009-2A,22,009,009-2A,170,92,2,0,0,164,8,45,15,4,3,0,0,0,0,1,4,1,0,1
22009009-4B,22,009,009-4B,180.72,26.56,0.74,0.74,0.74,168.92,5.9,7.38,11.06,2.95,3.69,0,1.48,0,0,0,2.95,0.74,0,0
22009009-5B,22,009,009-5B,80,387,8,4,8,107,4,137,116,8,24,0,4,1,8,3,12,5,3,4
22009010-2A,22,009,010-2A,393,44,2,0,0,386,1,11,15,8,6,0,1,0,1,1,1,0,1,1
22009010-3A,22,009,010-3A,303,58,2,1,4,287,8,31,13,0,3,3,0,0,1,0,5,4,0,0
22009011-2A,22,009,011-2A,150.02,22.22,0.77,0.77,0.76,146.77,0.11,7.82,7.89,3.07,2.31,0.01,0.77,0,0,0.04,0.13,0.77,0,0.76
22011000001,22,011,000001,408.39,16.4,2.12,0,0,369.93,24.29,3.42,6.08,0.19,0.26,0,3.09,2,2.05,0,2.12,2.12,0,0.07
22011000002,22,011,000002,52.2,33.49,0,0,0,50.23,2.95,11.82,7.88,0,5.91,0,0,0,0,0,0,0,0,0
22011000003,22,011,000003,262.8,39.51,0,0,0,243.77,5.05,28.18,8.12,4,0.09,0,0,0,2,0,2,6,0,0
22011000004,22,011,000004,408,143,3,3,2,356,21,31,62,4,22,7,5,6,2,5,2,9,0,0
22011000005,22,011,000005,625.41,59.73,4.59,0,0,541.9,30.93,16.88,17.46,9,11.22,3.59,3.29,2.59,2,0,6,4,0,2
22011000006,22,011,000006,266.97,29.38,2.84,0,0,241.4,10.4,11.33,7.61,8.48,2.87,2.82,0.01,1.89,0.01,0,2.83,0.03,0,1.89
22011000007,22,011,000007,476.5,69.33,5.23,0,0,426.99,15.82,16.5,27.7,5.15,14.28,0.18,2.39,2.34,1.95,0,2.4,6.92,0,3.05
22011000009,22,011,000009,515,48,6,2,5,461,36,3,30,4,11,3,3,0,0,0,2,6,0,2
22011000010,22,011,000010,515,50,3,0,0,481,18,3,30,4,3,0,5,2,0,0,6,0,0,0
22011000011,22,011,000011,717,53,6,2,0,655,44,25,30,0,3,0,13,0,0,3,2,4,0,2
22011000012,22,011,000012,1163.15,111.92,12.99,0,4,1113.19,49.96,27.98,34.97,4,6,6.99,3,12.99,2,0,6,4,0,0
22011000013,22,011,000013,356,17,3,0,0,324,23,0,0,4,3,0,2,3,0,0,2,2,0,0
22011000014,22,011,000014,426,42,1,0,4,400,18,12,8,8,6,0,5,3,0,0,1,3,0,0
22011000015,22,011,000015,283,20,3,0,0,273,10,3,16,0,0,0,2,0,3,0,0,0,0,0
22011000016,22,011,000016,465.27,76.32,4.16,2,4,431.34,21.7,28.58,21.51,4,5.12,3,2.19,3.12,2,0,6.12,2,0,2
22011000017,22,011,000017,351,20,3,1,2,327,20,0,21,0,0,7,2,0,0,0,0,2,0,0
22011000018,22,011,000018,141,17,0,0,0,122,8,6,3,4,0,0,0,0,0,0,1,0,0,0
22011000019,22,011,000019,215,17,1,0,0,193,13,0,8,0,0,0,2,0,0,0,0,1,0,1
22011000020,22,011,000020,773.99,58.62,9.94,0.99,0,723.32,28.81,8.94,12.92,3.97,13.91,9.94,9.94,1.99,1.99,0,4.97,3.97,0,0.99
22011000021,22,011,000021,342,39,10,0,0,288,21,0,21,8,8,0,3,3,0,0,1,7,2,1
22011000022,22,011,000022,560.81,37.56,3.87,0.01,3.82,526.12,24.98,2.92,15.37,0.02,10.56,0.05,0.05,1.92,1.92,0,2.89,3.85,0,3.82
22011000025,22,011,000025,354,190,16,0,4,324,20,31,67,13,14,7,15,0,2,3,5,7,4,3
22011000026,22,011,000026,104,313,6,0,7,94,3,58,126,42,17,13,8,2,3,3,5,10,2,3
22011000027,22,011,000027,188,50,3,0,2,170,10,6,21,13,3,3,5,0,0,0,0,1,0,0
22011000028,22,011,000028,49,411,1,0,11,63,2,80,179,42,33,3,0,5,3,0,8,1,2,1
22011000030,22,011,000030,226.43,65.21,6.08,1,0,208.44,6.31,25.25,16.49,4.08,3.29,0,3.04,2.04,0.04,0,1.04,0.14,4,0.06
2201100012A,22,011,00012A,357.81,39.72,7.17,0,0.17,318.68,24.21,19.38,13.34,0,0.34,0.13,3,1,0,0,1,1,0,0
2201100012B,22,011,00012B,605.85,36.08,4.01,0,0,572.81,18.04,12.02,8.03,8,0,0.01,2,1.01,2,0,5,4,0,0
2201100013A,22,011,00013A,223.19,16.28,3.83,0,3.83,220.32,4.79,8.62,7.66,0,7.66,2.87,0,0,0,0,0,0,0,0
2201100014A,22,011,00014A,341.84,29.73,10.18,1,0.18,327.24,24.15,6.13,11.71,0,0.49,0,0,0.09,1.09,2,1.13,1.18,0,0.18
2201100016A,22,011,00016A,160,67,4,0,0,144,18,12,32,0,3,0,2,3,1,0,1,1,0,0
2201100016B,22,011,00016B,253.73,32.68,3.84,0,0,230.66,17.3,14.42,12.49,0,2.88,0,4.81,2.88,0,0,2.88,0,0,0
2201100017A,22,011,00017A,330,17,0,0,0,283,23,3,11,0,3,0,0,0,0,0,1,3,2,0
2201100018A,22,011,00018A,39,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2201100019C,22,011,00019C,298,25,1,0,0,271,16,6,3,0,5,0,1,0,0,0,3,3,2,1
2201100025A,22,011,00025A,83,59,1,0,0,79,3,15,21,17,3,0,0,0,0,0,0,0,0,1
2201100025B,22,011,00025B,112.11,102.08,11.85,0,0,101.17,5.47,41.93,39.19,7.29,4.56,0,4.56,2.73,0,0,2.73,0.91,0,0
2201100027A,22,011,00027A,296,34,0,0,2,284,6,12,8,0,3,0,0,1,0,0,0,4,0,0
2201100027B,22,011,00027B,162,59,9,0,0,162,5,15,29,4,3,0,1,0,0,0,1,3,0,0
2201100027D,22,011,00027D,131,6,0,0,0,106,13,3,0,0,0,3,0,1,0,0,0,3,0,0
220130001-1,22,013,0001-1,67,85,0,0,0,60,4,51,17,3,3,0,0,0,0,0,0,3,0,0
220130001-2,22,013,0001-2,129,180,2,0,0,122,10,102,41,3,5,3,0,4,0,0,3,4,1,0
220130001-3,22,013,0001-3,68.63,57.69,0,0,0,70.62,0,50.73,5.97,0,1.99,0,0,0,0,0,1.99,0,0,0
220130001-4,22,013,0001-4,42,11,0,0,0,37,1,9,2,0,0,0,0,0,0,0,3,0,0,0
220130002-1,22,013,0002-1,20,254,2,0,5,28,1,160,50,5,2,0,0,1,0,0,5,1,0,1
220130002-2,22,013,0002-2,63.31,128.18,2.96,1.97,7.88,62.32,0.99,74.94,21.69,4.93,2.96,2.96,1.97,0.99,0,0,2.96,3.94,0,0
220130002-3,22,013,0002-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220130002-4,22,013,0002-4,8.45,12.32,0.01,0,0.03,7.35,0.11,2.95,4.19,0.02,3.03,0.02,0,0,0,0.01,0.04,0.05,0.01,0
220130002-5,22,013,0002-5,9,11,0,0,0,9,0,5,4,5,0,0,0,0,0,0,0,0,0,0
220130002-6,22,013,0002-6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220130003-1,22,013,0003-1,28.81,261.24,2.98,4.97,0,31.79,0,128.14,55.62,17.88,9.93,0,1.99,0,1.99,0,0.99,2.98,0,0
220130003-2,22,013,0003-2,87.62,224.22,2,0.03,2,84.62,0,167.2,47.06,3,2,0,0,1,0,0,1,6,0,0
220130003-3,22,013,0003-3,91.3,118.01,2,0,3,90.28,1.01,83.01,11,5,0,0,0,0,2,0,3,1,0,0
220130003-4,22,013,0003-4,29,41,0,0,0,28,0,37,6,3,2,0,0,0,0,0,0,1,0,0
220130003-5,22,013,0003-5,52,15,0,0,0,52,0,12,0,0,0,0,0,0,0,0,0,0,0,0
220130003-6,22,013,0003-6,21.38,7.78,0,0.97,0,21.38,0,6.8,1.94,0,0,0,0,0,0,0,0,0,0,0
220130003-7,22,013,0003-7,0,13,0,0,0,1,0,7,0,0,2,0,0,0,0,0,0,1,0,0
220130004-1,22,013,0004-1,171,326,9,0,5,162,1,234,46,11,3,3,1,1,2,1,5,1,6,3
220130004-2,22,013,0004-2,43.3,2.99,0,0,0,39.57,0.75,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75
220130004-4,22,013,0004-4,368.02,113.96,4.67,0,1.87,333.46,28.02,90.6,18.68,2.8,4.67,2.8,0,0.93,3.74,0,2.8,0,0,0
220130005-1,22,013,0005-1,159,229,2,1,3,156,1,192,39,0,5,3,1,1,0,0,8,0,0,0
220130005-2,22,013,0005-2,287.37,96.64,2.01,3,0.01,281.31,3.02,55.52,20.07,0.01,2,3,1.01,0,0,0,0,4.02,0.01,0
220130005-3,22,013,0005-3,164,26,0,0,0,162,3,16,4,3,3,0,0,1,0,0,0,0,0,0
220130005-4,22,013,0005-4,143,0,0,0,0,139,0,0,4,0,0,0,0,0,2,0,0,0,0,0
220130006-1,22,013,0006-1,238.55,16.32,3.04,0,0,224.85,6.4,10.03,9.22,0.18,3.04,3,4.04,0,0,0,0,0,0,0
220130006-2,22,013,0006-2,288,13,2,0,0,290,6,5,0,0,2,3,0,0,0,0,0,3,0,1
220130006-3,22,013,0006-3,400.73,107.16,1.19,0,2,384.78,5.25,73.33,9.7,5,3.06,5.19,3.06,1,0,0,8.06,3.25,0,2
220130006-4,22,013,0006-4,217.27,31.84,2.81,0,0,203.22,3.75,19.67,10.3,0,0.94,2.81,0.94,0,0,0,0.94,3.75,0,0
220130007-1,22,013,0007-1,100.27,107.01,2.96,0,0,91.38,2.99,69.01,11.09,4.93,5.02,1.99,2.97,0,0,0,0.01,2.96,0,0
220130007-2,22,013,0007-2,90,115,3,0,1,88,4,83,9,3,5,0,1,0,0,3,1,0,0,0
220130007-3,22,013,0007-3,130.1,118.3,0.04,0,0,128,3.01,69.26,21.94,0.07,7.99,2.01,1.03,0,0,0,0,0.04,0,0
220130007-4,22,013,0007-4,217,299,1,0,0,205,12,220,39,10,11,2,0,0,4,0,3,3,0,1
220130007-5,22,013,0007-5,119.45,34.68,0.96,0,0,101.15,10.6,26.97,5.78,4.82,0.96,0,0.96,0,0,0,0,0,0,0
220150001-1,22,015,0001-1,445.39,234.97,8.02,3.01,3.02,445.35,10.03,142.56,32.14,5.03,13.06,6.01,4.02,7.01,5.02,0.01,4.01,9.02,2.01,0.01
220150001-2,22,015,0001-2,562,250,14,0,7,521,21,149,34,24,13,3,15,4,2,0,3,7,2,0
220150001-3,22,015,0001-3,436.52,195.01,16.65,1.03,7.61,426.53,12.18,124.12,27.8,19.1,11.95,3.08,7.05,5.56,1.59,0,2.05,6.95,3.64,0
220150001-4,22,015,0001-4,921.01,382.03,23.29,1.21,10.85,884.54,33.67,217.18,72.76,21.52,7.67,11.62,16.65,5.44,5.41,3,10.41,8.44,0.82,0
220150001-5,22,015,0001-5,431,149,5,3,3,414,21,95,12,5,9,3,3,4,2,0,2,7,0,0
220150002-1,22,015,0002-1,577.51,359.79,13.02,4.11,5.15,551.43,26.14,286.67,36.06,12.32,7.23,3.23,10.52,2.11,1.99,0,2.99,4.26,0.04,1.99
220150002-2,22,015,0002-2,506,124,9,0,0,496,15,92,10,2,0,0,2,0,0,2,2,4,3,2
220150002-3,22,015,0002-3,279,210,11,0,3,277,11,149,34,10,9,0,2,0,0,0,0,6,2,2
220150002-4,22,015,0002-4,714,223,8,0,7,699,16,142,32,9,2,3,5,2,2,2,3,11,2,2
220150002-6,22,015,0002-6,140.5,356.02,3.21,0.2,5.36,119.85,11.13,211.2,59.8,15.49,11.76,5.63,0.04,5.08,2.25,2.03,3.34,7.17,2.16,3.09
220150002-7,22,015,0002-7,357,164,6,0,0,351,19,83,34,5,9,0,3,0,0,0,0,2,0,0
220150002-8,22,015,0002-8,22,397,2,5,9,23,2,257,65,26,5,5,0,4,2,0,4,4,2,2
220150002-9,22,015,0002-9,305,415,2,1,2,295,6,276,75,2,5,8,2,2,0,0,0,7,0,3
220150003-1,22,015,0003-1,324.89,193.55,4.94,0,2.96,304.16,5.93,156.03,15.8,13.83,1.98,2.96,1.98,0,0,0.99,2.96,0.99,0,0.99
220150003-2,22,015,0003-2,472.25,166.86,8.1,0,2.09,452.01,21.19,125.07,16.33,2.17,0.04,5.07,0.04,2,0.01,0.01,3.03,3.01,0.01,1.01
220150003-3,22,015,0003-3,383,74,0,0,3,369,4,45,8,0,0,0,2,2,5,0,4,1,1,0
220150003-4,22,015,0003-4,427.52,458.68,13.92,0.99,7.95,398.67,12.92,346.25,43.77,9.96,4.97,10.93,2.98,1.99,0.99,1,5.97,5.98,0,1
220150004-2,22,015,0004-2,1103.86,125.81,7.18,0.9,4.49,1072.43,24.23,63.85,25.15,6.29,4.5,2.69,1.8,6.28,0,0.9,3.59,2.69,0,0.9
220150004-9,22,015,0004-9,1113.48,166,9,2.98,2.02,1058.1,36.37,111.66,24.52,2.12,7.11,5.05,8.04,3.12,3.01,0.99,0.05,6.09,2.99,0.05
22015001-3A,22,015,001-3A,491,270,8,1,3,486,15,151,36,19,16,3,2,5,2,2,6,2,10,2
22015001-3B,22,015,001-3B,217.49,83,13.06,0.77,1.54,215.95,6.15,50.72,18.44,5.38,5.38,2.31,2.31,0,0,0,1.54,4.61,1.54,0
22015002-10,22,015,002-10,295,99,8,0,0,297,8,57,14,2,2,0,5,0,2,0,7,2,2,0
22015002-11,22,015,002-11,98,108,5,0,0,88,2,57,26,0,16,3,3,2,0,0,0,0,2,2
22015002-13,22,015,002-13,229.2,370.54,2.94,0,2.93,196.08,5.86,262.97,48.89,11.74,12.71,7.81,1.95,8.77,2.92,0,8.77,6.83,1.96,0
22015002-14,22,015,002-14,259,230,3,0,0,236,13,123,54,10,18,0,3,2,2,0,2,3,3,0
22015002-15,22,015,002-15,149.35,372.37,7.97,2.99,8.96,134.41,9.96,216.05,55.76,11.95,21.9,4.98,6.97,4.98,5.97,1.99,3.98,8.96,1.99,1.99
22015002-16,22,015,002-16,393,425,8,1,7,371,13,276,65,24,16,11,5,2,3,0,4,6,4,4
22015002-19,22,015,002-19,175,560,6,3,2,164,11,343,105,7,13,14,5,0,3,0,4,4,6,2
22015002-20,22,015,002-20,359,232,8,1,0,330,6,156,40,5,4,11,8,7,0,0,4,2,2,3
22015002-23,22,015,002-23,135.63,106.07,3.4,0.13,0.13,138.4,4.5,60.44,16.62,2.96,5.36,0.17,2.23,0.17,0.33,0,2.2,2.2,0.33,0
22015002-3A,22,015,002-3A,273,403,6,1,5,256,19,267,67,17,18,0,3,2,0,0,2,6,3,2
22015002-5A,22,015,002-5A,59.74,96.82,2.99,0,2.99,61.73,3.98,44.99,21.94,6.98,4.98,0,0,0,1.99,0,2.99,5.97,0,0
22015004-10,22,015,004-10,1021,291,15,0,4,982,38,174,58,4,9,8,7,0,0,1,7,9,3,0
22015004-1A,22,015,004-1A,784,135,5,0,2,742,23,106,18,5,0,0,2,2,1,1,1,1,0,4
22015004-3A,22,015,004-3A,741.7,386.89,15.1,2.83,2.83,707.73,31.14,260.44,47.18,6.61,6.61,4.72,9.44,2.83,2.83,2.83,5.66,6.61,2.83,0.94
22015004-3B,22,015,004-3B,787.15,189.98,10.13,0.33,2.61,776.13,18.07,105.02,22.96,21.66,10.18,5.87,5.62,3.61,6.02,0.04,0.67,6.06,0.07,0.32
22015004-3C,22,015,004-3C,281.87,49.52,0.28,0.03,0.17,273.71,0.94,35.21,6.93,2.23,4.14,0.1,2.05,0.24,0,0.03,0.14,0.1,0,0.03
22015004-3D,22,015,004-3D,698.05,162.61,10.91,0,0,673.26,24.79,79.32,25.78,9.92,3.97,4.96,4.96,2.97,0.99,0,3.97,0,3.97,2.97
22015004-4A,22,015,004-4A,1116,281,22,3,3,1111,25,182,32,14,11,3,7,2,1,4,5,5,1,1
22015004-4B,22,015,004-4B,1037.7,175.65,9.77,0.69,1.38,1022.28,23.72,111.32,20.97,6.31,15.25,2.12,6.27,1.41,2.08,0,1.42,4.84,0.03,0.72
22015004-5A,22,015,004-5A,623.71,173.13,7.61,0.65,3.31,596.3,20.49,109.87,31.21,6.36,7.58,0.07,3.24,1.88,0.77,0.44,1.13,5.83,0.26,2.28
22015004-6A,22,015,004-6A,1003.32,286.51,14.99,2.18,3.17,966.02,37.07,193.02,37.91,8.61,14,2.57,8.18,2.91,6.14,1.03,3.86,7.82,1.88,1.64
22015004-6B,22,015,004-6B,1108.59,315.22,15.82,2.31,3.51,1063.7,40.44,212.49,41.01,10.72,14.76,2.71,8.85,3.15,7.18,1.19,4.58,8.42,2.21,2.18
22015004-7A,22,015,004-7A,577.06,163.24,3.54,0,2.75,543.63,13.37,101.49,25.96,9.44,3.54,0,2.36,1.18,0,0.79,1.97,3.93,0.39,3.15
22015004-7B,22,015,004-7B,487.2,137.82,2.99,0,2.32,458.97,11.29,85.68,21.92,7.97,2.99,0,1.99,1,0,0.66,1.66,3.32,0.33,2.66
22015004-8A,22,015,004-8A,892.5,293.5,20.16,1,3.13,869.96,31.61,188.66,57.19,7.43,16.16,3,8.11,3.05,3,1.04,6.09,4.18,1.02,0.14
22015004-8B,22,015,004-8B,935.2,238.73,18.93,2.94,3.3,912.43,18.88,132.21,39.28,12.51,17.28,7.36,10.1,3.68,3.12,0.18,3.48,8.27,0.18,0.91
22015004-8C,22,015,004-8C,132.64,197.96,6.89,0.12,2.5,142.82,3.59,130.01,34.27,4.69,3.65,2.58,2.61,4.18,0.08,0,0.9,0.03,0.12,0.02
22015004-8D,22,015,004-8D,95.91,112.12,2.12,0.05,4.92,92.19,4.04,67.55,28.11,0.25,4.07,0.06,0.07,0.06,0.03,0.98,2.97,0.99,1.02,0.01
22015004-8E,22,015,004-8E,410.94,55.89,2.47,0,1.64,380.53,9.04,32.88,11.51,0,1.64,0,2.47,0,0.82,0.82,2.47,0.82,0.82,0.82
22015004-8G,22,015,004-8G,149.04,39.92,3.24,0.52,0.52,146.18,2.98,22.03,6.48,2.2,2.98,1.3,1.68,0.65,0.52,0,0.52,1.43,0,0.13
2201502-11A,22,015,02-11A,94,180,2,0,0,88,4,113,30,5,5,3,2,0,2,0,0,1,2,0
2201502-12A,22,015,02-12A,104,115,2,0,0,96,2,54,28,0,5,3,2,2,2,0,1,4,0,2
2201502-12B,22,015,02-12B,106,142,3,0,3,103,0,97,32,2,2,3,2,0,0,0,1,0,0,0
2201502-12C,22,015,02-12C,173,418,5,4,7,174,0,260,69,12,20,0,2,2,0,0,6,6,9,1
2201502-17A,22,015,02-17A,130,158,3,3,3,119,2,95,36,5,5,0,0,4,2,0,1,4,3,1
2201502-17B,22,015,02-17B,223,340,9,1,0,217,6,208,60,19,11,3,0,2,3,0,0,4,2,1
2201502-18B,22,015,02-18B,578.03,100.16,7.4,0.93,1.85,571.53,13.87,59.48,18.5,1.86,1.86,2.77,6.47,0,0,0,0.01,2.77,0,0
2201502-18C,22,015,02-18C,639.73,158.14,5.39,0.9,1.8,608.28,15.27,95.24,26.95,6.29,8.09,7.19,4.49,0,1.8,0,2.7,3.59,3.59,0
2201502-18D,22,015,02-18D,351.86,75.67,10.27,0.93,0,361.18,0.01,56.99,13.07,4.67,1.87,0,0,2.8,0,0,0,0.93,0.93,0
2201502-18E,22,015,02-18E,1520.11,369.83,27.49,8.87,4.43,1501.48,53.21,232.36,49.67,16.85,9.76,2.66,18.62,3.55,4.43,1.77,5.32,11.53,6.21,0
2201502-18F,22,015,02-18F,456.53,66.29,2.26,0.14,2.85,458.72,12.81,32.65,15.58,2.16,4.74,0.06,0.3,0.08,0.07,0.03,0.11,1.1,0.1,0
2201502-18G,22,015,02-18G,131.64,32.03,2.38,0.77,0.38,130.03,4.61,20.12,4.3,1.46,0.84,0.23,1.61,0.31,0.38,0.15,0.46,1,0.54,0
2201502-21A,22,015,02-21A,646,259.55,8.46,1.2,0.16,660.65,9.25,137.41,40.21,18.91,15.75,10.74,3.4,0.13,5.92,0.05,3.07,0.31,0.17,0.97
2201502-21B,22,015,02-21B,748.27,125.86,6.61,1.1,0.2,736.72,22.73,71.76,33.05,0.71,2.91,5.81,3.51,0,2.2,2,1.3,0.41,0.41,1
2201502-21C,22,015,02-21C,1179.28,186.65,13.09,3,0.02,1168.21,30.16,109.01,42.3,0.11,5.06,0,6.03,5.02,2.02,0,1.01,1.04,0,0.01
2201502-21D,22,015,02-21D,1071.21,386.16,21.2,0.92,4.61,1054.62,37.79,235.01,70.05,23.96,14.74,0,7.37,4.61,5.53,0.92,2.76,9.21,0.92,2.76
2201502-22A,22,015,02-22A,1218,165,11,3,2,1199,23,97,20,7,2,0,6,3,1,1,2,7,1,1
2201502-22B,22,015,02-22B,445,50,8,1,2,449,8,31,12,2,0,3,8,0,1,0,1,0,0,0
2201502-22C,22,015,02-22C,513.77,58.86,4.25,0.14,2.71,522.03,8.88,32.93,9.58,4.42,3.55,0.2,0.74,0.85,0.45,0.14,0.49,0.95,0.07,0.29
2201504-11A,22,015,04-11A,588,108,2,0,0,562,25,54,26,5,4,0,3,2,1,4,1,0,0,0
2201504-11B,22,015,04-11B,922,297,28,0,2,907,34,175,52,10,7,5,10,7,3,0,7,7,4,0
2201504-11C,22,015,04-11C,489,133,12,0,0,445,15,71,20,10,9,5,7,2,3,0,6,3,3,1
22017000001,22,017,000001,4.18,187.9,0.98,0.03,3.91,5.16,0.01,126.81,24.63,12.72,5.87,2.01,0,0.02,2.91,0.01,1.98,0.03,0.03,2.9
22017000002,22,017,000002,378.21,444.42,5.27,1.14,3.27,372.8,15.34,310.82,62.04,32.85,14.07,8.14,4.07,2,3,0.21,3.14,0,3.34,3
22017000003,22,017,000003,9,490,6,0,3,9,0,330,79,21,14,3,0,0,4,0,5,4,3,1
22017000004,22,017,000004,97,744.55,3.72,0.93,5.53,98.01,2.77,513.3,142.67,39.53,12.92,2.84,0.96,2.75,0.96,2.75,2.76,5.52,2.76,2.76
22017000006,22,017,000006,21.75,127.87,1.07,0.01,0.06,22.8,3.02,89.34,9.82,2.22,8.09,2.03,0,0.01,0,0,0.01,0.04,0.07,1
22017000007,22,017,000007,124,328,10,1,1,119,8,174,78,21,17,3,5,4,0,1,5,6,5,0
22017000008,22,017,000008,339.37,468.93,11.6,3.87,3.87,332.6,14.5,304.56,76.38,28.04,10.64,4.83,6.77,4.83,9.67,0,5.8,5.8,9.67,0
22017000009,22,017,000009,336.09,152.11,12.07,0.03,3.01,350.16,11.07,78.4,17.33,15.14,3.09,2.03,9.03,2.02,1.02,0,1.02,4.01,1.03,1
22017000010,22,017,000010,458,195,18,1,0,472,10,117,20,15,3,13,3,5,3,1,2,7,0,0
22017000011,22,017,000011,687,227,18,2,10,676,31,126,36,27,5,7,12,3,4,0,0,5,0,4
22017000012,22,017,000012,447.74,194.08,8.12,5.42,4.51,463.09,4.51,114.64,27.08,21.66,8.12,4.51,4.51,0,0.9,0,0,6.32,3.61,2.71
22017000013,22,017,000013,860.16,360.92,31.03,2.02,4.04,861.24,20.06,209.5,47.09,49.11,12.02,19.03,15.02,8.02,0.02,3.02,1.02,12.02,5,1
22017000014,22,017,000014,282,288,18,9,5,280,6,179,53,21,6,10,13,4,4,3,6,5,0,3
22017000015,22,017,000015,259,456,20,6,1,256,11,243,89,53,20,5,17,7,0,1,5,6,1,1
22017000016,22,017,000016,587.27,271.28,19.04,0.02,4,620.32,13.04,161.85,26.2,19.09,17.05,3.02,10.02,1.01,1.01,0,2.01,4,0.02,0
22017000017,22,017,000017,221,355,17,4,1,218,5,189,76,27,17,5,9,4,6,4,0,7,3,0
