GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWES,G20PREOOTH,G20USSRCAS,G20USSRMUR,G20USSDPER,G20USSDEDW,G20USSDPIE,G20USSDKNI,G20USSDWEN,G20USSLSIG,G20USSIMEN,G20USSOPRI,G20USSOJOH,G20USSNBIL,G20USSNBOU,G20USSNMON,G20USSNDAR
22103000407,22,103,000407,539,143,18,2,4,560,8,79,20,13,6,3,7,4,0,0,2,2,3,0
22103000408,22,103,000408,1068,261,45,0,9,1055,28,103,69,10,11,9,38,4,2,3,3,2,5,2
22103000409,22,103,000409,1247,608.6,28.2,5.6,8.9,1204.6,38.3,265.6,161.6,36.8,35.6,12.5,29,17.1,5,6,12.3,9.4,7.7,3.5
22103000410,22,103,000410,645,233,20,2,4,655,8,118,46,7,14,6,3,7,4,0,3,3,0,3
22103000411,22,103,000411,669.9,132.2,7,2,0,665.9,20,45.1,41,23,0,0,3,0,0,0,2,5,0,0
22103000412,22,103,000412,915.7,149,19.6,0,8.8,913.7,31.4,56.9,30.4,9.8,10.8,8.8,9.8,0,2,2.9,0,7.8,2,2
22103000413,22,103,000413,585,132,18,3,4,609,12,39,31,7,3,6,10,2,0,0,0,5,2,0
22103000414,22,103,000414,555,118,15,3,4,573,16,64,26,0,3,3,2,0,0,0,2,2,2,0
22103000415,22,103,000415,357,112,12,3,4,382,2,42,36,7,14,0,3,0,2,0,0,2,0,0
22103000416,22,103,000416,485,104,7,3,0,503,4,45,26,7,3,3,5,2,4,0,3,3,2,0
22103000417,22,103,000417,629,168,13,4,4,638,12,76,38,13,6,9,5,6,2,0,3,2,3,0
22103000418,22,103,000418,587,182,18,4,8,640,10,79,31,7,9,6,10,0,2,0,2,5,0,0
22103000419,22,103,000419,493.8,110.4,13.1,0,2,499,4.2,49.5,20.3,13.1,3,9.1,7,2,2,0,3,0,3,2
22103000420,22,103,000420,470.4,107.9,15,4,11,475.3,18,49.4,23.3,7.1,3,9,7,4,4,0,2,8,3,0
22103000421,22,103,000421,203.7,51.6,5,0.8,0,206.3,1.7,18.9,10.3,10.3,3.5,3.5,3.4,0.8,0.8,0,0,0.8,0,0.8
22103000422,22,103,000422,537,196,15,3,0,550,22,82,41,7,11,6,14,0,2,2,5,2,2,0
22103000426,22,103,000426,369,154,17,0,0,347,16,64,33,7,11,0,9,6,6,0,5,2,0,3
22103000427,22,103,000427,449,93,10,2,0,445,14,36,20,7,3,0,3,9,0,0,3,3,1,0
22103000429,22,103,000429,415,182,3,0,2,400,14,79,41,40,11,6,2,4,0,0,5,2,0,0
22103000430,22,103,000430,693,196,15,3,6,675,30,97,48,3,6,9,7,7,2,0,5,9,3,0
22103000501,22,103,000501,471.5,95,2.1,1.9,0.1,439.1,4.2,50.1,22.1,12.5,13.3,2.9,3,0.2,5.7,0,2,4.7,1,0.1
22103000502,22,103,000502,986.1,164.7,9.8,2,3.9,957.7,21.6,74.5,30.4,16.7,10.8,2.9,9.8,8.8,5.9,0,4.9,2.9,4.9,2.9
22103000503,22,103,000503,1066.8,101,5.1,0.1,8,993.9,26.1,39.2,24.4,20.8,6.9,6.2,5.2,4,4.4,2,7.1,11.3,6,2
22103000504,22,103,000504,683,90,22,0,0,677,16,42,28,10,9,0,10,2,0,0,2,0,1,0
22103000505,22,103,000505,986,157,13,2,2,962,14,48,33,27,11,3,3,6,2,0,3,9,9,0
22103000601,22,103,000601,547,101,10,2,0,550,8,48,5,13,3,0,12,7,2,0,0,3,5,0
22103000602,22,103,000602,953.9,109.3,8,0,4,933.6,16.1,48.1,33.1,7.1,9,13,3,2,0,0,7,3,3,2
22103000603,22,103,000603,1050,95,10,2,4,962,39,58,33,17,3,3,3,7,4,0,3,0,8,2
22103000604,22,103,000604,792.4,85.3,7.8,0,0,738.5,13.7,29.4,47,6.9,3,8.8,6.9,2,2,0,2,2,4.9,2
22103000605,22,103,000605,463,42,5,3,0,433,22,21,8,3,6,6,2,4,0,0,2,3,1,0
22103000606,22,103,000606,996,129,12,0,0,944,22,52,43,10,11,3,7,2,0,0,7,8,5,0
22103000609,22,103,000609,54,14,0,0,0,49,2,15,0,7,0,0,0,0,0,0,0,0,0,0
22103000701,22,103,000701,586.4,645.3,12.1,0.1,6.1,575.4,18.2,309.4,155.3,27.3,34.2,19.1,9.2,4.2,8.1,0,13.2,9.1,12.1,3.1
22103000702,22,103,000702,561.6,493.7,7.9,3.9,7.9,560.6,13.8,202.6,135.7,16.7,13.8,5.9,8.8,10.8,3.9,3,9.8,5.9,3,5.9
22103000703,22,103,000703,364.6,475.4,12.3,1.9,3.8,351.3,9.5,319.1,87.1,9.5,24.6,2.8,2.8,6.6,1.9,0,2.8,5.7,0.9,1.9
22103000704,22,103,000704,780,264,3,3,2,757,16,112,66,17,11,19,3,7,0,0,7,8,1,3
22103000705,22,103,000705,363,152,2,0,8,341,10,76,33,10,14,6,3,0,4,0,7,2,3,0
22103000706,22,103,000706,898,194,13,4,2,870,24,100,51,7,23,0,7,4,2,0,7,2,3,2
22103000801,22,103,000801,889.8,247.9,11.8,2.9,3.9,896.6,25.5,68.6,77.4,22.5,2.9,2.9,6.9,3.9,3.9,2,2,2.9,4.9,2.9
22103000802,22,103,000802,1112,537.9,27.1,3.1,4.3,1067,43.2,197.2,172.8,37.9,37.5,16.3,12,21.1,6.1,2.1,10.5,14.2,0.1,2.1
22103000803,22,103,000803,882,429,15,3,8,872,22,130,161,27,20,6,9,7,8,2,16,5,5,2
22103000804,22,103,000804,962.8,271.7,12.1,1.9,2,921.4,41,71.8,111,16.6,8.3,5.4,9.1,8.4,3.7,0.1,7.4,3,4.6,1.8
22103000805,22,103,000805,835,253.5,9.9,9.9,0,832.1,21.9,72.6,86.5,16.9,13.9,8.9,7,4,0,3,3,10.9,3,0
22103000806,22,103,000806,776,362,23,2,2,757,28,149,128,23,20,13,15,11,0,0,3,2,1,3
22103000807,22,103,000807,673,236,10,1,8,681,12,82,56,3,11,16,10,13,2,0,3,2,0,0
22103000808,22,103,000808,702.7,203.9,9.7,0,5.8,697.8,25.1,88,54.1,16.4,7.7,2.9,2.9,5.8,3.9,0,1.9,1.9,5.8,0
22103000809,22,103,000809,222,243.1,2.1,0.7,2.8,203.7,0,102.9,77.5,14.1,12,15.5,1.4,2.8,2.8,0,11.3,3.5,2.1,0
22103000810,22,103,000810,723.2,258.9,11.7,0.2,8.4,732.4,21.5,110.8,83.1,9.3,9.2,6.7,4.1,5.1,0.5,0,2.9,2.4,0.7,2.2
22103000811,22,103,000811,794,370,12,3,8,751,30,158,138,27,20,6,7,9,6,0,8,2,5,0
22103000812,22,103,000812,788,219,18,1,2,804,16,85,54,10,11,0,3,6,0,0,3,6,3,2
22103000813,22,103,000813,490,183.5,10.1,1.1,0,492.9,14.1,73.4,64.5,10.1,8.1,0,2,4,0,0,5,3.1,0,2
22103000814,22,103,000814,151.7,604.9,2,1,6,157.7,4,229.6,242.6,39.9,28,6,0,2,0,2,5,6,5,0
22103000815,22,103,000815,526.3,153.5,6.6,0.9,3.8,510.3,9.4,57.4,52.7,21.6,2.8,0,1.9,5.7,1.9,1.9,2.8,4.7,0.9,0
22103000816,22,103,000816,387,149,5,3,2,392,16,55,48,3,6,3,3,0,0,0,3,3,0,0
22103000817,22,103,000817,916,278,15,3,4,936,24,124,66,20,8,6,9,2,2,0,2,3,3,0
22103000818,22,103,000818,112,471,3,4,4,111,4,161,189,43,28,3,2,2,0,0,2,9,3,3
22103000901,22,103,000901,513.7,417.7,10.4,1,6,500,6.5,170.4,137.2,23.4,8.5,9.2,9.2,11.2,4.1,5,10.1,5.1,5.2,0
22103000902,22,103,000902,318.8,197.1,3.3,1,4,300.2,8.4,68.1,50.5,17.5,8.4,3.2,5.2,2.2,8.1,2,0.2,6.1,1.1,2
22103000903,22,103,000903,1249,264,10,4,2,1198,51,109,48,7,14,13,9,4,4,5,7,6,8,2
22103000904,22,103,000904,521.7,756.2,8,3,9,501.4,16.1,300.7,265.4,50.1,34.1,13,5.1,17,8,2,13,13,3,2
22103000905,22,103,000905,788,387,7,3,11,745,45,136,100,37,31,16,7,9,8,0,5,8,3,0
22103000906,22,103,000906,453,247,7,1,2,445,20,118,51,13,8,3,9,7,2,0,3,3,3,0
22103000907,22,103,000907,200,149,5,1,0,183,14,55,36,3,20,0,3,6,4,0,3,3,1,0
22103000909,22,103,000909,420.8,708.7,4.4,2.6,0,401.6,10.7,254.9,299.3,67.3,22.7,7.9,1.8,5.3,7.9,0,6.2,7,4.4,0
22103000910,22,103,000910,996.2,244.8,8.1,0,0,992.8,28,83.5,70.4,17.2,6.2,3.2,10,9,2,0,5.1,0.1,0.1,0.1
22103000911,22,103,000911,975,173,13.4,1,2.1,942.2,12.2,75.3,37.4,3,11.8,12.8,9.2,6.4,2.4,0,10.2,3,5.1,4.9
22103000912,22,103,000912,99.4,172.9,0.2,3.1,2,96.4,2.5,75,51,10.4,3.2,0.4,5.1,0.1,4.1,0.1,5.1,3.2,0.2,0.1
22103000913,22,103,000913,567,847.1,27.3,3.9,7.8,559.2,15.6,417.7,281,58.5,36.1,8.8,8.8,6.8,12.7,2,4.9,7.8,4.9,0
22103000914,22,103,000914,261.5,614.7,1.9,3.9,8.7,259.6,7.7,298.2,155.4,29,16.4,8.7,0,1.9,1.9,2.9,15.4,4.8,4.8,1.9
22103000915,22,103,000915,883.1,476.9,25,1.1,0.2,838.2,27.6,210.6,136.2,27.7,28.1,11.9,14.8,12.8,8.1,3,6.9,6,8.9,1.9
22103000916,22,103,000916,193.2,84.9,2.9,1,0,172.7,7.8,50.7,25.4,9.8,5.8,0,4.9,0,2,0,0,0,0,2
22103000917,22,103,000917,289,73,7,3,2,291,6,36,15,7,6,3,3,0,0,0,3,3,0,1
22103000918,22,103,000918,401.7,207.4,7.9,1.3,5.2,381.8,10.1,72.8,63.7,23.6,8.3,9.6,0.6,7.2,5.3,2,9.8,3.5,0.9,0
22103000921,22,103,000921,482.4,219,2,1,0,463.6,15.8,80.9,68.1,12.8,7.9,18.7,4.9,5.9,2,0,3,3,3,1
22103000922,22,103,000922,287.4,317.1,2.6,1.3,2,280.9,9.3,121.1,125.9,15.9,6,1,0.2,0.7,9,0,2.8,6.9,5.5,0
22103000A01,22,103,000A01,597,239,7,1,0,583,24,91,79,13,6,3,2,2,0,2,3,3,3,1
22103000A02,22,103,000A02,760.8,353.4,10,0,8,747.9,16,141.8,76.9,27,17,6,14,2,11,3,10,17,3,3
22103000A03,22,103,000A03,309,107,5,0,2,285,14,42,28,3,14,0,3,2,0,0,5,2,3,0
22103000A04,22,103,000A04,327.8,107.3,7,0,2,304.8,14,42.1,28.1,7,14,3,10,4,6,0,2,0,0,0
22103000C01,22,103,000C01,404.2,106.4,10.6,4,2.3,394.8,16.8,54.9,22.4,13.8,8.7,0,7.2,2.4,2.1,0,3,2.2,0.2,1
22103000C02,22,103,000C02,307,98,5,1,0,320,4,39,26,3,3,6,2,2,2,0,0,0,0,0
22103000C03,22,103,000C03,375,216,12,1,0,388,12,67,54,10,17,0,7,7,4,0,3,5,1,0
22103000C04,22,103,000C04,231.1,86.1,7,0,2,227.2,0.1,41.3,27.6,9.7,3,0.1,4.9,1.9,0,0,2,0.1,0,0
22103000C05,22,103,000C05,262.9,82.8,10.5,0.1,0.1,283.4,0.6,32.5,16.9,3.3,3.5,0.2,3.3,2.1,2,0,3.1,3,0.1,1.1
22103000C06,22,103,000C06,200,317,12,0,9,199,8,136,69,23,11,3,14,7,0,2,5,11,8,1
22103000C07,22,103,000C07,56,154,7,0,0,53,0,79,43,0,6,6,0,2,0,0,3,5,1,0
22103000C08,22,103,000C08,126,199,10,1,4,125,4,85,56,13,6,3,9,2,2,0,5,2,6,0
22103000C09,22,103,000C09,607.2,222.7,18,0,8.2,585.8,16.3,110.6,48.9,10.4,11.1,6.2,10.2,7.2,2.1,2,5.1,6,1.1,0.1
22103000C10,22,103,000C10,88,59,2,0,0,92,0,24,10,7,3,0,0,0,2,2,0,2,0,0
22103000C11,22,103,000C11,535.9,228,16.4,1,7.7,519.4,23.2,82.3,61.8,22.3,19.3,0,6.8,10.6,1.9,0,2,5.8,5.8,0
22103000F01,22,103,000F01,538.5,392.4,8.3,4,0.1,530.1,16.4,217.9,78.9,20.5,23.4,6.2,5.1,6.2,2,0,5.3,9.2,8.1,1
22103000M01,22,103,000M01,574.7,175.4,7.2,0.2,2.9,583.6,7.3,75.7,43.7,13.8,5.7,4.5,3.7,2.8,0.1,0.1,3.5,1.4,4.1,0
22103000M02,22,103,000M02,609.3,295.2,12.9,3,4,632.2,8,123.2,63.6,16.9,22.9,6,14.9,4,6,0,2,6,1,0
22103000M03,22,103,000M03,297,149,13,0,0,285,8,64,26,13,17,6,9,7,2,0,0,5,3,1
22103000M04,22,103,000M04,537,210,13,3,2,523,22,112,33,13,14,3,14,2,0,0,2,8,0,0
22103000M05,22,103,000M05,406.6,270.1,8.1,1,0,397.5,14.2,133.5,48.2,23,11.1,6,3.1,2.1,0,2,3,8,5,3
22103000M06,22,103,000M06,511.5,197.5,14.4,1,5.8,509.6,19.3,84.8,56.8,12.5,7.7,11.6,2.9,1.9,1.9,0,2.9,2.9,0,1
22103000M07,22,103,000M07,570.7,192.8,22.1,1,6,553.8,16,100.8,43.4,13.1,8.1,3,14.1,5,4,3,0,0,3,0
22103000M08,22,103,000M08,471.4,155.9,6.7,3.8,3.8,500.1,9.6,55.5,36.3,0,2.9,8.6,4.8,0,1.9,2.9,1.9,0,0,0
22103000M09,22,103,000M09,497.3,177.3,17.3,1,4.3,491.8,18.6,81.2,33.9,4.3,11.1,4.7,10.5,6.3,0.7,0.7,3.3,4.5,2.6,0.3
22103000M10,22,103,000M10,160.1,46,4.8,0.4,1.9,155,6.6,20.4,8.7,1.9,2.5,1,3.6,2.5,0.3,0.3,1.3,1.2,0.7,0.2
22103000M11,22,103,000M11,620.5,153.1,18.4,0.2,8,634.9,12.8,62,37.1,10,4.1,4.2,3.9,0.3,8.1,0,0.1,2.2,5,0.2
22103000M12,22,103,000M12,319.5,98.2,4.8,0.2,1.4,324.6,4.8,42.5,22.9,7.6,3.5,2.4,2,1.7,0.8,0.2,1.7,1,2,0.2
22103000MD1,22,103,000MD1,732.3,182.6,17.5,0,0,739.1,13.6,85.5,35,16.5,7.8,0,13.6,1.9,0,0,2.9,10.7,1,2.9
22103000P01,22,103,000P01,1437.5,177.8,18.4,4.1,2.1,1346.6,57.8,66,50.6,20.6,6.1,0.2,15.3,2.1,4.1,2,10.1,11.1,6.2,3.1
22103000S01,22,103,000S01,836,278,20,0,2,837,28,100,84,10,14,16,10,5,0,0,2,6,1,1
22103000S02,22,103,000S02,357,122.6,4.5,0,10,348.8,12.7,58.1,34.5,0,10,0,2.7,3.6,3.6,0,1.8,7.3,2.7,0
22103000S03,22,103,000S03,715,225.4,7.5,7,7,694.2,31.3,60.9,85.5,13,18,12,7.3,4.4,0.4,3,2.2,6.7,5.3,0
22103000S04,22,103,000S04,665,149,7,0,0,628,24,79,38,10,6,6,7,4,2,1,7,3,5,3
22103000S05,22,103,000S05,954,328,15,3,6,948,20,106,105,30,28,3,9,11,0,3,2,9,3,1
22103000S06,22,103,000S06,656.8,420.6,12.1,1,4.2,623.5,22.2,133.7,128.3,17.8,20.6,28.3,7,4.2,4.1,1,15.2,9.1,9.1,0.1
22103000S07,22,103,000S07,176.4,430.6,5,1,0,179.1,6.1,203.8,130.5,27.2,3.1,3,2,0,0,0,11,2,3,3
22103000S08,22,103,000S08,529,368,22,1,6,523,14,155,115,20,6,9,9,11,8,1,8,5,5,0
22103000S09,22,103,000S09,497,118,7,0,6,495,8,67,28,7,3,0,7,4,4,0,3,3,0,0
22103000S10,22,103,000S10,761.5,299.8,15,3,8,752.5,24,157.9,74,13,11,6,5,7,4,3,10,6,3,1
22103000S11,22,103,000S11,497,188,8,3,2,493,20,70,56,13,11,3,2,4,0,1,3,0,1,1
22103000S13,22,103,000S13,287.3,104.8,2.8,0.9,0,272.4,7.5,30.9,44.9,6.6,2.8,5.6,1.9,1.9,1.9,0.9,1.9,2.8,2.8,0.9
22103000S15,22,103,000S15,433.1,329.6,11.9,6,4,435.1,10,111.5,109.5,36.8,22.9,6,10,9,4,0,2,5,5,1
22103000S16,22,103,000S16,441,236,2,3,2,421,10,106,77,13,11,9,2,4,2,0,7,1,3,3
22103000S17,22,103,000S17,609,244,2,1,0,591,18,85,84,17,8,16,2,5,0,0,2,5,1,1
22103000S18,22,103,000S18,459.2,123.8,9.5,0,1.9,439.4,5.7,55.5,31.8,0.2,16.2,0,4.8,8.6,7.6,0,4.8,0,2.9,0
22103000S19,22,103,000S19,126.4,358.6,4.8,0,5.8,115.8,5.8,126,111.5,26.2,22.3,8.7,0,6.8,3.9,1,7.8,4.8,2.9,2.9
22103000S20,22,103,000S20,315,312,2,0,7,302,8,100,115,33,20,6,2,5,2,0,10,1,3,0
22103000S21,22,103,000S21,321,438,15,3,0,293,6,173,156,43,20,16,15,7,4,1,3,5,5,0
22103000S22,22,103,000S22,551.6,272,5,1,0,558.4,0.2,125.1,92.9,13.2,6.1,0.3,3.1,4.1,0,0,7,3,0,1
22103000S23,22,103,000S23,275,93,7,0,0,259,12,64,20,3,3,3,5,0,4,0,2,0,0,0
22103000S24,22,103,000S24,86,340,2,1,9,78,2,155,79,30,28,0,0,0,2,0,5,6,3,3
22103000S25,22,103,000S25,150,323,7,1,7,125,10,106,143,17,11,0,0,5,6,1,13,5,3,1
22103ZZZZZZ,22,103,ZZZZZZ,20.4,26.6,0.7,0.1,0.2,19.7,0.5,17.9,4.9,0.5,1.4,0.2,0.2,0.4,0.1,0,0.2,0.3,0,0.1
22105000001,22,105,000001,121.4,298.2,2.9,3.8,9.6,113.7,2.9,129,121.4,8.6,8.6,4.8,0,1.9,1.9,0,18.2,4.8,0,0
22105000002,22,105,000002,223.6,809.1,5.2,4,7.2,213.7,11.4,349.2,252.2,23.1,39.5,13.4,6.1,2,3.1,0,51.4,10.2,4,5
22105000006,22,105,000006,22,387,3,3,9,34,8,153,106,15,19,13,2,2,2,0,8,10,2,5
22105000011,22,105,000011,176,373,3,1,4,162,6,135,129,13,11,5,2,2,3,2,12,10,6,1
22105000015,22,105,000015,146,163,0,1,0,140,3,72,54,0,4,2,3,2,2,0,6,1,0,1
22105000016,22,105,000016,304,105,4,5,0,288,12,45,29,0,6,5,0,2,0,0,6,6,3,1
22105000017,22,105,000017,108.4,533.2,5.1,4.1,9.4,107.2,5.5,202.6,188.3,13.3,31.2,0.6,2.2,2,2.2,4.2,10.8,8.3,2.1,4.1
22105000018,22,105,000018,101,401,5,5,4,101,8,153,150,11,21,7,2,4,2,0,21,9,2,0
22105000026,22,105,000026,122,291,1,1,3,114,5,128,70,11,12,5,0,2,6,2,11,5,0,3
22105000027,22,105,000027,160,117,0,3,0,164,3,49,25,0,9,2,2,2,5,0,6,3,0,1
22105000028,22,105,000028,306.6,106.2,3,0,0,293.1,10,46.9,25.4,3,13.5,0,0,2,0.5,4,0,1,1,0
22105000033,22,105,000033,329.2,78.5,4.1,0,2,316.9,9.1,31.2,27.1,0,5,0,1,2,0,0,3,4,3,1
22105000040,22,105,000040,160,101,0,0,2,161,2,36,32,4,11,2,0,3,0,2,0,5,0,0
22105000041,22,105,000041,358,133,19,3,2,367,9,76,30,4,5,5,7,2,0,0,4,0,0,0
22105000042,22,105,000042,128,263,3,0,3,125,2,85,88,9,21,0,3,0,0,0,7,2,1,0
22105000043,22,105,000043,52,277,1,1,0,59,2,112,93,11,18,0,3,6,2,1,7,5,0,1
22105000044,22,105,000044,665,204,13,3,0,648,11,88,61,13,5,2,7,4,0,3,7,8,1,1
22105000045,22,105,000045,271,197,7,0,3,280,8,67,47,11,16,5,6,7,3,0,4,2,1,3
22105000046,22,105,000046,33,743,4,5,4,53,2,330,198,30,33,9,1,3,2,1,12,10,10,1
22105000047,22,105,000047,91,570.2,8,1,6,95.9,9,259.7,155.8,13,19,16,3,6,2,1,11,11,3,4
22105000048,22,105,000048,104,183,4,1,3,103,2,101,39,4,5,2,11,3,0,1,6,1,0,1
22105000049,22,105,000049,157,319,11,5,3,162,8,162,61,17,9,9,6,3,3,1,7,11,1,0
22105000070,22,105,000070,974.5,330.9,16.8,4.5,12.4,926,35.9,133.9,112,21.4,22.3,5,4.5,4.7,6,1.2,8.2,8.8,4.8,1
22105000071,22,105,000071,531.5,380.4,7.2,0.1,4.1,529.1,14.4,149.5,125.7,21,21.5,7.1,10.2,3.1,8,0,11.4,9.1,0,0
22105000072,22,105,000072,323.6,424.8,4.7,0,6.6,333,13.2,171.2,113.5,19.9,11.3,17,0,3.8,8.5,2.8,11.3,13.2,3.8,0.9
22105000073,22,105,000073,630.3,151,7.8,2.9,1.9,621.5,12.6,50.3,57.1,1.9,15.5,1.9,6.8,1.9,0,0,13.6,4.8,0,1
22105000074,22,105,000074,651.3,273.6,7,3,7,634.4,19,114.2,86.2,15,12.1,7,10,6,3,0,5,6,0,0
22105000101,22,105,000101,301.6,229.8,4.1,1.2,2.4,243.3,5.1,78,86.6,4.4,21.4,2.2,1,0.1,2.1,1,52.8,2.2,0,1
22105000102,22,105,000102,667,248,11,4,4,537,9,121,70,6,14,5,0,3,3,0,117,6,0,3
22105000104,22,105,000104,501.5,72.4,2.6,0,2.6,420.3,5.3,25.6,25.6,1.8,6.2,4.4,0.9,0,1.8,0,75,1.8,0,0
22105000105,22,105,000105,68,27,0,1,0,61,0,16,4,0,0,0,0,0,0,1,7,0,0,0
22105000106,22,105,000106,376.9,163.4,4.1,3,3.1,330,6.2,44.2,64.2,2.1,11.3,2.2,3,4,0.1,1,43.6,2.1,0,1
22105000107,22,105,000107,124,341,7,1,7,129,3,157,104,6,14,0,1,2,2,1,18,8,1,0
22105000108,22,105,000108,477,204,1,0,2,426,14,116,46,4,7,7,0,0,5,1,33,5,0,0
22105000109,22,105,000109,225.6,310.7,0.9,0.9,5.6,207.8,7.5,133.8,116,3.7,16.9,8.4,2.8,0,2.8,2.8,11.2,4.7,0.9,0.9
22105000110,22,105,000110,751,138,4,0,0,714,17,60,63,2,7,0,0,4,0,1,15,8,0,1
22105000112,22,105,000112,792,151,7,0,2,730,25,81,39,9,11,0,1,0,3,1,14,4,3,3
22105000114,22,105,000114,586,46,1,1,0,539,17,18,18,0,9,0,3,2,3,0,8,8,0,3
22105000116,22,105,000116,637,193,5,0,4,582,25,83,68,2,11,2,1,4,1,0,11,14,1,4
22105000117,22,105,000117,701,177,5,0,3,664,30,74,61,13,3,0,3,6,6,0,10,6,0,0
22105000118,22,105,000118,1369.5,239.2,12,4,0,1303.4,32,123.5,70.4,0,7.1,5,16,2,1,5,19,11,1,3
22105000119,22,105,000119,400.5,214.8,3,1,0,384.6,8,93.5,72.6,6,10.9,7,1,4,1,0,4,4,3,0
22105000120,22,105,000120,1132,140,12,1,3,1080,38,54,43,21,9,2,7,3,6,0,12,6,3,4
22105000121,22,105,000121,335.8,36.5,4.9,0,0,313.1,7.9,19.8,8.9,0,2,0,4,1,0,4,1,1,0,1
22105000122,22,105,000122,999,218,24,3,2,944,36,103,68,11,12,0,14,7,0,1,8,6,6,5
22105000123,22,105,000123,722,305,7,1,6,701,18,105,106,28,12,9,3,4,3,4,7,13,0,1
22105000124,22,105,000124,399,103,7,0,2,394,9,43,39,0,3,7,4,1,0,0,0,1,0,0
22105000125,22,105,000125,564,412,9,3,3,531,21,146,150,28,30,4,7,3,0,5,7,10,3,2
22105000127,22,105,000127,127,119,3,0,3,129,2,20,45,6,12,7,4,0,1,0,3,6,0,0
22105000129,22,105,000129,56.1,248.6,2.7,0.9,1.8,56.1,2.7,101.6,76.6,8,14.3,1.8,0,0.9,0.9,0,6.2,8,0,1.8
22105000133,22,105,000133,474.4,207.7,7,4,2,448.4,21,89.9,67.9,17,12,7,7,3,3,1,4,4,1,1
22105000137,22,105,000137,844,122,5,3,2,794,19,49,46,11,3,0,3,1,8,0,11,8,0,2
22105000139,22,105,000139,219,145,4,1,6,219,3,38,64,6,9,7,4,1,3,0,3,5,1,0
22105000141,22,105,000141,334,211,13,1,2,341,8,92,59,15,9,7,10,3,3,0,3,2,4,1
22105000143,22,105,000143,357.6,283.7,7,1,0,349.6,9,100.9,83.9,17,21,4,4,9,1,1,4,9,0,0
22105000145,22,105,000145,1060.7,263.7,20.1,4,4,1025.4,25.1,101.2,106.3,9,12.1,4,16,3,8,0,7,2,3,1
22105000147,22,105,000147,660.3,100.3,11.9,0,3,625.6,12.9,30.8,42.7,2,7,2,6,4,3,0,7,5,1,1
22105000149,22,105,000149,955.1,103.2,16.9,1.6,1.6,930.9,22.6,32.2,33,15.3,5.6,7.2,10.5,3.2,4,0.8,8.1,4,0,1.6
22105000151,22,105,000151,1108.4,134.1,13.9,1.8,1.9,1057.8,40.5,47.1,36,23.9,2.8,1.8,9.3,2.8,2.8,0,10.2,11.9,0.9,1.9
2210500040A,22,105,00040A,469.3,315.2,27.7,2,6.9,472.3,12.8,106.7,123.5,27.7,15.8,4,18.8,3,3,4,9.9,4,1,1
2210500042A,22,105,00042A,163,167,5,0,0,161,3,70,41,6,9,0,4,1,8,0,5,4,1,0
2210500045A,22,105,00045A,168,523,4,1,3,161,11,199,160,17,21,7,3,3,6,1,18,18,3,0
2210500070A,22,105,00070A,127.9,83.3,3.4,0.5,2.9,122,7.8,30.9,23.5,13.7,5.4,2,0.5,0.5,0.5,0,2.5,2,1.5,0
2210500072A,22,105,00072A,591.8,250.4,9.6,1.5,2.2,588,11.8,130.8,62.1,20.7,13.3,6.7,7.4,5.2,2.2,0.7,3.7,7.4,0,1.5
2210500104A,22,105,00104A,195,135,1,1,1,174,2,74,25,6,3,0,1,0,1,0,27,1,0,0
2210500106A,22,105,00106A,325,112,0,1,3,309,0,47,36,4,9,0,3,3,1,0,14,4,3,0
2210500111A,22,105,00111A,200.1,198.1,7,1,3,195.1,6,93.6,69.7,4,3,2,3,0,3,0,8,5,1,2
2210500115B,22,105,00115B,71.4,273.8,5,0,1,74.8,4,184.1,51.5,9,5.5,4,0,1,1.5,1,3,4,0,0
2210500120A,22,105,00120A,1125,94,3,2,3,1060,48,51,25,4,2,0,4,7,0,1,14,1,1,2
2210500120B,22,105,00120B,310,121,11,0,0,304,11,45,45,11,3,2,4,4,3,0,4,4,0,1
2210500121A,22,105,00121A,811,307,7,4,9,769,33,116,116,11,16,4,1,6,3,5,5,8,6,5
2210500122A,22,105,00122A,407,55,1,0,0,381,14,18,25,2,0,4,3,4,1,1,3,2,1,0
2210500122B,22,105,00122B,1092,160,11,1,1,1062,30,67,43,11,3,11,9,1,1,3,7,5,3,1
2210500124A,22,105,00124A,546,71,7,0,1,547,9,25,21,4,5,0,4,0,3,0,3,1,3,0
2210500127A,22,105,00127A,309.7,164.8,13.3,1,1.1,286.7,13.2,66.3,73.5,0.3,16.2,4,6.2,3,3,0,1.1,4,0,1
2210500129A,22,105,00129A,250.9,452.4,3.3,2.1,1.2,252.9,3.3,202.4,138.4,12,26.7,11.2,0,4.1,0.1,3,12.8,7,3,5.2
2210500133A,22,105,00133A,426.8,209.9,4,0,6,389,8.9,89.5,58.7,16.9,13.9,4,12.9,3,0,3,7,12.9,1,2
2210500137A,22,105,00137A,602,96,5,1,1,596,14,25,29,15,11,0,4,0,3,0,1,1,1,0
2210500137B,22,105,00137B,337,275,5,4,1,341,6,85,109,4,19,4,6,3,6,0,7,8,3,0
2210500137C,22,105,00137C,1217,114,20,5,3,1184,16,51,29,13,0,2,20,10,0,0,14,5,0,1
2210500137D,22,105,00137D,736,69,5,0,0,724,13,32,23,6,0,0,3,0,1,3,1,2,0,0
