GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWES,G20PREOOTH,G20USSRCAS,G20USSRMUR,G20USSDPER,G20USSDEDW,G20USSDPIE,G20USSDKNI,G20USSDWEN,G20USSLSIG,G20USSIMEN,G20USSOPRI,G20USSOJOH,G20USSNBIL,G20USSNBOU,G20USSNMON,G20USSNDAR
220950003-1,22,095,0003-1,189.2,404,6.5,4.4,4.3,196.5,4.1,161.9,148.1,16.6,17.9,5.9,1.4,0.8,4.4,1.2,12.6,4.7,1.1,3.5
220950003-2,22,095,0003-2,112.4,1177.3,10.1,4.1,19.1,124.8,3.8,418.4,466.3,56.9,59.8,20.6,4.8,5,10.6,4.1,20,11.5,1.4,6.8
220950003-4,22,095,0003-4,182.7,803.3,5.3,3.3,11.1,187.2,10.1,295.4,307.6,37.8,31.7,6,2.2,7.1,2.2,2.4,12.4,11.5,0.9,2.9
220950004-1,22,095,0004-1,47.6,66.2,1,0,0.7,52.4,0.1,24.6,25.2,1.4,0.2,1.9,0,2,0,0,1.1,1.4,0.3,0
220950004-2,22,095,0004-2,184.7,355.7,4,1.6,4,173.4,5.6,130.9,145.3,27.3,20.1,4,0,2.4,3.2,0.8,6.4,5.6,0.8,0
220950004-3,22,095,0004-3,64,532,3,2,11,66,4,178,234,9,33,7,3,7,7,0,5,7,1,3
220950005-1,22,095,0005-1,291.6,361.4,3.1,2,1,295.5,4.9,139.6,137.4,24,16.2,5,3.1,2.7,0.8,0.2,3.9,4.4,0.4,0.6
220950005-4,22,095,0005-4,837.7,740.2,6.5,2.3,0.6,814.9,16,259.1,303.1,57,28.6,14.2,7,6.7,6.2,0,14.9,7.1,0.6,3.6
220950005-7,22,095,0005-7,284,157,1,0,1,265,7,49,53,6,9,5,4,0,2,0,6,4,1,1
220950005-8,22,095,0005-8,253.5,183.9,1,0.8,2.3,255,5.3,57.6,77.1,18.2,11.1,1.6,0.8,0,0,0,3.3,5.6,1,0.8
220950006-1,22,095,0006-1,274.9,621.7,7.1,5.4,4.6,268.8,9.9,228.2,231,44.5,25.5,21.4,0.9,8.9,6.2,0,13.5,3.8,3.6,3.6
220950006-3,22,095,0006-3,91.1,905.5,6.3,0.1,5.1,115.4,3.9,248.9,413.7,61,58.4,9.5,1,2.8,7,3.1,5.8,8.4,3,0
220950006-4,22,095,0006-4,93.9,758.3,8.9,4.7,1.7,96.2,4.3,244.7,319.7,46.2,42.6,9.7,1.1,4.1,7.8,1,4.8,8.7,4.4,2.5
220950007-2,22,095,0007-2,548.7,371.6,6.2,3.1,3.1,580,12.7,131.6,134.9,21.4,28.8,2.2,1.1,2.1,4.1,1,5.2,6.1,0.1,1
220950007-3,22,095,0007-3,295.1,204.6,3.1,1.6,1.6,284.7,10.8,83.7,73.4,20.7,11.9,2.6,1.6,1.6,1.6,0,3.1,1.6,1.6,0.5
220950007-5,22,095,0007-5,521,392,8,4,7.3,510,18,109.3,147.7,36,9,12,6,3,7,1,11,4.7,4.7,1
220950007-7,22,095,0007-7,418.6,347.4,3,4,1,412,13.9,114.9,153.4,30.1,26.5,1.6,1,3,1,0,3,5,2,1.3
22095004-13,22,095,004-13,0.2,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22095004-14,22,095,004-14,232,447.2,2.9,1.1,1.1,231.8,9.1,200.3,150.5,34,19.6,4.2,0.4,6.2,0.4,0.7,6.6,3.3,0.4,0.1
22095ZZZZZZ,22,095,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22097000001,22,097,000001,631.9,340.6,6.2,1,1.4,602.3,18.3,161.2,93.9,9.3,8.6,3.3,2.3,0.3,0.8,0.3,3.8,11.2,0,1
22097000002,22,097,000002,371.1,485.9,3.2,3.2,4.1,349.4,18.4,209.9,143.3,15.4,16.3,6.7,1,6.1,6.6,0.7,7.6,8.2,0.4,3.2
22097000003,22,097,000003,242.1,297,2,2,0.7,227.3,8.7,108,94.5,11.4,8.7,7.4,0,2,4,0,4,6.7,2,2
22097000004,22,097,000004,987,172.8,3.8,0,3.7,939.4,26.4,79.9,42.5,14.2,8.7,2,1.3,1.3,1,1,5.4,5.6,0,0.1
22097000005,22,097,000005,51,47,0,0,0,48,1,16,19,0,2,0,0,0,0,0,0,1,0,0
22097000006,22,097,000006,256.9,349.6,2.1,1,4,258.6,14.1,101.9,110.4,14.2,18.1,2,0,1,4,0,7,5,2,3
22097000007,22,097,000007,509.1,91.7,0.6,0.6,0.2,476.2,25.2,34.2,28.2,3.4,2.6,2.2,0,0.6,1.2,0,1.2,4,0.6,0.6
22097000008,22,097,000008,482,570,13,3,8,477,26,260,162,28,15,11,3,5,2,1,15,19,3,5
22097000009,22,097,000009,487.1,716.7,7.6,1,6.7,486.2,21.4,297,189.5,36.7,34,4,3.1,1.1,4,1,8.1,15.3,0,3.9
22097000010,22,097,000010,494.2,434.9,2.6,1,5.2,462.4,31.4,188,133,16.8,9.7,8.2,1.6,0,5.8,4.6,5.9,12.7,1.9,3.3
22097000011,22,097,000011,109.8,562.3,5.1,0,4.2,128.9,24.1,202.1,157.4,26.8,33.5,7.3,1.1,0,3.3,0.1,15.2,9.4,2.2,1.1
22097000012,22,097,000012,55,671,7,1,4,71,27,250,219,47,18,12,1,2,4,2,14,14,2,7
22097000013,22,097,000013,647.1,260.7,4.8,1.4,2.4,614.5,23.6,119.5,69.9,15.3,16.1,4,0.2,1,2.7,0.4,3.6,9.6,0,0
22097000014,22,097,000014,739.2,259.2,2.7,1.2,0.2,709.3,17.1,130.4,67.3,10.6,13,6.6,1.1,1.4,4.1,0.6,1.8,11.3,0,0.1
22097000015,22,097,000015,655.5,367.5,6,1,3,623.4,41.1,106.2,105.1,7,21,4,4,1,0,0,4,18,6,1
22097000016,22,097,000016,938.9,41.5,1.9,0,3.2,875.1,24.8,15.1,16.4,0,3.4,1.9,0.9,3.7,0,0,2.4,5.2,1.5,2.2
22097000017,22,097,000017,602,44,3,0,1,557,7,9,12,0,7,2,0,1,0,0,4,9,0,1
22097000018,22,097,000018,641.1,619.4,9.9,3,4,624,33.7,295,166.6,35.6,13.7,7,1,4,1,1,13.8,11.9,1,1
22097000019,22,097,000019,85.1,680,4.4,3.1,12.5,97.9,33.4,210,228.8,41.5,30,6.6,0.2,4.8,6.8,0.9,15.4,20.8,3.8,3.9
22097000020,22,097,000020,204.9,433.3,5.5,2.6,5.1,197.9,15.3,198.7,121.6,37,25.2,7.6,3,2,4.6,1,3.1,6.7,0,0
22097000021,22,097,000021,48.4,331.3,7.4,4.8,3.1,55.6,18.1,121.8,107.8,9.7,16.5,5.4,2.6,0.4,0.9,2.5,5.8,8.7,3.3,3.3
22097000022,22,097,000022,122,445,8.6,2.5,11,127.4,26,163.3,134.6,24.6,18.8,10.1,0.4,2,4,1.2,7.2,10.6,4,1.7
22097000023,22,097,000023,51.2,948.1,9.6,2.6,15.4,87.5,38.6,358.8,257.4,66.1,39.2,13.5,0,3.3,13.6,4.7,13.7,24.4,6.9,5.1
22097000024,22,097,000024,660.1,737.5,10.8,8.1,14.9,622.9,69.9,261.8,249.4,46.1,33.9,11.3,4.6,2.6,7.4,4,10,8.8,0.5,2.2
22097000025,22,097,000025,56.4,831.7,7.3,8.5,16.4,80.2,49.7,294.5,221,58.2,30.8,10.6,2.3,3.7,8.2,3.9,23.5,12.5,5,9.5
22097000026,22,097,000026,243.9,514.1,12.9,3.4,7.8,236.8,41.5,169.6,154.8,28.7,22.3,11.3,7.1,1.2,9.6,1.1,6.2,18,2,3.7
22097000027,22,097,000027,647.8,351.1,7.8,3.9,4.4,629,24.6,167.8,116.6,15.9,9.4,8.9,3.3,2.6,4.2,0.1,9.1,6.7,2.4,0.5
22097000028,22,097,000028,316.9,110.2,1.9,1.1,1.1,300.8,10.9,58.6,33.5,7.9,3.8,1.5,0.4,0.8,2.3,0,3.8,2.3,0,0.4
22097000029,22,097,000029,723.2,323.6,8.2,0.1,3.5,706.2,22.5,173.5,85.6,12.3,12.5,2.5,5,2.1,0.2,0,10.6,7.6,2.2,3
22097000030,22,097,000030,1086,227.4,9.9,0,7.6,1021.6,20.7,105.2,60.9,17.6,4.8,3.6,1,7.1,2,1,11,6,1.8,1
22097000031,22,097,000031,410,293,3,1,4,383,7,147,91,14,18,0,0,3,0,1,10,6,0,1
22097000032,22,097,000032,585.8,272.1,6.8,0,5.1,555.4,22.1,129.1,74.5,14.6,11,4.3,4.2,3.4,0.9,0,4.3,7.7,0,2.5
22097000033,22,097,000033,707,480.4,5.2,3,9.9,693.2,21.3,232.5,134.9,39.8,17.1,5.8,1.8,4.6,4.2,0,8.8,10.4,0,1.5
22097000034,22,097,000034,503.4,166.5,4.5,0.8,0.8,476.3,20.7,68,57.4,6.8,7.5,2.6,1.1,1.3,4,0.8,6.4,2.1,0,3.5
22097000035,22,097,000035,733.7,829.9,22.7,3,9,722.5,28.4,350.9,275.8,42,28.9,9.4,4.2,6.2,12.6,8.2,12.7,17,2,4.7
22097000036,22,097,000036,126,518,8,1,10,127,12,229,128,35,28,5,3,0,2,8,12,13,3,1
22097000037,22,097,000037,644,191,5,1,2,616,14,94,66,9,5,2,4,4,0,1,2,7,0,0
22097000038,22,097,000038,345,167,5,1,2,320,20,80,47,5,5,4,8,0,2,0,1,9,0,0
22097000039,22,097,000039,990.5,130,10,0,1.8,948.1,11.7,59.3,36,8.9,11.7,2,5,1.1,1.2,3.9,6.5,5.4,0.6,0.8
22097000040,22,097,000040,472,135,8,0,2,446,10,57,28,21,3,2,3,4,0,0,5,6,0,4
22097000041,22,097,000041,748,170,7,0,3,725,19,56,48,19,8,5,3,4,0,1,8,5,4,0
22097000042,22,097,000042,249,44,5,0,2,233,7,9,24,5,2,0,1,1,0,0,2,1,0,1
22097000043,22,097,000043,659,128,6,0,2,636,10,57,51,5,5,0,3,0,4,4,2,8,0,1
22097000044,22,097,000044,540,269.1,2.6,1.1,6,515,10,128.1,59.7,16.1,17,7,0.3,1,1,0,6.1,1.4,0.1,1.2
22097000045,22,097,000045,194.1,118.2,2.3,0.2,0.8,184.2,8.3,44.2,37.2,6.2,5.8,1.8,1,0.4,0.3,0,3.2,6,0.7,0.6
22097000046,22,097,000046,330.1,82.7,3.5,0.2,0.7,306.3,14.4,23.6,24.5,9.4,3,1.4,3,0.9,0.7,0.2,5.2,10.1,0.7,0.7
22097000047,22,097,000047,383,113.5,3.9,0.9,1.4,362.6,16,54.3,29.6,6.3,6.6,0.8,0.3,2.9,1.1,0,3.1,4.9,0.1,1.1
22097000048,22,097,000048,128.2,151.8,2.7,0.4,1,123,6.7,58,48.8,6.2,7.1,2.7,0.6,0,0.4,0,3.1,6.3,1.1,0.6
22097000049,22,097,000049,249.9,210,1,0,3,235.7,8.1,105.5,44.4,6.4,7.8,3,1,0,3.7,1,2.8,4.8,1,0.7
22097000050,22,097,000050,167,362.1,4.9,2.2,2.8,164.3,9,138.3,127.7,10.8,7.9,4.2,0,0.8,4.8,2.3,7.8,13.1,1.4,1.1
22097000051,22,097,000051,128.7,154.9,4.1,0.2,3.3,122.7,4.5,55.8,45.4,13.1,5.9,2,1,0.2,2.9,0.7,3.7,10.2,0,2.2
22097000052,22,097,000052,630.2,76.1,3.5,0.8,0.1,599.4,19.1,25.9,29.7,4.8,5.9,0.1,4.1,0.8,0.1,0.8,4.2,12.6,0,0.1
2209700007A,22,097,00007A,125.7,53.1,0.9,0.1,0.7,120.7,3.8,18.6,18.2,0.8,3.4,0.5,0.1,0.4,0.4,0.1,1.1,0.9,0,0.1
22099000001,22,099,000001,153.3,18.3,2.9,0,0,138.9,7.7,12.5,1.9,2.9,0,2.9,0,0,0,0,1.9,0,0,1.9
22099000002,22,099,000002,507,21,2,0,0,460,18,6,9,0,4,3,2,0,2,0,4,5,0,3
22099000003,22,099,000003,959.6,346,5.2,2,0,939.1,24.9,135.3,99.6,30.2,10.9,12.9,0,4,2,3,6,8,0,2
22099000004,22,099,000004,255.9,46.4,0,0,3,249.8,6.1,8.1,13.2,9,4,0,0,2,2,2,1,4,2,0
22099000005,22,099,000005,190.9,44.6,1.5,0.6,2.2,184.1,5,16.8,17,3.1,1.4,2.7,0,1,2.5,0,1.2,0.9,0.1,0.5
22099000006,22,099,000006,342.3,53,2.1,0,0,310.7,0.2,18.9,11.8,8.3,6.2,0,1.4,1.4,0,0,4.9,2.1,0,1.4
22099000007,22,099,000007,530.3,213.6,7.7,4.4,4.4,514.7,13.7,72.9,73.4,22.5,9.6,1.9,3.6,1.3,9.3,1.3,6.1,6.2,1.9,0
22099000008,22,099,000008,61.1,578,3.1,1,11.9,63.1,3.4,225.4,144,58.4,22.9,1.5,1,2,24.9,1.5,11.5,8.1,3.5,2.8
22099000009,22,099,000009,80.1,510.9,5.5,3,9.1,84.1,2.7,187.7,134.4,36.8,21.2,7.5,3,0,11.1,1.5,14.5,9.9,3.5,4.3
22099000010,22,099,000010,753.2,580.3,16.1,4.2,7.4,730.3,18.4,215.6,169.6,52.5,42.5,7,1.1,6.7,16.2,6.7,9.9,18.5,7,3.9
22099000011,22,099,000011,498.4,324.7,7.5,5.6,9.3,483.2,19.1,140.4,107.1,12.2,13.6,6.1,1.9,3.1,8.8,0,3.6,13.8,2,3.7
22099000012,22,099,000012,103.3,33.4,0.4,1.8,1.7,101.8,0.7,12.6,10.4,0.5,0.5,0.4,0.2,0.1,2,0,2.4,0.5,0.1,1.9
22099000013,22,099,000013,1119.1,61.7,5.8,0,2,1051.8,17.7,24.7,10.9,9.4,2.6,0,0.6,2.6,0,3,8.9,7.8,0,3.5
22099000014,22,099,000014,552.3,240.9,4.4,0.8,5.1,543,6.5,125.8,67.1,15.1,8.3,2.4,3.3,2.1,4.9,0.8,3,6.2,2.2,2
22099000015,22,099,000015,653.8,122.9,4.7,0.6,0.6,614.7,27.3,61.7,34,2.4,9.2,4.3,4.1,3.1,1.2,0.8,1.8,7,0.3,0.8
22099000016,22,099,000016,772.3,466.5,2,2.6,5.3,752,13.5,216.6,127.8,36.1,7.3,10,5.4,5.8,8.3,0,10,9.4,1,3.3
22099000017,22,099,000017,206.2,102.9,2.4,0.4,3.1,181.9,11.7,28.3,35.3,5.5,6.7,3.5,1.2,1.9,4,0,3.4,5.5,1.6,0.4
22099000018,22,099,000018,287,697,3.9,6.3,11.8,311,5,259.1,227.9,38.4,22,4.7,0,2.4,3.9,0.8,18.8,13.6,0.2,5.9
22099000019,22,099,000019,360.9,377.4,10.8,1.9,8.9,346.3,10.3,135.8,135.1,25.1,14.2,1.8,8.8,0.7,5,0.2,8,7,2.3,3.8
22099000020,22,099,000020,864.3,463.7,14.2,2.9,8.3,823,33.9,136.8,177.5,37.2,32.5,12.3,11.1,1.9,4,0,11.1,12.3,0.7,5.4
22099000021,22,099,000021,1567,532.2,19.6,6,7.1,1496.3,57.5,201.4,154.2,46.8,27.4,11.5,12.6,3.9,11.1,3.2,17.5,25.2,1.3,3.5
22099000022,22,099,000022,547.5,66,0.3,0.1,0.1,528.1,21.5,21.5,20.9,14.8,6.4,0.1,0.2,0.1,0.1,0,4.3,0.3,0,0.1
22099000023,22,099,000023,1002.9,809.7,8.7,1.3,5.2,983.5,18,309.7,234.6,46.9,23.4,21.8,2.4,1.9,7,2.4,25.6,20.9,5.7,3.4
22099000024,22,099,000024,1305.3,368.9,21.7,3.4,9.9,1292.3,22.5,140.1,114,20.4,26.5,3.9,9.8,4.2,4.7,2.1,15.8,11.3,2,0.3
22099000025,22,099,000025,828.6,143.4,11,1,2,758.6,29,42.1,36.1,11,4,3,9,0,7,1,6,7,3,1
22099000026,22,099,000026,732.3,157.5,8.9,0,1.3,722.3,10.1,74,46,12.1,5.5,3.3,3.5,0.3,0.6,0.2,3.6,10.3,0.2,0.1
22099000027,22,099,000027,798.2,443.6,6.3,1,4.5,749.4,19.4,175.4,138.8,29.6,27.2,6.1,2.7,3.8,2.7,3.6,12.3,14.8,2.7,0.9
22099000028,22,099,000028,921.8,154.2,8.1,2.7,4.5,858.1,24.2,46.6,57.4,8.1,13.4,5.4,0.9,8.1,9.9,0.9,6.3,9,2.7,0.9
22099000029,22,099,000029,1176.9,394.4,17.1,1.2,5.2,1119.9,35.6,182.8,89.6,11.5,28,6.3,8.7,5.6,11.4,4,10.2,5.9,4,1
22101000001,22,101,000001,101,6,0,0,0,106,0,4,2,0,0,0,0,0,0,0,0,0,0,0
22101000002,22,101,000002,107.8,258.8,3,2.1,2.3,96.8,2.2,107.4,63.7,21.6,10.8,3.5,3,2.2,2,2,5,12.5,2.5,0.3
22101000003,22,101,000003,63.7,357.5,3.9,3.9,5.9,51.9,2,185.1,74.4,25.5,7.8,4.9,2,0,2,0,8.8,12.7,11.8,5.9
22101000004,22,101,000004,567.9,136.6,0.1,1.6,3.1,523.2,11.1,80.7,26.9,12.7,6.3,1.8,0,3.5,2.1,0,7.9,13,1.8,3.2
22101000005,22,101,000005,212.6,348.4,3,1,1,205.7,4.9,158.5,76.8,15.8,7.9,5.9,0,0,1,1,5.9,10.8,2,3
22101000006,22,101,000006,603.7,220.2,7,2.3,0,565.8,21.5,86.4,53.6,19.8,10,5.3,6,5.3,5,2,7,13.8,7.3,3
22101000007,22,101,000007,268.7,532.3,6,3,10,259.4,2.1,279.2,113,35,27,5,3,5,0,3,11.1,15.1,2,2
22101000008,22,101,000008,18,309.2,0.1,0.9,2.7,33.2,1.9,157.1,71.5,21.4,7.2,4.4,0,1.8,0,0,8.1,4.7,4.4,2.7
22101000009,22,101,000009,256.1,98.8,2.8,0,1.9,259.8,6.6,44.6,21.9,4.8,5.7,0,1.9,1.9,0,1.9,2.8,8.5,0,0
22101000010,22,101,000010,415.1,361,3.6,2.1,3.6,408.9,8.4,165.3,83.8,20.2,21.2,2.1,2.6,3.1,0,0.7,18.6,15.8,0.8,0.7
22101000011,22,101,000011,191,154,2,0,3,191,4,79,21,11,2,2,2,2,0,0,6,4,0,2
22101000012,22,101,000012,115,165,2,1,3,94,4,71,39,11,14,2,2,3,2,0,4,8,2,0
22101000013,22,101,000013,172,175,0,1,3,159,7,90,27,8,14,2,0,8,2,0,2,7,2,2
22101000014,22,101,000014,306.8,141.1,3,1,0,295.8,11,60.5,27.3,5.1,12.1,2,3,5,0,0,2,4,0,2
22101000015,22,101,000015,151,148,3,0,2,140,4,86,41,11,4,0,0,3,0,0,6,1,0,0
22101000016,22,101,000016,23,352,3,1,2,26,2,154,92,21,30,3,3,0,0,0,6,7,0,0
22101000017,22,101,000017,241,192,3,0,5,212,11,90,64,3,4,0,2,3,2,0,6,13,0,2
22101000018,22,101,000018,25,369,3,1,2,35,4,167,96,19,10,6,0,2,2,2,7,9,2,2
22101000019,22,101,000019,280.9,54.6,1.2,1.8,1.2,274.2,5.5,27.6,11,1.8,2.5,0,1.2,1.8,0,1.2,4.3,2.5,1.2,1.2
22101000020,22,101,000020,246,285,6,0,3,226,9,146,59,21,12,3,0,0,0,1,4,16,0,3
22101000021,22,101,000021,420.8,118.5,1.2,1.2,1.2,392.3,16.8,57.6,36,16.4,2.5,3,0.2,0.2,0,0.2,2.5,2.6,0.1,0.1
22101000022,22,101,000022,832.7,181.7,9.1,0.4,1.4,784.8,32.5,78,63,9.6,5.4,3.1,5,3.4,1.7,2.1,7.3,6,3,1.1
22101000023,22,101,000023,294.2,105.4,1.9,0.9,1.9,292.2,2.9,56.2,23.6,7.5,5.7,0,1.9,1.9,0,0,2.9,3.8,0,0
22101000024,22,101,000024,424.4,163.9,1,2.6,2.7,412.4,9.6,64.8,38.4,9.9,8.9,0.8,0.1,2.7,4.2,0.8,7.9,6.2,0,0.8
22101000025,22,101,000025,225,440,2,0,9,216,14,163,127,24,18,5,2,6,3,0,12,13,2,4
22101000026,22,101,000026,401,364,3,1,2,384,18,129,111,32,20,5,3,3,2,1,17,8,5,0
22101000027,22,101,000027,311.2,143.5,1.9,0,0,299,1.9,50.3,41.9,16.8,7.4,2.8,0,2.8,1.9,0.9,6.5,6.5,1.9,0.9
22101000028,22,101,000028,505.9,63.4,7,2.9,0,478.6,12.9,26.2,20.7,4.2,4.5,3.1,2,3.1,0.1,3,9.3,3.4,0.1,0.1
22101000029,22,101,000029,472.2,39.8,6.6,2,2,430.4,23.9,19.9,11.9,0,4,1.3,2,0,5.3,0.7,4.6,2,0,0.7
22101000030,22,101,000030,673.8,60.2,4.4,4,2,606.5,32.1,16.1,24.1,0,6,3.7,1,0,4.7,4.3,9.4,6,0,0.3
22101000031,22,101,000031,596,73,4,0,0,588,14,28,16,8,4,2,2,0,2,1,3,1,0,0
22101000032,22,101,000032,504,44,10,0,0,490,14,19,25,8,0,0,0,0,0,0,3,1,0,0
22101000033,22,101,000033,537,87,10,0,1,512,16,38,23,13,0,5,5,0,0,1,7,3,0,3
22101000034,22,101,000034,447.6,91.2,4.2,1.1,1,407,16.3,32.5,23.4,8.1,6.1,0.1,0,3.1,5,1.1,4.2,4.1,2,0
22101000035,22,101,000035,413,190,10,1,0,393,7,77,55,11,6,2,6,0,0,3,10,4,0,0
22101000036,22,101,000036,459,55.5,6.9,0.1,1.6,436.1,11,25.2,10.6,4.7,4.8,2.3,6,3,2.3,1,7.2,3.5,0,0
22101000037,22,101,000037,436.2,127.1,9,3.8,5.3,430.2,4.9,52,33,16.2,9.1,3.7,1,0,3.7,0,10.8,7.4,0,0
22101000038,22,101,000038,350,123,6,1,0,331,11,41,45,24,2,0,1,0,7,1,1,5,0,0
22101000039,22,101,000039,415.8,190.3,6.1,1.1,7,378.7,18.1,81.8,37.3,53.1,8.1,2,0,1,2,2,10.1,4.1,0,0
22101000040,22,101,000040,361,81,1,1,0,352,11,32,31,5,4,0,0,0,3,0,7,0,0,0
22101000041,22,101,000041,483,40,1,0,0,468,9,13,16,5,2,2,0,2,0,0,7,1,0,1
22101000042,22,101,000042,40.3,151.7,3.8,2.9,0,39.4,4.8,72,43.2,23,5.8,4.8,4.8,2.9,0,1,1,0,0,0
22101000043,22,101,000043,319,79,4,0,1,305,7,41,10,8,10,1,1,0,2,1,7,3,0,1
22101000044,22,101,000044,25.2,193.8,0.3,1,0,29.9,0.9,88.2,32.6,9,4.2,0.4,0.2,2,1,0.4,3.8,1.2,0,0
22101000045,22,101,000045,496.4,167.1,2.9,0,0.9,441.1,15.3,57.3,50.6,15.3,5.7,4.8,0.9,0.9,2.9,6.7,21,6.7,0,0.9
22103000101,22,103,000101,908.2,153.6,5,4,0,895.2,28,78.8,15,7,11,0,4,4,2,2,3,8,2,0
22103000102,22,103,000102,721.4,128.8,7.4,1.8,0,730.6,7.4,35.9,35,6.4,2.8,2.8,2.8,5.5,5.5,1.8,1.8,2.8,4.6,0
22103000103,22,103,000103,562.4,90.9,5,1.9,0,577.9,15.5,35.2,19.6,3.1,0.1,5.8,0,0,1.9,0,2,0,0,0
22103000104,22,103,000104,567,163,5,0,0,583,6,67,33,7,6,6,0,4,4,2,2,3,2,0
22103000105,22,103,000105,447.9,103.2,11.4,2.8,0,433.7,11.4,49.2,24.6,2.8,8.5,5.7,8.5,3.8,1.9,0,6.6,1.9,4.7,0
22103000106,22,103,000106,1072,233,33,6,0,1057,30,91,64,13,9,9,14,6,0,0,11,8,2,2
22103000107,22,103,000107,681,166,10,4,0,706,2,82,20,17,3,3,9,9,4,3,0,2,0,0
22103000108,22,103,000108,357.8,41.9,5,3,0,343.9,15.9,17.9,13,10,3,0,5,2,0,0,0,0,2,0
22103000110,22,103,000110,703.3,210.7,19.7,2.9,5.9,704.1,13.7,78.5,58.5,3.3,13.8,8.8,5,0.1,2,2.9,2,5.8,2.9,2.9
22103000111,22,103,000111,926,241,23,2,6,958,20,91,51,3,0,19,9,11,6,0,7,3,6,0
22103000112,22,103,000112,786,154,13,2,0,786,12,61,54,20,3,0,5,2,2,0,3,2,3,0
22103000113,22,103,000113,212.8,88.4,8.1,0,0,202.2,12.3,33.5,28.2,17,6,0.1,5,0,0,0,3,0,2,0
22103000114,22,103,000114,810,146,18,2,2,782,33,52,28,10,11,0,5,7,4,2,3,5,5,2
22103000115,22,103,000115,560.7,76,12.9,0.2,0.1,562,14.8,39.9,5.3,3.2,0.7,0.4,5.6,4.2,0.1,2,0.4,0.2,0.3,2
22103000116,22,103,000116,463,104,7,2,0,470,16,30,23,3,11,9,5,2,0,0,2,0,2,0
22103000118,22,103,000118,622.9,123.6,17.9,2,2,641.8,13.9,51.8,37.9,13,0,0,5,2,4,0,2,5,0,0
22103000201,22,103,000201,705.6,376.6,9.7,0,3.9,691,13.6,215.1,67.2,16.6,13.6,5.8,2.9,6.8,2,0,10.7,5.8,4.9,2
22103000202,22,103,000202,785.6,81.8,10.3,1.7,1.7,772.7,20.7,42.2,24.1,8.6,0,0,4.3,6,3.5,0,4.3,5.2,1.7,1.7
22103000203,22,103,000203,1397.1,151,12.9,6,2,1371.2,34.8,57.6,37.8,7,25.8,6,7,4,2,3,8,8.9,2,0
22103000204,22,103,000204,1016.4,173.2,6.7,0.3,6.3,990.3,23.3,100.8,11.9,11.4,9,19,2.7,5,6.6,2,5.7,2.8,3.3,2.3
22103000205,22,103,000205,1341,180,10,3,2,1283,41,61,31,37,14,13,3,2,6,3,15,6,3,2
22103000206,22,103,000206,687.3,95.3,8,0,4,657.3,10,39.1,38.1,3,9,3,3,2,4,0,2,3,0,2
22103000207,22,103,000207,521,70,10,0,2,505,10,30,20,7,3,3,2,4,0,2,7,5,2,2
22103000301,22,103,000301,735,118.5,8,2,6,715,14.1,33.3,26,7,9,3,5,2,4,3,8,5,3,3
22103000302,22,103,000302,672.5,94,0,0,3.8,661.9,7.7,40.3,22.1,9.6,2.9,5.8,4.8,3.8,1.9,0,2.9,0,1.9,1.9
22103000303,22,103,000303,621,171,23,0,2,597,24,61,41,23,11,3,17,6,4,0,0,5,6,0
22103000304,22,103,000304,665,474,15,3,4,653,18,236,133,17,23,9,7,2,6,2,15,5,5,0
22103000305,22,103,000305,371,255,15,0,8,359,20,106,74,20,14,13,9,2,0,2,5,9,3,0
22103000306,22,103,000306,513,87,5,0,0,515,20,36,10,3,0,0,7,0,2,0,0,3,3,0
22103000307,22,103,000307,762,233,22,2,4,755,18,103,51,17,9,9,19,7,4,0,5,6,2,2
22103000308,22,103,000308,489.4,90.3,7,0,4,493.4,6,30.1,28.1,7,9,3,3,0,0,0,0,3,0,2
22103000309,22,103,000309,551,230,12,0,2,540,26,97,54,17,23,16,7,0,4,0,2,5,2,2
22103000310,22,103,000310,904.1,260.2,21.5,1.9,1.9,925.6,21.4,97.4,72.1,12.7,16.6,5.8,11.7,3.9,2,0,4.9,0,1.9,2.9
22103000312,22,103,000312,717,340,13,0,4,710,28,136,82,37,14,6,14,6,4,3,5,9,0,0
22103000313,22,103,000313,603,199,10,0,2,566,18,73,59,7,9,6,7,4,4,3,3,6,6,2
22103000314,22,103,000314,864,250,12,0,2,804,41,85,87,7,26,3,15,7,2,2,8,11,2,0
22103000401,22,103,000401,1130.3,358.7,24,3.8,0,1153.7,23,151.3,64.8,30.2,17.9,10.2,9.7,7.6,8.5,2.8,2.9,6,1.9,3.9
22103000402,22,103,000402,568.1,137.3,16.9,0,0,594,8,57.7,25.9,12.9,6,3,3,2,0,0,3,2,0,2
22103000403,22,103,000403,611,292,10,7,11,581,35,130,66,13,14,9,12,11,6,3,2,6,3,2
22103000404,22,103,000404,495,126,17,2,0,521,8,61,26,10,9,0,2,2,0,0,0,2,2,2
22103000405,22,103,000405,476.1,117.8,12,0,0,463.1,6,38.9,26,7,6,9,10,4,4,2,2,5,0,0
22103000406,22,103,000406,437,98,7,0,4,425,12,36,26,17,3,3,7,9,0,0,2,3,2,0
