GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SOSRARD,G18SOSREDM,G18SOSRSTO,G18SOSRKEN,G18SOSRCRO,G18SOSRCLO,G18SOSDCOL,G18SOSDFRE,G18SOSNMOR,R18SOSRARD,R18SOSDCOL
220710009-7,22,071,0009-7,8,0,11,4,0,2,156,163,0,6,90
220710009-8,22,071,0009-8,5.64,8.46,9.4,0.94,0,4.7,148.56,137.28,0.94,0.94,92.15
220710009-9,22,071,0009-9,11,2,27,2,3,11,103,167,7,7,91
220710010-3,22,071,0010-3,16,17,35,9,7,14,215,197,10,14,102
220710010-6,22,071,0010-6,11,2,39,4,3,2,141,187,11,6,115
220710010-7,22,071,0010-7,13,7,24,13,5,4,74,119,7,22,54
220710010-8,22,071,0010-8,14,23,65,6,7,5,44,85,5,35,48
220710010-9,22,071,0010-9,20,26,66,10,7,6,71,112,4,30,72
220710011-2,22,071,0011-2,18,6,53,19,7,5,154,190,10,11,127
220710011-3,22,071,0011-3,9,2,34,4,5,2,80,113,1,6,84
220710011-4,22,071,0011-4,9,3,55,5,2,8,110,127,4,15,79
220710011-5,22,071,0011-5,35,14,109,9,11,16,139,232,12,34,142
220710011-8,22,071,0011-8,23,18,83,6,3,12,45,88,4,42,71
220710011-9,22,071,0011-9,42,36,193,18,31,11,111,187,13,80,129
220710012-1,22,071,0012-1,13,7,47,4,3,9,106,142,2,12,86
220710012-2,22,071,0012-2,14,9,47,9,2,9,110,144,0,17,106
220710012-3,22,071,0012-3,13,3,60,9,2,5,110,159,10,15,127
220710012-4,22,071,0012-4,11,5,37,5,7,6,75,124,2,11,97
220710012-5,22,071,0012-5,14,11,80,10,15,4,64,127,6,42,110
220710012-6,22,071,0012-6,19,9,75,5,2,5,74,107,2,42,106
220710012-7,22,071,0012-7,20,12,45,9,5,6,88,138,1,24,86
220710012-8,22,071,0012-8,13,5,46,4,9,2,48,73,6,20,64
220710012-9,22,071,0012-9,9,5,39,4,5,7,100,118,5,15,80
220710013-1,22,071,0013-1,8,5,29,2,6,5,110,128,7,11,75
220710013-2,22,071,0013-2,20,8,51,9,6,6,106,161,1,10,91
220710013-3,22,071,0013-3,9,7,75,8,7,2,108,122,10,14,118
220710013-4,22,071,0013-4,38,22,116,18,12,7,101,161,9,37,123
220710013-5,22,071,0013-5,16,8,97,8,6,1,97,159,7,22,109
220710013-6,22,071,0013-6,21,9,75,6,9,7,48,97,8,21,56
220710013-7,22,071,0013-7,24,16,62,5,10,4,56,85,5,37,59
220710013-8,22,071,0013-8,42,22,104,15,8,11,78,117,6,41,101
220710013-9,22,071,0013-9,25,19,75,10,7,5,84,117,2,35,82
220710014-1,22,071,0014-1,13,14,106,8,11,5,43,128,2,31,88
220710014-2,22,071,0014-2,18,12,112,11,10,6,58,98,6,49,59
220710014-3,22,071,0014-3,23,10,116,10,12,9,55,104,4,37,70
220710014-4,22,071,0014-4,20,16,82,13,6,1,48,93,4,19,54
220710014-5,22,071,0014-5,25,11,82,16,10,1,52,109,4,36,56
220710014-6,22,071,0014-6,27,25,205,13,15,5,53,95,2,60,71
220710014-7,22,071,0014-7,48,26,165,15,12,8,47,90,8,90,74
220710014-8,22,071,0014-8,24,18,122,20,14,7,38,70,4,45,39
220710014-9,22,071,0014-9,27,35,204,14,17,6,36,72,1,80,63
220710015-1,22,071,0015-1,17.97,10.98,52.91,5.99,2.99,5.99,35.94,71.88,3.99,29.95,67.88
220710015-2,22,071,0015-2,39.66,18.47,59.84,11.43,8.38,12.33,179.12,243.5,13.24,26.95,167.93
220710015-3,22,071,0015-3,13.34,9.53,37.16,8.57,7.62,6.67,62.88,70.5,4.76,19.05,59.07
220710015-5,22,071,0015-5,5.03,6.02,15.09,4.01,0.01,2.01,93.06,78.12,5.01,3.05,54.12
220710015-6,22,071,0015-6,5,3,22,6,3,4,139,133,11,9,95
220710015-8,22,071,0015-8,4,2,11,5,3,5,92,85,2,3,67
220710015-9,22,071,0015-9,16,6,7,1,1,2,141,90,2,3,64
220710016-1,22,071,0016-1,13,6,55,6,5,5,85,95,6,17,70
220710016-2,22,071,0016-2,29,20,92,8,10,6,81,127,8,39,74
220710016-3,22,071,0016-3,25,10,71,9,10,7,97,147,6,22,70
220710016-4,22,071,0016-4,27,10,66,2,5,8,137,142,8,15,127
220710016-5,22,071,0016-5,21,9,67,8,6,6,103,163,7,22,147
220710016-6,22,071,0016-6,20,7,52,2,5,4,195,221,9,21,160
220710016-7,22,071,0016-7,15,11,70,8,6,14,96,175,4,32,93
220710016-8,22,071,0016-8,16,14,83,9,16,4,73,127,11,27,102
220710016-9,22,071,0016-9,5,2,9,5,3,0,100,78,4,5,56
220710017-1,22,071,0017-1,18,3,61,5,7,5,80,124,4,15,91
220710017-2,22,071,0017-2,18,10,35,8,5,3,99,103,7,26,94
220710017-3,22,071,0017-3,14,5,20,4,6,7,145,159,4,1,83
220710017-4,22,071,0017-4,6,6,30,2,3,3,89,127,4,6,64
220710017-5,22,071,0017-5,4,11,37,6,3,5,115,163,8,15,101
220710017-6,22,071,0017-6,9,3,11,11,6,2,171,124,6,1,74
220710017-7,22,071,0017-7,8,3,38,6,1,1,165,207,6,9,111
220710017-8,22,071,0017-8,6,3,11,13,6,2,129,128,1,1,86
220710017-9,22,071,0017-9,6,1,10,5,1,7,140,117,4,0,58
22071003-12,22,071,003-12,16,12,55,15,15,12,221,345,15,17,209
22071003-14,22,071,003-14,4,2,42,4,3,2,85,117,5,14,67
22071003-15,22,071,003-15,18,2,14,5,3,5,74,119,7,7,58
22071003-18,22,071,003-18,14,8,46,10,3,5,239,188,11,12,165
22071003-19,22,071,003-19,16,9,65,14,10,6,174,203,14,20,149
22071003-20,22,071,003-20,12.18,5.67,35.99,13.89,5.85,1.22,107.11,130,8.04,9.4,61.03
22071004-11,22,071,004-11,33.77,19.42,119.9,18.48,18.41,14.17,65.12,111.11,7.13,21.19,61.24
22071004-14,22,071,004-14,99,66,302,47,50,18,70,162,11,177,97
22071004-15,22,071,004-15,63,43,180,42,42,21,96,147,10,85,79
22071004-17,22,071,004-17,63,55,220,39,42,16,64,100,7,100,60
22071004-18,22,071,004-18,88,55,229,33,32,14,43,70,6,107,68
22071004-20,22,071,004-20,72.2,45.17,142.82,23.15,29.16,7.07,52.22,70.38,5.03,91.41,46.26
22071004-21,22,071,004-21,33.96,28.97,136.89,24.94,25.97,10.98,37.01,63.89,4.99,68.95,43.93
22071004-22,22,071,004-22,38.84,34.85,167.29,20.91,28.88,10.95,54.77,63.73,4.98,86.63,46.8
22071004-23,22,071,004-23,57,20,142,18,25,11,40,62,1,96,39
22071005-10,22,071,005-10,3,0,12,5,2,8,91,151,2,0,87
22071005-11,22,071,005-11,6.01,3.76,27.06,6.76,3.76,0,53.37,88.7,0.75,2.25,66.15
22071005-12,22,071,005-12,21.4,9.88,71.32,9.58,6.88,5,137.46,245.71,7.18,10.53,153.44
22071005-13,22,071,005-13,29.76,8.32,93.65,6.03,22.73,6.18,75.53,123.53,6.91,35.19,97.22
22071005-15,22,071,005-15,56,22,132,28,20,13,123,219,18,49,176
22071005-16,22,071,005-16,37.03,11.91,85.62,10.26,24.03,4.01,137.16,204.84,7.38,51.49,130.23
22071005-17,22,071,005-17,26.19,34.61,139.42,19.38,29.69,10.58,39.18,59.51,0.36,83.47,58.96
22071005-18,22,071,005-18,49.23,46.02,172.33,21.21,35.82,6.76,42.42,86.19,7.85,75.59,53.82
22071007-10,22,071,007-10,5,2,2,1,1,6,112,73,5,3,60
22071007-11,22,071,007-11,14,6,12,4,1,5,155,171,2,5,122
22071007-12,22,071,007-12,13,3,43,5,1,6,130,180,4,19,122
22071007-13,22,071,007-13,4,3,12,3,0,1,121,152,6,3,76
22071007-14,22,071,007-14,1,5,15,5,2,6,133,144,6,0,82
22071007-15,22,071,007-15,13,2,16,3,1,5,148,157,8,1,139
22071007-16,22,071,007-16,6.85,4.28,23.11,2.57,1.71,3.42,151.47,100.12,3.42,3.42,94.99
22071007-17,22,071,007-17,14,2,41,8,9,7,119,167,13,21,111
22071007-18,22,071,007-18,13.51,6.02,43.6,11.9,7.35,6.75,234.65,230.41,10.28,14.69,143.95
22071007-19,22,071,007-19,4.72,7.55,29.25,8.49,2.83,5.66,132.08,165.1,4.72,2.83,97.17
22071007-20,22,071,007-20,13,7,25,6,1,7,218,166,14,3,106
22071007-21,22,071,007-21,13,1,11,5,2,2,166,138,7,5,109
22071007-23,22,071,007-23,16,6,31,13,1,7,317,274,18,4,181
22071007-24,22,071,007-24,5,3,9,3,0,4,129,118,5,3,47
22071007-25,22,071,007-25,5,2,20,8,1,12,177,166,6,1,137
22071007-26,22,071,007-26,0,1,19,3,5,5,196,148,4,4,94
22071007-27,22,071,007-27,6,7,7,3,0,4,140,95,2,4,50
22071007-28,22,071,007-28,6.35,5.55,16.66,3.97,3.97,5.55,114.26,79.35,1.59,2.38,58.72
22071007-29,22,071,007-29,1,1,5,5,0,2,151,95,8,3,98
22071007-30,22,071,007-30,13,6,35,13,9,9,243,205,11,25,220
22071007-32,22,071,007-32,15,7,47,5,6,7,78,95,4,12,80
22071007-33,22,071,007-33,15,10,30,8,3,4,133,114,5,11,90
22071007-35,22,071,007-35,11,6,29,5,2,12,236,224,11,11,154
22071007-37,22,071,007-37,5,6,30,9,6,4,193,166,5,3,106
22071007-40,22,071,007-40,30,18,124,16,16,8,211,259,10,20,198
22071007-41,22,071,007-41,9.51,14.27,84.66,13.32,11.41,7.61,36.15,60.88,4.76,46.61,62.78
22071007-42,22,071,007-42,24.07,8.1,93.59,9.09,10.08,2.05,19.25,69.43,0.03,35.33,43.44
22071007-9A,22,071,007-9A,4,2,5,3,1,1,88,63,2,1,39
22071008-12,22,071,008-12,13,5,9,10,3,8,225,216,8,3,110
22071008-13,22,071,008-13,4,1,9,1,1,2,88,82,4,0,50
22071008-14,22,071,008-14,4,2,9,3,2,5,100,118,5,0,55
22071008-15,22,071,008-15,5,2,37,1,6,14,274,290,13,5,229
22071008-19,22,071,008-19,10,12,31,6,8,8,255,213,10,10,102
22071008-20,22,071,008-20,13,3,21,9,1,4,137,102,6,6,99
22071008-21,22,071,008-21,5,5,40,1,7,2,118,143,2,15,139
22071008-22,22,071,008-22,11,5,24,9,7,1,119,123,8,20,105
22071008-23,22,071,008-23,14,1,30,5,12,2,129,163,11,14,102
22071008-24,22,071,008-24,6,3,31,8,5,1,136,123,5,9,115
22071008-25,22,071,008-25,14,5,29,4,10,7,206,232,12,6,146
22071008-26,22,071,008-26,8,3,22,1,2,5,180,175,13,6,134
22071008-27,22,071,008-27,19,3,6,13,3,2,154,139,5,7,83
22071008-28,22,071,008-28,18,12,55,11,14,2,143,139,6,22,143
22071008-30,22,071,008-30,8.99,6.99,18.99,4,1,4.01,205.71,165.75,9.98,6,81.86
22071009-10,22,071,009-10,9.23,6.17,9,8.11,6.34,8.23,226.61,287.81,11.06,3.06,127.05
22071009-11,22,071,009-11,4,1,20,2,2,1,73,138,5,3,86
22071009-12,22,071,009-12,6,1,32,2,3,2,122,163,5,4,97
22071009-13,22,071,009-13,9,5,30,2,5,4,91,138,8,7,80
22071009-14,22,071,009-14,2,2,20,1,1,0,108,158,5,6,106
22071009-15,22,071,009-15,8,9,29,6,7,2,130,182,10,12,123
22071009-16,22,071,009-16,4,5,21,5,3,1,115,163,2,5,101
22071009-17,22,071,009-17,5,5,10,4,0,2,125,144,10,4,87
22071009-19,22,071,009-19,15,2,11,9,2,7,152,191,1,6,106
22071009-21,22,071,009-21,9,3,12,6,2,12,202,220,8,1,91
22071009-23,22,071,009-23,2,1,7,2,2,6,112,97,4,3,56
22071009-25,22,071,009-25,13,12,12,5,5,6,188,163,14,3,115
22071009-26,22,071,009-26,3.77,2.83,0,1.89,5.66,3.77,76.39,63.19,0.94,0.94,33.95
22071009-28,22,071,009-28,2,1,6,2,2,2,108,87,5,4,35
22071009-29,22,071,009-29,4,6,5,5,8,4,63,40,0,6,24
22071009-30,22,071,009-30,14,54,27,9,16,12,155,127,12,26,90
22071009-31,22,071,009-31,5,8,11,1,1,2,119,89,4,4,67
22071009-32,22,071,009-32,2.36,0.54,0.6,1.06,2,1.3,31.44,19.72,0.06,0.06,17.85
22071009-33,22,071,009-33,3.88,4.85,8.73,1.94,4.85,5.82,221.18,204.69,6.79,2.91,79.55
22071009-35,22,071,009-35,4,1,11,2,0,0,66,48,0,0,31
22071009-36,22,071,009-36,4,6,9,4,1,4,190.98,142.99,2,3,73.99
22071009-37,22,071,009-37,9,3,17,6,0,7,163,138,6,4,80
22071009-38,22,071,009-38,4.96,1.98,14.88,0.99,0,1.98,76.39,73.42,0.99,2.98,57.54
22071009-39,22,071,009-39,2.04,6.02,25.12,9.01,2,2.02,218.61,178.58,8.01,5.02,99.46
22071009-40,22,071,009-40,6.24,2.09,19.6,8.08,3.07,5.05,114.5,123.84,5.08,7.13,72.54
22071009-41,22,071,009-41,27,6,24,16,22,11,210,168,7,7,111
22071009-42,22,071,009-42,16.12,15.15,15.27,11.06,2.15,16.18,308.82,268.31,6.21,4.09,147.45
22071009-44,22,071,009-44,5,3,15,2,1,2,208,132,5,3,101
22071009-45,22,071,009-45,68.6,12.15,71.3,30.3,59.3,8.21,19.96,34.52,6.05,52.24,11.77
22071010-11,22,071,010-11,6,11,39,6,1,11,137,176,2,4,91
22071010-12,22,071,010-12,5,2,10,5,1,2,104,105,6,0,74
22071010-13,22,071,010-13,8,0,4,4,0,2,82,69,4,0,40
22071010-14,22,071,010-14,2,7,5,5,2,5,99,79,2,3,47
22071011-10,22,071,011-10,16,10,61,10,10,2,126,177,4,21,122
22071011-11,22,071,011-11,11,3,24,0,6,5,133,136,0,5,118
22071011-12,22,071,011-12,10,3,9,1,1,5,114,104,1,6,54
22071011-13,22,071,011-13,6,2,9,4,1,2,91,78,4,3,44
22071011-14,22,071,011-14,5,8,11,2,2,4,217,156,2,1,76
22071011-17,22,071,011-17,8,7,2,2,2,8,125,117,5,3,44
22071012-10,22,071,012-10,16,11,101,8,10,4,60,97,5,34,63
22071012-11,22,071,012-11,8,14,45,5,5,5,148,193,4,5,110
22071012-12,22,071,012-12,6,5,19,4,6,4,100,122,1,7,56
22071012-13,22,071,012-13,2,0,9,2,5,2,84,80,4,1,46
22071012-14,22,071,012-14,5,14,34,8,5,4,155,159,7,11,127
22071012-16,22,071,012-16,10,8,9,5,1,1,128,147,2,4,74
22071012-17,22,071,012-17,8,5,30,11,6,5,199,197,10,6,110
22071012-19,22,071,012-19,9,10,17,2,1,5,152,159,2,7,87
22071013-10,22,071,013-10,29,20,124,8,11,2,48,80,1,50,74
22071013-11,22,071,013-11,8,6,40,5,3,5,143,175,2,10,134
22071013-12,22,071,013-12,6,8,30,5,1,7,99,138,4,5,82
22071013-13,22,071,013-13,10,3,24,8,3,4,110,118,5,0,72
22071013-14,22,071,013-14,9,7,35,10,2,9,136,185,5,6,80
22071013-15,22,071,013-15,16,8,36,6,6,2,121,156,4,14,101
22071013-16,22,071,013-16,16,8,55,9,10,7,122,163,6,20,101
22071014-10,22,071,014-10,44,18,116,21,11,4,59,104,5,31,60
22071014-11,22,071,014-11,14,15,97,6,12,6,43,72,5,39,32
22071014-12,22,071,014-12,20,8,86,9,8,6,52,114,5,37,76
22071014-14,22,071,014-14,25,26,167,10,18,8,27,40,1,55,38
22071014-15,22,071,014-15,16,36,129,13,8,6,45,69,5,69,58
22071014-16,22,071,014-16,35,27,111,18,14,6,107,153,5,47,95
22071014-17,22,071,014-17,18,15,77,9,7,9,66,97,5,40,64
22071014-19,22,071,014-19,19.52,10.34,75.63,4.8,14.4,9.29,79.9,174.96,4.63,31.66,95.61
22071014-20,22,071,014-20,49,18,184,19,22,16,149,198,14,49,134
22071014-21,22,071,014-21,23.4,8.42,109.5,8.42,7.49,7.49,85.16,129.15,5.62,34.63,78.61
22071014-23,22,071,014-23,6,1,24,8,2,4,115,143,2,6,113
22071014-25,22,071,014-25,10.09,6.23,50.87,13.78,7.11,5.23,102.94,139.89,10.76,29.71,97.78
22071014-26,22,071,014-26,1,1,7,9,0,6,104,107,11,1,52
22071015-10,22,071,015-10,10.76,6.85,23.47,3.91,0.98,10.76,190.71,124.21,5.87,5.87,88.02
22071015-11,22,071,015-11,6.29,7.27,12.87,5.23,1.05,4.29,154.2,101.02,7.25,0.25,32.76
22071015-12,22,071,015-12,5,2,14,2,2,5,89,63,4,4,42
22071015-13,22,071,015-13,13,3,29,4,2,8,121,103,7,7,52
22071015-14,22,071,015-14,24,9,42,11,12,8,115,109,1,22,71
22071015-15,22,071,015-15,6,11,22,10,6,2,158,151,12,15,91
22071015-16,22,071,015-16,20,9,38,15,8,13,173,129,7,19,95
22071015-17,22,071,015-17,33,7,67,10,19,9,134,117,7,26,67
22071015-18,22,071,015-18,19,14,37,8,9,5,60,83,5,29,55
22071015-19,22,071,015-19,6,8,15,2,2,7,187,128,7,3,80
22071016-1A,22,071,016-1A,10,5,48,9,6,4,93,113,4,7,97
22071017-10,22,071,017-10,5,6,34,1,0,6,147,139,1,16,121
22071017-11,22,071,017-11,2,3,6,8,1,3,130,122,1,3,71
22071017-12,22,071,017-12,6,0,6,1,2,5,107,109,6,1,62
22071017-13,22,071,017-13,4,2,11,6,2,1,110,122,4,1,75
22071017-14,22,071,017-14,9,8,19,6,7,12,169,198,9,1,98
22071017-15,22,071,017-15,13.1,0.03,22.2,5.02,8.02,7,149.05,128.47,4.08,3,84.88
22071017-16,22,071,017-16,8,11,21,2,2,6,132,108,5,2,99
22071017-17,22,071,017-17,30.49,17.15,154.34,22.86,21.91,5.72,28.58,51.45,0.95,61.93,26.68
22071017-18,22,071,017-18,78,31,138,29,24,7,21,43,2,79,38
22071017-19,22,071,017-19,42,40,126,28,38,24,71,72,6,54,42
22071017-20,22,071,017-20,78,42,200,44,50,19,97,114,18,60,60
2207104-17A,22,071,04-17A,69,24,135,30,19,11,30,59,6,77,31
2207107-25A,22,071,07-25A,5,6,25,1,2,8,112,122,4,3,93
2207107-27B,22,071,07-27B,4,3,9,1,0,1,114,82,5,1,66
2207107-28A,22,071,07-28A,6,6,14,5,6,1,199,143,8,3,95
2207107-37A,22,071,07-37A,8.01,3.01,19.01,6,2,8.99,130.29,99.25,5.02,5,44.14
2207109-28C,22,071,09-28C,8,3,5,4,0,12,137,132,2,0,63
2207109-30A,22,071,09-30A,9,5,12,5,3,0,103,70,6,5,87
2207109-31A,22,071,09-31A,8,6,6,2,0,5,187,154,4,4,118
2207109-31B,22,071,09-31B,6,0,7,1,3,1,117,103,7,3,70
2207109-31D,22,071,09-31D,4,1,31,4,0,1,180,141,7,4,139
2207109-34A,22,071,09-34A,4,3,5,1,0,1,107,116,2,4,39
2207109-35A,22,071,09-35A,2,0,10,1,1,1,81,59,2,0,24
2207109-36B,22,071,09-36B,11,9,16,2,3,8,217.02,159.01,5,7,102.01
2207109-38A,22,071,09-38A,9,1,9,2,2,1,128,113,5,0,68
2207109-39B,22,071,09-39B,2.18,3.07,6.46,1.06,0.05,2.04,96.9,74.4,5.06,0.1,47.93
2207109-40A,22,071,09-40A,13.35,8.5,20.71,10.64,7.35,9.5,232.59,152.76,4.14,6.21,103.26
2207109-40C,22,071,09-40C,9.51,1.28,7.05,4.4,6.14,7.43,142.01,105.34,1.23,4.28,60.89
2207109-41A,22,071,09-41A,25.97,6.73,11.54,14.43,17.31,12.5,27.89,42.32,1.92,5.77,19.24
2207109-41B,22,071,09-41B,59.31,16.24,29.34,30.98,20.62,22.5,206.92,159.6,5.06,17.25,80.13
2207109-41C,22,071,09-41C,53.34,9.8,12.83,40.7,12.99,17.1,54.65,39.52,3.03,11.42,16.97
2207109-41D,22,071,09-41D,19.83,8.08,11.01,6.61,16.89,14.69,31.57,44.06,2.94,4.41,27.9
2207109-42C,22,071,09-42C,7.91,5.93,18.79,8.9,1.98,1.98,259.11,207.68,13.85,0,87.03
2207109-43A,22,071,09-43A,13,8,42,9,3,11,296,215,10,5,160
2207109-43B,22,071,09-43B,1,2,26,2,1,2,152,118,4,1,105
2207109-43C,22,071,09-43C,13,10,39,8,8,7,254,188,7,9,196
2207109-43E,22,071,09-43E,2,2,19,2,1,2,114,97,4,1,47
2207109-43F,22,071,09-43F,4,3,20,10,0,4,147,154,1,5,103
2207109-43G,22,071,09-43G,5,2,29,0,2,0,188,128,2,4,118
2207109-43H,22,071,09-43H,4,2,11,0,0,0,74,48,0,0,32
2207109-43I,22,071,09-43I,8,2,31,5,3,2,134,132,2,11,87
2207109-43J,22,071,09-43J,5,0,11,4,1,2,85,113,5,1,38
2207109-43K,22,071,09-43K,6,3,22,2,3,6,173,127,2,5,83
2207109-43L,22,071,09-43L,8,5,11,5,0,5,155,118,2,3,74
2207109-43M,22,071,09-43M,4,3,7,5,2,4,192,148,2,0,52
2207109-43N,22,071,09-43N,2,3,5,5,1,4,136,146,2,1,70
2207109-44A,22,071,09-44A,11,11,12,8,3,11,187,138,8,10,122
2207109-44B,22,071,09-44B,4,6,25,5,1,5,180,170,6,1,59
2207109-44D,22,071,09-44D,9,3,32,6,2,2,170,151,5,3,63
2207109-44E,22,071,09-44E,10,7,31,5,5,7,336,255,4,7,189
2207109-44F,22,071,09-44F,14,7,20,1,2,4,246,224,2,1,161
2207109-44G,22,071,09-44G,11,3,27,1,0,5,158,124,6,0,97
2207109-44I,22,071,09-44I,4.65,6.5,9.29,8.36,4.65,6.5,178.41,141.24,1.86,2.79,134.74
2207109-44J,22,071,09-44J,6,3,26,13,6,5,167,165,6,6,84
2207109-44L,22,071,09-44L,2,7,17,1,1,5,221,162,8,1,127
2207109-44M,22,071,09-44M,17.59,6.84,44.94,5.86,4.88,3.91,186.6,137.75,5.86,9.77,189.53
2207109-44N,22,071,09-44N,5.18,8.21,46.19,4.28,1.04,6.21,206.85,172.77,4.21,1.18,140.04
2207109-44O,22,071,09-44O,4.82,5.79,32.81,7.72,0.96,5.79,188.15,131.23,5.79,4.82,55.96
2207109-44P,22,071,09-44P,17.49,9.72,35.95,13.6,4.86,14.57,342.99,251.66,7.77,9.72,236.11
2207109-44Q,22,071,09-44Q,6,5,46,1,0,5,213,167,5,3,123
2207109-45A,22,071,09-45A,8.95,0,3.98,1.99,19.89,0,0,2.98,0,13.93,2.98
2207114-13A,22,071,14-13A,24,12,57,4,11,6,305,321,12,21,68
2207114-18A,22,071,14-18A,28,19,113,9,14,2,45,99,9,44,51
2207114-24A,22,071,14-24A,25,10,85,16,5,5,152,187,1,20,139
2207115-12A,22,071,15-12A,1.94,4.84,13.56,5.81,0.97,1.94,117.19,129.78,4.84,4.84,71.67
2207115-13A,22,071,15-13A,21.01,10.04,12.1,5.04,1.01,4.01,195.9,147,1.04,4.04,101.55
2207115-13B,22,071,15-13B,5,8,15,8,1,9,203,134,2,1,71
2207115-14A,22,071,15-14A,9,11,15,5,11,4,119,100,4,7,64
2207115-14B,22,071,15-14B,10,9,32,10,12,7,149,128,6,24,70
2207115-14C,22,071,15-14C,32,9,43,4,10,7,119,100,4,20,66
2207115-14D,22,071,15-14D,8,7,9,0,7,1,97,82,5,4,44
2207115-14E,22,071,15-14E,10,10,22,10,10,5,214,163,4,6,83
2207115-14F,22,071,15-14F,15,8,37,4,14,1,118,83,6,11,87
2207115-14G,22,071,15-14G,19,3,39,8,5,9,191,153,2,7,80
2207115-15A,22,071,15-15A,27,15,55,15,18,9,132,116,6,39,86
2207115-15B,22,071,15-15B,33,9,37,15,15,12,78,85,7,31,44
2207115-17A,22,071,15-17A,29,14,50,24,11,7,84,92,11,29,56
2207115-17B,22,071,15-17B,35,11,60,20,11,12,125,89,7,29,54
2207115-18A,22,071,15-18A,34,16,55,13,14,2,126,134,7,37,83
2207115-18B,22,071,15-18B,18.12,9.54,32.43,5.72,7.63,7.63,206.97,157.37,4.77,15.26,96.33
2207115-18C,22,071,15-18C,23,23,80,20,17,19,108,122,8,41,106
2207115-18D,22,071,15-18D,29.19,16.91,62.99,13.43,11.82,13.03,439.34,369.29,12.67,27.33,199.01
2207115-18E,22,071,15-18E,52,31,118,34,35,14,235,210,11,89,194
2207115-18F,22,071,15-18F,32.78,17.35,59.77,19.28,15.42,12.85,188.95,163.24,7.07,45.63,134.96
2207115-19A,22,071,15-19A,85.9,26.97,183.79,52.94,21.98,12.99,151.83,158.82,4.99,112.87,179.8
2207115-19B,22,071,15-19B,5,9,16,1,2,1,132,105,2,0,52
2207115-19C,22,071,15-19C,13.91,10.2,27.82,5.56,11.13,6.49,219.75,177.09,6.49,2.78,105.7
2207117-13A,22,071,17-13A,5.9,1.97,11.8,0.98,0.98,0,118.95,85.53,4.92,0,51.12
2207117-18A,22,071,17-18A,77,48,140,40,61,11,59,87,7,75,59
22071ZZZZZZ,22,071,ZZZZZZ,0.09,0.07,0.21,0.1,0.02,0.02,2.89,2.32,0.15,0,0.97
22073000001,22,073,000001,337.12,147.18,90.5,159.11,22.87,55.69,41.77,38.78,8.95,191.93,19.89
22073000002,22,073,000002,290.14,120.31,67.3,185.19,23.66,68.98,96.54,59.23,14.59,477.58,74.62
22073000003,22,073,000003,88,36,21,46,8,27,301,263,5,54,134
22073000004,22,073,000004,176.7,88.66,48.11,106.54,14.51,47.44,163.56,127.41,13.37,114.13,48.76
22073000005,22,073,000005,213.25,78.98,48.38,89.84,25.67,44.43,219.18,157.97,11.85,116.5,50.35
22073000006,22,073,000006,329.85,184.8,74.52,173.87,25.83,56.63,63.59,76.5,8.94,227.52,25.83
22073000007,22,073,000007,332.75,145.02,77.62,156.16,26.33,55.57,120.82,124.03,11.15,226.5,51.65
22073000008,22,073,000008,280,136,70,121,19,44,129,135,5,215,50
22073000009,22,073,000009,166,72,31,125,8,27,221,213,6,114,61
22073000010,22,073,000010,8,11,4,24,1,8,106,100,2,3,50
22073000011,22,073,000011,14.54,11.63,4.85,10.66,10.66,4.85,210.28,165.7,5.81,11.63,80.43
22073000012,22,073,000012,12.41,12.32,0.15,13.29,3.33,9.12,136.18,111.85,6.16,11.33,66.3
22073000013,22,073,000013,5,9,5,9,4,5,177,154,4,6,137
22073000014,22,073,000014,11.98,7.99,5.99,3.99,4.99,3.99,276.61,236.67,8.99,7.99,166.76
22073000015,22,073,000015,8.31,7.4,3.8,20.81,3.61,7.44,175.81,134.93,3.67,5.45,67.02
22073000016,22,073,000016,7,4,5,15,0,11,200,133,6,6,88
22073000017,22,073,000017,7.51,4.01,6.11,25.85,3.23,7.75,136.68,119.28,5.04,10.28,56.84
22073000018,22,073,000018,41.1,19.54,18.14,43.25,5.14,22.18,441.19,382.94,10.51,22.91,169.9
22073000019,22,073,000019,23.1,4.44,0.89,2.67,0.89,12.44,226.6,180.39,4.44,5.33,76.42
2207300001A,22,073,00001A,159.95,80.26,31.24,55.98,15.08,25.3,7.63,16.32,6.05,78.82,3.5
22073000020,22,073,000020,11.49,2.82,2.82,14.44,1.55,3.38,102.74,86.34,2.64,7.2,37.51
22073000021,22,073,000021,40.04,17.71,10.9,26.41,3.91,6.1,176.69,113.98,3.97,21.42,80.3
22073000022,22,073,000022,16,7,4,15,3,15,282,195,9,8,164
22073000023,22,073,000023,4,6,1,15,0,4,243,199,8,8,134
22073000024,22,073,000024,13.4,4.19,0.84,20.1,2.51,9.21,230.29,202.66,6.7,10.05,142.36
22073000025,22,073,000025,84.29,60.67,29.56,57.92,23.17,17.6,54.83,56.95,4.04,69.75,28.9
22073000026,22,073,000026,44.12,13.89,13.07,37.59,3.27,4.09,36.77,44.94,3.27,30.23,16.34
22073000027,22,073,000027,22.05,10.55,9.59,10.55,0,7.67,91.08,46.98,1.92,10.55,22.05
22073000028,22,073,000028,29.8,13.25,11.41,8.63,1.12,9.68,70.26,62.25,2.69,14.22,17.89
