GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22085006-4B,22,085,006-4B,39.85,5.26,0,0,0,0,1.5,13.53,0.75,18.8,1.5,0.75,1.5,0,0,0,6.77,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,6.77,1.5
22085008-1A,22,085,008-1A,10,2,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
22087000010,22,087,000010,260,113,8,9,2,0,2,148,33,12,13,32,5,7,3,0,51,47,7,8,0,2,0,4,1,0,0,3,3,0,2,97,50
22087000011,22,087,000011,367,190,13,16,6,2,3,210,70,19,9,42,8,18,4,2,77,76,9,20,0,3,2,3,3,1,0,4,2,4,2,166,95
22087000012,22,087,000012,236,77,5,2,0,0,2,124,33,19,10,29,7,8,2,0,23,31,4,10,1,2,2,1,3,1,0,1,0,2,0,75,35
22087000013,22,087,000013,302.32,216.06,12.56,3.35,0,0,0,171.68,40.2,25.96,23.45,27.64,4.19,6.7,0,0,77.05,85.42,13.4,17.59,0,1.67,0,2.51,2.51,2.51,1.67,4.19,0,2.51,0,135.67,64.48
22087000014,22,087,000014,386.12,224.5,14.84,7.19,5.14,0,3,216.77,52.35,22.1,26.69,47.73,11.04,8.52,0,0,83.23,89.88,22.69,18.01,3,0.27,0.22,1.7,0.48,0.41,2.27,5.68,2.14,0.63,2,129.02,67.25
22087000015,22,087,000015,166.85,205.06,3.72,4.21,0,2.06,0,86.11,20.79,12.35,14.14,16.57,3.21,8.43,0,0,63.81,73.49,14.86,15.85,3.03,2.11,2.08,3.24,1.11,0.08,0.08,8.24,0,2.19,0,53.48,37.09
22087000020,22,087,000020,204.23,54.77,10.21,8.36,1.86,0,0,139.25,23.21,11.14,11.14,15.78,4.64,5.57,0,0,21.35,25.07,6.5,1.86,0,0,2.79,3.71,0.93,0,0,0,1.86,2.79,0,76.12,22.28
22087000021,22,087,000021,214,79,8,12,0,2,3,102,29,6,12,25,12,18,1,0,29,49,3,11,1,0,0,1,1,0,0,4,1,2,0,68,30
22087000022,22,087,000022,194.48,154.61,11.67,3.89,0,1.94,0,99.18,19.45,19.45,14.59,25.28,2.92,7.78,0,0,50.56,65.15,15.56,10.7,0.97,1.94,2.92,5.83,0.97,0,0.97,3.89,0,3.89,0,80.71,38.9
22087000023,22,087,000023,80,138,1,1,3,0,0,36,15,2,5,11,3,6,0,0,47,55,9,11,1,1,3,1,0,0,0,1,0,2,0,23,27
22087000024,22,087,000024,504,168,20,15,0,0,2,272,61,31,23,45,21,17,6,0,91,66,14,15,0,0,3,5,5,0,1,5,4,0,0,162,54
22087000025,22,087,000025,274,96,5,2,5,0,2,153,39,25,16,29,1,7,0,0,22,43,17,7,4,0,0,0,0,1,0,1,0,2,0,92,30
22087000030,22,087,000030,500,135,15,6,3,2,3,257,71,34,23,53,9,14,1,0,62,62,13,11,0,1,2,7,3,0,0,9,1,3,0,159,41
22087000031,22,087,000031,447.31,92.44,12.92,9.94,0.99,0,2.98,215.7,54.67,36.78,22.86,46.72,9.94,22.86,0,0,42.74,54.67,3.98,6.96,0,0,1.99,2.98,0.99,0.99,0,9.94,0,3.98,1.99,103.38,25.84
22087000032,22,087,000032,811,223,32,15,3,3,6,444,139,46,41,78,22,21,0,1,92,107,19,13,0,0,0,12,5,0,0,12,1,3,0,265,81
22087000033,22,087,000033,360,92,22,8,3,0,3,178,60,29,18,44,10,14,0,0,48,43,7,3,1,0,2,6,0,1,0,7,1,0,0,127,39
22087000034,22,087,000034,121,22,7,2,0,0,2,43,18,11,7,21,8,1,0,0,14,9,3,2,0,1,0,0,1,0,0,0,1,1,0,16,2
22087000040,22,087,000040,115.69,92.56,3.08,0.06,0.01,0,0.02,48.3,18.33,20.22,6.14,13.28,1.06,3.14,1,0,40.26,23.33,7.02,7.04,0,1,0.01,1.02,0.01,0.01,0,3.06,0,1.02,0.01,32.62,32.16
22087000041,22,087,000041,473,111,4,1,0,2,5,245,48,37,26,47,6,20,3,1,28,65,9,10,1,1,5,6,3,0,0,4,1,0,1,135,32
22087000042,22,087,000042,419,66,15,4,1,2,0,226,54,42,16,47,8,18,0,0,33,32,3,3,0,0,0,4,0,0,0,3,0,1,0,154,36
22087000043,22,087,000043,286,76,15,5,0,1,0,124,45,25,16,36,8,14,0,0,26,36,12,5,0,1,5,1,2,0,0,4,1,1,0,106,20
22087000044,22,087,000044,65.23,493.77,6.83,3.79,0,0.76,4.55,44.75,12.14,6.07,4.55,7.58,3.03,4.55,0,0,138.8,141.08,61.44,43.23,3.79,2.28,2.28,1.52,1.52,2.28,0,15.17,2.28,5.31,0,23.51,144.87
22087000045,22,087,000045,37,264,4,6,0,0,2,21,7,6,3,6,3,3,0,0,76,85,27,21,3,4,1,1,0,0,0,9,0,3,0,11,70
22087000046,22,087,000046,317,48,5,4,0,0,2,160,32,26,13,32,6,15,1,0,19,27,7,5,2,1,1,0,1,0,0,0,1,0,0,80,14
22087000050,22,087,000050,265.16,538.08,8,2,0,3,3,159.09,36.01,12.01,10.01,33.03,6,6,0,0,184.03,180.04,81.01,25,6,0,1,5,2,1,0,14,1,1,0,92.06,187.03
22087000051,22,087,000051,230,69,4,1,0,0,0,112,18,17,3,28,14,7,0,0,33,35,6,2,0,0,0,2,0,3,0,7,0,1,1,73,32
22087000052,22,087,000052,486.47,234.36,7.47,4.67,2.8,0,5.6,267.04,41.08,24.28,21.48,75.63,13.07,6.54,0,2.8,99.91,104.58,20.54,4.67,0,0.93,0,0,0,2.8,0,11.2,0.93,2.8,0,177.41,98.97
22087000053,22,087,000053,228,48,0,0,0,0,2,103,17,15,13,36,6,6,0,0,19,28,1,8,1,0,0,1,0,0,0,4,1,0,0,70,15
22087000054,22,087,000054,457.25,188.27,7.3,6.18,0.11,0,2.22,248.56,37.63,25.96,25.85,56.99,14.52,10.26,1,1.11,62.95,75.14,19.81,8.18,0,0.04,3,7,1,0.11,1,13.44,4.04,0.11,0,131.02,71.92
22087000055,22,087,000055,809.12,197.28,9.23,4.15,1.09,3,2.17,401.3,85.28,37.75,45.67,116.35,23.41,17.2,0,0.09,88.11,107.25,22.64,8.15,1,1.03,5,4,1,2.09,1,9.35,1.03,0.09,0,284.51,52.08
2208700042A,22,087,00042A,619.77,253.23,17.17,2.21,3,6.24,6.45,299.25,74.86,52.93,17.45,97.42,18.97,31.45,3,5,76.2,93.92,28.56,28.77,2.21,1.72,5.72,6.48,1.48,0.72,0,12.83,7.72,2.69,0,189.49,78.13
220890001-1,22,089,0001-1,13,514,4,3,0,0,2,14,5,4,0,4,3,1,2,2,125,149,76,41,4,0,0,1,3,1,0,7,0,0,0,5,172
220890001-2,22,089,0001-2,303,463,9,9,2,0,5,165,49,13,25,22,4,10,0,0,140,165,57,32,4,2,2,4,3,0,0,8,2,5,2,129,185
220890001-3,22,089,0001-3,398.39,458.95,9.73,0.55,3.39,0,2.07,241.88,81.97,39.01,14.59,25.51,10.94,10.2,0,0,144.74,158.07,53.86,30.36,1.39,4.18,0.58,0.5,0.48,0,0.09,7.48,0.09,2.37,0.02,193.38,240.77
220890001-5,22,089,0001-5,5.96,500.92,0.99,0,0,0,1.99,7.95,7.95,0.99,2.98,1.99,0.99,0.99,0,0,166.97,150.08,41.74,26.84,2.98,0,0,3.98,2.98,0,0,5.96,0,0,0.99,2.98,152.07
220890001-6,22,089,0001-6,522.2,295.22,28.03,5.04,2,3,6.02,268.49,116.16,57.11,57.1,25.17,9.03,8.01,2.01,0.01,96.09,98.14,49.05,19.04,4,0,2,9.01,0,1,2,9.01,0,0.03,0,205.35,104.09
220890002-1,22,089,0002-1,222.2,54.32,11.85,0,1.98,0,4.94,94.81,33.58,18.76,19.75,29.63,7.9,6.91,0,0,28.64,19.75,2.96,8.89,0,0,1.98,0.99,0,0,0,4.94,0,0,0.99,94.81,29.63
220890002-2,22,089,0002-2,471.55,276.28,19,5.61,1.61,0.33,3.33,232.47,98.51,36.4,43.68,33.26,8.08,9.46,0.32,0.22,76.66,97.73,30.99,28.19,1.17,0.58,1.74,4.8,1.46,0,0.29,9.14,3.94,1.17,0,184.16,80.75
220890002-3,22,089,0002-3,543.22,85.63,16.95,7.14,3.57,2.68,2.68,253.32,95.44,45.49,57.98,37.46,11.6,16.06,2.68,1.78,34.79,54.41,10.7,1.78,0,0,0,2.68,0,0,0,6.24,5.35,0,0,213.18,39.25
220890002-4,22,089,0002-4,425,384,13,4,2,0,3,203,45,35,50,25,12,11,4,0,177,120,37,34,1,3,0,1,2,0,0,15,2,2,0,169,205
220890002-5,22,089,0002-5,1324.43,270.27,51.86,6.98,9.97,2.99,5.98,704.1,275.26,105.71,127.66,55.85,21.94,44.88,3.99,6.98,92.75,113.69,14.96,17.95,2.99,1.99,3.99,7.98,1,1,0,11.97,3.99,1.99,0,644.26,113.69
220890002-6,22,089,0002-6,203.14,37.37,5.68,4.96,0.57,0,1.98,82.81,34.85,19.75,21.2,24.97,2.97,1.56,0.99,0.99,17.92,22.15,7.66,4.96,0,0,0,0.99,0.57,0,0,1.56,0,2.97,0,71.11,20.21
220890003-1,22,089,0003-1,1044.36,252.2,43.48,6.32,9.49,3.95,6.32,578.71,247.45,124.91,71.94,37.95,9.49,42.69,5.53,0,76.69,98.82,14.23,18.18,0,3.95,3.16,4.74,0.79,0.79,1.58,2.37,2.37,1.58,0,562.11,96.45
220890003-2,22,089,0003-2,867.16,397.32,46.5,10.51,12.76,0.32,2.51,473.63,177.94,87.07,69.8,30.06,19.76,37.44,5.45,1,103.18,171.96,46.15,42.47,1,0.32,0.25,11.38,0.06,3.06,0.13,5.19,1.19,6.13,0,319.3,138.77
220890003-3,22,089,0003-3,584,117,25,8,6,0,0,305,121,45,68,27,8,11,1,0,37,60,7,12,0,0,3,8,0,0,0,6,3,0,1,283,54
220890004-1,22,089,0004-1,1205.54,302.18,21.42,13.52,1.44,1.97,7.86,594.34,173.19,108.44,148.69,65.2,23.26,14.38,4.39,0,104.36,130.87,28.72,21.84,1.91,2.95,2.89,6.64,0,0,0,29.28,4.79,0,1.38,457.66,111.08
220890004-2,22,089,0004-2,606.74,54.2,12.54,4.33,0.57,0.01,0.02,278.67,102.14,55.84,74.26,29.3,14.62,6.61,0.56,0.02,23.47,32.71,4.91,4.91,1.09,0.01,1.09,4.34,0,0.01,0,12.44,2.17,0.01,1.62,209.45,17.59
220890004-3,22,089,0004-3,462.61,90.93,5.27,1.21,1.03,0,3.17,213.45,61.81,33.18,58.82,30.65,9.13,12.09,3.99,3,36.97,47.14,11.39,10.11,4.06,0.25,0.04,4.1,0,3.03,0,6.34,1.03,1.14,0,163.04,31.22
220890004-4,22,089,0004-4,560.89,508.52,13.76,6.55,3.25,0.76,5.59,261.52,71.91,70.43,67.07,33.9,15.51,9.22,0,0,170.43,182.29,63.05,41.4,3.45,6.75,0.96,7.7,0.76,0.96,0,14.97,0.96,4.62,0,199.96,184.83
220890005-1,22,089,0005-1,243.46,818.49,12.3,9.49,1.47,2.07,2.18,121.9,34.41,30.46,32.71,15.43,6.74,9.87,0.31,0,212.97,263.74,174.4,52.41,4.04,3.16,0.1,8.4,1.73,0,0,11.89,0.1,5.91,0,99.1,319.29
220890005-3,22,089,0005-3,271.2,220.93,26.99,5.51,8.96,0.93,1.82,134.79,40.58,31.68,29,23.42,7.26,13.56,2.69,0,64.02,88.97,34.89,19.59,0.96,1.84,0.9,4.6,2.7,0,0,5.54,0.9,0.09,0,108.45,101.41
220890005-4,22,089,0005-4,495,497,17,16,0,0,3,289,70,52,54,33,12,16,3,1,158,178,55,30,7,3,5,6,1,0,3,10,1,1,0,206,177
220890005-5,22,089,0005-5,748.72,268.51,28.19,3.34,7.79,1.77,3.38,388.83,123.07,82.35,72.12,45.38,7.96,24.08,1.19,0.04,86.25,117.58,15.92,21.95,2,2.86,3.58,4.96,1.19,0.15,0.29,13.61,1.44,3.29,0,277.95,86.71
220890006-1,22,089,0006-1,854.76,249.11,14.11,6.31,3.14,1.09,3.04,443.31,130.78,86.87,80.33,53.05,14.76,17.01,3.94,0.07,75.34,108.15,19.92,17.47,7.22,2.2,1.37,4.3,0.05,1.05,1,6.28,3.3,1.14,0,338.63,116.42
220890006-2,22,089,0006-2,998.72,220.12,32.08,8.84,6.81,4.85,3.99,559.62,190.72,82.07,75.02,56.99,21.53,30.23,1.11,2.9,59.55,97.2,18.76,8.24,3.99,2.01,4.83,6.85,1.94,2.91,0.98,5.96,3.91,0.98,0,424.41,77.97
220890006-4,22,089,0006-4,217.71,113.5,4.26,3.9,1.05,1.02,4.77,99.9,34.94,30.44,19.97,9.34,5.04,5.17,3.78,0.99,25.38,53.26,6.88,13.3,0.06,2.85,0.08,1.99,0.97,0.05,0.02,3.86,0.06,0.02,0,79.94,43.54
220890006-6,22,089,0006-6,40,190,4,2,0,0,0,16,3,1,7,5,1,0,0,0,55,48,24,16,1,3,0,0,0,0,0,6,0,1,0,16,72
220890006-7,22,089,0006-7,317.85,122.88,16.26,6.64,4.66,0.66,0,165.97,43.18,21.59,49.88,18.95,5.64,6.3,0,0,43.83,60.44,10.6,11.64,0,0,0.66,6.32,1,0.66,0,2.66,0,1,0.66,123.91,42.86
220890006-8,22,089,0006-8,156.15,43.12,11.74,2.36,1.34,0.34,1,101.03,18.82,12.41,17.12,12.05,1.36,2.7,1,0,12.17,21.56,3.4,4.36,0,0,0.34,1.68,0,0.34,0,0.34,0,0,0.34,70.09,10.14
220890007-1,22,089,0007-1,77.23,23.66,0.93,0.23,0.7,0.23,0.23,34.56,12.76,9.04,10.67,2.32,3.25,1.62,0,0,4.41,11.13,4.41,0.46,0.46,0,0,1.16,0.23,0,0,1.62,0,0.23,0,27.83,7.65
220890007-2,22,089,0007-2,1159.42,176.26,31.14,8.3,8.39,0,0.16,554.42,226.12,93.29,152.45,46.54,20.72,41.38,1.15,1.15,58.55,96.78,4.51,13.53,1.31,0,0,3.55,2.31,1.61,0,8.86,3.31,1,1,518.78,57.96
220890007-3,22,089,0007-3,1029.53,193.04,44.87,12.7,7.62,0,0.85,541.01,193.04,94.83,106.68,41.49,20.32,40.64,0.85,0.85,74.51,86.36,13.55,19.47,1.69,0,0,8.47,1.69,3.39,0,10.16,1.69,0,0,438.57,104.14
220890007-4,22,089,0007-4,264.25,375.39,10.5,3.7,2.47,0,0,151.27,56.8,18.52,22.23,14.2,5.56,7.41,0,0,109.28,106.19,43.84,33.96,2.47,1.23,3.7,3.09,3.09,0,0.62,9.26,0.62,2.47,0,108.05,116.69
22089ZZZZZZ,22,089,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220910001-1,22,091,0001-1,401,399,9,4,3,6,6,202,49,65,8,39,10,3,1,0,139,164,19,19,1,0,1,0,2,0,4,50,0,2,0,226,211
220910001-2,22,091,0001-2,15,32,0,0,1,0,0,16,2,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,0,0,1,1,1,0,0,5,9
220910002-1,22,091,0002-1,32.36,586.46,4.9,3.92,0,3.92,0,26.48,17.65,4.9,4.9,13.73,0.98,0.98,0.98,0,186.33,215.75,32.36,32.36,5.88,5.88,0,1.96,0,0.98,2.94,8.83,0,1.96,0,26.48,317.75
220910002-2,22,091,0002-2,149,169,2,1,0,0,0,99,14,17,5,10,2,1,2,0,53,72,8,10,2,0,1,0,0,0,0,12,3,1,0,79,76
220910003-1,22,091,0003-1,216.56,489.77,3.65,2.74,3.65,0,3.65,100.51,23.76,35.64,18.27,28.33,13.71,3.65,0,0,140.72,230.26,29.24,19.19,2.74,10.96,0,0.91,0,0,3.65,15.53,0,0.91,0,111.48,232.09
220910003-2,22,091,0003-2,36,91,1,0,0,0,0,16,2,3,0,8,0,0,0,0,37,39,9,5,0,0,1,1,0,0,0,2,0,0,2,15,55
220910004-1,22,091,0004-1,421.67,540.56,4.54,1.82,3.62,0,2.72,236.63,42.64,52.58,31.73,37.17,8.18,5.44,0.01,0,182.01,249.92,14.49,19.92,1.81,2.72,2.72,5.44,4.53,0.91,0.91,17.21,2.72,6.34,1.81,203.95,261.67
220910004-2,22,091,0004-2,66,72,1,0,3,0,2,31,13,5,5,8,1,0,0,1,32,31,5,2,0,0,0,0,0,0,0,2,1,0,0,37,43
220910005-1,22,091,0005-1,236,696,7,3,0,3,4,119,33,29,11,31,12,6,0,0,211,273,55,26,7,5,5,5,1,3,0,19,1,3,1,121,262
220910006-1,22,091,0006-1,587,133,8,1,1,2,0,252,43,56,28,42,11,1,0,1,42,76,4,3,1,0,1,0,1,1,1,128,6,1,1,267,77
220910006-2,22,091,0006-2,272,30,1,0,2,1,0,106,39,40,22,18,5,2,1,0,21,16,0,0,1,0,0,1,0,0,0,20,0,1,0,118,13
22093000001,22,093,000001,60.32,340.95,1.01,3,0,2,0,34.71,11.9,1.31,3.79,8.5,0.19,3,0,0,159.03,72.58,24.87,28.5,0,0,0,4,2,0,2,5.1,0.19,0,0,15.42,122.65
22093000002,22,093,000002,298.79,192.11,4.93,0.47,1.7,0.7,1.41,150.7,44.77,28.59,33.71,20.98,5.14,2.58,0.47,0.23,75.49,58.49,17.8,19.98,1.88,3.41,1.64,2.41,0.23,0,0,4.6,1.79,0.7,0.94,158.53,80.19
22093000003,22,093,000003,675.07,477.07,16.08,1.53,2.29,2.29,4.59,336.24,97.49,66.21,72.58,51.57,10.68,8.42,1.53,0.76,192.57,142.01,45.33,51.54,6.12,4.59,5.35,4.59,0.76,0,0,10.31,3.02,2.3,3.06,339.58,210.25
22093000004,22,093,000004,371,260,7,4,1,0,2,193,32,45,20,42,12,4,0,0,121,71,24,16,4,2,0,2,0,1,0,4,0,0,0,197,93
22093000005,22,093,000005,262,259,1,3,3,0,0,155,44,20,15,15,4,4,3,0,92,95,22,12,2,3,2,4,0,0,1,4,2,0,0,118,84
22093000006,22,093,000006,674,400.68,8,6,0,2,2.28,394.96,126.4,57,52,33.84,13,4.12,0,0,154.32,140.48,43,34.24,3,3.4,2,5.84,1,0,0,6.4,0.56,2,0,372.28,199.48
22093000007,22,093,000007,3,447.32,0,0,0,0,0.72,5.04,6.6,1,0,2.16,0,2.88,0,0,187.68,107.52,55,32.76,2,3.6,0,2.16,1,0,0,4.6,1.44,0,0,1.72,145.52
22093000008,22,093,000008,659,171,8,0,1,1,1,350,86,51,59,47,11,10,0,0,67,96,14,16,0,8,0,1,0,0,0,5,3,0,2,223,81
22093000009,22,093,000009,900.29,90.25,9.01,6,0,0.06,0.05,477.74,139.52,90.02,57.2,39.09,10.08,7,0,0,60.41,56.07,7.42,11.4,0,0.02,0.03,1.02,0,2.01,0,6.11,3.04,3.01,0,411.82,63.57
22093000010,22,093,000010,174.33,167.43,0,0,0,3.94,2.95,121.14,31.52,6.89,15.76,5.91,3.94,0.98,0,0,57.12,47.28,17.73,15.76,0,0.98,1.97,0.98,0,0.98,0,4.92,1.97,0,0,58.11,62.05
22093000011,22,093,000011,114.44,240.83,3.33,0.11,0.13,0,0.04,73.86,27.44,4.58,6.06,6.25,4.27,0.14,0.06,0.02,83.66,56.5,21.27,23.21,0.03,0.01,0.01,1.13,0,0,0,5.06,1.99,1.99,0,65.29,95.35
22093000012,22,093,000012,65,360,0,2,0,0,3,31,12,13,4,5,1,1,0,0,124,103,21,33,0,1,0,1,1,1,0,7,2,2,0,37,177
22093000013,22,093,000013,30.42,707.86,4.37,3.37,1,0,1.76,29.91,14.64,0.38,0.38,1.38,2,0.13,0.13,0,375.21,147.63,43.26,36.37,3.75,3.63,0.25,3.63,0.13,0.13,0.13,10.37,2.99,0,0,14.78,345.99
22093000014,22,093,000014,44.51,552.43,2.62,2.62,0,0,5.24,41.02,18.33,2.62,2.62,2.62,0,0.87,0.87,0,233.89,137.02,43.64,30.54,5.24,4.36,1.75,4.36,0.87,0.87,0.87,9.6,0,0,0,26.18,266.18
22093000015,22,093,000015,70.69,287.12,0,0,0,1.99,1,28.96,22.9,4,4.96,3.96,0.99,0,0,0,139.56,81.66,16.99,10.96,0,1,0,0,0,0,0,5,0,0.99,0,42.86,161.41
22093000016,22,093,000016,158.95,634.87,10.57,2.27,2.27,0.01,0,114.69,28.28,9.82,12.86,11.35,1.52,2.51,2.27,0,233.9,186.26,38.5,37.77,3.78,3.78,0,2.51,2.27,0.76,0,10.06,2.27,1.76,0,97.95,298.74
22093000017,22,093,000017,371.02,312.23,9,8,3,0,2,230.02,38.01,19,25,23,11,0,0,0,127.1,108.06,27.02,26.01,2,3,2,1,3,2,1,6,2,1,0,166.01,161.11
22093000018,22,093,000018,377.58,256.31,8.27,0.92,2.76,0,3.67,220.48,47.77,24.8,15.62,29.4,10.11,5.51,0.92,0,139.64,84.52,22.97,4.59,0.92,0,1.84,0.92,0.92,0,0,4.59,0,0,0,201.19,170.87
22093000019,22,093,000019,123.35,242.01,4.43,0.73,3.73,0,1,82.35,29.82,3.18,4.18,3.69,1.49,1.49,0.73,0,90.54,79.07,15.51,13.27,1.22,1.22,0,0.49,0.73,0.24,0,2.94,0.73,1.24,0,72.19,119.85
220950001-1,22,095,0001-1,116.03,19.47,0.19,0.17,0.02,0.03,0.14,47.24,8.51,13.06,11.49,12.7,0.19,2.15,0.07,0,17.47,9.8,0.43,2.31,0.02,0.05,0.03,0.05,0,0,0,0.33,0.05,0,0,57.88,8.68
220950001-2,22,095,0001-2,8.73,598.3,0.97,0.97,0,0,1.94,16.48,1.94,2.91,0,0.97,5.82,3.88,0,0,216.24,141.58,55.27,48.48,3.88,5.82,2.91,0,0,0,0,13.58,1.94,2.91,0,7.76,369.45
220950001-3,22,095,0001-3,37.16,913.13,6.02,4.02,0,0,2.04,28.31,11.04,4.05,8,6.02,4.11,9.07,0,0,313.02,254.63,110.03,45.9,4.07,8.11,7.05,0,4,0,0,19.25,5.04,0.05,0,29.14,466.87
220950001-4,22,095,0001-4,172.66,535.11,5.95,4.93,1,1.71,3.98,98.96,37,22.83,15.34,11.9,7.93,5.01,1.96,0,147.42,189.25,62.09,37.41,2.97,2.98,2,0.98,0,0,2.94,14.88,0.01,0.02,1.96,88.12,268.43
220950001-5,22,095,0001-5,75.84,383.36,6.51,2.35,0.79,1.33,6.77,49.51,13.93,10.16,3.18,13.93,1.62,2.87,0.05,0,111.06,115.48,50.23,26.76,2.99,0.2,2.33,0.14,2,0.1,1.42,6.53,1.43,2.1,0.02,33.14,155.63
220950002-1,22,095,0002-1,432.46,275.11,10.57,3.84,0.96,0,3.84,220.18,53.05,52.76,37.77,45.07,10.57,7.69,1.92,0,128.76,75.82,25.94,12.49,0,0,0.96,2.88,0.96,0,0.96,6.73,0,0.96,1.92,174.92,129.25
220950002-2,22,095,0002-2,373.88,734.26,7.5,7.18,0.38,5.02,6.54,211.61,55.02,32.83,19.05,37.15,5.77,10.09,3.08,0,230.83,192.5,64.14,76.43,6.05,11.36,7.06,4.82,5.4,2,2.4,19,3.68,5.04,2.08,197.14,256.52
220950002-3,22,095,0002-3,362.16,287.55,6.04,2.03,0.71,1.98,4.65,198.93,51.77,35.07,17.84,32.72,0.77,9.45,0,0,105.88,96.06,34.99,21.21,3.99,2.65,1.98,3.36,2.64,0.01,2.64,5.3,1.32,0,0,235.22,170.95
220950002-4,22,095,0002-4,599.49,74.07,8.89,3.95,3.95,0,2.96,296.29,67.16,52.34,52.34,75.06,8.89,17.78,0,0,37.53,30.62,5.93,9.88,2.96,0.99,0,4.94,0,0.99,0,1.98,0,0,0,341.72,58.27
220950003-1,22,095,0003-1,154.47,389.23,3.42,5.85,0.34,1,0.25,113.02,23.05,14.88,2.27,9.37,2.59,5.51,0.08,0,159.21,110.77,36.5,20.42,2.76,4.42,0.85,1.34,1,1.25,0.17,7.95,0.25,0.25,0,117.4,179.39
220950003-2,22,095,0003-2,138.38,1478.55,7.42,6.49,3.93,1.67,10.8,101.57,37.72,22.08,4.57,15.19,6.71,8.23,0.15,0,464.47,474.72,159.89,97.25,9.68,8.74,8.49,7.6,1,0.45,6.97,18.77,1.12,4.45,0,62.27,620.41
220950003-4,22,095,0003-4,228.2,808.87,4.66,8.92,3.13,0,2.6,135.8,32.94,30.29,15.15,27.06,6.72,6.57,0.73,0,230.51,267.26,105.04,54.29,7,4.46,7.54,3.73,0.59,2.4,1.47,18.86,2.6,2.2,0.2,112.64,291.6
220950004-1,22,095,0004-1,51.57,68.94,0.09,1.06,0.02,0.02,2.86,34.7,2.75,4.16,1.22,4.18,0.02,1.02,0,0.06,24.42,24.5,9.4,3.05,0,1.02,0.06,0.02,0.33,0,0,1.96,0.02,1.94,0,26.94,25.35
220950004-2,22,095,0004-2,241.7,318.78,4.01,6.42,0.8,0,1.61,128.48,26.5,21.68,16.86,26.5,6.42,8.83,0,0,83.51,107.6,57.01,29.71,1.61,3.21,0.8,3.21,2.41,0.8,0,8.03,1.61,0,0.8,126.87,114.02
220950004-3,22,095,0004-3,68,618,8,12,1,0,0,42,19,9,1,11,4,5,0,0,233,185,64,42,3,5,1,3,1,1,0,6,5,4,0,35,241
220950005-1,22,095,0005-1,324.43,344.16,8.39,2.61,2.27,1.58,3.58,189.31,63.81,27.35,23.22,15.25,3.97,9.63,2.14,1.24,110.01,124.22,49,21.92,3.15,1.77,2.18,3.63,0.6,0,0.85,4.07,2.68,0,0,167.13,150.5
220950005-4,22,095,0005-4,972.65,712.99,23.18,7.12,2.68,2.01,4.04,529.42,159.69,89.43,93.56,55.52,15.55,24.31,1.74,1.15,231.48,275.64,84.21,50.55,9.79,4.43,7.47,8.81,0.57,0,1.18,8.34,9.18,2.87,0.02,517.34,312.27
220950005-7,22,095,0005-7,240.02,97.01,6,1,0,0,0,106.01,34,25,34,18,5,8,0,0,26,46.01,12,7,1,0,0,1,1,0,0,5,1,0,0,102.01,37.01
220950005-8,22,095,0005-8,264.24,174.63,5.81,3.28,1.76,0.76,1.7,159.63,41.86,21.88,21.14,12.61,1.76,9.1,0,3.28,52.38,72.58,22.54,11.31,0,0.76,2.28,0.76,0,0,0,2.82,0.76,1.06,0,163.72,80.85
220950006-1,22,095,0006-1,303.3,401.82,11.85,2.54,1.85,3.65,1.9,181.68,40.26,37.07,25.79,18.09,5.86,9.6,3.01,0.14,112.52,137.95,52.03,30.61,2.41,2.85,1.94,3.05,0.6,0,0.6,8.26,1.85,2.41,0,161.37,172.14
220950006-3,22,095,0006-3,83.91,808.51,2.31,4.32,0.5,1.1,5.21,60.71,18,6.2,6.18,3.71,6.5,2.61,0.49,0,251.85,238.2,109.16,79.04,0.11,3.7,5.3,1.3,3.1,0,1,10.81,5,1,0,34.74,313.73
220950006-4,22,095,0006-4,185.63,997.64,8.6,10.71,2.24,2.44,4.28,121.21,35.08,18.57,14.3,14.81,5.23,13.74,1.99,0.14,294.61,345.46,115.38,87.29,4.59,4.23,4.32,3.04,0.4,0,0.4,10.81,2.24,2.59,0,102.99,416.76
220950007-2,22,095,0007-2,629.52,392.7,14.93,4.17,4.14,1.21,2.17,348.88,128.24,59.58,35.96,29,6.24,13.28,0.03,1.03,138.1,151.09,51.14,28.69,4.24,1.24,1.03,5.21,1.17,0,0.03,7.24,1.1,1.03,0.03,374.91,184.37
