GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREILAR,G20PREIPIE,G20PREOWRI,G20DELDNOR,G20DELLHYN,G20DELGSTR,G20DELSMUS,G20DELIFRA,G20DELIKRU,G20DELILOW,G20DELICHE,G20DELOWRI,G20COUDWHI,G20COURPIC,G20COULBIS,G20COUGWIL,G20COUIHEN,G20COUIORA,G20COUILAZ,G20COUIGOO,G20COUIBAT,G20COUIPAL,G20COUIGAR,G20COUILEW,G20COUIJAY,G20COUIBAR,G20COUIHOW,G20COUIMER,G20COUIHE2,G20COUIPAD,G20COUIGUR,G20COUISCR,G20COUISIL,G20COUICRI,G20COUIMUR,G20COUIROG,G20COUOWRI,G20USSDSTR,G20USSRWEI,G20USSGORY,G20USSOWRI,G20HALDOWO,G20HALGROB,G20HALISYE,G20HALOWRI
110010078061000,17.4,0.8,0.1,0.1,0.1,0.1,0.1,16.2,0.2,0.3,0.4,0.3,0.1,0.2,0.1,0.1,7.8,0.3,0,0.5,2.6,6.9,1.2,2.5,1,0.2,0.6,0.3,0,0.3,0.9,0.3,0.4,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.1,14.5,0.7,1.8,0.1,13.7,2.5,0.7,0.1
110010078092007,20,0.6,0.1,0.1,0.1,0.1,0.1,18.5,0.2,0.2,0.3,0.5,0.1,0.3,0.2,0.1,9.1,0.3,0.1,0.4,2.7,7.4,1,2.9,1.4,0.5,0.7,0.4,0,0.3,0.7,0.1,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.1,16.8,0.7,2.1,0.1,15.7,2.5,0.7,0.1
110010078062005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077032000,9,0.3,0,0.1,0,0,0,8.4,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,4.4,0.1,0,0.2,1,3.6,0.4,1.2,0.5,0.1,0.2,0.2,0,0.1,0.2,0.1,0.2,0.1,0.2,0,0.2,0,0.1,0.1,0.1,7.6,0.2,0.8,0.1,7.3,0.9,0.3,0.1
110010096033002,20.9,0.5,0.1,0.1,0.1,0.1,0.1,19.3,0.1,0.2,0.4,0.4,0.1,0.2,0.2,0,9.9,0.3,0.1,0.5,2.9,8,1.2,2.5,1.2,0.3,0.4,0.4,0,0.3,0.8,0.2,0.3,0.1,0.4,0.3,0.3,0.1,0.2,0.1,0.1,17.3,0.6,1.8,0.1,16.4,2.3,0.6,0.1
110010096032002,18,0.4,0.1,0.1,0.1,0,0.1,16.7,0.1,0.2,0.4,0.4,0.1,0.2,0.2,0,8.6,0.3,0.1,0.4,2.5,6.9,1,2.1,1,0.3,0.3,0.4,0,0.3,0.7,0.2,0.3,0.1,0.3,0.2,0.3,0.1,0.1,0.1,0.1,14.9,0.6,1.5,0.1,14.1,2,0.6,0.1
110010096032003,107.9,2.4,0.3,0.5,0.6,0.3,0.5,99.9,0.6,1,2.2,2.2,0.4,1.2,0.9,0.1,51.4,1.8,0.3,2.4,14.8,41.6,6.2,12.8,6,1.5,2,2.2,0.2,1.8,4.3,1,1.6,0.7,1.9,1.5,1.6,0.6,0.9,0.4,0.5,89.4,3.3,9.1,0.7,84.7,12.1,3.3,0.6
110010096032009,53.2,1.2,0.2,0.3,0.3,0.1,0.3,49.3,0.3,0.5,1.1,1.1,0.2,0.6,0.4,0.1,25.3,0.9,0.2,1.2,7.3,20.5,3.1,6.3,3,0.8,1,1.1,0.1,0.9,2.1,0.5,0.8,0.3,1,0.7,0.8,0.3,0.4,0.2,0.3,44.1,1.7,4.5,0.4,41.8,6,1.7,0.3
110010096031000,504.4,11.1,1.6,2.4,2.6,1.3,2.4,467.1,2.6,4.5,10.1,10.3,1.9,5.6,4.2,0.5,240,8.2,1.6,11.1,69.1,194.5,29.1,59.9,28.1,7.2,9.3,10.1,0.8,8.2,20.1,4.5,7.4,3.2,9,6.9,7.7,2.9,4,1.9,2.4,417.8,15.6,42.4,3.4,395.8,56.4,15.6,2.6
110010010012010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010005012002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010087011010,6,0.2,0,0,0,0,0.1,5.3,0.1,0.1,0.2,0.1,0.1,0.1,0,0,2.6,0.2,0.1,0.2,1.6,1.3,1.3,1,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,4.9,0.4,0.7,0.1,4.8,0.6,0.4,0.1
110010078031010,61.4,2.2,0.2,0.6,0.3,0.2,0.7,57.5,0.4,0.7,1.3,1.4,0.3,1,0.7,0.2,30.8,1,0.3,1.7,6.6,23.1,3.5,8,4,1.1,1.4,1.3,0.2,1,2.4,0.9,1.4,0.6,1.2,1.2,1.3,0.3,0.4,0.2,0.6,51.7,1.7,6.2,0.6,49.9,7.2,2.4,0.4
110010021024008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010021024009,137,5.5,0.7,0.8,0.2,0.1,0.9,122.8,2.1,2.3,3.3,3.8,1.3,1.6,1.5,1,69.2,3.6,0.9,3.4,28.3,35.8,23.3,20,8.4,6.7,5.7,5.5,0.8,1.8,2.1,1.9,1.5,1.1,1.9,1.1,0.8,1.5,0.8,0.7,1.1,112.3,5.5,14.6,1.3,111.6,12.1,6.9,1.2
110010095081004,214.5,6.6,1,1.3,0.5,0.2,1.3,196,2.9,2.5,4.8,4.6,1.7,2.7,2.2,0.9,108.4,4.4,1.6,4.4,42.3,73.5,27.9,34.1,17.8,7.2,7.9,5.9,1.6,2.8,3.5,2.8,4.6,1.5,2.5,1.8,1.6,1.1,0.7,1.6,0.9,181.6,7.8,20.1,1.4,172,17.7,10.9,1.6
110010095052020,7.6,0.3,0,0.1,0,0,0,6.9,0.1,0.1,0.2,0.2,0,0.1,0.1,0,4.1,0.2,0.1,0.2,1.5,2.2,1.1,1.2,0.4,0.3,0.3,0.2,0,0.1,0.1,0,0.1,0,0.2,0.1,0.1,0,0,0.1,0.1,6.3,0.2,0.7,0.1,5.9,0.8,0.3,0.1
110010055003009,47.3,6.1,0.6,0.2,0.1,0,0.7,39.4,3.5,0.8,1.2,1.5,1.7,0.9,0.5,0.3,20.8,6.7,1.8,1.8,14.2,2.5,8.7,11.2,2.1,3,1.1,0.9,1.2,1,0.5,0.7,0.8,0.6,0.2,0.5,0.5,0.4,0.6,0.3,0.3,35.8,8.1,4.1,0.4,35,2.8,6.1,0.7
110010108001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010055001015,1.8,0.2,0,0,0,0,0,1.5,0.1,0,0,0.1,0,0,0,0,0.8,0.2,0.1,0.1,0.6,0.1,0.5,0.4,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1.4,0.2,0.2,0,1.3,0.1,0.2,0
110010055005001,114.3,10.8,1.4,0.5,0.3,0.1,1.1,97.7,6.6,2.1,2.9,3.4,2.9,2,1.3,1,49.5,10.3,3.7,5,37.6,7.8,29.2,25.4,6,5.8,3.4,1.7,3,3.3,0.7,2.4,1.3,1.7,0.5,1.1,0.7,1.3,0.4,0.7,1.1,87.8,13.7,11.2,1.6,86.1,7.6,12.3,2.3
110010107002020,16.8,1.3,0.1,0.1,0,0,0.2,14.5,0.9,0.2,0.3,0.4,0.4,0.2,0.2,0.1,7.6,1.4,0.6,0.6,4.8,1.4,3.6,3.2,0.9,1,0.5,0.3,0.3,0.4,0.2,0.4,0.2,0.4,0.1,0.1,0.1,0.2,0.1,0.1,0.1,13.2,1.9,1.3,0.2,12.8,1.1,1.6,0.3
110010107001015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010107001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010108001001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010108002009,43.2,3.9,0.4,0.4,0.2,0,0.7,34.9,2.3,0.8,1.7,1.4,1.3,0.9,0.6,0.6,19.1,4,1.7,2.5,10.4,2.1,8.5,6.5,4,2.4,1.8,1.7,0.4,2.4,0.8,0.9,0.4,0.2,0.2,0.4,0.4,0.9,0.1,0.5,0.5,32.3,5.5,5.8,0.4,34.4,3.2,4.4,1.1
110010107001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010107001014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010012004011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010011001021,22.7,1.6,0.2,0.1,0,0,0.2,19.7,0.9,0.5,0.3,0.4,0.5,0.3,0.2,0.3,8.1,1.9,0.4,0.8,7.9,1.6,7.2,7.3,1,1.7,0.5,0.3,0.6,0.4,0.2,0.7,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,17.2,2.2,1.9,0.3,15.1,1.6,1.9,0.5
110010006004006,43.7,2.6,0.2,0.2,0.1,0,0.5,37.3,1.6,1.1,0.7,1.3,0.7,0.6,0.3,0.5,13.4,2.9,0.6,1.4,16.9,2.2,14.2,14.7,1.9,3.1,0.9,0.9,1.7,0.7,0.2,0.9,0.5,0.5,0.1,0.2,0.1,0.3,0.1,0.3,0.3,31.7,4,4.1,0.7,27.6,3.5,4.5,0.8
110010006001005,32,1.9,0.1,0.1,0.1,0,0.4,27.3,1.2,0.8,0.5,1,0.5,0.5,0.2,0.4,9.8,2.1,0.5,1,12.4,1.6,10.4,10.8,1.4,2.3,0.7,0.6,1.3,0.5,0.2,0.6,0.4,0.3,0,0.1,0.1,0.2,0.1,0.2,0.2,23.2,3,3,0.5,20.2,2.6,3.3,0.6
110010110004001,276,17.8,2.5,1.9,0.5,0.6,2.2,245.6,10.6,6.3,4.9,5.7,5.7,4,2.8,1.6,124,17.9,4,10.9,73.8,54.8,52.5,49.9,15.2,13.2,8.3,6.8,11,4.5,3.9,5.4,4.3,3.5,1.9,2.6,2.2,2.2,1.7,1.9,1.7,220.3,22.8,30.3,2.4,208.3,27.8,20.1,4
110010074031001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010056002002,1.2,0.2,0,0,0,0,0,1,0.1,0,0,0.1,0,0,0,0,0.5,0.2,0,0.1,0.4,0.1,0.2,0.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.2,0.1,0,0.8,0.1,0.1,0
110010013011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095042005,32.1,1.3,0.1,0.2,0.1,0,0.2,29.6,0.4,0.4,0.4,0.8,0.2,0.5,0.2,0.2,16.4,1,0.1,0.7,6.3,11.6,5.2,5.9,1.7,1.1,0.9,0.8,0.2,0.3,0.6,0.3,0.5,0.2,0.2,0.2,0.3,0.1,0.1,0.2,0.2,27.3,1.3,2.9,0.3,24.9,2.9,1.7,0.3
110010074072005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074072000,29.6,1.4,0.1,0.1,0.2,0.2,0.2,27.8,0.4,0.2,0.4,0.7,0.2,0.5,0.3,0.2,14.1,0.8,0.2,0.4,4,10.8,1.4,4.7,2.5,0.4,0.8,0.5,0.1,0.4,0.7,0.2,0.4,0.2,0.5,0.4,0.6,0.2,0.4,0.1,0.2,25.1,1.4,3,0.2,24.9,2.7,1.5,0.2
110010069001012,54,3.4,0.5,0.3,0.2,0.1,0.7,47.8,2.3,1.4,1,1.1,1,1,0.4,0.5,22.6,3.4,1.1,1.6,17.4,7.7,13.5,9.1,3.1,2.4,1,1.4,5.6,0.8,0.8,1.1,0.8,0.7,0.7,0.4,0.3,0.4,0.3,0.4,0.4,42.6,4.8,5.8,0.9,40.3,4.4,4.8,1.4
110010069002006,137.9,8.7,1.2,0.7,0.4,0.3,1.8,122,6,3.5,2.6,2.8,2.5,2.6,1,1.4,57.6,8.6,2.9,4.2,44.3,19.7,34.4,23.3,8,6.1,2.5,3.5,14.2,2.1,2,2.7,1.9,1.7,1.7,1,0.8,1,0.7,1,1.1,108.9,12.3,14.9,2.3,103,11.4,12.3,3.5
110010071001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076015025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076015017,56.3,2.1,0.2,0.3,0.4,0.1,0.5,51.9,0.7,0.9,1,1.4,0.2,1,0.9,0.1,26.5,1.4,0.5,1.4,7,23.6,2.9,7.6,4.2,0.8,1.1,1.3,0,1.1,1.4,0.8,1,0.1,1.6,0.8,0.9,0.2,0.4,0.2,0.4,46.9,2.5,5.4,0.3,45.7,5.3,3,0.3
110010075041002,14.4,0.6,0,0.1,0.1,0.1,0.1,13.4,0.2,0.1,0.2,0.3,0.1,0.3,0.3,0.1,6.8,0.3,0.1,0.4,2.2,5.3,0.9,2.1,1.4,0.1,0.4,0.2,0.1,0.2,0.5,0.1,0.1,0.1,0.2,0.2,0.2,0,0.2,0.2,0.1,12,0.5,1.7,0.1,11.8,1.7,0.5,0.2
110010071001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078092014,41.3,1.3,0.2,0.2,0.1,0.1,0.3,38.3,0.5,0.4,0.5,1,0.2,0.5,0.3,0.1,18.8,0.7,0.2,0.8,5.7,15.3,2,5.9,2.9,1.1,1.4,0.7,0.1,0.6,1.5,0.3,0.7,0.3,0.9,0.5,0.5,0.3,0.4,0.3,0.2,34.7,1.4,4.4,0.2,32.6,5.1,1.5,0.2
110010017022010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010028011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010044001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010044002003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010044002016,87.9,4.7,0.5,0.3,0.3,0,0.8,75.2,2.9,2.1,1.7,2.3,1.4,1.8,0.8,0.8,36,5.1,1,3.1,27.6,9.4,20.1,22,5.4,4.1,2.1,1.7,1,1.9,0.5,1.8,1.2,3.5,0.6,1,0.6,0.6,0.6,0.6,0.3,71.4,7.1,8.1,0.5,68,6.9,7.1,1.4
110010049011001,71.6,2.4,0.4,0.4,0,0,0.7,64.2,1.3,1,1.3,1,1.2,1,0.5,0.8,26.6,2,0.8,1.5,19,12.7,14.1,11,3.9,2.6,1.9,1.9,0.2,1.4,1.8,0.9,0.7,13.2,1,0.3,0.3,0.9,0.2,0.2,0.8,58.3,4,6.6,1,55.1,6,4.3,1
110010049012002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010034002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010048011017,161,6.8,0.8,0.3,0.4,0.4,1.3,143.3,5,2.2,3.3,2.9,2.8,2,1.2,0.7,69.2,6.8,2.8,4.5,42.7,27.5,31.7,26.9,8.9,5.6,5.2,2.8,2.2,2.8,2.4,2,1.8,13.7,1.3,1.4,1.1,1,1.1,0.8,1,132.6,10.4,14.6,1.3,129.1,11.8,10.2,1.7
110010048011000,18.7,0.6,0.1,0.1,0,0,0.2,16.7,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.2,6.9,0.5,0.2,0.4,5,3.3,3.7,2.9,1,0.7,0.5,0.5,0.1,0.4,0.5,0.2,0.2,3.5,0.2,0.1,0.1,0.2,0,0.1,0.2,15.2,1,1.7,0.2,14.4,1.6,1.1,0.3
110010034001004,39.6,1.5,0.2,0.3,0,0.1,0.2,35.4,1.1,0.6,1.2,0.6,0.3,0.6,0.3,0.1,16.7,1.8,0.5,1.2,10.5,8.4,6.9,7.7,2.1,1.4,1.4,1,0.5,1,0.9,0.3,0.6,1.3,0.3,0.1,0.4,0.2,0.1,0.2,0.3,31.5,2.3,4.7,0.4,30.6,4.1,2.1,0.3
110010048011008,21.2,0.7,0.1,0.1,0,0,0.2,19,0.4,0.3,0.4,0.3,0.4,0.3,0.1,0.2,7.9,0.6,0.2,0.4,5.6,3.7,4.2,3.3,1.2,0.8,0.6,0.6,0.1,0.4,0.5,0.3,0.2,3.9,0.3,0.1,0.1,0.3,0,0.1,0.2,17.2,1.2,2,0.3,16.3,1.8,1.3,0.3
110010046002002,35.4,1.1,0.3,0.2,0.1,0.1,0.2,31.4,0.9,0.7,0.9,0.8,0.3,0.5,0.4,0.2,15.1,1.2,0.6,1.2,9.8,6.5,8.2,6.9,2.3,1.4,1,1,0.5,0.7,0.5,0.6,0.5,1,0.4,0.3,0.3,0.2,0.1,0.1,0.2,28.8,1.7,4,0.3,26.9,4.1,2.3,0.4
110010023021017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010010015011,33.2,2.9,0.3,0.1,0.1,0,0.3,28.8,1.5,0.8,0.5,1.2,0.8,0.4,0.3,0.3,13.7,3.7,0.7,1.3,11.9,1.8,10.9,9.2,1.4,1.7,0.7,0.4,1,0.4,0.1,0.7,0.4,0.5,0.1,0.1,0.2,0.2,0.1,0.2,0.2,24.9,4,2.8,0.5,21.1,2.5,4.8,0.6
110010010013000,21,1.8,0.2,0.1,0,0,0.2,18.2,0.9,0.5,0.3,0.8,0.5,0.3,0.2,0.2,8.7,2.3,0.4,0.8,7.6,1.1,6.9,5.8,0.9,1.1,0.5,0.3,0.6,0.3,0.1,0.4,0.3,0.3,0,0.1,0.1,0.1,0.1,0.1,0.1,15.7,2.5,1.8,0.3,13.4,1.6,3,0.4
110010011002015,21.3,1.5,0.2,0.1,0,0,0.2,18.5,0.8,0.5,0.3,0.4,0.5,0.3,0.2,0.2,7.6,1.8,0.4,0.7,7.4,1.5,6.8,6.9,0.9,1.6,0.5,0.3,0.5,0.4,0.1,0.6,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,16.1,2.1,1.7,0.3,14.2,1.5,1.8,0.4
110010011002004,55.3,4,0.5,0.2,0.1,0.1,0.5,48.1,2.1,1.3,0.8,1,1.3,0.8,0.4,0.6,19.7,4.7,0.9,1.9,19.2,4,17.6,17.8,2.4,4,1.3,0.8,1.4,0.9,0.4,1.6,0.7,0.6,0.2,0.2,0.2,0.4,0.2,0.2,0.5,41.9,5.3,4.5,0.7,36.9,4,4.7,1.1
110010011002018,31.9,2.3,0.3,0.1,0.1,0,0.3,27.7,1.2,0.8,0.5,0.5,0.7,0.4,0.2,0.4,11.4,2.7,0.5,1.1,11.1,2.3,10.2,10.3,1.4,2.3,0.7,0.4,0.8,0.5,0.2,0.9,0.4,0.4,0.1,0.1,0.1,0.2,0.1,0.1,0.3,24.2,3.1,2.6,0.4,21.3,2.3,2.7,0.7
110010010012008,21.7,1.9,0.2,0.1,0,0,0.2,18.8,1,0.5,0.3,0.8,0.5,0.3,0.2,0.2,8.9,2.4,0.4,0.9,7.8,1.2,7.1,6,0.9,1.1,0.5,0.3,0.6,0.3,0.1,0.5,0.3,0.3,0,0.1,0.1,0.1,0.1,0.1,0.1,16.3,2.6,1.8,0.3,13.8,1.6,3.1,0.4
110010010012000,29.1,2.5,0.3,0.1,0,0,0.3,25.3,1.3,0.7,0.4,1.1,0.7,0.4,0.3,0.3,12,3.2,0.6,1.2,10.5,1.6,9.6,8.1,1.3,1.5,0.6,0.4,0.8,0.4,0.1,0.6,0.4,0.4,0,0.1,0.2,0.2,0.1,0.2,0.2,21.8,3.5,2.5,0.4,18.5,2.2,4.2,0.5
110010011004021,14.9,1.1,0.1,0.1,0,0,0.1,12.9,0.6,0.4,0.2,0.3,0.3,0.2,0.1,0.2,5.3,1.3,0.2,0.5,5.2,1.1,4.7,4.8,0.6,1.1,0.3,0.2,0.4,0.2,0.1,0.4,0.2,0.2,0,0,0.1,0.1,0,0,0.1,11.3,1.4,1.2,0.2,9.9,1.1,1.3,0.3
110010010012011,50.1,4.3,0.5,0.2,0.1,0,0.5,43.5,2.3,1.2,0.7,1.8,1.2,0.6,0.5,0.4,20.7,5.5,1,2,18,2.7,16.5,14,2.2,2.5,1.1,0.6,1.4,0.6,0.1,1,0.6,0.7,0.1,0.2,0.3,0.3,0.1,0.3,0.3,37.6,6,4.3,0.7,31.9,3.8,7.3,0.9
110010010016016,24.6,2.3,0.4,0,0.1,0,0.3,21.1,1.3,0.4,0.3,1.6,0.5,0.4,0.1,0.3,8.7,3.3,0.6,1.2,10.5,1.3,6.8,8.2,1.1,1.3,0.6,0.3,0.7,0.4,0,0.3,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,18.7,3,2.1,0.4,15.7,1.7,3.2,0.7
110010010016021,22.4,2.1,0.3,0,0.1,0,0.2,19.2,1.2,0.4,0.3,1.4,0.5,0.4,0.1,0.2,7.9,3,0.5,1.1,9.6,1.2,6.2,7.5,1,1.1,0.5,0.3,0.6,0.3,0,0.3,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,17.1,2.8,1.9,0.4,14.4,1.6,2.9,0.6
110010098011009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010109002043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095053006,56.4,2.2,0.2,0.2,0.2,0.1,0.5,51.9,0.8,0.8,1,1.3,0.2,0.8,0.5,0.1,29.5,1.5,0.4,1.2,8.6,19.6,6.4,9,3.8,1.9,2.3,2,0.1,1,0.8,0.5,0.8,0.4,1.2,0.4,0.2,0.4,0.1,0.3,0.3,47.5,2.2,4.7,0.3,45.7,4.7,2.6,0.4
110010095053001,34.2,1.3,0.1,0.1,0.1,0.1,0.3,31.4,0.5,0.5,0.6,0.8,0.1,0.5,0.3,0.1,17.9,0.9,0.3,0.7,5.2,11.9,3.9,5.5,2.3,1.2,1.4,1.2,0.1,0.6,0.5,0.3,0.5,0.2,0.7,0.3,0.1,0.3,0.1,0.2,0.2,28.8,1.3,2.8,0.2,27.7,2.8,1.6,0.2
110010095082005,300.6,9.3,1.4,1.9,0.7,0.2,1.8,274.7,4,3.4,6.7,6.4,2.4,3.7,3.1,1.2,151.9,6.1,2.2,6.1,59.2,103,39.1,47.8,24.9,10,11,8.3,2.2,4,4.9,4,6.4,2.1,3.5,2.5,2.2,1.6,1,2.2,1.3,254.5,10.9,28.2,2,241.1,24.8,15.3,2.2
110010095071005,94.8,3.6,0.4,0.4,0.3,0.2,0.9,87.2,1.3,1.4,1.7,2.2,0.4,1.4,0.8,0.2,49.6,2.5,0.7,2.1,14.4,33,10.8,15.2,6.4,3.2,3.9,3.3,0.2,1.6,1.3,0.9,1.4,0.6,2.1,0.7,0.4,0.7,0.2,0.5,0.6,79.9,3.7,7.9,0.5,76.9,7.9,4.3,0.7
110010095041005,82.4,5.4,0.6,1.4,0.3,0.2,0.9,74.1,2.1,1.9,2.2,1.8,0.9,1.8,1.1,0.8,34.6,4.2,0.9,2.4,22.5,21.1,27.2,13.3,5.4,3.7,3.4,1.5,0.8,1.6,1.1,2,1.4,0.9,0.9,0.4,0.7,0.8,0.3,0.8,0.7,65.6,5.9,11.2,1.4,60,10,7.8,1.3
110010095082006,232.7,7.2,1.1,1.5,0.6,0.2,1.4,212.7,3.1,2.7,5.2,5,1.9,2.9,2.4,0.9,117.6,4.8,1.7,4.8,45.9,79.7,30.3,37,19.3,7.8,8.5,6.4,1.7,3.1,3.8,3.1,5,1.6,2.7,2,1.7,1.2,0.8,1.7,1,197,8.5,21.8,1.6,186.6,19.2,11.8,1.7
