GEOID,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16DELDNOR,G16DELLMOU,G16DELGSTR,G16DELOWRI,G16COUDWHI,G16COURCEL,G16COULKLO,G16COUGAIK,G16COUIGRO,G16COUICHE,G16COUOWRI,G16HALDGAR,G16HALOWRI
110010091022027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010093014002,37,1.3,0.5,0.6,1,35.4,1.8,2.1,0.5,31.1,3,1.5,4.3,18.3,3.6,0.5,34.1,1.2
110010093014003,24.4,0.9,0.3,0.4,0.7,23.4,1.2,1.4,0.3,20.5,2,1,2.8,12.1,2.4,0.4,22.5,0.8
110010093014007,48.2,1.7,0.7,0.8,1.3,46.1,2.3,2.8,0.6,40.4,3.9,2,5.5,23.9,4.7,0.7,44.4,1.5
110010093013016,23,0.8,0.3,0.4,0.6,22,1.1,1.3,0.3,19.3,1.9,0.9,2.6,11.4,2.3,0.3,21.2,0.7
110010091021005,123.8,2.7,1.3,1.5,2,118.7,3.7,4.4,1.1,104.1,5.6,4.8,11.3,40.2,14.7,2.1,112.6,2.3
110010093011002,20.6,1.1,0.4,0.5,0.7,19.8,1.2,1.6,0.2,17.6,2.2,1.1,3,10.4,2.1,0.3,19.5,0.7
110010093011010,27,0.5,0.3,0.5,0.6,25.5,1.3,1.3,0.3,23.2,1.5,1.3,3.1,11.7,3.4,0.5,24.9,0.9
110010093013008,24.9,0.4,0.3,0.5,0.5,23.5,1.2,1.2,0.2,21.4,1.4,1.2,2.8,10.8,3.1,0.4,23,0.8
110010093013009,24.9,0.4,0.3,0.5,0.5,23.5,1.2,1.2,0.2,21.4,1.4,1.2,2.8,10.8,3.1,0.4,23,0.8
110010093013024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010093013020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010093013010,9.7,0.2,0.1,0.2,0.2,9.2,0.5,0.5,0.1,8.3,0.5,0.5,1.1,4.2,1.2,0.2,9,0.3
110010094002024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010091021000,5.1,0.1,0.1,0.1,0.1,4.9,0.2,0.2,0,4.3,0.2,0.2,0.5,1.7,0.6,0.1,4.7,0.1
110010091021001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011018,23.1,1.3,0.3,0.4,0.3,22.4,1.2,0.9,0.1,20.4,1.7,1.1,2.2,4.6,3.2,0.4,21.7,0.4
110010109002022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010091022012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010089031013,70.3,1.3,0.5,1.3,0.8,67.9,2.1,2.3,0.3,59.7,2.7,3.5,7.3,17.5,7.3,0.7,63,1.1
110010088031000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076033001,49.3,1,0.3,0.5,0.7,49,1,1,0.2,44.5,1.8,1.2,3.9,11,5.5,0.4,44.5,0.9
110010105002011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008012009,13.9,1.7,0.5,0.1,0.7,12.9,2,1.1,0.3,10.3,3.9,0.9,1.3,6,0.8,0.2,11.5,0.7
110010073011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010072002037,3.6,0.3,0.2,0,0.2,3.3,0.6,0.2,0.1,2.8,0.9,0.4,0.4,1.6,0.4,0.1,3.5,0.2
110010073011129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073042003,44.6,0.6,0.3,0.6,0.5,42.6,0.8,1.4,0.1,39.5,1.4,2.2,4.7,8.9,5.8,1.1,38.9,0.7
110010104001011,0.7,0,0,0,0,0.7,0,0,0,0.6,0.1,0,0.1,0.1,0.1,0,0.6,0
110010098041006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010098033000,28.1,0.6,0.1,0.3,0.4,27.6,0.6,0.7,0.1,25.2,0.8,0.9,2.9,5.2,3,0.3,25.6,0.2
110010104001013,9.7,0.5,0.1,0.1,0.1,9.4,0.5,0.4,0.1,8.5,0.7,0.5,0.9,1.9,1.3,0.2,9.1,0.2
110010074081002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074072008,107.1,1.5,0.6,1.3,0.8,101.9,2.8,2.8,0.6,93.6,3.4,4,9.7,18.3,13.8,1.1,95.6,0.8
110010074071008,4.3,0.1,0,0.1,0,4.1,0.1,0.1,0,3.7,0.1,0.2,0.4,0.7,0.5,0,3.8,0
110010095053010,6.8,0.1,0.1,0.1,0.1,6.6,0.2,0.2,0,5.9,0.3,0.2,0.7,2.1,0.7,0,6,0.1
110010095041015,11.8,0.7,0.3,0.3,0.4,11.4,0.7,0.9,0.1,10.1,1.3,0.6,1.7,6,1.2,0.2,11.2,0.4
110010064002019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010008012002,10.4,1.3,0.3,0.1,0.5,9.6,1.3,0.8,0.1,7.7,2.5,0.7,1,4.6,0.9,0.1,8.8,0.4
110010111003054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078083006,19.7,0.2,0.1,0.2,0.2,19.1,0.4,0.4,0.1,17.4,0.6,0.5,1.5,2.9,2.1,0.3,17.5,0.3
110010111003051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010107002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010050023002,4.2,0.2,0.1,0.1,0.1,3.7,0.4,0.2,0,3.2,0.6,0.3,0.4,1.9,0.2,0,3.6,0.1
110010099012014,113.3,3.3,0.9,3.6,1.9,111.3,3.7,5.3,1.2,107.4,5.4,4.7,10.2,39.3,18,2,108.3,2.6
110010015001035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074011015,0.5,0,0,0,0,0.5,0,0,0,0.4,0,0,0,0.1,0.1,0,0.5,0
110010062021240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010023021027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010096041008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010103001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010041003010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010106002050,64.8,2.9,1.8,0.8,2.4,59.4,6.2,4.1,0.9,52.7,9.8,4.3,6.8,28.9,5.7,0.9,61.3,2.2
110010106002044,83.9,3.8,2.4,1,3.1,76.9,8,5.3,1.2,68.3,12.6,5.6,8.8,37.4,7.4,1.2,79.4,2.8
110010106003002,99.9,4.5,2.8,1.2,3.7,91.5,9.5,6.3,1.4,81.3,15,6.7,10.5,44.5,8.8,1.4,94.5,3.4
110010083011000,110.5,4.9,3.1,1.4,4.1,101.2,10.6,6.9,1.6,89.9,16.6,7.4,11.6,49.2,9.7,1.5,104.6,3.7
110010106003006,132.8,5.9,3.7,1.6,4.9,121.6,12.7,8.3,1.9,108.1,20,8.9,13.9,59.2,11.7,1.9,125.7,4.5
110010081003005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076034008,63.1,1.4,0.3,0.9,0.8,61.8,1,1.9,0.4,55.8,2.2,1.7,5.3,16.1,7,1.1,55.6,1.1
110010076034006,12,0.3,0.1,0.2,0.2,11.7,0.2,0.4,0.1,10.6,0.4,0.3,1,3.1,1.3,0.2,10.6,0.2
110010076033009,27.7,0.6,0.1,0.3,0.4,27.5,0.5,0.6,0.1,25,1,0.6,2.2,6.2,3.1,0.2,25,0.5
110010078031008,45.6,0.8,0.6,0.9,0.7,44.6,1.5,1.2,0,40.3,1.6,1.5,4.9,9,6.8,0.5,42,0.4
110010078061000,14.9,0.3,0.1,0.2,0.1,14.5,0.3,0.3,0,13.2,0.4,0.3,1.2,2.7,1.8,0.2,13.5,0.2
110010078092007,17.5,0.3,0.2,0.2,0.1,17.1,0.3,0.5,0.1,15.4,0.6,0.7,1.8,3.4,2.1,0.1,15.8,0.1
110010078062005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010077032000,8.2,0.1,0,0.1,0.1,8,0.2,0.1,0,7.1,0.3,0.2,0.6,1.3,0.9,0.1,7.3,0.1
110010096033002,17.1,0.2,0,0.3,0.1,16.6,0.3,0.4,0.1,14.8,0.4,0.6,1.9,3.2,2,0.2,14.7,0.2
110010096032002,14.7,0.2,0,0.2,0.1,14.3,0.2,0.3,0.1,12.8,0.4,0.5,1.6,2.8,1.8,0.2,12.7,0.2
110010096032003,88.4,1.2,0.2,1.3,0.5,86.1,1.5,1.8,0.5,76.5,2.2,3.1,9.6,16.7,10.6,0.9,76.2,1.2
110010096032009,43.6,0.6,0.1,0.6,0.2,42.5,0.7,0.9,0.2,37.8,1.1,1.5,4.8,8.3,5.2,0.4,37.6,0.6
110010096031000,413.3,5.8,1.1,6.1,2.1,402.2,6.9,8.5,2.1,357.7,10.3,14.3,45,78.2,49.5,4.2,356.1,5.8
110010010012010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010005012002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010087011010,5.2,0.2,0.1,0.1,0.1,4.9,0.3,0.3,0,4.4,0.4,0.3,0.6,2.2,0.4,0.1,4.8,0.1
110010078031010,49.9,0.9,0.6,1,0.7,48.9,1.6,1.3,0.1,44.1,1.8,1.7,5.3,9.8,7.4,0.5,46.1,0.5
110010021024008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010021024009,121.9,3.8,1.1,2.5,2.3,119,3.5,5.7,0.5,105.6,5.2,3.9,13.5,43.4,13.4,1.9,113.2,1.4
110010095081004,177.6,3.4,1.8,3,2,174.7,4.4,4.9,0.5,160,6.2,5.5,18.6,60,17.8,1.8,165.1,2.2
110010095052020,6.8,0.1,0,0.1,0.1,6.5,0.2,0.3,0,6,0.3,0.3,0.8,2.5,0.8,0.1,6.1,0.1
110010055003009,42.1,4.6,1.1,0.6,1.4,38,5.8,2.4,0.6,30.9,9.9,3.6,4.3,15.1,3.3,0.5,38,1.2
110010108001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010055001015,1.8,0.1,0.1,0,0,1.6,0.2,0.1,0,1.4,0.3,0.1,0.2,0.8,0.1,0,1.6,0.1
110010055005001,116.2,8.8,3.2,1.4,3.2,104.5,12.9,7.8,0.8,91.3,19.4,9.1,12.1,50.9,7.4,1.4,103.7,3.2
110010107002020,17.4,0.9,0.5,0.2,0.5,15.7,1.7,0.8,0.2,13.4,2.4,1.1,1.4,6.8,1.2,0.2,15.2,0.3
110010107001015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010107001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010108001001,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.1,0
110010108002009,89.9,7,3.7,1.5,2.7,78.3,12.5,4.5,0.9,68.9,16.1,10.3,11,18.9,8.7,1.1,85.9,2.4
110010107001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010107001014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010012004011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010062021073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010011001021,20.8,1.5,0.3,0.2,0.5,19.1,1.6,1.3,0.3,16.6,3.1,0.8,1.8,11.3,1,0.3,17.4,0.6
110010006004006,41.5,2.3,0.9,0.5,1.4,37.5,3.6,2.9,0.6,32.5,6.2,2,4.6,21.2,2.3,0.3,34,1.5
110010006001005,30.4,1.7,0.7,0.4,1,27.5,2.7,2.2,0.5,23.8,4.6,1.5,3.4,15.5,1.7,0.3,24.9,1.1
110010110004001,241.4,12.6,6,3.9,5.7,226.3,19.2,15,2,202.2,23.6,15.2,32.8,95,28,2.8,222.6,6.8
110010074031001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010056002002,1.2,0.2,0,0,0,1.1,0.2,0.1,0,0.9,0.3,0.1,0.1,0.5,0.1,0,1.1,0
110010013011010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095042005,28.7,0.9,0.3,0.4,0.3,27.9,0.8,1,0.3,25.8,1.5,0.8,3.1,12.7,3.8,0.5,26.5,0.5
110010074072005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010074072000,30,0.6,0.1,0.4,0.2,28.6,1,0.8,0.2,25.4,1.1,1.4,2.2,5.3,3.5,0.4,26.6,0.4
110010069001012,44.7,1.9,0.8,0.6,1.6,41.2,3.3,2.8,0.7,36.2,5.3,1.9,4.1,20.2,4.1,0.5,39.8,1.5
110010069002006,114.2,4.8,1.9,1.4,4.1,105.3,8.5,7.1,1.8,92.3,13.6,4.9,10.5,51.6,10.5,1.3,101.8,3.9
110010071001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076015025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010076015017,53.3,0.9,0.2,0.4,0.8,51.4,1.6,1.2,0.1,46.4,1.6,1.5,5.3,9.5,4.8,0.6,46.9,0.6
110010075041002,12.8,0.2,0.1,0.2,0.2,12.5,0.3,0.4,0.1,11.2,0.5,0.5,1.2,2.4,1.3,0.2,11.6,0.1
110010071001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078092014,36.1,0.7,0.3,0.4,0.3,35.5,0.7,1,0.1,32,1.2,1.4,3.6,7.1,4.3,0.2,32.7,0.2
110010017022010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010028011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010044001013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010044002003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010044002016,88,3.2,1.8,1.9,2.2,80.8,7.1,6.1,0.6,73.8,11.6,5.7,8.6,41.9,6.8,0.7,81.5,2.2
110010049011001,72,2.1,1,1.2,1.1,67.9,3.5,3.3,0.9,60.1,5.1,3.6,7.5,29.2,6.7,2.5,64.9,2.5
110010049012002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010034002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010048011017,154.9,3.9,3,1.5,3.5,144.4,10.6,6.3,1.1,127,13.8,8.2,13.2,56.8,13.2,1.9,139,4.2
110010048011000,18.8,0.5,0.3,0.3,0.3,17.7,0.9,0.9,0.2,15.7,1.3,0.9,2,7.6,1.7,0.6,16.9,0.6
110010034001004,67.9,1,0.5,0.9,0.5,62.3,2.8,1.8,0.5,57.9,3.1,4.7,6.8,16.4,6.5,0.7,61.7,1
110010048011008,21.3,0.6,0.3,0.4,0.3,20.1,1,1,0.3,17.8,1.5,1.1,2.2,8.6,2,0.7,19.2,0.7
110010046002002,31.5,0.6,0.6,0.6,0.5,29.3,1.8,1.9,0.3,26.4,1.8,1.5,4,13.7,2.6,0.4,28.9,0.8
110010023021017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010010015011,30.9,2.9,0.7,0.5,1,29.3,2.9,2,0.4,24.9,5.1,1.5,2.8,18.1,1.7,0.4,26.6,1
110010010013000,19.5,1.8,0.5,0.3,0.6,18.5,1.8,1.3,0.3,15.8,3.2,0.9,1.8,11.4,1.1,0.2,16.8,0.6
110010011002015,19.5,1.4,0.3,0.2,0.5,18,1.5,1.2,0.3,15.6,2.9,0.8,1.7,10.6,0.9,0.3,16.3,0.6
110010011002004,50.6,3.7,0.8,0.6,1.2,46.7,3.9,3.2,0.8,40.6,7.6,2,4.4,27.6,2.4,0.8,42.5,1.5
110010011002018,29.2,2.1,0.5,0.3,0.7,26.9,2.3,1.8,0.5,23.4,4.4,1.1,2.6,15.9,1.4,0.4,24.5,0.9
110010010012008,20.2,1.9,0.5,0.3,0.6,19.1,1.9,1.3,0.3,16.3,3.3,1,1.9,11.8,1.1,0.2,17.4,0.6
110010010012000,27.1,2.5,0.6,0.4,0.8,25.7,2.5,1.8,0.4,21.9,4.5,1.3,2.5,15.8,1.5,0.3,23.3,0.9
110010011004021,13.6,1,0.2,0.2,0.3,12.6,1.1,0.9,0.2,10.9,2.1,0.5,1.2,7.4,0.7,0.2,11.4,0.4
110010010012011,46.6,4.4,1.1,0.7,1.5,44.2,4.3,3,0.6,37.7,7.7,2.2,4.3,27.3,2.6,0.5,40.1,1.5
110010010016016,22.9,2.4,0.6,0.3,0.9,21.2,2.3,1.8,0.5,18.5,4.5,0.9,1.7,14.2,1.3,0.4,19.6,1
110010010016021,20.9,2.2,0.5,0.2,0.8,19.3,2.1,1.7,0.4,16.9,4.1,0.9,1.5,13,1.2,0.3,17.9,0.9
110010098011009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010109002043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095053000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010095053006,50,1,0.4,0.7,0.6,48.1,1.3,1.6,0.3,43.1,1.9,1.3,5.1,15.3,5.4,0.3,44.2,0.7
110010095053001,30.3,0.6,0.3,0.4,0.4,29.2,0.8,1,0.2,26.1,1.2,0.8,3.1,9.3,3.3,0.2,26.8,0.4
110010095082005,248.9,4.8,2.5,4.3,2.8,244.8,6.1,6.9,0.7,224.3,8.7,7.7,26.1,84.1,25,2.5,231.3,3.1
110010095071005,84.1,1.6,0.7,1.2,1,80.9,2.3,2.8,0.5,72.4,3.2,2.2,8.5,25.8,9.1,0.6,74.3,1.2
110010095041005,71.6,4,1.5,1.6,2.4,68.9,4.2,5.5,0.9,61.2,7.6,3.7,10.5,36.2,7.4,1,67.8,2.3
110010095082006,192.7,3.7,2,3.3,2.1,189.5,4.8,5.3,0.5,173.6,6.7,6,20.2,65.1,19.3,2,179.1,2.4
110010095082007,50,1,0.5,0.9,0.6,49.2,1.2,1.4,0.1,45.1,1.7,1.6,5.2,16.9,5,0.5,46.5,0.6
110010095082003,16.5,0.3,0.2,0.3,0.2,16.2,0.4,0.5,0,14.8,0.6,0.5,1.7,5.6,1.7,0.2,15.3,0.2
110010095082004,43.2,0.8,0.4,0.7,0.5,42.5,1.1,1.2,0.1,38.9,1.5,1.3,4.5,14.6,4.3,0.4,40.1,0.5
110010095083002,65.8,1.3,0.7,1.1,0.7,64.7,1.6,1.8,0.2,59.3,2.3,2,6.9,22.2,6.6,0.7,61.2,0.8
110010095092011,69.9,1.3,0.7,1.2,0.8,68.8,1.7,1.9,0.2,63,2.4,2.2,7.3,23.6,7,0.7,65,0.9
110010071001028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078041014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010078081002,20.9,0.3,0.1,0.4,0.1,20.5,0.4,0.5,0.1,18.5,0.7,0.7,1.9,4.1,3.1,0.2,18.8,0.2
110010010021000,455.3,55,13,4.4,19.9,419.2,58.9,33.2,6.4,338.2,111,30.7,44,200.7,39.5,4.7,386.8,18.7
110010003003008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010096041003,77.7,1.1,0.1,0.7,0.5,75.6,1.3,1.6,0.3,68.2,1.7,2.6,7.8,17.9,9.6,1,68.1,0.9
110010096042005,93.5,1.3,0.2,0.9,0.7,91,1.6,1.9,0.4,82.1,2,3.2,9.4,21.6,11.6,1.2,82,1.1
110010077091014,24,0.3,0.2,0.2,0.2,23.6,0.4,0.4,0,21.6,0.8,0.9,2.2,4.2,2.8,0.3,21.7,0.2
110010077082008,22.9,0.3,0.2,0.2,0.1,22.5,0.4,0.4,0,20.6,0.8,0.9,2.1,4,2.7,0.3,20.8,0.2
110010077082010,44.2,0.5,0.4,0.4,0.3,43.4,0.7,0.7,0,39.7,1.5,1.7,4.1,7.8,5.1,0.6,40,0.3
110010099012020,41.1,1.2,0.3,1.3,0.7,40.3,1.4,1.9,0.4,38.9,2,1.7,3.7,14.2,6.5,0.7,39.3,1
110010076042021,12,0.3,0.1,0.2,0.2,11.7,0.2,0.4,0.1,10.6,0.4,0.3,1,3.1,1.3,0.2,10.6,0.2
110010076042009,34.7,0.7,0.2,0.5,0.5,34,0.6,1,0.2,30.7,1.2,0.9,2.9,8.9,3.8,0.6,30.6,0.6
110010076042027,15.2,0.3,0.1,0.2,0.2,14.8,0.2,0.4,0.1,13.4,0.5,0.4,1.3,3.9,1.7,0.3,13.3,0.3
110010099012028,54.8,1.6,0.4,1.7,0.9,53.8,1.8,2.5,0.6,51.9,2.6,2.2,5,19,8.7,1,52.4,1.3
110010104002019,40.7,2.2,0.5,0.6,0.5,39.4,2.1,1.5,0.2,35.9,3,2,3.8,8.2,5.6,0.7,38.3,0.7
110010104002039,45.9,2.5,0.6,0.7,0.5,44.4,2.4,1.7,0.3,40.5,3.3,2.2,4.3,9.2,6.3,0.8,43.1,0.8
110010019014011,50.1,1.5,0.5,1,0.8,48.9,1.6,2.5,0.3,45,2.2,1.9,6,20.3,5.8,0.6,45.6,1.1
110010021012002,48.2,1.2,0.6,1,0.6,46.3,1.6,2.1,0.3,40.3,2,1.8,4.8,15.7,4.5,0.6,43.8,0.4
110010020023013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010021013005,80.7,2,1,1.7,1,77.5,2.6,3.5,0.5,67.4,3.4,2.9,8,26.3,7.6,1,73.3,0.7
110010022011001,42.5,1.1,0.5,0.9,0.5,40.8,1.4,1.8,0.2,35.5,1.8,1.5,4.2,13.8,4,0.5,38.6,0.4
110010022011003,82.1,2,0.8,1.4,1.4,78.8,2.4,3.3,0.6,70.2,4.5,3.4,7.9,27.2,7.4,1.5,73.4,1.5
110010019011005,56.5,1.1,0.3,1.2,0.4,54.3,1.6,2.1,0.4,50.3,2.1,2,5.5,20.3,6.3,0.8,51.8,0.7
110010021026002,36.6,1.1,0.3,0.7,0.7,35.8,1,1.7,0.1,31.7,1.6,1.2,4.1,13.1,4,0.6,34,0.4
110010021013004,90.2,2.3,1.1,1.9,1.1,86.6,3,3.9,0.5,75.3,3.8,3.3,9,29.4,8.4,1.1,81.9,0.7
110010022011004,105.6,2.5,1,1.8,1.8,101.4,3.1,4.3,0.8,90.2,5.8,4.4,10.2,34.9,9.5,1.9,94.4,1.9
110010021025001,9.7,0.3,0.1,0.2,0.2,9.5,0.3,0.5,0,8.4,0.4,0.3,1.1,3.5,1.1,0.1,9,0.1
110010022023006,80.9,1.9,0.8,1.4,1.4,77.7,2.3,3.3,0.6,69.1,4.4,3.3,7.8,26.7,7.3,1.4,72.3,1.5
110010024002003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010024002010,8.6,0.2,0.1,0.2,0.2,8.2,0.3,0.4,0,7.2,0.4,0.3,0.8,3.4,0.7,0.1,7.8,0.2
110010024004005,58.3,1.1,0.7,1.3,0.8,55.3,1.9,3.2,0.4,47.6,2.6,2.2,6.4,25.3,4.1,0.7,52.2,1
110010002023000,17.2,2.4,0.7,0.2,0.9,15.6,2.8,1.3,0.3,12.1,5.5,1.4,1.5,6.6,1.3,0.2,15.5,0.6
110010001003003,31.8,4,1.4,0.4,1.8,29,5.4,2.1,0.5,21.9,10.1,2.5,3.2,12.1,1.7,0.3,26.8,1.1
110010001004013,3,0.4,0.1,0,0.2,2.7,0.5,0.2,0,2.1,0.9,0.2,0.3,1.1,0.2,0,2.5,0.1
110010002024029,14.4,2,0.6,0.2,0.8,13,2.3,1.1,0.2,10.1,4.6,1.1,1.3,5.5,1.1,0.1,12.9,0.5
110010001004016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010001004017,2,0.2,0.1,0,0.1,1.8,0.3,0.1,0,1.4,0.6,0.2,0.2,0.8,0.1,0,1.7,0.1
110010001004009,22.9,2.9,1,0.3,1.3,20.8,3.9,1.5,0.4,15.7,7.2,1.8,2.3,8.7,1.2,0.2,19.3,0.8
110010001002002,43.7,5.5,1.9,0.6,2.4,39.9,7.4,2.8,0.7,30.1,13.8,3.5,4.4,16.7,2.3,0.5,36.9,1.5
110010001004026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010001002007,19.9,2.5,0.8,0.3,1.1,18.1,3.4,1.3,0.3,13.7,6.3,1.6,2,7.6,1,0.2,16.8,0.7
110010073011115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010094004002,32.1,0.9,0.2,0.5,0.4,31.1,0.8,1.2,0.2,28.8,1.2,0.9,3.4,12.8,3.9,0.5,29.3,0.6
110010094003004,30.7,0.8,0.2,0.5,0.3,29.7,0.8,1.2,0.2,27.5,1.1,0.8,3.3,12.3,3.7,0.4,28,0.6
110010094002016,36,0.6,0.4,0.7,0.8,34,1.8,1.8,0.4,31,2,1.7,4.1,15.7,4.5,0.6,33.3,1.2
110010094002025,16.6,0.3,0.2,0.3,0.4,15.7,0.8,0.8,0.2,14.3,0.9,0.8,1.9,7.2,2.1,0.3,15.3,0.5
110010111002015,24.5,0.5,0.3,0.3,0.4,23.5,0.7,0.9,0.2,20.6,1.1,1,2.2,8,2.9,0.4,22.3,0.5
110010111002005,27.9,0.8,0.4,0.4,0.3,27.5,1.1,0.8,0.1,25,1.4,1.1,2.7,10.4,3.4,0.4,26.1,0.6
110010094003006,16.8,0.5,0.1,0.3,0.2,16.2,0.4,0.6,0.1,15,0.6,0.5,1.8,6.7,2,0.2,15.3,0.3
110010111001028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010111001026,10.9,0.3,0.2,0.1,0.1,10.7,0.4,0.3,0,9.7,0.5,0.4,1.1,4.1,1.3,0.2,10.2,0.2
110010111003035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010015001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010073011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010099052000,112,1.3,0.6,1.3,1.3,108.9,2.3,2.5,0.4,98.3,3.4,4.1,8.6,19.9,13.4,0.8,100.5,1
110010106002003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010092032000,53.5,2,0.8,0.9,1.3,50.5,3.3,2.8,0.5,45.1,4.4,2.8,6,19.6,5.4,0.9,50,1.2
