GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREIWES,G20PREIPIE,G20PREIBLA,G20PREIFUE,G20USSRRIS,G20USSDJOR,G20USSIFLE,G20USSCWRI
16069696001,16,069,696001,339.83,367.82,21.99,3,3,0,0,348.83,313.84,27.99,10.99
16069696002,16,069,696002,444.25,190.45,15.93,1.98,0,1.98,0,432.21,185.46,40.92,2
16069696003,16,069,696003,421,309,20,2,7,0,0,410,281,30,3
16069696004,16,069,696004,441,241,22,0,3,7,4,457,207,35,11
16069696005,16,069,696005,386,166,31,5,5,2,0,376,170,32,8
16069696006,16,069,696006,495.73,301.17,15.01,7,3,0,0,492.71,281.17,35.03,3
16069696007,16,069,696007,340.02,170,16,7,0,5,4,343.02,174,25,8
16069696008,16,069,696008,551.68,260.37,4.99,2.99,0,0,0,551.68,232.44,27.93,5.99
16069696009,16,069,696009,632,305,11,8,3,0,3,602,299,28,13
16069696010,16,069,696010,386,107,9,2,0,0,0,373,96,18,8
16069696011,16,069,696011,346,143,2,3,3,0,0,343,122,16,2
16069696012,16,069,696012,253,103,0,7,2,0,3,241,103,21,5
16069696013,16,069,696013,745,297,11,3,5,9,0,708,303,51,6
16069696014,16,069,696014,494.4,99.67,15.47,0,1.93,1.94,0,489.57,118.03,8.71,7.74
16069696015,16,069,696015,618,198,4,3,0,0,0,600,159,51,0
16069696016,16,069,696016,398,166,7,0,5,2,0,392,162,21,5
16069696017,16,069,696017,465.25,123.56,0,1.53,1.53,0,2.29,462.2,106.78,19.07,1.53
16069696018,16,069,696018,469,143,16,3,0,0,0,474,129,21,2
16069696019,16,069,696019,624,174,13,3,5,4,3,627,177,28,6
16069696020,16,069,696020,634,146,5,7,0,0,7,610,155,37,3
16069696021,16,069,696021,815,257,15,7,2,0,0,806,266,21,8
16069696022,16,069,696022,638,234,7,2,2,0,3,610,259,7,5
16069696023,16,069,696023,174.22,77.5,0.12,0,0,0,2.98,179.97,72.5,5.41,3.01
16069696024,16,069,696024,479.35,115.78,4.95,0.02,0,0.02,0,470.64,114.76,17.64,0.98
16069696025,16,069,696025,659.64,173.9,4.62,6.41,0.54,2.04,3.68,673.42,152.69,17.17,5.7
16069696026,16,069,696026,247.87,1374.18,4.41,15.2,0.52,2,0,218.46,1390.12,5.52,5.52
16069696027,16,069,696027,246.98,55.56,2.03,0,0,0,0,241.05,55.61,8.97,5.97
16069696028,16,069,696028,286.12,75.17,3.61,1.8,4.5,0,0,282.43,83.35,4.52,4.49
16069696029,16,069,696029,193.32,65.36,2,3.1,0,0,0,185.94,61.32,5.29,1
16069696030,16,069,696030,107,44,0,0,0,0,0,108,44,2,0
16069696031,16,069,696031,315.87,112.94,7.04,0,5.02,0.05,0.04,284.21,145.41,11.09,1.09
16069696032,16,069,696032,105.92,95.9,5.02,0.07,4.97,2.01,0.03,109.07,96.7,5.09,3.04
16071713201,16,071,713201,614.67,62.08,8.11,1.99,0.28,1.28,0,578.51,73.04,15.23,18.36
16071713202,16,071,713202,464.69,69.22,4.18,4.05,2.03,0.1,1.03,437.83,70.14,12.55,6.44
16071713203,16,071,713203,528.14,83.81,7.06,2.03,1.01,3.93,0.97,495.5,80.76,21.17,16.93
16071713204,16,071,713204,390.14,26.03,5.79,1.92,0.96,0.97,0,378.52,21.2,17.37,8.72
16071713205,16,071,713205,90.16,5.76,0.97,0,0.04,1,0,90.11,5.76,0.04,1.02
16071713206,16,071,713206,62.14,1.95,0.88,0,1.68,1.72,0,60.46,1.95,1.68,2.56
16073732301,16,073,732301,462.57,122.08,6.45,1.39,5.42,2.09,1.41,434.3,145.14,18.76,8.54
16073732302,16,073,732302,831.92,174.38,17.39,1.96,0.04,2.91,2.89,807.59,175.58,23.23,20.31
16073732303,16,073,732303,605.75,103.81,7.33,6.02,1.99,3.04,0.08,582.09,121.98,6.57,12.44
16073732304,16,073,732304,467.14,78.49,1.96,0.98,0,0,1.96,441.63,99.1,12.76,8.83
16073732305,16,073,732305,81.58,0.63,0.1,0,0,0,0.01,83.27,0.9,0.15,1.01
16073732306,16,073,732306,324.21,32.92,4.99,1,2,2,0,316.23,38.91,5.99,3.99
16073732307,16,073,732307,179.6,22.48,6.66,0.01,0.02,0,0.01,168.21,37.59,7.63,0.98
16073732308,16,073,732308,90.55,5.17,0.08,0,0,0,0,79.64,4.38,0.1,7.85
16073732309,16,073,732309,323.09,69.22,4.73,0.02,2.82,1.89,1.88,306.87,74.92,12.31,7.71
16073732310,16,073,732310,173.81,24.64,2.15,0,0.13,1.05,0.09,169.19,28.73,6.35,0.36
16073732311,16,073,732311,25.51,122.9,1.98,0,0,0.01,0,21.57,108.22,2.01,2.98
16073732312,16,073,732312,33.02,2.13,0.05,0,0,0.01,0,25.96,5.93,1.09,3.03
16075759001,16,075,759001,720.53,231.79,29.97,3,5.99,3,3,686.55,262.76,36.97,9.99
16075759002,16,075,759002,1574.29,416.28,26.95,4.99,7.99,2.99,2.99,1512.4,432.26,57.9,18.97
16075759003,16,075,759003,616.42,164.85,11.43,0.01,2.86,0.96,0,566.98,192.4,25.7,8.58
16075759004,16,075,759004,398.95,101.79,13.46,2.69,1.8,0.9,1.79,370.22,111.66,21.57,10.77
16075759005,16,075,759005,1429.43,405,26.93,6.15,6.05,4.06,2.04,1398.32,406.56,41.04,27.66
16075759006,16,075,759006,1179.8,347.26,23.76,4.06,2.22,2.04,1.12,1149.72,341.11,48.1,18.6
16075759007,16,075,759007,275.94,46.13,2.28,0.05,3.04,0.02,0.04,266.24,55.38,4.46,0.24
16075759008,16,075,759008,1402.49,279.3,16.96,4.99,2.99,0,2.99,1344.64,295.26,41.9,12.97
16075759009,16,075,759009,1056.41,144.34,12.84,6.91,1.97,7.9,0,1008.76,177.02,22.76,17.83
16075759010,16,075,759010,194.91,20.63,1.16,0.09,0.03,0.1,0,171.66,29.91,5.23,5.15
16077772801,16,077,772801,365.16,191.87,6.34,2.7,2.76,3.61,3.62,357.74,185.67,20.82,4.56
16077772802,16,077,772802,562.69,254.05,7.52,1.44,6.13,2.38,3.26,539.89,259.81,21.16,8.95
16077772803,16,077,772803,629.66,265.89,14.07,8.91,4.14,6.07,2.21,611.44,264.63,39.39,8.14
16077772804,16,077,772804,217.53,24.91,5.81,0.83,0.83,0.83,0.83,212.55,26.57,5.81,9.13
16077772805,16,077,772805,110.96,11.38,0.52,0,0.07,0,0,108.67,12.19,0.22,1.92
16077772806,16,077,772806,232.71,117.7,6.79,0.14,1.15,0.1,0.07,225.3,127.98,3.71,2.32
16079797001,16,079,797001,133.88,47.74,1.4,0.24,0.48,1.37,0.13,126.81,46.26,3.42,2.05
16079797002,16,079,797002,216.76,117.98,1.83,2.74,1.83,0.91,0.91,186.58,127.13,16.46,7.32
16079797003,16,079,797003,316.82,228.82,16.67,1.85,5.56,4.63,0.93,302,232.52,25.01,9.26
16079797004,16,079,797004,195,93,4,1,0,0,0,185,93,8,5
16079797005,16,079,797005,617,268,14,1,0,4,4,565,263,38,12
16079797006,16,079,797006,775.16,362.26,18.7,8.85,7.87,0.99,0,723.94,387.82,32.48,14.78
16079797007,16,079,797007,77.18,39.36,0.17,0.08,0.07,1.01,0,68.7,40.59,5.3,1.14
16079797008,16,079,797008,312.33,66.56,5.13,0.06,0.06,0.01,0,274.99,71.74,13.22,15.09
16079797009,16,079,797009,796.28,240.04,3.03,6,3.02,1,3.01,741.14,256.03,25.04,10.07
16079797010,16,079,797010,576.04,182.89,4.88,0.12,2.82,0.01,0.95,551.07,181.08,6.95,11.43
16079797011,16,079,797011,96.61,13.65,0.96,0.01,0,0,0,88.88,13.62,2.91,3.86
16079797012,16,079,797012,51.16,4.44,0.03,0,0,0,0,41.91,7.44,1.09,4.13
16079797013,16,079,797013,33.9,22.44,0.14,1.19,0.13,0.07,0.07,30.7,21.12,3.18,0.55
16081813201,16,081,813201,834.74,574.63,24.63,4.94,0,0,0,839.63,594.38,15.79,10.85
16081813202,16,081,813202,342.76,283.03,5.07,7.99,0,0,0,314.89,324.93,23.96,9
16081813203,16,081,813203,136.18,174.38,10.01,0.01,0,0,0,138.18,185.33,7.02,2
16081813204,16,081,813204,317.37,661.17,17,11.38,4.29,0,0.37,324.91,571.6,40.33,5.17
16081813205,16,081,813205,296.8,310.82,25.14,4.77,3.76,0,4.63,316.93,276.23,29.35,1.93
16081813206,16,081,813206,369.5,721.29,18.62,4.24,5.93,0.85,0,353.41,717.87,33.91,8.47
16081813207,16,081,813207,551.69,586.28,8.26,5.62,3.02,0.15,0,539.98,574.05,29.47,4.46
16083832301,16,083,832301,539.41,95.94,11.08,0.02,0.02,1.06,0,504.78,110.98,24.54,4.22
16083832302,16,083,832302,658.62,119.03,0.99,1.98,0,0.99,2.97,622.91,121.01,22.82,11.9
16083832303,16,083,832303,514.27,103.08,5,2,5,1,2,481.25,146.09,10.01,4
16083832304,16,083,832304,408.73,138.22,7.03,0.05,4.01,0.04,0.02,382.39,140.26,18.31,7.2
16083832305,16,083,832305,221.6,23.13,4,4,0,0,0,221.57,26.13,2.02,3.01
16083832401,16,083,832401,709.34,460.58,35.8,7.97,6.53,0.72,3.19,665.92,434.45,53.72,35.79
16083832402,16,083,832402,467.38,297.39,27.71,8.31,4.62,2.77,0,409.19,308.48,36.95,19.4
16083832403,16,083,832403,595,288,32,9,0,7,3,538,354,44,12
16083832404,16,083,832404,571,348,41,2,11,3,3,504,396,40,32
16083832405,16,083,832405,548,211,28,10,5,3,0,511,247,33,21
16083832406,16,083,832406,559.72,184.58,8.98,11.97,2.99,0,0,568.7,165.62,21.95,13.97
16083832407,16,083,832407,607.65,304.8,14.7,4.9,7.84,0,2.94,549.82,314.61,26.46,10.78
16083832408,16,083,832408,641.92,235.11,9.99,4.56,0.01,0,0,595.72,229.63,28.14,10.91
16083832409,16,083,832409,653.36,237.78,18.86,2.05,0.16,2.93,0.06,598.44,250.68,43.53,24.65
16083832410,16,083,832410,565.36,205.31,9.03,2.47,0,2,0,527.57,205.75,24.91,15.13
16083832411,16,083,832411,639,270,23,2,3,0,0,613,292,33,16
16083832412,16,083,832412,563,214,17,0,3,0,3,538,237,29,16
16083832413,16,083,832413,917.52,442.39,19.64,4.68,2.81,6.55,2.81,860.46,424.62,43.96,26.19
16083832414,16,083,832414,707,396,38,3,3,5,2,683,383,33,9
16083832415,16,083,832415,429.42,178.76,19.18,6.74,4.23,2.03,1.18,373.92,205.72,35.16,11.79
16083832416,16,083,832416,329.33,138.3,19.1,5.35,3.82,0,3.82,297.24,173.45,25.22,8.41
16083832417,16,083,832417,499,336,23,2,0,5,2,454,292,42,23
16083832418,16,083,832418,644,307,51,8,3,5,0,592,347,57,18
16083832419,16,083,832419,610.55,188.55,18.96,0,0,4.99,2,583.62,226.46,23.94,6.98
16083832420,16,083,832420,1341.1,599.34,28.03,2,5,2.01,2,1314.05,539.41,66.04,21.01
16083832421,16,083,832421,459.63,261.5,17.54,10.17,0.23,0,2.05,454.41,238.46,25.2,4.37
16083832422,16,083,832422,306.29,121.74,8.7,4.83,4.83,0,0,301.46,118.85,23.19,4.83
16083832423,16,083,832423,520,181,11,3,0,0,0,520,182,15,9
16083832501,16,083,832501,394.51,129.1,10.13,3.04,4.03,0.02,2.04,359.17,140.57,20.26,2.21
16083832503,16,083,832503,578.06,111.85,11.88,0,6.93,1.98,1.98,534.51,141.55,30.68,8.91
16083832504,16,083,832504,483.31,169.98,9.99,2,2,2,2,425.33,221.94,25,7.01
16083832505,16,083,832505,523.43,223.15,18.01,4,5,3,2,463.38,241.2,34.02,16.01
16083832506,16,083,832506,830.35,159.87,17.99,0,4,3,2,778.39,206.84,25.98,15.99
16083832507,16,083,832507,642,123,13,0,9,0,2,626,146,20,12
16083832508,16,083,832508,626.9,113.02,12.98,3.95,2.05,1.99,3.96,597.76,138.01,29,2.09
16083832509,16,083,832509,738.91,338.03,14.65,4.9,3.89,1.96,4.86,697.76,287.66,30.42,21.51
16083832510,16,083,832510,517.16,145.52,10.11,2.04,0.03,0.03,0.06,489.94,146.87,33.16,6.98
16083832511,16,083,832511,869,195,13,4,2,2,3,809,199,31,16
16083832512,16,083,832512,744.6,134.21,20.18,0,0.05,7,2.02,705.03,145.28,21.46,21.15
16083832513,16,083,832513,933,166,13,3,2,3,0,910,180,26,25
16083832514,16,083,832514,630.39,181.86,14.92,0.03,3.97,0.01,2,583.69,187.54,37.78,12.97
16083832524,16,083,832524,439,138,22,2,4,0,0,432,116,23,5
16083832525,16,083,832525,408.22,82.04,5.01,0,2,1,3,373.21,87.04,29.01,9.01
16083832526,16,083,832526,341.01,97,15,7,0,0,2,332.01,85,20,9
16085858001,16,085,858001,531.89,750.85,18.2,5.2,5.85,1.95,2.6,528.64,749.53,28.61,4.55
16085858002,16,085,858002,1317.9,866.36,25.39,11.09,6.12,0.46,0.99,1297.22,879.45,38.89,14.16
16085858003,16,085,858003,508.81,160.15,0.88,1.87,0.34,1.03,1.04,484.13,165.01,18.01,4.54
16085858004,16,085,858004,778.03,897.43,20.53,6.65,7.02,2.05,1.42,777.73,878.82,42.34,8.52
16085858005,16,085,858005,358.93,100.03,0.91,0.08,0.02,0.1,1.88,340.38,104.13,13.31,2.28
16085858006,16,085,858006,48.8,17.3,0,0.07,0.02,0.02,0.02,49.21,16.24,0.39,0.3
16085858007,16,085,858007,28.95,17.95,2.89,0,0,0.58,0,27.79,22,0,0
16085858008,16,085,858008,350.06,156.99,4.19,5.06,1.68,0.87,0.87,334.08,159.68,12.38,1.02
16087879001,16,087,879001,480.26,104.87,5.88,0.98,0.98,0.98,0,465.56,114.68,11.76,5.88
16087879002,16,087,879002,333,128,5,1,4,1,1,320,137,10,5
16087879003,16,087,879003,243.98,88.3,4.01,2,4.01,4,1,231.99,98.28,13.02,3.02
16087879004,16,087,879004,359.23,148.85,7.94,2.98,1.98,0,1.98,362.2,155.8,5.95,1.98
16087879005,16,087,879005,305.78,113.18,7.94,0.99,1.99,0.99,0,294.86,129.06,7.94,6.95
16087879006,16,087,879006,271.54,81.91,3.21,0.11,2.01,0.02,0,273.95,75.32,5.31,4.17
16087879007,16,087,879007,498.7,39.15,0.36,1.28,0.99,2.97,0,490.27,43.62,9.13,7.15
16087879008,16,087,879008,515.79,92.07,6.93,1.98,4.95,1.98,0.99,506.88,101.97,7.92,2.97
16087879009,16,087,879009,351,156,8,1,4,0,1,339,157,16,6
16087879010,16,087,879010,447.08,60.35,2.99,0,0.01,0.99,0,424.38,67.28,13.83,3.95
16087879011,16,087,879011,338.98,59.31,4.7,3.66,0.04,0.02,0.02,332.37,65.88,3,2.85
