GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRLIT,G18GOVDJOR,G18GOVLBOE,G18GOVCBAY,G18GOVOWRI,G18LTGRMCG,G18LTGDCOL,G18SOSRDEN,G18SOSDHUM,G18CONRWOO,G18TRERELL,G18ATGRWAS,G18ATGDBIS,G18SPIRYBA,G18SPIDWIL
16001011418,16,001,011418,1131.4,554.7,19,13,0,1102.4,598.7,1148.4,540.7,1355.3,1363.3,1194.4,491.8,953.5,741.6
16001011419,16,001,011419,596.9,382.2,7.8,13.7,0,589,397.9,632.1,349.9,799.7,798.8,660.6,317.5,511.6,469.4
16001011501,16,001,011501,963,731,18,5,0,896,807,970,719,1285,1280,1046,608,755,947
16001011502,16,001,011502,847,647,20,10,0,815,693,855,641,1100,1107,934,545,659,839
16001011503,16,001,011503,628,561,13,11,0,589,605,636,539,818,816,692,480,500,694
16001011504,16,001,011504,1027.3,882.3,25,8,0,980.3,915.3,1052.3,815.2,1322.4,1329.4,1093.3,755.2,816.3,1073.3
16001011505,16,001,011505,553,481,11,8,0,524,520,573,461,761,763,599,427,447,595
16001011506,16,001,011506,606,620,16,7,0,589,647,639,595,915,920,691,533,475,752
16001011507,16,001,011507,629,622,7,12,0,608,639,659,574,907,912,701,527,521,729
16001011508,16,001,011508,587,607,12,10,0,564,627,604,580,862,866,641,530,457,724
16001011509,16,001,011509,723.9,841.6,24.4,14.6,0,717.4,853.6,769.2,793.8,1147.3,1130.7,799.6,742,629.2,933.9
16001011510,16,001,011510,641.8,860.3,27.2,13.2,0,634.1,869.1,690.3,808.1,1097.7,1103.7,716.1,771,567.4,939.2
16001011511,16,001,011511,283.3,343.1,10.4,5.2,0,276.5,349.3,302.5,318.1,459,460.5,311.4,302,233.4,391.9
16001011512,16,001,011512,327,492,15,13,1,338,494,365,464,593,596,395,422,313,509
16001011513,16,001,011513,403,500,9,10,1,388,517,428,469,650.1,655.1,444.1,447,354,551
16001011514,16,001,011514,477,454,8,11,0,464,475,498,428,682,682,515,407,401,531
16001011515,16,001,011515,387,248,5,3,0,361,272,369,261,496.9,491.9,405.9,216,321,310
16001011601,16,001,011601,899.6,852.2,18.5,5.6,0,783,977.1,881.1,867.9,1219.7,1217.8,966.2,770.8,661.6,1092
16001011602,16,001,011602,612.1,890.5,7.2,9.9,0,535.9,959,606.8,874.8,972.3,976.8,680.1,791.1,479.3,1007.4
16001011603,16,001,011603,602,1218,18,8,0,564,1253,625,1165,1148,1160,713,1071,477,1330
16001011604,16,001,011604,402,808,17,4,0,370,845,422,785,703,711,473,722,333,888
16001011605,16,001,011605,325,908,19,1,0,284,950,330,898,630,642,390,822,268,963
16001011606,16,001,011606,248,892,12,5,0,233,899,281,837,572,571,327,775,214,910
16001011607,16,001,011607,656.3,800.8,6.9,10.9,0,630.5,824.5,676.1,768.1,976,981,741.4,688.9,557.3,893.8
16001011608,16,001,011608,388.8,768.5,13.5,11.9,0,379,779.6,418.3,719.7,637.5,638.8,440.3,684.9,348.2,798.5
16001011609,16,001,011609,546.2,571.2,12.5,5.8,0,505,600,554.9,536.6,770.9,779.5,590.4,498.2,420.5,687.4
16001011610,16,001,011610,711.5,857.3,14.5,12.2,0,661.9,890.5,743.8,789,1010.4,1000.8,816.2,699.5,556.6,999.9
16001011611,16,001,011611,636,680.2,17.2,7.2,0,575.9,748.3,631.5,680.4,923.9,922.9,708.8,587.9,460.4,852.6
16001011612,16,001,011612,262.2,481.5,19,3,0,271.2,475.6,298.3,449.4,531.8,529.8,329.4,407.2,221,526.8
16001011613,16,001,011613,497.1,727.3,24,9,0,447.1,789.3,516.2,711.1,787.8,793.8,571.3,646,377,862.3
16001011614,16,001,011614,460,590,16,10,1,436,621,477,572,744,746,497,542,385,674
16001011615,16,001,011615,498.2,1048.5,23,11,0,508.2,1046.5,542.2,986.5,1000.4,997.4,606.2,908.4,440.2,1108.5
16001011701,16,001,011701,439,665,20,9,1,436,678,471,636,775,771,519,579,383,725
16001011702,16,001,011702,508,695,18,7,0,516,695,564,636,810,812,622,566,446,766
16001011703,16,001,011703,437,719,12,7,0,429,726,478,664,796,804,497,633,371,774
16001011704,16,001,011704,309.7,781.5,17.7,9.4,0,282.6,807.8,320.3,762,646.7,647.1,373.2,693.7,262.8,828.9
16001011705,16,001,011705,299,714,18,12,1,303,722,340,669,652,661,359,636,267,757
16001011706,16,001,011706,379,982,21,13,0,399,968,439,921,817,816,494,846,344,1029
16001011707,16,001,011707,253,765,6,2,0,217,793,278,721,567,579,323,664,181,825
16001011708,16,001,011708,439,1019,21,7,0,416,1044,473,969,847,858,554,876,361,1098
16001011709,16,001,011709,340,855,14,4,0,292,895,346,832,631,647,390,780,271,912
16001011710,16,001,011710,186.4,592,21.2,2,0,184.1,557.2,206.6,526.5,364.8,364.9,230.2,469.8,161.8,566.5
16001011711,16,001,011711,170,613,19,2,0,174,611,202,569,445,465,224,534,158,612
16001011712,16,001,011712,394,578,16,10,0,389,587,429,540,660,667,467,494,334,642
16001011713,16,001,011713,608,748,21,6,0,546,826,620,740,984,990,681,663,485,878
16001011714,16,001,011714,469.7,870.1,17.4,8.4,1,439,892.5,483.2,833.9,769,771.9,537.7,751.9,394.6,928.9
16001011715,16,001,011715,379.3,877.9,11.6,10.6,1,388,864.5,416.8,822.1,799,795.1,457.3,769.1,324.4,925.1
16001011801,16,001,011801,554,535,8,8,0,543,548,576,507,821,818,609,448,479,608
16001011802,16,001,011802,807,610,16,10,0,767,638,806,581,1044,1045,886,493,643,759
16001011803,16,001,011803,231.3,165.3,4.6,2.7,0,211.8,185.9,234.3,159.2,301.5,300.4,246.6,145.4,186.6,205.7
16001011804,16,001,011804,374.2,267.4,7.4,4.3,0,342.7,300.7,379.1,257.5,487.8,485.9,398.9,235.2,302,332.8
16001011805,16,001,011805,452.6,1109.3,22.7,3,0,430.9,1124,489.1,1045.2,928.8,934.7,555.1,959.4,383.6,1164.5
16001011806,16,001,011806,503.2,685,11,6.8,0,386.1,806.5,448.8,738.8,734.2,727.4,529.2,644.3,363.1,828.6
16001011807,16,001,011807,433,1013,16,8,0,432,1016,503,923,905,916,563,845,387,1047
16001011808,16,001,011808,400,880.3,11.1,12,0,378.8,892.5,401.1,846.2,781.5,809.5,465.4,764.9,340.6,922.7
16001011809,16,001,011809,518.3,982.2,22.1,8,0,463.7,1043.7,539.4,943.9,980.6,984.8,598.1,869.9,405.2,1094.2
16001011810,16,001,011810,354.7,677.8,8.9,0,1,308.3,713.4,364.6,651.1,628.4,641.2,424.9,569.1,266.8,754.9
16001011811,16,001,011811,467,734.3,12.1,1,0.9,393,809.1,444.5,746.3,770.8,777.4,527,653.6,328.2,874.9
16001011812,16,001,011812,450.5,779.7,12.9,5,0,404.8,814.5,464.4,745.9,797.6,802.6,525.1,670.3,359,858.3
16001011813,16,001,011813,388.4,747,8,2,0,324.4,805,407.4,708,713.9,722.9,457.5,642.9,285.4,850
16001011814,16,001,011814,528.2,791.4,12,8,0,488.4,808.3,547.2,736.5,831.2,837.2,617.9,659.8,438.5,857.1
16001011815,16,001,011815,597.8,794.6,20,7,0,575.6,822.7,631.8,746.5,997.8,1003.8,715.1,654.2,502.5,888.9
16001011816,16,001,011816,376,451,12,4,0,317,513,357,468,551,570,426,391,284,552
16001011817,16,001,011817,1081.8,1643.1,19.5,5.9,0.1,898.4,1816,1029,1650.6,1728.6,1757,1249.3,1410,796.8,1927.3
16001011818,16,001,011818,707.4,905.5,25.4,9.1,1,658.4,958.2,719.8,869.9,1076,1077.8,792.8,774.4,568,1039.9
16001011901,16,001,011901,1044.7,960.8,20,7.1,0,962.7,1038.7,1048.4,940.9,1407.5,1407.3,1121,839.4,833.2,1150.4
16001011902,16,001,011902,657,743.8,5,6,0,486.9,909.9,590.1,785.8,894.7,889.7,680.2,689.6,417.7,974.1
16001011903,16,001,011903,266.6,237.7,8,2,0,267.6,241.7,287.6,215.7,363.5,361.5,293.6,205.7,225.7,280.6
16001011904,16,001,011904,582.3,668.1,14.1,4,0,547.2,702.2,584.3,634,868.1,874.1,643.5,560.8,429.9,809.5
16001011905,16,001,011905,524,863,19,7,0,507,877,555,816,923,922,599,750,421,955
16001011906,16,001,011906,482.2,923.4,8.9,9.8,0,454.6,944.1,531.5,863.3,901,893.1,587.6,796.3,388.5,1022
16001011907,16,001,011907,652,899,7,0,0,562,977,650,882,973,984,725,793,504,1039
16001011908,16,001,011908,225.3,715.3,5,2,0,196.2,734.4,221.2,695.3,475.4,478.4,295.3,614.3,170.2,754.4
16001011909,16,001,011909,392,938,12,0,1,286,1043,369,939,683,696,434,861,260,1060
16001011910,16,001,011910,532.2,1443.1,9.8,10.6,0,383.9,1583.8,487.1,1457.4,979.4,980.1,597.5,1315.1,361.6,1599.6
16001011911,16,001,011911,263,1050,11,2,0,206,1103,261,1029,563,578,327,945,171,1130
16001011912,16,001,011912,185.4,823.2,5.7,2.9,0,126.4,875.5,177.8,821.3,440.1,445.8,218.6,754.8,110.3,889.8
16001011913,16,001,011913,228,999,12,5,0,148,1099,233,988,569,571,323,884,152,1080
16001011914,16,001,011914,168.6,817.7,6.5,3.6,0,134.1,848.5,161.4,811.2,449,452.6,215.9,737.4,125.5,856.4
16001011915,16,001,011915,214.1,1032.2,14.7,3.9,0,212.1,1038.1,247.3,984.3,639.3,654.9,308.9,914.9,213.1,1021.5
16001011916,16,001,011916,271.7,697.5,12.9,4,0,253.8,718.4,285.6,671.8,544.5,554.4,316.4,632,237.9,731.3
16001011917,16,001,011917,201.3,701,10,0,0,149.9,750.3,186.2,711,465.1,460.1,233.5,648.7,140.8,760.4
16001011918,16,001,011918,616.8,1218,11.1,3,0,479,1350.8,591.3,1210.3,998.1,997.1,692,1080.2,447.5,1371.3
16001011919,16,001,011919,429.2,1094.6,5.1,2.1,0,307.7,1198.7,387.1,1114.3,772,764,491.3,989.2,287.7,1223.6
16001011920,16,001,011920,253.8,441,2,1,0,203.8,494.9,240.1,448.8,406.7,405.7,290,384.1,182.3,512.5
16001012001,16,001,012001,971.5,559.1,10,7,0,933.7,595.3,974.2,533.5,1194.5,1202.3,1024.8,473.6,794.5,727
16001012002,16,001,012002,1219.8,811.6,15.1,9.4,0,1174.2,862.8,1231.8,779.3,1544.8,1543.6,1308.1,684.9,985,1028.8
16001012003,16,001,012003,1048,494,6,2,0,998,538,1054,460,1239,1237,1107,395,855,674
16001012004,16,001,012004,920,562,11,8,1,895,586,918,545,1148,1147,963,488,782,687
16001012005,16,001,012005,931.8,640.3,10.9,12.5,0,929,639,953,602.1,1207.7,1202.1,1023.1,512.5,790.5,779.1
16001012006,16,001,012006,1024,588,15,10,0,992,615,1052,536,1247,1262,1097,472,867,727
16001012007,16,001,012007,814.1,469.8,14.2,7.3,0,805,486.1,846.9,431.1,1020.3,1035.2,876.4,389.5,673.4,608.5
16001012008,16,001,012008,859,633.8,13.7,16.6,0.6,832.5,661.8,894.8,584.1,1147.2,1149.8,923.3,539.4,755.8,733.7
16001012009,16,001,012009,1087,884.2,16.3,24.4,0.4,1095.5,885.2,1140.2,818.9,1537.8,1540.2,1223.7,723.6,952.2,1020.3
16001012010,16,001,012010,738,537,15,1,0,719,559,764,508,978,982,807,448,608,664
16001012011,16,001,012011,755.7,648.7,6,8,0,738.7,652.7,804.7,560.8,1062.6,1057.6,848.7,500.8,631.7,744.7
16001012012,16,001,012012,433,510,15,11,0,451,497,488,445,717,714,506,425,409,534
16001012013,16,001,012013,678,457,9,4,0,649,485,690,424,865,869,740,372,589,541
16001012101,16,001,012101,1149,562,7,7,0,1095,609,1180,510,1373,1371,1210,462,952,746
16001012102,16,001,012102,908,527,17,7,1,894,545,917,491,1153,1154,970,430,761,660
16001012103,16,001,012103,634,426,7,3,0,596,461,639,400,811,799,695,335,500,545
16001012104,16,001,012104,793.2,574.5,16.9,9.9,0,778.3,604.3,826,538.7,1029.8,1049.6,876.7,476.1,631.2,735.5
16001012105,16,001,012105,498.8,350.5,10.1,3.1,0,490.7,357.7,515,324.3,631.2,631.4,559.3,268.9,392.8,455.4
16001012106,16,001,012106,1633,1015,24,14,0,1556,1076,1650,930,1932,1927,1739,805,1308,1300
16001012107,16,001,012107,859.6,486.8,18.3,10.2,2,830.4,530.2,878.1,460.2,1036.5,1047.4,926.6,409.1,687.9,656.6
16001012108,16,001,012108,613.4,413.2,13.7,8.8,0,562.6,469.8,633.9,388.8,778.5,771.6,657.4,338.9,457.1,570.4
16001012109,16,001,012109,615,672,16,4,0,594,688,665,600,902,921,697,553,511,760
16001012110,16,001,012110,400.8,219,3.6,4.5,0,390.8,230.9,418.1,198.1,482.6,483.5,434.4,181.8,332.6,279.9
16001012111,16,001,012111,906,627,10,5,0,880,645,929,573,1198,1212,969,518,759,766
16001012112,16,001,012112,977,873,29,11,1,964,905,1029,818,1356,1365,1074,761,866,984
16001012113,16,001,012113,663,471,16,8,0,645,481,676,441,828,828,721,386,573,558
16001012114,16,001,012114,720,654,19,13,0,743,639,780,580,1038,1046,807,553,637,740
16001012115,16,001,012115,738.2,678.1,13,11,0,775.2,639.1,813.2,587.1,1063.2,1064.2,821.2,566.1,691.1,707.1
16001012116,16,001,012116,494,504,13,8,0,518,484,530,462,739,736,580,402,445,549
16001012201,16,001,012201,789,512,12,7,0,779,517,812,467,1024,1021,840,427,686,606
16001012202,16,001,012202,672,418,12,17,0,671,429,711,376,882,883,741,346,592,512
16001012203,16,001,012203,636,518,16,13,0,654,518,666,491,889,893,710,450,582,585
16001012204,16,001,012204,667,510,15,7,0,675,497,709,461,891,884,741,418,597,575
16001012205,16,001,012205,531.1,201.3,6.4,4.2,0,523,206.1,533.8,183.6,590.1,593.1,554.7,163.3,435.4,286.3
16001012206,16,001,012206,998,564,18,11,0,974,591,1038,514,1259,1244,1083,458,841,719
16001012207,16,001,012207,1370.9,497.1,16.1,8.4,0,1356.2,503.5,1401.5,437.2,1542.4,1542.5,1450.5,385.6,1124.1,722.1
16001012208,16,001,012208,1040,534,18,19,0,1056,517,1072,496,1289,1294,1125,426,880,689
16001012209,16,001,012209,491.5,325.4,13.8,10.9,0,510.3,319.4,540.9,283.8,665.5,664.5,555.8,267,456.9,369.9
16001012210,16,001,012210,714,451,19,15,0,728,441,749,403,876,875,761,375,627,534
16001012211,16,001,012211,861,353.8,17.1,16.1,0,862.9,362.1,882.1,335.7,1001.1,1002.1,906.4,299.4,750.9,465.9
16001012212,16,001,012212,798.6,287.2,8.9,16.9,0,788.7,316,804.6,284.2,910.9,913.9,834.4,251.4,691.3,393.5
16001012213,16,001,012213,86.6,11.5,2.1,3.1,0,91.5,10.7,91.7,8.4,93.4,92.4,91.8,8.3,69.9,29.3
16001012214,16,001,012214,598.1,281.1,8.9,5,0,600,280.1,614,248.3,703.4,707.4,637.8,223.5,522.5,353.7
16003039001,16,003,039001,150.4,40.4,7,0.1,0,147.5,47.2,155,42.6,163.4,159.3,154.8,36.5,140.4,53.1
16003039002,16,003,039002,304.3,112.7,4,2.1,0,310.4,105.8,331.6,86.7,358.1,352.6,315.1,84.7,274.1,134.4
16003039003,16,003,039003,345.2,130.1,6.7,9.6,0,363.5,114.7,364.6,122.2,382.4,396.8,357,122.1,303.9,174.4
16003039004,16,003,039004,40,6,0,0,0,38,7,42,4,38,38,40,4,41,4
16003039005,16,003,039005,415.1,275.1,4.3,4.2,1,427.4,262.1,450.3,233.4,562.1,556.4,467.6,209.7,400.6,283.8
16003039006,16,003,039006,35.9,17.1,0,1,0,35,16,37.1,12,40.5,40.5,38.1,13.9,36.7,18.3
16005052834,16,005,052834,242,196,4,8,0,248,199,244,201,367,365,258,184,192,251
16005052835,16,005,052835,242.5,191.8,6,1,0,241.5,203.7,251.4,186.8,374.6,379.6,251.4,187.8,188.8,247.4
16005052836,16,005,052836,333,236,4,8,0,336,241,342,235,485,483,363,213,240,341
16005052837,16,005,052837,395,196,5,5,0,393,207,405,185,519,516,417,169,307,289
16005052838,16,005,052838,414.5,210.2,7,5,0,392.5,243.3,422.6,207.2,546.4,549.4,429.6,196.2,280.2,353.6
16005052839,16,005,052839,322,191.2,7.1,5,0,310.9,205,318,193.9,423.4,432,325.4,185,253.7,255.5
16005052840,16,005,052840,307.8,228.6,8.1,7.3,0,292.5,256,307.8,240.7,442.7,439.5,325.6,212.4,225.4,318.2
16005052841,16,005,052841,54.7,50.4,1.5,1.1,0,53.8,53,56.1,49.9,81.8,81.4,57.6,46.7,40,65.2
16005052842,16,005,052842,254.5,294.8,7.3,3.7,0,260.9,292.9,270,275.6,399.1,399.1,266.4,272.8,185.8,356.1
16005052843,16,005,052843,225,300,11,13,0,233,309,255,292,410,411,257,287,193,334
16005052850,16,005,052850,342.7,147.9,2,7,0,322.8,171.9,355.7,131.9,422.7,425.7,354.7,130.9,238.8,258.8
16005052851,16,005,052851,419.3,264.1,10,12,0,402.2,296.1,440.3,256.1,592.3,590.3,436.3,258.1,301.2,393.2
16005052852,16,005,052852,379.1,191.4,4.7,4.7,0,370.7,207.3,393.1,176.5,511.6,507,401.5,169,286.6,296.9
16005052853,16,005,052853,352,379,16,13,0,370,367,395,335,600,603,410,310,307,419
16005052854,16,005,052854,357.4,123.8,8.3,3.3,0,354.8,136.8,356.4,136.6,441.3,443,367.9,123.2,261.5,230.5
16005052855,16,005,052855,440.8,273.2,8.4,7.7,0,442.8,275.8,461.1,239.6,607.9,609.1,469.5,240.9,350.4,363.8
16005052856,16,005,052856,331.3,235.7,2,1,0,316.4,240.7,334.3,222.7,467.6,469.6,337.3,226.7,246.8,310.3
16005052857,16,005,052857,387.9,155,4.5,7.2,0,387.9,160.5,381.6,167.7,480.4,483.1,386.1,160.5,284.6,269.2
16005052858,16,005,052858,202,149,1,4,0,215,137,222,131,303,298,220,133,177,173
16005052859,16,005,052859,346.2,139.7,5,14,0,337.2,162.6,353.2,143.6,438.5,439.5,351.2,142.6,262.2,241.7
16005052860,16,005,052860,164.7,523.1,1,4,0,181.7,496.2,188.7,488.2,387.3,387.3,196.7,479.2,144.8,502.1
16005052861,16,005,052861,306,74.5,6,10.9,0,303,84.5,314.9,71.6,349.8,347.8,303.1,75.5,215.8,182.5
16005052862,16,005,052862,312.8,85.6,7,7.9,0,307.8,103.5,321.8,89.6,377.4,370.5,326.7,79.7,252.2,163.1
16005052863,16,005,052863,311,158,4,12,0,308.7,169.2,332.7,141.3,411.9,419.9,310.9,163.1,222.4,258.6
16005052864,16,005,052864,353.9,170,8,4,0,341.9,193.1,362.9,167.1,454,450,352,175,264.8,260.2
16005052865,16,005,052865,436.3,187,15.1,8.2,0,436.7,201.8,439,197.5,561.1,567.1,448.1,190.3,345.2,303.4
16005052867,16,005,052867,363.6,126.9,5,7.1,0,337.1,158.3,350,147.5,439.1,440.8,355.6,137.8,230.6,270.4
16005052868,16,005,052868,50,9,0,0,0,49,9,49,9,55,55,50,9,34,26
16005052901,16,005,052901,166.1,156,5.8,2.2,0,165.4,159.6,180.5,145.2,248.8,250.2,175.4,150.3,120.8,207.1
16005052902,16,005,052902,302.9,258,11,7,0,319,252.9,341.9,232.9,455.6,453.6,338,229.9,245.1,333.7
16005052903,16,005,052903,329.6,295.6,3.2,3.7,0,322.8,307.4,346.5,277.4,488.6,485.5,340.8,285.9,250.9,373.8
16005052904,16,005,052904,222.1,428.7,9.6,6.1,0,223.1,432.9,231.8,421.6,469.3,469.2,251.7,397.3,165.8,485
16005052905,16,005,052905,286.3,377.8,15.8,12.6,0,313.9,372.3,325,355.7,505.6,500,324.2,354.9,241.3,438.5
16005052906,16,005,052906,121.6,251.7,6.5,2.2,0,129.6,249.9,137.2,241.1,264.5,263.3,142.8,233.6,111.7,264.6
16005052907,16,005,052907,110.3,148.3,5.8,4.4,0,119.5,148,124.2,141.4,199.8,198.6,122.4,142.2,95,170.1
16005052908,16,005,052908,126.2,260.2,7,1.9,0,137,256.9,145.8,246.9,273.7,272.1,149.2,241.7,123.1,267.4
16005052909,16,005,052909,216,284.2,9.6,7,0,226.5,292.9,237.8,279.8,406.6,409.2,225.6,288.6,193.3,322.7
16005052910,16,005,052910,289.5,257.6,3.8,7.5,0,283,275.4,286.7,267,441.8,449.4,311.2,239.7,210.6,351.6
16005052911,16,005,052911,283.8,312.1,7,5,0,293.9,306.1,305.9,291,506.4,506.4,314.9,283,249.7,350.2
16005052912,16,005,052912,306,244,13,3,0,309,247,317,238,472,466,311,246,243,317
16005052913,16,005,052913,202,197.1,4,9,0,211,201.1,211,201.1,339.4,337.4,221.9,188.1,173.2,236.9
16005052914,16,005,052914,222.3,246,5.2,3.4,0,225.8,240.2,238.8,228.9,377.6,381,234.3,228.3,186.3,278
16005052915,16,005,052915,264.9,246,8,6,0,260,266,269.9,256,415.3,415.3,271.9,246,204.2,324.7
16005052917,16,005,052917,202.1,264.9,7,6,0,208.2,266.9,224.1,248.9,355.2,355.1,227.1,240.9,162.2,306.9
16005052918,16,005,052918,349,297.1,13,6,0,353.8,305.2,368,291,534.2,535.2,383,264,271.2,399.8
16005052919,16,005,052919,190.1,206.3,7.2,4.5,0,191.9,213.5,209,195.5,330.6,329.7,198.2,199.1,165.8,238.7
16005052920,16,005,052920,256.2,350.7,9.8,4.1,0,252.9,358.9,289.9,317.8,473,470.6,298.1,310.4,206.1,407.3
16005052921,16,005,052921,133.6,148,4.8,2.7,0,132,151.7,141.6,140,209.2,209.2,141.1,137.3,105.9,177.3
16005052922,16,005,052922,194.1,229.1,7.2,3.7,0,192.2,234.9,210.5,213.7,323.2,322.5,210.7,210.2,156.2,270.7
16005052923,16,005,052923,205,213,4,8,0,188,235,204,211,328,327,198,213,150,272
16005052924,16,005,052924,50.5,95.4,3.2,1.8,0,50.7,99.7,55.4,93.6,102.1,102.1,54.6,93,45.3,103.1
16005052925,16,005,052925,199.4,376.6,12.8,7.2,0,200.2,393.3,218.6,369.4,402.9,402.9,215.4,367,178.7,406.9
16005052926,16,005,052926,111.6,317.9,8.8,3.7,0,113.8,325.2,121.9,309.8,267.2,271.6,135.8,288.5,97.7,334
16005052927,16,005,052927,129,292,4,6,0,125,302,134,289,309,306,158,259,111,307
16005052928,16,005,052928,341.2,431,12.2,6.5,0,370.7,403.7,374,392.8,619.2,612.5,377.6,386.8,315,454.4
16005052931,16,005,052931,176.2,369.6,5.7,3.9,0,176.4,368.5,188.1,352.8,362,363,203.3,325.5,138.3,402
16005052932,16,005,052932,79.2,148.5,1.5,1.5,0,78.8,146.3,84,140.4,154.7,154.4,89.9,128.9,60,163.9
16005052966,16,005,052966,273.1,195.8,0.9,6.9,0,271.9,200.2,279.1,183.2,371.8,367.2,275,183.8,208.3,260.6
16007072905,16,007,072905,121.2,17.4,2.1,1.5,0,122,18.9,122.8,18.9,138.2,141.6,123.1,18.7,100.4,40.7
16007072916,16,007,072916,53.2,9.3,0,0,0,55.1,7.4,52.2,9.3,56.3,56.3,55.2,7.3,48.9,9.6
16007073201,16,007,073201,232.8,48.4,0.9,4.5,0,231,52.8,238.2,44.8,261.5,265,240.9,43,188.9,97.6
16007073202,16,007,073202,179.6,41.2,2.8,3.7,0,185.1,42.1,173.2,49.5,206.1,207.1,186.9,38.5,156.7,69.6
16007073203,16,007,073203,202.4,50.8,5,6.9,0,207,57,209.9,55.1,242.8,246.7,210.2,53.8,184.2,80.8
16007073206,16,007,073206,53.7,11.4,1.1,1.1,0,52.1,14.2,52.2,14.2,59.6,59.8,53.9,11.6,40.6,25.8
16007073207,16,007,073207,85.4,9.1,1,0,0,81.4,16,79.4,18,93.4,93.4,85.4,10,76.3,21.1
16007073208,16,007,073208,124.8,22.2,0.2,2.8,0,122.9,25.6,123.2,26.3,144.1,142.7,129,18.8,109.5,38.5
16007073209,16,007,073209,87,34,6,1,0,87,38,91,36,118,116,95,32,80,47
16007073210,16,007,073210,38.7,1.6,0,0.5,0,36,4.3,37.6,3.2,39.8,39.2,38.1,2.7,33.9,5.9
16007073211,16,007,073211,216.5,25.7,3,4.9,0,216.5,34.6,218.5,32.6,234.3,235.3,222.4,29.7,185.8,62.3
16007073212,16,007,073212,119.2,11.4,1.8,1.8,0,116.2,15.9,116.2,14.7,125,124.8,119.8,10.3,104.5,25.6
16007073213,16,007,073213,181.2,15.2,1,8,0,183.2,18.2,180.2,21.2,188.3,188.3,186.2,16.1,161,38.4
16007073215,16,007,073215,71.6,8.9,0,2,0,70.6,9.9,70.6,9.9,77.6,74.6,73.6,5,57.7,20.9
16009095001,16,009,095001,189.4,82,4.3,2,0,194.8,78.7,195.5,73.7,226.5,228.5,195.8,69.9,188.2,82.1
16009095002,16,009,095002,219.5,59.4,2.5,2.8,0,212.2,67.1,216.6,60.7,246.6,245.2,214.8,62.6,194.9,82.6
16009095003,16,009,095003,283.2,100.7,4.1,5.1,0,270.4,113.5,279.6,105,331.2,327.4,274.7,100.7,255.9,130.4
16009095004,16,009,095004,140.3,40.7,2.1,1.1,0,143.6,40.6,138.6,41.4,152.5,156.5,139.6,39.4,138.5,43.6
16009095005,16,009,095005,169.4,61.4,5.6,5.6,0,176.2,58.9,180.2,56.1,204.4,207,179.2,54.2,171.6,64.8
