GEOID,G18USSRMOR,G18USSDMAN,G18USSLHOL
540190201003030,5.8,7.8,0.6
540190201003031,2.3,3.1,0.3
540190201003032,6,10.2,0.8
540190201003033,0,0,0
540190201003034,5.1,8.6,0.7
540190201003035,3.4,5.7,0.5
540190201003036,1.7,2.9,0.2
540190201003037,3,5.1,0.4
540190201003038,9.4,15.9,1.3
540190201003039,0,0,0
540190201003040,9.8,16.5,1.3
540190201003041,3.6,6,0.5
540190201003042,1.5,2.5,0.2
540190201003043,0,0,0
540190201004000,0.8,1,0.1
540190201004001,12.1,16.2,1.3
540190201004002,1,1.3,0.1
540190201004003,0.4,0.5,0
540190201004004,7.4,9.9,0.8
540190201004005,0,0,0
540190201004006,3.3,4.4,0.4
540190201004007,0,0,0
540190201004008,2.7,3.7,0.3
540190201004009,6.8,9.1,0.8
540190201004010,1.9,3.2,0.3
540190201004011,2.3,3.1,0.3
540190201004012,0,0,0
540190201004013,0,0,0
540190201004014,0.8,1,0.1
540190201004015,0,0,0
540190201004016,0,0,0
540190201004017,1.6,2.1,0.2
540190201004018,3.1,4.2,0.3
540190201004019,0,0,0
540190201004020,3.7,5,0.4
540190201004021,1.2,1.6,0.1
540190201004022,0,0,0
540190201004023,11.5,15.4,1.3
540190201004024,3.8,6.4,0.5
540190201004025,0,0,0
540190201004026,0,0,0
540190201004027,0.8,1.3,0.1
540190201004028,4.5,7.6,0.6
540190201004029,1.9,3.2,0.3
540190201004030,18.7,31.4,2.5
540190201004031,0,0,0
540190201004032,0,0,0
540190201004033,0,0,0
540190201004034,0,0,0
540190201004035,0,0,0
540190201004036,0,0,0
540190201004037,0,0,0
540190201004038,10.4,17.5,1.4
540190201004039,0,0,0
540190201004040,11.7,19.7,1.6
540190201004041,20.4,27.4,2.3
540190201004042,1,1.3,0.1
540190201004043,0.6,0.8,0.1
540190201004044,0.2,0.3,0
540190201004045,4.7,6.3,0.5
540190201004046,0,0,0
540190201004047,0,0,0
540190201004048,1.7,2.4,0.2
540190201004049,7,9.4,0.8
540190201004050,0.4,0.5,0
540190201004051,0.6,0.8,0.1
540190201004052,1.4,1.8,0.2
540190201004053,0,0,0
540190201004054,0,0,0
540190201004055,0,0,0
540190201004056,0,0,0
540190201004057,3.9,5.2,0.4
540190201004058,3.5,4.7,0.4
540190201004059,14.2,19.1,1.6
540190201004060,4.1,5.5,0.5
540190201004061,0.8,1,0.1
540190201004062,0,0,0
540190201004063,9.5,12.8,1.1
540190201004064,0.4,0.5,0
540190201004065,0,0,0
540190201004066,5.6,7.6,0.6
540190201004067,0,0,0
540190201004068,1.6,2.1,0.2
540190201004069,0.4,0.5,0
540190201004070,6.8,11.4,0.9
540190201004071,0,0,0
540190201004072,6.8,11.4,0.9
540190201004073,0,0,0
540190201004074,0,0,0
540190201004075,0,0,0
540190201004076,0,0,0
540190201004077,0,0,0
540190201004078,11.5,15.4,1.3
540190201004079,0.4,0.6,0.1
540190201004080,1.2,1.6,0.1
540190201004081,11.5,15.4,1.3
540190201004082,0,0,0
540190201004083,0.8,1,0.1
540190201004084,0,0,0
540190201004085,0,0,0
540190201004086,8.9,14.9,1.2
540190201004087,0,0,0
540190201004088,2.7,3.7,0.3
540190201004089,0,0,0
540190201004090,0,0,0
540190201004091,1.9,3.2,0.3
540190201004092,0.1,0.2,0
540190201005000,44.4,39.4,5.1
540190201005001,0,0,0
540190201005002,2.3,2.1,0.3
540190201005003,41.2,36.6,4.8
540190201005004,0,0,0
540190201005005,0.6,0.6,0.1
540190201005006,0,0,0
540190201005007,0.4,0.4,0
540190201005008,3.2,2.8,0.4
540190201005009,2.3,2.1,0.3
540190201005010,0,0,0
540190201005011,0,0,0
540190201005012,0.4,0.4,0
540190201005013,3.8,3.4,0.4
540190201005014,0.8,0.8,0.1
540190201005015,0,0,0
540190201005016,1.3,1.1,0.1
540190201005017,0,0,0
540190201005018,0.4,0.4,0
540190201005019,4.2,3.8,0.5
540190201005020,0,0,0
540190201005021,3.8,3.4,0.4
540190201005022,21.2,18.9,2.5
540190201005023,0,0,0
540190201005024,0,0,0
540190201005025,0.2,0.2,0
540190201005026,10.2,9.6,0.8
540190201005027,0.4,0.4,0
540190201005028,1.9,1.7,0.2
540190201005029,0.6,0.6,0.1
540190201005030,2.8,2.5,0.3
540190201005031,1.9,1.7,0.2
540190201005032,0,0,0
540190201005033,0,0,0
540190201005034,0,0,0
540190201005035,0,0,0
540190201005036,1.5,1.3,0.2
540190201005037,0,0,0
540190201005038,0,0,0
540190201005039,0,0,0
540190201005040,0,0,0
540190201005041,0,0,0
540190201005042,0,0,0
540190201005043,0,0,0
540190201005044,2.1,1.9,0.2
540190202011000,71.2,67.3,5.9
540190202011001,0,0,0
540190202011002,3.2,3,0.3
540190202011003,0,0,0
540190202011004,0.7,1.3,0.1
540190202011005,3,2.9,0.2
540190202011006,5.7,5.4,0.5
540190202011007,1.9,3.4,0.2
540190202011008,0,0,0
540190202011009,0.8,0.7,0.1
540190202011010,2.3,2.1,0.2
540190202011011,18.7,33.3,2.3
540190202011012,0,0,0
540190202011013,0.5,0.9,0.1
540190202011014,0.5,0.9,0.1
540190202011015,0.2,0.4,0
540190202011016,0.2,0.4,0
540190202011017,0,0,0
540190202011018,0,0,0
540190202011019,0.3,0.6,0
540190202011020,0,0,0
540190202011021,0,0,0
540190202011022,0,0,0
540190202011023,11.4,14.7,1.4
540190202011024,7.6,9.7,0.9
540190202011025,3.3,4.3,0.4
540190202011026,0.9,1.2,0.1
540190202011027,0,0,0
540190202011028,1.2,1.5,0.1
540190202011029,0.7,0.9,0.1
540190202011030,1.1,1.1,0.1
540190202011031,0,0,0
540190202011032,9.4,12.1,1.2
540190202011033,0.1,0.2,0
540190202011034,0.8,1,0.1
540190202011035,0.7,0.9,0.1
540190202011036,2.1,2.7,0.3
540190202012000,9.8,9.3,0.8
540190202012001,9.4,8.9,0.8
540190202012002,2.3,2.1,0.2
540190202012003,5.7,5.4,0.5
540190202012004,5.3,5,0.4
540190202012005,9.1,8.6,0.7
540190202012006,0,0,0
540190202012007,5.1,6.5,0.6
540190202012008,0.9,1.2,0.1
540190202012009,2.1,2,0.2
540190202012010,0,0,0
540190202012011,1.1,1.4,0.1
540190202012012,2.1,2.7,0.3
540190202012013,2,2.6,0.2
540190202012014,2.3,2.9,0.3
540190202012015,1.3,1.7,0.2
540190202012016,2.1,2.7,0.3
540190202012017,3.6,4.6,0.4
540190202012018,0,0,0
540190202012019,29.4,37.8,3.6
540190202012020,2.9,3.8,0.4
540190202012021,1.9,2.4,0.2
540190202012022,3.2,4.1,0.4
540190202012023,2,2.6,0.2
540190202012024,2.3,2.9,0.3
540190202012025,0.5,0.7,0.1
540190202012026,0.9,1.2,0.1
540190202012027,4.3,5.5,0.5
540190202012028,4.3,4.1,0.4
540190202012029,0,0,0
540190202012030,2.8,2.7,0.2
540190202012031,3.2,4.1,0.4
540190202012032,0.4,0.5,0
540190202012033,0,0,0
540190202012034,7.4,7,0.6
540190202012035,0.9,0.9,0.1
540190202012036,1.3,1.3,0.1
540190202012037,1.1,1.4,0.1
540190202012038,1.6,2.1,0.2
540190202012039,0.9,1.2,0.1
540190202012040,1.9,2.4,0.2
540190202012041,2.4,3.1,0.3
540190202012042,4.7,6,0.6
540190202012043,3.2,4.1,0.4
540190202012044,4.1,5.3,0.5
540190202012045,0.9,1.2,0.1
540190202012046,0.8,1,0.1
540190202012047,2.8,3.6,0.3
540190202012048,1.5,1.9,0.2
540190202012049,1.1,1.4,0.1
540190202012050,0,0,0
540190202012051,5.7,7.4,0.7
540190202012052,0.1,0.2,0
540190202012053,0.6,0.5,0
540190202012054,1.5,1.4,0.1
540190202012055,2.4,3.1,0.3
540190202012056,0.4,0.4,0
540190202012057,1.3,1.7,0.2
540190202012058,2,2.6,0.2
540190202012059,0.9,0.9,0.1
540190202012060,1.3,1.3,0.1
540190202012061,0.2,0.2,0
540190202012062,1.1,1.1,0.1
540190202012063,5.2,6.7,0.6
540190202012064,12.7,12,1
540190202012065,8.1,7.7,0.7
540190202012066,1.2,1.5,0.1
540190202012067,0,0,0
540190202012068,8,10.3,1
540190202012069,0.1,0.2,0
540190202012070,0,0,0
540190202012071,0.4,0.4,0
540190202012072,0,0,0
540190202013000,3.4,5.7,0.7
540190202013001,3.8,3.4,0.4
540190202013002,0,0,0
540190202013003,0,0,0
540190202013004,7,11.7,1.4
540190202013005,5.1,8.6,1
540190202013006,6.6,6.3,0.5
540190202013007,0.3,0.5,0.1
540190202013008,0,0,0
540190202013009,21.4,20.2,1.8
540190202013010,2.5,2.3,0.2
540190202013011,3,2.9,0.2
540190202013012,0,0,0
540190202013013,0,0,0
540190202013014,1.9,1.7,0.2
540190202013015,0,0,0
540190202013016,0,0,0
540190202013017,0,0,0
540190202013018,0,0,0
540190202013019,0,0,0
540190202013020,0,0,0
540190202013021,0,0,0
540190202013022,0,0,0
540190202013023,0,0,0
540190202013024,0,0,0
540190202013025,0,0,0
540190202013026,2.2,3.8,0.4
540190202013027,1.5,2.4,0.3
540190202013028,0,0,0
540190202013029,0,0,0
540190202013030,0,0,0
540190202013031,0,0,0
540190202013032,0,0,0
540190202013033,0.5,0.8,0.1
540190202013034,0,0,0
540190202013035,0,0,0
540190202013036,0,0,0
540190202013037,0,0,0
540190202013038,0.8,1.3,0.2
540190202013039,0,0,0
540190202013040,3.3,5.5,0.7
540190202013041,0.5,0.8,0.1
540190202013042,0.4,0.7,0.1
540190202013043,0,0,0
540190202013044,2,3.4,0.4
540190202013045,0.7,1.1,0.1
540190202013046,0.8,1.3,0.2
540190202013047,0,0,0
540190202013048,0.7,1.1,0.1
540190202013049,0,0,0
540190202013050,0,0,0
540190202013051,0,0,0
540190202013052,0.9,1.5,0.2
540190202013053,0,0,0
540190202013054,1.5,1.9,0.2
540190202013055,0,0,0
540190202013056,0,0,0
540190202013057,1.8,3.1,0.4
540190202013058,2.8,4.7,0.6
540190202013059,0.4,0.7,0.1
540190202013060,1.6,2.6,0.3
540190202013061,1.3,2.1,0.2
540190202013062,0,0,0
540190202013063,0.3,0.5,0.1
540190202013064,17.1,28.7,3.4
540190202013065,0,0,0
540190202013066,0.2,0.3,0
540190202013067,0,0,0
540190202013068,0,0,0
540190202013069,1.5,2.4,0.3
540190202013070,5.2,8.8,1
540190202013071,0.7,1.1,0.1
540190202013072,0.2,0.3,0
540190202013073,0.2,0.3,0
540190202013074,0.9,1.5,0.2
540190202013075,0,0,0
540190202013076,0,0,0
540190202013077,0,0,0
540190202013078,0,0,0
540190202013079,0,0,0
540190202013080,0,0,0
540190202013081,10.3,17.3,2
540190202013082,0,0,0
540190202013083,0,0,0
540190202013084,1,1.6,0.2
540190202013085,0,0,0
540190202013086,0,0,0
540190202013087,0,0,0
540190202013088,0,0,0
540190202013089,0,0,0
540190202013090,0,0,0
540190202013091,0.2,0.3,0
540190202013092,1,1.6,0.2
540190202013093,0,0,0
540190202013094,0,0,0
540190202013095,1.8,3.1,0.4
540190202013096,0.6,1,0.1
540190202013097,0,0,0
540190202013098,0.6,1,0.1
540190202013099,0.6,1,0.1
540190202013100,1,1.6,0.2
540190202013101,0,0,0
540190202021000,5.3,8.9,0.7
540190202021001,9,15.2,1.2
540190202021002,6.8,7.4,0.8
540190202021003,0.2,0.3,0
540190202021004,45.3,49.3,5
540190202021005,0,0,0
540190202021006,0.6,0.6,0.1
540190202021007,0,0,0
540190202021008,0,0,0
540190202021009,3.7,4,0.4
540190202021010,0.2,0.2,0
540190202021011,2.7,3,0.3
540190202021012,0,0,0
540190202021013,0.4,0.4,0
540190202021014,0,0,0
540190202021015,0.4,0.4,0
540190202021016,0,0,0
540190202021017,0,0,0
540190202021018,0,0,0
540190202021019,12,12,1.1
540190202021020,0.1,0.1,0
540190202021021,0,0,0
540190202021022,0.5,0.5,0
540190202021023,31.4,55.7,3.9
540190202021024,0,0,0
540190202021025,0,0,0
540190202021026,3.4,6,0.4
540190202021027,0.6,1.1,0.1
540190202021028,0,0,0
540190202021029,0.5,0.9,0.1
540190202021030,0.3,0.6,0
540190202021031,0,0,0
540190202021032,0.7,1.3,0.1
540190202021033,0,0,0
540190202021034,0.4,0.7,0.1
540190202021035,0.4,0.7,0.1
540190202021036,0.4,0.7,0.1
540190202021037,0,0,0
540190202021038,0,0,0
540190202021039,0,0,0
540190202021040,0.8,1.1,0.1
540190202021041,0,0,0
540190202021042,3.1,4.1,0.4
540190202021043,0,0,0
540190202021044,1.5,1.9,0.2
540190202021045,0.4,0.5,0
540190202021046,1.7,3,0.2
540190202021047,0,0,0
540190202021048,0,0,0
540190202021049,0,0,0
540190202021050,0,0,0
540190202021051,0,0,0
540190202021052,0.6,0.8,0.1
540190202021053,0,0,0
540190202021054,1,1.4,0.1
540190202021055,0,0,0
540190202021056,0.6,0.8,0.1
540190202021057,0,0,0
540190202021058,1.3,1.6,0.1
540190202021059,0.4,0.5,0
540190202021060,1.7,3,0.2
540190202021061,0,0,0
540190202021062,0,0,0
540190202021063,0,0,0
540190202021064,0,0,0
540190202021065,0,0,0
540190202021066,0,0,0
540190202021067,0.8,1.1,0.1
540190202021068,0.4,0.5,0
540190202021069,2.3,3,0.3
540190202021070,0,0,0
540190202021071,0,0,0
540190202021072,0,0,0
540190202021073,0,0,0
540190202021074,0,0,0
540190202021075,0,0,0
540190202021076,5,6.6,0.6
540190202021077,17.8,23.2,2
540190202021078,4.8,6.3,0.5
540190202022000,0,0,0
540190202022001,2.3,4.1,0.3
540190202022002,0.4,0.7,0.1
540190202022003,0.4,0.7,0.1
540190202022004,0,0,0
540190202022005,0,0,0
540190202022006,0,0,0
540190202022007,1.2,2.1,0.1
540190202022008,2.6,4.7,0.3
540190202022009,0,0,0
540190202022010,0,0,0
540190202022011,0,0,0
540190202022012,0,0,0
540190202022013,0,0,0
540190202022014,0,0,0
540190202022015,0,0,0
540190202022016,0.1,0.2,0
540190202022017,6.9,12.3,0.9
540190202022018,0.2,0.4,0
540190202022019,0,0,0
540190202022020,0.1,0.2,0
540190202022021,0.5,0.9,0.1
540190202022022,0.2,0.4,0
540190202022023,5.5,9.7,0.7
540190202022024,0.9,1.7,0.1
540190202022025,1.8,3.2,0.2
540190202022026,4.9,8.8,0.6
540190202022027,1.8,3.2,0.2
540190202022028,5.3,9.3,0.7
540190202022029,5.4,9.5,0.7
540190202022030,3.5,6.2,0.4
540190202022031,2,3.6,0.2
540190202022032,0,0,0
540190202022033,0.1,0.2,0
540190202022034,0.5,0.7,0.1
540190202022035,15.8,28,2
540190202022036,1.6,2.8,0.2
540190202022037,0,0,0
540190202022038,0,0,0
540190202022039,2.1,3.7,0.3
540190202022040,1.4,2.4,0.2
540190202022041,0,0,0
540190202022042,0,0,0
540190202022043,0,0,0
540190202022044,0,0,0
540190202022045,0,0,0
540190202022046,0.1,0.2,0
540190202023000,0,0,0
540190202023001,0,0,0
540190202023002,4,7.1,0.5
540190202023003,0,0,0
540190202023004,0.1,0.2,0
540190202023005,0,0,0
540190202023006,0,0,0
540190202023007,0,0,0
540190202023008,43,62.5,6.8
540190202023009,2.7,3.9,0.4
540190202023010,3.2,4.6,0.5
540190202023011,2.2,3.2,0.3
540190202023012,6.9,10,1.1
540190202023013,2.6,3.7,0.4
540190202023014,3.3,4.8,0.5
540190202023015,0.8,1.1,0.1
540190202023016,6.4,9.3,1
540190202023017,10.2,14.9,1.6
540190202023018,5.8,8.4,0.9
540190202023019,0,0,0
540190202023020,0,0,0
540190202023021,3.6,5.2,0.6
540190202023022,4.6,6.7,0.7
540190202023023,5.5,8,0.9
540190202023024,4.4,6.3,0.7
540190202023025,0,0,0
540190202023026,0.4,0.6,0.1
540190202023027,1.3,1.9,0.2
540190202023028,11.6,20.6,1.4
540190202023029,0,0,0
540190202023030,8.8,12.8,1.4
540190202023031,2.4,4.3,0.3
540190202023032,0,0,0
540190202023033,1,1.5,0.2
540190202023034,3.3,4.8,0.5
540190202023035,3.7,5.4,0.6
540190202023036,7.3,10.6,1.1
540190202023037,4.7,6.9,0.7
540190202023038,0,0,0
540190202023039,2.3,3.3,0.4
540190202023040,4.4,6.3,0.7
540190202023041,0,0,0
540190202023042,0,0,0
540190202023043,0,0,0
540190202023044,0,0,0
540190202023045,1.9,2.8,0.3
540190202023046,3.1,4.5,0.5
540190202023047,0,0,0
540190202023048,2.7,3.9,0.4
540190202023049,0.9,1.3,0.1
540190202023050,0.4,0.6,0.1
540190202023051,0,0,0
540190202023052,0,0,0
540190202023053,3.1,4.5,0.5
540190202023054,0.3,0.4,0
540190202023055,0,0,0
540190202023056,0.6,0.9,0.1
540190202023057,0.6,0.9,0.1
540190202023058,2,3,0.3
540190202023059,0.4,0.6,0.1
540190203001000,2.8,5,0.4
540190203001001,0,0,0
540190203001002,0.2,0.4,0
540190203001003,0.8,1.5,0.1
540190203001004,0,0,0
540190203001005,0.1,0.2,0
540190203001006,0,0,0
540190203001007,2.4,4.3,0.3
540190203001008,1.3,1.6,0.1
540190203001009,0,0,0
540190203001010,4.2,5.5,0.5
540190203001011,0,0,0
540190203001012,0,0,0
540190203001013,0.2,0.4,0
540190203001014,0.5,0.9,0.1
540190203001015,1.2,2.1,0.1
540190203001016,1.7,3,0.2
540190203001017,0.5,0.8,0.1
540190203001018,6.7,8.7,0.7
540190203001019,3.1,4.1,0.4
540190203001020,7.7,10.1,0.9
540190203001021,0,0,0
540190203001022,7.7,10.1,0.9
540190203001023,9,11.8,1
540190203001024,5.6,7.4,0.6
540190203001025,22.4,29.2,2.5
540190203001026,3.3,4.4,0.4
540190203001027,0.8,1.1,0.1
540190203001028,3.1,4.1,0.4
540190203001029,13.2,17.2,1.5
540190203001030,0.8,1.1,0.1
540190203001031,2.1,2.7,0.2
540190203001032,0,0,0
540190203002000,0,0,0
540190203002001,0,0,0
540190203002002,0.1,0.2,0
540190203002003,7.9,13.1,1.5
540190203002004,2,3.3,0.4
540190203002005,2.4,4.1,0.5
540190203002006,0.6,1,0.1
540190203002007,1.5,2.5,0.3
540190203002008,2.7,4.4,0.5
540190203002009,3,5,0.6
540190203002010,14.6,24.3,2.8
540190203002011,6.7,11.2,1.3
540190203002012,10.2,17,2
540190203002013,2,3.3,0.4
540190203002014,0,0,0
540190203002015,7,11.8,1.4
540190203002016,5.1,8.5,1
540190203002017,0,0,0
540190203002018,0.9,1.5,0.2
540190203002019,0,0,0
540190203002020,0,0,0
540190203002021,16.1,21,1.8
540190203002022,0,0,0
540190203002023,0.6,1,0.1
540190203002024,12.2,20.5,2.4
540190203002025,2.8,4.6,0.5
540190203002026,1.3,2.1,0.2
540190203002027,1.6,2.7,0.3
540190203002028,1.2,1.9,0.2
540190203002029,1.5,1.9,0.2
540190203002030,4.2,5.5,0.5
540190203002031,6.3,8.2,0.7
540190203002032,10.5,13.7,1.2
540190203003000,6.5,10.8,1.2
540190203003001,7.5,12.5,1.4
540190203003002,0.8,1.4,0.2
540190203003003,0.7,1.2,0.1
540190203003004,2,3.3,0.4
540190203003005,2.3,3.9,0.4
540190203003006,2.2,3.7,0.4
540190203003007,1.3,2.1,0.2
540190203003008,0,0,0
540190203003009,1,1.7,0.2
540190203003010,3.4,3.9,0.4
540190203003011,3.8,6.4,0.7
540190203003012,0,0,0
540190203003013,0.3,0.3,0
540190203003014,0.8,1.4,0.2
540190203003015,2.8,4.6,0.5
540190203003016,0.1,0.2,0
540190203003017,0,0,0
540190203003018,0,0,0
540190203003019,1.6,1.8,0.2
540190203003020,0,0,0
540190203003021,0,0,0
540190203003022,12,13.7,1.4
540190203003023,3.3,3.8,0.4
540190203003024,2.3,3.9,0.4
540190203003025,2.4,4.1,0.5
540190203003026,2.7,4.4,0.5
540190203003027,2.7,3.6,0.3
540190203003028,0.4,0.5,0
540190203003029,2.3,3,0.3
540190203003030,0.9,1.5,0.2
540190203003031,0,0,0
540190203003032,3.1,5.2,0.6
540190203003033,0.7,1.2,0.1
540190203003034,2.1,3.5,0.4
540190203003035,4.5,7.5,0.9
540190203003036,0.6,1,0.1
540190203003037,1,1.7,0.2
540190203003038,1.3,2.1,0.2
540190203003039,5.2,8.7,1
540190203003040,1,1.7,0.2
540190203003041,7.9,13.1,1.5
540190203003042,3.3,5.6,0.6
540190203003043,1.9,2.1,0.2
540190203003044,0.7,0.8,0.1
540190203003045,2.5,3.3,0.3
540190203003046,0,0,0
540190203003047,1.7,2.9,0.3
540190203003048,0,0,0
540190203003049,0,0,0
540190203003050,0,0,0
540190203003051,0.4,0.5,0
540190203003052,0,0,0
540190203003053,0.3,0.3,0
540190203003054,0,0,0
540190203003055,0,0,0
540190203003056,0,0,0
540190203003057,2.1,2.5,0.2
540190203003058,2.3,2.6,0.3
540190203003059,2,3.3,0.4
540190204001000,0,0,0
540190204001001,0,0,0
540190204001002,35.6,40.8,4
540190204001003,1.9,2.1,0.2
540190204001004,0,0,0
540190204001005,4.3,4.9,0.5
540190204001006,0.3,0.3,0
540190204001007,18.4,21.1,2.1
540190204001008,1.1,1.3,0.1
540190204001009,0,0,0
540190204001010,1.7,2,0.2
540190204001011,0,0,0
540190204001012,1.6,1.8,0.2
540190204001013,1.1,1.3,0.1
540190204001014,1.1,1.3,0.1
540190204001015,0.9,1,0.1
540190204001016,4.9,5.6,0.5
540190204001017,1.6,1.8,0.2
540190204001018,0.3,0.3,0
540190204001019,0.3,0.3,0
540190204001020,2.1,2.5,0.2
540190204001021,0.9,1,0.1
540190204001022,0.3,0.3,0
540190204001023,7.1,8.2,0.8
540190204001024,2.1,2.5,0.2
540190204001025,1.9,2.1,0.2
540190204001026,0,0,0
540190204001027,1.6,1.8,0.2
540190204001028,1.6,2,0.2
540190204001029,1.1,1.3,0.1
540190204001030,1,1.1,0.1
540190204001031,7,5.7,0.4
540190204001032,0.4,0.3,0
540190204001033,0,0,0
540190204001034,1,1.1,0.1
540190204001035,11.7,13.4,1.3
540190204001036,0,0,0
540190204001037,0,0,0
540190204001038,0,0,0
540190204001039,0.3,0.3,0
540190204001040,8,9.2,0.9
540190204001041,1.8,2.1,0.2
540190204001042,0,0,0
540190204001043,0,0,0
540190204001044,6.4,7.7,0.8
540190204001045,3.7,4.4,0.4
540190204001046,6.1,7.4,0.7
540190204001047,0,0,0
540190204001048,0,0,0
540190204001049,2.6,2.9,0.3
540190204001050,4.4,5.1,0.5
540190204001051,0.3,0.3,0
540190204001052,1.1,1.3,0.1
540190204001053,0.3,0.3,0
540190204001054,0.4,0.5,0
540190204002000,1.1,1.3,0.1
540190204002001,0.5,0.7,0.1
540190204002002,0,0,0
540190204002003,1.1,1.3,0.1
540190204002004,10.5,12.6,1.3
540190204002005,0.2,0.2,0
540190204002006,11.2,7.6,0.5
540190204002007,0,0,0
540190204002008,0,0,0
540190204002009,0,0,0
540190204002010,3.8,3.1,0.2
540190204002011,0,0,0
540190204002012,14.5,17.4,1.8
540190204002013,0,0,0
540190204002014,0.3,0.3,0
540190204002015,1.5,1.8,0.2
540190204002016,0.7,0.8,0.1
540190204002017,0.3,0.3,0
540190204002018,3,3.6,0.4
540190204002019,4.1,4.9,0.5
540190204002020,0.3,0.3,0
540190204002021,1.1,1.3,0.1
540190204002022,0.3,0.3,0
540190204002023,0,0,0
540190204002024,0.4,0.5,0
540190204002025,0.8,1,0.1
540190204002026,0,0,0
540190204002027,1,1.1,0.1
540190204002028,1.1,1.3,0.1
540190204002029,5.9,7,0.7
540190204002030,0,0,0
540190204002031,14.9,17.9,1.8
540190204002032,0,0,0
540190204002033,0,0,0
540190204002034,1.4,1.6,0.2
540190204002035,1.2,1.5,0.1
540190204002036,0.3,0.3,0
540190204002037,1.1,1.3,0.1
540190204002038,0,0,0
540190204002039,0.5,0.7,0.1
540190204002040,1.9,2.3,0.2
540190204002041,0.7,0.8,0.1
540190204002042,0.4,0.5,0
540190204002043,7.5,9,0.9
540190204002044,0,0,0
540190204002045,0,0,0
540190204002046,0,0,0
540190204002047,1,1.1,0.1
540190204002048,0,0,0
540190204002049,0,0,0
540190204002050,0,0,0
540190204002051,8.1,9.7,1
540190204002052,1.8,2.1,0.2
540190204002053,0,0,0
540190204002054,1.5,1,0.1
540190204002055,0,0,0
540190204002056,0,0,0
540190204002057,0,0,0
540190204002058,0,0,0
540190204002059,0,0,0
540190204002060,0,0,0
540190204002061,0,0,0
540190204002062,0,0,0
540190204002063,0,0,0
540190204002064,0.3,0.2,0
540190204002065,0,0,0
540190204002066,2.7,3.3,0.3
540190204002067,0,0,0
540190204002068,0,0,0
540190204002069,0,0,0
540190204002070,0,0,0
540190204002071,0,0,0
540190204002072,0,0,0
540190204002073,0,0,0
540190204002074,0,0,0
540190204002075,1.4,1.6,0.2
540190204002076,0.7,0.8,0.1
540190204002077,1.2,1.5,0.1
540190204002078,0,0,0
540190204002079,0.4,0.3,0
540190204002080,0,0,0
540190204003000,0,0,0
540190204003001,0,0,0
540190204003002,0.8,1.2,0.1
540190204003003,0,0,0
540190204003004,0,0,0
540190204003005,1.6,2.5,0.2
540190204003006,4,6.1,0.4
540190204003007,0.2,0.3,0
540190204003008,3.9,5.8,0.4
540190204003009,0,0,0
540190204003010,0.5,0.7,0
540190204003011,4.2,6.4,0.4
540190204003012,2.1,3.2,0.2
540190204003013,0.8,1.2,0.1
540190204003014,0,0,0
540190204003015,16.2,24.4,1.6
540190204003016,0.8,1.2,0.1
540190204003017,0,0,0
540190204003018,0.1,0.1,0
540190204003019,2.5,3.8,0.3
540190204003020,3.9,6,0.4
540190204003021,0,0,0
540190204003022,0.2,0.3,0
540190204003023,1.2,1.7,0.1
540190204003024,2.6,3.9,0.3
540190204003025,0.2,0.3,0
540190204003026,1.1,1.6,0.1
540190204003027,1.1,1.6,0.1
540190204003028,0.2,0.3,0
540190204003029,1,1.5,0.1
540190204003030,1.6,2.5,0.2
540190204003031,0.2,0.3,0
540190204003032,1.3,1.9,0.1
540190204003033,1.1,1.6,0.1
540190204003034,0,0,0
540190204003035,0,0,0
540190204003036,3.5,5.2,0.3
540190204003037,0,0,0
540190204003038,3.4,5.1,0.3
540190204003039,0,0,0
540190204003040,1.1,1.6,0.1
540190204003041,0,0,0
540190204003042,0,0,0
540190204003043,0,0,0
540190204003044,0,0,0
540190204003045,0,0,0
540190204003046,0,0,0
540190204003047,0,0,0
540190204003048,5.9,8.9,0.6
540190204003049,1,1.5,0.1
540190204003050,3.9,6,0.4
540190204003051,0.2,0.3,0
540190204003052,0.7,1,0.1
540190204003053,0.4,0.6,0
540190204003054,1,1.5,0.1
540190204003055,0.4,0.6,0
540190204003056,1.3,1.9,0.1
540190204003057,0.3,0.4,0
540190204003058,0,0,0
540190204003059,0,0,0
540190204003060,0,0,0
540190204003061,0,0,0
540190204003062,0,0,0
540190204003063,1.3,1.9,0.1
540190204003064,0,0,0
540190204003065,1.3,2,0.1
540190204003066,0,0,0
540190204003067,1.9,2.9,0.2
540190204003068,0.7,1,0.1
540190204003069,0.5,0.7,0
540190204003070,0.9,1.3,0.1
540190204003071,0,0,0
540190204003072,0,0,0
540190204003073,0,0,0
540190204003074,0,0,0
540190204003075,0,0,0
540190204003076,0.5,0.7,0
540190204003077,0,0,0
540190204003078,0,0,0
540190204004000,0.4,0.6,0
540190204004001,0,0,0
540190204004002,0,0,0
540190204004003,0,0,0
540190204004004,0,0,0
540190204004005,0,0,0
540190204004006,0,0,0
540190204004007,0,0,0
540190204004008,0,0,0
540190204004009,0,0,0
540190204004010,0,0,0
540190204004011,0,0,0
540190204004012,0,0,0
540190204004013,0,0,0
540190204004014,0,0,0
540190204004015,0,0,0
540190204004016,0,0,0
540190204004017,0.7,1,0.1
540190204004018,11.9,18,1.2
540190204004019,0,0,0
540190204004020,1.2,1.7,0.1
540190204004021,0,0,0
540190204004022,0.7,1,0.1
540190204004023,0.2,0.3,0
