state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_bla,uss_18_dem_bre,uss_20_rep_hag,uss_20_dem_bra,gov_18_rep_lee,gov_18_dem_dea,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
47,103,5212,2035,1910,6,50,12,8,0,3,46,1568,1494,6,24,11,7,0,2,24,725.7,113.3,811.6,128.4,571.6,120.3,806.9,120.1,586.3,101.5,113.3,110.8,124.10000000000001,725.7,579.1,809.5,117.6,700.5
47,103,5213,1094,1070,4,1,6,3,0,2,8,844,823,4,1,5,3,0,2,6,424.9,94.9,496,99.1,339.5,96.7,489.2,92.3,346.8,82.7,94.9,89.7,95.5,424.9,343.4,492.7,93.3,419.5
47,103,5216,1837,1738,37,25,8,3,0,1,25,1448,1381,30,12,6,3,0,0,16,607.9,139.1,733,147,474.6,135.9,712.1,136.8,475.9,119,139.1,126.7,141.7,607.9,475.3,722.6,136,601.3
47,103,5225,1642,1527,68,16,6,5,0,0,20,1263,1184,48,9,5,5,0,0,12,574.8,112.4,702.7,141.3,449.5,114.4,692.6,130.5,456,99,112.4,106.2,135.7,574.8,452.8,697.5,119.5,575
47,103,5228,1315,1193,43,56,7,1,1,0,14,958,885,31,29,6,1,1,0,5,421.9,91.7,512.4,105.6,328.3,85,510.2,92.6,334.5,76.7,91.7,80.4,99.3,421.9,331.5,511.5,90.60000000000001,421.5
47,103,5232,968,875,9,65,4,0,0,0,15,734,674,9,39,4,0,0,0,8,205.4,50.9,273.1,62.2,142.4,52.9,265.8,58.2,146.8,46.5,50.9,49.6,59.8,205.4,144.7,269.7,53.800000000000004,206.6
47,103,5236,1964,1814,18,89,10,3,0,2,28,1496,1398,14,55,5,3,0,2,19,604.2,109.6,771.2,106.4,434.3,95.3,736.3000000000001,99.2,437.9,78.9,109.6,87,103.1,604.2,436.6,754.2,98.1,597.8
47,103,5240,2349,2169,81,55,7,9,0,2,26,1746,1634,54,31,5,7,0,0,15,744.9,142.2,855.2,177.7,533.9,135.1,832.2,162,546.2,112.8,142.2,124.3,170,744.9,539.9,843.9,146,702.3
47,103,5242,2035,1832,38,87,12,12,0,0,54,1549,1412,32,57,8,8,0,0,32,644.9,145,770.4,158.7,504,127.7,758.7,154.6,502.2,118,145,122.3,156.4,644.9,503.2,765.1,140.8,636.6
47,103,5244,875,805,46,7,0,8,0,1,8,684,635,33,5,0,6,0,0,5,326.8,82.9,389.5,95.9,254.5,86.3,387.3,78.7,268,68.2,82.9,76.1,86.4,326.8,262.5,388.3,82.4,324.8
47,103,5248,2149,1991,66,24,15,9,3,0,41,1557,1455,46,16,10,9,3,0,18,719,139.6,860.9,188.3,523.1,127.9,842.4,174.1,526.3,117.5,139.6,122.3,181.4,719,524.5,851.4,149.7,694.5
47,103,5252,1372,1276,24,39,7,2,0,1,23,1077,1006,19,23,7,2,0,0,20,442.9,92.6,555.9,104.4,322.5,92.4,532.7,99.2,331.6,77.6,92.6,85.7,101.8,442.9,327.7,544.1999999999999,93.1,437.2
47,103,5256,2347,2224,44,23,13,5,6,1,31,1775,1692,31,15,12,5,3,0,17,898.6,132.2,1046,152.4,678,124.5,1013.5,140.9,688.9,106.5,132.2,114.7,146.3,898.6,684.2,1028.9,131.4,865.8
47,103,5260,627,558,38,10,2,1,0,1,17,521,465,37,6,2,1,0,0,10,200.8,52.1,245.6,61.5,148.5,52.6,248.5,54.7,153.4,48.9,52.1,50.4,57.2,200.8,151,246.5,53.5,199.6
47,103,5264,1235,1154,38,24,1,1,0,0,17,927,873,28,14,1,1,0,0,10,356.1,54.7,422.8,73.3,272.3,57.5,411.4,62,271.3,48.3,54.7,52.8,68,356.1,271.7,416.8,58.8,347.4
47,103,5268,2201,1707,353,83,7,8,0,0,43,1783,1436,273,41,7,6,0,0,20,536.2,270.3,594.3,273.5,386.8,239.7,562.6,232.3,413.5,203.8,270.3,221.5,253.2,536.2,399.8,577.1,243.2,498.2
47,103,5276,1266,1173,17,52,2,2,0,1,19,951,896,14,31,1,1,0,0,8,378.3,67.8,458.1,84.1,322.2,65.8,454.4,81.3,326,58.4,67.8,61.7,82.6,378.3,323.9,456.4,71,387.4
47,105,5284,2427,2129,74,176,3,12,0,2,31,1846,1663,58,102,2,7,0,0,14,890.9,223.29999999999998,1055.7,294,686,296.8,1050.8,262.1,749,244.1,223.29999999999998,270.8,278,890.9,718.2,1053,264.5,886.5
47,105,5288,1113,1059,0,41,2,5,0,0,6,867,835,0,24,2,3,0,0,3,405.6,61.5,540.4,109.3,357,103,543.5,87.1,386.4,81.6,61.5,92,98,405.6,371.8,541.6999999999999,88.3,446.3
47,105,5292,7400,7005,38,183,15,93,0,6,60,5997,5737,30,113,13,66,0,2,36,3096.6,756.3,3774.9,1126.6,2637.4,1005.4,3824.4,956.8,2855.1,822.6,756.3,912.9,1041.7,3096.6,2746,3798.9,934.9,3238.3
47,105,5296,1998,1965,3,10,9,2,0,0,9,1619,1591,3,8,8,2,0,0,7,859.4,171.2,1246.7,286.7,760.9,233.1,1257.6,241.1,814.5,193.9,171.2,213.1,263.4,859.4,787.5,1253.5,225.6,987.4
47,105,5300,2721,2631,12,42,9,6,0,0,21,2125,2073,6,24,6,2,0,0,14,971.7,193.3,1275,278.7,813.2,275.9,1262.4,256.1,890.5,212.5,193.3,242.70000000000002,267.4,971.7,852,1269.6,242.5,1042.7
47,105,5304,4691,4492,27,106,7,16,2,5,36,3723,3579,24,76,5,10,2,4,23,2083.3,549.4,2494.8,790.6,1726.8,705.2,2508.3,689.3,1875.6,584,549.4,645.2,739.8,2083.3,1800.7,2501.1,663.2,2137.2
47,105,5312,1971,1795,15,121,11,4,0,0,25,1554,1433,12,80,11,4,0,0,14,518.9,123.4,611.6,169.5,394.6,187.6,617.7,154.6,445.8,139,123.4,162.8,161.7,518.9,420.3,614.9,155.2,517.7
47,105,5316,7788,6005,93,1526,22,37,10,4,91,5650,4571,74,918,17,32,8,1,29,1513.5,534.7,1890.9,712.8,1119,645.7,1817.4,654.1,1259.4,545.3,534.7,596.1,681.3,1513.5,1187.6,1853.9,619.1,1519.8
47,105,5324,3208,2981,56,128,4,12,4,3,20,2488,2336,35,87,4,10,2,2,12,1236.9,292.3,1505.7,426.8,991.9,387.6,1491.1,385,1083.9,304.9,292.3,344.8,405,1236.9,1036.5,1498.9,359.6,1261.7
47,105,5328,5315,4157,152,869,11,63,0,1,62,4063,3368,124,498,6,40,0,1,26,1209.9,389.4,1387.5,503.5,854.6,538.2,1381.3999999999999,441.6,962.8,432.6,389.4,484.4,471.4,1209.9,907.8,1385,460.2,1158.6
47,105,5332,1040,987,0,44,1,1,1,0,6,790,759,0,24,1,1,1,0,4,272.3,33.5,373.5,53,229.9,45.6,367.8,48.5,238.5,35.2,33.5,40,50.1,272.3,233.8,370.8,43.4,295.6
47,105,5334,4582,4508,10,18,11,18,0,1,16,4448,4378,9,16,11,18,0,1,15,2816.5,1075.5,3395,1526.2,2745,1306.6,3579.6,1294.7,2995,1084.4,1075.5,1195.7,1409.9,2816.5,2869.2,3487.1,1257.4,3105.5
47,105,5336,2318,2149,27,92,6,11,5,5,23,1751,1653,25,44,6,6,1,2,14,639.3,121.4,793.6999999999999,148.9,462.2,166.9,775.2,138.3,530.8,116.1,121.4,142.1,142.2,639.3,497.3,783.5,138.3,640
47,105,5338,1984,1913,10,39,0,4,0,0,18,1767,1718,7,29,0,2,0,0,11,1073.1,391.8,1332.7,520.2,1038.5,468.3,1380.8999999999999,443.7,1133,384.7,391.8,426.1,481.3,1073.1,1085.3,1357.2,441.8,1191.7
47,107,5896,1772,1423,127,147,7,24,0,2,42,1292,1093,80,77,5,19,0,1,17,415.1,178.2,469.5,217.3,298,186,470.9,190.8,331.4,156.79999999999998,178.2,171.3,203.6,415.1,314.2,470,185.20000000000002,396.40000000000003
47,107,5900,3069,2207,390,284,10,56,0,3,119,2356,1780,285,190,10,49,0,1,41,441.1,226,581.1,273.5,319.9,213,553.5,241.9,344.2,189.3,226,199.9,257.6,441.1,331.9,567.6999999999999,229.3,447.3
47,107,5904,4549,4104,176,113,13,57,2,4,80,3688,3369,140,78,10,49,1,0,41,1173.3,284.3,1500.1,432.1,888.5,362.1,1475.6,383.9,999,278.6,284.3,320,408.1,1173.3,943.2,1487.2,347.6,1206.2
47,107,5908,4050,3342,359,173,12,61,5,8,90,3066,2609,254,100,9,50,2,3,39,919.8,334.2,1135.5,451.5,674.6,393.1,1106.6,396.7,746,319.2,334.2,354.7,424.8,919.8,708.8,1121,379.3,917.2
47,107,5912,1952,1855,11,37,6,3,0,0,40,1499,1433,7,22,6,3,0,0,28,728.6,92.6,895.1,107.7,589.7,108.7,874.4,101.4,610.6,89,92.6,98.5,104.3,728.6,599.8,885.3,99.8,739.7
47,107,5920,3049,2907,28,51,8,6,0,2,47,2315,2226,22,32,7,4,0,2,22,842,123.5,1051.4,164.7,664.7,159.1,1023.9,148.2,696,131.1,123.5,144.6,156.1,842,679.5,1036.7,145.7,854.8
47,107,5928,2889,2566,196,43,26,6,0,0,52,2267,2017,161,30,22,6,0,0,31,860.7,183,1087.9,230.1,664.8,255.7,1050.7,223.2,711.9,217.7,183,236.6,226.7,860.7,688.6,1069.2,222.6,875.4
47,107,5932,4840,4497,118,108,7,51,0,6,53,3864,3623,91,73,6,38,0,1,32,1718.5,459,2002.3,534.8,1390.6,533.3,1975.1,487.5,1493.9,442.9,459,487.5,511.5,1718.5,1442,1988.9,492,1716.1
47,107,5940,5542,5120,176,93,13,18,0,7,115,4326,4045,137,54,10,14,0,4,62,1447.2,384.7,1748.5,452.8,1089.2,420,1709.4,418.1,1164.3,345.8,384.7,379.9,433.3,1447.2,1127.2,1729.8,408.3,1434.4
47,107,5942,1208,1148,3,18,6,2,0,1,30,944,906,1,9,6,2,0,0,20,384.8,55.2,478.5,67.1,310,84.1,464.40000000000003,55.2,332.1,60.4,55.2,72,60.8,384.8,320.5,471.6,64.5,394.1
47,107,5948,4001,3791,24,97,18,6,0,8,57,3044,2908,15,60,10,4,0,3,44,1197.9,291.9,1464,321.8,956.2,338,1420,291.9,1021,281.4,291.9,310.9,305.6,1197.9,985.3,1440,304.4,1214
47,107,5952,3338,3213,33,52,3,12,0,0,25,2565,2480,25,35,3,10,0,0,12,924.3,170.9,1301.7,214.9,768.3,212.3,1272.8,189.1,813.7,172.8,170.9,193,202.7,924.3,790.8,1288.4,190.2,1016.5
47,107,5956,4064,3786,83,88,11,48,0,0,48,3131,2931,72,54,6,36,0,0,32,1345,269.5,1578.3999999999999,341.2,1062.8,316.2,1555.6,298.9,1124.4,259.8,269.5,287.2,320.4,1345,1093.2,1566.7,298.6,1333.4
47,107,5960,1365,1199,71,61,4,3,0,0,27,1044,963,46,26,3,0,0,0,6,375.1,116.6,485.2,118.8,298.4,131.7,476.2,113.7,317.4,108.5,116.6,119.3,115.6,375.1,307.9,481.3,117.6,390.2
47,107,5964,6578,6115,226,117,14,32,1,1,72,5070,4753,164,76,14,26,1,0,36,1932.5,342.2,2436.2,429.1,1478.3,413.8,2371.8,371.9,1568.9,331.7,342.2,373.3,402,1932.5,1523.7,2400.7,374.1,1956.3
47,109,5972,1722,1523,156,18,2,4,0,0,19,1310,1165,117,11,2,4,0,0,11,495.8,141.2,574.8,131.1,378.6,131.3,554.5,120.3,385.7,128.5,141.2,129.9,125.9,495.8,382.8,565.6,130.6,478.1
47,109,5984,414,393,4,6,1,0,0,0,10,319,307,3,3,1,0,0,0,5,152.1,22.6,145.6,25.2,106,22.1,140.8,22.5,108.2,21.2,22.6,21.8,23.900000000000002,152.1,106.7,143.6,22.6,130.29999999999998
47,109,5992,838,789,35,6,2,2,0,0,4,651,615,26,5,2,2,0,0,1,311.4,53.1,348.9,57.7,243.3,78.5,340.4,49.7,258.3,63.1,53.1,70.5,53.4,311.4,251.5,344.9,60.5,300.3
47,109,5996,1065,1010,12,35,1,1,0,0,6,803,769,10,18,1,1,0,0,4,334.8,43.4,396.1,52.9,272.8,49.1,385.7,47.1,280.9,47.3,43.4,48.3,48.9,334.8,277.1,391.6,47.7,334
47,109,6000,550,414,123,3,0,5,0,0,5,430,321,103,2,0,2,0,0,2,99,95.2,123,85.5,81.1,77.9,122.2,83.1,82.1,76,95.2,76.5,84.5,99,81.7,122.3,83.4,101.2
47,109,6004,863,820,30,6,0,1,0,2,4,663,633,23,3,0,1,0,0,3,296.2,72.4,340.7,67.6,206.9,69.1,336.6,56.8,210.3,61.7,72.4,65.4,62.1,296.2,208.8,339.2,65.2,278.3
47,109,6008,970,940,6,15,1,1,0,0,7,737,721,4,8,1,1,0,0,2,299.4,32.1,351.4,45.6,219.5,57.1,344.6,42.2,227.4,42.2,32.1,49,44.2,299.4,224.1,347.4,43.6,288.4
47,109,6012,1098,1055,10,15,7,1,0,0,10,817,785,6,12,5,1,0,0,8,279.9,49.1,344,48.1,224.2,57.5,336.3,43.3,230.8,49.1,49.1,53,45.8,279.9,227.5,339.6,49.3,282.4
47,109,6016,2863,2717,82,29,3,4,0,0,28,2194,2095,55,18,3,2,0,0,21,972.3,160.2,1141.1,173.5,753.2,175.5,1111.3999999999999,166.6,771.9,160.2,160.2,169,169.6,972.3,763,1126.6,167.5,949.9
47,109,6024,2234,1709,403,53,2,10,0,4,53,1693,1342,290,24,2,5,0,2,28,527.2,226.9,587.3,244.70000000000002,392.3,208.9,563,225.3,409.2,193,226.9,200.5,234.9,527.2,400.2,575.1,220.8,495.8
47,109,6028,1873,1632,135,51,7,4,1,1,42,1430,1289,86,27,6,2,1,1,18,526.9,149.4,582.6,171.3,408.8,181,572.2,154.9,418,162.9,149.4,171.4,162.4,526.9,413.7,576.8,163.8,502
47,109,6032,611,581,25,0,0,1,0,0,4,452,429,21,0,0,1,0,0,1,205.9,43.5,238.1,52.3,161.1,56,231.79999999999998,45.2,169.6,49.4,43.5,52.800000000000004,48.9,205.9,165.5,234.6,49.4,201.4
47,109,6036,1781,1649,97,25,1,2,0,0,7,1350,1263,69,13,1,2,0,0,2,508.9,125.5,616.9,106.7,376.7,135.9,595.8000000000001,95.1,396.8,117.3,125.5,126.5,101.1,508.9,386.4,606.8,116.6,499.8
47,109,6040,1591,1483,31,46,3,2,0,0,26,1208,1128,26,32,3,0,0,0,19,461.9,73.8,518.6,82.6,354.8,88.3,508.4,73.8,370.7,77.8,73.8,82.7,77.7,461.9,363,514.4,79.3,442.7
47,109,6044,3706,3268,333,43,7,10,0,6,39,2861,2560,241,29,5,8,0,2,16,1130.4,328.1,1282.1,353,860.3,365.3,1245.8,323.2,898.5,327.3,328.1,344,336.8,1130.4,880.3,1263.9,338.5,1083.1
47,109,6048,826,802,11,9,1,0,0,0,3,667,652,4,7,1,0,0,0,3,319.1,56.4,388.3,47.4,263.2,59,373.2,46.7,270.6,54.4,56.4,56.300000000000004,47.2,319.1,266.9,379.6,53.3,322.3
47,109,6052,3070,2931,48,36,9,1,0,3,42,2372,2286,31,24,8,1,0,1,21,918.3,173.3,1108.6,196.6,703.6,219.9,1073.2,169.1,711.8,194.8,173.3,206,183.3,918.3,706.7,1091.4,192,903.7
47,111,5340,2434,2241,6,137,18,12,0,1,19,1788,1666,2,90,11,9,0,0,10,744.6,124.3,948.1,141.4,590.4,164.8,870,120.4,617.8,143.5,124.3,154.1,130.5,744.6,604.3,908.9,139,754.5
47,111,5344,2174,2059,7,59,12,3,2,0,32,1615,1545,3,31,12,2,1,0,21,543.8,84.9,749.9,106.2,416.59999999999997,119.7,699.5,85.4,439.2,107.4,84.9,113.2,95.4,543.8,428.3,725.1,101.1,570.3
47,111,5348,2127,2034,19,44,4,2,1,1,22,1547,1490,12,24,4,2,1,0,14,486.8,105.6,716,131.4,357.6,144.6,674.3,113.8,379.8,130.4,105.6,137.5,122.2,486.8,368.6,695.1,125.2,522.7
47,111,5352,3248,3100,14,104,10,1,0,0,19,2443,2361,8,53,8,1,0,0,12,959,174.9,1301.6,230.3,740.3,253.4,1219.1,199.7,799.2,208.2,174.9,230.9,215.1,959,769.4,1259.8,213.4,1003.9
47,111,5356,957,908,3,38,0,2,0,0,6,723,692,3,25,0,0,0,0,3,330.1,41.7,406,52.4,257.7,62.1,374.5,42.5,272.5,50.2,41.7,56.1,47.5,330.1,265,390.1,50,328.2
47,111,5360,3085,2855,11,191,4,4,0,0,20,2364,2213,8,119,4,4,0,0,16,838.8,171,933,178.1,549.1,203.1,878.5,144,598,159,171,180.8,160.3,838.8,573,905.8,171.6,760.1
47,111,5364,1027,969,0,42,1,1,0,0,14,797,759,0,26,1,1,0,0,10,339.6,37.3,422.9,57.1,290.1,66,393.7,48.3,306.5,52.6,37.3,59.3,52.7,339.6,298.2,408.2,52.2,350.8
47,111,5368,2482,2359,5,89,7,7,0,2,13,1840,1757,5,59,5,3,0,0,11,717.1,101.8,915.3,137.2,566.9,159.5,843.1,117,604.1,131.6,101.8,145,127.5,717.1,585,879,129.8,729.5
47,111,5372,1057,1025,0,26,0,1,0,0,5,792,769,0,18,0,1,0,0,4,336.9,39.6,420.1,53,252.9,62.6,392,43.6,271.3,48.1,39.6,55,48.1,336.9,261.8,406.40000000000003,49.4,334.5
47,111,5392,3657,3411,14,189,5,11,0,0,27,2772,2616,7,117,5,7,0,0,20,967.4,189.9,1283.8,219.1,745.2,247.9,1178.4,189.2,789.7,216.1,189.9,232.2,204.2,967.4,767,1230.9,212.3,992.1
47,113,5440,1901,603,1189,68,10,2,0,1,28,1578,535,965,48,10,2,0,1,17,93.5,275.1,139.7,321.3,73.2,247.5,146,290.6,87.5,231,275.1,239.5,305.9,93.5,79.9,142.6,273.5,107.9
47,113,5442,3755,337,3336,36,4,2,0,6,34,2658,284,2332,24,2,2,0,3,11,53,890.1,68,886.2,31.6,696.6,79.4,800.1,50.4,672.7,890.1,684.2,842.7,53,41.6,73.4,789.3,55.6
47,113,5450,3630,888,2588,81,1,19,0,3,50,2538,753,1707,37,0,13,0,1,27,254.4,765.2,282.7,810.5,197.6,674.3,278.5,742.1999999999999,225.1,636.3,765.2,655.1,776.4,254.4,210.9,280.5,726.1,247.7
47,113,5452,2148,1572,474,51,2,25,0,1,23,1718,1315,348,28,1,16,0,1,9,572.2,372.3,590.6999999999999,473,436.6,400.7,606,426.3,496.90000000000003,337.6,372.3,368.8,450,572.2,466.8,598.2,402,540.3
47,113,5454,5239,3307,1688,121,4,19,2,10,88,4238,2841,1249,88,3,11,2,2,42,680.9,796.7,773.3,1018.6999999999999,545.9,849.5,798.7,914.8,644.6,754.1,796.7,802.2,966.8,680.9,595,785.9,866.3,688.4
47,113,5460,3293,1585,1448,187,7,23,0,0,43,2473,1363,940,127,6,20,0,0,17,574,580.2,547,733.9,421,591,552.2,671.9,476,526.3,580.2,558.5,703,574,448.6,549.6,620.8,514.4
47,113,5462,675,612,32,18,0,7,0,0,6,531,488,27,10,0,4,0,0,2,320.9,90.89999999999999,375,95.1,288.1,110.1,379.1,82.2,317,82.2,90.89999999999999,96.10000000000001,88.6,320.9,302.5,377.1,92.1,336
47,113,5470,2516,816,1537,116,4,9,0,8,26,1796,661,1053,60,4,8,0,3,7,367.3,549.9,396.5,662.2,270.4,521.4,389.2,621.5,288.7,492.4,549.9,507,642,367.3,279.5,392.7,569.6,342.40000000000003
47,113,5472,2898,1086,1454,255,10,56,1,4,32,2253,953,1053,178,10,39,1,1,18,344.5,553.9,367.8,658.3000000000001,271.7,563,365.1,624.2,315,510.5,553.9,536.7,641.3,344.5,293.4,366.5,581.7,333
47,113,5476,4722,2917,1395,230,5,85,0,13,77,3676,2457,968,145,5,62,0,6,33,1012.5,769.9,1050.1,1006.5,745,797.8000000000001,1066,924.2,820,726.7,769.9,762.4,965.2,1012.5,783,1058.2,844.7,938.9
47,113,5480,3452,171,3205,28,9,2,0,0,37,2592,152,2391,16,9,2,0,0,22,42.2,867.1,68,819.8,24.7,667.2,66.3,751.9,39.3,634.5,867.1,651.7,785.6,42.2,30.8,66.6,747.7,48
47,113,5482,4873,285,4490,47,2,4,2,5,38,3421,241,3127,26,2,4,2,2,17,81.3,963.2,117.8,870.3,60.9,700.8,119.2,806.6,79.9,670.9,963.2,685.7,838.4,81.3,70.1,118.2,802.1999999999999,91.7
47,113,5490,4872,3763,908,123,2,13,1,0,62,3758,2987,665,67,2,9,0,0,28,1071,427.4,1224.4,541.6,832.9,443.1,1202.7,488.3,875.4,403,427.4,422.7,514.6,1071,853.1,1213.9,460.7,1040.8
47,113,5492,1781,1553,194,12,5,0,0,1,16,1387,1226,137,9,5,0,0,0,10,556.1,142,619.9,181,425.9,161.1,612.6,149,447,138.1,142,149.8,164.4,556.1,436.2,616,153.9,532.6
47,113,5494,873,812,30,27,1,0,0,1,2,707,662,26,17,1,0,0,0,1,295.59999999999997,76.7,324.2,94.1,224.4,84.3,316.8,81,237.6,69.5,76.7,76.8,87.3,295.59999999999997,231,320.5,81,279.8
47,113,5496,2142,1790,271,40,3,1,0,4,33,1656,1419,195,25,2,1,0,1,13,759.2,205.9,841,239.2,595.2,232.6,835,211.4,626.9,196.8,205.9,215,225.2,759.2,610.8,838.3,216.8,731.6
47,113,5498,1089,832,242,5,6,1,1,0,2,883,658,211,5,6,1,1,0,1,264.6,195.6,295.9,216.7,176.7,201.1,298.4,200.2,199.2,184.3,195.6,192.5,208.3,264.6,187.5,297,199.4,247.1
47,113,5500,1219,294,900,6,4,0,0,0,15,973,237,724,2,3,0,0,0,7,129.7,396.7,139.4,432.3,94.6,365.4,141.7,399,110.2,358.1,396.7,362.6,416.5,129.7,102.5,140.2,389.8,123.5
47,113,5502,2821,1771,859,147,5,2,0,2,35,2216,1411,693,87,5,2,0,0,18,554.7,401.5,630.5,430.4,402.7,377.8,618.1,393.4,438.3,339.2,401.5,358.3,411.5,554.7,420.6,623.9,388.3,529.5
47,113,5504,2313,429,1639,206,3,2,0,1,33,1616,370,1105,127,3,2,0,0,9,66.6,372.5,91.2,402.5,44.4,298.9,81.5,365,55.5,282,372.5,290.3,383.59999999999997,66.6,49.7,86.4,344.1,67.8
47,113,5506,806,625,152,25,1,0,1,0,2,627,483,133,10,0,0,1,0,0,225.4,97.2,271,97.2,178.29999999999998,91.9,262.4,85.8,197.5,72.4,97.2,81.7,91.8,225.4,187.7,267.5,88.89999999999999,226.4
47,113,5510,1190,1080,88,7,3,3,0,0,9,938,857,71,3,2,0,0,0,5,413.9,97.8,489.8,98.4,311.3,113,484.1,91.3,345.8,83.3,97.8,97.9,94.6,413.9,328.5,487.3,96.9,409.2
47,113,5512,3808,3166,501,63,5,17,0,9,47,2988,2577,344,35,4,11,0,2,15,1232.8,456.1,1367.9,616.5,977.4,518.6,1367.2,553.6,1059,444.9,456.1,480.9,584.9,1232.8,1017.8,1367.6,517.2,1201.7
47,113,5514,1819,1713,40,26,3,7,8,0,22,1436,1372,27,14,3,4,5,0,11,595.9,98.2,673,100.2,482.1,109.3,659.2,95,511,86.4,98.2,97.8,97.2,595.9,496.3,666.4,97.7,584.1
47,113,5516,1474,1116,288,22,3,11,0,0,34,1142,891,214,16,3,9,0,0,9,411.8,175.9,468.8,209.9,344.5,172.5,461.1,193,361.1,161.3,175.9,166.3,201.2,411.8,352.5,464.8,182.3,409.5
47,113,5520,3702,2389,1028,111,8,110,0,7,49,2762,1904,698,58,5,76,0,2,19,883.1,648.2,954.4,813.1,685.7,696.3,964.4,740.8,755.7,632.5,648.2,664.3,777,883.1,720.4,959.5,706.2,848.6999999999999
47,113,5522,6973,5588,963,204,6,119,6,9,78,5148,4220,677,119,6,84,3,9,30,2825.9,994.8,3429,1450.4,2481.7,1177.7,3496.6,1319.2,2688.7,999.1,994.8,1088.6,1384.9,2825.9,2585.6,3462,1188.7,2984.5
47,113,5524,6281,4194,1179,616,6,207,3,3,73,4378,3019,812,372,5,146,1,1,22,1962,957.5,2285.6,1325.2,1633.1,1098.7,2328.2,1205.1,1792.2,957.5,957.5,1027.5,1265.3,1962,1712.8,2307.2,1108.8,1999.8
47,113,5526,3952,2897,814,161,5,29,1,6,39,3190,2460,581,98,4,20,1,3,23,1308.7,647,1340.6,774.3000000000001,1119.6,673.1,1354.8,696.8,1207,595.3,647,634.2,735.7,1308.7,1163.3,1347.5,677.1,1265.8
47,113,5528,3436,2404,804,107,2,76,1,3,39,2908,2181,558,77,2,63,1,3,23,724.5,363,803.4,444.3,646.6,363.5,831.6999999999999,411.5,689,330.4,363,347,428.2,724.5,667.5,817.6,382.2,738.9
47,113,5530,732,669,39,4,0,3,0,4,13,587,534,34,2,0,3,0,3,11,306.3,53.8,348.3,57.6,265.7,58.4,342.9,53.8,283.4,41.4,53.8,50,56,306.3,274.5,345.1,53.1,309.7
47,113,5532,5509,3683,1527,133,13,28,1,14,110,4044,2909,997,71,8,18,0,3,38,1330.9,868.5,1441.8,1104.9,998.9,900,1432.5,1021.1,1081.3,818.9,868.5,859.1,1062.2,1330.9,1039.6,1437.5,942.7,1257.1
47,113,5534,2400,2113,228,23,4,13,0,1,18,1844,1642,168,15,4,7,0,0,8,1019.2,293.2,1127.8,405.8,840.3,360.2,1130.1,368.8,917.1999999999999,291.1,293.2,325.6,387.1,1019.2,878.6,1129.2,343.8,1006.9
47,115,5580,3530,2902,501,49,17,3,0,1,57,2749,2307,383,25,10,3,0,0,21,733.4,565.5,899.1,623.5,542.5,549.7,861.7,582.5,573.9,513.4,565.5,533.4,604.8,733.4,556.6,879.1,566.1,723.6
47,115,5584,1169,1133,9,5,3,5,0,0,14,900,877,7,4,3,3,0,0,6,369.6,99.6,497.3,114.8,280.4,107.1,459.6,110.10000000000001,297.9,98.5,99.6,102.6,112.3,369.6,288.7,478.40000000000003,106.3,381.1
47,115,5590,376,352,3,14,1,4,0,0,2,290,273,1,12,1,2,0,0,1,73.2,42.1,89.3,46,60.5,36.4,83.10000000000001,40.7,62.300000000000004,34.5,42.1,35.5,43,73.2,61.4,85.8,39.8,73.6
47,115,5592,248,239,4,1,0,4,0,0,0,198,190,4,1,0,3,0,0,0,94.6,36.1,112.5,35.4,79.2,37.8,112.5,33.699999999999996,85.5,31.6,36.1,34.7,34.4,94.6,82.4,112.5,35.2,97.10000000000001
47,115,5594,503,475,8,12,4,1,0,0,3,402,380,8,8,2,1,0,0,3,150.8,64,194.4,68.1,116.9,77.3,188.3,64.4,128.4,70.2,64,73.4,65.9,150.8,123.2,191.6,68.8,155.6
47,115,5596,1209,1164,2,6,10,13,0,0,14,981,947,2,6,9,8,0,0,9,402,196,511.6,266.5,357,247.3,505.8,246.70000000000002,377.6,234.8,196,241.20000000000002,256.4,402,367.7,509.6,238.7,431.3
47,115,5598,1434,1323,13,32,1,40,0,3,22,1157,1087,10,19,1,26,0,0,14,415.59999999999997,177.7,545.1,188,315.7,216.6,523.6,177,347.7,199.5,177.7,208.20000000000002,182.20000000000002,415.59999999999997,332,534.3,191.8,429.4
47,115,5600,1024,925,50,32,5,0,0,0,12,782,712,43,18,4,0,0,0,5,286.2,87.6,388.4,105.9,230.6,108.5,381.2,94.8,243.4,95.3,87.6,101.7,100.6,286.2,237.29999999999998,385,98.6,306.3
47,115,5602,1154,1085,19,23,4,9,0,0,14,977,925,14,16,4,8,0,0,10,271.3,108.8,382.2,100,223.1,104.3,362.9,98.5,233.3,91.3,108.8,97.6,99.2,271.3,228.1,372.9,99.8,295.2
