state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_mor,uss_18_dem_man,uss_20_rep_cap,uss_20_dem_swe,gov_16_rep_col,gov_16_dem_jus,gov_20_rep_jus,gov_20_dem_sal,atg_16_rep_mor,atg_16_dem_rey,atg_20_rep_mor,atg_20_dem_pet,sos_16_rep_war,sos_16_dem_ten,sos_20_rep_war,sos_20_dem_ten,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
54,001,5,775,769,0,0,0,0,0,0,6,597,592,0,0,0,0,0,0,5,237.7,47.3,241,54.3,143.1,95.9,238.1,53.3,156.1,119.3,226.4,55.7,172.2,95.9,213.5,80.6,160.6,119.2,186.7,105.7,95.60000000000001,95.9,69.9,182,143.1,221.5,82.7,197.2
54,001,6,828,810,5,3,1,0,0,0,9,660,653,3,1,0,0,0,0,3,262.1,53,322.6,72.6,157.2,105.8,319,66.1,171.6,132.6,290.4,72.7,189.6,106.3,282.8,100.7,177.3,131.4,251,137.2,105.7,105.8,90.1,199.9,157.2,292.9,97.8,242.6
54,001,7,578,561,8,1,0,0,0,0,8,476,462,8,1,0,0,0,0,5,197.1,48.1,218.70000000000002,56.5,106.7,92,218.6,51.3,124.2,117.9,207.8,54.3,143.4,90.3,188.4,81.8,138.5,104.3,168.4,102.4,90.4,92,69.7,150.5,106.7,200.6,80.3,170.7
54,001,8,2521,2382,28,11,30,7,0,0,63,1996,1897,20,9,20,7,0,0,43,607.3,220.6,710.2,249.5,351.7,317.1,728.4,218,400.2,391.2,685.6,228.9,439.6,344.5,636.8,319.3,421.4,411,574.7,393.8,342.2,317.1,281.4,467.8,351.7,667.9,310.2,554.9
54,001,9,557,545,2,1,1,1,0,0,7,408,401,2,1,1,1,0,0,2,140.1,56.6,170.4,54.9,60.5,104.19999999999999,152.20000000000002,68.2,83.2,107.9,157.2,62.4,88,101.1,123.89999999999999,99.5,78.8,119.3,126.7,100.3,96.3,104.19999999999999,77.2,97.5,60.5,146.1,87.2,118.2
54,003,1,1967,1620,207,58,2,22,1,2,55,1608,1369,170,24,2,19,1,2,21,367.1,274.3,402.9,355.40000000000003,209.4,295.1,442.3,294.6,291.4,311,361.2,303.1,384.7,243.5,439.7,319.7,292.1,324.2,376.2,383.9,288,295.1,331.4,333.6,209.4,404.4,310.4,356.6
54,003,10,1783,1203,279,216,8,19,0,0,58,1301,960,177,133,5,11,0,0,15,297.8,280.8,315.1,339.40000000000003,199.6,298.9,369.4,268.8,255.9,282.7,295,277.1,330.5,231.8,361.2,281.3,264,308.9,301.1,343.6,276.1,298.9,301.90000000000003,287.1,199.6,328.2,291.1,298.9
54,003,11,645,517,68,47,0,6,0,0,7,505,430,47,20,0,6,0,0,2,154,105.5,165.1,147.7,95.4,128.70000000000002,187.7,124.39999999999999,122.10000000000001,111.3,156.3,126.4,158.4,84.39999999999999,184,133.8,131.9,116.3,161.1,159.3,104.3,128.70000000000002,138.6,141.7,95.4,170.7,123.9,151.5
54,003,14,925,641,195,48,2,6,0,1,32,710,500,159,29,2,6,0,1,13,125.1,141.3,147.5,170.1,74.7,116,154.6,148.79999999999998,97.9,134,131.9,141.6,129.4,125.9,162.9,148.8,99.3,152.4,132.70000000000002,179.2,138.8,116,157.3,113.1,74.7,145.8,145.6,125.4
54,003,15,211,134,54,11,1,2,1,2,6,184,119,44,9,1,2,1,2,6,27.5,36.800000000000004,29.7,36.5,15,29.8,31.400000000000002,30.3,19.9,34.1,27.1,28.7,30.7,31.6,33,32.1,22,39.9,27.6,37,35.699999999999996,29.8,32.9,25.1,15,29.8,33.7,26.4
54,003,15A,686,524,83,46,7,11,0,1,14,539,426,68,27,2,9,0,0,7,128,92.3,131.2,111.5,69.2,86.4,139.29999999999998,93.4,94.1,99.39999999999999,117.7,93.8,126.5,79.1,140.3,96.3,103.2,103.8,118.7,117.4,93.4,86.4,102.3,112.8,69.2,129.8,97.3,117
54,003,16,2465,1836,369,107,9,23,2,3,116,1843,1464,262,61,4,19,2,2,29,564.4,410.3,612.2,499.1,320.3,421.4,641.3,450.1,458.5,444.7,548.1,446.3,580.5,340.5,651.3,465.2,478.3,436.7,568.9,558,407.9,421.4,483.4,520.6,320.3,604.3,447.1,542.5
54,003,17,1474,1153,190,56,2,3,0,1,69,1154,941,142,45,2,1,0,0,23,273,194.8,280,235.8,147.1,182.2,296.9,198.3,201.3,209.9,250.6,199.2,269.2,167.4,299.3,203.7,219.8,220.1,253.2,249.3,197.7,182.2,217.7,240.6,147.1,276.4,205.9,249.6
54,003,18,2585,1929,457,109,7,13,0,2,68,1966,1536,328,60,6,12,0,2,22,689,352.3,821.1,561.2,429.09999999999997,344.4,872.4,467.1,578.5,390.4,754.2,473.90000000000003,666.9,324.2,864.3,503.1,582.6,397,787.8,574.3,366.1,344.4,515.8,629.3,429.09999999999997,819.8,439.1,704.6
54,003,19,2909,2719,57,67,8,18,0,0,40,2233,2111,41,41,6,14,0,0,20,912.2,223.8,1054.8,315.5,596.5,306.1,1053.6,281,762,288.3,941.7,280.3,838.2,228.4,1068.6,290.6,763.4,300.2,1003.9,343.8,260.5,306.1,302.2,818.8,596.5,1024.8,285.7,899.2
54,003,2,1562,1263,135,103,1,10,0,3,47,1153,977,97,52,1,8,0,3,15,259.3,235.70000000000002,259.7,292.8,133.3,248.4,288.4,250.3,195.5,252.29999999999998,246.2,242.9,274.2,201.7,292.7,262.6,217,260,243.6,311.7,237.6,248.4,272.1,236.7,133.3,266.1,256.3,241
54,003,20,1658,1554,40,24,3,9,2,1,25,1318,1248,30,18,3,9,2,1,7,465.8,103.8,553.1,128.3,308.9,150.1,545,118.5,369.5,149.1,503.09999999999997,114.9,406.8,114,540.5,124.2,374.4,131.5,506.3,152.7,124.8,150.1,128.1,404.3,308.9,529.3,129.3,457.3
54,003,21,5078,4707,124,122,13,28,0,1,83,3890,3652,95,68,7,21,0,0,47,1705.5,621.7,2175.1,902.2,1156.8,844,2198.8,814.3,1451.8,739.9,1905.4,841.4,1612.4,611,2228.6,838.7,1443.9,753.7,2076.2,971,681.3,844,873.5,1553.7,1156.8,2116.6,794.2,1795.3
54,003,22,3029,2308,400,137,5,91,0,1,87,2251,1788,280,78,5,71,0,1,28,880.7,591.8,989.2,799,596,637.4,1042.9,717.9,769.9,631.2,883.3000000000001,714.7,916.4,536.6,1054.2,741.1,782.7,650.8,962.6,831.6,602.4,637.4,761,837.1,596,986.5,685.1999999999999,887.7
54,003,23,3569,2965,261,160,4,55,0,11,113,2670,2292,186,104,4,38,0,6,40,1146.3,539.8,1377.3,845,727.6,589.5,1401,778.5,1033.8,593.7,1234.3999999999999,789.3,1156.7,501,1433.8,806.8,1011.7,603.4,1342.2,899,560,589.5,823.4,1086.7,727.6,1358,694.9,1186.6
54,003,24,5175,4019,558,306,23,53,9,2,205,3745,3069,391,158,22,42,4,0,59,986.1,613.9,1164.8,825.4,633,623.7,1228.2,718,830.1,642.9,1048.3,703.4,975.5,557.3,1262,736.1,829.8,701.7,1119.3,871.4,628.5,623.7,770.8,905.4,633,1164.7,699.2,1008
54,003,25,1546,1202,170,103,1,18,0,4,48,1122,894,134,58,1,18,0,1,16,348.2,219.1,459.59999999999997,353.2,245.3,254.1,480.5,314,292.2,228.6,419.9,305.7,359.8,193.6,487.4,318.9,299.5,241.9,451.3,354.7,220.6,254.1,329.3,324.9,245.3,459.59999999999997,278.5,384.6
54,003,25A,1582,1085,341,89,3,35,1,0,28,1229,856,284,50,3,25,1,0,10,378.5,236.3,501.90000000000003,383.09999999999997,263.7,275.2,525.3,340.8,313.9,250.2,456.4,332.6,388.1,209.9,533.6,346.1,322.6,263.1,491.2,387.2,240.1,275.2,358.2,351,263.7,501.5,302.2,417.6
54,003,26,1891,1733,45,49,2,15,0,0,47,1418,1327,37,27,1,11,0,0,15,454.09999999999997,171.9,537.7,205,270.3,200.6,534.8,183.7,371.7,221.5,462,185.7,441.5,172.3,557.9,184.6,384.4,207.1,501.7,236,192.8,200.6,199,413.2,270.3,518.8,196.7,451.3
54,003,27,2080,1884,120,25,1,18,0,2,30,1604,1467,90,17,1,14,0,1,14,633,300.4,690.5,391,424.3,405.3,718.2,349.6,535.1,355.4,584.4,355.9,641.1,277,718.9,378,545,373.6,647.9,441.7,326.8,405.3,383.3,588.3000000000001,424.3,672,362.7,614
54,003,28,4032,3376,383,147,4,12,0,5,105,2842,2426,274,89,3,12,0,4,34,963.6,477,1160.1,702.5,613.3,543.1,1183.2,633.1,831.4,514.9,994.9,647.5,961.8,438.2,1217.4,637.3000000000001,823.2,561,1070.2,771,497.8,543.1,678,895,613.3,1125.3999999999999,592.4,982.3
54,003,29,1539,1338,109,39,2,8,0,5,38,1211,1094,78,20,2,8,0,2,7,445.8,192.8,457.9,252,261.4,231.5,475.6,225.7,355.3,238.3,400.4,220.2,431.9,182.7,487.2,224.8,366.1,242.8,422.3,290.8,214.1,231.5,242.7,399.7,261.4,448.7,230.2,410.3
54,003,31,4274,3713,242,177,6,26,2,4,104,3056,2737,171,95,4,21,2,0,26,1096.3,392.8,1265.7,566.6,670,462.5,1290.6,506.6,839.5,535.2,1070.6000000000001,503.7,1013.5,388.9,1312,514.6999999999999,851.8000000000001,533.5,1192.1,627.8,462.7,462.5,543.8,949.9,670,1226.2,502.59999999999997,1060.1
54,003,32,2117,1986,33,67,1,5,0,0,25,1614,1540,24,36,1,5,0,0,8,601.4,193.5,760.6,351.2,381.90000000000003,244,780,312,470.6,260.7,697.1,300.3,555.4,185.3,771.6,325.4,470.5,239.7,730.4,365.59999999999997,219.2,244,330.7,524.8,381.90000000000003,748.2,277.5,622.5
54,003,33,3047,2673,146,113,9,31,0,4,71,2208,1983,100,67,6,23,0,4,25,927,312.3,1098.2,481.9,574.7,391.8,1130.8,417.3,751.1,432.7,916,427.8,931.4,272.4,1147.3,441.5,789.9,406.8,1038.7,540,356.2,391.8,461.8,849.4,574.7,1065.6,412.3,930.7
54,003,34,2067,1806,64,134,4,8,0,7,44,1519,1383,47,64,2,6,0,1,16,543.7,176.1,652,250.1,341.59999999999997,252.9,666.2,217.2,423,273.1,527.1,237.6,537,181.1,663.4,224.1,456.5,236,595.1,294.9,216.8,252.9,244.7,489.9,341.59999999999997,620.6,234.2,540.8
54,003,35,2220,2015,81,63,2,8,0,5,46,1638,1515,57,40,1,7,0,2,16,607.3,214,702.5,321.3,367.5,254.1,716.5,285.5,462.3,295.1,594.9,287.4,563.7,218.1,725.9,293.2,470.5,298.4,657,357.9,256.6,254.1,309.1,525.3,367.5,679.4,282.4,586.8
54,003,36,3389,2936,201,124,2,30,1,12,83,2463,2191,137,72,2,26,1,3,31,880.6,291.4,996,485.6,529,352.4,994.5,449.9,701.1,390.6,843.7,436.6,842.3,283.3,1029.1,446.59999999999997,756.7,356.6,953.1,515.7,329.6,352.4,467.1,794.5,529,963.4,400.7,852.4
54,003,37,4177,3692,221,132,13,26,0,3,90,2999,2721,148,79,11,15,0,0,25,1278.5,428.59999999999997,1475.3,624.4,781.4,514.5,1482.5,563.4,991.9,579,1233.5,555.9,1221.2,412.6,1509.7,578.4,1039,563.8,1391.2,691.4,496.2,514.5,602.6999999999999,1132.5,781.4,1418.6,550.9,1240.2
54,003,38,2124,1828,134,80,0,45,0,0,37,1629,1426,92,53,0,38,0,0,20,651.7,337.09999999999997,775.1,436.9,457,395.8,832.9,358.2,562.5,394.8,708.2,374.5,679.1,298.1,800.4,399.40000000000003,568.3,403.5,735.4,468.90000000000003,358.5,395.8,407.59999999999997,614.9,457,770.6,386.9,677.4
54,003,39,4160,3555,263,175,6,79,0,2,80,2892,2527,180,103,5,57,0,1,19,1426.1,524.3,1742.8,854.6,1005.5,757,1832.8,753.2,1196.7,699.1999999999999,1563.1,761.2,1411.3,516.8,1841.6,780.9,1225.3,690.2,1704.4,915.9,607.6,757,813.5,1314.6,1005.5,1737.1,725.3,1494.9
54,003,40,3266,2884,156,149,10,19,2,1,45,2376,2147,109,75,9,15,2,1,18,999.3,299.6,1243,458.1,618,398.8,1249,411.6,797.1,409.09999999999997,1051.3,431.5,924.5,314.4,1249.9,453,816.7,395.3,1164.7,532.8,354,398.8,457,884.7,618,1191.5,410.1,1011.1
54,003,41,2607,2501,25,33,11,5,0,0,32,1933,1867,13,21,9,5,0,0,18,818.9,214.8,929.5,305.6,531.4,318.2,925.5,274.7,675.8,306.5,743,277.2,769.5,223.79999999999998,950.7,278.2,667.8,318.9,872.6,351.7,265.3,318.2,297.2,733.4,531.4,884.2,286.7,788.9
54,003,42,1455,1409,7,10,3,2,1,0,23,1117,1092,6,6,3,2,1,0,7,429.9,102.3,526.8,115.5,264.5,140.2,519,114.8,342.6,174.2,453.7,111.10000000000001,400.9,119.7,527.9,118.7,334.4,158.9,494,148.7,138.6,140.2,121.6,376.8,264.5,504.3,130.5,429.5
54,003,43,1667,1616,16,14,3,3,0,0,15,1264,1232,14,5,3,2,0,0,8,529.3,169,629.1,241.6,334.59999999999997,211.1,641.4,211.5,422.6,240,518.3000000000001,218.5,515.4,158.6,649,220.5,444,222.5,598.2,269.6,197.4,211.1,232.3,477.9,334.59999999999997,606.9,216.2,528.3
54,003,44,1053,983,31,19,2,5,0,0,13,775,727,23,15,2,4,0,0,4,328.3,108.1,418.8,140.4,229.9,129.1,412.8,118.4,263.9,159.1,336.8,123.3,318.5,107,419.4,125.4,268.1,151.5,394.2,153.5,131.4,129.1,132,294.7,229.9,396.1,131.1,339.2
54,003,45,2551,2433,25,42,10,14,0,2,25,1909,1825,21,29,10,11,0,0,13,740.1999999999999,195.4,872,246.2,472,251.70000000000002,879,214.5,588.1,293.2,697.9,218,701.9,192.79999999999998,881.5,236.2,612,272.7,826.7,286.1,238.89999999999998,251.70000000000002,240.2,660.5,472,831.2,240.9,727.3
54,003,46,1970,1866,4,61,7,4,0,1,27,1491,1434,4,31,6,3,0,0,13,607.6999999999999,173.8,729.3,236.1,402.2,226.6,741.5,202.70000000000002,486.4,254.79999999999998,605.6,216,594.3,167,741.5,222.3,516.2,236.1,685.7,275.8,207.6,226.6,230.8,551.2,402.2,700.6,221.1,611.3
54,003,47,2049,1953,24,31,10,12,2,1,16,1549,1473,23,19,10,9,2,1,12,741,117.5,879.8000000000001,159.1,517.6,182.4,859.6,141.1,580.9,231.7,640.3000000000001,153.3,666.5,148.8,876.7,147,603.5,184.7,809.1,208.4,170.3,182.4,161.2,648.3000000000001,517.6,813,167.5,717.5
54,003,48,1746,1679,22,22,8,3,2,0,10,1460,1409,18,16,8,3,1,0,5,678.4,318.7,862.2,437.4,498.3,405.5,885.2,396.8,584,359.8,789.5,375.5,669.3,299.4,909.6999999999999,387.6,610.4,354.6,829.9,464.2,333,405.5,412.3,635.8,498.3,855.5,379.6,731.7
54,003,49,1564,1486,19,24,2,12,0,0,21,1238,1186,16,12,2,10,0,0,12,511.3,242,606.9,304.4,351,298.4,617.7,278.9,451.9,273.9,527.6,272.09999999999997,512.1,231.1,627.8,288.1,439.3,315.6,572.4,341.59999999999997,265.8,298.4,297.1,478.7,351,590.4,284.5,522
54,003,5,1773,1413,218,75,4,10,1,7,45,1344,1113,158,41,4,10,1,2,15,306.9,214.4,330.1,276.3,174.8,202.1,337.5,254.4,240.3,232.3,284.7,233.5,298.7,191.7,344.8,248.3,252.9,237.2,291.8,302,218.6,202.1,263,274.7,174.8,317,239.3,286
54,003,50,344,317,9,12,3,1,0,1,1,287,266,8,7,3,1,0,1,1,105.6,45.7,108.6,59.699999999999996,62,54.7,112.8,53.6,84.2,56.5,94.9,52.2,102.2,43.3,115.3,53.199999999999996,86.7,57.5,100,68.8,50.800000000000004,54.7,57.5,94.7,62,106.3,54.4,97.3
54,003,51,1896,1771,42,34,3,12,0,0,34,1402,1336,28,16,3,9,0,0,10,582.6,172,678.4,217.5,361.4,214.3,669.8,199.7,445.4,246.8,581.7,203.5,532.8,185,671.2,213.7,468.6,236.60000000000002,626.9,259.4,210.1,214.3,218.7,507.3,361.4,645.5,214.79999999999998,561.6
54,003,6,1068,797,140,92,2,1,0,1,35,840,656,109,52,2,1,0,1,19,118,137.8,133.4,165.9,66.3,116.10000000000001,143.4,149.29999999999998,87,137.7,123,139.9,124.1,117.4,145.2,158.7,101,143.4,129.9,172.6,134,116.10000000000001,157.1,107.6,66.3,134.7,143.5,117.10000000000001
54,003,7,1221,813,203,131,11,11,1,2,49,951,660,168,80,8,11,1,1,22,124.3,173.8,135.5,184.8,69.4,142.9,148.4,156.9,93.3,157.70000000000002,122.5,153.2,133.4,147.4,151.2,167.6,105,176.3,127.3,191.8,164,142.9,170.7,114.1,69.4,137,165,120.9
54,003,8,1033,739,194,45,2,0,1,2,50,775,577,150,30,2,0,0,0,16,121.2,139.1,132.2,163.7,71.5,128.2,149,140.8,94.5,129.5,121.1,140.2,125.5,115.8,147.7,150.5,105.6,138.2,126.5,173.5,130.4,128.2,153.7,111.8,71.5,135.4,142,119.2
54,003,9,940,805,69,33,0,13,0,0,20,728,644,47,18,0,9,0,0,10,294.1,216.6,321,256.7,189.9,254.70000000000002,344.6,217.2,241.4,239.2,281.8,227.6,312.4,190.20000000000002,341.4,225.20000000000002,259.8,242.8,317.8,256.1,222.3,254.70000000000002,236.4,277.1,189.9,321.2,232.7,290.3
54,005,1,520,519,1,0,0,0,0,0,0,397,396,1,0,0,0,0,0,0,154.1,27,156.5,24.6,61.7,67,151.7,25.6,63.9,111.1,142.4,37.6,86.4,77.10000000000001,124.4,50.2,77.10000000000001,86.4,102.4,71.1,75.4,67,41.6,95.7,61.7,135.20000000000002,57.4,112.3
54,005,11,378,366,1,3,7,0,0,0,1,295,289,1,2,3,0,0,0,0,114.5,20,116.3,18.2,45.6,49.7,112.9,19,47.5,82.9,105.80000000000001,27.9,64,57.2,92.5,37.3,57.2,64,76.10000000000001,53.2,56,49.7,30.9,70.7,45.6,100.9,43.1,83.4
54,005,12,990,962,14,8,0,1,0,0,5,782,762,12,3,0,1,0,0,4,348.8,114.1,353.1,151.3,162.8,272.7,355.8,154.2,140.7,325,276.2,228.2,212.7,240.2,286.1,217.3,189.5,262.9,251.9,252.9,235.1,272.7,200.5,222.6,162.8,304.6,221.6,257.5
54,005,13,969,941,22,3,0,1,0,0,2,743,721,18,3,0,1,0,0,0,212,105,212,116.2,75.8,175,231.1,89,94,223.89999999999998,179.9,140.20000000000002,119.3,203.1,173.2,155.79999999999998,119.3,203.9,149.8,183.6,183.9,175,137,136.2,75.8,189.2,159.6,156.6
54,005,14,1200,1174,8,9,0,5,0,0,4,983,969,4,5,0,2,0,0,3,294.2,83.2,295.1,96.3,119.2,170.3,264.6,104.1,123.7,248.6,244.9,131.2,174.6,190.4,226.7,148.8,152.6,207.2,197.20000000000002,182.9,182.6,170.3,132.4,186.6,119.2,245.1,156.3,209
54,005,15,1260,1240,4,5,1,0,0,0,10,931,920,2,4,1,0,0,0,4,385.3,82.10000000000001,401.3,114.9,173,209,412.5,99.3,166.6,308.5,336.6,164.2,246.70000000000002,215.6,330.8,170,224.8,235.1,281.8,226.9,210.4,209,155.1,255.9,173,352.7,182.79999999999998,296
54,005,16,446,429,0,5,4,0,0,0,8,333,319,0,4,4,0,0,0,6,137.7,29.3,143.6,41.1,62,74.7,147.5,35.5,59.5,110.60000000000001,120.3,58.8,88.10000000000001,77.5,118.3,60.9,80.3,84,100.7,81.1,75.3,74.7,55.300000000000004,91.6,62,126.2,65.4,105.7
54,005,17,847,839,4,0,0,0,0,2,2,635,634,1,0,0,0,0,0,0,230.79999999999998,56.6,242,58.699999999999996,109.5,115.8,240.2,54,93.5,184,197.6,92.4,136.2,135.5,193,101.4,134.4,132.5,183.5,111.7,127.1,115.8,83.9,148.6,109.5,211.2,104.2,176.1
54,005,18,307,305,0,2,0,0,0,0,0,242,240,0,2,0,0,0,0,0,115.9,10,128,15.9,51.9,49.9,120,19.9,41,86.1,101.1,39,75.9,45.1,102,37.1,67.9,55,92,49.9,49,49.9,32.4,75.2,51.9,108.7,40.7,89.6
54,005,19,710,683,0,17,0,9,0,1,0,568,547,0,12,0,8,0,1,0,201.7,92,208,97.8,109.3,171.8,209.9,98.8,97.8,208,170.4,132.2,132.2,173,158.2,150,129.4,175.8,135.7,174.7,162,171.8,130.8,140.4,109.3,176.6,147.8,154.9
54,005,2,915,899,1,3,0,1,0,1,10,696,688,0,3,0,1,0,1,3,244.2,60.8,250.4,82,78,152.8,224.7,92.9,81.7,211.29999999999998,211.5,103.10000000000001,131.5,167.6,178.29999999999998,131.3,114.3,177.4,168.8,147.3,154.1,152.8,111.3,142.4,78,206.7,132.5,168.7
54,005,22,999,987,3,4,2,0,0,0,3,764,754,3,4,2,0,0,0,1,282.6,78.8,301.09999999999997,99.4,123.8,170.7,310.6,89.8,116.2,242,275.1,119,173.2,183,239.7,156,156,195,229.1,167.9,174.1,170.7,126.5,181.9,123.8,271.2,150.29999999999998,220.79999999999998
54,005,23,834,824,1,6,0,0,0,0,3,638,632,1,3,0,0,0,0,2,231.8,56.4,249.1,61.6,76.7,101,237.7,62.7,90.8,196.3,213.9,75.1,140,137.6,200.9,99.1,108.8,151.3,188.3,115.1,134.7,101,82.7,142.9,76.7,217.8,105.7,173.5
54,005,25,1153,1143,0,5,1,0,0,0,4,919,909,0,5,1,0,0,0,4,314.6,100.1,331.3,129.29999999999998,141.5,194.5,326.7,118.4,118.4,289.4,275.1,168.2,185.7,224.9,268,182.6,173.7,238.9,255.9,202.8,212.7,194.5,160.7,198.2,141.5,291.1,184.7,238.9
54,005,3,820,814,0,1,1,1,0,0,3,641,639,0,0,1,0,0,0,1,211.2,41.1,248,41.1,107,91.3,231.9,45,107,143,198,74.1,122,111.9,194,73.1,113.1,113.1,173.9,97.2,102.3,91.3,65.89999999999999,138.3,107,209.2,83,170.7
