state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_kai,uss_18_rep_ste,uss_20_dem_war,uss_20_rep_gad,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
51,153,110,7048,4049,845,747,15,1095,1,15,281,4997,2956,621,488,11,784,1,8,128,2358.2,2074.5,4182.7,2105.7,2573,1768.6,3976.5,2083.5,2358.2,2573,4079.9,2074.5,1768.6,2094.5
51,153,111,6195,4034,587,748,24,535,2,11,254,3915,2569,409,457,9,376,2,6,87,1764.1,1616.2,1576,1112.4,1594.5,1088.4,1567.8999999999999,1093.1,1764.1,1594.5,1571.9,1616.2,1088.4,1102.8
51,153,112,6545,4356,630,692,12,548,7,16,284,4014,2696,414,403,8,387,2,6,98,1567.1,1561.8999999999999,1635.9,1373.8,1529.4,999,1738.3,1339.7,1567.1,1529.4,1686.8999999999999,1561.8999999999999,999,1356.7
51,153,113,4496,2691,505,561,6,559,0,15,159,2876,1744,345,346,5,369,0,9,58,1499.3,1375.5,1652.5,1224.4,1558.6,1060.4,1766.6,1161.6,1499.3,1558.6,1709.4,1375.5,1060.4,1192.9
51,153,114,4172,3133,217,407,13,286,2,2,112,3023,2341,156,259,11,212,2,2,40,1150.5,1457.8,2507.6,2007.3,1337.2,1155.3,2612.4,1900.3999999999999,1150.5,1337.2,2560,1457.8,1155.3,1953.8
51,153,201,7424,2952,1949,1538,13,567,17,27,361,5205,2148,1422,1029,12,404,14,14,162,2446.1,1101.8,2468.4,1640,2221,808.1,2447.2000000000003,1748,2446.1,2221,2457.8,1101.8,808.1,1693.9
51,153,202,4581,3239,411,592,23,141,5,22,148,3123,2306,298,329,19,105,3,2,61,1022.5,1318.8,931.9,998.1,1023.3,982.8,1018.6,950.2,1022.5,1023.3,975.1,1318.8,982.8,973.8
51,153,203,4653,3610,368,382,9,157,5,5,117,3487,2818,260,229,8,121,5,5,41,1076,1581.4,1023.7,1351.3999999999999,1151.9,1238.3,1052.2,1301.8,1076,1151.9,1037.8,1581.4,1238.3,1326.4
51,153,204,5256,3686,674,369,7,330,1,14,175,3940,2872,511,231,3,241,1,7,74,1438.3,1265.6,1731.1,1117.7,1584.4,1056.1,1738.4,1104.4,1438.3,1584.4,1734.6000000000001,1265.6,1056.1,1111.2
51,153,205,4499,1405,1261,1114,9,525,22,21,142,3135,1067,875,721,5,376,16,9,66,1373.4,456.1,1325.3,562,1196.8,318.7,1336.5,537.3,1373.4,1196.8,1331.2,456.1,318.7,549.8
51,153,206,5308,1891,1603,1013,31,539,17,10,204,3620,1394,1092,610,23,386,15,3,97,1768.7,776.7,1945.8,855.3,1674.8,544,1719.1,1107.4,1768.7,1674.8,1832.7,776.7,544,981.2
51,153,207,6036,2425,1438,1459,25,418,7,18,246,4295,1911,991,938,18,320,7,5,105,2236.6,1193,3102.3,1243.5,2048.9,837.4,3182.2,1162,2236.6,2048.9,3142,1193,837.4,1202.7
51,153,208,6366,3537,1429,713,12,363,3,43,266,4601,2724,992,447,9,280,3,18,128,2225.1,1201.1,3196.9,1263,2354.3,938.9,3030.2,1326.9,2225.1,2354.3,3113.5,1201.1,938.9,1294.7
51,153,209,3141,2578,195,199,6,71,2,9,81,2415,2022,137,138,5,64,2,3,44,762.1,1045.2,864.9,1046.7,831.6,843.3,887.4,1056.6,762.1,831.6,876.4,1045.2,843.3,1051.7
51,153,210,3143,2427,305,139,4,156,0,20,92,2299,1796,225,95,4,123,0,11,45,684.9,849.5,604.6,698.9,792.2,715.7,646.8,662.9,684.9,792.2,625.7,849.5,715.7,681.1
51,153,211,1363,814,232,156,0,107,0,0,54,879,519,162,94,0,77,0,0,27,511.5,313.8,572.8,304.3,470.2,211.4,609,276.3,511.5,470.2,591,313.8,211.4,290.2
51,153,301,4961,1517,1686,1328,27,204,3,9,187,3445,1219,1125,839,13,156,3,1,89,1380.4,415,1157.8,561.3000000000001,1034.5,296.3,1136.8,554.9,1380.4,1034.5,1147.6,415,296.3,558.2
51,153,302,4475,1066,2134,714,6,341,10,12,192,3088,827,1457,435,2,244,8,10,105,1802.5,387.5,1479.7,391.8,1675.5,248.20000000000002,1447.9,388.2,1802.5,1675.5,1463.8,387.5,248.20000000000002,390
51,153,303,7157,2478,2511,1398,18,386,7,19,340,5061,1981,1739,877,9,294,5,8,148,2223,846.1,2302,1139.8,1878,594.7,2287,1224.3,2223,1878,2294.6,846.1,594.7,1181.8
51,153,304,5963,3574,1055,853,6,202,25,8,240,3943,2456,728,506,6,139,16,5,87,591.1,375,984.9,429.1,451.9,190,934.1,445.3,591.1,451.9,959.8,375,190,437.2
51,153,305,4158,2733,669,380,9,195,14,10,148,2951,1998,485,232,9,154,8,5,60,1186.2,905.9,1433.8,972.1,1132.4,685.1,1442.9,964.2,1186.2,1132.4,1438.2,905.9,685.1,968.5
51,153,306,3600,2287,656,302,17,215,7,6,110,2959,1987,510,200,12,193,4,2,51,1255.8,938.1,1065.1,593.7,1243.9,730.9,1096.1,580.1,1255.8,1243.9,1080.5,938.1,730.9,587
51,153,307,6500,3911,1244,735,30,325,3,9,243,4604,2854,889,469,23,237,3,4,125,1937,1329.1,2707.8,1334.1,2063.7,1055,2717,1331.8999999999999,1937,2063.7,2712.1,1329.1,1055,1333
51,153,308,5312,3301,893,522,26,319,19,25,207,3775,2447,627,316,20,241,13,11,100,1628.3,1198.2,2229,1328,1659.8999999999999,938.6,2225.1,1293.1,1628.3,1659.8999999999999,2227.1,1198.2,938.6,1310.8
51,153,309,3000,1968,572,255,7,103,3,7,85,1937,1275,401,150,7,72,1,2,29,876,718,921,747,841,541,984.2,730.1,876,841,952.4,718,541,738.6
51,153,310,3702,1520,1344,370,10,285,3,8,162,2611,1147,951,217,8,215,3,2,68,1300.3,548,1648,638.6,1228.7,406.2,1754.8999999999999,566.1,1300.3,1228.7,1701,548,406.2,602.6
51,153,311,5108,1466,2101,748,14,502,17,11,249,3381,1055,1367,453,12,355,13,3,123,1966.7,622.3,2313.2,1037.7,1954.9,510.6,2254,1067.8,1966.7,1954.9,2283.2,622.3,510.6,1052.6
51,153,401,3492,3044,111,194,4,67,2,7,63,2659,2353,86,114,4,58,2,6,36,845.3,1354,1124.2,1324.8999999999999,856.3,1083,1143.9,1296.3,845.3,856.3,1134.3,1354,1083,1310.8
51,153,402,5679,4604,211,409,8,307,5,10,125,4113,3401,154,265,6,217,4,4,62,1480.4,2400,1925.1,2271.1,1684,2112.9,1968.1,2192.4,1480.4,1684,1946.8,2400,2112.9,2231.9
51,153,403,3460,3090,112,59,9,179,0,1,10,3434,3069,111,58,9,177,0,1,9,1146.8,1407.9,638.2,884.8000000000001,1178,1264.3,729.2,826.8000000000001,1146.8,1178,683.8,1407.9,1264.3,855.5
51,153,404,6718,2716,1181,1994,24,495,8,32,268,4925,2240,845,1301,18,384,7,6,124,1574.8,710.1,2823.4,949.2,1337.5,469,2953.4,813,1574.8,1337.5,2888.3,710.1,469,881.2
51,153,405,6613,3174,471,2495,14,271,4,19,165,4898,2581,353,1642,13,211,4,10,84,1408.7,1013.1,2806.4,1356.8,1201.3,683.7,2865,1256.8,1408.7,1201.3,2835.8,1013.1,683.7,1306.8
51,153,406,7157,5214,496,411,12,830,3,13,178,5126,3862,346,245,12,587,3,7,64,1511.5,1875.7,1786.9,1700.3999999999999,2005,1800.4,1798.6,1668.5,1511.5,2005,1793.1,1875.7,1800.4,1684.6
51,153,407,7308,2242,1126,3383,23,366,6,29,133,5293,1821,791,2296,15,289,4,9,68,1398,524.3,2486.1,816.3,1047.3999999999999,336.4,2577.6,720.1,1398,1047.3999999999999,2531.9,524.3,336.4,768.1
51,153,408,3652,2325,304,316,8,592,1,4,102,2475,1607,199,215,7,401,1,4,41,1069.2,1115.2,1140.9,964,1041.6,841.9,1185.3,946.2,1069.2,1041.6,1162.8,1115.2,841.9,955.1
51,153,409,6096,1863,1085,2385,9,552,2,15,185,4582,1597,808,1601,9,455,2,9,101,1406.1,600,1934.7,633.1,1110.3,330.7,2003.2,586,1406.1,1110.3,1969,600,330.7,609.7
51,153,410,6860,4545,698,530,11,828,2,16,230,4319,2906,453,303,6,560,2,9,80,1519.5,1657.4,1815.7,1174.8,1678,1340.3,1905.9,1119,1519.5,1678,1860.2,1657.4,1340.3,1146.4
51,153,411,8173,2741,1713,2916,18,478,1,30,276,5863,2300,1212,1815,17,367,1,13,138,1715.3,619.1999999999999,2822.9,788.2,1373.7,336.5,2910.2000000000003,715.5,1715.3,1373.7,2866.6,619.1999999999999,336.5,751.4
51,153,412,7934,4613,993,921,16,1021,6,29,335,5344,3237,669,573,11,704,6,13,131,2153.7,1766.3,3156,1607.2,2053.8,1264.6,3284.7,1483.9,2153.7,2053.8,3220.4,1766.3,1264.6,1545.8
51,153,501,5623,3640,786,712,12,268,4,20,181,4132,2807,557,466,11,197,3,9,82,1523,938.7,2158.8,1159.3,1541.9,776,2182.7,1163.6,1523,1541.9,2170.7,938.7,776,1161.8
51,153,502,7882,3252,1940,1675,35,674,7,25,274,6101,2784,1498,1124,23,490,7,18,157,2568.5,951.1,3216.7,1377.8,2342,627,3077.9,1484.7,2568.5,2342,3147.4,951.1,627,1431.2
51,153,503,4212,2536,457,856,9,239,2,16,97,3072,1952,333,540,9,185,2,8,43,1134.8,875.1,1275.8,1072.4,1133.9,626.1,1259.9,1210,1134.8,1133.9,1267.7,875.1,626.1,1141.2
51,153,504,4987,3274,719,584,9,211,10,17,163,3906,2747,521,382,9,162,6,10,69,1387.3,782.5,1754.3,1119.7,1373.9,650.1,1747.2,1231.1,1387.3,1373.9,1750.7,782.5,650.1,1175.3
51,153,505,4170,1983,925,827,11,257,4,17,146,3028,1564,626,547,9,200,3,10,69,1190.6,569.1,1389.2,846.5,1116.1,446.2,1339.2,955.7,1190.6,1116.1,1364,569.1,446.2,900.7
51,153,506,6169,2681,1150,1456,8,609,6,16,243,4411,2088,828,940,6,432,6,3,108,1628.4,787.2,1614.6,1024.2,1396.2,635.1,1596.8,1068.8,1628.4,1396.2,1605.5,787.2,635.1,1046.3
51,153,507,4037,1996,996,496,2,372,3,6,166,2829,1480,674,328,1,256,3,5,82,1198,608.9,1246,814.9,1123.1,498.1,1141.9,954,1198,1123.1,1193.9,608.9,498.1,884.3
51,153,508,3161,1482,861,418,9,223,9,8,151,2393,1216,630,288,8,174,7,5,65,957.6,334.2,995.3,505.59999999999997,823.1,265.40000000000003,939.4,550,957.6,823.1,967.4000000000001,334.2,265.40000000000003,527.9
51,153,601,5177,1340,1657,1596,13,372,4,16,179,3603,1043,1139,1052,7,283,3,12,64,1454,384,1915.1,677.8,1210.6,235.29999999999998,1912.9,623.2,1454,1210.6,1914.1,384,235.29999999999998,650.6
51,153,602,4074,1442,1285,855,1,330,2,3,156,2872,1108,884,572,1,244,2,2,59,1247.8,405,1606.7,615.2,1165.4,302.1,1571.2,631.5,1247.8,1165.4,1588.6,405,302.1,623.2
51,153,603,8159,2303,2886,2071,10,549,8,41,291,5816,1815,2081,1329,9,402,8,18,154,2435.8,661.3,2934,1149.8,2039.4,477.8,2901.1,1100,2435.8,2039.4,2917.2,661.3,477.8,1124.7
51,153,604,5022,1550,1393,1364,29,452,9,24,201,3647,1252,1010,892,18,352,7,12,104,1362,402,1527.7,697.1,1157.1000000000001,292.7,1538.7,655,1362,1157.1000000000001,1533.3,402,292.7,676.1
51,153,605,5275,1984,969,1806,11,317,4,8,176,3773,1575,705,1167,10,234,4,1,77,1431.5,635,1582.5,865.8,1198.8,449.9,1587.1,888,1431.5,1198.8,1584.6,635,449.9,876.9
51,153,606,4854,1651,893,1831,11,270,7,34,157,3459,1350,665,1137,9,215,6,12,65,1317.1,608.1,1653.9,925,1092,405,1684,890.2,1317.1,1092,1669.1,608.1,405,907.4
51,153,607,5995,1995,1641,1704,14,428,3,32,178,4214,1569,1132,1062,11,325,3,18,94,1640.9,600.2,1510.8,808.1999999999999,1406.8,409.8,1617.2,771.7,1640.9,1406.8,1563.7,600.2,409.8,789.8000000000001
51,153,608,6206,2291,1671,1607,22,414,6,22,173,4425,1774,1177,1058,14,298,6,12,86,2065.1,730.2,2118.2,1065.6,1754.4,503.2,2228.9,1018.1,2065.1,1754.4,2173.6,730.2,503.2,1041.9
51,153,609,4335,770,2046,964,9,360,4,10,172,2843,593,1313,583,6,260,3,5,80,1661.5,362.9,1789,532.8,1544.3,254.5,1729.7,546.1,1661.5,1544.3,1759.2,362.9,254.5,539.6
51,153,701,6179,2320,1080,2191,8,372,4,18,186,4663,2002,837,1389,7,301,3,13,111,1375.4,788.6,1659.5,1220.8,1184.9,568,1608.4,1298.6,1375.4,1184.9,1634.5,788.6,568,1260.1
51,153,702,8073,2296,1603,3386,22,497,1,33,235,5929,1944,1207,2246,17,389,1,11,114,2746.2,744.6,3164.7999999999997,1179.3,2402.2,506.5,3111.5,1193.5,2746.2,2402.2,3138.6,744.6,506.5,1186.8
51,153,703,6630,1271,2042,2711,9,356,2,31,208,4641,1030,1443,1773,6,270,2,18,99,1731.9,392.7,2246.6,690.8000000000001,1332.7,231.6,2195.4,672.2,1731.9,1332.7,2221,392.7,231.6,681.8
51,153,704,8682,2876,2018,2482,27,893,11,35,340,6268,2348,1441,1622,23,649,8,15,162,2345,841.8,2861.9,1278.4,2035.3,563.6,2809.7,1257.4,2345,2035.3,2836,841.8,563.6,1267.9
51,153,705,4314,1372,548,1963,7,299,8,42,75,3146,1174,396,1305,5,212,7,5,42,880.3,486.3,1526.6000000000001,737,742,338.2,1512.5,694.4,880.3,742,1519.5,486.3,338.2,715.4
51,153,706,9034,3155,3239,1300,20,850,12,28,430,6396,2428,2263,840,12,653,12,11,177,3520.3,1132.8,3534.4,1423,3316.9,816.2,3429.7,1481.9,3520.3,3316.9,3482,1132.8,816.2,1452.8
51,153,707,4682,1457,651,2083,12,342,13,7,117,3360,1182,471,1378,11,249,9,3,57,1309,468.1,2012,841.4,1081.9,297.1,1967.2,855.2,1309,1081.9,1990,468.1,297.1,848.1
51,153,708,6681,1341,3392,1194,12,475,4,11,252,4526,1024,2290,742,10,333,3,7,117,2680.5,561,2891.9,781.6,2469.5,392.90000000000003,2749.2,821.5,2680.5,2469.5,2820.5,561,392.90000000000003,801.5
51,155,101,1313,1274,15,8,0,4,0,1,11,1041,1019,10,4,0,4,0,1,3,173.5,451.9,320.3,711.3,174.2,341.6,392.6,660.9,173.5,174.2,356.7,451.9,341.6,686.4
51,155,102,3718,3364,226,46,8,34,2,3,35,3033,2763,186,36,8,28,2,1,9,701.1,1052.4,823.6,1374.1000000000001,708.4,823.6,922.5,1247.5,701.1,708.4,873.2,1052.4,823.6,1311.3
51,155,103,2071,2015,25,9,1,9,3,0,9,1637,1595,19,6,1,9,3,0,4,262,753.9,316.6,915.2,259,539,414.2,827,262,259,365.2,753.9,539,870.7
51,155,201,2116,2014,44,11,2,19,0,0,26,1703,1636,36,10,2,13,0,0,6,262.9,806.1,309.6,1073.6,231,687.6,370.1,1027.5,262.9,231,340.1,806.1,687.6,1051.1
51,155,202,1337,1213,75,33,0,7,1,0,8,1038,947,64,19,0,4,1,0,3,120.5,275.40000000000003,113.4,275.8,104.4,183.2,153.5,243.5,120.5,104.4,133.1,275.40000000000003,183.2,260.5
51,155,203,3486,3144,229,47,5,12,0,1,48,2816,2579,180,26,5,9,0,0,17,467.6,1084.4,561.4,1259.5,460.2,824.8,690.2,1146.8,467.6,460.2,623.7,1084.4,824.8,1203.4
51,155,301,4520,4136,225,64,11,30,1,3,50,3826,3539,190,45,6,25,1,0,20,475,1342,559.5,1441.8,438.7,1017.1999999999999,625.5,1374,475,438.7,592.9,1342,1017.1999999999999,1406.6
51,155,302,836,782,38,2,1,4,0,0,9,678,636,32,1,1,3,0,0,5,64.6,298.8,187.70000000000002,497.4,72.6,219.4,243.5,447.3,64.6,72.6,214.9,298.8,219.4,472.5
51,155,304,1865,1816,14,14,2,1,0,2,16,1497,1467,8,10,2,1,0,0,9,218.3,680,311.1,1053.9,215.6,539.4,342.3,1001.9,218.3,215.6,326.4,680,539.4,1028.9
51,155,401,5633,5064,323,89,18,30,0,10,99,4465,4088,241,47,14,26,0,5,44,595.4,1504.3,598.1,1392.7,588.2,1139.7,729.9,1272.3,595.4,588.2,664.1,1504.3,1139.7,1332.7
51,155,402,1375,1313,18,11,1,1,0,2,29,1097,1056,13,7,1,1,0,1,18,134.6,590.2,186.7,717,131.5,456.5,256.1,660.6,134.6,131.5,221.1,590.2,456.5,688.5
51,155,501,6602,5837,512,98,12,28,0,3,112,5240,4673,412,62,10,21,0,2,60,696.1,1472.7,632,1399.1,675.8,1052.8,800.3,1280.9,696.1,675.8,715.3,1472.7,1052.8,1337.9
51,157,101,1181,1067,54,26,2,6,3,1,22,994,905,48,18,2,6,2,0,13,347.5,408.2,336.1,395.7,344.7,316,349.3,384.5,347.5,344.7,342.8,408.2,316,390.1
51,157,201,1703,1518,77,68,7,12,0,2,19,1324,1198,59,41,7,11,0,0,8,330.5,659.3,465.6,738.1,359.8,513.6,505.40000000000003,714.3,330.5,359.8,486.1,659.3,513.6,725.8
51,157,301,1350,1216,83,21,2,12,0,0,16,1106,1005,71,12,2,9,0,0,7,376.1,394,415.2,396.8,388.8,301.9,415.7,386.7,376.1,388.8,415.5,394,301.9,392.1
51,157,401,1603,1453,55,58,3,5,0,4,25,1285,1176,48,39,2,5,0,3,12,361.1,491.6,385.1,560.6,389.3,377.1,404.7,549.1,361.1,389.3,395.1,491.6,377.1,555.3
51,157,501,528,499,7,11,1,0,0,0,10,403,385,7,6,1,0,0,0,4,67.60000000000001,219.9,134.5,296.9,75.89999999999999,183.79999999999998,174.2,281.8,67.60000000000001,75.89999999999999,154.5,219.9,183.79999999999998,289.1
51,157,502,1008,900,42,44,0,4,0,2,16,796,725,32,27,0,2,0,0,10,242.9,302.1,319.5,338.6,264.5,238.3,318.6,336.4,242.9,264.5,318.6,302.1,238.3,337
51,159,101,1368,626,691,25,2,1,1,0,22,1071,515,532,14,2,0,1,0,7,398.8,269,405.1,288.9,318.4,202,420.7,260.5,398.8,318.4,412.8,269,202,274.8
51,159,201,2904,1562,1156,133,12,9,0,1,31,2521,1315,1072,99,6,8,0,1,20,274.6,515.1,369.3,506.5,247.5,389.7,392.6,474.7,274.6,247.5,381.1,515.1,389.7,490.3
51,159,301,1264,1055,171,18,0,1,0,0,19,1073,902,147,13,0,1,0,0,10,158.2,289.2,124.10000000000001,271.1,156.6,232.7,150.6,244.4,158.2,156.6,136.8,289.2,232.7,257
51,159,302,223,154,53,3,0,3,0,0,10,188,141,42,1,0,1,0,0,3,44.5,55.699999999999996,44,62,38.5,42.7,48.4,56.6,44.5,38.5,46.2,55.699999999999996,42.7,59.300000000000004
51,159,401,1566,1200,260,67,6,10,0,0,23,1252,1005,185,43,5,7,0,0,7,223.2,488.7,274.4,655,199.6,359.7,315.1,606.6,223.2,199.6,294.3,488.7,359.7,630.5
51,159,501,1146,821,127,174,3,3,1,2,15,887,659,106,112,3,3,1,0,3,143.2,370.8,191,506.9,130.3,282.5,233.5,469.3,143.2,130.3,211.7,370.8,282.5,488.5
51,159,502,783,337,335,90,1,12,0,1,7,671,273,306,76,1,11,0,0,4,103.3,222.8,103.6,256.7,98.8,174.5,126.7,235.20000000000002,103.3,98.8,115,222.8,174.5,245.9
51,161,101,1108,1052,30,5,2,7,2,1,9,902,860,29,3,2,3,2,1,2,113.9,354.8,217.1,540.5,115.60000000000001,255.4,258,517.8,113.9,115.60000000000001,237.5,354.8,255.4,529.1
51,161,102,1088,1060,3,2,4,1,0,0,18,852,839,2,2,1,0,0,0,8,132,422.3,228.8,631.1999999999999,130.1,350,320.4,578.1999999999999,132,130.1,274.8,422.3,350,604.5
51,161,103,2430,2278,91,16,6,21,0,1,17,1855,1744,74,10,3,14,0,1,9,443.8,1027.7,493,1016.2,369,798.6999999999999,518.8,979.3,443.8,369,506.2,1027.7,798.6999999999999,997.9
51,161,104,2041,1560,318,34,2,91,2,7,27,1564,1221,247,21,1,64,2,2,6,486,662,573.6,661.1,479,482.1,631.9,606,486,479,602.6999999999999,662,482.1,633.4
51,161,105,3972,3333,397,80,5,83,1,3,70,3073,2635,299,44,5,62,1,0,27,781,1470.2,862.3000000000001,1246.8,838,1121.2,945.8,1174.3,781,838,903.8000000000001,1470.2,1121.2,1210.6
51,161,106,5151,4723,277,45,7,55,5,5,34,4328,3950,261,37,7,42,5,5,21,683,1503.6000000000001,761,1682.4,690.3,1197.1,870.2,1598.4,683,690.3,814.7,1503.6000000000001,1197.1,1640.5
51,161,107,1442,1417,8,7,0,0,0,0,10,1167,1147,8,6,0,0,0,0,6,207,694.4,402.8,947,214.8,530.4,449.5,905.6999999999999,207,214.8,426.5,694.4,530.4,926.6
51,161,108,2167,2019,37,50,4,33,0,0,24,1678,1586,21,32,1,23,0,0,15,336.3,795.8,467.7,969.3000000000001,359.9,615.3,590.8,897.2,336.3,359.9,528.9,795.8,615.3,933
51,161,201,3435,2945,246,103,2,85,0,5,49,2819,2465,202,58,2,62,0,4,26,513.3,958.4,978.2,1307.5,520.4,671.7,1078.2,1266.2,513.3,520.4,1028.5,958.4,671.7,1287.4
51,161,202,2301,1745,330,98,7,79,0,0,42,1794,1442,221,57,6,47,0,0,21,439.7,591.2,1061.1,934.1,441.6,444.5,1141.5,865,439.7,441.6,1101.1,591.2,444.5,899.9
51,161,203,3866,3475,178,47,1,116,2,4,43,3049,2796,133,25,1,75,2,2,15,742.1,1563,1040.1,1967.8,744,1235,1148.4,1900.6000000000001,742.1,744,1093.8,1563,1235,1934.3
51,161,204,2952,2518,219,61,0,120,0,0,34,2375,2067,171,34,0,86,0,0,17,739.8,1040.9,686.1,1054.2,706.6,885.7,750.8,979.8000000000001,739.8,706.6,718.5,1040.9,885.7,1017.2
51,161,205,4587,4128,222,81,1,107,0,5,43,3410,3115,160,44,1,78,0,1,11,750,1734.9,598.4,1469,789.3000000000001,1412.1,733.1999999999999,1412.1,750,789.3000000000001,665.4,1734.9,1412.1,1440.1
51,161,206,2198,1786,201,114,3,49,1,0,44,1857,1535,169,82,3,46,0,0,22,418.9,529.3,641.4,826.5,341.5,374.8,692.9,761.1,418.9,341.5,666.6,529.3,374.8,794.2
51,161,301,840,805,12,12,4,1,0,1,5,690,660,12,11,3,1,0,1,2,166.1,353.9,382.4,498.5,184.7,283.8,400.7,476.4,166.1,184.7,390.6,353.9,283.8,487.6
51,161,302,3806,3540,42,78,2,98,0,10,36,2789,2628,23,41,2,69,0,6,20,747.6,1617.3999999999999,869.4,1722.6,792.3,1304.5,894.5,1707.4,747.6,792.3,881.8000000000001,1617.3999999999999,1304.5,1715.6
51,161,303,2358,2126,81,47,0,68,0,5,31,1905,1748,58,31,0,50,0,3,15,564,794.9,542.1,776,523.2,622.9,582.2,735.1,564,523.2,562.1,794.9,622.9,755.6
51,161,304,3962,3501,65,81,4,231,0,4,76,2961,2689,41,51,3,148,0,3,26,936.6,1389.8999999999999,921,1227,945.1,1182.5,845.9,1227,936.6,945.1,883.2,1389.8999999999999,1182.5,1227
51,161,305,4573,4071,59,146,3,242,1,7,44,3494,3171,45,84,3,166,1,3,21,1059.8,1505.3,1090.8,1330,1106.8999999999999,1235.1,1148.3,1273,1059.8,1106.8999999999999,1119.5,1505.3,1235.1,1301.9
51,161,306,2667,2104,294,88,5,110,1,4,61,2081,1722,190,58,5,82,1,1,22,555.2,598.6999999999999,592.9,597.6,518.7,471.8,596,570.7,555.2,518.7,594.4,598.6999999999999,471.8,584.1
51,161,402,898,828,26,14,4,14,0,0,12,661,616,18,11,3,9,0,0,4,151.9,360,237.9,379.8,139.7,268.9,250.2,367.1,151.9,139.7,244.4,360,268.9,373.3
51,161,403,3933,3553,179,101,3,31,1,0,65,2968,2739,127,50,2,24,1,0,25,533.3,1139.6,911.1,1303.4,448.5,799.9,1012.6,1235.3,533.3,448.5,961.5,1139.6,799.9,1269.5
51,161,404,4452,3901,274,130,5,47,3,5,87,3477,3113,215,85,3,33,3,1,24,641.9,1194.4,785.1,1182.8,614.8,787,977.9,1091,641.9,614.8,880.9,1194.4,787,1136.9
51,161,405,4679,4329,147,55,11,72,0,3,62,3653,3456,78,31,10,44,0,3,31,800,1882.3,643.2,1504.2,704.5,1274,834.3000000000001,1404.1,800,704.5,739,1882.3,1274,1454.5
51,161,406,3856,3593,144,39,5,19,1,0,55,3045,2860,113,25,4,11,1,0,31,537.4,1438.6,703.8,1763.3,501.9,1137.2,884.2,1671.3,537.4,501.9,794.1,1438.6,1137.2,1717.3
51,161,501,2231,1996,35,36,1,137,0,1,25,1533,1383,27,20,1,88,0,1,13,491.6,789.8,547.9,894,507.1,674.9,596.2,852.9,491.6,507.1,572.3,789.8,674.9,872.9
51,161,502,2328,2126,62,29,9,62,1,0,39,1829,1692,49,24,6,44,1,0,13,529.3,836,752.5,933,543.8,636.3000000000001,776.7,909,529.3,543.8,764.6,836,636.3000000000001,920.9
51,161,503,2385,2180,68,38,3,64,0,4,28,1846,1717,45,23,2,44,0,0,15,553.1,914,690.1,983,608.1,706.9,781.9,935.1,553.1,608.1,736.3,914,706.9,959.3
51,161,504,3133,2366,270,152,7,251,2,8,77,2513,1946,207,108,7,198,2,2,43,647.1,674.1,1153.2,955,615.8,486.9,1128.8,928.1,647.1,615.8,1140.8,674.1,486.9,941.6
51,161,505,2163,2025,81,16,4,7,1,0,29,1721,1627,59,10,3,5,1,0,16,296.1,751.8,468.1,1051.3,304.9,569.2,549.8,1013.9,296.1,304.9,509.5,751.8,569.2,1032.6
51,161,506,2151,1936,68,56,0,55,2,6,28,1730,1568,61,42,0,46,2,1,10,474.2,690.3,530.9,732.1,482.1,492,616.2,678.9,474.2,482.1,573.5,690.3,492,705.3
51,161,507,3223,2867,116,90,7,99,0,0,44,2644,2402,82,61,7,74,0,0,18,730.7,1125.3,960.6,1160.2,735.1,883.6,1031.5,1102.1,730.7,735.1,996.2,1125.3,883.6,1131.6
51,163,101,1611,1537,14,31,6,10,0,3,10,1331,1277,11,23,5,7,0,2,6,389,492.90000000000003,348.8,455.1,428.40000000000003,441,322.2,454.09999999999997,389,428.40000000000003,335.3,492.90000000000003,441,454.5
51,163,102,1220,1156,7,28,4,5,0,0,20,980,944,4,17,4,4,0,0,7,231.9,435.2,239.2,460.7,231.9,377,248.9,446,231.9,231.9,244,435.2,377,453.7
51,163,103,673,654,1,6,5,1,0,0,6,572,556,1,6,4,1,0,0,4,99.6,244.9,99.6,328.1,100.8,231.3,121,322.3,99.6,100.8,110.3,244.9,231.3,325.2
51,163,104,802,777,3,6,0,1,0,4,11,680,661,3,4,0,0,0,4,8,112.89999999999999,279,190,351.3,126.5,230,204.2,332.6,112.89999999999999,126.5,196.7,279,230,342.3
51,163,201,1361,1327,4,6,4,1,0,2,17,1140,1115,4,3,3,1,0,2,12,252.3,382.2,248.4,457.8,278.5,332.6,276.5,434.4,252.3,278.5,261.9,382.2,332.6,445.9
51,163,202,2306,2231,19,19,4,9,0,0,24,1876,1828,14,12,4,6,0,0,12,453.9,699.8,409.8,828.4,466.4,639.3,417.6,809,453.9,466.4,414.1,699.8,639.3,818.8
51,163,203,877,787,40,17,11,12,0,0,10,750,675,33,15,7,11,0,0,9,167.8,133.4,142.4,154.7,152.9,117.2,157.5,145.2,167.8,152.9,150,133.4,117.2,150
51,163,301,1686,1453,157,47,6,3,0,0,20,1304,1131,134,24,3,1,0,0,11,208.5,371.6,375.8,459.3,186.3,291.1,445.5,399.6,208.5,186.3,409.7,371.6,291.1,428.8
