state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
15,003,4105,7024,791,153,644,13,3690,557,7,1169,5308,729,122,396,11,2929,399,4,718,1142.7,702.3,1557,1223.7,1418,445.3,1150.5,601.1,1013.8,692.6,1280.2,1081.9,1557,573.8,646.7,1223.7,1256.5,733.3
15,003,4106,4128,242,30,215,3,2739,294,1,604,3117,225,26,131,3,2145,204,0,383,671.1,412.3,914.2,718.7,832.6,261.3,675.9,353.1,595.4,406.7,752.2,635.9,914.2,337,379.9,718.7,738.1,430.6
15,003,4201,3845,106,26,217,1,2710,354,0,431,2924,93,22,134,1,2154,232,0,288,458.5,215.8,582.1999999999999,467.5,528.7,128.9,470.1,173.2,385.8,226.9,493.3,427.9,582.1999999999999,172.4,199.7,467.5,484.8,242.5
15,003,4202,3966,100,24,330,1,1035,1827,0,649,2557,92,20,188,1,771,1112,0,373,192.2,101.1,229.1,243.9,223,66,170.1,92,135.1,126.8,207.6,152.7,229.1,83.6,109.39999999999999,243.9,190.1,126
15,003,4203,2849,303,41,266,3,1386,253,8,589,2103,251,32,168,3,1121,168,4,356,381.7,255.1,708.3000000000001,707,465.4,167.4,402,241,350.2,287.4,423.6,376.4,708.3000000000001,211.2,264.2,707,461.5,331.6
15,003,4204,5964,218,36,653,2,3463,455,3,1134,4330,194,24,390,1,2752,302,3,664,809.3000000000001,494.8,1135.1,1038.4,983.3,319,886.1,423.2,715.7,569.4,896.4,801,1135.1,406.6,495.9,1038.4,906,568.9
15,003,4205,9991,1358,317,1346,11,3999,741,13,2206,7252,1211,274,816,11,3135,545,12,1248,1389.8,962.5,2245.4,1995.8999999999999,1717.8,670.3,1644.5,922.6999999999999,1398,1106.3,1553.8,1521.6,2245.4,816.4,1014.5,1995.8999999999999,1679.2,1131.5
15,003,4301,3256,429,50,276,2,1752,157,1,589,2452,382,42,182,0,1392,119,0,335,488.29999999999995,327.4,719.7,709.2,592.4,224.29999999999998,475.3,305.3,421.8,346.2,540.5,448.7,719.7,276,325.7,709.2,539.4,382.4
15,003,4302,10667,1543,411,1254,13,4625,646,6,2169,7113,1216,308,699,11,3376,422,3,1078,1360.1,1225.6,2047.5,2055.9,1796.2,820.8,1362.6,1074.5,1166.7,1232.3,1578.3,1264.4,2047.5,1023.2,1153,2055.9,1546.7,1281.8
15,003,4303,8595,1856,311,1094,26,2641,993,5,1669,6033,1396,239,625,17,2117,664,4,971,869.9,611.9,1177.5,1186,1093.3,384.4,892,494.7,740,622.9,981.9,815.9,1177.5,498,558.7,1186,954.3000000000001,660.3
15,003,4304,5726,353,34,653,4,2949,671,4,1058,4135,309,31,386,2,2268,450,2,687,596.2,419.3,807.1,812.9,749.6,263.5,611.3,339.3,507.2,426.9,672.6,559.3,807.1,341.6,383.2,812.9,654.2,452.5
15,003,4305,5839,750,95,684,7,2239,719,6,1339,4301,651,78,396,6,1800,499,4,867,776.3000000000001,646,1301.4,1238.5,976.4,468,855.4,638.6,738.2,718.8,876,796.2,1301.4,557.1,678.5,1238.5,929.5,741.7
15,003,4306,9849,2739,565,1033,33,3362,405,21,1691,6925,2143,412,609,24,2578,291,7,861,1420.8,1215.9,2684.5,2426.9,1797.8,898.2,1706.8,1283.3,1483.8,1425,1609.1,1595,2684.5,1056.9,1354.4,2426.9,1818.8,1449.8
15,003,4401,2066,557,55,191,5,694,198,1,365,1629,494,47,123,5,594,146,1,219,291.6,250.9,444.1,377,321.3,196.29999999999998,279.1,215.4,237.2,242.4,306.3,258.1,444.1,223.6,228.9,377,314.8,256.5
15,003,4402,6649,884,35,543,4,298,2637,3,2245,4715,736,28,302,4,265,1855,3,1522,787.9,524.9,1036.3,999.7,987.8,345.6,918.6,457.9,517.8,845.9,887.8000000000001,718.3000000000001,1036.3,435.2,652.1,999.7,849.6,635.2
15,003,4403,7667,434,78,1110,18,1043,2447,9,2528,5172,382,46,598,15,873,1653,4,1601,829,529.4,1079,1089.1,1073.5,327.6,1025.2,478.9,528.1,968.7,951.6,776.8000000000001,1079,428.7,723.8,1089.1,907,678.7
15,003,4404,10132,1202,202,1779,17,1708,1988,7,3229,6802,1004,154,979,13,1410,1296,2,1944,1050.9,968.5,1438.9,1617.5,1433.2,618.9,1215.2,847.7,700,1341.5,1241.9,957.9,1438.9,793.7,1094.3,1617.5,1167.6,1078.7
15,003,4501,8951,685,61,1204,7,1566,2400,4,3024,6273,603,45,682,7,1325,1691,3,1917,971.8,670.3,1211.8,1243.3,1255.7,411.1,1125.9,547.7,644.2,1033.1,1113.6,885.3,1211.8,540.6,790.1,1243.3,1041.7,781.1
15,003,4502,6134,423,42,1197,9,732,1648,1,2082,4009,380,39,633,5,634,1039,1,1278,621.2,428.3,774.4,794.2,802.8,262.7,719.6,350.1,411.5,660.5,712,565.7,774.4,345.6,505.5,794.2,665.7,499
15,003,4503,3127,386,43,659,6,353,615,2,1063,2241,347,36,392,6,308,421,2,729,329.59999999999997,257.7,466,401.7,411.3,171.7,377.59999999999997,224.1,250.5,339.3,370.5,314,466,215,281.4,401.7,367,278.8
15,003,4504,6938,1373,110,1176,22,673,1560,3,2021,4982,1250,101,665,19,613,1066,3,1265,732.2,572.2,1035.9,892.4,913.6,381.4,839.4,498.2,556.4,753.9,822.6,698.1,1035.9,476.7,626.3,892.4,815.4,619.8
15,003,4601,3345,676,11,172,4,192,1294,4,992,2229,542,9,93,3,175,892,4,511,266.3,392.9,361.9,662.6,397.3,323.40000000000003,372.2,379.9,172.2,589.5,331.5,272.1,361.9,358.2,484.8,662.6,313.8,469.5
15,003,4602,18483,9657,2480,3119,218,1039,549,34,1387,12032,6815,1639,1689,151,793,325,25,595,973.3,522.7,1314.1,811.8,1071.7,400.9,930.9,370.7,798.9,434.8,1022.9,864.6,1314.1,460.9,401.8,811.8,1018.3,508.2
15,003,4603,5986,2146,57,583,12,1772,262,30,1124,4838,1900,55,379,12,1528,201,23,740,429.1,236.3,605,366.7,478.6,181.9,433.4,180.4,368.8,211.1,454.3,401,605,209,195.6,366.7,463.3,235.3
15,003,4604,7060,2627,299,923,22,1529,433,8,1219,5352,2132,216,567,21,1316,338,5,757,976.7,588.6,1401.1,952.9,1156.5,420.9,1036.3,492.9,864.2,587.3,1067.1,950.2,1401.1,504.4,540,952.9,1086.7,608.1
15,003,4605,4674,2620,25,404,13,550,232,35,795,3728,2218,23,293,10,486,180,27,491,838.4,613,1254.7,821.6,931,492.90000000000003,859.8,549.5,712.4,630.2,884.1,786.2,1254.7,552.8,589.9,821.6,919.3,621.4
15,003,4606,3273,486,14,217,2,774,948,3,829,2295,422,14,125,2,642,619,3,468,275.7,405.2,374.5,681.7,409.4,333,384.1,391.09999999999997,178.5,606.3,342.6,281.3,374.5,368.8,498.5,681.7,324.7,483.7
15,003,4701,10114,2698,81,768,16,1086,2536,19,2910,7906,2428,77,515,13,1034,1923,19,1897,1032.9,838.1,1503.2,1387.8,1312.1,689.6,1202.8,857.7,821.8,1202.3,1172.6,1011.8,1503.2,763.5,1030,1387.8,1175.1,995
15,003,4702,3554,589,11,350,6,676,626,3,1293,2635,505,9,211,6,605,435,3,861,628.2,445.2,825.9,581.7,791.6,326.1,640.5,381,529,465.2,710,584.7,825.9,385.9,423.3,581.7,683,439.9
15,003,4703,3965,1005,40,421,4,935,386,2,1172,3119,909,37,261,4,812,284,2,810,809.6,494.7,1198.7,692.5,974.7,374.3,901,494.5,779.1,572.9,892.4,840,1198.7,434.40000000000003,533.4,692.5,932.6,525.8000000000001
15,003,4704,963,175,1,59,0,399,80,0,249,775,168,1,39,0,345,57,0,165,238.2,134.9,302.1,171.9,284.9,94.2,227.79999999999998,115,203.9,129.6,261.4,215.79999999999998,302.1,114.5,122.2,171.9,251.3,129.2
15,003,4705,801,373,9,36,2,199,33,4,145,653,326,8,24,2,164,27,1,101,205.3,111.5,271.3,144.8,242.7,79.5,208.8,103.2,187.4,117,224,198,271.3,95.4,110,144.8,222.9,111.2
15,003,4706,7247,1418,40,678,2,2219,667,7,2216,5510,1246,32,404,2,1927,488,7,1404,1791.6,989.9,2370.6,1284.3,2129.1,732.3,1823.8,899.6,1640.6,1014.7,1960.1,1732.3,2370.6,860.9,957.4,1284.3,1951,984.3
15,003,4801,6048,934,35,756,12,1764,733,9,1805,4537,844,32,452,8,1523,525,8,1145,1356.7,715.5,1790.9,950,1608.8999999999999,495.7,1360.2,658.8000000000001,1205.1,759.1,1482.7,1282.6000000000001,1790.9,605.5,708.8,950,1464.4,715.8
15,003,4802,4694,531,21,402,5,2109,400,5,1221,3768,485,15,242,5,1883,315,5,818,1028.7,507.4,1351.4,683.1,1220,329.9,1083.1,457.5,978.7,526.4,1124.4,1031.1,1351.4,418.7,492.1,683.1,1132.3,501.1
15,003,4803,5333,821,21,341,5,2387,373,5,1380,4395,775,21,217,5,2107,296,1,973,1444.1000000000001,633,1896,854,1699.8,438.5,1487.1,559.9,1355,637.7,1571.7,1421.1,1896,535.5,598.7,854,1576.4,624.8
15,003,4804,5531,717,21,334,9,2649,353,8,1440,4378,632,15,185,8,2327,254,8,949,1625.7,724.8,2136.6,966.8,1911,505.6,1667.1,661.4,1573.5,702.9,1768.5,1620.1000000000001,2136.6,615.1,681.7,966.8,1782.8,712.1
15,003,4805,2141,372,7,126,5,796,176,3,656,1655,339,6,82,2,656,116,2,452,486.5,253.79999999999998,642.9,338.3,576.6,174.2,492.1,234,436.7,270.2,531.5,464.4,642.9,213.9,252.3,338.3,527,254
15,003,4901,3640,1275,17,266,4,877,294,7,900,2854,1102,13,173,4,788,211,2,561,1009.4,601.6,1338.9,733.1,1169.6,484.4,1022.7,558.4,918.4,628.2,1089.6,970.6999999999999,1338.9,543.1,593,733.1,1091.8,601.3
15,003,4902,1494,299,3,74,1,676,76,2,363,1226,264,3,56,1,601,61,2,238,373.3,181.6,541.6,232.8,455.1,118.7,397.2,175.8,364.7,196.70000000000002,414.09999999999997,381.2,541.6,150.1,186.3,232.8,426.3,181.1
15,003,4903,3237,1134,6,173,3,946,218,6,751,2581,973,5,109,3,838,172,2,479,1063.7,471,1386.7,513.5,1203.1,374,1049.1,430.4,983.7,453.5,1133.4,1016.2,1386.7,422.6,441.7,513.5,1137.6,448.4
15,003,4904,2137,717,26,154,6,442,306,4,482,1735,614,22,125,6,407,245,4,312,532.2,253.79999999999998,766.7,321,640.7,172.8,568.3,247,520.5,276.1,586.5,544.6,766.7,213.2,261.6,321,605.7,254
15,003,4905,3017,658,20,212,15,1071,251,0,790,2394,589,15,142,11,929,189,0,519,694.4,390.8,978,524.4,850.5,266.5,744,340,664.4,398.59999999999997,772.3,704.1999999999999,978,328.5,369.1,524.4,786.2,384
15,003,4906,2639,358,10,250,6,928,261,9,817,2102,323,9,185,4,818,197,7,559,609.9,343.29999999999995,858.7,460.5,746.8,234,653.2,298.5,583.4,349.9,678.3,618.3,858.7,288.6,324.2,460.5,690.4,337.2
15,003,4907,6159,1601,43,538,9,1755,560,11,1642,4943,1484,39,342,8,1534,421,7,1108,1426,807.3,1932.7,1095.4,1708,563.3,1458,731.5,1304.3,826.5,1566.6,1380.9,1932.7,685.2,779,1095.4,1565.7,804.8
15,003,5001,2266,1400,7,109,5,238,120,0,387,1851,1200,6,65,5,219,88,0,268,526.7,267.8,784.9,378.7,597.5,218.6,551.2,279.7,495.3,299.6,562.1,523.4,784.9,243.2,289.7,378.7,590.9,288.7
15,003,5002,4017,1300,24,285,18,886,330,22,1152,3246,1155,21,197,13,786,256,17,801,912,463.5,1373.3,669.2,1035.9,377.6,963.6,491.5,868.7,524.5,973.9,916.2,1373.3,420.7,508.4,669.2,1030.7,505.4
15,003,5003,2044,885,16,149,3,395,138,1,457,1654,784,13,103,3,354,101,1,295,531.7,266.6,755.9,332.9,607.8,218.8,535.5,260.8,481.3,284.9,569.7,508.5,755.9,242.8,272.9,332.9,582.3,272.6
15,003,5004,4148,1238,31,405,8,743,412,11,1300,3267,1068,25,243,8,683,327,10,903,907.4,461.2,1379.4,678.4,1032.3,374.9,966.7,496.2,874.5,526.8000000000001,970.1,920.8,1379.4,418.1,511.7,678.4,1032,507.6
15,003,5005,3472,1830,16,192,5,449,160,10,810,2716,1524,15,127,5,395,130,8,512,705.3000000000001,358.5,1134,586,807.7,288,791.1,418.6,727.5,433.9,756.4,759.3,1134,323,426.3,586,833,417.2
15,003,5006,4067,2182,37,266,6,640,160,13,763,3228,1831,27,193,6,574,121,7,469,407.8,244.6,628.9,295.7,465.2,203,420.4,242.8,390.7,248.20000000000002,436.2,405.9,628.9,224,245.5,295.7,462.5,246.8
15,003,5007,10929,6925,631,1953,81,493,108,26,712,8147,5409,499,1296,64,405,85,15,374,1184.1,705.3,1634.5,772.2,1351.4,585.6,1095.8,629.8,1017.3,643.9,1267.7,1057,1634.5,645.1,636.7,772.2,1257.3,667.2
15,003,5101,2362,1625,8,101,7,157,59,1,404,1883,1356,5,66,6,143,51,1,255,658.6,291.1,856.1,354.09999999999997,710,254,599,274.8,546.1,290.2,684,572.5,856.1,272.4,282.2,354.09999999999997,674,292.7
15,003,5102,5507,625,14,618,3,1237,1213,1,1796,3893,552,11,362,1,1008,808,1,1150,743.4,391.1,979.9,671.7,907,261,781.4,344.6,605.2,497.5,825.4,693.3,979.9,326,420.7,671.7,803.6,433
15,003,5103,4527,395,9,345,6,180,1865,1,1726,3391,361,6,201,4,168,1396,1,1254,991.1,423.3,1291.1,765.7,1184,276.4,1134,343.8,766.5,665.6,1087.8,950.1,1291.1,350,504.7,765.7,1073.6,494.9
15,003,5104,786,178,4,31,1,345,36,3,188,609,162,3,20,1,290,23,3,107,253.60000000000002,130.1,334.5,170.20000000000002,295.1,99.5,256.4,119.7,231.4,134.4,274.40000000000003,244,334.5,114.69999999999999,127,170.20000000000002,274.09999999999997,130.8
15,003,5105,4365,1212,27,325,3,1343,300,12,1143,3500,1070,25,212,3,1190,222,10,768,1286.1,661.7,1695.7,897.2,1503.6,498.7,1306.2,606.3,1158.1,701.9,1394.7,1231.6,1695.7,580.2,654.1,897.2,1389.6,673.2
15,003,5106,2363,1171,10,135,3,388,99,5,552,1888,994,10,93,3,361,71,3,353,662.6,348.9,901.9,446,760.8,278.1,667.5,328.4,596.9,365.5,712,632,901.9,313.6,347,446,717.9,353.4
15,003,5107,1711,998,22,79,6,215,59,2,330,1423,893,20,59,6,196,43,1,205,429.6,218.4,610,279.7,484.6,180.1,430.3,211.6,380.6,232.5,457.09999999999997,405.5,610,199.29999999999998,222,279.7,467,224.39999999999998
15,003,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,005,1312,90,24,0,1,0,7,44,0,14,90,24,0,1,0,7,44,0,14,14.2,0.8,23.2,0.8,18,1.7000000000000002,18.8,1.7000000000000002,17.2,2.9,15.9,18,23.2,1.2000000000000002,2,0.8,18,1.7000000000000002
15,005,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,007,1401,4074,2927,15,217,18,234,248,4,411,3375,2547,12,151,9,219,189,4,244,1054.1,514.3,1445.5,647.7,1126.6,397.2,1107.2,416.7,984,479.4,1089.8,1045.1,1445.5,455.5,447.3,647.7,1144.1,491.3
15,007,1402,3754,2039,23,328,10,670,172,4,508,2934,1715,17,209,9,553,124,2,305,1038.1,433,1392,653.2,1156.2,308,1155.4,338.9,1016.5,404.4,1097,1085.7,1392,369.6,371.5,653.2,1152.1,427.5
15,007,1403,2581,622,5,241,9,152,808,5,739,1976,560,4,156,6,139,593,3,515,567,219.1,767.7,423.1,693.9,127.4,752,203.2,534.2,405.1,629.2,643.8,767.7,172.9,304.3,423.1,662.8,276.1
15,007,1404,9277,2655,37,1059,27,2579,725,16,2179,7052,2323,32,636,25,2188,501,14,1333,2083.9,988.1,2593.8,1549.7,2448.9,561.1,2324.4,780.5,1954.5,1063.7,2266.4,2138.9,2593.8,774.7,922.3,1549.7,2281.6,988.2
15,007,1405,3124,906,20,358,3,909,291,4,633,2431,789,19,223,3,785,213,4,395,784.2,377.9,1008.8,521,896.5,229,888.2,289.3,778.4,372.5,840.1,832.5,1008.8,303.1,330.8,521,871.6,358.7
15,007,1501,6010,2733,22,514,12,1116,411,4,1198,4744,2375,17,330,8,992,296,4,722,1539.7,926.4,2197.5,1299.2,1846.1,634.7,1750.8,763.6,1555.5,927.3,1692.8999999999999,1653.2,2197.5,780.4,845.2,1299.2,1777.6,910.8
15,007,1502,4201,421,21,319,4,2195,427,5,809,3131,376,16,187,1,1770,306,2,473,821,279.2,960.9,602.3,931.3,137.2,863.9,203.2,711,339.9,876.5,787.8,960.9,208.5,271.3,602.3,857.5,312.7
15,007,1503,4680,925,16,413,9,1957,357,7,996,3604,821,10,263,9,1661,251,5,584,1149.1,536.9,1440.5,755.9,1364.3999999999999,281.6,1324.1,400.2,1171.5,509.2,1256.7,1247.3,1440.5,409.6,454.5,755.9,1290,496.8
15,007,1504,5802,1276,19,431,8,2727,253,7,1081,4470,1130,17,276,6,2216,201,3,621,1659.8,767.8,2101.9,1140.6,1908.6,443.3,1916.5,647.6,1671.8999999999999,858.5,1784.5,1794.2,2101.9,605.4,753,1140.6,1851.2,771.5
15,007,1505,2435,815,7,294,5,670,153,0,491,1979,729,5,216,5,589,123,0,312,619,307.1,850.2,461.8,705.2,211.8,698.3,247.5,607.4,317.1,662,652.7,850.2,259.6,281.9,461.8,696,309.2
15,007,1601,3265,1144,14,355,9,950,225,4,564,2542,1013,12,206,8,795,150,3,355,837,396.5,1201.1,634.4,955.3,297.1,923.7,357.3,829.7,412.1,896.2,876.6,1201.1,346.8,384.9,634.4,949.1,419.3
15,007,1602,5972,2397,17,698,15,1374,261,4,1206,4629,2059,14,469,12,1202,187,4,682,1695,852.2,2251,1227.8,1985.8,556.3,1885.7,714.1,1661,883,1841.2,1773.3,2251,703.9,798.5,1227.8,1896.2,847.4
15,007,1603,5077,660,5,454,12,2479,356,3,1108,3817,579,5,275,9,2033,267,0,649,1131.7,405.4,1287.8,697,1268.2,228.8,1214.2,312,1022.5,462.6,1199.5,1118.7,1287.8,318.2,387.9,697,1184.8,420.9
15,007,1604,801,45,2,40,1,495,58,1,159,590,43,2,26,1,382,37,1,98,174.8,62.9,199,108.10000000000001,196,35.4,187.6,48.3,158.2,71.4,185.5,173.1,199,49.300000000000004,59.8,108.10000000000001,183.1,65.2
15,007,1605,2173,353,12,180,7,702,293,2,624,1717,308,9,124,7,651,221,2,395,554.1,195.2,603.5,299.8,642.1,105.9,592.9,152.2,487.6,232.2,597.7,539.9,603.5,149.79999999999998,191.4,299.8,575.9,196.8
15,007,1606,3695,690,22,413,9,1078,532,4,947,2765,597,16,260,9,934,378,2,569,739.1,291.9,927.2,517,879.4,182,911.9,229,717.1,376.7,809.7,814.5,927.2,236.9,302.7,517,834.4,319.8
15,007,1607,170,3,1,1,0,9,146,0,10,112,3,1,1,0,9,92,0,6,10,20,0,43,14,8,12,15,8,19,12,10,0,14,17,43,8.8,21
15,007,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,009,0801,3206,622,9,323,7,494,759,4,988,2349,540,8,188,7,419,555,2,630,731.5,328.2,1015,529.4,886.5,225.2,878.4,275.8,652.9,446.2,809.2,765.6,1015,276.8,360.7,529.4,832.8,360.8
15,009,0802,6506,550,18,644,9,2890,917,4,1474,4818,505,15,381,9,2326,647,2,933,1266.9,427.2,1667.7,906.6,1481.7,296.4,1508.7,343.7,1176.9,606.4,1374.4,1343.2,1667.7,361.9,474.6,906.6,1420.6,515.9
15,009,0803,2807,386,7,297,2,1137,399,4,575,2197,372,7,192,2,967,279,1,377,577.1,203.1,763,389.9,632,149.6,625.9,175.8,539.9,218,604.5,583,763,176.2,196.9,389.9,627.6,227.3
15,009,0804,3799,616,20,453,12,1116,514,9,1059,2807,542,19,271,10,951,350,7,657,668.3,232.8,1037.4,438.9,781.1,150.1,835.7,204.4,694.3,294.9,724.5,765.3,1037.4,191.2,249.8,438.9,803.7,264.3
15,009,0805,6682,1492,44,601,18,2086,909,9,1523,5009,1343,43,368,14,1713,642,8,878,1947,728.5,2758.2,1263.1,2133.9,519.1,2211.3,692.1,1927.6,846.3,2040.4,2069.3,2758.2,624,769.2,1263.1,2195.6,809.6
15,009,0806,2974,634,8,315,9,974,235,2,797,2043,494,7,162,3,759,160,1,457,728.9,280.3,1055,534,817.7,236.9,887.1,240.9,728.9,354.9,773,808,1055,258.5,298,534,843.5,329.6
15,009,0807,1920,315,17,249,1,721,134,4,479,1518,300,16,143,1,641,104,4,309,387.3,145.9,552.9,255.1,463.4,96.5,442.8,122.1,360.9,183.20000000000002,425.4,402.1,552.9,121.4,152.5,255.1,441.4,160.70000000000002
15,009,0901,1790,368,11,135,2,653,195,2,424,1439,334,9,84,2,593,143,2,272,521,190.7,731.1,334.8,571,135.1,588.7,180.7,511.9,222.5,545.8,550.1,731.1,163,201.8,334.8,584.6,213.1
15,009,0902,6280,594,31,647,14,3375,629,5,985,4584,532,21,364,9,2672,413,3,570,1146.1,360.5,1487,719.4,1260.5,246,1254.1,323.1,1075.7,428.09999999999997,1203.5,1164.8,1487,303.1,375.6,719.4,1244.7,415.4
15,009,0903,5171,421,3,489,7,2933,469,4,845,4086,404,3,329,5,2413,357,2,573,956.1,245.3,1128.1,545.9,1065.8,151.2,1049.9,193.9,924.8,283,1010.9,987.2,1128.1,198.2,238.4,545.9,1025,283.9
15,009,0904,5960,497,29,586,7,2778,965,1,1097,4527,458,25,385,7,2263,657,1,731,911.1,280,1187.1,605.1,1002,179,1011,209.1,859.8,301.6,956.7,935,1187.1,229.8,255.29999999999998,605.1,994,315
15,009,0905,6294,423,20,510,0,3932,352,6,1051,4612,369,18,300,0,3089,235,2,599,1202.4,404.3,1463.5,906.2,1357.5,272.7,1324.8,312.2,1146,422.9,1279.8,1235.8,1463.5,338.3,367.6,906.2,1298.6,463.9
15,009,0906,584,14,0,26,1,433,55,0,55,432,14,0,18,1,334,30,0,35,112.6,37.9,137,84.89999999999999,127.2,25.6,124.1,29.3,107.3,39.7,120,115.69999999999999,137,31.8,34.5,84.89999999999999,121.7,43.5
15,009,0907,1626,808,5,170,4,312,60,3,264,1289,686,5,109,4,266,48,2,169,409.7,123.89999999999999,518.9,184,425.2,115.10000000000001,417.8,109.80000000000001,363,135,417.40000000000003,390.4,518.9,119.39999999999999,122.4,184,426.90000000000003,133.5
15,009,1001,2429,1158,30,259,9,495,138,3,337,1954,1055,26,178,8,396,94,3,194,470,264.1,823.9,383,507,206.9,516.1,211.9,490.1,204,488.59999999999997,503,823.9,235.5,208.1,383,561.5,254
15,009,1002,4074,1903,25,644,10,602,338,4,548,3197,1698,22,373,10,501,241,3,349,695.3,394.8,1157.2,503.3,741.8,309.7,802.9,301.3,691.7,361.2,718.4,746.5,1157.2,352.1,330.8,503.3,818,374
15,009,1003,5309,574,28,507,5,3041,415,4,735,3964,509,20,311,5,2391,274,4,450,711.1,272.8,1069.6,622.9,765.8,201.1,841.6,199.1,648.5,345.8,738.1,745.3,1069.6,237,272.6,622.9,807,328.4
15,009,1004,3029,721,10,261,6,994,367,5,665,2345,668,8,170,6,808,262,3,420,582,214.2,856.9,438.9,639.1,161.8,691.8,183,524.8,315.3,610.2,608.4,856.9,187.9,249.20000000000002,438.9,658.9,262.4
15,009,1005,5194,2912,34,865,17,589,277,16,484,4210,2596,31,594,16,508,187,11,267,926.2,587.7,1411.6,854.5,958.9,490.90000000000003,962.5,488.5,840.3,530.3,942.7,901,1411.6,539,509.5,854.5,1020,590.3000000000001
15,009,1006,4550,2257,34,310,9,1070,297,5,568,3585,1954,27,218,9,833,230,3,311,788.4,500.6,1202,727.3,816.3,417.9,819.6,416.2,715.5,451.8,801.9,767.5,1202,459.4,433.5,727.3,868.9,502.8
15,009,1101,6278,1911,50,680,25,2173,459,6,974,4693,1690,39,420,21,1652,299,5,567,1092,426.09999999999997,1633.2,876,1158.1,315,1203.9,345.1,1047.8,428.1,1125.1,1125.8,1633.2,370.6,386.5,876,1226.9,478
15,009,1102,6109,4545,38,417,18,535,122,15,419,5290,4087,27,312,15,469,98,14,268,1565.4,860.3,2266.8,1131.2,1675.8,720.4,1712.4,754.5,1596.5,732.8,1620.8,1654.4,2266.8,790,743.9,1131.2,1763.7,839.8
15,009,1103,5830,3746,74,567,25,660,202,10,546,4817,3272,72,400,20,570,151,7,325,1255.1,686.7,1856.3,957.3,1360,567,1342,603.9,1202.9,598.6,1307.4,1272.5,1856.3,627.1,601.3,957.3,1403.1000000000001,683
15,009,1104,6699,3290,80,708,37,1112,494,23,955,5225,2878,67,454,30,862,354,14,566,1312,766.8,1928.1000000000001,1055,1418.9,604,1407.1,600.8,1232.7,645.7,1365.6,1319.4,1928.1000000000001,684.9,622.7,1055,1459.6,734.4
15,009,1201,5154,1644,20,764,20,937,418,4,1347,3891,1438,19,456,16,804,300,2,856,1168.9,477.6,1663.5,709.6,1348.4,337.3,1356.3,419.3,1188.7,509,1258.4,1272.5,1663.5,407.3,464.7,709.6,1345.2,490.5
15,009,1202,3269,1505,12,418,14,350,195,3,772,2534,1315,10,253,13,307,147,3,486,863.7,291.4,1214.8,430.7,1002.1999999999999,209.4,1033.5,249.70000000000002,895.7,320.9,933,964.6,1214.8,250.3,285.2,430.7,1002.3,300.2
15,009,1203,4782,1990,20,498,10,837,301,19,1107,3670,1721,15,315,8,736,203,9,663,1367.7,553.3,1864,753.1,1542.7,457,1459,512.7,1273.7,628.6,1455.2,1366.1,1864,504.8,570,753.1,1501.1,581.2
15,009,1204,5221,1486,17,625,9,1302,484,11,1287,4010,1297,14,388,7,1147,364,6,787,1347.8,509.1,1874.1,735.7,1536.8,357.9,1551.9,433.2,1341,565.9,1442,1446.1,1874.1,433.4,499.5,735.7,1530.3,520.5
15,009,1205,2994,1173,12,257,4,414,434,6,694,2271,1000,8,149,3,372,298,4,437,931.4,354.8,1317.7,498.9,1041.9,275.4,1009.6,318.2,872.5,411.8,986.7,940.7,1317.7,315,364.9,498.9,1035,371.7
15,009,1206,3464,1846,20,266,15,542,171,2,602,2800,1616,13,173,13,490,123,2,370,1148.2,437.5,1624.5,615.4,1284.5,339.8,1244.5,392.6,1075.8,508,1216.5,1159.7,1624.5,388.59999999999997,450.2,615.4,1275.7,458.7
15,009,1207,108,46,0,5,0,3,18,0,36,86,41,0,5,0,3,16,0,21,35.2,13.4,49.800000000000004,19,39.5,10.4,38.199999999999996,12.1,33,15.600000000000001,37.2,35.5,49.800000000000004,11.9,13.9,19,39.2,14.2
15,009,1301,1978,795,13,195,5,343,249,6,372,1545,688,8,140,5,280,181,5,238,390.1,113.2,595.2,201.3,409.8,97.2,501.1,98.5,423.8,138.7,399.9,462.40000000000003,595.2,105,118.2,201.3,464.3,129.6
15,009,1302,4420,2285,15,512,15,362,336,8,887,3372,1881,13,324,12,311,262,8,561,1129.1,327.3,1667,551.8,1231.5,261.3,1288,291.8,1118.9,358,1180.2,1203,1667,294.3,324.3,551.8,1286.9,358
