state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
15,001,0111,2039,319,12,239,3,791,214,4,457,1542,272,12,144,2,695,125,3,289,480.1,160.2,681.5,214.5,533.6,112.1,524.6,126.8,462.8,159.4,505.2,492.5,681.5,136.1,142.3,214.5,536,154.2
15,001,0112,1567,343,4,169,0,577,141,0,333,1244,320,4,111,0,496,104,0,209,429.7,153.5,569.9,221.6,490,98.5,429.7,138.5,399.4,148.7,460.5,414.1,569.9,126.1,142.5,221.6,463.4,151.8
15,001,0113,2060,598,4,180,4,746,96,5,427,1689,555,4,124,3,655,74,5,269,461.9,153.8,618.9,223.4,509.09999999999997,102.4,459.2,131,412.2,151,484.8,435.3,618.9,128.2,141.1,223.4,492.5,152.9
15,001,0114,1716,560,28,235,10,220,325,15,323,1419,535,24,162,8,214,258,14,204,346.6,110.4,467,161.6,375.2,75,343.5,90.7,301.8,109.60000000000001,360.8,322.4,467,92.9,100.4,161.6,366.9,109.60000000000001
15,001,0115,1005,497,0,62,1,57,145,0,243,829,464,0,41,1,52,117,0,154,268.2,96.3,382.4,148.4,299.90000000000003,76.5,294.4,94.39999999999999,264.7,113.5,284.2,279.7,382.4,86.1,103.7,148.4,301.7,105.9
15,001,0201,4616,1053,9,427,4,1588,432,13,1090,3734,958,7,258,4,1460,319,11,717,1361.4,453.2,1792.3999999999999,613.9,1565,296.1,1435.9,386.3,1320.5,448.2,1463.4,1378.2,1792.3999999999999,374.3,417.3,613.9,1494.8,439.40000000000003
15,001,0202,2841,462,6,363,3,752,329,1,925,2109,414,5,196,1,668,236,1,588,732,288.5,1033,449.3,882.6,173.5,785.6,257.9,654.2,363.8,807.3,720.1,1033,231,311,449.3,817.6,306.6
15,001,0203,4342,884,16,475,14,1433,496,8,1016,3434,811,15,304,13,1289,351,7,644,1145.8,363,1505.9,506.1,1295.5,239.7,1184.5,304.1,1084,352.5,1220.3,1134.7,1505.9,301.3,328.1,506.1,1242.8,353.2
15,001,0204,1680,400,17,196,9,425,269,4,360,1423,384,14,148,9,387,204,4,273,416.1,122.7,553,182.3,459.6,82.3,421.4,100.6,381.2,118.7,437.5,401.4,553,102.2,109.9,182.3,446.4,121.4
15,001,0205,2240,391,24,294,5,625,344,0,557,1813,365,19,192,5,581,271,0,380,417.7,126.3,545,208,461.4,87.9,411.7,106.5,362.2,133.1,439.4,386.9,545,106.7,119.7,208,439.1,132.3
15,001,0206,2180,342,7,191,6,138,831,3,662,1662,326,6,108,4,129,604,3,482,601.8,163.4,856.3,276,682.2,96,623.6,122.1,419.3,306.3,642.4,521.7,856.3,129.6,214.3,276,636.4,193.1
15,001,0207,3208,516,40,383,7,753,665,4,840,2593,489,39,235,6,705,515,4,600,446.7,140.5,575.6,266.1,494.4,102.6,428.6,124.1,360.7,166.5,470.3,394.5,575.6,121.4,145.3,266.1,461.2,160.1
15,001,0208,2172,345,4,328,4,645,253,0,593,1643,318,4,196,4,586,166,0,369,484.1,142.9,637,210.2,534.7,95.9,485.7,116.2,438.8,136.6,509.4,462.40000000000003,637,119.1,126.3,210.2,516.1,140.5
15,001,0301,3677,651,21,444,5,1122,435,16,983,2864,592,21,259,4,982,362,15,629,1005.1999999999999,356,1329.5,513,1193.2,208,1069.7,264.9,926.6,370.5,1099,998.1,1329.5,282.2,317.7,513,1105.1,342.6
15,001,0302,712,73,1,39,0,467,9,0,123,546,66,1,23,0,382,9,0,65,232.29999999999998,57.3,294.7,82,264.2,34.7,238.9,49.4,220.7,62.6,248.3,229.79999999999998,294.7,46,56,82,250.1,57.2
15,001,0303,857,137,4,35,1,475,61,0,144,750,128,4,23,1,442,52,0,100,319,78.7,404.8,112.60000000000001,363,47.7,328.3,67.9,303,85.9,341.09999999999997,315.6,404.8,63.2,77,112.60000000000001,343.7,78.6
15,001,0304,3276,322,11,276,3,1661,226,1,776,2628,297,6,169,2,1461,166,1,526,1117.7,275.6,1418.3,394.8,1272,167,1150.1,237.5,1061.7,301.4,1195.1,1106.3,1418.3,221.7,269.8,394.8,1203.9,275.5
15,001,0305,4205,658,8,423,5,1722,328,8,1053,3210,585,7,255,5,1438,232,7,681,853.5,310.2,1245.9,535.4,973.9,223.1,885.9,261.2,772.9,335.8,913.4,829.4,1245.9,266.5,297.9,535.4,946.7,334
15,001,0306,4572,371,13,349,5,1825,737,4,1268,3599,343,10,217,4,1633,557,0,835,1279.9,419.09999999999997,1696.3,673.8,1508.1,255.3,1337,346.3,1182.6,458.9,1393.9,1259.9,1696.3,337.4,402.7,673.8,1400.8,430.7
15,001,0307,2989,289,14,311,5,1020,469,0,881,2254,250,10,178,4,920,339,0,553,798.7,268,1056.9,416.2,942.5,161.3,838.9,214.2,736.8,288.6,870.1,787.6,1056.9,214.7,251.4,416.2,874.6999999999999,269.8
15,001,0308,3137,403,2,216,3,1475,209,2,827,2476,359,2,135,3,1317,144,2,514,874.6999999999999,298.1,1158.2,453.5,1034.5,177.8,922.2,234,807.4,318.3,954.4,864.7,1158.2,238.1,276.1,453.5,959.5,296.2
15,001,0401,4048,1660,33,600,19,252,360,15,1109,3099,1489,25,371,19,230,256,9,700,822.1,313.5,1241.8,561.3,935.5,228.4,859.3,283.5,739.2,361,878.6,798.9,1241.8,270.6,321.8,561.3,919.8,349.9
15,001,0402,4166,1109,25,616,14,876,529,9,988,3030,976,21,359,13,693,331,3,634,725.8,289.6,1155.9,547.2,846.5,201.2,781,262.9,668.5,327.3,786,724,1155.9,244.8,294.8,547.2,836.2,326.1
15,001,0403,5755,2445,51,801,27,583,565,20,1263,4260,2143,41,449,25,486,372,12,732,1131.9,587.1,1815,954.8000000000001,1338.6,402.6,1238.9,520.3,1079.1,617.9,1235.3,1158.6,1815,494.7,570,954.8000000000001,1320.5,616.4
15,001,0404,4202,1134,27,760,29,607,539,0,1106,3035,1006,26,409,19,510,354,0,711,740.5,326.3,1124.3,575.9,877.8,222.6,851.6999999999999,277.7,750.5,346.4,810.1,801.6,1124.3,273.9,312.5,575.9,868.8,349.40000000000003
15,001,0405,5693,2729,51,553,65,795,475,21,1004,4562,2446,39,345,48,692,352,15,625,1337.6,463.9,1474.2,601.2,1487.1,313.2,1125.5,282.9,966.7,364.7,1410.3,1044.4,1474.2,387,322.8,601.2,1279.2,405
15,001,0406,5257,1128,19,851,15,1300,588,2,1354,3735,995,16,484,15,1035,382,0,808,1000.4,519.1,1591.4,837.6,1182.9,356.8,1085.9,456.1,945.9,541.5,1091.4,1015.8,1591.4,438.09999999999997,498.8,837.6,1161.4,541.9
15,001,0407,1165,794,15,66,10,51,96,7,126,975,728,13,48,10,40,59,5,72,217.5,72.1,370,148.6,252.1,48.4,241.5,60.1,197.9,84.5,234.9,219.2,370,60.3,71.8,148.6,256.2,82.8
15,001,0408,2990,754,11,573,14,405,370,5,858,2076,624,8,331,13,328,245,5,522,477.8,158.1,792.2,318.1,554,105.3,515.5,127.8,422.4,180.7,516,468.9,792.2,131.8,153.7,318.1,552.5,177.9
15,001,0501,1780,322,5,377,4,297,170,0,605,1223,271,4,202,4,254,121,0,367,288.8,134.1,436.40000000000003,223.4,337.6,90.6,328.4,115.10000000000001,280,148.6,313.2,304,436.40000000000003,112.3,131.9,223.4,334.2,142.4
15,001,0502,3585,1268,17,634,21,272,313,5,1055,2658,1112,17,347,18,248,233,2,681,628.4,291.2,948.6,485.9,733.7,196.4,712.9,250.8,608.7,323.5,681.1,661.4,948.6,245,286.3,485.9,727.7,309.1
15,001,0503,2588,1284,17,230,7,278,229,0,543,2142,1159,12,151,7,262,180,0,371,897.4,272.7,1280.1,382.1,959.7,221.5,989.2,275.3,860,346.5,929,924.6,1280.1,246.7,311.2,382.1,997,300.3
15,001,0504,1457,188,10,152,1,561,113,0,432,1122,179,7,90,1,480,84,0,281,351,83.7,369.1,156.3,381.2,42.9,315.1,50.7,287.5,77,366.4,301.6,369.1,63,63.2,156.3,340.3,82.2
15,001,0505,2334,776,9,197,4,516,259,3,570,1796,733,7,95,4,424,191,2,340,508.2,201.6,728.1,345.5,580.9,157.4,559.5,178.2,517,182.8,544,538.3,728.1,179.2,180.5,345.5,578.8,212.4
15,001,0506,4552,2094,31,479,28,254,888,8,770,3416,1900,26,263,23,206,536,6,456,609.7,448,1017.1,702.9,690.9,326.2,710.6,389.3,675.4,370.4,650.3,689.6,1017.1,381.2,379.1,702.9,737.6,449.8
15,001,0507,815,442,3,48,4,53,69,3,193,669,384,3,33,4,48,52,3,142,206.7,78.2,371.3,162.5,242.7,47.1,241.4,81,218.8,85.9,224.20000000000002,230.3,371.3,63.3,83.3,162.5,256.3,91.1
15,001,0508,894,484,6,49,0,53,128,2,172,730,432,6,39,0,46,80,2,125,263,68.9,347.7,121.89999999999999,283.5,47.6,269.1,62.6,234.3,80.5,273,251.6,347.7,58.199999999999996,71.5,121.89999999999999,279.6,76.2
15,001,0509,1803,636,4,208,2,211,315,4,423,1417,577,3,126,2,204,218,4,283,402.9,139.1,520.7,206.8,458.3,88.8,421.59999999999997,113.8,379.9,127.9,430.7,400.7,520.7,113.9,120.7,206.8,436.6,135.1
15,001,0510,700,191,1,141,0,148,72,0,147,554,178,1,90,0,136,55,0,94,154.8,55.199999999999996,201.1,81.8,175.6,36.7,162.8,45.1,148,50,165.2,155.4,201.1,45.9,47.5,81.8,168.4,53.5
15,001,0511,4528,1135,17,570,8,1227,459,3,1109,3540,1007,15,371,8,1088,343,3,705,1006,363.4,1375.8,555,1100.6,284.5,1061.2,310,974.1,339.5,1053.3,1017.7,1375.8,323.7,324.7,555,1104,370.5
15,001,0512,2550,857,20,244,15,610,265,1,538,2009,776,13,148,13,540,177,1,341,564.1,206.3,777.4,312.6,616.8,162.4,595,175.7,546.4,191.5,590.2,570.7,777.4,184.1,183.4,312.6,620.3,209.5
15,001,0601,2801,1336,12,343,9,428,255,0,418,2373,1257,11,248,9,395,177,0,276,616.6,354.9,897.3000000000001,467.4,668.3000000000001,298.7,631.3,296.3,594.6,292.1,642.6,612.9,897.3000000000001,327.3,294.2,467.4,681.9,342
15,001,0602,6908,3485,48,704,26,954,569,12,1110,5510,3124,37,437,24,789,401,7,691,1323.2,957.1,1946.8,1321.9,1433.4,822.9,1337.8,807,1276.5,774.1,1378.4,1306.6,1946.8,890.2,790.9,1321.9,1463.3,936.6
15,001,0603,2035,1193,14,145,6,325,41,4,307,1628,1045,8,103,5,264,32,4,167,392.8,282.2,583.7,390.7,430.7,238.5,400.7,238.3,382,229.9,411.7,391.2,583.7,260.5,234,390.7,437.9,275.9
15,001,0604,2022,997,6,242,7,296,135,4,335,1662,907,6,160,6,264,105,4,210,490.8,273.1,741.8000000000001,362,542.8,232.1,537.9,239.1,503.7,243.6,516.6,521,741.8000000000001,252.4,241.1,362,563.4,270
15,001,0605,4534,1862,37,595,22,783,508,9,718,3704,1734,33,405,20,657,380,6,469,799.6,553.7,1213.3,866.1999999999999,888.7,462.3,841.3,471.3,792.4,461.3,844,816.9,1213.3,507.7,466,866.1999999999999,907.1,562.8
15,001,0606,2979,1224,4,268,10,473,369,2,629,2344,1098,4,187,8,393,256,2,396,611.3,421.4,980.3,589.9,713.9,330.8,643.4,365.5,606,368.3,662.4,624.9,980.3,376.3,367,589.9,711.1,415.1
15,001,0607,1562,784,2,158,2,335,60,2,219,1226,680,2,97,2,262,44,2,137,314.3,217.7,492.3,298,367.6,168.1,334.5,186.3,316.3,185.4,341,325.4,492.3,192.7,185.9,298,365,211
15,001,0608,3741,656,10,510,5,548,913,4,1095,2567,567,8,293,4,438,596,3,658,661.4,423,1046.2,720,798.5,292,720.9,348.09999999999997,621.3,399.7,730,670.9,1046.2,357.6,373.8,720,770,436.5
15,001,0701,3213,1351,15,332,9,523,286,2,695,2525,1187,15,216,8,459,199,1,440,650.5,416.2,1029.1,708.2,785.6,287.09999999999997,709.3,342.2,611.6,392.9,717.8000000000001,660.8,1029.1,351.3,367.7,708.2,757.4,429.2
15,001,0702,6488,2710,35,722,12,670,733,7,1599,5002,2356,32,446,11,591,540,6,1020,1328.2,832.1,2103.2,1238,1528.5,645.5,1400.2,698.9,1268.5,752.9,1427.8,1334.6000000000001,2103.2,739,725.6,1238,1526,834
15,001,0703,6516,2878,35,663,42,1016,724,6,1152,4884,2490,29,405,24,801,449,3,683,1347.2,865.1999999999999,2035.6,1235.2,1496.5,717.7,1399,778.7,1254.1,846.5,1422,1327.3,2035.6,791.7,812.3,1235.2,1505.5,888.7
15,001,0704,1038,704,2,39,1,104,36,5,147,914,655,1,27,1,98,29,1,102,253,164,394.5,237.3,283.6,136.4,260.7,148.1,235.4,160,268.1,248.20000000000002,394.5,150.2,153.9,237.3,285.2,169.2
15,001,0705,4507,1734,14,306,2,669,767,2,1013,3222,1394,13,192,2,535,472,2,612,1123,396.4,1569.4,580.7,1273.5,326.2,1183.5,396.4,976.3,567.4,1197.9,1079.8,1569.4,360.9,482.2,580.7,1225,453.7
15,001,0706,3195,821,8,318,14,402,600,0,1032,2371,718,8,179,8,357,437,0,664,789.1,283.1,1115.6,430.9,903.2,225,834.3,278.5,680,404,846.5,757.5,1115.6,253.8,341.3,430.9,864.3,324.4
15,001,0707,2417,484,8,279,3,557,281,8,797,1719,420,6,169,3,455,199,4,463,493.90000000000003,186.3,725,319.59999999999997,581.9,130.1,526.6,173.3,411.9,263.8,537.7,469.2,725,158.2,218.4,319.59999999999997,547.8000000000001,214.6
15,001,0708,300,152,2,19,5,19,40,2,61,240,136,2,12,5,19,26,2,38,66.7,45.2,117.4,69.3,77.8,37.8,67.39999999999999,41.6,62.8,43.7,72.1,65.4,117.4,41.4,42.4,69.3,78.3,47.5
15,001,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,003,1701,3977,749,16,143,9,2046,160,6,848,3154,667,11,80,9,1765,118,2,502,1199.8,537.2,1604.9,664.9,1405.5,389,1235.7,465.7,1181.9,473.5,1302.5,1208.8,1604.9,462.9,469.8,664.9,1325.4,506
15,003,1702,2039,184,1,94,1,1271,63,0,425,1702,172,1,67,1,1105,57,0,299,647.5,289.7,866,358.8,758.5,209.9,667,251.2,638,255.9,703.1,652.9,866,249.8,253.5,358.8,715.1,273.1
15,003,1703,4778,2056,54,226,6,1723,76,10,627,3862,1792,47,158,5,1422,63,6,369,1239,751,1724,959,1392.6,627.9,1183.9,699,1104.1,713.9,1315.8,1143.9,1724,689.6999999999999,706.3,959,1328.8,750.5
15,003,1704,1790,583,11,78,1,784,40,4,289,1427,502,6,48,1,675,33,4,158,538.5,302,741.8,371.8,614,236.5,544.6,282.7,518.7,288.5,576.2,531.7,741.8,269.5,285.40000000000003,371.8,591.4,296.2
15,003,1705,4722,1482,33,202,5,2087,108,11,794,3756,1330,31,141,5,1722,86,10,431,1355.1000000000001,681.6999999999999,1902.7,872.5,1499.1,600.9,1333,644,1244,673.3,1427.1,1288.6,1902.7,641.4,658.6,872.5,1466.9,694.5
15,003,1706,3371,729,7,144,0,1698,79,11,703,2620,610,7,79,0,1442,62,6,414,988.6999999999999,554.4,1361.6,682.5,1127.2,434,1000.1999999999999,518.7,952.4,529.5,1058.2,976.3,1361.6,494.40000000000003,524,682.5,1086,544
15,003,1707,3973,971,18,173,4,1865,125,11,806,3118,834,15,107,4,1569,94,7,488,1176.7,659.8,1620.7,811.7,1341.5,516.4,1190.2,617.4,1133.5,630.1,1259,1161.6000000000001,1620.7,588.2,623.7,811.7,1292.6,647
15,003,1801,1548,515,5,80,0,660,42,1,245,1270,440,5,51,0,577,34,1,162,450.8,219.1,594.7,272.5,500.6,176,435.5,197.1,406.7,207.3,475.8,421.1,594.7,197.7,202.1,272.5,477.7,214.5
15,003,1802,4065,1372,36,193,1,1687,75,5,696,3341,1254,27,134,1,1445,59,3,418,1187.8,579.7,1577.3999999999999,723,1318.9,470.3,1149.9,524.1,1073.5,550.4,1253.6,1111.5,1577.3999999999999,525.3,537.3,723,1261.4,569.4
15,003,1803,3292,560,8,216,5,1515,181,4,803,2629,501,8,132,3,1316,144,3,522,879.1999999999999,427.6,1231.1,564.1,976.4,343.5,901.6,407.9,841.6,428.90000000000003,927.9,871.6,1231.1,385.5,418.4,564.1,966,434.3
15,003,1804,2435,513,8,82,0,1229,118,0,485,1932,457,8,54,0,1040,85,0,288,879.9,396.1,1093.1,425.9,978.1,309.1,838.3,347.1,799.8000000000001,356.8,928.8,818.9,1093.1,352.7,352.1,425.9,917.9,367.2
15,003,1805,4232,1007,18,155,5,2256,95,12,684,3447,869,16,94,4,1956,77,7,424,1219.5,663.6,1666.2,809.3,1422.1,525.9,1176.5,637.5,1124.2,657,1320.8,1150.4,1666.2,594.9,647.4,809.3,1321.5,658.6
15,003,1806,2080,367,10,73,1,1156,65,0,408,1732,339,9,44,1,1010,61,0,268,612.7,333.4,837.4,406.7,714.7,264.3,591.2,320.5,564.8,330.2,663.6,578.1999999999999,837.4,298.6,325.4,406.7,664.2,331
15,003,1807,4629,1066,13,174,7,2591,98,5,675,3743,928,11,106,7,2199,75,2,415,1343.5,621.1,1802.5,747.6,1500.6,480.2,1317.3,554.2,1272,575.2,1421,1295.1,1802.5,550.9,564.9,747.6,1447.6,595.1
15,003,1901,3809,881,11,97,0,2310,35,0,475,3077,812,6,62,0,1913,33,0,251,1279.6000000000001,617.5,1653.3,704.5,1436,480.9,1197,581.6,1168.7,569.2,1357.9,1182.8999999999999,1653.3,549.4,575.3,704.5,1346.8,590.9
15,003,1902,3083,797,7,83,4,1705,78,2,407,2609,728,7,54,3,1495,69,2,251,1072.1,521.5,1389.3,594.6,1202,407.5,1001.5,490.70000000000005,981.1,478.90000000000003,1136.9,991.4,1389.3,464.7,484.9,594.6,1129.1,498.7
15,003,1903,2716,582,8,89,0,1593,52,7,385,2287,539,7,54,0,1379,48,5,255,879.8,446.1,1160.9,509.2,982.1,354.90000000000003,815.7,418.59999999999997,814.7,403.3,930.9,815.2,1160.9,400.6,410.90000000000003,509.2,930.8,426.5
15,003,1904,5062,700,25,197,7,3018,218,6,891,4242,638,22,138,5,2660,171,4,604,1519.8,589.8,2048,745.4,1679,447.2,1542,510.6,1431.7,577.6,1599.2,1487.7,2048,518.3,543.9,745.4,1643.7,574.2
15,003,1905,2856,813,4,74,1,1482,60,3,419,2369,725,4,48,1,1288,55,1,247,866.6,453.1,1159.6,518.5,963.3,366.1,798,424.7,809.9,405.5,914.7,803.7,1159.6,409.9,415.2,518.5,919.3,433.8
15,003,1906,2938,373,6,130,1,1780,106,1,541,2479,352,6,89,1,1576,90,1,364,751.6,298.4,1005,386.4,829.7,215.2,755.6,260.3,699.6,297.6,790.8,727.6,1005,256.7,279.1,386.4,808.2,291.8
15,003,1907,2355,303,11,104,0,1435,103,8,391,1978,283,11,73,0,1246,80,5,280,600.2,216.1,838.5,283,663,157.7,612.3,178,563.3,208.7,631.5,587.8,838.5,186.79999999999998,193.2,283,655.6,208.7
15,003,2001,2112,354,7,139,2,1139,78,3,390,1829,333,5,101,2,1049,57,2,280,539,172.3,708.3,250.1,596.7,124.8,542,142.7,479.1,179.9,567.7,510.7,708.3,148.7,161.3,250.1,572.8,173.9
15,003,2002,4827,513,17,252,8,1981,1143,5,908,3702,488,12,158,6,1759,676,2,601,1091.1,348.5,1433.4,506.8,1208.2,252.29999999999998,1097.1,289.2,969.8000000000001,364.09999999999997,1149.5,1033.3,1433.4,300.3,326.7,506.8,1160.1,352.3
15,003,2003,2162,721,4,67,6,893,67,6,398,1842,655,4,42,2,814,53,4,268,679.7,249.70000000000002,918.9,306.5,730.6,202.9,659.5,231.4,620.5,249.2,705,640.2,918.9,226.3,240.1,306.5,721.7,248.1
15,003,2004,3442,734,18,138,5,1874,93,9,571,2923,674,18,105,5,1636,79,6,400,1078.7,396.3,1458.2,486.2,1159.4,322,1046.9,367.2,984.3,395.4,1119.5,1015.8,1458.2,359.2,381.5,486.2,1145.4,393.5
15,003,2005,5673,579,21,266,2,3486,316,8,995,4730,532,19,174,2,3070,220,8,705,1393.8,490.5,1950.3999999999999,710.7,1551.9,353.2,1478.5,414.3,1315.8,508.3,1472.6,1397.5,1950.3999999999999,421.7,461.7,710.7,1537.8,495.6
15,003,2006,4087,961,18,151,8,2187,94,1,667,3545,893,16,111,7,1969,81,1,467,1310.3,471.90000000000003,1742.8999999999999,592.1,1434.5,361.90000000000003,1282.6,424.5,1201.9,434.8,1372.4,1242.7,1742.8999999999999,417.1,429.59999999999997,592.1,1394.4,457.2
15,003,2101,3509,459,18,157,3,2017,175,2,678,2944,441,13,113,3,1765,137,2,470,796.8,273.6,1101.6000000000001,382.7,883.3,198.1,791.1,244.6,728.9,270.2,840.2,760.3,1101.6000000000001,235.9,257.5,382.7,860.7,273.8
15,003,2102,5728,795,23,320,8,3176,331,4,1071,4848,744,22,234,7,2826,253,4,758,1355,516,1827.6,692.5,1486.5,372.9,1351.3,441.9,1242.7,515.9,1421.3,1297.1,1827.6,444.7,479.3,692.5,1453.1,507.6
15,003,2103,4925,1085,58,183,10,2654,274,6,655,4287,1051,52,148,7,2342,221,5,461,947.3,328.59999999999997,1305.5,505.6,1011.2,245,916.2,268.4,817.5,323.5,979.1,866.9,1305.5,286.8,296,505.6,999.4,334.1
15,003,2104,2660,1533,18,160,8,570,61,2,308,2384,1451,18,126,6,508,53,2,220,545,193,715,239.8,595.7,158.1,521.9,187.8,491.1,202,570.3000000000001,506.3,715,175.5,194.6,239.8,573.7,196.20000000000002
15,003,2105,4755,2103,118,343,11,1539,213,8,420,4296,2025,113,290,11,1382,170,5,300,671.3,353.8,973.1,499,694.5,289,600.4,298.3,550.4,298.59999999999997,683,575.4,973.1,321.4,298.59999999999997,499,698,347.7
15,003,2106,3432,520,32,226,5,1636,364,13,636,2894,496,30,174,5,1432,287,9,461,664.6999999999999,213.6,908,329.8,732.1,153.4,637.7,193.5,582,213.6,698.3,609.8,908,183.6,203.4,329.8,705,220.7
15,003,2201,1359,185,11,105,3,710,117,3,225,1175,182,11,79,2,637,88,3,173,240.7,74.7,306.7,99.1,260.2,58.3,232.6,62.8,212.4,73.5,250.5,222.6,306.7,66.4,68.2,99.1,250.6,73.8
15,003,2202,2460,393,26,124,6,1307,204,1,399,2152,385,24,104,6,1169,145,1,318,464.1,155.9,624.8000000000001,230.20000000000002,497.3,117.7,449,128.1,403.4,153.20000000000002,480.8,426.3,624.8000000000001,136.8,140.4,230.20000000000002,487.8,157
15,003,2203,2159,225,42,165,3,989,372,9,354,1753,212,39,131,3,849,266,7,246,387.3,134.3,533.8,206.7,413.5,100.19999999999999,374.6,109.7,334.3,132.3,400.4,354.5,533.8,117.2,120.9,206.7,408.7,136.6
15,003,2204,4881,554,43,280,11,2633,524,10,826,4108,522,41,205,11,2323,399,8,599,907.8,315,1251,484.4,969.1,234.8,878.1,257.1,783.3,309.9,938.4,830.6999999999999,1251,274.8,283.5,484.4,957.8,320
15,003,2205,5001,596,57,274,5,2961,361,8,739,4261,562,57,200,5,2590,285,6,556,917,257.9,1151.9,496.9,985.9,197.1,822.9,262.9,745.2,312,951.6,784.3,1151.9,227.3,287.5,496.9,924.7,305.4
15,003,2206,3915,506,50,224,7,2359,265,1,503,3404,483,47,166,7,2137,189,1,374,665.1,252.3,878.8,433.09999999999997,694.2,186.6,619.1,223.1,562.5,236.5,679.9,590.6,878.8,219.7,229.9,433.09999999999997,683.7,266
15,003,2207,5326,529,48,230,2,3813,252,1,451,4777,516,47,172,2,3496,196,1,347,933.6,354.6,1233.3,607.9,973.9,261.5,869,313,789.4,331.7,953.6999999999999,829.1999999999999,1233.3,308,322.2,607.9,959.9,373.90000000000003
15,003,2301,4753,1785,94,276,12,1837,282,6,461,4241,1722,90,228,12,1629,222,6,332,704.4,384.8,1009,555.2,751.1,308.40000000000003,642.5,324.3,605.1,312.9,727.7,623.6999999999999,1009,346.7,318.8,555.2,742.4,377.1
15,003,2302,6101,2519,164,414,28,2163,226,15,572,5668,2458,160,367,26,1990,210,15,442,885.4,466.6,1283.8,658.3000000000001,916.4,381.4,792.1,393.5,726.2,394.2,901.1,758.9,1283.8,424,394,658.3000000000001,920.5,459
15,003,2303,9333,4037,204,463,35,3374,378,28,814,8627,3937,195,420,33,3084,318,27,613,1518.1,864.9,2377.9,1323.4,1649.8,679,1407.1000000000001,717.3000000000001,1338.4,683.2,1583.8,1373.1,2377.9,771.9,700.4,1323.4,1658.3,853.6999999999999
