state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_lee,uss_16_dem_sno,uss_18_rep_rom,uss_18_dem_wil,gov_16_rep_her,gov_16_dem_wei,gov_20_rep_cox,gov_20_dem_pet,atg_16_rep_rey,atg_16_dem_har,atg_20_rep_rey,atg_20_dem_sko,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
49,035,4510,1504,750,46,612,27,17,9,3,40,1167,646,40,401,22,17,8,2,31,70.9,133,141.1,214,99,134,94,160.9,101,140,147,188,86,119.10000000000001,133,190.9,131.5,160.9,197.6,89.3,94,140.4
49,035,4512,408,353,0,42,1,8,0,0,4,314,276,0,28,1,8,0,0,1,56.5,76.4,93.10000000000001,119.5,100.6,78.3,103.19999999999999,85.1,102.2,80.4,113.9,95.2,96.2,68.2,93.5,112.8,75.9,85.1,109.2,88.9,103.19999999999999,100.3
49,035,4514,978,797,7,124,19,14,4,1,12,750,628,5,83,14,14,4,0,2,146,183.9,200.5,297.3,218.70000000000002,182.9,203.1,195.79999999999998,214.20000000000002,198.4,239.5,228.7,216.7,158.2,203.1,259.7,180.8,195.79999999999998,261.8,198.8,203.1,214.4
49,035,4516,1093,892,14,95,10,45,2,4,31,905,755,12,71,7,37,2,3,18,111.1,183.9,178.8,325.3,149.6,186.3,113.2,245.20000000000002,143.70000000000002,199.7,199,269.5,141.5,166,185.5,282.2,184,245.20000000000002,292.2,136.6,113.2,187.7
49,035,4518,1411,1048,28,226,8,51,17,5,28,1068,853,16,144,2,41,8,2,2,193.2,259.3,306,412.4,324.2,261.1,330,285.8,331.2,266.5,371.7,324.4,317.7,223.5,307.9,378.7,252.7,285.8,371.8,291.7,330,328.59999999999997
49,035,4520,779,673,24,44,2,9,8,2,17,650,577,14,33,2,8,4,2,10,130,170,184.1,278,176,174.9,172,194,173,185,218,220.9,170,158.2,187.1,245.1,172.1,194,248,162.3,172,196.5
49,035,4521,1117,946,15,88,2,26,16,4,20,920,797,12,65,2,19,9,2,14,152.1,272,213.3,424.4,222.4,268.8,186.7,308,224.3,271.4,241.2,366.3,231.5,227,220.6,382.8,259.8,308,391.1,207.8,186.7,225
49,035,4522,1260,920,13,263,10,16,3,10,25,906,692,5,169,8,12,3,4,13,126.1,228,194,338,204.1,211.9,194,222.1,213.8,225.9,222.1,282,209.1,186.1,195.9,300,212.79999999999998,222.1,306.7,188.3,194,204.1
49,035,4528,1404,1007,21,306,11,25,17,1,16,1001,761,11,180,8,21,12,1,7,190.2,221.4,286.4,362.4,300.3,217.2,260.8,267.1,295.2,229,332,309.9,294.6,182,308.6,321.1,212.3,267.1,331,270.3,260.8,308.8
49,035,4530,2181,805,29,1234,27,26,27,4,29,1477,642,24,733,17,22,19,4,16,128,184.8,224.79999999999998,387.3,195.1,208.9,128.7,178.5,184,211.1,253.8,333.6,175,189.1,220,336.2,198.5,178.5,352.5,170.6,128.7,232.9
49,035,4531,990,253,6,704,15,1,0,2,9,656,209,5,426,10,1,0,2,3,30.900000000000002,40,100,172.6,50.1,45,57.2,79.5,45,48,113.10000000000001,148.5,49.1,36.8,97.89999999999999,149.8,42.3,79.5,157,43.9,57.2,103.5
49,035,4532,1173,865,3,233,9,29,3,0,31,886,688,2,153,8,23,3,0,9,129.8,150.9,186.6,244,197.7,159.1,181.2,162,195.7,168.2,213.9,198.8,190.3,137.1,185.8,221.8,153.9,162,221.70000000000002,178.6,181.2,195.3
49,035,4534,1524,617,21,778,8,36,37,2,25,902,412,10,417,7,24,21,0,11,131.7,153,189.7,248.3,200.5,161.1,183.9,164.5,198.5,170.6,217.1,202,192.7,139.1,188.9,225.5,156.1,164.5,225.4,180.6,183.9,198.6
49,035,4536,964,765,2,138,3,27,19,0,10,764,626,1,96,3,20,13,0,5,137.8,156.79999999999998,176.20000000000002,261.8,209.2,166.8,193.9,186.3,192.1,188.9,200.9,223.1,189.2,151.6,179.2,246.79999999999998,166.1,186.3,243.9,182.2,193.9,185.4
49,035,4537.1,553,399,12,87,15,15,8,5,12,475,357,11,64,13,12,7,2,9,86.8,112.3,129,209.7,124.30000000000001,118.4,113,124.9,117.39999999999999,124.9,156.6,168.70000000000002,118.10000000000001,98.9,134.8,180,113.7,124.9,186.2,111.60000000000001,113,140.1
49,035,4537.2,341,292,0,28,0,10,0,3,8,274,243,0,16,0,8,0,3,4,51.699999999999996,58.9,85.3,106.9,91.9,55.5,77.6,63.7,93,57.9,102.9,84.8,83.3,53.2,93.4,84.8,56.3,63.7,92.2,80,77.6,93.89999999999999
49,035,4538,1634,1164,36,278,12,87,8,16,33,1186,891,19,175,9,60,6,9,17,167.9,263.8,243,461,261.9,248.1,227,294.9,256.2,273,267.9,395.9,272.1,212.1,232.9,416.9,249.4,294.9,424.6,239.7,227,248.1
49,035,4544,1377,1092,47,141,1,45,2,11,38,1131,922,35,99,1,39,2,7,26,162.29999999999998,196.4,273,378.3,269.2,203.3,245.9,231.5,263.9,214.3,303.3,334.8,259.7,164.5,283.8,339.9,194.6,231.5,351,238.79999999999998,245.9,286.7
49,035,4546,971,827,9,77,5,33,2,0,18,733,627,8,55,4,27,2,0,10,135.6,167.2,210.8,308.8,213.20000000000002,169.3,187.6,184,207.9,177.9,255.2,246.9,198.2,148.3,224.7,257.4,165.6,184,271.09999999999997,188.7,187.6,230.29999999999998
49,035,4548,1157,1001,8,75,5,43,2,4,19,884,778,4,48,5,34,2,2,11,126.89999999999999,165.6,212.2,310.7,211.5,171.6,193,186.2,209.2,180.8,240.7,272.8,203.9,140.6,225.6,275.1,164.7,186.2,286,188.1,193,226.1
49,035,4549.1,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0.6,0.8,0.8,1.6,1,0.8,0.8,0.8,1,1,1,1.4,1,0.8,1,1.4,0.8,0.8,1.4,0.8,0.8,1
49,035,4549.2,422,361,0,46,0,8,5,0,2,306,267,0,28,0,7,2,0,2,46.199999999999996,68.10000000000001,68.6,126.4,74.2,67.4,67.1,68.3,74,70.1,83.1,107.2,71.3,55.699999999999996,78.5,105.7,65.4,68.3,113.1,66.5,67.1,76.7
49,035,4600,591,509,0,49,0,22,6,0,5,388,340,0,29,0,14,3,0,2,106.9,81.7,140.3,153,160.5,85.8,137.7,89.4,160.5,90.5,168.9,121.5,153,73.3,146.3,137.7,82.8,89.4,137.5,145.2,137.7,151.8
49,035,4601,718,650,2,35,3,14,2,0,12,524,482,1,21,2,8,2,0,8,183.9,124.9,239.29999999999998,204.8,260.1,115.8,242.5,119.2,258.7,125.10000000000001,278.8,155.5,250.3,104.7,249.70000000000002,178.6,117.5,119.2,179.4,238.3,242.5,255.7
49,035,4602,1606,1252,14,174,10,99,12,6,39,1206,977,11,111,7,74,9,6,11,226.1,275.9,297.6,435.5,333.8,258.3,310.3,274,318.09999999999997,281,345.40000000000003,376.8,327.8,223.6,318.09999999999997,380.8,259.8,274,397.7,301.2,310.3,320.6
49,035,4603,125,96,0,20,0,4,0,0,5,86,68,0,11,0,4,0,0,3,25.2,22.5,39.3,47.8,38.6,23.6,39.7,28.9,39.6,23.5,46.7,37.1,38.9,19,41.4,40.7,22.2,28.9,41.8,35.6,39.7,42.5
49,035,4604,1337,1136,2,82,12,55,9,0,41,957,836,1,51,7,40,5,0,17,246.1,261.8,400.6,429.4,399.8,240.9,351.9,283.8,392,254.8,439,344.8,369,217.8,401.4,373.4,243.9,283.8,382.8,351.9,351.9,413.5
49,035,4605,146,129,0,8,0,4,0,0,5,129,117,0,6,0,3,0,0,3,38,27.7,59.400000000000006,53.9,47.6,32,51.9,33.9,49.3,34.8,66.9,38.1,47.5,27.5,57.5,47.5,30.5,33.9,46.6,45.5,51.9,61.300000000000004
49,035,4606,156,122,3,17,0,9,1,0,4,116,96,0,10,0,7,1,0,2,27.099999999999998,20.400000000000002,42.099999999999994,35.6,41.300000000000004,20.799999999999997,39.8,23.5,40.7,21,49.099999999999994,25.5,38.5,19,43.1,29.799999999999997,20.3,23.5,30.3,36.9,39.8,44.800000000000004
49,035,4608,1514,1252,6,125,0,76,20,2,33,1022,860,2,72,0,62,11,1,14,253.20000000000002,296.9,418.5,432.6,388,282,381.4,282.1,392.8,304,481.1,339.2,386.1,258.9,422.3,384.3,285.4,282.1,385.4,355,381.4,440.7
49,035,4610,845,720,1,75,4,42,0,0,3,651,569,0,48,2,31,0,0,1,145.8,145.9,232.1,275.3,215.8,145.6,200.70000000000002,163.70000000000002,209.4,162.8,255.4,240.8,201.3,141.8,231.6,255.2,149.1,163.70000000000002,257.1,193.2,200.70000000000002,239.7
49,035,4611,461,299,8,131,4,4,5,1,9,291,202,3,70,3,4,3,0,6,46.800000000000004,62.2,97.10000000000001,196.3,67,64.4,97.7,130.4,68.4,70.2,129.4,156.9,66.8,54.9,116.4,153.5,63.1,130.4,169,62.4,97.7,114.4
49,035,4612,629,542,3,67,0,5,1,0,11,462,420,0,32,0,4,1,0,5,107.60000000000001,109.1,154.1,161.7,174.3,102.1,149.4,103,173.2,112.2,181.7,127.1,169.7,86.3,153.4,147.9,102.3,103,145.8,156.20000000000002,149.4,163
49,035,4614,1451,1283,7,95,2,29,0,4,31,1079,978,3,63,2,20,0,3,10,237.3,221.9,336.7,391.1,359.2,230.1,320.1,252.2,351,259.1,401.59999999999997,317.7,342.1,210.20000000000002,367.6,334.2,230.3,252.2,347.6,322.5,320.1,368.4
49,035,4616,1358,1204,3,88,7,21,6,2,27,951,848,2,61,7,19,2,1,11,202.9,254.1,331,406,315.1,253,312.9,277.3,311,276.8,374.2,346.5,312.1,228,351,355.8,252.9,277.3,369.5,285.2,312.9,351.8
49,035,4617,468,363,4,43,3,43,0,0,12,405,324,4,33,2,33,0,0,9,90,79.9,149.9,211.6,129.7,76.3,123.8,109.7,126.3,81,174.3,173.70000000000002,124.2,65.6,157.1,181.3,75.6,109.7,188.79999999999998,117.5,123.8,160.4
49,035,4618,1651,1380,9,114,7,92,7,3,39,1214,1048,6,68,7,66,5,2,12,261,249.9,377.1,387.9,393.8,249.9,348.1,240.2,396.90000000000003,258,440.1,299,383,214.1,389,347,242.9,240.2,344.7,358.8,348.1,402.09999999999997
49,035,4622,1993,1170,19,676,16,36,30,1,45,1404,903,14,402,13,33,20,1,18,175.1,179.5,268.1,377.8,228.5,191.2,223.3,212,225.2,199.79999999999998,289.6,311,220.6,169.4,260.2,330.4,184.9,212,339.5,212.3,223.3,272.5
49,035,4624,923,584,22,272,21,6,4,1,13,646,450,12,159,7,5,4,1,8,104.3,144.7,142.6,244.8,158.9,155.2,135.7,158.7,153,168.3,178.7,191.3,155.1,135.6,144.9,212.6,151.2,158.7,216.3,142.7,135.7,155.5
49,035,4625,927,860,6,34,0,17,1,0,9,693,650,4,22,0,11,1,0,5,167.1,218,261.1,295,274.9,204.9,260,202.1,261.1,224,293.9,243,268,180,265.1,271.8,206.8,202.1,269.9,242.8,260,273.5
49,035,4626,1558,1230,19,161,8,68,20,4,48,1154,956,12,104,3,48,8,3,20,179,224.1,281,356.9,272,217.3,261,234.9,262.09999999999997,225,320.3,289.9,245,180.1,275.3,321.2,211.7,234.9,322.8,239.5,261,292
49,035,4627,668,593,1,25,0,13,9,0,27,482,448,1,12,0,10,5,0,6,110,122,174,212.79999999999998,181,122.9,172,141.1,183,130.1,200.1,169.1,175.9,114,166.2,186,122.1,141.1,189.2,162.5,172,180.2
49,035,4628,884,818,5,19,2,19,13,0,8,641,598,1,15,2,13,7,0,5,186.5,125.1,261.1,217.2,290,122.4,248.9,134.2,290,129.7,286.9,175.5,278.5,117.9,263.1,195.8,123.6,134.2,196.1,261.3,248.9,270.3
49,035,4629,951,862,4,27,2,41,2,4,9,712,655,4,13,2,29,2,2,5,230.1,205.29999999999998,278.9,300.1,343.4,189.8,319.2,184.1,336.1,206.79999999999998,337.8,238.6,336.9,169.3,296.4,265.3,192.9,184.1,267.9,311.5,319.2,304.3
49,035,4630,659,572,2,58,0,23,0,0,4,485,428,2,36,0,19,0,0,0,138.2,106.1,239.9,273.9,200.8,108.6,213,135.6,198.9,113.10000000000001,272.8,212.2,193.2,94,241.79999999999998,241.79999999999998,105.5,135.6,242.5,182.8,213,251.5
49,035,4631,609,524,5,32,0,30,1,0,17,434,378,4,22,0,19,1,0,10,119.9,122.9,160.1,195.9,193.1,122.7,176.9,140.3,197.1,132.9,196,152.9,197.3,95.4,168.9,168,118.3,140.3,172.6,177,176.9,175.2
49,035,4632,1304,1050,16,186,7,2,9,1,33,934,793,10,103,7,2,6,1,12,184.4,178.6,262.8,345.8,268.9,179.9,228.3,205.4,253.9,209.1,298.8,298.9,255.3,166.1,262.8,321.8,183.4,205.4,322.4,240.6,228.3,275.09999999999997
49,035,4633,505,440,0,13,0,37,5,1,9,386,342,0,9,0,27,2,1,5,119.7,108.5,147.7,158.8,181.9,99.6,168.2,100.8,177.8,109.6,179.4,124.8,178.4,89.1,156.5,140.9,101.7,100.8,141.5,164.5,168.2,161.2
49,035,4634,890,734,5,96,6,32,5,1,11,694,590,4,59,4,24,4,1,8,154.1,137,257,362.5,222.3,130.8,212.1,188.3,216.6,138.8,298.7,297.4,212.9,112.3,269.1,310.7,129.6,188.3,323.6,201.8,212.1,274.9
49,035,4635,798,719,1,18,3,38,0,6,13,517,470,1,7,2,30,0,2,5,191,159.8,275.59999999999997,267.9,314.9,148.4,304.2,152.7,302.9,164.7,335.2,205.8,302.5,140.1,286,244.9,153.3,152.7,239.5,277.8,304.2,298.9
49,035,4636,1240,1136,4,31,4,38,0,1,26,972,903,2,19,2,32,0,1,13,260.7,251.20000000000002,343.9,369.7,422.4,226.2,382.2,262.1,412,257.4,421.1,278.8,413.2,203.1,358.1,332.2,234.5,262.1,327.1,377,382.2,374.2
49,035,4637,1021,952,8,42,0,10,1,0,8,716,675,5,24,0,7,1,0,4,208.6,255.8,229.29999999999998,245.29999999999998,331.1,221.6,328.2,225.4,335.7,235.7,271.9,199.4,340.5,205.2,234.4,227.4,229.5,225.4,223.9,304,328.2,245.29999999999998
49,035,4638,725,684,2,12,3,14,0,0,10,520,492,0,12,3,10,0,0,3,217.1,136.9,304.1,226.5,330.3,113,313.40000000000003,126.7,329.7,121.7,354.7,172.4,326.6,114.3,323.3,185.1,121.4,126.7,194.5,300.8,313.40000000000003,327.3
49,035,4639,967,867,1,36,7,48,0,0,8,727,655,1,25,5,39,0,0,2,197.9,212.9,259.9,336.9,294,195,286.9,228.1,275.8,226.9,307.90000000000003,277,285.1,174.9,280.1,307.90000000000003,202.5,228.1,307.3,263.2,286.9,282.5
49,035,4640,860,689,3,108,9,10,19,0,22,657,545,2,72,5,9,9,0,15,166.2,154.29999999999998,262.7,269.8,248.7,145.5,248.29999999999998,166.2,245,160.6,296,215.6,243.3,129.7,251.7,249.1,147.5,166.2,244.79999999999998,225.7,248.29999999999998,270.3
49,035,4641,1089,871,21,107,6,49,7,0,28,889,729,17,75,5,46,4,0,13,134.9,182.8,201.3,323,201.3,165.79999999999998,176.9,186.7,202.4,175.1,233.1,274.40000000000003,192.5,146.1,211.7,276.6,167.5,186.7,291.4,182.9,176.9,215.29999999999998
49,035,4642,973,858,2,98,5,4,1,0,5,715,638,2,64,3,4,0,0,4,193.1,180.6,296.3,301.4,290.2,168.5,287.5,187.9,285.2,189.1,336.1,240,283.3,150.3,284,282.9,172.4,187.9,274.6,263,287.5,305.5
49,035,4643,780,702,3,36,6,13,4,4,12,570,532,0,16,3,11,2,1,5,178,147.9,244.1,243.2,278,139.1,255.3,150.6,278,151.9,272.9,187.3,271,134.9,234.1,230.1,143.5,150.6,220.1,251.4,255.3,250.20000000000002
49,035,4644,1318,1026,11,207,4,26,12,1,31,991,817,9,125,4,22,3,0,11,132.9,203.2,205,335.1,228.8,185.2,205.2,194.3,229.3,198.1,247.6,275.8,216.3,165.9,222.4,287.5,188.3,194.3,299.2,201.8,205.2,224.9
49,035,4646,1007,770,5,130,8,28,28,5,33,804,639,5,90,8,27,20,5,10,140.4,123,265.5,289.2,203.9,124.7,215.3,165.6,203.9,123,288.5,235.2,201.5,109,256,243.9,120,165.6,256,187.4,215.3,270
49,035,4648,680,566,9,63,3,24,1,0,14,513,442,6,36,2,22,1,0,4,150.2,125.7,273,302.9,228.6,126,221.8,165.8,220.7,135.9,305.6,234.7,215.1,110.5,271.9,257,124.5,165.8,264.90000000000003,203.6,221.8,283.5
49,035,4650,1333,1066,9,183,18,24,4,0,29,960,801,6,104,11,23,4,0,11,226.8,214.9,333.8,344,344,192.9,296,219,332.1,216.9,390.9,270,316,187.1,349.2,297.1,202.8,219,303.7,304.8,296,358
49,035,4652,992,903,1,52,5,14,5,0,12,742,677,1,44,4,11,3,0,2,184.1,146.9,272.1,238.1,287,142.1,261.9,145.1,285,157,309,175,282,119,271.1,216,141.29999999999998,145.1,209.70000000000002,259.5,261.9,284
49,035,4653,1039,936,4,33,7,42,3,0,14,785,716,2,24,4,29,3,0,7,204.4,121.8,304.8,214.4,285.6,128.9,283.4,133.9,277.7,140.4,334.1,172.4,283.4,103.3,297.7,198.6,123.60000000000001,133.9,195.1,262.8,283.4,312.2
49,035,4654,1306,1092,4,112,4,45,5,0,44,896,772,0,70,4,25,5,0,20,179.1,209,276.1,362.5,284.1,217,260.3,224.4,276.1,227.1,330.3,297.8,266,196.2,282.6,322.3,212,224.4,327.8,251.4,260.3,296.5
49,035,4655,324,263,4,40,0,16,0,0,1,238,200,2,24,0,12,0,0,0,52,70.1,76.9,113,79,79,73.9,73.9,70.9,85,88,103,73.1,70.9,70.9,111.1,76.3,73.9,109,68.8,73.9,78.6
49,035,4656,1273,1074,3,98,6,67,13,0,12,924,798,1,66,3,47,7,0,2,207.1,205.4,332.4,364.1,366.40000000000003,194.1,337.3,225,355.3,218.2,396.6,287.2,343,189,342.9,321.6,201.79999999999998,225,324.6,318.1,337.3,357.3
49,035,4657.1,852,757,1,55,1,10,4,3,21,605,557,1,29,1,8,2,1,6,140.6,163.7,225.4,329.8,198.4,157.7,202.1,175.3,208.8,163,262,271.6,200.29999999999998,137.6,229.2,289.8,155.5,175.3,297,186.9,202.1,238.8
49,035,4657.2,8,6,0,0,0,1,0,0,1,7,6,0,0,0,1,0,0,0,1.7,1.5,2.7,2.7,3.1,1.3,2.9,1.7,3,1.6,3.3,2.1,2.9,1.4,2.8,2.4,1.4,1.7,2.4,2.7,2.9,2.9
49,035,4658,1240,1111,11,51,6,36,10,0,15,890,801,9,32,4,28,6,0,10,218.3,217.8,330.7,374.1,370.1,217.6,337.1,257.1,368.6,232,393.6,294.1,349.2,208.9,338.8,337,218.9,257.1,335.3,326.7,337.1,354.4
49,035,4659,1298,1140,8,58,6,64,3,0,19,927,820,5,39,3,44,3,0,13,232.4,227.2,343.2,383.1,364.9,214.1,329.6,240.4,375.9,215,417.7,298.7,359.6,185.4,350.4,334.09999999999997,210.4,240.4,338.5,333,329.6,370.8
49,035,4660,1036,928,3,51,0,32,11,0,11,738,678,1,25,0,24,6,0,4,201,153,293,262,356.09999999999997,146.1,331.59999999999997,145.1,353,143.8,376.9,175.1,346.8,120.9,333.8,203.1,141.1,145.1,213.5,314.1,331.59999999999997,334.7
49,035,4661,1663,1243,13,287,8,70,5,4,33,1169,915,8,160,6,58,5,3,14,167.1,194.20000000000002,274,306,254.2,194.8,190.2,190.8,248,198.9,304.7,261.1,225,175.8,293.7,267.9,190.8,190.8,278.3,223.8,190.2,291
49,035,4662,1457,1205,5,120,6,37,47,7,30,1037,879,3,68,4,31,32,5,15,266.6,238.1,471.7,504.5,412.9,240.5,396.6,298.1,401.1,258.5,537.6,390.3,392,213.2,468.8,438.3,237.7,298.1,444.2,368.2,396.6,492.7
49,035,4663,562,508,7,35,0,5,0,2,5,408,378,3,20,0,4,0,2,1,118.7,86.2,186.1,170.7,169.8,86.2,161.79999999999998,107.7,158.9,102,209.5,120.2,157.9,67.8,179.6,150.9,85.6,107.7,147.2,151.3,161.79999999999998,191.7
49,035,4664,988,845,7,46,0,64,6,0,20,634,551,2,33,0,38,3,0,7,196,151,299,269,292,137.9,281.9,148.1,295.8,144,370,194.1,280.9,129.9,314,226.9,140.7,148.1,229.9,266,281.9,327.7
49,035,4665,1325,1195,5,58,9,26,0,4,28,883,808,5,38,4,17,0,2,9,247.9,171.8,341.90000000000003,331,353.8,176.29999999999998,302.9,188.9,341.90000000000003,188.1,391.1,253.8,353.2,147.1,349.1,282.8,171,188.9,289.2,324,302.9,360.7
49,035,4666,1350,1201,7,64,5,39,4,2,28,913,823,3,41,4,29,4,1,8,243.8,189.1,376.09999999999997,299.1,356.2,178.8,335.7,201.3,363.3,188.4,408.8,250.2,319.3,175.5,330.1,297.2,183.4,201.3,282.4,320.5,335.7,371.5
49,035,4668,1657,1372,13,150,20,25,27,8,42,1146,980,5,97,12,21,17,3,11,248.4,219.5,397.5,351.8,383,225.4,365.1,245.4,375,242.5,461.90000000000003,273.7,373.3,199.9,390.5,327,221.7,245.4,317.4,344.6,365.1,416.7
49,035,4669,1119,986,7,49,0,54,1,3,19,776,686,5,33,0,39,1,1,11,204,252,277.8,359,273.1,254,255.1,277,285.9,254,316.09999999999997,295,268.8,220.1,296,305.90000000000003,245.1,277,319.9,258,255.1,296.6
49,035,4670,1319,1169,3,93,1,21,5,0,27,1003,911,2,62,1,13,5,0,9,234.6,176.5,364,308.1,356.8,179.20000000000002,344,203.6,352.2,182,423.9,220.6,333.3,164.8,372.8,258.1,175.7,203.6,262.40000000000003,319.2,344,386.8
49,035,4671,468,393,2,46,2,12,0,1,12,348,307,1,24,1,10,0,1,4,101.4,68,141.79999999999998,117.89999999999999,157.4,66.6,135.2,72.8,157.4,70.4,155.8,95.3,151.3,64.1,142.9,106.4,67.2,72.8,106.5,141.79999999999998,135.2,146.9
49,035,4672,525,468,4,14,1,7,15,0,16,383,349,2,9,1,6,10,0,6,133.1,100,181,150.20000000000002,196.4,95.39999999999999,171.3,109.2,188.9,107.2,201.6,120.6,183.5,90.2,187.9,137.7,98.2,109.2,136.2,175.5,171.3,190.1
49,035,4673,1104,953,7,80,5,19,17,0,23,811,718,4,49,4,15,15,0,6,222.9,196,339,321.9,358.1,184,318,202.1,354.3,204.1,390.1,254.1,354.3,173.1,331,299.09999999999997,189.3,202.1,291.8,322.40000000000003,318,353.2
49,035,4674,465,405,6,13,3,18,13,0,7,337,295,3,10,1,17,6,0,5,78.3,91.1,125.6,183.7,110.6,87.9,112.6,97.6,116.3,90.8,145.9,151.3,111.6,76.6,127.6,161.5,86.6,97.6,165.5,104.1,112.6,133.1
49,035,4675,518,495,0,6,1,6,0,0,10,404,390,0,5,0,5,0,0,4,136.8,106.6,199.3,165,196,99.1,179.2,100.6,186.2,112.2,233.4,120.8,186.8,91.6,200.4,148.2,102.3,100.6,144.6,176.3,179.2,211.1
49,035,4676,972,872,14,42,2,23,6,0,13,683,622,9,26,2,20,3,0,1,199.1,198.8,275,308.2,287.9,188.4,254.7,220.3,256.7,225.8,311.7,255.3,282,170.1,270,288,195.8,220.3,283.8,256.6,254.7,285.6
49,035,4677,750,690,4,35,0,6,0,5,10,559,522,1,22,0,5,0,1,8,146,164.1,169.2,269.9,225.9,167.7,187,176,221,176,217.9,207.8,225.2,136,187,231.9,161.1,176,236.7,204.5,187,191.3
49,035,4678,1243,1093,5,68,3,27,13,4,30,883,794,4,31,3,22,11,4,14,232.1,232.9,317.1,388.09999999999997,356,226.1,334.9,239.2,338.9,264.2,360,316.3,332.9,212.8,303.9,355,234.2,239.2,353.2,315,334.9,327.1
49,035,4679,944,847,10,40,5,24,5,1,12,644,589,7,21,1,16,3,1,6,260.9,171.6,348.40000000000003,250.4,363.2,163.8,330.2,147.4,362.4,159.4,401.2,172.29999999999998,343.4,151.8,347.5,231.5,161.79999999999998,147.4,218,332.4,330.2,365.8
49,035,4680,1365,1168,19,71,2,69,7,2,27,924,815,10,35,1,48,4,2,9,208.1,304,300.2,456,320.2,272,330,298.8,314.2,300.2,369.3,378.9,300.90000000000003,249.79999999999998,314.8,414,281.1,298.8,416.5,286.09999999999997,330,328.09999999999997
49,035,4681,1449,1322,9,62,0,22,10,4,20,985,911,0,37,0,19,7,3,8,272.8,192.8,441.4,352.4,454.8,194,428.3,193.2,457.4,212.8,486.9,271,427.40000000000003,159.8,429.90000000000003,323.3,189.9,193.2,315.7,403.40000000000003,428.3,452.6
49,035,4682,1017,935,1,42,2,16,9,3,9,732,681,0,27,0,12,8,0,4,202.9,211.2,259.2,348.1,314.5,206.3,292.8,233.29999999999998,306.7,238.8,314.5,276.9,308.2,178,272,314.5,208.5,233.29999999999998,313.1,282.9,292.8,281.9
49,035,4683,1182,1116,1,27,2,20,3,2,11,840,792,1,23,1,13,3,2,5,263.1,231.9,328.2,377.8,387,223.1,352.2,247.8,384.6,241.4,383.9,298.4,378.5,194.5,338.3,337,222.5,247.8,337.5,353.3,352.2,350.2
49,035,4684,865,818,0,15,3,22,0,0,7,602,570,0,7,2,21,0,0,2,277.3,172.7,397.4,246.1,390.2,152.6,350.8,151,381,168.5,447,175.1,370,142,382,228.70000000000002,158.9,151,216.70000000000002,354.8,350.8,408.6
49,035,4685,964,845,8,24,1,63,6,2,15,645,576,5,18,1,39,2,2,2,254.8,177.8,383.20000000000005,257.79999999999995,394.1,157,363.5,150.2,384.20000000000005,172.9,454.4,187.7,376.29999999999995,139.2,407,216.29999999999998,161.7,150.2,220.6,352.4,363.5,414.9
49,035,4686,815,707,9,26,2,44,0,0,27,545,486,4,15,2,32,0,0,6,191.3,179.2,255.1,277.3,295.8,163.9,279.8,171.4,287.9,181.5,302,222.3,282.6,156.1,260.9,253.5,170.3,171.4,251,264.3,279.8,272.5
49,035,4687,923,862,3,22,2,17,1,1,15,663,631,0,11,1,13,1,0,6,230.9,173,313,259.8,339.6,165.5,296.5,188.9,327.2,185.8,349.40000000000003,208.5,317.4,156.5,325,238.1,170.1,188.9,235.4,303.9,296.5,329.1
49,035,4688,1161,1071,4,38,0,15,14,1,18,819,773,2,21,0,9,5,1,8,320.8,194.5,446.1,287.6,469.1,174.2,449.9,161.7,452.6,202,517.4,211.5,452.5,157.6,469.6,263.4,181.9,161.7,254.2,423.6,449.9,477.8
49,035,4689,1184,1075,10,48,1,23,15,5,7,838,778,2,29,1,15,6,4,3,317.3,168.9,437.3,308.3,440.2,180.5,412.2,183,438.5,200.2,480.4,241.5,429.2,153.2,427.6,293,175.8,183,281,406.4,412.2,448.4
49,035,4690,1078,1015,8,19,2,11,2,0,21,765,733,2,11,1,10,1,0,7,233.1,225,298.6,352.8,338,205,327.8,229.5,335.5,227.8,350.7,288.8,325.6,195.4,308.7,318.7,213.3,229.5,319.8,308.1,327.8,319.5
49,035,4691,1314,1115,6,103,4,64,1,6,15,902,773,5,60,2,48,1,3,10,240.4,194.8,373.4,357.8,380.9,199.5,376.6,204.3,391.3,201.4,435.09999999999997,280.3,371.2,160.1,391.2,308.7,188.9,204.3,315.6,345.8,376.6,400
49,035,4692,1017,883,5,75,4,20,2,0,28,676,598,3,44,4,16,2,0,9,186.2,142.4,244.6,266.8,279.6,149.2,239.4,155.7,279.6,157.6,294.2,211.5,266.8,127.8,254.8,239.4,144.1,155.7,239.2,253.1,239.4,264.40000000000003
49,035,4693,1443,1214,6,117,8,54,8,3,33,940,800,4,75,5,39,7,2,8,244.1,203.9,383.1,369.6,391.5,206.5,381.8,213.1,396.4,210.9,442.5,289.7,377,167.4,397.5,319.5,197.3,213.1,326.3,352.3,381.8,407.7
