state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_hoe,uss_16_dem_gla,uss_18_rep_cra,uss_18_dem_hei,gov_16_rep_bur,gov_16_dem_nel,gov_20_rep_bur,gov_20_dem_len,atg_18_rep_ste,atg_18_dem_tho,sos_18_dem_bos,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
38,035,42-36,1274,1162,8,39,32,8,1,0,24,1092,1016,7,29,23,8,1,0,8,244.6,212.4,229,224.9,310.5,163,178.2,263.9,304.40000000000003,158.6,261.7,181,229.9,193.79999999999998,208.1,178.2,222.1,202.6,286.6,203.8,245.3
38,035,43-37,2903,2544,93,65,69,69,7,5,51,2482,2244,60,48,48,46,4,3,29,730.7,555.4,813.3,745.1,935,407,611.7,737.4,948.8000000000001,368.8,923.1999999999999,598.4,789,524.7,580.5,443.8,614,672,871.6999999999999,700.1999999999999,868.2
38,035,43-38,1067,941,29,20,41,14,0,0,22,833,762,18,12,22,10,0,0,9,273.1,199.4,278.9,255.5,363.59999999999997,132.4,207.8,272.7,355.8,127.6,316.3,201.5,272.3,187.6,220.20000000000002,153.1,226.70000000000002,228.5,330.8,240,297.5
38,035,43-39,1448,1228,108,35,28,17,0,0,32,1261,1135,56,21,20,13,0,0,16,245.3,232.20000000000002,267,302.1,346.4,163.29999999999998,176.70000000000002,321.09999999999997,338.09999999999997,162.6,331,229.1,246.29999999999998,237.6,263.6,185.9,274.09999999999997,265.7,309.9,211.6,298.9
38,035,43-40,1917,1629,54,77,59,32,0,0,66,1573,1392,40,42,43,25,0,0,31,226.5,221.7,247,309,300.40000000000003,164.79999999999998,172.1,308,284.9,173.6,296,244.9,229,240.4,259.3,186.7,269.1,277,270.5,200.7,271.4
38,035,43-41,2145,1969,16,28,11,90,0,1,30,1724,1607,10,23,5,68,0,1,10,565.1,412.9,577.4,528.7,752.6,274,430,564.5,736.6,264.2,654.8,417.09999999999997,564,388.1,455.59999999999997,316.9,469.4,473,684.8,497.1,615.9
38,035,43-42,2279,1912,55,77,86,76,0,0,73,1728,1506,36,38,49,62,0,0,37,412.1,354.5,477.1,441.1,547.6999999999999,255.8,352,495.9,524.1,256.8,542.3,352,477.8,339.2,400.9,288.9,412.1,396.2,494.4,415.09999999999997,509.7
38,035,43-43,2147,1823,93,57,76,34,0,0,64,1718,1516,59,41,56,22,0,0,24,432,361.1,488.9,451.3,574.5,256.9,361.6,503,552.3,256.5,555.6,359.7,487.59999999999997,344.2,406.5,291.7,418,405.5,519.5,424.9,522.1
38,037,31-01,172,163,0,1,6,0,0,0,2,150,143,0,1,5,0,0,0,1,98.8,13.6,104.89999999999999,15,109.8,6.4,87.8,27.8,105,12.8,84,13.6,96,15.6,19.7,12.200000000000001,20.5,14.1,104.89999999999999,90.8,92.6
38,037,31-02,840,808,1,5,12,1,0,0,13,635,620,1,1,9,0,0,0,4,381.4,65.8,405.4,73.1,427.4,31,332.9,113.8,408.4,54.5,320.8,62.300000000000004,365.8,62.6,90.6,53.9,88.4,66.2,406.9,345.3,357.6
38,037,31-03,1020,999,0,1,7,1,0,0,12,842,833,0,1,3,1,0,0,4,441.1,84.3,436.3,84.9,507.1,48.9,349.4,157.4,484.7,70.2,382.1,71.8,401.2,94.8,115.9,70.4,121.6,77.2,479,373,405.1
38,037,31-04,362,355,0,0,2,1,0,0,4,317,314,0,0,2,0,0,0,1,185.20000000000002,27.3,201.7,31.7,212.8,16.4,163.2,45.7,208.5,21.6,176.4,28.2,180.8,26.7,38.7,22.5,36.4,29.1,202.2,170.9,187.5
38,039,23-01,374,372,0,1,1,0,0,0,0,313,311,0,1,1,0,0,0,0,138.9,45,143.3,42.4,165.4,32.3,120.9,80.5,152.5,52.4,137.6,33.9,146.4,57.1,62.9,43.8,65.3,36.1,152.5,133.9,140.6
38,039,23-02,479,474,1,2,1,1,0,0,0,382,379,1,2,0,0,0,0,0,177.4,71.7,196.4,62.6,226.1,43,127.9,100.5,205.9,60.2,202.3,50.6,160.2,56.9,72.8,58.9,76.5,56.4,203.9,144.8,200.1
38,039,23-03,605,597,1,3,0,3,0,1,0,494,487,1,3,0,2,0,1,0,188.6,72,200.6,85.4,243.4,44.7,164.8,147.7,220.8,63.2,222,60.7,218.6,87.5,106.1,60.2,113.5,73.1,218.9,191.1,211.8
38,039,23-04,367,359,4,1,0,0,0,3,0,283,279,1,0,0,0,0,3,0,147.9,32.1,157.79999999999998,32.800000000000004,173.8,19.1,118.7,65.10000000000001,159.6,31,150,31,147.20000000000002,32.5,47.8,28.6,48,31.5,160.8,133.1,151.9
38,039,23-05,101,98,0,1,1,0,0,0,1,81,78,0,1,1,0,0,0,1,45.4,8.1,48.199999999999996,8.1,51.8,4.9,35.6,17.2,48.199999999999996,8.1,45.4,8.1,43.7,8.1,13,7.7,13.1,8.1,48.6,39.4,46.1
38,039,23-06,346,342,0,0,4,0,0,0,0,278,274,0,0,4,0,0,0,0,99.6,50.9,109.7,52.6,126.5,36.9,80.4,83.4,120.3,43.3,112.7,43.5,109.7,52.6,67.2,43.1,67.2,46.4,114,94.5,111.2
38,039,23-07,148,145,1,1,1,0,0,0,0,130,128,1,1,0,0,0,0,0,50.1,22.6,54.1,22.7,62.7,15.9,41.9,37.2,58.6,20.7,54,18.4,54.300000000000004,24.7,29.7,20,29.9,18.9,56.2,48,53.9
38,041,31-01,1170,1151,0,0,3,0,2,0,14,934,930,0,0,1,0,2,0,1,546.6,88.2,513.4,92.7,594.4,49.3,501,132.7,553.7,77.3,459.8,64.5,548.7,84,108.5,73.5,108.10000000000001,79.1,562.4,522.6,483.1
38,041,31-02,377,362,0,9,3,0,1,0,2,299,291,0,4,1,0,1,0,2,186.9,17.2,187.8,24.6,208.4,6.5,146.5,37.1,196.2,16.2,155.5,18,161.79999999999998,20.900000000000002,30.7,13.3,30,21.7,197.9,153.3,170.7
38,041,36-03,930,859,6,3,45,1,0,0,16,776,719,5,3,40,1,0,0,8,313.2,65,388,78.5,360.5,34.2,342.40000000000003,104.3,354.5,50,309.90000000000003,70.3,361.8,76.2,77.3,49.8,83.9,73.60000000000001,345.5,351.7,347.3
38,043,14-01,235,234,0,0,0,1,0,0,0,210,209,0,0,0,1,0,0,0,81.10000000000001,30.4,97.4,35.1,96.2,21.6,74.6,42.6,96.2,21.3,80.8,32.6,86.3,29.8,32.8,23.8,34.6,33.5,92.8,81.60000000000001,90.2
38,043,14-02,156,151,0,5,0,0,0,0,0,131,130,0,1,0,0,0,0,0,59.8,18.9,78.6,26.2,71.2,12.700000000000001,46.6,37.3,63.4,20.8,67.60000000000001,20.8,60.6,20.4,21.3,18,26.2,22.9,65.4,52.7,73.2
38,043,14-03,168,166,0,2,0,0,0,0,0,146,144,0,2,0,0,0,0,0,53.2,14.6,81.2,21.3,63.7,9.3,35.9,38.8,58.4,14.6,66.6,20.2,51.699999999999996,23.9,29.2,13.8,30.8,21.2,58.4,43.8,73.7
38,043,14-04,1111,1076,5,13,2,15,0,0,0,834,816,2,7,2,7,0,0,0,534,81.9,534,93.8,589.4,46.1,433.40000000000003,166.7,553.5,83.5,413.3,97,486.2,112.3,139.2,72.9,139.2,93.8,557.3,460.90000000000003,473.1
38,043,14-05,274,224,0,46,0,1,0,0,3,213,183,0,29,0,1,0,0,0,118.7,9.200000000000001,148.9,13,127.6,3.1,105.2,24.2,121.1,9.200000000000001,99.1,13,115.80000000000001,17.900000000000002,20,8.3,20.8,13,121.3,109.3,122.6
38,043,14-06,491,478,1,5,1,5,0,0,1,378,371,0,3,1,2,0,0,1,264.6,23.8,270.5,31.900000000000002,277.9,23.1,212.5,54.8,270.4,23.1,205,32.5,229.1,37.8,41.4,23.1,41.7,32.2,269.8,217.6,234.6
38,045,26-01,889,869,0,4,11,0,0,0,5,688,680,0,1,5,0,0,0,2,287.9,99.1,296.5,101,354.6,61.2,220.2,169.8,341.90000000000003,71.4,299.9,79.4,272.6,110.1,138.2,77.8,138.8,89.6,327.6,245.9,297.7
38,045,26-02,425,414,2,2,3,0,0,0,4,314,308,0,1,3,0,0,0,2,130.3,44.8,136,45,160.3,28.8,99.4,76.5,156.4,32,137,34.7,125,50.6,63,34.1,63.1,37.7,148.2,111.2,136.4
38,045,28-03,742,733,0,7,0,1,0,0,1,585,581,0,3,0,1,0,0,0,300.6,90.4,333.7,100.8,363.2,52.9,250.2,163.4,351.2,66.2,346.9,70.7,293.7,111.1,122.7,68.8,133.2,84.6,337.4,270.5,339.8
38,045,28-04,505,478,2,16,1,1,0,0,7,408,395,0,8,1,1,0,0,3,209.4,63.2,232,69.3,252.6,37.5,175.5,114.6,244.8,45.9,242.2,48.6,204.7,78.10000000000001,84.9,47.4,93.9,57,234.4,188.2,235.4
38,045,28-05,367,362,1,0,1,0,0,0,3,311,309,0,0,1,0,0,0,1,157.1,30.400000000000002,176.29999999999998,31.5,191.5,10,135.2,61.5,186.6,17.6,186.6,18.3,155.5,36.2,36.2,18,45.9,26.3,177.2,143.7,179.3
38,045,29-06,361,356,0,0,0,4,0,0,1,272,270,0,0,0,1,0,0,1,113.10000000000001,38.8,118.5,38.8,138.5,26.1,86,66,136,27.2,118.7,29.7,108.8,43.1,54.4,29,54.4,31.5,127.2,97.3,118.60000000000001
38,045,29-07,170,168,0,0,0,0,0,0,2,116,114,0,0,0,0,0,0,2,46.4,23.3,59.2,23,58.4,13.7,39.699999999999996,34.8,56.2,18.2,57.7,16.7,50.3,23.6,26.8,18.5,28.1,19.5,53.6,44.300000000000004,58.2
38,045,29-08,287,287,0,0,0,0,0,0,0,239,239,0,0,0,0,0,0,0,95.6,47.8,121.4,47.8,120,28.1,81.39999999999999,71.7,115.6,38,119.3,33.7,103.9,48.3,55.5,38.2,57.6,39.8,110.39999999999999,90.7,119.6
38,045,29-09,393,386,0,5,0,0,0,0,2,333,328,0,4,0,0,0,0,1,133.7,64.4,166.8,64.1,167.4,38.4,112.8,97.7,161.79999999999998,50.2,163.8,46.1,143.5,65.7,76,50.8,79,53.1,153.7,126.2,164.4
38,047,28-01,454,448,0,0,0,1,0,0,5,341,340,0,0,0,0,0,0,1,239.29999999999998,14.4,253.1,29.5,261.3,12.700000000000001,193.1,55.5,261.3,19.7,170.8,33.5,218.8,34.7,48.5,14.4,48.3,29.5,256.5,205.7,209.79999999999998
38,047,28-02,792,777,1,8,5,0,0,0,1,607,603,0,2,2,0,0,0,0,347,46.9,353.9,50.4,391.5,27.1,303.4,74.5,374.5,36.800000000000004,284.59999999999997,36.7,324,55.199999999999996,78,36.800000000000004,70.3,42.4,372.2,314.1,316.8
38,047,28-03,470,458,1,4,2,3,0,0,2,404,393,1,4,2,2,0,0,2,173.5,40.4,189.5,40.1,199,26.8,143,74,190,32.8,166.8,34.6,173.5,45.800000000000004,46.2,33,56.6,36.8,187.4,158.1,178.3
38,047,28-04,112,109,0,0,1,1,0,0,1,97,94,0,0,1,1,0,0,1,57.5,3.4000000000000004,58.5,5.4,62.5,0.7000000000000001,48.5,6.5,58.199999999999996,5.8,52.2,3.4000000000000004,44.8,8.7,10.6,3.6,9.1,4,58.9,46,54.8
38,047,28-05,162,162,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,0,70.6,6.9,72.6,5.3,72.6,5.3,50.4,14.1,77,2,61,5,64.60000000000001,6.9,7.9,5.1000000000000005,9.1,5,72.6,58.6,66.9
38,049,07-16,384,371,0,3,1,4,0,0,5,282,272,0,3,0,4,0,0,3,159.5,12.3,172.2,27.7,180.8,9.6,132.1,39.8,174.3,18.5,169,19.3,152.9,23.1,28.2,12.3,28.5,23.400000000000002,171.4,141.3,171.2
38,049,07-18,1033,966,6,38,10,4,0,0,9,819,776,5,25,8,2,0,0,3,409.5,85.8,463.7,94.5,481.3,67.8,361.2,164.3,457.7,83.8,409,76.5,422.2,111,136.1,81.8,135.9,85,450,390.1,432.2
38,049,07-27,339,333,0,0,1,0,0,0,5,275,272,0,0,0,0,0,0,3,135,32.300000000000004,132.29999999999998,38.2,155.4,16.8,87.3,54,148.20000000000002,28.900000000000002,121.5,26.1,109,30,36.8,27.5,39.4,30,146.4,97.9,126.1
38,049,07-41,653,633,0,10,5,4,0,0,1,505,494,0,4,4,2,0,0,1,271.5,42.1,309.4,49.1,307.3,30.1,218,87.4,301.4,41.9,280.2,42.3,245,66.4,68.5,40.4,73.7,43.5,295,229.7,293.2
38,049,07-47,1764,1725,1,16,6,3,0,0,13,1363,1339,1,7,4,3,0,0,9,626.6,191.7,745.1,230.7,791.9,95.4,499.8,331.5,744.1,142.1,729.6,192.3,619.8,223.2,271.9,142.1,274.2,210.5,723.8000000000001,556.5,737.4
38,049,07-55,468,451,0,9,3,0,0,0,5,383,373,0,3,3,0,0,0,4,137.7,61.1,154.7,60.4,167,38.3,108.2,83.4,159.1,51.3,153.2,38.8,139.4,51.5,61.1,51.3,65,49.4,153.5,121.4,153.9
38,049,07-58,405,393,1,4,2,1,0,0,4,323,314,1,4,2,1,0,0,1,165.6,32.300000000000004,194.6,33.6,196,13.8,142.70000000000002,64.1,193.7,28.3,193.7,29.900000000000002,165.4,36.1,45.8,28.200000000000003,48,31.400000000000002,183.3,150.5,194.1
38,049,07-62,349,346,0,0,0,0,0,0,3,266,266,0,0,0,0,0,0,0,141.9,28.2,182.7,26.6,158.8,17.6,108,52.7,150,30,159.6,26.6,133.5,26.900000000000002,42.3,26.6,42.1,26.6,149.8,120.3,169.4
38,051,28-01,749,727,1,3,1,4,0,0,13,657,642,1,3,1,4,0,0,6,325.6,55.9,306.4,65.3,365.9,30,262.7,121.7,354.8,46.9,322.9,39.6,314.2,65.6,71.3,44.8,85.8,53.7,349.1,287.9,313.4
38,051,28-02,362,359,1,0,1,0,0,0,1,288,286,1,0,1,0,0,0,0,160.4,33.5,160.8,48,182.2,19.5,142.8,85.7,168.1,34,144,48.199999999999996,169.6,57.4,67.2,29.400000000000002,70,48.1,169.79999999999998,156,151.4
38,051,28-03,149,148,0,0,0,1,0,0,0,130,129,0,0,0,1,0,0,0,39,24.2,57.300000000000004,18.4,60.1,5.300000000000001,31.4,40.8,57.300000000000004,13,53.800000000000004,14.8,52.9,14.8,26,13,27.8,15.3,52,43,57.2
38,051,28-04,1002,958,0,31,9,1,0,0,3,803,774,0,20,5,1,0,0,3,315,80.5,347.1,88,427.5,35.9,320.6,141.8,400.7,56.2,358.3,58.3,393.7,76.4,124.7,56.4,115.1,73.4,381.8,355.40000000000003,353.1
38,051,28-05,302,297,1,3,0,1,0,0,0,229,224,1,3,0,1,0,0,0,123.30000000000001,22.9,145.9,22.9,147.1,8.700000000000001,102.10000000000001,45.4,137.7,13,134.6,20.3,127.9,21.8,37,13.5,35.4,20.8,136.6,114.9,137.4
38,051,28-06,245,236,3,1,1,3,0,0,1,189,186,1,1,1,0,0,0,0,140.3,18.2,138.5,18.900000000000002,143.2,10.700000000000001,125.7,31.599999999999998,140.3,10.700000000000001,94.4,18.900000000000002,126.10000000000001,19.2,29.6,12.3,28.099999999999998,18.900000000000002,140.5,125.7,115.89999999999999
38,053,04-01,693,19,0,22,640,1,0,2,9,421,17,0,7,390,1,0,0,6,39.7,174.5,37,152.4,81.7,126.3,15.5,202.1,58.2,156,50.6,137.1,26.6,186.3,174.5,152.5,187.3,144.2,59.2,21,43.3
38,053,04-02,706,26,0,50,619,0,0,0,11,416,22,0,23,364,0,0,0,7,23.3,140.5,32.9,209.5,58,109.9,24.5,225.1,43.1,126.4,46,187.29999999999998,40.9,206,200.5,126.1,209.9,197.29999999999998,42.1,33.1,38.9
38,053,39-03,169,165,0,2,0,0,0,0,2,132,128,0,2,0,0,0,0,2,104.5,13.200000000000001,119.7,11.200000000000001,109.6,10.5,84,14.5,106.60000000000001,11.200000000000001,114.6,10.5,88.4,10.5,12.3,11.200000000000001,12.5,11,106.5,86.3,117.60000000000001
38,053,39-04,524,490,0,14,15,0,0,0,5,425,401,0,10,11,0,0,0,3,340,34.4,426.4,35.6,355.9,19.1,259.4,66.6,356.7,25.3,397.8,35.4,268.3,55.7,46.9,25.6,57.5,35.5,352.3,263,413.9
38,053,39-05,260,254,0,2,1,2,0,0,1,195,190,0,2,1,2,0,0,0,233.2,16.2,271.2,22.5,241.20000000000002,16.1,195.2,45.3,239.7,19.1,252.8,11.600000000000001,210.70000000000002,30.5,22.5,16.5,32.1,18.1,239.3,202.6,262.1
38,053,39-06,154,152,0,0,1,1,0,0,0,119,117,0,0,1,1,0,0,0,90.6,2.1,96.6,4.6,95.4,2.1,70.7,19.6,91.4,6.6000000000000005,93.6,2.3000000000000003,76.8,10.9,6.9,3,12.299999999999999,3,92.1,73.5,95.3
38,053,39-07,417,396,1,7,4,0,0,0,9,325,314,0,4,3,0,0,0,4,143.9,18.1,136,20,157,6,97.6,31.2,143.9,12.9,140.7,9.9,98.8,22.2,13.9,12.8,22,15.1,146.5,98.5,139.3
38,053,39-08,234,226,0,1,0,0,0,2,5,184,179,0,1,0,0,0,2,2,151.79999999999998,5.5,159.1,10.8,160.3,3.6,123.5,20,149.5,7.7,144.9,8.4,133.4,12.3,13,6,14.4,9.6,153.4,129.1,152
38,053,39-09,399,388,0,2,1,0,0,0,8,310,304,0,1,1,0,0,0,4,473.9,41,563.8,42.2,485.40000000000003,27.3,404.6,77.8,497.8,26.9,530.7,32.3,418.4,48.9,55.4,31,61.2,35.2,485.40000000000003,412.4,546.7
38,053,39-10,638,614,0,4,6,2,0,0,12,494,476,0,4,5,1,0,0,8,742.4,65.5,894.1,67.3,760.6,44,633.3,124.3,780,43,842.3000000000001,51.6,656.2,78.5,88.8,49.4,97.5,55.9,760.5,647.5,867.6
38,053,39-11,660,609,1,11,28,1,0,0,10,517,484,1,7,21,1,0,0,3,438.7,66.9,600,83.3,459,45.5,373.1,109,474.8,41.1,586.5,60.4,390.8,82.2,79.7,51.3,90.3,71.8,457.7,381.9,593
38,053,39-12,632,572,1,21,21,3,2,0,12,458,424,1,9,17,2,1,0,4,387.9,58.8,531.1,73.2,406.8,40.4,331,96.4,420.9,36.3,519,53.9,346.4,72.9,71.1,45.6,79.7,63.2,406.1,338.8,525.3
38,053,39-13,422,407,1,2,5,0,0,0,7,336,324,1,2,3,0,0,0,6,215.6,22.400000000000002,220.3,28.7,235.6,13.9,153.4,67.60000000000001,216.6,28.400000000000002,202.3,18.6,169.9,44.8,52.2,21.2,53.3,25.5,221.6,158.5,208.29999999999998
38,053,39-14,452,428,0,1,8,9,0,0,6,337,327,0,0,3,5,0,0,2,285.4,43.2,391,54.1,299.6,30,243,70.8,309.8,26.8,382.4,39.7,254.6,53.2,52,33.7,58.5,47.3,298.5,248.9,387.4
38,055,04-08,591,565,0,1,11,1,0,0,13,451,441,0,1,3,1,0,0,5,241.5,60,271.3,65.8,274,41.7,208.9,88.6,267.8,49.8,220.1,69.1,226.79999999999998,66.1,82.10000000000001,49,81,67.4,262.8,215,244.8
38,055,04-09,2164,2028,1,33,71,1,0,0,30,1775,1683,1,16,56,1,0,0,18,990.5,233.5,1068.2,257.4,1112.2,156.3,852.5,368.7,1084.9,190.7,882,234.6,950,269.8,321.8,190.6,321.6,246,1062.4,896.1999999999999,976.4
38,055,04-10,491,33,0,22,428,0,0,0,8,317,33,0,11,267,0,0,0,6,24.7,185.5,43.9,228.3,77,131.5,18,272.1,43,170.9,64.7,190.6,45.699999999999996,239.3,236.5,162.5,249.5,209,47.5,31.7,53.800000000000004
38,055,04-11,327,282,0,4,26,0,0,0,15,259,226,0,2,22,0,0,0,9,138.3,34,155.5,36.2,156.6,24.7,120.6,51.6,154.8,27.8,127.5,41.5,129.7,36.2,48,27.2,47.800000000000004,39.8,151.6,122.8,141.70000000000002
38,055,08-01,676,650,0,13,4,1,0,3,5,548,530,0,11,4,1,0,1,1,307,72.3,329.3,80.1,345.4,46.9,264.3,114.2,336.7,57.3,273.5,71.1,296.2,83.7,99.2,57.4,99.2,76.8,328.9,277.1,301.9
38,055,08-02,1695,1654,1,19,7,0,0,0,14,1342,1322,0,8,7,0,0,0,5,752.9,176.3,809,195,845.9,117.4,648.6999999999999,279.6,822,142.9,667.2,173.9,725.1,205,243.20000000000002,143.2,243.20000000000002,184.9,805.8,683,740
38,055,08-03,280,264,0,2,7,4,0,0,3,251,239,0,1,5,4,0,0,2,140.8,32.9,151.2,36.3,158.1,21.9,121.1,52.300000000000004,153.8,26.6,124.9,32.4,135.3,38.7,45.4,26.6,45.4,34.5,150.8,127.4,138.3
38,055,08-04,1203,1157,1,11,16,0,2,0,16,988,952,1,7,14,0,1,0,13,553.2,131.1,594.4,143.3,623.5,86.8,477.7,204.5,604.8,104.3,492.3,128.7,534.5,151.4,179.8,104.3,179.8,136.5,593,501,544.6
38,055,08-05,989,950,2,4,14,4,0,0,15,816,794,0,1,8,3,0,0,10,457.3,109.2,490.6,118.1,515.8,72.4,395.2,168.9,498.8,85.3,407,107.3,440.8,126.1,149.1,85.3,149.1,113,489.8,412.6,449.8
38,055,08-06,241,234,0,0,1,1,0,0,5,191,187,0,0,1,1,0,0,2,106.60000000000001,26,114.6,27.4,121,17.3,92.89999999999999,38.5,116.4,19.2,95.5,25.5,103.5,29.9,35.5,19.2,35.5,26.8,114.6,95.6,105.5
38,055,08-07,305,298,1,2,0,0,0,0,4,257,251,1,2,0,0,0,0,3,143.8,34.3,154.2,36.6,162.4,23.1,124.39999999999999,52,156.8,26.1,128.5,33.9,139.10000000000002,40.5,47.2,26.1,47.2,35.8,154.2,128.9,142
38,057,33-01,562,547,0,4,2,1,0,0,8,461,451,0,3,2,1,0,0,4,231.2,86,248.9,84.10000000000001,250.9,78.7,164.6,128.7,240.20000000000002,89.3,204.70000000000002,79.1,190.6,100.10000000000001,105.5,85.5,111.6,79.6,240.4,178.4,228.8
38,057,33-02,3013,2891,9,33,45,13,4,0,18,2320,2245,7,20,33,9,2,0,4,1265.8,292,1274.1,319,1399.6,223.1,943.4,471.5,1377.7,246.4,1158.8,261.1,1054,356.1,454.9,253.8,427,289.8,1346.3,998.6,1213.7
38,057,33-03,62,5,0,2,55,0,0,0,0,43,5,0,1,37,0,0,0,0,4.2,4.8,2.9,7.1,6,2.9,2.9,7.1,4.8,4.2,6,4.2,4.2,6,7.1,4.2,6.9,5.7,4.8,3.5,4.4
38,057,33-04,3631,3441,7,71,60,8,8,0,36,2846,2726,5,35,50,7,6,0,17,1681.4,174.9,1725.7,209.6,1789.8,124.60000000000001,1381.1,325.8,1752.7,153.9,1479,164.5,1488.2,214.6,290.7,151.9,276.4,183.2,1743.6,1434.1,1601.9
38,057,33-05,454,425,0,5,7,3,0,0,14,357,340,0,3,7,3,0,0,4,199.2,20.900000000000002,221.9,28.400000000000002,208.1,19.5,158.4,51.3,199.2,24.900000000000002,172.2,31.2,165.9,40,43.300000000000004,21.1,44.1,29.1,201.2,162.5,196.9
38,057,33-06,312,307,0,1,3,0,0,0,1,276,273,0,0,3,0,0,0,0,165.5,27.6,153.3,36.6,175.1,15.1,125.6,49.9,176.7,22.7,142.70000000000002,29.1,143.2,29.7,45.8,22.6,42,31,173.4,134.1,147.5
38,057,33-07,390,380,0,5,2,2,0,0,1,322,314,0,4,2,2,0,0,0,210.9,14.5,225.6,20.400000000000002,210.9,11.8,162.2,29.1,204.7,14.5,188,20.400000000000002,175.20000000000002,18.7,32.2,14.3,29.1,20.400000000000002,210.2,166.8,205.8
38,059,31-17,2524,2443,0,18,40,1,2,3,17,1882,1832,0,9,25,1,2,3,10,1240.2,308.6,1343.9,386.1,1391.9,207.9,1097.4,524.3,1357.7,244.9,1095.2,352.2,1195.8,405.1,519.9,254.1,482.3,369.4,1329.4,1145,1219.4
38,059,31-18,1370,1222,3,20,85,4,0,1,35,1023,948,2,12,45,1,0,0,15,465.4,123.7,462,125.6,518.7,98.5,374.2,195.2,506.3,107.9,382.5,112.6,407.3,149.9,181.3,109.4,175.9,118.4,496.8,391.3,422
38,059,31-20,446,440,0,0,1,1,1,0,3,338,335,0,0,1,0,1,0,1,222.3,34.1,216.6,33.8,236.6,22.7,183.5,48.3,225.5,34.1,180.3,22.6,190.7,36.9,64.5,32.9,48.3,28,225.5,185.70000000000002,200.9
38,059,31-23,466,460,0,0,3,1,0,0,2,364,358,0,0,3,1,0,0,2,222.1,25.6,232,36,239.3,14.200000000000001,200.4,49.3,228.9,22.2,181.7,24.3,212.79999999999998,37.6,44.7,21.6,43.5,30.900000000000002,230.8,204.8,205.6
38,059,31-24,1007,985,4,3,4,0,6,0,5,761,749,0,2,4,0,3,0,3,580.1,107.6,736.3000000000001,131.8,634.1,79.2,558.9,206.8,628.5,78.7,576.4,131,602.1,157.6,202.70000000000002,87.6,190.2,131.5,612.7,584,657.5
38,059,33-32,2232,2178,3,18,21,5,0,0,7,1598,1567,2,7,12,4,0,0,6,1182.7,223.2,1422.3,287.8,1287.5,154,1016.8,420.4,1276.4,170.7,1134.2,265.9,1098,319,431.6,182.7,390.8,276.3,1249.6,1057.6,1277.8
38,059,33-33,1557,1508,0,16,17,1,0,0,15,1211,1182,0,8,11,1,0,0,9,673.3,112.4,725.5,129.6,737.5,69,536.5,217.7,726.8,80.2,496.2,120.5,590.6,143.4,194.1,84.8,185.5,124.3,714.2,560.3,609.5
38,059,33-34,292,292,0,0,0,0,0,0,0,229,229,0,0,0,0,0,0,0,137.4,14.6,139,10.200000000000001,137.9,10.200000000000001,101.8,23,133.9,20.6,90,14.8,104.3,22.1,26.8,14.6,23,11.8,137.4,102.9,114.5
38,059,34-01,3237,2822,14,99,211,7,1,3,80,2274,2042,8,59,125,6,1,0,33,1242.5,358,1430.8999999999999,483.7,1446.3,237,1051,616.7,1375.1,278.3,1220.9,407.7,1202.5,434.9,556.2,290.4,536.3,446,1355.2,1127.2,1325.6
38,059,34-02,2104,1934,16,33,83,6,3,0,29,1604,1503,6,23,53,4,2,0,13,1417.2,446.1,1685.3,647.8,1699,267.9,1300.9,743.3,1668.1,299.1,1564.4,501.8,1469.8,528.4,672.6,337.4,648.1999999999999,574.7,1594.7,1384.9,1623.9
38,059,34-03,2311,1976,34,54,187,7,1,0,52,1837,1623,25,34,118,7,1,0,29,634.8,271.8,580,347.2,733.7,207.8,467.7,423.4,698.5,231.4,544.2,310.6,529.6,338.2,368.5,237,377.4,328,689.5,498.6,563.1
38,059,34-04,1589,1502,2,11,49,0,1,0,24,1232,1186,2,5,26,0,1,0,12,592.9,213.3,544.9,249.2,726,135.1,471.2,324,701,150,483,210.8,555.2,235.1,290,166.1,282.9,230.2,673.4,513.2,513.8
38,059,34-05,1224,1162,7,8,35,3,1,1,7,1040,998,5,4,26,3,1,1,2,368.9,170.2,347,187.1,459,118.9,293.2,243,445.9,129.3,334.9,152.9,355,181.9,222,139.4,215.79999999999998,170.1,424.5,324.2,340.8
38,059,34-06,2033,1899,21,29,58,4,3,0,19,1579,1497,9,20,41,3,1,0,8,653.1,278.2,674.9,327,803.3,195.5,526.7,430.2,762.5,225.3,600.8,286.2,646.2,303.8,376.7,233.2,370.3,306.5,739.4,586.1,637.7
38,059,34-07,1316,1215,5,41,38,2,1,0,14,1055,999,1,19,24,2,1,0,9,391.7,165.8,453.3,210.8,494.5,124.7,326.9,283.5,476.5,128,384.4,170,389.6,217.2,250.1,139.6,250.3,190.20000000000002,454.4,357.5,419.7
38,059,34-08,1805,1606,3,30,117,6,1,0,42,1337,1243,3,15,58,5,1,0,12,470.09999999999997,148.1,410.6,175.4,534.6,109,384.9,264,504.3,140.6,356.2,159.1,421.9,216.8,241.8,133.4,241.1,167.2,503.4,403.2,383.6
