state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_hoe,uss_16_dem_gla,uss_18_rep_cra,uss_18_dem_hei,gov_16_rep_bur,gov_16_dem_nel,gov_20_rep_bur,gov_20_dem_len,atg_18_rep_ste,atg_18_dem_tho,sos_18_dem_bos,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
38,003,24-14,160,159,0,1,0,0,0,0,0,129,129,0,0,0,0,0,0,0,64.6,25.7,64.4,30.2,76.7,18.1,40.7,51.5,73,21.3,71.60000000000001,20.1,68.60000000000001,24.4,38.699999999999996,21.3,38.6,25.3,71.60000000000001,55.4,67.4
38,003,24-15,424,411,1,2,4,0,0,0,6,353,345,1,2,3,0,0,0,2,145.1,46.7,164.2,41.2,176.7,23,107.7,76.7,170.4,29.2,141.20000000000002,35.300000000000004,141.20000000000002,46.7,46.7,33.800000000000004,54.1,36.800000000000004,163.7,123,155.1
38,005,07-01,191,190,0,0,0,0,0,0,1,149,148,0,0,0,0,0,0,1,54,28.8,66.3,29.8,74.5,16.8,50.3,43.7,65.5,29.3,65.4,23.9,65.2,27.8,29.8,23.8,35.2,25.8,65.5,57.2,66.10000000000001
38,005,07-02,859,827,0,10,8,1,0,0,13,676,663,0,3,4,0,0,0,6,249.4,127.8,300.6,135.2,337.5,79.1,223.6,194.8,293.7,130.6,293,111.9,291.2,123.3,135.4,111,154,122.7,293.7,255,298.7
38,005,07-03,322,319,0,1,1,1,0,0,0,266,263,0,1,1,1,0,0,0,97.4,51.300000000000004,117.60000000000001,53.2,133,30,88.7,77.8,116,51.6,115.9,43.6,115.4,49.6,53.2,43.4,61.2,46.9,116,100.4,117.10000000000001
38,005,07-04,739,711,1,11,13,1,0,0,2,589,570,1,6,9,1,0,0,2,218.3,110.9,261.7,117.8,293.9,69.7,193.7,169.4,255.5,112.5,255,97.9,252.7,106.2,118.1,96.6,132.9,107.5,255.70000000000002,221.4,259.2
38,005,23-05,364,295,0,3,53,0,0,0,13,302,255,0,3,38,0,0,0,6,84.6,43.9,92.3,40.4,115.1,29.3,65.8,66.2,93.3,48.2,87,41.6,90.5,47.1,54.4,40.9,56.6,40.9,98,78,89.4
38,005,23-06,344,163,0,11,159,0,0,0,11,227,138,0,3,80,0,0,0,6,64,32.6,69,30.099999999999998,86.9,22.3,49.1,49.5,69.7,36.5,65.6,30.900000000000002,67.9,35.7,41.300000000000004,30.6,42.9,30.2,73.7,57.6,66.8
38,005,23-07,3135,171,0,26,2903,0,0,0,35,1773,136,0,12,1608,0,0,0,17,80.2,371.5,83.3,337.6,202.1,270.9,73.8,691.8,137,344.2,117.6,289.8,131.3,616,587.8,329.2,631.8,314.5,139.7,103.10000000000001,100.6
38,005,23-08,706,185,0,15,494,0,1,0,11,439,157,0,9,269,0,1,0,3,75.4,78.6,93.7,78.6,103.6,49.7,90.1,140.3,82.3,72.9,106.1,63.4,111.5,112.7,114.4,67,121.89999999999999,69.6,87.7,99.4,97.9
38,007,39-01,219,211,0,0,3,4,0,0,1,190,182,0,0,3,4,0,0,1,133,31.3,133.5,46.3,155.6,21.4,121.8,53.4,159.8,16.6,135.4,27.3,139.7,34.4,45.8,22.6,44.3,37.5,150.5,130.3,133.79999999999998
38,007,39-02,417,416,0,1,0,0,0,0,0,329,328,0,1,0,0,0,0,0,265.6,21.1,302.3,18.4,284.9,18.5,253,39.1,281.6,22.1,230.3,22.8,261.5,31.2,32.2,21.1,33,19.3,278.6,259.1,265.7
38,007,39-03,147,144,0,3,0,0,0,0,0,126,123,0,3,0,0,0,0,0,95.4,7.3,102.7,8,101.2,2.1,74.5,20.7,96.5,8.6,75.6,5,82.8,12.6,12.6,7.2,14.700000000000001,6.1000000000000005,97,77.7,88.5
38,009,06-01,909,883,2,5,8,1,0,1,9,760,743,1,5,6,1,0,1,3,372.8,121.9,422.3,135.2,456.2,68.4,349.4,165,421.6,97.6,442.6,102.5,407.8,106.6,144.4,97.1,140.5,117.3,417.2,378.9,430.4
38,009,06-03,229,218,0,5,2,0,0,0,4,186,181,0,2,2,0,0,0,1,92.5,26.3,92.5,30.8,110.9,12.200000000000001,80.7,43.1,103.2,21.1,99,21.1,92.9,26.3,39.2,19.9,36.7,24.400000000000002,103.2,85,94.3
38,009,06-04,716,689,0,2,5,2,1,0,17,569,557,0,1,4,1,1,0,5,286.5,79.5,285.1,93.3,345.1,39.2,247,128.1,315.6,67.1,302.1,65.5,289.4,78.5,121.4,63,110.9,77.6,316.1,266.6,291.90000000000003
38,009,06-05,281,270,1,6,1,0,0,0,3,211,205,1,2,1,0,0,0,2,113,21.1,108.2,21.1,126.39999999999999,13.200000000000001,93.5,34.4,114.60000000000001,20.900000000000002,105.5,18.5,105.5,23.7,29,20.6,30.099999999999998,18.6,116,96.6,106.6
38,009,06-06,712,677,0,7,15,1,0,0,12,580,554,0,4,10,1,0,0,11,254.6,86.9,261,98.7,315.7,39.9,213,130.7,293.8,65.1,271.1,65.3,251,88.2,109.2,63.4,109.6,82.2,289.5,231.5,265.3
38,009,06-07,121,121,0,0,0,0,0,0,0,101,101,0,0,0,0,0,0,0,50.5,14.1,50.5,16.5,60.699999999999996,6.4,44.1,23.9,56.6,11.200000000000001,54.2,11.200000000000001,50.6,14,21.3,10.4,20.2,12.8,56.6,45.6,51.4
38,009,06-08,379,357,1,11,2,0,0,0,8,302,291,1,6,2,0,0,0,2,160.4,30.4,156.4,30.4,179.7,19.4,134.20000000000002,50.3,164.4,28.7,151.2,25,151.2,34.9,41,28,42.4,26.4,166.5,140.9,153.1
38,009,06-10,573,544,5,13,3,1,0,0,7,432,421,2,5,2,0,0,0,2,229.5,43.6,223.1,43.6,257.4,27.400000000000002,192,71.7,235.20000000000002,41.4,217,36.6,216.8,49.300000000000004,59,40.1,61.3,38.4,238.20000000000002,200.8,219.5
38,009,06-11,298,283,1,3,7,0,0,0,4,255,245,1,3,3,0,0,0,3,102.3,41.9,111.2,47.300000000000004,136.6,17.2,87.39999999999999,60.2,126.4,29.2,116.9,27.8,104.4,40.4,51,29.2,51,38.7,123.5,96.6,114.10000000000001
38,009,06-12,720,669,0,8,24,5,0,0,14,580,544,0,3,21,2,0,0,10,244.2,94.6,259.8,102.8,313.2,43.1,208.2,133.9,288.5,69,272.8,67.4,248.4,91,113.3,68.8,112.9,85.5,282.1,228.4,265.90000000000003
38,009,06-13,558,496,15,10,23,1,0,0,13,473,424,15,7,19,1,0,0,7,227.4,70.1,244.9,79.1,273.5,38.7,202.4,102.1,254.70000000000002,56.6,253.6,59.8,236,67.2,85.60000000000001,55,85.10000000000001,69.6,251.9,219.4,249
38,009,06-14,505,452,0,6,33,2,0,0,12,416,379,0,4,24,2,0,0,7,194.4,52.5,189.3,63.2,225.7,28.8,156.4,88.9,213.6,44.9,192.1,47.2,182.5,60.9,70,41.7,73.2,55.2,211.1,168.9,190.6
38,009,06-15,428,403,0,6,7,3,0,1,8,342,325,0,3,6,2,0,0,6,165.1,48.1,164.1,56.6,198.6,23.9,139.1,76.6,182.7,40.4,172.3,40.2,164.1,49.5,69.7,37.3,65.3,48.4,182,151.5,168.3
38,011,39-01,1654,1576,0,64,3,2,0,0,9,1339,1297,0,34,2,2,0,0,4,638.6999999999999,134.3,612,134.4,745,79.6,559.5,223.3,721.9,98.6,558.3,103.8,642,133.9,188,103.6,183.7,117.8,702.6,599.5,585.7
38,011,39-02,585,570,3,10,1,0,0,0,1,417,411,0,5,0,0,0,0,1,352.3,27.1,356.5,34.6,375.3,18.6,292.4,69.8,362,34.2,306.6,23.6,327.2,42.4,48.800000000000004,26.6,51.1,30.8,362,311.4,330.90000000000003
38,011,39-03,380,376,0,0,0,0,0,0,4,297,295,0,0,0,0,0,0,2,191.4,12.100000000000001,207.29999999999998,10,197.3,5.1000000000000005,173.1,30.8,202.8,12.100000000000001,166.20000000000002,9.200000000000001,178.7,24.7,20.3,11.6,25.7,9.700000000000001,197.3,175.5,183.9
38,011,39-04,532,517,0,4,9,0,0,0,2,422,416,0,3,2,0,0,0,1,259.9,48.9,225.4,46.2,291.2,28.8,209.8,80.2,291.7,35.4,224.10000000000002,35.800000000000004,218.5,59.7,83.4,40.4,76.8,40,279.2,214.3,225.3
38,013,2-01,120,108,0,12,0,0,0,0,0,96,88,0,8,0,0,0,0,0,48,5.800000000000001,48.4,5.800000000000001,51.5,5.7,47.6,10.2,49.2,5.800000000000001,46.8,3.8000000000000003,51.800000000000004,3.5,5.800000000000001,5.800000000000001,6.300000000000001,4.5,49.2,48.9,47.4
38,013,2-02,580,563,0,4,2,9,0,0,2,454,442,0,4,2,4,0,0,2,227.1,40.6,246.5,45.4,257.3,25.900000000000002,179,83.1,240.60000000000002,45,242.20000000000002,42.7,219.6,45,59.1,39.4,60.6,44.1,241.20000000000002,198.3,244.9
38,013,2-03,615,600,0,7,6,0,0,0,2,476,470,0,2,2,0,0,0,2,313.6,30.2,361,45.1,338.7,15,241.7,55.4,311.7,30.3,285.4,43.800000000000004,264.2,39.8,47.6,25.1,47.6,43.9,319.3,250.6,325.09999999999997
38,013,2-04,276,265,3,0,0,3,0,0,5,228,221,3,0,0,3,0,0,1,127.5,15.3,146.4,15.4,136.8,7.9,114,30.8,128.8,15.3,123.4,22.2,127.5,15.3,22.8,13.3,22.8,19.8,129.6,119.5,136.5
38,013,2-05,227,215,0,9,1,1,0,0,1,185,181,0,2,1,1,0,0,0,114.3,12.6,129,11.9,118.9,10.3,99.10000000000001,21.9,110.8,18.5,104.5,12.6,105.1,15.3,12.6,12.6,17.9,12.2,114.3,102,114.7
38,013,2-06,150,140,1,5,3,0,0,0,1,120,112,1,4,3,0,0,0,0,60.5,14,60,14.5,66.8,7.9,49.3,26.1,66.8,7.2,60,8.4,59.6,14.5,19.9,9.4,19.9,12,64.8,54.8,60
38,015,14-11,330,319,0,1,4,0,0,0,6,247,242,0,0,2,0,0,0,3,164.8,14.200000000000001,168.79999999999998,20.4,176.1,10.700000000000001,140.7,39.5,162.7,20.4,116.3,20.4,152.7,24.7,33.1,14.700000000000001,33,20.4,166.6,145.4,141.2
38,015,14-12,234,230,1,0,0,0,0,0,3,187,183,1,0,0,0,0,0,3,87.1,19,105.8,21.5,99.80000000000001,15.9,77.60000000000001,48.1,93.4,18.7,81,29.6,92.9,34.5,40.300000000000004,18.7,40.2,24.7,93.5,85.2,93.4
38,015,14-13,607,580,3,3,8,0,1,0,12,472,459,0,3,5,0,1,0,4,293.7,56.6,298.7,71.2,320.9,33.6,241.7,101.6,306.2,44,253.1,67.6,261,76.8,99,45.800000000000004,92.9,69.3,305.4,249.8,274.1
38,015,14-16,559,535,1,4,10,0,0,0,9,434,421,1,2,9,0,0,0,1,238.5,36.5,267.3,29.4,250.2,24.900000000000002,195.5,78.1,247.4,29.4,183.8,35.9,210.79999999999998,59.2,66.1,28.400000000000002,66.8,33.7,246,202.7,225.3
38,015,14-17,569,553,0,10,2,0,0,0,4,457,447,0,5,2,0,0,0,3,326.4,49,342.3,64.9,350.8,32.5,291.6,93.4,351,38.9,244.3,64.6,309.9,67.4,86.8,40.7,84.4,64.4,344.7,302,295.2
38,015,14-19,3320,3171,12,24,60,1,0,3,49,2265,2188,6,17,37,0,0,2,15,1767.1,313.5,1948.8,457.7,1919.6,232.8,1520.1,629.6,1871.8,283.5,1524.2,406.1,1646.9,480.2,648.4,276.3,585.8,431.9,1853.3,1583.2,1736.7
38,015,30-20,1953,1477,12,23,419,9,0,0,13,1419,1122,12,22,250,6,0,0,7,637.2,187.1,656.9,190,736.9,127.2,538.4,256.3,706.8000000000001,148,570.2,159.5,593.1,185.2,235.6,153.6,225.6,174.6,693.9,566.3,613.8
38,015,30-21,1609,1515,30,20,15,11,2,1,15,1347,1264,30,19,12,9,2,1,10,681.5,179.8,716.8,193.1,778.4,121,579.8,259.3,747.1999999999999,142.6,603.3,164.9,639.5,184.8,239.29999999999998,147.7,227.7,178.70000000000002,736,609.4,660.2
38,015,30-22,2844,2502,22,51,202,6,2,0,59,2269,2073,16,31,117,3,2,0,27,690.1,288.3,626.8,372.3,832.9,216.8,575.1,473.6,801.3,238.8,554.8,318.2,667,374.6,407.8,248.3,418.4,344.8,774.6999999999999,621.3,590.2
38,015,30-23,2087,1830,14,38,152,2,1,0,50,1678,1531,12,19,93,2,1,0,20,511.7,208.6,468,267,608.6,163.1,434,346.2,590.9,174.2,408.8,228.8,500.8,272.9,301,182.4,306.59999999999997,247.9,570.5,467.6,438.1
38,015,30-24,3923,3487,59,75,250,6,5,1,40,3324,2974,54,62,210,5,2,1,16,1355.8,439.9,1402.9,559,1614.5,265.1,1152.3,712.7,1543.4,315.1,1265.1,461.1,1384.1,460.1,655,339.7,609.6,510.2,1504.6,1268.4,1333.6
38,015,30-25,3199,2960,3,39,138,14,0,10,35,2418,2290,2,19,78,7,0,5,17,1458.4,470.1,1766.9,711.9,1743.2,262.6,1385.9,793.8,1722,283.9,1617.7,573.5,1611.6,529.5,750,339.4,690.8,642.9,1640.9,1498.5,1692.5
38,015,32-31,1737,1545,6,10,142,2,1,0,31,1356,1239,4,6,91,2,0,0,14,395,152.6,306.9,187.6,485.3,110.2,295.7,271.2,442.40000000000003,131,277.7,166.2,344.1,219.2,219.2,131,236.4,177,441,319.7,292.1
38,015,32-33,2047,1580,26,57,325,8,0,4,47,1584,1338,11,29,174,7,0,0,25,449.5,233,446,232.2,564.9,158.4,392.20000000000005,314.3,551,174.9,414,202,449.5,247.8,267.1,189,276.6,217.3,522,421.2,429.8
38,015,32-34,1730,1468,10,22,194,7,1,0,28,1481,1299,9,17,134,7,1,0,14,292,176.7,335.2,204.8,368.3,117.1,232.7,224.1,344.5,147.2,302.8,181.70000000000002,265.6,182,182,147.2,196.2,193.2,335,249.1,319
38,015,32-36,1740,1523,24,21,133,10,0,0,29,1417,1269,16,14,97,9,0,0,12,541.9,205.1,690.7,308.7,657.1,130.1,423,325.1,626,157.8,636.5,267.6,515,228.1,300.9,164.4,284.7,288.2,608.3,469.4,663.7
38,015,32-37,2357,2295,3,14,26,7,0,1,11,1789,1756,1,5,17,4,0,1,5,1218.9,382.9,872,390,1462,226.2,1098.9,622.6,1455.8,234.1,804,338,1299.2,395.59999999999997,586.3,281.1,535.2,364.5,1378.6,1199,837.9
38,015,32-38,3099,2771,14,45,196,18,0,0,55,2409,2214,9,30,117,18,0,0,21,934,338.2,1174.2,525,1135.1,227,769.8,563.9,1062.2,279.1,1082.7,454.9,898.7,416.90000000000003,479.1,281.3,486.9,490,1043.6,834,1128.6
38,015,32-39,1327,1235,11,15,29,11,0,0,26,1072,1017,6,9,20,6,0,0,14,436.9,259.8,420.3,331,535.7,198,392.9,345.4,528.8000000000001,209,382.4,297.1,459.9,250.8,311.1,222.4,302.5,314.3,500.2,426.8,401.4
38,015,35-51,1826,1739,2,25,37,10,1,1,11,1506,1441,2,20,26,8,0,1,8,652.1,311,600.1,405.8,853.9,203.1,554.6,467.09999999999997,819.3,222.1,602.4,331.3,698.9,294.2,397.8,245.6,386.6,368.59999999999997,775.1,626.7,601.5
38,015,35-52,2001,1927,4,17,32,5,0,2,14,1667,1621,4,11,19,5,0,2,5,664,341.5,658.2,408.2,843.9,224,590.6,504.7,831.4,242.3,618.8,347,738.6,346.6,434,269.5,428.5,377.5,780.3,664.8,638.6
38,015,35-53,3156,2951,11,34,102,21,1,4,32,2457,2328,7,24,60,15,1,4,18,1123.4,425.8,1032.2,558.8,1399.2,247.70000000000002,935.9,635.7,1341.1,282.4,983.9,449.3,1113.8,440.5,551,318.6,542.4,504.3,1287.9,1024.7,1008.2
38,015,35-54,1622,1459,16,27,76,9,0,1,34,1331,1236,14,19,44,5,0,1,12,412,198.4,394.5,284.3,520.3,132.3,334.7,307.5,500.6,157.7,365.7,231,396.5,243.1,265.6,162.7,272.1,257.4,477.5,365.4,379.90000000000003
38,015,35-55,1924,1837,13,16,33,5,0,0,20,1537,1483,9,12,25,3,0,0,5,659.8,287.2,607.7,327.5,862.4,173.2,552.2,401.3,823.8,206.6,593.2,270.6,667.8,271.4,338.3,222.2,337.4,299.2,781.8,610.1,600.5
38,015,35-56,2995,2690,38,71,142,11,0,2,41,2549,2328,28,45,112,10,0,1,25,731,558.6,723.5,670.2,984.7,400.3,644.8,771.7,965.9,428.8,719.5,549.3,814.3,576.4,645.7,462.9,664.1,609.5,894,729.8,721.6
38,015,47-40,3188,3090,1,17,42,9,0,7,22,2188,2144,0,7,17,7,0,3,10,1510,345.4,1765.8,503.1,1740.1,210.4,1424,625.5,1724.3,230.4,1546.6,432.6,1589.8,425.1,613.1,261.6,554.4,467.2,1657.4,1506.5,1656.4
38,015,47-41,5099,4832,11,47,75,73,0,3,58,3656,3510,6,26,39,51,0,1,23,3166.2,1047.7,3780,1517.3,3904,578.5,2944.7,1656.5,3840.6,617.4,3545.5,1211.1,3568.9,959,1521.6,748.4,1378.8,1364.2,3636.8,3255.6,3662.7
38,015,47-42,2427,2271,20,25,59,11,2,3,36,1986,1892,11,14,40,10,2,2,15,764.1,353.8,740.2,433.8,962.1,235.1,615.3,543.8,947,265.9,687.8,359,750,395.09999999999997,465.8,285,468.4,396.5,891.1,682.6,714.2
38,015,47-45,2492,2297,27,26,76,30,2,1,33,2127,2020,11,11,46,21,2,0,16,975.6,402.59999999999997,1010.9,524.1,1211.9,233.3,817.1,604,1193.8,257.9,960.6,436.2,1010.9,386.6,517.4,297.6,502.6,480.2,1127.1,914.3,985.7
38,015,47-46,2038,1932,14,22,31,8,0,3,28,1619,1560,10,11,16,4,0,0,18,733.1,307.9,743,384.7,911.1,185.1,633.2,467.6,897.6,203.6,695.1,326.7,784.7,304.1,404.6,232.3,392.4,355.5,847.3,709,719.1
38,015,47-48,3788,3540,23,56,84,42,0,0,43,2955,2804,17,31,56,32,0,0,15,1771.2,634.4,1920.3,860.2,2194.4,362.2,1644.9,974,2153.3,397.5,1859.6,695.6,2020.7,556.4,868.1,465.1,799.6,777.8,2039.9,1832.8,1890
38,015,8-04,334,328,0,0,3,0,0,0,3,278,272,0,0,3,0,0,0,3,182,35.7,192.9,47.6,201.8,21.6,158.2,64.5,195.7,26.7,160.4,41.5,174.8,45.8,62.3,27.7,57.3,44,192.4,166.2,175.9
38,015,8-05,3109,3028,7,27,18,5,5,2,17,2157,2114,5,14,11,3,4,2,4,1481,287.5,1601.7,374.1,1636.4,179.7,1325.1,496.6,1620.9,204.6,1301.1,325.3,1456.6,349.5,485.8,223.7,443.9,349.6,1579.2,1390.3,1451.1
38,015,8-06,6099,5758,22,65,140,25,0,1,88,4547,4374,13,35,69,18,0,0,38,3136.6,946.3,3502.5,1376.1,3668.3,598.2,2701.5,1625.8,3509.8,736.5,3107.2,1155.6,3103.6,1156.8,1474.2,760.2,1419.1,1265.4,3438.1,2902.7,3305.2
38,015,8-10,3939,3799,16,39,29,10,2,4,40,2780,2701,8,24,17,7,1,1,21,2088.9,385.8,2409.1,507,2297.2,251.4,1877.8,711.6,2273.8,272.8,1962.4,445.4,2075.3,488.9,700.3,303.3,633,474.9,2220.1,1977.1,2186.6
38,017,11-01,5335,5043,46,99,43,38,2,7,57,4149,3977,20,58,34,30,1,3,26,1152.1,1327.7,1093.5,1577.2,1758.5,824.5,957.6,1749.6,1819.1,796.9,1416.1,1237.7,1289.1,1360.4,1458.8,983.3,1522.3,1407.1,1576.9,1123.2,1255.3
38,017,11-02,7778,6554,388,234,192,201,4,4,201,6208,5426,233,143,146,154,4,2,100,1331.1,1487.8,1310.4,1749.4,2007.6,954.2,1069.9,1994.7,2014,966.3,1569,1415,1341.8,1639.5,1645.6,1135.7,1760.5,1582.2,1785.6,1205.7,1439.3
38,017,13-01,4772,4550,22,79,30,30,0,0,61,3512,3369,18,44,25,24,0,0,32,1497,875.4,1488.4,1109.9,2004.7,474.2,1085.1,1327.8,2017.6000000000001,472,1729.3,829,1442.4,916.2,1102.1,607.1,1115.4,969.6,1839.7,1263.9,1609.7
38,017,13-02,6128,5397,257,179,89,79,0,13,114,4698,4305,125,92,68,56,0,5,47,1541.8,1137.9,1584.9,1380,2225.6,597.4,1208.9,1673.8,2215.1,631.6,1856.3,1055.3,1599.2,1217.9,1357.8,789,1416.1,1216.8,1993.9,1404.7,1720.5
38,017,13-03,7414,6846,123,109,45,178,6,4,103,5343,5034,70,55,27,111,3,4,39,1741.5,1314.1,1840.2,1605.5,2543.8,664,1409.9,1813.4,2503.6,715.8,2162.8,1230.5,1863.6,1287.6,1469.9,898,1523.4,1418.2,2263,1636.4,2000.9
38,017,20-01,327,304,0,18,0,1,0,0,4,232,224,0,7,0,1,0,0,0,108.1,43.300000000000004,112.39999999999999,46.6,140.6,23,81.6,66.60000000000001,140.6,23.2,119.7,34.3,95.3,51.9,55.6,30.4,58,39.9,130,88.7,115.5
38,017,20-02,968,940,0,9,4,1,0,0,14,757,742,0,5,2,1,0,0,7,348.1,151.3,380.9,188.2,488.40000000000003,62.7,261,281.5,491.4,68.8,436.7,119.5,358.3,178.7,213.1,94.9,222.1,153.7,442.59999999999997,310.5,407.3
38,017,21-01,6202,5503,161,188,145,70,2,12,121,5116,4661,110,103,116,59,2,8,57,955.7,1449.4,938.9,1712.2,1464.7,1028.5,766.8,1928.1,1540.9,979.2,1216.6,1398.2,991.1,1637.1,1610,1152.4,1725.3,1554.9,1321.5,878.7,1077.4
38,017,21-02,7475,6237,286,243,222,309,2,11,165,6605,5645,205,158,177,289,2,10,119,1274.8,1336,1035,1470.4,1764.1,876.9,819.3,1668.4,1746.7,857.7,1222.8,1244.2,1025.8,1352.5,1404.4,1022.6,1474.8,1356.1,1595.3,921.7,1128.9
38,017,22-01,151,151,0,0,0,0,0,0,0,114,114,0,0,0,0,0,0,0,52.9,21.400000000000002,55.6,22.400000000000002,68.4,11.4,40.5,30.1,68.4,11.4,57.4,16.5,45.6,24.2,26.9,15.5,27.599999999999998,18.599999999999998,63.300000000000004,43.9,56.6
38,017,22-02,962,931,0,6,9,2,1,0,13,732,716,0,3,4,2,1,0,6,295.2,123.39999999999999,332.8,145.2,396.5,61.800000000000004,210.5,261.3,416.8,60.4,391.8,86.3,291.1,159.70000000000002,213.79999999999998,78.8,214.2,117.9,368.4,249.2,363.2
38,017,22-03,1275,1250,2,3,8,1,0,0,11,979,965,1,2,7,1,0,0,3,467.1,178.5,464.1,220.1,617.6,85,310.1,337.7,587.1,115.4,497.8,162.3,403.2,239.8,277.2,122.5,283.5,186.6,556.6,350.9,476.6
38,017,22-04,864,849,1,0,7,1,0,0,6,572,564,1,0,3,1,0,0,3,287.5,106,309.8,137.7,374.3,47.3,223.7,198.7,385.6,46.1,348.9,98.2,288.9,129.2,157.9,66.3,161.5,117.9,348.6,256.4,329.09999999999997
