state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_hei,uss_18_rep_ric,uss_20_dem_luj,uss_20_rep_ron,gov_18_dem_luj,gov_18_rep_pea,atg_18_dem_bal,atg_18_rep_hen,sos_16_dem_oli,sos_16_rep_esp,sos_18_dem_tou,sos_18_rep_cla,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
35,013,90,1171,473,23,642,9,11,0,1,12,886,402,19,438,6,10,0,1,10,255.1,181,346.9,228.5,238.6,119.10000000000001,341.8,226.7,270.2,164.7,262.1,145.4,275.2,212.5,260.1,144.29999999999998,265.2,257.8,344.3,196.6,143.4,227.8
35,013,91,988,292,15,658,11,3,2,1,6,722,253,11,437,11,3,2,1,4,228.1,140,260.9,156.1,213.9,84.1,259.7,150,234,109.19999999999999,220.2,98.9,236.1,159.1,221,98.9,232.2,222.3,260,149.5,97.6,152.9
35,013,92,581,69,3,505,1,2,0,0,1,453,64,2,383,1,2,0,0,1,90.5,24.1,102.39999999999999,30.9,70.6,19.3,108.9,29,80.2,24.1,77.9,16.1,82.2,43,73.2,20.9,86.4,75.4,105.4,33.4,19.9,30
35,013,93,432,38,0,387,2,2,0,2,1,302,35,0,261,2,2,0,1,1,104.2,25.8,110.3,35.8,81,20.1,112.9,33.1,88.9,29.1,90.6,23.2,97.6,38.1,84.1,24.9,100.9,86,111.8,31.9,24.4,34.4
35,013,94,1492,357,46,1032,26,20,0,2,9,1108,323,36,697,24,18,0,2,8,195.2,68.1,226,86,155.1,45.9,219,78.9,179,58.2,165.79999999999998,54.9,208,86,165,54.9,201.6,166.1,222.4,77,53.4,82.2
35,013,95,482,74,3,400,2,0,0,0,3,323,57,1,261,2,0,0,0,2,47.3,51.6,42.800000000000004,64.5,29.1,33.800000000000004,45.4,61.8,31,43.1,32.4,41.7,45.3,47.2,29.7,41,46.3,30.7,44.2,49.2,40.3,63.3
35,013,96,1607,506,0,1087,1,2,0,5,6,1186,400,0,778,1,2,0,2,3,275.7,247.79999999999998,354.6,343,250.5,182.6,342.5,331.3,257.7,248.4,264.6,210.1,281.8,292.4,257.7,214.3,278.4,257.7,348.4,269.2,214.1,336.9
35,013,97,4322,130,19,4153,0,10,0,1,9,2994,105,11,2865,0,7,0,1,5,701.1,81.8,751.9,224.6,542.3,57.8,751.9,190.4,485.3,161.4,536.1,72.6,607.8,147.8,530,79.2,654.6,524.1,751.5,114.9,91.6,208
35,013,98,826,452,3,348,6,5,0,2,10,664,379,3,271,2,3,0,1,5,184,221.1,230.9,265.8,175.3,146.1,230,252.7,187.9,209,187.9,169.1,191,260,182.1,172.7,187.1,183.4,230.70000000000002,240.5,173.8,259.5
35,013,99,2184,849,37,1236,17,22,0,3,20,1608,731,24,811,13,16,0,3,10,337.1,385.3,444.9,395.90000000000003,356,253.1,444,385.3,372.1,337.1,351.9,312.8,382.1,427.8,337.1,321.6,359.6,354,444.4,406.7,306.1,390.7
35,013,100,1103,466,1,613,11,1,1,8,2,867,406,1,445,6,1,1,5,2,190.70000000000002,252.1,236.2,289.5,187.1,202,236.8,270.1,197.2,255.3,191.1,220.1,200.9,273,190.9,233.1,195.6,191.4,236.5,262.5,227.3,279.7
35,013,101,1968,443,4,1497,2,8,0,0,14,1391,374,2,996,2,5,0,0,12,394,256.1,494.8,334.9,374.7,171.8,485.8,334.9,385.4,261.2,390.1,222.9,377.1,337.3,379.90000000000003,225.8,385.6,382.7,490.40000000000003,296.4,220.5,334.9
35,013,102,2964,1886,73,852,17,93,3,1,39,2453,1684,57,604,15,71,3,1,18,763.6,808.5,1105.8,990,824.1,628.5,1044.9,1006.2,829.5,804.3,796.5,736.4,747.2,903.7,795.7,741.7,755.8,811.4,1075,855.8,727.5,997.9
35,013,103,1368,654,22,612,24,37,1,3,15,1120,571,20,465,19,30,1,0,14,277.9,195,364.2,233,241,117.10000000000001,353.9,229.1,276.90000000000003,152.9,257.09999999999997,137.1,276.2,237.8,258.9,139.20000000000002,277.1,258.4,359,216.5,136.4,231
35,013,104,560,387,6,151,10,1,0,0,5,482,337,6,124,10,1,0,0,4,201.9,135.9,232,166,203,105.1,232.9,158.8,206.1,135.9,198.1,119.89999999999999,201,154.1,198.1,118.9,201.20000000000002,201.20000000000002,232.4,144.9,119.89999999999999,162.3
35,013,105,3946,1100,63,2707,23,7,0,7,39,2705,881,38,1731,17,6,0,4,28,667.1,544.4,1348.8,1134,756.6,508.7,1279.6,1122.1,804.7,627.3,788,550.8,681.8,637.1,775.5,564.1,674.6,780.8,1313.6000000000001,590.6,562.5,1128.7
35,013,106,2630,1498,52,927,9,78,1,6,59,2087,1264,44,664,9,62,1,5,38,656.9,531.1,902.2,627.6,661.2,355.9,840.2,655.8,705.2,458.3,676,408.09999999999997,635.8,623.3,664,430.9,646.5,676.5,871.2,577.5,413.8,641.7
35,013,107,1147,793,19,303,5,17,0,0,10,943,687,16,215,5,15,0,0,5,264.3,386.7,407,459,274.3,314.3,381.8,459,284.8,395.8,277,358.1,265.1,410.1,283.7,361.2,264.6,279.6,394.8,398.6,357.3,459
35,013,108,1256,763,9,437,10,19,1,0,17,1082,712,8,326,10,16,1,0,9,432.8,316.2,522.2,367.3,429.4,259.7,510.9,371.3,438.2,322.4,432.8,288,436.8,352.7,416.9,304.2,434.5,429.7,516.3000000000001,334.5,293.7,369.1
35,013,109,2985,1353,73,1452,9,32,3,3,60,2195,1121,57,951,8,25,3,0,30,669.8000000000001,570,1017.5,759.9,664.2,438.4,986.2,755.6999999999999,732,544,706.6,486,698.9,640,668,514.2,684.1,692.6,1001.6,605.5,495.4,758.2
35,013,110,1361,1063,11,234,7,20,0,3,23,1152,939,10,163,7,18,0,1,14,447,456,623.8,528.5,508.2,396.9,589.3,537.9,529.8,475.8,490.4,448,441.2,502.4,501.3,456,443.7,507.7,606.1,479.5,443.9,533.7
35,013,111,228,157,0,70,0,0,0,1,0,187,137,0,50,0,0,0,0,0,18.7,68.3,36,73.5,23.3,46.300000000000004,39,73.5,20.3,63.6,25,52.6,29.4,65,24.2,53.7,24.1,23.3,37.5,66.3,53.9,73.5
35,013,112,2357,1351,65,799,6,85,6,4,41,1666,1015,46,512,4,60,5,4,20,726.3,784,1203,1079.6,766.6999999999999,629.2,1129.6,1107,822,756.3000000000001,775.9,715.2,690,930,775.9,726.3,708.4,784.7,1166.5,857.5,707,1093.4
35,013,113,994,598,13,315,9,47,1,0,11,786,521,12,208,7,32,1,0,5,274,251,369.7,255.1,293.1,183,354.09999999999997,267.9,297.1,234.20000000000002,293.9,198.9,290,262.9,293.9,207.9,282,294.59999999999997,361.9,256.9,206.2,261.40000000000003
35,013,114,1330,770,9,500,7,39,0,0,5,1050,681,9,322,4,29,0,0,5,369.3,375.2,509,419.9,407.2,266.1,493.1,426.9,427.90000000000003,356.1,385.1,350.8,354,422,385.7,346.2,361.3,401.4,501.3,398.9,329.6,423.7
35,013,115,1072,523,0,536,2,7,0,0,4,836,443,0,381,2,6,0,0,4,143.2,264,213.5,310.5,155,191.9,204.5,306.3,163.1,272.5,157.1,230.8,158,293.5,149.2,245.1,150.3,156.20000000000002,209,278.5,234.7,308.7
35,015,1,1895,921,6,928,12,8,0,0,20,1358,721,4,605,8,7,0,0,13,90.5,444,125.7,584.4,106.2,321.2,135.5,544.5,96.5,397.3,136,324.3,131.2,410.4,116.6,354.7,111.2,114,129.6,426.2,349.8,564.7
35,015,2,3078,707,47,2228,65,2,0,1,28,2206,589,42,1492,63,2,0,1,17,265.1,337,278.5,572.8,245.3,200.7,279.9,520.4,241.1,273.6,277.9,209.6,272.9,336.1,254.1,223.9,269.7,253.6,279.2,336.5,224.9,547
35,015,3,1149,453,11,657,3,1,0,1,23,857,382,10,446,3,1,0,1,14,76.2,240,95,316.6,76.2,138.7,89.7,308.4,68.9,188.2,85.7,161.6,91.6,226.4,75.8,164.4,84.1,76,93.5,234.2,163.4,311.8
35,015,4,2184,1274,15,855,16,2,1,1,20,1626,1032,10,555,13,2,1,1,12,134.6,774.7,180.4,904.6,161,537.6,156.9,903.6,139.5,650.9,201.5,559.8,166.6,766.4,159.4,603.4,149.9,163.8,168,770.1,586.3,903.8
35,015,5,1937,1258,10,621,22,3,0,0,23,1411,967,8,406,18,2,0,0,10,94.6,771.8,119,887.1,96.5,528,107.5,878.8,80.5,649.4,138.7,550.4,149,738.8,101.6,588.7,121.7,104.2,112.6,754.9,579.5,883
35,015,6,2271,1099,12,1112,23,2,1,12,10,1589,851,10,697,17,2,1,5,6,103.7,575,111.7,758.2,93.8,388.3,117.5,725.5,90.7,477.8,129.9,405,138.4,549,100.3,432.5,119.7,103.1,113.7,562.2,426.4,741.1
35,015,7,2278,1278,28,916,19,12,1,0,24,1708,1038,19,612,12,9,1,0,17,181.9,870.1999999999999,202.7,1072,195,623,206.6,1044.7,161.4,798.5,236.8,683.2,242.2,822.6999999999999,184,724.5,211,193.4,204.3,844.9,706.7,1059.2
35,015,8,802,541,3,254,2,1,0,0,1,614,450,3,158,2,1,0,0,0,43.9,426.2,65,552.4,67.1,298.3,58.1,550.2,45.8,365.1,77,319,56.9,420.3,59.2,339,50.199999999999996,62,61.4,423.3,330.2,551.1
35,015,9,1738,607,24,1077,7,5,0,3,15,1224,485,10,709,5,5,0,1,9,148.9,273.7,167.8,389.8,126.5,135.1,170,374.7,132.6,191.3,157.8,154.1,169.2,269.5,133.9,165.6,158.3,136.7,169,272.1,161.6,382.7
35,015,10,1270,297,88,863,7,3,0,0,12,962,239,78,631,4,3,0,0,7,233.9,126.2,235.9,217.4,215.1,66.8,232.1,212.1,209.3,106.5,230.5,68.7,230.5,152.8,211.70000000000002,78.4,231.5,215.5,234,140.2,78.9,214.70000000000002
35,015,11,1006,231,23,726,8,8,1,0,9,718,181,14,505,6,6,1,0,5,140,84.3,132.9,146.1,106,34.2,140,129.1,115.7,51.8,120.8,39.9,137.1,101.1,109,46.1,138.6,113,136.6,93,43,137.9
35,015,12,455,165,8,272,4,2,0,3,1,324,130,8,179,2,1,0,3,1,52.7,43.1,52.7,52.2,39.8,28.3,52.7,47.1,35.7,38.8,42.1,29.1,50.9,47.1,38.8,31.1,51.6,39.1,52.7,45,31.7,50.2
35,015,13,1357,495,45,797,8,0,1,0,11,1002,383,36,572,7,0,1,0,3,215.8,182.4,219.9,279.7,197.2,121,219.8,275.7,197.2,162.9,224.3,120.2,214.7,199.20000000000002,206.4,138.9,215.8,206.6,219.8,190.9,135.5,277.2
35,015,14,903,305,18,554,4,1,3,6,12,668,255,13,382,3,1,3,5,6,117.6,90.3,97.3,123.9,93.10000000000001,55.7,96.4,121.5,98.5,71.4,105.5,57.1,135.5,91.2,95.6,62.6,125.5,98.4,97,90.9,61.800000000000004,123.1
35,015,15,1386,552,21,781,6,5,0,0,21,972,431,14,499,5,5,0,0,18,151.4,158.1,157,276.9,144.6,83,154,260,144.6,127.3,153.2,109.1,160.1,168.1,148.1,108,155.8,147.9,155.3,162.9,107.2,268.9
35,015,16,2021,890,30,1060,9,9,0,5,18,1429,707,28,662,9,6,0,5,12,159.9,294,186.5,401.1,145.8,189.3,185.4,390.3,152.2,237.3,181.6,188.7,206.6,288.7,154.2,210.8,182.3,158.4,185.8,291.9,206.8,395
35,015,17,1574,976,12,546,15,6,2,0,17,1193,810,8,347,11,5,2,0,10,190.1,340,187.2,419.2,169.8,200.9,182.8,409.7,168.7,276.2,182.8,231.79999999999998,235.9,323.9,165.9,240.4,212.9,171.5,185.1,331.9,238.4,414.7
35,015,18,1314,846,11,423,14,7,0,1,12,970,669,6,272,11,5,0,0,7,131.8,327,155.9,410,143.1,232.7,155.3,404.8,150.7,292.7,163.9,249.1,189.3,303.8,144.3,267.5,160.8,150.6,155.4,315.4,260.4,407.3
35,015,19,931,677,8,225,4,8,0,0,9,754,585,5,149,3,5,0,0,7,120,293.4,142.2,341.2,112.2,201.1,132.7,338.7,110.10000000000001,241.9,125.2,208.3,150.8,279.7,105,227.8,135.4,112.89999999999999,137.5,286.6,220,340.3
35,015,20,1377,843,16,482,2,19,1,1,13,1093,709,12,346,2,14,1,0,9,97.6,254.8,123.8,310.1,96.8,134.9,116.3,304.3,91.7,174.2,113.9,137.3,139.4,234.3,94.7,153.7,118.7,98.4,120.4,244.6,150,307.1
35,015,21,1104,661,22,387,7,12,0,1,14,815,517,18,258,5,9,0,0,8,74.3,151.8,102.5,200.1,77.9,99.3,93.5,198,76.9,120.8,87,104.1,99.9,141.9,75,111.7,86.7,79.4,98.3,146.3,109,199.5
35,015,23,1337,628,19,660,2,9,0,3,16,969,496,12,438,2,9,0,3,9,146.8,216.5,160.1,284.7,127.3,114.1,147,287.6,129.3,152.8,149.3,123.1,162.8,212.8,124.7,132.6,154.5,132.1,153.6,214.9,130.6,286.2
35,015,25,730,510,4,179,12,13,0,0,12,575,422,4,117,11,13,0,0,8,69,169,75,194,69,112.9,65.9,197,74,127.9,80,114.3,99,159.9,72.3,117.1,84,73.9,70.6,164.5,118.1,195.29999999999998
35,015,26,1222,808,12,369,13,6,0,0,14,891,631,7,232,10,4,0,0,7,122.8,263.2,123.9,315.9,123.9,139.8,114,313,115.3,187.1,134.6,156.6,148.3,251.4,117,174.1,136,122.7,119,257.5,164.5,314.5
35,015,27,1627,1187,13,351,14,42,0,4,16,1262,978,9,221,12,33,0,1,8,214.1,498.7,207.7,549.5,202,349.2,194.8,554.9,175,449.3,224.9,365.3,272.1,476.9,200.1,390.6,242.6,200.8,201.1,487.6,388.7,552.5
35,015,28,1187,925,2,194,10,44,0,1,11,916,746,1,117,6,35,0,1,10,147.1,527,193.7,653.1,160.8,401.9,183.6,656.2,154,477.9,172.2,427.1,193.7,495.8,157.2,443.9,170.5,161,188.6,511.4,438,654.6
35,015,29,89,85,0,2,2,0,0,0,0,79,75,0,2,2,0,0,0,0,1.1,27,1.1,32.9,2.1,20,3,34,1.1,27,3,23,6.1000000000000005,24.900000000000002,1.1,25.9,3.7,1.7,1.9,25.799999999999997,23.8,33.5
35,015,30,138,101,0,31,1,0,0,0,5,114,91,0,19,1,0,0,0,3,7.6,46.5,6.7,53.4,6.1000000000000005,35.6,6.1000000000000005,53.4,5.1000000000000005,45.300000000000004,10.5,39.199999999999996,11.3,45.7,6.7,43.6,9.8,6.6000000000000005,6.4,46,40.3,53.4
35,015,32,2174,680,7,1452,21,1,0,2,11,1552,523,5,1002,12,1,0,1,8,324.2,374.6,237.3,585.5,294.2,244.5,255.7,547.7,299.1,327.1,361.4,240.8,362.8,337.7,323.4,268.1,342.4,317.7,244.6,354.4,268.9,566.5
35,015,33,1972,1098,4,815,24,8,1,3,19,1488,861,4,589,15,5,1,1,12,217.2,530.4,212.1,751.6999999999999,194.9,357.3,205.7,746.2,193.7,442.9,231,376.09999999999997,282.5,501.7,199,403.5,249,204.3,209.5,516,394.3,748.5
35,015,34,2912,1649,18,1171,17,3,0,7,47,2132,1289,17,785,11,3,0,2,25,216.1,640.6,189.7,939.3,185.5,434,193.1,907.4,183.2,527.8,214.3,463.1,269.9,605,187.9,487.1,242.1,192.2,191.2,621.5,478.2,923.9
35,015,35,1285,821,2,414,24,3,1,3,17,977,658,1,280,19,3,1,2,13,110.8,344.3,121.3,498.09999999999997,94.2,264.9,123.5,480.1,94.2,307.5,111.7,270.3,150,318.6,105.9,282.2,130,101.5,122.1,331.2,281.5,489.3
35,015,36,1150,885,7,228,5,12,0,0,13,877,702,7,147,5,8,0,0,8,94.6,450.1,94.5,580.4,102.3,343.5,83.6,577.5,99.3,395.8,121,350.1,149.79999999999998,409,88.2,380.1,122,102.6,89.1,428.7,367.9,578.8
35,015,37,767,595,5,125,2,27,0,0,13,589,488,3,74,2,16,0,0,6,104.2,440.2,151.6,654.9,112.2,355.7,146.1,663,105.3,446.4,133,386.6,130.9,443.9,108.4,406.2,117.7,114.89999999999999,148.6,442,398.6,658.6
35,015,38,264,225,2,33,2,2,0,0,0,219,191,2,22,2,2,0,0,0,15.700000000000001,81.7,29.7,85.6,26.8,58.8,26.8,87.8,21.9,70.1,31,61,14.7,84.4,24.9,64.4,15.1,25.8,27.9,83.2,64,86.8
35,015,39,744,366,3,357,5,2,0,1,10,533,291,2,232,3,1,0,0,4,45.6,221.1,48.2,281.8,41.300000000000004,137,52.5,273.7,30.1,177.4,50.9,149.1,54.6,212.4,41.300000000000004,157.1,49.7,41.300000000000004,50.300000000000004,216.4,155,277.3
35,015,40,234,168,1,59,1,1,0,0,4,180,138,1,37,1,1,0,0,2,4.8,106.2,5.9,117.60000000000001,5.9,64.2,5.9,113.9,1.8,91.8,14.2,73.8,13.2,95.9,7.8,83.3,8.6,7,5.9,101,77.5,115.5
35,015,41,1058,534,0,515,7,1,0,1,0,755,405,0,344,4,1,0,1,0,47.8,324.6,52.4,398.2,54.800000000000004,227.3,53.4,387.3,43.9,289.1,76.3,238.70000000000002,64.1,302,54.800000000000004,271.2,55.5,57.3,52.8,313.4,256.2,393.7
35,015,42,160,132,0,25,0,1,0,0,2,121,100,0,18,0,1,0,0,2,1.8,31.099999999999998,2,36.1,2.4,20.8,2,36,1.8,25.900000000000002,1.8,24.1,0.6,29.9,2.4,24.1,1.1,1.9000000000000001,2,30.2,23.8,36.1
35,015,44,1950,971,29,889,17,12,3,2,27,1379,762,26,551,9,9,3,1,18,204.9,493.7,254.5,855.3,204.9,291.7,246.4,844.9,196.1,392.4,234.9,320.3,260.3,459.5,209.5,348.7,232.1,211.2,250.4,476.7,338.3,850.4
35,015,45,799,667,3,98,3,22,0,1,5,693,596,3,68,3,18,0,1,4,106,300.2,120.2,374.2,114,232,110.9,375,98.1,315.1,123.10000000000001,270.1,132.1,297,108.10000000000001,289.9,119.2,110.8,115.6,298.5,276.9,374.5
35,017,1,661,599,1,47,6,0,0,0,8,539,498,1,28,6,0,0,0,6,64,274.4,73,300.7,83.10000000000001,202.4,69.6,297.1,78.2,247.5,101.2,200,124.2,228.2,93,213.5,93.8,88.6,71.2,251.6,215.2,299.1
35,017,2,626,495,1,113,5,2,0,2,8,522,415,1,93,3,0,0,2,8,132.1,202.6,157.6,237.2,148.7,144.3,154.1,233.1,148.7,189.8,152.1,161.5,165.6,194.5,153.1,162.7,148.9,150.3,155.4,198.7,164.3,234.5
35,017,3,51,47,0,1,1,0,0,1,1,44,40,0,1,1,0,0,1,1,13.9,8.1,24.1,13.9,21,11,24.1,13.9,21,11,22,11,13,7.1000000000000005,21,11,13.5,21.2,24.1,7.5,11,13.9
35,017,4,146,134,0,10,1,1,0,0,0,139,127,0,10,1,1,0,0,0,29.7,46.4,47.8,35.9,35.9,27.8,47.8,35.2,30.8,37,35.2,33.9,35.9,44.7,32.9,35.2,32.4,34,47.8,45.2,33.6,35.3
35,017,5,1185,826,5,302,23,8,0,1,20,1027,747,5,236,17,7,0,0,15,222.8,330.6,304.9,413.40000000000003,281.3,240.4,305.5,410.5,276,302.5,314.3,242.5,280,315.2,285.6,267,250.9,289.1,305.4,322.4,262.3,411.7
35,017,6,37,37,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,10.1,42,15.2,45.9,19.1,26.8,15.2,45.9,17.9,33.8,19.8,26.8,15.899999999999999,31.9,17.9,28,13.1,18.6,15.2,36.9,28.7,45.9
35,017,7,467,411,0,47,4,1,0,0,4,422,384,0,31,2,1,0,0,4,133,128.7,176.9,153.8,143.7,89,168.4,162.2,156.8,115.5,150.2,101,150.2,120.1,153.8,102.9,141,151.2,172.5,124.6,102.1,158.1
35,017,8,1691,915,5,740,7,2,1,0,21,1295,764,4,501,7,2,1,0,16,325.5,415.8,425.2,525.8,381.4,284.7,423.3,525.8,394.90000000000003,373.9,444.8,296.8,403.1,388.5,392.4,329.2,364.6,403.4,424.1,402.5,320.7,526.1
35,017,9,599,194,7,386,7,0,0,3,2,498,184,4,299,7,0,0,2,2,94.3,64.8,117.7,76.2,90.9,35.300000000000004,116.5,76.2,95.3,59.1,108.3,36.800000000000004,108.3,59.900000000000006,100.60000000000001,42.3,100.8,99.2,116.9,62.5,43.4,76.2
35,017,10,333,210,0,119,1,0,0,0,3,281,184,0,93,1,0,0,0,3,65.89999999999999,85.4,74,89.4,80.4,59.7,69.4,89.4,78.4,73.2,84.2,62.2,81.2,82.4,82.4,65.3,73.5,81.6,71.7,83.7,64.39999999999999,89.4
35,017,11,1860,1157,17,641,9,6,1,4,25,1386,933,13,406,8,6,1,2,17,269.6,490.40000000000003,360,623.5,306,325.7,348.1,629.3,327,409.3,369.4,331.1,348.4,448.8,312.9,386.8,307.9,328.8,354.4,468.9,362.8,626.2
35,017,12,2306,1521,20,706,15,13,1,7,23,1857,1308,13,488,12,13,1,3,19,523.1,502.7,702.5,611.3,600.4,344.2,667.9,629.6,628.9,442.7,660.9,362.3,617.2,491.4,621.8,395.59999999999997,570.2,628,685.4,497.3,385.9,619.9
35,017,13,1645,1086,22,507,4,6,1,6,13,1376,961,15,377,4,6,1,3,9,445,462.1,581.4,536.1,492.9,354.9,548.4,568.1999999999999,495.2,441.5,538.3,359.09999999999997,499.29999999999995,474.5,483.7,411.3,471.6,502.7,564.7,468.5,391.5,551.8000000000001
35,017,14,1317,665,7,610,7,11,0,5,12,1009,579,5,399,7,9,0,2,8,297.4,183.4,373.9,253.6,352.3,132,368.1,256.2,366.8,183.4,385.2,139.2,342.9,188.2,364.8,157.9,320.3,367.1,371.6,186,153.3,254.5
35,017,15,1466,559,3,873,3,5,1,7,15,1093,470,3,598,2,5,1,2,12,361,200.2,387.1,265.1,361,137.1,374.1,279,387.1,185,414.9,139.2,379.7,218.8,392.1,165.1,370.3,388.6,380.40000000000003,209.7,156.8,272
35,017,16,1399,582,3,780,10,13,1,0,10,1009,469,3,514,8,7,1,0,7,275.9,200.1,344.2,257.9,275.9,127.8,329.8,268.1,302.4,176.1,313.8,140.1,313.8,195.1,283.1,156,294.5,293.6,337,197.5,149.9,262.7
35,017,17,456,295,6,147,0,0,0,4,4,381,262,2,110,0,0,0,3,4,91.8,134.1,135,150.1,120.9,82.9,125.1,153.7,110.2,121.8,130.9,94.6,113.2,126.3,119,103.1,102.7,120.1,130,130.4,100.7,152.3
35,017,18,822,436,28,304,18,10,10,5,11,713,399,27,239,18,10,10,3,7,211.3,85.9,267.9,85.9,218.3,46.1,254.8,90.7,226.2,69.5,229.9,51.1,244.2,88,226.2,47.1,227,225.6,261.5,87.1,53.1,88.6
35,017,19,772,229,7,503,7,11,0,6,9,587,195,5,363,5,7,0,5,7,206.7,61.8,207.9,82.2,206.7,40.8,203.70000000000002,79,226.9,53.4,224.6,45.2,207.9,75,215,50.1,207.4,218.7,205.8,67.7,47.2,80.8
35,017,20,1161,588,11,541,8,3,0,1,9,969,525,11,415,7,3,0,1,7,318.9,116.1,387.8,134.8,333.8,68.4,375.8,132.8,357.1,101.8,366.3,67.3,365.3,108,349.1,77.9,341.5,351,382,111.4,78.9,133.9
35,017,21,180,105,5,63,2,1,0,0,4,160,103,3,47,2,1,0,0,4,88.1,21,118,28.9,85.9,12,119,25,91,17,91.9,12.9,99.2,19.2,91.9,12.9,93.9,90.2,118.60000000000001,20,13.6,27.1
35,017,22,1740,555,13,1133,13,6,1,3,16,1243,464,9,740,9,4,1,3,13,327.7,143,379.7,167.9,324.7,77.2,373.2,160.5,340.90000000000003,105,346,80.5,355.7,138.8,332.7,95.6,342.1,336.4,376.3,140.4,89.4,164
35,017,23,649,255,0,378,4,3,0,3,6,469,209,0,248,4,3,0,2,3,55.800000000000004,73,87.4,114,78.4,55.800000000000004,84.2,110,80.7,78.8,85.1,65.1,79.8,65.1,76,72.2,67.4,80,85.8,69,67.8,111.8
35,017,24,771,135,1,617,3,0,0,5,10,548,114,1,422,3,0,0,1,7,154.1,63.1,142.1,107.6,145.3,48.9,145,105.5,150.9,68.7,166.5,49,166,67.5,156.2,53.8,160.1,155.1,143.1,65.5,54.4,106.7
35,017,25,660,100,2,554,0,0,0,0,4,509,83,2,421,0,0,0,0,3,223.9,52.5,219.8,76.9,203.6,28.3,217,78.9,215.3,48.8,228.5,33.4,226.8,61.1,216,35,225.3,215.79999999999998,218.4,56.9,36.5,78.1
35,017,26,854,151,0,693,2,1,0,0,7,613,114,0,494,2,1,0,0,2,186.8,62.800000000000004,191.29999999999998,90.1,175,41.7,185.8,86.9,191.1,53.7,202,37.2,193.9,75.9,185.7,48,190.8,188.4,188.8,69.7,45.1,88.7
35,017,27,860,112,0,720,21,0,0,1,6,633,94,0,519,17,0,0,1,2,180.9,42.300000000000004,187.9,72,180.9,25.900000000000002,193.9,69.1,189.6,48.2,194.7,30.2,198.2,45,186.2,32.9,189.7,188.4,191.3,43.9,34.5,70.7
35,017,28,962,202,1,749,2,1,0,1,6,735,169,1,555,2,1,0,1,6,255.9,80.5,273.1,115.7,252.1,47.6,276.3,117.8,261.9,74.2,272.6,54.3,279,82.4,258.9,57,267.2,261.3,274.8,81.5,58,116.4
35,017,29,655,311,8,327,4,1,0,0,4,501,273,5,214,4,1,0,0,4,147.3,114.1,168.1,140.3,168.8,71.2,156,147.3,178.9,94.2,190.1,65.60000000000001,160,110.8,173,72.9,153.6,177.8,161.70000000000002,112,75.6,143.5
35,017,30,653,527,3,116,1,1,0,0,5,528,446,3,74,1,1,0,0,3,112.6,240.9,159.8,263.3,130.7,182.8,150.5,254.4,132.1,217.70000000000002,154.6,182.8,144.1,232.20000000000002,130.7,199.7,127.9,136.8,154.9,236.9,196.4,259
35,017,31,89,74,0,13,0,0,0,1,1,78,63,0,13,0,0,0,1,1,5.2,35.7,6.3,37.8,6.3,24.7,5.2,39,5.2,33.8,7.300000000000001,27.9,13.1,31.2,7.300000000000001,26.9,9.4,6.4,5.9,33.5,27.6,38.9
35,017,32,462,100,3,348,2,0,0,6,3,314,83,3,218,2,0,0,5,3,106.3,23.1,111,46.4,111,13,111,43,118.3,19.9,120.2,13.7,109,27.7,109,14.9,107.8,114.1,111,25.2,15.1,44.8
35,017,33,910,491,2,398,3,2,0,0,14,686,386,2,282,3,2,0,0,11,115.7,179.1,146.9,217.9,135.2,116.7,144.9,220.4,144.9,150.6,163.9,114.6,159.3,157.2,152.5,130,137.4,149.2,145.8,168.2,127.6,219
35,017,34,968,160,3,760,22,0,5,0,18,751,138,3,576,18,0,2,0,14,218.1,72.8,216.5,124.3,193.4,36,208.9,120.9,198.3,72.8,218.6,39.9,232.3,67.2,205.7,45.2,225.2,204.3,212.7,69.8,47.9,122.7
35,017,35,101,92,1,6,0,1,0,0,1,91,82,1,6,0,1,0,0,1,7,49,19,55.9,17,33.9,17,57.1,19,39.1,20.1,33.9,23.099999999999998,41.2,17,38,15,18.2,18,45.2,36.4,56.7
35,019,1,996,140,1,826,9,18,0,1,1,756,126,1,606,7,14,0,1,1,246.7,171.4,317.7,254.6,287.3,82.4,324.3,243.7,259.6,192.2,352.5,69.3,289,165.9,301.9,104.9,268,301.5,321.6,168.3,112,248.6
35,019,2,1672,323,57,1215,29,27,0,1,20,1378,292,57,959,28,22,0,0,20,248.8,145.9,303.1,235.5,264.40000000000003,85.2,303.1,232.3,261.7,159.1,333.7,78.2,275.4,164.5,289.4,108.8,262.40000000000003,286.2,303.1,154.29999999999998,108.7,234.1
35,019,3,949,162,2,771,3,4,0,0,7,730,137,2,583,3,3,0,0,2,176,148.6,259.7,204.3,232,71.2,266.2,194.9,195.7,174.3,284,73.8,228.8,135.6,228.8,105.7,202.7,233.79999999999998,262.6,142.3,105.9,201.2
