state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_18_rep_wic,uss_18_dem_bar,uss_r18_rep_hyd,uss_r18_dem_esp,uss_20_rep_hyd,uss_20_dem_esp,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
28,079,504,1168,854,160,20,123,1,0,0,10,887,687,115,12,68,1,0,0,4,366.9,103.9,417.4,99.5,277,69.2,280.7,94.6,401.9,110.3,103.9,69.2,104.3,366.9,277,409.7,95.3,348.7
28,081,101,1483,867,570,19,10,2,0,3,12,1177,722,427,15,8,2,0,0,3,313,329.2,345.2,335,261.8,263.8,240.9,322.8,327.1,356.9,329.2,263.8,345.7,313,261.8,335.9,321.7,298
28,081,102,699,655,35,5,1,0,0,0,3,527,501,22,2,1,0,0,0,1,243.8,30,285.09999999999997,27.7,199.3,14.9,195.4,17.7,277.5,35.5,30,14.9,31.4,243.8,199.3,281.2,25.4,240.3
28,081,103,413,391,20,2,0,0,0,0,0,315,300,13,2,0,0,0,0,0,152,10.9,176.2,10.9,122.3,4.8,119.1,6.9,170.8,14.8,10.9,4.8,12.9,152,122.3,173.3,9.6,148.1
28,081,104,1782,1433,287,31,3,5,0,2,21,1278,1049,190,17,3,4,0,1,14,486.8,153.5,552.9,201.1,348.3,107.6,306,139.4,502.3,230,153.5,107.6,215.7,486.8,348.3,527.5,166.4,439.4
28,081,105,1134,1116,11,3,0,2,0,0,2,790,776,7,3,0,2,0,0,2,388.1,21.2,451.9,34.9,285.4,18.9,270.2,12.8,423.9,47.2,21.2,18.9,40.6,388.1,285.4,438,27,364.3
28,081,106,786,759,8,8,1,2,0,0,8,599,581,5,6,1,2,0,0,4,292.1,20,323.1,32,218,18.1,201.9,21,310.8,38.2,20,18.1,35.1,292.1,218,316.9,25.6,268.9
28,081,107,1316,1225,54,13,4,6,0,4,10,948,894,33,6,4,4,0,2,5,413.8,59.1,450,78.3,275.7,53.300000000000004,268.7,55.5,419.8,93.7,59.1,53.300000000000004,85.7,413.8,275.7,435,67.8,365.09999999999997
28,081,108,2949,2409,443,34,4,19,7,0,33,2263,1892,314,19,2,16,7,0,13,980.9,229.9,1059.2,343.5,802.4,212.1,780.8,236.3,986.4,397.7,229.9,212.1,370.3,980.9,802.4,1022.5,284.2,921.7
28,081,109,781,772,4,3,0,1,0,0,1,598,589,4,3,0,1,0,0,1,407,69.8,430,113,396.8,63.2,367,84.9,426.1,115,69.8,63.2,114.2,407,396.8,428.1,89.2,405.3
28,081,110,629,607,3,9,2,2,3,0,3,491,480,3,3,2,2,1,0,0,273.6,23.9,310.1,20.5,226.5,21,218.1,25,296.2,28.2,23.9,21,24.2,273.6,226.5,303.2,23.7,265.1
28,081,111,231,195,10,21,2,0,0,0,3,189,166,8,11,2,0,0,0,2,75.8,8.4,86.3,12.1,58.4,7.4,55.1,8.799999999999999,81.2,14.8,8.4,7.4,13.4,75.8,58.4,83.7,10.3,71.3
28,081,112,1990,1880,22,60,4,1,0,1,22,1391,1330,17,31,2,0,0,0,11,711.3,67.10000000000001,922,87.2,553.7,51.8,533.2,62.9,858.6,125.5,67.10000000000001,51.8,106,711.3,553.7,889.9,79.1,715.6
28,081,113,2571,2449,49,35,4,7,0,4,23,1935,1863,32,18,3,5,0,1,13,833.7,78.7,937.9,117.7,612.9,71.3,590.9,77.3,877.7,145,78.7,71.3,131.2,833.7,612.9,908.3,98.2,770.7
28,081,114,721,625,79,10,0,2,0,0,5,559,497,52,6,0,2,0,0,2,273,55.9,261.5,85,198.2,52.5,192.9,58.3,243.9,98.60000000000001,55.9,52.5,91.6,273,198.2,252.4,70.1,233.8
28,081,201,6147,4432,1436,187,8,33,0,2,49,4520,3443,914,108,5,27,0,1,22,1678.5,690.6,1739.4,982.3,1359,592.1,1243.9,722.1,1630.2,1093.8,690.6,592.1,1037.9,1678.5,1359,1685.2,816.6,1530.4
28,081,202,2109,1747,293,24,1,17,0,1,26,1510,1254,211,15,1,12,0,1,16,763.8,158.3,945.1,219.2,583.3,132.3,573.5,166.3,892.2,252.1,158.3,132.3,235.4,763.8,583.3,918.7,185.4,751.8
28,081,203,537,518,5,14,0,0,0,0,0,400,391,3,6,0,0,0,0,0,213,17.9,264,23.1,184,9.8,173,16,249.8,31.1,17.9,9.8,27.4,213,184,257,19.4,216.7
28,081,204,1903,1705,136,26,2,18,0,0,16,1378,1248,92,16,2,10,0,0,10,877.2,105.7,966.3,182,671.4,128.1,673.6,142.8,930,210.8,105.7,128.1,196.6,877.2,671.4,948.6,153.8,823.5
28,081,205,4608,4120,367,45,3,27,1,0,45,3304,3003,239,25,1,16,1,0,19,1704.3,319.6,1791.2,458.1,1185.1,277.3,1094,324,1675.9,543.7,319.6,277.3,500.7,1704.3,1185.1,1733.5,384.3,1489.9
28,081,206,330,185,137,5,0,0,1,0,2,246,145,96,2,0,0,1,0,2,99.5,63,173.20000000000002,32.3,120.2,22.8,120.9,25.4,166.8,37.5,63,22.8,35,99.5,120.2,170.2,36.2,136
28,081,207,628,618,0,0,1,0,3,0,6,454,449,0,0,1,0,2,0,2,233.3,47,289.5,65.6,178.8,39.9,176.3,49.9,273.7,75.6,47,39.9,70.60000000000001,233.3,178.8,281.5,55.6,230.2
28,081,208,1214,882,253,27,0,41,0,0,11,959,719,186,18,0,31,0,0,5,307.1,147.2,330,203.4,274.5,127.3,240.20000000000002,159.9,310.1,216.4,147.2,127.3,210,307.1,274.5,320.2,171.20000000000002,292.3
28,081,209,777,724,42,0,0,6,0,0,5,560,514,39,0,0,5,0,0,2,208.5,82.9,214.2,125.5,166.1,77.8,150.4,93,200.20000000000002,140.8,82.9,77.8,132.9,208.5,166.1,207.4,104.39999999999999,188
28,081,301,3106,2215,742,53,13,54,1,0,28,2325,1718,521,30,8,34,1,0,13,1134,522.9,1215.6,619,901.8,388.2,856.1,487.8,1165.5,657.9,522.9,388.2,639.2,1134,901.8,1190.5,534.9,1054.5
28,081,302,5342,4640,503,85,6,59,1,0,48,4109,3639,351,60,6,37,1,0,15,2002.3,504,2128.4,713.9,1678.6,421.3,1585.1,509.9,2012,808.3,504,421.3,761,2002.3,1678.6,2070.6,591,1880.5
28,081,303,8374,5204,2604,338,16,100,1,3,108,6183,4175,1665,223,13,67,1,3,36,2139.6,1264,2057.2,1640,1679,951.2,1574,1194.6,1937,1754.4,1264,951.2,1697.2,2139.6,1679,1997.6,1361.1,1877.1
28,081,401,1918,965,898,27,2,3,0,0,23,1434,736,665,15,2,3,0,0,13,311,521.2,291.7,498,218.2,401.9,202.1,471.7,267,521.9,521.2,401.9,509.5,311,218.2,279.5,483.59999999999997,257.9
28,081,402,1010,534,454,15,0,0,0,0,7,736,411,311,8,0,0,0,0,6,201.9,174.2,227.9,179.2,157.9,120,152,159.7,214.1,184,174.2,120,182.2,201.9,157.9,221.1,163.6,191
28,081,403,4086,472,3239,287,1,36,0,0,51,2656,385,2065,160,1,26,0,0,19,172,1067.5,167,1129.5,148.8,736.1,106.9,943.2,137.7,1176,1067.5,736.1,1152.7,172,148.8,152.1,1010.3,146.9
28,081,404,3361,1846,1398,49,1,14,1,6,46,2334,1417,857,28,1,10,1,2,18,721.1,371.3,805.5,451,591.8,287,558,354.1,742.1,507.8,371.3,287,478.8,721.1,591.8,774.3,394,683.5
28,081,405,4914,1197,3431,183,3,9,0,0,91,3365,976,2222,118,2,9,0,0,38,300,843.1999999999999,301,927.3,250.4,500.8,186.6,682.9,258.5,984.4,843.1999999999999,500.8,955.4,300,250.4,279.6,787.6,258.9
28,081,501,1787,1537,222,16,4,2,0,0,6,1322,1147,157,7,4,2,0,0,5,500.2,113.1,596.3,120.2,355.7,71,351.9,89.7,553.9,139.5,113.1,71,129.7,500.2,355.7,575.5,107.5,471.5
28,081,502,658,560,83,10,0,0,0,0,5,484,414,61,6,0,0,0,0,3,204.1,18.9,253.8,23.9,145.1,15.2,156.8,20.1,238.1,33.9,18.9,15.2,29,204.1,145.1,246,22.3,199.6
28,081,503,1353,681,608,30,4,5,0,0,25,961,504,423,20,3,5,0,0,6,234.8,303.3,236.8,319.2,163.79999999999998,211.4,176.1,272.09999999999997,220.9,340,303.3,211.4,329.4,234.8,163.79999999999998,228.2,288.8,206.7
28,081,504,689,633,50,0,0,0,0,0,6,540,506,33,0,0,0,0,0,1,328.9,42.1,332.8,53.1,268,29.2,262.1,33.9,317.1,65.9,42.1,29.2,59.6,328.9,268,324.9,45.1,301.7
28,081,505,1884,1013,812,24,3,3,0,2,27,1485,844,610,16,2,2,0,0,11,346.5,348.8,372.6,399.5,272.1,297.3,273.3,346,348.8,428.4,348.8,297.3,414.8,346.5,272.1,360.6,363.6,323
28,081,506,935,803,106,12,4,1,0,0,9,706,603,87,7,4,1,0,0,4,292,61.9,336,61.9,225.1,49.1,238.1,56.2,312,73.6,61.9,49.1,67.7,292,225.1,324,60.9,281
28,081,507,939,678,227,14,0,3,0,5,12,703,512,178,11,0,1,0,1,0,296.7,111,339.2,136.2,220.6,92.1,234,107.8,327.09999999999997,143.7,111,92.1,140.1,296.7,220.6,332.7,118,283.5
28,081,508,2573,1252,1160,102,1,20,0,0,38,1919,1027,801,60,1,19,0,0,11,307.2,359.4,327.2,431.1,229,268.3,208.1,317.1,294.6,460.3,359.4,268.3,445.6,307.2,229,310.5,367.3,273.5
28,081,509,310,293,5,6,0,3,0,0,3,242,228,4,4,0,3,0,0,3,83.3,12.799999999999999,99.2,16.7,71.4,10.2,64.3,14.200000000000001,94.39999999999999,20.7,12.799999999999999,10.2,19,83.3,71.4,96.8,14.9,82.60000000000001
28,081,510,961,906,13,27,4,1,0,0,10,737,699,11,19,3,1,0,0,4,372.90000000000003,35.5,495.6,48.3,287.8,26.7,277.09999999999997,33,459.59999999999997,70.6,35.5,26.7,59.7,372.90000000000003,287.8,477.2,42.8,378.5
28,081,511,2972,1111,1679,132,8,9,0,0,33,2172,943,1120,86,7,6,0,0,10,335.7,562.5,319.7,630.7,263.7,405.6,243.6,526.7,301.7,658.8,562.5,405.6,644.4,335.7,263.7,310.8,556.8,293.2
28,083,001,2909,43,2828,13,2,6,1,0,16,1970,40,1899,9,2,5,1,0,14,9.9,825.1,22.3,797.9,33.6,558.3,4,636.4,8.4,816.4,825.1,558.3,807.1,9.9,33.6,15.4,727.1,15.2
28,083,003,937,229,683,22,0,2,0,0,1,701,191,497,10,0,2,0,0,1,38.6,251.6,32.4,211.8,30.3,150.4,17.1,185,24.2,219.8,251.6,150.4,216,38.6,30.3,28,203.7,28.400000000000002
28,083,004,560,235,314,9,0,0,0,0,2,439,198,232,8,0,0,0,0,1,111.7,85,95.3,70.4,83.8,52.4,83.8,56.1,89,74.3,85,52.4,72.2,111.7,83.8,91.2,68.5,92.8
28,083,005,286,191,86,5,0,0,0,0,4,237,160,72,3,0,0,0,0,2,84.8,32.2,94.9,32.2,68.3,19.6,60.4,28.1,89.8,34.7,32.2,19.6,33.5,84.8,68.3,92.2,29.8,80
28,083,006,498,158,320,16,2,0,0,1,1,363,137,215,9,1,0,0,0,1,88.9,127.10000000000001,82.7,116.4,72.6,77.8,61.6,106.2,78.7,126.3,127.10000000000001,77.8,121.9,88.9,72.6,80,111.2,76.3
28,083,007,1316,71,1107,95,1,18,0,5,19,1192,65,1035,53,1,17,0,5,16,23.8,379.9,18.900000000000002,249,22.900000000000002,179.1,15,214,18.900000000000002,255.9,379.9,179.1,252.5,23.8,22.900000000000002,18.900000000000002,255.5,19.8
28,083,008,5697,4362,1082,96,7,121,1,3,25,4441,3530,731,63,6,88,1,3,19,1888.5,650.4,1826.2,807.8,1650.8,536.3,1572.2,644.2,1768.4,865.6,650.4,536.3,837.9,1888.5,1650.8,1796.7,699.6,1742.6
28,083,009,3006,245,2569,179,2,1,0,0,10,2132,208,1759,157,2,1,0,0,5,100.6,853.8,84.5,886.9,89.9,574.4,62.6,701.6,71.8,909.1,853.8,574.4,898.4,100.6,89.9,77.8,785.2,83
28,083,010,2780,741,1988,26,1,2,0,1,21,1956,646,1279,17,1,0,0,0,13,128,682.8,135.2,694.1,112.5,481.3,83.7,552.4,107.6,733.8,682.8,481.3,714.4,128,112.5,121.1,628.9,113.3
28,083,011,1073,14,1058,1,0,0,0,0,0,713,13,699,1,0,0,0,0,0,12.8,369.8,13.3,356.5,24.2,248.6,4.1,280.5,10.8,358.1,369.8,248.6,357.3,12.8,24.2,12,322.7,13
28,083,012,580,209,329,39,0,0,0,0,3,414,162,230,19,0,0,0,0,3,83.9,117.4,106.1,119.5,82.1,74.9,74.5,95,89.6,132.1,117.4,74.9,125.4,83.9,82.1,96.3,107.4,86.1
28,083,013,776,147,622,5,0,1,0,0,1,525,132,388,4,0,1,0,0,0,71.8,186.1,57.9,166.79999999999998,55.9,130.2,52.7,135.9,52.3,169.3,186.1,130.2,167.5,71.8,55.9,54.6,157.7,58
28,083,014,1645,4,1610,13,6,4,0,0,8,1126,4,1102,8,4,4,0,0,4,7.7,581.2,13.6,507.5,21.5,360.90000000000003,4,424.7,6,521.9,581.2,360.90000000000003,514.7,7.7,21.5,9.6,479.3,10.4
28,083,015,977,105,844,23,1,1,0,0,3,645,88,538,14,1,1,0,0,3,55.9,234.4,59.4,248.1,47.1,180.7,40.5,197,47.1,268.2,234.4,180.7,258,55.9,47.1,52.8,224.8,48.8
28,083,016,4502,741,3625,105,3,11,0,0,17,3422,686,2645,69,3,7,0,0,12,212.9,1062.8,179,1053.8,173.3,786.1,138.1,900,165.2,1082.6000000000001,1062.8,786.1,1068.8999999999999,212.9,173.3,171.6,977.3,174.2
28,083,017,2215,154,1950,69,12,5,0,0,25,1377,109,1205,41,8,2,0,0,12,37.2,578.4,41.1,587,48,399.1,22.6,438.6,34.2,600.8,578.4,399.1,593.7,37.2,48,37.2,521.1,36.2
28,083,018,2560,281,2231,27,2,11,0,1,7,1913,233,1649,13,2,11,0,1,4,237.4,751.8,249.8,728.5,221.3,530.5,189.9,627.4,232.4,749.7,751.8,530.5,739.3,237.4,221.3,241,677.2,226.1
28,085,101,863,32,814,1,0,5,0,0,11,667,31,628,1,0,3,0,0,4,17.1,435.2,22,454,18.1,368.3,7.8,411.2,11,469,435.2,368.3,461.7,17.1,18.1,16.2,427.8,15.1
28,085,102,804,770,27,7,0,0,0,0,0,598,574,21,3,0,0,0,0,0,335.9,15.2,392,12,268.6,4.3,267.6,6,381,18.9,15.2,4.3,15.6,335.9,268.6,386.2,11.1,328.8
28,085,103,1183,795,371,8,2,2,0,0,5,878,608,258,8,2,1,0,0,1,341.5,195.9,363.3,209.5,262.2,166.6,271.4,174.1,353.9,213.7,195.9,166.6,211.1,341.5,262.2,358.7,192.3,318.8
28,085,104,424,411,6,2,2,0,0,0,3,315,304,5,2,2,0,0,0,2,190.8,14.8,209.9,13.8,152,12.9,156.3,8.2,214.1,12,14.8,12.9,12.9,190.8,152,212,12.3,184.5
28,085,105,975,57,903,10,0,0,0,0,5,729,52,665,8,0,0,0,0,4,15,362.6,17,357.1,19.5,264.5,11.3,311.6,16.1,360.7,362.6,264.5,359.2,15,19.5,16.2,331.2,15.8
28,085,106,1197,47,1121,5,1,6,0,0,17,756,40,705,2,1,2,0,0,6,24.6,318.2,27.4,322.2,26,216.5,13.5,275.7,20.3,333.5,318.2,216.5,327.8,24.6,26,23.7,293.2,22.4
28,085,201,610,424,177,6,2,0,0,0,1,454,316,133,3,2,0,0,0,0,148.3,86.3,157.6,76.3,115.7,59.8,116.3,73,155.1,82.4,86.3,59.8,79.1,148.3,115.7,156.6,75.3,138.7
28,085,202,1144,927,178,15,7,1,0,1,15,852,706,125,9,6,0,0,1,5,442.8,87.5,482,105.2,347.1,79.6,341.1,83.6,465.7,120.2,87.5,79.6,112.6,442.8,347.1,473.5,95.5,416.1
28,085,203,368,277,84,2,5,0,0,0,0,287,224,60,1,2,0,0,0,0,134,47,154.1,41.9,99.1,37,110.9,42.6,152,41.1,47,37,41.6,134,99.1,153.2,41.9,130
28,085,204,1065,257,801,2,0,5,0,0,0,749,217,529,1,0,2,0,0,0,61.6,285.2,65.6,321.7,53.8,197.6,50.1,262.3,59.4,333.4,285.2,197.6,327.4,61.6,53.8,62.4,280.3,58.1
28,085,205,706,387,313,0,0,0,2,1,3,519,299,215,0,0,0,2,0,3,191,112.9,201.9,141.9,168.7,85.1,159,104.8,200,143.3,112.9,85.1,142.7,191,168.7,201.1,117.5,184
28,085,206,1412,1032,360,9,1,3,0,0,7,1071,795,262,6,1,3,0,0,4,443.4,190.9,504.3,228.6,368.2,165.1,385.7,176.4,499,233.8,190.9,165.1,230.8,443.4,368.2,501.8,199.2,440.1
28,085,207,624,53,554,7,1,0,0,0,9,482,48,426,4,1,0,0,0,3,40.2,235.2,56.199999999999996,171.9,47.8,114.1,44.3,139.4,53.2,179.4,235.2,114.1,175.7,40.2,47.8,54.6,168.2,48.4
28,085,208,1168,408,720,8,0,11,0,0,21,822,329,472,7,0,9,0,0,5,129.70000000000002,189.8,108.3,263.4,93,183.5,85.5,212.4,103.2,275.6,189.8,183.5,269.7,129.70000000000002,93,105.6,224.9,103.9
28,085,301,1178,740,401,21,0,3,1,2,10,848,555,271,14,0,1,1,1,5,224.3,177.3,241.5,213.1,213.3,145.2,201.7,170.6,248.1,212.5,177.3,145.2,212.8,224.3,213.3,244.8,183.6,225.8
28,085,302,2201,2100,59,30,0,2,0,0,10,1578,1513,43,17,0,0,0,0,5,870.4,59.6,960.8,72.3,640.1,44.6,664.1,48.1,926.3,92.7,59.6,44.6,81.4,870.4,640.1,944.3,63.4,812.4
28,085,303,754,411,329,9,0,1,0,0,4,552,300,244,7,0,0,0,0,1,167.5,165.5,190.9,152.4,145.3,112.5,143,135.7,180.4,160,165.5,112.5,156.3,167.5,145.3,185.3,145.4,165.6
28,085,304,885,855,3,17,4,3,0,0,3,680,661,3,8,4,2,0,0,2,360.8,16.2,434.1,20,282.2,9.6,288.2,12.7,428.9,20,16.2,9.6,20,360.8,282.2,430.9,16,359.3
28,085,305,461,336,110,2,4,4,0,0,5,347,262,74,1,4,4,0,0,2,165.5,38,178,53.1,128.70000000000002,36.6,126.1,41.1,175.9,49.8,38,36.6,51.1,165.5,128.70000000000002,176.6,43.9,155.1
28,085,306,1909,1663,208,13,0,9,0,4,12,1477,1299,152,10,0,6,0,4,6,739.8,195.6,768.6,248.1,657.7,157.2,646.1,174.6,765.2,249.8,195.6,157.2,248.8,739.8,657.7,767.2,204.4,715.6
28,085,401,1419,1336,65,3,5,1,0,0,9,1039,979,49,2,4,1,0,0,4,694.8,41.9,761.8,56.9,496.3,34.5,503.2,42.5,741.1999999999999,67.2,41.9,34.5,61.7,694.8,496.3,750.6,48.5,639
28,085,402,1285,1005,256,6,3,1,5,3,6,929,742,176,3,2,1,2,0,3,523.9,97.4,554.4,108.7,412.1,68.2,411,84.7,545.1,120.2,97.4,68.2,114,523.9,412.1,550.1,95.6,489.40000000000003
28,085,403,1286,1006,239,13,3,1,0,0,24,912,717,170,7,3,1,0,0,14,432.7,86.1,504.2,132.1,344.3,78.2,336.9,91.7,499.7,134.9,86.1,78.2,133.6,432.7,344.3,501.8,104.3,423.7
28,085,404,903,751,134,6,2,0,0,0,10,688,577,101,2,2,0,0,0,6,372.9,73.7,440.2,81,285.8,47.7,302.9,55.2,431.9,91,73.7,47.7,86.2,372.9,285.8,436.1,69.5,367
28,085,405,1833,1382,390,16,3,34,0,0,8,1385,1066,277,12,3,23,0,0,4,705.9,144.4,764.7,217.6,662.2,125.3,643.1,137.9,763.4,224.3,144.4,125.3,220.8,705.9,662.2,764.1,169.8,707.9
28,085,406,1092,712,341,22,1,1,0,0,15,900,605,271,15,1,1,0,0,7,223.20000000000002,173.6,210,228.6,176.9,145.7,165.9,169.4,206,238.20000000000002,173.6,145.7,233.6,223.20000000000002,176.9,207.8,191.1,196.3
28,085,501,973,772,185,12,0,1,0,0,3,725,572,143,8,0,0,0,0,2,402.1,69.1,435.90000000000003,75,340.7,55.2,339,65.1,431.2,76.9,69.1,55.2,76.10000000000001,402.1,340.7,433.6,68.4,390.1
28,085,502,2129,1790,291,30,8,2,0,3,5,1575,1331,219,17,4,2,0,0,2,722.2,135.8,811.9,181.2,578.6,110.8,583.7,126.9,811.2,192.6,135.8,110.8,186.1,722.2,578.6,811.6,149.6,702
28,085,503,1118,1001,103,7,2,3,0,0,2,831,745,79,5,0,1,0,0,1,465.6,64.5,521.6,78.1,380,56.199999999999996,381.2,58.800000000000004,507.1,86.9,64.5,56.199999999999996,82.2,465.6,380,514,68.9,451.1
28,085,504,727,543,171,13,0,0,0,0,0,542,409,124,9,0,0,0,0,0,298.7,80.8,314.6,90.9,237.4,66.3,246.3,76.9,309.2,102.5,80.8,66.3,96.5,298.7,237.4,312.1,83.4,281.1
28,085,505,831,665,145,16,0,0,0,0,5,595,475,109,8,0,0,0,0,3,341.7,86.9,404.3,91.3,289.9,67.1,272.1,78.9,391.1,95.8,86.9,67.1,93.6,341.7,289.9,397.9,84.1,340.09999999999997
28,085,506,1342,757,541,12,7,18,0,2,5,984,598,359,7,3,15,0,0,2,322.3,174.7,335.1,217.4,263.1,139,259.3,157,330.7,224.5,174.7,139,221,322.3,263.1,332.5,182.5,301.9
28,087,101,5162,4529,478,75,9,28,2,1,40,3737,3278,365,47,8,19,1,1,18,2164.6,345.9,2470.3,444,1708.5,277,1516.5,315.9,2339.5,536.7,345.9,277,489.8,2164.6,1708.5,2403.6,383.4,2039.6
28,087,102,917,785,102,17,1,2,0,0,10,697,600,80,8,1,2,0,0,6,373.9,56.3,417.1,56.3,314.4,39.5,278.7,44,397.59999999999997,75.6,56.3,39.5,65.8,373.9,314.4,407.4,54.3,356.3
28,087,103,83,68,10,4,0,0,0,0,1,67,59,6,1,0,0,0,0,1,36.1,5.4,40.1,5.4,30.2,3.9,26.8,4.1,38.2,7.3,5.4,3.9,6.5,36.1,30.2,39.1,5.3,34.199999999999996
28,087,104,1255,860,368,13,1,0,0,1,12,1055,770,267,11,1,0,0,0,6,211,358.1,177.9,426.7,152.6,274.2,137.5,304.3,160.1,445,358.1,274.2,435.6,211,152.6,168.7,361.7,167.7
28,087,105,564,342,196,9,1,4,0,1,11,437,282,136,8,1,4,0,0,6,164.3,93.1,174.8,110.7,129.2,75.9,113.3,87.6,165.6,115.2,93.1,75.9,112.7,164.3,129.2,170.4,96.4,149.29999999999998
28,087,106,878,601,245,16,0,11,0,0,5,663,470,173,9,0,8,0,0,3,249.1,141.1,265.2,167.7,196,115,171.6,133.1,251.5,174.7,141.1,115,171,249.1,196,258.4,146.4,226.8
28,087,107,832,348,476,1,2,3,0,0,2,631,330,294,1,1,3,0,0,2,107.9,225.2,89.4,266.7,75,166.5,64.1,193.9,81.5,275.5,225.2,166.5,271,107.9,75,85.5,225.6,83.4
28,087,108,587,207,367,10,0,3,0,0,0,458,186,266,4,0,2,0,0,0,91.60000000000001,155.3,77.2,185.2,66.2,119.1,59.5,132,69.39999999999999,193.1,155.3,119.1,189.10000000000002,91.60000000000001,66.2,73.3,156.9,72.8
28,087,110,1831,471,1305,27,6,3,0,0,19,1316,414,870,19,4,3,0,0,6,263.2,446.7,221.7,532.4,190.6,342.1,171.2,379.5,199.4,555.1,446.7,342.1,543.8,263.2,190.6,210.7,451,209.3
28,087,111,262,127,134,0,0,1,0,0,0,210,117,92,0,0,1,0,0,0,42,71.3,35.4,84.9,30.3,54.6,27.3,60.4,31.7,88.4,71.3,54.6,86.7,42,30.3,33.5,72,33.4
28,087,112,293,154,137,1,0,0,0,0,1,251,146,103,1,0,0,0,0,1,50.199999999999996,85.2,42.3,101.39999999999999,36.3,65.2,32.6,72.4,38,105.8,85.2,65.2,103.5,50.199999999999996,36.3,40.199999999999996,86.10000000000001,39.9
28,087,113,1317,225,1063,11,1,5,0,4,8,823,194,612,9,0,3,0,0,5,81,388.3,84,424.4,68,277,50.3,311.09999999999997,73.9,441.6,388.3,277,432.6,81,68,78.9,368.3,71.5
28,087,114,145,31,106,4,0,2,0,0,2,123,26,89,4,0,2,0,0,2,24.6,41.8,20.8,49.6,17.7,32,16.1,35.4,18.5,51.8,41.8,32,50.7,24.6,17.7,19.6,42.1,19.599999999999998
28,087,115,319,205,109,2,2,0,0,0,1,244,160,79,2,2,0,0,0,1,112.5,37.199999999999996,115.39999999999999,47.4,84.3,28.3,74.6,32.3,108.7,53.199999999999996,37.199999999999996,28.3,50.1,112.5,84.3,112.10000000000001,39.6,99
28,087,201,4921,3880,818,92,6,73,0,2,50,3899,3158,581,67,6,57,0,1,29,1779.4,679.9,1683.3,879.1999999999999,1449.1,610.6,1298.5,656.1,1615.4,945.4,679.9,610.6,911,1779.4,1449.1,1650,753.8,1564.2
28,087,202,3171,1808,1110,142,3,61,0,4,43,2575,1540,839,110,3,54,0,2,27,667.2,506.1,657.9,655.3,543.4,411,479.7,446.9,619.6,693.1,506.1,411,673.8,667.2,543.4,638.5,542.1,593.8
28,087,203,537,392,110,16,1,18,0,0,0,487,359,101,12,1,14,0,0,0,126.1,96,124.3,124,102.89999999999999,77.5,90.6,84.5,117.4,131.20000000000002,96,77.5,127.60000000000001,126.1,102.89999999999999,120.9,102.7,112.3
28,087,204,679,481,181,4,0,3,0,0,10,492,361,121,2,0,3,0,0,5,82.5,75.5,92.4,82.8,63.1,52,50.199999999999996,58.8,84.5,90.7,75.5,52,86.9,82.5,63.1,88.3,72.1,74.89999999999999
28,087,205,1773,771,848,78,6,27,5,1,37,1286,603,593,49,6,21,2,0,12,215.5,197,240.4,216.6,164.7,135.9,131.4,153.7,221.1,236.1,197,135.9,226.4,215.5,164.7,230.5,188.2,194.6
28,087,206,1354,1012,139,100,2,46,20,3,32,972,752,95,58,2,41,10,1,13,163.1,149.1,182,163.5,124.4,102.6,99.3,116.2,167.20000000000002,178.5,149.1,102.6,170.9,163.1,124.4,174.6,142.1,147.3
28,087,207,121,98,18,0,1,1,0,0,3,90,71,15,0,1,1,0,0,2,14.8,13.9,16.8,14.8,11.6,9.4,9.2,10.5,15.399999999999999,16.6,13.9,9.4,15.7,14.8,11.6,15.8,13.1,13.4
28,087,208,45,35,10,0,0,0,0,0,0,33,27,6,0,0,0,0,0,0,5.4,5,6.2,5.4,4.3,3.4000000000000004,3.3000000000000003,3.9,5.6,6.2,5,3.4000000000000004,5.7,5.4,4.3,5.8,4.9,5
28,087,209,238,156,69,6,0,0,0,1,6,198,142,52,4,0,0,0,0,0,51.300000000000004,39,50.7,50.4,41.8,31.6,36.8,34.4,47.699999999999996,53.4,39,31.6,51.7,51.300000000000004,41.8,48.9,41.5,45.6
28,087,210,48,35,12,1,0,0,0,0,0,34,26,7,1,0,0,0,0,0,8.9,6.8,8.7,8.7,7.2,5.5,6.3,5.9,8.1,9.2,6.8,5.5,9,8.9,7.2,8.3,7.2,7.8
28,087,301,1005,406,578,9,0,3,0,0,9,802,381,412,6,0,1,0,0,2,138,286.5,114.5,339.1,96.3,212.5,82.1,247.1,104.2,350.40000000000003,286.5,212.5,344.8,138,96.3,109.2,287.1,107
28,087,302,2209,1553,603,25,0,8,0,0,20,1623,1206,388,19,0,5,0,0,5,747.3,246.1,768.1,315.2,561.5,188.1,495.4,214.6,724,352.5,246.1,188.1,334.1,747.3,561.5,746,263.5,659.1
28,087,303,2955,2635,249,47,5,7,0,4,8,2146,1940,164,27,4,7,0,0,4,1153.3,226.4,1200.1,316,912.6,201.3,787.2,221.6,1141.3,358,226.4,201.3,336.8,1153.3,912.6,1170.7,264.5,1039
