state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_wie,uss_16_rep_mor,uss_20_dem_bol,uss_20_rep_mar,gov_18_dem_kel,gov_18_rep_kob,atg_18_rep_sch,atg_18_dem_swa,sos_18_rep_sch,sos_18_dem_mcc,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
20,125,000290,373,306,29,13,4,5,0,0,16,266,224,15,10,4,4,0,0,9,20.4,71,45.199999999999996,63,22.1,70,47,53.2,38.9,41.8,57.7,30.8,48.300000000000004,38.1,21.4,36.1,45.8,70.9,49.4,57.9
20,125,000300,683,513,83,53,7,3,1,1,22,491,380,62,34,5,3,0,0,7,26.6,62.4,35.7,56.5,22.4,50.3,34.9,54.7,22.9,32.3,45.1,18.2,35.7,26.2,24.2,22,35.1,55.6,36.8,55.4
20,125,000310,809,679,39,36,6,13,0,2,34,631,551,29,20,5,8,0,2,16,50.2,137.9,77.8,188.1,46.6,137.9,79.5,175.1,54.2,93.1,129.6,42.6,112,49,48.7,48.5,78.5,137.9,112,181.9
20,125,00032A,622,456,85,30,5,7,0,0,39,434,335,59,17,5,4,0,0,14,36,86.6,51.1,100.4,42.8,71.9,46.3,98.7,28.6,49.7,70.1,26.3,58.9,28.2,39.3,28.1,48,79.4,59.1,99.7
20,125,00032B,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0.1,0.1,0.1
20,125,000330,881,764,43,26,14,6,0,0,28,622,548,30,20,10,4,0,0,10,73.6,149.3,124.4,186.5,82.5,134.1,115.9,183.1,100.5,91.2,146.9,62.2,110.8,86.2,77.9,82.5,121.1,141.8,115.9,184.6
20,125,000340,810,550,96,102,16,2,0,5,39,594,422,73,68,10,1,0,2,18,67.8,107.2,79,118.8,63.8,101.4,83.3,105.4,47.3,65.8,85.2,36.8,76.6,42.9,65.3,42.6,81,104.1,76.5,112
20,125,000350,757,587,45,67,18,4,2,0,34,542,447,24,40,10,4,2,0,15,51.4,113.3,64.8,134,48.9,99.8,63,130.2,47.2,61.8,83,36,66.8,43.4,50.300000000000004,42.9,63.7,106.7,70.8,132.7
20,125,000360,887,746,21,74,5,9,0,0,32,649,562,16,44,5,7,0,0,15,99.9,187.9,105.2,218.4,89.7,194.7,107.8,209.5,90.9,119.9,180.3,55.7,148.5,83.6,95.5,77.1,106.60000000000001,190.7,148.9,214.4
20,125,000370,1329,1105,77,74,13,22,0,0,38,997,861,48,46,9,16,0,0,17,115.1,306.3,161.6,376.4,112.9,311.8,154.8,354.3,134.6,198.8,296.8,79,241.8,122.4,114.1,112.2,158.4,309.2,245.70000000000002,365.4
20,125,000380,989,903,13,38,6,10,0,5,14,769,714,9,21,6,9,0,3,7,117.3,384.2,144.4,410.6,94.5,391.1,153.4,404.2,171.3,263.2,418.2,46.2,333.09999999999997,122.1,105.9,113.4,149.2,387.5,337.9,407.8
20,125,000390,1953,1713,91,63,18,5,0,4,59,1538,1356,80,39,15,5,0,2,41,122.3,675.3,142.7,760.5,115.7,641,148.6,738.1,144.2,486,599.2,88.6,544.8,112,119.7,114.8,145.7,657.4,542.4,749.6
20,125,00040A,386,339,17,12,5,8,1,1,3,304,277,5,8,3,7,1,1,2,30.8,133.5,29.4,149.1,30.2,124.7,33.2,137.2,33.7,91.7,118.8,11.2,103.1,20.8,30.6,21.5,31.2,129.29999999999998,104.39999999999999,142.7
20,125,00040B,5,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,125,00040C,85,77,0,1,4,0,0,0,3,70,64,0,1,4,0,0,0,1,7,38,8,42,5,37,8,41,13,35,41,8,39,9,6,10,8,37.6,38.3,41.6
20,125,000410,496,460,7,5,4,0,0,0,20,374,347,4,3,4,0,0,0,16,37.4,180,48.4,224.1,37.9,173.2,50.3,216.9,50.3,146,175.5,37.1,160.9,43.4,37.7,43.4,48.7,174.9,160.9,220.5
20,125,000420,616,569,2,12,9,0,1,2,21,473,449,1,5,7,0,1,0,10,27.4,208.1,32,238,42.800000000000004,179.1,32,223.29999999999998,38.6,157.7,190.8,19.9,173.4,31.3,35.1,30.8,32,193.4,173.5,230.4
20,125,000430,294,228,2,9,26,0,0,0,29,219,180,2,5,19,0,0,0,13,21.2,91.6,21.2,100.7,21.2,88.7,21.2,95.6,21.2,78.5,86.4,18.5,83.5,18.5,21.2,19.3,21.2,90.1,83,98
20,125,00044A,894,771,15,39,40,6,2,0,21,722,631,11,26,29,6,2,0,17,101,292.1,114,319.90000000000003,98.1,268.2,114,296.9,113,217.7,266.9,87.89999999999999,244.7,98.1,99.60000000000001,99.4,114,280.4,243.20000000000002,308.5
20,125,00044B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,7.2,0,0,2.4,6.4,0,0,0,0,0,0,0,0,2.4,0,0,7.2
20,125,00044C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,125,000450,282,272,0,0,6,0,0,0,4,239,231,0,0,5,0,0,0,3,15.6,150.3,20.8,166.5,16.7,146.4,21.7,157.7,19.3,119.5,133.3,10.700000000000001,128.2,14.9,15.9,14.9,21.3,148,127.4,162.6
20,125,000460,908,829,17,30,14,1,0,4,13,709,656,9,17,11,1,0,2,13,54.9,312.5,62.3,374.1,57.1,286.3,68.9,354.5,73.3,233.7,283.6,47.2,269.9,54.9,56.2,58.6,65.5,300.5,263.1,363.2
20,125,000470,307,291,6,1,7,0,0,0,2,222,212,5,1,4,0,0,0,0,23.7,103.4,19.2,139.3,19.2,97.1,22.2,128.79999999999998,22.5,76.7,91.8,17.2,88.5,20.4,21,20.4,20.5,100.2,85.8,133.4
20,125,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,125,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,125,900030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,125,900040,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,7,0,0,6,4,0,0,2,0,0,0,1,1,5,1,0,5.5,0.3,0
20,125,900050,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,5,0,0,1,5,1,0,0,1,0,0,0,0.7,1,0,0,5
20,125,900060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,127,000010,770,676,2,80,1,1,0,0,10,578,519,1,52,1,1,0,0,4,71.2,166.6,84.5,204.9,50.1,192.3,99,179,95.6,96.4,139.7,73.2,120,81.9,60.8,82.5,91,178.2,119,191.2
20,127,000020,561,507,3,37,3,1,0,0,10,424,394,2,19,1,1,0,0,7,53.800000000000004,131,71.9,181.2,42.4,154.5,84.8,152.6,77.10000000000001,72.7,122.6,42.4,94.60000000000001,65.2,47.4,61.6,78.8,142.5,95.6,166.8
20,127,000030,849,828,3,13,0,2,0,0,3,704,688,3,9,0,2,0,0,2,130.8,239.7,148.8,291.8,90.6,318.9,163.9,264.7,196.5,119.7,212,126.5,178,151,110.4,158,156.4,279.9,170,278.2
20,127,000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,127,000050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,127,000060,98,97,0,0,0,0,0,0,1,80,79,0,0,0,0,0,0,1,6.6000000000000005,49.4,12.1,43,4.7,51.3,8.5,44.7,14.6,32.8,46.6,4.7,40,8,6.1000000000000005,8.5,9.6,49.6,40,44.1
20,127,000070,71,70,0,0,0,0,0,0,1,54,53,0,0,0,0,0,0,1,8,24.2,10.8,30.4,5.4,29.1,15.5,26.3,13.3,10.8,23.6,7.4,24.2,5.6000000000000005,6.1000000000000005,8.3,13.3,27,19.099999999999998,27.6
20,127,000080,302,291,0,7,0,1,0,0,3,239,230,0,6,0,1,0,0,2,34,121.6,45.2,138.7,23.900000000000002,143,55.5,120.8,47.800000000000004,70.2,99.1,32.2,91.3,36.8,27,37.9,48.5,131.70000000000002,86.2,129.6
20,127,000090,207,204,0,1,0,0,0,0,2,163,161,0,1,0,0,0,0,1,18.2,54.3,23.1,82.4,10.9,66.4,25.1,80.6,41.4,48.9,76,18.8,62.8,30.1,15.700000000000001,30.7,24.5,61.5,63,81.5
20,127,000100,720,699,1,6,6,1,1,0,6,615,603,0,5,3,0,1,0,3,119.3,235.4,156.6,258.8,62.6,288.2,175.3,233,166.4,140.5,237.3,94.2,185.7,134.1,91.9,131.4,167.3,261.7,186.7,245.9
20,127,000110,446,413,4,14,6,3,0,0,6,358,334,3,8,6,3,0,0,4,42.5,149.7,50.6,168.6,34.9,159.3,55.9,159.3,42.9,100.7,132.5,28.8,114.6,40.7,38,36.7,53.8,156.9,114.6,164.9
20,127,000120,236,209,0,23,0,0,0,0,4,177,164,0,11,0,0,0,0,2,17.1,89.1,17.1,94.5,10,94.30000000000001,20.7,90.4,24.9,60.3,88.5,15.8,76.8,23.5,14.200000000000001,22.9,18,90.7,76.1,92.2
20,127,000130,784,748,5,14,8,2,0,0,7,583,560,4,10,5,2,0,0,2,33.2,239,34.5,271.09999999999997,27.2,243.5,41.3,246,52.7,158.1,192.79999999999998,35.2,174.9,42.2,29.6,42.3,36.9,240.3,174.9,258.8
20,127,000140,102,102,0,0,0,0,0,0,0,78,78,0,0,0,0,0,0,0,6.7,36.5,5.1,50.1,6.7,36.5,6.7,46.5,10.3,23.5,31.2,6.7,27.9,7.5,6.7,7.8,6.4,36.5,27.8,47.6
20,127,000150,262,251,2,1,0,1,0,0,7,211,205,1,1,0,1,0,0,3,23.2,91.8,28,93.2,13.700000000000001,105.5,33.6,88,42.2,54.2,81.10000000000001,28,66.89999999999999,34.8,19.6,34.7,31.3,97.1,66.8,92.3
20,127,000160,206,199,1,5,1,0,0,0,0,158,155,1,1,1,0,0,0,0,17.3,68.6,21,73.3,10.4,84.2,24.4,69.9,36.8,48.4,72.4,16.5,63.4,23,15.100000000000001,24.3,23.2,76.3,62,71.7
20,127,000170,307,276,4,11,1,2,0,0,13,227,210,4,5,1,2,0,0,5,20.7,121.8,23.1,140,22.7,121.8,30.9,121.8,37.1,69.5,108.8,20.7,90.7,31.900000000000002,21.7,30.3,25.7,121.8,90.5,130.8
20,127,900010,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,127,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,129,000010,60,50,5,5,0,0,0,0,0,42,40,1,1,0,0,0,0,0,0,23.6,0.4,29.5,1.7000000000000002,25.2,0.4,31.1,2.6,21,23.6,1.7000000000000002,21.4,2.6,0.1,2.6,0.4,23.900000000000002,21.4,29.9
20,129,000020,68,53,0,14,0,0,0,0,1,49,42,0,6,0,0,0,0,1,8,29.2,8,31.2,8,26.3,9.8,29.599999999999998,4.9,24.7,26.3,5.5,24.7,6.9,8,5.5,8.4,27.5,24.9,29.9
20,129,000030,820,596,1,186,15,10,1,0,11,571,446,1,103,11,6,0,0,4,41.8,217.4,36.3,215.4,31.7,218.3,41.1,201.7,37.7,133.6,156,36.3,156,32.6,35.1,36.2,38.5,217.6,148.1,208.3
20,129,000040,738,511,2,198,1,15,0,0,11,537,390,1,129,1,13,0,0,3,29,197,35.9,214.3,17.3,204.4,35.9,196.2,37.8,141.5,169.2,29,163,31.1,23.1,31.3,35.9,201.8,158.6,205.6
20,129,000050,647,534,0,72,7,30,0,0,4,515,437,0,47,3,24,0,0,4,37.4,227,42.2,223.4,34.2,221.6,47.7,198.9,52.2,123.7,165.5,27.1,147.7,43.199999999999996,35.8,41.5,44.5,225.20000000000002,146.2,211.7
20,129,000060,14,11,0,3,0,0,0,0,0,11,9,0,2,0,0,0,0,0,0,9.9,0,8.1,0,9.9,0,8.1,0,7,7,0,7,0,0,0,0,9.9,7,8.1
20,129,000070,590,444,6,123,2,2,0,0,13,408,327,4,71,1,2,0,0,3,26.4,162.7,22.400000000000002,189.6,13.9,171.7,24.3,180.4,39.2,90.10000000000001,136.3,13.9,117.2,27.1,19.6,26.6,22.7,165.4,116.5,185.9
20,129,000080,122,116,0,2,1,3,0,0,0,84,81,0,1,1,1,0,0,0,2.9,50.1,2.9,44.9,0,51.9,5.5,40.6,4.7,33.6,37.300000000000004,3.8000000000000003,38.2,4.7,0.6,4.6000000000000005,4,51.3,36.5,42.1
20,129,000090,114,99,0,14,0,0,0,0,1,97,83,0,13,0,0,0,0,1,0.30000000000000004,54.8,0,49.4,0.30000000000000004,52.7,0,47.6,1.7000000000000002,32.4,34.8,0.30000000000000004,30.8,4,0.30000000000000004,1.7000000000000002,0,53.2,32.5,48.5
20,129,000100,60,52,0,6,0,0,0,0,2,46,41,0,3,0,0,0,0,2,2.1,25.1,2.1,30.1,0,27.099999999999998,2.1,30.6,2.1,18.9,22.3,0.7000000000000001,18.9,4.1,0.5,2.3000000000000003,2.1,25.5,20.400000000000002,30.6
20,131,000010,194,188,0,3,0,0,0,0,3,139,138,0,0,0,0,0,0,1,7.9,88.3,11.1,92.5,9,87.6,13.6,84.4,22,50.1,58.4,13.9,56.6,18.2,8.1,18.2,11.5,88.2,55.6,87.7
20,131,000020,408,390,1,8,0,2,0,3,4,267,258,0,4,0,2,0,2,1,12.3,189.2,9.5,222.3,9.5,192.4,17.8,212.8,22.8,142.6,168.1,11.200000000000001,160.2,17.2,11.3,17.2,13.200000000000001,190.3,156.79999999999998,216.6
20,131,000030,147,145,1,1,0,0,0,0,0,105,104,0,1,0,0,0,0,0,9,64.4,14,67.6,7,72.3,16.9,64.4,19.6,45.3,57,10.5,53.7,11.7,8.5,13.9,16.2,67.8,52.4,65.1
20,131,000040,164,163,0,0,0,0,0,0,1,114,114,0,0,0,0,0,0,0,10.9,73.5,13.1,106.8,6.4,79.8,18.3,96.3,27,45.6,63.2,15.9,55.5,23.3,9.5,22.1,14.200000000000001,77.8,55.4,101.2
20,131,00005A,420,382,6,13,4,4,0,0,11,310,288,4,7,3,4,0,0,4,33.4,124,33.4,141.1,35,128,37.2,125.2,63.2,62,106.9,39.5,93,44.2,34.4,49.3,34.5,125.4,87,132.7
20,131,00005B,17,17,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,1.2,8.8,1.5,10.3,1.6,8.2,1.6,9.8,3.1,4.5,7.7,1.4,6,2.9,1.4,2.5,1.6,8.5,6.1,10.1
20,131,00005C,75,75,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,25.1,4.1000000000000005,29,4.1000000000000005,24.099999999999998,5.9,23,14.1,13,26,5.1000000000000005,21,9,2,9.4,5.1000000000000005,24.5,19.9,26.1
20,131,000060,115,114,0,0,0,0,0,0,1,84,83,0,0,0,0,0,0,1,15.8,41.4,15.8,51.4,9.4,45.7,16.8,47.5,20.7,22.3,34.3,16.8,30.5,20.099999999999998,12.9,19.7,16.2,42.8,29.7,48.5
20,131,000070,238,233,1,1,0,0,0,0,3,164,160,1,1,0,0,0,0,2,17.9,79.7,17.9,99.9,10.3,82.1,17.9,97.7,33.2,49.2,71.7,19,59.8,25.4,15.200000000000001,25.8,17.9,81.1,59.8,99
20,131,000080,105,102,0,0,3,0,0,0,0,78,76,0,0,2,0,0,0,0,10.3,51.3,10.3,42.2,11,49.3,8.6,43.5,20.1,23.5,39,13,34.5,14.4,10.8,15.6,8.8,49.9,32,42.9
20,131,000090,199,184,0,1,2,1,0,0,11,143,138,0,0,2,1,0,0,2,16.9,58.9,16.9,69.1,18.6,58.9,19.8,62.7,16.9,34,45.5,20.5,37.4,26.1,17.5,20.5,18,58.9,38.6,65.8
20,131,000100,108,108,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,10.2,43.2,18.599999999999998,50.9,7.3,46.8,22.4,46.8,12.200000000000001,23.7,37.199999999999996,7.7,27.900000000000002,15.4,8.3,12.200000000000001,20.8,44.9,29.5,48.3
20,131,000110,123,120,0,0,1,0,0,0,2,89,88,0,0,1,0,0,0,0,7.6000000000000005,59.300000000000004,10.2,80.10000000000001,8.3,62.4,14.6,71.60000000000001,26.599999999999998,29.7,62.4,9.5,49.6,19.1,7.7,18.400000000000002,11.6,61.8,47.5,76
20,131,000120,358,350,0,2,4,0,0,0,2,239,233,0,2,2,0,0,0,2,24.7,191.2,32.5,223.7,34.7,178.1,34.6,214.3,67.4,97.2,167.3,28.6,130.20000000000002,61.7,28.2,52.5,34.3,186.5,131.1,221.3
20,131,000130,392,387,0,2,0,0,0,0,3,282,279,0,2,0,0,0,0,1,30.2,184.6,38.3,222.2,28.2,199.4,44.8,212.5,64.6,111.3,157.1,43.6,139.5,59.8,29.2,56.300000000000004,42.1,192.5,136.2,217.6
20,131,000140,261,254,1,6,0,0,0,0,0,195,191,1,3,0,0,0,0,0,19.5,140.6,26.5,167.2,11.2,154.5,32,157.5,44.7,89.2,123.5,20.1,105.8,35.3,15.7,33.9,29,147.6,105.8,161.9
20,131,000150,155,147,1,7,0,0,0,0,0,117,114,1,2,0,0,0,0,0,6.5,75.4,6.9,80.1,3.6,80.1,9.9,77.8,13.3,50.4,66.6,5,62.2,7.6,4.7,8.4,8.700000000000001,78.3,59.2,79.39999999999999
20,131,000160,105,102,0,0,0,0,0,0,3,78,78,0,0,0,0,0,0,0,3.2,58,6.5,67.8,7.3,53.3,12.1,59,14.3,35.8,54.5,4.3,46.8,8.8,5.4,8.8,8.7,55.4,45.8,63.4
20,131,000170,110,110,0,0,0,0,0,0,0,82,82,0,0,0,0,0,0,0,5.3,52.3,8.4,60.5,11.3,44.5,11.7,58.7,13.5,27.9,44.5,5.3,41,9.5,8.4,9.5,8.9,49.1,37.5,58.8
20,131,000180,106,100,0,2,1,1,0,0,2,92,88,0,1,1,1,0,0,1,5.6,51.6,8.200000000000001,58.7,7.7,56.7,10.7,56.7,15.9,40.4,55.2,10.7,42.8,21.9,6.7,15.9,9.3,54.1,46,57.5
20,131,000190,515,507,1,6,0,0,0,0,1,359,353,1,4,0,0,0,0,1,14,213.1,28.9,228,20.7,207.2,33.8,216.9,52.8,138.5,181,23.7,158.70000000000002,42.6,17.2,39.5,30.900000000000002,210.1,159.1,221.6
20,131,00020A,376,363,3,7,0,1,0,0,2,247,239,3,2,0,1,0,0,2,11.5,184.4,21.3,239.4,13.8,186.1,26.1,230.4,38.5,140.6,174.2,20.5,165.4,29.4,12.3,29.4,22.8,185.4,160.8,234.3
20,131,00020B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,131,00020C,40,32,2,0,3,0,0,0,3,22,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,131,000210,742,711,6,12,6,0,0,1,6,551,529,3,8,6,0,0,1,4,54.2,228.1,68.2,257.4,37.7,259.6,77.8,243.1,90,143.1,213.3,58.1,195.4,70.1,46.1,72.8,71.6,243.6,184.2,250.6
20,131,000220,695,667,4,5,2,2,0,0,15,493,480,2,4,2,2,0,0,3,49.6,256.6,68.5,294.7,35.1,279.6,76.1,279.6,88.9,180.8,239.2,49.6,212.4,75.2,41.9,71,72.1,267.4,211.2,286.9
20,131,00023A,675,659,7,3,0,0,2,0,4,539,528,5,3,0,0,0,0,3,49.800000000000004,262.9,52.6,269.7,39.1,282.2,52.6,261,101.6,182.29999999999998,251.7,53.5,232,63.7,44.2,73.1,52.6,272.1,222.4,266.1
20,131,00023B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,131,000240,452,428,7,6,5,1,0,0,5,340,325,6,4,2,1,0,0,2,36.8,142.2,49.8,162.1,33.4,154.2,49.8,156.2,41.9,89.10000000000001,121,32.3,108.2,43.8,34.8,39.6,49.8,148.5,106.5,158.8
20,131,000250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,131,000260,535,528,4,0,1,0,0,0,2,420,414,3,0,1,0,0,0,2,46.9,181.1,61,179.1,51.4,186,70.1,163,84,97.9,151.8,48.4,126,72.9,48.3,69,65,184.5,126,170.9
20,131,000270,673,660,1,9,1,1,0,0,1,560,553,1,3,1,1,0,0,1,88.3,346,114.1,368.4,77.4,363.1,124.3,339.1,155.5,204.5,308,99.6,237.6,152.2,82.9,135.5,117.4,355.3,250.5,352.9
20,131,000280,783,769,3,4,1,0,2,0,4,608,598,2,2,1,0,2,0,3,65.5,320.5,82.2,351.3,55.8,340.8,94.7,327.3,134.6,199.2,277.9,82.2,232.5,113.9,60.7,111.5,89.7,330.2,235.2,338.2
20,131,000290,380,365,1,10,0,0,0,0,4,282,272,1,8,0,0,0,0,1,27.1,174.8,38.3,198,26.1,188.6,44,195.1,44.1,135.4,169.4,23.5,153.3,39.2,26.7,36.3,41.5,180.9,152.8,196.9
20,131,000300,508,479,1,13,8,2,0,0,5,357,340,0,7,5,1,0,0,4,35.7,152.6,37.5,173.7,38.5,140.5,42.7,155.4,45.5,94.5,121.4,38.5,107.1,45.5,36.8,44.4,39,146.1,107.1,163.9
20,131,900010,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,131,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,131,900030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,133,000010,479,468,1,4,3,0,0,0,3,384,375,0,4,2,0,0,0,3,31.4,181.5,50.3,209.70000000000002,27.7,192,54.1,204.70000000000002,66,121.10000000000001,169.2,34.9,156.1,38.4,29.900000000000002,46.2,52.4,186.5,149.1,207.9
20,133,00002A,550,530,0,9,6,0,0,2,3,428,411,0,6,6,0,0,2,3,71.2,211,76.3,239,62.9,208.7,85.5,226.8,104.8,152.3,199.79999999999998,67.9,184.5,79.8,65.9,84.7,82,210.4,178.9,233
20,133,000030,472,441,0,14,6,4,0,0,7,372,355,0,6,6,2,0,0,3,54.6,185.8,69.3,200.6,57,173.6,74.4,183.6,85.4,131.4,161.3,62.6,153.9,62.6,55.6,70.6,72.4,179.2,148.8,192
20,133,000040,394,371,4,10,1,0,0,1,7,293,277,3,8,1,0,0,1,3,22.8,65.2,33,70.3,24.3,60.9,32.1,60.9,26.4,38.3,49.6,22.5,46.9,20.6,23.3,23,32.2,63.3,45.1,65
20,133,000050,1094,964,22,70,15,5,0,0,18,759,685,20,35,10,3,0,0,6,78.4,173.3,93.8,204.8,80,167.9,95.5,192.9,96,102.1,134.2,80,124.6,81.4,78.4,85.9,94.1,169.8,119.8,198.7
20,133,000060,1109,1009,17,43,6,12,0,0,22,781,717,13,26,5,9,0,0,11,79.2,276.6,113,258.6,84.6,258.3,121.9,242.20000000000002,107.2,166.6,209.5,81.8,187,90.9,82.5,93.1,117.1,267.5,187.6,250.5
20,133,000070,1868,1583,77,127,24,9,1,0,47,1433,1219,62,93,18,8,1,0,32,133.2,302,166.6,375,132.3,299,174.9,324,169.1,196.3,255.2,146.8,238.2,143.9,132.9,153.6,170.8,300.4,230.2,349.2
20,133,000080,711,673,5,20,5,0,1,0,7,563,539,4,12,3,0,1,0,4,101,204.7,121.1,207,83.5,210,126.9,187.1,123.8,117,168.7,93.9,148.1,104.1,92.6,107.7,124,207.4,144.7,197.2
20,133,000090,1234,1127,13,41,11,15,0,1,26,1013,951,10,20,9,12,0,1,10,187.9,389.8,209.8,448,149.1,421.1,219.2,414.8,243.1,305.2,405.5,166.8,373.2,183.1,168.2,197.4,214.5,405.4,361.2,431
20,133,000100,1114,969,19,89,8,20,0,0,9,836,737,16,61,5,11,0,0,6,123.1,207.1,139.1,242,100.8,220.1,136.6,218.4,130.9,151.9,191.8,108.8,168,124,112.1,121.3,138.4,213.29999999999998,170.3,230.2
20,133,000110,791,708,7,43,14,1,0,0,18,567,524,3,23,10,1,0,0,6,86.7,173.9,100,193.4,85.8,167.8,107,178.3,101.8,106.5,147,82.8,136.7,90.2,86.3,91.3,103.1,170.9,129.6,185.7
20,133,00012A,802,720,8,53,4,7,0,0,10,569,516,6,32,4,5,0,0,6,48.800000000000004,150.7,68.2,185.5,44.1,148.9,79.8,160,63.300000000000004,96.7,123,54,108.7,63,46.5,60.4,73.7,150,109,172.6
20,133,00012B,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,133,00012C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,133,000130,865,805,2,20,6,2,0,0,30,635,605,0,9,4,1,0,0,16,48.4,326,63.2,360.6,48.3,308.2,74,335.8,84.4,237.3,274.3,65.6,260.3,61,48,69.2,67,316.4,257.2,348.8
20,133,000140,778,736,0,29,11,0,0,0,2,559,528,0,20,9,0,0,0,2,72,187.5,63.5,220.1,63.2,193.8,79.1,187.5,93.4,119.1,173.4,63.5,155.9,61.6,66.5,72.3,69.7,191.1,149.8,203.7
20,133,000150,350,345,0,0,0,0,0,0,5,297,296,0,0,0,0,0,0,1,45.9,121.60000000000001,43.2,151.4,39.6,128.4,50.5,144.5,55.4,93,128.4,39.6,115,36,43.5,43.9,45.9,124.8,112.6,148.3
20,133,000160,371,349,0,17,0,1,0,0,4,296,284,0,8,0,1,0,0,3,53.8,109,67.6,131.5,58,109,69.5,124.1,84.6,58,82.8,68.7,71.2,72,56.800000000000004,74.9,68,109,71.2,129.6
20,133,000170,310,287,0,1,9,0,0,0,13,234,223,0,0,3,0,0,0,8,22.5,69.6,23.4,95.9,24.6,60.2,31.4,88.6,28.4,54.3,63.7,21.1,56.8,23.4,23.7,23.8,26.4,65.3,58.4,92
20,133,000180,934,899,0,22,2,2,0,0,9,693,669,0,13,2,2,0,0,7,71.9,317.1,85.3,347.7,84.8,300.7,89.1,328.1,143.4,182.3,246.2,106.2,233.2,106.2,77.3,118.4,86.10000000000001,309,220.3,336.9
20,133,000190,456,437,2,8,5,0,0,0,4,355,342,1,4,5,0,0,0,3,28.9,119.3,35.5,137,28.2,121,48.2,118.9,42.4,83.7,101.5,30.4,98.3,33.2,28.7,35.5,41.5,120.1,94.6,127.7
