state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_men,uss_18_rep_hug,uss_20_dem_boo,uss_20_rep_meh,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
34,009,40302,440,405,7,14,0,9,0,3,2,378,355,6,9,0,5,0,1,2,98.9,109.8,119.2,157.7,66.9,100.7,112.7,156.3,98.9,66.9,116.3,109.8,100.7,157,99.2,131
34,009,40303,509,484,3,12,0,5,1,0,4,453,433,3,9,0,4,1,0,3,124.10000000000001,187.1,142.7,189.1,94.9,165,135.2,187.5,124.10000000000001,94.9,139.7,187.1,165,188.1,124.5,181.5
34,009,40304,574,550,12,10,0,0,0,1,1,502,485,9,6,0,0,0,1,1,111.7,182.7,158,209.5,71.8,187.8,149.4,207.6,111.7,71.8,154.2,182.7,187.8,208.7,122.9,197.1
34,009,40305,483,468,1,8,0,2,0,0,4,445,435,1,4,0,2,0,0,3,136.6,142.4,140,186.1,118.9,149.4,133.1,183.8,136.6,118.9,136.8,142.4,149.4,185,133,164.9
34,009,40401,532,521,3,6,0,0,0,0,2,468,463,3,2,0,0,0,0,0,150.6,194,173.7,220.79999999999998,116.9,158.1,165.6,217.1,150.6,116.9,169.7,194,158.1,219.2,151.3,197.3
34,009,40402,431,419,5,6,0,0,0,0,1,378,369,4,4,0,0,0,0,1,99,161.7,140.4,178.5,75.6,156.7,134.1,175.5,99,75.6,137.1,161.7,156.7,177.2,113.3,167.1
34,009,40403,626,615,1,7,0,1,2,0,0,550,542,1,4,0,1,2,0,0,155,241.9,203.2,258.8,123.2,260,193.4,253.9,155,123.2,197.7,241.9,260,256.2,169,253.4
34,009,40404,710,680,5,15,0,2,0,0,8,602,588,3,7,0,2,0,0,2,197,264.1,224,284.6,136.8,244.8,213.1,279.3,197,136.8,218.1,264.1,244.8,281.9,191.9,268.1
34,009,40405,465,450,3,8,0,2,0,0,2,435,428,2,3,0,0,0,0,2,99.9,170.7,161.2,205.29999999999998,74.8,154,154.3,201.8,99.9,74.8,157.4,170.7,154,202.9,121.2,182.3
34,009,45001,403,379,1,20,0,0,0,0,3,364,349,1,13,0,0,0,0,1,101.8,157.8,120.7,169.5,76.2,143.2,115,163.1,101.8,76.2,117.7,157.8,143.2,166.79999999999998,102.8,158.5
34,009,45002,520,501,1,12,4,0,0,0,2,439,429,1,4,4,0,0,0,1,108,225.1,145.3,204.7,83,199.1,139,196.8,108,83,142,225.1,199.1,201,118.9,206.6
34,009,45003,641,627,0,10,0,4,0,0,0,576,563,0,9,0,4,0,0,0,134.9,279,191,268.3,70.4,246.3,181.9,257.7,134.9,70.4,185.4,279,246.3,263.2,145.1,262.6
34,009,45004,550,537,0,9,1,0,0,0,3,508,500,0,6,1,0,0,0,1,139.1,235.4,167.9,236.4,108.2,229.9,160.4,227.3,139.1,108.2,163,235.4,229.9,232.2,143.7,232.9
34,009,50001,428,405,0,22,0,0,0,0,1,366,354,0,12,0,0,0,0,0,80.3,122,109.8,141.2,51.8,108.5,98.4,142.7,80.3,51.8,104.3,122,108.5,142,84.4,128.8
34,009,50002,438,426,2,7,0,1,0,0,2,406,396,2,5,0,1,0,0,2,105.5,174.2,121.8,156,89,175.2,109.10000000000001,158.1,105.5,89,115.89999999999999,174.2,175.2,157.3,105.60000000000001,166.2
34,009,5001,593,561,0,24,2,2,0,0,4,535,513,0,16,2,2,0,0,2,153.1,208.5,171.5,242.1,91.39999999999999,226.2,155.2,250.9,153.1,91.39999999999999,163.1,208.5,226.2,247.1,143.2,232.1
34,009,5002,339,334,0,5,0,0,0,0,0,307,302,0,5,0,0,0,0,0,79,145.5,98.5,139.7,56.9,135.9,89.1,143.7,79,56.9,93.5,145.5,135.9,142.3,80.4,142.3
34,009,5003,402,397,1,0,0,0,0,0,4,373,371,1,0,0,0,0,0,1,95.2,163,119.5,168.9,74.5,157.6,107.89999999999999,174.5,95.2,74.5,113.5,163,157.6,171.9,98.9,165.70000000000002
34,009,55001,908,849,1,45,1,2,0,0,10,687,655,1,23,1,1,0,0,6,138.6,265.3,247.1,364.4,130.5,227,238.7,349.7,138.6,130.5,242.6,265.3,227,356.9,189.5,301.6
34,009,55002,769,737,0,16,0,9,0,0,7,610,589,0,9,0,8,0,0,4,191.8,278.1,219.8,323.5,156.1,239.9,211.7,310.59999999999997,191.8,156.1,215.7,278.1,239.9,317.4,194.8,288.1
34,009,55003,872,806,14,26,0,14,0,0,12,692,644,12,17,0,12,0,0,7,201,302.2,248.9,367,161.9,254.9,240.4,352.5,201,161.9,244.4,302.2,254.9,359.5,212.9,319.2
34,009,55004,854,798,8,26,1,16,0,0,5,709,676,7,15,1,9,0,0,1,163.1,379,255.1,376.2,139.1,353.1,246.4,361.1,163.1,139.1,250.6,379,353.1,368.8,200.9,367.40000000000003
34,009,55005,699,660,3,31,0,2,0,1,2,528,505,3,16,0,1,0,1,2,152.7,248.70000000000002,189.9,280,108.8,233.29999999999998,183.4,269,152.7,108.8,186.7,248.70000000000002,233.29999999999998,274.59999999999997,158.7,257.8
34,009,55006,871,836,2,16,1,4,0,0,12,685,663,2,10,1,4,0,0,5,214.9,284.8,246.5,363.5,172.9,228,238.20000000000002,348.9,214.9,172.9,242.3,284.8,228,356.1,217.9,306.2
34,009,55007,772,725,6,22,1,5,0,0,13,580,557,5,9,1,4,0,0,4,128.6,245.9,208.8,307.8,111.8,192,201.5,295.2,128.6,111.8,205.1,245.9,192,301.5,162.9,260.2
34,009,55008,1165,1094,11,32,5,5,0,0,18,843,809,6,14,5,4,0,0,5,178.5,338.8,303.1,447.4,138.1,289.1,293,429.2,178.5,138.1,298.1,338.8,289.1,438.09999999999997,228.1,375.9
34,009,55009,839,810,3,11,3,7,0,0,5,658,638,2,10,1,6,0,0,1,165.9,287.1,236.8,348.90000000000003,149,239,228.8,335.2,165.9,149,232.70000000000002,287.1,239,342,195.1,302.5
34,009,55010,838,805,3,12,2,6,0,3,7,605,594,2,5,1,2,0,0,1,197.9,301,217.7,320.8,145.1,268.1,210.4,308.3,197.9,145.1,214.1,301,268.1,314.6,192.9,299.6
34,009,55011,158,156,0,1,0,0,0,0,1,144,144,0,0,0,0,0,0,0,41.1,59.8,51.800000000000004,76.8,34.3,49.8,49.8,73.2,41.1,34.3,51.2,59.8,49.8,75.10000000000001,44.1,64.4
34,009,55012,1147,1113,5,10,1,6,0,0,12,811,789,5,8,1,3,0,0,5,216,414,291.8,430.2,169.9,340.9,281.8,413.2,216,169.9,286.7,414,340.9,421.7,239.7,399.5
34,009,55013,602,597,2,0,0,2,0,0,1,473,469,2,0,0,2,0,0,0,172.1,225.9,170,251,128.1,200,164.3,240.79999999999998,172.1,128.1,167.3,225.9,200,246,158.5,229.4
34,009,55014,766,736,6,11,0,5,0,1,7,582,559,5,10,0,4,0,1,3,161,283,209.5,308.6,142.9,245.1,202.3,296.3,161,142.9,205.9,283,245.1,302.5,179,283.3
34,009,55015,1113,1041,5,33,0,9,0,0,25,819,772,5,20,0,8,0,0,14,244.5,378.4,294.5,434.5,180.1,366.6,284.6,417.1,244.5,180.1,289.59999999999997,378.4,366.6,425.7,250.8,399.3
34,009,60001,559,448,58,31,8,2,0,0,12,481,387,56,26,4,1,0,0,7,208.2,129.2,240.5,148.6,181.7,137.4,237.1,137.5,208.2,181.7,239.2,129.2,137.4,142.3,216.5,137.8
34,009,60002,465,418,26,20,0,0,0,0,1,412,372,24,16,0,0,0,0,0,146.9,105,205.9,127.2,127,105,203.1,117.9,146.9,127,204.5,105,105,122.4,170.6,113.9
34,009,65001,603,569,9,16,0,0,0,0,9,498,482,7,7,0,0,0,0,2,107.1,181,132.8,227.9,73.6,158,131.7,194,107.1,73.6,132.4,181,158,211.70000000000002,111.6,190.4
34,009,75001,731,634,21,54,0,6,0,0,16,607,545,18,39,0,2,0,0,3,93.3,215.1,162.7,275.7,73,179.20000000000002,157.2,262.3,93.3,73,159.8,215.1,179.20000000000002,269.2,121.4,233.4
34,009,75002,798,697,21,66,2,8,0,0,4,643,573,15,45,2,5,0,0,3,150.2,244.20000000000002,172.2,291.90000000000003,121.3,197.7,166.3,278.5,150.2,121.3,169,244.20000000000002,197.7,285.6,152.8,253.2
34,009,75003,723,662,10,26,1,12,0,0,12,604,561,9,18,1,9,0,0,6,122.8,277,162.2,274.3,89.7,210.5,156.2,260.9,122.8,89.7,159.2,277,210.5,268.3,132.8,255.70000000000002
34,009,75004,580,534,2,31,0,5,0,0,8,500,473,2,20,0,3,0,0,2,114,230.8,134.4,226.9,98.3,177.79999999999998,129.1,216.2,114,98.3,132.1,230.8,177.79999999999998,222,118.6,212.7
34,009,75005,438,421,0,7,0,2,0,0,8,373,365,0,5,0,0,0,0,3,70.1,175.9,100.2,169.4,49,145.2,96.5,161.4,70.1,49,98.6,175.9,145.2,165.4,78.9,162.9
34,009,80001,1679,912,329,392,1,8,0,1,36,1348,794,265,262,1,7,0,1,18,283.7,199.6,363.3,257.6,173.1,181.9,321.4,219.9,283.7,173.1,341.5,199.6,181.9,238.9,284.5,214.6
34,009,80002,793,356,231,182,1,10,0,0,13,616,298,182,117,1,9,0,0,9,204.5,111.6,165.5,117.8,115.9,91,146.7,100.6,204.5,115.9,155.4,111.6,91,108.9,158.2,104.9
34,009,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,011,10001,1280,857,277,78,4,9,0,2,53,982,681,220,42,2,9,0,1,27,263.4,255.2,202.3,300.3,167.3,167.6,203.4,268.4,263.4,167.3,202.7,255.2,167.6,284.5,209.4,248
34,011,10002,852,669,128,43,1,1,0,0,10,647,528,87,25,1,1,0,0,5,116.1,191.5,132.9,197.6,124.2,169,134.1,176.6,116.1,124.2,133.5,191.5,169,187.1,127.5,183.9
34,011,10003,1435,1231,57,93,5,6,0,1,42,1054,934,41,50,5,4,0,1,19,138,266.7,217.6,323,84.7,183.6,218.4,288.3,138,84.7,217.8,266.7,183.6,305.1,164.5,265.7
34,011,10004,1611,1416,36,102,5,10,0,1,41,1183,1062,28,56,3,10,0,1,23,142.8,270.7,243.70000000000002,361.9,87.2,153.7,245.2,323.4,142.8,87.2,244.4,270.7,153.7,342.5,179.8,277.3
34,011,15001,3119,2134,350,439,63,42,0,13,78,2351,1732,256,244,52,25,0,9,33,524.9,761.4,639,910.5,391.7,607.4,628.1,850.2,524.9,391.7,633.6,761.4,607.4,880.1,545.3,783.5
34,011,20001,1014,928,32,33,2,4,0,1,14,850,791,27,18,2,2,0,0,10,93.10000000000001,342.7,142.4,378.8,86.8,264.1,150.7,352.3,93.10000000000001,86.8,146.8,342.7,264.1,365.7,118.4,334.5
34,011,20002,571,519,9,28,2,0,0,0,13,425,392,8,16,2,0,0,0,7,49.9,198.9,71,189.4,44.9,141.9,75.4,176.1,49.9,44.9,73.5,198.9,141.9,183,60.2,176.6
34,011,25001,2210,734,947,396,67,17,0,10,39,1990,638,884,352,57,14,0,10,35,199.6,278,626.6,278.5,131,176.1,622.7,252.20000000000002,199.6,131,624.7,278,176.1,265.4,395.1,246.1
34,011,25002,1508,223,1012,140,68,2,0,3,60,1166,184,798,83,64,2,0,3,32,547,34.7,365.7,162.2,407.4,33.7,363.4,146.7,547,407.4,364.4,34.7,33.7,154.4,421,93.9
34,011,25003,1574,1011,227,183,68,4,0,13,68,1237,866,149,112,63,3,0,6,38,167.2,259.2,389,173.1,152.9,248.2,386.8,156.9,167.2,152.9,388.2,259.2,248.2,164.7,273.8,209.6
34,011,25004,1003,80,699,89,80,2,2,0,51,784,69,547,60,73,2,1,0,32,556.4,38.3,246.20000000000002,113.5,361.7,26.2,244.6,103.2,556.4,361.7,245.3,38.3,26.2,108.2,352.09999999999997,70.2
34,011,30001,804,723,24,21,10,4,0,2,20,645,587,20,13,10,3,0,2,10,183.8,232.1,227.5,263.3,146.9,177.4,231.7,248.3,183.8,146.9,229.9,232.1,177.4,255.79999999999998,197.5,230.29999999999998
34,011,35001,1596,1316,85,121,17,11,0,0,46,1214,1027,71,71,15,5,0,0,25,248.79999999999998,500.7,289,518.4,173.1,422.2,298.6,490.5,248.79999999999998,173.1,293.8,500.7,422.2,504.6,251.9,483.1
34,011,35002,1295,1086,82,73,23,7,0,2,22,1044,901,59,40,21,5,0,2,16,214.1,358.1,248.5,446.3,147.5,299,257.3,422.2,214.1,147.5,252.5,358.1,299,434.1,216.9,381.5
34,011,35003,1680,1321,124,141,43,8,0,2,41,1365,1100,100,98,36,8,0,2,21,208.6,430.8,324.7,583.5,182.29999999999998,343.9,336,551.7,208.6,182.29999999999998,330.7,430.8,343.9,567.9,263,477.9
34,011,40001,3290,2512,295,374,30,13,1,0,65,2427,1908,205,239,26,11,1,0,37,370,821.4,468.3,1063.6,269.4,628,457.4,1013.1,370,269.4,462.8,821.4,628,1039.7,391.3,881.1
34,011,45001,1892,1747,45,66,4,7,0,1,22,1525,1419,38,42,3,6,0,1,16,245.9,529.8,110.6,257.8,197.1,441.7,113,240.6,245.9,197.1,111.8,529.8,441.7,249,167.3,367.7
34,011,45002,6084,2435,2692,853,12,19,2,13,58,5691,2099,2680,826,12,19,2,11,42,168.2,471.1,412,963.7,142,423.7,423.5,898.1999999999999,168.2,142,417.59999999999997,471.1,423.7,930.5,286.4,688.9
34,011,50101,1327,664,350,251,15,7,0,3,37,980,572,222,142,10,6,0,3,25,232.1,131.5,302.6,271,144.5,97.1,297.6,249,232.1,144.5,300.09999999999997,131.5,97.1,260,243.9,187.2
34,011,50102,1978,758,478,685,5,13,0,2,37,1307,641,268,366,3,12,0,2,15,376.2,183.1,403.5,361.1,245,113.10000000000001,397,331.7,376.2,245,400.4,183.1,113.10000000000001,346.7,355.5,247
34,011,50103,1460,913,263,202,17,15,0,1,49,1084,744,194,108,9,11,0,1,17,291.1,245.5,334.5,299.2,236.4,197.20000000000002,328.6,275.1,291.1,236.4,332,245.5,197.20000000000002,287.1,297.9,254.4
34,011,50104,1718,1461,91,131,6,9,1,0,19,1351,1190,68,72,6,8,1,0,6,362,574,417.3,373.3,295,494.1,410.40000000000003,343.09999999999997,362,295,413.9,574,494.1,358.5,371.1,446.09999999999997
34,011,50201,1675,666,533,379,20,6,4,5,62,1199,568,355,223,14,5,2,1,31,286.1,109,370,331.2,156.8,86,364.3,304.4,286.1,156.8,367.3,109,86,317.7,294.4,207.5
34,011,50202,1077,548,288,193,8,11,0,1,28,831,474,202,126,5,9,0,0,15,252.79999999999998,149.1,256.5,229.4,142.1,92.9,252.5,211,252.79999999999998,142.1,254.5,149.1,92.9,219.9,226,170.3
34,011,50301,1620,540,629,361,11,13,0,1,65,1028,436,350,205,4,9,0,0,24,236.6,72.4,317.40000000000003,284,143.6,45.8,312.6,261,236.6,143.6,315.2,72.4,45.8,272.6,252.7,165.9
34,011,50302,994,858,59,51,4,12,0,0,10,833,732,50,35,4,8,0,0,4,207.6,264.9,257.3,230.4,148.79999999999998,222.1,253.1,211.4,207.6,148.79999999999998,254.9,264.9,222.1,220.9,217,232.2
34,011,50303,698,414,156,100,3,6,0,0,19,545,358,99,63,3,6,0,0,16,151.6,60.4,168.3,150.7,83.5,39,165.6,138.4,151.6,83.5,167.1,60.4,39,144.3,142.4,96.9
34,011,50401,1907,647,717,473,14,11,2,0,43,1300,505,472,279,11,11,2,0,20,324.09999999999997,87,401.40000000000003,359.4,155.9,71,394.8,330,324.09999999999997,155.9,398.7,87,71,344.8,319.1,211.9
34,011,50402,1885,918,503,356,10,37,0,14,47,1271,732,282,194,6,27,0,8,22,329.2,241.1,392.7,351.2,231.1,199.7,386,322.7,329.2,231.1,389.59999999999997,241.1,199.7,337.2,334.9,278.8
34,011,50403,1884,1129,382,306,6,32,0,1,28,1489,956,294,190,5,25,0,0,19,422.1,263.1,459.4,411.4,263.1,174.3,452.2,377.9,422.1,263.1,456.1,263.1,174.3,394.6,399.5,307.1
34,011,50501,2035,1660,143,149,12,30,0,0,41,1590,1339,98,99,11,22,0,0,21,325.1,445.2,490.8,439.1,254.1,337.9,482.8,403.5,325.1,254.1,487.3,445.2,337.9,421.3,389,406.3
34,011,50502,1147,751,197,146,7,12,0,0,34,810,572,124,85,4,9,0,0,16,189,171,250,223.7,127,110.7,246.2,205.79999999999998,189,127,248.29999999999998,171,110.7,214.5,203.20000000000002,177.9
34,011,50503,2606,1991,262,231,11,29,0,0,82,2019,1627,187,145,10,21,0,0,29,505.6,724.3,623.6,557.5,402.6,537.2,613.6,512.4,505.6,402.6,618.9,724.3,537.2,534.6,536.3,582.9
34,011,50504,1482,1321,49,64,8,18,0,1,21,1189,1075,42,37,7,14,0,0,14,228.2,407.2,367.2,328.59999999999997,200.8,325,361.3,302,228.2,200.8,364.5,407.2,325,315.3,289.4,340.7
34,011,50505,1643,1444,53,82,13,26,0,1,24,1306,1162,41,55,13,22,0,1,12,284.09999999999997,551,403.3,360.7,227,426,396.8,331.5,284.09999999999997,227,400.2,551,426,346,327.7,417.40000000000003
34,011,50506,1264,1037,75,79,7,42,0,2,22,936,791,59,40,5,26,0,1,14,251.1,346,288.9,258.6,196,273.1,284.2,237.5,251.1,196,286.6,346,273.1,248.1,255,278.7
34,011,5101,5325,251,898,4090,16,33,1,1,35,3379,211,578,2534,10,26,1,1,18,344.9,35.8,668.2,202.2,209.6,30.7,645.9,178.9,344.9,209.6,657.2,35.8,30.7,190.5,466.9,111.5
34,011,5201,827,79,408,305,8,6,0,1,20,594,69,300,201,5,3,0,0,16,183.79999999999998,18.8,117.5,35.7,99.1,11.8,113.5,31.6,183.79999999999998,99.1,115.6,18.8,11.8,33.8,128.5,24.4
34,011,5202,1713,56,1197,389,16,3,0,5,47,1099,42,810,211,7,3,0,1,25,470.1,16,217.4,65.6,268.1,26.2,210.1,58.4,470.1,268.1,213.6,16,26.2,62,291.5,41.8
34,011,5203,4853,892,3015,870,15,18,0,7,36,4371,882,2680,757,9,18,0,7,18,249.1,7.8999999999999995,864.5999999999999,261.59999999999997,134,5.8999999999999995,835.8000000000001,231.8,249.1,134,850.2,7.8999999999999995,5.8999999999999995,246.9,520.9,126.7
34,011,5301,827,585,97,116,6,7,0,3,13,649,503,58,69,4,5,0,2,8,152.1,196.1,128.3,39,118.2,161.7,123.7,34.5,152.1,118.2,125.7,196.1,161.7,36.4,130.4,107.7
34,011,5302,1900,523,514,796,14,15,1,5,32,1525,476,457,547,12,12,1,5,15,164.9,71.9,301.6,91.2,111.9,51.1,291.4,80.9,164.9,111.9,296.6,71.9,51.1,86,217.6,73.8
34,011,5303,1243,348,313,545,10,7,0,0,20,866,313,212,320,6,7,0,0,8,187.6,88.6,171.4,53,105.6,62,165.6,46.800000000000004,187.6,105.6,168.3,88.6,62,50,157.79999999999998,62.4
34,011,5304,1496,439,306,686,12,5,0,2,46,1036,372,216,408,11,2,0,2,25,333.9,74,204.8,61.9,168.1,52.6,197.9,54.9,333.9,168.1,201.8,74,52.6,58.5,226.5,60.8
34,011,5305,1738,281,773,598,19,6,0,0,61,1076,218,488,320,14,4,0,0,32,248.9,128.9,212.9,64.3,203,125,205.7,57.1,248.9,203,209.5,128.9,125,60.5,217.5,93.7
34,011,5401,1289,536,195,504,10,15,0,1,28,897,460,123,284,8,13,0,0,9,230.1,157.2,177.4,54.2,142.1,128,171.6,47.8,230.1,142.1,174.5,157.2,128,50.7,179.8,96.6
34,011,5402,1624,442,450,647,22,18,2,1,42,1162,369,335,402,21,12,0,1,22,468.09999999999997,99.7,229.79999999999998,69.9,280.1,81.3,222.2,61.5,468.09999999999997,280.1,225.6,99.7,81.3,65.7,300.2,78.10000000000001
34,011,55001,516,471,9,21,7,1,0,0,7,407,378,6,15,5,1,0,0,2,68,177,90.9,177,52.8,138,90.9,166.9,68,52.8,90.9,177,138,171.9,75.5,164.9
34,011,5501,2514,485,451,1500,14,8,0,7,49,1622,406,283,899,11,5,0,3,15,301.8,107.2,321.1,97.1,169.7,70.9,310,85.8,301.8,169.7,315.4,107.2,70.9,91.6,275.6,90.1
34,011,60001,1431,1264,64,63,17,4,0,2,17,1134,1016,52,36,15,4,0,1,10,197,486.4,242.4,586.3000000000001,145.5,426.3,241.7,567,197,145.5,242.1,486.4,426.3,576.6,206.5,516.9
34,011,65001,1819,1263,321,142,10,35,0,0,48,1406,1041,213,81,10,31,0,0,30,321.2,538,385.4,553.9,215.2,395.9,376.9,530.9,321.2,215.2,381.5,538,395.9,542.3,324.4,504.7
34,011,65002,2383,1439,469,343,25,36,0,2,69,1688,1155,282,175,17,29,0,0,30,407.8,446.7,463,664.4,268.3,393.9,452.7,636.9,407.8,268.3,457.5,446.7,393.9,650.7,397.7,535.5
34,011,65003,1675,1311,109,147,25,51,0,2,30,1334,1084,80,90,15,47,0,1,17,241,413.7,365.4,525.3,212.9,348.9,357.9,503.5,241,212.9,361.59999999999997,413.7,348.9,514.4,294.4,447.7
34,011,65004,1783,1517,54,90,10,80,0,3,29,1435,1257,40,47,8,65,0,1,17,365.8,653.7,393.4,564.8,275.8,546.2,384.6,541.7,365.8,275.8,388.9,653.7,546.2,553.4,354.7,576.3
34,011,70101,1843,1178,217,389,11,4,0,4,40,1429,978,166,254,10,4,0,1,16,318.4,343.9,477,358.2,234.1,263.1,460.8,324.2,318.4,234.1,468.9,343.9,263.1,340.9,372.8,322.5
34,011,70102,1942,1240,116,545,11,5,1,1,23,1529,1051,92,361,9,3,1,1,11,378,368.9,510.7,383,263,289.9,493,347,378,263,501.7,368.9,289.9,364.9,411.2,347.09999999999997
34,011,70103,1511,1039,124,303,4,23,0,1,17,1215,882,91,204,4,21,0,1,12,265.1,333.1,405.8,304.4,180.1,226.2,392.2,275.40000000000003,265.1,180.1,399,333.1,226.2,289.7,310.59999999999997,284.6
34,011,70104,1238,495,174,546,5,2,0,1,15,951,418,131,391,4,2,0,1,4,338.1,163.9,317.7,238.2,218.9,144.9,306.90000000000003,215.7,338.1,218.9,312.1,163.9,144.9,227,295.40000000000003,190.5
34,011,70105,1720,650,208,802,14,16,0,1,29,1364,593,172,560,9,13,0,1,16,384.7,159.9,455.7,341.6,240.9,94.1,440.1,309.3,384.7,240.9,448.2,159.9,94.1,325.5,380.3,226.2
34,011,70106,1859,827,357,632,2,9,0,0,32,1421,708,269,416,1,9,0,0,18,426.2,244,474.6,355.59999999999997,326,187.1,458.3,322.2,426.2,326,466.5,244,187.1,339,421.4,277.2
34,011,70201,1195,223,219,712,6,5,1,0,29,856,197,166,465,3,5,1,0,19,281.1,71.1,285.5,214.7,183.9,51.9,276.4,193.9,281.1,183.9,280.9,71.1,51.9,204,256.8,132.9
34,011,70202,1032,286,142,580,0,12,0,1,11,786,245,110,411,0,10,0,0,10,281,128.9,262.5,196.8,209,96,253.7,178.5,281,209,257.9,128.9,96,187.8,251.6,150.2
34,011,70203,1565,425,366,738,8,6,0,7,15,1177,374,267,509,8,5,0,6,8,411,190.1,393.2,294.7,300,143,379.9,267,411,300,386.7,190.1,143,280.5,371.1,223.7
34,011,70204,1793,110,261,1350,0,36,0,6,30,1229,105,209,864,0,27,0,5,19,312,40.9,410.6,307.59999999999997,181.1,27,396.6,278.8,312,181.1,403.5,40.9,27,293.2,325,163.4
34,011,70205,1870,982,268,537,8,42,0,1,32,1429,845,178,357,6,29,0,1,13,460,282,477.4,358,312.9,225,461.2,324.3,460,312.9,469.3,282,225,341.2,427.9,297.3
34,011,70206,1715,365,281,1023,4,9,0,0,33,1224,317,195,688,4,7,0,0,13,461.2,145.9,408.7,306.5,306.1,100.8,395,277.6,461.2,306.1,401.6,145.9,100.8,292.1,392.59999999999997,207.7
34,011,70301,1503,85,193,1190,1,10,0,0,24,1060,77,137,827,1,7,0,0,11,306.1,70,354,265.4,219,37.1,342.1,240.3,306.1,219,348.2,70,37.1,252.8,305.2,153.2
34,011,70302,1551,90,183,1244,6,16,0,2,10,1047,71,125,833,3,8,0,2,5,205.1,39,349.8,262.40000000000003,121.8,14.9,338,237.4,205.1,121.8,344.2,39,14.9,249.9,253.5,138.5
34,011,70303,1565,70,96,1363,8,17,0,0,11,1080,65,66,925,5,11,0,0,8,224,40.1,360.7,270.3,136.2,23.3,348.5,244.8,224,136.2,354.8,40.1,23.3,257.5,267.2,144.8
34,011,70401,2275,1189,276,702,5,61,0,6,36,1710,940,198,501,5,44,0,2,20,526,416.9,571.3,428.2,406,307.2,551.7,387.7,526,406,561.4,416.9,307.2,407.8,513.3,384.9
34,011,70402,1794,452,312,974,5,16,0,2,33,1288,372,222,658,3,11,0,2,20,386.2,129.8,430.2,322.5,257.7,107.3,415.8,292,386.2,257.7,423.2,129.8,107.3,307.4,372.4,213.2
34,011,70403,1456,125,246,1049,1,6,0,7,22,1022,114,177,713,1,4,0,2,11,328.2,81,341.4,256,197.9,53,329.9,231.7,328.2,197.9,335.7,81,53,244,299.2,155.4
34,011,70404,1159,629,159,354,2,3,3,0,9,916,538,121,245,2,2,3,0,5,315.9,198,305.9,229.4,217.2,161.9,295.5,207.70000000000002,315.9,217.2,300.5,198,161.9,218.4,283.8,199.5
34,011,70405,1486,572,213,646,2,38,0,0,15,1207,499,168,498,2,28,0,0,12,436.2,163.20000000000002,403.09999999999997,302.1,312,147,389.4,273.6,436.2,312,396.2,163.20000000000002,147,287.8,385.2,221.7
34,011,70406,1656,1067,195,341,0,16,0,7,30,1366,942,160,230,0,11,0,7,16,312.9,267,456.4,342.09999999999997,237.1,213.2,440.7,309.7,312.9,237.1,448.5,267,213.2,326,361.7,283.1
34,011,70407,1416,730,166,486,4,11,0,0,19,1080,623,112,322,2,7,0,0,14,303,298,360.8,270.3,227,239.9,348.3,245,303,227,354.5,298,239.9,257.7,309.9,263.4
34,011,70501,1093,248,175,659,1,1,0,0,9,790,227,122,436,1,1,0,0,3,262.9,77.7,263.9,197.7,174.1,77.7,254.9,179.1,262.9,174.1,259.40000000000003,77.7,77.7,188.4,238.9,133.1
34,011,70502,1016,476,105,392,4,19,5,1,14,791,410,81,274,4,15,2,0,5,263,161.9,264.4,198,181,147.1,255.2,179.4,263,181,259.8,161.9,147.1,188.8,240.8,171.6
34,011,70503,1743,304,446,949,4,7,0,4,29,1168,282,262,602,4,6,0,1,11,408,52,390.09999999999997,292.3,236,39.099999999999994,376.9,264.9,408,236,383.5,52,39.099999999999994,278.7,352.8,162
34,011,70504,1772,139,373,1223,2,14,0,0,21,1179,129,242,787,2,11,0,0,8,331.1,84,393.9,295.09999999999997,193.8,35,380.3,267.1,331.1,193.8,387,84,35,281.3,324.8,170.4
34,011,70505,1155,547,221,363,3,13,0,1,7,903,461,174,249,3,11,0,1,4,293.1,152.8,301.8,226,227,118.1,291.2,204.8,293.1,227,296.5,152.8,118.1,215.70000000000002,278.1,175.5
34,011,70506,754,415,47,249,3,27,0,3,10,574,338,33,176,3,17,0,3,4,172.1,140,191.7,143.7,160.9,111.1,185.2,130.2,172.1,160.9,188.6,140,111.1,137,177.5,131.4
34,011,70601,1507,1114,84,252,0,44,0,1,12,1165,900,59,169,0,31,0,0,6,321.8,412.8,389.3,291.8,283,348,375.8,264.1,321.8,283,382.5,412.8,348,277.9,342.3,329.1
34,011,70602,1971,1253,172,375,7,107,0,3,54,1485,1028,109,240,3,73,0,1,31,338.20000000000005,433,496,371.7,272.1,367.8,479.1,336.6,338.20000000000005,272.1,487.5,433,367.8,354,396.4,377.3
