state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_18_dem_men,uss_18_rep_hug,uss_20_dem_boo,uss_20_rep_meh,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
34,037,110010,1236,1121,16,71,3,16,0,1,8,935,854,11,50,2,13,0,1,4,199.20000000000002,418.5,270.3,418,147,305.8,266.9,400.2,199.20000000000002,147,268.5,418.5,305.8,409.09999999999997,220.79999999999998,385.6
34,037,110011,874,799,9,49,0,6,2,0,9,651,606,6,28,0,4,2,0,5,97,274,188.1,291.3,110,239,185.8,278.8,97,110,186.8,274,239,285,145,271.1
34,037,110012,1788,1618,22,104,2,20,1,0,21,1322,1227,13,59,1,14,1,0,7,232.5,570.9,381.9,591.2,224.2,448.6,377,565.4,232.5,224.2,379.6,570.9,448.6,578.4,304,544.2
34,037,110013,853,757,29,53,0,5,0,0,9,618,561,17,35,0,3,0,0,2,133.9,279.09999999999997,178.70000000000002,276.3,116.2,241.89999999999998,176.20000000000002,264.5,133.9,116.2,177.5,279.09999999999997,241.89999999999998,270.6,151.2,265.5
34,037,110014,1084,968,26,70,1,3,0,0,16,815,751,17,37,1,2,0,0,7,129.70000000000002,300.3,235.5,364.5,115,219.2,232.7,349,129.70000000000002,115,234.4,300.3,219.2,357.1,177.9,308.5
34,037,110015,1258,1182,6,58,0,3,0,2,7,940,900,4,32,0,1,0,1,2,159.9,392,271.2,419.90000000000003,148,290.3,268.1,402.2,159.9,148,269.5,392,290.3,411.5,211.6,376.8
34,037,110016,1027,915,16,74,1,10,1,6,4,783,713,9,45,1,9,1,2,3,113.2,370.9,226.4,350.2,100.2,275.6,223.1,335.3,113.2,100.2,224.9,370.9,275.6,342.6,165.9,333
34,037,110017,994,913,6,61,2,5,0,0,7,790,736,3,43,2,4,0,0,2,213.7,278.3,228.1,353,174.8,201.4,225.2,337.9,213.7,174.8,226.7,278.3,201.4,345,210.3,293
34,037,110018,1950,1691,25,163,2,30,2,2,35,1547,1378,21,107,2,22,2,2,13,305.6,434.5,446.9,691.8,241.5,302,441.5,661.7,305.6,241.5,444.1,434.5,302,676.7,359,522.2
34,037,110019,1045,939,8,73,2,4,1,5,13,769,706,6,48,1,0,1,2,5,124,355.8,222.1,343.90000000000003,116.1,259.1,219.5,328.9,124,116.1,220.9,355.8,259.1,336.5,170.20000000000002,322
34,037,110020,1382,1255,32,73,2,7,0,0,13,1006,917,29,46,2,6,0,0,6,212.2,424.6,290.8,449.7,201.4,333.7,286.8,430.5,212.2,201.4,288.8,424.6,333.7,440.2,247.9,409.6
34,037,115001,16,15,0,0,0,0,0,0,1,14,13,0,0,0,0,0,0,1,4,8.1,3,8.1,1.1,5.1000000000000005,3,8.1,4,1.1,3,8.1,5.1000000000000005,8.1,2.8,7.4
34,037,120001,968,897,22,30,1,8,0,0,10,733,691,12,20,1,4,0,0,5,124.10000000000001,340.2,175,387.4,103.3,268.3,176.6,369.1,124.10000000000001,103.3,175.6,340.2,268.3,378,144.6,341.3
34,037,120002,1444,1317,10,92,2,9,0,0,14,1123,1030,9,64,2,6,0,0,12,151.9,594.1,267.4,593.6,114.6,433.2,270.1,566,151.9,114.6,268.8,594.1,433.2,579.8,201,546.6
34,037,120003,1712,1592,9,72,0,16,0,0,23,1271,1202,8,42,0,11,0,0,8,199.1,660.9,302.8,672,192.2,528.9,306,640.6999999999999,199.1,192.2,304.6,660.9,528.9,655.9,250,625.7
34,037,120004,1749,1573,12,125,1,17,0,0,21,1309,1198,8,80,1,9,0,0,13,198.2,523.4,311.7,691.8,186.1,377.4,314.8,659.6,198.2,186.1,313.4,523.4,377.4,676,252.7,563.3
34,037,120005,1657,1556,14,58,3,13,0,2,11,1252,1187,12,33,3,9,0,1,7,223,567.1,298,661.7,182.1,454.1,301.1,631,223,182.1,299.7,567.1,454.1,646.1,250.5,579.1
34,037,120006,1051,945,22,61,0,10,0,2,11,795,734,16,32,0,7,0,2,4,151.1,358,189.6,420.2,123.9,304.2,191.3,400.8,151.1,123.9,190.5,358,304.2,410.3,163.9,370.9
34,037,120007,1499,1319,34,93,0,19,0,1,33,1120,1017,23,53,0,15,0,1,11,196.1,482.2,266.7,592.1,166.9,373.9,269.5,564.1,196.1,166.9,268.3,482.2,373.9,578.3000000000001,224.6,503
34,037,120008,1278,1169,3,63,0,20,0,0,23,920,845,3,44,0,17,0,0,11,161,446.1,219,486.2,135.9,343,221.4,463.79999999999995,161,135.9,220.1,446.1,343,474.90000000000003,184.3,434.8
34,037,15001,841,788,2,33,2,9,0,1,6,649,612,2,20,2,7,0,1,5,137,277.4,188.8,282.3,117.5,227.9,193.7,264.3,137,117.5,191.3,277.4,227.9,273.1,159.4,262.4
34,037,20001,1457,1296,28,60,0,56,1,7,9,1117,1005,21,43,0,41,0,3,4,239.3,447.5,381,548.5,168.2,366.3,369.2,534,239.3,168.2,375.2,447.5,366.3,541.3,289.5,474.3
34,037,20002,1404,1278,11,64,0,32,0,4,15,1090,1016,10,40,0,20,0,0,4,246,491.8,371.8,535.7,217.2,378.1,360,521.3,246,217.2,365.90000000000003,491.8,378.1,528.5,298.4,482
34,037,20003,1276,1190,5,58,0,13,0,0,10,940,882,3,41,0,9,0,0,5,289,451.7,320.9,461.9,239.2,392.5,310.3,449.6,289,239.2,316.1,451.7,392.5,455.7,289.5,439
34,037,20004,1251,1124,28,80,0,8,0,0,11,970,889,18,52,0,5,0,0,6,220.4,432.3,329.7,474.6,187.8,353.6,319.6,462.1,220.4,187.8,324.7,432.3,353.6,468.2,264.5,430.5
34,037,20005,1138,1019,19,50,1,37,0,2,10,832,756,10,37,1,22,0,1,5,178.9,390.1,284,408.8,165,290.7,274.9,397.9,178.9,165,279.4,390.1,290.7,403.2,225.8,372.1
34,037,20006,1824,1646,22,105,1,27,0,2,21,1253,1142,15,67,1,19,0,2,7,352.1,626.2,427.4,615.1,271.7,491.3,413.6,599.2,352.1,271.7,420.4,626.2,491.3,607.1,366.2,582.9
34,037,25001,1415,1298,17,67,0,9,0,0,24,1121,1044,14,45,0,5,0,0,13,206.3,500.40000000000003,290.3,581.1,172.5,401.3,288.5,553.6,206.3,172.5,289.6,500.40000000000003,401.3,567.8,239.5,509
34,037,25002,1272,1216,14,26,2,3,0,0,11,1048,1012,10,19,2,3,0,0,2,199.9,454.9,271.6,543,166.5,351,269.2,518,199.9,166.5,270.7,454.9,351,530.6,226.4,466.6
34,037,25003,1232,1172,8,32,1,11,0,1,7,967,927,4,22,1,10,0,1,2,180.7,483.4,250.6,501,154.4,399.5,248.4,477.8,180.7,154.4,249.7,483.4,399.5,489.5,208.4,465.2
34,037,25004,1646,1538,14,51,0,23,0,0,20,1262,1186,13,35,0,19,0,0,9,254.20000000000002,636,326.9,653.8,210.6,529.2,324.3,623.6,254.20000000000002,210.6,326,636,529.2,639.5,278.9,610.8
34,037,30001,1432,1275,13,99,0,25,0,0,20,1147,1025,10,75,0,20,0,0,17,219.1,464.7,285.6,455.4,162,385.1,285.6,435.8,219.1,162,285.6,464.7,385.1,445.7,237.9,435.2
34,037,30002,1687,1449,29,150,9,18,0,0,32,1293,1133,17,98,9,18,0,0,18,175,407.09999999999997,322,513,133,312,322,491.5,175,133,322,407.09999999999997,312,502.40000000000003,238.1,431
34,037,30003,1926,1638,53,146,3,45,0,2,39,1486,1287,37,105,3,32,0,2,20,289,503.1,370.2,589.8,220,392.2,370.2,564.7,289,220,370.2,503.1,392.2,577.5,312.2,512.4
34,037,35001,778,732,0,23,0,13,0,0,10,571,544,0,16,0,8,0,0,3,125.10000000000001,294.90000000000003,181.1,312.1,115.7,263.9,177,309.1,125.10000000000001,115.7,179.2,294.90000000000003,263.9,310.6,149.6,294.90000000000003
34,037,35002,1113,1013,16,57,0,16,0,1,10,864,793,12,39,0,13,0,1,6,194.6,472,274,470.4,159.2,382.9,267.7,465.8,194.6,159.2,270.6,472,382.9,467.8,223.9,447.6
34,037,35003,753,695,0,34,0,17,0,0,7,577,540,0,22,0,11,0,0,4,142.29999999999998,235,181.9,304.5,112.3,196.70000000000002,178.2,300.6,142.29999999999998,112.3,180,235,196.70000000000002,302.3,153.7,259.1
34,037,35004,793,763,1,13,3,12,0,0,1,542,520,0,12,1,8,0,0,1,128.79999999999998,280.5,172,296.1,101.10000000000001,248.70000000000002,168.2,293.4,128.79999999999998,101.10000000000001,170,280.5,248.70000000000002,294.8,142.5,279.7
34,037,40001,1303,1171,12,69,1,33,0,0,17,968,886,9,44,1,22,0,0,6,193.4,437.2,309,551.9,149,333.2,306.5,528.9,193.4,149,307.3,437.2,333.2,540,239.8,463.3
34,037,40002,1168,1061,18,63,0,18,0,0,8,775,708,15,35,0,13,0,0,4,204.7,408.40000000000003,247.3,441.90000000000003,169.4,376.5,245.4,423.4,204.7,169.4,246.5,408.40000000000003,376.5,432.8,216.6,412.4
34,037,40003,687,640,7,30,0,6,0,0,4,489,454,5,22,0,6,0,0,2,95.3,274.1,155.9,278.7,81,251,154.9,267.2,95.3,81,155.3,274.1,251,272.9,121.6,267.7
34,037,40004,443,415,5,11,0,3,0,4,5,348,323,4,10,0,3,0,4,4,56.9,206.9,111,198.4,50.1,174,110.3,190.2,56.9,50.1,110.5,206.9,174,194.5,82,192.5
34,037,45001,1310,1123,14,112,0,31,0,7,23,993,879,8,71,0,26,0,4,5,222.6,432.8,292.8,410.9,175.8,324.8,309,380.4,222.6,175.8,301.1,432.8,324.8,395.9,250.2,387.2
34,037,45002,1967,1732,43,113,6,35,0,2,36,1547,1375,35,81,3,31,0,2,20,323.8,462.3,456.1,640.2,269,390.1,481,592.8,323.8,269,468.5,462.3,390.1,616.5,382.4,521.5
34,037,50001,1743,1652,10,62,0,10,0,3,6,1347,1282,6,44,0,9,0,3,3,277.3,578,392,649.6,239.1,517.3,392,617.9,277.3,239.1,392,578,517.3,634.2,325.3,590.1
34,037,50002,1480,1386,11,60,0,14,0,0,9,1139,1071,9,40,0,13,0,0,6,238.8,495.2,331.4,549.4,208.1,414.59999999999997,331.4,522.3,238.8,208.1,331.4,495.2,414.59999999999997,536.2,277.5,495.2
34,037,50003,904,833,13,37,1,7,0,0,13,699,649,10,29,1,4,0,0,6,136.1,311.59999999999997,203.5,337,122,240.2,203.5,320.4,136.1,122,203.5,311.59999999999997,240.2,328.6,166.2,302.4
34,037,50004,1069,976,7,41,2,31,1,0,11,918,850,6,31,2,24,0,0,5,212.2,356.9,267.1,442.7,160,299,267.1,420.9,212.2,160,267.1,356.9,299,431.6,226.6,379.7
34,037,5001,606,534,5,46,2,8,0,1,10,478,434,4,28,2,8,0,0,2,92.5,172.3,135.3,205.5,82.1,137.3,131.1,193.4,92.5,82.1,133.4,172.3,137.3,199.3,110.1,177.1
34,037,55001,1461,1206,59,96,2,83,0,3,12,1200,1019,38,69,2,65,0,1,6,270.3,482.6,388.7,582.3000000000001,260.6,468.8,383.7,563.4,270.3,260.6,386.5,482.6,468.8,572.8,325.7,524.3
34,037,55002,993,875,20,39,0,48,0,3,8,808,722,11,26,0,39,0,3,7,209,404,262.2,392.59999999999997,136.1,327.9,258.8,380.1,209,136.1,260.2,404,327.9,386.3,216.5,376.1
34,037,55003,1304,1220,4,57,3,14,0,1,5,1016,958,4,42,2,8,0,1,1,255.1,449.9,329.7,493.8,230.9,372.2,325.2,478.2,255.1,230.9,327.3,449.9,372.2,486,285.1,448.5
34,037,55004,1280,1190,13,42,1,17,1,0,16,999,942,9,26,1,10,1,0,10,205.2,416.8,323.7,485.3,179.3,333.1,319.7,470.2,205.2,179.3,321.6,416.8,333.1,477.3,256.9,426.1
34,037,55005,837,770,8,42,0,6,0,4,7,629,584,7,29,0,3,0,3,3,123.1,294.3,203.8,305.9,109.1,247.8,201.2,296,123.1,109.1,202.2,294.3,247.8,300.6,159.4,286
34,037,55006,935,740,43,103,0,29,0,3,17,721,589,35,68,0,19,0,1,9,181.1,290,233.9,350.4,184.1,205,230.7,339.2,181.1,184.1,232.2,290,205,344.6,207.4,296.3
34,037,55007,1403,1198,53,78,2,46,0,5,21,1090,951,41,46,2,36,0,1,13,204.8,349.5,353.4,529.7,171.1,261.9,348.90000000000003,512.7,204.8,171.1,351.2,349.5,261.9,521.1,269.7,413.6
34,037,60001,1423,1151,56,159,2,35,0,1,19,1099,913,45,105,0,28,0,1,7,219.3,429.8,324.4,445.6,157.7,347.1,319.8,420.8,219.3,157.7,322.3,429.8,347.1,433.2,255.1,410.8
34,037,60002,929,818,10,72,3,23,0,0,3,767,685,10,53,1,15,0,0,3,148.2,307.3,226.6,310.8,134.8,276.4,223.1,293.9,148.2,134.8,224.9,307.3,276.4,302.6,182.9,297.2
34,037,60003,1495,1247,35,155,0,39,0,1,18,1160,985,23,109,0,31,0,1,11,210.1,383.1,342.5,470.2,192.1,278,337.7,444.1,210.1,192.1,340,383.1,278,457.4,270.5,393.8
34,037,60004,1311,1140,28,86,0,32,1,0,24,1038,927,17,55,0,27,1,0,11,211.9,461.1,306.6,420.5,212.8,373.2,302.2,397.7,211.9,212.8,304.6,461.1,373.2,408.8,258.3,413.1
34,037,60005,1129,943,32,119,2,18,0,1,14,842,709,25,85,2,13,0,1,7,184,293.9,248.2,341.3,146.1,231.20000000000002,245.3,322.7,184,146.1,246.6,293.9,231.20000000000002,332.1,205.9,297.3
34,037,60006,1681,1356,46,197,0,59,1,0,22,1327,1105,33,125,0,51,1,0,12,316.90000000000003,434,391.8,538,231.8,367.8,386.5,508.3,316.90000000000003,231.8,389.40000000000003,434,367.8,523,331.8,462.4
34,037,60007,1201,1052,17,100,1,23,0,0,8,926,827,14,63,1,19,0,0,2,177.8,315.4,273.4,375.5,145.8,235.5,269.7,354.5,177.8,145.8,271.4,315.4,235.5,364.6,216.4,320.40000000000003
34,037,60008,1485,1176,50,228,0,21,1,1,8,1131,921,43,147,0,16,1,0,3,250.9,402.8,333.8,458.4,210.2,315.8,329.4,433.5,250.9,210.2,331.5,402.8,315.8,446,280.5,402.7
34,037,60009,909,712,25,142,1,11,0,3,15,715,573,21,98,1,10,0,2,10,164.8,257.8,211,290,124,185.9,208.2,273.9,164.8,124,209.8,257.8,185.9,282,177.1,251.8
34,037,60010,1374,1131,33,161,0,29,0,4,16,1070,915,23,102,0,24,0,0,6,235.5,451.09999999999997,315.8,433.7,194.4,332,311.5,410,235.5,194.4,313.7,451.09999999999997,332,421.9,264.4,406.5
34,037,60011,1360,1079,45,183,2,24,0,5,22,1047,868,27,116,1,22,0,2,11,167.8,274.7,308.8,424.3,127.1,220.2,305.1,401.2,167.8,127.1,307.09999999999997,274.7,220.2,413,227.2,330.3
34,037,60012,850,685,24,112,0,20,0,0,9,636,531,20,66,0,15,0,0,4,157.2,256,187.9,257.8,113.9,195,184.9,243.7,157.2,113.9,186.5,256,195,250.6,160.8,237.9
34,037,65001,705,661,0,32,0,3,0,2,7,556,529,0,20,0,2,0,2,3,113.9,291,146.3,293.1,100,249.7,150.9,284,113.9,100,148.7,291,249.7,288.6,127.7,279.6
34,037,65002,1000,936,11,42,0,1,0,2,8,754,713,8,28,0,0,0,2,3,132.2,381.2,198.29999999999998,397.5,99.1,322.9,204.6,385.1,132.2,99.1,201.5,381.2,322.9,391.3,158.5,371.8
34,037,65003,833,723,25,55,0,15,0,0,15,635,559,20,38,0,11,0,0,7,114.5,293.3,167.1,334.6,108.3,254.8,172.2,324.1,114.5,108.3,169.79999999999998,293.3,254.8,329.4,140.5,301.7
34,037,70001,1140,1051,17,35,0,13,0,3,21,878,822,9,25,0,8,0,0,14,138.1,420.8,194.1,391.3,118.1,341,192.3,372.1,138.1,118.1,193.1,420.8,341,381.9,160.5,381.40000000000003
34,037,70002,1028,931,21,49,5,6,0,0,16,804,736,18,34,4,6,0,0,6,114.4,340.6,177.7,359.1,98.2,291.6,176.1,340.7,114.4,98.2,176.8,340.6,291.6,350.3,141.3,333.4
34,037,70003,1679,1410,45,162,1,20,0,3,38,1289,1115,29,114,1,14,0,1,15,213.9,374.9,284.8,575.2,159,340.09999999999997,282.2,546.9,213.9,159,283.2,374.9,340.09999999999997,561.1,235.1,459.3
34,037,75001,1349,1054,75,152,7,39,1,1,20,1155,934,58,111,7,33,1,1,10,174.7,247.3,336.8,337,152.6,198.1,336.6,310.3,174.7,152.6,336.7,247.3,198.1,323.7,250.2,273.2
34,037,75002,1852,1247,168,338,6,36,0,3,54,1343,971,99,220,4,27,0,3,19,263.9,260.3,391.7,392.1,202.3,216.4,391.3,361,263.9,202.3,391.6,260.3,216.4,376.8,312.2,307.4
34,037,75003,1515,1316,19,144,4,18,0,1,13,1274,1119,17,114,3,15,0,1,5,249.2,314,371.5,371.8,202,268.9,371.2,342.5,249.2,202,371.3,314,268.9,357,298.4,324.2
34,037,75004,1496,1162,58,162,4,88,0,5,17,1102,886,33,99,1,71,0,2,10,324.4,417.3,321.3,321.5,271.3,356.5,321.1,296.1,324.4,271.3,321.2,417.3,356.5,308.7,309.6,348
34,037,75005,853,705,21,87,6,24,1,0,9,654,559,14,59,2,17,0,0,3,135.8,192.7,190.5,190.7,100,143.6,190.5,175.8,135.8,100,190.5,192.7,143.6,183.2,154,175.6
34,037,75006,932,773,20,104,0,28,1,0,6,773,659,16,71,0,25,1,0,1,184.9,195.2,225.5,225.8,146,151.2,225.1,208,184.9,146,225.3,195.2,151.2,217,195.3,195
34,037,80001,1166,1054,8,74,1,14,4,0,11,867,795,4,48,1,13,2,0,4,188,357.3,248.7,384.9,160.9,273,251.8,364,188,160.9,250.2,357.3,273,374.7,212.4,344.90000000000003
34,037,80002,1244,1130,0,77,0,30,0,0,7,953,875,0,51,0,24,0,0,3,165.2,387.2,273.4,423,147.1,298,277.2,400.1,165.2,147.1,275.4,387.2,298,411.5,215.8,377.5
34,037,85001,1998,1885,8,68,1,11,0,4,21,1549,1474,3,43,1,10,0,3,15,285.3,753.6,420.40000000000003,778.6,263.4,619.6,421.3,772.6999999999999,285.3,263.4,421,753.6,619.6,775.6,347.3,730.7
34,037,90001,2078,1889,15,110,0,41,0,1,22,1396,1271,10,71,0,34,0,0,10,376.90000000000003,626.7,572.6,685.9,299.9,548,537.6,698,376.90000000000003,299.9,555.2,626.7,548,691.9,446.5,639.8
34,037,90002,1052,974,14,43,2,9,0,0,10,798,744,9,30,2,5,0,0,8,258,302.1,327.2,392.2,242.9,260.1,307.09999999999997,399,258,242.9,316.9,302.1,260.1,395.4,283.7,338.3
34,037,90003,1798,1566,32,108,1,60,0,1,30,1226,1090,21,64,1,43,0,0,7,363.2,591.6,501.2,602.5,261.3,489.8,471.2,612.5,363.2,261.3,486.5,591.6,489.8,607.6,399.5,573.9
34,037,90004,1026,964,1,41,0,9,0,0,11,747,703,1,28,0,8,0,0,7,182.29999999999998,285.7,306.4,367.09999999999997,161,254.1,287.7,373.5,182.29999999999998,161,297.1,285.7,254.1,370.5,234.3,320.2
34,037,90005,1329,1253,4,46,0,13,0,2,11,976,925,3,31,0,10,0,1,6,329.2,420.2,400.40000000000003,479.6,272.2,343.9,375.9,488,329.2,272.2,388.2,420.2,343.9,483.70000000000005,344.5,432.9
34,037,90006,1103,989,0,68,0,30,0,0,16,748,693,0,36,0,16,0,0,3,230.9,346,306.9,367.7,192,303,287.9,374,230.9,192,297.4,346,303,370.8,254.3,347.7
34,037,90007,1531,1301,15,137,2,45,2,3,26,1122,976,10,86,1,35,2,1,11,338.9,543.9,460.2,551.5,258.8,467.8,432.2,561,338.9,258.8,446.3,543.9,467.8,556.1,372.5,530.7
34,037,90008,1295,1191,2,66,1,27,1,0,7,943,868,2,46,1,22,1,0,3,245.9,429.2,386.7,463.4,207,368.2,363.1,471.5,245.9,207,374.6,429.2,368.2,467.3,301,433.2
34,037,90009,1080,999,7,40,0,17,0,4,13,788,740,5,21,0,13,0,4,5,236.9,365.9,322.9,387.2,209.1,302,303.5,394,236.9,209.1,313.3,365.9,302,390.7,268.3,362.2
34,037,90010,995,891,4,69,0,18,0,0,13,843,760,4,52,0,17,0,0,10,217.1,276.9,345.7,414.2,174.1,260.1,324.8,421.5,217.1,174.1,335.3,276.9,260.1,418,265.2,343.1
34,037,90011,1495,1332,14,72,4,55,0,1,17,995,880,12,47,4,44,0,1,7,303.9,469.09999999999997,408,488.90000000000003,253,433,383.2,497.5,303.9,253,395.8,469.09999999999997,433,493.1,337.1,472.3
34,037,90012,2266,1884,67,169,1,119,0,6,20,1509,1271,35,104,1,89,0,3,6,378.6,730.1,618.8,741.7,316,610.6,581.3000000000001,754.5,378.6,316,600.1,730.1,610.6,748.3,473.3,709.7
34,037,90013,1636,1510,10,48,1,34,0,1,32,1132,1057,6,33,1,24,0,1,10,340.8,542.1,464.20000000000005,556.4,285.90000000000003,442,436,566,340.8,285.90000000000003,450.20000000000005,542.1,442,561.5,381.8,526.5
34,037,90014,1038,972,2,37,0,13,0,1,13,807,770,2,21,0,7,0,1,6,277.6,408.2,331.2,396.7,241.6,375.7,310.8,403.5,277.6,241.6,321.3,408.2,375.7,400.2,290.1,395.7
34,037,95001,906,756,20,100,0,7,0,2,21,678,587,13,60,0,6,0,2,10,201.9,319,252.2,260.5,156.9,248.4,243,253.2,201.9,156.9,247.8,319,248.4,256.9,213.5,270.2
34,037,95002,1005,909,5,51,0,28,0,0,12,760,703,5,31,0,19,0,0,2,286.9,399.1,282.9,291.3,205.6,292.3,272.6,283.7,286.9,205.6,278,399.1,292.3,287.2,262.5,316.6
34,037,95003,1699,1442,28,156,0,48,0,7,18,1352,1168,25,108,0,35,0,5,11,258.2,319.90000000000003,503.29999999999995,518.5,224.3,236.79999999999998,484.8,504.20000000000005,258.2,224.3,494,319.90000000000003,236.79999999999998,511.5,367.40000000000003,394.79999999999995
34,039,100101,893,824,5,24,0,20,0,4,16,625,589,3,12,0,14,0,0,7,333.9,167.1,414,190.1,287.90000000000003,197,381.4,225.6,333.9,287.90000000000003,397.6,167.1,197,207.8,354.4,195
34,039,100102,1221,1104,9,40,0,49,1,1,17,777,709,6,23,0,32,1,1,5,428.7,235,514.6,236.2,341.8,263.1,474.2,280.4,428.7,341.8,494.5,235,263.1,258.3,439.8,253.8
34,039,100103,1246,878,80,87,2,164,0,3,32,845,608,55,54,2,114,0,1,11,419.9,197.8,558.8,256.7,348.59999999999997,203.1,515.1,304.7,419.9,348.59999999999997,536.9,197.8,203.1,280.59999999999997,460.8,240.5
34,039,100104,1621,1460,17,57,0,74,0,0,13,1068,976,14,33,0,45,0,0,0,482.6,331.8,707.1,324.7,368.7,338.5,651.6,385.9,482.6,368.7,679.1,331.8,338.5,355.3,552.6,345.2
34,039,100105,1011,884,17,44,0,46,0,0,20,687,609,13,28,0,31,0,0,6,409.1,240,454.8,208.9,275.9,234.8,419.2,248.1,409.1,275.9,436.8,240,234.8,228.5,389.9,233
34,039,100106,974,878,0,43,0,26,1,4,22,615,565,0,22,0,24,1,1,2,333.9,165.9,407.3,186.9,342,198.9,375.3,222.1,333.9,342,391.2,165.9,198.9,204.4,364.5,193.5
34,039,100107,751,682,5,28,0,25,0,1,10,547,498,5,18,0,21,0,1,4,191.9,114,362.2,166.2,229.9,157.1,334,197.5,191.9,229.9,347.9,114,157.1,181.70000000000002,279.40000000000003,158.79999999999998
34,039,100201,1253,906,118,156,0,59,0,1,13,946,693,93,112,0,42,0,1,5,389.5,174,567.6,305.7,298,220,520.9,349.7,389.5,298,544.4,174,220,327.8,444.2,262.4
34,039,100202,1390,1292,12,27,0,52,0,2,5,953,889,9,17,0,33,0,1,4,541.3,295.3,571.8,308.3,475,310,524.8,352.1,541.3,475,548,295.3,310,330.4,528.3,316.4
34,039,100203,905,804,9,31,4,53,0,1,3,753,676,9,27,4,35,0,1,1,230.1,245,451.8,243.4,193.8,210.8,414.6,278.3,230.1,193.8,433.2,245,210.8,260.9,322.6,244.29999999999998
34,039,100204,1280,1179,15,26,0,39,0,7,14,810,741,12,18,0,32,0,3,4,442,255,486,261.8,349.1,288,446.2,299.3,442,349.1,466,255,288,280.6,430.8,275.8
34,039,100205,1591,1434,9,45,0,78,0,0,25,1000,910,6,26,0,49,0,0,9,465.7,353.9,600,323.2,359,364.1,550.6,369.5,465.7,359,575.2,353.9,364.1,346.2,493.9,352.7
34,039,100206,996,930,9,26,0,15,0,3,13,638,597,7,17,0,11,0,1,5,307.5,194.5,382.8,206.3,263,201.1,351.2,235.8,307.5,263,367,194.5,201.1,221.1,326.2,209.5
34,039,100301,725,565,21,80,4,41,0,0,14,576,466,16,52,2,32,0,0,8,209.9,114,328.1,158.9,160.9,101.9,310.7,169.79999999999998,209.9,160.9,319.3,114,101.9,164.3,252.5,136.1
34,039,100302,849,778,3,31,0,17,0,0,20,548,511,2,15,0,14,0,0,6,338.9,154,312.1,150.9,277,176.9,295.7,161.6,338.9,277,303.9,154,176.9,156.2,305.9,160.8
34,039,100303,1037,620,210,125,0,53,4,6,19,766,453,171,85,0,40,4,3,10,374,141.1,435.7,211.4,349.7,133.8,412.8,226.1,374,349.7,424.2,141.1,133.8,218.9,393,178.4
34,039,100304,1214,957,49,63,1,120,0,6,18,863,697,39,36,1,79,0,3,8,384,241,491.5,238.20000000000002,347.9,219,465.5,254.5,384,347.9,478.6,241,219,246.3,422.3,238.3
34,039,100305,1240,1087,1,41,0,97,0,1,13,850,757,1,22,0,67,0,1,2,373,268.9,484.3,234.3,296.1,280.9,458.5,250.5,373,296.1,471.4,268.9,280.9,242.2,402.90000000000003,258.6
34,039,100306,1177,951,21,70,0,108,0,1,26,919,755,21,45,0,86,0,1,11,344.6,211,523.6,253.4,277.5,210.1,495.7,270.7,344.6,277.5,509.7,211,210.1,262.1,410.40000000000003,236.29999999999998
34,039,100307,1238,1045,16,70,0,86,0,0,21,891,772,12,45,0,58,0,0,4,364.3,241,507.5,245.8,314.7,225.1,480.7,262.7,364.3,314.7,494.40000000000003,241,225.1,254.2,416.8,243.9
34,039,100401,1945,1544,137,137,3,76,0,1,47,1422,1135,110,99,3,54,0,0,21,640.9,300.8,754.5,380.8,544.8,297,707,416.9,640.9,544.8,730.8,300.8,297,399.1,661.8,348.7
34,039,100402,1551,1249,96,77,0,98,0,4,27,1065,855,80,47,0,69,0,2,12,535,295.1,565.1,285.4,486.9,323.8,529.9,312.2,535,486.9,547.5,295.1,323.8,298.4,529.3,304.1
34,039,100403,1322,1168,11,49,0,73,3,0,18,954,866,5,27,0,52,2,0,2,556.1,248,506.2,255.3,438.9,262,474.49999999999994,279.7,556.1,438.9,490.3,248,262,267.5,493.90000000000003,261.5
34,039,100404,1402,1152,52,59,1,117,1,1,19,1036,868,43,39,1,80,1,0,4,389.8,255.1,549.8,277.5,313.9,255.1,515.3,303.8,389.8,313.9,532.4,255.1,255.1,290.9,442.3,272.9
34,039,100405,1484,1258,18,56,5,122,0,2,23,1063,917,13,30,2,88,0,2,11,433.9,363,564.3,284.6,400.9,378,528.9,311.7,433.9,400.9,546.5,363,378,298,481.8,333.7
34,039,10101,1018,925,1,63,1,17,0,0,11,771,706,1,46,1,14,0,0,3,174.9,414.9,223.2,389.09999999999997,143.9,358,218.9,378.7,174.9,143.9,221.3,414.9,358,383.59999999999997,190.3,385.4
34,039,10102,1015,836,39,78,0,50,0,2,10,805,668,32,59,0,39,0,2,5,202.9,394.1,233.1,406.5,139,318.9,228.4,395.6,202.9,139,230.6,394.1,318.9,401,200.9,378.8
34,039,10103,1043,824,30,113,0,63,0,2,11,866,704,26,81,0,51,0,2,2,208.9,276.2,250.7,437.3,172,249.2,245.6,425.4,208.9,172,248.2,276.2,249.2,431.3,219.3,346.9
