state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,pre_20_dem_bid,pre_20_rep_tru,uss_16_dem_lea,uss_16_rep_mil,uss_18_rep_zup,gov_16_dem_min,gov_16_rep_sco,gov_18_dem_hal,gov_18_rep_sco,gov_20_dem_zuc,gov_20_rep_sco,atg_16_dem_don,atg_16_rep_buc,atg_18_dem_don,atg_18_rep_wil,atg_20_dem_don,atg_20_rep_pai,sos_18_dem_con,sos_18_rep_pai,sos_20_dem_con,sos_20_rep_pai,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
50,025,VD2023,3639,3236,72,95,11,131,1,17,76,3013,2704,60,74,8,104,1,12,50,1396,202.9,1708.4,247.4,1350.6000000000001,228.7,146.4,1359.3,345.5,1146.5,363.3,1118.7,738.9,1297,248.4,1319.7,162.1,1463.9,220.1,1261.4,161,1416.3,217,1350.9,1242.4,1426.6,256.3,208.3,355.7,1349.2,273.5
50,025,VD203,530,519,0,1,2,4,0,0,4,395,386,0,0,2,3,0,0,4,169.2,67.8,216.7,96,175.9,78.4,61.1,165.8,114.3,112.9,96.9,126.8,189.2,175,80.9,143.8,63.9,197.7,86.8,133,66.7,175.9,94.8,171.9,129.9,179.2,85.6,72,116.8,162.6,91.4
50,025,VD204,1124,1074,5,18,0,9,0,1,17,937,900,4,14,0,6,0,1,12,409.1,279.5,613.3,295.5,430.9,276.2,204.9,357.1,393.6,258.7,363,261,629.5,368.1,303.3,366.8,236.7,530.6,306.8,374.8,242,533.5,284.1,390.7,333.6,484.6,313.6,262.5,378.2,409.7,318.2
50,025,VD205,1864,1787,6,21,1,27,0,4,18,1536,1485,4,14,1,19,0,4,9,795.8,212.8,1033.3,280.9,820.8,232.3,153.6,753,348.4,635.1,336.4,609.6,662,764.1,265.3,794.9,175.7,916.3,248.5,747,175.7,898.9,252.9,783.4,725.8,864.7,264.9,209.9,360.8,797.1,278.9
50,025,VD206,679,656,2,7,0,3,0,0,11,553,540,1,4,0,1,0,0,7,210.3,130.7,263.6,128.6,212.2,136.6,79.7,144.2,236.20000000000002,120.8,175.9,104.2,291.1,187.9,150.5,182.7,101.8,234.2,105.2,187.9,97.6,222.5,123.4,188.3,164.2,206.2,163.8,113.10000000000001,162.4,188.1,145.9
50,025,VD207,2121,2053,10,24,1,4,0,3,26,1689,1654,5,10,1,1,0,2,16,719.2,274.4,975.6,344.7,773.8,255.6,162.3,729.1,368.3,624.5,350.6,565.9,699.2,729.1,283.5,766.1,190.7,899.4,291.9,722.6,198,852.6,283.5,736.9,704.4,823.4,296,225.2,404.2,759.3,308.7
50,025,VD208,728,705,4,6,1,1,0,0,11,600,585,2,3,1,1,0,0,8,202.2,182.9,273.1,192.7,210.3,161.7,105.3,204.9,191.9,161.7,159.8,156.8,279.8,195.6,169.4,211.2,119.4,244.7,180,202.2,124.7,238.4,161.7,203.29999999999998,191.6,228.6,176.7,126.7,203.7,209.6,169.7
50,025,VD209,1035,973,6,17,6,4,0,2,27,810,770,4,10,6,4,0,1,15,310.4,132.3,405,149.5,308.7,139.9,90.1,255.5,226.1,189.5,163.79999999999998,210.9,340.3,306.4,143.5,267.9,92.2,356.1,151,253.5,96.8,351.1,148.1,295.6,237.7,330.8,161.1,109.6,196.8,292.3,157.1
50,025,VD210,1769,1718,6,18,1,12,0,0,14,1431,1402,4,11,1,9,0,0,4,517.9,303,744.7,347.5,530,318,235.9,387.6,521.5,311.4,454.3,313.5,753,482.3,334.7,503.9,241.9,614.7,313.40000000000003,498.1,257.3,577.3,326.6,478.8,437.3,563.2,369.7,296.5,435.3,498.6,367.1
50,025,VD211,1078,1016,11,23,5,10,2,0,11,927,881,7,17,3,8,2,0,9,431.4,90.3,527.4,93.5,435.3,89.2,35.8,410.3,137.3,386.6,114.7,368,254.3,415.1,94.5,418.4,57,464,89.2,421.9,57,467.3,78.6,422.7,409.7,456.9,102.6,66,128.8,431.4,99
50,025,VD212,1726,1657,8,19,7,6,0,5,24,1403,1356,5,11,5,6,0,2,18,652.9,208.5,842.6,261.6,685.7,218.4,150.5,644.3,314.4,498,304.3,471.9,581.2,645.9,232.3,628.3,169.8,752.1,228.5,607.6,177.2,722.7,228.5,657,577.7,697.9,243.5,200.1,324.6,649.4,256.2
50,025,VD213,2702,2514,37,77,4,16,2,4,48,2265,2122,36,57,4,12,2,3,29,995.9,176.79999999999998,1238.5,235.5,992.7,197.4,127,953.7,293.7,865.7,281.5,808.2,595.1,923.2,207.1,980.1,125.1,1091.8,194.1,895.6999999999999,132.8,1055.3,198.5,967.3,913,1049.4,219.9,166.3,306,981.8,229.4
50,025,VD214,5282,4971,31,93,12,38,6,3,128,4118,3925,22,60,9,25,4,0,73,1314,575.7,1702.7,716.5,1400.5,503.1,349.3,1229,810,832.9,696.7,806.2,1509.4,1323.4,556.1,1156.9,362.7,1453.1,613.5,1123.4,381.6,1405.9,596.4,1315.4,1038.5,1342.9,611.5,448,858.2,1248.2,639.5
50,025,VD215,216,213,0,0,1,0,1,0,1,178,175,0,0,1,0,1,0,1,64.9,50.4,118.5,67.60000000000001,60,55.6,42.1,45.1,77.3,37.7,78.3,53.8,134.8,53.3,59.5,70.2,47.5,106.8,68.3,71.2,45.1,106.2,64.9,55.3,60.1,96.60000000000001,60.699999999999996,53.4,83.3,71.5,66.7
50,025,VD216,1232,1177,6,25,1,8,0,1,14,994,952,3,22,1,6,0,1,9,411.59999999999997,175.5,553.3,191.8,408,180,119.2,349.6,267.4,304.3,241,284.4,417.2,401.4,185.7,412.6,132.7,482.3,175.8,395.59999999999997,131.6,445.3,170.8,393.2,370.9,441.7,201.6,155.7,238.5,403.6,198.8
50,025,VD217,2206,2098,13,49,5,11,0,2,28,1705,1647,9,26,2,6,0,1,14,492.3,486.3,717.8000000000001,548.8,504.6,501.5,351.59999999999997,387,673.7,281.3,543.9,276.5,889.8,463.5,511.6,449.4,367.7,615.8,476.2,417.9,369,581.7,469.5,462,382.4,547.6,543.7,407.1,595.7,471.7,515.1
50,025,VD218,900,873,11,5,0,0,1,0,10,706,687,5,5,0,0,1,0,8,199,137.4,324.8,159.6,222.6,127.2,107.7,188.4,186.2,143.3,162,144.3,323.8,209.7,135.4,199.7,103.4,286.4,142.4,196.4,107.7,265.7,146.4,205.4,179.6,255,146.1,120.2,193.5,215.5,153.6
50,025,VD2191,223,214,1,1,0,0,0,0,7,175,171,1,0,0,0,0,0,3,40.9,26,59,26,48,23,13,40.1,36,27,29.099999999999998,32,52.9,47,26,38,15,52.1,29.9,43,14,49,32,44,36,48.2,27.7,17.7,35.2,43.2,26.8
50,025,VD2192,2955,2805,12,48,17,21,0,3,49,2315,2235,5,23,13,16,0,0,23,955.6999999999999,324.2,1239.1,401.09999999999997,996.4,318.8,216.5,915.5,463,818,385.6,743.6,822.3,946.7,350.6,953.2,231.6,1103.4,342.8,895.3,242.9,1067.4,351.9,953.5,889.7,1038.1,364.2,268,478,965.9,371
50,025,VD220,1357,1326,4,8,2,1,1,0,15,1054,1034,4,4,2,1,1,0,8,282.8,285.2,396.8,339.7,311.5,261.3,171.8,253.1,359.9,203.3,262.3,189.7,483.7,269.4,275,264.8,196.6,353.3,312.8,256,205.4,322.5,313.2,279.3,242.2,316.1,296.1,209.7,362.4,282.3,288.7
50,025,VD221,1876,1813,4,29,5,12,2,1,10,1520,1478,3,20,4,6,2,1,6,591.9,337.6,789.6,340,606.8,325.3,216.4,529.5,469.6,365.6,388.4,382.5,694.9,527.7,337.6,472.90000000000003,245.2,672.9,333.8,489,247.2,640,313.5,564,443.7,621.2,366.5,273.7,419.7,551.5,353.4
50,025,VD222,419,406,2,4,0,1,0,0,6,340,332,1,2,0,1,0,0,4,155.9,79,187.20000000000002,82.89999999999999,149.1,90,44,75,195.1,76.9,121.1,68.5,192,147,97.3,144.1,47.1,159,75,136,53.1,151.9,76.1,132.1,119,141.7,115.4,66.4,106.60000000000001,132,96.3
50,025,VDWIN1,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,027,VD223,467,455,3,1,1,2,0,0,5,397,388,2,1,1,2,0,0,3,165.8,124.9,216.2,132.1,176.2,135.5,117.5,134.5,186.70000000000002,88.6,190.6,93,243.9,182.6,119.8,172.3,97.2,211.20000000000002,116,165.8,120.6,198.3,115.2,164.5,142.1,179.1,141.5,131.5,152,164.1,141.3
50,027,VD224,244,237,0,5,1,0,0,0,1,190,187,0,2,1,0,0,0,0,50,59.9,62.9,72,57,54.1,47,43.900000000000006,81.1,24.9,66,28,100.89999999999999,65,54.1,51.099999999999994,43.900000000000006,62.1,55.9,47,51.9,55.199999999999996,58.800000000000004,53.9,40.9,52,62.2,52.3,72,49.800000000000004,62.2
50,027,VD225,947,909,2,11,1,7,0,0,17,761,736,1,7,1,7,0,0,9,333.7,172,457.2,174.4,326.2,196.9,140.4,263.3,269.1,213.4,279,195.20000000000002,440.2,321.7,166.6,349.4,135.1,431.1,149.2,345.2,150.1,406,167.3,310.9,302.8,373.2,200.7,175.6,232.5,331.5,202.9
50,027,VD226,2030,1951,12,15,3,8,1,0,40,1604,1549,9,11,2,7,1,0,25,543.2,298.6,728.5,381.9,604.1,352,243.1,423.3,554.6,330,535.4,316.9,771.8,633.8,289.4,599.9,247.4,704.8,316.9,568.3,285.3,655,334.7,550.8,498.6,601,373.3,326.9,451,555.4,384.2
50,027,VD227,936,897,2,3,5,5,0,0,24,780,757,1,1,2,4,0,0,15,279.8,159.3,372.2,212.1,273.1,198.1,135.9,227.5,260.2,139.3,260.2,138.2,432.7,304.3,160.8,255.9,142.1,347.3,186.29999999999998,245.9,150.5,308.7,200.2,271.4,214.4,291.7,194.5,172.1,258.3,263.3,208.6
50,027,VD228,1367,1302,9,22,2,11,0,0,21,1099,1054,7,14,2,10,0,0,12,306.5,262.2,464.9,297.1,345.1,270.9,204.1,269,387.3,172,319.3,176.7,565.2,349.8,262.2,319.3,205.6,416.4,270.1,312.7,215.1,379,273.1,317.6,268.2,359.7,296,235.2,351.1,319.7,293.6
50,027,VD229,3154,3053,7,35,16,15,0,0,28,2522,2462,3,20,13,9,0,0,15,827.5,510.5,1089.4,619,877,541,375.2,689.9,801.2,439.5,708.4,427.1,1202.4,869.8,506.9,758.1,388.6,1006.3,544,728.2,432.2,898,555.3,814.1,642.6,856,588.9,476.1,730.1,782.2,598.4
50,027,VD2301,1960,1876,14,20,4,19,0,1,26,1585,1529,10,14,3,13,0,1,15,706.2,340.6,1001.6,399.1,696.3,441.1,248.9,581.9,562.7,404,577.3,348.3,1027.1,662,398.6,679.5,270.3,888.1999999999999,399.1,661.4,292.4,843.7,390.2,660.9,581.9,770.9,436.2,346.6,554,679.3,445.4
50,027,VD2302,7992,7514,63,96,24,156,2,4,133,6288,5981,40,54,20,111,2,2,78,2483.9,962.3,3514.5,1176.4,2523.1,1169.5,662.5,2190,1589,1602,1555.5,1595,2932.9,2516.5,1036.2,2398.1,708.3,3145.2,1087.1,2338.8,776.2,2914.8,1115.4,2429.4,2113.4,2793.2,1190.3,925.2,1577.7,2475.4,1230.5
50,027,VD231,3393,3289,5,45,1,14,2,0,37,2702,2633,5,30,1,11,1,0,21,1158.2,557,1510.8,630.8,1188.6,616.4,402.3,957.9,910.1,666.6,861.7,622.7,1449.2,1208.3,527.6,1086.5,411.8,1357.8,570.7,1051.1,450.2,1240.7,592.4,1127.5,935.1,1182.8,652.9,532.4,810.7,1094.4,665.1
50,027,VD232,1963,1883,4,15,8,15,1,0,37,1634,1578,2,11,7,9,1,0,26,537.8,402.4,718.3,473.8,577.1,405.9,312.7,468.2,578.7,300.5,526,296,864.8,575,397.4,516.5,303.3,654.8,395.2,484,326.2,586.9,401.7,538.6,433.6,564.9,447,365.8,534.6,519,450.3
50,027,VD233,3414,3179,25,41,3,86,1,12,67,2588,2454,11,25,3,59,1,5,30,1982,190.2,2316.2,211.8,1927.8,296.4,174.6,1751.4,483.9,1335.5,745.9,1142.3,1307,1783.1,296.4,1807.5,192,2011.3,234.79999999999998,1830.9,206.1,1994.2,244.3,1859.5,1658.1,1864,315.6,329.3,499.5,1808.4,382.40000000000003
50,027,VD234,619,608,2,0,3,2,0,0,4,520,511,0,0,3,2,0,0,4,173,124.9,251,104,175,147,80.5,141.3,185.3,102.3,143.5,88,270.4,176.4,128.2,160.3,82.3,229.70000000000002,114.4,157.7,92.3,208.5,123,165.8,140.1,195.20000000000002,146.3,99.9,153.6,169.6,133.3
50,027,VD235,904,875,1,12,2,7,0,0,7,716,700,0,9,2,2,0,0,3,395.4,130.2,508.7,145.5,351.6,218.7,95.3,313,261,216.5,283.5,188.2,469.1,403,155.9,392.40000000000003,103.2,481.8,135.3,383,119.1,436.6,140.5,365.4,330.1,404,191.5,149.5,222,369.8,188.4
50,027,VD236,666,657,0,4,0,2,0,0,3,541,535,0,3,0,2,0,0,1,231.6,108.2,312.6,119.8,221.5,132.1,91.5,186.1,176.9,112.8,207.4,123.4,307.5,206.4,122.8,221.5,99.4,288.5,105.3,215.6,108.2,260.4,111.6,211.8,183.7,245.7,134.70000000000002,126.8,161.8,216.4,140.6
50,027,VD237,1139,1078,2,27,5,7,0,0,20,942,901,2,19,3,4,0,0,13,393,162.1,526.4,183.7,411.3,186.9,128.9,341.1,287.8,257.1,316.5,239.5,457.3,431,151,416.6,139.6,477.59999999999997,155,409.5,147.8,454.6,164.2,393.3,361.2,424.5,195.6,183.4,239.9,395.6,206.5
50,027,VD238,2773,2618,25,41,11,31,2,2,43,2289,2178,21,30,6,25,2,1,26,696.9,406.2,929.5,491.1,706,525.3,276.7,580.4,710.6,457.8,615,370.8,1016,777.9,395,759,295.4,900.5,402.6,700.2,352.5,773.6,454.1,689.6,639.3,744.2,509.6,385.1,591.1,695,494.9
50,027,VD239,1502,1435,13,18,6,11,0,1,18,1183,1144,6,11,6,6,0,0,10,427.7,217.79999999999998,585.6,277.9,442.4,279.6,165.9,357.2,375.90000000000003,276.9,340,272.1,589.4,484.5,202.3,450.3,166.9,584.7,235.4,427.7,186.8,527.1,244.6,428,385.9,491.9,268.7,215.3,336.6,439.4,273.7
50,027,VD2401,124,123,0,0,0,0,0,0,1,97,96,0,0,0,0,0,0,1,25.5,22.8,31.4,27.2,24.8,25.8,13.700000000000001,20.9,30.4,10.9,24.6,14.6,40.2,30.8,19.4,25,12.8,30.4,23.5,23.099999999999998,14.6,28,24.4,25.6,19.5,26.1,24.5,16.4,28.7,24.1,23.2
50,027,VD2402,9249,8773,74,149,17,68,1,9,158,7339,7035,49,87,16,50,1,6,95,1848.2,1485.4,2550.3,1741.1,2042.6,1429.3,1023.8,1555.7,2131.2,951.4,1636.3,1067.4,2992.1,2020.8,1465.6,1741.4,993.3,2376.5,1497.5,1608.7,1070.9,2028.2,1554.2,1866.1,1434.1,2004.7,1627.9,1181.2,1945.5,1800.1,1584.6
50,027,VD241,736,715,2,3,3,4,0,0,9,587,569,2,3,3,1,0,0,9,227.2,142.3,348.6,125.8,235.9,159.4,92.60000000000001,175.4,232.7,111.5,215.2,122.4,347.6,255.1,133.5,231.2,94.8,328,106.4,231.1,100.6,292.59999999999997,111.5,223.2,191,272.9,167.3,125.7,172.9,233,155.1
50,027,VD242,2825,2742,4,32,4,12,0,2,29,2341,2275,4,22,4,10,0,2,24,744.9,648.2,1017.7,723.9,803.9,637.1,467.2,609.7,904.6,360.4,778.2,361.5,1333.4,800.8,616.4,703,464.3,931.4,623.2,657.1,515.4,825,657.1,739.2,573.1,784.8,702.1,555.8,833.4,709.7,698.9
50,027,VD243,566,554,2,1,0,4,0,0,5,488,480,2,1,0,3,0,0,2,266.8,105.9,332.3,113.9,275.9,118.1,97.39999999999999,210.2,183,141.2,199.9,125.9,315.7,249.8,123.3,238.2,97.39999999999999,297.9,104.7,226.1,77,265.9,109.10000000000001,250.4,201.9,255.4,132.3,117.89999999999999,161.1,238.9,137.4
50,027,VD244,1099,1078,0,8,1,4,0,0,8,899,884,0,6,1,2,0,0,6,469.3,173.29999999999998,619,199.9,449,226.3,159.4,343.6,343.5,236.6,393.4,221.70000000000002,588.6,438.9,210.7,451,158.79999999999998,553.5,194.1,432.8,187.8,490.2,218,425.1,373.4,470.2,238.9,223.9,300.6,428.3,254.3
50,027,VD245,3553,3352,27,61,11,22,1,5,74,2839,2711,21,43,9,14,1,2,38,964.1,461.6,1266,536.9,1061.3,485,322.8,858,733.7,556.6,696.1,525.1,1225.6,1054.5,463.7,897.2,350.6,1144.5,513.1,877.7,380,1043.3,503.9,984.8,776.8,994.8,535.6,436.7,695.1,931.3,556.9
50,027,VD246,3048,2940,13,31,9,14,1,3,37,2490,2426,11,18,4,9,1,0,21,1319,370.2,1643.8,401.4,1259.3999999999999,564.7,323.4,1046.5,791.3,750.4,853.7,582.3,1446.1,1225.5,483.6,1217.4,329.5,1458,393.2,1174.9,387.3,1363.8,421,1213.6,1046.7,1261.8999999999999,551.6,473.6,664.9,1186.6,564.7
