state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_dem_bid,pre_20_rep_tru,uss_16_rep_ayo,uss_16_dem_has,uss_20_dem_sha,uss_20_rep_mes,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,gov_20_dem_fel,gov_20_rep_sun,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20,ndv,nrv
33,007,WENL01,33,29,0,0,1,0,0,0,3,31,27,0,0,1,0,0,0,3,12.899999999999999,5,3.9,12.899999999999999,5,12.899999999999999,3.9,14.1,12,5,9.9,6.1,3,15,7.7,6.1,3.7,9.9,9.9,14.1,5.7,11.700000000000001
33,007,WHIT01,2306,2197,8,46,8,17,0,3,27,1825,1764,5,26,6,6,0,3,15,559.6,469.9,628,666,553.7,528,727.9,547.4,503,538.1,464.6,400.7,398.3,884.3,512.8,400.7,584.2,538.9,464.6,700,527.2,596.9
33,009,ALEX01,1613,1534,6,13,26,9,0,0,25,1279,1230,3,8,13,9,0,0,16,547.3,343.8,441.2,617.5,524.2,380.4,492.5,543,493.5,383.7,465.2,266.5,267.3,776.7,369.5,266.5,399.8,521.6,465.2,645.8,367.7,567.1
33,009,ASHL01,2076,1983,9,18,5,28,0,1,32,1709,1651,5,11,5,17,0,1,19,519.8,504.5,632.2,562.6,530.5,535.8,680.8,492.4,512.7,516.8,449.2,419.1,381.7,792,518,419.1,564.7,520.6,449.2,615.7,524.8,550.6
33,009,BATH01,1077,1061,3,2,5,1,0,0,5,862,849,3,1,5,0,0,0,4,292,211.1,258.6,352.4,313.9,212.70000000000002,288,311.7,295.2,221.9,248.6,206.3,171.6,431,214.7,206.3,239.8,299.9,248.6,365,223.8,320.3
33,009,BENT01,364,350,0,4,0,2,0,0,8,314,301,0,4,0,1,0,0,8,104.9,72.1,89.2,143.1,104.9,79.1,104.1,119,107,67.8,96.89999999999999,61.2,46.1,179.1,72.9,61.2,79.8,105.5,96.89999999999999,147,74.1,122.10000000000001
33,009,BETH01,2526,2420,3,43,11,16,1,0,32,1997,1946,2,17,4,12,1,0,15,573.7,796.9,1020.5,619.8,616,754.5,1074.9,552.2,565.1,761.7,495.7,695.9,693.4,909.8,770.7,695.9,929.1,585.2,495.7,693.9,828.4,618.4
33,009,BRID01,1083,1066,2,3,1,4,3,1,3,901,890,1,2,0,4,2,1,1,431.9,272.6,371.9,482,423,282.2,407.5,458.90000000000003,283.6,305.3,374.2,238.8,236,619.9,286.5,238.8,338.3,378.90000000000003,374.2,520.8000000000001,302.4,439.40000000000003
33,009,BRIS01,3054,2936,7,34,7,21,0,1,48,2398,2328,3,18,7,13,0,1,28,893.9,622.3,836.2,986.6,866,696.3,896.3,890.1,853.9,651.9,773.8,472.6,490.8,1309.5,655.9,472.6,740.5,870.8,773.8,1062.5,666.3,939.5
33,009,CAMP01,3333,3221,9,31,8,20,0,8,36,2657,2582,6,17,8,16,0,3,25,868.9,887.7,1116.4,961.7,890.6,927,1203.5,868.9,763.3,1011.1,789.4,747.9,711.1,1354.5,941.2,747.9,1010.2,841.4,789.4,1062.3,943.4,928.2
33,009,CANA01,3909,3772,5,32,6,40,0,6,48,3091,2994,2,23,6,34,0,4,28,848.1,937.6,1162.9,890,836.1,994.9,1217.6,805.2,857.4,940.7,699.6,723.6,740.8,1291.1,957.5,723.6,1041,846.9,699.6,995,959.4,889.8
33,009,DORC01,355,343,1,0,3,1,0,0,7,299,289,1,0,2,0,0,0,7,136.1,50.8,105.4,123.8,120.7,71.8,110.9,115.2,117.3,73,105.4,43.9,70.8,152.7,65,43.9,95.7,124.5,105.4,130.4,75,124.4
33,009,EASN01,254,248,0,1,2,0,0,2,1,218,215,0,0,2,0,0,0,1,65.2,117.7,167.20000000000002,64.2,73.89999999999999,115.2,159.79999999999998,64.2,53.6,131.9,57,129.2,127,97.3,121.5,129.2,151.5,64.39999999999999,57,74.9,135.7,67.7
33,009,ELLS01,83,77,0,1,5,0,0,0,0,70,64,0,1,5,0,0,0,0,24.099999999999998,25.9,45.1,31.900000000000002,22,30.1,45.1,27,24.099999999999998,28,21,30.1,31.900000000000002,43,28,30.1,40.8,23.6,21,34,33.8,27.7
33,009,ENFI01,4582,4391,16,56,12,42,0,0,65,3694,3574,14,34,10,32,0,0,30,931.8,1445.1,1777.3,930.6,1004.8,1456.8,1826.2,848,996.1,1426.1,846.9,1102.7,1183.7,1513,1442.9,1102.7,1595.3,977.4,846.9,1097.7,1459.4,1009.9
33,009,FRCA01,1104,1071,0,8,2,9,0,0,14,934,912,0,5,2,5,0,0,10,232.4,483,542.4,248.1,278.6,447.6,451,243.9,248.7,463.6,224.9,406,378.5,417.8,465,406,456.7,252.9,224.9,303.3,453.2,270.4
33,009,GRAF01,1340,1289,2,20,3,5,0,0,21,1088,1058,2,8,3,4,0,0,13,396.9,266.6,345,423.5,366.3,286.6,370.3,373.1,369.3,283.6,328.2,205.29999999999998,213.1,544,279.3,205.29999999999998,309.9,377.3,328.2,446.4,282,399.5
33,009,GROT01,593,562,1,3,4,9,0,3,11,495,477,1,2,2,6,0,3,4,196.3,112.2,142.2,232.1,186.1,118.7,157.8,203.7,161.4,128.1,165.9,95,90.10000000000001,277.3,119.4,95,129.8,181.3,165.9,237.7,120.5,203.2
33,009,HANO01,11260,8803,371,438,83,1215,3,20,327,9642,7481,346,393,80,1082,3,13,244,926.5,6561.4,6210.1,841.5,1645.6,5992.1,6028.6,912,1522.6,5674.1,1066.4,5031.7,5019.4,1742.3,6075.8,5031.7,5753.6,1365.1,1066.4,1165.8,5787,1236.4
33,009,HAVE01,4697,4502,19,60,17,41,3,4,51,3786,3655,12,38,14,29,3,4,31,1185.5,784.2,925,1178.9,1239.1,772.9,1020.4,1044.1,1203.9,757.6,1000,617.2,558.8,1514.6,772.2,617.2,833.6,1208.4,1000,1246.8,775.7,1194.2
33,009,HEBR01,602,570,3,17,4,2,0,0,6,503,488,2,4,2,2,0,0,5,232.3,170.9,233.4,260.5,276,149.5,251.4,249.3,263.5,152.3,251.6,120.3,119,381,157.5,120.3,201.20000000000002,257.3,251.6,297,170.9,273.6
33,009,HOLD01,2108,2045,10,4,7,7,0,9,26,1700,1654,10,3,6,5,0,4,18,544.9,703.1,888.7,568.3,590.9,689.8,906.3,551.7,544.3,712.4,493.8,635,617.6,842.6,702.3,635,803.8000000000001,559.7,493.8,654.1,735.5,591.2
33,009,LAND01,415,397,2,1,0,5,0,1,9,339,330,1,0,0,4,0,1,3,130.4,107.1,129.2,158.9,149.3,64.9,136.3,132.2,134.9,109.60000000000001,122.6,84,81.1,183,93.8,84,115.7,137.8,122.6,157.7,101.3,144.2
33,009,LEBA01,4794,4015,95,158,17,391,0,12,106,3851,3283,64,115,12,312,0,8,57,627.7,1797.6,2170.7,685.4,805,1737,2172,641,800.9,1683.5,675.7,1512.2,1620,1193.5,1739.3,1512.2,1987.7,744.7,675.7,839.4,1813,775.2
33,009,LEBA02,4549,3934,74,127,12,307,0,6,89,3694,3233,51,96,10,250,0,3,51,654.8,1669,1988.1,668.9,742.7,1650.4,2004.7,603.5,775,1577.5,677.4,1370.3,1432.5,1178.7,1632.5,1370.3,1808.6,724.5,677.4,816.4,1670.8,757
33,009,LEBA03,3808,3423,32,91,2,199,1,4,56,3094,2824,22,66,2,145,1,2,32,558.5,1431.3,1736.7,600.5,626.2,1413.9,1751.6,553.4,636.3,1360.9,553.7,1186.7,1282.3,1021.8000000000001,1402,1186.7,1590.4,606.9,553.7,724.7,1452.3,649.8
33,009,LINC01,1662,1590,5,28,2,29,0,0,8,1352,1303,4,18,2,18,0,0,7,366.9,407.5,513.5,397.2,403.6,407.5,531.3,360.4,377.4,393.7,340.4,296,265.3,630,403.5,296,437.5,382.5,340.4,462.8,402.9,410.6
33,009,LISB01,1595,1551,3,15,2,0,0,4,20,1229,1201,3,8,2,0,0,2,13,391.3,259.3,350.09999999999997,426.5,379.2,287.2,392,357.3,367.6,284.6,278.8,210.8,221.6,547.9,277.6,210.8,320.9,379.2,278.8,443.1,286.7,392
33,009,LITT01,5928,5640,13,114,17,55,0,7,82,4660,4468,11,74,14,40,0,4,49,1436.3,1241.2,1556.8,1506.8,1541.7,1250.1,1701.1,1333.3,1466.1,1289.9,1206.1,974.7,926.3,2130.2,1259.7,974.7,1394.7,1481.1,1206.1,1657.6,1277.5,1516.5
33,009,LIVE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,009,LYMA01,533,523,0,4,0,0,0,0,6,450,442,0,4,0,0,0,0,4,169.4,126.2,174.2,208,181.5,131.1,176.1,194.3,164.8,135.9,125.5,127.1,118,252.2,131.1,127.1,156.29999999999998,172.1,125.5,218.3,141.3,185.1
33,009,LYME01,1716,1639,4,41,2,19,0,0,11,1332,1296,2,18,2,9,0,0,5,231.6,889.4,1073.8,217.6,304.8,847.2,1069.7,215.7,286.5,824.2,243.9,772.2,869.1,397.6,853.5,772.2,1004.3000000000001,274.2,243.9,276.7,906.3000000000001,271
33,009,MONR01,788,758,0,11,6,2,4,0,7,629,614,0,5,5,1,2,0,2,291.5,173.7,226.8,309.2,299.5,165,249.2,269.09999999999997,300.9,163.9,253.6,139.2,147.8,377.8,167.2,139.2,208.1,297.5,253.6,318.2,180.6,300.3
33,009,ORAN01,331,318,1,9,0,1,0,1,1,259,249,1,6,0,1,0,1,1,85,72.9,80,110,77.9,85,91.1,96,81.9,80,74.9,65.2,57,127,79.3,65.2,76.2,81.6,74.9,110.7,76,93.2
33,009,ORFO01,1237,1196,5,8,0,9,0,0,19,980,956,2,6,0,6,0,0,10,256,417.5,538.7,268.5,294,406.9,552.4,259.4,294.6,410,224,364.8,398.40000000000003,415,411.1,364.8,496.3,281.3,224,314.8,441,287.8
33,009,PIER01,790,762,1,6,3,7,0,0,11,640,622,0,5,2,4,0,0,7,174.7,179.20000000000002,241.2,193.8,171.9,206.8,251.4,183.1,182.20000000000002,191.29999999999998,170.9,165,151,282,192.2,165,214.2,176.1,170.9,219.5,197.9,193.7
33,009,PLYM01,6990,6606,56,133,18,77,0,4,96,6149,5875,35,102,17,59,0,4,57,1393.4,2142.7,2214,1122.9,1432.6,2180.3,2251.4,938,1433.3,2069.1,829.1,1671.8,1529.8,1689.5,2131.2000000000003,1671.8,1998.7,1420.4,829.1,1249.7,2008,1262.4
33,009,RUMN01,1480,1417,2,16,4,8,0,1,32,1181,1142,2,7,4,5,0,0,21,457.1,364.8,409.7,527.1,448.6,390.7,433.6,488.7,433,381.1,433,278.3,281.1,644,378.4,278.3,374.4,447.1,433,552.5,362.5,490
33,009,SUGA01,563,535,0,10,0,11,0,0,7,460,443,0,9,0,7,0,0,1,158.9,237,315.9,153,188.9,227.4,322,156.1,165.9,242.4,138,236.1,230.6,246.70000000000002,235.5,236.1,289.7,171.3,138,185,258.9,173.4
33,009,THOR01,2490,2418,2,22,3,12,0,4,29,2023,1978,0,12,3,11,0,3,16,652.4,738.2,958.8000000000001,739.4,674.6,751.5,1009.6,662.5,577.3,791.9,539.3,568.4,574.9,1090.5,759.3,568.4,847.9,634.2,539.3,830.3,770.5,705.4
33,009,WARR01,904,871,2,5,3,1,0,0,22,717,693,2,5,1,1,0,0,15,261.1,180.5,189.1,275.2,235,218.9,229.8,215.1,237.6,194.8,191.2,144.7,122.89999999999999,338.59999999999997,198,144.7,180.7,244.7,191.2,276.5,183.1,250.5
33,009,WATE01,247,242,1,1,0,0,0,0,3,207,202,1,1,0,0,0,0,3,99,149.79999999999998,237.6,127,124.1,141.8,238.9,129,117.2,137,118.8,104.8,141.8,221.9,142.7,104.8,206.2,113.4,118.8,159.5,164.7,134
33,009,WENT01,911,888,2,8,2,1,0,0,10,741,727,1,5,2,1,0,0,5,323,175,280.2,323,317.2,190.5,265.1,327,307,196.3,260.9,130.1,155,444.5,187.6,130.1,233.1,316.1,260.9,365.2,198.6,328.1
33,009,WOOD01,1374,1327,1,4,3,12,1,1,25,1110,1075,1,4,2,10,1,1,16,334.1,377.7,480.5,364.3,367.7,377.1,523.7,307,307,408.5,324.8,281.2,262.9,568,387.6,281.2,422.8,335.2,324.8,414.3,387.4,367.8
33,011,AMHE01,11201,10580,49,218,14,188,4,9,139,8284,7932,24,120,9,131,4,7,57,3270,3775.1,4794.1,3205.7,3939,3404.3,4862.8,3099,3749.2,3381.3,3267.9,2939.5,2912.2,4959.2,3519.6,2939.5,4188.3,3653.2,3267.9,3754.7,3726.1,3641.7
33,011,ANTR01,2637,2540,7,31,5,10,1,3,40,2038,1978,5,17,3,7,1,0,27,747.5,667.9,760.4,779,719.3,700.8,837.5,673.1,686.5,695.5,605.4,564.7,535.7,1006.6,687.8,564.7,711.4,719.2,605.4,818.7,680.4,745.2
33,011,BEDF01,21203,19788,123,367,20,612,3,20,270,15131,14313,74,236,18,388,3,13,86,6802.8,5842.8,7510.3,7042.1,7997,5175.6,7844.9,6622,7899.3,5079.2,6802.7,4069.5,4071.7,10478.3,5365.9,4069.5,6474.9,7565.7,6802.7,8047.8,5656.7,7662.2
33,011,BENN01,1476,1428,5,13,1,9,0,4,16,1097,1072,3,9,1,4,0,1,7,420.2,325.8,393.1,422.3,396.7,352.9,426.5,360.8,385.2,340.2,309.3,253.3,278.1,518.2,340.09999999999997,253.3,366,400.1,309.3,433.9,338.4,401.2
33,011,BRKL01,4991,4738,12,100,11,62,1,3,64,3429,3300,9,46,9,32,1,2,30,1501.5,1417,1902.9,1646.7,1726.3,1316.8,1937.8999999999999,1572.4,1714.5,1290.1,1480.9,1082.1,1100.8,2444.5,1341.6,1082.1,1647.2,1647.5,1480.9,1887.5,1435.7,1726.3
33,011,DRNG01,1912,1830,5,25,4,18,0,1,29,1542,1493,4,12,4,9,0,0,20,568.5,371.5,449.1,650.5,555.4,405.6,480.3,584.8,550.4,388.2,471.4,300.3,283.9,812.2,388.7,300.3,404.2,558,471.4,682.2,383.2,598.8
33,011,FRNT01,1562,1505,4,17,2,8,0,2,24,1241,1207,3,12,2,4,0,1,12,452.9,480.9,604,544.9,517.4,493.7,618.3000000000001,528.4,499.7,480.3,491.3,417,408.5,721.4,484.5,417,543.2,491.1,491.3,598.1,499.2,537.1
33,011,GOFF01,17651,16813,141,322,23,142,5,18,187,14153,13586,104,207,18,102,5,17,114,5008.1,4146.4,4968.1,5039.2,5196.3,4170.5,5333.2,4573.9,5087.6,4066.9,4183.7,2933,2714.6,7283.2,4128.5,2933,4337.5,5095.6,4183.7,5633.7,4047.1,5196.6
33,011,GRFD01,1749,1699,6,16,3,11,0,0,14,1364,1325,5,14,3,8,0,0,9,407.3,424.6,518.8,457.1,407.3,440.5,540,429.9,391.5,438.8,367.7,343.1,350.3,624.2,435.1,343.1,470,402.4,367.7,504.1,436.9,440.59999999999997
33,011,GRNV01,2105,2007,12,47,6,2,4,0,27,1617,1558,8,25,6,2,1,0,17,492.7,379.1,501,531.7,446.90000000000003,445.2,526,483.5,450.2,425.8,364.8,286.9,305.2,721,417.1,286.9,444.09999999999997,463.4,364.8,578.8,409.6,498.3
33,011,HANC01,1654,1598,6,17,1,13,0,2,17,1358,1313,3,12,1,13,0,2,14,433,714.1,874.7,407.5,487,705.5,382.7,370.8,472,688.6,450.7,626,658.6,604.7,703.4,626,639.5,464.4,450.7,461,664.4,460.9
33,011,HILS01,6011,5730,36,85,19,35,2,7,97,4519,4361,19,45,12,31,2,3,46,1605.5,1207.9,1488.5,1741.6,1518.9,1335.5,1599.8,1537.5,1481.1,1315,1363.2,894.5,962.7,2238.9,1288,894.5,1351.9,1533.9,1363.2,1838.4,1258.8,1640
33,011,HOLL01,7684,7237,38,95,5,186,0,7,116,5751,5477,23,64,4,133,0,4,46,2306.6,2526.9,3273.5,2465.4,2735.8,2319.9,3330.1,2359.3,2668.1,2255,2286.3,1951.1,2002.8,3578.3,2367.5,1951.1,2869.7,2570.3,2286.3,2800.7,2523.2,2628
33,011,HUDS01,24467,22310,311,714,30,745,6,47,304,18372,17014,204,432,21,521,6,33,141,7220.7,5306.7,6631.8,7744.1,7150.5,5425.7,7244.7,6847.2,7157.2,5099.9,5681.9,3532.2,3725.1,10544.8,5278.3,3532.2,5867.1,7172.7,5681.9,8380.3,5281.1,7477.4
33,011,LITC01,8271,7871,50,162,22,70,1,8,87,5976,5742,36,81,17,56,1,6,37,2719.9,1922.6,2496.9,2823.2,2812.2,1925.6000000000001,2706.5,2512.1,2771.7,1850.7,2346.8,1268.7,1209.3,4064.2,1899.7,1268.7,2137,2768.2,2346.8,3133.1,1911.7,2863.5
33,011,LYND01,1683,1581,14,27,3,14,0,6,38,1332,1265,10,17,2,12,0,5,21,503.4,470.1,563.7,540.4,526.5,479.1,577.9,506.5,513,480.9,443.3,359,370.3,742,477.4,359,503.9,513.7,443.3,596.4,471.40000000000003,538.6
33,011,MANC01,9060,8206,115,247,13,333,0,21,125,7378,6753,90,156,10,297,0,11,61,2215.2,2968.4,3331.5,2151.3,2507.9,2842,3508.4,1922,2456.8,2793.6,2309.2,2091.6,2044.2,3365.8,2867.7,2091.6,2959,2393.6,2309.2,2479.9,2797,2418.6
33,011,MANC02,9219,8111,224,395,17,279,4,17,172,7430,6712,151,253,8,204,2,12,88,1982,2465,3002.4,2026.7,2114.4,2451.3,3161.4,1800.9,2088.5,2345.1,1863.9,1888.7,1910.5,3070,2420.2,1888.7,2690.1,2061.8,1863.9,2299.9,2460.5,2135.1
33,011,MANC03,9346,7051,515,1246,34,284,11,27,178,7927,6273,381,867,30,236,9,17,114,1034.7,1892.7,2297.2,1227.8,1085.8,1845.4,2384.9,1038.2,1137.5,1689.2,971.5,1423,1567.6,1852,1809.2,1423,2083.3,1085.2,971.5,1372.3,1871.9,1192
33,011,MANC04,8632,6718,390,938,22,310,0,27,227,6755,5544,251,577,16,225,0,20,122,1297.4,1780.2,1968.5,1355,1252.6,1821.5,2085.6,1150.5,1306.8,1711.8,1047.9,1151.1,1243,2017.7,1772,1151.1,1765.5,1285.6,1047.9,1507.3,1680.4,1348.3
33,011,MANC05,8823,5820,602,1676,24,431,2,50,218,6438,4619,352,1015,19,309,2,34,88,1048.4,1504.4,1605.1,1089.3,1012.7,1550.9,1693,911.8,1068.3,1407,837.3,887.4,998.6,1635.2,1487.9,887.4,1432.6,1043.7,837.3,1211.6,1377.2,1086.5
33,011,MANC06,10188,8963,341,452,14,237,3,10,168,7689,6993,194,245,9,177,2,8,61,2603.2,2386.8,2941.9,2689.7,2704.2,2414.3,3223.2000000000003,2345.7,2688.2,2352.4,2329.8,1650.2,1690.3,3901.7,2385.2,1650.2,2619.1,2664.7,2329.8,2979.2,2380,2751.9
33,011,MANC07,9178,7035,407,1156,24,368,6,20,162,6968,5631,221,714,16,295,3,15,73,1699.8,1961.5,2167.8,1677.9,1618.7,2044.7,2317.4,1438.1,1625.6,1969,1387.4,1238.7,1285.7,2503.3,1991.2,1238.7,1924.1,1647.9,1387.4,1872.5,1855.8,1707.1
33,011,MANC08,9185,8219,116,323,16,360,0,8,143,7203,6566,79,213,13,256,0,7,69,2642.9,2157.5,2686.2,2662.3,2600.7,2225,2920.3,2357.6,2574.7,2185.8,2296.3,1471.7,1448.1,3829,2188.7,1471.7,2350.8,2605.9,2296.3,2949.4,2157.7,2709
33,011,MANC09,8929,7288,424,744,14,252,6,12,189,6732,5835,214,411,11,185,3,8,65,1901.4,1995,2362.1,1938.9,1871.8,2022.9,2558.1,1645.5,1854.7,1936.2,1623.5,1288.9,1307.5,2736.4,1984.7,1288.9,2075.9,1875.1,1623.5,2107.8,1924.9,1938.7
33,011,MANC10,8599,7337,242,586,18,246,1,18,151,6848,6055,166,327,17,192,1,11,79,1775.8,1914.4,2207.3,1785.7,1751.9,1951.5,2416.3,1522.8,1676,1906.2,1575.9,1301.8,1216.7,2535.5,1924.2,1301.8,1947.1,1735,1575.9,1947.1,1844.8,1803.2
33,011,MANC11,8550,6876,318,681,32,373,8,18,244,6302,5328,183,373,17,279,7,8,107,1324,1615.6,2001.5,1379.6,1256.1,1663.2,2118.7,1196.2,1314.6,1549.3,1068.8,1076,1148.8,2016.3,1610.3,1076,1755.7,1298.8,1068.8,1530.6,1596,1365.5
33,011,MANC12,9856,8269,369,439,22,520,0,44,193,8204,7081,249,294,18,430,0,28,104,2041.6,2311.4,2908.9,2157.8,2094,2326.4,3041.5,1904.6,2106.2,2229.5,1853.8,1668.7,758.7,3014.9,2289,1668.7,2236.7,2080.2,1853.8,2359.3,2177.9,2167.4
33,011,MASO01,1382,1347,1,15,0,9,0,2,8,1082,1062,1,9,0,4,0,0,6,477,305.9,380.6,535.8,510.9,291.7,407.6,483,457.1,317.5,407.6,268.6,252.5,671.3,305.4,268.6,346.6,481.3,407.6,563.1,318.1,506.2
33,011,MERR01,25494,23828,183,546,44,498,4,40,351,19237,18213,145,311,33,348,4,28,155,7369.8,6382.3,8694.7,7643,8030.9,6497.5,9196.6,6900.3,7838,6307.8,6512.7,4867.8,4821.5,11433.6,6393.2,4867.8,7571.7,7745.2,6512.7,8659.6,6680.2,7960.3
33,011,MILF01,15115,14105,188,337,31,200,1,38,215,11339,10697,133,205,23,141,1,29,110,3850.1,3815.3,4643.5,4123.7,3961.8,3866.1,5135.2,3690.2,3919.7,3657.7,3446.6,2815.2,2609.2,6121.2,3780.1,2815.2,4129,3911.7,3446.6,4645.4,3792.6,4159.4
33,011,MONT01,2409,2310,10,37,4,20,0,0,28,1761,1711,4,16,3,12,0,0,15,686,756.8,1010.8000000000001,729.8,776.7,703.5,1030.2,700.5,759.2,706.4,669.3,640.2,673.1,1061.9,722.1,640.2,904.2,741,669.3,830.5,788.8,769.1
33,011,"NASH01",9773,8412,157,354,7,643,0,27,173,7769,6866,131,222,7,444,0,16,83,2488.9,2948.5,3429.4,2452.2,2777.6,2803.1,3577.3,2195.6,2680.5,2769.2,2299.6,2114.6,2161.2,3654,2840.2,2114.6,3055.8,2648.8,2299.6,2768,2828.6,2649.2
33,011,"NASH02",9552,7533,235,741,13,780,5,84,161,7498,6117,163,481,9,584,3,61,80,1992.1000000000001,2504.6,3009.9,2021.3,2197.8,2415.6,3181.1,1782.3,2083.8,2373.9,1736.5,1811.8,1902.7,3063.3,2430.9,1811.8,2697.7,2090.8,1736.5,2288.9,2457,2125.5
33,011,"NASH03",9373,7544,236,1176,30,207,5,25,150,7164,6012,163,729,18,152,3,21,66,1806,2516,3037.8,1961.9,1968.8,2384.8,3166.5,1739.7,1886.8,2345.3,1599.9,1826.1,1939.8,2935.6,2415.1,1826.1,2714.9,1886.5,1599.9,2213.3,2459.8,1985.8
33,011,"NASH04",9319,6032,355,2460,32,125,2,54,259,7040,4974,254,1523,27,95,2,44,121,1063.7,1977.2,2029.3,1123.5,1009.1,2002.9,2127.6,928.1,1034.3,1843.8,742.4,1223.2,1363.2,1704.5,1941.6,1223.2,1839.7,1035,742.4,1252.8,1796,1086.5
33,011,"NASH05",9605,8482,140,265,9,543,3,28,135,7591,6819,102,190,7,382,2,16,73,2572.9,2752.8,3351.4,2652.1,2727.6,2716.7,3569.8,2333.1,2702.3,2622,2238.4,2022.2,2085.2,3823.7999999999997,2697.5,2022.2,3002,2668.4,2238.4,2935.9,2731.4,2721.4
33,011,"NASH06",9297,7427,181,1263,26,197,1,37,165,7056,5892,134,755,20,147,1,24,83,1628.8,2209.3,2444.8,1580.8,1598.8,2200.2,2390,1341.6,1600.2,2074.8,1275.7,1485.2,1576.8,2359,2161.8,1485.2,2137.6,1608,1275.7,1761.1,2055.3,1627
33,011,"NASH07",9128,7393,193,1127,32,195,1,50,137,7211,6084,144,701,29,142,1,38,72,1544,2012.3,2298.6,1578.4,1574.9,2024.7,2443.4,1354.3,1565.7,1939.6,1235.5,1330.1,1484.6,2316.1,1992.3,1330.1,2075.3,1561.9,1235.5,1749.5,1933.9,1595.4
33,011,"NASH08",9969,7398,294,577,10,1397,0,113,180,8092,6232,208,400,7,1029,0,94,122,2061.4,2757.7,3530.6,2030.3,2253.9,2670.9,3601.1,1837.9,2225,2577.4,1707.6000000000001,2107.7,2298.6,3142,2667.9,2107.7,3144.4,2180.2,1707.6000000000001,2337,2792.3,2180.5
33,011,"NASH09",10478,8088,163,547,8,1513,1,34,124,7942,6406,119,356,6,972,1,25,57,2345.5,3039.5,3673.2,2435.6,2620.5,2857.7,3890.9,2124.3,2568.8,2808.5,2038.3,2192.4,2261.7,3792,2901.8,2192.4,3275.4,2512.3,2038.3,2783.2,2960.5,2561.1
33,011,NBOS01,5321,5161,21,49,7,38,0,1,44,3860,3765,15,29,5,23,0,1,22,1791.4,1380.5,1825.5,2036.3,1923.6,1362.1,1983.9,1829.8,1825.5,1348.1,1722.6,1108.8,1102.3,2736.8,1363.4,1108.8,1636.7,1846.3,1722.6,2200.8,1443.3,1981.1
33,011,NIPS01,5099,4918,12,88,8,16,4,0,53,3651,3549,6,48,6,12,2,0,28,1895,769.1,962.1,2097.8,1859.5,780.8,1047,1986.1,1845.3,752.1,1541.4,613.2,585.5,2479.1,767.8,613.2,865.1,1866.5,1541.4,2188.5,787.5,1958.1
33,011,PELH01,12897,12208,70,243,13,225,1,25,112,9556,9102,54,146,13,171,1,18,51,4624.7,2719.5,3479.9,5251,4433.3,2892,3973,4475.5,4668.2,2532.9,3563,1898.7,2019.8,6608.6,2715.9,1898.7,3156.9,4575.7,3563,5444.7,2788.2,4802.2
33,011,PETE01,6284,5982,43,86,10,111,1,4,47,4935,4743,25,53,7,80,1,0,26,1179.2,2486.7999999999997,3089.9,1246.7,1362.4,2450.1,3133.1,1162.8,1318.4,2399.3,1168.7,2167.1,2355.3,1906.2,2446.1,2167.1,2858.8,1286.6,1168.7,1438.7,2583.9,1335.7
33,011,SHAR01,352,339,1,4,0,7,0,0,1,287,276,1,2,0,7,0,0,1,93.9,131.9,153.3,115.9,104,128.7,159.1,107.1,102,128.7,108.3,114.9,107.1,160.8,129.7,114.9,140.1,99.89999999999999,108.3,128.1,131.9,113.10000000000001
33,011,TEMP01,1366,1326,0,28,3,2,0,0,7,1065,1041,0,19,2,1,0,0,2,400.5,405.2,518.3,431.8,441.7,384,542.4,395.3,394,395.3,365.6,364.6,359.8,573.9,395.2,364.6,473.3,411.9,365.6,467.2,424.8,428.6
33,011,WEAR01,8785,8503,20,104,27,36,2,4,89,6435,6263,11,69,19,23,2,2,46,2957.4,1733.3,2210.5,3214.4,2885.5,1931,2461.4,2866,2848.8,1885.6,2365.4,1266.8,1249.3,4173.3,1850,1266.8,1973.8999999999999,2896,2365.4,3418.1,1819.4,3043.9
33,011,WILT01,3677,3527,20,50,9,17,0,0,54,2813,2718,14,27,7,13,0,0,34,1061.1,1028.3,1329.6,1089.9,1061.1,1075.4,1374.2,1000.2,1041.7,1064.2,950.1,824.7,881,1527.8,1056.1,824.7,1194.4,1055.1,950.1,1206.3,1082.7,1104.6
33,011,WNDS01,224,213,0,5,0,1,0,0,5,177,168,0,4,0,1,0,0,4,94.1,27.9,33.2,91,77,35.1,37,84.9,70.2,35.1,77,18.900000000000002,22.9,100,32.8,18.900000000000002,31,80.4,77,91.8,29.900000000000002,84.9
33,013,ALLE01,4322,4095,32,79,11,33,2,4,66,3385,3245,23,48,10,21,2,4,32,1193.8,867.1,1042,1223.4,1063,1015.6,1162.9,1031.7,1071.4,957.3,972.3,560.4,551.7,1661.3,946.7,560.4,918.6,1109.7,972.3,1305.4,879.7,1174.1
