state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_she,uss_16_dem_cru,uss_20_rep_tub,uss_20_dem_jon,gov_18_rep_ive,gov_18_dem_mad,atg_18_rep_mar,atg_18_dem_sie,sos_18_rep_mer,sos_18_dem_mil,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
01,001,0220,6009,5113,659,92,35,32,3,5,70,4384,3787,441,59,28,23,1,1,44,2070,554.2,2251.4,717.7,2069.5,593.5,2204.9,808.5,1571.3,561.4,1507.3,614,1580.3,529.1,572.9,567.7,763.1,2069.3,1553.3,2227.8
01,003,0010,309,241,48,0,15,0,0,0,5,253,197,41,0,12,0,0,0,3,122.1,35.8,146.3,48.6,116.8,38.6,138.5,52.6,111.2,35.3,101.8,42.199999999999996,106.7,33.1,37.3,36.8,50.6,119.3,106.5,142.1
01,003,0020,362,85,268,5,1,0,0,0,3,282,73,200,5,1,0,0,0,3,41.800000000000004,100.8,47,122.9,41,100.8,43.9,122.1,31.8,87,30.9,87.8,30.9,87.8,100.8,87.8,122.6,41.2,31,45.3
01,003,0030,805,336,438,1,13,1,0,0,16,608,264,325,1,10,1,0,0,7,168.3,203.1,193.6,253.1,171.1,199.29999999999998,184.6,251.4,153.7,154.3,140.9,167,146.9,157.1,201.20000000000002,159.5,252.1,169.7,147.1,189
01,003,0040,1143,815,297,9,11,2,1,0,8,907,671,216,6,9,2,1,0,2,435.1,132.9,455.90000000000003,160.9,431.9,142,440.9,178.2,303.9,112.8,286,126,297.9,111,137.5,116.60000000000001,169.4,433.6,296,448.5
01,003,0050,1715,347,1327,16,9,4,0,1,11,1341,336,974,9,9,4,0,0,9,24.2,417.3,51.199999999999996,523.1999999999999,37.1,403.6,42.1,520.8000000000001,38,309.1,30,315,27.7,313,410.8,312.6,521.9,30.6,31.8,46.4
01,003,0060,1274,964,225,34,11,4,0,4,32,946,705,186,24,9,4,0,2,16,652.5,207.3,975.9,323.1,658.3,213.4,932.5,374.1,568.4,240.6,570.4,234.4,580.1,216.2,210.3,230.70000000000002,348.5,655.2,572.7,953.9
01,003,007A,6805,5660,689,186,39,137,1,5,88,4941,4129,503,128,26,102,1,4,48,2823.6,799.9,3521.4,1140.1,2907.7999999999997,818.6,3432.8,1294.6,2081.5,948.4,2130.1,895.1,2154.9,852.2,809.3,897.6,1216.6,2865.6,2123.2,3476.2
01,003,0080,1573,840,685,22,6,2,0,2,16,1331,710,593,16,5,2,0,1,4,309.7,171.4,554.3,260.90000000000003,324.7,157.3,527.3,289.9,315.59999999999997,152.20000000000002,315.59999999999997,150.4,318.4,146,164.2,149.5,275.1,316.9,316.4,540.8000000000001
01,003,0090,2606,2164,268,120,20,9,1,0,24,1965,1673,167,84,20,5,1,0,15,941.4,160.3,1012.2,249.5,954.4,173.4,966.6,305.2,635.9,147,630.9,147,655.4,126.1,166.4,140.6,277.5,948.2,640.7,989.3
01,003,0110,428,370,22,4,19,1,0,0,12,307,275,8,1,12,1,0,0,10,157.6,11.6,208,19.4,159.8,12.5,195.5,39.1,109.60000000000001,13.7,101.9,18.6,105.7,13.7,12,15,29.4,159,105.7,201.9
01,003,0120,671,621,41,1,5,2,0,0,1,559,517,34,1,4,2,0,0,1,430.3,26.8,504.1,39.6,411.7,36.8,495.5,48.7,335.2,32.7,334.4,32.7,341.7,24.8,31.7,29.9,44.2,421.1,337.3,499.7
01,003,0130,1229,1204,5,5,11,2,0,0,2,878,863,3,2,8,0,0,0,2,532.1,40.5,680.1,48.8,516.2,47.300000000000004,648.3,87.5,379.7,35.3,361.3,52.8,378.7,32.5,43.9,40.2,68.4,524.4,373.4,664.3
01,003,0140,1583,1355,112,26,60,1,0,3,26,1179,1025,81,17,38,1,0,1,16,603.5,78.4,660.9,79.9,579.1,95.2,651.8,96.1,438.8,71,418,84.7,437.6,65.1,87.6,73,88.7,591.6,431.4,656.3
01,003,0150,9131,6762,1877,163,95,88,1,6,139,6950,5362,1257,114,66,72,1,2,76,2870.4,743.1,2648.7,813,2876.6,788.7,2533.2,926.1,2126.3,673.3,2021.3,758.7,2091.3,662.9,767.8,695.2,867.6,2874.2,2082.5,2592.9
01,003,0160,2510,1996,378,49,26,2,0,0,59,1849,1509,264,37,16,2,0,0,21,781.9,195.9,814,220,787.8,198.7,776.6,261.4,568.6,139.4,542.3,166.2,549.1,155.2,197.3,153.6,240.7,785.1,553.5,795.5
01,003,0170,1836,1588,161,41,22,4,0,1,19,1379,1209,106,29,20,4,0,0,11,767.1,129.3,836.5,170.8,760.3000000000001,136.2,798.9,217.6,527.5,107.6,514.8,118.3,518.7,107.6,132.7,111.2,194.1,763.8,520.4,817.9
01,003,0180,1935,1781,44,44,14,5,0,0,47,1451,1345,34,24,12,4,0,0,32,964.7,66.9,1200.4,122,960.2,88.7,1151.2,193.5,746.4,95.9,750.2,93.5,757.9,80.6,77.5,90.2,157,962.6,751.8000000000001,1175
01,003,0190,458,443,3,3,6,0,0,0,3,351,336,3,3,6,0,0,0,3,241.9,14.2,292.1,23.9,230.9,19.900000000000002,276.1,39.800000000000004,194.1,20.9,185.1,28.2,188,25.8,16.8,24.8,32.4,236.5,189,284
01,003,0210,268,261,0,0,3,0,0,0,4,217,210,0,0,3,0,0,0,4,146.1,7.8999999999999995,187.1,9.1,139,9.9,180.9,17,129.1,4.1,126.89999999999999,5.1,126.89999999999999,5.1,8.8,4.8999999999999995,13.1,142.6,127.5,183.9
01,003,0220,3089,2873,50,76,40,5,4,1,40,2338,2192,34,49,29,5,2,1,26,1283.5,118.2,1633.4,195.7,1284.7,136.2,1542.6,300.9,1011.7,163.3,994.3,173,1013.2,153.5,127.4,163.3,247.7,1284.1,1006.5,1587.9
01,003,0230,1949,1764,84,53,2,32,0,0,14,1390,1273,47,40,2,20,0,0,8,1393.3,220.4,1328.6,294.1,1423.7,233.4,1280.2,360.8,1058.8,292.4,1056.2,283.2,1083.1,248.7,226.9,275.1,327.1,1408.1,1066,1304.5
01,003,0240,4561,3999,177,298,19,15,1,1,51,3404,3054,108,186,13,15,1,1,26,1944.2,308.2,2306.5,453.1,1946.8,349.9,2198,597.2,1510.2,351.1,1493.2,361.59999999999997,1529,309.5,328.4,340.5,525.1,1945.3,1511,2252.5
01,003,0250,7090,5902,415,580,46,32,1,29,85,5149,4423,257,355,30,23,1,12,48,2335.6,406.9,2491.1,562,2324.3,459,2360.5,747.9,1611.9,398.7,1589.3,414.8,1615.4,372.7,432.8,396.7,653.7,2329.7,1606.9,2425
01,003,0260,2406,2208,16,108,23,8,0,0,43,1844,1704,14,74,18,7,0,0,27,939.6,67.7,1069.3,131.1,924,87.8,1002.3,204.5,633.2,84.5,620.1999999999999,92.6,638.3,72.5,77.9,83.5,167.8,931.6,630.7,1035.5
01,003,0270,1305,1202,12,16,32,11,0,0,32,1031,961,6,12,27,9,0,0,16,541.8000000000001,54,650.9,80,532.1,67,615,123.9,422.8,42.9,413.7,52.2,414.90000000000003,49.1,60.5,48.199999999999996,101.89999999999999,536.8,417,633.1
01,003,0280,4959,4621,119,95,32,25,0,6,61,4322,4071,94,70,28,18,0,1,40,2325.4,516.7,2568.1,588.5,2331.1,547.9,2459.7,728,2015.1,519.2,1952.6,571.5,1995.7,523.2,532.4,537.7,658.3,2328.5,1988,2514
01,003,0290,903,855,3,20,4,1,1,0,19,754,720,3,15,4,1,1,0,10,410.7,72,531.8,105,412.3,70,497.7,145.8,337.4,72.8,332.2,75.7,345.8,63.6,71.1,70.9,124.8,411.7,338.2,514.8
01,003,0300,4375,3634,319,317,24,12,2,9,58,3344,2856,237,196,16,8,2,5,24,1604.6,341.4,1811.7,478.7,1621.5,366.5,1733.4,564.7,1274.2,422.3,1256.3,428.2,1287.2,391,354,413.9,521.5,1613,1272.9,1772.8
01,003,0310,4044,3459,150,312,41,8,2,4,68,3039,2675,98,186,34,5,2,3,36,1648.6,236.6,2015.3,321.4,1637.8,270.8,1948.7,396.2,1353.3,274.8,1352.4,267.1,1368.3,244.3,252.9,263.4,357.6,1642.6,1355.5,1983.2
01,003,0320,4959,4466,68,276,38,27,2,4,78,3828,3529,41,162,28,19,2,4,43,1895.3,306.1,2120.8,372.6,1902.6,359.4,2029.6,493.2,1531.8,322.9,1490,352.3,1525.4,311.5,332.8,328.3,431.6,1898.5,1516.5,2075.3
01,003,0330,3141,2936,48,79,15,29,2,0,32,2635,2498,30,55,11,25,1,0,15,1600.8,325.7,1706.4,391.2,1602.3,350.3,1644.3,480.7,1231.1,355.1,1215.6,365.7,1245.4,324.5,338.3,348.8,435.4,1601.5,1230.6,1675.4
01,003,0340,617,576,4,26,4,2,0,0,5,515,488,2,17,2,2,0,0,4,300.6,39.9,387.9,70.10000000000001,303.4,49,377.2,84.7,271.8,47.9,265.1,53,274.2,45.6,44.2,48.5,77.60000000000001,301.6,270.6,382.8
01,003,0360,7140,5592,874,461,51,27,3,25,107,5455,4419,605,298,34,22,1,15,61,2324.8,648.9,2708.5,851.4,2331.6,703.4,2600.4,976.3,1889.2,671.8,1889.8,660.1,1918.4,616,676.6,650.1,913.4,2327.6,1898.6,2654.2
01,003,0370,2833,2387,41,339,20,10,1,1,34,2183,1915,25,202,13,9,1,1,17,1044.3,192,1454.1,324.8,1041.8,208.9,1386.8,403.4,932.9,242.8,907.9,262.9,932.4,237.79999999999998,200.2,247.7,363.9,1043.4,924.3,1420.5
01,003,0380,14196,9922,1907,1919,74,133,11,36,194,10974,8146,1315,1242,65,97,11,18,80,4161.7,1323.5,4752.4,1743.5,4193.4,1367.4,4562.7,1966.1,3449.1,1379.7,3385.3,1420.5,3460.3,1308.1,1348,1372.3,1857.7,4177.3,3436.1,4656.5
01,003,0390,12337,11110,221,561,68,99,11,42,225,10004,9127,157,398,57,76,11,31,147,5008.2,1086.6,6355.5,1689.3,5047.2,1176,6131.8,1984.7,4166.7,1436.8,4147.7,1438.5,4244.2,1304.3,1128.1,1396.1,1837.7,5029.6,4183.9,6242.8
01,003,0400,542,518,2,3,8,0,0,0,11,485,463,2,3,7,0,0,0,10,320,82.89999999999999,430,130.8,320.7,89.4,409,154.8,298.59999999999997,115.9,309.9,103.9,314.2,98.4,86.1,105.5,143.5,320.2,308.09999999999997,420.1
01,003,0410,5806,5483,14,132,39,42,2,5,89,4751,4513,10,95,35,32,1,5,60,3854.9,563.6,4767,777.7,3868.9,606.4,4611.8,971.1,3060.6,743.5,3071.9,721.8,3168.3,603.1,585.1,690.4,873.3,3861.6,3098.9,4689.2
01,003,042A,21907,19261,1647,657,46,129,8,2,157,16717,14916,1157,436,40,81,6,1,80,9796.9,3022.9,11044.4,3863.3,10192.1,2987.4,10567.9,4527.6,7966.5,3566,7950.9,3506.9,8205.9,3161.7,3004.3,3415.2,4193.9,9993.1,8041.9,10805.8
01,003,042B,1804,1358,400,17,1,8,0,2,18,1442,1105,305,16,1,7,0,2,6,916.9,376.3,1481.4,548,970.2,347.9,1429,605,903.5,461.4,933.9,422.7,955.6,385.8,362,423.4,576.2,943.7,931,1455.1
01,003,0440,3511,3315,32,102,11,5,0,7,39,2723,2599,20,68,9,4,0,3,20,1583.2,244.7,1866.1,364.9,1587.7,264.5,1778.7,491.3,1191.5,308.6,1167.1,321.2,1202.9,264.7,254.6,298.1,428.4,1585.4,1187,1822.4
01,003,0450,5991,5552,162,112,25,56,14,12,58,4349,4067,121,62,19,39,8,7,26,2764.5,561.2,2881.3,784.2,2811.7,591.5,2793.3,950.6999999999999,2147.5,713.8,2170.7999999999997,672,2238.1,585.2,576.1,657.3,867.6,2788,2185.3,2836.9
01,003,0460,3074,2842,88,67,11,53,0,1,12,2341,2185,66,36,6,39,0,1,8,1502.2,298.9,1568,372.8,1554.1,267.2,1524,449.2,1187.8,345.9,1204,326.1,1225.9,293.2,283.2,321.9,411.1,1528.4,1205.7,1546.3
01,003,0480,5051,4420,327,155,22,58,0,5,64,3880,3453,233,101,17,47,0,2,27,1776.6,558,2098.5,914,1860.9,598.3,2026.7,1014.6999999999999,1452.3,742.8,1465.3,723.1,1496.7,674.8,578.1,714.1,964.2,1818.6,1471.9,2062.4
01,003,0490,18034,14112,2898,482,64,249,10,31,188,13776,10910,2211,311,45,178,7,18,96,6595.3,2935.1,6519.7,3536.9,6929,2905.2,6274.9,3884.9,4702.6,3010.8,4722.6,2937.1,4865.9,2744,2921.5,2898.2,3710.9,6760.2,4761.4,6396.8
01,005,0010,1198,644,475,56,6,1,0,1,15,925,512,361,36,5,1,0,0,10,304.8,176.3,335.7,173.20000000000002,291.1,172.5,321,190.3,247,148.1,230.1,158.5,237.4,146.6,174.3,151.1,181.5,297.7,238.4,328.4
01,005,0020,686,452,181,41,4,1,3,0,4,560,377,149,26,2,1,2,0,3,183.4,64.7,215,74.8,171.9,63.7,211.6,79.7,148,62.6,147.9,61.1,151,56.1,64.3,59.9,77.3,177.4,148.6,213.2
01,005,0030,3451,1044,1812,534,6,7,2,3,43,2914,958,1549,360,3,3,2,1,38,377.8,393.3,374.59999999999997,429.6,359.40000000000003,378,364.3,445.9,280,327.5,247.8,356.5,259.1,339.6,385.59999999999997,341.4,437,368.6,262,369.2
01,005,0040,1647,1135,384,89,10,4,0,3,22,1289,930,276,60,8,3,0,0,12,512.8,165.6,526.2,174.8,507.6,173.5,503.9,199.1,404.2,158.9,383.3,174.6,396.6,155.7,169.2,162.8,186,510.2,395.1,514.9
01,005,0050,13160,6532,5838,566,23,85,19,4,93,9726,5233,3972,370,19,63,17,2,50,2830.6,2651.9,2878.8,2570.2,2870.4,2621.2,2797.8,2675.4,2213.6,2215.8,2077.6,2331.1,2135.9,2218.7,2636.7,2254.6,2622.2,2849.1,2141.2,2838.6
01,005,0060,1752,544,1168,19,4,2,0,0,15,1280,427,824,12,4,2,0,0,11,152.6,274.7,149.8,270,157.3,261.8,144.7,274.8,134.6,217.1,114.1,234.9,121.6,218.8,267.8,223.1,272.9,154.6,122.8,147.3
01,005,0070,762,192,561,3,0,2,0,0,4,576,161,410,2,0,2,0,0,1,197.7,158.1,197.8,145.7,199.6,155.3,192.29999999999998,154.1,150.2,137.2,144.5,142.9,149.2,135.8,156.4,138.7,150.1,198.79999999999998,148.1,195
01,005,0080,671,205,451,8,0,3,0,2,2,513,176,326,4,0,3,0,2,2,103.3,192.9,115.4,198.6,99.8,193.6,114.3,197.5,97.5,146.8,76.7,168.9,82,162.4,193.2,159.6,198.8,101.3,85.5,114.8
01,005,0090,2781,1263,1441,64,6,0,0,0,7,2565,1175,1327,51,5,0,0,0,7,382.6,554.6,373.09999999999997,549.4,379.8,532.7,360.6,559.1,333.3,440.7,283.9,480.29999999999995,298.4,445.7,543.8000000000001,455.59999999999997,554,380.7,304.7,366.6
01,005,0100,901,685,207,5,0,1,0,0,3,740,569,168,2,0,1,0,0,0,321.3,90,363.3,82.4,306.2,85.2,348.9,96.89999999999999,260.8,67.3,249,77.9,247.6,70.7,87.2,71.5,89.3,314.4,251.8,356.2
01,005,1100,448,141,302,2,1,1,0,0,1,354,106,243,2,1,1,0,0,1,86.3,146.4,92.5,146.4,92.5,139.9,91.4,148.3,67.1,122.3,67.1,122.8,68.2,116.7,143,120.7,147.5,89.4,67.3,91.8
01,007,1,3370,3170,93,58,5,4,0,5,35,2436,2302,52,46,5,4,0,0,27,1305.3,98.9,1449.3,128.3,1280.4,154.1,1417.9,175.1,927.8,159.2,937.4,149.8,960.2,126.7,126.1,145.2,151.5,1292.9,941.4,1434.1
01,007,10,518,484,25,1,2,0,0,0,6,402,372,22,1,2,0,0,0,5,180.3,42.6,195.1,44.2,176.20000000000002,50.5,188.9,52.6,130,46.6,130,46.1,133.4,40.7,45.9,44.7,48,178.2,131,191.8
01,007,10.01,909,693,167,9,12,0,0,0,28,719,560,132,4,8,0,0,0,15,286.3,67.8,334.9,71.9,273.4,80.9,321.2,85.8,203.4,76.6,207.7,73.3,215.4,65.8,74.7,71.9,78.7,279.9,208.9,328.1
01,007,11,2900,2539,303,28,10,2,0,5,13,2137,1860,237,20,9,1,0,2,8,958.8,225.8,1038.5,235,937.2,269,1003.1,280.6,690.5,248.1,691.5,243.9,709.4,216.3,245.9,237,256.6,949,695.7,1018.8
01,007,11.01,678,639,31,6,1,0,0,0,1,501,482,15,2,1,0,0,0,1,268.4,20.3,298.1,26.5,263.4,31.6,291.5,36.1,190.5,32.5,192.9,31,197.6,26.2,25.8,30,30.900000000000002,266.1,193.6,295.1
01,007,12,943,779,142,13,0,0,0,0,9,725,608,102,11,0,0,0,0,4,354.2,47.8,414.8,55.6,345.3,63.300000000000004,403.7,69.4,293.8,56.199999999999996,287.9,58.699999999999996,296.4,50.3,55.9,55.4,62.1,349.8,292.9,409.59999999999997
01,007,13,3636,1109,2430,77,2,0,2,0,16,3185,1000,2096,72,2,0,0,0,15,264.4,520.5,303.59999999999997,540.3000000000001,272.3,515.9,290.9,556,227.7,376.5,211.10000000000002,390.9,222.6,377.4,518.1,381.40000000000003,548.5,268.2,220.6,297.3
01,007,14,471,221,241,3,1,3,0,1,1,351,174,173,2,1,1,0,0,0,168.3,46.2,181.70000000000002,42,165.7,49.4,180.4,45.3,128.3,40,129.1,38.3,133.5,34,47.800000000000004,37.5,43.5,167,130.1,181
01,007,2,1022,839,135,46,0,0,0,0,2,758,623,99,35,0,0,0,0,1,340.4,80.4,368.6,83.2,332.2,95.3,356,99.5,245.1,87.9,245.29999999999998,86.4,251.7,77,87.3,83.7,90.9,336.5,247.3,361.9
01,007,3,498,474,9,7,1,3,0,0,4,373,356,7,6,1,1,0,0,2,182.1,25,213.2,28.4,177.5,32.4,207.7,35.8,151.1,28.6,148.4,29.8,152.3,26,28.7,28.5,31.7,179.1,150.6,210.7
01,007,4,590,249,337,2,0,0,0,0,2,451,201,248,0,0,0,0,0,2,37.3,73.7,43.2,76.5,38.5,73.1,41.5,78.5,32.3,53.3,29.8,55.2,31.400000000000002,53.4,73.4,53.9,77.8,37.8,31.2,42.4
01,007,5,1881,1599,193,55,12,2,0,3,17,1474,1270,145,41,6,1,0,2,9,707.6,194,764.1,175.9,696.1,207.9,757.1,190.3,538.8,167.5,542.5,161,560.8,143.3,200.6,157.1,182.5,702,545.6,761.2
01,007,6,1293,1157,102,17,4,0,0,0,13,954,852,77,15,2,0,0,0,8,379.8,90.7,444.2,95.4,363.4,107.8,426.3,113.4,270.3,100.9,275.4,97.9,285.6,86.7,99.2,95.4,104.2,371.3,276.6,435.8
01,007,7,863,752,94,8,4,0,0,2,3,691,612,69,4,3,0,0,1,2,310.9,45.2,338.6,52.6,301.9,52.6,327.1,58.7,223.8,55.1,225.7,55.1,234.6,46.2,49,52.7,55.3,306.9,227.9,332.5
01,007,8,210,188,17,1,0,1,0,0,3,169,153,13,1,0,0,0,0,2,76,10.9,82.7,13.1,73.9,13.1,79.8,14.6,54.5,13.5,55.4,13.5,57.4,11,12,13,13.8,75.3,55.8,80.6
01,007,9,3133,2299,705,75,10,7,5,4,28,2388,1822,476,50,7,6,5,3,19,913.2,283.7,1052,318.5,913.7,286.8,1022.7,352.3,768.7,252.1,769.8,249.4,792.4,220.5,285.9,239.9,335.3,913.4,776.4,1037.4
01,009,1,3922,3826,9,29,9,0,0,0,49,2928,2861,8,18,8,0,0,0,33,1800.6,110.39999999999999,2003.1,163,1775.7,173,1991.5,200.4,1465.4,175.7,1481.6,165.8,1492.8999999999999,148.1,141.29999999999998,163.3,181.2,1788.5,1480,1997.3
01,009,10,1108,1042,5,33,5,0,0,0,23,850,813,2,16,4,0,0,0,15,424.7,35,477.4,34.9,408.7,40.9,459.8,54.3,299.7,29.1,303.1,24.6,303.8,15.9,37.800000000000004,24,43.7,417,302.3,468.5
01,009,11,2711,2460,10,192,23,4,0,0,22,2041,1886,4,112,18,4,0,0,17,1053.8,81.5,1225.1,83.9,1008.4,117.6,1192.8,113.3,798.3,88.5,789.6,96.2,802.9,73.7,99,87.1,97.6,1031,798,1209.2
01,009,12,2101,1785,3,266,19,2,1,0,25,1540,1365,0,146,12,2,0,0,15,783.8,97.8,850.8,85.6,756.2,123.6,832.1,111.8,603.8,71.4,606.3,69.1,611.6,54.4,110.8,65.5,97.9,770,607.1,841.5
01,009,13,2083,1422,2,620,13,2,1,2,21,1515,1136,2,353,8,1,1,2,12,622.7,85.7,646.5,107.7,600.2,117.5,628.7,121.1,435.5,71.8,426,82,441.2,64.5,101.4,71.7,114.7,611,434.8,637.6
01,009,14,3703,3238,23,389,19,3,1,5,25,2847,2574,15,225,10,3,1,2,17,1522.3,68.4,1634.4,123.5,1467.7,121.2,1598,157.3,1121.1,98.6,1115.9,103.9,1138.2,79,94.1,94.5,139,1495,1124.3,1616.3
01,009,15,791,762,1,21,2,0,0,2,3,600,584,1,11,2,0,0,0,2,357.1,20.1,396.9,32,349,25,388.8,39,275.1,34.2,279,32,283.8,25.8,22.5,30.6,35.6,353.1,279.2,392.9
01,009,16,2765,2347,16,354,12,8,0,2,26,2092,1846,11,210,7,8,0,0,10,1023.4,125.2,1131.2,162.5,993.4,167.7,1095.9,205.3,740,128.6,732.4,130.4,751.2,112.1,146.7,124.2,183.1,1007.6,741.6,1114
01,009,17,3033,2921,23,67,6,1,0,0,15,2293,2225,12,41,4,1,0,0,10,1412.5,102.4,1580.8,102.4,1371.7,153.9,1544.5,152.2,1016,121.5,1005.3,124.9,1021,98.9,127.2,116.1,126.1,1391.9,1014.6,1563.8
01,009,18,3370,3148,18,124,30,11,1,2,36,2636,2481,16,80,23,9,1,2,24,1216.8,74.8,1328.5,111,1174.7,105.6,1287.4,156,845,105.6,844,104.7,858.1,87.2,90.6,99.7,132.9,1195.9,848.2,1308.4
01,009,19,2171,2071,20,53,6,4,0,0,17,1614,1547,15,35,6,4,0,0,7,993.3,95.3,1100.5,133.3,989.6999999999999,122.4,1086.3,158.8,723.6,129.2,714.9,131.2,735.1,104.2,109.3,122.2,146.1,991.6,724,1093.6
01,009,2,2238,2168,21,15,11,1,0,3,19,1757,1705,15,11,9,0,0,1,16,1129,100.2,1274.7,136.9,1110.3,140.3,1254.3,156.7,908.2,125.7,915.7,118.5,923.4,106.1,120,116.9,146.8,1119.4,915.3,1263.9
01,009,20,732,715,8,3,3,0,0,0,3,581,571,3,3,3,0,0,0,1,401.2,28.6,475.40000000000003,43.9,382.9,51.7,465.5,66.6,344.3,42.9,342.2,44.7,350,37,40.1,41.4,55.3,392.1,345.40000000000003,470.1
01,009,21,1341,969,3,344,8,7,0,0,10,983,768,2,192,7,5,0,0,9,446.3,42.6,495.4,62.2,439.8,57.4,485.6,72.4,322.8,51.7,323.9,55.3,336.7,42.5,49.5,50.5,66.8,442.2,327.2,490.7
01,009,22,6567,5008,382,1046,26,30,2,9,64,5055,4041,293,648,17,18,0,4,34,2065.6,401.1,1948.1,444.3,2012.8,475.8,1903.7,485.4,1516,418.7,1515,417.4,1551.3,356,437,398.1,463.1,2037.6,1525.9,1925.9
