state,county,vtd,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,pre_20_rep_tru,pre_20_dem_bid,uss_16_rep_thu,uss_16_dem_wil,uss_20_rep_rou,uss_20_dem_ahl,gov_18_rep_noe,gov_18_dem_sut,atg_18_rep_rav,atg_18_dem_sei,sos_18_rep_bar,sos_18_dem_fre,adv_16,adv_18,adv_20,arv_16,arv_18,arv_20
46,011,VTD-11,1285,1216,1,34,19,2,0,0,13,981,942,1,20,12,2,0,0,4,372.1,250.2,458.9,301.9,486.40000000000003,200.4,503.7,287.8,279.7,306.5,301.9,265,358.8,214.9,222.1,263.3,294.9,428.7,313.4,479.3
46,011,VTD-12,448,435,0,8,0,1,0,0,4,340,331,0,6,0,1,0,0,2,187.1,65.1,197.6,79.7,244.4,52.1,216,73.8,138.9,82.4,153.20000000000002,70,181.70000000000002,57.4,58.1,69.4,75.7,213.8,156.3,205
46,011,VTD-13,430,418,2,3,0,3,0,0,4,332,326,2,1,0,2,0,0,1,139.2,84.8,157.1,89.7,181.5,68.6,172.1,84.8,119.8,108.7,131.9,93.8,154.7,76,75.7,93.3,87.39999999999999,160.6,135.2,164.4
46,011,VTD-14,2353,2262,1,55,10,13,0,0,12,1724,1671,0,35,6,3,0,0,9,700.6,414.3,802.2,501.9,917.1,337,882.4,471.6,572.1,554.5,623.3,481.2,738.6,390.4,374.5,477.2,485.6,809.6,646.1,842.7
46,011,VTD-15,328,310,0,8,1,4,0,0,5,259,251,0,5,1,1,0,0,1,94.5,75.39999999999999,103.2,81.1,124.8,60.9,112.6,77.1,74.3,98.6,81.1,85.5,94.5,68.60000000000001,68.1,85.3,79.4,107.8,82.7,108.4
46,011,VTD-16,1173,1000,3,145,1,1,0,4,19,881,753,3,111,1,1,0,3,9,267.7,136.1,324.4,138.7,352.3,108.1,355.8,128.9,207.9,174.2,227.1,150.2,267.7,120.5,120.8,149,134.2,309.4,233.2,341.4
46,011,VTD-2,3517,3241,36,35,24,122,1,1,57,3194,2963,30,33,20,106,1,1,40,292.9,343.2,417.90000000000003,480.7,383.2,277.4,459.2,451.09999999999997,209,445.09999999999997,228,386,269.8,311.9,310.6,380.8,465.6,337.6,235.70000000000002,438.6
46,011,VTD-3,2847,2617,29,63,53,37,3,1,44,2433,2282,16,38,40,30,3,0,24,308.6,356.1,412.4,489.1,404.4,288.1,453.2,460.7,214.9,423.3,234,366.9,277.6,295.6,321.6,362.4,474.7,356.5,242.8,432.3
46,011,VTD-4,2929,2785,33,21,12,47,0,4,27,2388,2285,30,13,11,35,0,4,10,677.2,622,744.2,747.3,885,503.2,818.2,703.1,499,808.1,544,699.7,645.2,566.6,562.4,691.3,724.6,781.3,562.6,780.8
46,011,VTD-5,4972,4530,15,93,44,200,0,2,88,3779,3494,14,53,27,145,0,2,44,1236.2,932.8,1464,1216.2,1615.4,754.9,1609.1,1143.4,963.8,1271.2,1050.8,1100.6,1244,891.3,844,1088,1179.9,1425.8,1086.1,1536.9
46,011,VTD-6,3502,3203,36,60,44,94,2,2,61,2533,2365,21,28,26,65,1,0,27,1099.1,764.1,1268.9,968.9,1435.7,618.5,1395.5,911.3,881.3,1012.4,961.1,877.1,1137.5,709.6,690.9,866.6999999999999,940.3,1267.1,993.3,1332.3999999999999
46,011,VTD-8,1427,1348,4,30,15,17,0,0,13,1039,997,4,15,8,11,0,0,4,411.6,243.6,449.2,302.9,536.4,197.20000000000002,492.7,284,329.4,342.2,360.2,296.7,425.1,240.8,219.4,293.3,293.1,474.6,371.6,470.6
46,011,VTD-9,1344,1323,1,9,2,5,0,0,4,1007,992,0,7,2,2,0,0,4,388.8,234.6,473.4,242.6,505,191.8,520.6,229.7,309.9,301.3,337.8,259.1,402.3,209.3,211.1,257.7,234.3,447,350.1,495.8
46,013,VTD-1,3073,2829,17,62,104,15,4,0,42,2304,2158,10,33,69,10,2,0,22,712.2,402.4,804.4,502.7,842.3,354.5,851.4,481.8,503.8,542.2,529,488.9,700.1,330.3,378.5,453.2,492.9,777.1,577.7,827.7
46,013,VTD-10,2179,1839,31,35,71,140,12,0,51,1866,1573,28,30,53,139,12,0,31,348.4,222.70000000000002,413.4,282.9,412.4,195.9,436.3,271.9,223.2,292.5,235.1,262.9,311.3,177.4,209.70000000000002,244.1,277.2,380.4,256.7,424.8
46,013,VTD-11,2277,2063,26,45,73,32,1,3,34,1880,1745,19,27,46,25,1,3,14,615.2,352.9,688.8,446.2,727.9,309.3,727.2,429,435.8,471.7,458.6,424.7,607.5,287.9,331,394.8,437.5,671.9,500.7,707.9
46,013,VTD-12,1219,1171,2,13,21,2,0,0,10,898,869,1,7,15,1,0,0,5,468.90000000000003,175.9,484.8,195.5,555.4,152.1,510.4,188.4,335,232,354.3,209.1,468.2,140.6,163,192.7,192.9,513.1,385.1,497.5
46,013,VTD-13,764,737,2,10,8,3,0,0,4,585,570,0,6,6,2,0,0,1,223.9,150.7,233.4,155.4,266.6,134.8,244.5,150.7,164.7,187.1,174.2,173.5,229.5,116.9,142,157.20000000000002,152.8,245.20000000000002,191.3,236.7
46,013,VTD-14,527,506,0,5,11,1,0,0,4,390,378,0,2,6,1,0,0,3,138.5,112.7,142.7,129.2,160.6,99.5,151.7,121.3,100.1,156,104.4,140.4,140.2,94.9,108.3,130.6,122.8,150.7,116.6,148.70000000000002
46,013,VTD-15,1893,1798,0,10,60,8,0,0,17,1407,1350,0,4,40,5,0,0,8,650.9,243.7,695.6,282.3,769.7,216.5,731,273.5,479.59999999999997,332.1,504.7,299.1,665.8,202.2,229.2,278.5,278.7,709.2,551.6,712.9
46,013,VTD-16,716,677,4,6,11,1,0,0,17,556,536,1,4,6,1,0,0,8,267.8,108.3,267.8,120.9,317.3,95.3,282.4,115.5,194.7,154.3,205.8,138.70000000000002,271.5,93.7,101.60000000000001,129.4,118.2,292.5,223.79999999999998,275.1
46,013,VTD-17,1219,1165,2,14,26,4,0,1,7,876,846,0,10,17,1,0,1,1,325.7,261.2,375.2,256.4,387.90000000000003,227,392.1,246.2,245.6,354.9,258.3,320.5,339.6,216.3,246.1,299,250.2,356.3,282.6,385.40000000000003
46,013,VTD-18,461,453,0,1,5,1,0,0,1,342,337,0,0,4,1,0,0,0,137.1,108.7,136.8,116.3,165.6,97,142.2,108.7,98.4,157.3,102.6,141.1,136.8,97,102.6,131.5,111.8,150.70000000000002,113.3,138.1
46,013,VTD-19,2279,2218,6,21,10,3,0,0,21,1640,1610,3,10,4,3,0,0,10,547.8,373.5,654.7,425.7,649.9,328,688.1,409.1,415,515.8,433.5,468.6,573.2,318.7,346.8,433.4,414.09999999999997,603.9,478.6,668
46,013,VTD-2,1739,1633,5,18,39,18,2,0,24,1345,1276,4,13,33,9,2,0,8,369.2,263.6,397.1,320,436.5,231.8,419.2,307.1,263.2,347.9,276.4,313.7,365.9,211.9,247.1,290.9,313.4,403.1,302,407.9
46,013,VTD-20,313,311,0,0,0,0,0,0,2,242,241,0,0,0,0,0,0,1,80.3,70,81,72.6,94.2,61.9,86.1,70.89999999999999,61.9,97.9,63.9,88.1,86.1,59.1,67.7,83,71.39999999999999,88.60000000000001,71.8,83.2
46,013,VTD-21,540,530,0,3,2,2,0,0,3,449,445,0,1,0,2,0,0,1,114.5,136.3,126.5,136.3,134.7,119.9,131,133.8,88.9,173.8,89.8,154.9,119.9,105,129.3,146.2,135.4,126.6,98,127.6
46,013,VTD-22,509,500,0,1,2,1,0,0,5,383,378,0,1,2,1,0,0,1,136.5,116.4,130.9,122.4,159.4,103.1,138.1,117.9,98.2,153.2,101.10000000000001,139.3,131.6,93.2,111.2,129.1,118.6,149.3,111.8,133.8
46,013,VTD-3,3416,3111,27,42,145,23,5,0,63,2684,2501,20,32,87,17,2,0,25,853.1,468.2,904,567.1,1009.4,410.6,955.1,544.9,606.4,617.5,638.6,557.2,845.3,376.2,439.6,516.9,556.2,931.4,696.8,928.8
46,013,VTD-4,1509,1318,6,36,94,17,12,0,26,1152,1045,4,18,51,13,8,0,13,309.1,205.79999999999998,394.6,280.8,365,181.4,416.9,270.1,220,283.7,231.4,256.1,307.4,173.7,193.1,238,275,336.9,252.7,405.9
46,013,VTD-5,1415,1274,16,17,45,18,3,1,41,1124,1021,11,14,32,16,3,1,26,236.2,161.9,278.8,243.9,279.8,143.1,294.6,235.1,163.3,222.2,172.1,200,228.3,134.7,152.4,185.4,239.3,257.9,187.6,286.8
46,013,VTD-6,3141,2873,18,57,97,33,2,6,55,2456,2300,8,33,70,25,2,4,14,1002.3,505.9,1138,599.1,1185.8,444.6,1201.3,576.2,691.8,699.2,729.1,630.5,963.8,425.6,474.7,584.8,587.3,1093.6,795.2,1169
46,013,VTD-7,2608,2438,8,38,79,13,1,3,28,1941,1842,7,17,53,10,1,0,11,970.3,429,1015.1,503.6,1146.8999999999999,378,1070.7,483.9,681.1,588.5,717.2,529.7,949,358.3,403.8,491.7,493.2,1058.7,782.5,1042.9
46,013,VTD-8,2983,2722,10,38,142,10,0,3,58,2199,2051,8,18,86,10,0,0,26,553.2,334,666,474.1,655.3,293.4,701.4,455.4,370.8,422.8,390.4,380.4,515.4,257.8,313.4,353.8,464.8,604.2,425.5,684.1
46,013,VTD-9,1751,1659,7,24,33,8,0,0,20,1339,1288,5,11,19,8,0,0,8,553.2,246.2,562.5,301.7,654,216.4,593.1,290.1,391.1,326.4,412.1,293.7,544.5,198.4,231.4,272.8,295.8,603.2,449,577.6
46,015,VTD-1,320,302,1,2,5,1,0,0,9,238,228,1,1,3,1,0,0,4,88.2,42.5,96.7,52.300000000000004,103.7,37.4,99.6,54.8,61.8,66.3,69.8,54.8,84.3,39.3,39.6,53.8,53.3,95.9,71.8,98
46,015,VTD-2,548,536,2,2,4,0,0,0,4,389,381,0,2,2,0,0,0,4,167.8,40.3,194.1,40.3,177.4,45.6,181.2,60.1,103.4,95.2,123,65.9,137.8,52.199999999999996,41.6,71.8,49.3,173.3,122.3,185.79999999999998
46,015,VTD-3,823,722,0,20,43,2,0,0,36,605,562,0,6,22,0,0,0,15,266.3,80.7,303.6,94.6,289.6,87.4,298.3,110,214.6,138.1,234,107.5,253,87.8,84.6,110.5,101,278.3,234,301.5
46,015,VTD-4,275,264,0,6,2,0,0,0,3,192,186,0,5,0,0,0,0,1,58.6,10.8,72.8,12.8,56.5,18.7,68.6,18.7,53.6,20.4,56.5,17.8,60.6,15.4,15.7,18,16.1,57.5,56.7,71
46,015,VTD-5,198,190,0,1,7,0,0,0,0,143,140,0,1,2,0,0,0,0,86.6,18.9,87.2,15.3,94.1,14.4,85.8,22.3,59.8,42.9,62.9,36.6,81.2,15.3,15.3,31.4,18.2,89.3,67,86.5
46,015,VTD-D2,1092,934,2,10,124,2,1,0,19,808,736,1,3,56,2,1,0,9,300.8,143.1,328.9,177.8,351.7,127.5,338.1,184.6,209.9,223.9,236,184.3,285.5,134.3,135.5,181.2,181.5,325.8,243.3,333.5
46,015,VTD-D3,202,134,2,4,51,0,0,0,11,133,97,1,1,29,0,0,0,5,49.6,23.5,54.1,29.3,57.9,21,55.7,30.4,34.6,36.8,38.8,30.4,47.1,22.1,22.3,29.7,30,53.7,40,54.8
46,015,VTD-D4,1094,870,3,22,166,2,0,0,31,873,726,3,16,108,2,0,0,18,325.3,154.7,355.4,192.2,380.5,137.8,365.2,199.7,227.3,241.9,255.4,199.2,308.9,145.4,146,195.9,196.3,352,263.5,360.3
46,015,VTD-W1,234,226,0,0,4,2,0,0,2,171,167,0,0,3,1,0,0,0,73.39999999999999,18.5,85.1,18.5,77.9,20.5,80,26,45.800000000000004,42,54.2,29.4,60.2,22.6,19.2,31.3,22.5,75.7,53.5,82.6
46,015,VTD-W2,192,186,0,3,3,0,0,0,0,154,149,0,2,3,0,0,0,0,66,16.6,76.7,16.6,70.39999999999999,18.4,72.2,23.5,41.4,37.7,49,26.6,54.3,20.2,17.2,28.1,20.1,68.1,48.2,74.2
46,015,VTD-W3,277,251,2,5,16,0,0,0,3,191,183,0,1,6,0,0,0,1,82.1,20.6,94.8,20.6,87.3,23.1,89.4,29.4,51.2,46.800000000000004,60.699999999999996,32.9,67.6,25.2,21.6,35,25.1,84.8,59.9,91.6
46,017,VTD-1,166,160,0,0,4,1,0,0,1,116,110,0,0,4,1,0,0,1,87.6,22.8,93.6,24.3,87.2,27.1,86.4,31,75.8,39,79.1,30.7,76.2,31,23.8,34.1,26.6,87.3,76.3,89.7
46,017,VTD-2,271,62,0,19,185,0,0,0,5,169,50,0,7,112,0,0,0,0,46.1,41.6,44.1,48.2,54.5,35.2,50.3,41.6,30.3,66.3,37.3,57.5,43.7,48.7,38.4,57.7,44.9,50.4,37.1,47.4
46,017,VTD-3,1475,61,4,16,1386,0,0,0,8,877,43,4,7,818,0,0,0,5,36.4,232,45.2,280,88.9,194.8,87.7,248.8,31.5,298.2,41.2,279.5,45.2,274.3,213.6,284,264.7,62.6,39.1,66.7
46,019,VTD-11,139,132,0,4,0,0,0,0,3,108,105,0,2,0,0,0,0,1,63.1,8,63.900000000000006,9.9,63.1,6,65,9.9,50,12,49,9,54,7,7,9.3,9.9,63.1,51,64.6
46,019,VTD-12,146,136,0,2,5,1,0,0,2,121,116,0,1,3,1,0,0,0,79,14.7,90.1,13.8,85.9,11.1,86.9,16.3,67.8,20.6,70.2,19,77.1,12.1,12.6,17.4,14.7,82.6,71.6,88.4
46,019,VTD-13,322,307,0,1,9,2,0,0,3,236,229,0,0,4,2,0,0,1,123.3,14.200000000000001,133.5,19.6,122,20,130.8,24.1,89.8,37.7,97.7,26.9,107,18.3,16.5,27,21.7,123.10000000000001,98,131.4
46,019,VTD-14,591,539,8,16,13,0,2,0,13,459,436,3,10,1,0,2,0,7,239.8,27.5,259.5,37.9,237.5,38.5,255.1,47.7,174.6,73,190,52.3,208.5,35.5,32.2,52.9,41.8,239.4,190.5,256.4
46,019,VTD-16,787,750,0,7,17,0,0,1,12,594,572,0,3,9,0,0,1,9,337.5,51.5,384.6,80.6,348.3,61.3,387.7,85.5,253.1,115.7,277.4,90.7,291.1,70.1,56.5,92,83.6,342.8,274,386.2
46,019,VTD-17,939,880,0,20,8,1,0,0,30,696,654,0,20,7,1,0,0,14,339,56.1,391.6,69.6,356.6,60.3,388.5,74.2,257.5,103.3,275,86.5,298.5,66.8,57.6,85.4,72,347.9,276.9,390.1
46,019,VTD-18,455,427,2,8,8,0,0,0,10,357,338,0,7,5,0,0,0,7,153.9,30.5,160.5,35.6,160.4,38.6,168,40.5,121.7,49.7,122.5,43.9,132,35.7,33.9,43.5,37.7,156.8,126,163.5
46,019,VTD-20,603,556,1,6,10,2,3,0,25,459,434,1,1,8,2,1,0,12,182.3,48.4,200.3,37.9,188.9,50.2,196.3,45.9,132,91.7,139.4,78.1,156,62.3,49.6,77.5,41.9,185.2,142.2,198.1
46,019,VTD-6,85,79,0,1,2,0,0,0,3,70,67,0,1,0,0,0,0,2,50.5,1.1,43.7,2.7,48.6,4.5,40.6,7.5,37.6,9.8,40,4.7,40,4.5,2.6,6.5,5.2,49.7,39.5,42.2
46,019,VTD-8,26,23,0,1,0,0,0,0,2,20,18,0,1,0,0,0,0,1,10.3,1.1,11.3,1.7,10.3,1.8,11.100000000000001,2,7.7,3.1,8.2,2.2,9.1,1.7,1.5,2.2,1.7,10.3,8.2,11.100000000000001
46,019,VTD-B1,647,555,0,22,31,4,0,0,35,487,434,0,14,21,4,0,0,14,127.2,39.9,145.79999999999998,59.6,129.1,47.4,158,56.3,92.3,56.3,90.3,56.3,101,45.6,43.7,53.1,57.9,128.1,94.3,151.9
46,019,VTD-B2,566,505,6,35,6,1,0,0,13,427,386,4,24,6,1,0,0,6,142.3,29.9,152.4,65.4,144,40.699999999999996,159.4,63.2,97.4,51,95.2,49.2,102.3,39.5,35.3,46.5,64.4,143.1,98.3,155.8
46,019,VTD-B3,658,604,1,29,8,3,1,0,12,501,463,1,21,7,3,1,0,5,192.7,44.199999999999996,200.5,61.6,206.6,47.800000000000004,209.2,58.1,124.9,76.9,139.8,63.1,153.4,48.4,46.199999999999996,62.7,59.4,199.5,139.4,204.70000000000002
46,019,VTD-B4,795,713,0,56,13,0,1,0,12,613,566,0,33,7,0,1,0,6,232,63.7,239.8,85.1,250.7,64.5,250.9,85.6,169.70000000000002,94,175.3,84.4,188.3,69.3,64.1,82.6,85.1,241.5,177.6,245.5
46,019,VTD-B5,274,258,1,8,5,0,0,0,2,192,180,0,5,5,0,0,0,2,100.89999999999999,27.6,132.8,37.4,115.8,20.2,139.5,31.900000000000002,91.7,39.4,93,35.5,104.3,25.5,23.9,33.6,34.8,108.3,96.30000000000001,135.9
46,019,VTD-B6,917,876,0,17,11,6,0,0,7,670,640,0,15,6,5,0,0,4,312.6,74.8,336.9,98.3,345.8,73.3,348.4,95.2,232.2,117.3,241.79999999999998,101.9,275.2,65.4,74.2,95,96.60000000000001,329,249.6,342.5
46,019,VTD-B7,684,629,0,25,17,0,0,0,13,466,434,0,14,12,0,0,0,6,176.6,37.9,201.70000000000002,53.7,192,45.6,206.4,55.8,134.5,71.7,141.79999999999998,61,157,47,41.9,60,54.7,184.5,144.4,203.8
46,019,VTD-B8,1042,970,1,38,6,1,0,0,26,763,720,1,20,5,1,0,0,16,299,95.8,360.5,123.89999999999999,338.6,92.4,383.5,110.5,223.6,145.9,257.4,108.1,283.2,86.39999999999999,94.1,113.3,117.2,318.9,254.7,372.1
46,019,VTD17P,434,421,0,10,1,0,0,0,2,344,333,0,9,1,0,0,0,1,199.6,30.1,228.2,46.8,206.4,35.7,229.9,49.6,150.70000000000002,67.8,165.1,53,173.5,40.7,33.1,53.8,48.5,202.8,163.1,228.9
46,021,VTD-1,387,374,0,7,3,1,0,0,2,307,299,0,5,1,1,0,0,1,170.5,35.7,185.1,31.3,189.7,25.9,183.9,33.3,137.1,44.5,107.7,73.8,151,24.3,30.6,47.8,32.6,180.2,132.1,184.29999999999998
46,021,VTD-2,266,261,0,4,1,0,0,0,0,224,221,0,2,1,0,0,0,0,123.8,17.5,135.8,26.2,133.3,17.5,140.8,23.6,93.4,25.2,83.2,38.7,105,15.4,17.5,26.6,24.7,128.5,93.9,138.4
46,021,VTD-3,251,246,0,3,0,0,0,0,2,200,199,0,0,0,0,0,0,1,128.3,18,127.4,18.6,130.6,16.9,127.5,20,103.10000000000001,31.6,81.3,50.300000000000004,115.6,16.8,17.4,32.1,18.9,129.9,99.3,127.5
46,021,VTD-4,265,258,0,2,0,3,0,0,2,220,217,0,1,0,1,0,0,1,128.7,21.7,131.8,21.900000000000002,133.2,12.700000000000001,131.8,21.900000000000002,95.10000000000001,36.6,88,43.7,117.30000000000001,12.700000000000001,17.900000000000002,32.4,21.900000000000002,130.9,98.8,131.8
