GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
16031312706,ID,Cassia County,312706,2564,1073,1385,7,10,18,2,17,52,1856,713,1057,6,10,18,1,10,41,404.2,135.1,449.8,126.3,283.6,129.7,307.9,119.6,295.8,130.7,501.7,166.4,474.4,173.3,427,130.7,295.8,126.7,488.1,169.8,388.2,140.1
16031312707,ID,Cassia County,312707,560,34,513,0,3,2,0,0,8,415,22,388,0,1,0,0,0,4,266.4,29.9,270.2,27.7,226.6,39.3,241.5,33,240.7,33.6,335.7,44.1,319.4,45.4,268.3,28.8,236.3,35.3,327.6,44.7,271.5,36.1
16031312708,ID,Cassia County,312708,216,8,207,0,0,0,0,0,1,142,4,137,0,0,0,0,0,1,78.5,15,88.5,13,71.3,14,71.4,15,73.4,12,99.7,21,99.6,19,83.5,14,72,13.7,99.6,20,83.2,15.6
16031312709,ID,Cassia County,312709,108,27,80,0,0,0,0,0,1,68,12,56,0,0,0,0,0,0,35,1,33.1,0,24.3,0,27.2,0,26.3,1,47.6,3.9,43.8,3.9,34,0.5,25.9,0.3,45.7,3.9,33.9,1.4
16031312710,ID,Cassia County,312710,1749,282,1419,7,3,8,0,4,26,1167,180,955,0,3,7,0,3,19,507.5,47.2,504.8,59.9,425,65.8,437.8,55,432.9,60.9,659.8,78.5,632.4,88.3,506.1,53.6,431.9,60.5,646.1,83.4,514.3,65.1
16031312711,ID,Cassia County,312711,245,26,213,0,1,0,0,0,5,172,14,155,0,0,0,0,0,3,67.7,5.6,71.8,3.9,58.6,7.4,63.8,1.6,60.6,4,87.8,6.7,85.8,7.5,69.7,4.7,61,4.3,86.8,7.1,70.9,5.2
16031312712,ID,Cassia County,312712,1647,344,1253,6,2,9,2,2,29,1131,217,877,3,2,8,2,1,21,360.8,41.9,383.2,49.7,338.4,67.3,347.1,62.4,344.2,66.3,538.3,92.6,524.6,88.7,372,45.8,343.2,65.3,531.4,90.7,405.2,67
16031312713,ID,Cassia County,312713,485,285,195,1,1,0,0,0,3,329,192,135,0,0,0,0,0,2,58.5,7.6,73.6,5.8,67.8,2,65.9,2,64,3.9,92.8,4.9,95.6,4.9,66.1,6.7,65.9,2.6,94.2,4.9,74,4.4
16031312714,ID,Cassia County,312714,478,85,374,1,1,0,0,1,16,336,59,267,0,1,0,0,1,8,154.2,22.7,179.8,21.7,130.4,18.8,133.4,18.8,133.4,17.8,217.4,20.8,212.5,22.7,167,22.2,132.4,18.4,214.9,21.7,165.9,20.5
16031312715,ID,Cassia County,312715,671,143,518,0,0,0,0,0,10,437,88,342,0,0,0,0,0,7,194.8,10.9,211.6,16.8,140.4,12.8,146.4,12.8,148.3,11.9,285.8,9.9,269.9,11.9,203.2,13.8,145,12.5,277.9,10.9,199.6,12.4
16031312716,ID,Cassia County,312716,652,119,523,0,1,0,0,3,6,429,69,353,0,1,0,0,3,3,207,23,194,25,161,38,174,32,174,33,262,42,249,41,200.5,24,169.7,34.3,255.5,41.5,203,33.4
16031312717,ID,Cassia County,312717,891,193,661,3,17,5,2,0,10,620,114,481,3,11,4,2,0,5,314.4,25.4,317.8,27.2,233,20.2,241,23.1,240,26.1,359.2,34.4,349,38.3,316.1,26.3,238,23.1,354.1,36.3,293.5,27.8
16031312718,ID,Cassia County,312718,267,108,145,0,5,0,4,0,5,160,61,87,0,3,0,4,0,5,37.7,10.4,47.4,7.5,36.2,4.7,38.4,4.6,37.3,5.7,59.2,8.8,54.1,8.9,42.5,9,37.3,5,56.6,8.8,44.3,7.2
16031312719,ID,Cassia County,312719,831,279,516,3,6,8,3,0,16,558,175,362,2,5,3,2,0,9,218,32,243,22,185,19,195,14,191,19,276,38,268,35,230.5,27,190.3,17.3,272,36.5,225.1,25.6
16031312720,ID,Cassia County,312720,1216,138,1052,0,0,8,0,6,12,848,98,735,0,0,7,0,0,8,391.1,42.4,442.4,42.6,340.4,45.1,347.7,45.8,343.4,51.1,572.9,80.5,542.9,80.9,416.7,42.5,343.9,47.3,557.9,80.7,425.8,55.5
16031312721,ID,Cassia County,312721,1624,406,1155,1,4,2,2,8,46,1105,233,824,1,4,2,0,8,33,482.7,68.4,491.6,64.4,393.5,74.3,414.3,59.5,407.4,71.4,593.8,82.3,567,93.2,487.2,66.4,405.1,68.4,580.4,87.7,478.6,73.4
16031312722,ID,Cassia County,312722,62,1,60,1,0,0,0,0,0,40,0,40,0,0,0,0,0,0,34.2,3.2,38.6,3.3,31.6,6.2,32.6,3.2,29.6,5.2,36.8,2.2,36.6,3.2,36.4,3.2,31.3,4.8,36.7,2.7,34.3,3.8
16031312723,ID,Cassia County,312723,1215,229,931,4,1,7,3,6,34,836,133,668,0,1,5,2,5,22,343,40.1,358.6,45,306.8,62.5,315.6,53.7,304.9,64.5,485.6,75.2,453.4,87,350.8,42.5,309.1,60.3,469.5,81.1,366.9,61.1
16031312724,ID,Cassia County,312724,445,73,348,0,0,1,0,6,17,306,50,241,0,0,0,0,6,9,161,3,164,10,138,6,140,5,138,8,214,8,199,12,162.5,6.5,138.7,6.3,206.5,10,164.9,7.4
16031312725,ID,Cassia County,312725,1048,643,351,3,10,7,1,4,29,724,420,265,3,10,5,0,2,19,55.7,27.4,61.3,24.4,32.9,29.9,35.9,28.1,34.5,29.7,73,37.5,69.3,37.5,58.5,25.9,34.5,29.2,71.2,37.5,51.8,30.7
16033333501,ID,Clark County,333501,317,124,177,0,1,1,0,0,14,245,80,154,0,1,1,0,0,9,73.3,19.6,89.4,12.6,74.8,23.7,78.9,11.7,82.7,11.7,103.1,12,97,12,81.4,16.1,78.8,15.7,100,12,85.6,14.8
16033333502,ID,Clark County,333502,203,94,108,0,1,0,0,0,0,143,60,82,0,1,0,0,0,0,48.5,13.3,52.2,10.4,58,13.3,59.9,11.4,57,12.3,64.6,16.1,62.7,17.1,50.4,11.9,58.3,12.3,63.6,16.6,57.5,13.4
16033333503,ID,Clark County,333503,270,70,178,3,0,0,0,2,17,192,41,133,1,0,0,0,2,15,81,11,83,9,62,10,68,8,68,11,96,13,94,13,82,10,66,9.7,95,13,78.8,10.7
16035357001,ID,Clearwater County,357001,1333,61,1179,3,21,17,2,2,48,1077,43,959,3,16,17,2,2,35,374.9,98.9,382.8,100.5,259.2,117.2,275.1,103.5,270.4,107.1,411,116.6,408,116.4,378.8,99.7,268.2,109.3,409.5,116.5,340.2,108.6
16035357002,ID,Clearwater County,357002,1531,79,1376,18,23,5,0,3,27,1344,66,1216,17,19,5,0,3,18,337,89,334,86,265,101,274,88,272,92,402,78,396,86,335.5,87.5,270.3,93.7,399,82,325.7,88.6
16035357003,ID,Clearwater County,357003,1010,28,928,4,12,5,0,2,31,840,12,781,4,12,5,0,2,24,344.1,103.1,359.2,92.5,283.8,107.8,278.9,100.5,279.6,105.9,402,88.4,394,87.6,351.7,97.8,280.8,104.7,398,88,334.5,98
16035357004,ID,Clearwater County,357004,731,19,670,1,9,1,0,5,26,578,14,527,0,8,1,0,5,23,277,42,276,45,207,76,215,65,214,71,311,90,311,89,276.5,43.5,212,70.7,311,89.5,258.7,68.3
16035357005,ID,Clearwater County,357005,1050,45,921,0,35,10,0,6,33,890,27,795,0,27,10,0,3,28,319,114,323,126,243,128,252,122,246,126,371,143,361,129,321,120,247,125.3,366,136,302.1,126.9
16035357006,ID,Clearwater County,357006,200,15,168,0,2,0,0,1,14,155,13,131,0,2,0,0,1,8,66.7,5.1,65.7,4.7,58.2,6.9,55,9.1,55.5,8.8,99.5,12.7,88.9,17,66.2,4.9,56.2,8.2,94.2,14.9,69.9,9.2
16035357007,ID,Clearwater County,357007,82,1,75,0,3,1,0,0,2,69,1,62,0,3,1,0,0,2,27.6,13.3,24.9,16.9,24,12.4,22.2,12.4,25.8,8.9,47.1,22.2,46.2,28.4,26.2,15.1,24,11.3,46.7,25.3,31.1,16.4
16035357008,ID,Clearwater County,357008,292,10,260,5,3,0,0,0,14,249,4,228,5,2,0,0,0,10,146.8,21.4,130.9,23.4,127,17.4,129,20.5,123,25.5,164.7,21.1,164.7,16.9,138.9,22.4,126.3,21.1,164.7,19,140.9,20.9
16035357009,ID,Clearwater County,357009,956,12,877,5,7,2,0,8,45,788,5,726,3,7,2,0,8,37,378,55,374,53,334,49,331,53,328,62,485,64,458,70,376,54,331,54.7,471.5,67,384,58
16035357010,ID,Clearwater County,357010,21,1,18,0,0,0,0,0,2,18,1,16,0,0,0,0,0,1,20.5,4.6,20.5,3.7,23.2,5.7,23.4,5.7,23.3,5.8,28.7,3.6,27.6,3.7,20.5,4.2,23.3,5.7,28.1,3.7,23.9,4.7
16035357011,ID,Clearwater County,357011,567,11,516,2,15,0,0,0,23,498,8,452,2,14,0,0,0,22,163.6,59,166.4,61.9,144.2,60,143.2,59,142.3,57.1,189.7,70.7,178.1,69.7,165,60.5,143.2,58.7,183.9,70.2,161.1,62.5
16035357012,ID,Clearwater County,357012,586,8,547,2,3,2,0,6,18,473,7,441,2,1,1,0,4,17,261.9,49.2,259.2,51.5,190.5,54.3,197.3,52.8,196.8,56.5,300.6,46.9,292.8,50.9,260.6,50.4,194.9,54.5,296.7,48.9,242.7,51.7
16035357013,ID,Clearwater County,357013,226,6,210,0,0,0,0,2,8,198,2,188,0,0,0,0,2,6,58.5,31.6,70.3,29.6,76.3,33.6,76.3,34.6,75.3,37.6,126.7,80,128.6,66.2,64.4,30.6,76,35.3,127.7,73.1,87.4,44.8
16035357014,ID,Clearwater County,357014,149,4,137,0,0,2,0,0,6,127,2,121,0,0,1,0,0,3,84,21,83,20,86,12,81,20,81,20,131,42,122,51,83.5,20.5,82.7,17.3,126.5,46.5,95.4,26.6
16037378001,ID,Custer County,378001,766,12,721,0,7,3,0,1,22,654,7,617,0,7,3,0,1,19,365.8,37.1,317.8,37,324,63.5,338.2,42,333.3,47.8,357.6,41.6,345.6,28.1,341.8,37.1,331.8,51.1,351.6,34.9,340.3,42.5
16037378002,ID,Custer County,378002,496,12,462,0,3,0,1,1,17,427,8,401,0,1,0,1,0,16,248.9,31,221.5,31,236.2,62.9,253,41.9,260.6,36.3,271.3,33.8,246.8,47,235.2,31,249.9,47,259,40.4,248.3,40.6
16037378003,ID,Custer County,378003,652,28,594,0,3,0,0,5,22,507,16,474,0,2,0,0,4,11,288.7,47,273.9,54.9,245.8,74.9,261.5,69.5,265.7,62.7,331.7,40.3,301.2,68.8,281.3,51,257.7,69,316.5,54.5,281.2,59.7
16037378004,ID,Custer County,378004,230,7,199,0,5,1,0,0,18,205,5,181,0,5,1,0,0,13,80.7,26.9,81.4,20.2,73,29.6,84.7,25.4,79.9,28.6,173,109.6,168,80.3,81,23.6,79.2,27.9,170.5,94.9,105.8,45.8
16037378005,ID,Custer County,378005,170,13,142,0,2,0,0,2,11,122,8,104,0,2,0,0,2,6,67.3,4.3,70,8.2,62.9,7.3,63.1,5.4,59.2,5.3,122.7,15.8,123.4,12.3,68.7,6.3,61.7,6,123.1,14.1,81.2,8.4
16037378006,ID,Custer County,378006,222,10,204,0,2,0,0,2,4,173,5,162,0,2,0,0,1,3,113.8,20.8,105.6,19.9,110.1,20.2,110.3,21.2,108.4,21,173.5,69.7,177,65.1,109.7,20.3,109.6,20.8,175.3,67.4,128.4,34
16037378007,ID,Custer County,378007,434,7,409,0,0,4,0,2,12,348,4,328,0,0,4,0,2,10,183.8,77.6,188.6,77.7,134.3,74,137.5,71.9,136.5,72.8,204.4,46.5,198,47.9,186.2,77.7,136.1,72.9,201.2,47.2,169,66.9
16037378008,ID,Custer County,378008,396,11,359,2,3,5,0,2,14,351,7,325,2,2,3,0,1,11,56.1,93,74.6,89.8,50.1,90.3,64.6,78.1,59.8,88.4,74.9,127.9,67.3,119.9,65.4,91.4,58.2,85.6,71.1,123.9,63.9,98.2
16037378009,ID,Custer County,378009,909,56,803,1,7,2,0,4,36,751,44,663,1,7,2,0,1,33,338,81.9,326.8,81.9,252.2,111.6,287.7,86.9,282.8,88.8,340,110.4,314.2,123.2,332.4,81.9,274.2,95.8,327.1,116.8,305.9,97.8
16039392301,ID,Elmore County,392301,31,4,27,0,0,0,0,0,0,26,2,24,0,0,0,0,0,0,26.2,10.1,26.9,13.1,20.4,5.4,19.5,7.4,19.7,7.3,55.5,49.3,57.1,46.5,26.6,11.6,19.9,6.7,56.3,47.9,32.2,19.9
16039392303,ID,Elmore County,392303,212,74,106,6,6,2,2,2,14,149,45,83,4,5,2,2,0,8,60,8,61.8,4.9,57.8,6.5,56,8.3,58.9,5.4,166.2,17.8,168.8,21.9,60.9,6.5,57.6,6.7,167.5,19.9,90,10.4
16039392304,ID,Elmore County,392304,1537,323,1127,1,8,4,2,14,58,1172,211,901,1,6,4,2,7,40,511,153.5,512.8,160.6,411.5,195.7,447.5,164.7,432.6,176.7,1200.3,362.2,1169,392.3,511.9,157,430.5,179,1184.7,377.2,669.2,229.4
16039392305,ID,Elmore County,392305,606,192,374,0,6,6,1,3,24,447,134,284,0,5,5,1,1,17,162.1,44.2,155.1,44.2,135.1,48.2,145.1,41.2,138.1,48.2,226.8,80,195.8,115,158.6,44.2,139.5,45.9,211.3,97.5,165.5,60.1
16039392306,ID,Elmore County,392306,355,50,296,0,3,1,0,1,4,284,28,247,0,3,1,0,1,4,128,42.6,125,49.6,104.2,57.5,103.2,56.5,107.1,55.5,268.8,68.4,258.8,69.4,126.5,46.1,104.8,56.5,263.8,68.9,156.4,57.1
16039392307,ID,Elmore County,392307,357,25,313,0,4,0,0,1,14,313,14,283,0,1,0,0,1,14,155.1,52.7,165.8,63.4,130,53.8,143.4,45.1,138.2,52.5,95,33.3,84,37.1,160.4,58.1,137.2,50.5,89.5,35.2,130.2,48.3
16039392308,ID,Elmore County,392308,4174,806,2525,240,27,235,34,15,292,3026,607,1807,207,16,180,26,11,172,384.6,102,392.5,106,259.4,114.1,270.4,108.1,266.4,112.1,407.6,218.1,362.6,215.1,388.5,104,265.4,111.4,385.1,216.6,334.8,139.4
16039392309,ID,Elmore County,392309,3418,850,2167,61,12,133,8,16,171,2522,521,1695,42,10,118,0,15,121,590.6,219.3,660.5,175.5,454.6,255.8,495.6,220.9,477.1,242.5,613.3,375.5,562.5,361.6,625.5,197.4,475.8,239.7,587.9,368.5,550.6,264.4
16039392310,ID,Elmore County,392310,2367,400,1664,56,29,33,13,10,162,1760,260,1278,42,20,30,8,5,117,455,155,468,157,330,226,359,185,340,213,528,202,452,245,461.5,156,343,208,490,223.5,418.9,197.6
16039392311,ID,Elmore County,392311,2232,385,1640,28,20,44,5,13,97,1765,285,1329,20,19,32,2,12,66,440,153,454,150,333,167,358,145,346,154,435,180,413,175,447,151.5,345.7,155.3,424,177.5,397,160.6
16039392312,ID,Elmore County,392312,2384,282,1823,50,32,47,1,11,138,1788,196,1394,41,11,45,1,8,92,553,130,602,128,438,226,482,183,480,192,615,127,586,155,577.5,129,466.7,200.3,600.5,141,536.6,163
16039392313,ID,Elmore County,392313,1486,166,1144,22,15,34,7,12,86,1097,82,893,14,14,34,6,8,46,391,146,434,120,328,172,352,148,341,165,365,111,340,135,412.5,133,340.3,161.7,352.5,123,364.4,142.4
16039392314,ID,Elmore County,392314,1852,210,1443,32,19,39,6,2,101,1458,119,1171,27,18,37,3,2,81,425.3,145.4,463.1,121.5,387.4,182.3,412.3,148.4,408.3,155.4,415.3,110.6,400.4,134.4,444.2,133.5,402.7,162,407.9,122.5,416,142.6
16039392315,ID,Elmore County,392315,4721,856,3198,132,27,148,18,23,319,3410,523,2404,101,25,133,14,21,189,818,263,847,248,633,329,684,291,675,302,845,329,782,346,832.5,255.5,664,307.3,813.5,337.5,754.9,301.1
16039392316,ID,Elmore County,392316,2610,450,1871,60,22,38,4,20,145,1930,253,1467,45,20,32,2,10,101,553.4,171.7,551.5,188.5,447.4,193.2,477.4,164.1,454.9,189.5,593.7,219.5,566.5,235.4,552.5,180.1,459.9,182.3,580.1,227.5,520.7,194.6
16039392317,ID,Elmore County,392317,210,8,187,0,3,2,0,1,9,192,6,176,0,2,1,0,1,6,95.7,15,81.8,16,68.8,11,67.8,11,65.8,11,215.4,64,209.4,69.9,88.7,15.5,67.5,11,212.4,67,114.9,28.3
16039392318,ID,Elmore County,392318,114,16,91,0,1,0,0,1,5,107,13,88,0,0,0,0,1,5,78.3,7.5,69,10.3,53.4,16.1,53.5,15.9,60.1,14.1,212.7,61.3,201.2,67.1,73.7,8.9,55.7,15.4,206.9,64.2,104,27.5
16041413201,ID,Franklin County,413201,1197,95,1045,4,15,4,1,3,30,812,54,721,1,10,4,1,2,19,304,37,369,45,235,44,249,38,236,48,451,72,449,67,336.5,41,240,43.3,450,69.5,327.6,50.1
16041413202,ID,Franklin County,413202,1323,140,1139,3,3,5,1,0,32,938,95,811,3,3,5,1,0,20,330,37,387,40,246,32,251,38,254,45,451,65,435,61,358.5,38.5,250.3,38.3,443,63,336.3,45.4
16041413203,ID,Franklin County,413203,1129,76,1008,0,8,4,1,2,30,786,42,715,0,7,3,1,2,16,229.8,16.4,272.9,14.8,190.8,18.1,201.1,22.4,195.1,30.2,353.4,32.7,336.2,26.6,251.4,15.6,195.7,23.6,344.8,29.7,254.2,23
16041413204,ID,Franklin County,413204,941,71,841,3,8,1,0,2,15,674,46,610,3,6,1,0,1,7,247,49,292,49,201,37,206,38,202,47,376,76,364,74,269.5,49,203,40.7,370,75,269.7,52.9
16041413205,ID,Franklin County,413205,971,52,887,0,1,4,0,3,24,677,25,636,0,1,4,0,1,10,292.4,36,346.5,46,214.4,39,221.4,39,213.3,47,383.6,53,368.5,44,319.5,41,216.4,41.7,376,48.5,291.4,43.5
16041413206,ID,Franklin County,413206,312,26,277,0,0,0,0,0,9,207,13,192,0,0,0,0,0,2,101.4,6,116.2,11,77.3,6.2,74.5,9.2,75.5,9.2,108.7,5.4,106.5,2.4,108.8,8.5,75.8,8.2,107.6,3.9,94.3,7.1
16041413207,ID,Franklin County,413207,616,34,572,0,0,1,0,0,9,357,5,349,0,0,0,0,0,3,173,15,221,8,162,10,166,11,163,18,273,17,273,21,197,11.5,163.7,13,273,19,204.4,14.3
16041413208,ID,Franklin County,413208,909,45,830,3,3,0,1,0,27,599,30,549,0,2,0,1,0,17,286.8,12.7,375,19.4,243.7,28.8,255.3,34.5,255.3,36.8,421.3,48.1,397.6,40.2,330.9,16.1,251.4,33.4,409.5,44.2,319.3,31.5
16041413209,ID,Franklin County,413209,890,79,780,0,9,3,0,0,19,596,45,534,0,7,3,0,0,7,271.8,32,303.2,33.9,209.9,27.3,215.5,27.3,209.8,34.9,381.7,51.7,385.4,47,287.5,32.9,211.7,29.9,383.5,49.4,282.5,36.3
16041413210,ID,Franklin County,413210,1589,234,1305,4,9,2,0,2,33,1050,144,878,3,4,0,0,1,20,358,37,428,39,269,41,297,38,291,47,644,64,613,53,393,38,285.7,42,628.5,58.5,414.3,45.6
16041413211,ID,Franklin County,413211,635,26,597,0,4,1,0,2,5,428,11,407,0,4,1,0,0,5,149,13,188,18,133,13,147,13,144,18,254,17,243,17,168.5,15.5,141.3,14.7,248.5,17,179.7,15.6
16041413212,ID,Franklin County,413212,342,9,316,0,0,2,0,4,11,261,7,241,0,0,2,0,4,7,145.9,10.6,172.8,15.1,119,19,124.1,16.2,123.2,16.6,208.2,14.8,200,17.5,159.4,12.9,122.1,17.3,204.1,16.2,156.2,15.7
16041413213,ID,Franklin County,413213,264,4,255,0,0,0,1,0,4,165,4,159,0,0,0,0,0,2,97,11.5,104.2,18.8,85.3,11.7,89.4,13.7,88.1,12.9,172.9,39.2,161.6,39.2,100.6,15.2,87.6,12.8,167.2,39.2,114.1,21
16041413214,ID,Franklin County,413214,583,27,531,1,1,1,1,1,20,427,19,396,0,0,1,0,1,10,198.9,12.6,208.1,18.8,160.4,14.4,158.7,14.4,154.2,21.5,248.4,12.6,233.2,15.3,203.5,15.7,157.8,16.8,240.8,13.9,194.6,15.7
16041413215,ID,Franklin County,413215,1064,48,981,1,8,0,1,0,25,679,24,640,1,3,0,0,0,11,326,15.9,409,24,322.9,19.6,322.3,25.5,312,38.8,534.7,22.1,519.1,17.9,367.5,19.9,319.1,28,526.9,20,392.3,23.4
16041413216,ID,Franklin County,413216,777,30,734,0,3,0,0,0,10,557,17,532,0,1,0,0,0,7,247,19,306,20,220,27,227,20,227,25,348,38,353,25,276.5,19.5,224.7,24,350.5,31.5,275.4,24.9
16041413217,ID,Franklin County,413217,652,27,603,3,3,0,0,1,15,469,18,442,0,2,0,0,0,7,161,26,204,23,154,29,151,32,153,29,257,31,262,19,182.5,24.5,152.7,30,259.5,25,191.7,27
16043433501,ID,Fremont County,433501,799,110,662,1,3,3,1,4,15,576,73,490,0,2,0,0,4,7,235.4,52.7,251.6,43.2,221.4,37.7,226.8,39.4,215.9,50.2,336.8,68.6,330.5,56,243.5,48,221.4,42.4,333.6,62.3,259.8,49.7
16043433502,ID,Fremont County,433502,1164,156,980,0,6,0,2,3,17,871,95,754,0,5,0,1,3,13,380.4,63.4,407.5,68.5,341.7,77.6,364.2,64.4,362.9,68,469,80.2,451.4,77.8,393.9,65.9,356.3,70,460.2,79,396.7,71.4
16043433503,ID,Fremont County,433503,1248,158,1041,0,6,0,3,5,35,883,91,751,0,6,0,3,5,27,475.7,72.6,497.8,79.7,416.4,78.8,437.3,65.3,414.6,80.5,606.5,103.9,584.6,119.1,486.7,76.1,422.8,74.9,595.6,111.5,490.4,85.7
16043433504,ID,Fremont County,433504,314,10,290,1,3,1,0,2,7,199,4,185,0,3,0,0,2,5,106.5,17.9,114.2,17.9,113.9,19.7,116.8,19.1,109.6,25.2,151.6,25,148.7,24.3,110.4,17.9,113.4,21.3,150.1,24.7,123,21.3
16043433505,ID,Fremont County,433505,1106,79,997,0,2,8,0,7,13,752,41,692,0,1,7,0,3,8,360.2,31.8,421.8,33.7,345.4,57.6,364.2,51.6,375.1,41.7,519,53.6,498.2,48.6,391,32.8,361.6,50.3,508.6,51.1,412,45.5
16043433506,ID,Fremont County,433506,1087,33,1005,2,4,4,3,4,32,975,20,915,2,4,4,3,0,27,304.4,83.3,324.7,74.3,315.7,119.2,319.9,124,322.5,122.3,400,146,391.9,141,314.6,78.8,319.4,121.8,396,143.5,339.9,115.7
16043433507,ID,Fremont County,433507,397,53,336,0,0,1,1,1,5,260,37,218,0,0,0,0,1,4,129.9,8.1,145,9.9,112.2,12.9,124.1,6.6,120.9,9.1,186.2,21.7,177.6,18.6,137.4,9,119.1,9.5,181.9,20.1,142.3,12.4
16043433508,ID,Fremont County,433508,848,73,744,1,9,3,2,1,15,582,44,514,0,8,2,2,0,12,293.9,38.4,314.9,40.3,271.2,42.2,284.2,34.2,276.6,42,367.7,36.7,373.8,30.1,304.4,39.4,277.4,39.5,370.7,33.4,311.8,37.7
16043433510,ID,Fremont County,433510,1300,68,1165,2,10,4,9,0,42,922,41,833,1,10,3,9,0,25,329.9,50.3,379.2,64.5,325.3,77.4,346.5,63,332.9,79.1,475,83.6,459.7,98.7,354.6,57.4,334.9,73.2,467.3,91.2,378.4,73.8
16043433511,ID,Fremont County,433511,1103,301,757,0,6,2,0,1,36,787,194,566,0,4,2,0,1,20,276.1,70.8,321.5,56.9,215.4,90.9,235.1,79.8,223.2,88.8,387.8,128.7,379.9,120.8,298.8,63.9,224.6,86.5,383.9,124.8,291.3,91
16043433512,ID,Fremont County,433512,1752,293,1379,13,16,6,1,2,42,1305,201,1045,12,13,2,1,1,30,341.9,80.6,423.5,82.6,333.2,109.8,360.4,99.1,340,122.4,450.7,118.5,419.6,117.5,382.7,81.6,344.5,110.4,435.2,118,381.3,104.4
16043433513,ID,Fremont County,433513,876,139,707,0,1,2,0,3,24,618,89,505,0,0,2,0,3,19,257.3,41.1,293.3,41.3,221.1,48.2,237.1,47.2,226.1,53.2,356.2,54.2,338.2,69.2,275.3,41.2,228.1,49.6,347.2,61.7,275.6,50.6
16043433514,ID,Fremont County,433514,197,20,171,0,0,1,1,0,4,159,13,141,0,0,1,0,0,4,140.5,20.1,150,20.5,151.4,22.8,155.5,21.9,145.5,30.1,199.8,26,195.7,24.6,145.3,20.3,150.8,24.9,197.7,25.3,162.6,23.7
16043433515,ID,Fremont County,433515,1197,97,1058,1,2,9,1,1,28,809,51,733,0,1,4,1,1,18,462.2,23.5,480.6,61.6,417.6,49.3,426.6,48.4,421.9,54.9,647.8,57.2,647.5,60.9,471.4,42.6,422,50.9,647.7,59,500.6,50.8
16045458001,ID,Gem County,458001,1550,217,1190,6,15,12,3,14,93,1183,150,933,6,15,10,3,10,56,368,109,370,115,278,156,287,130,280,146,534,188,481,206,369,112,281.7,144,507.5,197,371.1,150
16045458002,ID,Gem County,458002,1571,189,1260,4,13,9,2,5,89,1169,114,968,4,10,7,2,2,62,394.4,109.6,413.8,120.4,328.8,163.3,328.7,158.2,324.4,162,517.1,185.7,487.8,199.5,404.1,115,327.3,161.2,502.5,192.6,399.3,157
16045458003,ID,Gem County,458003,1865,358,1400,3,12,6,8,8,70,1357,206,1078,3,11,4,5,5,45,446,123,427,146,410,152,430,120,400,151,607,152,548,200,436.5,134.5,413.3,141,577.5,176,466.9,149.1
16045458004,ID,Gem County,458004,1834,225,1499,3,4,12,1,3,87,1356,135,1145,3,4,10,1,0,58,397,111,400,113,337,150,345,148,337,155,612,196,546,248,398.5,112,339.7,151,579,222,424.9,160.1
16045458005,ID,Gem County,458005,2044,133,1736,2,15,12,0,6,140,1595,78,1378,2,12,10,0,2,113,689.9,119.5,631.5,124.6,604.1,126.5,612.9,123.6,610,127.5,857.4,143.1,836.4,135.3,660.7,122.1,609,125.8,846.9,139.2,691.7,128.6
16045458006,ID,Gem County,458006,2405,100,2172,3,13,15,3,8,91,1860,56,1701,2,7,12,3,4,75,652.7,129,622.9,151,598,162.9,605.3,163.7,598.2,170.8,842,217,806,235.2,637.8,140,600.5,165.8,824,226.1,675,175.7
16045458007,ID,Gem County,458007,1017,84,891,2,5,7,1,0,27,810,51,731,0,2,5,0,0,21,476.6,94.3,464.7,94.3,427.4,93.5,429.9,92.6,414.6,107,506.4,152.9,514,140.2,470.7,94.3,423.9,97.7,510.2,146.6,461.9,110.7
16045458008,ID,Gem County,458008,1780,88,1538,1,16,8,0,15,114,1340,48,1168,1,14,8,0,11,90,614.7,83,605.7,92,571.7,123.9,586.7,95,606.7,92,876.5,151.9,834.6,148.9,610.2,87.5,588.4,103.6,855.5,150.4,670.9,112.4
16045458009,ID,Gem County,458009,1656,133,1411,3,14,5,1,7,82,1205,73,1051,3,13,4,1,6,54,548.5,84.5,500.8,114.4,516.2,102.6,509.4,99.5,520.3,95.6,764.1,80,718,93.8,524.6,99.5,515.3,99.2,741,86.9,582.5,95.8
16045458010,ID,Gem County,458010,1058,41,982,0,6,2,0,5,22,876,30,821,0,0,1,0,4,20,389.9,67.9,389.3,61.1,388.8,97.9,387.9,89,385.2,95.2,498.6,75.4,491,76.5,389.6,64.5,387.3,94.1,494.8,76,418.7,80.4
16045458011,ID,Gem County,458011,1324,95,1134,2,10,11,1,14,57,1018,61,885,2,8,11,1,11,39,469.2,84.8,468.2,123.9,478.8,108.2,474.8,102.1,475.8,108.2,640.2,91.4,611,103.5,468.7,104.4,476.4,106.1,625.6,97.4,516.9,103.2
