GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_ayo,uss_16_dem_has,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_sha,uss_20_rep_mes,gov_20_dem_fel,gov_20_rep_sun,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
33015SNDN01,NH,Rockingham County,SNDN01,6548,185,6060,20,4,34,4,35,206,5111,108,4789,19,2,31,4,30,128,2135.6,1202.4,1985.3,1328.9,2091.8,1162.6,1725.3,924.4,1625.8,2264.1,1742.3,2073.9,963.3,2907.7,2070.9,1231.3,1725.3,924.4,2415.2,1443.8,2169.1,1278.5
33015SOHA01,NH,Rockingham County,SOHA01,894,21,819,5,0,12,0,6,31,735,18,672,5,0,11,0,4,25,310.3,241.6,309,249.6,310,232.8,259.6,200.2,298.7,321.2,321.2,289.7,210.9,413.7,309.8,241.3,259.6,200.2,341.5,276.9,316.2,250.7
33015STRM01,NH,Rockingham County,STRM01,7669,169,6961,16,4,237,0,32,250,5948,116,5482,16,4,164,0,20,146,1856.5,2402.3,2195.9,2255,2309.7,2057.5,2059.7,1841.2,3062.3,1957.8,3157.7,1817.9,1877.4,3125.9,2120.7,2238.3,2059.7,1841.2,2300.5,2699.1,2189.1,2379.1
33015WNDM01,NH,Rockingham County,WNDM01,15817,503,13876,94,14,687,1,70,572,11687,322,10453,63,10,498,1,54,286,4825.2,3507.2,5224.9,3382.8,5445.4,2999.2,4217,2384,4566.8,5196.1,4738.4,4875.3,2403.3,7240.7,5165.2,3296.4,4217,2384,5770.7,3902.8,5289.2,3426
33015ZZZZZZ,NH,Rockingham County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330170LEE01,NH,Strafford County,0LEE01,4520,123,3988,25,4,160,2,19,199,3496,82,3138,22,4,116,0,16,118,822.6,1627.2,969.3,1587.3,963.4,1529.4,895.5,1345.7,1953.7,969.3,1999.6,881.5,1322.7,1576.3,918.4,1581.3,895.5,1345.7,1142.4,1758.7,1011.1,1623.7
33017BARR01,NH,Strafford County,BARR01,9326,175,8567,39,8,106,0,24,407,7256,113,6736,31,8,83,0,18,267,2456.5,2363,2526.1,2485.3,2505.2,2356,2319.2,1894.3,3126.1,2719.1,3390.7,2416.7,1891.4,3943.9,2495.9,2401.4,2319.2,1894.3,3026.6,2802.7,2698.1,2501
33017DOVE01,NH,Strafford County,DOVE01,5162,155,4386,71,11,259,0,19,261,4313,119,3716,59,11,204,0,15,189,684,1738.4,757.7,1753.3,777.3,1688.9,621.4,1418.3,2328,794,2397,678,1691,1410,739.6,1726.9,621.4,1418.3,960.7,2138.7,817.5,1859.3
33017DOVE02,NH,Strafford County,DOVE02,5819,205,5037,92,1,250,0,21,213,4893,149,4300,82,0,195,0,21,146,877,1927.9,945.6,1948.7,984,1832.4,794.1,1581.2,2342.7,922.9,2423.8,763.4,1694.2,1530.7,935.5,1903,794.1,1581.2,1072.3,2153.6,974,1964.4
33017DOVE03,NH,Strafford County,DOVE03,5802,127,5088,69,4,248,2,21,243,4828,100,4313,50,0,182,0,21,162,1293.8,1954.2,1443.6,1903.5,1434.2,1841.8,1408,1546.3,2438.1,1399.6,2515.4,1266.3,1555.9,2232.7,1390.5,1899.8,1408,1546.3,1632.9,2169.8,1496.9,1965
33017DOVE04,NH,Strafford County,DOVE04,5452,172,4713,62,3,242,0,24,236,4510,128,3978,43,2,179,0,22,158,1128.4,1726.9,1221.4,1733.7,1194,1684.8,1111.8,1363.5,2122.6,1177.4,2217.6,1029.5,1398.7,1849.3,1181.3,1715.1,1111.8,1363.5,1352.1,1913,1244.5,1749.7
33017DOVE05,NH,Strafford County,DOVE05,5481,204,4460,112,12,394,3,30,266,4197,119,3472,90,10,306,3,18,179,954.3,1388.3,1034.5,1399.3,1030.7,1359.9,906.9,1073,1685.8,1038.4,1760.1,906.8,1097.4,1611.7,1006.5,1382.5,906.9,1073,1185.7,1514.4,1069.1,1394.8
33017DOVE06,NH,Strafford County,DOVE06,5025,184,4099,114,8,400,0,19,201,4062,150,3379,102,7,303,0,12,109,1078.1,1376.1,1140.8,1356.7,1143.4,1296.9,1035.6,1065.8,1583.5,999.5,1689,860.7,967.9,1579.1,1120.8,1343.2,1035.6,1065.8,1146.4,1413.5,1119.6,1333.7
33017DURH01,NH,Strafford County,DURH01,15490,653,13046,207,51,825,10,14,684,14108,606,11929,201,50,740,10,12,560,2450.2,6501.4,2967.2,6287.4,2913.2,5896.3,1618.2,4806.3,5970.4,1712.2,5836.4,1525.2,4332.3,3020.3,2776.9,6228.4,1618.2,4806.3,2085.9,5379.7,2315.2,5661.5
33017FARM01,NH,Strafford County,FARM01,6722,118,6113,46,33,48,4,25,335,5469,85,5026,27,26,38,3,19,245,1785.4,1127.3,1630.4,1296.2,1656.5,1206.2,1410.7,784,1365.3,2000.3,1572.3,1727.3,789,2541.6,1690.8,1209.9,1410.7,784,2089.7,1242.2,1821.8,1162.9
33017MADB01,NH,Strafford County,MADB01,1918,26,1738,6,2,71,1,11,63,1459,14,1333,3,2,55,0,11,41,422,632,472,636,474,622,451,533,824,454,851,416,557,697,456,630,451,533,522.3,744,483.7,665
33017MIDD01,NH,Strafford County,MIDD01,1823,15,1714,8,4,7,0,3,72,1451,13,1373,6,3,7,0,1,48,594.3,285.3,522.2,338.6,500.5,320.8,473.8,214.2,373.2,634.7,435.4,554.8,207.3,804.5,539,314.9,473.8,214.2,664.7,338.6,583.6,310.7
33017MILT01,NH,Strafford County,MILT01,4482,62,4138,18,13,35,1,17,198,3679,49,3423,12,13,30,0,13,139,1345.2,849.8,1245.3,950.5,1279,886.3,1147.6,558.3,1018.8,1482.7,1168.5,1274.9,554.2,1912.4,1289.9,895.5,1147.6,558.3,1556.7,913.8,1383.9,855.2
33017NDUR01,NH,Strafford County,NDUR01,2693,31,2533,8,5,11,0,6,99,2233,20,2117,7,5,11,0,3,70,974.1,574,939.4,645.5,932.4,608.8,849,451.8,721.9,1101.2,809.3,984.1,389.3,1401.1,948.6,609.4,849,451.8,1162.2,640.2,1025.9,600.1
33017ROCH01,NH,Strafford County,ROCH01,5280,111,4845,29,11,62,0,7,215,4344,70,4053,20,11,51,0,3,136,1407,1071,1319,1179,1330,1121,1255,838,1420,1470,1576,1290,807,2093,1352,1123.7,1255,838,1617.7,1267.7,1452,1144.6
33017ROCH02,NH,Strafford County,ROCH02,5440,175,4832,51,5,129,0,8,240,4488,119,4080,40,5,101,0,2,141,1434.9,1158.1,1405.4,1223.8,1423.5,1149.4,1296.4,797,1392,1492.6,1542.4,1273.2,778.9,2065.7,1421.2,1177.1,1296.4,797,1610.5,1237.8,1484.5,1148.8
33017ROCH03,NH,Strafford County,ROCH03,5804,142,5211,53,11,87,4,21,275,4721,79,4311,44,8,76,4,20,179,1373.2,1021,1306.8,1115.6,1315.8,1064.2,1148.9,754,1432.4,1560.2,1569.7,1354.5,847.3,2110.1,1331.9,1067,1148.9,754,1674.9,1283.1,1452.8,1114.9
33017ROCH04,NH,Strafford County,ROCH04,5498,236,4827,87,8,77,5,7,251,4326,130,3875,67,7,64,5,3,175,1171.9,1032.1,1088.2,1148.3,1099.1,1084.3,1001.6,768.2,1340.1,1220.1,1479.6,1029.9,787.1,1754.6,1119.7,1088.2,1001.6,768.2,1334.9,1202.3,1195.1,1091.4
33017ROCH05,NH,Strafford County,ROCH05,5360,159,4820,32,14,78,1,11,245,4500,123,4067,32,12,64,1,11,190,1388,1034,1224,1202,1300,1069,1213,718,1338.2,1516.4,1562.3,1241.5,743.9,2107.4,1304,1101.7,1213,718,1621.8,1214.8,1427.2,1095.3
33017ROCH06,NH,Strafford County,ROCH06,5110,193,4469,75,8,85,0,16,264,4121,125,3692,58,8,70,0,15,153,1017.6,954.5,896,1061.4,936,975.9,887.3,687.6,1213.9,1111.6,1354.1,931.2,720.7,1579.8,949.9,997.3,887.3,687.6,1207.6,1096.2,1051.4,995.5
33017ROLL01,NH,Strafford County,ROLL01,2597,74,2392,19,6,13,1,3,89,2115,41,1974,17,6,12,1,3,61,712.7,776.7,741.9,807.7,755.1,771.2,645.5,611.5,960.3,736.8,1037.4,643.3,614.1,1089.7,736.6,785.2,645.5,611.5,823.3,870.6,760.7,797
33017SOME01,NH,Strafford County,SOME01,2511,87,2145,44,6,105,1,15,108,2080,56,1818,35,4,83,1,9,74,624,683,635,694,620,682,550,481,824.9,613,894.9,533,565,880.9,626.3,686.3,550,481,675.6,761.6,636.5,689.2
33017SOME02,NH,Strafford County,SOME02,2253,71,1844,43,6,150,1,20,118,1834,45,1565,31,6,99,1,10,77,484.5,519.3,454.7,563,467.6,526.2,445.8,378.3,626.5,539.1,700,457.7,398.1,759.5,469,536.1,445.8,378.3,585.5,574.9,515.6,530.2
33017SOME03,NH,Strafford County,SOME03,2441,129,1948,37,6,183,2,8,128,1938,81,1594,27,5,151,2,4,74,509.3,497,470,534.5,483.8,513.6,415.4,343.2,620,516,673.6,434.7,387.5,736.6,487.7,515.1,415.4,343.2,562.4,560.4,509.4,509.9
33017SOME04,NH,Strafford County,SOME04,2564,108,1920,37,4,381,1,11,102,2116,78,1625,29,4,302,1,10,67,437,533,407,566,423,527,397,420,787,488,855,420,503,761,422.3,542,397,420,556.3,715,476.1,598.7
33017SOME05,NH,Strafford County,SOME05,2086,114,1774,37,4,47,1,5,104,1591,74,1368,18,4,45,1,1,80,328.4,405.5,286.5,454.6,308.5,411.5,256.3,303.2,556.9,387.5,603.1,308.3,364.2,561.2,307.8,423.9,256.3,303.2,419,508.1,348.1,442.7
33017STFD01,NH,Strafford County,STFD01,4230,65,3952,13,3,20,2,18,157,3327,39,3149,11,3,16,0,16,93,1282.7,1106.4,1333.1,1119.3,1292.5,1116.3,1194.5,833.2,1316.2,1393.5,1458.7,1228.2,802.5,1878.4,1302.7,1114,1194.5,833.2,1500.1,1192.5,1371.8,1107.5
33019ACWO01,NH,Sullivan County,ACWO01,853,19,768,11,7,8,1,8,31,699,18,636,5,3,5,1,8,23,240,274,234,298,242,283,212,236,293,269,311,227,229,325,238.7,285,212,236,273.7,277.7,249.9,274.9
33019CHAR01,NH,Sullivan County,CHAR01,4806,73,4414,22,16,21,0,11,249,3895,51,3614,14,13,18,0,11,174,1159,1041,1100,1143,1070,1136,924,732,1185,1239,1335,1044,712,1692,1109.7,1106.7,924,732,1325,1077.3,1175.4,1040.6
33019CLAR01,NH,Sullivan County,CLAR01,4461,115,3975,33,15,42,0,17,264,3537,71,3218,27,10,36,0,11,164,710.2,711.2,674.5,746,691.4,696.3,536.4,492.7,813.5,775.8,908.9,657.6,540.4,1041,692,717.8,536.4,492.7,824.8,754.3,726.7,701.3
33019CLAR02,NH,Sullivan County,CLAR02,4491,84,3999,26,14,82,1,5,280,3529,43,3211,15,12,53,1,0,194,1043.8,978.8,985.5,1074,1050.7,985.7,839.6,716.3,1177.5,1036.2,1301.1,897.4,719.6,1479,1026.7,1012.8,839.6,716.3,1137.6,1066.1,1047.5,993.3
33019CLAR03,NH,Sullivan County,CLAR03,3997,85,3554,15,28,46,2,22,245,3210,69,2871,13,20,39,2,18,178,925.1,838.2,847.2,913.1,884.2,871.2,740.3,556.5,903.1,975.1,1004,850.2,532.5,1307.8,885.5,874.2,740.3,556.5,1044.3,813.2,932.8,802.7
33019CORN01,NH,Sullivan County,CORN01,1616,18,1494,7,1,9,0,9,78,1382,10,1293,7,0,8,0,7,57,400.7,570.5,430.6,570.6,430.6,551.5,379.5,481.3,679.5,408.7,692.6,381.6,468.3,660.9,420.6,564.2,379.5,481.3,483.7,613.5,441.8,573.5
33019CROY01,NH,Sullivan County,CROY01,801,9,742,0,3,5,0,7,35,667,7,612,0,3,5,0,7,33,271.3,126.4,261.4,137.4,242.3,150.4,220.3,109.3,172.5,319.3,187.5,288.3,96.3,400.5,258.3,138.1,220.3,109.3,336.1,152.1,286.2,140
33019GOSH01,NH,Sullivan County,GOSH01,796,9,756,3,1,1,0,4,22,657,7,623,3,1,1,0,4,18,260,153,247,177,242,164,209,115,186,284,208,254,118,349,249.7,164.7,209,115,295.7,170.7,263.6,160.1
33019GRAN01,NH,Sullivan County,GRAN01,3404,64,3095,13,12,56,1,15,148,2770,35,2552,8,12,43,1,13,106,699,1265,834,1214,855,1162,731,1087,1669,747,1686,690,1158,1210,796,1213.7,731,1087,882.3,1504.3,823.7,1320.1
33019LANG01,NH,Sullivan County,LANG01,651,14,610,0,0,2,0,3,22,557,11,523,0,0,2,0,3,18,196.4,183.7,193.4,185.8,201.4,178.7,168.5,136,205.9,198.4,214.9,180.5,139,262.3,197,182.7,168.5,136,213.7,186.6,200.1,177.7
33019LEMP01,NH,Sullivan County,LEMP01,1118,28,1018,2,6,4,0,1,59,905,16,836,1,6,0,0,0,46,428,226,405,250,388,231,311,184,274,440,301,387,145,552,407,235.7,311,184,459.7,240,415.9,230.1
33019NEWP01,NH,Sullivan County,NEWP01,6299,121,5753,17,16,36,1,14,341,5104,66,4742,14,16,31,0,14,221,1665,1085,1555,1203,1600,1122,1296,742,1301,1773,1475,1522,716,2332,1606.7,1136.7,1296,742,1875.7,1164,1677.6,1092
33019PLFD01,NH,Sullivan County,PLFD01,2459,53,2220,14,2,45,0,12,113,1999,34,1829,12,0,32,0,6,86,458,957,511,926,528,888,478,777,1135,522,1145,481,817,823,499,923.7,478,777,608.7,1032.3,543,949.3
33019SPRI01,NH,Sullivan County,SPRI01,1259,26,1147,5,2,6,0,12,61,1032,19,946,4,2,6,0,12,43,437.7,368.4,449.3,373.6,437.8,361.2,408.9,281.4,465.5,451.3,487.4,417,316.8,593.5,441.6,367.7,408.9,281.4,487.2,423.2,456.5,379.2
33019SUNA01,NH,Sullivan County,SUNA01,3342,66,3057,8,6,37,0,30,138,2782,38,2585,8,6,26,0,19,100,1042.4,926.7,1133.3,904.7,1120.3,890.7,1091.4,711,1307.2,1084.4,1320.2,1038.5,762.9,1614.7,1098.7,907.4,1091.4,711,1245.9,1130.1,1160.7,974.8
33019UNIT01,NH,Sullivan County,UNIT01,1518,19,1413,7,5,2,0,2,70,1311,13,1223,6,2,1,0,2,64,473,281,403,331,401,334,389,190,335,531,283,565,189,674,425.7,315.3,389,190,590,269,490.9,277.6
33019WASH01,NH,Sullivan County,WASH01,1192,19,1108,2,0,1,0,9,53,990,12,932,2,0,0,0,6,38,400,247,401,268,397,258,338,194,314,467,349,431,207,577,399.3,257.7,338,194,491.7,290,430.1,262.4
