GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_you,uss_16_dem_bay,gov_16_rep_hol,gov_16_dem_gre,atg_16_rep_hil,atg_16_dem_arr,uss_18_rep_bra,uss_18_dem_don,sos_18_rep_law,sos_18_dem_har,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
18003000990,IN,Allen County,000990,1736,178,1165,229,8,51,2,8,95,1381,104,998,169,8,34,2,4,62,257.4,214.2,231.8,231.8,242.7,241.7,295.7,203.4,183.7,185.7,198.4,168,256.9,222.8,191.1,176.8,NA,NA
18003001000,IN,Allen County,001000,916,66,765,28,1,10,0,2,44,765,46,668,19,1,10,0,1,20,305.8,148.8,271.2,172,280.8,176,337.2,126.6,235.4,166.6,254.1,145.1,298.8,155.8,244.8,155.8,NA,NA
18003001010,IN,Allen County,001010,2738,199,2009,353,15,23,0,14,125,2124,136,1662,216,13,19,0,12,66,583.4,373.6,504.4,428.5,515.5,451.5,628.3,372.6,420.3,387.4,453.3,358.4,557.9,406.6,436.8,372.9,NA,NA
18003001020,IN,Allen County,001020,2578,200,1915,270,13,15,5,11,149,2031,132,1589,194,13,11,5,2,85,466,255,372,296,409,307,483,268,327,241,354,226,432.5,281.5,340.5,233.5,NA,NA
18003001030,IN,Allen County,001030,1753,114,958,564,1,23,0,15,78,1337,74,785,398,1,20,0,8,51,159.7,281.4,140.7,296.4,156.7,298.4,199.6,263.4,106.8,247.5,118.8,244.5,164.2,284.9,112.8,246,NA,NA
18003001040,IN,Allen County,001040,2335,209,1724,234,8,26,1,4,129,1901,138,1491,176,8,19,1,4,64,472,295,405,344,428,352,539,259,332,301,368,261,461,312.5,350,281,NA,NA
18003001050,IN,Allen County,001050,1085,111,824,47,7,32,0,2,62,856,56,707,33,7,18,0,2,33,338.1,192,300.9,211.2,300,230.3,371.8,159.7,262.6,195.1,287.8,167.8,327.7,198.3,275.2,181.4,NA,NA
18003001060,IN,Allen County,001060,1333,113,884,219,7,28,0,0,82,1069,77,726,184,7,22,0,0,53,272.9,263,253.1,280.8,259,289.7,331.2,236.3,228.4,265.9,246.2,242.2,279,267.4,237.3,254,NA,NA
18003001070,IN,Allen County,001070,22,7,14,0,0,0,0,0,1,16,2,13,0,0,0,0,0,1,12.7,8.5,13.5,11.6,12.5,10.7,15.7,9.4,10.4,7.5,11.4,6.4,13.6,10.1,10.9,7,NA,NA
18003001080,IN,Allen County,001080,1178,28,1024,40,1,35,0,10,40,869,18,763,26,0,23,0,10,29,396.8,209.7,382.1,224.3,382.1,240,452.6,160.7,338,219.4,370.3,188.1,403.4,208.7,354.1,203.8,NA,NA
18003001090,IN,Allen County,001090,751,30,631,30,0,36,0,0,24,576,22,476,29,0,32,0,0,17,239,172,246,174,244,185,294,134,177,166,188,145,255.8,166.2,182.5,155.5,NA,NA
18003001100,IN,Allen County,001100,1319,59,1116,68,1,28,0,0,47,958,41,814,57,1,22,0,0,23,368.4,246.9,371.4,252.9,376.3,260.9,445,195.1,309.6,245.9,337.5,216.1,390.3,238.9,323.6,231,NA,NA
18003001110,IN,Allen County,001110,1062,86,848,62,2,31,1,0,32,875,59,710,52,2,29,1,0,22,265.8,204.8,254.8,211,259.8,216,305,174.8,201.1,217.9,217.2,199.8,271.4,201.7,209.1,208.9,NA,NA
18003001120,IN,Allen County,001120,1400,85,1076,78,3,83,0,12,63,1049,53,849,49,1,56,0,3,38,347,230.7,340.9,245.8,345.9,249.8,411.1,188.6,282.7,218.8,311.8,185.7,361.2,228.7,297.2,202.2,NA,NA
18003001130,IN,Allen County,001130,1416,60,1178,39,1,62,0,4,72,1048,31,891,33,1,51,0,4,37,464,243,471,250,464,264,529,193,372,247,390,218,482,237.5,381,232.5,NA,NA
18003001140,IN,Allen County,001140,1973,86,1436,280,0,90,0,12,69,1416,49,1101,161,0,70,0,5,30,559,327,575,344,588,341,660,267,478,350,520,304,595.5,319.8,499,327,NA,NA
18003001150,IN,Allen County,001150,859,11,637,35,0,134,1,1,40,635,9,486,28,0,99,1,1,11,312,152,324,143,328,141,355,107,274,164,301,132,329.8,135.8,287.5,148,NA,NA
18003001160,IN,Allen County,001160,729,24,599,7,0,61,0,2,36,559,16,467,3,0,55,0,2,16,308,147,310,149,311,147,349,107,266,147,280,125,319.5,137.5,273,136,NA,NA
18003001170,IN,Allen County,001170,1176,14,1055,44,1,40,0,3,19,931,8,842,31,1,30,0,3,16,448.6,275,467.5,278.9,466.6,284.5,533.5,213.8,406,285.6,442.5,249.6,479,263,424.2,267.6,NA,NA
18003001180,IN,Allen County,001180,885,45,731,17,0,53,0,3,36,677,29,560,17,0,49,0,3,19,260,182,258,203,276,193,304,159,226,188,252,170,274.5,184.2,239,179,NA,NA
18003001190,IN,Allen County,001190,1147,55,983,35,0,23,2,4,45,856,35,758,24,0,13,2,3,21,338,236,317,258,328,259,393,196,266,228,283,211,344,237.2,274.5,219.5,NA,NA
18003001200,IN,Allen County,001200,1233,48,1092,28,0,23,1,1,40,881,26,787,25,0,17,1,1,24,360,232,350,247,353,256,450,180,289,248,330,197,378.2,228.8,309.5,222.5,NA,NA
18003001210,IN,Allen County,001210,1079,62,918,31,5,10,0,9,44,819,35,736,19,5,8,0,2,14,346,173,339,190,351,188,402,140,297,211,318,190,359.5,172.8,307.5,200.5,NA,NA
18003001220,IN,Allen County,001220,1336,77,1132,41,4,32,1,4,45,1105,53,969,28,4,21,1,2,27,419.8,333.8,419.2,337.5,430.2,352.5,518.8,261.3,353.1,356.6,391.9,313.4,447,321.3,372.5,335,NA,NA
18003001230,IN,Allen County,001230,947,55,810,24,0,21,0,1,36,705,31,609,18,0,15,0,0,32,310.4,176.1,321.5,187.2,309.4,207.5,359.5,148.2,252.1,184.4,284.5,158.4,325.2,179.8,268.3,171.4,NA,NA
18003001240,IN,Allen County,001240,955,23,822,25,2,21,1,0,61,692,11,613,14,2,16,1,0,35,328,193,297,220,300,229,379,163,261,200,282,174,326,201.2,271.5,187,NA,NA
18003001250,IN,Allen County,001250,1383,88,1163,51,1,29,2,5,44,1012,48,873,27,1,25,2,4,32,440,248,422,267,440,264,504,203,343,266,369,229,451.5,245.5,356,247.5,NA,NA
18003001260,IN,Allen County,001260,1527,82,1338,40,1,25,1,0,40,1225,43,1104,29,1,22,0,0,26,558.7,332.8,558.5,346.8,565.4,357.2,646.6,272.9,495.6,364.6,542.9,299.8,582.3,327.4,519.2,332.2,NA,NA
18003001270,IN,Allen County,001270,1804,85,1561,51,0,48,1,1,57,1328,43,1185,34,0,32,1,1,32,590.1,338.5,599.3,351.4,597.3,359.8,693.2,262.1,456.8,358.3,489,317.7,620,328,472.9,338,NA,NA
18003001280,IN,Allen County,001280,1177,82,925,87,4,35,1,2,41,958,68,761,70,4,30,0,1,24,291.9,175.5,281.9,190.7,277.3,213.2,329.3,160.1,215.7,187.3,237,161.7,295.1,184.9,226.3,174.5,NA,NA
18003001290,IN,Allen County,001290,1078,47,923,39,0,46,0,2,21,789,26,687,30,0,37,0,0,9,357.9,229.3,385.8,226.3,362.9,247.2,432.7,177.4,318.1,250.3,341.1,213.4,384.8,220.1,329.6,231.9,NA,NA
18003001300,IN,Allen County,001300,1153,209,656,163,2,20,2,3,98,811,137,507,101,2,11,2,0,51,127.4,156.4,115.8,169.9,124.5,172.8,141.9,165.1,68.5,159.3,77.2,154.5,127.4,166.1,72.8,156.9,NA,NA
18003001310,IN,Allen County,001310,1465,258,887,183,1,19,2,10,105,1048,147,708,125,1,14,1,2,50,143,240,129,274,130,290,177,251,117,247,133,232,144.8,263.8,125,239.5,NA,NA
18003001320,IN,Allen County,001320,1216,246,566,201,3,90,0,7,103,819,163,444,120,0,49,0,1,42,118,246,134,236,126,252,167,227,99,222,120,205,136.2,240.2,109.5,213.5,NA,NA
18003001330,IN,Allen County,001330,1114,293,449,228,1,59,0,7,77,743,163,362,144,0,36,0,6,32,86,166,77,175,79,184,100,165,54,152,64,146,85.5,172.5,59,149,NA,NA
18003001340,IN,Allen County,001340,1354,272,722,199,3,67,0,7,84,946,171,554,137,0,40,0,3,41,153,267,154,277,155,282,196,252,106,265,131,249,164.5,269.5,118.5,257,NA,NA
18003001350,IN,Allen County,001350,792,121,493,89,9,10,0,13,57,579,66,398,60,9,6,0,11,29,97,181,114,188,110,199,138,179,85,198,97,179,114.8,186.8,91,188.5,NA,NA
18003001360,IN,Allen County,001360,2202,127,1486,445,4,61,2,6,71,2133,122,1464,433,1,59,2,6,46,211.5,439,212,434,197.6,338.7,244.5,308.5,122.7,406.4,137.8,343.6,216.4,380,130.2,375,NA,NA
18003001370,IN,Allen County,001370,873,199,431,177,0,16,0,2,48,622,125,340,122,0,13,0,2,20,41,140,45,132,38,138,60,124,37,131,39,128,46,133.5,38,129.5,NA,NA
18003001380,IN,Allen County,001380,1628,509,707,277,10,25,2,4,94,1188,324,594,183,9,18,0,3,57,102,176,88,180,88,199,108,186,67,141,74,143,96.5,185.2,70.5,142,NA,NA
18003001390,IN,Allen County,001390,1583,244,932,177,5,117,0,9,99,1141,149,720,120,5,82,0,5,60,210,334,203,356,217,356,271,313,145,392,164,376,225.2,339.8,154.5,384,NA,NA
18003001400,IN,Allen County,001400,1293,56,1128,25,2,25,0,2,55,992,35,884,21,2,17,0,2,31,280,408,286,407,292,418,377,311,214,457,255,390,308.8,386,234.5,423.5,NA,NA
18003001410,IN,Allen County,001410,1194,310,397,291,4,98,0,15,79,847,195,332,197,3,69,0,11,40,88,198,74,199,88,196,104,189,71,159,75,152,88.5,195.5,73,155.5,NA,NA
18003001420,IN,Allen County,001420,1660,281,556,520,0,171,1,19,112,1187,164,469,377,0,112,1,8,56,121.7,261.2,110.8,273.1,116.8,275,150.4,251.3,80.1,241.4,86.1,240.4,124.9,265.1,83.1,240.9,NA,NA
18003001430,IN,Allen County,001430,733,54,581,64,1,9,0,1,23,584,30,479,56,0,8,0,1,10,179,213,170,224,167,240,221,177,144,230,166,214,184.2,213.5,155,222,NA,NA
18003001440,IN,Allen County,001440,759,59,553,93,4,22,0,0,28,707,46,529,88,1,22,0,0,21,33,71,29,74,33,71,40,66,32,79,40,70,33.8,70.5,36,74.5,NA,NA
18003001450,IN,Allen County,001450,1860,367,382,928,2,55,5,23,98,1334,214,299,709,2,38,1,17,54,38.3,456.8,39.8,450.7,41.6,456.7,62.1,441,30.7,353.3,33.6,355.3,45.5,451.3,32.1,354.3,NA,NA
18003001460,IN,Allen County,001460,973,207,338,339,0,13,0,12,64,661,119,247,254,0,8,0,1,32,45.1,180.2,44.1,178.2,42.2,183.2,54.1,170.2,19,145.3,21,146.3,46.4,177.9,20,145.8,NA,NA
18003001470,IN,Allen County,001470,2080,332,1499,111,4,9,0,10,115,1545,199,1194,75,3,8,0,6,60,167.3,166.3,123.8,193.4,139.3,197.3,175.1,185.7,100.6,171.2,107.3,166.3,151.4,185.7,103.9,168.8,NA,NA
18003001480,IN,Allen County,001480,1567,223,1080,138,12,9,0,10,95,1149,140,845,86,8,7,0,4,59,181.8,148.4,158.9,168.3,165.9,181.5,199.1,161.3,126.6,152.6,132.7,151.4,176.4,164.9,129.6,152,NA,NA
18003001490,IN,Allen County,001490,1434,187,1013,142,3,23,0,3,63,1154,117,860,115,3,22,0,3,34,187.8,132.6,164.6,157.8,170.7,159.7,208,133.5,128,139.8,140.1,125.6,182.8,145.9,134.1,132.7,NA,NA
18003001500,IN,Allen County,001500,977,132,636,133,2,11,0,5,58,761,91,513,115,2,6,0,2,32,141,192,143,195,141,201,186,157,115,177,122,171,152.8,186.2,118.5,174,NA,NA
18003001510,IN,Allen County,001510,1651,418,721,322,10,50,0,16,114,1140,277,585,165,10,34,0,7,62,109,195,96,201,103,203,123,198,91,164,90,161,107.8,199.2,90.5,162.5,NA,NA
18003001520,IN,Allen County,001520,1843,485,939,293,17,11,0,6,92,1339,287,790,169,17,11,0,6,59,155.1,179.3,144.1,190.3,140.1,198.3,170.2,190.3,88.1,172.3,107.1,152.3,152.4,189.6,97.6,162.3,NA,NA
18003001530,IN,Allen County,001530,1217,123,846,149,2,8,1,9,79,931,74,689,128,2,3,1,3,31,219.3,251.8,204.1,266.2,213.6,272.7,263.3,227.1,186.6,249.1,195.3,223,225.1,254.4,190.9,236.1,NA,NA
18003001540,IN,Allen County,001540,1461,91,1191,91,1,9,0,11,67,1260,68,1069,62,1,5,0,11,44,148.1,431.3,166.9,419.3,162,440.2,202.7,419.3,105.3,460.1,124.2,426.3,169.9,427.5,114.8,443.2,NA,NA
18003001550,IN,Allen County,001550,1023,109,769,39,14,14,0,4,74,767,66,618,30,9,10,0,3,31,257.3,240.8,247.1,258.9,262.8,263.5,319.8,210.8,187.8,249.6,212.5,225.5,271.8,243.5,200.2,237.6,NA,NA
18003001560,IN,Allen County,001560,2191,329,1470,183,5,32,3,18,151,1659,203,1202,123,4,27,2,11,87,271,212.9,230.1,239.9,237.1,253.6,294.1,208.7,180,248.9,203,230.7,258.1,228.8,191.5,239.8,NA,NA
18003001570,IN,Allen County,001570,1409,150,936,140,2,42,3,19,117,1122,88,815,113,2,34,3,5,62,181,208.7,176.5,208.2,182.3,215.9,225.4,183,141,223.5,157.4,206.1,191.3,203.9,149.2,214.8,NA,NA
18003001580,IN,Allen County,001580,1483,181,1001,126,3,17,10,10,135,1047,93,778,83,3,13,9,5,63,160,156,137,174,145,179,167,173,114,152,130,144,152.2,170.5,122,148,NA,NA
18003001590,IN,Allen County,001590,1400,141,714,184,10,277,0,8,66,1061,88,631,136,10,157,0,3,36,95.5,110.4,88.1,128.2,88.9,134.4,114.4,113.6,82.2,109.2,83.2,104.3,96.7,121.7,82.7,106.8,NA,NA
18003001600,IN,Allen County,001600,1522,389,219,687,1,126,0,6,94,980,207,178,463,1,83,0,1,47,38,231,37,220,43,216,46,217,24,182,26,180,41,221,25,181,NA,NA
18003001610,IN,Allen County,001610,1187,330,167,565,1,53,0,12,59,801,195,132,397,1,33,0,8,35,33,221,29,217,31,218,48,207,17,160,20,165,35.2,215.8,18.5,162.5,NA,NA
18003001620,IN,Allen County,001620,2073,715,264,909,3,95,1,9,77,1314,411,206,603,1,48,0,8,37,44,299,39,287,45,298,62,293,38,226,39,226,47.5,294.2,38.5,226,NA,NA
18003001630,IN,Allen County,001630,1737,612,199,797,2,28,2,9,88,1121,343,142,563,2,21,2,1,47,26,319,22,318,24,319,40,306,19,263,22,260,28,315.5,20.5,261.5,NA,NA
18003001640,IN,Allen County,001640,2025,494,290,956,3,193,0,15,74,1260,269,222,615,3,113,0,8,30,53,341,47,335,46,326,61,325,35,260,39,256,51.8,331.8,37,258,NA,NA
18003001650,IN,Allen County,001650,2204,296,260,632,2,940,0,20,54,1465,194,226,438,2,562,0,13,30,82,338,84,339,79,344,98,335,52,287,57,286,85.8,339,54.5,286.5,NA,NA
18003001660,IN,Allen County,001660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
18003001670,IN,Allen County,001670,29,5,18,2,0,0,0,2,2,27,4,17,2,0,0,0,2,2,2.9,2.8,2.9,2.8,2.9,2.8,2.9,2.8,1,1.7,1,1.7,2.9,2.8,1,1.7,NA,NA
18003001680,IN,Allen County,001680,1361,333,201,689,1,48,0,10,79,884,197,145,473,1,29,0,0,39,24,330,24,327,25,327,41,319,14,269,20,267,28.5,325.8,17,268,NA,NA
18003001690,IN,Allen County,001690,1775,543,198,799,4,106,0,19,106,1167,309,151,590,3,68,0,4,42,36,356,35,353,34,358,51,350,28,302,28,308,39,354.2,28,305,NA,NA
18003001700,IN,Allen County,001700,3007,441,387,1182,0,885,1,10,101,2031,259,341,833,0,534,1,7,56,100.9,541.6,90.9,547.6,82.9,561.6,132.9,521.6,58.9,469.4,73.9,462.5,101.9,543.1,66.4,466,NA,NA
18003001710,IN,Allen County,001710,1802,270,186,799,3,444,1,6,93,1208,164,166,577,0,248,1,4,48,56,424,51,429,52,431,72,419,35,363,42,362,57.8,425.8,38.5,362.5,NA,NA
18003001720,IN,Allen County,001720,2607,128,400,523,2,1470,0,19,65,1739,82,375,419,0,815,0,11,37,165,401,158,396,164,393,190,369,125,305,133,298,169.2,389.8,129,301.5,NA,NA
18003001730,IN,Allen County,001730,1578,182,146,757,1,438,1,4,49,1110,115,122,572,0,264,1,2,34,60,478,65,466,57,474,87,455,49,429,57,426,67.2,468.2,53,427.5,NA,NA
18003001740,IN,Allen County,001740,1316,149,287,597,1,217,0,19,46,932,91,247,426,1,124,0,11,32,85,295,76,294,71,305,118,265,58,260,68,250,87.5,289.8,63,255,NA,NA
18003001750,IN,Allen County,001750,1575,196,353,770,1,144,0,10,101,1054,116,299,490,1,94,0,6,48,80.4,244.2,71.6,226.6,69.6,240.2,96.1,228.5,72.6,182.4,77.5,183.3,79.4,234.9,75,182.9,NA,NA
18003001760,IN,Allen County,001760,1986,194,283,614,8,779,0,13,95,1398,121,251,494,5,449,0,11,67,125,513,119,510,123,515,162,482,91,421,98,424,132.2,505,94.5,422.5,NA,NA
18003001770,IN,Allen County,001770,1612,243,404,679,2,175,0,16,93,1143,135,318,526,2,109,0,5,48,100,455,88,461,90,464,125,437,63,430,73,426,100.8,454.2,68,428,NA,NA
18003001780,IN,Allen County,001780,102,33,9,35,2,9,0,7,7,64,27,5,19,0,7,0,0,6,4,10,3,12,4,11,6,10,2,10,2,9,4.2,10.8,2,9.5,NA,NA
18003001790,IN,Allen County,001790,21,2,8,4,0,2,0,0,5,18,2,7,4,0,2,0,0,3,1.4,0.6,1.3,0.7,1.2,0.8,1.5,0.6,1,1.7,1.1,1.6,1.4,0.7,1,1.6,NA,NA
18003001800,IN,Allen County,001800,19,3,6,5,2,2,0,0,1,6,0,3,2,0,0,0,0,1,0,0,0,0,0,0.1,0,0.1,0,0,0,0.2,0,0,0,0.1,NA,NA
18003001810,IN,Allen County,001810,1799,187,467,967,6,111,1,16,44,1434,140,431,754,6,66,1,3,33,57.8,334.2,64.5,319.8,74.2,319.8,94.4,305.4,43.4,269.7,51,269.7,72.7,319.8,47.2,269.7,NA,NA
18003001820,IN,Allen County,001820,1837,222,532,715,3,289,1,17,58,1404,144,473,541,2,201,1,12,30,112,364,113,353,107,365,141,342,95,296,106,289,118.2,356,100.5,292.5,NA,NA
18003001830,IN,Allen County,001830,2373,477,351,1236,7,90,2,40,170,1491,298,270,761,7,51,2,20,82,40,409,40,395,39,399,45,400,23,321,27,318,41,400.8,25,319.5,NA,NA
18003001840,IN,Allen County,001840,1402,347,582,329,9,16,2,18,99,1021,209,477,245,9,4,2,12,63,108,189,98,186,109,195,131,180,62,164,62,157,111.5,187.5,62,160.5,NA,NA
18003001850,IN,Allen County,001850,8,1,7,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,4.4,0.6,4.1,0.7,3.4,1.5,4.3,0.7,2.2,5.2,3.4,4.1,4,0.9,2.8,4.7,NA,NA
18003001860,IN,Allen County,001860,32,2,19,5,0,2,0,0,4,22,2,10,5,0,1,0,0,4,5,0.4,5,0.4,5,1.4,5,1.3,3,4.5,3,4.5,5,0.9,3,4.5,NA,NA
18003001870,IN,Allen County,001870,1076,295,338,287,0,64,0,7,85,745,188,284,189,0,48,0,4,32,80,180,67,177,75,188,90,169,49,141,53,131,78,178.5,51,136,NA,NA
18003001880,IN,Allen County,001880,3076,938,776,867,7,330,0,28,130,2038,551,640,567,4,186,0,17,73,174,489,164,489,167,505,220,468,130,416,142,410,181.2,487.8,136,413,NA,NA
18003001890,IN,Allen County,001890,1885,529,381,813,6,31,0,8,117,1265,331,291,550,6,22,0,1,64,30,361,32,351,33,360,41,361,28,271,31,264,34,358.2,29.5,267.5,NA,NA
18003001900,IN,Allen County,001900,1359,351,308,334,2,296,1,15,52,879,220,244,205,2,178,1,6,23,83,176,63,192,73,183,91,170,52,136,55,139,77.5,180.2,53.5,137.5,NA,NA
18003001910,IN,Allen County,001910,2550,1009,318,1018,6,44,2,17,136,1627,609,231,680,4,40,2,6,55,39,450,37,456,36,462,55,449,18,345,23,349,41.8,454.2,20.5,347,NA,NA
18003001920,IN,Allen County,001920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,2,1,0,0,2,NA,NA
18003001930,IN,Allen County,001930,1905,86,1538,63,4,120,0,18,76,1274,39,1055,44,4,85,0,6,41,458,243,460,259,472,250,504,210,398,272,428,241,473.5,240.5,413,256.5,NA,NA
18003001940,IN,Allen County,001940,1726,71,1472,51,7,37,0,4,84,1226,49,1076,26,3,25,0,1,46,577,269,587,281,606,272,666.1,212,514,285,543,244,609,258.5,528.5,264.5,NA,NA
18003001950,IN,Allen County,001950,2381,98,1951,57,0,185,3,2,85,1652,54,1382,38,0,138,0,2,38,572,295,608,296,603,299,668,235,520,367,569,319,612.8,281.2,544.5,343,NA,NA
18003001960,IN,Allen County,001960,985,42,832,17,4,40,2,7,41,712,21,628,13,2,25,2,4,17,378,179,402,165,402,171,444,123,321,171,356,131,406.5,159.5,338.5,151,NA,NA
18003001970,IN,Allen County,001970,877,58,512,196,0,59,0,1,51,540,46,335,98,0,36,0,0,25,88,56,84,56,89,54,98,41,88,55,93,51,89.8,51.8,90.5,53,NA,NA
18003001980,IN,Allen County,001980,1535,71,1264,39,3,74,0,10,74,989,36,829,24,3,56,0,9,32,437,219,453,239,476,224,532,164,353,247,386,205,474.5,211.5,369.5,226,NA,NA
18003001990,IN,Allen County,001990,3143,202,2132,317,3,280,1,17,191,2195,108,1601,190,3,194,1,12,86,644,375,660,370,671,375,733,316,563,416,597,373,677,359,580,394.5,NA,NA
18003002000,IN,Allen County,002000,1810,91,1433,89,5,112,0,2,78,1304,54,1055,68,5,89,0,1,32,439.1,245.8,423.8,273,431.8,276.4,503.3,205.7,389.5,274.9,425.1,237.3,449.5,250.2,407.3,256.1,NA,NA
18003002010,IN,Allen County,002010,1306,78,914,86,3,157,1,21,46,1190,57,875,68,2,132,1,18,37,104.1,107.2,107.1,100.1,109.9,103.8,133.7,77.9,87.7,107.5,99.5,94,113.7,97.2,93.6,100.8,NA,NA
18003002020,IN,Allen County,002020,206,3,182,0,0,1,0,0,20,153,2,142,0,0,0,0,0,9,31.1,9.5,26.8,9.5,26.8,12.1,32,7.8,17.3,6,17.3,5.2,29.2,9.7,17.3,5.6,NA,NA
18003002030,IN,Allen County,002030,39,4,30,1,0,0,0,2,2,26,1,22,1,0,0,0,2,0,15.8,2.8,14.7,4.9,12.8,6.8,15.9,3.8,17.7,2.8,16.9,2.6,14.8,4.6,17.3,2.7,NA,NA
18003002040,IN,Allen County,002040,23,1,22,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,3,0,0,9.5,4,NA,NA
18003002050,IN,Allen County,002050,346,11,313,6,3,1,0,0,12,278,8,256,3,2,1,0,0,8,125.7,56.6,113,63,110.2,73,138.4,45.8,98.1,43.1,100.9,40.4,121.8,59.6,99.5,41.8,NA,NA
18003002060,IN,Allen County,002060,186,6,161,15,0,1,0,0,3,152,4,133,11,0,1,0,0,3,67,24,56,33,61,30,69,19,53,19,57,16,63.2,26.5,55,17.5,NA,NA
18003002070,IN,Allen County,002070,1054,65,809,95,0,27,0,2,56,795,30,632,73,0,24,0,2,34,318.6,142.8,276.5,176.4,286.4,178.7,344,128.5,245.5,148.7,254.6,137.6,306.4,156.6,250.1,143.1,NA,NA
18003002080,IN,Allen County,002080,7,1,6,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,3.1,1.1,2.9,1.4,2.9,1.4,3.3,1,4.4,2.2,4.6,1.9,3,1.2,4.5,2,NA,NA
18003002090,IN,Allen County,002090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.8,2.1,1,2.1,1,2.4,0.8,1.8,0.9,2,0.7,2.2,0.9,1.9,0.8,NA,NA
18003002100,IN,Allen County,002100,1517,40,1408,17,2,2,0,2,46,1096,19,1043,11,2,1,0,1,19,578,119,571,133,554,164,618,98,510,137,540,110,580.2,128.5,525,123.5,NA,NA
18003002110,IN,Allen County,002110,2242,37,2122,21,0,6,1,2,53,1571,21,1508,12,0,6,1,2,21,622.6,85.9,598,104.7,609.8,100.7,637.5,64.2,529.9,97.7,553.6,81,617,88.9,541.8,89.3,NA,NA
18003002120,IN,Allen County,002120,913,37,822,19,0,9,0,5,21,671,26,618,13,0,7,0,2,5,331,126,323,138,324,151,365,106,286,134,297,121,335.8,130.2,291.5,127.5,NA,NA
18003002130,IN,Allen County,002130,1610,46,1464,13,5,12,0,12,58,1194,25,1113,7,4,6,0,7,32,607,184,606,190,617,194,660,143,522,207,546,180,622.5,177.8,534,193.5,NA,NA
18003002140,IN,Allen County,002140,1804,36,1591,50,2,49,0,9,67,1276,18,1155,29,1,33,0,3,37,581.6,173.1,575.5,190.1,566.5,205.1,637.6,132.1,484.4,212.1,507.5,181.1,590.3,175.1,496,196.6,NA,NA
18003002150,IN,Allen County,002150,834,15,799,1,1,6,0,2,10,584,8,567,1,1,4,0,0,3,295.2,40.5,287.9,48.9,282.4,57.2,305.1,33.9,272.3,51.6,277.3,43.1,292.6,45.1,274.8,47.4,NA,NA
18003002160,IN,Allen County,002160,28,0,27,0,0,0,0,0,1,19,0,18,0,0,0,0,0,1,0.3,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.2,0.1,0.3,0.1,0.3,0.1,0.2,0.1,NA,NA
18003002170,IN,Allen County,002170,1186,22,1117,4,1,4,0,6,32,910,13,862,2,1,4,0,5,23,483,110,449,137,443,153,518,92,415,148,438,107,473.2,123,426.5,127.5,NA,NA
18003002180,IN,Allen County,002180,1896,47,1743,11,9,5,0,6,75,1414,29,1324,6,5,4,0,6,40,665,148.7,600.7,190.8,607.8,209.9,695,131.6,549.2,174.8,585.3,137.6,642.1,170.2,567.2,156.2,NA,NA
18003002190,IN,Allen County,002190,1112,47,998,9,4,2,0,2,50,805,27,727,6,4,2,0,2,37,318,65.9,297,98.9,308,92.9,348,61.9,267,78.9,287,65.9,317.8,79.9,277,72.4,NA,NA
18003002200,IN,Allen County,002200,1909,98,1546,108,8,63,2,4,80,1360,52,1134,91,5,40,2,2,34,432.3,208.5,401.3,240.1,402.3,246.6,461.7,182.2,361.1,231.8,385.6,199.5,424.4,219.3,373.4,215.7,NA,NA
18003002210,IN,Allen County,002210,2263,62,2020,37,6,38,1,7,92,1610,40,1475,24,5,18,0,3,45,663.5,233.3,610.1,289.7,603.3,308.2,716.1,186.7,498.4,262.6,532.4,219.8,648.2,254.5,515.4,241.2,NA,NA
18003002220,IN,Allen County,002220,1840,98,1412,62,1,162,0,8,97,1156,57,929,46,1,75,0,2,46,479.2,151.7,427.5,188.6,436.3,191.4,500.9,142.8,369.9,187.9,390.8,164.1,461,168.6,380.4,176,NA,NA
18003002230,IN,Allen County,002230,2012,70,1817,41,0,47,1,0,36,1391,45,1278,18,0,33,0,0,17,476.5,143.5,476.4,151.6,471.9,162.8,519.9,120,531.8,242.6,560.3,204.1,486.2,144.5,546,223.3,NA,NA
18003002240,IN,Allen County,002240,1117,37,968,21,5,44,0,3,39,786,24,685,15,5,29,0,3,25,291,118,275,140,289,137,332,90,221,152,246,125,296.8,121.2,233.5,138.5,NA,NA
18003002250,IN,Allen County,002250,523,21,486,0,4,4,0,0,8,385,10,359,0,4,4,0,0,8,192,56,177,68,170,82,206,48,158,60,168,53,186.2,63.5,163,56.5,NA,NA
