GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_you,uss_16_dem_bay,gov_16_rep_hol,gov_16_dem_gre,atg_16_rep_hil,atg_16_dem_arr,uss_18_rep_bra,uss_18_dem_don,sos_18_rep_law,sos_18_dem_har,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
18081000490,IN,Johnson County,000490,1301,94,1079,37,3,16,1,6,65,958,52,830,25,0,15,1,3,32,316,118,272,136,274,156,327,119,207,109,220,103,297.2,132.2,213.5,106,NA,NA
18081000500,IN,Johnson County,000500,768,54,607,5,1,38,0,5,58,573,28,494,2,0,22,0,4,23,191,64,161,82,168,82,194,65,133,58,144,55,178.5,73.2,138.5,56.5,NA,NA
18081000510,IN,Johnson County,000510,1372,53,1184,27,4,63,0,8,33,1023,21,922,11,3,39,0,5,22,615.5,239.8,582.7,283.4,578.5,311.3,676.4,214.6,434.3,267.2,471.3,230,613.3,262.3,452.8,248.6,NA,NA
18081000520,IN,Johnson County,000520,858,45,722,17,2,27,0,7,38,679,34,584,11,2,19,0,3,26,309,112,311,123,302,141,347,95,244,94,260,76,317.2,117.8,252,85,NA,NA
18081000530,IN,Johnson County,000530,2107,176,1455,211,4,136,1,11,113,1750,134,1269,155,3,113,1,10,65,273.9,257.2,269,265.1,255.3,288.6,302.4,251.3,174.8,215,185.6,204.2,275.1,265.6,180.2,209.6,NA,NA
18081000540,IN,Johnson County,000540,1555,91,1245,53,3,83,10,13,57,1142,73,923,35,1,59,8,10,33,513,156,500,184,492,203,543,154,363,151,384,130,512,174.2,373.5,140.5,NA,NA
18081000550,IN,Johnson County,000550,1240,58,1050,15,1,15,5,4,92,817,37,714,10,1,14,5,2,34,120,56,98,76,111,70,137,60,58,44,63,36,116.5,65.5,60.5,40,NA,NA
18081000560,IN,Johnson County,000560,870,10,790,16,0,17,0,1,36,707,8,649,7,0,13,0,1,29,333,114,326,135,324,156,378,104,244,117,274,92,340.2,127.2,259,104.5,NA,NA
18081000570,IN,Johnson County,000570,1233,57,1000,40,2,70,0,8,56,1070,45,883,36,0,56,0,8,42,318,178,306,198,306,217,371,153,203,169,229,144,325.2,186.5,216,156.5,NA,NA
18081000580,IN,Johnson County,000580,726,24,651,9,0,7,0,6,29,555,16,511,2,0,3,0,6,17,218.9,101,204.9,112,207.9,114,237.9,89,156,84,175,69,217.4,104,165.5,76.5,NA,NA
18081000590,IN,Johnson County,000590,2355,98,2016,30,6,76,0,9,120,1641,62,1424,20,6,52,0,4,73,611.6,200.6,558,246.2,545.1,286,658.3,204.5,377.3,176.8,412.1,145,593.2,234.3,394.7,160.9,NA,NA
18081000600,IN,Johnson County,000600,847,60,524,81,6,136,0,8,32,655,40,428,48,6,104,0,5,24,159,72,153,83,153,90,169,77,82,77,91,71,158.5,80.5,86.5,74,NA,NA
18081000610,IN,Johnson County,000610,1738,45,1591,3,4,21,2,12,60,1291,26,1211,2,4,10,2,3,33,550.3,140.7,509.6,171.3,480.4,223.7,568.4,133.8,427.8,137.9,444.1,116.6,527.2,167.4,436,127.2,NA,NA
18081000620,IN,Johnson County,000620,4066,283,3057,167,5,302,3,32,217,2815,180,2153,123,3,230,3,11,112,901,366,871,412,865,459,990,347,618,358,661,299,906.8,396,639.5,328.5,NA,NA
18081000630,IN,Johnson County,000630,405,56,322,5,0,4,1,4,13,300,32,256,2,0,2,1,2,5,111,51,110,56,107,62,121,48,69,51,77,39,112.2,54.2,73,45,NA,NA
18081000640,IN,Johnson County,000640,441,12,413,5,0,0,0,0,11,366,12,345,5,0,0,0,0,4,149,54,143,67,145,71,174,48,118,58,124,45,152.8,60,121,51.5,NA,NA
18081000650,IN,Johnson County,000650,820,54,620,75,2,23,0,2,44,549,21,459,39,2,11,0,2,15,95.2,56.4,84.1,61.5,81.1,67.6,103.2,57.4,50.7,48.4,55.7,44.4,90.9,60.7,53.2,46.4,NA,NA
18081000660,IN,Johnson County,000660,628,18,554,14,0,16,0,4,22,505,9,457,7,0,14,0,4,14,150,68,129,85,136,87,167,62,114,66,124,53,145.5,75.5,119,59.5,NA,NA
18081000670,IN,Johnson County,000670,487,15,442,1,1,2,0,3,23,384,8,352,1,1,2,0,3,17,151,72,153,83,147,96,173,75,111,70,127,56,156,81.5,119,63,NA,NA
18081000680,IN,Johnson County,000680,1133,43,1026,8,0,22,0,0,34,875,24,807,7,0,13,0,0,24,463.2,165,445,194.2,432,222.2,497.5,156.9,316.3,193.1,352.4,161,459.4,184.6,334.4,177.1,NA,NA
18081000690,IN,Johnson County,000690,875,74,630,41,0,74,0,5,51,703,48,536,23,0,58,0,4,34,216,101,199,122,204,125,230,111,137,95,151,82,212.2,114.8,144,88.5,NA,NA
18081000700,IN,Johnson County,000700,1292,88,1028,37,0,86,0,4,49,1009,50,833,30,0,60,0,4,32,289.1,138.5,267,159.4,260.4,174.4,313.5,134.5,178.4,122.2,182.8,117.9,282.5,151.7,180.6,120.1,NA,NA
18081000710,IN,Johnson County,000710,1579,52,1431,12,6,15,0,0,63,1176,27,1094,5,4,7,0,0,39,508,117,463,159,473,160,531,115,328,133,352,104,493.8,137.8,340,118.5,NA,NA
18081000720,IN,Johnson County,000720,702,46,587,13,2,33,0,0,21,570,26,513,5,0,17,0,0,9,220.8,94.5,190,119.6,200.6,119.6,231.5,95.5,146.6,85.8,158.2,79.1,210.7,107.3,152.4,82.4,NA,NA
18081000730,IN,Johnson County,000730,1575,123,1253,34,1,52,2,8,102,1164,67,971,29,1,37,2,5,52,504,183.8,478,216.7,470.1,245.6,542.9,180.7,300.6,173.7,321.5,151.7,498.8,206.7,311,162.7,NA,NA
18081000740,IN,Johnson County,000740,1349,49,1211,22,4,6,2,1,54,990,23,915,11,4,3,2,0,32,358.4,82.2,329.7,107.9,326.7,122.8,378.2,84.2,209.9,95,221.8,82.2,348.2,99.3,215.9,88.6,NA,NA
18081000750,IN,Johnson County,000750,842,32,735,13,0,19,1,0,42,621,24,549,7,0,12,1,0,28,301.6,104.6,295,117.8,289.4,133.8,324.2,96.1,221.5,121.6,246,101.8,302.6,113.1,233.8,111.7,NA,NA
18081000760,IN,Johnson County,000760,515,37,397,12,1,20,0,2,46,378,21,300,9,1,14,0,2,31,117.2,51.6,112.2,58.6,110.2,64.6,123.2,51.6,72.5,48.7,83.4,45.7,115.7,56.6,78,47.2,NA,NA
18081000770,IN,Johnson County,000770,760,61,603,38,0,9,1,1,47,642,54,507,37,0,9,1,1,33,142,76.3,130.7,81.6,124.8,94.5,143.2,83.2,68.2,53.1,72.4,49.9,135.2,83.9,70.3,51.5,NA,NA
18081000780,IN,Johnson County,000780,2052,146,1656,69,6,65,0,9,101,1520,99,1255,50,6,45,0,6,59,371,166,337,185,324,215,388,160,221,132,228,120,355,181.5,224.5,126,NA,NA
18081000790,IN,Johnson County,000790,1749,115,1415,75,3,47,0,10,84,1178,57,991,46,3,27,0,5,49,462,176,434,207,432,235,486,194,283,163,292,155,453.5,203,287.5,159,NA,NA
18081000800,IN,Johnson County,000800,1421,89,1111,65,2,85,0,7,62,997,47,798,42,0,69,0,4,37,355,158,343,174,330,194,377,154,230,160,240,146,351.2,170,235,153,NA,NA
18081000810,IN,Johnson County,000810,215,13,187,2,0,1,0,0,12,168,12,151,1,0,0,0,0,4,95.9,24.7,91.7,28.9,86.7,36.2,105.4,22.5,66,19.1,70.7,17.4,94.9,28.1,68.3,18.2,NA,NA
18081000820,IN,Johnson County,000820,2224,113,1663,106,1,229,3,9,100,1558,73,1201,73,0,151,0,5,55,512,256,500,276,484,308,554,247,331,214,366,188,512.5,271.8,348.5,201,NA,NA
18081000830,IN,Johnson County,000830,1662,73,1178,112,9,211,1,9,69,1324,44,994,70,6,151,0,5,54,471,193,447,216,444,241,509,161,350,204,382,168,467.8,202.8,366,186,NA,NA
18081000840,IN,Johnson County,000840,1310,90,982,108,2,60,0,2,66,856,47,672,66,2,32,0,2,35,186.5,107.5,181.5,117.4,185.5,126.3,200.3,121.3,95.7,96.7,100.6,90.8,188.4,118.1,98.2,93.8,NA,NA
18081000850,IN,Johnson County,000850,2968,148,1160,207,8,1280,3,14,148,2112,90,858,134,8,954,3,3,62,280,326,286,324,278,347,313,323,227,281,244,264,289.2,330,235.5,272.5,NA,NA
18081000860,IN,Johnson County,000860,671,12,650,3,1,0,1,0,4,527,8,510,3,1,0,1,0,4,246.6,58.9,221.2,79.4,217.4,90.2,248.7,60,194.7,65.5,203.5,54.7,233.5,72.1,199.1,60.1,NA,NA
18081000870,IN,Johnson County,000870,1253,65,1042,37,4,52,0,3,50,990,43,830,28,4,40,0,3,42,344,183,334,204,326,227,383,172,239,181,258,156,346.8,196.5,248.5,168.5,NA,NA
18081000880,IN,Johnson County,000880,1487,76,995,58,0,289,0,10,59,1295,44,917,51,0,232,0,4,47,307,201,297,213,285,231,333,204,177,164,194,152,305.5,212.2,185.5,158,NA,NA
18081000890,IN,Johnson County,000890,727,40,627,3,2,16,2,2,35,596,21,530,0,2,15,2,2,24,270.8,120.6,237.2,148.2,255.9,137.4,281.6,109.7,204.6,100.8,228.3,82,261.4,129,216.4,91.4,NA,NA
18081000900,IN,Johnson County,000900,1084,26,1004,7,2,3,0,2,40,844,22,782,4,1,2,0,1,32,435.4,94,399.8,139.5,378,164.3,442.3,97,305.8,127.7,336.5,92,413.9,123.7,321.1,109.8,NA,NA
18081000910,IN,Johnson County,000910,979,12,928,1,0,3,0,2,33,769,7,737,0,0,3,0,2,20,352,79,320,106,311,130,367,75,269,89,290,63,337.5,97.5,279.5,76,NA,NA
18081000920,IN,Johnson County,000920,768,14,722,1,2,0,0,2,27,592,9,559,1,0,0,0,2,21,252.6,75,224.2,97.5,226,109.7,265.7,67,160.2,74.4,174.6,66,242.1,87.3,167.4,70.2,NA,NA
18081000930,IN,Johnson County,000930,987,27,887,15,1,15,0,0,42,680,21,620,9,0,3,0,0,27,342,118,341,127,328,142,370,96,237,123,254,103,345.2,120.8,245.5,113,NA,NA
18081000940,IN,Johnson County,000940,353,4,337,0,0,1,0,1,10,275,3,268,0,0,0,0,0,4,151,59,153,67,147,87,171,62,115,71,133,53,155.5,68.8,124,62,NA,NA
18081000950,IN,Johnson County,000950,1541,42,1310,27,2,77,0,5,78,1023,23,893,15,1,49,0,5,37,351,178,341,194,344,208,402,157,236,191,259,168,359.5,184.2,247.5,179.5,NA,NA
18081000960,IN,Johnson County,000960,814,17,755,12,0,7,0,1,22,594,9,567,7,0,4,0,0,7,346,119,342,131,329,156,385,89,257,130,288,95,350.5,123.8,272.5,112.5,NA,NA
18081000970,IN,Johnson County,000970,1128,62,921,21,7,52,1,2,62,867,36,731,13,3,41,1,2,40,294.9,103.1,259.7,128.3,271.5,129.8,303.4,101,197.7,101.3,216,84.1,282.4,115.6,206.8,92.7,NA,NA
18081000980,IN,Johnson County,000980,1249,70,1090,13,0,10,0,3,63,922,38,823,12,0,6,0,3,40,342.6,113.9,320.7,132.9,309.7,154.8,350.6,111.9,231.8,108.9,241.7,93.9,330.9,128.4,236.8,101.4,NA,NA
18081000990,IN,Johnson County,000990,1358,31,1224,7,0,63,0,9,24,1040,11,956,5,0,49,0,3,16,408.1,186.6,402.2,196.6,389.2,227.5,467,147.7,342.3,222.5,370.2,188.6,416.6,189.6,356.2,205.6,NA,NA
18081001000,IN,Johnson County,001000,1190,31,1081,6,3,17,0,5,47,911,23,850,0,2,8,0,4,24,471,158,467,176,442,214,515,140,339,168,381,122,473.8,172,360,145,NA,NA
18081001010,IN,Johnson County,001010,1777,41,1672,6,3,1,0,0,54,1290,25,1217,6,0,0,0,0,42,527,182,470,227,465,251,569,161,326,162,366,132,507.8,205.2,346,147,NA,NA
18081001020,IN,Johnson County,001020,695,2,664,7,2,6,0,0,14,502,0,480,7,2,4,0,0,9,276,114,293,111,284,121,321,79,216,107,249,75,293.5,106.2,232.5,91,NA,NA
18081001030,IN,Johnson County,001030,1218,55,1086,5,1,23,0,5,43,1007,33,929,4,0,17,0,2,22,433,168,433,183,431,190,481,144,341,176,373,147,444.5,171.2,357,161.5,NA,NA
18081001040,IN,Johnson County,001040,1167,29,1082,3,1,26,0,4,22,845,22,789,0,0,19,0,0,15,390,152,376,183,380,191,431,135,290,158,320,133,394.2,165.2,305,145.5,NA,NA
18081001050,IN,Johnson County,001050,851,22,785,1,0,13,0,3,27,649,15,618,1,0,3,0,1,11,318,120,303,139,296,157,341,104,230,130,257,110,314.5,130,243.5,120,NA,NA
18081001060,IN,Johnson County,001060,1220,19,1138,7,2,2,5,0,47,942,13,887,6,2,0,1,0,33,495.4,212.1,504.3,220.1,478.3,259.2,561.4,179.1,364.2,222.1,400.3,187.1,509.9,217.6,382.2,204.6,NA,NA
18081001070,IN,Johnson County,001070,3871,130,3266,61,1,294,0,13,106,2543,57,2188,40,0,205,0,7,46,747,288,763,306,758,329,842,253,578,323,629,266,777.5,294,603.5,294.5,NA,NA
18081001080,IN,Johnson County,001080,1529,48,1343,22,2,33,1,6,74,1121,25,1002,12,1,25,1,5,50,485.6,198.5,482.7,222.6,476,239.9,544.4,165.7,358.4,205.2,400.8,157.1,497.2,206.7,379.6,181.1,NA,NA
18081001090,IN,Johnson County,001090,753,9,698,1,0,25,0,0,20,620,6,577,1,0,23,0,0,13,284,120,283,128,277,146,316,104,209,119,242,96,290,124.5,225.5,107.5,NA,NA
18081001100,IN,Johnson County,001100,695,21,648,0,0,8,0,0,18,549,14,519,0,0,2,0,0,14,281,127,282,129,271,150,319,103,211,129,233,108,288.2,127.2,222,118.5,NA,NA
18081001110,IN,Johnson County,001110,1010,46,855,9,1,35,0,9,55,768,34,664,7,1,28,0,5,29,307,129,283,151,277,176,337,121,216,136,231,119,301,144.2,223.5,127.5,NA,NA
18081001120,IN,Johnson County,001120,833,20,756,6,1,16,0,1,33,630,17,577,5,1,5,0,1,24,339.6,102.2,334.3,116,315.6,144.7,369.7,88.7,254.2,105.5,273.3,77.3,339.8,112.9,263.8,91.4,NA,NA
18081001130,IN,Johnson County,001130,2399,66,1880,107,4,255,1,4,82,1709,39,1386,71,4,167,1,2,39,521,239,540,235,522,275,592,187,421,240,465,195,543.8,234,443,217.5,NA,NA
18081001140,IN,Johnson County,001140,1314,16,1181,5,0,45,0,5,62,876,13,786,5,0,31,0,3,38,432,191,457,181,429,217,487,157,330,174,354,152,451.2,186.5,342,163,NA,NA
18081001150,IN,Johnson County,001150,592,28,519,16,0,11,0,2,16,454,15,412,15,0,8,0,0,4,200,81,204,85,200,94,225,73,143,76,155,63,207.2,83.2,149,69.5,NA,NA
18081001160,IN,Johnson County,001160,1012,37,876,10,3,29,0,7,50,719,18,643,9,2,20,0,4,23,334,107,352,101,335,119,380,83,275,104,287,90,350.2,102.5,281,97,NA,NA
18081001170,IN,Johnson County,001170,1257,57,1090,23,3,39,0,1,44,997,39,897,14,2,19,0,0,26,278.5,127.2,255.3,153.6,257.5,161.7,298.6,124.4,199.7,139.8,217.7,121,272.5,141.7,208.7,130.4,NA,NA
18081001180,IN,Johnson County,001180,686,7,656,2,0,8,0,0,13,550,5,523,2,0,7,0,0,13,264,105,245,130,239,142,285,94,187,111,209,88,258.2,117.8,198,99.5,NA,NA
18081001190,IN,Johnson County,001190,1114,75,911,22,5,42,0,7,52,854,49,722,14,4,27,0,0,38,341.8,105,321,124.8,323,130.8,371.5,98.1,241.7,114.9,251.7,104,339.3,114.7,246.7,109.4,NA,NA
18081001200,IN,Johnson County,001200,603,11,562,4,0,20,0,0,6,449,3,425,1,0,16,0,0,4,252,95,265,93,256,104,294,62,214,101,232,77,266.8,88.5,223,89,NA,NA
18081001210,IN,Johnson County,001210,1617,34,1408,14,3,63,0,2,93,1184,23,1053,10,3,44,0,2,49,554,226,543,247,540,275,611,202,428,232,474,192,562,237.5,451,212,NA,NA
18081001220,IN,Johnson County,001220,1112,40,948,53,1,41,0,5,24,913,26,796,43,1,33,0,0,14,280,158,266,176,259,188,298,153,182,127,193,118,275.8,168.8,187.5,122.5,NA,NA
18081001230,IN,Johnson County,001230,977,58,798,7,2,55,1,11,45,785,31,683,4,2,30,0,7,28,219.4,118.8,205.7,138,198.4,146.3,231.3,114.3,161.8,111.5,173.7,98.7,213.7,129.3,167.8,105.1,NA,NA
18081001240,IN,Johnson County,001240,1371,34,1221,11,0,48,0,6,51,992,22,897,7,0,39,0,2,25,485.9,184.4,497.8,201.4,470.8,234.5,534,165.3,364.7,195.5,395.8,161.4,497.1,196.4,380.2,178.4,NA,NA
18081001250,IN,Johnson County,001250,932,37,782,23,0,31,0,3,56,737,24,642,14,0,17,0,1,39,308,107,299,119,282,145,325,109,200,108,215,88,303.5,120,207.5,98,NA,NA
18081001260,IN,Johnson County,001260,951,13,871,4,1,34,1,1,26,736,9,679,1,0,28,1,0,18,417,145,442,146,426,169,484,100,331,135,363,102,442.2,140,347,118.5,NA,NA
18081001270,IN,Johnson County,001270,2246,32,2089,12,3,62,0,1,47,1641,19,1539,6,0,47,0,1,29,829,261,821,281,788,336,888,226,671,297,734,224,831.5,276,702.5,260.5,NA,NA
18081001280,IN,Johnson County,001280,770,29,671,5,0,25,1,3,36,607,20,550,5,0,17,0,2,13,271,126,253,142,252,157,281,128,185,121,201,106,264.2,138.2,193,113.5,NA,NA
18081001290,IN,Johnson County,001290,3613,123,2599,274,3,420,2,16,176,2472,66,1862,157,3,297,1,13,73,643.4,348.4,647,363.2,619.6,406.2,715.8,312.9,436.5,352.4,470,310.2,656.5,357.7,453.2,331.3,NA,NA
18081001300,IN,Johnson County,001300,877,19,751,23,0,44,0,15,25,606,7,534,15,0,30,0,7,13,300,119,307,127,307,128,338,86,246,121,268,103,313,115,257,112,NA,NA
18081001310,IN,Johnson County,001310,1724,67,1385,114,5,85,0,3,65,1290,44,1096,51,5,49,0,3,42,479,237,465,256,478,256,523,217,391,230,431,187,486.2,241.5,411,208.5,NA,NA
18081001320,IN,Johnson County,001320,700,13,651,3,1,22,0,1,9,578,10,541,3,0,14,0,1,9,319,101,314,107,293,136,345,78,253,105,271,78,317.8,105.5,262,91.5,NA,NA
18081001330,IN,Johnson County,001330,793,12,723,6,0,20,0,0,32,574,3,534,5,0,16,0,0,16,283,138,309,141,289,160,348,100,224,131,242,114,307.2,134.8,233,122.5,NA,NA
18081001340,IN,Johnson County,001340,950,17,850,14,0,35,0,4,30,652,2,599,6,0,26,0,1,18,340.4,153.5,354.3,153.4,332,178.1,386.6,121.3,254.6,160.8,276.2,133.9,353.3,151.6,265.4,147.4,NA,NA
18081001350,IN,Johnson County,001350,516,6,465,5,1,0,0,7,32,398,6,369,4,0,0,0,5,14,216,56,212,73,211,78,231,52,171,64,185,51,217.5,64.8,178,57.5,NA,NA
18083000010,IN,Knox County,000010,936,22,877,4,2,3,1,2,25,707,8,676,1,2,1,1,0,18,252.2,76.4,159,148.7,138.2,195.8,205.4,106,157.8,68,154.6,65.1,188.7,131.7,156.2,66.6,NA,NA
18083000020,IN,Knox County,000020,888,24,804,7,4,6,0,6,37,671,2,627,6,4,4,0,1,27,203.8,77.2,136.6,134.4,118.5,176.6,192.7,91.3,134.6,67.2,137.6,66.2,162.9,119.9,136.1,66.7,NA,NA
18083000030,IN,Knox County,000030,768,11,721,5,3,0,0,4,24,542,5,508,5,3,0,0,2,19,196.3,73.7,129.3,140.8,103.4,172.4,179.1,80.4,133.1,71.8,128.3,73.7,152,116.8,130.7,72.8,NA,NA
18083000040,IN,Knox County,000040,437,11,404,3,1,0,0,1,17,325,6,300,2,1,0,0,1,15,156.7,28.9,93.8,80.5,75.8,111.8,117.6,51.6,84.7,47.4,86.8,48.2,111,68.2,85.8,47.8,NA,NA
18083000050,IN,Knox County,000050,1268,36,1176,7,3,1,0,4,41,981,26,916,7,3,1,0,3,25,446,102,266,264,207,356,364,142,274,130,290,122,320.8,216,282,126,NA,NA
18083000060,IN,Knox County,000060,209,3,203,0,0,0,0,0,3,158,1,154,0,0,0,0,0,3,89.5,21.3,69.8,44.2,69.7,49.7,80.2,23,67,23.2,66,23.3,77.3,34.6,66.5,23.2,NA,NA
18083000070,IN,Knox County,000070,1921,15,1851,6,0,3,1,0,45,1416,8,1378,2,0,3,1,0,24,785.8,186.3,544.6,389.1,439.7,550.7,652.1,246.8,562.2,229.3,556.6,216.6,605.5,343.2,559.4,222.9,NA,NA
18083000080,IN,Knox County,000080,1237,9,1187,2,0,3,2,1,33,983,4,949,2,0,3,2,1,22,541.3,150.8,353.4,324.8,281.9,439,455.3,193.5,407,181.9,387.2,166.9,408,277,397.1,174.4,NA,NA
18083000090,IN,Knox County,000090,1512,12,1452,1,0,10,0,0,37,1145,6,1113,0,0,10,0,0,16,615,186,464,322,381,437,528,198,479,211,482,189,497,285.8,480.5,200,NA,NA
18083000100,IN,Knox County,000100,803,14,750,0,0,0,1,0,38,594,7,559,0,0,0,1,0,27,305.7,73.7,213.2,151.5,177.5,215.1,272.2,95.4,217.4,82.2,227.4,83.8,242.1,133.9,222.4,83,NA,NA
18083000110,IN,Knox County,000110,441,7,422,2,0,0,0,0,10,343,6,333,0,0,0,0,0,4,183.7,53.7,126.3,107.4,68.8,177.7,161.6,66.5,121.9,55,129.6,51.1,135.1,101.3,125.8,53,NA,NA
18083000120,IN,Knox County,000120,324,5,315,0,0,1,0,2,1,268,2,262,0,0,1,0,2,1,141.3,20.8,98.8,55.3,77.1,91.9,122.5,27.7,100.8,32.6,106.7,35.6,109.9,48.9,103.8,34.1,NA,NA
18083000130,IN,Knox County,000130,726,17,699,0,0,0,0,0,10,549,8,531,0,0,0,0,0,10,254.7,66.2,184.1,122.6,150.3,175.4,225.4,80,188.6,73.9,193,73.5,203.6,111,190.8,73.7,NA,NA
18083000140,IN,Knox County,000140,1481,42,1266,84,3,19,0,4,63,1162,19,1017,64,2,17,0,4,39,269.9,172.6,212.4,232,199.2,263.3,270.8,176.6,188.5,163.5,198.4,158.5,238.1,211.1,193.4,161,NA,NA
18083000150,IN,Knox County,000150,980,128,652,152,0,9,0,33,6,947,125,629,149,0,9,0,32,3,21,19,13,20,13,27,18,21,7,10,7,10,16.2,21.8,7,10,NA,NA
18083000160,IN,Knox County,000160,1668,78,1448,72,5,10,3,8,44,1286,61,1123,54,5,10,3,6,24,290.4,113.1,203.4,167.6,186.1,208.1,252.6,114.8,179.8,102.4,173.8,105.4,233.1,150.9,176.8,103.9,NA,NA
18083000170,IN,Knox County,000170,1934,37,1697,62,9,19,0,10,100,1474,26,1301,47,9,12,0,6,73,386.7,186.9,279.3,272.4,246.5,334,363.8,195.8,265.4,156.1,274.4,148.1,319.1,247.3,269.9,152.1,NA,NA
18083000180,IN,Knox County,000180,1803,60,1602,57,7,4,1,2,70,1385,35,1247,43,7,4,1,2,46,399,187,282,286,246,365,358,224,242,199,265,175,321.2,265.5,253.5,187,NA,NA
18083000190,IN,Knox County,000190,1737,50,1525,48,3,14,2,1,94,1303,24,1168,34,2,10,2,0,63,351.6,177.3,241,251.7,218.4,299.7,314.4,193,217.5,150.8,228.2,152.8,281.4,230.4,222.8,151.8,NA,NA
18083000200,IN,Knox County,000200,1498,47,1354,25,9,10,0,4,49,1254,30,1160,19,7,6,0,2,30,426.2,170.2,297.7,260.4,255.2,333.4,381.8,166.3,293.2,177.8,314.4,155.3,340.2,232.6,303.8,166.6,NA,NA
18083000210,IN,Knox County,000210,1222,40,1099,28,4,8,0,2,41,960,27,869,24,4,4,0,2,30,341,166,249,239,228,282,311,169,244,154,249,142,282.2,214,246.5,148,NA,NA
18083000220,IN,Knox County,000220,846,19,779,8,0,16,0,1,23,688,13,636,8,0,14,0,0,17,177.8,75.3,119.7,119.2,113.7,141.1,162.3,80.9,128.3,79.3,132,69.5,143.4,104.1,130.2,74.4,NA,NA
18083000230,IN,Knox County,000230,1275,21,1152,30,3,19,1,3,46,987,16,897,18,3,14,0,3,36,432,176,302,264,262,344,395,181,308,174,321,166,347.8,241.2,314.5,170,NA,NA
18083000240,IN,Knox County,000240,1094,45,1010,5,1,16,0,0,17,819,30,763,2,1,7,0,0,16,309.7,131.4,229.5,200.3,179.8,267.4,289.8,129.1,214.7,132.9,221.4,119.1,252.2,182.1,218.1,126,NA,NA
18083000250,IN,Knox County,000250,1221,113,1044,10,1,27,0,0,26,1006,104,856,9,1,14,0,0,22,355.9,155.4,276.3,215.8,220.8,289.9,315.3,150.8,270.2,162.4,274.3,148.3,292.1,203,272.2,155.4,NA,NA
18083000260,IN,Knox County,000260,1187,18,1083,12,1,41,0,5,27,926,15,848,11,1,34,0,2,15,459.8,152.8,338,258.2,279.8,338,414.4,166.1,357.1,183,352.9,167.9,373,228.8,355,175.4,NA,NA
18083000270,IN,Knox County,000270,1699,24,1586,12,1,32,0,1,43,1332,13,1256,8,1,26,0,1,27,765.5,250.4,597.4,401.6,489.1,545.7,720.1,251.3,594.8,273.2,609.4,251.2,643,362.2,602.1,262.2,NA,NA
18083000280,IN,Knox County,000280,914,17,828,41,5,0,0,4,19,756,11,686,40,5,0,0,1,13,307.4,125.4,213.3,206.4,190.8,250.2,284.5,129.7,215.6,132.4,219.1,116,249,177.9,217.3,124.2,NA,NA
18083000290,IN,Knox County,000290,1028,31,960,3,1,1,0,1,31,827,19,782,3,1,1,0,0,21,355,105.2,251,186.3,217.6,240.3,324.2,105.4,268,92.1,261.8,87.9,287,159.3,264.9,90,NA,NA
18083000300,IN,Knox County,000300,312,7,293,3,0,0,0,0,9,206,2,196,2,0,0,0,0,6,99,44,56,85,53,93,81,42,84,50,82,52,72.2,66,83,51,NA,NA
18083000310,IN,Knox County,000310,1819,25,1730,6,1,10,1,2,44,1423,12,1369,6,1,8,1,1,25,678.3,184.1,485.2,362.5,374.2,525.2,593.4,215.4,514.3,207.6,519.2,200.8,532.8,321.8,516.8,204.2,NA,NA
18083000320,IN,Knox County,000320,1094,17,1058,1,0,1,0,3,14,866,6,845,0,0,1,0,1,13,493,65,352,187,275,292,420,92,369,104,388,89,385,159,378.5,96.5,NA,NA
18085000010,IN,Kosciusko County,000010,893,32,839,1,2,4,0,1,14,697,20,658,1,2,4,0,1,11,358,62,331,82,323,99,370,56,282,63,296,53,345.5,74.8,289,58,NA,NA
18085000020,IN,Kosciusko County,000020,764,48,695,2,0,0,0,0,19,560,21,524,1,0,0,0,0,14,206,51,179,76,183,83,210,57,165,62,174,52,194.5,66.8,169.5,57,NA,NA
18085000030,IN,Kosciusko County,000030,1500,42,1398,4,4,3,0,1,48,1046,23,991,3,4,3,0,1,21,397,73.8,360.1,107.7,352.5,127.7,422.9,67.1,295.3,81.5,317.8,64,383.1,94.1,306.6,72.8,NA,NA
18085000040,IN,Kosciusko County,000040,564,28,520,1,0,4,0,0,11,416,11,393,1,0,4,0,0,7,192,40,163,57,169,59,191,38,138,34,151,22,178.8,48.5,144.5,28,NA,NA
18085000050,IN,Kosciusko County,000050,557,37,497,3,1,2,0,0,17,418,20,383,0,1,2,0,0,12,186,26,148,53,152,52,176,30,141,32,146,28,165.5,40.2,143.5,30,NA,NA
18085000060,IN,Kosciusko County,000060,1612,385,1164,13,3,10,0,6,31,1192,226,919,9,2,9,0,4,23,430.1,104.2,373,159.3,373,169.3,451.1,93.2,326.8,117.3,357.9,80.2,406.8,131.5,342.4,98.8,NA,NA
18085000070,IN,Kosciusko County,000070,1294,68,1179,0,4,5,0,4,34,972,50,884,0,4,5,0,4,25,403.9,65,352.9,112,362.5,121,410,72.7,293.9,94.2,323.3,65.8,382.3,92.7,308.6,80,NA,NA
