GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_ben,uss_16_rep_gle,gov_18_dem_pol,gov_18_rep_sta,atg_18_dem_wei,atg_18_rep_bra,sos_18_dem_gri,sos_18_rep_wil,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_hic,uss_20_rep_gar,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
08037037015,CO,Eagle County,037015,3232,1264,1723,47,6,108,5,13,66,2599,893,1519,45,6,82,5,1,48,726.7,318,657.9,304,631,261.2,629,252.2,610.1,265.2,825.4,349.9,784.5,375.8,311,692.3,259.5,623.4,362.9,804.9,303.8,694.9
08037037016,CO,Eagle County,037016,774,47,703,0,0,5,0,2,17,635,31,587,0,0,5,0,2,10,468.5,406.5,482.4,371.1,500.1,342.9,470.3,338.9,448.6,361.3,680.6,418.8,664.7,428.1,388.8,475.4,347.7,473,423.4,672.6,381.1,530.7
08037037017,CO,Eagle County,037017,1302,96,1113,9,3,32,0,1,48,1043,63,894,9,3,32,0,1,41,510,270.8,468,269.6,492.9,211.8,460,222,461.1,225.3,616.5,255.9,594.6,268.2,270.2,489,219.7,471.3,262.1,605.5,246.2,514.7
08037037018,CO,Eagle County,037018,1170,50,1065,4,3,14,2,5,27,987,33,912,4,1,8,2,5,22,236.8,169.2,229.5,164.6,237.4,143.6,233.5,143,226.9,152.8,335.8,158.1,318.1,177.7,166.9,233.1,146.5,232.6,167.9,326.9,158.4,259.7
08037037019,CO,Eagle County,037019,2772,1019,1630,7,3,52,0,12,49,2158,720,1355,6,2,42,0,7,26,738.7,360.2,687.1,350.2,696.3,306.8,661.1,299.8,642,325.9,908,363.3,864.7,393.7,355.2,712.9,310.8,666.5,378.5,886.4,342.8,742.6
08037037020,CO,Eagle County,037020,1775,73,1667,1,2,6,2,9,15,1467,58,1388,0,2,3,2,7,7,577.9,534.5,581.7,539.5,557.7,499.3,553.6,473.3,534.5,503.4,763.6,508.5,724.4,538.6,537,579.8,492,548.6,523.6,744,513.9,613.4
08037037021,CO,Eagle County,037021,451,78,327,0,0,24,1,6,15,349,46,274,0,0,21,1,1,6,102.2,111.2,101.7,107.6,89.3,110.7,91.4,101.3,88.9,110.6,132.3,120.6,127,130.2,109.4,101.9,107.5,89.9,125.4,129.7,113.2,104.7
08037037022,CO,Eagle County,037022,4666,3157,1383,31,9,39,0,3,44,3400,2107,1194,30,6,24,0,3,36,591.5,358,566.7,371,512.8,335.5,477,346.4,462.5,363.2,814.4,442,761.1,468.6,364.5,579.1,348.4,484.1,455.3,787.8,383.5,598
08037037023,CO,Eagle County,037023,3701,2081,1443,12,11,47,2,13,92,2543,1364,1062,10,4,41,2,4,56,449.5,384.1,466.3,339.6,442,334.5,423.6,321.5,439.3,316,702.1,551.2,679.4,535.9,361.8,457.9,324,435,543.5,690.7,397.5,514.6
08037037024,CO,Eagle County,037024,2781,771,1876,8,6,52,1,14,53,2218,552,1554,6,6,50,1,14,35,930.4,370.4,951.7,360.6,992.7,354.6,960.3,333.8,960.1,358.3,1335.4,462.3,1302.7,468.4,365.5,941,348.9,971,465.3,1319,386.9,1061.9
08037037025,CO,Eagle County,037025,2308,679,1509,6,3,25,5,9,72,1776,469,1208,6,2,23,5,9,54,560.9,263.2,571.9,259.4,563.1,247.2,537.5,244.1,542.7,250.1,729.3,320.8,719.5,324.7,261.3,566.4,247.2,547.8,322.8,724.4,272.8,603.6
08037037026,CO,Eagle County,037026,1949,573,1308,5,4,13,0,8,38,1423,370,1010,1,1,11,0,7,23,381.4,511.1,393.9,514.9,399.2,478.8,377.7,493.4,373.1,487.3,559,656.5,542.4,668.1,513,387.6,486.5,383.3,662.3,550.7,544.3,432.4
08037037027,CO,Eagle County,037027,2928,218,2580,9,1,22,0,4,94,2083,129,1848,9,1,20,0,4,72,690,661,684,695,778,618,712,651,717,656,1025,743,978,796,678,687,641.7,735.7,769.5,1001.5,688.6,797.7
08037037028,CO,Eagle County,037028,1474,228,1129,13,3,23,0,4,74,1156,155,921,9,3,17,0,4,47,486.3,259.5,462.1,247.5,489.1,232.2,455,242.2,452,258.2,566.8,293.4,568.7,297.6,253.5,474.2,244.2,465.4,295.5,567.7,261.5,497.1
08037037029,CO,Eagle County,037029,2008,190,1673,17,4,50,2,4,68,1659,133,1413,15,3,42,2,4,47,630,360.3,571.5,358.3,601.2,313.6,572.5,320.5,560.6,334.4,795.8,364.2,758,407.8,359.3,600.7,322.9,578.1,386,776.9,351.3,641.4
08037037030,CO,Eagle County,037030,1749,242,1450,1,2,5,0,5,44,1258,158,1065,1,2,2,0,5,25,435.6,318,440.8,298.3,493.4,277,465.3,284.9,457.5,293.9,621.9,354.4,617.5,363.2,308.2,438.2,285.2,472.1,358.8,619.7,312.8,504.6
08039039001,CO,Elbert County,039001,1672,184,1360,4,11,10,3,11,89,1183,101,1006,4,11,7,3,11,40,143.3,471.4,170.5,467.2,137.4,421.2,149.3,423.3,160.4,407.2,275.9,724.9,263.7,740.1,469.3,156.9,417.3,149,732.5,269.8,522.2,185.8
08039039002,CO,Elbert County,039002,2427,192,2091,4,4,18,0,19,99,1938,124,1721,1,3,13,0,11,65,418.6,1235.7,451.7,1243.6,403.2,1096.3,367.1,1128.9,415.4,1083.8,527.1,1327.5,503,1352.6,1239.7,435.2,1103,395.2,1340,515.1,1209.8,440.9
08039039003,CO,Elbert County,039003,1689,131,1427,10,5,16,0,10,90,1387,90,1200,7,5,13,0,9,63,262.8,881.1,301.1,856,291.5,855.7,263.3,867.6,281.4,855.2,391.4,1028.4,363.9,1066.1,868.5,281.9,859.5,278.8,1047.2,377.6,915.7,307.9
08039039004,CO,Elbert County,039004,1888,76,1693,4,6,9,0,15,85,1501,43,1367,3,6,7,0,15,60,239.5,882.5,284.8,865.1,246.2,848.7,225,862.2,256.8,845.8,312.8,1041.8,286.8,1074.7,873.8,262.1,852.3,242.7,1058.3,299.8,917.3,264.6
08039039005,CO,Elbert County,039005,908,54,800,2,3,6,0,4,39,722,39,646,2,1,0,0,2,32,93.8,407.2,115.9,399.1,112.6,406,107.3,409,118,398.9,148.8,462.3,134.6,479.5,403.1,104.9,404.6,112.6,470.9,141.7,423.1,118.7
08039039006,CO,Elbert County,039006,2177,161,1856,11,12,16,1,8,112,1756,111,1530,7,12,14,0,8,74,273,971.7,324.2,968.7,280.9,889.9,259.2,901.7,281.8,884.9,368.6,1139.2,363.6,1154,970.2,298.6,892.2,274,1146.6,366.1,987.1,307.3
08039039007,CO,Elbert County,039007,2238,195,1851,18,8,35,5,3,123,1714,124,1457,16,5,27,5,2,78,316.9,948.2,359.9,974.3,328,903.1,295.8,946.8,343.8,903.4,493,1150.6,479.8,1176.1,961.3,338.4,917.8,322.5,1163.3,486.4,1000.4,373.9
08039039008,CO,Elbert County,039008,920,68,791,7,1,3,2,7,41,768,51,675,4,0,3,2,5,28,128.7,423.7,146.5,423.3,129.7,388.2,119.8,394.1,136.7,382.2,180.7,476.3,178.3,481.4,423.5,137.6,388.2,128.7,478.8,179.5,424.2,145.8
08039039009,CO,Elbert County,039009,2152,169,1803,22,11,16,4,8,119,1630,135,1368,18,11,11,4,5,78,205,770.9,211.8,805.8,241.1,832.6,211.8,850.7,241.1,826.5,348.2,1180.8,320.2,1217,788.4,208.4,836.6,231.3,1198.9,334.2,926.3,254.2
08039039010,CO,Elbert County,039010,1762,127,1484,13,10,25,1,7,95,1365,85,1172,11,10,17,1,4,65,269.4,791.5,292.6,773.9,273.4,742.2,253.5,769.7,277.6,742.9,350.6,888.2,327.1,919.5,782.7,281,751.6,268.2,903.8,338.8,804,292
08039039011,CO,Elbert County,039011,1434,95,1242,3,9,7,2,6,70,1137,68,1011,1,4,6,2,4,41,171.4,753,203.8,756.6,157.3,697.6,147.3,716.6,164.4,693.7,212.6,901.7,209.2,916.1,754.8,187.6,702.6,156.3,908.9,210.9,776.5,180.9
08039039012,CO,Elbert County,039012,1850,198,1542,5,12,14,0,4,75,1393,124,1185,4,10,11,0,4,55,187.1,834.5,230.1,819.4,193.1,738.4,179.1,761.4,210.1,738.4,304.1,996.6,286.1,1013.6,827,208.6,746.1,194.1,1005.1,295.1,843.2,227.1
08039039013,CO,Elbert County,039013,1238,78,1084,4,5,4,0,4,59,1013,56,897,4,5,4,0,4,43,110.9,712.8,155.3,669.4,106.1,635.7,108,636.6,110,637.6,148.6,801.6,136,814.1,691.1,133.1,636.6,108,807.8,142.3,701.1,125
08039039014,CO,Elbert County,039014,2192,224,1838,12,12,5,2,12,87,1725,146,1480,12,10,3,2,9,63,222.4,901.8,284.3,865.9,227.4,822,215.5,817,233.4,803,287.3,1122.2,289.3,1132.2,883.8,253.4,814,225.4,1127.2,288.3,923.4,251.4
08039039015,CO,Elbert County,039015,1515,115,1323,4,7,0,1,5,60,1163,61,1050,4,7,0,1,1,39,91.1,719,151.5,669.6,114.1,581.4,112.1,579.4,114.1,582.3,140.4,784.9,115.4,803,694.3,121.3,581,113.4,794,127.9,674.2,119.8
08041041101,CO,El Paso County,041101,2477,293,1877,54,16,52,0,16,169,1860,198,1451,40,9,42,0,10,110,527.3,780.5,526,856,476.6,595,428.6,620.1,424,631.7,608.7,677,576.5,728.6,818.3,526.7,615.6,443.1,702.8,592.6,698.4,509.7
08041041102,CO,El Paso County,041102,2199,182,1830,10,9,34,1,22,111,1779,123,1523,8,5,30,1,15,74,704.2,733.6,741.2,786.7,737.1,687.6,689,718.6,632,795.7,883.5,737,839.4,789,760.2,722.7,734,686,763,861.4,749.7,746.6
08041041103,CO,El Paso County,041103,2521,254,1902,79,7,102,0,18,159,2065,177,1606,65,5,87,0,16,109,554.3,758.5,549.4,824.3,529.9,748.1,510.3,757.1,477.5,812.8,798.1,853.2,749.7,913.8,791.4,551.8,772.7,505.9,883.5,773.9,809.7,595.6
08041041104,CO,El Paso County,041104,2979,354,2256,48,2,137,0,12,170,2344,257,1820,32,2,99,0,9,125,598.3,720,610,802.1,637.5,674.1,602,690.6,570.5,745.5,888.3,798.1,837.7,872.8,761.1,604.2,703.4,603.3,835.5,863,757.6,677.8
08041041105,CO,El Paso County,041105,1746,97,1503,29,5,46,1,7,58,1640,81,1454,20,5,36,1,7,36,443.4,859.8,477.4,857.2,432.6,876.7,399,906.2,372.6,933.7,622.9,950.2,569.9,1015.5,858.5,460.4,905.5,401.4,982.9,596.4,914.2,474
08041041106,CO,El Paso County,041106,2623,362,1937,97,14,65,1,21,126,2143,256,1628,72,13,60,1,16,97,476.6,655.2,495.4,659,533.9,522.7,511.4,544.4,493.5,577.3,722.9,659,683.4,697.6,657.1,486,548.1,512.9,678.3,703.1,616.5,559.6
08041041107,CO,El Paso County,041107,2770,527,1860,111,29,50,0,19,174,2312,395,1627,87,29,44,0,14,116,552,536,589,542,545,402,533,416,500,459,818,564,785,587,539,570.5,425.7,526,575.5,801.5,500.9,617.4
08041041108,CO,El Paso County,041108,1714,235,1340,33,3,19,2,7,75,1424,183,1144,24,3,19,2,6,43,472.6,521.9,501.2,531.7,484.4,436.2,461.8,460.8,439.1,503.2,622.3,512,596.7,531.7,526.8,486.9,466.7,461.8,521.9,609.5,499.6,511.2
08041041109,CO,El Paso County,041109,307,12,266,4,2,4,0,4,15,266,9,230,4,2,4,0,4,13,78,91,76,85,84,67,81,70,66,83,103,86,97,94,88,77,73.3,77,90,100,82.3,83.6
08041041110,CO,El Paso County,041110,2155,263,1657,33,26,28,0,13,135,1887,206,1505,31,19,21,0,12,93,617.2,409.4,626.4,411.2,584,317.6,573,326.7,551.1,363.2,753.7,401.5,737.3,414.3,410.3,621.8,335.8,569.4,407.9,745.5,377.7,634.7
08041041111,CO,El Paso County,041111,2021,315,1437,64,16,16,9,19,145,1683,209,1278,47,13,15,9,14,98,673.4,637.7,708.3,610.9,453,313,426,325,442,335,654,384,601,422,624.3,690.9,324.3,440.3,403,627.5,432.5,565.4
08041041112,CO,El Paso County,041112,2602,479,1823,102,13,23,2,12,148,2177,355,1592,86,13,23,2,10,96,693,486.9,714,478.9,725.1,349,695.1,385.9,675,404.1,882.1,500.9,859.2,540.9,482.9,703.5,379.7,698.4,520.9,870.7,449.5,749.1
08041041113,CO,El Paso County,041113,2184,314,1666,22,10,27,0,11,134,1886,225,1484,21,10,26,0,9,111,589,459,628,430,641,373,624,373,571,451,811,501,808,488,444.5,608.5,399,612,494.5,809.5,439.3,667.4
08041041114,CO,El Paso County,041114,3118,477,2290,72,10,111,2,23,133,2541,323,1954,56,10,90,1,6,101,603.2,612.1,627.1,639.1,673.2,599,635.5,622.5,613.7,666.8,993.8,707.7,921.1,795.1,625.6,615.2,629.4,640.8,751.4,957.5,663.2,724
08041041115,CO,El Paso County,041115,1748,208,1388,20,4,23,6,2,97,1630,181,1336,20,4,14,6,2,67,314.3,420.3,323.7,427.6,294.7,373,279.9,389.5,271.1,402.3,410.1,401.5,383.9,429,424,319,388.3,281.9,415.2,397,406.2,325.4
08041041116,CO,El Paso County,041116,2051,139,1709,43,9,60,0,22,69,1732,102,1474,33,7,48,0,20,48,595,1159.6,623.3,1212.8,521.6,940.3,472.9,968.6,455.8,1010.5,763,1033.7,697.4,1122.7,1186.2,609.1,973.1,483.4,1078.2,730.2,1064,589.9
08041041117,CO,El Paso County,041117,2572,429,1786,119,19,56,4,16,143,2109,294,1527,102,17,39,4,10,116,447,628,470,643,433,521,416,536,411,553,630,662,602,679,635.5,458.5,536.7,420,670.5,616,603.1,487
08041041118,CO,El Paso County,041118,2750,317,2133,62,11,46,8,6,167,2308,236,1850,38,11,41,5,6,121,650.3,704.7,729.2,654.9,626.7,539.5,603.5,564.4,592.3,593.1,875.1,739.6,859.4,731,679.8,689.7,565.7,607.5,735.3,867.3,646.7,705.2
08041041119,CO,El Paso County,041119,2220,299,1716,50,9,25,4,16,101,1946,224,1547,44,9,25,4,13,80,645.5,433.1,688.5,412.1,712.7,322.7,682.7,333.8,637.5,403,887.2,448.9,872.2,449,422.6,667,353.2,677.6,449,879.7,400.4,732.3
08041041120,CO,El Paso County,041120,1478,151,1147,45,8,52,2,4,69,1207,106,965,34,8,43,2,2,47,285.5,491.4,300.9,518.8,319,481,312,486,282,517,441.1,590.9,410.9,621.2,505.1,293.2,494.7,304.3,606,426,529.5,335.9
08041041121,CO,El Paso County,041121,3352,504,2404,121,24,97,0,16,186,2851,378,2094,106,22,91,0,16,144,509.1,899,539.5,916,529.9,806.1,509.1,836.9,491.6,872.1,764.2,924.1,718.5,981.1,907.5,524.3,838.4,510.2,952.6,741.4,890.8,580.3
08041041122,CO,El Paso County,041122,4383,1071,2656,246,23,76,5,37,269,3585,748,2339,198,21,66,5,19,189,500.5,729,549.8,683.8,464,519,461.1,552.6,468.8,541.2,731.9,761.1,707.7,760.2,706.4,525.1,537.6,464.6,760.7,719.8,649.6,554.8
08041041123,CO,El Paso County,041123,3439,539,2455,113,35,75,7,19,196,2912,391,2176,92,26,60,2,17,148,786.2,1097.4,831.8,1124.2,732.4,768.5,674.7,807.3,657.2,848.1,1085,1014.1,1019,1077.8,1110.8,809,808,688.1,1046,1052,962.5,826.6
08041041124,CO,El Paso County,041124,1147,124,857,27,1,51,2,16,69,1011,97,766,26,1,51,2,13,55,208.8,291,215.6,301.4,136,123.8,123.5,131.5,116.3,141.1,173.8,151.4,163.6,161,296.2,212.2,132.1,125.3,156.2,168.7,185.9,162.5
08041041125,CO,El Paso County,041125,2753,411,1977,100,10,47,6,12,190,2229,289,1648,87,10,46,1,6,142,544.8,863.4,563,903.7,545.5,780.2,528.4,791.3,520.3,811.9,753.1,858.8,698.5,922.6,883.5,553.9,794.5,531.4,890.7,725.8,847.4,593.4
08041041126,CO,El Paso County,041126,3196,565,2262,115,27,32,8,15,172,2595,384,1939,92,17,28,0,9,126,598.5,743.4,676.5,718.2,628.1,613.6,588.3,642.7,595.3,661.5,859.9,807.3,843.8,810.3,730.8,637.5,639.3,603.9,808.8,851.8,713.9,684.3
08041041127,CO,El Paso County,041127,3208,577,2394,68,10,44,5,9,101,2677,397,2089,66,6,40,4,7,68,592.9,861.8,652.5,874.2,613.3,760.8,567.6,788.3,550.4,833.8,806.1,889.7,761.2,938.3,868,622.7,794.3,577.1,914,783.7,849.6,649.1
08041041128,CO,El Paso County,041128,2349,290,1778,74,14,49,2,14,128,1995,171,1596,56,12,48,2,12,98,471.3,825.1,470.4,909.1,506.3,772.8,481.9,800.1,473,833.4,727.8,842.5,671.9,907.2,867.1,470.9,802.1,487.1,874.8,699.9,841.5,543.2
08041041129,CO,El Paso County,041129,3979,734,2538,292,25,111,16,15,248,3253,529,2189,234,20,96,11,13,161,604.9,668.4,634.6,696.2,564.1,482.2,555.1,500.2,539.1,523.2,882.5,676.4,834,710.1,682.3,619.8,501.8,552.8,693.2,858.3,608.1,659.2
08041041130,CO,El Paso County,041130,2490,435,1745,94,16,25,5,24,146,1956,301,1461,55,16,23,4,14,82,496,629.4,545.4,632.9,499.8,543.8,482.1,554.4,450,588.2,706.2,654.1,653,689.3,631.1,520.7,562.1,477.3,671.7,679.6,613.2,547.5
08041041131,CO,El Paso County,041131,2461,432,1774,76,15,22,1,3,138,1934,296,1456,55,13,20,1,3,90,501.9,702.1,552.2,708,512.8,576.9,508.8,585.7,484.2,620.2,698.1,720.8,667.6,753.4,705,527.1,594.3,501.9,737.1,682.9,666.7,560.8
08041041132,CO,El Paso County,041132,2157,335,1597,27,11,20,2,12,153,1745,229,1342,18,11,16,2,12,115,474.1,694.9,505.8,709,484.2,629.1,466.2,640.3,444.8,679.8,660.9,715.2,617.4,768.6,702,489.9,649.7,465.1,741.9,639.1,691,521.9
08041041133,CO,El Paso County,041133,1398,187,1077,32,9,16,1,3,73,1147,130,929,21,5,16,1,2,43,163,155.5,171.5,149.4,368.6,349.8,357.2,354.2,338.9,384.8,497.7,387,468.3,414.3,152.4,167.2,362.9,354.9,400.6,483,313.6,337.9
08041041134,CO,El Paso County,041134,1949,333,1279,109,13,67,6,10,132,1528,236,1029,99,13,58,2,3,88,344.9,724.5,386.5,766.8,321,403,275,435,306,431,488,515,450,567,745.6,365.7,423,300.7,541,469,548.9,367.3
08041041135,CO,El Paso County,041135,1103,172,786,65,5,22,2,5,46,857,114,641,56,5,21,0,3,17,63.3,110.1,67.3,112.8,171,233,163,236,159,246,271,283,250,307,111.5,65.3,238.3,164.3,295,260.5,218.3,163.5
08041041136,CO,El Paso County,041136,1786,203,1352,67,3,72,1,6,82,1576,150,1226,59,3,69,1,3,65,249.7,352.8,258,365,321.8,467.8,297.9,489.8,295.8,504.3,490.9,612.5,453,639.5,358.9,253.9,487.3,305.2,626,472,490.2,338.2
08041041137,CO,El Paso County,041137,2272,956,924,191,29,45,12,8,107,1604,610,715,142,24,38,12,3,60,212.2,204.6,220.6,200,229.6,189.4,238.6,190.4,232.7,195.4,361,269,348,269,202.3,216.4,191.8,233.6,269,354.5,216.8,263.2
08041041138,CO,El Paso County,041138,1335,140,1015,59,4,36,0,4,77,1178,111,912,51,4,32,0,4,64,413.6,716.6,434.4,750.9,384.7,542.4,377,552,361.8,573.5,542.3,659.2,506.4,696,733.8,424,555.9,374.5,677.6,524.3,641.5,431.5
08041041139,CO,El Paso County,041139,3124,1017,1543,173,33,101,2,12,243,2319,643,1259,138,21,80,2,12,164,159.1,228.8,172.3,219.2,248.9,287.2,241.6,306.1,250.7,300.9,495.4,521.5,473.2,517.5,224,165.7,298.1,247.1,519.5,484.3,340.2,291.6
08041041140,CO,El Paso County,041140,2215,256,1614,84,12,71,0,19,159,1739,168,1326,63,8,57,0,12,105,314.5,551.4,326.9,569,296.9,471.7,279.4,488.5,290.3,491.5,388,557.6,363.6,592,560.2,320.7,483.9,288.9,574.8,375.8,531.7,322.8
08041041141,CO,El Paso County,041141,2446,396,1735,89,7,38,1,6,174,1834,251,1369,71,3,33,0,3,104,385,690,410,743,385,601,364,613,376,623,578,722,535,761,716.5,397.5,612.3,375,741.5,556.5,679,433.3
08041041142,CO,El Paso County,041142,2930,445,1970,110,16,165,8,17,199,2180,294,1541,78,14,130,3,16,104,723.2,1493.8,731.9,1599.9,660.2,1051.5,611.1,1082.1,614,1113.7,953.2,1335,901,1408.8,1546.9,727.6,1082.4,628.4,1371.9,927.1,1297.8,742.1
08041041143,CO,El Paso County,041143,1626,189,1244,51,6,59,4,6,67,1129,109,883,45,6,49,2,3,32,150.7,316.6,168.9,335.1,220.9,440.9,187.2,463.7,199.1,471.6,337.9,533,305.1,581.6,325.9,159.8,458.7,202.4,557.3,321.5,448.9,224.3
08041041144,CO,El Paso County,041144,2155,303,1555,75,20,31,6,19,146,1683,193,1270,63,20,28,0,15,94,423,826.9,464.2,839.5,485,772.1,454.2,812.1,467,813.8,705.8,980.7,643.6,1032.9,833.2,443.6,799.3,468.8,1006.8,674.7,868.3,520.4
08041041145,CO,El Paso County,041145,2771,359,1996,97,8,78,0,11,222,2091,219,1563,81,8,68,0,9,143,455,912,471,1008,505.4,825.8,463.7,859.3,460.3,861.9,657,933,605,993,960,463,849,476.4,963,631,913.3,516.8
08041041146,CO,El Paso County,041146,1489,201,1084,62,6,44,7,6,79,1106,119,837,48,6,42,0,6,48,193.7,446.6,205.4,463.7,215.3,375,185.7,388.5,201.8,381.3,302.3,488.9,283.5,514,455.2,199.6,381.6,200.9,501.5,292.9,436.9,226.8
08041041147,CO,El Paso County,041147,2585,421,1771,130,19,50,5,11,178,2084,298,1507,86,16,50,1,4,122,325.2,506.7,340.7,509.6,279.5,417.4,264,438.8,260.3,455,452.8,535.4,417.4,563.5,508.1,333,437.1,268,549.5,435.1,489.5,334.3
08041041148,CO,El Paso County,041148,3270,688,2107,161,17,54,0,16,227,2557,437,1783,122,17,46,0,8,144,563.8,956.5,606,940.9,505.4,723.4,477.7,769.1,471.7,789.1,774.9,888.3,714.7,937.1,948.7,584.9,760.5,485,912.7,744.8,857.8,587.7
08041041149,CO,El Paso County,041149,2436,260,1848,110,5,62,2,20,129,1997,208,1541,88,5,52,2,16,85,442,948,483,985,465.6,810.2,438.3,830.7,421.7,857.1,651,940,597,1000,966.5,462.5,832.7,441.9,970,624,910.2,499.8
08041041150,CO,El Paso County,041150,2054,279,1571,29,10,18,6,8,133,1647,198,1307,22,10,14,6,7,83,341.1,817.9,370,862.7,332.2,753.2,308.2,766.2,307.3,783.1,477.9,882.6,441.9,910.7,840.3,355.5,767.5,315.9,896.7,459.9,825.2,368.4
08041041151,CO,El Paso County,041151,2893,382,2100,100,5,92,8,27,179,2351,278,1748,91,5,83,6,22,118,454.1,874.8,471.6,918,494.3,723.4,454.9,758,452.7,782,675.3,909,644.2,938,896.4,462.8,754.5,467.3,923.5,659.7,843.3,521
08041041152,CO,El Paso County,041152,3074,608,2100,116,16,27,3,18,186,2394,401,1724,92,13,26,2,15,121,417.7,812.4,468.5,832.4,445.6,645.9,423.6,671.9,430.6,687.8,660.9,831.4,628,869.2,822.4,443.1,668.5,433.3,850.3,644.5,764.4,496.4
08041041153,CO,El Paso County,041153,2642,358,1923,109,6,51,7,8,180,2090,245,1599,76,6,36,4,6,118,404.9,834,417.9,871.8,381,736.2,380.9,723.4,365.3,743.7,580.1,878.3,542.3,907.8,852.9,411.4,734.4,375.7,893.1,561.2,813.6,438.9
08041041154,CO,El Paso County,041154,4096,993,2373,267,31,98,2,15,317,3150,668,1952,213,28,85,1,12,191,537.3,749,584.8,753.2,516.6,601.2,485,611,512.5,624.4,851.2,876.4,816.7,906.1,751.1,561,612.2,504.7,891.2,833.9,731.6,614.9
08041041155,CO,El Paso County,041155,2069,382,1374,100,15,34,8,8,148,1606,236,1147,82,15,33,7,6,80,326.2,559.9,354.4,574.1,303.5,457.2,295,475.1,295,472.3,485.5,568.4,470.4,576,567,340.3,468.2,297.9,572.2,477.9,526.1,361.4
08041041156,CO,El Paso County,041156,1434,216,1022,65,4,40,2,6,79,1179,143,899,41,3,37,2,2,52,273.6,654.2,302,640.5,282.3,541.7,269,564.5,263.4,571.3,448.3,662.4,421.1,684.8,647.3,287.8,559.2,271.5,673.6,434.7,617.1,322.8
08041041157,CO,El Paso County,041157,2587,518,1709,130,10,52,15,12,141,2013,344,1407,109,4,45,15,9,80,405,713.2,454.6,710.6,405.2,558.6,393.8,565.1,382.8,594.1,574.6,732.9,547.3,766.1,711.9,429.8,572.6,393.9,749.5,561,662.9,451.9
08041041158,CO,El Paso County,041158,2364,298,1814,67,9,41,4,8,123,1913,182,1531,53,9,35,3,8,92,392.2,814.6,453.7,828.3,412.7,713.2,387.3,741.5,401,734.6,539.5,877.1,513.2,893.7,821.5,422.9,729.8,400.3,885.4,526.3,800.4,442.8
08041041159,CO,El Paso County,041159,516,83,379,17,2,9,0,0,26,428,66,317,13,1,8,0,0,23,67.4,209.9,81,212.9,85.9,178.7,79.1,187.5,81,185.5,111.3,199.2,111.3,193.3,211.4,74.2,183.9,82,196.3,111.3,195.3,88.2
08041041160,CO,El Paso County,041160,2703,379,1876,151,6,89,7,16,179,2207,249,1608,133,3,59,7,15,133,540.5,760.6,577.1,798.9,509,659,477.1,688,474,701.1,738,761.7,690.9,795,779.8,558.8,682.7,486.7,778.3,714.4,737.7,572.4
08041041161,CO,El Paso County,041161,2406,308,1780,92,3,40,10,18,155,1919,196,1488,70,3,32,8,18,104,421,945,436,986,431,821,396,846,406,860,583,952,553,989,965.5,428.5,842.3,411,970.5,568,914.1,460.9
08041041162,CO,El Paso County,041162,2157,379,1477,77,6,40,3,27,148,1700,245,1242,62,6,39,3,19,84,300.1,708.5,334.3,713.4,315.8,617.9,281.6,643.2,301.1,644.2,426.8,756.2,398.6,780.6,710.9,317.2,635.1,299.5,768.4,412.7,694.8,336.9
08041041163,CO,El Paso County,041163,2675,377,1777,218,10,112,13,10,158,2139,256,1487,177,10,97,10,6,96,505.5,895.1,537,919.4,376.4,533.9,336.1,552.5,338.9,563.2,597.3,704.8,540.7,754.8,907.3,521.3,549.9,350.5,729.8,569,703.4,461.7
08041041164,CO,El Paso County,041164,2714,453,1892,78,14,64,8,5,200,1957,274,1420,60,14,48,3,1,137,381.4,768.6,415.2,825.1,468.4,625.4,428.6,657.3,435.4,681.4,702.6,822.4,658,882.7,796.9,398.3,654.7,444.2,852.6,680.3,751.9,498.5
08041041165,CO,El Paso County,041165,2397,253,1771,88,7,107,2,18,151,1874,171,1430,64,7,89,2,13,98,417,1009.7,453.7,1064.5,435.5,962.3,389.9,1002.7,402.8,1001.8,623.9,1079.1,566.7,1147.1,1037.1,435.3,988.9,409.4,1113.1,595.3,1038.2,469.9
08041041166,CO,El Paso County,041166,3529,726,2086,283,29,82,28,21,274,2732,505,1720,218,29,69,16,13,162,450.7,704.7,498.5,695.8,426.9,525.5,397.9,548.8,442.1,541,679.6,740.7,667.5,750.4,700.2,474.6,538.4,422.3,745.6,673.5,643.9,509
08041041167,CO,El Paso County,041167,2227,387,1520,120,11,48,4,15,122,1812,266,1287,99,11,44,1,14,90,314,568.3,354.3,570.5,303.8,476,292.4,499,299.4,502,474.5,590.4,458.8,615.6,569.4,334.1,492.3,298.5,603,466.7,546,356.8
08041041168,CO,El Paso County,041168,1901,123,1625,22,5,17,0,19,90,1589,95,1379,20,1,15,0,13,66,835.1,413.8,819.2,483.5,812.4,407.8,775.9,434.6,682.6,543.3,983.2,374.8,937.2,433.3,448.6,827.2,461.9,757,404.1,960.2,441.6,835.1
