GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,sos_16_rep_esp,sos_16_dem_oli,uss_18_dem_hei,uss_18_rep_ric,gov_18_dem_luj,gov_18_rep_pea,atg_18_dem_bal,atg_18_rep_hen,sos_18_dem_tou,sos_18_rep_cla,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
35001000106,NM,Bernalillo County,000106,636,511,78,3,34,0,1,3,6,504,402,66,3,25,0,1,1,6,61.9,269.2,76.1,273.2,221.6,35.3,242,54.4,234.5,44.2,232.4,44.2,69,271.2,44.5,232.6,NA,NA,52.7,245.5
35001000107,NM,Bernalillo County,000107,893,366,375,51,32,33,1,9,26,764,293,341,49,24,29,1,6,21,61,336,66,367,330,30,355,56,345,39,354,39,63.5,351.5,41,346,NA,NA,48.5,347.8
35001000108,NM,Bernalillo County,000108,481,148,321,1,0,4,0,1,6,389,109,271,0,0,4,0,0,5,127,156,132.8,174.4,156,89.2,163.8,132.8,178.3,104.7,165.7,115.3,129.9,165.2,110.5,166,NA,NA,116.9,165.7
35001000109,NM,Bernalillo County,000109,136,81,44,0,2,1,0,7,1,104,62,35,0,0,1,0,5,1,14.4,22.6,11.7,28,21.6,8.1,23.4,10.8,26.1,6.3,23.4,7.2,13.1,25.3,8.1,23.7,NA,NA,9.8,24.2
35001000110,NM,Bernalillo County,000110,1271,548,529,28,70,28,1,10,57,1061,412,485,28,53,25,1,10,47,249,337,263,386,274,179,315,241,339,179,317,202,256,361.5,200.2,311.2,NA,NA,218.8,328
35001000111,NM,Bernalillo County,000111,617,310,230,11,26,11,0,7,22,508,247,195,10,23,9,0,7,17,219.1,302.7,218.5,375.9,305.6,137.7,322.5,204.5,349.8,147.6,334.7,163.9,218.8,339.3,163.4,328.1,NA,NA,181.9,331.9
35001000112,NM,Bernalillo County,000112,916,437,397,10,18,24,0,0,30,747,331,348,9,16,23,0,0,20,164.1,179.5,180.5,215.2,171.8,106,189.6,155,210.9,114,197.7,131.2,172.3,197.3,126.6,192.5,NA,NA,141.8,194.1
35001000113,NM,Bernalillo County,000113,1098,518,506,6,19,17,0,5,27,891,384,444,6,15,17,0,4,21,278.1,298.6,290.7,364.2,291.2,172.1,320.1,254.3,366.5,186.7,329.8,216.6,284.4,331.4,207.4,326.9,NA,NA,233.1,328.4
35001000114,NM,Bernalillo County,000114,1087,434,558,11,22,26,0,12,24,860,335,452,8,17,23,0,9,16,411.6,370.5,414.9,460.5,386.4,287.6,414.4,405,486.3,295.3,437.4,345.2,413.3,415.5,333.3,431.1,NA,NA,360,425.9
35001000115,NM,Bernalillo County,000115,1758,827,705,45,67,26,1,1,86,1197,538,521,32,44,23,1,1,37,305.6,309.8,307.7,370.4,307.3,202.7,332.2,279.3,349.7,227.9,329.8,243.6,306.6,340.1,238.4,329.7,NA,NA,261.1,333.2
35001000116,NM,Bernalillo County,000116,1013,422,460,19,23,33,3,5,48,765,298,373,16,15,28,3,5,27,450.6,428.9,452.7,520.9,410.2,334.4,438.8,438.1,507,335.8,451.9,395,451.7,474.9,375.8,452,NA,NA,401.1,459.6
35001000117,NM,Bernalillo County,000117,1430,716,534,53,47,35,0,2,43,967,466,380,35,26,28,0,2,30,239.2,214.9,252.4,258.6,204.1,146.5,220.1,216.1,246.9,163.2,223.5,184.7,245.8,236.7,177.6,223.6,NA,NA,200.4,228
35001000118,NM,Bernalillo County,000118,2050,901,797,76,68,89,3,10,106,1411,577,598,58,55,64,3,4,52,269,233.3,284.3,288.3,254.2,185.1,268.6,254.2,306.9,194.2,269.9,222.7,276.6,260.8,214.1,274.9,NA,NA,234.9,270.2
35001000119,NM,Bernalillo County,000119,1606,1007,365,66,51,63,2,8,44,1228,742,300,62,38,51,0,8,27,133.5,217.7,139.8,245.6,206,78.4,217.1,120.4,244.8,81,228.5,91,136.6,231.6,92.7,224.1,NA,NA,107.4,226.6
35001000120,NM,Bernalillo County,000120,1856,1197,376,77,148,11,0,4,43,1295,808,300,53,90,11,0,4,29,198.2,323.5,208.7,356.6,296.5,112.1,318,168.4,354.4,112.1,326.8,137.5,203.4,340.1,132.5,323.9,NA,NA,156.1,329.3
35001000121,NM,Bernalillo County,000121,1339,389,790,19,38,28,3,9,63,1145,306,706,13,34,24,3,9,50,141,488,161,504,522,91,533,154,544,111,547,123,151,496,119.8,536.5,NA,NA,130.2,523
35001000122,NM,Bernalillo County,000122,523,202,244,8,17,12,0,7,33,462,175,222,6,16,12,0,7,24,44,217,53,241,217,21,229,50,225,35,230,36,48.5,229,35.5,225.2,NA,NA,39.8,226.5
35001000123,NM,Bernalillo County,000123,1010,426,481,20,29,18,2,2,32,902,352,455,19,28,18,2,1,27,65,383,78,430,374,43,401,66,393,42,395,48,71.5,406.5,49.8,390.8,NA,NA,57,396
35001000124,NM,Bernalillo County,000124,809,395,302,25,38,9,0,5,35,743,345,297,25,31,6,0,5,34,33.4,226.8,42.5,250.3,221.3,17.2,252.1,28.9,243.9,17.2,242.1,20.8,37.9,238.5,21,239.9,NA,NA,26.7,239.4
35001000125,NM,Bernalillo County,000125,742,247,400,21,35,11,0,3,25,653,208,374,17,27,7,0,3,17,68,307,66,349,308,36,326,62,309,50,323,43,67,328,47.8,316.5,NA,NA,54.2,320.3
35001000126,NM,Bernalillo County,000126,572,327,212,13,9,2,0,0,9,483,253,202,12,5,2,0,0,9,106,261.1,106.6,292.8,270.6,67,279.1,105.5,297,72.8,280.7,92.8,106.3,277,84.5,281.9,NA,NA,91.8,280.2
35001000127,NM,Bernalillo County,000127,2513,1209,910,58,91,121,3,10,111,1714,757,701,44,56,85,3,6,62,217.6,213.2,226.8,247.6,238.6,160.7,267.2,219.1,282.4,179,267.3,192.8,222.2,230.4,187.9,263.9,NA,NA,199.3,252.7
35001000128,NM,Bernalillo County,000128,1454,771,546,19,33,13,1,6,65,1096,518,479,16,28,9,1,4,41,256.4,227.7,272.1,286,236,149,271.2,233.2,313.7,160.1,276.7,196.2,264.2,256.8,184.6,274.4,NA,NA,211.2,268.5
35001000129,NM,Bernalillo County,000129,1274,605,479,53,35,45,11,5,41,951,420,395,38,27,39,4,3,25,234,217,243,249,206,144,223,207,250,153,223,185,238.5,233,172.2,225.5,NA,NA,194.3,228
35001000130,NM,Bernalillo County,000130,2136,1671,258,67,62,27,1,13,37,1507,1154,206,48,43,27,1,6,22,107.5,274.5,127.3,300,223.6,61.8,246.2,99.5,255.1,73.1,248.5,72.6,117.4,287.2,76.8,243.4,NA,NA,90.3,258
35001000131,NM,Bernalillo County,000131,650,260,284,34,36,7,0,7,22,581,234,260,31,32,5,0,6,13,46.6,177.5,53.5,193.3,180.4,28.8,192.3,46.6,192.3,28.8,195.3,36.7,50.1,185.4,35.2,190.1,NA,NA,40.2,188.5
35001000132,NM,Bernalillo County,000132,1386,660,447,80,106,15,0,6,72,1257,588,435,71,86,11,0,6,60,58,280.8,56,321.4,291.2,33.1,329.6,61.5,308.7,42.1,316.6,47.5,57,301.1,46,311.5,NA,NA,49.7,308
35001000133,NM,Bernalillo County,000133,947,570,226,29,81,10,1,8,22,819,466,215,25,78,10,1,7,17,42,202,37,225,188,23,209,34,205,25,202,29,39.5,213.5,27.8,201,NA,NA,31.7,205.2
35001000134,NM,Bernalillo County,000134,1342,768,357,71,37,45,0,4,60,951,526,267,57,30,43,0,1,27,223.8,337.4,245.9,380.4,349.4,152,372.7,224.2,410.3,159.8,385.9,182.3,234.8,358.9,179.6,379.6,NA,NA,198,372.7
35001000135,NM,Bernalillo County,000135,1200,900,198,26,30,9,0,6,31,982,719,168,25,29,9,0,6,26,63.8,316.6,71.3,342.4,279.9,28.4,303.1,50,301.4,40,303.4,40,67.6,329.5,39.6,297,NA,NA,48.9,307.8
35001000136,NM,Bernalillo County,000136,2593,2041,267,54,160,25,0,4,42,1749,1319,224,40,115,22,0,4,25,198,417.5,223.8,452.7,357.5,126.9,398.7,167.2,424.4,124.3,405.5,141.5,210.9,435.1,140,396.5,NA,NA,163.6,409.4
35001000137,NM,Bernalillo County,000137,2263,1795,249,58,90,18,0,5,48,1580,1205,200,45,76,18,0,4,32,154.5,294.1,173.6,311.2,218.9,90.3,262.1,125.4,281.1,89.3,260.1,106.4,164.1,302.7,102.9,255.6,NA,NA,123.3,271.3
35001000138,NM,Bernalillo County,000138,1358,1156,99,39,28,16,2,3,15,973,805,80,31,23,16,2,2,14,37.7,99.2,42.7,112.3,79.2,23.7,90.2,36.3,96.2,24.1,89.4,29.4,40.2,105.8,28.4,88.7,NA,NA,32.3,94.4
35001000139,NM,Bernalillo County,000139,1282,1148,101,9,11,0,2,1,10,992,879,95,6,7,0,0,1,4,113.8,219.6,106.8,237.6,171.7,48.9,180.7,82.9,210.7,43.9,190.7,56.9,110.3,228.6,58.2,188.4,NA,NA,75.5,201.8
35001000140,NM,Bernalillo County,000140,1632,1393,128,20,62,8,0,5,16,1123,946,103,20,35,8,0,4,7,55.2,126.7,62.9,132.4,106.9,32.3,117.8,45.8,120.3,36.9,115.2,41.2,59,129.6,39,115.1,NA,NA,45.7,119.9
35001000141,NM,Bernalillo County,000141,2590,1996,345,80,65,39,1,9,55,1717,1273,276,57,43,30,1,6,31,132.5,288.4,152.5,310.1,245.1,84.1,273.4,122.5,287.6,86.7,282.5,99.2,142.5,299.3,98.1,272.2,NA,NA,112.9,281.2
35001000142,NM,Bernalillo County,000142,1598,1187,220,50,48,49,0,11,33,1059,734,172,41,38,43,0,9,22,126.9,256,145.2,268,222.5,74.7,240.8,113.9,250.2,88.3,240.8,95.1,136.1,262,93,238.6,NA,NA,107.3,246.4
35001000143,NM,Bernalillo County,000143,2203,2021,93,21,37,5,2,5,19,1506,1378,68,14,27,5,0,1,13,60,167.5,69,176.4,120.8,44.5,126,63,142.3,43.7,136.4,48.2,64.5,172,49.9,131.4,NA,NA,54.7,144.9
35001000144,NM,Bernalillo County,000144,1412,1176,167,5,32,2,1,4,25,994,795,145,5,23,2,1,4,19,129.7,203.5,132.2,229.8,170.7,80.2,191.3,111.7,208,86.7,194.5,89.2,130.9,216.6,92,191.1,NA,NA,104.9,199.6
35001000145,NM,Bernalillo County,000145,1469,962,313,69,59,27,0,3,36,1042,662,240,48,42,25,0,0,25,27.7,50.5,30.7,56.8,47.2,17.6,51.8,26.1,55,19.9,52.2,21.8,29.2,53.7,21.4,51.5,NA,NA,24,52.2
35001000146,NM,Bernalillo County,000146,2366,1861,308,46,83,24,0,10,34,1548,1192,220,31,60,11,0,8,26,153.2,333.7,174.7,367,297.6,88.2,324.3,133.9,338.6,97.3,323.2,113.2,164,350.3,108.2,320.9,NA,NA,126.8,330.7
35001000147,NM,Bernalillo County,000147,1709,1597,69,4,30,3,0,4,2,1075,993,55,2,18,3,0,2,2,27,101.9,34.6,101.9,77.4,15.4,84.1,22.8,84,19.1,82.6,19.4,30.8,101.9,19.2,82,NA,NA,23.1,88.6
35001000148,NM,Bernalillo County,000148,1198,994,109,49,30,5,1,0,10,867,688,95,47,24,5,1,0,7,128.1,247.4,131.5,267.3,209.1,57.2,235.3,93.2,249.9,62.6,241.6,69.4,129.8,257.4,70.6,234,NA,NA,90.3,241.8
35001000149,NM,Bernalillo County,000149,1427,1128,164,57,20,21,1,5,31,1003,795,133,22,16,13,0,5,19,205.4,487.5,216,538,422.9,127.2,459.8,189.8,489.6,131.5,470.5,145.7,210.7,512.7,148.5,460.7,NA,NA,169.3,478
35001000150,NM,Bernalillo County,000150,583,165,393,5,7,3,0,2,8,491,120,352,5,6,3,0,2,3,78.8,248.6,90.1,267.3,255.2,50.9,262.7,92.6,281.1,58,267.3,74.2,84.4,257.9,68.9,266.6,NA,NA,74.1,263.7
35001000151,NM,Bernalillo County,000151,1067,722,278,2,25,3,0,2,35,880,576,256,2,22,0,0,2,22,105.4,365.2,106.3,407.2,367.9,54.5,386.7,104.5,395.6,67,386.7,82.2,105.8,386.2,77,384.2,NA,NA,86.6,384.9
35001000152,NM,Bernalillo County,000152,827,389,396,14,11,2,0,3,12,687,302,356,9,10,0,0,2,8,105,337,105,377,361,61,377,106,379,80,378,87,105,357,83.5,373.8,NA,NA,90.7,368.2
35001000153,NM,Bernalillo County,000153,1207,772,312,15,50,18,0,2,38,975,604,282,15,33,15,0,2,24,125.4,319.7,135,368.5,314,65.1,335,113.9,343.6,77.5,336,89,130.2,344.1,86.4,332.2,NA,NA,101,336.2
35001000154,NM,Bernalillo County,000154,1094,763,255,26,22,1,0,4,23,853,568,231,18,17,1,0,2,16,55,182.6,57.9,200.1,168.1,29.8,176.7,54.7,184,37.8,177.8,42.9,56.5,191.3,41.3,176.7,NA,NA,46.4,181.6
35001000155,NM,Bernalillo County,000155,1125,641,385,25,16,9,3,7,39,863,458,331,20,9,9,3,4,29,154.6,510.1,163,559.5,470.4,83.6,494.6,153.5,514.7,106,497.6,120.4,158.8,534.8,115.9,494.3,NA,NA,130.2,507.8
35001000156,NM,Bernalillo County,000156,853,498,243,23,40,7,5,3,34,693,401,216,17,22,7,3,3,24,230.2,375.3,241,423.5,355.1,135.3,374.3,207.6,422,139.7,394,156.9,235.6,399.4,159.9,386.4,NA,NA,185.1,390.7
35001000157,NM,Bernalillo County,000157,1043,565,354,39,29,21,1,5,29,809,408,300,36,21,21,1,5,17,160.8,262.5,169.3,289.4,240.5,90.9,258,136.6,287.6,90.9,265.2,111.5,165.1,275.9,107.5,262.8,NA,NA,126.7,267.2
35001000158,NM,Bernalillo County,000158,1446,852,387,55,57,48,0,14,33,1085,616,309,45,48,36,0,7,24,93.8,125.2,98.5,143.4,125.5,55,134.2,79.9,143,58.8,134.7,68.3,96.2,134.3,65.5,134.4,NA,NA,75.7,134.3
35001000159,NM,Bernalillo County,000159,781,451,228,30,28,25,0,2,17,608,338,196,20,23,19,0,1,11,69.8,105.2,76.7,118.6,109,47.4,116.2,69.9,128,49.8,120.3,56.9,73.2,111.9,56,118.4,NA,NA,61.7,116.2
35001000160,NM,Bernalillo County,000160,1692,837,666,54,49,44,0,4,38,1401,625,618,46,35,40,0,3,34,62.1,75.5,62.8,85.1,114,55,116.9,80.2,129.9,60.2,118.5,70.3,62.5,80.3,66.4,119.8,NA,NA,65.1,106.7
35001000161,NM,Bernalillo County,000161,1496,1006,220,65,149,29,3,3,21,1088,700,179,43,126,23,2,2,13,30.4,93.7,33.9,106,74.1,12.9,84.9,20.1,87.1,13.4,81.5,16.5,32.1,99.9,15.7,81.9,NA,NA,21.2,87.9
35001000162,NM,Bernalillo County,000162,1497,825,512,35,60,19,0,5,41,1223,642,461,22,49,14,0,5,30,92,444.9,111,475.9,478.9,62,512.9,101,512.9,70,502.9,77,101.5,460.4,77.5,501.9,NA,NA,85.5,488.1
35001000163,NM,Bernalillo County,000163,527,293,195,10,16,5,0,4,4,458,240,187,9,12,3,0,4,3,52.2,231.4,57,270,239.3,27.6,262.5,45.1,258,35.7,252.8,41.4,54.6,250.7,37.4,253.1,NA,NA,43.2,252.3
35001000164,NM,Bernalillo County,000164,1125,643,310,39,60,17,0,10,46,981,547,284,31,54,16,0,10,39,121.1,431.6,131.7,473.8,383.7,58.9,418.8,105,433.2,66.3,416.5,73.6,126.4,452.7,75.9,413,NA,NA,92.8,426.3
35001000165,NM,Bernalillo County,000165,576,222,298,4,13,9,3,15,12,516,191,278,4,7,9,3,14,10,40,291,51,304,275,22,287,40,279,31,281,33,45.5,297.5,31.5,280.5,NA,NA,36.2,286.2
35001000166,NM,Bernalillo County,000166,537,191,266,18,24,6,0,7,25,473,152,252,17,23,6,0,4,19,39,234,46,261,255,14,277,28,270,19,273,23,42.5,247.5,21,268.8,NA,NA,28.2,261.7
35001000167,NM,Bernalillo County,000167,1118,640,339,42,33,27,0,3,34,894,488,296,40,22,22,0,3,23,162.5,208.6,152.8,259.7,219.2,87,230.2,135.3,258.3,90.2,240.3,106.3,157.7,234.1,104.7,237,NA,NA,122.4,236
35001000168,NM,Bernalillo County,000168,1027,711,213,24,34,10,6,6,23,817,544,191,20,30,8,5,4,15,224.8,378.8,234.4,429.7,365.1,130.6,403.6,200.1,431.1,147.8,398.1,165.7,229.6,404.3,161.1,399.5,NA,NA,183.9,401.1
35001000169,NM,Bernalillo County,000169,973,500,355,14,47,30,0,0,27,798,379,325,8,39,25,0,0,22,85,118.5,88.1,134.7,126.7,56.9,130.1,85.6,145.3,61.6,136.8,70.8,86.6,126.6,68.7,134.7,NA,NA,74.7,132
35001000170,NM,Bernalillo County,000170,1829,1050,542,38,87,53,1,10,48,1297,676,443,36,69,35,0,8,30,299.6,353.4,308.7,414.9,384.9,184.4,412.1,267.5,442.1,196.3,417.7,221.4,304.2,384.2,217.4,414.2,NA,NA,246.3,404.2
35001000171,NM,Bernalillo County,000171,2312,862,965,101,175,121,1,6,81,1950,708,866,82,116,104,1,6,67,323.5,422.8,345.5,492.4,401.6,232.6,437.2,308.2,450,257.2,447.4,269.1,334.5,457.6,266.8,434,NA,NA,289.4,441.9
35001000172,NM,Bernalillo County,000172,1097,452,468,47,60,35,0,3,32,852,334,396,33,39,28,0,3,19,41.6,54.4,44.4,63.3,51.6,29.9,56.2,39.6,57.9,33.1,57.5,34.6,43,58.9,34.3,55.8,NA,NA,37.2,56.8
35001000173,NM,Bernalillo County,000173,1186,616,354,38,76,35,2,11,54,890,433,294,26,59,27,2,8,41,183.6,261,186.8,290.7,225.7,113.1,255,155.2,263.7,125,256.4,131.4,185.2,275.8,131.2,250.2,NA,NA,149.2,258.7
35001000174,NM,Bernalillo County,000174,1208,594,444,25,44,37,3,5,56,951,440,376,20,32,33,3,2,45,251.7,244.7,256.9,290.5,260.3,179.8,284.1,238.3,304.3,193,289.1,211,254.3,267.6,205.5,284.5,NA,NA,221.8,278.8
35001000175,NM,Bernalillo County,000175,1087,518,450,33,51,4,3,5,23,850,379,371,26,44,4,3,5,18,109.3,117.2,124.2,131.8,112,75.6,124.7,107.4,139.2,82.1,123.2,95.2,116.8,124.5,90.1,124.8,NA,NA,99,124.7
35001000176,NM,Bernalillo County,000176,1463,621,608,42,79,41,0,6,66,1158,444,533,35,55,37,0,5,49,121.2,141.6,124.9,166.3,154.1,74.7,165,108.2,177.1,79.5,167.2,89.7,123.1,154,88,165.8,NA,NA,99.7,161.9
35001000177,NM,Bernalillo County,000177,2144,866,971,58,100,31,3,9,106,1689,608,855,37,74,22,3,7,83,408.1,387.2,416.5,459.6,384.6,251.3,403.3,377.5,459.2,275.6,421,320.6,412.3,423.4,306.2,417,NA,NA,341.6,419.2
35001000178,NM,Bernalillo County,000178,795,312,384,16,17,32,4,2,28,676,259,339,11,12,27,4,2,22,205.3,286.2,212.9,325.4,306,137.5,314.2,206.6,351.1,148.7,330.3,171.1,209.1,305.8,166,325.4,NA,NA,180.4,318.9
35001000179,NM,Bernalillo County,000179,1387,631,617,19,38,34,0,13,35,1135,501,525,14,32,24,0,13,26,349.3,340.5,349.3,397.3,345.2,241.1,354.6,349.3,414.2,259.8,379.7,296,349.3,368.9,286.5,373.4,NA,NA,307.5,371.9
35001000180,NM,Bernalillo County,000180,492,136,316,4,3,5,0,8,20,403,105,261,4,3,4,0,7,19,75.4,186.1,75.4,214.4,196.8,51.9,209.6,87.2,213.5,62.7,205.6,77.4,75.4,200.2,69.8,206.4,NA,NA,71.6,204.3
35001000181,NM,Bernalillo County,000181,379,177,166,1,9,6,0,0,20,337,160,157,1,5,6,0,0,8,79.5,284.7,78.1,308.5,283,50.5,300.8,75.5,298.1,60.2,298.4,68.1,78.8,296.6,63.6,295.1,NA,NA,68.7,295.6
35001000182,NM,Bernalillo County,000182,732,450,203,11,11,9,1,6,41,606,370,178,7,8,5,0,6,32,112,238,112,276,246,65,259,107,279,75,257,85,112,257,83,260.2,NA,NA,92.7,259.2
35001000183,NM,Bernalillo County,000183,758,311,388,6,8,9,0,3,33,651,254,342,5,8,9,0,3,30,109.4,284.7,121.9,307.9,284.1,74.3,304.9,116.5,321,85.6,309.1,98.7,115.6,296.3,93.8,304.8,NA,NA,101.1,302
35001000184,NM,Bernalillo County,000184,829,287,477,6,12,9,0,4,34,731,232,443,6,11,7,0,1,31,111.7,343.8,114.1,374.8,370.2,80.8,391.8,123.7,413.7,79.3,395.8,101.8,112.9,359.3,96.4,392.9,NA,NA,101.9,381.7
35001000185,NM,Bernalillo County,000185,1017,377,550,9,24,10,0,3,44,878,299,507,9,17,10,0,3,33,111.1,346.1,111.1,376,332.3,77.4,340.6,115,361.1,84,348.4,94.6,111.1,361.1,92.8,345.6,NA,NA,98.9,350.7
35001000186,NM,Bernalillo County,000186,1444,922,348,32,50,21,3,20,48,1186,731,302,26,44,19,3,18,43,171,485,153,542,459,96,479,159,521,101,502,115,162,513.5,117.8,490.2,NA,NA,132.5,498
35001000187,NM,Bernalillo County,000187,1221,708,445,7,31,1,0,4,25,1020,574,397,6,24,0,0,2,17,118,416,126,436,404,56,426,100,433,71,433,71,122,426,74.5,424,NA,NA,90.3,424.7
35001000188,NM,Bernalillo County,000188,455,228,184,8,11,4,0,0,20,403,198,167,8,10,2,0,0,18,89.9,279.9,89.9,304,268.7,62.6,275.4,93,291.9,68,281.6,76.4,89.9,291.9,75,279.4,NA,NA,80,283.6
35001000189,NM,Bernalillo County,000189,921,522,281,51,23,12,0,10,22,718,388,247,35,21,10,0,4,13,53.3,74.3,55.2,84.4,79.4,35.7,81.5,53.6,91.1,38.6,85.7,44.4,54.2,79.3,43.1,84.4,NA,NA,46.8,82.7
35001000190,NM,Bernalillo County,000190,1094,968,58,24,18,8,2,5,11,809,694,56,22,16,8,2,5,6,109.3,297.4,128.3,322.6,244.8,71.1,264.8,97.4,273.1,69.4,262.6,77.5,118.8,310,78.9,261.3,NA,NA,92.2,277.5
35001000191,NM,Bernalillo County,000191,793,496,229,8,36,5,0,0,19,660,400,211,6,23,5,0,0,15,89,222,95,254,207,51,232,83,238,59,221,72,92,238,66.2,224.5,NA,NA,74.8,229
35001000192,NM,Bernalillo County,000192,826,497,245,8,15,11,1,2,47,671,406,206,2,14,8,0,0,35,74,288,85,309,273,45,299,72,307,42,298,53,79.5,298.5,53,294.2,NA,NA,61.8,295.7
35001000193,NM,Bernalillo County,000193,905,558,265,15,22,3,0,5,37,681,417,209,4,17,3,0,5,26,157,310.7,166.2,360.3,300.4,96,333.8,148,354.2,102.1,338.1,117.1,161.6,335.5,115.8,331.6,NA,NA,131.1,332.9
35001000194,NM,Bernalillo County,000194,1516,993,421,22,45,6,0,5,24,1232,769,388,11,31,6,0,4,23,157.1,403.8,164.4,441.7,400.4,108.4,428.2,163.9,455.7,120.4,430.8,139.3,160.8,422.7,133,428.8,NA,NA,142.3,426.8
35001000195,NM,Bernalillo County,000195,973,670,225,16,28,7,1,9,17,772,511,192,14,22,7,0,9,17,70,209,74,227,201,34,228,62,232,43,227,48,72,218,46.8,222,NA,NA,55.2,220.7
35001000196,NM,Bernalillo County,000196,1047,718,186,36,69,3,1,16,18,821,539,162,29,56,2,0,16,17,68,176,69,194,146,39,159,50,170,36,154,45,68.5,185,42.5,157.2,NA,NA,51.2,166.5
35001000197,NM,Bernalillo County,000197,1201,782,311,11,30,40,0,5,22,959,589,273,10,29,32,0,5,21,99,304,105,325,263,51,300,76,302,51,289,67,102,314.5,61.2,288.5,NA,NA,74.8,297.2
35001000198,NM,Bernalillo County,000198,1219,1015,96,36,33,23,4,4,8,925,750,89,27,28,22,3,4,2,107,376.4,116,409.3,307.6,59.9,330,96.5,345,68.1,340.5,68.8,111.5,392.9,73.3,330.8,NA,NA,86.1,351.5
35001000199,NM,Bernalillo County,000199,1125,930,128,7,29,5,1,5,20,870,713,105,6,24,5,1,3,13,169.8,406.8,179.8,458.5,345.8,87.2,371.2,135.1,389,98,382.1,101.9,174.8,432.6,105.6,372,NA,NA,128.6,392.2
35001000200,NM,Bernalillo County,000200,501,212,257,8,8,5,1,1,9,392,152,214,8,6,5,1,1,5,241.7,254,245.6,300.5,238.9,154.4,251.8,224.9,283.1,162.8,265.8,184.6,243.7,277.2,181.7,259.9,NA,NA,202.4,265.7
35001000201,NM,Bernalillo County,000201,1147,474,544,22,33,15,3,15,41,906,345,469,13,24,13,3,10,29,157.3,146.5,159,176.2,143,97.5,159.2,147.3,183.6,105.7,166.2,126.4,158.2,161.3,119.2,163,NA,NA,132.2,162.4
35001000202,NM,Bernalillo County,000202,1113,473,525,28,14,38,0,8,27,893,339,464,27,9,33,0,3,18,93.3,84,94.1,104.4,87.6,65.2,93.9,91.8,110.2,66.9,99.2,78.3,93.7,94.2,75.6,97.7,NA,NA,81.6,96.5
35001000203,NM,Bernalillo County,000203,811,330,355,22,21,41,3,10,29,658,252,303,22,19,32,3,9,18,243,249.8,263.3,302.7,255.9,173.5,276.8,250.4,306.4,191.3,274.4,224.6,253.2,276.2,209.9,278.4,NA,NA,224.3,277.7
35001000204,NM,Bernalillo County,000204,1230,674,443,36,24,13,0,12,28,976,509,377,32,18,12,0,9,19,304.9,333.5,335.5,399.9,319.2,197,352.4,288,392,212,367.4,243.8,320.2,366.7,235.2,357.8,NA,NA,263.5,360.7
35001000205,NM,Bernalillo County,000205,2526,1260,996,34,86,44,1,16,89,1954,899,859,32,66,35,1,11,51,433.6,503.7,456.1,593.8,571.8,306.5,604.2,473.2,674,355.5,624.5,395.5,444.9,548.8,382.7,618.6,NA,NA,403.4,595.3
35001000206,NM,Bernalillo County,000206,1132,653,402,21,15,6,1,10,24,900,499,339,15,14,6,1,5,21,354.2,464.5,365.6,551.2,467.3,233.3,519.2,326.5,572.6,233.3,522.8,288.1,359.9,507.9,270.3,520.5,NA,NA,300.2,516.3
35001000207,NM,Bernalillo County,000207,689,361,279,7,14,15,0,0,13,562,282,245,5,11,14,0,0,5,217.6,277.6,223.3,316.4,277.6,137.7,294.7,208.5,337.6,144.5,307.3,169.1,220.5,297,164.9,304.3,NA,NA,183.4,301.9
35001000208,NM,Bernalillo County,000208,1411,823,438,19,57,22,4,9,39,1114,615,381,16,41,18,4,9,30,157.9,218.3,157.5,271.1,220.4,99.3,232.5,147.5,252.2,106.4,241.3,118.1,157.7,244.7,117.8,236.6,NA,NA,131.1,239.3
35001000209,NM,Bernalillo County,000209,1243,601,474,31,68,28,0,2,39,994,447,427,26,47,19,0,1,27,213,274.8,210.8,324.9,280.7,138.9,302.2,194.9,334.2,135.5,313.5,157.4,211.9,299.9,156.7,307.6,NA,NA,175.1,305.1
35001000210,NM,Bernalillo County,000210,1005,533,395,14,9,8,0,5,41,813,397,344,13,9,5,0,5,40,133.4,162.6,137.9,187.2,160.6,94.3,169.9,129.7,186.1,102.2,171.6,113,135.7,174.9,109.8,172.1,NA,NA,118.4,173
35001000211,NM,Bernalillo County,000211,533,330,117,19,43,4,1,4,15,452,261,117,15,43,1,1,1,13,22.4,89,26.8,101.1,82.8,12.2,90.4,22.1,91.3,13.5,88.8,15.1,24.6,95.1,15.7,88.3,NA,NA,18.7,90.6
35001000212,NM,Bernalillo County,000212,1216,805,229,26,83,7,1,10,55,946,613,187,24,58,5,1,10,48,50.9,287.8,72.8,321.8,269.3,34.5,298.1,58.7,302.3,35.8,295.7,42,61.8,304.8,42.7,291.4,NA,NA,49.1,295.8
35001000213,NM,Bernalillo County,000213,511,179,266,21,7,11,0,2,25,399,126,223,18,7,11,0,0,14,39.1,99.2,41.3,112.1,104.9,24.9,113.4,42,120,27.9,113,31.8,40.2,105.6,31.6,112.8,NA,NA,34.5,110.4
