GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,sos_16_rep_esp,sos_16_dem_oli,uss_18_dem_hei,uss_18_rep_ric,gov_18_dem_luj,gov_18_rep_pea,atg_18_dem_bal,atg_18_rep_hen,sos_18_dem_tou,sos_18_rep_cla,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
35001000425,NM,Bernalillo County,000425,1321,320,699,27,2,193,1,0,79,1003,222,566,20,2,145,1,0,47,339.3,325,380.9,358.5,326.3,238.2,333.7,356,367.8,286.6,344.3,310.1,360.1,341.8,297.7,343,NA,NA,318.5,342.6
35001000426,NM,Bernalillo County,000426,745,114,546,6,1,43,0,4,31,578,90,434,4,1,30,0,0,19,163.9,168,177.8,209.1,178.7,127.8,184.5,173.8,212.6,130.4,188.1,157.7,170.9,188.5,147.4,191,NA,NA,155.2,190.2
35001000427,NM,Bernalillo County,000427,935,202,539,8,4,131,0,4,47,696,149,418,7,0,100,0,2,20,158,151.9,168.6,177.7,162.5,115.4,163.2,162.1,188.3,122.2,172.5,136.7,163.3,164.8,134.1,171.6,NA,NA,143.8,169.3
35001000428,NM,Bernalillo County,000428,1107,238,690,26,19,42,3,12,77,971,196,620,26,16,40,3,9,61,264.8,342.9,257.6,386,381.3,171.9,381,246.8,406.4,188.3,385.4,216.3,261.2,364.4,205.8,388.5,NA,NA,224.3,380.5
35001000429,NM,Bernalillo County,000429,860,155,618,26,5,35,0,1,20,710,119,512,21,5,35,0,1,17,123.4,149.1,140.4,169.2,154.1,89.9,154.8,129.4,174.5,94.3,158.5,112,131.9,159.2,106.4,160.5,NA,NA,114.9,160
35001000430,NM,Bernalillo County,000430,1045,243,698,6,7,28,2,9,52,769,164,533,6,3,19,1,9,34,280.4,265.3,308.4,315.2,276.5,179.1,283.9,278.6,326.7,203.5,299.3,229.3,294.4,290.3,222.6,296.6,NA,NA,246.5,294.5
35001000431,NM,Bernalillo County,000431,1025,475,394,46,55,20,2,1,32,857,380,355,38,44,17,2,1,20,119,215,123,256,198,78,225,121,244,82,221,98,121,235.5,94.8,222,NA,NA,103.5,226.5
35001000432,NM,Bernalillo County,000432,1616,808,549,52,103,35,2,8,59,1341,621,498,47,99,31,2,8,35,194.8,332.8,167.8,406.9,333.7,100.9,357.7,144.6,365.4,110.7,359.4,115.6,181.3,369.8,117.9,354.1,NA,NA,139.1,359.3
35001000433,NM,Bernalillo County,000433,753,447,221,6,43,14,0,3,19,631,372,197,3,35,13,0,3,8,111.2,179.2,111.2,214.1,167.3,56.1,189.3,86.4,197.6,64.3,186.6,74.4,111.2,196.7,70.3,185.2,NA,NA,83.9,189
35001000434,NM,Bernalillo County,000434,585,316,208,19,22,9,0,0,11,483,250,182,18,16,7,0,0,10,74,168,85,198,159,53,174,82,190,49,175,63,79.5,183,61.8,174.5,NA,NA,67.7,177.3
35001000435,NM,Bernalillo County,000435,1469,651,509,59,145,30,0,10,65,1171,501,438,48,98,30,0,10,46,201,303,192,336,265,111,288,179,308,130,293,148,196.5,319.5,142,288.5,NA,NA,160.2,298.8
35001000436,NM,Bernalillo County,000436,764,369,297,23,33,17,1,0,24,621,288,260,18,23,17,0,0,15,127,204,131,245,202,76,213,110,225,78,207,90,129,224.5,88.5,211.8,NA,NA,102,216
35001000437,NM,Bernalillo County,000437,607,272,223,15,57,7,0,8,25,512,216,208,13,40,7,0,4,24,65,140,70,163,137,40,159,57,166,40,156,42,67.5,151.5,44.8,154.5,NA,NA,52.3,153.5
35001000438,NM,Bernalillo County,000438,1390,588,302,100,203,105,3,6,83,919,365,239,58,128,73,3,2,51,74.2,185.8,84.8,199.4,149.9,31.1,166,47.4,161.4,39.1,162.9,39.8,79.5,192.6,39.4,160,NA,NA,52.7,170.9
35001000439,NM,Bernalillo County,000439,2341,924,834,121,313,52,1,11,85,1936,708,786,95,225,46,1,10,65,187,389,215,460,406,123,435,191,454,133,456,143,201,424.5,147.5,437.8,NA,NA,165.3,433.3
35001000440,NM,Bernalillo County,000440,686,288,259,36,25,26,4,5,43,528,202,222,33,12,24,1,5,29,99,139,99,172,132,58,139,99,159,67,148,81,99,155.5,76.2,144.5,NA,NA,83.8,148.2
35001000441,NM,Bernalillo County,000441,833,402,280,27,72,18,0,7,27,701,310,261,25,59,15,0,5,26,110,222,116,246,205,77,217,122,240,77,237,81,113,234,89.2,224.8,NA,NA,97.2,227.8
35001000442,NM,Bernalillo County,000442,926,492,291,14,48,40,0,5,36,767,388,270,12,34,33,0,5,25,110,253,117,277,223,54,234,81,242,62,239,66,113.5,265,65.8,234.5,NA,NA,81.7,244.7
35001000443,NM,Bernalillo County,000443,832,452,260,13,50,24,0,7,26,680,351,231,11,42,18,0,7,20,96,191,114,230,181,48,202,76,211,50,194,69,105,210.5,60.8,197,NA,NA,75.5,201.5
35001000444,NM,Bernalillo County,000444,687,349,271,5,10,17,1,5,29,601,296,253,4,6,15,1,5,21,105,209,97,245,194,52,209,91,232,53,217,66,101,227,65.5,213,NA,NA,77.3,217.7
35001000445,NM,Bernalillo County,000445,783,383,276,16,45,22,3,2,36,638,283,253,16,30,18,3,2,33,134,178,134,233,188,95,209,142,226,100,209,126,134,205.5,115.8,208,NA,NA,121.8,207.2
35001000446,NM,Bernalillo County,000446,705,303,335,17,8,13,0,7,22,599,238,303,15,8,11,0,7,17,144,210,149,255,207,90,224,127,247,87,229,99,146.5,232.5,100.8,226.8,NA,NA,116,228.7
35001000447,NM,Bernalillo County,000447,1131,265,692,11,7,82,1,5,68,875,181,564,10,7,64,0,4,45,405.9,258.5,424.6,317.2,263.5,289.3,269.8,404.2,327.6,315.6,283.5,362.2,415.3,287.9,342.8,286.1,NA,NA,367,286.7
35001000448,NM,Bernalillo County,000448,581,149,257,26,17,107,1,3,21,411,109,195,19,15,62,0,3,8,146.6,174.4,145.5,214.9,178.8,98.2,185.3,137.6,212.4,91.4,191.1,116.7,146.1,194.7,111,191.9,NA,NA,122.7,192.8
35001000449,NM,Bernalillo County,000449,539,80,373,12,39,15,0,0,20,484,61,356,11,24,15,0,0,17,107.5,191.7,116.6,215.4,180.4,59.2,194.9,91.1,189,73.8,193.1,73.3,112,203.6,74.4,189.4,NA,NA,86.9,194.1
35001000450,NM,Bernalillo County,000450,657,120,433,4,11,41,0,0,48,539,96,374,2,6,36,0,0,25,191,188,195,216,187,139,199,194,243,136,206,175,193,202,161,208.8,NA,NA,171.7,206.5
35001000451,NM,Bernalillo County,000451,974,326,484,53,28,35,2,2,44,851,269,450,43,18,34,2,2,33,135,227,151,245,211,90,223,141,232,109,227,115,143,236,113.8,223.2,NA,NA,123.5,227.5
35001000452,NM,Bernalillo County,000452,674,184,384,6,17,38,3,8,34,541,121,334,5,17,29,3,7,25,132.2,167.1,142.4,191,169.7,92.1,185,126.2,210.6,88.7,187.6,111.7,137.3,179.1,104.7,188.2,NA,NA,115.5,185.2
35001000453,NM,Bernalillo County,000453,1533,452,821,38,125,57,1,8,31,1367,374,772,34,108,47,1,8,23,257.6,422,263.6,487,404,162.6,446.8,231.1,453.6,181.5,441.7,197.7,260.6,454.5,193.2,436.5,NA,NA,215.7,442.5
35001000454,NM,Bernalillo County,000454,698,178,400,23,21,28,2,4,42,559,131,332,19,14,27,2,4,30,99.1,102.2,110.5,117.9,98.4,69.8,104.3,104.6,124.1,73.8,113.6,86.7,104.8,110,83.7,110.1,NA,NA,90.7,110.1
35001000455,NM,Bernalillo County,000455,1813,723,801,32,88,99,0,5,65,1473,546,692,25,71,93,0,2,44,429,520.6,449.6,601.1,545,287,594.4,411.3,632.7,312.5,596.7,349.7,439.3,560.9,340.1,592.2,NA,NA,373.2,581.8
35001000456,NM,Bernalillo County,000456,691,199,421,1,5,38,0,3,24,574,162,364,1,2,27,0,3,15,210.4,208.4,207.4,256.4,198.3,141.8,212.9,206.9,245.4,149.8,219.9,173.8,208.9,232.4,168,219.1,NA,NA,181.7,223.6
35001000457,NM,Bernalillo County,000457,1107,290,616,14,8,116,3,9,51,828,188,482,13,6,91,2,9,37,374.6,318.1,408.8,359.6,304.9,255.2,315.9,369.6,366,280.3,333.6,320.9,391.7,338.9,306.5,330.1,NA,NA,334.9,333
35001000458,NM,Bernalillo County,000458,916,180,396,9,13,265,0,14,39,652,105,295,8,9,202,0,10,23,230.9,212.7,251.1,236,221.2,162.3,224.9,229,256.1,178.7,237.2,198.5,241,224.3,192.1,234.9,NA,NA,208.4,231.3
35001000459,NM,Bernalillo County,000459,1020,491,434,24,21,10,0,4,36,863,389,394,23,21,10,0,4,22,104.8,100.1,102.1,118.7,97.4,66.7,103.8,93.8,115.7,71.8,108.1,79.5,103.4,109.4,77.9,106.3,NA,NA,86.4,107.3
35001000460,NM,Bernalillo County,000460,1354,423,777,22,34,46,0,12,40,1201,348,712,18,31,44,0,9,39,259.4,308.6,257.5,380.1,316.2,173.8,327.7,243.4,375.6,161.6,338,206.3,258.4,344.3,196.3,339.4,NA,NA,217,341
35001000461,NM,Bernalillo County,000461,766,300,314,26,39,50,0,3,34,602,213,274,22,28,38,0,1,26,132,174,133,215,164,74,182,117,198,83,188,96,132.5,194.5,92.5,183,NA,NA,105.8,186.8
35001000462,NM,Bernalillo County,000462,691,262,276,18,48,60,0,1,26,512,171,233,15,30,49,0,1,13,113,172,118,210,161,71,175,103,190,75,176,86,115.5,191,83.8,175.5,NA,NA,94.3,180.7
35001000463,NM,Bernalillo County,000463,743,228,415,16,38,22,0,5,19,585,151,355,14,26,22,0,5,12,153,167,161,201,173,96,190,140,202,113,200,117,157,184,116.5,191.2,NA,NA,130,188.8
35001000464,NM,Bernalillo County,000464,684,279,341,2,14,17,0,1,30,556,208,303,2,12,17,0,1,13,108,136,103,184,147,72,158,114,186,73,175,85,105.5,160,86,166.5,NA,NA,92.5,164.3
35001000465,NM,Bernalillo County,000465,1563,530,823,65,44,36,0,8,57,1396,447,775,63,36,24,0,6,45,226,358,212,425,331,143,344,206,372,141,353,158,219,391.5,162,350,NA,NA,181,363.8
35001000466,NM,Bernalillo County,000466,846,334,401,19,21,52,2,1,16,703,255,353,19,17,47,2,1,9,206,202,210,257,199,140,219,209,254,154,232,180,208,229.5,170.8,226,NA,NA,183.2,227.2
35001000467,NM,Bernalillo County,000467,617,183,356,6,18,21,0,5,28,479,123,296,6,14,18,0,5,17,209.6,207.6,206.6,255.6,197.7,141.2,212.1,206.1,244.6,149.2,219.1,173.2,208.1,231.6,167.5,218.4,NA,NA,181,222.8
35001000468,NM,Bernalillo County,000468,984,261,583,12,5,71,0,3,49,767,189,476,7,1,60,0,1,33,325.8,313.2,347.8,366.5,335.2,238.1,336.6,334.2,388.4,252.1,355.7,282,336.8,339.9,276.6,354,NA,NA,296.7,349.3
35001000469,NM,Bernalillo County,000469,1075,248,709,11,7,64,0,10,26,887,192,613,9,2,48,0,7,16,335.7,246,350.5,282.8,251.9,244.8,258.4,351.7,314.9,266.2,279.8,307.8,343.1,264.4,292.6,276.3,NA,NA,309.4,272.3
35001000470,NM,Bernalillo County,000470,1214,272,608,27,9,260,4,7,27,942,195,513,20,7,184,2,3,18,207.7,199,233.1,219.5,199.7,145.8,204.3,217.9,225.2,175.4,210.7,189.9,220.4,209.2,182.3,210,NA,NA,195,209.7
35001000471,NM,Bernalillo County,000471,697,250,366,2,15,30,0,1,33,563,174,325,2,9,29,0,1,23,165,186,163,230,192,113,219,165,233,123,216,135,164,208,134,215,NA,NA,144,212.7
35001000472,NM,Bernalillo County,000472,544,213,291,8,5,8,0,0,19,441,156,255,7,2,8,0,0,13,157,135,162,168,150,105,170,145,184,113,173,127,159.5,151.5,122.5,169.2,NA,NA,134.8,163.3
35001000473,NM,Bernalillo County,000473,729,356,276,26,34,9,6,1,21,583,252,245,26,30,9,6,1,14,101,182,100,228,211,65,225,112,243,73,236,80,100.5,205,82.5,228.8,NA,NA,88.5,220.8
35001000474,NM,Bernalillo County,000474,591,260,287,2,16,1,0,6,19,485,202,248,1,13,1,0,6,14,114,130,116,158,144,71,143,121,172,77,152,92,115,144,90.2,152.8,NA,NA,98.5,149.8
35001000475,NM,Bernalillo County,000475,1324,609,517,22,72,49,1,8,46,1055,448,457,20,50,40,1,6,33,159.2,254.5,172.5,292.6,224,100.1,256.4,151.6,283.1,105.8,258.3,132.5,165.9,273.6,122.5,255.4,NA,NA,136.9,261.5
35001000476,NM,Bernalillo County,000476,1074,456,488,23,33,23,0,5,46,877,341,436,19,26,20,0,4,31,249,228,242,318,243,153,252,231,297,159,263,174,245.5,273,179.2,263.8,NA,NA,201.3,266.8
35001000477,NM,Bernalillo County,000477,2400,1364,695,80,105,53,6,7,90,1855,985,605,68,70,49,6,5,67,177.2,400.3,184.5,461.8,369,112.6,399.9,156.5,411.9,109.9,395.3,129.7,180.9,431,127.2,394,NA,NA,145.1,406.3
35001000478,NM,Bernalillo County,000478,1733,1066,392,93,92,33,3,5,49,1329,780,344,72,63,28,3,2,37,178,310,182,378,281,108,312,168,341,114,313,143,180,344,133.2,311.8,NA,NA,148.8,322.5
35001000479,NM,Bernalillo County,000479,791,199,472,6,3,68,0,7,36,619,124,404,3,3,55,0,4,26,338.8,215.8,354.4,264.8,219.9,241.5,225.2,337.4,273.5,263.4,236.6,302.3,346.6,240.3,286.1,238.8,NA,NA,306.3,239.3
35001000480,NM,Bernalillo County,000480,1280,307,767,36,49,41,1,17,62,1076,224,677,30,43,40,1,12,49,287.7,299.7,291.7,352.4,313.6,193.2,322.6,276.8,366.4,198.1,347.5,224,289.7,326.1,223,337.5,NA,NA,245.3,333.7
35001000481,NM,Bernalillo County,000481,1099,396,416,67,136,33,0,0,51,893,301,367,50,110,30,0,0,35,87,151,95,179,140,45,163,77,168,50,164,59,91,165,57.8,158.8,NA,NA,68.8,160.8
35001000482,NM,Bernalillo County,000482,869,236,561,16,7,14,2,2,31,740,175,501,16,7,13,2,2,24,300,253,308,299,262,215,268,301,326,220,288,261,304,276,249.2,286,NA,NA,267.5,282.7
35001000483,NM,Bernalillo County,000483,1053,308,555,22,84,26,0,10,48,870,228,486,19,67,19,0,10,41,30.6,30.5,31.6,37.4,29.3,21.1,31.4,31.1,37.5,21.1,34.4,24,31.1,34,24.3,33.1,NA,NA,26.6,33.4
35001000484,NM,Bernalillo County,000484,1116,295,638,58,64,12,3,4,42,935,228,566,38,48,12,3,4,36,166,255,159,323,241,107,259,165,280,111,265,134,162.5,289,129.2,261.2,NA,NA,140.3,270.5
35001000485,NM,Bernalillo County,000485,1187,405,652,9,35,31,3,8,44,930,280,549,9,27,25,3,8,29,272.2,275.1,276.1,331.7,308.3,195.1,320,266.3,365.9,193.2,321.9,235.1,274.1,303.4,222.4,329,NA,NA,239.7,320.5
35001000486,NM,Bernalillo County,000486,548,154,340,3,12,19,0,2,18,460,118,305,3,6,17,0,1,10,121,130.6,136.1,159.1,147.6,79.4,157.6,117.5,177,81,159.5,95.6,128.6,144.9,93.4,160.4,NA,NA,105.1,155.2
35001000487,NM,Bernalillo County,000487,815,179,579,4,3,24,0,4,22,651,119,494,2,3,17,0,4,12,247.8,276.9,259.9,310.3,261.7,161.9,269,237.7,306.1,177.8,279.1,210.9,253.9,293.6,197.1,279,NA,NA,216,283.9
35001000488,NM,Bernalillo County,000488,923,240,591,12,16,27,0,6,31,781,158,540,12,13,23,0,5,30,261,267,265,312,309,179,303,283,358,207,329,240,263,289.5,227.2,324.8,NA,NA,239.2,313
35001000489,NM,Bernalillo County,000489,1390,512,706,27,57,35,0,5,48,1156,386,627,25,53,32,0,5,28,305,313,318,377,315,203,339,297,372,234,338,268,311.5,345,250.5,341,NA,NA,270.8,342.3
35001000490,NM,Bernalillo County,000490,1028,244,633,22,48,33,0,4,44,861,190,554,16,36,27,0,4,34,307,213,310,255,199,211,216,307,273,230,238,267,308.5,234,253.8,231.5,NA,NA,272,232.3
35001000491,NM,Bernalillo County,000491,756,242,397,22,20,44,0,9,22,632,179,356,22,16,37,0,9,13,141,164,148,203,199,95,199,156,229,108,214,129,144.5,183.5,122,210.2,NA,NA,129.5,201.3
35001000492,NM,Bernalillo County,000492,553,191,313,14,5,9,0,0,21,460,138,278,14,5,5,0,0,20,136,154,122,198,160,85,173,125,194,83,184,98,129,176,97.8,177.8,NA,NA,108.2,177.2
35001000493,NM,Bernalillo County,000493,631,174,383,17,7,9,0,6,35,503,116,330,10,5,6,0,4,32,178,187.6,163.2,253.9,195.5,130,215.5,178,252.2,123.9,226.9,151,170.6,220.8,145.7,222.5,NA,NA,154,221.9
35001000494,NM,Bernalillo County,000494,701,250,382,13,12,16,0,6,22,581,192,333,13,9,12,0,1,21,156,188,162,238,207,94,213,151,247,95,220,125,159,213,116.2,221.8,NA,NA,130.5,218.8
35001000495,NM,Bernalillo County,000495,1568,499,660,163,136,41,3,5,61,1205,367,560,104,98,28,3,5,40,227,290,241,339,261,150,295,216,319,167,287,190,234,314.5,180.8,290.5,NA,NA,198.5,298.5
35001000496,NM,Bernalillo County,000496,683,176,421,9,14,17,0,7,39,548,120,377,5,6,15,0,1,24,174,164,169,216,176,130,180,182,225,125,203,152,171.5,190,147.2,196,NA,NA,155.3,194
35001000497,NM,Bernalillo County,000497,872,248,547,8,9,20,0,11,29,695,164,470,7,9,16,0,9,20,205,263.4,194.8,336.1,274.5,132,290.5,212,329.8,154.1,310.1,174,199.9,299.7,168,301.2,NA,NA,178.6,300.7
35001000498,NM,Bernalillo County,000498,1614,506,678,93,240,36,0,8,53,1245,381,544,70,167,33,0,6,44,196,316,202,363,304,110,314,176,356,115,329,142,199,339.5,135.8,325.8,NA,NA,156.8,330.3
35001000499,NM,Bernalillo County,000499,915,389,419,12,43,14,1,9,28,760,295,388,8,32,9,1,6,21,209,245,217,294,238,123,256,193,292,137,260,167,213,269.5,155,261.5,NA,NA,174.3,264.2
35001000500,NM,Bernalillo County,000500,1105,322,704,6,14,31,0,5,23,904,225,625,6,4,21,0,4,19,305,291,303,340,309,185,313,290,358,209,341,230,304,315.5,228.5,330.2,NA,NA,253.7,325.3
35001000501,NM,Bernalillo County,000501,829,186,527,3,7,76,2,1,27,639,128,423,2,7,61,2,1,15,295.5,138.2,309,173.8,152.4,225.3,160.3,290,194.3,237,165.8,265.5,302.3,156,254.4,168.2,NA,NA,270.4,164.2
35001000502,NM,Bernalillo County,000502,1435,616,649,24,69,17,1,12,47,1148,474,542,22,54,12,1,12,31,198,282,196,376,276,106,326,175,330,133,308,150,197,329,141,310,NA,NA,159.7,316.3
35001000503,NM,Bernalillo County,000503,848,381,373,9,30,10,0,8,37,653,255,318,8,27,9,0,8,28,127,177,126,232,177,73,189,111,197,87,186,94,126.5,204.5,91.2,187.2,NA,NA,103,193
35001000504,NM,Bernalillo County,000504,750,341,331,7,27,8,0,6,30,614,252,306,7,22,2,0,6,19,117,175,133,216,161,72,187,101,189,78,177,91,125,195.5,85.5,178.5,NA,NA,98.7,184.2
35001000505,NM,Bernalillo County,000505,803,304,415,9,22,15,0,4,34,651,226,361,7,17,11,0,4,25,159,184,167,235,187,105,223,150,230,112,216,121,163,209.5,122,214,NA,NA,135.7,212.5
35001000506,NM,Bernalillo County,000506,753,226,403,31,43,11,0,6,33,607,154,357,24,32,6,0,6,28,134,172,133,226,181,87,188,132,208,96,204,102,133.5,199,104.2,195.2,NA,NA,114,196.5
35001000507,NM,Bernalillo County,000507,772,237,439,20,19,22,0,5,30,660,187,392,20,13,18,0,5,25,175,172,180,218,187,119,204,178,237,126,206,153,177.5,195,144,208.5,NA,NA,155.2,204
35001000508,NM,Bernalillo County,000508,692,292,326,0,25,13,0,3,33,543,207,280,0,20,12,0,3,21,144,158,139,203,174,97,188,150,214,109,194,126,141.5,180.5,120.5,192.5,NA,NA,127.5,188.5
35001000509,NM,Bernalillo County,000509,521,174,261,14,21,13,1,3,34,419,130,240,11,9,8,1,3,17,91,123,85,162,125,56,158,86,160,64,152,76,88,142.5,70.5,148.8,NA,NA,76.3,146.7
35001000510,NM,Bernalillo County,000510,1336,520,655,29,45,48,2,9,28,1180,422,615,23,42,47,2,7,22,258,294,270,364,296,159,317,238,355,174,327,198,264,329,192.2,323.8,NA,NA,216.2,325.5
35001000511,NM,Bernalillo County,000511,1046,339,553,32,43,20,1,7,51,782,224,453,23,26,20,1,4,31,259,232,269,277,238,182,262,240,296,172,269,205,264,254.5,199.8,266.2,NA,NA,221.2,262.3
35001000512,NM,Bernalillo County,000512,1296,361,737,46,24,49,1,10,68,1035,257,612,38,19,47,1,10,51,267,310,266,369,304,181,327,266,352,203,338,222,266.5,339.5,218,330.2,NA,NA,234.2,333.3
35001000513,NM,Bernalillo County,000513,508,155,281,14,11,11,0,9,27,386,108,226,10,7,8,0,6,21,122.9,128.5,128.5,153.3,125.7,81.7,132,126.1,154,93.2,143.9,101.3,125.7,140.9,100.6,138.9,NA,NA,109,139.6
35001000514,NM,Bernalillo County,000514,1272,405,652,31,73,54,0,3,54,1018,309,552,26,49,41,0,3,38,268,269,271,347,286,164,296,254,327,189,313,206,269.5,308,203.2,305.5,NA,NA,225.3,306.3
35001000515,NM,Bernalillo County,000515,704,217,425,13,9,10,0,4,26,565,144,375,9,4,8,0,4,21,215,195,230,225,192,146,195,214,242,144,206,177,222.5,210,170.2,208.8,NA,NA,187.7,209.2
35001000516,NM,Bernalillo County,000516,913,307,478,11,18,50,0,3,46,748,223,431,8,14,31,0,2,39,244.3,288.9,252.6,370.6,287.2,146.9,307,227,336.8,160.9,307,189,248.4,329.7,181,309.5,NA,NA,203.5,316.3
35001000517,NM,Bernalillo County,000517,921,260,545,15,21,36,0,8,36,757,202,459,9,16,32,0,6,33,223,173,226,227,201,151,199,240,249,167,213,197,224.5,200,188.8,215.5,NA,NA,200.7,210.3
35001000518,NM,Bernalillo County,000518,1358,381,763,36,22,79,0,13,64,1038,270,622,26,13,59,0,9,39,288,275.1,312.6,324.5,282.1,197.2,304.7,285,332.4,214,308.7,237.7,300.3,299.8,233.5,307,NA,NA,255.8,304.6
35001000519,NM,Bernalillo County,000519,693,245,327,33,10,38,0,3,37,541,168,279,28,8,34,0,2,22,137,125,144,166,139,89,153,137,171,98,154,116,140.5,145.5,110,154.2,NA,NA,120.2,151.3
35001000520,NM,Bernalillo County,000520,636,147,414,8,7,21,0,1,38,513,117,335,8,6,19,0,1,27,293.7,317.4,292.9,367.2,321.4,207.7,332.4,299.2,379.8,219.5,342.7,265.3,293.3,342.3,247.9,344.1,NA,NA,263.1,343.5
35001000521,NM,Bernalillo County,000521,1405,371,742,32,89,58,0,12,101,1120,264,630,28,69,55,0,7,67,260,279,285,341,270,197,294,261,332,193,306,221,272.5,310,218,300.5,NA,NA,236.2,303.7
35001000522,NM,Bernalillo County,000522,611,187,362,13,2,28,0,2,17,505,140,315,13,1,26,0,1,9,227.7,238,231.7,291.7,238,161.9,254.5,220.2,294,161.3,259.1,190.5,229.7,264.8,183.5,261.4,NA,NA,198.9,262.6
35001000523,NM,Bernalillo County,000523,959,310,512,24,23,36,0,9,45,769,219,440,18,22,36,0,5,29,223,233,222,298,239,151,247,219,287,152,259,178,222.5,265.5,175,258,NA,NA,190.8,260.5
35001000524,NM,Bernalillo County,000524,541,153,321,13,8,26,0,0,20,412,88,272,10,5,23,0,0,14,127,112,138,140,109,94,122,126,144,95,123,112,132.5,126,106.8,124.5,NA,NA,115.3,125
35001000525,NM,Bernalillo County,000525,1370,529,608,28,83,56,0,13,53,1098,396,520,20,64,52,0,11,35,222,282,239,333,288,141,318,214,351,156,327,180,230.5,307.5,172.8,321,NA,NA,192,316.5
35001000526,NM,Bernalillo County,000526,966,214,680,6,8,15,0,10,33,819,154,611,5,8,12,0,6,23,316,297.9,329.4,354.5,334.9,231.8,334.3,330,415.6,224,360.3,276.3,322.7,326.2,265.5,361.3,NA,NA,284.6,349.6
35001000527,NM,Bernalillo County,000527,376,64,265,2,0,29,3,1,12,285,43,210,0,0,20,3,1,8,135,82,133,113,95,87,95,127,116,94,109,105,134,97.5,103.2,103.8,NA,NA,113.5,101.7
35001000528,NM,Bernalillo County,000528,425,79,304,6,5,17,0,0,14,345,62,248,6,0,16,0,0,13,146,105,146,147,108,83,113,132,146,88,128,108,146,126,102.8,123.8,NA,NA,117.2,124.5
35001000529,NM,Bernalillo County,000529,1736,463,875,80,146,106,0,12,54,1498,385,791,71,113,90,0,7,41,92.6,102.5,86.9,129,108.2,64.9,110.9,90.4,120.1,72.8,113.9,78.5,89.8,115.8,76.6,113.3,NA,NA,81,114.1
35001000530,NM,Bernalillo County,000530,1105,229,746,18,34,24,4,5,45,958,181,667,18,25,21,3,5,38,279.1,368,298.1,419.8,324.2,207,360.8,284,399.7,210.4,366,246,288.6,393.9,236.9,362.7,NA,NA,254.1,373.1
35001000531,NM,Bernalillo County,000531,1443,485,607,76,163,30,0,15,67,1145,354,529,61,117,24,0,12,48,140,216,139,284,222,81,242,142,274,83,257,94,139.5,250,100,248.8,NA,NA,113.2,249.2
35001000532,NM,Bernalillo County,000532,1023,377,523,24,32,15,1,11,40,794,264,440,20,22,14,1,8,25,177,227,159,299,224,100,241,146,260,98,243,112,168,263,114,242,NA,NA,132,249
35001000533,NM,Bernalillo County,000533,797,290,379,21,45,14,1,1,46,656,229,333,19,34,11,1,0,29,144,178,133,236,192,102,216,139,240,96,210,119,138.5,207,114,214.5,NA,NA,122.2,212
35001000534,NM,Bernalillo County,000534,1254,500,590,35,37,46,0,1,45,989,357,508,24,29,41,0,0,30,239,250,237,337,259,147,289,219,328,143,291,187,238,293.5,174,291.8,NA,NA,195.3,292.3
35001000535,NM,Bernalillo County,000535,933,440,354,23,37,14,1,11,53,744,333,313,21,27,11,1,7,31,158,192,159,251,183,83,211,127,230,96,213,104,158.5,221.5,102.5,209.2,NA,NA,121.2,213.3
35001000536,NM,Bernalillo County,000536,650,295,292,11,6,17,0,3,26,494,192,247,9,6,16,0,2,22,124,140,130,173,129,82,142,119,159,88,143,97,127,156.5,96.5,143.2,NA,NA,106.7,147.7
35001000537,NM,Bernalillo County,000537,514,52,414,1,3,12,0,2,30,436,39,368,1,3,9,0,2,14,247.8,356.5,282.1,392.2,371,171.9,362.7,281.8,400.9,214.6,376.7,242.3,264.9,374.4,227.7,377.8,NA,NA,240.1,376.7
35001000538,NM,Bernalillo County,000538,1229,323,768,15,31,39,0,10,43,1049,245,687,12,29,28,0,10,38,258,356,272,388,359,182,372,264,420,180,387,216,265,372,210.5,384.5,NA,NA,228.7,380.3
35001000539,NM,Bernalillo County,000539,823,126,624,3,6,24,2,2,36,709,91,554,3,6,22,2,1,30,189.4,241.7,186.2,273.6,248.2,139.8,251.4,192.1,278.4,143,261.7,165.1,187.8,257.7,160,259.9,NA,NA,169.2,259.2
35001000540,NM,Bernalillo County,000540,1517,522,799,36,48,36,1,5,70,1219,375,694,35,41,29,1,4,40,285.4,303,276.6,386,335.2,203.3,360.6,287.3,394.8,219.9,361.6,242.4,281,344.5,238.2,363.1,NA,NA,252.5,356.9
35001000541,NM,Bernalillo County,000541,986,216,636,7,8,59,0,8,52,767,157,515,5,8,45,0,5,32,322.6,150.9,337.3,189.8,166.3,246,175,316.6,212.2,258.7,181.1,289.8,330,170.3,277.8,183.6,NA,NA,295.2,179.2
35001000542,NM,Bernalillo County,000542,1135,542,421,33,66,14,3,5,51,871,372,367,30,42,14,3,4,39,178,233,180,292,211,113,234,159,258,108,241,131,179,262.5,127.8,236,NA,NA,144.8,244.8
