GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_pau,uss_16_dem_gra,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
2104700G104,KY,Christian County,00G104,2208,110,1522,293,6,179,0,1,97,1741,73,1251,213,3,132,0,1,68,649.2,258.8,642.7,283.9,645.9,271.4,NA,NA,NA,NA,645.9,271.4
2104700G105,KY,Christian County,00G105,10408,2053,5825,1454,46,273,123,33,601,7736,1449,4445,1155,39,234,71,20,323,160.7,75.9,180.2,77.8,170.4,76.9,NA,NA,NA,NA,170.4,76.9
2104700G106,KY,Christian County,00G106,1407,33,1155,121,5,22,3,4,64,1071,24,880,97,2,22,3,4,39,375.2,115.8,372.7,115.8,373.9,115.8,NA,NA,NA,NA,373.9,115.8
2104700H101,KY,Christian County,00H101,1284,33,1107,74,0,9,1,3,57,956,19,850,57,0,4,0,3,23,465,93.7,446.2,124.5,455.6,109.1,NA,NA,NA,NA,455.6,109.1
2104700H102,KY,Christian County,00H102,2394,32,2183,89,5,0,0,4,81,1806,15,1654,81,3,0,0,4,49,819,156,765,212,792,184,NA,NA,NA,NA,792,184
2104700H103,KY,Christian County,00H103,1714,26,1175,409,8,6,2,1,87,1292,13,914,303,8,1,0,0,53,470.1,216.2,463.2,231.9,466.7,224.1,NA,NA,NA,NA,466.7,224.1
2104700H104,KY,Christian County,00H104,2038,29,1880,24,14,4,1,8,78,1495,10,1409,16,8,1,0,4,47,794.4,120.5,743.1,171.8,768.8,146.1,NA,NA,NA,NA,768.8,146.1
2104900A101,KY,Clark County,00A101,1895,38,1769,23,2,9,0,6,48,1456,25,1373,17,2,3,0,1,35,652.5,240.8,584.4,368.3,618.4,304.6,NA,NA,NA,NA,618.4,304.6
2104900A102,KY,Clark County,00A102,1123,11,1072,11,3,2,0,3,21,866,8,834,6,3,0,0,3,12,197.8,108.8,162.2,156.6,180,132.7,NA,NA,NA,NA,180,132.7
2104900A103,KY,Clark County,00A103,1383,15,1283,50,0,1,1,7,26,1071,7,996,41,0,1,1,6,19,596.1,242.7,480.5,389.6,538.3,316.1,NA,NA,NA,NA,538.3,316.1
2104900A104,KY,Clark County,00A104,1447,33,1312,47,0,7,0,1,47,1122,18,1037,40,0,3,0,1,23,627.8,225.4,553.2,336.2,590.5,280.8,NA,NA,NA,NA,590.5,280.8
2104900B101,KY,Clark County,00B101,1009,28,919,18,0,8,0,1,35,836,22,769,14,0,6,0,1,24,408.2,113.1,343.2,200.2,375.7,156.6,NA,NA,NA,NA,375.7,156.6
2104900B102,KY,Clark County,00B102,1582,22,1478,21,6,11,0,3,41,1251,12,1183,16,6,11,0,2,21,527.8,169,441.7,282.5,484.7,225.7,NA,NA,NA,NA,484.7,225.7
2104900B103,KY,Clark County,00B103,1090,47,969,21,7,0,1,0,45,847,31,772,13,7,0,0,0,24,68,194,55,209,61.5,201.5,NA,NA,NA,NA,61.5,201.5
2104900B104,KY,Clark County,00B104,1219,17,1148,8,1,0,0,5,40,963,10,914,4,0,0,0,5,30,544.1,189.8,471,284,507.6,236.9,NA,NA,NA,NA,507.6,236.9
2104900B105,KY,Clark County,00B105,1323,51,1215,2,3,8,0,5,39,1040,37,961,0,0,8,0,2,32,126.9,61.5,105.2,93.4,116.1,77.4,NA,NA,NA,NA,116.1,77.4
2104900C101,KY,Clark County,00C101,1532,41,1405,20,6,7,0,5,48,1148,14,1072,16,5,4,0,4,33,288,121,225,205,256.5,163,NA,NA,NA,NA,256.5,163
2104900C102,KY,Clark County,00C102,1479,32,1310,55,0,2,0,2,78,1078,16,988,33,0,0,0,0,41,274,111,235,163,254.5,137,NA,NA,NA,NA,254.5,137
2104900C103,KY,Clark County,00C103,1684,34,1593,1,3,5,0,0,48,1308,13,1250,1,0,3,0,0,41,167.1,85,144.7,125.6,155.9,105.3,NA,NA,NA,NA,155.9,105.3
2104900C104,KY,Clark County,00C104,1423,45,1314,30,0,2,0,3,29,1123,28,1056,22,0,0,0,1,16,212.1,140.2,204.8,176.4,208.5,158.3,NA,NA,NA,NA,208.5,158.3
2104900D101,KY,Clark County,00D101,919,79,733,47,2,1,0,3,54,670,41,569,32,2,1,0,1,24,372.7,195.9,339.7,277.8,356.2,236.9,NA,NA,NA,NA,356.2,236.9
2104900D102,KY,Clark County,00D102,3372,361,2615,217,7,55,3,2,112,2551,240,2042,151,7,33,3,1,74,435,145,342,269,388.5,207,NA,NA,NA,NA,388.5,207
2104900D103,KY,Clark County,00D103,1638,65,1467,33,3,10,2,4,54,1332,28,1222,24,2,6,2,3,45,470.4,133,392.5,241.2,431.5,187.1,NA,NA,NA,NA,431.5,187.1
2104900D104,KY,Clark County,00D104,1657,41,1399,174,1,5,0,0,37,1288,13,1108,143,1,5,0,0,18,613.5,221.9,493.2,374.8,553.3,298.4,NA,NA,NA,NA,553.3,298.4
2104900E101,KY,Clark County,00E101,813,34,741,12,0,2,0,2,22,661,23,615,11,0,2,0,2,8,677,173,566,301,621.5,237,NA,NA,NA,NA,621.5,237
2104900E102,KY,Clark County,00E102,2975,111,2618,82,2,52,2,6,102,2306,55,2108,63,2,30,2,3,43,581.4,293.6,486.7,438,534,365.8,NA,NA,NA,NA,534,365.8
2104900E103,KY,Clark County,00E103,823,25,751,10,0,4,0,4,29,692,15,634,9,0,4,0,4,26,457.6,243.4,379.3,344,418.5,293.7,NA,NA,NA,NA,418.5,293.7
2104900F101,KY,Clark County,00F101,991,55,567,338,5,3,0,1,22,792,29,475,269,5,3,0,0,11,397.4,273.7,311.9,392.5,354.6,333.1,NA,NA,NA,NA,354.6,333.1
2104900F102,KY,Clark County,00F102,741,34,639,18,2,0,0,0,48,575,15,508,13,2,0,0,0,37,856,389.6,710.2,607.3,783.1,498.4,NA,NA,NA,NA,783.1,498.4
2104900F103,KY,Clark County,00F103,1638,117,1382,50,6,5,2,7,69,1238,76,1062,40,6,4,2,6,42,575,186.4,506.8,294.7,540.9,240.6,NA,NA,NA,NA,540.9,240.6
2104900F104,KY,Clark County,00F104,866,36,513,266,3,1,2,1,44,667,30,394,210,3,0,2,1,27,43.8,184.3,39.8,187.3,41.8,185.8,NA,NA,NA,NA,41.8,185.8
2104900F105,KY,Clark County,00F105,1685,67,1472,66,1,7,1,1,70,1294,34,1171,49,1,5,1,0,33,323,188,277,271,300,229.5,NA,NA,NA,NA,300,229.5
2104900F106,KY,Clark County,00F106,665,38,583,15,0,2,0,7,20,519,23,473,8,0,2,0,4,9,261.9,84.3,205.5,151.4,233.7,117.9,NA,NA,NA,NA,233.7,117.9
2105100A101,KY,Clay County,00A101,1182,20,1049,74,0,2,0,0,37,908,14,805,60,0,2,0,0,27,324.4,98.6,272.2,125.8,298.3,112.2,NA,NA,NA,NA,298.3,112.2
2105100A106,KY,Clay County,00A106,1508,19,1440,26,2,1,0,0,20,1242,13,1183,26,1,1,0,0,18,442.7,40.1,356.6,100.2,399.6,70.1,NA,NA,NA,NA,399.6,70.1
2105100A107,KY,Clay County,00A107,504,10,456,25,0,0,2,1,10,402,0,373,20,0,0,2,0,7,143.7,36.8,119.3,51.7,131.5,44.3,NA,NA,NA,NA,131.5,44.3
2105100B101,KY,Clay County,00B101,1312,1,1281,2,0,0,1,0,27,991,1,962,1,0,0,1,0,26,353.6,45.8,299.4,84.9,326.5,65.4,NA,NA,NA,NA,326.5,65.4
2105100B103,KY,Clay County,00B103,845,7,813,8,0,0,1,1,15,639,4,613,7,0,0,1,1,13,188.6,49,146,76.2,167.3,62.6,NA,NA,NA,NA,167.3,62.6
2105100B104,KY,Clay County,00B104,2343,141,1596,570,1,8,0,0,27,2030,139,1288,570,1,8,0,0,24,513.1,41.2,431.6,116,472.3,78.6,NA,NA,NA,NA,472.3,78.6
2105100C101,KY,Clay County,00C101,511,7,495,2,0,0,1,0,6,409,5,396,2,0,0,1,0,5,157.6,17.4,134.4,33.3,146,25.3,NA,NA,NA,NA,146,25.3
2105100C102,KY,Clay County,00C102,710,10,685,1,1,0,3,0,10,546,5,530,0,1,0,3,0,7,250,18.8,218.9,45.2,234.5,32,NA,NA,NA,NA,234.5,32
2105100C103,KY,Clay County,00C103,718,18,647,18,2,3,1,4,25,581,16,522,17,2,2,1,4,17,225.9,18,190.4,57.8,208.1,37.9,NA,NA,NA,NA,208.1,37.9
2105100C104,KY,Clay County,00C104,1227,4,1196,2,1,0,0,0,24,942,0,923,2,0,0,0,0,17,444,50,382.4,103.8,413.2,76.9,NA,NA,NA,NA,413.2,76.9
2105100D102,KY,Clay County,00D102,539,36,464,24,1,1,0,1,12,411,35,354,13,1,1,0,1,6,194,29,164.2,50.8,179.1,39.9,NA,NA,NA,NA,179.1,39.9
2105100D103,KY,Clay County,00D103,1335,16,1301,1,1,1,0,0,15,1006,11,980,0,1,1,0,0,13,345.6,33.5,302.3,83.1,323.9,58.3,NA,NA,NA,NA,323.9,58.3
2105100D104,KY,Clay County,00D104,1208,15,1153,3,2,0,0,0,35,947,15,911,0,0,0,0,0,21,266.8,20.4,220.4,66.6,243.6,43.5,NA,NA,NA,NA,243.6,43.5
2105100E101,KY,Clay County,00E101,574,7,525,24,1,0,1,0,16,454,5,419,24,0,0,1,0,5,180.3,31.8,147.6,48.7,163.9,40.2,NA,NA,NA,NA,163.9,40.2
2105100E102,KY,Clay County,00E102,794,4,774,4,2,0,0,3,7,604,2,590,4,2,0,0,2,4,189.1,35.1,150,64.3,169.6,49.7,NA,NA,NA,NA,169.6,49.7
2105100E103,KY,Clay County,00E103,1353,12,1270,16,3,0,0,3,49,1050,10,980,16,2,0,0,2,40,446.9,49,387.8,105.6,417.3,77.3,NA,NA,NA,NA,417.3,77.3
2105100E104,KY,Clay County,00E104,350,3,344,0,1,0,0,0,2,274,2,271,0,0,0,0,0,1,70.3,14.7,56.3,20.5,63.3,17.6,NA,NA,NA,NA,63.3,17.6
2105100F101,KY,Clay County,00F101,1029,10,990,7,2,1,1,1,17,776,10,740,7,2,1,1,1,14,404.3,34.1,338.6,89.8,371.4,62,NA,NA,NA,NA,371.4,62
2105100F102,KY,Clay County,00F102,1240,6,1182,4,6,3,0,3,36,949,4,907,0,5,3,0,2,28,185,18.7,155.5,42.5,170.3,30.6,NA,NA,NA,NA,170.3,30.6
2105100F104,KY,Clay County,00F104,1063,7,1025,5,0,1,0,4,21,822,3,798,5,0,1,0,4,11,606.1,75,509.3,146.7,557.7,110.8,NA,NA,NA,NA,557.7,110.8
2105300A101,KY,Clinton County,00A101,862,22,802,12,3,0,0,1,22,697,12,658,11,2,0,0,0,14,280.2,59.4,263.4,60.9,271.8,60.1,NA,NA,NA,NA,271.8,60.1
2105300A104,KY,Clinton County,00A104,694,37,639,0,2,0,0,0,16,530,17,495,0,2,0,0,0,16,234.8,47.3,213.5,57.5,224.2,52.4,NA,NA,NA,NA,224.2,52.4
2105300B101,KY,Clinton County,00B101,752,11,729,0,0,0,0,0,12,587,7,575,0,0,0,0,0,5,318.1,62.5,274.5,75.3,296.3,68.9,NA,NA,NA,NA,296.3,68.9
2105300B102,KY,Clinton County,00B102,698,9,682,0,0,0,0,1,6,509,5,500,0,0,0,0,0,4,288.5,35.5,277.2,30.7,282.9,33.1,NA,NA,NA,NA,282.9,33.1
2105300C101,KY,Clinton County,00C101,607,11,571,1,0,0,0,0,24,475,3,447,1,0,0,0,0,24,328.9,40.1,297.9,67.1,313.4,53.6,NA,NA,NA,NA,313.4,53.6
2105300C102,KY,Clinton County,00C102,426,2,414,0,1,3,0,0,6,332,0,323,0,0,3,0,0,6,240.6,38.1,222.5,51.4,231.5,44.8,NA,NA,NA,NA,231.5,44.8
2105300C103,KY,Clinton County,00C103,676,7,635,2,2,1,0,3,26,543,5,512,2,0,1,0,1,22,330,35.2,296.6,54.3,313.3,44.8,NA,NA,NA,NA,313.3,44.8
2105300D101,KY,Clinton County,00D101,598,9,555,2,1,5,0,3,23,468,2,438,1,0,5,0,3,19,258,38.7,247.6,43.2,252.8,41,NA,NA,NA,NA,252.8,41
2105300D102,KY,Clinton County,00D102,906,11,862,13,0,0,0,0,20,659,3,638,3,0,0,0,0,15,408.7,30.2,378,38.5,393.3,34.4,NA,NA,NA,NA,393.3,34.4
2105300E101,KY,Clinton County,00E101,657,1,640,0,0,0,0,0,16,515,1,503,0,0,0,0,0,11,283.2,40.5,254.3,56.8,268.8,48.6,NA,NA,NA,NA,268.8,48.6
2105300E102,KY,Clinton County,00E102,816,15,757,5,0,0,0,2,37,619,5,584,5,0,0,0,2,23,340.7,50.8,310.9,64.8,325.8,57.8,NA,NA,NA,NA,325.8,57.8
2105300F101,KY,Clinton County,00F101,518,45,443,3,1,0,1,5,20,384,22,346,2,0,0,1,0,13,196.4,37.1,191.3,39.1,193.8,38.1,NA,NA,NA,NA,193.8,38.1
2105300F102,KY,Clinton County,00F102,1043,65,951,1,0,1,2,0,23,780,34,725,1,0,1,2,0,17,310.8,33.2,293.1,43.4,301.9,38.3,NA,NA,NA,NA,301.9,38.3
2105500A101,KY,Crittenden County,00A101,782,7,753,2,2,0,1,1,16,618,4,593,2,2,0,0,1,16,262,50,233,92,247.5,71,NA,NA,NA,NA,247.5,71
2105500A102,KY,Crittenden County,00A102,738,5,724,0,0,1,0,0,8,529,3,522,0,0,0,0,0,4,249.2,45.7,212.6,83.6,230.9,64.6,NA,NA,NA,NA,230.9,64.6
2105500B101,KY,Crittenden County,00B101,892,5,858,0,3,0,0,1,25,724,3,700,0,3,0,0,1,17,382,62.3,334.6,117.7,358.3,90,NA,NA,NA,NA,358.3,90
2105500B102,KY,Crittenden County,00B102,597,10,560,8,2,0,0,0,17,461,6,435,3,2,0,0,0,15,265.1,45.1,218.9,93.3,242,69.2,NA,NA,NA,NA,242,69.2
2105500C101,KY,Crittenden County,00C101,1306,38,1165,54,2,3,1,2,41,1044,32,933,54,2,1,0,0,22,306,60,265,111,285.5,85.5,NA,NA,NA,NA,285.5,85.5
2105500C102,KY,Crittenden County,00C102,365,2,352,0,1,0,0,4,6,236,2,227,0,1,0,0,0,6,96,27,86,42,91,34.5,NA,NA,NA,NA,91,34.5
2105500D101,KY,Crittenden County,00D101,992,6,949,6,1,0,0,2,28,771,3,741,6,1,0,0,0,20,382,66,326,129,354,97.5,NA,NA,NA,NA,354,97.5
2105500D102,KY,Crittenden County,00D102,305,3,284,3,3,0,0,0,12,249,3,230,3,3,0,0,0,10,124,29,112,39,118,34,NA,NA,NA,NA,118,34
2105500E101,KY,Crittenden County,00E101,795,5,767,3,1,0,0,1,18,603,4,583,0,1,0,0,1,14,290.1,62.6,258.8,101,274.4,81.8,NA,NA,NA,NA,274.4,81.8
2105500E102,KY,Crittenden County,00E102,869,12,838,4,0,0,2,0,13,668,8,646,4,0,0,0,0,10,378.9,57,337.9,104,358.4,80.5,NA,NA,NA,NA,358.4,80.5
2105500F101,KY,Crittenden County,00F101,991,14,933,1,0,1,1,6,35,766,11,729,1,0,0,0,0,25,404.2,80,352.2,126.1,378.2,103.1,NA,NA,NA,NA,378.2,103.1
2105500F102,KY,Crittenden County,00F102,358,6,341,1,0,0,0,0,10,289,5,274,1,0,0,0,0,9,179.6,38.7,164,63.6,171.8,51.2,NA,NA,NA,NA,171.8,51.2
2105700A101,KY,Cumberland County,00A101,807,15,706,44,0,0,1,4,37,651,10,583,31,0,0,0,4,23,338.3,53.1,293.4,80.3,315.8,66.7,NA,NA,NA,NA,315.8,66.7
2105700A102,KY,Cumberland County,00A102,868,8,822,8,1,0,1,0,28,636,4,604,7,0,0,0,0,21,395.5,51.9,364.2,65,379.8,58.5,NA,NA,NA,NA,379.8,58.5
2105700B101,KY,Cumberland County,00B101,573,13,520,14,0,1,1,0,24,458,9,423,14,0,1,0,0,11,152.8,32.8,139.2,43.3,146.1,38.1,NA,NA,NA,NA,146.1,38.1
2105700B102,KY,Cumberland County,00B102,361,2,347,2,0,0,1,0,9,297,2,287,2,0,0,1,0,5,191.9,25.1,170.2,34,181,29.5,NA,NA,NA,NA,181,29.5
2105700B103,KY,Cumberland County,00B103,510,3,496,3,0,0,0,0,8,420,2,415,1,0,0,0,0,2,284.9,16.4,255.8,47.5,270.3,31.9,NA,NA,NA,NA,270.3,31.9
2105700C101,KY,Cumberland County,00C101,500,5,479,4,0,0,0,0,12,390,4,374,3,0,0,0,0,9,235.1,47.3,228.2,56.8,231.6,52,NA,NA,NA,NA,231.6,52
2105700C102,KY,Cumberland County,00C102,662,10,621,6,0,1,1,0,23,548,9,516,3,0,1,1,0,18,248.6,64.5,213.4,79.8,231,72.2,NA,NA,NA,NA,231,72.2
2105700C103,KY,Cumberland County,00C103,205,7,126,57,0,0,0,1,14,165,5,102,54,0,0,0,1,3,59,55,61,40,60,47.5,NA,NA,NA,NA,60,47.5
2105700D101,KY,Cumberland County,00D101,872,4,828,7,0,0,1,0,32,672,2,649,7,0,0,0,0,14,353.7,51.3,311.8,91.3,332.7,71.3,NA,NA,NA,NA,332.7,71.3
2105700D102,KY,Cumberland County,00D102,530,10,500,5,0,0,0,1,14,412,7,387,5,0,0,0,1,12,238.9,61.1,220.8,92.2,229.9,76.7,NA,NA,NA,NA,229.9,76.7
2105900A101,KY,Daviess County,00A101,2568,81,2065,214,6,60,0,8,134,1942,51,1615,172,6,38,0,7,53,552.9,364.4,489.2,485.1,521,424.8,NA,NA,NA,NA,521,424.8
2105900A102,KY,Daviess County,00A102,3628,219,2548,630,3,18,6,23,181,2655,103,1989,453,3,15,6,10,76,398.1,434.1,334.6,528.8,366.3,481.4,NA,NA,NA,NA,366.3,481.4
2105900A103,KY,Daviess County,00A103,1831,102,1391,225,4,12,0,8,89,1440,58,1163,162,4,6,0,3,44,245,232.3,215.8,282.1,230.4,257.2,NA,NA,NA,NA,230.4,257.2
2105900A105,KY,Daviess County,00A105,2103,47,1921,63,4,17,0,4,47,1547,19,1452,43,2,12,0,0,19,799.5,399.5,725.2,525,762.4,462.3,NA,NA,NA,NA,762.4,462.3
2105900A106,KY,Daviess County,00A106,1583,95,1147,176,0,19,0,3,143,1209,60,922,128,0,15,0,1,83,234,203,214.4,243.7,224.2,223.4,NA,NA,NA,NA,224.2,223.4
2105900A107,KY,Daviess County,00A107,4215,385,2974,412,9,89,5,34,307,3200,218,2450,302,6,62,4,15,143,460.2,485.3,460.3,574.4,460.2,529.9,NA,NA,NA,NA,460.2,529.9
2105900A108,KY,Daviess County,00A108,2055,74,1697,123,4,66,2,4,85,1477,33,1283,89,3,39,1,1,28,540.2,314.6,516.9,401.2,528.6,357.9,NA,NA,NA,NA,528.6,357.9
2105900A110,KY,Daviess County,00A110,2491,81,2001,132,2,136,1,7,131,1848,41,1548,90,2,83,0,4,80,625.9,401.3,561.9,526.2,593.9,463.7,NA,NA,NA,NA,593.9,463.7
2105900A111,KY,Daviess County,00A111,2662,52,2302,122,2,66,0,9,109,2098,24,1877,82,2,54,0,4,55,789.1,382,794.8,452,791.9,417,NA,NA,NA,NA,791.9,417
2105900A112,KY,Daviess County,00A112,956,134,473,213,6,13,3,8,106,682,75,375,152,3,5,3,3,66,101.4,243.2,81.3,259.8,91.4,251.5,NA,NA,NA,NA,91.4,251.5
2105900A113,KY,Daviess County,00A113,2762,159,2338,125,5,8,0,5,122,2147,85,1899,94,4,5,0,2,58,698,471,694,564,696,517.5,NA,NA,NA,NA,696,517.5
2105900A114,KY,Daviess County,00A114,4324,195,3358,446,3,94,1,19,208,3278,105,2646,350,2,67,1,5,102,958.4,825.7,997,910.6,977.7,868.2,NA,NA,NA,NA,977.7,868.2
2105900A115,KY,Daviess County,00A115,998,14,907,11,0,27,0,7,32,740,7,692,4,0,20,0,0,17,489.9,189.2,494.9,217.3,492.4,203.2,NA,NA,NA,NA,492.4,203.2
2105900A119,KY,Daviess County,00A119,2834,131,2334,134,6,49,1,10,169,2068,78,1776,92,4,33,0,2,83,561.4,354.7,552.9,456.2,557.2,405.5,NA,NA,NA,NA,557.2,405.5
2105900A120,KY,Daviess County,00A120,4479,206,3572,153,10,305,0,21,212,3566,126,3004,108,6,182,0,16,124,1030.3,646,973.9,808.1,1002.1,727.1,NA,NA,NA,NA,1002.1,727.1
2105900A122,KY,Daviess County,00A122,577,12,453,66,0,34,0,0,12,517,8,421,51,0,26,0,0,11,116,119,102,138,109,128.5,NA,NA,NA,NA,109,128.5
2105900A128,KY,Daviess County,00A128,1375,50,1159,66,0,53,0,1,46,1077,26,944,38,0,30,0,0,39,405.6,255.3,382,318.4,393.8,286.8,NA,NA,NA,NA,393.8,286.8
2105900A129,KY,Daviess County,00A129,2190,78,1797,117,3,77,9,12,97,1783,45,1501,101,2,57,8,10,59,557,345,512,438,534.5,391.5,NA,NA,NA,NA,534.5,391.5
2105900A130,KY,Daviess County,00A130,1858,72,1602,52,0,63,1,3,65,1452,42,1290,41,0,38,0,1,40,426,315,408,397,417,356,NA,NA,NA,NA,417,356
2105900A135,KY,Daviess County,00A135,838,62,689,35,2,4,1,0,45,601,29,518,21,2,3,1,0,27,177,110.5,146.7,147.7,161.9,129.1,NA,NA,NA,NA,161.9,129.1
2105900A136,KY,Daviess County,00A136,1120,83,885,45,2,38,0,2,65,841,48,694,34,0,33,0,0,32,296,165,262,226,279,195.5,NA,NA,NA,NA,279,195.5
2105900A138,KY,Daviess County,00A138,2185,188,1468,147,0,308,0,6,68,1729,120,1256,113,0,195,0,6,39,394,208.1,365.7,292.4,379.8,250.3,NA,NA,NA,NA,379.8,250.3
2105900A139,KY,Daviess County,00A139,1265,28,1111,56,2,33,2,4,29,951,14,857,34,1,20,1,2,22,433,198,419,256,426,227,NA,NA,NA,NA,426,227
2105900A140,KY,Daviess County,00A140,1859,38,1643,107,1,26,0,3,41,1498,22,1338,96,1,17,0,1,23,457.1,246.8,409.7,322.6,433.4,284.7,NA,NA,NA,NA,433.4,284.7
2105900A143,KY,Daviess County,00A143,1152,151,756,95,1,59,10,2,78,827,90,593,64,1,40,8,2,29,148.6,136.3,148.5,154.7,148.6,145.5,NA,NA,NA,NA,148.6,145.5
2105900A146,KY,Daviess County,00A146,2151,21,1905,39,0,113,1,5,67,1623,15,1470,25,0,68,1,4,40,838,312,787,403,812.5,357.5,NA,NA,NA,NA,812.5,357.5
2105900A150,KY,Daviess County,00A150,20,0,18,0,0,1,0,0,1,8,0,6,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,0,0
2105900B101,KY,Daviess County,00B101,1395,30,1026,99,0,183,7,8,42,1122,21,870,74,0,112,5,6,34,320.4,217.6,300.5,277.5,310.4,247.5,NA,NA,NA,NA,310.4,247.5
2105900B102,KY,Daviess County,00B102,2552,71,2250,102,0,30,1,6,92,1884,36,1693,82,0,17,1,5,50,822.3,339.7,726.3,505.4,774.3,422.5,NA,NA,NA,NA,774.3,422.5
2105900B103,KY,Daviess County,00B103,2110,69,1954,11,1,7,0,6,62,1655,42,1555,11,1,6,0,2,38,768.8,239.6,663,377.4,715.9,308.5,NA,NA,NA,NA,715.9,308.5
2105900B104,KY,Daviess County,00B104,1268,31,1127,39,2,6,3,4,56,964,17,888,25,0,2,3,1,28,488.4,190.5,421.3,296.6,454.9,243.5,NA,NA,NA,NA,454.9,243.5
2105900C101,KY,Daviess County,00C101,2394,27,2244,41,3,18,0,3,58,1732,24,1624,30,3,14,0,2,35,864.7,313.8,784.6,444.8,824.7,379.3,NA,NA,NA,NA,824.7,379.3
2105900C102,KY,Daviess County,00C102,1011,26,911,11,1,13,0,1,48,784,23,717,7,1,9,0,1,26,322.2,120.8,278,196.1,300.1,158.4,NA,NA,NA,NA,300.1,158.4
2105900D102,KY,Daviess County,00D102,1079,90,950,3,1,3,0,1,31,845,80,733,3,1,3,0,1,24,406,143,322,241,364,192,NA,NA,NA,NA,364,192
2105900D103,KY,Daviess County,00D103,687,16,650,1,1,0,0,0,19,526,9,501,1,1,0,0,0,14,243,82,180,155,211.5,118.5,NA,NA,NA,NA,211.5,118.5
2105900E102,KY,Daviess County,00E102,1306,23,1232,14,2,1,0,1,33,1051,13,1008,13,2,0,0,1,14,499,136,462,211,480.5,173.5,NA,NA,NA,NA,480.5,173.5
2105900E103,KY,Daviess County,00E103,1259,21,1188,6,7,1,1,7,28,981,6,940,5,7,0,0,5,18,521,160,479,241,500,200.5,NA,NA,NA,NA,500,200.5
2105900E104,KY,Daviess County,00E104,336,16,293,9,0,4,0,0,14,246,9,218,7,0,4,0,0,8,118,26,107,42,112.5,34,NA,NA,NA,NA,112.5,34
2105900F101,KY,Daviess County,00F101,2654,41,2547,8,0,3,1,0,54,1957,15,1900,4,0,3,1,0,34,945.5,288.8,816.6,458.8,881.1,373.8,NA,NA,NA,NA,881.1,373.8
2105900F102,KY,Daviess County,00F102,2525,53,2322,39,3,26,0,5,77,1781,23,1668,27,3,17,0,0,43,740.3,260,665.6,381.1,703,320.6,NA,NA,NA,NA,703,320.6
2105900F103,KY,Daviess County,00F103,1358,15,1296,2,0,2,0,4,39,1015,5,975,1,0,2,0,0,32,572.2,144.1,484.8,257.1,528.5,200.6,NA,NA,NA,NA,528.5,200.6
2105900G101,KY,Daviess County,00G101,2054,15,1995,8,2,4,0,0,30,1541,4,1508,5,2,3,0,0,19,832,226,702,393,767,309.5,NA,NA,NA,NA,767,309.5
2105900G102,KY,Daviess County,00G102,1641,170,1364,24,1,6,0,3,73,1149,69,1020,17,0,3,0,0,40,312.1,135.7,273.4,197.2,292.8,166.4,NA,NA,NA,NA,292.8,166.4
2105900G103,KY,Daviess County,00G103,1644,62,1533,12,4,3,0,5,25,1264,28,1213,6,1,1,0,4,11,572,226,508,333,540,279.5,NA,NA,NA,NA,540,279.5
2105900H101,KY,Daviess County,00H101,723,14,667,10,0,11,0,4,17,581,12,543,7,0,7,0,0,12,270.1,99.4,248.1,132,259.1,115.7,NA,NA,NA,NA,259.1,115.7
2105900H102,KY,Daviess County,00H102,1416,19,1328,16,4,20,0,8,21,1061,14,1013,10,4,15,0,2,3,497.5,185.6,477.2,238.3,487.4,212,NA,NA,NA,NA,487.4,212
2105900H103,KY,Daviess County,00H103,2055,34,1951,5,1,6,0,1,57,1544,18,1491,1,1,3,0,0,30,779.1,241.7,715.3,348.6,747.2,295.1,NA,NA,NA,NA,747.2,295.1
2105900H104,KY,Daviess County,00H104,3184,123,2880,45,9,14,0,2,111,2302,66,2122,32,9,11,0,0,62,918,363,826,524,872,443.5,NA,NA,NA,NA,872,443.5
2105900H105,KY,Daviess County,00H105,1909,179,1607,13,4,12,1,8,85,1447,90,1277,13,4,9,1,4,49,583.1,265.3,543.1,357,563.1,311.1,NA,NA,NA,NA,563.1,311.1
2105900H107,KY,Daviess County,00H107,1117,14,1057,4,0,5,0,5,32,834,7,799,3,0,5,0,3,17,526.9,178.3,493.7,234.4,510.3,206.3,NA,NA,NA,NA,510.3,206.3
2105900H109,KY,Daviess County,00H109,883,19,815,6,3,13,0,4,23,698,14,655,6,3,10,0,3,7,311.6,125.4,293.9,171.3,302.8,148.3,NA,NA,NA,NA,302.8,148.3
2105900H112,KY,Daviess County,00H112,1260,17,1194,12,1,4,1,6,25,952,11,910,11,0,4,1,5,10,555,185,520,245,537.5,215,NA,NA,NA,NA,537.5,215
2105900H113,KY,Daviess County,00H113,842,12,792,4,2,3,0,0,29,608,6,588,2,0,1,0,0,11,300,110,270,170,285,140,NA,NA,NA,NA,285,140
2105900H114,KY,Daviess County,00H114,706,20,634,16,1,6,0,3,26,557,11,513,9,1,5,0,0,18,287.7,107.1,275.7,143.7,281.7,125.4,NA,NA,NA,NA,281.7,125.4
