GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_pau,uss_16_dem_gra,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
2103700A601,KY,Campbell County,00A601,709,15,627,11,0,12,0,0,44,609,12,547,6,0,8,0,0,36,136.5,95.9,151.5,97.8,144,96.9,NA,NA,NA,NA,144,96.9
2103700A602,KY,Campbell County,00A602,1361,19,1212,38,4,13,1,6,68,1170,14,1053,36,4,12,1,4,46,268.6,145.6,296.6,145,282.6,145.3,NA,NA,NA,NA,282.6,145.3
2103700A603,KY,Campbell County,00A603,691,13,629,21,1,5,0,3,19,563,10,520,15,0,5,0,2,11,174.9,94.6,190.2,103.2,182.5,98.9,NA,NA,NA,NA,182.5,98.9
2103700A604,KY,Campbell County,00A604,1337,58,984,139,1,58,4,29,64,1243,51,914,132,0,53,4,29,60,133.7,152.9,160.7,154.9,147.2,153.9,NA,NA,NA,NA,147.2,153.9
2103700A605,KY,Campbell County,00A605,1898,42,1689,59,9,37,1,11,50,1676,35,1501,55,9,32,1,9,34,217.8,153.4,241.5,150.8,229.6,152.1,NA,NA,NA,NA,229.6,152.1
2103700A701,KY,Campbell County,00A701,981,10,929,12,0,7,1,1,21,829,9,787,10,0,5,0,1,17,429.5,167.1,449.5,185,439.5,176.1,NA,NA,NA,NA,439.5,176.1
2103700A703,KY,Campbell County,00A703,2153,24,2011,42,4,31,0,2,39,1799,18,1680,38,4,26,0,0,33,504.8,274.6,546,288.4,525.4,281.5,NA,NA,NA,NA,525.4,281.5
2103700A801,KY,Campbell County,00A801,1511,20,1426,7,5,6,0,3,44,1206,11,1154,6,1,6,0,3,25,617.3,175.6,660.3,179.1,638.8,177.3,NA,NA,NA,NA,638.8,177.3
2103700A802,KY,Campbell County,00A802,1452,13,1349,4,8,25,0,3,50,1121,7,1058,4,6,16,0,3,27,396,136,419,151,407.5,143.5,NA,NA,NA,NA,407.5,143.5
2103700A803,KY,Campbell County,00A803,2425,23,2243,45,1,37,0,14,62,1890,16,1781,20,1,30,0,4,38,564,244,593,259,578.5,251.5,NA,NA,NA,NA,578.5,251.5
2103700A804,KY,Campbell County,00A804,1521,13,1426,12,1,9,0,11,49,1143,8,1078,11,1,5,0,9,31,612.7,191.7,643.5,211.2,628.1,201.4,NA,NA,NA,NA,628.1,201.4
2103700B702,KY,Campbell County,00B702,1397,12,1318,6,2,8,1,7,43,1086,5,1040,6,1,5,0,3,26,488.3,211.2,533.8,219,511.1,215.1,NA,NA,NA,NA,511.1,215.1
2103700B704,KY,Campbell County,00B704,1432,19,1323,13,2,21,0,1,53,1157,17,1079,8,2,18,0,0,33,623.8,303.5,658.5,300.2,641.1,301.9,NA,NA,NA,NA,641.1,301.9
2103700B705,KY,Campbell County,00B705,916,17,860,6,2,0,0,4,27,717,12,688,1,0,0,0,1,15,385.2,163.3,395.6,179.4,390.4,171.4,NA,NA,NA,NA,390.4,171.4
2103700B706,KY,Campbell County,00B706,2730,37,2440,68,4,58,0,17,106,2232,29,2036,42,4,48,0,8,65,856.3,468.1,939,463.2,897.7,465.6,NA,NA,NA,NA,897.7,465.6
2103700B805,KY,Campbell County,00B805,2041,11,1933,5,2,8,0,11,71,1458,7,1390,5,2,7,0,9,38,703.5,242,739.8,255.2,721.7,248.6,NA,NA,NA,NA,721.7,248.6
2103700B806,KY,Campbell County,00B806,2474,42,2275,20,2,16,0,8,111,1730,32,1615,11,0,12,0,5,55,843.7,287.5,893.9,298.3,868.8,292.9,NA,NA,NA,NA,868.8,292.9
2103700B807,KY,Campbell County,00B807,1403,18,1306,7,4,4,0,6,58,1078,9,1020,5,1,4,0,3,36,499.3,156.5,517.1,168.7,508.2,162.6,NA,NA,NA,NA,508.2,162.6
2103700B901,KY,Campbell County,00B901,1102,9,1060,0,0,0,0,0,33,858,7,829,0,0,0,0,0,22,454.3,97.5,459.4,113.8,456.8,105.6,NA,NA,NA,NA,456.8,105.6
2103700B902,KY,Campbell County,00B902,988,8,947,2,0,2,0,2,27,761,7,737,0,0,2,0,0,15,464.1,130.4,467,155.7,465.5,143,NA,NA,NA,NA,465.5,143
2103700B903,KY,Campbell County,00B903,2569,14,2437,1,1,11,0,5,100,1901,14,1812,0,1,11,0,2,61,871.7,223.8,925,226.7,898.4,225.2,NA,NA,NA,NA,898.4,225.2
2103700B904,KY,Campbell County,00B904,2860,28,2714,6,0,19,0,9,84,2134,25,2039,0,0,19,0,3,48,1090.3,252.5,1121.6,274.6,1106,263.6,NA,NA,NA,NA,1106,263.6
2103700B905,KY,Campbell County,00B905,2349,27,2190,18,1,16,1,8,88,1767,17,1662,15,1,15,1,1,55,828.2,256,862.5,289.9,845.4,272.9,NA,NA,NA,NA,845.4,272.9
2103700B906,KY,Campbell County,00B906,1345,11,1302,5,1,2,0,2,22,1095,9,1062,3,1,2,0,2,16,511,204,524,222,517.5,213,NA,NA,NA,NA,517.5,213
2103700B907,KY,Campbell County,00B907,1088,17,1026,0,1,5,0,5,34,875,8,840,0,1,4,0,1,21,396.4,106.4,399.4,132.1,397.9,119.3,NA,NA,NA,NA,397.9,119.3
2103700B909,KY,Campbell County,00B909,2132,51,1747,169,0,34,3,28,100,1839,43,1494,158,0,32,3,28,81,703,455.7,788.8,438.5,745.9,447.1,NA,NA,NA,NA,745.9,447.1
2103700B910,KY,Campbell County,00B910,432,17,368,8,1,2,1,4,31,350,14,308,8,0,0,1,0,19,129.1,104.1,138.1,105.1,133.6,104.6,NA,NA,NA,NA,133.6,104.6
2103700B912,KY,Campbell County,00B912,1245,12,1165,7,2,3,0,5,51,923,8,869,1,2,3,0,1,39,226.4,120.4,229.8,131.5,228.1,125.9,NA,NA,NA,NA,228.1,125.9
2103700B913,KY,Campbell County,00B913,1887,61,1615,92,0,34,0,2,83,1607,43,1411,65,0,34,0,2,52,638.7,421.1,700,421.3,669.4,421.2,NA,NA,NA,NA,669.4,421.2
2103700C101,KY,Campbell County,00C101,1693,65,1502,26,4,6,0,12,78,1298,26,1183,24,4,5,0,5,51,292.2,239.5,319.7,259.7,305.9,249.6,NA,NA,NA,NA,305.9,249.6
2103700C102,KY,Campbell County,00C102,1988,62,1768,45,11,13,1,4,84,1532,36,1406,27,11,8,1,1,42,374.7,291.4,401.2,308.2,387.9,299.8,NA,NA,NA,NA,387.9,299.8
2103700C103,KY,Campbell County,00C103,1950,79,1731,29,9,8,0,5,89,1496,31,1370,20,9,3,0,3,60,731.3,396.1,817,393.2,774.2,394.6,NA,NA,NA,NA,774.2,394.6
2103700C201,KY,Campbell County,00C201,1617,52,1455,36,3,5,0,10,56,1321,26,1234,17,3,4,0,6,31,293.4,306,356.3,306,324.9,306,NA,NA,NA,NA,324.9,306
2103700C202,KY,Campbell County,00C202,1187,41,1066,16,0,12,1,0,51,1001,32,906,13,0,11,0,0,39,285.6,229.1,314.8,231,300.2,230,NA,NA,NA,NA,300.2,230
2103700C203,KY,Campbell County,00C203,1259,16,1165,15,4,5,1,0,53,1068,8,1019,6,4,0,0,0,31,298.9,278.9,337.1,298.9,318,288.9,NA,NA,NA,NA,318,288.9
2103700C204,KY,Campbell County,00C204,1485,46,1350,25,2,8,0,9,45,1258,36,1158,18,2,8,0,3,33,342.4,366.4,379.6,392.4,361,379.4,NA,NA,NA,NA,361,379.4
2103700C301,KY,Campbell County,00C301,1754,149,1341,151,3,28,1,8,73,1560,107,1233,133,3,27,1,8,48,202.4,371.7,253.7,369.6,228.1,370.7,NA,NA,NA,NA,228.1,370.7
2103700C302,KY,Campbell County,00C302,1033,37,920,24,0,8,0,0,44,879,23,807,16,0,7,0,0,26,253.1,352,320.5,340.1,286.8,346.1,NA,NA,NA,NA,286.8,346.1
2103700C303,KY,Campbell County,00C303,1223,87,721,302,0,35,2,7,69,968,57,629,215,0,31,2,2,32,88,204,101,217,94.5,210.5,NA,NA,NA,NA,94.5,210.5
2103700C304,KY,Campbell County,00C304,784,18,708,12,0,9,3,1,33,665,10,611,12,0,7,3,1,21,173,267,213,252,193,259.5,NA,NA,NA,NA,193,259.5
2103700C305,KY,Campbell County,00C305,1990,119,1485,251,4,3,0,9,119,1721,88,1323,220,4,2,0,8,76,152.7,195.6,170.8,185.7,161.8,190.7,NA,NA,NA,NA,161.8,190.7
2103700C306,KY,Campbell County,00C306,1450,129,992,202,3,3,1,7,113,1007,70,762,115,2,1,1,0,56,116.8,142.6,124.8,143,120.8,142.8,NA,NA,NA,NA,120.8,142.8
2103700C307,KY,Campbell County,00C307,1349,140,977,100,0,4,1,11,116,1008,78,799,55,0,3,0,8,65,139.2,132.1,139.4,146.6,139.3,139.3,NA,NA,NA,NA,139.3,139.3
2103700C308,KY,Campbell County,00C308,1248,51,1059,61,0,10,2,3,62,1046,36,924,46,0,8,2,1,29,251.2,250.5,287.3,265.3,269.3,257.9,NA,NA,NA,NA,269.3,257.9
2103700C309,KY,Campbell County,00C309,1100,44,916,65,0,27,0,4,44,918,25,791,43,0,26,0,1,32,230.7,192.7,248.1,197.4,239.4,195,NA,NA,NA,NA,239.4,195
2103700C310,KY,Campbell County,00C310,1441,39,1228,84,0,7,0,5,78,1198,27,1049,68,0,5,0,3,46,243.4,231.4,271.5,241.1,257.5,236.2,NA,NA,NA,NA,257.5,236.2
2103700C311,KY,Campbell County,00C311,928,9,864,15,0,8,0,3,29,789,6,738,10,0,8,0,3,24,235.1,214.9,259.3,225.8,247.2,220.4,NA,NA,NA,NA,247.2,220.4
2103700C401,KY,Campbell County,00C401,1273,18,1168,19,2,13,0,0,53,932,12,864,13,2,9,0,0,32,57.8,22.8,67.8,20.1,62.8,21.4,NA,NA,NA,NA,62.8,21.4
2103700C416,KY,Campbell County,00C416,1160,30,986,41,2,51,0,4,46,952,22,825,28,2,37,0,4,34,296.6,235.4,348.2,222.5,322.4,228.9,NA,NA,NA,NA,322.4,228.9
2103700C501,KY,Campbell County,00C501,1006,37,834,50,1,11,2,16,55,818,21,698,38,1,11,2,11,36,227.9,184.7,257.9,187.8,242.9,186.2,NA,NA,NA,NA,242.9,186.2
2103900A101,KY,Carlisle County,00A101,782,17,737,4,0,3,0,0,21,610,10,585,3,0,3,0,0,9,315.1,78.4,248,152.4,281.6,115.4,NA,NA,NA,NA,281.6,115.4
2103900A102,KY,Carlisle County,00A102,808,31,707,19,1,1,0,0,49,625,14,560,14,1,1,0,0,35,316.1,72.1,263.8,131.4,290,101.8,NA,NA,NA,NA,290,101.8
2103900B101,KY,Carlisle County,00B101,1122,41,1033,2,22,2,0,0,22,842,17,792,2,10,2,0,0,19,562.2,91.7,498.1,169.6,530.2,130.7,NA,NA,NA,NA,530.2,130.7
2103900B102,KY,Carlisle County,00B102,539,10,518,1,0,1,0,0,9,420,3,407,1,0,1,0,0,8,226.7,27.7,218.8,47.8,222.8,37.8,NA,NA,NA,NA,222.8,37.8
2103900C101,KY,Carlisle County,00C101,742,14,711,2,0,0,0,0,15,560,7,541,2,0,0,0,0,10,345.3,62.3,299.2,120.2,322.2,91.2,NA,NA,NA,NA,322.2,91.2
2103900C102,KY,Carlisle County,00C102,833,20,737,31,4,3,0,0,38,663,6,602,22,2,3,0,0,28,327.6,99.4,282.1,148.9,304.9,124.1,NA,NA,NA,NA,304.9,124.1
2104100A101,KY,Carroll County,00A101,924,15,876,6,0,0,1,0,26,701,8,668,2,0,0,1,0,22,277.2,87.6,222.9,142.3,250.1,115,NA,NA,NA,NA,250.1,115
2104100A102,KY,Carroll County,00A102,1275,35,1189,11,2,1,0,0,37,954,14,910,5,2,0,0,0,23,357,135.5,318.2,188.6,337.6,162,NA,NA,NA,NA,337.6,162
2104100A103,KY,Carroll County,00A103,1227,140,999,24,1,7,0,0,56,949,92,802,17,1,6,0,0,31,217.1,137.6,183.2,194.8,200.1,166.2,NA,NA,NA,NA,200.1,166.2
2104100B101,KY,Carroll County,00B101,842,88,704,17,2,1,1,0,29,652,52,567,17,2,1,1,0,12,168,100,136,137,152,118.5,NA,NA,NA,NA,152,118.5
2104100B102,KY,Carroll County,00B102,1179,103,1007,25,6,4,0,1,33,867,53,763,16,6,4,0,1,24,220,135,176,186,198,160.5,NA,NA,NA,NA,198,160.5
2104100B103,KY,Carroll County,00B103,994,90,831,14,2,0,0,0,57,707,47,620,13,2,0,0,0,25,205.3,99.6,154.5,159.4,179.9,129.5,NA,NA,NA,NA,179.9,129.5
2104100B104,KY,Carroll County,00B104,563,20,515,7,0,0,0,5,16,431,12,399,3,0,0,0,3,14,131.7,52,116.6,73.8,124.1,62.9,NA,NA,NA,NA,124.1,62.9
2104100C101,KY,Carroll County,00C101,279,16,250,1,0,0,0,2,10,206,9,193,0,0,0,0,0,4,89,19,74,35,81.5,27,NA,NA,NA,NA,81.5,27
2104100C102,KY,Carroll County,00C102,500,15,460,4,0,1,0,0,20,392,9,372,4,0,0,0,0,7,161.5,38.2,137.6,67.2,149.6,52.7,NA,NA,NA,NA,149.6,52.7
2104100C103,KY,Carroll County,00C103,995,21,902,21,0,14,0,3,34,744,12,675,18,0,9,0,3,27,275,88,251,129,263,108.5,NA,NA,NA,NA,263,108.5
2104100C104,KY,Carroll County,00C104,2032,252,1668,39,7,16,1,0,49,1501,151,1263,34,7,14,1,0,31,515.7,222.9,449.8,325.8,482.7,274.4,NA,NA,NA,NA,482.7,274.4
2104300A101,KY,Carter County,00A101,1423,14,1375,4,1,4,0,1,24,1126,5,1099,1,1,2,0,1,17,472.2,128,365.6,250.6,418.9,189.3,NA,NA,NA,NA,418.9,189.3
2104300A102,KY,Carter County,00A102,649,8,608,1,3,1,0,0,28,505,5,472,1,3,1,0,0,23,194.2,60.4,134.8,121.6,164.5,91,NA,NA,NA,NA,164.5,91
2104300A103,KY,Carter County,00A103,764,5,728,1,6,1,0,1,22,566,2,546,1,6,0,0,1,10,272.5,72,201.2,146.2,236.9,109.1,NA,NA,NA,NA,236.9,109.1
2104300A104,KY,Carter County,00A104,816,13,760,0,5,4,0,1,33,633,8,595,0,4,4,0,1,21,219,78.3,178.7,143.6,198.9,110.9,NA,NA,NA,NA,198.9,110.9
2104300A105,KY,Carter County,00A105,1673,31,1484,111,2,6,0,3,36,1403,21,1238,109,0,6,0,3,26,383.7,121.8,322.2,205.2,352.9,163.5,NA,NA,NA,NA,352.9,163.5
2104300B101,KY,Carter County,00B101,1493,17,1423,4,4,5,0,1,39,1176,7,1131,3,4,4,0,0,27,377.4,120.4,256.1,243.6,316.7,182,NA,NA,NA,NA,316.7,182
2104300B102,KY,Carter County,00B102,782,4,752,1,0,3,0,1,21,608,2,588,0,0,0,0,0,18,242,58.4,150.9,158.5,196.4,108.4,NA,NA,NA,NA,196.4,108.4
2104300B103,KY,Carter County,00B103,1190,13,1144,7,0,2,0,0,24,882,2,858,5,0,2,0,0,15,354.5,92.9,287.6,180.7,321,136.8,NA,NA,NA,NA,321,136.8
2104300B104,KY,Carter County,00B104,1302,7,1255,4,1,1,0,3,31,1012,2,982,3,1,0,0,0,24,250.5,72,185.3,143.2,217.9,107.6,NA,NA,NA,NA,217.9,107.6
2104300B105,KY,Carter County,00B105,910,5,853,6,4,9,0,1,32,697,0,655,6,4,8,0,0,24,286.7,111.6,234,187.4,260.3,149.5,NA,NA,NA,NA,260.3,149.5
2104300C101,KY,Carter County,00C101,2110,51,1933,53,5,11,0,6,51,1643,29,1505,53,3,6,0,6,41,492.7,210.6,373.8,349.6,433.2,280.1,NA,NA,NA,NA,433.2,280.1
2104300C102,KY,Carter County,00C102,343,9,332,0,0,0,0,0,2,267,4,263,0,0,0,0,0,0,88.1,36.2,58,68.5,73,52.4,NA,NA,NA,NA,73,52.4
2104300C103,KY,Carter County,00C103,1413,4,1380,2,1,1,0,4,21,1067,3,1045,0,0,1,0,1,17,401.3,108.1,288.4,237,344.8,172.6,NA,NA,NA,NA,344.8,172.6
2104300C104,KY,Carter County,00C104,1360,12,1304,1,3,5,0,1,34,1049,5,1010,0,2,4,0,1,27,404.5,111.3,278.3,259.6,341.4,185.5,NA,NA,NA,NA,341.4,185.5
2104300D101,KY,Carter County,00D101,851,10,818,2,2,0,0,1,18,669,6,641,2,2,0,0,1,17,226.2,68.6,157.9,133.9,192.1,101.2,NA,NA,NA,NA,192.1,101.2
2104300D102,KY,Carter County,00D102,449,6,429,1,0,0,0,1,12,328,1,314,1,0,0,0,1,11,109.7,34.5,95.2,55,102.5,44.8,NA,NA,NA,NA,102.5,44.8
2104300D103,KY,Carter County,00D103,805,0,791,1,0,0,0,0,13,639,0,629,1,0,0,0,0,9,212.4,76.8,143.6,137.6,178,107.2,NA,NA,NA,NA,178,107.2
2104300D104,KY,Carter County,00D104,694,1,676,0,1,0,0,0,16,520,1,506,0,1,0,0,0,12,211.1,56.9,147.2,119.8,179.2,88.4,NA,NA,NA,NA,179.2,88.4
2104300D105,KY,Carter County,00D105,375,2,358,0,1,1,0,0,13,304,2,297,0,1,1,0,0,3,94.5,61.5,75.9,86,85.2,73.8,NA,NA,NA,NA,85.2,73.8
2104300D106,KY,Carter County,00D106,721,6,697,0,3,0,0,0,15,582,5,563,0,3,0,0,0,11,275.4,78,194.5,166.5,235,122.2,NA,NA,NA,NA,235,122.2
2104300D107,KY,Carter County,00D107,1166,13,1123,1,0,0,0,5,24,884,7,858,1,0,0,0,5,13,238.3,87.3,152.8,170.1,195.6,128.7,NA,NA,NA,NA,195.6,128.7
2104300E101,KY,Carter County,00E101,570,0,555,0,0,0,0,1,14,462,0,447,0,0,0,0,1,14,163.7,52.6,120.8,104.3,142.3,78.4,NA,NA,NA,NA,142.3,78.4
2104300E102,KY,Carter County,00E102,1076,5,1058,1,0,0,1,0,11,873,5,861,1,0,0,1,0,5,273.9,68.1,214.1,127.1,244,97.6,NA,NA,NA,NA,244,97.6
2104300E103,KY,Carter County,00E103,968,11,931,2,0,0,0,0,24,773,6,744,1,0,0,0,0,22,316.9,91,241.6,177.6,279.3,134.3,NA,NA,NA,NA,279.3,134.3
2104300E104,KY,Carter County,00E104,1338,5,1312,4,1,0,0,0,16,1055,4,1034,4,1,0,0,0,12,439.5,95.8,328.9,202.6,384.2,149.2,NA,NA,NA,NA,384.2,149.2
2104300E105,KY,Carter County,00E105,1386,2,1346,2,2,4,0,0,30,1051,1,1023,2,2,4,0,0,19,418.3,75.4,327.2,160.7,372.7,118.1,NA,NA,NA,NA,372.7,118.1
2104500A101,KY,Casey County,00A101,1474,38,1393,9,0,5,0,7,22,1055,27,1000,5,0,5,0,7,11,444,51,405,104,424.5,77.5,NA,NA,NA,NA,424.5,77.5
2104500A102,KY,Casey County,00A102,746,38,661,7,3,2,0,1,34,535,27,483,1,3,2,0,1,18,271,32,234,70,252.5,51,NA,NA,NA,NA,252.5,51
2104500A103,KY,Casey County,00A103,1163,48,1074,7,0,4,0,5,25,877,26,818,6,0,3,0,5,19,464.7,50.4,406.1,114.4,435.4,82.4,NA,NA,NA,NA,435.4,82.4
2104500A104,KY,Casey County,00A104,916,34,842,13,0,1,0,7,19,770,23,713,13,0,1,0,7,13,200.6,20.5,165.3,50.9,183,35.7,NA,NA,NA,NA,183,35.7
2104500B101,KY,Casey County,00B101,1051,64,930,4,6,4,0,3,40,801,37,720,4,6,4,0,3,27,369.5,62.9,325.2,103.4,347.4,83.1,NA,NA,NA,NA,347.4,83.1
2104500B102,KY,Casey County,00B102,1970,73,1850,3,3,4,0,3,34,1469,34,1401,3,3,4,0,1,23,732,84.8,667.6,149.1,699.8,117,NA,NA,NA,NA,699.8,117
2104500B103,KY,Casey County,00B103,831,11,798,0,1,2,0,0,19,656,7,636,0,0,0,0,0,13,225.7,64.4,206.4,91.7,216,78.1,NA,NA,NA,NA,216,78.1
2104500C101,KY,Casey County,00C101,816,26,768,1,3,2,0,1,15,650,13,620,1,2,2,0,0,12,309.7,79.7,268.9,136.4,289.3,108.1,NA,NA,NA,NA,289.3,108.1
2104500C102,KY,Casey County,00C102,1647,38,1563,2,8,2,0,5,29,1240,10,1198,2,8,0,0,2,20,616.8,64.2,524.5,155.5,570.7,109.8,NA,NA,NA,NA,570.7,109.8
2104500C103,KY,Casey County,00C103,768,3,744,3,2,2,0,0,14,595,1,577,3,2,2,0,0,10,287.8,29.4,254.5,60.7,271.2,45,NA,NA,NA,NA,271.2,45
2104500C104,KY,Casey County,00C104,756,33,685,6,2,4,0,0,26,564,13,521,5,2,4,0,0,19,228,57,195,100,211.5,78.5,NA,NA,NA,NA,211.5,78.5
2104500D101,KY,Casey County,00D101,1358,16,1295,6,7,5,0,5,24,1012,7,979,5,5,2,0,2,12,492,52,422,127,457,89.5,NA,NA,NA,NA,457,89.5
2104500D102,KY,Casey County,00D102,906,46,819,11,5,5,0,2,18,627,19,578,10,5,5,0,0,10,244,34,190,86,217,60,NA,NA,NA,NA,217,60
2104500D103,KY,Casey County,00D103,1169,52,1079,6,1,6,0,1,24,896,33,843,2,1,3,0,1,13,447.8,50.8,391.4,117.6,419.6,84.2,NA,NA,NA,NA,419.6,84.2
2104500D104,KY,Casey County,00D104,370,19,335,3,1,4,1,0,7,317,11,296,2,1,1,1,0,5,130.2,31.2,116.9,46.6,123.5,38.9,NA,NA,NA,NA,123.5,38.9
2104700A101,KY,Christian County,00A101,1164,39,512,542,8,1,0,4,58,1007,26,472,468,8,1,0,0,32,43,141,50,132,46.5,136.5,NA,NA,NA,NA,46.5,136.5
2104700A102,KY,Christian County,00A102,943,35,87,753,0,0,0,5,63,634,18,54,528,0,0,0,5,29,23.8,309.4,28.6,301.8,26.2,305.6,NA,NA,NA,NA,26.2,305.6
2104700A103,KY,Christian County,00A103,1476,111,249,1020,3,5,0,2,86,1116,70,184,807,3,5,0,0,47,27,499,30,489,28.5,494,NA,NA,NA,NA,28.5,494
2104700A104,KY,Christian County,00A104,1814,62,1135,517,6,8,1,9,76,1390,32,927,376,5,8,0,0,42,253.9,246.3,238.9,265.4,246.4,255.8,NA,NA,NA,NA,246.4,255.8
2104700A105,KY,Christian County,00A105,682,39,264,332,1,2,2,7,35,508,23,222,234,1,2,2,4,20,97.6,192.8,95.2,201.3,96.4,197.1,NA,NA,NA,NA,96.4,197.1
2104700B101,KY,Christian County,00B101,2504,112,1110,1093,3,9,5,14,158,1823,74,894,767,2,6,5,4,71,330,441,342,449,336,445,NA,NA,NA,NA,336,445
2104700B102,KY,Christian County,00B102,2587,94,1218,1116,3,17,1,8,130,1819,48,950,738,3,11,0,3,66,376.6,443.7,383.4,443.7,380,443.7,NA,NA,NA,NA,380,443.7
2104700B103,KY,Christian County,00B103,1359,53,1222,23,1,9,1,4,46,1062,34,965,17,1,7,1,4,33,530.6,92.3,509.6,110.4,520.1,101.3,NA,NA,NA,NA,520.1,101.3
2104700B104,KY,Christian County,00B104,864,29,700,78,1,13,2,1,40,680,19,552,64,1,12,1,1,30,256,71.7,263,82.7,259.5,77.2,NA,NA,NA,NA,259.5,77.2
2104700C101,KY,Christian County,00C101,1065,78,699,231,3,2,0,6,46,803,43,580,161,2,2,0,0,15,225,118,215,139,220,128.5,NA,NA,NA,NA,220,128.5
2104700C102,KY,Christian County,00C102,708,21,267,377,11,2,3,2,25,561,16,229,287,11,2,1,0,15,70.4,200.3,72.6,197.3,71.5,198.8,NA,NA,NA,NA,71.5,198.8
2104700C103,KY,Christian County,00C103,986,53,715,165,2,11,0,3,37,821,35,631,119,2,5,0,0,29,233,141,230,152,231.5,146.5,NA,NA,NA,NA,231.5,146.5
2104700C104,KY,Christian County,00C104,1000,28,855,86,3,3,0,0,25,795,19,681,78,3,3,0,0,11,407.5,100.9,392.5,120.9,400,110.9,NA,NA,NA,NA,400,110.9
2104700C105,KY,Christian County,00C105,2357,41,2151,80,5,9,2,5,64,1764,25,1607,70,4,7,1,5,45,931.4,180.7,938.4,203.6,934.9,192.2,NA,NA,NA,NA,934.9,192.2
2104700C106,KY,Christian County,00C106,1254,68,907,220,6,9,1,2,41,945,38,704,169,5,6,0,0,23,453,166,448,191,450.5,178.5,NA,NA,NA,NA,450.5,178.5
2104700D101,KY,Christian County,00D101,1335,46,1027,202,2,11,0,2,45,1034,27,830,137,2,8,0,0,30,415,167,435,156,425,161.5,NA,NA,NA,NA,425,161.5
2104700D102,KY,Christian County,00D102,1481,85,1138,173,2,1,0,9,73,1147,64,923,116,1,1,0,0,42,481,189,478,216,479.5,202.5,NA,NA,NA,NA,479.5,202.5
2104700D103,KY,Christian County,00D103,939,27,711,135,0,32,0,6,28,743,19,571,110,0,29,0,6,8,419.1,137,414.1,143,416.6,140,NA,NA,NA,NA,416.6,140
2104700D104,KY,Christian County,00D104,1084,21,975,31,2,6,0,0,49,759,16,690,17,0,6,0,0,30,341.3,50.6,345.5,57.6,343.4,54.1,NA,NA,NA,NA,343.4,54.1
2104700D105,KY,Christian County,00D105,587,27,506,28,0,0,0,4,22,425,21,368,20,0,0,0,4,12,222.2,43.5,213.6,47.6,217.9,45.6,NA,NA,NA,NA,217.9,45.6
2104700D106,KY,Christian County,00D106,501,12,441,16,1,2,0,1,28,381,8,336,16,1,2,0,1,17,188.9,33,196,36.7,192.5,34.8,NA,NA,NA,NA,192.5,34.8
2104700D107,KY,Christian County,00D107,1722,51,1202,367,9,25,2,2,64,1292,28,945,250,9,21,2,2,35,546.7,287.3,551.5,303.6,549.1,295.5,NA,NA,NA,NA,549.1,295.5
2104700E101,KY,Christian County,00E101,1570,96,696,669,2,0,0,12,95,1161,58,574,476,2,0,0,6,45,181,243,195,246,188,244.5,NA,NA,NA,NA,188,244.5
2104700E102,KY,Christian County,00E102,1919,126,1252,452,5,10,1,4,69,1510,85,1047,321,5,9,1,2,40,394,243,413,258,403.5,250.5,NA,NA,NA,NA,403.5,250.5
2104700E103,KY,Christian County,00E103,1878,97,1293,381,3,19,0,4,81,1383,46,1008,246,3,17,0,4,59,529.9,219,529.9,236,529.9,227.5,NA,NA,NA,NA,529.9,227.5
2104700E104,KY,Christian County,00E104,1019,44,640,273,4,3,0,5,50,772,28,527,188,4,1,0,1,23,315,167,309,185,312,176,NA,NA,NA,NA,312,176
2104700E105,KY,Christian County,00E105,1053,106,654,206,9,9,2,0,67,781,64,519,144,8,7,2,0,37,238.5,122.2,229.5,137.3,234,129.8,NA,NA,NA,NA,234,129.8
2104700F101,KY,Christian County,00F101,588,6,543,19,3,4,0,2,11,375,3,347,12,3,2,0,2,6,150.2,23,141.2,31,145.7,27,NA,NA,NA,NA,145.7,27
2104700F102,KY,Christian County,00F102,1485,65,1123,238,5,1,2,3,48,1017,44,739,187,5,1,2,3,36,376.4,180.3,378.4,179.3,377.4,179.8,NA,NA,NA,NA,377.4,179.8
2104700F103,KY,Christian County,00F103,763,52,620,48,2,3,0,5,33,517,40,408,36,2,3,0,5,23,181.9,35.9,186,36,183.9,36,NA,NA,NA,NA,183.9,36
2104700F104,KY,Christian County,00F104,5147,659,2681,1237,36,67,18,34,415,3559,438,2030,770,27,60,15,23,196,387.3,276.8,425.9,300.9,406.6,288.9,NA,NA,NA,NA,406.6,288.9
2104700G101,KY,Christian County,00G101,1002,69,733,108,6,32,1,9,44,731,34,570,82,3,19,0,1,22,396,95,392,114,394,104.5,NA,NA,NA,NA,394,104.5
2104700G102,KY,Christian County,00G102,5201,910,2349,1273,38,121,37,48,425,3394,570,1627,828,28,87,24,16,214,198,206,230,212,214,209,NA,NA,NA,NA,214,209
2104700G103,KY,Christian County,00G103,1258,74,878,268,3,0,0,4,31,872,39,617,184,3,0,0,4,25,243.8,122.5,235.3,135.8,239.5,129.1,NA,NA,NA,NA,239.5,129.1
