GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_rep_jam,uss_18_dem_sta,gov_18_rep_sch,gov_18_dem_whi,atg_18_rep_leo,atg_18_dem_nes,sos_18_rep_lan,sos_18_dem_ben,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_jam,uss_20_dem_pet,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
26109109004,MI,Menominee County,109004,451,12,397,0,26,0,0,2,14,342,4,312,0,14,0,0,2,10,29,143,113.8,44.8,117.9,42.6,106.7,40.5,113.8,41.7,224.1,52,212.7,49,143,29,113,42.4,218.4,50.5,147.4,42.8
26109109005,MI,Menominee County,109005,2113,34,1393,0,566,10,0,1,109,1543,17,1117,0,339,10,0,1,59,229.8,514.9,423.8,254.7,421,245.4,410.9,227.8,415.8,235.3,660.1,321.6,649.8,307.1,514.9,229.8,417.9,240.8,655,314.4,499.5,260.3
26109109006,MI,Menominee County,109006,341,2,327,0,4,1,0,0,7,296,1,286,0,4,1,0,0,4,31,145,96,39,103,33,94,34,98,35,179,46,176,46,145,31,97.8,35.2,177.5,46,127.3,37.7
26109109007,MI,Menominee County,109007,924,4,889,1,2,2,0,1,25,816,4,784,1,1,1,0,1,24,147.8,379.1,293.7,172.8,295.6,164.1,294.6,154.5,297.5,158.4,429,197.7,418.4,190,379.1,147.8,295.4,162.4,423.7,193.9,344,169.3
26109109008,MI,Menominee County,109008,501,6,481,0,0,3,0,0,11,444,2,430,0,0,3,0,0,9,64,187,124,71,125,71,123,68,130,63,202,92,193,87,187,64,125.5,68.2,197.5,89.5,154.9,73.7
26109109009,MI,Menominee County,109009,1109,8,1049,2,11,2,1,1,35,948,5,902,2,11,2,1,1,24,153,320,228,150,229,140,229,134,229,138,434,170,417,167,320,153,228.8,140.5,425.5,168.5,298,150.3
26109109010,MI,Menominee County,109010,2137,93,1878,35,22,20,0,1,88,1752,70,1562,26,16,13,0,1,64,231.9,296.9,220.5,257.4,231,240.7,217,245.9,225.7,239.8,352.2,319.7,340.8,314.5,296.9,231.9,223.5,245.9,346.5,317.1,269.2,264.3
26109109011,MI,Menominee County,109011,2002,60,1820,11,15,13,0,6,77,1612,26,1498,9,13,8,0,6,52,389.7,465.4,364,414.4,367.5,398.5,351.5,398.1,367.2,396.8,577.3,493.8,565.4,477.9,465.4,389.7,362.6,402,571.3,485.8,436.9,424.2
26109109012,MI,Menominee County,109012,2095,66,1924,16,9,6,0,9,65,1711,42,1584,12,8,5,0,9,51,396.2,513,370.4,355.6,355.6,360.5,350.6,352.6,359.5,351.6,612.1,450.6,601.2,431.8,513,396.2,359,355.1,606.6,441.2,451.8,385.5
26109109013,MI,Menominee County,109013,2249,50,2068,22,22,5,0,4,78,1792,28,1672,16,19,5,0,4,48,339.3,520.8,364.6,354.7,368.6,344.7,364.5,336.6,362.7,344.5,629.1,441,610.1,425.8,520.8,339.3,365.1,345.1,619.6,433.4,460.1,369.5
26109109014,MI,Menominee County,109014,1994,32,1902,4,3,9,1,5,38,1692,25,1627,2,2,9,1,5,21,402.7,669,476.4,336.6,478.4,327.9,467.8,317.6,478.4,316.7,740.4,406,729,388,669,402.7,475.2,324.7,734.7,397,577,356.5
26109109015,MI,Menominee County,109015,1375,12,1320,2,7,8,1,1,24,1161,9,1115,2,7,7,1,1,19,276,451,327,282,326,275,316,267,316,275,577,324,538,321,451,276,321.2,274.8,557.5,322.5,407.3,288.6
26109109016,MI,Menominee County,109016,992,16,930,2,5,1,0,0,38,810,14,764,2,5,1,0,0,24,135,332,261.5,134.7,259.5,139.7,252.5,121.8,250.5,131.7,390.2,159.7,367.3,170.7,332,135,256,132,378.8,165.2,301.9,141.9
26109109017,MI,Menominee County,109017,1090,20,1039,0,6,2,1,0,22,894,9,862,0,6,2,1,0,14,136,368.4,254.4,158.8,259.4,148.8,244.5,135.8,255.4,150.8,459.6,183.3,422.9,178.3,368.4,136,253.4,148.5,441.2,180.8,323.5,156
26109109018,MI,Menominee County,109018,1599,23,1523,1,11,0,0,0,41,1315,12,1270,1,6,0,0,0,26,203.2,461.1,341.8,228.6,351.5,217.8,342.6,191.4,339.7,210.9,552.7,239.7,502.9,256.2,461.1,203.2,343.9,212.2,527.8,247.9,413.2,221.1
26109109019,MI,Menominee County,109019,816,15,766,0,6,6,0,0,23,648,8,612,0,6,6,0,0,16,99.9,232.7,175.8,99.9,185.8,90.9,166.8,93.9,170.8,93.9,296.6,109.8,272.6,118.8,232.7,99.9,174.8,94.6,284.6,114.3,214.4,101
26109109020,MI,Menominee County,109020,616,9,587,0,2,0,0,1,17,481,6,459,0,1,0,0,0,15,75.1,213.3,147.2,82.1,152.2,77.1,147.2,70.1,152.2,71.1,252.4,95.2,241.4,94.2,213.3,75.1,149.7,75.1,246.9,94.7,186.6,80.7
26109ZZZZZZ,MI,Menominee County,ZZZZZZ,3,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,37.5,58.6,45,40.9,46.2,38.7,44.7,38.3,45.7,38,68.9,49.2,67,48,58.6,37.5,45.4,39,67.9,48.6,53.7,41.5
26111111001,MI,Midland County,111001,1262,31,1166,7,19,1,0,3,35,982,10,925,6,17,1,0,3,20,172.6,259.4,229.7,192.8,236.7,188.8,229.5,162.8,221.1,176.7,397.2,214.2,366.8,233.5,259.4,172.6,229.3,180.3,382,223.8,277.2,191.6
26111111002,MI,Midland County,111002,2493,53,2328,7,8,7,0,7,83,2021,24,1906,5,8,5,0,4,69,399,913,750,430,735,441,742,353,728,405,1047,473,1026,489,913,399,738.8,407.2,1036.5,481,848.7,427.1
26111111003,MI,Midland County,111003,1065,28,999,1,2,0,0,3,32,843,15,801,0,2,0,0,1,24,163,346,290,183,287,184,294,149,273,173,428,211,399,224,346,163,286,172.2,413.5,217.5,331,183.9
26111111004,MI,Midland County,111004,1731,67,1559,4,23,8,0,6,64,1367,37,1256,2,23,6,0,0,43,208,489,421,224,411,230,424,190,401,218,675,240,658,243,489,208,414.2,215.5,666.5,241.5,497,221.9
26111111005,MI,Midland County,111005,1138,21,1086,0,0,4,1,2,24,916,10,885,0,0,4,0,1,16,227,411,349,250,337,261,345,225,335,253,464,297,450,306,411,227,341.5,247.2,457,301.5,384.4,259.9
26111111006,MI,Midland County,111006,1254,27,1163,4,5,2,1,3,49,1012,19,946,4,5,2,1,3,32,321.3,533.7,493.1,314.2,490.1,312.7,472.1,278.2,460,309.1,599.2,384.8,595.6,383,533.7,321.3,478.8,303.6,597.4,383.9,520.5,329.1
26111111007,MI,Midland County,111007,1601,44,1431,3,0,10,8,11,94,1232,25,1120,3,0,10,2,10,62,278.7,488.1,432.6,292.8,433.6,286.9,419.8,259.2,417.9,288.8,595.1,365.7,607,349.9,488.1,278.7,426,281.9,601,357.8,484.9,303.1
26111111008,MI,Midland County,111008,1373,7,1282,4,9,5,0,3,63,1114,3,1050,4,9,4,0,3,41,213,513,461.1,240.4,455.6,237.6,446.3,211.4,442.3,228.9,664.9,263.1,648.6,274,513,213,451.3,229.6,656.8,268.6,518.8,238.3
26111111009,MI,Midland County,111009,1726,55,1591,6,1,11,0,8,54,1395,35,1307,2,0,8,0,4,39,214.5,539.6,461,257,446,258,445,220,436,254,626,325,621,336,539.6,214.5,447,247.2,623.5,330.5,510.7,266.4
26111111010,MI,Midland County,111010,1049,17,988,0,4,3,0,3,34,817,10,779,0,3,2,0,2,21,197,399,344,236,348,233,356,190,342,221,472,213,444,236,399,197,347.5,220,458,224.5,386.4,218
26111111011,MI,Midland County,111011,1060,69,941,2,6,5,0,4,33,846,50,756,0,6,5,0,3,26,166,281,233,150,234,149,234,120,217,156,404,177,387,185,281,166,229.5,143.8,395.5,181,284.3,157.6
26111111012,MI,Midland County,111012,813,28,733,4,0,6,0,7,35,676,14,622,3,0,6,0,7,24,129.5,291,235,108,215,125,211,108,215,119,257,145,264,137,291,129.5,219,115,260.5,141,241.1,124.5
26111111013,MI,Midland County,111013,1319,27,1220,2,3,6,0,3,58,1113,21,1042,2,2,5,0,3,38,299,454,413.1,291.2,424,273.4,404.3,250.8,400.3,281.3,478,348.2,499.7,321.6,454,299,410.4,274.2,488.9,334.9,439.1,295.1
26111111014,MI,Midland County,111014,809,9,770,2,0,2,0,1,25,635,4,608,1,0,2,0,1,19,100,247,191,105,181,117,183,93,176,113,256,119,239,125,247,100,182.8,107,247.5,122,210.4,110.3
26111111015,MI,Midland County,111015,1684,34,1547,2,12,6,0,3,80,1339,21,1242,2,12,5,0,3,54,260,515,459,268.2,443.1,271.2,438.1,230.5,421.2,268.2,619.9,303,613.9,295,515,260,440.3,259.5,616.9,299,501.5,270.9
26111111016,MI,Midland County,111016,2059,59,1816,14,3,75,1,6,85,1566,35,1422,10,0,52,0,5,42,315.1,670.9,730.1,377.3,715.4,385.3,725.2,323.3,696.4,364.8,885,548.5,913.6,500.8,670.9,315.1,716.8,362.7,899.3,524.6,762.4,402.2
26111111017,MI,Midland County,111017,1764,32,1665,6,1,10,0,8,42,1354,20,1282,6,1,10,0,8,27,315,627,576,321,561,327,570,276,542,321,658,459,708,404,627,315,562.2,311.2,683,431.5,606,346.1
26111111018,MI,Midland County,111018,1541,49,1345,17,3,56,0,4,67,1113,28,1003,12,2,33,0,0,35,336.1,500.1,533.5,355.4,535.4,352.2,525.1,319.2,524.2,338.2,593.5,507.7,645.9,464.2,500.1,336.1,529.5,341.3,619.7,486,551.1,381.9
26111111019,MI,Midland County,111019,2179,34,2001,5,14,12,0,5,108,1693,18,1580,5,8,5,0,5,72,266,601,519,314,487,340,501,290,471,330,751,339,704,373,601,266,494.5,318.5,727.5,356,576.3,321.7
26111111020,MI,Midland County,111020,1806,42,1657,1,7,3,0,8,88,1404,27,1294,0,6,2,0,5,70,242,544,467,237,445,248,445,214,431,253,663,277,643,281,544,242,447,238,653,279,519.7,250.3
26111111021,MI,Midland County,111021,2490,57,2295,7,4,5,0,4,118,2026,36,1888,7,3,5,0,2,85,397.8,800.2,759.5,452.6,737.1,473.9,741.6,401.6,698.8,464,1035,574.7,1005.8,580.9,800.2,397.8,734.2,448,1020.4,577.8,825.4,477.9
26111111022,MI,Midland County,111022,1491,50,1294,17,3,24,0,5,98,1226,33,1097,15,2,20,0,2,57,268,308,259,255,246,264,239,232,219,268,348,392,341,386,308,268,240.8,254.8,344.5,389,280,295
26111111023,MI,Midland County,111023,2307,96,1819,53,19,176,11,23,110,1910,78,1537,41,13,153,9,18,61,412,490,420,458,426,449,419,401,399,459,531,632,549,616,490,412,416,441.8,540,624,462,489.6
26111111024,MI,Midland County,111024,887,26,803,11,4,1,0,1,41,742,14,695,4,3,0,0,1,25,163.8,192.6,130.3,116.4,127.3,119.4,129.3,99.5,123.3,114.4,173.1,165.1,173.1,167.1,192.6,163.8,127.6,112.4,173.1,166.1,149.9,135.1
26111111025,MI,Midland County,111025,2046,123,1683,66,7,37,5,12,113,1587,77,1358,39,5,23,5,9,71,350,426,381.6,358.7,355.7,369.6,368.6,326.9,359.7,344.8,522.6,465,520.6,449.1,426,350,366.4,350,521.6,457.1,419.3,380.6
26111111026,MI,Midland County,111026,1691,90,1403,83,9,11,2,6,87,1341,59,1142,74,8,5,2,6,45,206.1,290.3,241.4,177.8,217.6,198.7,214.4,168.5,217.6,190.4,360.5,280,348,278.3,290.3,206.1,222.8,183.8,354.2,279.2,270,214.3
26111111027,MI,Midland County,111027,1509,64,1342,23,6,20,0,8,46,1150,36,1036,18,6,16,0,8,30,455.2,417.9,407.9,457.5,397.5,471.9,410.6,424,387.4,460.7,447.7,585.9,485.4,560.5,417.9,455.2,400.9,453.5,466.6,573.2,422.1,488
26111111028,MI,Midland County,111028,1852,53,1652,33,3,16,1,0,94,1511,43,1376,27,3,11,1,0,50,495,435,473,508,450,511,452,468,432,509,515,645,562,608,435,495,451.8,499,538.5,626.5,474.1,534.9
26111111029,MI,Midland County,111029,1781,77,1531,50,3,10,1,4,105,1381,48,1225,35,2,9,1,3,58,335,391,327,358,329,357,324,327,303,363,448,449,435,451,391,335,320.8,351.2,441.5,450,365.3,377.1
26111111030,MI,Midland County,111030,2335,85,2006,40,6,31,2,11,154,1808,40,1612,28,3,22,1,6,96,475.6,655.3,590.3,478.7,592.9,474,585.5,421.8,577.2,464.4,661.5,594.5,683.8,579.8,655.3,475.6,586.5,459.7,672.7,587.2,620.9,498.4
26111111031,MI,Midland County,111031,1801,66,1530,28,3,75,0,10,89,1390,46,1181,23,3,64,0,8,65,474,499,525,465,518,461,529,410,509,454,546,590,596,551,499,474,520.2,447.5,571,570.5,531.7,486.4
26111111032,MI,Midland County,111032,2463,104,2078,61,9,70,24,13,104,2016,74,1733,48,9,64,17,5,66,404,500,471,411,455,429,453,393,447,418,559,586,592,559,500,404,456.5,412.8,575.5,572.5,496.7,457.1
26111111033,MI,Midland County,111033,2062,80,1706,37,5,131,1,11,91,1606,51,1359,32,4,99,1,5,55,376.4,641.9,509.5,304.1,510.2,305.1,500.4,280.1,489.2,298.6,571.7,436.1,589.2,405.8,641.9,376.4,502.3,297,580.5,421,544.6,343.8
26111111034,MI,Midland County,111034,2272,44,1962,48,6,127,0,12,73,1652,25,1444,36,6,92,0,7,42,407.5,587.5,545,381,550.7,375.9,547.6,340.7,533.2,370.1,668.2,565.3,716.9,507.1,587.5,407.5,544.1,366.9,692.6,536.2,592.7,421.1
26111111035,MI,Midland County,111035,1802,64,1548,36,3,59,1,5,86,1433,33,1280,24,2,45,0,4,45,427,544,529,448,521,459,520,425,495,460,605,594,643,562,544,427,516.2,448,624,578,551,482.1
26111111036,MI,Midland County,111036,1450,50,1170,32,7,126,1,7,57,1132,35,918,32,4,101,0,7,35,353,379,388,362,376,370,381,327,369,356,405,504,440,475,379,353,378.5,353.8,422.5,489.5,391.1,392.4
26111111037,MI,Midland County,111037,2104,81,1798,45,7,55,4,11,103,1573,46,1380,31,3,44,0,11,58,472.7,621,588.6,447.6,578.2,456.1,570.6,400.3,565.9,439.1,648.2,653.9,713.5,608.5,621,472.7,575.8,435.8,680.9,631.2,612.3,496.9
26111111038,MI,Midland County,111038,1914,80,1560,26,6,122,3,11,106,1411,59,1164,22,4,95,3,11,53,467.3,520.3,526.3,458.4,508.6,464.3,513.5,407.3,495.8,456.5,565.7,637.5,624.7,580.4,520.3,467.3,511.1,446.6,595.2,609,536.4,496
26111111039,MI,Midland County,111039,2339,108,1798,60,9,241,5,4,114,1650,60,1323,41,5,164,5,4,48,459.6,419.6,424.2,442.1,427,437.4,421.4,403.5,395,439.3,529.8,661.8,568.5,618.4,419.6,459.6,416.9,430.6,549.1,640.1,455.1,494.6
26111111040,MI,Midland County,111040,1716,50,1551,13,4,18,2,4,74,1333,29,1229,6,3,16,0,4,46,480.8,458.1,462.1,439.5,437.5,463.1,441.4,409,431.6,446.3,509.3,577.1,549.6,555.5,458.1,480.8,443.1,439.5,529.4,566.3,469.9,481.6
26111111041,MI,Midland County,111041,1657,59,1518,8,0,17,4,3,48,1280,41,1181,8,0,14,2,3,31,416.2,455.5,412.9,425.9,384.8,450.8,392.8,398.8,361.5,451.7,512.4,541.4,523.4,522,455.5,416.2,388,431.8,517.9,531.7,434.8,458.1
26111111042,MI,Midland County,111042,1708,75,1509,14,9,26,5,6,64,1318,37,1192,12,5,19,4,6,43,423,520,475,441,464,444,468,385,458,422,519,524,545,502,520,423,466.2,423,532,513,492.7,448.7
26111111043,MI,Midland County,111043,1348,48,1192,14,0,20,0,11,63,1028,36,910,14,0,20,0,6,42,346,421,428,350,400,370,396,328,399,353,445,441,483,414,421,346,405.8,350.2,464,427.5,424.6,371.7
26111111044,MI,Midland County,111044,1826,72,1632,17,2,25,0,4,74,1476,53,1334,17,2,22,0,3,45,414.8,429.5,346.1,395.1,344.2,393.2,340.2,343.2,329.5,388.3,472.6,521.6,474.6,506,429.5,414.8,340,380,473.6,513.8,391,423.2
26111111045,MI,Midland County,111045,2223,75,2026,15,1,9,0,11,86,1690,45,1567,5,0,9,0,9,55,340,677,688.3,361.2,671.9,374.4,655,324.5,632,377.7,883.4,490.1,873.9,494.1,677,340,661.8,359.5,878.6,492.1,725.9,394.6
26111111050,MI,Midland County,111050,1775,36,1609,2,6,6,0,5,111,1445,20,1324,1,6,5,0,4,85,275,582,475.9,277.6,463.4,284.4,452.7,249.6,424.7,293.1,709.1,329.9,670.4,357,582,275,454.2,276.2,689.7,343.4,539.7,295.2
26111111051,MI,Midland County,111051,1609,30,1461,3,13,4,0,11,87,1251,21,1164,2,7,3,0,7,47,286,538,454,287,445,293,434,252,426,296,668,320,647,331,538,286,439.8,282,657.5,325.5,516,295
26111111052,MI,Midland County,111052,1270,46,1151,3,6,6,0,7,51,955,34,873,0,6,6,0,3,33,162,385,313,177,304,179,308,155,287,174,480,184,477,189,385,162,303,171.2,478.5,186.5,364.9,174.3
26111111053,MI,Midland County,111053,2040,37,1910,6,13,10,0,2,62,1633,28,1541,1,12,8,0,2,41,268.4,638.6,535.3,286.2,536.3,288.2,526.5,246.2,510.9,280.4,765.8,303.8,751.2,316.5,638.6,268.4,527.2,275.2,758.5,310.1,609.2,284.2
26113113001,MI,Missaukee County,113001,429,17,396,0,0,0,0,2,14,332,12,311,0,0,0,0,2,7,25,197,191.2,45.6,199.5,44.4,192.2,36.8,189.4,41.4,281.5,50.2,276.4,53.3,197,25,193.1,42.1,279,51.8,218.2,42.4
26113113002,MI,Missaukee County,113002,574,26,520,0,1,2,0,0,25,445,13,411,0,1,1,0,0,19,69.8,189.5,176.5,78.8,170.6,83.8,170.6,75.8,167.6,85.8,250.3,91.8,240.4,99.7,189.5,69.8,171.3,81,245.4,95.8,195.1,83.6
26113113003,MI,Missaukee County,113003,473,8,448,0,1,0,0,2,14,376,3,363,0,1,0,0,2,7,64,165,117.1,45.3,121.7,41.6,114.1,39.3,105,44.6,173,50.6,166.2,54.4,165,64,114.5,42.7,169.6,52.5,137.5,48.5
26113113004,MI,Missaukee County,113004,1394,49,1284,7,2,4,0,5,43,1071,27,1009,3,1,2,0,5,24,95,469,405,126,400,121,416,93,399,115,598,132,596,133,469,95,405,113.8,597,132.5,469,116.4
26113113005,MI,Missaukee County,113005,907,68,821,0,5,1,0,0,12,677,41,622,0,4,1,0,0,9,55,375,302.2,54.2,301.3,57.1,301.3,43.4,299.3,54.1,418.6,68.9,407.8,74.8,375,55,301,52.2,413.2,71.8,343.6,58.2
26113113006,MI,Missaukee County,113006,174,4,161,0,0,2,0,0,7,151,3,141,0,0,2,0,0,5,20,75,65.5,23.4,65.5,24.4,63.5,20.5,61.6,22.5,83.1,29.3,84,29.3,75,20,64,22.7,83.6,29.3,71.2,24.2
26113113007,MI,Missaukee County,113007,1184,40,1085,0,10,2,0,0,47,933,18,876,0,9,2,0,0,28,122.6,347.2,279.3,124.8,278.4,124,277.6,99.5,266.2,115.2,405,147.5,394.5,155.4,347.2,122.6,275.4,115.9,399.8,151.4,321.2,127
26113113008,MI,Missaukee County,113008,221,12,195,0,0,2,0,0,12,188,11,167,0,0,0,0,0,10,28,89,77.5,38.9,79.5,37.9,75.4,33.5,75.2,34.9,113.9,41.3,112.6,41.5,89,28,76.9,36.3,113.2,41.4,89,36.6
26113113009,MI,Missaukee County,113009,2825,66,2642,6,8,11,0,7,85,2232,40,2125,2,2,10,0,7,46,424.1,999.3,879.3,479.9,869.1,478,905.2,394.7,876.2,438.8,1222.6,528.2,1241.8,506.2,999.3,424.1,882.5,447.9,1232.2,517.2,999.1,464.3
26113113010,MI,Missaukee County,113010,829,25,737,6,9,3,0,0,49,652,13,590,6,8,2,0,0,33,129.3,266.6,214.9,143.9,210,150.8,220.9,127,213.9,140.9,314.2,167.7,315.3,168.6,266.6,129.3,214.9,140.6,314.7,168.1,250.8,146.9
26113113011,MI,Missaukee County,113011,637,37,584,0,0,4,0,0,12,485,16,456,0,0,4,0,0,9,48,229,196,54,192,55,192,49,188,48,264,52,264,53,229,48,192,51.5,264,52.5,217.9,51.3
26113113012,MI,Missaukee County,113012,631,3,597,4,2,0,0,1,24,514,2,488,4,2,0,0,1,17,76,224,211,84,210,79,215,65,215,66,294,70,286,78,224,76,212.8,73.5,290,74,236.4,74
26113113013,MI,Missaukee County,113013,508,16,462,3,0,3,0,5,19,392,9,361,2,0,1,0,4,15,64,178,139,63,130,69,126,58,122,60,206,68,191,80,178,64,129.2,62.5,198.5,74,156,66
26113113014,MI,Missaukee County,113014,1201,25,1132,4,5,2,1,0,32,919,11,880,1,2,2,0,0,23,128.8,400,359.2,151.3,358.1,154.4,358.4,129.9,354.2,144.2,501.5,172.8,489.6,182.8,400,128.8,357.5,145,495.5,177.8,403,152
26113113015,MI,Missaukee County,113015,1489,51,1391,0,3,6,0,0,38,1116,24,1062,0,1,6,0,0,23,96,627,506,119,521,101,525,75,510,96,739,139,760,124,627,96,515.5,97.8,749.5,131.5,598.3,107.1
26113113016,MI,Missaukee County,113016,1124,40,1063,1,0,0,0,0,20,794,26,753,0,0,0,0,0,15,66,414,364,71,362,69,367,49,366,58,505,78,511,74,414,66,364.8,61.8,508,76,412.7,66.4
26113113017,MI,Missaukee County,113017,452,12,422,2,2,1,0,1,12,355,5,338,0,1,1,0,1,9,56,149,173.2,82.7,179.1,71.6,175.9,58,167.2,68.3,286.9,83.2,270.4,94.3,149,56,173.9,70.2,278.7,88.7,200.2,73.4
26115000003,MI,Monroe County,000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,9.5,10.5,10.9,9.6,11.4,9.9,10.2,9.6,11.3,15.5,13,15.1,12.9,9.5,4.8,9.9,10.9,15.3,12.9,11.4,10.6
26115115001,MI,Monroe County,115001,2836,96,2548,27,7,9,0,7,142,2244,63,2047,19,7,6,0,7,95,409,850,633,466,607,481,620,419,590,474,1090,539,1019,571,850,409,612.5,460,1054.5,555,772.7,479.9
26115115002,MI,Monroe County,115002,2803,103,2506,46,3,12,0,7,126,2316,78,2091,32,3,9,0,6,97,408,891,734,482,719,481,720,422,700,479,1189,582,1138,582,891,408,718.2,466,1163.5,582,870.1,490.9
26115115003,MI,Monroe County,115003,2221,50,2029,14,13,2,1,12,100,1757,31,1618,6,8,2,0,12,80,320,771,603,404,598,387,617,327,577,393,959,406,914,430,771,320,598.8,377.8,936.5,418,719.9,381
26115115004,MI,Monroe County,115004,1387,36,1275,11,2,10,0,4,49,1108,20,1023,11,0,6,0,4,44,236,451,353,226,335,232,338,211,338,223,531,263,501,254,451,236,341,223,516,258.5,406.7,235
26115115005,MI,Monroe County,115005,2242,93,2044,8,3,24,0,7,63,1797,59,1675,4,3,21,0,0,35,478,736,604,419,577,437,578,378,592,390,846,539,844,522,736,478,587.8,406,845,530.5,682.4,451.9
26115115006,MI,Monroe County,115006,2293,84,2114,12,1,5,0,8,69,1766,49,1651,11,1,2,0,2,50,361,646,503,386,488,403,486,351,480,370,798,468,789,433,646,361,489.2,377.5,793.5,450.5,598.6,396
26115115007,MI,Monroe County,115007,2687,110,2455,14,6,9,0,3,90,2104,61,1949,11,5,8,0,1,69,550,853,668,519,626,547,641,482,642,505,988,680,941,678,853,550,644.2,513.2,964.5,679,765.6,565.9
26115115008,MI,Monroe County,115008,2799,158,2421,41,4,24,1,15,135,2278,119,1997,34,4,21,1,9,93,510,709,557,458,549,470,546,425,543,442,842,589,832,548,709,510,548.8,448.8,837,568.5,654,491.7
26115115009,MI,Monroe County,115009,2996,78,2756,11,1,28,1,6,115,2313,45,2171,8,1,22,1,0,65,574,880,771,548,767,560,748,490,752,525,1105,737,1098,694,880,574,759.5,530.8,1101.5,715.5,874.4,589.7
26115115010,MI,Monroe County,115010,2212,81,2009,16,2,18,0,7,79,1795,53,1655,13,2,14,0,2,56,554,713,616,505,586,532,583,470,579,507,829,595,811,561,713,554,591,503.5,820,578,673.9,532
26115115011,MI,Monroe County,115011,2241,51,2088,14,3,27,1,0,57,1820,30,1706,13,3,22,1,0,45,541,783,658,509,626,530,628,478,627,501,847,647,849,606,783,541,634.8,504.5,848,626.5,716.9,544.6
26115115012,MI,Monroe County,115012,1426,60,1313,6,0,6,2,0,39,1154,27,1092,2,0,5,2,0,26,333,541,454,299,444,314,439,286,451,282,581,375,605,342,541,333,447,295.2,593,358.5,502.1,318.7
26115115013,MI,Monroe County,115013,1584,50,1434,5,4,7,0,4,80,1270,33,1178,3,2,5,0,3,46,299.8,591.3,439.9,280.9,429.2,278,433.1,251.6,429.2,261.4,621.3,312.1,617.4,296.5,591.3,299.8,432.8,268,619.4,304.3,508.8,282.9
26115115014,MI,Monroe County,115014,2910,100,2675,4,2,16,0,8,105,2233,51,2099,1,0,9,0,4,69,528.4,967.7,782,492,758,516,747,460,749,501,1120,575,1077,545,967.7,528.4,759,492.2,1098.5,560,885.8,516.8
26115115015,MI,Monroe County,115015,1927,68,1751,14,2,25,0,5,62,1514,37,1411,11,2,23,0,0,30,372,566,474,403,456,413,460,364,461,393,662,514,667,485,566,372,462.8,393.2,664.5,499.5,535.1,420.6
26115115016,MI,Monroe County,115016,2408,56,2211,13,6,17,1,9,95,1894,34,1765,7,5,14,1,5,63,440,699,621,396,608,412,598,361,600,388,870,521,844,495,699,440,606.8,389.3,857,508,691.4,430.4
26115115017,MI,Monroe County,115017,2730,156,2338,47,6,35,0,7,141,2136,87,1881,43,6,21,0,4,94,431,477,365,400,350,407,348,379,343,403,639,534,600,512,477,431,351.5,397.2,619.5,523,446,438
26115115018,MI,Monroe County,115018,2878,136,2506,41,6,15,0,16,158,2030,75,1794,31,6,13,0,10,101,332.2,634,486,398.3,448.4,425.3,465.8,369.4,460,405,900.7,491.8,874.7,479.3,634,332.2,465.1,399.5,887.7,485.5,609.9,414.5
26115115019,MI,Monroe County,115019,3072,118,2724,50,15,14,0,10,141,2568,91,2300,46,12,14,0,6,99,485.1,948.3,812.2,576.6,781.2,598.7,790.6,508.6,760.2,584.2,1171.8,600.9,1111.9,632.7,948.3,485.1,786,567,1141.8,616.8,910.9,569.5
26115115020,MI,Monroe County,115020,1454,46,1325,8,3,1,0,12,59,1207,35,1110,0,3,1,0,7,51,257,555.1,429.5,295.6,417.2,289.6,420.2,252.2,404.9,281.6,647,303.9,609.3,315.3,555.1,257,417.9,279.8,628.1,309.6,497.6,285
26115115021,MI,Monroe County,115021,2486,104,2191,29,16,8,0,7,131,1933,57,1740,25,11,7,0,5,88,400.9,819,678.9,463,651.3,475.6,651.5,406.7,620.7,467.2,1004.9,500.2,976.9,516.9,819,400.9,650.6,453.1,990.9,508.6,771.9,461.5
26115115022,MI,Monroe County,115022,2072,68,1880,10,4,16,0,3,91,1565,42,1438,8,4,12,0,3,58,380.4,605.2,422,372,399,385,401,339,384,384,685,464,627,476,605.2,380.4,401.5,370,656,470,503.3,400.1
26115115023,MI,Monroe County,115023,2708,68,2450,44,0,23,1,7,115,2199,45,2014,31,0,17,1,7,84,389.2,636.1,577.9,503.1,548.9,527.1,559.9,467,539.9,512.1,904,615.2,861.9,602.2,636.1,389.2,556.6,502.3,882.9,608.8,661.2,516.6
26115115024,MI,Monroe County,115024,3365,84,3125,16,5,7,0,4,124,2440,45,2286,12,5,4,0,4,84,381.3,783.6,690,494,664,516,680,447,647,496,1131,671,1122,653,783.6,381.3,670.2,488.2,1126.5,662,816.8,522.6
26115115025,MI,Monroe County,115025,2496,74,2266,21,6,7,0,0,122,1998,47,1847,13,6,5,0,0,80,437,753.5,622,462.4,610.9,463.7,606.1,424,596,451.7,979.4,541.5,910,540.9,753.5,437,608.8,450.5,944.7,541.2,725.4,474.5
