GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_fis,uss_18_dem_ray,gov_18_rep_ric,gov_18_dem_kri,atg_18_rep_pet,sos_18_rep_evn,sos_18_dem_dan,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_sas,uss_20_dem_jan,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
3110100003P,NE,Keith County,00003P,857,55,758,0,0,0,0,1,43,670,35,608,0,0,0,0,1,26,416.5,42.1,361.4,43.1,360.4,54.1,364.4,361.4,43.1,402,57,394,34,416.5,42.1,361.9,46.7,398,45.5,380,45.5
3110100004P,NE,Keith County,00004P,780,62,690,0,3,5,2,0,18,661,43,598,0,3,4,2,0,11,317,41,250,34,246,46,255,257,32,376,64,349,54,317,41,252,37.3,362.5,59,292.9,45.2
3110100005P,NE,Keith County,00005P,502,14,478,0,1,2,0,0,7,383,3,371,0,1,2,0,0,6,170.2,28.7,147.5,26,141.1,36.9,152.5,147.5,28.7,235.1,37.1,217,25.3,170.2,28.7,147.2,30.5,226,31.2,173,30.4
3110100006P,NE,Keith County,00006P,284,10,266,0,0,1,0,0,7,227,8,212,0,0,1,0,0,6,117.5,14.9,99.6,13.9,99.6,15.9,100.6,98.6,14.9,140,20,135,16,117.5,14.9,99.6,14.9,137.5,18,113,16
3110100007P,NE,Keith County,00007P,302,11,286,0,1,0,0,0,4,254,0,251,0,1,0,0,0,2,160,27,138.6,24.4,132.6,34.7,143.3,138.6,27,220.9,34.9,204,23.7,160,27,138.3,28.7,212.5,29.3,162.6,28.6
3110100008P,NE,Keith County,00008P,1256,122,1095,4,3,8,1,1,22,970,68,879,1,3,7,0,1,11,530.4,93.2,415.4,107.1,402.3,133.6,459.2,425.4,100.6,534.8,156,514.8,108.9,530.4,93.2,425.6,113.7,524.8,132.4,468.9,116.6
3110100009P,NE,Keith County,00009P,1040,122,880,2,5,5,0,0,26,767,67,680,1,5,5,0,0,9,337,63,263,52,258,66,281,258,50,370,74,352,55,337,63,265,56,361,64.5,302.7,60
3110100010P,NE,Keith County,00010P,1164,146,948,9,1,10,3,0,47,877,97,739,5,0,10,1,0,25,325.7,91.4,238.9,82.7,242.2,93.5,280.2,249.9,78.4,330,94,317,58,325.7,91.4,252.8,84.8,323.5,76,283.4,83
3110100011P,NE,Keith County,00011P,604,65,515,0,0,2,0,0,22,487,42,427,0,0,2,0,0,16,246.6,42.8,192.6,40.9,191.7,48.4,217.8,205.7,34.4,278.2,53,265.2,39.1,246.6,42.8,201.9,41.3,271.7,46.1,228.3,43.1
3110100012P,NE,Keith County,00012P,814,111,656,0,2,0,1,11,33,602,64,510,0,2,0,0,10,16,300,53,208,64,216,71,236,216,59,289,87,263,66,300,53,219,64.7,276,76.5,246.9,66.7
3110300001P,NE,Keya Paha County,00001P,82,1,79,0,1,0,0,0,1,69,1,67,0,1,0,0,0,0,75.7,6.1,52.3,7.5,56.5,6.1,49,51.3,5.6,83.6,8.4,69.6,7.5,75.7,6.1,52.3,6.4,76.6,8,62.6,6.9
3110300002P,NE,Keya Paha County,00002P,214,8,204,0,0,0,0,0,2,171,6,164,0,0,0,0,0,1,85.3,6.9,58.8,8.5,63.6,6.9,55.1,57.8,6.4,94.3,9.5,78.4,8.5,85.3,6.9,58.8,7.2,86.4,9,70.5,7.8
3110300003P,NE,Keya Paha County,00003P,246,4,234,0,0,0,0,0,8,193,4,187,0,0,0,0,0,2,176.4,21.7,138.7,18.9,137.7,21.7,136.8,130.2,15.1,138.7,16,131.1,10.4,176.4,21.7,135.8,18.6,134.9,13.2,141.4,17.3
3110300004P,NE,Keya Paha County,00004P,227,7,217,0,0,0,0,0,3,179,3,174,0,0,0,0,0,2,127.1,5.8,90,7.7,93,8.9,83.8,85.3,7.3,164.2,15.5,152.4,14.9,127.1,5.8,88,8,158.3,15.2,113.7,10
3110500001P,NE,Kimball County,00001P,289,12,260,0,5,0,0,1,11,247,12,222,0,5,0,0,1,7,126,22,107,18,106,25,117,112,19,132,25,119,24,126,22,110.5,20.7,125.5,24.5,117,22.2
3110500002P,NE,Kimball County,00002P,482,16,449,0,2,4,0,0,11,397,10,374,0,2,3,0,0,8,273.1,30.6,234.1,32.1,234.2,48.6,248.4,236.1,31.5,299,31,279,22,273.1,30.6,238.2,37.4,289,26.5,257.7,32.6
3110500003P,NE,Kimball County,00003P,370,25,330,0,4,1,0,1,9,291,18,260,0,3,1,0,1,8,188,25,151,22,151,23,164,148,22,195,22,183,20,188,25,153.5,22.3,189,21,168.6,22.3
3110500004P,NE,Kimball County,00004P,859,79,743,0,8,2,0,1,26,664,53,586,0,6,1,0,1,17,294,49,263,45,255,60,278,260,50,355,67,338,59,294,49,264,51.7,346.5,63,291.9,55
3110500005P,NE,Kimball County,00005P,1434,130,1244,1,5,8,0,6,40,1163,90,1029,1,4,7,0,5,27,448.9,103.4,366.9,84.9,370.8,106.4,420.6,366.9,101.5,582,123,539,119,448.9,103.4,381.3,97.6,560.5,121,442.2,106.4
3110700001P,NE,Knox County,00001P,1308,67,1147,3,45,3,0,1,42,1040,50,927,3,31,3,0,0,26,533,110,406,81,387,117,438,376,109,566,157,537,122,533,110,401.8,102.3,551.5,139.5,463.3,116
3110700002P,NE,Knox County,00002P,1403,14,1330,5,12,4,0,6,32,1040,6,1004,4,5,4,0,1,16,558,123,496,99,497,124,519,456,122,691,149,626,123,558,123,492,115,658.5,136,549,123.3
3110700003P,NE,Knox County,00003P,1662,27,1556,8,20,9,0,2,40,1305,20,1226,8,14,9,0,1,27,725,124,566,96,569,117,574,521,103,796,144,713,101,725,124,557.5,105.3,754.5,122.5,637.7,114.2
3110700004P,NE,Knox County,00004P,390,11,307,0,57,2,0,1,12,299,9,250,0,29,2,0,1,8,124,26,94,27,96,29,89,76,29,176,47,155,30,124,26,88.8,28.3,165.5,38.5,115.7,31.3
3110700005P,NE,Knox County,00005P,955,26,248,0,648,4,0,0,29,596,15,202,0,361,4,0,0,14,115,110,139,139,129,154,180,125,146,176,160,183,127,115,110,143.2,146.3,179.5,143.5,149.6,139.3
3110700006P,NE,Knox County,00006P,661,14,482,0,126,2,0,0,37,522,10,406,0,74,2,0,0,30,258.1,64.2,259.1,64.3,260.2,75.3,260,230,75.3,296,67,254,64,258.1,64.2,252.3,71.6,275,65.5,259.6,68.3
3110700007P,NE,Knox County,00007P,1057,9,983,0,33,1,1,0,30,838,7,793,0,16,1,0,0,21,444.9,87.8,473.9,107.7,483.8,125.7,422,400,111.7,513,97,437,78,444.9,87.8,444.9,115.1,475,87.5,453.5,101.3
3110700008P,NE,Knox County,00008P,955,17,914,0,2,3,2,3,14,692,6,676,0,1,3,0,0,6,430,75,378,55,359,76,382,343,69,507,84,471,63,430,75,365.5,66.7,489,73.5,410,70.3
3110900001P,NE,Lancaster County,00001P,2556,105,2174,44,7,143,0,5,78,1856,61,1625,28,6,88,0,5,43,443.1,342.5,499,463,512,493,736,572,405,455.8,416.6,519.9,231.5,443.1,342.5,579.8,453.7,487.8,324.1,534,391.9
3110900002P,NE,Lancaster County,00002P,1379,64,1193,24,3,38,2,8,47,1043,34,926,18,3,30,2,3,27,319,351,268,310,284,317,433,301,289,362,384,394,248,319,351,321.5,305.3,378,316,337.3,316.5
3110900003P,NE,Lancaster County,00003P,2076,120,1788,51,9,16,0,4,88,1723,77,1538,37,7,16,0,2,46,384,406,297,434,312,445,501,331,404,458,550,513,375,384,406,360.2,427.7,485.5,462.5,399.4,435.7
3110900004P,NE,Lancaster County,00004P,1056,107,764,65,1,44,1,2,72,755,56,596,35,1,34,0,2,31,185,240,139,215,153,218,231,162,199,201,272,238,160,185,240,171.2,210.7,219.5,216,187,217.3
3110900005P,NE,Lancaster County,00005P,1323,78,1130,23,5,5,1,4,77,1004,48,884,16,4,5,1,4,42,248,367,241,408,242,423,358,265,381,312,453,362,228,248,367,276.5,404,337,340.5,289.7,376.7
3110900006P,NE,Lancaster County,00006P,1131,91,894,16,4,45,2,4,75,854,42,719,13,3,25,2,1,49,201,316,179,314,184,324,300,193,300,227,359,237,202,201,316,214,312.7,232,280.5,217.3,302.5
3110900008P,NE,Lancaster County,00008P,1328,143,969,60,10,28,3,4,111,1033,102,796,44,9,27,2,4,49,167.8,382.3,109,363,112,384,240,127,360,172.5,447.1,187.1,277.6,167.8,382.3,147,369,179.8,362.3,159.3,369
3110900009P,NE,Lancaster County,00009P,1128,131,847,39,10,23,2,12,64,881,70,716,24,7,20,1,7,36,162.3,431.3,101,351,112,362,223,119,345,154.5,520.1,196.9,263.8,162.3,431.3,138.8,352.7,175.7,391.9,152.7,378.9
3110900010P,NE,Lancaster County,00010P,1302,80,1145,4,2,19,0,0,52,996,47,906,4,1,11,0,0,27,276.6,198,247.6,246.3,258.7,253.3,370.8,276.7,226.3,367.5,421,438.9,221.8,276.6,198,288.4,242,403.2,321.4,319.5,261.1
3110900011P,NE,Lancaster County,00011P,1089,52,941,22,2,29,0,0,43,832,37,742,13,0,18,0,0,22,328.2,220.2,298.5,296.5,318.3,294.5,431.4,363,236,349.1,326.3,416.5,169.6,328.2,220.2,352.8,275.7,382.8,247.9,357.9,257.2
3110900012P,NE,Lancaster County,00012P,867,21,788,5,0,16,0,3,34,624,15,579,1,0,13,0,1,15,315.8,194.8,255.5,194.5,264.7,203.5,344.6,287,168,296.9,259.7,349.5,120.4,315.8,194.8,288,188.6,323.2,190.1,302,190.2
3110900014P,NE,Lancaster County,00014P,1394,47,1252,9,2,35,0,2,47,888,23,802,5,2,25,0,1,30,594.6,477.5,286.4,254.4,293.5,264.2,413.5,316.5,230.1,427.8,366.4,512.1,193,594.6,477.5,327.5,249.5,470,279.7,406.4,297.6
3110900015P,NE,Lancaster County,00015P,1456,63,1266,54,5,12,0,0,56,1126,36,1013,40,1,11,0,0,25,310,280,265,315,273,326,399,297,278,317,436,403,236,310,280,308.5,306.3,360,336,323.4,311.8
3110900016P,NE,Lancaster County,00016P,1484,70,1236,24,7,61,0,8,78,1121,35,969,18,7,47,0,5,40,323.9,265.6,299,289,294,307,411,315,268,342.8,328.4,389.4,201.9,323.9,265.6,329.8,288,366.1,265.1,339.3,276.6
3110900017P,NE,Lancaster County,00017P,1331,129,1023,59,2,31,0,4,83,988,82,790,40,2,27,0,2,45,276,298.2,195,268,208,272,316,219,253,271.2,356.4,312.5,233.8,276,298.2,234.5,264.3,291.9,295.1,256.8,280.2
3110900018P,NE,Lancaster County,00018P,1249,46,1092,28,5,48,0,0,30,942,22,850,20,3,31,0,0,16,330,255,275,274,287,268,390,292,247,361,344,408,210,330,255,311,263,384.5,277,334.7,266.3
3110900021P,NE,Lancaster County,00021P,1592,89,1352,24,9,28,0,7,83,1213,37,1094,11,4,25,0,0,42,454.4,375.8,385.8,451.4,411,450.4,578.2,428.2,384.8,491.5,547.3,577.3,309.2,454.4,375.8,450.8,428.9,534.4,428.2,475.2,419.8
3110900022P,NE,Lancaster County,00022P,1062,36,955,14,4,26,1,0,26,799,23,731,11,3,22,1,0,8,338.4,216.8,292.2,261.6,303,260.6,400.8,322.8,214.2,344.2,325.6,405.1,170.7,338.4,216.8,329.7,245.5,374.7,248.1,343.8,241.6
3110900023P,NE,Lancaster County,00023P,2371,161,1984,53,8,40,4,6,115,1883,101,1632,39,6,30,4,4,67,472.2,566.4,362,545,387,547,631,402,508,534.2,695.1,622.6,409.1,472.2,566.4,445.5,533.3,578.5,552.1,487.3,545.1
3110900027P,NE,Lancaster County,00027P,1736,122,1376,73,5,41,0,15,104,1359,72,1125,42,4,33,0,15,68,319,396,235,351,257,350,396,270,324,366,444,407,289,319,396,289.5,341.7,386.5,366.5,321.4,359
3110900028P,NE,Lancaster County,00028P,1735,168,1387,42,10,16,0,14,98,1357,102,1145,25,10,12,0,13,50,306,305.1,216.2,289,231.9,296.9,352.9,234.9,279.2,350.2,363.5,369.5,259.7,306,305.1,259,288.3,359.9,311.6,294.5,298.9
3110900029P,NE,Lancaster County,00029P,1737,157,1380,51,2,19,0,3,125,1383,87,1159,35,2,17,0,1,82,269.8,355.1,177.8,325.7,192.1,332.8,354,211.1,311.5,273.7,366.3,312.5,249.8,269.8,355.1,233.7,323.4,293.1,308.1,255.8,323.6
3110900031P,NE,Lancaster County,00031P,2229,157,1787,68,3,48,1,11,154,1713,91,1439,51,2,42,1,6,81,408,446,281,455,295,473,499,313,435,438,564,486,354,408,446,347,454.3,462,459,388.6,454.5
3110900032P,NE,Lancaster County,00032P,961,75,796,27,1,11,1,5,45,735,52,631,18,1,9,0,2,22,220,193,142,210,154,208,258,162,200,207,260,253,167,220,193,179,206,230,213.5,199.4,206.3
3110900033P,NE,Lancaster County,00033P,2004,206,1515,55,6,114,0,8,100,1679,142,1332,43,6,91,0,8,57,50.6,78,37.5,86,41.2,88.7,79.4,41,84.6,60.8,114,69.4,77.5,50.6,78,49.8,86.4,65.1,95.8,54.3,88.1
3110900034P,NE,Lancaster County,00034P,357,47,246,11,3,18,0,3,29,288,30,212,1,2,18,0,3,22,234.2,361,173.5,398,190.8,410.3,367.6,190,391.4,281.4,527.7,321.2,358.6,234.2,361,230.5,399.9,301.3,443.2,251.2,407.9
3110900035P,NE,Lancaster County,00035P,1928,175,1420,96,6,148,5,1,77,1653,119,1288,71,5,117,5,1,47,261.2,410.6,184,414,200,429,388,215,402,301.6,542.1,371.8,354.7,261.2,410.6,246.8,415,336.7,448.4,274.5,425.4
3110900036P,NE,Lancaster County,00036P,2017,287,1311,140,21,128,3,12,115,1578,188,1108,90,17,100,3,10,62,213.8,255.1,221,294,233,310,348,245,279,252.7,315.5,276.5,197.1,213.8,255.1,261.8,294.3,264.6,256.3,255.7,275.1
3110900038P,NE,Lancaster County,00038P,1296,87,1040,58,5,24,1,2,79,1003,58,838,43,3,21,0,1,39,215,213,156,223,160,237,261,167,219,238,309,276,197,215,213,186,226.3,257,253,210.4,233
3110900039P,NE,Lancaster County,00039P,1807,176,1281,146,6,112,5,1,80,1636,147,1193,129,6,109,5,1,46,127.4,181.2,84,169.4,87.3,179.3,175.3,100.5,160.9,131.3,225.9,143.2,158.9,127.4,181.2,111.8,169.9,137.2,192.4,121.3,179.3
3110900041P,NE,Lancaster County,00041P,1800,194,1226,135,24,57,1,8,155,1447,144,1051,94,19,48,1,8,82,178.9,293.4,120.7,285,139.9,287.1,274.7,144,275,210.2,356.5,233.4,252.9,178.9,293.4,169.8,282.4,221.8,304.7,186,291.6
3110900042P,NE,Lancaster County,00042P,598,57,417,80,8,5,0,3,28,477,36,354,53,6,4,0,3,21,66.6,94.8,44,88.6,45.7,93.7,91.7,52.5,84.1,68.7,118.1,74.8,83.1,66.6,94.8,58.5,88.8,71.8,100.6,63.4,93.7
3110900043P,NE,Lancaster County,00043P,1691,166,1244,91,11,59,0,10,110,1340,102,1030,80,11,49,0,10,58,229,303,156,292,164,303,286,177,284,273,392,285,293,229,303,195.8,293,279,342.5,224.3,311.2
3110900044P,NE,Lancaster County,00044P,1834,200,1396,59,22,35,0,7,115,1404,123,1126,44,13,29,0,6,63,290,348,200,310,208,335,375,215,312,337,426,357,310,290,348,249.5,319,347,368,283.1,340.2
3110900046P,NE,Lancaster County,00046P,2055,165,1563,107,7,105,1,13,94,1770,131,1403,76,7,91,0,12,50,232,429.1,193,469,206,474,391,226,442,290.4,570.5,339.5,348.9,232,429.1,254,461.7,315,459.7,268.3,455.6
3110900047P,NE,Lancaster County,00047P,1801,150,1435,73,11,31,4,9,88,1483,81,1244,50,11,26,4,1,66,250,344.9,198,363,214,371,365,232,341,279.6,523.5,320.5,352.1,250,344.9,252.2,358.3,300,437.8,265.6,382.6
3110900049P,NE,Lancaster County,00049P,1208,101,904,69,20,31,9,4,70,979,63,769,52,15,26,9,4,41,156.4,393.7,108,374,123,382,238,132,360,170.6,475.7,189.7,273.3,156.4,393.7,150.2,372,180.2,374.5,159.7,376.5
3110900050P,NE,Lancaster County,00050P,1733,120,1444,49,12,23,0,6,79,1322,75,1146,34,5,19,0,0,43,369,584,305,524,321,541,505,352,488,386,644,451,367,369,584,370.8,517.7,418.5,505.5,384.1,524.7
3110900051P,NE,Lancaster County,00051P,955,65,764,34,2,28,0,10,52,754,39,639,22,2,19,0,5,28,178,316,141,313,150,319,259,165,290,187,369,227,203,178,316,178.8,307.3,207,286,186.7,301.7
3110900053P,NE,Lancaster County,00053P,1133,67,946,19,4,50,0,5,42,874,47,752,13,4,35,0,5,18,219,364,193,330,197,341,323,228,299,238,415,271,230,219,364,235.2,323.3,254.5,322.5,238.4,329.8
3110900054P,NE,Lancaster County,00054P,1212,69,1020,49,4,29,0,6,35,997,52,873,36,4,18,0,2,12,190,318,136,276,142,285,241,149,263,194,366,230,218,190,318,167,274.7,212,292,183.1,287.7
3110900055P,NE,Lancaster County,00055P,884,59,724,30,7,26,1,1,36,665,30,572,20,5,18,1,1,18,150.6,231,131,229,136,236,212,143,217,178,320.1,210.3,204.6,150.6,231,155.5,227.3,194.2,262.4,165.8,239.6
3110900056P,NE,Lancaster County,00056P,1017,57,875,14,0,24,2,5,40,794,44,689,11,0,17,2,4,27,173,312,184,299,193,305,309,217,270,250,355,276,206,173,312,225.8,291.3,263,280.5,228.9,291.2
3110900057P,NE,Lancaster County,00057P,752,47,595,26,3,39,0,6,36,577,30,472,17,1,28,0,4,25,145,230,104,209,110,211,189,122,193,149,225,156,147,145,230,131.2,204.3,152.5,186,139.3,202.5
3110900058P,NE,Lancaster County,00058P,637,27,568,6,1,7,0,1,27,505,22,467,2,0,5,0,1,8,143.7,144.6,145.4,152.4,157.6,142.8,190.4,161.9,129,172.4,173.3,211.7,84.7,143.7,144.6,163.8,141.4,192.1,129,169,137.8
3110900059P,NE,Lancaster County,00059P,824,46,696,16,9,20,3,0,34,633,30,557,13,0,14,3,0,16,220,279,187,300,196,301,288,212,261,217,336,255,162,220,279,220.8,287.3,236,249,225,273.2
3110900060P,NE,Lancaster County,00060P,997,45,896,5,2,12,0,4,33,772,36,691,5,0,12,0,4,24,307,259,285,307,322,279,425,338,245,323,344,394,161,307,259,342.5,277,358.5,252.5,342,265.8
3110900061P,NE,Lancaster County,00061P,1207,39,1077,24,6,37,0,0,24,1046,38,932,23,3,35,0,0,15,279.7,290.7,308.6,386.6,325.4,396.2,480.6,350.1,344,381.2,470.1,446.4,245.1,279.7,290.7,366.2,375.6,413.8,357.6,367.4,355.4
3110900063P,NE,Lancaster County,00063P,1130,63,964,20,8,25,1,1,48,846,30,759,3,2,24,1,1,26,280,318,256,343,251,364,382,287,314,274,407,313,238,280,318,294,340.3,293.5,322.5,291.9,330.7
3110900064P,NE,Lancaster County,00064P,839,32,748,13,0,17,0,1,28,627,16,569,8,0,16,0,1,17,216.6,255.3,195,261,200,269,288,233,220,235.3,347.2,287.3,149.7,216.6,255.3,229,250,261.3,248.4,236.5,250.4
3110900065P,NE,Lancaster County,00065P,1053,57,918,23,3,15,0,4,33,703,27,629,15,3,12,0,0,17,240.4,199.7,232,243,241,248,322,248,221,248.7,271.8,285.7,143.3,240.4,199.7,260.8,237.3,267.2,207.6,259.7,221.1
3110900066P,NE,Lancaster County,00066P,972,51,819,8,0,26,0,5,63,720,30,631,8,0,20,0,4,27,288,220,259,228,261,236,360,305,184,296,298,354,146,288,220,296.2,216,325,222,303.3,218.7
3110900067P,NE,Lancaster County,00067P,1049,14,967,25,3,12,0,1,27,969,11,907,17,3,11,0,1,19,214,265,274,327,290,326,394,314,285,314,424,389,207,214,265,318,312.7,351.5,315.5,312.7,305.7
3110900068P,NE,Lancaster County,00068P,1091,43,969,27,4,20,0,4,24,893,20,813,20,2,16,0,4,18,306,338,263,370,276,371,430,303,326,314,437,364,220,306,338,318,355.7,339,328.5,322.3,343.7
3110900069P,NE,Lancaster County,00069P,1271,93,1071,18,2,16,0,6,65,1090,65,951,11,2,10,0,6,45,232.2,232.2,218,355,242,351,364,267,313,280.5,370.5,329.8,212.3,232.2,232.2,272.8,339.7,305.1,291.4,276.2,305.7
3110900070P,NE,Lancaster County,00070P,1201,37,1081,16,1,18,1,6,41,981,18,906,15,1,15,0,3,23,159.8,156.6,279,362,305,354,434,315,317,183.5,231.9,215.2,131.3,159.8,156.6,333.2,344.3,199.4,181.6,270.2,258.8
3110900071P,NE,Lancaster County,00071P,1505,79,1244,28,8,81,0,1,64,1264,53,1068,23,8,61,0,1,50,307,375,291,418,296,440,462,324,391,340,544,424,305,307,375,343.2,416.3,382,424.5,349.1,412.2
3110900072P,NE,Lancaster County,00072P,1359,42,1226,5,0,48,0,0,38,1079,26,995,5,0,26,0,0,27,409,364,374,412,399,406,567,423,353,454,496,545,228,409,364,440.8,390.3,499.5,362,453,376.5
3110900073P,NE,Lancaster County,00073P,1381,86,1188,12,1,55,0,1,38,1134,57,995,9,1,47,0,1,24,423,329,387,375,396,375,544,424,328,447,476,534,251,423,329,437.8,359.3,490.5,363.5,450.7,355.7
3110900074P,NE,Lancaster County,00074P,1051,35,894,10,1,67,0,1,43,890,18,778,10,1,53,0,1,29,260,259,264,282,255,297,393,301,234,297,377,362,160,260,259,303.2,271,329.5,268.5,304.6,268.2
3110900075P,NE,Lancaster County,00075P,942,30,823,8,2,35,1,7,36,721,10,658,8,0,24,0,4,17,261,226,254,287,269,285,366,289,246,317,328,367,178,261,226,294.5,272.7,342,253,303.3,258.3
3110900076P,NE,Lancaster County,00076P,1143,37,1014,13,0,28,0,4,47,926,25,837,12,0,26,0,2,24,374.9,252.7,377,335,388,325,518,412,296,463.8,444,555.7,211.5,374.9,252.7,423.8,318.7,509.8,327.8,441.3,310.7
3110900077P,NE,Lancaster County,00077P,719,30,628,10,4,17,2,3,25,571,15,514,10,3,15,0,1,13,229.4,235.1,180,207,183,218,271,203,184,290.2,359.4,345.4,197.6,229.4,235.1,209.2,203,317.8,278.5,243.2,233.5
3110900078P,NE,Lancaster County,00078P,860,41,745,3,3,26,2,2,38,685,30,609,3,1,23,0,2,17,201,232,209,267,215,266,314,243,230,239,317,275,194,201,232,245.2,254.3,257,255.5,242.3,251
3110900080P,NE,Lancaster County,00080P,1270,52,1077,40,3,50,0,2,46,911,40,788,27,0,40,0,0,16,347.4,328.9,248.4,263,257.1,265.9,358,271.7,230.9,304.7,389.1,386.2,215.4,347.4,328.9,283.8,253.3,345.4,302.3,310.5,282.2
3110900081P,NE,Lancaster County,00081P,2299,244,1818,61,12,22,7,37,98,1902,167,1570,34,11,14,7,33,66,364.4,378.6,231,347,258,353,380,266,323,404.8,524.9,471.7,344.3,364.4,378.6,283.8,341,438.2,434.6,339.4,378.5
3110900082P,NE,Lancaster County,00082P,1621,92,1347,66,6,34,2,6,68,1252,55,1091,39,6,27,2,2,30,368.4,393.5,255.4,346.8,269.5,346.8,409.2,286.6,311.6,371.2,493.6,423.5,302.3,368.4,393.5,305.1,335.1,397.4,397.9,340.5,365.8
3110900083P,NE,Lancaster County,00083P,1549,86,1284,54,7,44,3,4,67,1207,61,1032,31,7,34,3,2,37,328.4,364.8,255.8,321.1,274.7,327.7,397.8,287,302.2,354.4,444.1,408.9,286.5,328.4,364.8,303.8,317,381.6,365.3,329.6,341.1
3110900084P,NE,Lancaster County,00084P,2452,91,2059,44,2,170,1,0,85,1688,64,1447,27,2,118,0,0,30,424,387,348,369,344,389,511,382,337,607,613,691,358,424,387,396.2,365,649,485.5,472.4,408.8
3110900086P,NE,Lancaster County,00086P,1137,72,954,43,3,13,1,6,45,883,48,767,27,1,12,1,5,22,301.8,244.7,197,241,207,252,302,231,219,280.3,294,307.9,175.9,301.8,244.7,234.2,237.3,294.1,234.9,261,237.8
3110900087P,NE,Lancaster County,00087P,1149,58,1001,16,2,23,0,4,45,890,39,792,15,2,17,0,4,21,310,329,257,304,270,306,395,287,277,305,348,365,197,310,329,302.2,295.7,335,272.5,312.7,293.5
3110900088P,NE,Lancaster County,00088P,1165,38,1043,13,4,26,0,7,34,860,24,786,6,4,22,0,4,14,343,328,314,326,313,333,466,350,288,387,420,452,228,343,328,360.8,315.7,419.5,324,375,320.5
3110900089P,NE,Lancaster County,00089P,1169,38,1005,41,0,37,1,1,46,917,22,809,26,0,35,1,0,24,355.7,293.6,298.6,260.7,296.8,270.9,390.2,323.6,231.1,350.4,338.4,413.3,162.7,355.7,293.6,327.3,254.2,381.8,250.5,346.9,259.6
3110900090P,NE,Lancaster County,00090P,1449,72,1168,35,2,91,1,4,76,1033,21,895,21,0,55,0,0,41,293.4,356.9,256.4,316.9,258.7,327,384.7,278.1,288.9,344.1,465.7,439.6,232.4,293.4,356.9,294.5,310.9,391.9,349.1,322.2,331.3
3110900091P,NE,Lancaster County,00091P,1207,57,997,26,0,74,0,1,52,908,39,759,19,0,64,0,0,27,319.2,331.2,269.2,309.2,287.2,312.2,414.2,297.2,283.1,346.2,416.2,396.2,239.1,319.2,331.2,316.9,301.5,371.2,327.7,332.8,315.2
3110900092P,NE,Lancaster County,00092P,868,34,770,6,2,31,0,3,22,680,17,619,5,2,27,0,1,9,282,262,230,259,237,263,340,262,228,266,310,318,149,282,262,267.2,250,292,229.5,276.4,245.2
3110900093P,NE,Lancaster County,00093P,1159,38,1047,3,0,29,0,1,41,883,12,827,1,0,25,0,0,18,338.7,271.1,396,292,412,288,517,431,256,376,338.7,433.8,178.7,338.7,271.1,439,278.7,404.9,258.7,414.9,270.7
3110900094P,NE,Lancaster County,00094P,1115,44,943,27,10,41,1,6,43,954,28,838,19,6,33,1,1,28,435.2,499.5,219,305,234,293,342,266,253,417.9,597,498.3,321.6,435.2,499.5,265.2,283.7,458.1,459.3,344.6,378.2
3110900095P,NE,Lancaster County,00095P,1106,45,933,16,3,41,0,4,64,839,34,719,12,1,30,0,3,40,268,303,229,296,236,306,349,276,246,301,350,343,196,268,303,272.5,282.7,322,273,286,282.8
3110900096P,NE,Lancaster County,00096P,1015,73,840,20,5,30,0,5,42,752,35,657,16,2,16,0,4,22,111.2,100.4,168,228,167,241,263,190,210,99.1,123.3,112.9,78.7,111.2,100.4,197,226.3,106,101,158.7,163.6
3110900097P,NE,Lancaster County,00097P,1907,152,1479,92,4,41,0,7,132,1500,102,1228,62,1,34,0,7,66,288,385,195,396,212,416,392,231,378,283,517,321,367,288,385,257.5,396.7,302,442,274.6,409.8
3110900098P,NE,Lancaster County,00098P,1201,44,1056,14,6,21,0,8,52,925,23,822,9,6,21,0,2,42,246.8,257.8,211,333,209,355,346,242,306,193.1,298.9,237.9,172.6,246.8,257.8,252,331.3,215.5,235.7,240.8,287.2
3110900099P,NE,Lancaster County,00099P,1523,115,1208,75,11,29,1,0,84,1131,67,931,50,11,26,1,0,45,290.2,290.2,177.9,245.1,188.8,261.5,293,203.4,227.2,266.2,366.4,292.8,240.3,290.2,290.2,215.8,244.6,279.5,303.4,244.6,271.8
3110900100P,NE,Lancaster County,00100P,1223,65,1020,22,5,53,0,5,53,983,43,855,15,5,42,0,2,21,331,322,281,346,281,357,408,321,309,342,427,405,234,331,322,322.8,337.3,373.5,330.5,338.4,332.5
3110900103P,NE,Lancaster County,00103P,1646,140,1313,65,14,15,10,8,81,1273,83,1062,44,10,15,10,7,42,293,424,220,396,232,417,373,248,384,312,520,356,316,293,424,268.2,399,334,418,290.6,409.5
3110900104P,NE,Lancaster County,00104P,1412,89,1193,41,4,14,2,1,68,1228,58,1076,30,2,13,2,1,46,361.4,414.4,306,398,336,404,500,353,362,388.8,496.2,444.1,294.9,361.4,414.4,373.8,388,416.4,395.6,384.2,394.9
