GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_blu,uss_16_dem_kan,gov_16_rep_gre,gov_16_dem_kos,atg_16_rep_haw,atg_16_dem_hen,sos_16_rep_ash,sos_16_dem_smi,uss_18_rep_haw,uss_18_dem_mcc,pre_20_rep_tru,pre_20_dem_bid,gov_20_rep_par,gov_20_dem_gal,atg_20_rep_sch,atg_20_dem_fin,sos_20_rep_ash,sos_20_dem_fal,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
29183000231,MO,St. Charles County,000231,2324,43,2161,11,0,39,0,7,63,1894,27,1776,9,0,37,0,7,38,993.3,391,937.3,469.8,933.4,471.2,1068.3,343.4,1043.7,341.2,863.3,429.6,990.6,449.7,1015.6,427.5,1044.4,352.1,1073.6,329,995.2,403.3,863.3,429.6,1031,389.5,996.4,400.4
29183000234,MO,St. Charles County,000234,1881,44,1733,26,1,18,1,2,56,1480,20,1385,25,0,13,1,0,36,784,287,720,383,721,381,828,275,793,302,663,380,845,422,851,420,893,341,894,355,769.2,325.6,663,380,870.8,384.5,799.2,354.6
29185000002,MO,St. Clair County,000002,627,8,589,0,2,1,0,0,27,547,6,516,0,1,1,0,0,23,227,108,190,140,189,150,202,145,218,110,176,119,291,101,287,98,286,92,283,98,205.2,130.6,176,119,286.8,97.2,234.9,116.1
29185000003,MO,St. Clair County,000003,192,3,185,0,0,0,0,0,4,158,2,153,0,0,0,0,0,3,53.3,6.1,45.2,12.5,44,16.4,50.3,11.2,52,7.1,41,7.8,60.6,7.8,60.6,7.3,59.6,7.6,60.8,7.3,49,10.7,41,7.8,60.4,7.5,52.7,9.1
29185000004,MO,St. Clair County,000004,296,1,274,0,1,2,0,1,17,251,1,232,0,0,2,0,1,15,164.7,18.9,139.8,38.5,136,50.6,155.7,34.8,161,21.9,127,24.2,187.4,24.2,187.4,22.7,184.4,23.4,188.2,22.7,151.4,32.9,127,24.2,186.8,23.2,163.2,28.2
29185000005,MO,St. Clair County,000005,356,11,333,0,3,4,1,1,3,280,4,266,0,2,4,1,1,2,237,68.9,199.4,107.6,199.1,110.3,210.9,106.9,228,78,184.8,78.7,264.2,65.1,254.4,74.1,257.2,61.6,263.8,55.7,214.9,94.3,184.8,78.7,259.9,64.1,229.9,80.7
29185000006,MO,St. Clair County,000006,1407,16,1291,8,20,3,0,1,68,1081,9,998,6,10,3,0,1,54,319,92.7,268.4,144.7,267.9,148.5,283.9,143.8,306.8,104.9,248.7,105.9,355.5,87.6,342.4,99.8,346.1,82.9,355,74.9,289.2,126.9,248.7,105.9,349.8,86.3,309.4,108.6
29185000007,MO,St. Clair County,000007,232,14,202,2,0,0,0,5,9,188,8,167,2,0,0,0,5,6,123,35.8,103.4,55.8,103.3,57.2,109.4,55.4,118.3,40.4,95.9,40.8,137,33.8,132,38.5,133.4,32,136.8,28.9,111.5,48.9,95.9,40.8,134.8,33.3,119.2,41.9
29185000008,MO,St. Clair County,000008,471,15,437,0,2,1,0,2,14,371,5,349,0,2,1,0,1,13,209.1,69.6,179.4,100.6,172.3,112,198.5,96.5,202.1,85.9,178.3,83.5,261,73.8,251.4,75.3,253.1,69.5,254.8,74.2,192.3,92.9,178.3,83.5,255.1,73.2,216,84.1
29185000009,MO,St. Clair County,000009,498,10,464,0,3,1,0,3,17,375,6,348,0,3,1,0,3,14,212.7,25.5,176.2,55.3,173.8,61.4,186.5,51,196.9,35.2,167.1,40.1,227.2,23.1,226.6,21.9,221.8,20,222.4,21.3,189.2,45.7,167.1,40.1,224.5,21.6,201.1,35.5
29185000010,MO,St. Clair County,000010,167,1,151,0,2,1,0,1,11,132,1,121,0,2,1,0,0,7,137.3,16.5,113.8,35.7,112.2,39.6,120.5,33,127.1,22.8,107.9,25.9,146.8,14.9,146.4,14.1,143.2,12.9,143.6,13.7,122.2,29.5,107.9,25.9,145,13.9,129.9,22.9
29185000011,MO,St. Clair County,000011,293,8,267,1,0,0,0,3,14,225,4,210,1,0,0,0,3,7,178.7,43.7,155.5,60.8,156.4,67.4,176.3,55.5,164.5,54.1,152.2,54.1,204.8,53.1,206.2,48.9,206.7,44.1,207.7,44.6,166.3,56.3,152.2,54.1,206.4,47.7,180.9,52.6
29185000012,MO,St. Clair County,000012,553,10,515,2,2,0,2,0,22,449,7,419,2,1,0,2,0,18,102.7,27.8,84.9,49.1,90.3,44.5,100.7,35.6,101,32.4,84.4,36.9,118.3,37.3,116.6,39.3,120.9,30.4,122.7,29.5,95.9,37.9,84.4,36.9,119.6,34.1,104.3,36.3
29185000013,MO,St. Clair County,000013,772,15,715,3,13,0,0,1,25,569,4,538,3,7,0,0,0,17,370.3,100.2,306.1,176.9,325.7,160.5,363.3,128.4,364,116.7,304.6,133.1,426.7,134.7,420.4,141.7,436.1,109.6,442.3,106.5,345.9,136.5,304.6,133.1,431.4,123.1,375.9,130.8
29185000014,MO,St. Clair County,000014,929,15,866,1,4,0,0,0,43,702,13,657,1,1,0,0,0,30,300.2,84.4,244.3,135.8,254.4,132.5,271.1,124.1,284,98.4,228.1,108.5,301.9,88.3,304.1,80.5,298.5,83.3,307.5,66.5,270.8,115.1,228.1,108.5,303,79.7,279.4,100.2
29185000015,MO,St. Clair County,000015,687,12,628,1,3,0,0,0,43,548,5,503,1,3,0,0,0,36,236.8,66.6,192.7,107.2,200.6,104.5,213.9,97.9,224,77.6,179.9,85.6,238.1,69.7,239.9,63.5,235.5,65.7,242.5,52.5,213.6,90.7,179.9,85.6,239,62.8,220.4,79.1
29185000016,MO,St. Clair County,000016,198,4,177,1,3,0,0,2,11,168,4,151,1,0,0,0,2,10,51.4,17.3,44.1,25,42.3,27.9,48.8,24,49.8,21.4,43.9,20.7,64.4,18.3,62,18.7,62.4,17.3,62.8,18.5,47.3,23.1,43.9,20.7,62.9,18.2,53.2,20.9
29185000017,MO,St. Clair County,000017,620,7,576,1,2,2,1,2,29,469,4,436,1,2,1,1,2,22,192.3,46.9,167.3,65.3,168.3,72.4,189.7,59.7,177,58.1,163.7,58.1,220.3,57.1,221.9,52.5,222.4,47.4,223.4,47.9,178.9,60.5,163.7,58.1,222,51.3,194.6,56.6
29185000018,MO,St. Clair County,000018,424,18,383,1,0,2,0,0,20,354,9,325,1,0,2,0,0,17,217.5,60.5,186.5,84.2,164.4,115.3,189.9,94.4,202.3,69.5,162.7,71.2,240.7,55.4,237.3,55.4,235.6,54.2,241.8,50.3,192.1,84.8,162.7,71.2,238.9,53.8,207.9,71
29185000019,MO,St. Clair County,000019,562,10,514,5,3,2,3,1,24,443,2,408,5,2,2,3,1,20,168,46.7,144,65.1,127,89,146.6,72.9,156.2,53.7,125.7,55,185.9,42.8,183.3,42.8,182,41.9,186.8,38.9,148.4,65.5,125.7,55,184.5,41.6,160.6,54.9
29186000002,MO,Ste. Genevieve County,000002,1128,10,1062,3,4,0,0,3,46,833,6,792,3,0,0,0,0,32,292.3,119.4,209.9,203.4,200.6,217.3,243.3,165,233.7,166.9,224.2,164,414.1,133.6,389.9,139.6,384.6,127.6,395.1,112.8,236,174.4,224.2,164,395.9,128.4,298.8,155
29186000003,MO,Ste. Genevieve County,000003,890,3,848,0,3,0,0,1,35,706,1,676,0,3,0,0,1,25,322,104.7,244.3,174.5,258.2,183.5,298.1,142.6,281.2,148.6,240.3,141.6,380.9,132.6,359.9,143.6,374.9,115.7,371.9,122.6,280.8,150.8,240.3,141.6,371.9,128.6,313.2,141
29186000004,MO,Ste. Genevieve County,000004,742,12,695,3,3,0,0,0,29,562,8,537,3,3,0,0,0,11,289,61.3,237.7,109.5,244.8,111.5,277.9,80.4,255.8,90.4,201.7,91.4,315.1,82.4,316.1,76.4,310.1,73.3,310.1,75.4,261,90.6,201.7,91.4,312.8,76.9,275.8,85.2
29186000005,MO,Ste. Genevieve County,000005,2458,37,2302,3,3,2,1,5,105,1897,24,1793,3,0,2,1,0,74,811.1,342.7,603.8,519.4,625.3,529.8,730.1,450.8,680.9,435.4,561.5,424.6,1003.3,437.7,948.2,463.7,965.7,389.5,958,381.1,690.2,455.6,561.5,424.6,968.8,418,788.8,437.5
29186000006,MO,Ste. Genevieve County,000006,2243,41,2091,15,4,6,1,3,82,1755,30,1660,4,1,6,1,3,50,771.1,264.3,568.9,467.5,587.9,469.5,642,394.4,633.9,392.4,566.8,384.4,934.3,291.4,860.3,339.4,862.2,279.4,900.2,257.4,640.7,397.6,566.8,384.4,889.3,291.9,732.8,354
29186000007,MO,Ste. Genevieve County,000007,885,13,841,1,3,1,0,0,26,704,10,674,1,1,1,0,0,17,320.9,163.6,232.8,259.7,228.3,268.4,265.4,218.8,261.9,207.3,209.2,209.1,425.2,156,397.2,177.4,398.8,135.5,406.8,136.1,261.9,223.6,209.2,209.1,407,151.2,314.7,193.2
29186000009,MO,Ste. Genevieve County,000009,1164,8,1099,7,3,0,0,2,45,888,3,846,0,3,0,0,2,34,410.9,109.7,327.1,190.5,337.1,188.5,368,165.6,364.1,162.6,316.2,164.6,504.7,143.6,488.7,159.6,474.8,150.6,479.8,147.6,361.5,163.4,316.2,164.6,487,150.4,407.1,158.3
29186000010,MO,Ste. Genevieve County,000010,515,9,462,6,4,0,0,0,34,393,5,352,6,3,0,0,0,27,138.4,91.2,98.1,126.6,98.3,128.6,118.1,109.5,108.7,113.4,93.3,91.5,176.9,75.6,156.8,101.1,167.2,72.2,168.6,72.7,112.3,113.9,93.3,91.5,167.3,80.4,132.4,98.2
29186000011,MO,Ste. Genevieve County,000011,1096,7,1072,0,0,1,0,1,15,835,5,818,0,0,1,0,0,11,364.6,183.2,263.2,272.6,273,278.1,293.6,246.8,314.5,227.3,257.2,256.1,400,149.9,366.7,181,379.5,129.2,396,113.8,301.8,241.6,257.2,256.1,385.5,143.5,330.8,203.8
29186000012,MO,Ste. Genevieve County,000012,1833,42,1660,31,10,2,0,0,88,1423,26,1306,23,9,2,0,0,57,312.9,222.4,253.2,292.9,259.7,298.7,305.3,243,283.1,257.3,223.6,274.8,344.9,223.6,333.8,224.5,341.1,199.7,351.3,186.6,282.8,262.8,223.6,274.8,342.8,208.6,300.9,242.3
29186000013,MO,Ste. Genevieve County,000013,3179,76,2716,247,9,16,0,3,112,2635,65,2224,238,9,16,0,2,81,757.1,450.1,562.2,662.8,610.4,639.4,715.5,509.5,665.6,539.5,554.6,564.5,794.7,435.3,732.5,464.8,777.1,372.2,822.9,325.4,662.1,560.3,554.6,564.5,781.8,399.4,699.3,496.4
29186000014,MO,Ste. Genevieve County,000014,2346,11,2279,4,8,1,0,1,42,1882,5,1838,3,7,1,0,0,28,710.5,431.1,498.5,652.4,522,658.6,587.2,564.9,583.8,543.3,457.8,584,943.2,453.7,836.8,542.4,864,432.1,921.5,396.3,580.4,570.1,457.8,584,891.4,456.1,692.5,525.9
29187000002,MO,St. Francois County,000002,2044,14,1916,4,3,0,2,5,100,1606,10,1511,3,2,0,0,4,76,675,215,494,371,553,337,597,300,546,308,507,287,1053,260,972,308,994,253,1026,223,573,306.2,507,287,1011.2,261,741.7,286.2
29187000005,MO,St. Francois County,000005,8917,144,7050,1281,31,22,7,29,353,7358,111,5700,1261,30,18,4,9,225,1678.5,702,1206.2,1113.2,1345.3,1034.3,1508.1,910.6,1418.8,921.7,1212.9,820.8,2064.2,756.5,1840.8,871.8,1954,695.3,2033.2,642.2,1431.4,936.4,1212.9,820.8,1973,741.4,1626.2,846.8
29187000006,MO,St. Francois County,000006,1329,25,1201,27,4,11,1,4,56,1018,15,923,27,3,11,0,4,35,393.1,96.3,294.1,181.1,317.9,159.2,367.4,116.4,341.8,130.6,352.8,182.7,378.8,135.4,360.8,137.2,367.4,113.7,380.2,101.4,342.9,136.7,352.8,182.7,371.8,121.9,355.4,135.4
29187000007,MO,St. Francois County,000007,1295,14,1200,12,5,1,0,3,60,968,6,904,8,4,1,0,3,42,339,145.7,232,238.9,269.7,215.9,309.4,180.7,275.5,202.9,262.4,195.6,419.2,182.2,386.7,208.8,409,174.2,435.6,149.9,285.1,196.8,262.4,195.6,412.6,178.8,333.9,189.5
29187000008,MO,St. Francois County,000008,1866,20,1730,13,2,3,0,1,97,1466,7,1375,9,2,3,0,1,69,562,213.6,402.2,359.9,440.7,341.8,510.2,270.6,467.3,288.3,410.2,260,656.2,271.5,610.2,282.7,631,248.4,640.1,237.5,476.5,294.8,410.2,260,634.4,260,533,277.4
29187000009,MO,St. Francois County,000009,2303,31,2135,3,0,14,0,4,116,1828,26,1697,3,0,14,0,3,85,695.9,265.1,500.8,426.2,572.4,394.4,625,346.1,574.7,370,512,351.1,846.6,312.5,800.8,329.1,828.9,297.5,841.7,282,593.8,360.4,512,351.1,829.5,305.3,679.9,337.4
29187000010,MO,St. Francois County,000010,3320,37,3145,12,19,15,0,10,82,2602,26,2469,7,18,11,0,10,61,1138,306,880,513,936,500,1054,401,986,411,853,415,1130,294,1084,324,1104,279,1154,228,998.8,426.2,853,415,1118,281.2,1031.9,367.1
29187000011,MO,St. Francois County,000011,5994,99,5468,82,3,74,0,22,246,4552,53,4196,63,1,54,0,16,169,1714,539.2,1387.8,855.2,1450.3,844.7,1608.5,690.7,1539.9,706,1312.1,732.2,1641.7,535.1,1581.3,569.2,1649.5,438.6,1663.8,401.3,1540.1,727.1,1312.1,732.2,1634.1,486.1,1554.9,631.2
29187000012,MO,St. Francois County,000012,4571,102,4053,66,5,121,0,0,224,3676,69,3295,46,0,94,0,0,172,1248.8,567.3,1034.6,770.1,1099.2,748,1221.5,658.7,1148.9,688.7,949.9,641.3,921.7,477.3,882.5,482.1,906.5,420.9,956.6,385.6,1150.6,686.6,949.9,641.3,916.8,441.5,1037,584
29187000013,MO,St. Francois County,000013,6485,155,5250,858,25,20,0,11,166,5727,121,4596,844,25,20,0,7,114,867.3,356.6,666.8,534,745.6,493.1,812.4,437.4,766.6,444,652.8,440,766.1,331.6,719.2,353.1,761.6,295.1,776.1,270,771.7,453,652.8,440,755.7,312.4,753.4,395.5
29187000014,MO,St. Francois County,000014,4228,86,3824,57,20,44,1,4,192,3223,42,2950,45,10,36,0,4,136,1098,444.5,857.2,669.2,914.4,647,1042.8,542.6,1020.5,524.8,864.1,447.5,927.9,331.8,883.7,336,899.9,278.4,931.4,248.3,986.6,565.6,864.1,447.5,910.7,298.6,944,447
29187000016,MO,St. Francois County,000016,1032,20,951,2,3,0,0,3,53,823,11,759,2,2,0,0,1,48,356,99,250,163,287,143,296,146,277,138,259,128,515,154,486,159,496,146,517,137,293.2,137.8,259,128,503.5,149,373.9,141.3
29187000017,MO,St. Francois County,000017,1167,17,1099,7,0,2,0,0,42,868,7,825,7,0,1,0,0,28,365,108,282,174,307,160,348,130,319,139,313,135,552,176,553,159,551,137,574,122,324.2,142.2,313,135,557.5,148.5,416.4,144
29187000018,MO,St. Francois County,000018,1030,57,823,37,2,12,0,29,70,867,52,687,35,2,8,0,28,55,200.1,59,136.7,112.8,167.2,95.2,172.2,91.1,162.8,89.8,152.1,89.7,290.8,101.3,271.2,115.6,288.3,89.2,294.4,78.6,167.8,89.6,152.1,89.7,286.2,96.2,213.6,92.2
29187000019,MO,St. Francois County,000019,2636,27,2446,7,6,0,0,4,146,1999,18,1883,6,4,0,0,0,88,833.5,291.9,590.2,505.3,706.3,422.5,722,426.1,680.2,416.1,536.5,324.1,1159.9,321.2,1098.5,345,1122.1,282.5,1130.9,276.2,706.4,412.4,536.5,324.1,1127.8,306.2,858,361.1
29187000020,MO,St. Francois County,000020,1161,13,1107,0,2,5,0,0,34,919,13,877,0,2,3,0,0,24,477,96,401,168,391,187,459,147,424,156,386,113,671,120,658,136,657,126,666,106,430.4,150.8,386,113,663,122,519,135.5
29187000021,MO,St. Francois County,000021,3590,46,3201,48,10,13,2,15,255,2740,25,2486,45,10,7,2,6,159,1036.3,339.3,734.6,600.4,841.9,539,894.8,497.1,857.1,495.6,740.4,441,1301.3,493.4,1190.9,548.5,1240.1,454.3,1273.5,425.7,872.9,494.3,740.4,441,1251.5,480.5,1011.1,483.4
29187000023,MO,St. Francois County,000023,3190,35,2942,54,13,6,2,7,131,2357,28,2172,37,12,6,2,6,94,613.8,214.5,432.6,385.7,518.4,320.4,541,299.8,499.4,315.8,424,255.3,712.6,282.6,639.7,331,688.3,256.5,712.9,243.9,521.1,307.2,424,255.3,688.4,278.5,578.3,290.5
29187000024,MO,St. Francois County,000024,3202,47,2949,46,19,8,2,7,124,2350,21,2186,37,16,6,2,4,78,874.2,269,612.3,514.2,724,431.9,778.9,394.8,710.3,421.3,662.7,353.4,1091.1,340.2,1003.4,395.9,1050.6,313.6,1062.8,293.6,739.9,406.2,662.7,353.4,1052,335.8,857,372.8
29187000025,MO,St. Francois County,000025,2889,23,2699,16,8,11,3,6,123,2300,15,2152,9,5,8,2,5,104,928.7,347.1,704.2,544,729.9,553.9,863.4,449,806,452,666.6,474.7,1389.6,416.4,1324.3,475.7,1355,390.7,1381.7,368.9,806.4,469.2,666.6,474.7,1362.6,412.9,1014.9,447.2
29187000026,MO,St. Francois County,000026,2561,39,2381,5,7,8,1,8,112,2036,28,1904,5,3,7,0,2,87,851,362,614,586,698,532,782,452,747,442,681,457,1165,498,1084,535,1133,460,1164,401,738.4,474.8,681,457,1136.5,473.5,891.9,472.5
29187000027,MO,St. Francois County,000027,2112,38,1904,8,5,13,0,16,128,1622,17,1482,5,5,8,0,7,98,518,211,393,329,414,321,471,273,442,291,397,223,850,251,820,277,817,255,829,234,447.6,285,397,223,829,254.2,595.1,266.5
29189001600,MO,St. Louis County,001600,328,17,185,86,0,1,0,0,39,233,8,142,53,0,1,0,0,29,20.4,23.1,14.9,28.1,16.1,28.2,19.2,25.8,18.6,24.5,11.9,24.8,54.8,78.1,53.7,74.1,49.8,74,53.8,76,17.9,25.9,11.9,24.8,53,75.6,31.3,45.7
291890AP001,MO,St. Louis County,0AP001,846,106,442,242,2,13,1,3,37,660,65,385,166,2,13,1,2,26,138.3,209.4,94.5,244.4,120.6,230.8,139.1,220.3,125,215.1,85.2,209,123,227,129,216,129,208,132,207,123.5,224,85.2,209,128.2,214.5,121.6,218.7
291890AP002,MO,St. Louis County,0AP002,640,121,316,149,4,7,1,10,32,488,74,268,109,4,2,1,2,28,55.8,87.4,38.2,101.4,48.6,95.8,56,91.9,50.4,89.6,34.8,86.6,78.4,190.6,83.6,183.1,82.6,176.1,85.6,171,49.8,93.2,34.8,86.6,82.5,180.2,61.4,127.3
291890AP003,MO,St. Louis County,0AP003,738,15,25,667,0,1,4,5,21,518,8,24,466,0,1,4,4,11,7.9,127.2,7,124.9,7.4,124.3,9.8,125.6,10.7,123.4,4.6,100.2,17.6,238.9,16.8,236.3,14.6,237.2,19.9,234,8.5,125.1,4.6,100.2,17.2,236.6,11.6,167.2
291890AP004,MO,St. Louis County,0AP004,612,15,175,369,0,14,1,5,33,447,7,146,257,0,11,1,3,22,53,115.4,41,122.4,53,117.3,59.1,112.3,51.1,113.3,42.5,120.1,56.1,159.4,55.1,158.4,58.1,154.4,59.1,153.4,51.5,116.1,42.5,120.1,57.1,156.4,52.8,132.6
291890AP005,MO,St. Louis County,0AP005,1094,206,470,293,3,31,0,7,84,839,132,419,213,3,25,0,6,41,165.1,268,122.4,305.6,147.9,285.2,169,281.3,150.7,274.6,108.5,282.3,110.5,265.9,119,248.3,112.5,249.6,124.6,240.3,151,282.9,108.5,282.3,116.7,251,133,270.1
291890AP006,MO,St. Louis County,0AP006,32,10,5,11,1,2,0,0,3,25,8,4,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3.5,2.5,3,2,3.5,2.5,3,0,0,0,1,2.2,3.2,0.9,1.4
291890AP007,MO,St. Louis County,0AP007,413,48,185,126,0,5,0,2,47,274,23,141,79,0,5,0,1,25,27.4,46.7,19,53.6,23.9,51,27.9,48.6,24.9,47.6,17.1,45.4,46,127.9,39.7,126.8,48.8,119.6,47.9,120.4,24.6,49.5,17.1,45.4,45.6,123.7,32.3,78.8
291890AP008,MO,St. Louis County,0AP008,542,41,332,125,1,4,0,5,34,423,34,284,84,1,2,0,5,13,21,29.3,15.2,35.3,19.1,32.2,21.1,31.7,18.4,30.8,14.1,30.2,74,148,79,132,70,140,74,136,19,31.9,14.1,30.2,74.2,139,40.6,74.6
291890AP009,MO,St. Louis County,0AP009,806,80,447,197,1,12,0,5,64,631,48,391,141,1,10,0,2,38,215.8,347.5,177.6,391.7,197.1,383.2,235.4,366.2,202.2,360.3,81.3,188.4,116.4,229.1,113.6,227.2,121.2,221.5,128.7,208.3,205.6,369.8,81.3,188.4,120,221.5,158.9,292.3
291890AP010,MO,St. Louis County,0AP010,1827,286,456,929,3,37,0,22,94,1342,195,406,644,3,34,0,12,48,139.5,475,121.5,490.1,131.5,481.1,162,470.3,139.3,470.2,80.8,390.5,124.6,455.7,132.4,433.3,129.5,425.5,139.2,424.6,138.8,477.3,80.8,390.5,131.5,434.8,130,451.6
291890AP011,MO,St. Louis County,0AP011,693,43,301,316,0,8,0,4,21,602,33,269,267,0,8,0,4,21,72.5,217.1,54.2,233.1,62.6,228.9,80.1,217.1,68.3,214.3,49.5,190.8,69,159,63,162,63,158,68,149,67.5,222.1,49.5,190.8,65.8,157,65,192.9
291890AP012,MO,St. Louis County,0AP012,1096,301,446,249,4,32,1,0,63,767,206,342,163,4,25,0,0,27,193.8,315.1,164.6,344.3,180.8,329.1,211.2,301,196,301.6,132,316.8,119.9,174.2,116.1,164.7,118,161.8,137.1,142.8,189.3,318.2,132,316.8,122.8,160.9,156.9,255.1
291890AP013,MO,St. Louis County,0AP013,844,72,484,221,3,20,0,1,43,644,52,404,147,3,18,0,0,20,20.3,32.7,16.7,36.9,18.6,36.1,22.2,34.5,19,33.9,77,212,121,237,124,222,132,208,142,204,19.4,34.8,77,212,129.8,217.8,69.3,125.7
291890AP014,MO,St. Louis County,0AP014,293,5,161,105,1,3,0,4,14,221,1,128,78,0,3,0,4,7,15.2,28.4,12.7,31,13.9,30.7,16.8,28.9,15.5,28.1,20.3,49.5,33.3,66,37.3,66.9,35.3,63.9,41.3,59.9,14.8,29.4,20.3,49.5,36.8,64.2,24.2,45.3
291890AP015,MO,St. Louis County,0AP015,508,49,264,149,0,9,0,0,37,380,28,225,97,0,6,0,0,24,25.7,47.1,21.3,51.3,23.4,50.9,28.3,47.9,26.1,46.5,34.5,83.4,70.8,145.6,69.7,146.7,76.9,136.6,72.8,133.5,24.9,48.7,34.5,83.4,72.6,140.6,45,88.9
291890AP016,MO,St. Louis County,0AP016,264,36,94,105,1,8,0,2,18,196,23,78,74,1,8,0,1,11,62.1,123,51.6,133.1,56.9,131.6,68.6,124.8,63.2,121.4,83.3,208.6,27.1,52.9,24.3,53.7,27.1,51.7,26,51.7,60.5,126.8,83.3,208.6,26.1,52.5,49,105.3
291890AP017,MO,St. Louis County,0AP017,2341,101,1727,305,3,92,0,7,106,1859,70,1431,209,1,79,0,4,65,680.9,659,594.2,767.9,618.7,753.1,730.2,641.1,694,658.1,530.4,717,652.8,782,693.6,732.8,710.9,690.5,733.1,667.3,663.6,695.8,530.4,717,697.6,718.2,663.9,706.9
291890AP018,MO,St. Louis County,0AP018,442,99,182,103,4,10,1,7,36,319,59,154,73,2,5,1,6,19,41,66.6,31.4,75.7,37,71.6,42.8,70,37.8,68.3,23.8,61.7,40.8,84.7,44.7,80.5,41,82.5,48.8,73.5,38,70.4,23.8,61.7,43.8,80.3,38.9,73.5
291890AP019,MO,St. Louis County,0AP019,2248,57,750,1282,4,31,0,27,97,1815,39,663,1000,0,25,0,11,77,224.1,602.6,181.3,636.5,201.2,625.5,245,594.7,240.1,566.8,108.4,363,219.1,615.6,217.2,599.6,226.1,583.7,252,566.8,218.3,605.2,108.4,363,228.6,591.4,211.4,575.5
291890AP020,MO,St. Louis County,0AP020,415,48,259,76,1,2,0,4,25,334,27,220,67,0,2,0,3,15,128,178.7,92.8,215.7,116.9,196.8,128.9,193.3,112.6,188.2,85.9,184.8,56,100,61,99,60,85,65,85,115.8,194.5,85.9,184.8,60.5,92.2,90.7,152.6
291890AP021,MO,St. Louis County,0AP021,147,40,61,33,0,3,0,0,10,111,32,55,15,0,1,0,0,8,4.7,7.7,3.5,8.8,4.2,8.2,4.8,8.1,4.3,7.9,3.1,8.1,19,14,17,15,17,13,16,15,4.3,8.1,3.1,8.1,17.2,14.2,9.4,10.6
291890AP022,MO,St. Louis County,0AP022,448,79,66,266,3,1,0,1,32,289,36,54,179,3,0,0,1,16,35.9,84.8,24.7,93.3,30.5,88.2,34.9,89.3,31.5,86.4,24,75.9,10.1,83.1,11.8,78.9,11.8,78.1,11.8,78.1,31.5,88.4,24,75.9,11.3,79.5,22.7,83.6
291890AP023,MO,St. Louis County,0AP023,143,5,106,15,0,6,0,0,11,104,5,78,12,0,3,0,0,6,12.3,11.9,10.8,13.9,11.2,13.6,13.2,11.6,12.6,11.9,9.6,13,35,42,39,37,36,38,40,32,12,12.6,9.6,13,37.5,37.2,22,22.5
291890AP024,MO,St. Louis County,0AP024,1216,72,369,675,9,15,1,10,65,971,61,323,505,9,14,1,7,51,77.9,233.3,58.2,250.5,67.3,246,86,233.3,73.4,230.3,53.1,205,88,286.1,82.3,282.2,84.2,279.4,87.1,274.6,72.6,238.7,53.1,205,85.4,280.6,75.8,252.1
291890AP025,MO,St. Louis County,0AP025,21,6,0,6,0,3,0,4,2,12,3,0,0,0,3,0,4,2,6.7,10.8,5.5,12.2,6.1,11.9,7.3,11.4,6.3,11.2,2.5,5.8,0.6,6.1,1.5,6.1,1.6,5,1.6,6,6.4,11.5,2.5,5.8,1.3,5.8,4,8.6
291890AP026,MO,St. Louis County,0AP026,27,8,7,6,0,0,0,0,6,18,4,4,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,4,0,1.6
291890AP027,MO,St. Louis County,0AP027,971,65,80,764,2,7,0,4,49,713,44,68,568,2,7,0,4,20,14.3,228.6,12.6,224.4,13.2,223.3,17.7,225.8,19.4,221.6,8.1,179.8,27.1,286.7,30.6,279.7,27.1,279.7,31.5,276.2,15.4,224.7,8.1,179.8,29.1,280.6,20.2,242.6
291890AP028,MO,St. Louis County,0AP028,1995,139,1045,633,13,58,0,14,93,1475,94,840,422,7,48,0,5,59,260.1,356.2,199.1,407.2,226.1,399.1,258.2,386.1,228.2,378.1,144.6,309.1,255.5,418.5,243.4,419.5,253.5,399.5,264.5,373.4,234.3,385.4,144.6,309.1,254.2,402.7,233.3,384.7
291890AP029,MO,St. Louis County,0AP029,738,52,168,460,2,16,0,1,39,526,33,144,315,2,16,0,0,16,12.2,102.6,11.2,103.1,11.7,102.6,13.6,101.6,15.6,100.2,59.6,170.4,34,218,30,217,27,217,34,210,12.8,102,59.6,170.4,31.2,215.5,24.9,154.3
291890AP030,MO,St. Louis County,0AP030,455,21,120,266,0,13,0,7,28,333,14,102,188,0,13,0,5,11,96.9,139.6,70.6,162.3,80.5,151.1,98.6,142.9,95,136.7,8.3,41.6,20.4,83.4,16.5,84.3,15.5,86.3,18.4,85.3,88.3,146.5,8.3,41.6,17.7,84.8,52.1,111.4
291890AP031,MO,St. Louis County,0AP031,1233,115,705,248,5,38,2,12,108,905,65,562,173,5,29,2,7,62,166.2,239.4,121.1,278.2,138,259.1,169,245,162.8,234.3,106.8,305.5,203,260,206,251,197,248,219,233,151.4,251.2,106.8,305.5,206.2,248,168.9,255.4
