GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_blu,uss_16_dem_kan,gov_16_rep_gre,gov_16_dem_kos,atg_16_rep_haw,atg_16_dem_hen,sos_16_rep_ash,sos_16_dem_smi,uss_18_rep_haw,uss_18_dem_mcc,pre_20_rep_tru,pre_20_dem_bid,gov_20_rep_par,gov_20_dem_gal,atg_20_rep_sch,atg_20_dem_fin,sos_20_rep_ash,sos_20_dem_fal,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
29037000031,MO,Cass County,000031,2680,99,2133,239,6,64,1,28,110,2064,51,1700,178,5,48,1,16,65,773,524,695,612,722,608,743,599,871,437,637,571,570,435,602,393,617,361,638,345,760.8,556,637,571,606.8,383.5,686.8,488.5
29037000032,MO,Cass County,000032,2507,127,2019,130,8,21,1,11,190,1909,71,1612,99,4,14,1,9,99,889,482,786,614,767,659,840,614,922,473,664,471,754,500,772,493,772,455,785,433,840.8,568.4,664,471,770.8,470.2,795.1,519.4
29037000033,MO,Cass County,000033,2666,122,2141,259,10,12,0,4,118,2022,73,1685,175,7,8,0,4,70,841.7,514.8,709.8,646.8,782.7,596.8,779.7,622.8,890.7,448.8,643.8,484.8,703.8,565.8,720.8,529.8,728.7,489.8,772.7,452.8,800.9,566,643.8,484.8,731.5,509.6,757.4,535.3
29037000034,MO,Cass County,000034,5352,279,4032,616,23,49,1,31,321,3834,164,2985,419,15,40,1,18,192,1232.7,689.2,1004.6,939.2,1132.8,849.8,1154.9,873.6,1288.5,646.4,1016.3,808.6,1447,1052.1,1446,1060,1499.8,916.7,1533.6,918.7,1162.7,799.7,1016.3,808.6,1481.6,986.9,1275.6,875.4
29037000035,MO,Cass County,000035,3642,158,2970,242,21,32,0,19,200,2752,96,2329,153,15,24,0,8,127,1109.4,550.5,938.1,734.9,979.9,737.3,1041.9,721.5,1175.5,491.4,853.4,604.2,1042.9,665.6,1041.9,654.7,1085.1,582.9,1097.3,581.9,1048.9,647.1,853.4,604.2,1066.8,621.3,1036.5,632.5
29037000036,MO,Cass County,000036,1962,103,1681,45,4,25,0,9,95,1698,72,1481,42,4,17,0,9,73,777.1,333.6,745.3,394.8,710.4,439.7,788.5,377.8,852,280.7,720.3,355,696.6,254.9,717.5,246.7,720.9,202.8,733.1,210.1,774.7,365.3,720.3,355,717,228.6,746.2,309.6
29037000037,MO,Cass County,000037,791,15,734,8,3,0,0,0,31,682,12,634,7,3,0,0,0,26,414.8,140.2,339.4,216.3,335,226.8,367,217.1,406.6,152.9,318.5,171.6,405.1,169.3,402.1,165.6,401.4,155.2,414.8,155.2,372.6,190.7,318.5,171.6,405.8,161.3,380.5,177
29037000038,MO,Cass County,000038,2229,146,1785,118,7,21,1,6,145,1748,96,1440,90,2,20,1,2,97,861,428,736,592,784,573,839,547,895,429,668,486,939,627,932,609,952,546,996,513,823,513.8,668,486,954.8,573.8,860.2,535
29037000039,MO,Cass County,000039,3615,361,2620,266,25,79,0,10,254,2621,219,1988,185,23,63,0,9,134,790.5,519.6,652.5,674.5,704.5,656.5,745.5,668.5,829.4,495.7,583.6,532.6,853.5,697.6,854.5,668.6,858.5,611.6,890.5,592.6,744.5,603,583.6,532.6,864.3,642.6,776.3,611.8
29037000040,MO,Cass County,000040,2616,197,2020,171,6,15,7,8,192,1932,121,1562,112,5,12,6,8,106,763.6,446.3,685.4,580,703.3,578.1,753.2,564,809.7,432.2,587.5,468.9,787.1,564.9,802.2,545.1,808.8,499,827.6,486.8,743.1,520.1,587.5,468.9,806.4,524,752.9,516.5
29037000041,MO,Cass County,000041,3142,334,2268,242,17,46,21,15,199,2310,176,1794,165,11,36,10,11,107,623.3,394.1,515.2,527.2,552.2,511.2,586.3,524.2,661.3,382.1,419.2,402.2,689.3,604.2,698.3,562.2,693.3,505.2,720.3,490.2,587.7,467.8,419.2,402.2,700.3,540.4,615.9,490.3
29037000042,MO,Cass County,000042,3969,272,3147,225,35,31,5,12,242,2970,170,2448,143,33,24,5,10,137,955.1,597.5,765.4,800.3,840.6,747.1,899,758,983.1,562.5,725,582.8,1049.6,842.6,1045.6,809.4,1052.6,730.2,1088.7,700.1,888.6,693.1,725,582.8,1059.1,770.6,940.5,713.1
29037000043,MO,Cass County,000043,1998,178,1594,61,2,7,1,12,143,1498,104,1247,44,2,5,1,12,83,491.9,255.5,381.6,373.7,418.4,348.9,464,337,486.9,248.5,322,288.2,562.4,412.4,559.4,385.6,559.4,350.8,580.3,337.9,448.6,312.7,322,288.2,565.4,371.7,482.6,333.8
29037000044,MO,Cass County,000044,3797,380,2553,549,10,39,14,30,222,2822,229,2032,372,8,28,9,23,121,666.8,499.8,554.5,597.4,561.9,619.5,635.5,584.5,686.1,459.3,501.2,525.6,766.9,837.1,775.2,781,776.1,725.8,818.5,699.1,621,552.1,501.2,525.6,784.2,760.8,674.3,632.9
29037000045,MO,Cass County,000045,2561,346,1727,257,18,21,2,7,183,1888,202,1355,189,13,18,2,6,103,522.2,346.1,423.8,448.4,453.4,431.2,505.6,430.3,528.9,342.7,387.2,358.3,639.5,510.4,624.3,494.7,638.3,457.1,649.9,439.8,486.8,399.8,387.2,358.3,638,475.5,537.3,425.9
29037000046,MO,Cass County,000046,1742,147,1471,14,5,11,0,7,87,1464,97,1265,9,5,10,0,7,71,706.5,354.3,624.5,442.1,610,481.5,663.8,455.6,720,336,556.6,360.1,673.5,359.7,687.7,342.2,671.8,335.6,712.2,305.5,665,413.9,556.6,360.1,686.3,335.7,662.7,377.3
29037000047,MO,Cass County,000047,6088,359,4471,810,30,93,4,39,282,4516,213,3414,587,24,73,2,31,172,1273,811.4,1087.6,992.2,1134.4,1002.3,1218.9,946.3,1318,739.8,1130.8,1000.4,1354.7,1070.2,1392.3,1026.1,1395.1,948.1,1438.2,915.1,1206.4,898.4,1130.8,1000.4,1395.1,989.9,1274.3,945.2
29039003052,MO,Cedar County,003052,2958,58,2696,3,14,13,2,5,167,2214,41,2036,3,7,13,2,3,109,1051,182,921,291,940,291,1005,257,1029,196,858,196,1215,217,1221,208,1212,169,1220,184,989.2,243.4,858,196,1217,194.5,1067.2,219.1
29039003054,MO,Cedar County,003054,2784,50,2512,10,15,10,0,12,175,2123,30,1936,8,9,10,0,6,124,970,155,862,253,850,280,891,240,928,165,706,207,1080,163,1074,148,1032,127,1074,125,900.2,218.6,706,207,1065,140.8,946.7,186.3
29039003057,MO,Cedar County,003057,518,6,491,0,3,0,0,0,18,382,4,359,0,3,0,0,0,16,201.3,26,183.4,40.7,173.7,58.5,196.6,35.8,191.7,28,164.4,33.7,214.2,34.8,213.6,32.9,209.7,28.9,211.6,33.4,189.3,37.8,164.4,33.7,212.3,32.5,196,35.3
29039003092,MO,Cedar County,003092,1120,22,1032,7,5,1,1,2,50,720,9,669,2,5,1,1,2,31,405.7,77,357.6,108.3,376.3,112.5,400.4,97.2,393.3,83,341.6,86.3,551.8,92.2,526.4,92.1,521.3,80.1,523.4,74.6,386.7,95.6,341.6,86.3,530.7,84.8,439.8,90.3
29039003129,MO,Cedar County,003129,763,14,679,4,6,3,1,1,55,604,7,553,1,5,3,1,1,33,266.2,60.1,243.6,86.8,245.5,86.8,256.4,78.9,256.4,63.1,232.7,69,357,80.9,354,80.9,349.1,74,347.1,80.9,253.6,75.1,232.7,69,351.8,79.1,290.8,76.1
29039003139,MO,Cedar County,003139,1287,21,1188,4,9,3,2,5,55,1011,15,943,4,4,3,2,2,38,538.9,112.5,469.7,169.7,466,192,489.4,177,516.4,121.9,439.8,115.4,560.7,129.6,562.5,134.2,560.5,115.5,566.1,104.4,496.1,154.6,439.8,115.4,562.4,120.9,517,137.2
29039003178,MO,Cedar County,003178,2762,68,2468,26,11,10,1,7,171,2145,35,1970,7,7,4,1,5,116,1051,262.2,927.7,393.4,909.1,417.4,980.7,370.5,1031.3,281.1,891,306.2,1173.2,254.9,1178,244.2,1141.3,212.4,1153.9,216.9,980,344.9,891,306.2,1161.6,232.1,1043.7,295.9
29039003191,MO,Cedar County,003191,1211,3,1117,1,30,1,0,1,58,806,1,753,1,10,1,0,1,39,350,76,311,115,288,141,336,107,341,83,306,94,419,108,423,99,407,95,421,93,325.2,104.4,306,94,417.5,98.8,360.2,101.1
29039003192,MO,Cedar County,003192,785,19,716,2,7,1,0,1,39,636,11,586,0,5,1,0,1,32,186.8,60.1,169,83.2,166.4,87.8,187.5,74.6,176.9,75.9,152.5,73.3,217.2,64.7,218.5,64.7,200,60.1,213.9,58.8,177.3,76.3,152.5,73.3,212.4,62.1,188.9,70.3
29041000344,MO,Chariton County,000344,294,3,286,0,0,0,0,0,5,236,1,233,0,0,0,0,0,2,139,49,104,75,105,82,128,62,122,56,95,50,143,49,148,42,133,49,145,41,119.6,64.8,95,50,142.2,45.2,126.2,55.5
29041000346,MO,Chariton County,000346,206,1,199,0,0,0,0,0,6,162,0,158,0,0,0,0,0,4,89.1,19.3,63.2,44.3,64,44.5,77.7,30.8,81.8,22.9,74,20.5,124,25.6,120.1,28.4,117.4,20.7,124.2,20.5,75.2,32.3,74,20.5,121.4,23.8,93.5,27.8
29041000352,MO,Chariton County,000352,426,7,406,0,0,0,0,0,13,346,2,333,0,0,0,0,0,11,146,52,126,71,126,73,136,64,138,56,124,59,204,55,205,51,198,56,210,48,134.4,63.2,124,59,204.2,52.5,161.3,58.5
29041000354,MO,Chariton County,000354,278,2,257,0,0,0,0,0,19,220,2,203,0,0,0,0,0,15,141.8,23.6,122.9,35.9,122,47.3,128.6,39.7,130.5,32.1,108.7,40.6,143.7,39.7,138,40.6,139,36.9,148.4,28.4,129.1,35.7,108.7,40.6,142.3,36.4,132.3,36.5
29041000381,MO,Chariton County,000381,453,2,433,1,0,0,0,0,17,343,1,333,1,0,0,0,0,8,197,60,154,97,148,110,154,93,180,69,148,67,232,72,226,72,218,67,236,58,166.6,85.8,148,67,228,67.2,189.3,76.5
29041000386,MO,Chariton County,000386,379,1,367,0,2,0,0,0,9,299,1,292,0,2,0,0,0,4,141,43,111,69,121,62,122,62,121,54,113,60,155,46,154,49,153,46,156,43,123.2,58,113,60,154.5,46,134.7,53.4
29041000392,MO,Chariton County,000392,319,3,306,0,0,0,0,0,10,241,0,237,0,0,0,0,0,4,162.2,27.4,111.1,70.1,126,64.7,143.4,44.3,146.5,31.9,120.3,34.4,170.3,26.3,172,30.4,160,24.1,169.6,23.6,137.9,47.7,120.3,34.4,168,26.1,148.2,37.7
29041000418,MO,Chariton County,000418,1415,24,1238,88,6,0,1,0,58,1095,16,964,75,6,0,1,0,33,489.2,168.3,359.1,289.6,377.7,280.8,416.8,245.6,440.3,193.7,322.9,183,451.1,169.3,456,157.5,444.2,139.9,458.9,136,416.6,235.6,322.9,183,452.5,150.7,421.6,196.4
29041000424,MO,Chariton County,000424,980,24,920,15,3,1,0,0,17,782,17,735,13,3,1,0,0,13,348.3,143.7,259.9,232,263,243,285.2,228.9,314.2,173.7,265,170.7,365.6,136.7,358.5,144.8,362.5,113.7,379.6,103.6,294.1,204.3,265,170.7,366.5,124.7,320.2,169.1
29041000431,MO,Chariton County,000431,1201,21,1115,19,1,2,1,1,41,895,6,835,18,1,2,1,1,31,495.4,146.7,402.2,237.1,397.6,254.6,449.3,199.3,454.8,175.3,363.5,168.8,493.6,143,489.9,148.5,485.3,126.4,508.4,119,439.9,202.6,363.5,168.8,494.3,134.2,454,171.9
29041000465,MO,Chariton County,000465,1258,11,1206,20,3,0,0,0,18,968,3,934,14,3,0,0,0,14,478.6,119,400,191.4,410.6,199.9,426.9,170.3,450.3,139.4,366.8,139.8,499.5,111.7,504.2,105.2,495.8,88.4,519.7,68.8,433.3,164,366.8,139.8,504.8,93.5,455.2,133.4
29041000503,MO,Chariton County,000503,199,2,192,1,0,0,1,0,3,163,1,158,1,0,0,1,0,2,111.4,33.7,100.9,47.2,95,56.1,109.2,40,115.3,30.9,86,46.7,117.7,38.8,116.6,37.9,118.6,31.8,116.7,35.6,106.4,41.6,86,46.7,117.4,36,108.8,39.9
29043000002,MO,Christian County,000002,804,8,730,3,7,2,0,0,54,601,4,549,3,6,2,0,0,37,209,40.9,184.1,65.1,179.8,70,196.2,56.9,198.5,47.1,165.2,53.3,261.2,49.1,255.8,48.4,256.5,41.4,253.1,44.8,193.5,56,165.2,53.3,256.7,45.9,215.9,51.7
29043000003,MO,Christian County,000003,8561,317,7482,88,44,55,4,23,548,6300,182,5634,75,33,50,4,6,316,2602.2,762.3,2384.7,1053.7,2480.9,997.1,2650.7,872.4,2695.3,704.3,2090.3,850.6,2821,987.1,2839.1,949.4,2897,778.9,2933.8,750.4,2562.8,878,2090.3,850.6,2872.7,866.5,2639.5,870.6
29043000004,MO,Christian County,000004,886,25,837,0,2,0,0,3,19,701,14,671,0,1,0,0,0,15,302.8,94.7,276.3,128.3,282.1,123.8,307.3,107.6,313.6,86.7,241.7,101.4,317,103.9,318.9,101.6,325,81.1,329.1,81.6,296.4,108.2,241.7,101.4,322.5,92,301.4,101.1
29043000005,MO,Christian County,000005,403,8,386,0,0,0,0,0,9,294,1,285,0,0,0,0,0,8,95.7,15.4,85.8,28.4,81,31.8,88.7,25.3,88.3,22.2,75.7,19.3,128.3,15.2,125.4,16.6,123,14.2,125.2,16.9,87.9,24.6,75.7,19.3,125.5,15.7,101.7,20.5
29043000006,MO,Christian County,000006,465,3,436,0,1,0,0,2,23,357,1,342,0,1,0,0,2,11,331.6,64.7,292.2,102.9,285.4,111,311.3,90,315,74.6,262,84.4,414.2,77.7,405.6,76.4,406.8,65.3,401.3,70.9,307.1,88.6,262,84.4,407,72.6,342.5,81.8
29043000007,MO,Christian County,000007,6727,323,5878,56,35,31,4,24,376,4947,221,4369,47,29,18,2,12,249,2263.9,602,2032.4,836.4,2091.8,837.5,2249.8,733.1,2255.8,601,1846.4,734,2529.3,804.7,2507.5,812.6,2538.3,699.3,2557.1,675.5,2178.7,722,1846.4,734,2533.1,748,2287.2,733.6
29043000008,MO,Christian County,000008,3419,101,3049,32,17,25,3,11,181,2464,64,2237,24,17,22,1,5,94,1080.4,356.4,1002.2,453.5,1081.3,412.5,1130.4,365.4,1122.4,330.4,925.1,404.4,1300.4,556.4,1284.4,524.4,1327.4,465.4,1335.4,443.4,1083.3,383.6,925.1,404.4,1311.9,497.4,1158.9,431.2
29043000009,MO,Christian County,000009,202,2,198,0,0,0,0,0,2,156,0,156,0,0,0,0,0,0,198.8,32,178.3,59.1,168.3,66.1,184.3,52.6,183.3,46.1,157.3,40.1,266.4,31.6,260.4,34.6,255.4,29.6,259.9,35.1,182.6,51.2,157.3,40.1,260.6,32.7,211.3,42.7
29043000010,MO,Christian County,000010,160,2,148,0,0,0,0,0,10,123,2,116,0,0,0,0,0,5,126.4,30.1,107.1,48.1,106.6,48.1,118.8,41,117,32.9,103.5,34.2,166,38.2,163.8,39.6,160.6,36.5,159.3,34.6,115.2,40,103.5,34.2,162.4,37.2,132.9,38.3
29043000011,MO,Christian County,000011,3549,105,3203,15,20,9,0,7,190,2572,63,2377,8,11,9,0,4,100,1363.1,333.5,1196,503.3,1201.8,522.2,1342,414.1,1353.5,348.8,1059.5,423.6,1713.5,454.3,1671.4,466.6,1720,394.1,1709.3,407.3,1291.3,424.4,1059.5,423.6,1703.6,430.6,1433,426.8
29043000012,MO,Christian County,000012,2508,62,2273,13,11,7,0,4,138,1754,40,1613,9,10,5,0,3,74,776.7,157.9,672.1,260.8,691,253.6,759.9,216.4,754.7,185.1,627.8,172.5,1048.8,213.9,1035.7,223.2,1067.1,170.6,1067.1,176.8,730.9,214.8,627.8,172.5,1054.7,196.1,850.1,203.1
29043000013,MO,Christian County,000013,1882,30,1732,4,13,10,1,3,89,1429,23,1317,3,11,8,1,3,63,687.3,148.8,601.4,229.7,605.1,241.6,680.2,179.7,665.9,168.2,558.4,193.9,818.2,228.5,833.8,215.3,834.4,194.4,829.5,210.6,647.9,193.6,558.4,193.9,829,212.2,711.4,201.1
29043000014,MO,Christian County,000014,2539,59,2314,4,12,20,2,8,120,1926,34,1769,2,12,16,1,1,91,1002.2,208.2,901,293.7,898.1,313.3,961.1,262.1,961,219,806.9,243.6,1138.8,300.5,1138.9,283.8,1145.7,236.8,1143.8,238.8,944.7,259.2,806.9,243.6,1141.8,265,1009.7,260
29043000015,MO,Christian County,000015,3848,86,3529,10,30,9,4,11,169,2980,56,2761,7,24,4,4,7,117,1459,349.5,1333.3,472.3,1328.5,502.8,1438.6,428.3,1431.6,336.5,1269,397.1,1686.2,337,1678.4,341.8,1698.6,300.7,1701.3,320.8,1398.2,417.9,1269,397.1,1691.1,325,1502.4,378.7
29043000016,MO,Christian County,000016,964,31,907,1,0,2,0,0,23,753,20,713,0,0,0,0,0,20,488.8,126.7,429.8,173.7,429.7,187.2,477.5,142,472.4,135.5,399.7,140.5,608.5,157.5,601.4,152.6,613.7,121.9,594.8,145.2,459.6,153,399.7,140.5,604.6,144.3,511.6,148.3
29043000017,MO,Christian County,000017,7281,252,6346,90,42,121,9,12,409,5252,167,4679,54,27,86,8,5,226,1779.1,575,1639.1,744.1,1714.1,703.1,1813.1,617,1858.1,510,1596.1,718.1,2048.2,845.1,2050.2,808.1,2096.2,682.1,2147.2,656.1,1760.7,629.9,1596.1,718.1,2085.4,747.8,1874.1,685.9
29043000018,MO,Christian County,000018,2330,51,2107,14,7,25,6,4,116,1647,29,1511,9,7,19,0,4,68,979.9,390,898.9,493.9,952.9,454.9,1035.9,403,1024.9,361,848.9,426.9,1122.8,522.9,1149.8,486.9,1150.8,423.9,1174.8,419.9,978.5,420.5,848.9,426.9,1149.6,463.4,1034,438.3
29043000019,MO,Christian County,000019,523,8,479,0,1,2,0,1,32,386,3,355,0,0,2,0,1,25,151.9,36.2,128.7,57.9,128.1,57.9,142.7,49.2,140.6,39.5,124.3,41.1,199.5,46,196.8,47.6,193,43.8,191.4,41.6,138.4,48.1,124.3,41.1,195.2,44.7,159.7,46.1
29043000020,MO,Christian County,000020,3377,73,3084,2,17,20,0,14,167,2675,50,2458,0,15,19,0,8,125,1381.8,344.2,1202.3,530.6,1213.1,532.6,1337.4,431,1350.2,372.8,1110.6,363,1697.4,447.8,1721.1,403.4,1731.9,356,1731.9,350.1,1297,442.3,1110.6,363,1720.6,389.3,1447.8,413.2
29043000021,MO,Christian County,000021,3933,154,3519,31,13,26,2,4,184,2840,93,2583,19,10,13,2,3,117,1378.7,378.2,1254.6,533.2,1289.6,526.2,1406.7,432.2,1407.7,381.2,1109.6,469.2,1195.7,410,1204.8,393.5,1223.8,329.6,1240.7,317.2,1347.5,450.2,1109.6,469.2,1216.2,362.5,1271.2,417
29043000022,MO,Christian County,000022,4166,101,3798,17,14,12,6,4,214,2994,51,2780,6,10,11,5,2,129,1500.8,420,1388.9,567.8,1429.3,533.1,1545.2,431.7,1543.3,379.2,1333.3,501.4,1736.4,593.9,1749.2,570.3,1776.5,477.8,1800.8,460,1481.5,466.3,1333.3,501.4,1765.7,525.5,1580.4,493.5
29043000023,MO,Christian County,000023,3712,182,3137,46,22,41,10,12,262,2652,117,2304,34,21,29,5,11,131,1183.4,413.4,1049.4,530.9,1108.1,493.3,1183.3,455,1205,388.4,879.8,394.2,1076.9,432.3,1057.8,436.8,1106.5,344.5,1096.5,362.8,1145.8,456.2,879.8,394.2,1084.4,394.1,1094.7,425.2
29043000024,MO,Christian County,000024,3596,154,3110,35,25,29,0,3,240,2661,79,2364,17,21,25,0,3,152,1123.7,374.7,970.9,527.3,1059.8,485.6,1118.4,430.4,1125.5,376.8,850.1,407.8,1016.8,487.4,999,502.3,1052.8,400.6,1071.7,387.9,1079.7,438.9,850.1,407.8,1035.1,444.5,1038.9,438.1
29043000025,MO,Christian County,000025,2698,93,2419,6,10,25,1,6,138,2014,59,1831,5,7,7,0,5,100,1156.8,372.4,1062.5,475.8,1082.3,471.2,1187.5,392.5,1178.3,355.3,998.5,413.4,1500.4,582,1493.8,572.6,1555.2,467.8,1535.6,507.4,1133.5,413.5,998.5,413.4,1521.2,532.4,1275.1,461
29043000026,MO,Christian County,000026,250,3,225,0,0,4,0,0,18,225,2,206,0,0,2,0,0,15,91,19.2,82.6,26,85.8,23.4,89.4,22.3,89.6,18.8,76.3,21.8,113.4,25.5,112.3,25.1,113.5,20.2,114.8,21.5,87.7,22,76.3,21.8,113.5,23.1,96.9,22.4
29043000027,MO,Christian County,000027,93,1,87,0,0,0,0,0,5,76,1,70,0,0,0,0,0,5,38.8,6.2,34.8,11.5,32.8,12.9,36,10.3,35.8,9,30.7,7.8,52,6.2,50.8,6.7,49.8,5.8,50.7,6.8,35.6,10,30.7,7.8,50.8,6.4,41.2,8.3
29043000028,MO,Christian County,000028,1933,56,1730,8,9,5,2,3,120,1466,34,1335,4,4,4,2,3,80,813,171.8,738.4,232,767.1,209.6,798.6,199.7,800.4,168.2,681.7,195.2,1013.6,227.5,1003.7,223.9,1014.5,180.8,1026.2,192.5,783.5,196.2,681.7,195.2,1014.5,206.2,865.7,200.1
29043000029,MO,Christian County,000029,165,1,158,0,0,0,0,0,6,135,1,131,0,0,0,0,0,3,62.3,10.1,55.9,18.5,52.8,20.7,57.8,16.5,57.5,14.4,49.3,12.6,83.5,9.9,81.6,10.8,80.1,9.3,81.5,11,57.2,16,49.3,12.6,81.7,10.2,66.2,13.4
29043000030,MO,Christian County,000030,2796,77,2470,5,17,12,6,9,200,2064,49,1844,2,14,12,6,5,132,994.1,202.8,855.2,324.7,873.2,339.7,975.1,271.7,962.1,232.8,802.2,250.8,1254.8,252.8,1242.8,242.8,1251.8,208.8,1237.8,218.8,931.9,274.3,802.2,250.8,1246.8,230.8,1044.9,254.6
29043000031,MO,Christian County,000031,4136,160,3570,46,27,49,7,17,260,3273,96,2887,35,26,41,7,13,168,1280,387.7,1164.3,516.4,1177.4,520.1,1307.9,419.9,1303.8,378.3,1015.6,453.3,1254.5,491.5,1257.5,473.9,1302.3,387.1,1314,396.2,1246.7,444.5,1015.6,453.3,1282.1,437.2,1237.7,442.4
29043000032,MO,Christian County,000032,5119,260,4426,48,28,51,1,17,288,3778,151,3351,26,20,42,1,12,175,2057.8,587,1881.6,800,1897.4,791.4,2090.6,659.5,2060.9,590.5,1700.4,692.7,2200.1,730.4,2194,724,2249,589.7,2278,607.5,1997.7,685.7,1700.4,692.7,2230.3,662.9,2061,677.3
29043000033,MO,Christian County,000033,698,19,637,1,2,1,0,1,37,521,12,473,1,1,1,0,1,32,411.1,89,359.6,137.5,361.9,144.7,406.9,107.5,398.3,100.7,334,116.1,489.7,136.7,499,128.8,499.4,116.4,496.4,126.2,387.6,115.9,334,116.1,496.1,127,425.6,120.4
29043000034,MO,Christian County,000034,5119,205,4486,22,42,31,0,37,296,3665,122,3280,21,29,21,0,14,178,1572.5,406.6,1366.7,619.4,1479.6,553.5,1577.5,500.5,1566.5,421.6,1252.8,503.5,1644.5,527.5,1640.5,518.5,1647.5,466.6,1662.4,436.6,1512.6,500.3,1252.8,503.5,1648.7,487.3,1541.1,495.4
29045000002,MO,Clark County,000002,302,0,296,0,0,0,0,0,6,214,0,212,0,0,0,0,0,2,108.7,31,89.5,47.1,94.1,47.1,101.4,35.2,103.6,31.2,88.8,30.1,118.3,28.8,122.3,25.1,116.1,27.9,121.2,21.8,99.5,38.3,88.8,30.1,119.5,25.9,106.4,32.5
29045000003,MO,Clark County,000003,129,3,119,0,2,0,0,0,5,115,0,109,0,1,0,0,0,5,109.6,39.8,86.2,59,86.2,61.7,92.7,55.8,101,44.8,77.1,34.4,124.4,37.1,121.2,36.7,119,34.6,125.8,27.1,95.2,52.2,77.1,34.4,122.6,33.9,104.3,43.1
29045000004,MO,Clark County,000004,400,2,381,1,0,0,0,0,16,308,2,294,0,0,0,0,0,12,183.3,29.8,139.3,53.4,137,68.8,153.3,49.1,168.8,25.5,128.6,29.3,200.7,42,196.8,36.3,184.3,32.3,207,19.9,156.3,45.3,128.6,29.3,197.2,32.6,169.9,38.6
29045000005,MO,Clark County,000005,539,3,501,4,0,0,0,0,31,392,0,375,0,0,0,0,0,17,175.7,24.2,135.7,45.6,145,50.2,148.7,40.9,156.2,32.5,127.4,30.7,153.3,32,150.2,27.7,140.7,24.7,158,15.2,152.3,38.7,127.4,30.7,150.6,24.9,149.1,32.4
29045000006,MO,Clark County,000006,1152,5,1104,6,3,10,0,2,22,915,4,873,2,3,10,0,2,21,416.4,151.2,327.8,224,327.8,234.3,352.3,212.2,384,170.2,292.9,130.6,472.6,140.9,460.8,139.3,452,131.4,478.2,102.9,361.6,198.4,292.9,130.6,465.9,128.6,396.5,163.7
29045000007,MO,Clark County,000007,368,1,353,0,1,0,0,0,13,266,1,255,0,1,0,0,0,9,151,57,133,64,139,72,133,72,139,56,126,50,177,67,186,54,164,64,177,53,139,64.2,126,50,176,59.5,152.5,60.9
29045000008,MO,Clark County,000008,1217,2,1182,1,0,0,0,3,29,902,1,872,0,0,0,0,3,26,446.6,127.3,367.5,193.5,386.3,193.5,416.4,144.6,425.5,128,364.5,123.5,485.7,118.2,502.3,103.2,476.7,114.5,497.8,89.6,408.5,157.4,364.5,123.5,490.6,106.4,436.9,133.6
29045000009,MO,Clark County,000009,129,2,121,0,1,0,0,1,4,103,1,96,0,1,0,0,1,4,36.2,10.3,29.8,15.7,31.4,15.7,33.8,11.7,34.5,10.4,29.6,10,39.4,9.6,40.8,8.4,38.7,9.3,40.4,7.3,33.2,12.8,29.6,10,39.8,8.6,35.5,10.8
29045000010,MO,Clark County,000010,2398,32,2280,9,2,2,0,4,69,1850,32,1759,1,0,2,0,4,52,830.5,253.4,728.2,356.6,706.2,400.6,739.4,346.5,801.4,257.4,668.2,253.4,900.6,202.4,886.6,217.3,840.5,193.4,913.6,147.3,761.1,322.9,668.2,253.4,885.3,190.1,801.5,262.8
29047000002,MO,Clay County,000002,1343,116,1045,46,5,16,5,2,108,1077,71,870,36,4,7,4,0,85,387,239,280,341,317,318,354,299,343,266,247,247,439,365,433,360,435,319,457,318,336.2,292.6,247,247,441,340.5,369.2,307.2
29047000003,MO,Clay County,000003,1639,75,1408,31,13,5,0,7,100,1219,37,1073,23,8,2,0,6,70,310.4,220.6,235.8,300.5,278.8,259.8,323.8,246.3,301.3,227.7,250,240.3,469.4,340.8,459.1,343.6,461.3,302,492.2,282.2,290,251,250,240.3,470.5,317.2,358.2,276.4
29047000004,MO,Clay County,000004,4070,150,3602,59,19,12,0,18,210,3101,105,2777,39,17,9,0,11,143,1106.4,573.1,893.9,781.7,977.4,747.9,1099.5,642.6,1089.6,563.1,866.1,567.3,1409.5,764.9,1366.8,779.8,1417.5,639.8,1457.2,630.8,1033.4,661.7,866.1,567.3,1412.8,703.8,1168.4,669.1
29047000005,MO,Clay County,000005,2571,106,2177,51,17,3,1,14,202,1946,49,1702,44,16,2,1,7,125,671.8,340.9,534.8,466.3,577.7,447.5,693.7,374.6,647.2,347.4,462.8,349.3,862.6,453.1,841.9,468.3,848,402.5,888.1,385.1,625,395.3,462.8,349.3,860.2,427.2,702.9,403.5
29047000006,MO,Clay County,000006,1363,29,1243,3,8,9,0,5,66,1075,22,985,3,8,7,0,3,47,493.5,258.2,394.2,355.5,431,341.6,516.4,257.2,503.5,252.2,410.1,269.1,649.4,345.5,641.4,342.6,643.4,323.7,672.2,292.9,467.7,292.9,410.1,269.1,651.6,326.2,535.5,303.9
