GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_she,uss_16_dem_cru,gov_18_rep_ive,gov_18_dem_mad,atg_18_rep_mar,atg_18_dem_sie,sos_18_rep_mer,sos_18_dem_mil,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_tub,uss_20_dem_jon,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
01117000025,AL,Shelby County,000025,2892,707,1014,1029,6,32,0,7,97,2202,435,875,797,4,23,0,3,65,743,664.6,767.3,681.5,333.1,515.2,322.7,526.6,328.4,511,479.7,798.1,460,825.8,755.1,673,328.1,517.6,469.9,811.9,490.6,646.1
01117000026,AL,Shelby County,000026,7867,670,5672,1072,11,93,14,28,307,5767,387,4350,756,6,62,9,15,182,2678.3,929,2772.3,978.5,2033.2,1047.8,2062.9,999.3,2104.5,939.9,2801,1228.8,2734.7,1347.6,2725.3,953.8,2066.9,995.7,2767.9,1288.2,2455.3,1067.3
01117000027,AL,Shelby County,000027,7675,1309,4964,945,23,78,0,28,328,5685,849,3880,668,16,52,0,13,207,3177.2,982.5,3232.1,1089.9,1791.1,836,1819.8,805.1,1847.3,768.8,2403.5,1072.6,2348,1159.6,3204.7,1036.2,1819.4,803.3,2375.8,1116.1,2374.1,959.2
01117000028,AL,Shelby County,000028,2901,139,2490,112,8,23,0,13,116,2191,81,1911,81,6,15,0,6,91,1380.6,189.7,1391.9,226.2,1110,247.6,1124,226.5,1131,216.2,1553,294,1528.6,336.4,1386.2,208,1121.7,230.1,1540.8,315.2,1317,248.1
01117000029,AL,Shelby County,000029,10336,1571,6334,1686,9,260,6,52,418,7924,1024,5187,1216,6,211,5,30,245,2550.6,1190.5,2647.5,1283,2016.1,1601.3,2077,1539.3,2118.3,1471,2843.2,2035.2,2747.1,2203,2599.1,1236.8,2070.5,1537.2,2795.1,2119.1,2428.5,1617.6
01117000030,AL,Shelby County,000030,4778,359,3213,944,14,16,12,17,203,4085,244,2861,783,13,16,12,9,147,972,524.9,1008.6,559.8,716,689,704,691,698,691,995,898,952,947,990.3,542.3,706,690.3,973.5,922.5,863.7,714.4
01117000031,AL,Shelby County,000031,902,70,764,17,1,0,0,2,48,688,47,595,12,1,0,0,2,31,320.8,40,317.8,52,241.8,41,239.8,43,248.8,29,383.7,49,360.7,78.9,319.3,46,243.5,37.6,372.2,64,301.9,47.5
01117000032,AL,Shelby County,000032,3473,80,2564,251,10,424,1,23,120,2698,55,2050,190,9,327,1,15,51,1529.6,895.4,1642.8,903.7,1187.7,755.2,1230,707.2,1267.1,659.1,1513.4,870.4,1463.7,959.3,1586.2,899.5,1228.3,707.2,1488.6,914.8,1404.9,821.5
01117000033,AL,Shelby County,000033,4141,794,2133,970,22,14,1,27,180,3176,468,1780,761,12,5,1,19,130,781.2,819,802.2,870,544,555,523,567,534,560,742,777,725,807,791.7,844.5,533.7,560.7,733.5,792,664.5,707.9
01117000034,AL,Shelby County,000034,9599,773,5494,2832,19,57,0,18,406,6865,476,4162,1909,19,50,0,12,237,2227.1,1062.6,2243.1,1145.9,1619.6,1164.5,1616.9,1159.2,1633,1125.8,2347.3,1540.8,2313.9,1629.5,2235.1,1104.2,1623.2,1149.8,2330.6,1585.2,2000.1,1261.2
01117000035,AL,Shelby County,000035,9427,550,5784,2516,14,88,4,50,421,6978,350,4468,1814,12,59,2,32,241,2317.9,1134.9,2341.7,1226.5,1633.1,1276.3,1656.8,1245.9,1672.2,1203.8,2442.9,1655.8,2391.3,1751.2,2329.8,1180.7,1654,1242,2417.1,1703.5,2065.1,1356.3
01117000036,AL,Shelby County,000036,1980,293,1455,120,10,11,2,4,85,1521,201,1154,89,9,8,1,1,58,614.2,101.1,603.9,117.7,668.4,165.5,670.7,163.2,680.8,144.9,930.5,219.2,923,245,609.1,109.4,673.3,157.9,926.7,232.1,727.4,165.2
01117000037,AL,Shelby County,000037,6762,320,5026,1105,13,12,0,21,265,5444,199,4116,942,13,6,0,9,159,2179.7,483.7,2155.6,554.4,1528.2,490.5,1532.2,478.2,1574.1,426,2234,632.3,2174.3,710.8,2167.6,519.1,1544.9,464.9,2204.2,671.6,1911.2,539.4
01117000038,AL,Shelby County,000038,1545,50,1391,34,3,6,0,2,59,1137,20,1058,15,2,1,0,2,39,508.3,40.5,503.9,51.6,500.1,64.9,500.2,61.5,510.4,48.7,733.6,63,724.2,78.4,506.1,46,503.6,58.4,728.9,70.7,568.7,58.3
01117000039,AL,Shelby County,000039,2773,79,2445,116,6,9,0,6,112,2245,55,1996,95,5,6,0,5,83,1439.3,175,1397.1,217.6,1011.8,178,1014.7,179.7,1031.2,155.3,1458.1,199.7,1429.9,244.9,1418.2,196.3,1019.2,171,1444,222.3,1254.6,192.9
01117000040,AL,Shelby County,000040,2035,60,1807,92,4,3,0,1,68,1704,35,1537,82,3,1,0,0,46,775.8,111.4,758.7,151.6,643.1,107.3,647.1,104.3,654,92.4,910.1,154.9,894.2,177.8,767.2,131.5,648.1,101.3,902.2,166.4,754.7,128.5
01117000041,AL,Shelby County,000041,1826,38,1689,5,4,4,0,0,86,1519,26,1425,4,2,4,0,0,58,650.5,76.9,635.5,96.9,527.6,91.9,541.6,74.9,552.6,60,814.4,101.9,791.4,141.9,643,86.9,540.6,75.6,802.9,121.9,644.8,92.1
01117000042,AL,Shelby County,000042,2284,63,1923,119,5,101,0,1,72,1942,45,1686,85,0,79,0,1,46,1074.2,303.9,1119.6,327.9,880.1,375,902.4,342.8,932.4,302.8,1063.6,368.3,1020.8,425.4,1096.9,315.9,905,340.2,1042.2,396.8,999,349.4
01117000043,AL,Shelby County,000043,4260,433,3452,102,5,70,0,19,179,3118,265,2597,79,5,46,0,15,111,1735.2,348.6,1879.1,352.7,1419,492.6,1463.7,436.1,1497.4,395.3,1880.3,523.8,1853.4,642.4,1807.2,350.7,1460.1,441.4,1866.9,583.1,1675.5,455.9
01119000003,AL,Sumter County,000003,1281,6,361,900,1,1,0,0,12,1019,4,297,707,1,1,0,0,9,242,494,262,464,187,439,174,447,178,437,226,484,227,480,252,479,179.7,441,226.5,482,213.7,463.6
01119000007,AL,Sumter County,000007,4370,84,1418,2681,20,96,1,5,65,3654,77,1281,2138,16,96,0,5,41,611.4,1181.4,618.2,1175.5,462,1016.3,462.9,988.8,470.8,966.2,605.5,1036,593.7,1066.4,614.8,1178.5,465.2,990.4,599.6,1051.2,546.3,1061.5
01119000105,AL,Sumter County,000105,170,0,16,147,0,0,0,0,7,130,0,11,114,0,0,0,0,5,7.9,80.9,10.1,77.5,5.7,79.8,5.6,80.8,6.7,77.7,7.6,89.7,7.6,88.7,9,79.2,6,79.4,7.6,89.2,7.3,82.1
01119000213,AL,Sumter County,000213,292,2,109,178,0,0,0,1,2,233,2,94,134,0,0,0,1,2,70,167,70,164,60,163,58,163,56,158,88,168,86,168,70,165.5,58,161.3,87,168,69.7,164.4
01119000413,AL,Sumter County,000413,2942,6,352,2529,3,3,1,1,47,2253,4,317,1885,2,3,0,1,41,250,1019,260,983,230,853,193,867,197,850,236,1037,219,1056,255,1001,206.7,856.7,227.5,1046.5,226.4,952.1
01119000512,AL,Sumter County,000512,438,4,46,378,0,0,1,0,9,364,2,39,317,0,0,0,0,6,28,286,38,270,24,234,21,234,24,225,30,285,30,286,33,278,23,231,30,285.5,27.9,260
01119000802,AL,Sumter County,000802,276,0,67,206,0,0,0,1,2,227,0,54,171,0,0,0,0,2,42,132,48,125,35,121,28,123,30,116,47,112,46,117,45,128.5,31,120,46.5,114.5,39.4,120.9
01119000911,AL,Sumter County,000911,393,1,121,264,0,0,0,0,7,319,0,104,213,0,0,0,0,2,85.1,203.7,90.1,191.7,70.1,176.6,71.1,172.6,68.1,170.6,85.1,203.6,82.1,208.6,87.6,197.7,69.8,173.2,83.6,206.1,78.8,189.6
01119001011,AL,Sumter County,001011,434,4,43,385,0,0,0,1,1,333,2,33,296,0,0,0,1,1,50.5,294.3,53.6,287.2,41.9,259.6,40.9,258.1,40.1,254.7,52.4,304.7,49.2,306.3,52,290.8,41,257.5,50.8,305.5,46.9,280.7
01119001101,AL,Sumter County,001101,601,2,68,527,0,0,0,0,4,446,1,40,401,0,0,0,0,4,28.4,336.1,34.3,327.3,23.5,286.1,25.5,282.2,26.5,278.3,32.3,350.8,29.4,349.8,31.4,331.7,25.2,282.2,30.9,350.3,28.6,315.8
01119001201,AL,Sumter County,001201,382,15,118,241,0,1,0,0,7,315,11,92,206,0,1,0,0,5,35.5,187.9,36,190.6,31,165,30.7,166.1,32.8,164.4,38.4,186.8,37.1,186.9,35.8,189.3,31.5,165.2,37.8,186.9,34.5,178.3
01119001301,AL,Sumter County,001301,331,5,56,261,0,0,0,0,9,275,3,43,226,0,0,0,0,3,25.1,207.8,28.6,206.1,21.6,187.9,19,188.7,19.9,183.5,31.2,213.8,29.4,214.7,26.8,206.9,20.2,186.7,30.3,214.3,25,200.4
01119006012,AL,Sumter County,006012,435,2,162,258,2,1,0,0,10,346,1,125,209,2,1,0,0,8,110.3,145.5,112.2,139,100,158.7,97.2,154,98.5,144.2,123.6,164.4,118.6,164.8,111.2,142.2,98.6,152.3,121.1,164.6,108.6,152.9
01121000001,AL,Talladega County,000001,9312,188,6699,1980,21,51,7,24,342,7234,120,5274,1532,18,47,3,14,226,2325.6,1016,2271,1079.6,1783.7,1037.8,1762.8,1057.8,1807.5,997.1,2722,1197.6,2659.3,1284.1,2298.3,1047.8,1784.7,1030.9,2690.6,1240.8,2190.3,1095.7
01121000002,AL,Talladega County,000002,6315,205,4459,1244,21,144,0,10,232,4873,135,3541,927,17,111,0,3,139,1853.4,613.9,1873.7,656.4,1392,639,1387.1,640,1421.9,592.7,2145.9,773.2,2105.3,851.4,1863.5,635.2,1400.3,623.9,2125.6,812.3,1739.9,680.9
01121000003,AL,Talladega County,000003,1669,39,1411,172,0,2,0,2,43,1324,24,1121,146,0,2,0,0,31,553.4,128.7,548.5,145.5,424.7,130.7,413.8,141.6,422.7,125.7,614.8,135.6,596,158.4,550.9,137.1,420.4,132.7,605.4,147,510.6,138
01121000004,AL,Talladega County,000004,9854,225,5846,3376,15,52,2,24,314,7676,118,4832,2463,15,45,2,15,186,2586.2,1279.2,2582.6,1332.6,1792.2,1199.7,1762.3,1218.4,1839.2,1127.6,2441.2,1309.2,2383.9,1390.5,2584.4,1305.9,1797.9,1181.9,2412.5,1349.8,2198.2,1265.3
01121000005,AL,Talladega County,000005,8908,267,2223,6197,21,24,3,24,149,7175,223,1936,4881,21,18,0,13,83,540.6,2472.8,551.9,2473.2,427.3,1778.1,394.6,1803.9,411.6,1776.4,540.9,2184.6,523.2,2209.9,546.2,2473,411.1,1786.1,532.1,2197.3,484.3,2099.8
01121000006,AL,Talladega County,000006,1798,18,568,1167,2,1,1,5,36,1555,15,510,1002,2,0,1,1,24,166,475,173.4,476.5,135.3,387.8,126.2,395.9,131.4,388.5,177.9,548.1,167.9,558.2,169.7,475.8,130.9,390.7,172.9,553.2,154,461.4
01121000007,AL,Talladega County,000007,3575,43,2083,1305,15,10,2,11,106,2889,28,1709,1051,15,10,2,7,67,818,774.1,811.2,794,653.3,652.4,643,661.6,649,642.2,958.6,848.3,936,881.2,814.6,784.1,648.4,652.1,947.3,864.7,781.3,750.5
01121000008,AL,Talladega County,000008,2927,34,2586,218,11,2,0,4,72,2292,22,2040,172,10,0,0,2,46,1131.8,185.8,1129.8,204.8,918.3,182.7,905.3,195.7,918.3,179.6,1336.7,222.9,1322.7,245.9,1130.8,195.3,914,186,1329.7,234.4,1094.7,202.5
01121000009,AL,Talladega County,000009,14119,322,8413,4776,30,59,4,51,464,11113,220,6915,3583,29,48,4,25,289,3548,2104.2,3577.7,2146.4,2645.2,1825.6,2602.4,1856.4,2678.1,1762.7,3537.6,2379.4,3432,2512,3562.8,2125.3,2641.9,1814.9,3484.8,2445.7,3145.8,2083.8
01121000010,AL,Talladega County,000010,10615,229,6515,3481,22,28,4,29,307,8335,147,5326,2592,20,22,4,18,206,2774.9,1557.4,2713.6,1672,2061.1,1382,2030,1411.1,2033.3,1393.8,2796.9,1846.7,2730.8,1931.8,2744.3,1614.7,2041.5,1395.6,2763.8,1889.2,2448.7,1599.3
01121000011,AL,Talladega County,000011,1082,18,729,297,0,2,1,8,27,865,11,600,225,0,2,1,6,20,286.2,166.6,285.3,169.6,215.2,138.3,214.1,139.3,219.2,134.2,330.8,186.9,324.6,191.1,285.8,168.1,216.1,137.3,327.7,189,267.9,160.8
01121000012,AL,Talladega County,000012,827,9,667,121,3,0,0,1,26,674,0,551,100,3,0,0,0,20,287.2,58.4,276.4,66.6,234.7,57.4,235.6,52.9,234.7,54.7,316.2,62.1,310.8,67.5,281.8,62.5,235,55,313.5,64.8,270.8,60
01121000013,AL,Talladega County,000013,2617,58,2298,170,5,3,0,2,81,2093,31,1862,140,5,0,0,1,54,1006,175.9,988.5,213.6,759.2,179.3,744.2,195.3,758.3,172.1,1166.5,197.9,1141.2,234.4,997.3,194.7,753.9,182.2,1153.9,216.2,937.7,195.5
01121000014,AL,Talladega County,000014,5128,78,3669,1194,12,3,0,10,162,4320,54,3178,963,12,2,0,6,105,1605.7,657.7,1569.2,704.4,1365.2,607.6,1335.4,634.5,1362.2,592.7,1885.3,760.6,1853.3,805.5,1587.5,681,1354.3,611.6,1869.3,783.1,1568.1,680.4
01121000015,AL,Talladega County,000015,3403,46,2566,642,6,14,3,1,125,2606,23,1976,500,5,14,3,0,85,1117.3,444.4,1080.3,485.6,804.3,397.8,775.4,427.6,815.3,379.3,1248.9,473,1224.7,520.3,1098.8,465,798.3,401.6,1236.8,496.6,1009.5,446.8
01123000101,AL,Tallapoosa County,000101,2220,99,868,1164,6,33,0,1,49,1621,70,692,793,6,26,0,1,33,371.9,417.8,363.1,422.3,283.4,337.7,283.5,337.7,288.8,322.6,387,421.2,382.5,424,367.5,420,285.2,332.6,384.8,422.6,337.2,383.3
01123000102,AL,Tallapoosa County,000102,6350,176,3002,2981,13,23,0,13,142,4928,93,2440,2270,12,18,0,4,91,1363,1256.6,1361.4,1265.7,1085.2,1177.1,1075.7,1180,1101.3,1134.6,1435.1,1376.2,1397.2,1415.2,1362.2,1261.2,1087.4,1163.9,1416.2,1395.7,1259.9,1257.9
01123000201,AL,Tallapoosa County,000201,1381,24,1180,136,3,7,0,3,28,1143,15,996,96,3,5,0,3,25,685.8,99.8,691.6,105.2,529.1,133.2,545.2,114.9,569.9,84.2,739.1,111.6,723.7,124.4,688.7,102.5,548.1,110.8,731.4,118,640.6,110.5
01123000202,AL,Tallapoosa County,000202,4389,376,2713,1048,6,89,0,9,148,3433,235,2244,777,5,73,0,8,91,1350.5,465,1335.2,496.6,942.2,471.1,984.8,433.1,1009.2,391.9,1396.4,485.4,1366.3,526.8,1342.8,480.8,978.7,432,1381.3,506.1,1197.8,467.1
01123000203,AL,Tallapoosa County,000203,2018,69,1602,274,1,1,0,7,64,1608,36,1329,195,0,0,0,5,43,797.3,134.7,776,162.9,573.3,154.5,578.8,145.3,595.4,128.4,808.4,153.8,798.4,169.7,786.7,148.8,582.5,142.7,803.4,161.7,703.9,149.9
01123000301,AL,Tallapoosa County,000301,935,26,839,32,0,3,0,0,35,739,11,681,18,0,3,0,0,26,375.2,27.8,362.2,40.8,300.1,45.6,299,43,310.4,32,481.1,48.8,469.4,61.6,368.7,34.3,303.2,40.2,475.2,55.2,371.1,42.8
01123000303,AL,Tallapoosa County,000303,1549,24,1444,15,4,4,0,4,54,1199,14,1133,6,3,0,0,2,41,702.5,38,664.1,65.4,582,65.2,578.2,66,585,51.8,808.3,51.3,796.8,70.2,683.3,51.7,581.7,61,802.5,60.7,673.8,58.2
01123000401,AL,Tallapoosa County,000401,865,7,750,79,4,0,0,1,24,679,5,591,65,4,0,0,1,13,402.7,64.1,393.4,72.8,359.2,73.4,361.4,68.9,357.7,62.8,464.9,79.5,452.4,99.5,398,68.5,359.4,68.3,458.6,89.5,398.8,74.4
01123000501,AL,Tallapoosa County,000501,1043,8,933,72,5,0,0,1,24,798,2,714,59,5,0,0,1,17,558.4,75.7,544.6,86.5,430.6,76.7,428.6,69.8,419.8,61,585.9,64.9,576.1,79.6,551.5,81.1,426.3,69.1,581,72.3,506.3,73.4
01123000601,AL,Tallapoosa County,000601,666,7,590,60,0,0,0,0,9,525,5,465,51,0,0,0,0,4,239,41.5,232.9,39.6,175.6,38.4,169.2,42.6,174.4,33.4,256.6,50.4,254.2,53.7,236,40.5,173.1,38.1,255.4,52,214.6,42.8
01123000701,AL,Tallapoosa County,000701,3279,42,1727,1402,10,12,0,12,74,2608,31,1443,1057,5,12,0,12,48,815.5,670.6,802.7,680.5,640,563.1,600.6,587.8,623.3,561.2,879.7,764.3,846.1,798.8,809.1,675.6,621.3,570.7,862.9,781.6,744,660.9
01123000801,AL,Tallapoosa County,000801,1697,12,1596,32,3,5,0,1,48,1517,9,1443,23,3,5,0,0,34,761.5,90.6,751.5,113.7,692.8,105.5,674.8,118.5,693.9,93.4,830.6,96.6,811.6,114.6,756.5,102.1,687.2,105.8,821.1,105.6,745.2,104.7
01123000901,AL,Tallapoosa County,000901,347,1,291,39,1,0,0,2,13,290,0,247,32,0,0,0,2,9,171.3,42.7,170.4,46.6,160.6,44,157.9,46,158.9,42.7,218.2,41.4,218.2,45.6,170.8,44.6,159.1,44.2,218.2,43.5,179.3,44.1
01123000902,AL,Tallapoosa County,000902,2150,24,2019,51,3,6,0,3,44,1964,23,1859,45,1,4,0,1,31,773.2,142.4,769.9,161.4,722.7,158.9,711.9,167.2,715.2,153.2,981.8,139.1,985.1,155.6,771.5,151.9,716.6,159.8,983.4,147.3,808.5,154
01123001001,AL,Tallapoosa County,001001,1328,19,1211,61,4,5,0,2,26,1162,16,1066,48,4,5,0,2,21,570.4,60,561,70.4,511.3,76,500,84.4,504.7,76.9,703.6,61,696.1,70.4,565.7,65.2,505.3,79.1,699.8,65.7,578.1,71.3
01123001101,AL,Tallapoosa County,001101,488,5,409,48,1,2,0,1,22,429,4,360,46,1,2,0,0,16,220.5,93.7,214.2,101.1,169.7,92.6,166.2,96.9,175.2,87.8,241,93.8,238.7,99.1,217.3,97.4,170.4,92.4,239.9,96.5,203.6,95
01123001201,AL,Tallapoosa County,001201,2324,44,1966,207,4,7,0,7,89,1785,24,1536,154,3,7,0,4,57,858.9,117.3,847.1,138.9,631.5,96.9,613.4,120.3,628.7,96,988.9,126.2,975.3,150.6,853,128.1,624.5,104.4,982.1,138.4,792,120.9
01123001203,AL,Tallapoosa County,001203,1677,39,1285,265,1,2,0,2,83,1280,23,1039,172,1,2,0,1,42,590.8,115.9,581.6,137,388.2,101.3,378.9,107.6,397.4,90.8,561.2,155.4,537.9,184.8,586.2,126.4,388.2,99.9,549.6,170.1,490.9,127.5
01123001204,AL,Tallapoosa County,001204,1406,35,679,619,7,6,0,10,50,1099,21,551,477,4,6,0,4,36,287.2,375.1,281.4,379,210.8,270.7,200.1,281.4,215.6,258.1,327.8,361.6,318.1,374.2,284.3,377.1,208.8,270.1,322.9,367.9,263,328.6
01123001301,AL,Tallapoosa County,001301,208,2,175,22,0,0,0,3,6,162,1,136,17,0,0,0,2,6,189.4,37.2,182,47.6,145.5,36.6,146.1,38.4,152.2,31.2,216.7,34.8,214.2,42,185.7,42.4,147.9,35.4,215.4,38.4,178,38.3
01123001401,AL,Tallapoosa County,001401,485,21,250,200,1,1,0,2,10,411,21,204,179,0,1,0,2,4,118.2,131.4,115.4,131.8,112.6,110.8,108.4,113.5,112.9,109.1,154.7,124.6,147.2,133.5,116.8,131.6,111.3,111.1,150.9,129.1,124.2,122.1
01123001501,AL,Tallapoosa County,001501,1399,7,194,1168,2,4,0,3,21,1112,4,160,925,1,3,0,3,16,79,737,89,727,46,518,41,521,46,512,81,744,75,745,84,732,44.3,517,78,744.5,65.3,643.4
01123001601,AL,Tallapoosa County,001601,364,19,291,43,1,0,0,0,10,287,12,232,35,1,0,0,0,7,109.7,23.3,112.5,22.4,95.2,20.9,89.2,25.9,89.3,24.8,137.1,24.8,134,27.8,111.1,22.9,91.2,23.9,135.5,26.3,109.6,24.3
01123001701,AL,Tallapoosa County,001701,434,8,348,67,1,0,0,0,10,359,3,292,57,1,0,0,0,6,220.5,52.1,218.4,57.2,173.8,58,180.6,48.1,177.4,46.9,239,50.9,232.7,57.3,219.5,54.6,177.3,51,235.9,54.1,206.1,52.9
01123001801,AL,Tallapoosa County,001801,2309,50,1890,281,3,12,0,4,69,1874,29,1566,213,3,12,0,2,49,981.6,208.5,979.4,231.7,741.6,188.7,735.6,195.6,768.4,143.6,1039.1,197.7,1020.8,231.1,980.5,220.1,748.5,175.9,1030,214.4,895.2,199.6
01125000001,AL,Tuscaloosa County,000001,121,2,107,0,0,1,0,0,11,90,2,79,0,0,0,0,0,9,52.1,2.5,52.4,4,36.2,3.8,35.6,4.5,36.2,3.5,61.4,5.7,60.8,6.4,52.3,3.2,36,3.9,61.1,6,47.8,4.3
01125000002,AL,Tuscaloosa County,000002,513,16,469,6,3,1,0,0,18,396,9,363,5,3,0,0,0,16,195,17.5,188,24.2,153.9,23.1,147.5,30.1,154.1,19.4,256.8,22.8,250.3,30.3,191.5,20.8,151.8,24.2,253.5,26.5,192.2,23.9
01125000003,AL,Tuscaloosa County,000003,774,18,712,8,5,0,0,1,30,571,13,525,3,5,0,0,1,24,242.6,13.1,244.3,11.6,192.6,18.8,189.5,20.7,194.6,14.5,346,25.7,338.6,36.1,243.5,12.3,192.2,18,342.3,30.9,249.8,20.1
01125000004,AL,Tuscaloosa County,000004,222,6,200,6,2,1,0,1,6,182,6,164,6,1,1,0,0,4,91.6,8.1,83.6,19.1,76.5,13.1,69.5,19.1,77.6,9.1,108.8,13.1,104.7,18.2,87.6,13.6,74.5,13.8,106.8,15.6,87.5,14.2
01125000005,AL,Tuscaloosa County,000005,2089,101,1848,56,1,2,0,10,71,1570,54,1412,43,0,1,0,6,54,740.6,62.8,735.7,75.5,539.5,85.3,547.3,74.6,560.1,62.8,909.3,81.4,894.6,103,738.1,69.2,549,74.2,901.9,92.2,703.9,77.9
01125000006,AL,Tuscaloosa County,000006,2008,30,1850,61,6,1,0,4,56,1535,20,1422,44,6,1,0,4,38,629.1,57,617.4,78.7,477.8,92.6,476.3,87.9,481.9,75,800.4,86.2,781.3,107.5,623.3,67.9,478.7,85.2,790.9,96.9,609.2,83.6
01125000007,AL,Tuscaloosa County,000007,1262,13,1104,96,5,2,0,2,40,963,5,842,88,5,2,0,2,19,544.4,114.4,540.2,126.4,440.4,158.1,447.9,147.7,455.5,131.2,712.6,149.7,696.1,179.2,542.3,120.4,447.9,145.7,704.4,164.4,548.2,143.8
01125000008,AL,Tuscaloosa County,000008,1823,33,1699,42,1,10,0,0,38,1491,17,1392,35,1,10,0,0,36,757.4,133.7,769,133.8,612.8,186.8,635.3,159.7,647.1,142.6,928.5,168.8,906.1,201.1,763.2,133.7,631.7,163.1,917.3,184.9,750.9,160.9
01125000009,AL,Tuscaloosa County,000009,1351,43,1203,33,4,13,3,0,52,1050,20,952,25,4,7,2,0,40,586.7,77.4,598.5,78.4,429.5,121,449.8,98.9,465.3,81,683.7,113.4,670,133.7,592.6,77.9,448.2,100.3,676.8,123.6,554.8,100.5
01125000010,AL,Tuscaloosa County,000010,504,13,442,8,1,2,0,0,38,382,9,339,8,1,2,0,0,23,157.4,9,160.6,16,121.3,27.2,128.3,19.2,128.6,16.9,188.5,17.4,184.3,22.7,159,12.5,126.1,21.1,186.4,20.1,152.7,18.3
01125000011,AL,Tuscaloosa County,000011,4199,98,3284,675,16,10,0,5,111,3231,66,2597,468,14,9,0,5,72,1495,215.5,1471.8,268,1154,313.5,1158.4,300.1,1200.6,249.9,1674.6,439.4,1618.2,504,1483.4,241.7,1171,287.9,1646.4,471.7,1396.1,327.2
01125000012,AL,Tuscaloosa County,000012,6256,162,5377,409,23,16,2,25,242,4728,99,4118,299,20,14,2,18,158,2060.3,221.3,2034.8,291.7,1483.3,369,1531.2,315.3,1560.5,282.9,2452.2,354.6,2386.7,450.4,2047.5,256.5,1525,322.4,2419.4,402.5,1929.9,326.5
01125000013,AL,Tuscaloosa County,000013,2522,49,2218,118,7,4,7,17,102,1901,36,1691,82,7,2,7,12,64,774,86.2,762.7,102.3,537.8,124.5,543.6,114.6,555.1,99.2,940.5,142.1,924.5,168.6,768.4,94.3,545.5,112.8,932.5,155.3,719.8,119.7
01125000014,AL,Tuscaloosa County,000014,3531,129,2959,272,11,7,2,12,139,2635,67,2272,193,11,6,0,7,79,1124.4,138.3,1150.2,154.5,674.6,206.1,698.8,183.8,731.1,143.5,1212.6,206.1,1182.3,257.3,1137.3,146.4,701.5,177.8,1197.5,231.7,967.7,184.2
01125000015,AL,Tuscaloosa County,000015,8196,592,6291,555,11,454,2,25,266,5934,328,4699,410,7,326,2,18,144,2277.7,854.6,2585,732.4,1837.8,1311.4,2124,993.7,2264.3,839.1,2807,1064.4,2736.2,1193.5,2431.4,793.5,2075.4,1048.1,2771.6,1128.9,2376,998.5
01125000016,AL,Tuscaloosa County,000016,7523,394,6579,262,8,70,1,21,188,5596,228,4979,192,7,51,1,9,129,2638.2,356.6,2670.3,392,1925.3,571.5,2032.3,445.7,2102.7,376,3026.9,485.4,2957.5,590.1,2654.3,374.3,2020.1,464.4,2992.2,537.8,2479.1,459.6
01125000017,AL,Tuscaloosa County,000017,6352,356,5210,540,7,24,4,25,186,4525,213,3769,387,7,20,4,4,121,1661.8,328.3,1655.1,364.7,1279.2,520.1,1353.8,429.7,1385.7,387.1,1967.6,506.2,1928.9,586,1658.4,346.5,1339.6,445.6,1948.3,546.1,1604.6,446
01125000018,AL,Tuscaloosa County,000018,686,31,624,12,0,2,0,0,17,542,22,501,7,0,1,0,0,11,276.1,29,269.6,33.8,231.8,40.8,229.5,37.7,238,29.9,333.6,53.8,322,64.6,272.9,31.4,233.1,36.1,327.8,59.2,271.5,41.4
01125000019,AL,Tuscaloosa County,000019,2924,102,2464,248,6,6,0,7,91,2289,69,1965,179,6,0,0,0,70,1105.7,179.1,1094,217.3,870.3,257,871.7,254.3,919.1,204.5,1298.3,295.2,1256.5,355.8,1099.9,198.2,887.1,238.6,1277.4,325.5,1059.4,251.9
01125000020,AL,Tuscaloosa County,000020,5684,676,3060,1658,33,39,11,53,154,4265,431,2562,1101,22,37,11,10,91,1376.9,719.1,1408.8,734.1,1039.8,831.4,1075.4,773.3,1143.5,709.2,1438.2,935.5,1381.3,1010.1,1392.8,726.6,1086.2,771.3,1409.8,972.8,1266.3,816.1
01125000021,AL,Tuscaloosa County,000021,6923,358,4998,1250,14,89,0,17,197,5359,220,3948,961,13,72,0,11,134,2329.2,962.1,2410.1,979.9,1679.9,1191.3,1774.5,1059.3,1863.2,950.4,2236.9,1042,2166.1,1141.7,2369.6,971,1772.5,1067,2201.5,1091.8,2065.7,1046.7
01125000022,AL,Tuscaloosa County,000022,5331,205,3958,807,7,151,4,7,192,4318,125,3290,647,2,119,4,7,124,1490.1,616,1564.8,636.4,1091.4,784.8,1145.7,701.4,1223.3,630.6,1526.9,765.4,1471.6,863.4,1527.4,626.2,1153.4,705.6,1499.3,814.4,1359.1,714
01125000023,AL,Tuscaloosa County,000023,7894,198,6116,1123,8,206,4,11,228,6044,132,4879,715,8,165,4,8,133,2519.6,1147.1,2875.5,965.2,1827.9,1636,2124.3,1298.1,2284.7,1134.6,2344.4,1177,2251,1343.6,2697.5,1056.2,2079,1356.3,2297.7,1260.3,2318.2,1243.1
