GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_lee,uss_16_dem_sno,gov_16_rep_her,gov_16_dem_wei,atg_16_rep_rey,atg_16_dem_har,uss_18_rep_rom,uss_18_dem_wil,pre_20_rep_tru,pre_20_dem_bid,gov_20_rep_cox,gov_20_dem_pet,atg_20_rep_rey,atg_20_dem_sko,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
49003SNOWUS,UT,Box Elder County,SNOWUS,64,10,51,0,0,0,0,2,1,51,7,41,0,0,0,0,2,1,39.4,1.8,46.6,2.4,47.8,1.8,42.4,4.2,37,3,57.9,2.4,48.9,0.6,54.9,3.6,44,2.5,37,3,53.9,2.2,46.9,2.5
49003SWIL00,UT,Box Elder County,SWIL00,1856,159,1606,5,11,15,6,8,46,1241,96,1106,3,8,10,3,2,13,430.5,75.2,565.2,69.3,534.5,90.3,515.6,79.4,471.9,83.3,727,156.7,706.8,116.2,711.2,140.2,511.4,78.5,471.9,83.3,715,137.7,582.8,101.3
49003TRE003,UT,Box Elder County,TRE003,1703,259,1353,7,7,15,0,7,55,1128,153,928,2,4,11,0,6,24,252.1,37.2,327.5,44.3,311.7,54.3,302.3,45.1,268.3,38.6,468.5,81.4,423.5,69.1,452.9,79.9,298.4,45.2,268.3,38.6,448.3,76.8,350.8,56.2
49003TRE004,UT,Box Elder County,TRE004,2208,396,1658,5,30,50,3,5,61,1405,223,1079,3,20,44,0,2,34,339.8,74.1,424,76.1,422,81.1,381.9,79.1,380,66.1,616.4,94.2,533.2,94.2,575.3,95.2,391.9,77.6,380,66.1,574.9,94.5,459,82.5
49003TRE005,UT,Box Elder County,TRE005,1568,126,1352,11,3,20,12,0,44,970,53,866,0,3,16,5,0,27,297.5,33,377.8,32.6,371.9,34.2,349.4,34.5,326.5,49,599.9,108.6,552,85.6,571.7,113.9,349.1,33.5,326.5,49,574.5,102.7,430.8,61.4
49003TRE02A,UT,Box Elder County,TRE02A,2444,417,1911,1,8,37,5,2,63,1561,246,1248,1,5,29,4,1,27,308.4,68.3,370.6,74.6,371.4,69.1,342.6,71.4,342.7,62.9,620.7,116.5,581.8,85.4,608.3,98.6,348.3,70.9,342.7,62.9,603.6,100.2,443.3,80.9
49003TRE02B,UT,Box Elder County,TRE02B,225,10,212,0,0,0,2,0,1,152,9,140,0,0,0,2,0,1,62.9,13.9,75.6,15.2,75.7,14.1,69.9,14.6,69.9,12.8,126.6,23.8,118.7,17.4,124.1,20.1,71,14.5,69.9,12.8,123.1,20.4,90.4,16.5
49003TRE0US,UT,Box Elder County,TRE0US,696,34,628,6,0,11,0,0,17,457,18,423,1,0,10,0,0,5,229,37.5,287.2,43.9,288.9,43.5,263.3,39.1,285.8,36.3,449.6,63.2,401.5,53.1,434.4,65.4,267.1,41,285.8,36.3,428.5,60.6,330,47.7
49003TRE0UW,UT,Box Elder County,TRE0UW,1705,72,1590,3,6,3,0,0,31,1171,29,1109,1,6,1,0,0,25,371.9,48,495.2,54.6,478.3,65,451.9,55.5,451.9,64,727.8,96,641.1,84.7,683.5,115.8,449.3,55.8,451.9,64,684.1,98.9,537.7,73
49003TRE1AI,UT,Box Elder County,TRE1AI,1603,104,1427,1,10,12,1,0,48,1044,67,943,0,5,10,1,0,18,336.1,37.7,439.2,30.4,447.3,31.2,417.8,32,400.8,36.1,569.2,86.8,566.5,46.8,551.1,82,410.1,32.8,400.8,36.1,562.2,71.9,466,47.9
49003TRE1AU,UT,Box Elder County,TRE1AU,6,0,6,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,2.4,0.2,2.8,0.2,3.1,0.2,2.9,0.2,2.6,0.3,4,0.4,3.8,0.3,3.9,0.4,2.8,0.2,2.6,0.3,3.9,0.4,3.2,0.3
49003TRE1BI,UT,Box Elder County,TRE1BI,143,23,115,0,0,0,0,0,5,98,14,80,0,0,0,0,0,4,35.9,3.4,44.8,3.4,46.8,3.2,43.8,3.5,40.8,4.1,60.1,8,58.9,4.8,58.6,7.9,42.8,3.4,40.8,4.1,59.2,6.9,48.7,4.8
49003TRE1BU,UT,Box Elder County,TRE1BU,170,4,165,0,0,0,0,0,1,132,3,129,0,0,0,0,0,0,64.4,6.8,82.7,5.9,85.1,5.9,79.5,6.2,75.4,7.1,108.6,15.8,107.4,8.8,105.4,15.1,78,6.2,75.4,7.1,107.2,13.2,88.6,8.9
49003WLRD0I,UT,Box Elder County,WLRD0I,1978,113,1803,2,2,7,3,5,43,1428,68,1321,2,1,7,0,1,28,342.7,67.4,430.5,77.3,432.1,82.2,398.3,77.1,427.8,88,631.1,120.9,614.9,104.7,590.7,135.9,400.9,76,427.8,88,612.2,120.5,483.5,94.2
49003WLRD0U,UT,Box Elder County,WLRD0U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.7,24.5,156.9,28.1,157.4,29.9,145.1,28.2,155.7,31.9,225.9,43.1,219.8,37.5,211,49.1,146,27.7,155.7,31.9,218.9,43.3,174.6,34
49003YOST00,UT,Box Elder County,YOST00,61,2,54,0,0,0,0,0,5,49,2,43,0,0,0,0,0,4,13.9,2,20.9,2,20.8,2,16.9,3,12.9,0,25.8,2,24.8,2,23.8,1,18.1,2.2,12.9,0,24.8,1.6,20,1.7
49005AMA0I0,UT,Cache County,AMA0I0,482,43,424,3,1,0,0,0,11,305,21,281,1,0,0,0,0,2,114.2,11.8,145.2,17.5,147.8,14.3,137.7,17.5,123.4,15.7,171.4,35.1,157.1,27.9,162.1,36.8,136.2,15.3,123.4,15.7,163.5,33.2,144.9,22.1
49005AMA0UE,UT,Cache County,AMA0UE,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3.8,0.4,4.8,0.6,4.9,0.5,4.6,0.6,4.1,0.5,5.7,1.2,5.3,0.9,5.4,1.2,4.5,0.5,4.1,0.5,5.5,1.1,4.8,0.7
49005AMA0US,UT,Cache County,AMA0US,21,5,11,1,0,0,0,0,4,16,2,9,1,0,0,0,0,4,17.6,1.8,22.4,2.6,22.8,2.1,21.2,2.6,19,2.4,26.4,5.4,24.3,4.3,25,5.7,21,2.3,19,2.4,25.2,5.1,22.3,3.4
49005BEN000,UT,Cache County,BEN000,729,45,674,2,0,0,1,3,4,495,32,459,2,0,0,0,0,2,167.1,31.4,217.3,38.8,224.7,36.3,200.1,39.4,187.9,34.7,255.5,59.9,224.5,50.9,234.1,61,202.3,36.5,187.9,34.7,238,57.3,213.9,44
49005CLK00I,UT,Cache County,CLK00I,749,28,707,0,0,0,0,0,14,521,21,495,0,0,0,0,0,5,53.8,7.3,76.4,9.3,73.3,8.2,70.5,8.7,61.4,7.6,95,12.7,94.1,9.9,92.7,14.4,68.5,8.4,61.4,7.6,93.9,12.3,77.2,9.8
49005CLK0UE,UT,Cache County,CLK0UE,42,0,40,0,2,0,0,0,0,28,0,28,0,0,0,0,0,0,84.7,11.5,120.2,14.6,115.3,12.9,110.9,13.8,96.7,12,149.4,20,148.1,15.5,145.9,22.6,107.8,13.2,96.7,12,147.8,19.4,121.4,15.4
49005CLK0UW,UT,Cache County,CLK0UW,23,1,20,0,0,0,0,0,2,17,0,17,0,0,0,0,0,0,51.3,7,72.8,8.9,69.9,7.8,67.2,8.3,58.6,7.3,90.6,12.1,89.8,9.4,88.4,13.7,65.3,8,58.6,7.3,89.6,11.7,73.6,9.3
49005COR00I,UT,Cache County,COR00I,274,40,228,1,2,1,0,2,0,176,27,148,0,1,0,0,0,0,32.8,2.6,47.5,3.1,45.6,4.1,45.4,3.1,44,4.6,193.1,28.9,191.5,23.9,189,34.7,42.8,3.2,44,4.6,191.2,29.2,98.6,13.1
49005COR0UW,UT,Cache County,COR0UW,36,3,32,0,0,0,0,0,1,21,1,19,0,0,0,0,0,1,33.2,2.6,48.2,3.1,46.1,4.2,46.1,3.1,45.1,4.7,204.2,30.6,202.6,25.4,200,36.8,43.4,3.2,45.1,4.7,202.3,30.9,103.2,13.8
49005COV000,UT,Cache County,COV000,524,14,505,0,1,1,0,1,2,372,10,359,0,0,0,0,1,2,165.4,20.9,230.1,25.9,225.2,29.9,216.2,21.9,179.3,23.9,122.5,15.9,112.6,15.9,113.6,13.9,209.2,24.7,179.3,23.9,116.2,15.3,170.6,21
49005CY0000,UT,Cache County,CY0000,913,64,808,6,3,4,7,4,17,638,28,584,5,3,4,5,0,9,231,38.2,362.8,43.1,351.1,53.8,321.8,46.9,307.5,40.9,257.1,41,230.9,42,243.6,40,316.7,45.5,307.5,40.9,243.9,41,288.2,43.2
49005HYD001,UT,Cache County,HYD001,2946,165,2647,15,2,32,5,3,77,1884,100,1718,11,0,16,0,3,36,577.5,147.4,980.4,149.8,981.8,145.8,897.1,138.1,883.2,143.9,1130,401.2,1268.4,272.6,1176.3,346.1,859.2,145.3,883.2,143.9,1191.6,340,986.8,218.1
49005HYD02I,UT,Cache County,HYD02I,2350,162,2111,5,4,22,0,1,45,1565,80,1437,2,4,16,0,1,25,400.4,161.8,785,148.8,771.2,166.4,722.2,145.2,650,147.9,801.7,319.9,894.2,215.4,846.1,260.7,669.7,155.6,650,147.9,847.3,265.4,733.8,195.8
49005HYD2UE,UT,Cache County,HYD2UE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,14.4,88.6,13.5,88.2,14.5,82.1,13,75.6,14.4,95.7,33.8,106.9,22.8,100.1,27.7,77.5,13.8,75.6,14.4,100.9,28.1,86,19.3
49005HYD2UW,UT,Cache County,HYD2UW,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,16.9,6.6,32.6,6.1,32,6.8,30,6,27,6.1,33.5,13.1,37,8.9,35.1,10.7,27.9,6.4,27,6.1,35.2,10.9,30.5,8
49005HYR01I,UT,Cache County,HYR01I,1606,352,1193,7,5,6,9,4,30,1066,196,834,4,4,6,7,2,13,239.8,72.6,339.6,75.1,325.5,90.1,312.8,70.1,275,65.9,400.4,122.8,385.4,106.4,386.9,113.1,304.4,77,275,65.9,390.9,114.1,333.2,89.5
49005HYR01U,UT,Cache County,HYR01U,197,1,195,0,0,0,0,0,1,142,0,141,0,0,0,0,0,1,101.1,31,142.7,32.2,137,38.5,131.6,29.9,115.7,28.2,168.7,52.1,162.4,45.3,163,48.1,128.1,32.9,115.7,28.2,164.7,48.5,140.3,38.2
49005HYR02A,UT,Cache County,HYR02A,818,125,637,5,3,3,3,2,40,591,81,472,4,3,3,2,2,24,212.2,49,323.2,50.6,296.7,59.5,290.1,47.9,255.8,48.1,346.4,84.4,344.1,59.2,333.1,78.6,280.6,51.8,255.8,48.1,341.2,74.1,300.2,59.7
49005HYR02B,UT,Cache County,HYR02B,60,0,56,0,0,0,0,1,3,54,0,51,0,0,0,0,1,2,9.4,2.1,14.2,2.2,12.9,2.7,12.6,2.1,11.2,2.1,15.1,3.6,15,2.5,14.5,3.4,12.3,2.3,11.2,2.1,14.9,3.2,13.1,2.6
49005HYR03I,UT,Cache County,HYR03I,2473,373,1956,4,18,19,30,6,67,1580,222,1257,1,12,11,27,5,45,213.1,43.6,319.4,52.6,314.4,55.9,313.2,44.2,271.3,54.3,415,108.5,413.9,88.9,421.2,96.2,290,49.1,271.3,54.3,416.7,97.9,335.2,68
49005HYR03U,UT,Cache County,HYR03U,26,1,24,0,0,1,0,0,0,20,1,19,0,0,0,0,0,0,171.3,35.7,256.2,42.7,251.9,45.7,250.7,36,217.3,43.8,331.9,87.2,330.6,71.7,336.3,77.5,232.5,40,217.3,43.8,333,78.8,268.3,55
49005HYR04I,UT,Cache County,HYR04I,2032,326,1623,2,7,13,20,6,35,1376,204,1117,1,7,3,19,4,21,402.1,70.8,625.7,65.7,573.7,93.9,558.3,76.8,497.7,60.6,695.7,163.9,664.1,127.2,672.7,137.4,539.9,76.8,497.7,60.6,677.5,142.8,586.3,99.6
49005HYR04U,UT,Cache County,HYR04U,125,9,113,0,0,0,2,0,1,97,6,88,0,0,0,2,0,1,57.7,10.2,89.7,9.4,82.3,13.5,80.1,11,71.4,8.7,99.8,23.5,95.2,18.2,96.5,19.7,77.4,11,71.4,8.7,97.2,20.5,84.1,14.3
49005HYR05I,UT,Cache County,HYR05I,2384,365,1899,1,6,31,3,5,74,1359,207,1093,1,4,26,0,5,23,69.8,16.4,123.3,18.3,120.6,20.6,111.7,16.2,97.7,19.3,183.4,52.3,179.5,42.6,188.3,46.6,106.4,17.9,97.7,19.3,183.7,47.2,134.3,29
49005HYR5UE,UT,Cache County,HYR5UE,8,1,7,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,160,37.5,284.6,42.7,279.2,47.9,257.4,37.5,225.1,45.3,433.8,124.4,423.9,101.2,446.4,110.9,245.3,41.4,225.1,45.3,434.7,112.2,313.8,68.4
49005HYR5US,UT,Cache County,HYR5US,42,2,36,2,0,0,0,0,2,25,0,22,1,0,0,0,0,2,24.5,5.6,42.5,6.2,41.5,7,38.5,5.6,33.9,6.7,63.4,17.7,61.7,14.4,64.8,15.8,36.8,6.1,33.9,6.7,63.3,16,46.4,9.9
49005LEW001,UT,Cache County,LEW001,1233,171,1026,5,0,6,3,1,21,836,103,716,1,0,6,3,1,6,305.6,29.1,416.9,34.1,406.9,34.1,383.8,35.1,316.7,43.1,427.5,96.1,407.4,66.1,427.4,72,378.3,33.1,316.7,43.1,420.8,78.1,386.5,51.2
49005LEW002,UT,Cache County,LEW002,707,78,591,0,8,1,2,5,22,473,53,400,0,1,0,2,2,15,171,14.7,233.5,17.5,229.9,21.1,218.8,19.3,174.7,23,275.8,40.5,267.6,23.9,255.6,40.5,213.3,18.2,174.7,23,266.3,34.9,228.4,25.1
49005LOG001,UT,Cache County,LOG001,1323,171,1022,6,3,23,26,11,61,1041,117,844,2,1,20,18,11,28,142.5,116.8,215.4,123.8,217.3,122.9,187.2,97.8,143.9,134.2,209.5,231.5,209.6,193.2,210.2,188.7,190.6,115.3,143.9,134.2,209.8,204.5,191.9,151.1
49005LOG002,UT,Cache County,LOG002,2164,578,1256,53,25,100,76,9,67,1580,384,974,43,25,68,46,6,34,175,150,280,151,274,168,229,144,212,143,308,254,329,211,309,210,239.5,153.2,212,143,315.3,225,264.5,178.9
49005LOG003,UT,Cache County,LOG003,2137,655,1269,43,17,57,14,7,75,1452,391,914,23,17,48,6,6,47,202,176,374,160,379,165,337,147,269,126,379,232,378,207,400,206,323,162,269,126,385.7,215,339.8,177.4
49005LOG004,UT,Cache County,LOG004,1705,328,1216,72,13,20,12,12,32,1301,224,966,47,13,13,8,7,23,204,121,352,128,340,127,308,110,239,143,358,249,367,194,345,211,301,121.5,239,143,356.7,218,314.1,160.4
49005LOG005,UT,Cache County,LOG005,2113,485,1441,52,10,44,18,4,59,1471,327,1027,42,10,32,4,2,27,220,290,416,255,418,282,384,239,300,275,365,428,414,358,386,382,359.5,266.5,300,275,388.3,389.3,362.9,313.6
49005LOG006,UT,Cache County,LOG006,1745,311,1260,64,13,46,11,4,36,1378,176,1088,44,9,25,7,3,26,160,146,310,143,299,151,276,118,197,150,276,272,299,216,275,218,261.2,139.5,197,150,283.3,235.3,261.5,176.8
49005LOG007,UT,Cache County,LOG007,784,121,588,11,4,17,3,0,40,685,95,533,10,4,12,2,0,29,73,110,142,100,142,101,123,85,107,106,128,176,142,162,133,157,120,99,107,106,134.3,165,123.8,124.6
49005LOG008,UT,Cache County,LOG008,821,94,645,8,6,24,0,4,40,699,60,566,7,4,23,0,4,35,68,64,140,63,120,78,111,69,97,102,116,162,142,130,126,136,109.8,68.5,97,102,128,142.7,115,100.5
49005LOG009,UT,Cache County,LOG009,1177,152,965,5,8,8,8,1,30,974,116,812,4,5,6,8,1,22,174.1,184.4,317.8,189.8,320.2,184.1,284.5,163.4,213.3,184.5,285.8,289.2,307.6,240,290,247.5,274.1,180.4,213.3,184.5,294.5,258.9,274.1,210.4
49005LOG010,UT,Cache County,LOG010,1038,73,880,5,6,30,4,8,32,883,52,755,5,5,30,2,6,28,88,112,193,112,192,123,179,96,138,115,169,195,194,166,172,166,163,110.8,138,115,178.3,175.7,165.6,135.6
49005LOG011,UT,Cache County,LOG011,943,104,766,13,11,20,0,3,26,781,64,657,6,9,20,0,2,23,101,92,245,93,232,101,216,68,157,103,219,145,230,133,218,130,198.5,88.5,157,103,222.3,136,202.2,108.1
49005LOG012,UT,Cache County,LOG012,2225,143,1903,19,12,60,6,1,81,2172,128,1881,16,12,55,2,1,77,37,59.6,86.8,53.3,83.4,61.4,74.7,43.4,64.3,50.4,63.1,85.1,74.1,67.2,66,62.5,70.5,54.4,64.3,50.4,67.7,71.6,68.7,60.4
49005LOG013,UT,Cache County,LOG013,1249,64,1093,8,3,33,1,9,38,984,39,882,7,2,27,1,5,21,239.9,257.3,401.8,241.9,404.7,262.1,379.7,220.7,362.3,256.3,334,381,402,308,367,329,356.5,245.5,362.3,256.3,367.7,339.3,361.4,282
49005LOG014,UT,Cache County,LOG014,1040,83,897,4,5,16,2,7,26,821,50,723,1,5,14,1,7,20,118.5,157.8,224.9,165.6,217.9,179.5,219.6,134.2,200.5,155.1,234,262,266,228,245,235,195.2,159.3,200.5,155.1,248.3,241.7,215.8,189.7
49005LOG015,UT,Cache County,LOG015,1332,104,1157,4,1,32,7,5,22,1217,76,1079,4,1,32,6,4,15,119,99,280,96,281,107,247,96,143,143,210,189,234,155,226,144,231.8,99.5,143,143,223.3,162.7,217.5,128.6
49005LOG016,UT,Cache County,LOG016,1544,242,1136,12,23,37,17,11,66,1248,170,955,12,19,37,3,11,41,189,162,312,157,319,161,286,136,233,143,300,236,338,192,314,200,276.5,154,233,143,317.3,209.3,286.4,173.4
49005LOG017,UT,Cache County,LOG017,2111,578,1281,58,47,54,25,8,60,1518,350,1018,30,30,41,11,5,33,217,104,375,130,374,117,333,101,233,121,373,221,396,176,388,177,324.8,113,233,121,385.7,191.3,336.1,143.4
49005LOG018,UT,Cache County,LOG018,2663,155,2348,34,6,46,4,3,67,2435,119,2171,28,6,45,4,3,59,96,65,246,53,253,56,211,47,127,76,261,178,307,115,280,122,201.5,55.2,127,76,282.7,138.3,222.6,89
49005LOG019,UT,Cache County,LOG019,1255,58,1033,11,9,111,0,5,28,1064,42,902,8,8,80,0,5,19,97,39,271,49,257,62,237,46,174,69,261,170,306,134,291,132,215.5,49,174,69,286,145.3,236.8,87.6
49005LOG020,UT,Cache County,LOG020,1995,43,1821,4,5,52,9,3,58,1746,30,1606,2,5,45,7,2,49,261,212,460,182,486,194,447,167,401,185,343,335,435,257,403,277,413.5,188.8,401,185,393.7,289.7,404.5,226.1
49005LOG021,UT,Cache County,LOG021,786,15,711,0,2,25,0,6,27,553,5,506,0,0,24,0,4,14,136,170,271,154,268,158,263,126,225,166,224,259,279,202,261,214,234.5,152,225,166,254.7,225,240.9,181.1
49005LOG022,UT,Cache County,LOG022,1393,82,1190,7,6,30,8,4,66,1065,54,943,4,6,21,4,4,29,314.4,197.8,482.2,186.8,480,188.7,446,165.6,414.7,201.7,440.2,339,523.3,253.9,478.1,292.1,430.7,184.7,414.7,201.7,480.5,295,447.4,228.2
49005LOG023,UT,Cache County,LOG023,1901,88,1653,13,9,79,2,1,56,1815,81,1584,13,9,77,1,1,49,128,175.4,321.2,159.7,319.6,171.6,275.3,139.6,187.7,152.6,267.9,232.9,303.9,173.8,269,174.5,261,161.6,187.7,152.6,280.3,193.7,259.1,172.5
49005LOG024,UT,Cache County,LOG024,712,78,586,4,10,12,8,0,14,523,44,446,3,6,9,5,0,10,79,98,143,101,151,105,133,95,110,99,153,146,162,125,158,130,126.5,99.8,110,99,157.7,133.7,136.1,112.4
49005LOG025,UT,Cache County,LOG025,1967,496,1269,34,26,48,24,6,64,1442,302,997,27,21,40,16,3,36,205,122,380,123,351,130,315,115,267,134,366,255,396,210,383,217,312.8,122.5,267,134,381.7,227.3,332.9,163.2
49005LOG026,UT,Cache County,LOG026,1368,140,1089,14,2,35,24,0,64,1128,96,910,13,2,32,22,0,53,182,106,348,107,339,123,305,100,250,133,314,231,352,197,350,195,293.5,109,250,133,338.7,207.7,305,149
49005LOG027,UT,Cache County,LOG027,2685,866,1645,39,20,39,8,12,56,1727,520,1096,25,15,22,8,9,32,264.8,113.4,490.1,119.3,479,128.4,431.8,103.3,358.7,118,591.6,286.4,607,219.8,593.3,219.5,416.4,116.1,358.7,118,597.3,241.9,477,163.5
49005LOG028,UT,Cache County,LOG028,894,60,753,8,5,29,14,1,24,795,40,694,0,3,27,11,1,19,79,50,162,47,160,48,141,39,88,38,132,109,146,94,131,97,135.5,46,88,38,136.3,100,129.9,65.2
49005LOG029,UT,Cache County,LOG029,1317,90,1106,4,3,63,4,7,40,1002,59,850,2,2,56,4,5,24,301,223.4,473.7,192.1,495.5,196.9,465,163.7,437.6,184.6,436.9,315.1,509.4,252.1,476,266.6,433.8,194.1,437.6,184.6,474.1,278,449.4,224.3
49005LOG030,UT,Cache County,LOG030,3195,522,2243,82,42,118,40,11,137,2361,329,1747,40,17,105,28,11,84,217.5,138.8,453.6,136.8,435,150.6,404.4,116.1,322.8,179.1,542.2,374.9,590.4,304.1,563.9,305.1,377.6,135.6,322.8,179.1,565.5,328,441.2,213.2
49005LOG031,UT,Cache County,LOG031,2018,351,1423,46,32,41,31,3,91,1475,197,1128,39,17,31,17,3,43,135.1,114.4,294.2,118.2,298.7,115.5,267.5,94.9,188.5,152.4,269.8,254.3,295.4,195.6,295,187.1,248.8,110.7,188.5,152.4,286.8,212.3,255.5,154
49005LOG032,UT,Cache County,LOG032,936,149,727,5,0,30,1,4,20,715,105,576,4,0,18,1,2,9,85.4,56.6,168.2,57.5,162.9,64.5,149.9,53.1,122.8,69.7,180.4,101.9,183,94.1,184.7,88,141.6,57.9,122.8,69.7,182.7,94.7,154.7,73.2
49005LOG33N,UT,Cache County,LOG33N,1086,281,714,24,3,25,10,4,25,738,172,500,13,3,24,6,4,16,95.3,49.8,182.4,46.7,178.1,51.4,164.7,44.3,132.9,58.8,215.5,120.5,229,91.6,217.7,98.4,155.1,48,132.9,58.8,220.7,103.5,177,70.2
49005LOG33S,UT,Cache County,LOG33S,1180,220,846,26,8,29,4,0,47,696,131,505,7,8,22,4,0,19,147.7,77.2,282.6,72.3,275.9,79.6,255.3,68.7,209.1,89.2,283.5,179.5,314,139.4,294.3,143.6,240.4,74.5,209.1,89.2,297.3,154.2,257.8,106.2
49005MEN001,UT,Cache County,MEN001,271,10,258,1,0,0,0,0,2,156,8,148,0,0,0,0,0,0,67.5,15,91.1,17.2,84.4,17.5,78.2,16.8,77.9,13.1,131.8,21.8,119.4,21.2,122,25.6,80.3,16.6,77.9,13.1,124.4,22.8,96.5,18.5
49005MEN00I,UT,Cache County,MEN00I,1339,51,1241,3,10,3,2,6,23,883,13,842,0,9,0,2,2,15,337.6,72.3,534.1,64.5,525,66.9,492.5,62.7,443.1,71.1,592.5,111.5,602.8,86.8,587.1,113.3,472.3,66.6,443.1,71.1,594.2,103.9,514.3,81.2
49005MEN2UE,UT,Cache County,MEN2UE,151,7,127,0,0,1,2,4,10,89,4,76,0,0,0,1,2,6,157.8,33.5,249.6,30.1,245.2,31.5,229.8,29.4,207.3,33,272.7,51.1,276.5,40.1,269.9,51.9,220.6,31.1,207.3,33,273,47.7,238.6,37.6
49005MEN2UW,UT,Cache County,MEN2UW,782,29,716,8,3,5,0,1,20,506,21,472,0,0,2,0,1,10,69.3,14.8,109.6,13.2,107.8,13.7,101.1,12.9,90.9,14.6,121.6,22.9,123.7,17.8,120.5,23.3,96.9,13.7,90.9,14.6,121.9,21.3,105.6,16.7
49005MIL025,UT,Cache County,MIL025,2168,130,1962,0,6,16,3,10,41,1376,75,1255,0,4,11,2,4,25,447.6,106.2,702.7,89.3,672.2,108.4,637.9,87.7,620.8,91.5,846.3,201.3,838.9,157.8,838.7,167,615.1,97.9,620.8,91.5,841.3,175.4,700.6,126.2
49005MIL17I,UT,Cache County,MIL17I,166,4,155,0,0,1,0,4,2,108,0,103,0,0,1,0,4,0,43.4,6.9,61,8.8,56.6,11.3,53.4,10.1,54.1,11.3,70.4,12.6,70.4,11.9,71,12.6,53.6,9.3,54.1,11.3,70.6,12.4,60,10.7
49005MIL17U,UT,Cache County,MIL17U,95,0,94,0,0,0,0,0,1,67,0,66,0,0,0,0,0,1,25.6,4.1,36,5.2,33.4,6.7,31.6,5.9,31.9,6.7,41.6,7.4,41.6,7.1,42,7.4,31.7,5.5,31.9,6.7,41.7,7.3,35.5,6.3
49005NEW00I,UT,Cache County,NEW00I,789,19,753,2,0,0,0,5,10,560,12,532,2,0,0,0,4,10,126.7,20.7,199.8,22.2,195.8,24.2,181.2,22.2,165.5,27.2,240.2,45.9,237.7,31.3,232.1,44.9,175.8,22.3,165.5,27.2,236.7,40.7,197.4,29.8
49005NEW0UN,UT,Cache County,NEW0UN,116,7,109,0,0,0,0,0,0,71,1,70,0,0,0,0,0,0,32.2,5.3,50.8,5.7,49.8,6.2,46.1,5.7,42.1,6.9,61.1,11.7,60.5,8,59,11.4,44.7,5.7,42.1,6.9,60.2,10.4,50.2,7.6
49005NEW0US,UT,Cache County,NEW0US,75,8,67,0,0,0,0,0,0,54,5,49,0,0,0,0,0,0,102.1,18,159.3,19.4,153.6,21.1,142.7,19.1,132.1,22,199.3,36.8,195.4,26.6,191.8,37.1,139.5,19.4,132.1,22,195.5,33.5,159.5,25
49005NIB017,UT,Cache County,NIB017,1854,366,1394,6,4,14,3,2,65,1154,210,891,0,4,12,1,2,34,304.9,76.2,504,76.2,488.8,80,457.3,64.8,396.4,79.1,562.1,171.5,552.6,134.3,566.9,141,438.7,74.3,396.4,79.1,560.5,148.9,479.1,102.9
49005NIB01I,UT,Cache County,NIB01I,3413,467,2803,5,5,44,7,6,76,1935,224,1634,3,2,35,1,5,31,162.5,46.6,280.1,44.4,273.5,52.3,254,39.8,239.2,58.8,322.8,108.6,332.9,89,330.1,87.6,242.5,45.8,239.2,58.8,328.6,95,274.4,65.9
49005NIB01U,UT,Cache County,NIB01U,69,21,42,0,0,0,0,0,6,47,13,29,0,0,0,0,0,5,281.4,82,490.4,78.1,477.7,92.1,443.4,69.9,419.3,104.2,564.4,192.1,582.7,157.3,577.4,154.9,423.3,80.5,419.3,104.2,574.8,168.1,479.6,116.3
49005NIB025,UT,Cache County,NIB025,44,7,34,0,0,0,0,0,3,23,0,23,0,0,0,0,0,0,14.6,0.8,12.1,0.8,14.6,0.8,14.6,0.8,11.3,0,18.6,0.8,17.8,0.8,18.6,0.8,14,0.8,11.3,0,18.4,0.8,15.3,0.7
49005NIB03I,UT,Cache County,NIB03I,2014,140,1810,1,4,9,4,2,44,1312,76,1204,1,2,5,0,2,22,385.7,100,652.5,94.9,635.1,102.7,618.7,80.1,539.4,103,731.1,199.1,741.5,171.1,730.3,179.8,573,94.4,539.4,103,734.3,183.3,629.3,128.8
49005NIB03U,UT,Cache County,NIB03U,81,0,79,0,0,0,0,0,2,55,0,55,0,0,0,0,0,0,35.9,9.3,60.8,8.8,59.2,9.6,57.6,7.5,49.1,9.4,66.5,18.1,67.4,15.5,66.4,16.4,53.4,8.8,49.1,9.4,66.8,16.7,57.9,11.8
49005NLG001,UT,Cache County,NLG001,3052,442,2291,28,30,119,23,12,107,2410,280,1870,23,23,113,19,11,71,305,192,541,200,534,194,469,172,400,244,606,488,659,397,605,414,462.2,189.5,400,244,623.3,433,514.9,287.6
