GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two
54101000005,WV,Webster County,000005,441,1,419,0,1,0,0,0,20,377,1,361,0,1,0,0,0,14
54101000008,WV,Webster County,000008,838,3,808,1,5,0,0,0,21,697,1,679,1,3,0,0,0,13
54101000010,WV,Webster County,000010,108,1,104,0,0,0,0,0,3,97,0,94,0,0,0,0,0,3
54101000015,WV,Webster County,000015,974,7,952,1,0,0,1,1,12,778,2,764,1,0,0,0,1,10
54101000018,WV,Webster County,000018,432,2,417,1,0,0,0,1,11,337,2,324,1,0,0,0,1,9
54101000021,WV,Webster County,000021,767,6,740,0,0,0,0,5,16,587,1,571,0,0,0,0,3,12
54101000022,WV,Webster County,000022,877,4,847,1,0,0,0,0,25,697,3,675,1,0,0,0,0,18
54101000023,WV,Webster County,000023,745,4,717,2,1,0,0,0,21,567,1,549,2,1,0,0,0,14
54101000024,WV,Webster County,000024,612,3,597,0,0,0,1,0,11,487,0,480,0,0,0,0,0,7
54101000027,WV,Webster County,000027,371,6,362,0,0,0,0,0,3,322,6,316,0,0,0,0,0,0
54101000029,WV,Webster County,000029,230,0,219,0,0,0,0,0,11,195,0,187,0,0,0,0,0,8
54103000004,WV,Wetzel County,000004,542,0,522,2,0,0,0,0,18,452,0,436,2,0,0,0,0,14
54103000005,WV,Wetzel County,000005,371,7,331,2,1,1,0,0,29,283,5,253,2,1,1,0,0,21
54103000010,WV,Wetzel County,000010,945,7,895,0,1,0,0,1,41,773,4,738,0,1,0,0,0,30
54103000015,WV,Wetzel County,000015,193,0,191,0,0,0,0,0,2,171,0,170,0,0,0,0,0,1
54103000016,WV,Wetzel County,000016,526,6,495,0,0,0,0,0,25,434,5,411,0,0,0,0,0,18
54103000018,WV,Wetzel County,000018,274,2,260,0,0,0,0,0,12,230,0,222,0,0,0,0,0,8
54103000021,WV,Wetzel County,000021,927,2,901,0,0,0,0,0,24,733,1,714,0,0,0,0,0,18
54103000024,WV,Wetzel County,000024,365,6,334,0,0,0,0,1,24,294,5,274,0,0,0,0,0,15
54103000027,WV,Wetzel County,000027,305,3,290,1,0,0,0,0,11,251,2,238,1,0,0,0,0,10
54103000029,WV,Wetzel County,000029,587,2,574,1,0,0,0,1,9,472,0,463,1,0,0,0,1,7
54103000033,WV,Wetzel County,000033,674,22,628,4,2,2,0,0,16,548,17,513,2,2,1,0,0,13
54103000036,WV,Wetzel County,000036,554,13,516,1,0,1,0,0,23,407,9,386,0,0,0,0,0,12
54103000038,WV,Wetzel County,000038,922,8,863,1,3,5,0,0,42,748,4,708,0,3,5,0,0,28
54103000039,WV,Wetzel County,000039,786,5,752,2,3,0,0,0,24,625,5,603,0,3,0,0,0,14
54103000040,WV,Wetzel County,000040,310,2,302,2,0,0,0,0,4,253,1,248,2,0,0,0,0,2
54103000042,WV,Wetzel County,000042,1698,20,1601,8,5,13,0,3,48,1402,16,1334,8,5,9,0,3,27
54103000043,WV,Wetzel County,000043,1001,7,959,6,1,3,0,4,21,832,5,801,6,1,1,0,4,14
54103000044,WV,Wetzel County,000044,739,17,687,2,1,12,0,0,20,588,9,548,2,1,12,0,0,16
54103000045,WV,Wetzel County,000045,349,4,333,0,0,0,0,0,12,266,4,254,0,0,0,0,0,8
54103000046,WV,Wetzel County,000046,827,7,792,0,0,1,0,1,26,638,5,607,0,0,1,0,1,24
54103000048,WV,Wetzel County,000048,538,4,501,1,0,8,0,0,24,432,4,405,1,0,4,0,0,18
54103000050,WV,Wetzel County,000050,1009,4,977,1,1,4,0,0,22,807,4,781,0,1,3,0,0,18
54105000001,WV,Wirt County,000001,417,0,411,0,0,0,0,0,6,344,0,340,0,0,0,0,0,4
54105000002,WV,Wirt County,000002,241,1,233,1,3,0,0,2,1,208,0,205,0,1,0,0,2,0
54105000008,WV,Wirt County,000008,714,0,698,0,0,0,0,0,16,561,0,554,0,0,0,0,0,7
54105000011,WV,Wirt County,000011,1214,6,1158,0,1,0,1,2,46,977,2,935,0,1,0,1,2,36
54105000012,WV,Wirt County,000012,378,3,372,0,0,0,0,0,3,285,1,282,0,0,0,0,0,2
54105000017,WV,Wirt County,000017,425,4,408,3,0,0,1,0,9,347,4,334,0,0,0,1,0,8
5410500007A,WV,Wirt County,00007A,1578,5,1498,2,0,0,2,4,67,1210,3,1154,0,0,0,2,4,47
5410500011A,WV,Wirt County,00011A,227,3,221,0,0,0,0,0,3,179,3,173,0,0,0,0,0,3
54107000000,WV,Wood County,NA,84296,1174,77718,1016,148,564,17,209,3450,66918,795,62411,772,135,458,14,137,2196
54109000001,WV,Wyoming County,000001,909,3,895,2,2,0,0,0,7,719,3,707,1,2,0,0,0,6
54109000002,WV,Wyoming County,000002,555,3,544,0,1,2,0,0,5,431,2,424,0,0,2,0,0,3
54109000004,WV,Wyoming County,000004,242,1,231,0,0,0,0,0,10,202,1,196,0,0,0,0,0,5
54109000006,WV,Wyoming County,000006,599,10,559,5,1,0,0,0,24,477,4,451,5,1,0,0,0,16
54109000007,WV,Wyoming County,000007,395,4,371,4,0,2,0,3,11,299,4,278,3,0,2,0,3,9
54109000009,WV,Wyoming County,000009,537,3,503,9,0,1,0,4,17,410,1,383,9,0,1,0,4,12
54109000010,WV,Wyoming County,000010,425,1,410,0,0,1,0,2,11,354,1,344,0,0,1,0,0,8
54109000012,WV,Wyoming County,000012,376,3,344,4,0,0,0,4,21,312,2,284,4,0,0,0,4,18
54109000013,WV,Wyoming County,000013,482,0,472,0,0,0,0,0,10,377,0,374,0,0,0,0,0,3
54109000014,WV,Wyoming County,000014,598,3,572,0,1,1,0,0,21,471,0,456,0,0,1,0,0,14
54109000015,WV,Wyoming County,000015,364,2,351,0,0,0,0,0,11,285,2,281,0,0,0,0,0,2
54109000016,WV,Wyoming County,000016,685,3,658,1,0,1,0,0,22,565,3,542,1,0,1,0,0,18
54109000017,WV,Wyoming County,000017,482,4,464,4,0,0,0,0,10,387,2,373,4,0,0,0,0,8
54109000018,WV,Wyoming County,000018,378,1,360,4,0,0,0,0,13,320,0,306,4,0,0,0,0,10
54109000019,WV,Wyoming County,000019,485,1,463,4,1,0,0,0,16,408,1,389,4,0,0,0,0,14
54109000020,WV,Wyoming County,000020,1312,14,1267,4,1,0,0,0,26,1047,12,1008,1,0,0,0,0,26
54109000021,WV,Wyoming County,000021,558,2,550,0,0,0,0,0,6,440,2,435,0,0,0,0,0,3
54109000022,WV,Wyoming County,000022,113,0,111,2,0,0,0,0,0,82,0,80,2,0,0,0,0,0
54109000023,WV,Wyoming County,000023,469,1,463,0,1,0,0,0,4,358,1,353,0,1,0,0,0,3
54109000024,WV,Wyoming County,000024,1457,7,1435,0,3,0,0,1,11,1155,1,1140,0,3,0,0,1,10
54109000026,WV,Wyoming County,000026,873,5,840,2,3,0,0,0,23,724,5,696,2,2,0,0,0,19
54109000027,WV,Wyoming County,000027,1001,6,960,2,0,2,0,0,31,752,5,723,1,0,2,0,0,21
54109000028,WV,Wyoming County,000028,1305,11,1256,2,1,0,0,1,34,965,7,938,2,0,0,0,1,17
54109000029,WV,Wyoming County,000029,1001,11,962,5,0,0,1,0,22,788,8,763,3,0,0,1,0,13
54109000031,WV,Wyoming County,000031,767,1,745,3,3,0,0,0,15,598,0,584,3,2,0,0,0,9
54109000032,WV,Wyoming County,000032,881,3,863,2,2,0,0,0,11,722,2,714,0,0,0,0,0,6
54109000033,WV,Wyoming County,000033,583,4,567,3,0,0,0,0,9,456,4,440,3,0,0,0,0,9
54109000034,WV,Wyoming County,000034,250,1,233,6,2,0,0,0,8,213,1,199,4,2,0,0,0,7
54109000037,WV,Wyoming County,000037,639,7,575,20,2,1,0,1,33,492,2,450,19,2,1,0,1,17
54109000038,WV,Wyoming County,000038,289,3,272,6,0,0,0,1,7,226,2,213,4,0,0,0,1,6
54109000039,WV,Wyoming County,000039,282,0,267,3,0,0,0,1,11,217,0,211,1,0,0,0,1,4
54109000043,WV,Wyoming County,000043,805,6,782,2,2,0,0,2,11,652,4,634,2,0,0,0,2,10
54109000044,WV,Wyoming County,000044,672,6,646,2,2,0,0,0,16,530,3,513,2,2,0,0,0,10
54109000045,WV,Wyoming County,000045,613,40,548,6,2,0,0,0,17,474,36,419,6,2,0,0,0,11
