GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_wic,uss_18_dem_bar,uss_r18_rep_hyd,uss_r18_dem_esp,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_hyd,uss_20_dem_esp,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
28075000309,MS,Lauderdale County,000309,2650,41,2092,430,3,18,0,6,60,2062,28,1638,340,2,16,0,3,35,1152,287,903,260,799,256,1141,350,1092,372,1152,287,903,260,1116.5,361,1017.4,305
28075000401,MS,Lauderdale County,000401,1100,11,159,901,5,2,0,1,21,811,7,129,653,5,1,0,0,16,58,344,48,271,28,296,33.2,222.1,27.5,231.2,58,344,48,271,30.3,226.6,38.9,272.9
28075000402,MS,Lauderdale County,000402,2989,92,171,2642,5,2,0,10,67,1951,57,154,1668,5,2,0,10,55,76.8,754.6,49,462,33,500,63,637,43,661,76.8,754.6,49,462,53,649,53,602.9
28075000403,MS,Lauderdale County,000403,1963,49,321,1509,5,11,1,12,55,1458,32,275,1098,3,7,1,3,39,84.2,370,61.9,264.4,53.4,273.6,68.5,360.6,60.2,368.2,84.2,370,61.9,264.4,64.4,364.4,65.6,327.4
28075000404,MS,Lauderdale County,000404,862,5,103,706,8,7,0,2,31,708,3,98,572,8,4,0,1,22,97.3,432.6,68,344.1,54.4,351.6,70.1,441.4,59.9,453,97.3,432.6,68,344.1,65,447.2,69.9,404.6
28075000405,MS,Lauderdale County,000405,1869,23,81,1700,3,4,2,3,53,1376,11,76,1250,3,3,0,3,30,32.2,613.4,42,483,25,515,41,642,38,650,32.2,613.4,42,483,39.5,646,35.6,580.7
28075000406,MS,Lauderdale County,000406,375,6,51,300,2,2,0,0,14,260,4,48,196,2,2,0,0,8,15.6,67.4,12.1,41.5,11.2,43.8,14.4,61.9,13,62.8,15.6,67.4,12.1,41.5,13.7,62.4,13.3,55.5
28075000407,MS,Lauderdale County,000407,889,31,543,292,0,1,0,2,20,653,23,455,168,0,0,0,2,5,348.9,102.3,235.3,64,201.7,72.2,311.1,92.5,293.1,105.3,348.9,102.3,235.3,64,302.1,98.9,278,87.2
28075000408,MS,Lauderdale County,000408,204,3,109,89,0,0,0,0,3,159,1,86,70,0,0,0,0,2,80.7,29.4,52,17.1,44,19.3,66.1,25.3,62.3,28.8,80.7,29.4,52,17.1,64.2,27,61,24
28075000501,MS,Lauderdale County,000501,1997,36,341,1557,6,7,0,3,47,1473,20,303,1104,6,7,0,2,31,144.8,472.6,118.2,343,74.3,377.3,114.3,526.9,93.4,555.5,144.8,472.6,118.2,343,103.8,541.2,109,455
28075000502,MS,Lauderdale County,000502,1891,36,426,1374,1,8,2,6,38,1557,27,403,1079,1,8,2,6,31,177,444,139,371,100,394,147,541,133,552,177,444,139,371,140,546.5,139.2,460.4
28075000504,MS,Lauderdale County,000504,140,11,81,34,0,5,0,3,6,102,6,62,23,0,5,0,0,6,43,21.2,35.6,16.7,31,16.7,45.8,26.5,42.2,28.9,43,21.2,35.6,16.7,44,27.7,39.5,22
28075000505,MS,Lauderdale County,000505,655,55,325,236,0,17,0,4,18,542,42,292,181,0,15,0,1,11,194.8,96.2,161.5,75.8,140.5,75.8,207.6,120.1,191.3,131.2,194.8,96.2,161.5,75.8,199.4,125.7,179.2,99.8
28075000506,MS,Lauderdale County,000506,1453,34,1265,98,0,8,0,9,39,1047,15,944,62,0,5,0,4,17,850.4,62.3,658.5,54.9,581.4,51.7,915.2,80.4,884.8,100.9,850.4,62.3,658.5,54.9,900,90.6,778.1,70
28075000507,MS,Lauderdale County,000507,955,16,879,33,0,8,0,0,19,693,11,640,22,0,8,0,0,12,186.6,13.7,144.5,12.1,127.6,11.3,200.8,17.6,194.2,22.1,186.6,13.7,144.5,12.1,197.5,19.9,170.7,15.4
28075000508,MS,Lauderdale County,000508,2180,27,1185,942,5,1,1,6,13,1938,23,1009,888,3,0,1,4,10,346.9,89,273.9,61,239.9,130.9,372.9,82,359.9,94,346.9,89,273.9,61,366.4,88,318.7,91.4
28075000509,MS,Lauderdale County,000509,931,19,647,224,1,0,0,2,38,784,15,563,179,0,0,0,0,27,284.1,87,214.1,54,187.1,54,282.1,88,261.1,104,284.1,87,214.1,54,271.6,96,245.7,77.4
28075000510,MS,Lauderdale County,000510,211,14,140,53,0,0,0,0,4,171,13,119,37,0,0,0,0,2,160,79.4,135.4,57.9,116.1,62,160.3,90.6,151.3,95.3,160,79.4,135.4,57.9,155.8,92.9,144.6,77
28075000511,MS,Lauderdale County,000511,362,55,223,60,3,3,0,0,18,291,40,187,47,3,1,0,0,13,95,22,106,34.9,89.6,39.4,134.6,51.6,126.9,58.6,95,22,106,34.9,130.7,55.1,110.4,41.3
28075000512,MS,Lauderdale County,000512,908,29,800,54,0,1,0,3,21,652,16,596,31,0,1,0,0,8,331,31,253,23,233,19,339,29,321,45,331,31,253,23,330,37,295.4,29.4
28075000513,MS,Lauderdale County,000513,691,24,382,243,1,25,0,1,15,582,16,340,193,0,21,0,1,11,96.3,47.5,79.8,37.5,69.5,37.5,102.6,59.4,94.5,64.8,96.3,47.5,79.8,37.5,98.6,62.1,88.5,49.3
28075000514,MS,Lauderdale County,000514,2208,46,1550,552,0,5,0,6,49,1695,25,1213,419,0,2,0,3,33,737,308,571,237,490,252,773,355,731,377,737,308,571,237,752,366,660.4,305.8
28075000515,MS,Lauderdale County,000515,894,14,679,159,2,1,0,9,30,713,11,546,128,2,1,0,8,17,372,66,300,47,266,48,408,86,390,84,372,66,300,47,399,85,347.2,66.2
28075000516,MS,Lauderdale County,000516,1736,28,1452,187,3,3,2,5,56,1310,15,1102,147,3,3,0,5,35,588.4,97.3,427.7,78,374.7,87.1,601.2,104.6,565.6,120.4,588.4,97.3,427.7,78,583.4,112.5,511.5,97.5
28075000517,MS,Lauderdale County,000517,942,25,648,236,0,2,0,6,25,736,21,511,185,0,0,0,3,16,331,96,146.9,47.4,125.5,52.5,187.2,79.3,180.1,83.1,331,96,146.9,47.4,183.7,81.2,194.1,71.7
28077000002,MS,Lawrence County,000002,259,5,232,8,2,0,0,0,12,196,5,178,6,2,0,0,0,5,104.6,4.5,71.8,9,86.7,3.7,109.1,2.2,106.9,3.7,104.6,4.5,71.8,9,108,3,95.8,4.6
28077000003,MS,Lawrence County,000003,739,10,686,21,2,4,1,0,15,536,4,501,11,2,4,1,0,13,375.9,31.6,274.5,21.4,277.3,17.7,373.1,32.6,367.6,33.5,375.9,31.6,274.5,21.4,370.4,33,333.7,27.4
28077000004,MS,Lawrence County,000004,2518,69,1932,439,4,6,2,2,64,1912,41,1513,299,4,6,2,1,46,1046.7,225.2,819.9,176.6,844.4,194.3,1102,248.4,1103.1,242.5,1046.7,225.2,819.9,176.6,1102.6,245.4,983.2,217.4
28077000005,MS,Lawrence County,000005,412,3,303,97,0,0,0,2,7,296,2,220,71,0,0,0,0,3,117.9,21.3,87.7,12.9,90.9,18.5,113.8,29.4,114.4,30.6,117.9,21.3,87.7,12.9,114.1,30,104.9,22.6
28077000006,MS,Lawrence County,000006,292,2,92,192,0,0,0,3,3,237,2,84,146,0,0,0,3,2,28.5,84.8,28,55.5,24,82.9,33.5,85,31.5,87.6,28.5,84.8,28,55.5,32.5,86.3,29.1,79.1
28077000007,MS,Lawrence County,000007,867,17,788,36,2,3,1,0,20,640,14,584,23,2,2,1,0,14,386.4,25.5,332.6,24.7,323.5,27.9,438.5,35.6,424,40.9,386.4,25.5,332.6,24.7,431.3,38.3,381,30.9
28077000008,MS,Lawrence County,000008,180,1,18,153,0,3,0,0,5,136,0,11,117,0,3,0,0,5,4,112,6,65,3,96,5,91,6,92,4,112,6,65,5.5,91.5,4.8,91.2
28077000009,MS,Lawrence County,000009,268,8,216,39,0,1,0,2,2,212,6,168,34,0,1,0,1,2,90.1,18.6,68.6,16.6,66.6,24.5,76.4,27.4,77.4,27.4,90.1,18.6,68.6,16.6,76.9,27.4,75.8,22.9
28077000010,MS,Lawrence County,000010,704,9,488,188,0,0,0,0,19,523,4,389,118,0,0,0,0,12,304.4,92.7,218.3,70.4,218.3,85.9,272.2,80.7,270.3,78.8,304.4,92.7,218.3,70.4,271.2,79.7,256.7,81.7
28077000011,MS,Lawrence County,000011,108,2,88,14,0,0,0,0,4,71,2,58,10,0,0,0,0,1,54,4,41,3,43,4,50,2,50,2,54,4,41,3,50,2,47.6,3
28077000013,MS,Lawrence County,000013,242,1,208,30,0,0,0,0,3,190,0,161,27,0,0,0,0,2,101.9,22.5,73.5,3.9,72.5,8.8,108.8,14.7,104.9,18.6,101.9,22.5,73.5,3.9,106.8,16.7,92.3,13.7
28077000014,MS,Lawrence County,000014,518,12,99,401,1,3,0,0,2,365,6,81,274,1,3,0,0,0,42,234,52,163,42,214,58,239,54,251,42,234,52,163,56,245,49.6,220.2
28077000015,MS,Lawrence County,000015,248,7,33,204,0,0,0,0,4,190,4,24,158,0,0,0,0,4,17,138,26,91,17,118,19,135,23,135,17,138,26,91,21,135,20.4,123.4
28077000016,MS,Lawrence County,000016,547,15,402,112,2,1,0,0,15,434,9,326,87,2,1,0,0,9,198.1,103.7,150.5,64.5,166.4,75.7,252,102,244,105,198.1,103.7,150.5,64.5,248,103.5,202.2,90.2
28077000017,MS,Lawrence County,000017,711,10,291,395,0,1,0,0,14,524,7,220,288,0,1,0,0,8,134.2,237.8,117.2,172.5,107.8,189.7,147.6,244.8,144.4,244,134.2,237.8,117.2,172.5,146,244.4,130.2,217.8
28077000018,MS,Lawrence County,000018,559,11,199,335,0,2,0,1,11,431,8,159,253,0,2,0,1,8,179.7,177,134.1,141.7,135.8,166.6,189.1,206,190.4,209.6,179.7,177,134.1,141.7,189.7,207.8,165.8,180.2
28077000019,MS,Lawrence County,000019,349,5,296,41,0,0,0,0,7,253,3,207,37,0,0,0,0,6,143.1,44.4,105.6,22.7,98.6,37.7,149.2,41.3,145.9,41.4,143.1,44.4,105.6,22.7,147.6,41.3,128.5,37.5
28077000021,MS,Lawrence County,000021,127,1,101,19,0,0,0,0,6,98,0,82,13,0,0,0,0,3,75.9,16.3,55.5,9.5,58.6,11.3,58,13,57,13,75.9,16.3,55.5,9.5,57.5,13,61,12.6
28077000022,MS,Lawrence County,000022,741,2,345,379,0,3,0,1,11,585,0,269,305,0,3,0,0,8,163.1,206.2,130.6,152,140.2,180.4,182.2,223.3,175.1,233.7,163.1,206.2,130.6,152,178.6,228.5,158.2,199.1
28077000023,MS,Lawrence County,000023,981,5,518,437,3,2,0,0,16,737,3,407,311,3,2,0,0,11,309.3,278.8,246.3,206.4,249.6,262,312.5,304.8,309.7,315.9,309.3,278.8,246.3,206.4,311.1,310.4,285.5,273.6
28077000024,MS,Lawrence County,000024,434,11,405,9,0,4,0,0,5,327,11,306,8,0,2,0,0,0,205.7,17,148.2,11.6,151.2,15.4,223.5,12.8,212,19.5,205.7,17,148.2,11.6,217.8,16.2,188.1,15.3
28077000025,MS,Lawrence County,000025,103,1,17,85,0,0,0,0,0,73,1,11,61,0,0,0,0,0,2,52,1,37,0,45,2,45,2,47,2,52,1,37,2,46,1.4,45.2
28077000026,MS,Lawrence County,000026,81,0,23,56,0,0,0,0,2,59,0,14,44,0,0,0,0,1,6,47,7,27,4,35,9,44,8,45,6,47,7,27,8.5,44.5,6.8,39.6
28077000027,MS,Lawrence County,000027,28,0,27,0,1,0,0,0,0,17,0,16,0,1,0,0,0,0,0.5,0.1,0.4,0.1,0.4,0.1,0.5,0.1,0.6,0.1,0.5,0.1,0.4,0.1,0.5,0.1,0.5,0.1
28079000101,MS,Leake County,000101,934,14,838,46,22,1,0,0,13,723,4,659,37,15,1,0,0,7,375,14,280,16,271,13,404,20,397,26,375,14,280,16,400.5,23,345.4,17.8
28079000102,MS,Leake County,000102,1599,251,838,415,46,14,0,7,28,1223,157,709,289,35,9,0,4,20,474,134,385,102,363,111,474,180,463,192,474,134,385,102,468.5,186,431.8,143.8
28079000103,MS,Leake County,000103,696,14,625,47,0,3,1,1,5,551,8,510,26,0,3,1,1,2,307,15,229,15,235,13,349,20,336,31,307,15,229,15,342.5,25.5,291.2,18.8
28079000104,MS,Leake County,000104,740,25,586,107,7,2,0,2,11,576,18,457,84,7,2,0,2,6,258,51,203,37,193,50,296,66,273,83,258,51,203,37,284.5,74.5,244.6,57.4
28079000201,MS,Leake County,000201,2230,289,632,711,530,17,1,3,47,1529,147,516,492,334,15,1,0,24,380.4,273.7,319.6,200,270.1,242.8,386.6,341.4,360.4,356.6,380.4,273.7,319.6,200,373.5,349,343.4,282.9
28079000202,MS,Leake County,000202,934,18,247,645,2,2,0,2,18,715,11,203,486,2,2,0,1,10,111,256,81,169,79,233,121,287,116,290,111,256,81,169,118.5,288.5,101.6,247
28079000203,MS,Leake County,000203,1291,47,802,389,12,1,1,6,33,985,33,637,279,9,1,1,4,21,405.1,174.1,282.1,98,287.1,131.1,447.1,173.1,424.1,186.1,405.1,174.1,282.1,98,435.6,179.6,369.1,152.5
28079000301,MS,Leake County,000301,1985,260,274,1393,3,11,0,6,38,1319,134,224,932,2,5,0,3,19,117.3,523.7,129.8,387.6,89.5,449.4,127.1,575.6,112.8,592.6,117.3,523.7,129.8,387.6,120,584.1,115.3,505.8
28079000302,MS,Leake County,000302,764,17,247,485,4,2,0,0,9,596,8,195,383,1,2,0,0,7,113,215,104,152,92,197,113,264,106,272,113,215,104,152,109.5,268,105.6,220
28079000303,MS,Leake County,000303,814,3,311,486,0,0,0,0,14,642,1,259,373,0,0,0,0,9,154.8,198.1,126.2,138,116.3,179.4,170.5,221.8,155.8,237.6,154.8,198.1,126.2,138,163.1,229.7,144.7,195
28079000304,MS,Leake County,000304,747,17,122,598,0,0,0,0,10,540,8,94,432,0,0,0,0,6,44.4,273.9,43.6,183.2,35.1,234.5,63,265.4,53.9,275.6,44.4,273.9,43.6,183.2,58.4,270.5,48,246.5
28079000401,MS,Leake County,000401,1153,127,585,420,7,3,0,4,7,917,68,492,344,3,2,0,4,4,214.2,155.5,154.5,117.4,154.3,130.8,242.2,169.9,237.7,175.7,214.2,155.5,154.5,117.4,240,172.8,200.6,149.9
28079000402,MS,Leake County,000402,1119,21,795,266,4,11,0,3,19,900,11,643,213,4,11,0,3,15,331.6,123.2,228.5,72.1,255.7,95.1,402.2,117.8,388.1,134.8,331.6,123.2,228.5,72.1,395.1,126.3,321.2,108.6
28079000403,MS,Leake County,000403,748,20,331,385,4,0,0,0,8,566,12,262,284,3,0,0,0,5,185.9,231.8,145.1,132.1,152,181.4,214,208.1,207.8,222.3,185.9,231.8,145.1,132.1,210.9,215.2,181,195.1
28079000404,MS,Leake County,000404,1560,40,788,126,552,1,1,0,52,1100,23,638,92,315,1,1,0,30,391.1,87.1,279.2,64.3,296,89.1,437.6,99,424.7,112.9,391.1,87.1,279.2,64.3,431.2,105.9,365.7,90.5
28079000501,MS,Leake County,000501,662,5,325,314,7,3,0,1,7,508,1,256,240,5,3,0,1,2,103,189,74,141,61,166,125,198,118,208,103,189,74,141,121.5,203,96.2,180.4
28079000502,MS,Leake County,000502,1578,29,379,1122,26,3,0,3,16,1147,24,313,779,12,3,0,3,13,176.4,554.9,141.7,368.6,119.9,476.6,188.3,552.9,168.4,574.7,176.4,554.9,141.7,368.6,178.4,563.8,158.9,505.5
28079000503,MS,Leake County,000503,726,4,618,85,7,0,1,0,11,562,3,480,65,6,0,1,0,7,295.5,20.1,197.4,15.1,199.4,21.1,295.5,54.1,290.5,60.1,295.5,20.1,197.4,15.1,293,57.1,255.6,34.1
28079000504,MS,Leake County,000504,995,29,726,149,64,4,0,4,19,744,18,553,118,37,4,0,4,10,344.4,93.7,262.4,61.6,264.6,84.8,371.9,82.9,357.8,92,344.4,93.7,262.4,61.6,364.8,87.4,320.2,83
28081000101,MS,Lee County,000101,1335,15,747,551,1,3,1,0,17,1053,12,613,417,1,3,1,0,6,313,329,262,264,241,323,345,335,327,357,313,329,262,264,336,346,297.6,321.6
28081000102,MS,Lee County,000102,677,8,618,36,1,2,1,0,11,545,7,502,25,1,2,1,0,7,236.6,28.7,193.5,14.4,189.7,17.2,276.9,26.8,269.2,34.5,236.6,28.7,193.5,14.4,273,30.7,233.2,24.3
28081000103,MS,Lee County,000103,359,3,335,4,0,0,0,0,17,280,3,261,3,0,0,0,0,13,152,11,122,5,119,7,176,11,171,15,152,11,122,5,173.5,13,148,9.8
28081000104,MS,Lee County,000104,1795,46,1364,290,4,9,1,0,81,1304,25,1018,201,3,6,1,0,50,520,164,372,115,327,149,590,215,536,246,520,164,372,115,563,230.5,469,177.8
28081000105,MS,Lee County,000105,1121,19,1014,30,0,12,0,0,46,834,11,764,18,0,7,0,0,34,388,21,285,19,270,13,452,35,424,47,388,21,285,19,438,41,363.8,27
28081000106,MS,Lee County,000106,768,8,730,6,1,1,0,0,22,598,4,574,6,1,1,0,0,12,292,20,218,18,202,21,323,32,311,38,292,20,218,18,317,35,269.2,25.8
28081000107,MS,Lee County,000107,1360,31,1183,91,0,3,0,1,51,971,16,878,49,0,2,0,1,25,430.9,62.4,287.4,55.9,279.5,58.4,467.8,82.8,436.6,98.7,430.9,62.4,287.4,55.9,452.2,90.8,380.4,71.6
28081000108,MS,Lee County,000108,4001,145,2735,839,8,125,2,3,144,3199,83,2305,615,0,108,2,1,85,1254,286,1000,264,974,295,1321,428,1230,496,1254,286,1000,264,1275.5,462,1155.8,353.8
28081000109,MS,Lee County,000109,905,23,812,38,1,23,0,0,8,684,7,634,28,1,11,0,0,3,407,70,397,63,367,85,430,113,426,115,407,70,397,63,428,114,405.4,89.2
28081000110,MS,Lee County,000110,942,24,883,23,0,0,1,2,9,703,14,676,10,0,0,0,0,3,377,33,312,29,300,34,427,28,408,39,377,33,312,29,417.5,33.5,364.8,32.6
28081000112,MS,Lee County,000112,3170,95,2886,89,1,13,1,5,80,2353,54,2157,69,1,11,1,0,60,994,95,766,71,737,88,1320,129,1225,188,994,95,766,71,1272.5,158.5,1008.4,114.2
28081000113,MS,Lee County,000113,2623,85,2255,175,2,15,0,4,87,2070,53,1822,123,0,13,0,1,58,875,83,643,75,620,81,979,124,918,152,875,83,643,75,948.5,138,807,103
28081000115,MS,Lee County,000115,6133,282,3999,1582,14,58,2,25,171,4717,167,3281,1108,12,41,0,14,94,1600,636,1272,595,1153,713,1639,963,1535,1077,1600,636,1272,595,1587,1020,1439.8,796.8
28081000201,MS,Lee County,000201,5987,302,3538,1822,14,114,2,7,188,4636,186,2918,1320,14,88,0,4,106,1805,851,1408,677,1344,833,1715,1150,1627,1226,1805,851,1408,677,1671,1188,1579.8,947.4
28081000202,MS,Lee County,000202,3232,55,2607,455,5,10,1,1,98,2359,30,1945,305,5,10,0,0,64,984.6,198.8,752.3,168.3,742.2,210.9,1218.6,276.5,1152.2,318.6,984.6,198.8,752.3,168.3,1185.4,297.5,970,234.6
28081000203,MS,Lee County,000203,563,8,509,19,1,2,0,0,24,423,5,384,14,1,1,0,0,18,213,18,184,10,173,16,264,23,250,31,213,18,184,10,257,27,216.8,19.6
28081000204,MS,Lee County,000204,2410,25,2062,240,1,19,0,4,59,1845,16,1598,190,1,9,0,3,28,979,171,796,151,799,168,1147,214,1104,248,979,171,796,151,1125.5,231,965,190.4
28081000205,MS,Lee County,000205,4808,83,3784,730,6,43,4,13,145,3622,50,2936,499,6,33,3,5,90,1667.5,311.8,1159.3,270.8,1070.3,316.7,1751.6,447.7,1639.2,531.7,1667.5,311.8,1159.3,270.8,1695.4,489.7,1457.6,375.7
28081000208,MS,Lee County,000208,1188,46,726,268,2,100,0,2,44,957,28,620,206,2,68,0,1,32,311,149,278,129,243,162,334,206,314,219,311,149,278,129,324,212.5,296,173
28081000301,MS,Lee County,000301,3636,85,2287,1019,1,125,1,17,101,2886,69,1883,764,1,95,0,14,60,1157.8,526,919.7,393.2,872.7,494.2,1236.6,627.6,1186,667.7,1157.8,526,919.7,393.2,1211.3,647.6,1074.6,541.7
28081000302,MS,Lee County,000302,8225,219,6130,1500,8,143,0,36,189,6430,145,4992,1043,6,106,0,15,123,2839.2,715,2379.3,597.8,2247.3,723.8,3017.4,1012.4,2852,1145.3,2839.2,715,2379.3,597.8,2934.7,1078.8,2667,838.9
28081000303,MS,Lee County,000303,3629,228,403,2877,2,20,2,6,91,2604,133,353,2044,2,16,1,6,49,161.2,1088.7,140.9,749.5,97.9,960,156.9,1149.4,126.8,1196.6,161.2,1088.7,140.9,749.5,141.9,1173,136.8,1028.8
28081000304,MS,Lee County,000304,6008,510,1531,3715,13,52,0,28,159,4292,304,1267,2562,13,41,0,18,87,379,1257,319,738,227,1008,378,1369,318,1450,379,1257,319,738,348,1409.5,324.2,1164.4
28081000401,MS,Lee County,000401,1828,44,822,914,0,3,0,3,42,1448,28,676,715,0,0,0,3,26,311,521,218,402,202,472,292,498,267,522,311,521,218,402,279.5,510,258,483
28081000402,MS,Lee County,000402,901,15,443,419,0,1,0,2,21,717,7,371,322,0,0,0,1,16,202,174,158,120,152,160,228,179,214,184,202,174,158,120,221,181.5,190.8,163.4
28081000404,MS,Lee County,000404,2420,59,1079,1214,0,3,0,0,65,1820,41,865,859,0,3,0,0,52,391.1,279.4,315,211.3,297,262.4,455.1,323.4,411,364.4,391.1,279.4,315,211.3,433,343.9,373.8,288.2
28081000501,MS,Lee County,000501,1735,28,1413,254,3,2,1,0,34,1371,11,1137,195,3,2,0,0,23,500,113,356,71,352,90,595,120,554,140,500,113,356,71,574.5,130,471.4,106.8
28081000502,MS,Lee County,000502,582,14,493,69,0,0,0,0,6,458,10,383,60,0,0,0,0,5,204,19,145,15,157,20,254,24,238,34,204,19,145,15,246,29,199.6,22.4
28081000503,MS,Lee County,000503,1226,23,464,678,0,5,2,0,54,947,12,375,513,0,5,2,0,40,235,303,164,212,176,272,237,319,221,340,235,303,164,212,229,329.5,206.6,289.2
28081000504,MS,Lee County,000504,633,3,566,50,0,0,0,0,14,511,0,466,38,0,0,0,0,7,329,42,268,29,262,34,333,53,317,66,329,42,268,29,325,59.5,301.8,44.8
28081000505,MS,Lee County,000505,1517,45,884,535,1,0,1,2,49,1267,31,743,451,1,0,1,1,39,347,349,272,298,273,346,372,400,349,428,347,349,272,298,360.5,414,322.6,364.2
28081000506,MS,Lee County,000506,915,18,768,109,0,1,0,1,18,696,13,581,88,0,1,0,0,13,292,62,225,49,238,56,336,62,312,74,292,62,225,49,324,68,280.6,60.6
28081000507,MS,Lee County,000507,949,8,696,218,1,4,0,0,22,758,3,572,172,0,2,0,0,9,297,111,221,92,234,108,339,136,327,144,297,111,221,92,333,140,283.6,118.2
28081000508,MS,Lee County,000508,2477,142,980,1285,0,7,0,10,53,1885,78,878,881,0,7,0,7,34,307,359,229,268,208,317,327,431,294,460,307,359,229,268,310.5,445.5,273,367
28081000509,MS,Lee County,000509,351,18,313,7,0,1,0,0,12,266,10,243,7,0,1,0,0,5,105,16,90,13,81,18,125,21,119,26,105,16,90,13,122,23.5,104,18.8
28081000511,MS,Lee County,000511,2934,66,795,1980,3,1,2,9,78,2187,38,677,1418,3,0,2,9,40,352.8,553.9,277,400.2,257,519.6,336,623.1,318.1,651,352.8,553.9,277,400.2,327.1,637,308.2,549.6
28083000001,MS,Leflore County,000001,2303,17,25,2213,0,7,0,0,41,1635,10,20,1566,0,7,0,0,32,17.9,970.5,43.4,658.9,9.4,750.1,32.4,941.8,15.5,965.1,17.9,970.5,43.4,658.9,24,953.5,23.7,857.3
28083000003,MS,Leflore County,000003,725,32,128,549,1,1,0,0,14,535,16,101,404,1,1,0,0,12,36.3,289.8,30.4,177.8,16.3,215.3,31.7,251,23.4,259.9,36.3,289.8,30.4,177.8,27.5,255.4,27.6,238.8
28083000004,MS,Leflore County,000004,368,3,156,193,0,0,0,0,16,281,2,130,140,0,0,0,0,9,125,96,94,60,94,63,108,80,102,85,125,96,94,60,105,82.5,104.6,76.8
28083000005,MS,Leflore County,000005,187,1,137,43,0,0,0,0,6,162,1,122,37,0,0,0,0,2,85.6,32.5,68.8,19.7,61,28.5,96.4,32.5,90.5,35.4,85.6,32.5,68.8,19.7,93.4,33.9,80.5,29.7
28083000006,MS,Leflore County,000006,334,13,89,224,0,0,0,0,8,261,13,74,168,0,0,0,0,6,88.5,127.3,72.7,79.3,61.9,106.9,83.5,116.6,79.6,126.4,88.5,127.3,72.7,79.3,81.5,121.5,77.2,111.3
28083000007,MS,Leflore County,000007,909,81,156,647,3,9,0,4,9,821,72,151,575,3,9,0,4,7,24,380,23,179,15,214,19,249,19,256,24,380,23,179,19,252.5,20,255.6
28083000008,MS,Leflore County,000008,6046,151,3450,2179,4,147,0,8,107,4644,101,2825,1515,4,113,0,6,80,1829,615.3,1599,508.9,1523.2,612.7,1768.2,768.5,1713.6,823.6,1829,615.3,1599,508.9,1740.9,796,1686.6,665.8
28083000009,MS,Leflore County,000009,2349,87,132,2095,1,1,0,3,30,1762,67,111,1557,1,0,0,2,24,101,855,90,575,62,701,84,888,72,909,101,855,90,575,78,898.5,81.8,785.6
28083000010,MS,Leflore County,000010,2914,159,500,2203,2,8,0,0,42,1989,88,433,1426,2,8,0,0,32,145.5,672.2,126.8,470.3,97,542.3,150.1,678.4,122.1,716.4,145.5,672.2,126.8,470.3,136.1,697.4,128.3,615.9
28083000011,MS,Leflore County,000011,918,13,17,882,0,2,0,1,3,666,10,17,635,0,0,0,1,3,5.3,155.1,10.2,104.2,1.8,117.6,5.6,149.5,4.6,150.2,5.3,155.1,10.2,104.2,5.1,149.9,5.5,135.3
28083000012,MS,Leflore County,000012,385,11,157,202,0,0,0,0,15,299,11,124,153,0,0,0,0,11,85,117,81,74,73,94,106,119,90,133,85,117,81,74,98,126,87,107.4
28083000013,MS,Leflore County,000013,574,23,113,428,0,2,0,1,7,416,18,99,290,0,2,0,1,6,72,186,56,131,53,136,58,167,52,170,72,186,56,131,55,168.5,58.2,158
28083000014,MS,Leflore County,000014,1813,12,21,1728,0,3,0,1,48,1272,7,18,1207,0,3,0,1,36,5.7,427,15.4,255.9,3.3,305.4,9.6,358,4.6,368.3,5.7,427,15.4,255.9,7.1,363.2,7.7,342.9
28083000015,MS,Leflore County,000015,709,20,57,618,0,0,0,4,10,533,11,54,454,0,0,0,4,10,56,236,48,181,41,199,59,249,48,270,56,236,48,181,53.5,259.5,50.4,227
28083000016,MS,Leflore County,000016,3398,130,365,2837,2,7,0,1,56,2523,82,320,2066,2,5,0,1,47,213,1063,172,786,138,900,179,1054,165,1083,213,1063,172,786,172,1068.5,173.4,977.2
28083000017,MS,Leflore County,000017,2108,56,97,1904,0,10,0,2,39,1431,27,87,1280,0,10,0,1,26,25.5,654.8,42.1,443.4,10,484.4,24.7,658.5,19,670.8,25.5,654.8,42.1,443.4,21.9,664.6,24.3,582.4
28083000018,MS,Leflore County,000018,2299,31,363,1864,2,8,0,1,30,1756,21,295,1410,2,8,0,0,20,293.9,906.3,274.8,645.5,237,761.1,310.8,884.3,290.3,910.6,293.9,906.3,274.8,645.5,300.5,897.5,281.3,821.6
28085000101,MS,Lincoln County,000101,803,6,42,724,0,6,0,4,21,642,6,35,575,0,4,0,4,18,17,435,18,368,8,411,22,454,11,469,17,435,18,368,16.5,461.5,15.2,427.4
28085000102,MS,Lincoln County,000102,646,16,590,23,1,3,0,1,12,487,8,450,18,1,1,0,1,8,247,11,199,2,196,3,285,7,275,14,247,11,199,2,280,10.5,240.4,7.4
