GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_rin,uss_18_rep_bra,gov_18_dem_mil,gov_18_rep_moo,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
23011063835,ME,Kennebec County,063835,1148,16,1081,1,2,1,0,10,37,953,13,907,0,2,0,0,6,25,284,269,40,211,265,234,344,351,261,410,269,284,222.5,152.5,380.5,302.5,295,238.8
23011068385,ME,Kennebec County,068385,4645,80,4334,10,9,34,0,18,160,3700,47,3514,4,0,31,0,8,96,882.4,1317.5,111.8,984.9,792.9,1182.4,1115.3,1576.6,846,1766.6,1317.5,882.4,1083.7,452.4,1671.6,980.7,1365.6,749.7
23011078190,ME,Kennebec County,078190,36,0,30,0,1,0,0,0,5,30,0,29,0,0,0,0,0,1,8.2,17.6,1.6,11.9,7.5,13.8,9.7,19.6,7.2,21,17.6,8.2,12.9,4.5,20.3,8.5,16.8,6.8
23011078745,ME,Kennebec County,078745,4520,44,4195,18,13,14,2,27,207,3602,26,3388,7,13,14,2,17,135,976.6,1434.5,151.2,997.1,894.1,1189.6,1168.7,1512.4,905,1707.4,1434.5,976.6,1093.3,522.6,1609.9,1036.8,1368.2,819.1
23011079025,ME,Kennebec County,079025,578,14,541,0,0,2,0,1,20,474,8,453,0,0,0,0,1,12,158,195,32,116,193,150,188,209,145,217,195,158,133,112.5,213,166.5,177.4,143.2
23011080880,ME,Kennebec County,080880,1129,11,1061,5,3,2,1,7,39,954,4,905,4,3,2,1,7,28,428,322,56,237,388,290,511,344,408,411,322,428,263.5,222,377.5,459.5,320.8,358.2
23011082945,ME,Kennebec County,082945,3671,42,3419,12,18,10,0,21,149,2921,29,2730,5,18,6,0,13,120,799,1188,125,798,727,1000,1011,1320,765,1498,1188,799,899,426,1409,888,1160.8,685.4
23011086165,ME,Kennebec County,086165,2632,47,2454,10,7,6,1,4,103,2061,22,1945,3,7,4,1,4,75,425.9,841.7,76.7,612.9,364.3,700.6,502.9,930,380.5,1006.1,841.7,425.9,656.7,220.5,968,441.7,818.2,350
23011086515,ME,Kennebec County,086515,7948,167,7306,42,29,65,0,16,323,6463,104,6020,34,19,49,0,14,223,1823.7,2084.2,284.3,1469,1653.3,1714.7,2186.2,2343.8,1672.1,2700.4,2084.2,1823.7,1591.9,968.8,2522.1,1929.2,2062.4,1523.9
23011086970,ME,Kennebec County,086970,6121,102,5644,51,18,47,0,10,249,4948,68,4614,35,18,43,0,6,164,1697,1605,264,1036,1504,1277,1984,1653,1581,1963,1605,1697,1156.5,884,1808,1782.5,1506.8,1406
23011807401,ME,Kennebec County,807401,2335,70,2045,24,20,17,1,7,151,1854,38,1674,13,18,9,1,6,95,572.4,334.6,139.8,216.9,507.5,254.1,690.4,363,579.1,424.3,334.6,572.4,235.5,323.7,393.7,634.8,318.6,497.9
23011807402,ME,Kennebec County,807402,2131,109,1806,30,19,27,1,9,130,1641,45,1455,25,12,23,1,5,75,551.2,319.3,135.1,206.6,488.6,242.2,664.8,346.2,558.1,404.8,319.3,551.2,224.4,311.8,375.5,611.4,303.8,479.5
23011807403,ME,Kennebec County,807403,1446,107,1024,56,4,141,0,14,100,1321,91,947,54,2,138,0,12,77,279.6,161.4,68.6,104.4,247.8,122.4,337.2,175,283.1,204.7,161.4,279.6,113.4,158.2,189.8,310.2,153.6,243.3
23011807404,ME,Kennebec County,807404,2276,54,2056,24,6,34,1,4,97,1880,38,1744,18,3,26,1,1,49,717.2,414.2,176,267.9,635.7,314,865.1,449,726.5,525.1,414.2,717.2,290.9,405.9,487,795.8,394,624.1
23011807405,ME,Kennebec County,807405,2491,55,2289,13,5,22,0,7,100,2136,35,1989,11,3,20,0,6,72,400.1,231.1,98.2,149.4,354.6,175.1,482.5,250.4,405.2,292.9,231.1,400.1,162.3,226.4,271.7,443.9,219.8,348.1
23011807406,ME,Kennebec County,807406,2696,104,2321,58,17,42,2,6,146,2245,63,1981,49,13,35,2,6,96,890.4,518.2,217.8,335.6,789.4,393.3,1073.9,562,901.2,657.1,518.2,890.4,364.4,503.6,609.6,987.5,493.2,774.5
23011807407,ME,Kennebec County,807407,2453,104,2063,52,14,42,1,13,164,2066,83,1741,43,13,42,1,12,131,812.4,470,199.2,304.1,720.1,356.3,979.9,509.5,822.7,595.8,470,812.4,330.2,459.7,552.7,901.3,447.1,706.9
23013000000,ME,Knox County,NA,40607,672,37533,256,139,250,18,144,1595,33700,474,31431,228,116,204,18,108,1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23015000000,ME,Lincoln County,NA,35237,395,33071,156,105,227,9,97,1177,29468,283,27838,129,96,180,9,87,846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23017000000,ME,Oxford County,NA,57777,865,53456,209,187,275,16,157,2612,46644,516,43681,134,157,224,12,116,1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23019000000,ME,Penobscot County,NA,152199,2715,138306,1443,1349,1853,37,420,6076,124474,1806,114552,1093,1096,1517,30,315,4065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23021000000,ME,Piscataquis County,NA,16800,261,15474,57,102,120,7,66,713,13901,170,12999,43,76,79,7,46,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23023001570,ME,Sagadahoc County,001570,477,7,432,2,0,0,0,3,33,407,5,380,2,0,0,0,0,20,213.7,94,32.3,63.4,215.6,81.6,251.1,99.7,199.7,126.4,94,213.7,72.5,124,113.1,225.4,93,182.5
23023006260,ME,Sagadahoc County,006260,3136,55,2948,9,11,7,2,5,99,2446,36,2324,5,8,7,2,5,59,594,1009,83,727,533,860,763,1082,557,1219,1009,594,793.5,308,1150.5,660,979.4,506
23023006365,ME,Sagadahoc County,006365,3047,61,2788,7,9,17,0,13,152,2445,43,2266,3,6,17,0,13,97,883.5,805.4,121.1,568.2,875.4,680.3,1135.6,858.4,939.5,970.5,805.4,883.5,624.3,498.2,914.4,1037.5,776.5,791
23023027295,ME,Sagadahoc County,027295,1058,15,1000,3,3,9,0,5,23,912,14,870,0,2,5,0,3,18,415.3,286,35.7,210.7,420.4,263.4,542.9,299.3,448.4,358.6,286,415.3,237,228,328.9,495.6,283.6,372.5
23023033551,ME,Sagadahoc County,033551,1166,24,1074,14,4,8,0,2,40,971,16,903,14,2,7,0,2,27,330.9,190.1,56.4,116.1,319.9,146.6,417.6,186.5,342.8,224.2,190.1,330.9,131.3,188.2,205.3,380.2,172.7,293.5
23023033552,ME,Sagadahoc County,033552,1251,31,1111,29,4,5,0,3,68,988,20,884,25,3,5,0,3,48,282.9,162.5,48.2,99.2,273.5,125.4,357.1,159.4,293,191.7,162.5,282.9,112.3,160.9,175.5,325.1,147.6,251
23023033553,ME,Sagadahoc County,033553,1416,31,1195,66,9,14,0,11,90,1154,22,987,48,9,13,0,10,65,925.6,531.7,157.8,324.6,894.9,410.1,1168.2,521.6,958.7,627,531.7,925.6,367.4,526.3,574.3,1063.4,483,821
23023033554,ME,Sagadahoc County,033554,1021,27,915,8,0,8,0,2,61,819,20,749,5,0,6,0,0,39,330.1,189.7,56.3,115.8,319.2,146.3,416.7,186,342,223.6,189.7,330.1,131,187.7,204.8,379.3,172.3,292.8
23023033555,ME,Sagadahoc County,033555,1379,30,1226,11,8,14,0,5,85,1105,27,992,8,8,13,0,5,52,320.4,184,54.6,112.4,309.7,141.9,404.3,180.5,331.8,217,184,320.4,127.2,182.2,198.8,368.1,167.2,284.2
23023033556,ME,Sagadahoc County,033556,1222,27,1115,11,0,5,0,5,59,988,21,914,10,0,5,0,5,33,168.4,96.8,28.7,59.1,162.8,74.6,212.6,94.9,174.5,114.1,96.8,168.4,66.8,95.8,104.5,193.5,87.9,149.4
23023033557,ME,Sagadahoc County,033557,1311,25,1220,13,1,6,0,1,45,1134,24,1062,11,0,5,0,1,31,256.9,147.6,43.8,90.1,248.4,113.8,324.2,144.8,266.1,174,147.6,256.9,102,146.1,159.4,295.2,134.1,227.9
23023058070,ME,Sagadahoc County,058070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23023058515,ME,Sagadahoc County,058515,2155,18,2038,9,2,1,0,7,80,1832,11,1741,9,1,1,0,6,63,622,693,98,469,626,594,802,747,653,849,693,622,531.5,362,798,727.5,670.4,560.2
23023062645,ME,Sagadahoc County,062645,3522,50,3276,9,16,12,0,7,152,2850,33,2676,3,15,12,0,7,104,739,963,118,660,699,797,944,1059,752,1208,963,739,728.5,408.5,1133.5,848,937.4,650.4
23023076960,ME,Sagadahoc County,076960,9560,169,8852,76,15,119,0,21,308,7789,117,7277,61,6,91,0,18,219,3051.9,2275.1,375.1,1501.5,2801.1,1837.2,3880.2,2336.8,3048.6,2960.9,2275.1,3051.9,1669.4,1588.1,2648.8,3464.4,2182.3,2631.4
23023081930,ME,Sagadahoc County,081930,1910,24,1785,16,3,8,1,15,58,1606,15,1512,14,3,8,0,9,45,577,563,75,377,555,493,745,631,588,758,563,577,435,315,694.5,666.5,564.4,508
23023087460,ME,Sagadahoc County,087460,3068,55,2855,12,7,14,0,11,114,2492,38,2343,8,4,13,0,7,79,958.7,1074.6,128.2,761.7,883.5,912.2,1203.3,1135.3,937.1,1290.4,1074.6,958.7,837,505.9,1212.9,1070.2,1034.9,822.2
23025000000,ME,Somerset County,NA,50477,656,46914,248,213,261,14,140,2031,40887,415,38294,177,175,226,14,110,1476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23027004125,ME,Waldo County,004125,976,12,903,2,0,10,0,10,39,788,0,753,2,0,4,0,7,22,227,282,47,192,210,214,262,320,184,368,282,227,203,128.5,344,223,275.2,186
23027007870,ME,Waldo County,007870,1010,17,915,0,4,5,0,4,65,809,11,742,0,4,3,0,4,45,209,299,51,228,205,272,249,318,193,357,299,209,250,128,337.5,221,294.8,181.4
23027009270,ME,Waldo County,009270,1096,19,1017,3,5,2,0,4,46,889,11,839,0,4,0,0,4,31,215,405,34,252,212,276,237,390,192,405,405,215,264,123,397.5,214.5,345.6,178
23027026280,ME,Waldo County,026280,1231,17,1161,1,6,2,2,1,41,980,12,933,1,3,2,2,0,27,225.2,386.3,38.3,256.6,193.6,297.2,225.5,446.5,160.9,481.8,386.3,225.2,276.9,116,464.1,193.2,373.7,168.7
23027026420,ME,Waldo County,026420,711,13,660,2,1,0,1,5,29,585,11,547,2,1,0,1,2,21,173,209,38,156,167,178,203,237,170,248,209,173,167,102.5,242.5,186.5,205.6,150.2
23027035240,ME,Waldo County,035240,583,10,546,0,1,6,0,3,17,490,3,471,0,0,4,0,0,12,282,116,37,71,287,83,312,120,275,143,116,282,77,162,131.5,293.5,106.6,238.6
23027035450,ME,Waldo County,035450,610,4,584,0,0,2,0,0,20,484,2,467,0,0,2,0,0,13,105,189,28,119,122,132,135,191,112,200,189,105,125.5,75,195.5,123.5,166.2,100.4
23027037585,ME,Waldo County,037585,811,23,761,0,0,1,0,8,18,659,18,619,0,0,0,0,7,15,132,282,34,193,125,220,149,316,112,323,282,132,206.5,79.5,319.5,130.5,266.8,110.4
23027039055,ME,Waldo County,039055,934,14,868,0,3,1,0,0,48,750,12,695,0,3,1,0,0,39,235,268,30,197,207,205,268,309,208,319,268,235,201,118.5,314,238,259.6,189.6
23027039501,ME,Waldo County,039501,1252,13,1177,3,6,5,0,5,43,1066,5,1019,1,3,5,0,0,33,525.1,171.1,80.1,131.3,523.5,157.6,655.4,173.7,538.5,244.5,171.1,525.1,144.5,301.8,209.1,596.9,175.6,464.5
23027039502,ME,Waldo County,039502,1134,10,1067,5,1,7,0,2,42,957,2,923,3,0,5,0,2,22,480.4,159.2,74.2,121.8,479.4,146.2,599.2,161.8,492.2,226.1,159.2,480.4,134,276.8,194,545.7,163,425.1
23027039503,ME,Waldo County,039503,1489,31,1335,14,4,18,0,9,78,1239,23,1126,13,3,16,0,7,51,630.5,334,140.5,238.9,649.1,284.8,768.6,350.6,622.9,413.9,334,630.5,261.9,394.8,382.2,695.7,324.4,562.3
23027039504,ME,Waldo County,039504,1470,23,1348,7,4,11,0,5,72,1212,17,1129,5,4,10,0,2,45,340.5,180.4,75.9,129,350.6,153.9,415.1,189.4,336.4,223.6,180.4,340.5,141.5,213.2,206.5,375.7,175.3,303.7
23027039505,ME,Waldo County,039505,1593,14,1517,2,3,15,0,5,37,1297,12,1228,2,3,15,0,5,32,371.5,391.9,59.8,239.3,330.6,257.6,410.3,379,322.5,426.3,391.9,371.5,248.5,195.2,402.6,366.4,338.8,298.9
23027039755,ME,Waldo County,039755,2312,34,2168,5,7,17,0,16,65,1871,22,1769,4,1,15,0,12,48,891,511,160,387,838,471,1070,552,875,668,511,891,429,499,610,972.5,517.8,766.8
23027046475,ME,Waldo County,046475,931,9,876,1,5,3,0,2,35,761,8,726,1,1,3,0,2,20,249,247,68,182,281,213,311,267,235,291,247,249,197.5,174.5,279,273,240,228.8
23027046790,ME,Waldo County,046790,1020,19,940,4,4,3,0,0,50,825,9,776,4,4,1,0,0,31,290,280,62,170,290,215,350,267,284,303,280,290,192.5,176,285,317,247,255.2
23027047245,ME,Waldo County,047245,971,17,904,0,2,7,0,4,37,752,11,704,0,2,6,0,4,25,194,297,56,226,209,259,245,356,195,366,297,194,242.5,132.5,361,220,300.8,179.8
23027052845,ME,Waldo County,052845,1550,22,1457,8,2,5,2,3,51,1280,13,1229,2,0,5,2,2,27,555.9,416.4,88.5,310.7,545.8,366.9,705.6,416.6,569.5,482.6,416.4,555.9,338.8,317.2,449.6,637.5,398.7,493
23027056450,ME,Waldo County,056450,1570,21,1473,2,11,4,1,4,54,1248,15,1185,2,10,0,1,4,31,311,468,47,342,284,433,385,538,293,593,468,311,387.5,165.5,565.5,339,474.8,264
23027061210,ME,Waldo County,061210,698,7,666,0,4,1,0,3,17,573,5,546,0,3,1,0,3,15,154,218.3,17.5,134.5,128.6,165.7,167.6,236.8,134.5,249.5,218.3,154,150.1,73.1,243.1,151,200.9,120.4
23027066565,ME,Waldo County,066565,1400,22,1303,7,1,11,0,1,55,1120,17,1047,6,1,9,0,1,39,373,391,82,261,372,320,435,482,333,526,391,373,290.5,227,504,384,396,319
23027066635,ME,Waldo County,066635,2649,43,2444,5,20,11,0,6,120,2190,28,2043,5,18,10,0,5,81,695.1,711.2,110,442.1,630.1,533.1,852.1,723.2,673.1,818.2,711.2,695.1,487.6,370.1,770.7,762.6,645.6,592.1
23027074475,ME,Waldo County,074475,1533,11,1434,7,9,10,0,6,56,1335,9,1255,7,5,10,0,6,43,449,472,84,360,453,397,535,509,437,559,472,449,378.5,268.5,534,486,459.4,391.6
23027075525,ME,Waldo County,075525,1377,17,1296,2,2,7,0,2,51,1129,15,1060,1,2,7,0,2,42,288,405,69,317,280,361,343,455,257,510,405,288,339,174.5,482.5,300,409.6,247.4
23027076610,ME,Waldo County,076610,774,8,740,1,0,0,0,0,25,609,7,582,0,0,0,0,0,20,191,191,53,135,184,156,230,212,170,235,191,191,145.5,118.5,223.5,200,185.8,165.6
23027077625,ME,Waldo County,077625,1018,10,952,7,1,2,0,4,42,825,8,774,4,1,2,0,4,32,218,289,47,210,197,226,236,341,174,379,289,218,218,122,360,205,289,174.4
23027078255,ME,Waldo County,078255,2292,41,2100,23,16,15,1,7,89,1890,32,1750,19,10,14,1,6,58,452,475,143,284,385,315,449,456,362,511,475,452,299.5,264,483.5,405.5,408.2,358.2
23027079480,ME,Waldo County,079480,795,4,727,7,7,2,0,4,44,656,4,603,7,7,2,0,4,29,194,245,29,158,195,183,229,262,174,286,245,194,170.5,112,274,201.5,226.8,164.2
23027086760,ME,Waldo County,086760,3817,54,3544,17,11,17,5,11,158,3020,29,2827,8,10,17,5,7,117,883,1126.2,116.5,836,844.4,922.5,1057.4,1264.4,803,1432.9,1126.2,883,879.2,480.5,1348.6,930.2,1116.4,740.9
23029000000,ME,Washington County,NA,31095,667,27587,156,1381,121,7,86,1090,25404,424,22970,125,969,114,7,67,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23031000275,ME,York County,000275,2671,34,2524,6,1,15,5,4,82,2210,18,2103,2,1,15,4,3,64,547,822,97,526,448,686,658,932,522,1039,822,547,606,272.5,985.5,590,801,454.4
23031000730,ME,York County,000730,3073,39,2838,42,11,18,1,9,115,2577,26,2394,36,10,18,0,8,85,819,887,139,580,723,708,994,950,772,1119,887,819,644,431,1034.5,883,848.8,689.4
23031001605,ME,York County,001605,4277,58,3993,11,20,28,0,14,153,3478,26,3279,7,16,22,0,14,114,1065.9,1192,234.4,794.7,894,1001.3,1410.6,1341,1120.5,1525.8,1192,1065.9,898,564.2,1433.4,1265.5,1171,945.1
23031004720,ME,York County,004720,7950,147,7276,47,13,121,2,25,319,6100,85,5655,41,7,100,2,23,187,1552,2090,439,1276,1302,1518,2020,2234,1669,2454,2090,1552,1397,870.5,2344,1844.5,1914.4,1396.4
23031004860,ME,York County,004860,22552,588,19886,581,105,451,7,86,848,18963,393,17074,376,86,363,7,72,592,5561,3743.6,1131.5,2194,4596.6,3022.6,7109,3720.6,5731.8,4528.3,3743.6,5561,2608.3,2864,4124.5,6420.4,3441.8,4826
23031009410,ME,York County,009410,8376,112,7750,58,25,91,0,18,322,6841,76,6389,48,16,79,0,13,220,1928.1,2564.9,331.4,1723.1,1603.3,2358.4,2463.2,2718.6,1974.2,3038.7,2564.9,1928.1,2040.8,967.3,2878.6,2218.7,2480.8,1660
23031014485,ME,York County,014485,1508,17,1428,4,4,5,0,5,45,1218,10,1154,4,4,5,0,5,36,335,398,58,281,311,376,434,479,345,534,398,335,328.5,184.5,506.5,389.5,413.6,296.6
23031016725,ME,York County,016725,2129,20,1988,6,10,10,0,2,93,1709,17,1609,2,10,10,0,2,59,471,669,81,469,349,604,588,758,435,877,669,471,536.5,215,817.5,511.5,675.4,384.8
23031022955,ME,York County,022955,6717,140,6159,43,9,52,0,33,281,5513,84,5144,36,9,46,0,26,168,2276,1707,635,1169,2057,1400,2869,1792,2421,2087,1707,2276,1284.5,1346,1939.5,2645,1631,2051.6
23031033665,ME,York County,033665,4745,59,4416,17,17,11,1,25,199,3779,33,3562,10,11,9,1,17,136,1006.9,1310,152.6,930.9,803.7,1289.6,1260.8,1512.4,983.8,1727.3,1310,1006.9,1110.2,478.2,1619.9,1122.3,1354,841.6
23031036535,ME,York County,036535,11536,185,10749,53,17,167,1,40,324,9499,106,8982,28,16,132,1,33,201,4260,2653,735,1926,3816,2426,5425,2688,4390,3502,2653,4260,2176,2275.5,3095,4907.5,2639,3725.2
23031036745,ME,York County,036745,3616,48,3432,6,4,15,1,16,94,3112,36,2990,2,4,10,0,10,60,1372.2,918,221.1,697.9,1272.3,876.9,1801.7,935,1492.4,1210.7,918,1372.2,787.4,746.7,1072.8,1647,927.7,1231.9
23031037270,ME,York County,037270,10070,409,8891,139,13,121,22,46,429,8506,277,7674,112,10,93,13,37,290,3504,1749,973,1202,3183,1383,4465,1813,3826,2270,1749,3504,1292.5,2078,2041.5,4145.5,1683.4,3190.2
23031038425,ME,York County,038425,6469,85,6024,21,24,37,0,29,249,5047,57,4732,14,19,33,0,17,175,947,1949,233,1154,787,1370,1245,2183,1007,2310,1949,947,1262,510,2246.5,1126,1793.2,843.8
23031039195,ME,York County,039195,3188,68,2911,16,17,6,0,5,165,2502,43,2321,6,17,6,0,0,109,647,845,131,538,549,692,822,950,672,1026,845,647,615,340,988,747,810.2,564.2
23031039405,ME,York County,039405,3892,52,3593,9,14,8,4,14,198,3051,36,2842,9,12,8,4,12,128,723.3,1222.3,150.8,791.3,582.4,1011.7,892.1,1386.7,704.2,1504.3,1222.3,723.3,901.5,366.6,1445.5,798.2,1183.2,610.6
23031041750,ME,York County,041750,4525,59,4206,21,15,36,0,10,178,3715,38,3500,13,10,33,0,10,111,1047,1303,213,841,881,1118,1329,1541,1019,1765,1303,1047,979.5,547,1653,1174,1313.6,897.8
23031048750,ME,York County,048750,1648,29,1530,10,2,5,0,6,66,1367,21,1278,10,2,3,0,5,48,285.4,499.2,63.6,332.2,267.5,399.8,364,572.8,280.4,606.6,499.2,285.4,366,165.6,589.7,322.2,482.1,252.2
23031050325,ME,York County,050325,4978,68,4601,23,9,49,1,25,202,3936,47,3680,21,7,34,1,14,132,1175,1422,270,964,987,1148,1481,1561,1183,1784,1422,1175,1056,628.5,1672.5,1332,1375.8,1019.2
23031054980,ME,York County,054980,1577,27,1484,14,2,8,0,10,32,1461,21,1382,13,2,8,0,9,26,566.5,285.7,148.3,212.1,539.6,270.8,735.7,310.6,606.3,425.1,285.7,566.5,241.4,344,367.9,671,300.9,519.3
23031055085,ME,York County,055085,8960,200,8218,66,27,128,5,34,282,8023,133,7493,57,20,109,5,31,175,3003,2151,541,1350,2619,1771,3748,2374,3120,2771,2151,3003,1560.5,1580,2572.5,3434,2083.4,2606.2
23031056870,ME,York County,056870,1791,23,1677,5,9,9,1,3,64,1504,16,1416,5,9,9,0,3,46,370.4,554.2,82.2,330.9,328.2,425.2,474.4,566.7,347.4,625.6,554.2,370.4,378,205.2,596.1,410.9,500.5,320.5
23031067475,ME,York County,067475,2921,31,2742,12,6,12,0,7,111,2418,27,2276,7,6,5,0,4,93,540.6,878.8,105.3,587.8,455.5,725.2,714,1039.2,525.5,1165.3,878.8,540.6,656.5,280.4,1102.3,619.8,879.3,468.2
23031070030,ME,York County,070030,7467,133,6871,32,14,58,1,24,334,5773,90,5395,26,13,43,1,9,196,2246,1619,616,1025,1885,1238,2777,1738,2358,2041,1619,2246,1131.5,1250.5,1889.5,2567.5,1532.2,1976.4
23031080530,ME,York County,080530,7936,119,7400,26,23,40,1,29,298,6172,58,5822,15,23,37,1,21,195,1385,2193,259,1387,1135,1740,1881,2477,1486,2714,2193,1385,1563.5,697,2595.5,1683.5,2102.2,1229.2
23031081475,ME,York County,081475,11314,172,10601,77,18,109,1,24,312,9498,111,9018,61,8,73,1,16,210,3305.5,2813.3,729.7,2071.9,2989.4,2550.2,4516.3,3342.4,3608.7,4085.9,2813.3,3305.5,2311.1,1859.5,3714.1,4062.5,2972.7,3029.9
23031087985,ME,York County,087985,13723,271,12813,60,10,133,0,34,402,11476,191,10814,47,8,106,0,29,281,4971,3266,1069,2254,4484,2732,6182,3360,5253,4115,3266,4971,2493,2776.5,3737.5,5717.5,3145.4,4391.8
23031646751,ME,York County,646751,2743,43,2530,38,5,39,2,2,84,2212,29,2070,28,5,29,2,1,48,814.5,649.9,114.3,408.7,680.8,542.4,936.1,535.7,761.5,659.7,649.9,814.5,475.5,397.6,597.7,848.8,559.3,661.4
23031646752,ME,York County,646752,2941,29,2728,14,1,38,0,8,123,2288,19,2152,5,0,33,0,7,72,773,677,119,456,645,600,1179.3,674.9,959.4,831.1,677,773,528,382,753,1069.4,647.8,735.1
23031646753,ME,York County,646753,3215,77,2857,36,11,90,0,16,128,2617,60,2344,30,11,70,0,14,88,747.2,586.7,148.7,380.2,646.5,494.9,2241.6,1282.9,1823.6,1579.7,586.7,747.2,437.5,397.6,1431.3,2032.6,864.9,1121.5
23031646754,ME,York County,646754,2963,53,2800,12,0,14,0,7,77,2479,33,2362,12,0,9,0,4,59,1027.5,616,105,447.8,916.2,586.8,996,570,810.3,701.9,616,1027.5,517.3,510.6,636,903.1,584.5,771
23031646755,ME,York County,646755,2931,62,2604,64,8,59,0,9,125,2353,40,2140,42,8,41,0,5,77,894.4,564.5,174.7,367.7,750.2,498.9,703.3,402.5,572.2,495.6,564.5,894.4,433.3,462.5,449.1,637.7,465.9,619
23031646756,ME,York County,646756,2947,77,2582,76,12,75,0,4,121,2482,63,2208,54,12,59,0,3,83,957.9,532.3,148.6,343.2,817.4,457.3,1189.4,680.7,967.6,838.2,532.3,957.9,400.2,483,759.5,1078.5,570.3,816.2
23031646757,ME,York County,646757,2641,104,2245,86,6,53,0,7,140,2161,68,1879,63,4,42,0,7,98,730.5,442,164.7,236.8,696.9,313.1,623,356.5,506.8,439,442,730.5,275,430.8,397.8,564.9,357.5,544.4
23031657251,ME,York County,657251,6637,134,6054,67,21,89,0,11,261,5308,99,4897,53,17,80,0,10,152,1463,1569,263,818,1136,1104,1686,1592,1334,1816,1569,1463,961,699.5,1704,1510,1379.8,1176.4
23031657252,ME,York County,657252,8519,196,7515,133,40,155,2,28,450,6607,116,5932,93,36,133,2,18,277,1525,1519,307,835,1116,1059,2193,1868,1814,2060,1519,1525,947,711.5,1964,2003.5,1468.2,1391
23031657253,ME,York County,657253,6826,129,6128,78,23,147,0,12,309,5509,91,5003,57,14,127,0,8,209,1497,1665,300,1005,1143,1304,1571,1734,1130,2021,1665,1497,1154.5,721.5,1877.5,1350.5,1545.8,1128.2
