GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
44005442105,RI,Newport County,442105,2959,173,2456,95,23,34,0,40,138,2696,130,2298,84,22,30,0,31,101,888,380,808,328,780,247,869,831,275,1125,375,1136,314,380,888,283.3,822,344.5,1130.5,319.8,919.6
44005442106,RI,Newport County,442106,4821,249,4174,118,5,69,0,33,173,4486,211,3952,109,4,66,0,29,115,1011,487,913,391,880,321,960,915,344,1299,485,1292,435,487,1011,352,917,460,1295.5,410.5,1038.6
44005442107,RI,Newport County,442107,3480,243,2983,71,2,35,0,22,124,2962,172,2594,58,1,31,0,12,94,900,580,924,427,835,371,981,933,364,1190,538,1245,436,580,900,387.3,918.2,487,1217.5,452.7,1001.1
44005442108,RI,Newport County,442108,1811,282,1199,159,7,38,0,15,111,1562,191,1111,137,7,30,0,13,73,529,165,502,120,473,102,490,497,117,656,177,633,168,165,529,113,490.5,172.5,644.5,141.5,540
44005442109,RI,Newport County,442109,2927,606,1363,413,68,127,11,31,308,2343,386,1257,326,45,119,11,24,175,793.6,272.2,240.4,36.2,219.2,33,227.9,238,33,325.5,70.9,316.5,52.7,272.2,793.6,34.1,231.4,61.8,321,83,337.3
44005442701,RI,Newport County,442701,252,3,234,2,0,0,0,3,10,224,1,211,2,0,0,0,3,7,53,40,55,20,50,14,52,51,17,73,43,75,42,40,53,17,52,42.5,74,29.3,58.4
44005442702,RI,Newport County,442702,510,15,452,9,4,11,0,0,19,429,13,385,5,4,9,0,0,13,140,118,144,104,134,89,177,161,86,203,118,201,109,118,140,93,154,113.5,202,104,165.7
44005442703,RI,Newport County,442703,2976,118,2629,62,11,27,0,6,123,2468,72,2242,44,7,21,0,5,77,815.4,557.8,783.1,442.2,713.3,380.6,858.4,822.5,376.5,1097.5,575.9,1114.2,536.9,557.8,815.4,399.8,794.3,556.4,1105.9,478.3,886.4
44005442704,RI,Newport County,442704,3866,136,3471,33,3,42,2,16,163,3132,82,2894,24,1,41,1,11,78,1055.4,856.2,1017.7,659,910.7,578.7,1184.2,1069.2,568.8,1440.8,866.1,1536,744.2,856.2,1055.4,602.2,1045.4,805.2,1488.4,712.2,1173.4
44005442705,RI,Newport County,442705,1646,84,1336,69,1,45,2,9,100,1296,61,1077,54,1,35,2,7,59,353.5,286.1,311.4,248.8,291.3,213.5,365,329.6,216.5,460.4,322.2,472.6,290,286.1,353.5,226.3,324.3,306.1,466.5,262.8,369.1
44005442706,RI,Newport County,442706,1261,29,1121,15,3,25,0,7,61,963,17,872,15,3,21,0,6,29,349.1,309.2,331.2,278.3,328.1,211.5,424.9,366,234.4,459.8,312.2,472.8,297.2,309.2,349.1,241.4,362.6,304.7,466.3,273.8,390.3
44005442707,RI,Newport County,442707,3627,151,3203,45,4,65,4,18,137,2860,84,2580,34,3,51,4,13,91,1049.6,872.1,963.4,751.5,928.2,612.3,1200.5,1035.9,637.8,1367.2,880.9,1468.2,758.5,872.1,1049.6,667.2,1032,819.7,1417.7,752.2,1144.7
44005442708,RI,Newport County,442708,3733,112,3328,38,6,87,0,12,150,3055,74,2776,26,3,72,0,9,95,1150.5,890.7,1100.6,732.3,1078.7,578.5,1305.5,1162.1,622.7,1592.6,887.8,1686.8,797.6,890.7,1150.5,644.5,1161.7,842.7,1639.7,751.6,1296.7
44005443301,RI,Newport County,443301,3210,95,2930,22,1,58,2,1,101,2749,67,2566,17,1,44,1,1,52,772.3,654,718.5,511.3,702.9,440.9,875.9,761.5,433.1,1006.9,756.6,1067.5,625.6,654,772.3,461.7,764.7,691.1,1037.2,570.3,843.6
44005443302,RI,Newport County,443302,3489,125,3133,53,5,33,2,20,118,2890,85,2640,30,5,30,0,16,84,739.1,745.9,686.3,512.3,608.4,451.7,806.4,729.5,432.5,928.5,768,979.4,641.1,745.9,739.1,465.5,707.6,704.5,953.9,591.9,782.5
44005443303,RI,Newport County,443303,1703,37,1567,10,5,16,2,4,62,1498,28,1396,7,5,16,2,2,42,455,421,420,293,409,240,488,456,235,591,424,603,369,421,455,256,443.2,396.5,597,330.3,488.9
44005443304,RI,Newport County,443304,2187,54,2006,21,0,23,0,3,80,1752,38,1630,18,0,16,0,2,48,638.6,577.1,581.2,461.4,571.7,388.4,728.7,631,376.4,807.6,595.4,847.1,502.3,577.1,638.6,408.7,628.2,548.8,827.4,483.5,686.6
44005443305,RI,Newport County,443305,566,7,519,9,0,2,0,4,25,464,7,433,8,0,0,0,4,12,148,129,127,97,116,78,150,129,83,173,145,185,124,129,148,86,130.5,134.5,179,109.3,146.9
44005443306,RI,Newport County,443306,3318,61,3037,25,0,29,0,20,146,2709,38,2531,18,0,21,0,16,85,718,767.1,617.5,506.2,571.3,418.6,731.8,665.8,421.5,870.6,806.5,936.6,666.7,767.1,718,448.8,646.6,736.6,903.6,597.8,730.2
44005443307,RI,Newport County,443307,1886,46,1737,7,4,16,1,15,60,1574,31,1479,6,4,11,1,9,33,618.8,532.3,572.4,464,580.5,377.4,690.3,612.5,384.1,831.2,557.5,845.5,501.1,532.3,618.8,408.5,613.9,529.3,838.3,469.4,678.7
44005ZZZZZZ,RI,Newport County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44007440301,RI,Providence County,440301,3321,123,3054,15,7,11,0,1,110,2627,83,2449,11,6,11,0,1,66,468.4,700.4,490.9,569.6,356,555.9,618.3,551.3,472.1,597.5,889.4,699,749.2,700.4,468.4,532.5,504.1,819.3,648.3,656.1,540.2
44007440302,RI,Providence County,440302,2673,126,2402,28,0,9,3,4,101,2146,79,1969,20,0,8,2,2,66,444,751.3,425.5,600.4,267,606.1,588.8,520.8,479.7,542.6,861,590.3,779,751.3,444,562.1,450.5,820,566.5,679.6,482.7
44007440303,RI,Providence County,440303,3294,91,3030,22,9,17,3,21,101,2655,50,2489,15,1,13,3,18,66,580.9,909,607.2,770.8,447.2,769.5,813.7,682.1,659.3,815.2,1113,895.1,993.5,909,580.9,733.2,637.5,1053.3,855.1,869.2,691.6
44007440304,RI,Providence County,440304,2066,77,1888,5,3,13,1,10,69,1630,42,1534,2,3,7,0,3,39,312.1,463.1,345.5,369.1,221.2,386.4,414.6,380.2,311.6,407.2,511.7,472.4,425.4,463.1,312.1,355.7,340.4,468.6,439.8,411.2,364.8
44007440305,RI,Providence County,440305,2406,62,2233,11,0,12,0,4,84,1924,35,1828,4,0,9,0,4,44,367.1,611.6,381.6,508.5,261.8,520.1,525.5,447.4,428.8,540.8,753.6,614.8,685.6,611.6,367.1,485.8,404.1,719.6,577.8,584.7,448.4
44007440306,RI,Providence County,440306,2398,76,2206,12,0,13,0,8,83,1947,42,1825,7,0,11,0,8,54,390,701.8,403.7,545.4,325.5,523.9,575.8,472.1,445.7,539.6,775.1,611.9,664.7,701.8,390,505,444.3,719.9,575.7,609.5,474.1
44007440401,RI,Providence County,440401,4582,2549,1087,450,13,45,1,112,325,3512,1877,950,367,10,37,0,77,194,603.7,93.9,342.6,59,296,66.2,347.9,340.8,52.8,542,157.4,523.2,109.1,93.9,603.7,59.3,331.8,133.3,532.6,89.7,428
44007440402,RI,Providence County,440402,2526,1805,379,108,4,14,0,74,142,1704,1168,311,70,4,8,0,45,98,283,64,192,32,168,34,187,186,32,237,114,237,66,64,283,32.7,183.2,90,237,57,212.9
44007440403,RI,Providence County,440403,4598,3213,688,260,11,26,4,105,291,3160,2133,560,161,8,25,4,61,208,670.3,92.6,391.9,55.1,366.2,48.2,389.8,390.8,44.3,560.1,215,546.3,116.9,92.6,670.3,49.2,384.7,165.9,553.2,95.3,473.6
44007440404,RI,Providence County,440404,3348,2396,521,122,2,10,2,73,222,2422,1705,440,89,0,10,2,45,131,564,81,360,46,328,51,352,362,38,524,148,508,79,81,564,45,350.5,113.5,516,73.8,428.3
44007440405,RI,Providence County,440405,1607,1131,226,50,1,0,0,103,96,1102,730,191,41,1,0,0,65,74,248.1,41,154.1,19,149.1,16,156.1,161.1,12,209.1,79,205.1,43,41,248.1,15.7,155.1,61,207.1,35,183.2
44007440406,RI,Providence County,440406,1899,994,578,108,2,4,0,62,151,1423,699,513,57,2,3,0,48,101,304.2,138.7,228.9,60.4,207.1,56.5,232.8,241.8,47.6,326,171.4,333.9,99.1,138.7,304.2,54.8,227.7,135.3,330,95.6,267.8
44007440407,RI,Providence County,440407,939,651,128,66,0,1,0,27,66,679,457,106,44,0,0,0,19,53,155,32,93,19,83,15,98,96,15,138,56,131,25,32,155,16.3,92.5,40.5,134.5,27,113.4
44007440408,RI,Providence County,440408,3084,2013,539,173,1,21,0,132,205,2170,1355,444,140,0,12,0,82,137,484.7,98.9,320.5,77.2,292.8,66.3,322.5,325.4,66.3,471.8,146.4,452,102.9,98.9,484.7,69.9,315.3,124.6,461.9,93,381.4
44007440701,RI,Providence County,440701,5189,2823,1394,344,9,448,0,49,122,3943,1977,1241,249,9,354,0,31,82,962,415,771.6,303.1,593.9,426.1,826.4,782.9,277.5,984.9,553.5,1039.3,414.1,415,962,335.6,743.7,483.8,1012.1,398.2,851.6
44007440702,RI,Providence County,440702,3908,1583,1456,313,13,360,2,26,155,2961,1093,1241,240,10,253,0,16,108,681.4,354.9,570.5,248.8,443.3,318.8,619.4,573.6,227.5,828.5,466.4,908.3,325.3,354.9,681.4,265,551.7,395.8,868.4,323.6,660.7
44007440703,RI,Providence County,440703,2314,418,1613,96,7,55,0,11,114,1868,259,1416,73,5,42,0,4,69,401.6,461.1,419.5,332.2,278.7,449.2,529.6,434.4,303.5,537.5,520.6,629.7,398.7,461.1,401.6,361.6,415.5,459.7,583.6,410.9,461.6
44007440704,RI,Providence County,440704,864,208,452,78,0,85,0,2,39,676,134,406,54,0,57,0,2,23,195.5,108.4,172.1,79.3,131.8,104.4,202,177,69.3,218.2,120.6,238.3,92.5,108.4,195.5,84.3,170.7,106.6,228.2,95.7,190.7
44007440705,RI,Providence County,440705,990,314,433,81,5,109,0,8,40,733,184,366,59,4,93,0,7,20,181,132,180,99,115,148,208,174,100,238,146,250,125,132,181,115.7,169.2,135.5,244,125,192.3
44007440706,RI,Providence County,440706,2929,99,2604,46,4,93,0,14,69,2338,57,2119,38,4,73,0,10,37,628.4,1142.4,625.5,954.8,385,1157.1,1047.6,754.4,788.6,803.3,1116,987,899.1,1142.4,628.4,966.8,703.1,1007.6,895.2,1009.7,747.3
44007440707,RI,Providence County,440707,2729,113,2386,29,1,108,0,9,83,2153,75,1912,26,1,84,0,7,48,670.4,926.2,706.2,823.2,414.6,1029.3,1060.5,802,689.1,847.9,1030.8,1039.2,819.2,926.2,670.4,847.2,745.8,925,943.6,886.3,791.5
44007440708,RI,Providence County,440708,3349,216,2748,80,4,183,0,23,95,2701,141,2284,52,3,141,0,23,57,760.2,902.5,814.9,725.4,516.4,939.3,1102.5,922.4,578.1,1035.8,970.1,1197,764.2,902.5,760.2,747.6,839.1,867.2,1116.4,813.3,907
44007440709,RI,Providence County,440709,5074,592,3783,303,19,237,3,21,116,4350,502,3250,297,18,185,3,20,75,942,1145,980,980,602,1252,1383,1111,789,1204,1201,1424,943,1145,942,1007,1019,1072,1314,1051.7,1092.3
44007440710,RI,Providence County,440710,2976,460,2017,119,18,211,0,15,136,2396,298,1732,100,18,151,0,12,85,841.4,511.1,786.8,451.1,562,579.3,912.8,819,389.9,1058.8,586.6,1122.2,503.1,511.1,841.4,473.4,770.2,544.8,1090.5,503.5,871.9
44007440711,RI,Providence County,440711,2874,228,2369,58,7,78,0,14,120,2395,148,2043,52,4,62,0,11,75,597.2,722.3,583.9,600.4,367.7,733.2,796.1,658.1,500.9,829.9,797.7,948.8,649.5,722.3,597.2,611.5,601.4,723.6,889.3,667.3,683.1
44007440712,RI,Providence County,440712,2818,200,2367,31,2,147,3,4,64,2428,127,2120,26,2,108,3,2,40,743,904,712,811,506,948,1106,806,698,926,898,1050,736,904,743,819,782.5,817,988,832.5,835.6
44007440713,RI,Providence County,440713,2888,339,2212,44,4,194,1,7,87,2419,228,1936,43,3,151,1,4,53,696.1,741.8,648.5,653.5,443.3,796.3,919.3,723.9,540.5,876.6,764.6,991.7,631.7,741.8,696.1,663.4,683.7,698.1,934.1,688,757.1
44007440714,RI,Providence County,440714,951,229,435,62,4,148,0,11,62,748,149,380,47,4,121,0,11,36,170.3,130.9,154.5,95.5,114.2,121.1,163.4,147.6,94.5,204.7,156.5,228.4,127,130.9,170.3,103.7,144.9,141.7,216.5,120.9,169
44007440715,RI,Providence County,440715,2081,260,1436,83,5,151,0,17,129,1702,178,1259,59,5,118,0,9,74,532.4,404.6,487.5,328.6,319.6,448.5,583.4,506.4,288.7,648.3,433.5,704.2,357.6,404.6,532.4,355.3,474.2,395.6,676.2,376.9,540.3
44007440716,RI,Providence County,440716,3041,231,2476,93,9,135,1,7,89,2627,144,2226,67,8,116,1,2,63,665.4,700.2,616.7,543.9,422.3,679.7,810.3,660.4,469.4,770.8,757.3,923.2,563.4,700.2,665.4,564.3,627.4,660.3,847,619,695.6
44007440717,RI,Providence County,440717,1358,289,803,119,3,67,1,16,60,1077,204,695,85,3,49,1,10,30,349,205,320,153,242,202,366,334,133,444,183,448,159,205,349,162.7,315.5,171,446,172.5,357.6
44007440718,RI,Providence County,440718,1386,149,1007,53,1,101,0,8,67,1126,100,861,43,0,72,0,8,42,372,325,350,282,236,358,443,374,242,434,369,488,298,325,372,294,350.8,333.5,461,312.3,385.3
44007440719,RI,Providence County,440719,2515,212,1895,64,0,261,2,8,73,2101,153,1637,57,0,195,2,6,51,592,650,542,544,343,675,768,599,464,687,697,814,534,650,592,561,563,615.5,750.5,594,620.7
44007440720,RI,Providence County,440720,759,52,631,9,1,39,1,1,25,616,26,540,9,0,25,1,0,15,211,226,222,210,157,255,302,240,183,267,227,290,195,226,211,216,230.2,211,278.5,216,241.3
44007440721,RI,Providence County,440721,3419,663,1919,186,15,436,0,37,163,2745,468,1667,146,11,326,0,31,96,916.2,519.8,843.3,427.1,612.3,573,949.3,865,372.6,1054.9,583.1,1125.6,483.1,519.8,916.2,457.6,817.5,533.1,1090.2,493.1,909.5
44007440722,RI,Providence County,440722,2328,637,1212,122,9,256,0,20,72,1759,410,998,100,8,185,0,12,46,468,314,410,237,274,334,483,418,218,523,364,590,277,314,468,263,396.2,320.5,556.5,290.7,452.3
44007440723,RI,Providence County,440723,5015,1321,2580,373,15,448,4,56,218,4068,971,2220,308,15,380,4,38,132,1302.3,345.1,1195.7,289.1,997.6,356.1,1207.6,1211.7,247.1,1518.7,414,1544.8,349,345.1,1302.3,297.4,1153.1,381.4,1531.7,333.4,1282.6
44007440724,RI,Providence County,440724,2490,198,2028,73,4,57,1,9,120,2066,130,1757,55,4,45,1,7,67,1047,300,1024,281,912,309,1085,1058,224,1322,290,1310,271,300,1047,271.3,1019.8,280.5,1316,279.2,1108.3
44007440725,RI,Providence County,440725,4607,1222,2489,334,6,313,0,45,198,3623,819,2124,258,6,239,0,37,140,1280.7,555,1180.9,483.8,879,630,1261.3,1215,413.4,1536.9,650.1,1605,536,555,1280.7,509.1,1134,593,1571,544.7,1279.8
44007440726,RI,Providence County,440726,3115,798,1607,209,9,355,0,21,116,2442,547,1381,156,8,265,0,12,73,606,345.8,563.9,268.2,411.2,351.4,608.1,574,246,763.4,379.4,828.1,297,345.8,606,288.5,539.3,338.2,795.8,314.6,622.1
44007440727,RI,Providence County,440727,1502,180,1121,60,6,48,2,8,77,1226,122,958,50,6,39,2,5,44,496,224.4,514.3,176.2,424.7,206.1,552.8,522,163.7,606.7,217.7,637.6,183.9,224.4,496,182,503.5,200.8,622.1,195.3,536.3
44007440728,RI,Providence County,440728,1209,365,486,324,12,16,0,2,4,1177,361,465,319,10,16,0,2,4,9,2,18,7,13,9,15,15,9,7,11,10,6,2,9,8.3,15.2,8.5,8.5,7.3,12.4
44007440729,RI,Providence County,440729,398,103,137,137,7,11,0,0,3,397,103,137,137,6,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44007440730,RI,Providence County,440730,4307,204,3648,50,7,244,0,25,129,3367,125,2943,36,4,183,0,14,62,837.4,1376.3,844.5,1218.3,583.2,1386.1,1343.5,949.6,1065.4,1074.8,1516,1300.7,1261.3,1376.3,837.4,1223.3,930.2,1388.7,1187.8,1303.9,990.5
44007440731,RI,Providence County,440731,3551,361,2710,75,6,299,1,15,84,2962,268,2362,60,5,210,1,11,45,708,890,703,694,435,893,968,764,587,933,947,1067,752,890,708,724.7,717.5,849.5,1000,793.8,796.9
44007440801,RI,Providence County,440801,2490,95,1889,50,1,342,2,14,97,1994,64,1578,41,0,233,2,12,64,521.5,448,530.7,358.6,455.4,326.1,665.4,579.7,292.5,694.5,517.3,757,433.8,448,521.5,325.7,557.8,475.5,725.7,396,600.6
44007440802,RI,Providence County,440802,2505,89,2214,22,0,104,0,7,69,1976,65,1778,18,0,64,0,7,44,755.3,610.6,694.3,507.3,616.1,445.2,919.8,784.5,384.1,925,639.8,998,526.8,610.6,755.3,445.5,753.7,583.3,961.5,518.9,813.3
44007440803,RI,Providence County,440803,3640,164,2992,75,4,268,0,12,125,2864,103,2442,53,2,182,0,12,70,831,744,771,555,650,522,957,865,432,1004,828,1072,710,744,831,503,810.8,769,1038,631.8,878.6
44007440804,RI,Providence County,440804,1034,42,840,28,1,101,0,0,22,852,28,708,23,1,80,0,0,12,151,185,181,159,161,148,217,190,140,291,262,305,226,185,151,149,187.2,244,298,186.7,213.7
44007440805,RI,Providence County,440805,3522,212,3004,49,0,84,0,34,139,2803,127,2478,33,0,64,0,22,79,868,734,815,572,676,556,982,881,466,1048,866,1145,728,734,868,531.3,838.5,797,1096.5,653.7,916.4
44007440806,RI,Providence County,440806,2884,144,2512,23,3,94,0,30,78,2376,97,2125,17,3,66,0,24,44,851.9,645.8,730.2,487.8,654.6,424,894.1,798,381.8,991.3,680.2,1064.9,558.5,645.8,851.9,431.2,769.2,619.3,1028.1,529.7,855
44007440807,RI,Providence County,440807,4007,99,3563,25,4,144,1,28,143,2977,47,2716,15,3,106,1,19,70,983.1,1009.2,938.8,824,835.3,745,1298.1,1069.9,656.8,1369.2,1084.9,1419.7,1005.2,1009.2,983.1,742,1035.5,1045.1,1394.4,887.5,1130.6
44007440808,RI,Providence County,440808,3634,108,3236,25,2,102,1,8,152,2845,71,2597,19,2,63,1,6,86,956,954,907,832,851,725,1245,1022,649,1289,995,1350,874,954,956,735.3,1006.2,934.5,1319.5,838.2,1088.6
44007440809,RI,Providence County,440809,1195,38,1080,10,1,19,0,0,47,950,17,889,6,1,12,0,0,25,286.6,321.3,264.8,282.6,248.9,231.1,383.8,314.4,219.2,390.7,356,422.4,319.3,321.3,286.6,244.3,303,337.7,406.6,288.2,330.2
44007440810,RI,Providence County,440810,3666,856,2380,139,11,39,0,54,187,2904,577,2030,87,7,31,0,37,135,744.2,387.7,636.5,271.9,515.8,261,669.7,648.3,241.6,808.7,502.8,846.6,379.2,387.7,744.2,258.2,617.6,441,827.7,340.7,695.7
44007440811,RI,Providence County,440811,3364,408,2592,136,10,39,2,41,136,2680,266,2145,104,10,26,2,29,98,779.9,628.1,719,466.9,603.5,436.5,876.9,795.7,357.2,921.7,739,1017.3,562.6,628.1,779.9,420.2,748.8,650.8,969.5,531.7,816.3
44007440812,RI,Providence County,440812,3109,369,2448,81,3,74,0,28,106,2542,228,2110,52,3,58,0,23,68,688.5,501.4,621.4,394.7,548.2,351.4,745.2,664.9,323.5,852.3,594,908.8,480.3,501.4,688.5,356.5,644.9,537.2,880.5,440.9,718.5
44007440813,RI,Providence County,440813,1355,68,1169,14,2,49,0,3,50,1092,61,949,12,0,38,0,3,29,266,286,249,201,219,184,302,268,165,339,367,386,297,286,266,183.3,259.5,332,362.5,250,289.9
44007441001,RI,Providence County,441001,3327,244,2623,134,11,48,0,67,200,2660,152,2172,109,11,37,0,47,132,941.3,612.6,885.2,495.2,799.7,425.6,1049.3,974.8,384.7,1186.7,643.3,1278.2,529.7,612.6,941.3,435.2,927.3,586.5,1232.4,515.2,1016.5
44007441002,RI,Providence County,441002,3130,201,2217,232,17,31,0,114,318,2655,139,1938,199,15,27,0,89,248,741.7,380.1,688.1,280.9,614.2,249.3,718,708.1,220.9,917.1,443.6,950.8,352,380.1,741.7,250.4,682.1,397.8,934,321.1,762.6
44007441003,RI,Providence County,441003,2059,180,1283,169,16,42,0,108,261,1668,122,1084,140,15,36,0,92,179,514,228,446,159,384,165,459,448,143,554,265,574,207,228,514,155.7,434.2,236,564,194.5,482.7
44007441004,RI,Providence County,441004,2869,141,2395,101,12,42,0,32,146,2449,92,2106,84,11,41,0,21,94,858.7,545.4,839.1,447.5,741.2,391.7,973.3,926.3,328,1033,544.4,1086.8,447.5,545.4,858.7,389,870,496,1059.9,450.7,922.6
44007441005,RI,Providence County,441005,2180,108,1783,77,7,26,0,28,151,1806,79,1511,66,7,25,0,19,99,823.1,383.3,741.4,368.8,697.6,310.4,880.5,810.5,268.5,968.1,369.7,980.7,337.6,383.3,823.1,315.9,782.5,353.7,974.4,339.7,843.1
44007441006,RI,Providence County,441006,319,23,194,17,1,4,0,15,65,263,13,172,16,1,3,0,14,44,73,44.6,58.6,23.9,48.6,24.2,61.7,61.7,17.7,86,65.6,96.7,48.3,44.6,73,22,57.7,57,91.4,37.4,69.5
44007441007,RI,Providence County,441007,612,135,358,59,4,6,0,16,34,440,68,300,36,4,4,0,11,17,83.7,47.3,62.2,34,62.2,25.7,67.2,67.2,23.2,88.7,57.2,92,40.6,47.3,83.7,27.6,64.7,48.9,90.4,38,74.7
44007441008,RI,Providence County,441008,4948,491,3323,356,19,54,1,217,487,4061,335,2820,294,18,47,1,164,382,964,412.2,910.3,279.1,795,278.1,910.2,924.2,234.4,1198.6,552.1,1248.1,426,412.2,964,263.9,884.9,489.1,1223.3,363.7,992.9
44007441009,RI,Providence County,441009,5158,458,3749,215,6,63,0,168,499,4240,304,3245,175,6,50,0,133,327,1048.8,587.6,976.2,408.2,811.5,405.1,1033.8,1013.2,335,1203.6,664.5,1310.3,486.3,587.6,1048.8,382.8,958.7,575.4,1257,481.1,1056.8
44007441010,RI,Providence County,441010,3989,303,2779,302,10,184,3,101,307,3369,202,2409,260,10,158,2,90,238,1005,434,941,359,836,348,1044,991,276,1336,635,1427,491,434,1005,327.7,953,563,1381.5,423.8,1082.9
44007441011,RI,Providence County,441011,3729,226,2694,205,17,278,0,117,192,3213,142,2430,186,17,208,0,101,129,900.8,578.5,887,453.9,774.2,432.1,1011.5,963.1,352,1150,631.8,1214.2,505.3,578.5,900.8,412.7,909,568.6,1182.1,492.3,985.8
44007441012,RI,Providence County,441012,1843,109,1488,64,5,31,0,14,132,1548,65,1294,51,2,25,0,11,100,447.1,302.4,433.2,236.6,374.3,207.6,479.1,457.1,195.6,589.9,315.4,638.8,265.5,302.4,447.1,213.3,435.9,290.4,614.3,253.9,488.5
44007441013,RI,Providence County,441013,3072,280,2393,135,12,36,1,26,189,2523,185,2040,97,12,31,1,20,137,849.3,512.3,815.9,409.5,677.5,372.6,939.9,855,342.8,1058.9,568.2,1116.3,465.5,512.3,849.3,375,822.1,516.9,1087.6,445.1,901.8
44007441014,RI,Providence County,441014,3142,195,2513,125,7,68,0,47,187,2613,114,2178,101,5,59,0,31,125,809.3,600.1,837.2,409.6,718.6,362.5,946.6,892.3,316.4,1057.2,626.3,1136.4,502.9,600.1,809.3,362.8,848.7,564.6,1096.8,469.6,914
44007441015,RI,Providence County,441015,1015,26,899,31,1,3,0,6,49,950,25,847,30,1,2,0,6,39,374,222,386,192,353,168,457,403,156,480,212,504,167,222,374,172,399.8,189.5,492,186.2,422.4
44007441016,RI,Providence County,441016,1569,46,1429,7,0,12,0,19,56,1298,21,1206,7,0,8,0,18,38,460.8,396,472.4,361.3,406.1,310,606.9,543.7,274.4,600.5,431.7,665.5,351.2,396,460.8,315.2,507.3,391.4,633,354.1,536.5
44007441017,RI,Providence County,441017,2938,80,2575,75,1,28,0,43,136,2498,64,2227,54,0,18,0,28,107,844,646.1,834.6,491.4,689.6,459.6,985.7,897,389.3,1054.5,710.3,1129.9,591.5,646.1,844,446.8,851.7,650.9,1092.2,548,919.3
44007441018,RI,Providence County,441018,1240,82,969,46,1,28,0,27,87,999,35,837,30,1,18,0,18,60,322.8,252.7,346.7,184.9,295,190.8,401.5,382.2,133.3,399.4,249.1,433.8,198.2,252.7,322.8,169.7,356.3,223.7,416.6,201.5,368.8
44007441201,RI,Providence County,441201,2412,41,2244,14,7,19,0,15,72,2011,21,1877,14,7,19,0,15,58,508.9,691,536.7,548.2,410.2,535.8,670.9,590.4,474.4,625.9,817.5,693.9,716,691,508.9,519.5,552.1,766.8,659.9,630.5,576.7
44007441202,RI,Providence County,441202,2057,50,1911,10,0,14,0,2,70,1668,22,1570,7,0,14,0,2,53,457.5,679.2,455.8,577.6,368.8,552.2,605.8,525.7,486.9,598.8,760.2,636.6,687.2,679.2,457.5,538.9,489,723.7,617.7,623.9,521.3
44007441301,RI,Providence County,441301,3461,75,3200,23,0,15,0,16,132,2767,39,2605,17,0,12,0,6,88,631.2,1014.8,631.3,834,496.6,816.8,870.3,742.8,688.1,901.3,1178.3,992.2,1044.2,1014.8,631.2,779.6,685.3,1111.3,946.8,929.4,752.3
44007441302,RI,Providence County,441302,3511,89,3251,6,2,22,0,20,121,2840,43,2679,6,2,19,0,13,78,736,1048,703,832,520,823,914,748,749,923,1187,1020,1066,1048,736,801.3,721.2,1126.5,971.5,950.8,794.9
44007441303,RI,Providence County,441303,843,29,759,2,2,6,0,7,38,672,9,632,2,2,3,0,5,19,136.8,235.6,137.8,196.6,101.8,188.7,174.7,154.7,175.7,192.7,268.5,200.6,247.6,235.6,136.8,187,142.2,258,196.6,218.8,157
44007441304,RI,Providence County,441304,2159,82,1962,12,0,16,0,12,75,1799,46,1662,12,0,15,0,12,52,535.5,683.1,556.3,536,440.9,524.6,719.9,629.3,439.2,696.1,787.4,786,668.1,683.1,535.5,499.9,586.6,727.8,741.1,606.4,623.4
44007441601,RI,Providence County,441601,2238,333,1665,68,1,94,0,7,70,1839,236,1436,47,0,76,0,1,43,485.9,544,441.9,359.1,319.7,399.6,558.5,476.9,303.6,570.3,603.9,657.5,473.5,544,485.9,354.1,449.2,538.7,613.9,447.3,501.5
44007441602,RI,Providence County,441602,2425,242,1972,54,2,69,0,7,79,2103,170,1780,47,2,51,0,4,49,473,634.6,487.9,457,381.2,478,638.6,550.8,358.2,565.8,699.5,694.5,511.9,634.6,473,431.1,514.6,605.7,630.1,523.2,541.7
44007441603,RI,Providence County,441603,3315,649,2232,166,6,113,0,17,132,2695,440,1949,114,0,101,0,14,77,564,617.4,530.1,400,417.8,416,657.4,567.2,333.8,693.2,661.5,809.5,505.1,617.4,564,383.3,543.1,583.3,751.4,489,605.6
44007441604,RI,Providence County,441604,3115,342,2397,114,3,156,0,6,97,2617,235,2097,98,2,116,0,5,64,522.7,767.9,536.7,541.6,416.5,584.7,730.9,575.8,477.5,645.9,850,778,664.8,767.9,522.7,534.6,565,757.4,712,647.8,600.9
