GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ndv,nrv,adv_16,arv_16,adv_18,arv_18
460030VTD-1,SD,Aurora County,0VTD-1,571,18,534,1,2,8,0,0,8,428,10,406,0,2,3,0,0,7,69.4,214.9,61.8,245.8,77,184.1
460030VTD-2,SD,Aurora County,0VTD-2,217,7,202,1,0,0,0,0,7,168,3,161,0,0,0,0,0,4,33.7,111.9,28.8,123.2,38.6,100.6
460030VTD-3,SD,Aurora County,0VTD-3,772,21,732,2,6,0,0,0,11,593,13,566,1,6,0,0,0,7,132.7,252.1,107,307,158.4,197.1
460030VTD-5,SD,Aurora County,0VTD-5,413,10,370,4,21,1,0,0,7,269,6,254,2,1,1,0,0,5,64.4,114.5,60.2,136,68.5,93
460030VTD-7,SD,Aurora County,0VTD-7,774,163,571,6,9,4,0,0,21,579,117,436,2,3,4,0,0,17,96.6,199.7,88,232.2,105.1,167.1
460050VTD-1,SD,Beadle County,0VTD-1,2138,518,1328,16,32,189,2,0,53,1584,292,1121,13,17,111,1,0,29,115.5,244.5,108.4,276.1,122.5,212.9
46005VTD-01,SD,Beadle County,VTD-01,1712,81,1548,11,27,14,3,0,28,1250,48,1163,6,8,8,1,0,16,194.1,613.1,178.9,665.9,209.2,560.4
46005VTD-02,SD,Beadle County,VTD-02,1801,50,1694,4,4,5,0,1,43,1308,23,1260,2,3,5,0,1,14,251.5,536.6,206.9,638.6,296.1,434.6
46005VTD-04,SD,Beadle County,VTD-04,220,1,217,0,0,0,0,0,2,180,1,178,0,0,0,0,0,1,86.2,182.6,81,206.2,91.5,159
46005VTD-05,SD,Beadle County,VTD-05,1195,34,1140,1,2,1,0,0,17,900,20,869,1,2,1,0,0,7,416.5,928.5,361.9,1076.2,471.1,780.7
46005VTD-W2,SD,Beadle County,VTD-W2,2385,601,1304,34,61,290,8,7,80,1783,386,1067,25,54,195,7,5,44,220.3,341.9,236.3,386.1,204.2,297.7
46005VTD-W3,SD,Beadle County,VTD-W3,2276,446,1243,29,46,407,23,11,71,1554,226,993,19,26,246,11,1,32,191.1,357.7,195.5,415.2,186.8,300.1
46005VTDW01,SD,Beadle County,VTDW01,926,146,649,6,8,82,8,1,26,709,91,540,2,6,47,8,0,15,68,141.8,64.3,160.1,71.6,123.5
46005VTDW71,SD,Beadle County,VTDW71,1973,358,1135,14,16,384,1,5,60,1340,168,921,6,9,206,0,5,25,130.6,295.9,124.2,338.6,136.9,253.2
46005VTDW72,SD,Beadle County,VTDW72,1672,139,1033,14,19,403,6,0,58,1191,75,838,7,6,240,0,0,25,11.7,26.6,10.7,30.4,12.7,22.7
46005VTDW81,SD,Beadle County,VTDW81,1612,147,1228,7,12,182,1,1,34,1228,91,990,4,10,114,0,0,19,195.7,384.6,198.2,419,193.2,350.2
46005VTDW82,SD,Beadle County,VTDW82,1239,220,850,6,16,111,5,2,29,907,126,679,5,9,74,1,0,13,91.1,204.2,81.5,230.2,100.7,178.2
460070VTD-1,SD,Bennett County,0VTD-1,1097,20,103,2,955,0,0,1,16,687,8,88,2,579,0,0,1,9,165.9,72.6,169,90.2,162.9,54.9
460070VTD-4,SD,Bennett County,0VTD-4,278,5,196,0,63,0,0,1,13,230,3,169,0,47,0,0,1,10,13.6,138.2,11.6,151.6,15.6,124.8
46007VTD-02,SD,Bennett County,VTD-02,230,9,73,0,124,0,0,0,24,166,5,68,0,78,0,0,0,15,68.8,106.9,62.4,117.7,75.1,96.2
46007VTD-05,SD,Bennett County,VTD-05,385,27,115,4,197,7,0,0,35,268,14,106,4,117,5,0,0,22,51.1,79.5,46.4,87.4,55.8,71.6
46007VTD-06,SD,Bennett County,VTD-06,323,10,142,1,128,0,0,0,42,226,5,127,1,73,0,0,0,20,14,21.8,12.7,23.9,15.3,19.6
46007VTD-27,SD,Bennett County,VTD-27,1068,16,368,0,593,0,0,0,91,690,4,307,0,327,0,0,0,52,129.9,221.1,110,236.8,149.8,205.5
460090VTD-1,SD,Bon Homme County,0VTD-1,1160,13,1118,0,8,0,0,1,20,888,7,861,0,7,0,0,0,13,131,404.3,114.5,454.2,147.5,354.4
460090VTD-2,SD,Bon Homme County,0VTD-2,954,11,883,4,33,1,0,3,19,706,6,666,2,17,0,0,3,12,130,342.7,107.6,389.9,152.5,295.6
460090VTD-3,SD,Bon Homme County,0VTD-3,1345,24,1277,2,2,2,1,2,35,1087,12,1055,2,2,0,0,1,15,243.8,412.1,213.4,494.1,274.2,330.2
460090VTD-4,SD,Bon Homme County,0VTD-4,1174,9,1135,3,4,0,1,0,22,873,8,851,3,1,0,0,0,10,190.1,291.7,169.2,361.5,210.9,221.9
460090VTD-5,SD,Bon Homme County,0VTD-5,2370,60,1747,97,408,8,3,0,47,2153,57,1559,97,402,7,2,0,29,156.5,438.8,144.9,480,168,397.5
460110VTD-1,SD,Brookings County,0VTD-1,3377,105,2731,141,48,254,5,3,90,3187,82,2619,127,44,235,5,2,73,158.6,190.2,151.4,227.3,165.9,153.1
460110VTD-2,SD,Brookings County,0VTD-2,3667,137,3099,105,66,150,1,4,105,3331,112,2839,96,47,141,1,3,92,322.1,298.3,308.2,346,336,250.6
460110VTD-3,SD,Brookings County,0VTD-3,2770,273,2194,48,66,63,1,6,119,2306,180,1906,41,45,53,1,3,77,319.5,311.4,320,365.2,319,257.6
460110VTD-4,SD,Brookings County,0VTD-4,2943,98,2599,30,29,83,0,2,102,2431,55,2205,21,21,71,0,2,56,584.6,698.9,559.2,799.8,610,598
460110VTD-5,SD,Brookings County,0VTD-5,5795,210,4934,172,59,197,4,13,206,4387,133,3840,106,41,142,4,8,113,899,1307.1,838.8,1460,959.2,1154.2
460110VTD-6,SD,Brookings County,0VTD-6,4649,140,4123,62,26,124,1,9,164,3292,75,2989,38,17,93,1,6,73,727.4,1179.2,689.2,1300.8,765.6,1057.6
460110VTD-8,SD,Brookings County,0VTD-8,1608,38,1493,9,11,17,1,3,36,1189,20,1123,4,6,12,1,3,20,237.3,437.9,217.8,483,256.9,392.9
460110VTD-9,SD,Brookings County,0VTD-9,1567,13,1527,4,4,3,0,0,16,1130,3,1116,1,1,0,0,0,9,218.7,414.9,210.8,458,226.6,371.9
46011VTD-10,SD,Brookings County,VTD-10,1168,44,1067,11,5,3,0,4,34,904,31,833,6,2,3,0,4,25,172.5,402.1,172.5,448.5,172.5,355.6
46011VTD-11,SD,Brookings County,VTD-11,1828,80,1650,20,21,3,0,5,49,1286,42,1196,8,13,2,0,5,20,228,385.3,224.3,437.7,231.6,332.8
46011VTD-12,SD,Brookings County,VTD-12,458,8,430,2,1,2,0,3,12,346,4,330,0,0,2,0,3,7,60,194.5,58,221.2,62,167.8
46011VTD-13,SD,Brookings County,VTD-13,398,9,369,2,0,2,0,6,10,312,4,292,2,0,1,0,6,7,78.6,153.2,76,163.7,81.1,142.6
46011VTD-14,SD,Brookings County,VTD-14,2688,110,2472,15,24,7,0,3,57,1981,71,1858,6,10,7,0,3,26,396.1,756.9,373.2,829.2,419,684.5
46011VTD-15,SD,Brookings County,VTD-15,289,6,282,0,0,0,0,0,1,243,1,241,0,0,0,0,0,1,70.6,100.2,67.5,112,73.8,88.5
46011VTD-16,SD,Brookings County,VTD-16,1170,156,952,7,12,4,0,3,36,816,110,675,3,3,2,0,2,21,126,283.7,121.5,318,130.5,249.4
460130VTD-1,SD,Brown County,0VTD-1,2961,145,2507,42,81,76,0,7,103,2263,95,1953,30,59,60,0,6,60,398.5,687.1,380.2,785.5,416.8,588.8
460130VTD-2,SD,Brown County,0VTD-2,1747,82,1484,26,50,28,10,1,66,1324,56,1164,22,26,22,9,1,24,258.1,357.8,248.8,407.5,267.4,308.1
460130VTD-3,SD,Brown County,0VTD-3,3451,233,2837,57,121,59,1,10,133,2666,140,2280,40,88,49,1,3,65,451.4,816.3,436,933.6,466.8,698.9
460130VTD-4,SD,Brown County,0VTD-4,1667,107,1337,38,92,32,4,2,55,1322,71,1100,25,61,29,3,0,33,210.5,308.6,198.4,351.4,222.6,265.8
460130VTD-5,SD,Brown County,0VTD-5,1502,102,1204,25,44,56,2,3,66,1210,80,1004,24,32,34,2,2,32,161.8,226.2,153,261,170.6,191.4
460130VTD-6,SD,Brown County,0VTD-6,4518,169,3813,105,121,118,4,16,172,3480,107,3043,65,94,78,1,9,83,574.5,1086.6,540.8,1254.2,608.2,919
460130VTD-7,SD,Brown County,0VTD-7,4355,159,3702,87,133,143,5,4,122,3285,101,2875,62,80,88,5,4,70,529,1153.6,500.2,1321.8,557.7,985.3
460130VTD-8,SD,Brown County,0VTD-8,3020,191,2337,20,161,176,7,9,119,2169,108,1742,16,110,114,7,9,63,310,500.2,305.2,585.8,314.8,414.6
460130VTD-9,SD,Brown County,0VTD-9,1851,103,1597,5,31,28,7,6,74,1369,71,1198,5,24,21,7,5,38,234.8,520.5,225.8,594.6,243.8,446.4
46013VTD-10,SD,Brown County,VTD-10,1631,62,1335,22,75,62,2,6,67,1368,43,1156,20,49,53,0,6,41,151.1,198.3,148,240.5,154.1,156.1
46013VTD-11,SD,Brown County,VTD-11,1626,111,1190,95,37,107,0,19,67,1294,78,1007,63,24,74,0,10,38,215,308.6,207.7,351,222.3,266.2
46013VTD-12,SD,Brown County,VTD-12,1399,11,1324,4,29,3,0,1,27,1054,5,1011,3,18,3,0,1,13,225.2,572,215.6,650.8,234.8,493.1
46013VTD-13,SD,Brown County,VTD-13,705,8,663,2,15,1,0,5,11,534,6,506,0,11,0,0,5,6,144.2,219.3,142.5,247.2,146,191.4
46013VTD-14,SD,Brown County,VTD-14,469,5,451,0,6,0,0,0,7,372,4,363,0,1,0,0,0,4,112.8,134.4,105.2,151,120.4,117.8
46013VTD-15,SD,Brown County,VTD-15,1772,11,1706,0,27,3,1,0,24,1358,8,1316,0,16,2,1,0,15,243.5,640.2,232,718.8,255,561.8
46013VTD-16,SD,Brown County,VTD-16,747,15,663,0,30,9,1,1,28,546,10,495,0,12,9,1,0,19,104.9,246,95.9,274.2,113.8,217.8
46013VTD-17,SD,Brown County,VTD-17,1136,47,1058,2,12,3,0,0,14,800,37,742,1,7,3,0,0,10,259.1,323.4,244.8,361.5,273.5,285.4
46013VTD-18,SD,Brown County,VTD-18,434,11,407,1,10,2,0,0,3,348,7,332,1,7,0,0,0,1,112.4,133.9,103.5,153.5,121.2,114.4
46013VTD-19,SD,Brown County,VTD-19,2104,61,1947,2,27,10,0,2,55,1528,31,1441,2,12,6,0,0,36,374.6,543,351,603.5,398.1,482.5
46013VTD-20,SD,Brown County,VTD-20,289,8,271,0,1,0,0,0,9,219,7,204,0,1,0,0,0,7,70.8,79.7,65.5,87,76,72.4
46013VTD-21,SD,Brown County,VTD-21,440,8,424,0,0,2,0,0,6,364,4,356,0,0,1,0,0,3,131.7,113.7,130.3,125.4,133.1,102.1
46013VTD-22,SD,Brown County,VTD-22,477,10,448,2,0,0,0,4,13,367,7,346,0,0,0,0,4,10,114.6,130.3,111.2,148.8,118.1,111.7
460150VTD-2,SD,Brule County,0VTD-2,939,6,895,0,15,0,0,0,23,751,4,725,0,7,0,0,0,15,21.6,81.3,17,91.5,26.2,71.1
460150VTD-3,SD,Brule County,0VTD-3,967,19,848,0,45,0,3,0,52,732,10,655,0,28,0,3,0,36,366.4,750,332.4,851.2,400.5,648.9
460150VTD-5,SD,Brule County,0VTD-5,836,3,791,0,17,1,0,0,24,592,3,569,0,9,0,0,0,11,91.8,249.8,83.2,271,100.4,228.6
46015VTD-D2,SD,Brule County,VTD-D2,1207,28,933,14,157,9,1,2,63,934,19,764,10,94,9,1,2,35,131.3,342.8,104.3,406.9,158.3,278.7
46015VTD-D3,SD,Brule County,VTD-D3,308,15,187,8,74,0,0,0,24,233,14,160,6,43,0,0,0,10,4.3,11.8,3.9,12.8,4.7,10.8
46015VTD-D4,SD,Brule County,VTD-D4,990,35,686,6,187,16,1,4,55,772,25,563,2,126,16,1,4,35,15.4,58,13.5,59.8,17.2,56.2
460170VTD-1,SD,Buffalo County,0VTD-1,638,4,179,0,434,1,0,0,20,409,2,137,0,256,0,0,0,14,26,86.4,22.5,92.5,29.5,80.2
460170VTD-2,SD,Buffalo County,0VTD-2,629,4,65,0,538,0,0,0,22,389,4,50,0,318,0,0,0,17,42.7,39.7,36.5,44.8,48.9,34.6
460170VTD-3,SD,Buffalo County,0VTD-3,681,5,42,0,610,0,0,0,24,398,4,24,0,366,0,0,0,4,254.7,49.6,230,57,279.4,42.2
460190VTD-6,SD,Butte County,0VTD-6,79,0,73,0,3,0,0,0,3,71,0,68,0,0,0,0,0,3,3.2,40.3,2.9,44.1,3.5,36.5
460190VTD-8,SD,Butte County,0VTD-8,30,2,27,0,0,0,0,0,1,22,1,20,0,0,0,0,0,1,4.6,24.5,4.2,26.9,5,22.1
46019VTD-11,SD,Butte County,VTD-11,143,1,140,0,0,0,0,0,2,104,1,102,0,0,0,0,0,1,8.1,57.1,7.5,62.6,8.8,51.6
46019VTD-12,SD,Butte County,VTD-12,170,3,165,0,0,0,1,0,1,132,3,128,0,0,0,1,0,0,15.6,77.2,16.4,80.1,14.7,74.4
46019VTD-13,SD,Butte County,VTD-13,453,17,415,1,9,2,0,0,9,352,11,327,0,6,1,0,0,7,18.8,99.5,17.1,109.2,20.5,89.8
46019VTD-14,SD,Butte County,VTD-14,576,11,550,0,4,3,0,0,8,450,8,431,0,2,2,0,0,7,51.4,272.1,46.8,298.6,56.1,245.7
46019VTD-16,SD,Butte County,VTD-16,1517,42,1391,0,19,4,0,3,58,1164,21,1084,0,15,4,0,3,37,116.7,528.3,99.7,580.8,133.8,475.9
46019VTD-17,SD,Butte County,VTD-17,856,22,787,0,13,3,0,2,29,635,14,593,0,10,3,0,2,13,58.8,273,53.8,300.7,63.7,245.2
46019VTD-18,SD,Butte County,VTD-18,248,6,216,0,4,3,1,0,18,195,2,175,0,3,0,1,0,14,27.2,80.2,28,89.5,26.5,71
46019VTD-20,SD,Butte County,VTD-20,575,10,517,0,10,1,1,10,26,442,3,402,0,5,1,1,9,21,58.4,165.6,51,183.2,65.9,147.9
46019VTD-21,SD,Butte County,VTD-21,668,60,553,0,22,1,0,5,27,527,39,448,0,18,1,0,2,19,48.3,145.1,45.1,169.6,51.5,120.6
46019VTD-22,SD,Butte County,VTD-22,634,36,523,5,17,3,0,3,47,483,20,405,5,17,1,0,3,32,48.9,115.8,47.3,131,50.5,100.6
46019VTD-23,SD,Butte County,VTD-23,598,35,497,4,18,0,0,1,43,446,13,397,4,16,0,0,1,15,47.8,169.9,43.4,199.3,52.3,140.4
46019VTD-24,SD,Butte County,VTD-24,844,61,725,0,12,4,0,3,39,593,24,543,0,2,3,0,3,18,75.7,228.1,69.3,258.9,82.2,197.2
46019VTD-25,SD,Butte County,VTD-25,710,30,638,0,9,2,2,0,29,538,18,488,0,8,1,2,0,21,58,240,51.2,253.2,64.8,226.8
46019VTD-26,SD,Butte County,VTD-26,723,15,652,0,18,2,0,0,36,515,13,459,0,13,2,0,0,28,51.9,167.7,48,190.5,55.9,144.9
46019VTD-27,SD,Butte County,VTD-27,526,31,464,0,9,0,0,0,22,392,22,351,0,2,0,0,0,17,42.5,184.4,43.4,206.3,41.6,162.4
46019VTD-28,SD,Butte County,VTD-28,893,28,814,2,15,2,0,3,29,706,15,654,2,11,2,0,3,19,80.2,250.4,77.2,278.5,83.1,222.2
460210VTD-1,SD,Campbell County,0VTD-1,299,8,264,0,11,0,0,0,16,210,4,194,0,8,0,0,0,4,23.5,109.3,22.2,127.2,24.8,91.4
460210VTD-2,SD,Campbell County,0VTD-2,259,4,241,0,6,3,0,0,5,221,3,208,0,4,3,0,0,3,19.2,127.3,16.5,145,21.9,109.6
460210VTD-3,SD,Campbell County,0VTD-3,273,10,256,0,5,0,0,0,2,233,7,223,0,2,0,0,0,1,23.9,140.8,19,154,28.9,127.5
460210VTD-4,SD,Campbell County,0VTD-4,286,11,257,0,8,2,0,0,8,227,8,208,0,6,2,0,0,3,22.8,133.4,20.2,147.5,25.4,119.2
460210VTD-5,SD,Campbell County,0VTD-5,260,4,252,0,1,1,0,0,2,211,3,206,0,1,1,0,0,0,19.4,144,16.2,152.8,22.6,135.2
460230VTD-1,SD,Charles Mix County,0VTD-1,1271,15,637,2,565,6,3,0,43,862,11,512,2,312,6,2,0,17,145.8,257.8,117.2,263,174.3,252.6
460230VTD-2,SD,Charles Mix County,0VTD-2,427,15,307,1,85,1,1,0,17,301,8,225,1,56,1,1,0,9,71.3,107.4,54.9,126.2,87.7,88.7
460230VTD-4,SD,Charles Mix County,0VTD-4,1058,21,245,0,786,0,0,0,6,744,7,174,0,559,0,0,0,4,106.9,71.9,94.8,80.8,119,63
460230VTD-5,SD,Charles Mix County,0VTD-5,1102,16,619,1,452,1,0,0,13,725,9,456,1,255,1,0,0,3,143.6,190.9,111,208.5,176.3,173.2
460230VTD-7,SD,Charles Mix County,0VTD-7,230,14,151,1,42,3,0,0,19,183,9,133,1,27,3,0,0,10,40.5,77.5,33.8,87.5,47.3,67.5
460230VTD-8,SD,Charles Mix County,0VTD-8,344,2,325,0,2,2,0,0,13,253,1,244,0,0,2,0,0,6,36.2,128.3,25.2,142,47.2,114.6
460230VTD-9,SD,Charles Mix County,0VTD-9,645,1,621,0,12,2,0,0,9,473,0,463,0,4,2,0,0,4,68.3,303,51.2,325.6,85.4,280.5
460230VTD6B,SD,Charles Mix County,0VTD6B,256,10,115,0,107,1,0,0,23,184,10,97,0,69,1,0,0,7,57.2,38,46.5,46.5,67.9,29.4
46023VTD-10,SD,Charles Mix County,VTD-10,436,1,428,0,2,0,0,0,5,303,1,298,0,0,0,0,0,4,13.6,108.6,9.5,94,17.6,123.2
46023VTD-13,SD,Charles Mix County,VTD-13,211,13,80,0,96,0,0,1,21,143,5,63,0,62,0,0,1,12,26.7,41.1,24.2,44,29.1,38.1
46023VTD-3a,SD,Charles Mix County,VTD-3a,411,21,151,3,221,3,3,0,9,317,13,143,3,152,3,3,0,0,40.8,45.9,34.1,53.4,47.5,38.4
46023VTD-3b,SD,Charles Mix County,VTD-3b,495,35,217,0,193,4,2,0,44,359,24,190,0,116,4,2,0,23,111.8,118.1,93.8,140.4,129.9,95.8
46023VTD-3c,SD,Charles Mix County,VTD-3c,584,18,306,2,207,2,5,0,44,405,15,248,1,115,2,5,0,19,89.7,94.7,75.2,112.6,104.1,76.8
46023VTD-6a,SD,Charles Mix County,VTD-6a,240,11,64,2,142,0,0,0,21,167,11,46,2,101,0,0,0,7,57.4,38.1,46.7,46.8,68.2,29.5
46023VTD-6c,SD,Charles Mix County,VTD-6c,214,2,107,0,87,2,0,0,16,158,1,93,0,51,2,0,0,11,12.6,8.3,10.2,10.2,14.9,6.4
46023VTD11a,SD,Charles Mix County,VTD11a,433,17,397,1,1,2,0,0,15,323,12,301,0,1,1,0,0,8,32.9,137.2,24.8,156.9,41.1,117.4
46023VTD11b,SD,Charles Mix County,VTD11b,459,10,419,2,3,0,0,2,23,351,6,331,0,1,0,0,0,13,53,220.5,39.9,252.3,66.1,188.7
46023VTD11c,SD,Charles Mix County,VTD11c,401,4,386,0,4,2,0,0,5,303,3,295,0,1,2,0,0,2,37.9,157.9,28.6,180.7,47.3,135.1
46023VTD12a,SD,Charles Mix County,VTD12a,59,2,54,0,0,0,0,0,3,45,2,40,0,0,0,0,0,3,8.9,16.3,6.8,19.3,10.9,13.4
46023VTD12b,SD,Charles Mix County,VTD12b,28,0,23,0,3,0,0,0,2,24,0,22,0,0,0,0,0,2,2.8,5.1,2.1,6,3.4,4.2
46023VTD12c,SD,Charles Mix County,VTD12c,69,0,68,0,1,0,0,0,0,58,0,57,0,1,0,0,0,0,23.3,42.9,17.9,50.7,28.8,35.2
4602500VTD1,SD,Clark County,00VTD1,672,15,652,1,2,0,0,0,2,490,6,483,0,1,0,0,0,0,84.6,188.4,69,201.2,100.1,175.6
4602500VTD2,SD,Clark County,00VTD2,668,10,643,1,0,0,0,0,14,514,7,500,1,0,0,0,0,6,118.8,275,104.5,297.5,133,252.5
4602500VTD3,SD,Clark County,00VTD3,387,7,371,3,2,0,0,0,4,255,5,248,0,2,0,0,0,0,63.3,166.6,58.6,177.3,68,156
4602500VTD5,SD,Clark County,00VTD5,963,23,919,2,6,0,0,0,13,618,10,594,2,4,0,0,0,8,75.2,237.1,60.8,254.2,89.6,220
46025VTD-W3,SD,Clark County,VTD-W3,421,39,368,2,0,0,0,0,12,333,21,306,2,0,0,0,0,4,26,64.1,24.1,67,27.8,61.3
46025VTD4-1,SD,Clark County,VTD4-1,333,20,301,1,4,2,1,0,4,262,15,240,1,2,2,0,0,2,52.6,93,50.5,106.2,54.8,79.8
46025VTD4-2,SD,Clark County,VTD4-2,393,55,319,2,6,0,1,0,10,307,38,264,0,1,0,0,0,4,46.8,103.1,41.2,115.5,52.2,90.8
46027VTD-C1,SD,Clay County,VTD-C1,942,37,748,17,34,33,0,3,70,748,29,610,16,14,29,0,2,48,243.9,90.9,237.5,111.8,250.4,70
46027VTD-C2,SD,Clay County,VTD-C2,1916,90,1552,55,62,59,0,5,93,1792,78,1491,53,34,58,0,3,75,142.3,61,157.2,91,127.4,31
46027VTD-W1,SD,Clay County,VTD-W1,696,0,669,2,0,1,0,2,22,539,0,521,2,0,0,0,2,14,115.9,258.1,110.8,294.5,121.1,221.8
46027VTD-W2,SD,Clay County,VTD-W2,829,10,780,1,23,3,0,0,12,659,8,616,1,22,2,0,0,10,137.8,203,125.2,239,150.4,167
46027VTD-W3,SD,Clay County,VTD-W3,1878,28,1751,4,5,14,2,4,70,1462,17,1385,2,3,12,0,3,40,406.7,485.3,378.5,546.5,434.9,424.1
46027VTDNE1,SD,Clay County,VTDNE1,1528,72,1205,11,85,47,0,9,99,1284,49,1064,9,63,36,0,9,54,145,132.2,140,162,150,102.4
46027VTDNE2,SD,Clay County,VTDNE2,1353,44,1123,35,62,38,1,0,50,1257,39,1066,26,43,37,1,0,45,84.2,55.6,93,59.5,75.5,51.8
46027VTDNW1,SD,Clay County,VTDNW1,1509,43,1180,41,112,39,1,9,84,1230,23,1013,36,71,24,0,9,54,294.4,222.1,291,260.2,297.9,184
46027VTDNW2,SD,Clay County,VTDNW2,1442,38,1173,31,77,66,0,0,57,1206,31,1020,26,41,51,0,0,37,174.3,163,167.2,189.5,181.4,136.5
46027VTDSE1,SD,Clay County,VTDSE1,1395,36,1257,3,32,18,0,1,48,1011,24,930,1,14,15,0,1,26,383.3,319.6,357.5,359.2,409.1,279.9
46027VTDSE2,SD,Clay County,VTDSE2,1479,60,1217,35,60,43,0,5,59,1211,41,1048,26,25,38,0,5,28,308.9,226.8,292.8,266,325.1,187.6
460290VTD-2,SD,Codington County,0VTD-2,2530,37,2394,3,42,7,0,4,43,1879,12,1803,2,21,7,0,1,33,286.7,761.3,276,883.8,297.4,638.9
460290VTD-3,SD,Codington County,0VTD-3,1281,10,1241,2,10,3,0,2,13,996,6,976,1,3,1,0,1,8,173.7,433,152.8,459.8,194.6,406.3
460290VTD-5,SD,Codington County,0VTD-5,1861,65,1720,3,16,6,0,4,47,1375,31,1301,3,6,6,0,4,24,250,635.6,222.4,686,277.6,585.1
46029VTD-A1,SD,Codington County,VTD-A1,2150,28,2052,5,21,11,0,1,32,1522,19,1460,4,14,10,0,1,14,228.5,692.2,190.2,766.8,266.9,617.6
46029VTD-A2,SD,Codington County,VTD-A2,1117,24,1055,3,12,3,0,0,20,873,16,835,0,8,1,0,0,13,134.1,364.4,126,410.7,142.3,318.1
46029VTD-A3,SD,Codington County,VTD-A3,682,17,620,3,15,6,2,0,19,555,15,516,2,7,3,2,0,10,57.2,136.5,52.8,159.6,61.5,113.5
46029VTD-A4,SD,Codington County,VTD-A4,966,13,896,2,5,31,0,2,17,686,6,640,0,1,28,0,2,9,131.4,313.9,121.4,366.9,141.4,260.9
46029VTD-B1,SD,Codington County,VTD-B1,1224,18,1150,3,11,3,0,0,39,962,13,913,2,11,3,0,0,20,112.9,308.1,107.8,335.3,118,281
46029VTD-B2,SD,Codington County,VTD-B2,2319,75,2081,11,63,16,1,9,63,1703,34,1558,3,49,14,1,9,35,295.3,475.6,284,543.8,306.6,407.4
46029VTD-B3,SD,Codington County,VTD-B3,692,8,669,3,5,0,0,1,6,545,6,534,0,1,0,0,1,3,107.3,243.7,102.6,274.7,112.1,212.8
46029VTD-B4,SD,Codington County,VTD-B4,268,4,259,0,0,0,0,0,5,196,4,189,0,0,0,0,0,3,17.8,48,16.8,52.1,18.8,44
46029VTD-C1,SD,Codington County,VTD-C1,675,51,532,8,24,20,0,0,40,564,37,463,8,13,16,0,0,27,64.1,145.5,61.4,164.2,66.8,126.8
46029VTD-C2,SD,Codington County,VTD-C2,582,28,518,4,13,2,0,3,14,468,18,423,4,13,2,0,3,5,27.4,38.1,27.1,44.7,27.6,31.6
46029VTD-C3,SD,Codington County,VTD-C3,1908,69,1684,5,65,18,0,6,61,1590,51,1425,5,53,17,0,6,33,176.9,256,211,348.5,142.7,163.5
46029VTD-C4,SD,Codington County,VTD-C4,1007,50,845,6,53,7,0,0,46,750,28,638,6,36,7,0,0,35,127.7,198.3,87.9,198.3,167.5,198.4
46029VTD-D1,SD,Codington County,VTD-D1,1406,39,1250,18,33,18,0,1,47,1132,25,1037,9,27,11,0,1,22,141.7,300.1,133.7,346.4,149.7,253.9
46029VTD-D2,SD,Codington County,VTD-D2,1407,26,1283,6,35,10,0,4,43,1098,16,1015,2,27,7,0,4,27,154.1,265.6,148.5,318.8,159.6,212.5
46029VTD-D3,SD,Codington County,VTD-D3,1113,26,991,14,36,14,0,0,32,905,15,827,9,26,12,0,0,16,116.2,213.9,111.9,247.4,120.5,180.5
46029VTD-D4,SD,Codington County,VTD-D4,595,45,493,6,31,4,0,0,16,477,24,413,6,20,4,0,0,10,105,148.3,104,173.3,106,123.2
46029VTD-E1,SD,Codington County,VTD-E1,1977,79,1661,3,116,14,0,2,102,1482,47,1294,3,70,11,0,2,55,186.8,372.8,181.9,417.2,191.6,328.4
46029VTD-E2,SD,Codington County,VTD-E2,611,11,582,0,10,0,0,1,7,411,7,395,0,4,0,0,1,4,121.8,361.4,85.5,274.4,158.1,448.3
46029VTD-E3,SD,Codington County,VTD-E3,1339,15,1295,0,3,3,0,8,15,1049,13,1023,0,2,0,0,3,8,125.6,432.1,164.2,617.5,87,246.8
46029VTD-E4,SD,Codington County,VTD-E4,404,0,400,0,4,0,0,0,0,337,0,335,0,2,0,0,0,0,61.7,134.9,38.8,124.7,84.7,145.2
46029VTD-E5,SD,Codington County,VTD-E5,211,1,170,1,22,1,0,0,16,152,1,122,0,22,1,0,0,6,53.3,145.5,51,158.3,55.7,132.7
46031VTD-AR,SD,Corson County,VTD-AR,54,1,42,0,9,0,0,0,2,42,1,32,0,7,0,0,0,2,5.3,16.2,4.7,19.1,5.9,13.2
46031VTD-BH,SD,Corson County,VTD-BH,328,0,9,0,311,0,0,0,8,177,0,5,0,169,0,0,0,3,54.2,9.2,48.8,11.8,59.8,6.8
46031VTD-BU,SD,Corson County,VTD-BU,184,4,47,2,111,5,0,0,15,127,2,36,2,75,5,0,0,7,21.2,25.3,19.1,29.2,23.4,21.4
46031VTD-CD,SD,Corson County,VTD-CD,495,4,47,0,431,0,0,0,13,304,4,45,0,246,0,0,0,9,49.6,24.4,45.2,25.2,53.9,23.5
46031VTD-GV,SD,Corson County,VTD-GV,109,2,89,0,9,1,0,0,8,73,0,63,0,4,1,0,0,5,5.5,53.7,4.4,57.9,6.6,49.6
