GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_new,uss_18_dem_klo,gov_18_rep_joh,gov_18_dem_wal,atg_18_rep_war,atg_18_dem_ell,sos_18_rep_how,sos_18_dem_sim,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_smi,uss_20_rep_lew,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
27089000130,MN,Marshall County,000130,81,1,76,0,0,0,0,0,4,73,1,69,0,0,0,0,0,3,25,14,18,24,21,21,23,19,21,21,22,39,23,32,25,14,20.8,21.2,35.5,22.5,25.6,20.6
27089000135,MN,Marshall County,000135,20,0,20,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,4,10,3,8,2,9,2,7,2,8,9,6,11,3,4,10,2.2,8,4.5,10,3.1,8.9
27089000140,MN,Marshall County,000140,247,3,232,1,2,1,0,7,1,177,1,167,1,2,1,0,4,1,115,23.1,86.9,38.1,95,27.1,98,20.1,93,30,25.1,132.9,35,111,115,23.1,93.2,28.8,122,30.1,104.5,28.4
27089000145,MN,Marshall County,000145,119,1,118,0,0,0,0,0,0,91,0,91,0,0,0,0,0,0,52,14,47,21,47,20,51,16,47,18,18,55,21,49,52,14,48,18.8,52,19.5,49.7,18.3
27089000150,MN,Marshall County,000150,304,7,287,0,0,0,0,0,10,236,3,223,0,0,0,0,0,10,69.3,60.7,59.1,95.2,76.3,76.9,70.2,73.9,73.3,76.9,58.6,92.9,68.7,75.7,69.3,60.7,69.7,80.7,84.3,63.7,73.8,73
27089000155,MN,Marshall County,000155,80,1,78,0,0,0,0,0,1,59,1,57,0,0,0,0,0,1,31.5,6.5,15.8,12.1,18.5,9.3,16.7,9.3,17.6,8.3,6.5,37.1,10.2,29.7,31.5,6.5,17.1,9.7,33.4,8.3,23.8,8.9
27089000160,MN,Marshall County,000160,28,2,26,0,0,0,0,0,0,23,2,21,0,0,0,0,0,0,10,5,10,5,10,5,10,5,10,5,6,13,6,13,10,5,10,5,13,6,10.8,5.3
27089000165,MN,Marshall County,000165,96,2,89,0,0,0,0,0,5,83,2,80,0,0,0,0,0,1,32,22,28,27,30,25,31,23,31,23,30,43,33,38,32,22,30,24.5,40.5,31.5,33.3,26.1
27089000166,MN,Marshall County,000166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27089000170,MN,Marshall County,000170,124,7,115,0,1,0,0,0,1,101,0,100,0,1,0,0,0,0,44,26,35,34,37,30,39,27,38,28,24,59,24,51,44,26,37.2,29.8,55,24,43.3,27.6
27089000175,MN,Marshall County,000175,352,2,338,0,2,0,0,0,10,256,0,247,0,2,0,0,0,7,109.7,47.3,70.5,50.3,79.6,42.2,81.6,35.2,78.5,41.2,58.2,133.9,56.2,124.8,109.7,47.3,77.6,42.2,129.3,57.2,97,47.2
27089000180,MN,Marshall County,000180,216,1,210,0,2,1,0,0,2,161,0,158,0,2,0,0,0,1,79.3,30.7,54.5,36.7,67.4,24.8,66.4,21.8,58.5,25.8,19.8,97.1,23.8,87.2,79.3,30.7,61.7,27.2,92.2,21.8,72.9,26.2
27089000185,MN,Marshall County,000185,200,2,195,0,0,0,0,0,3,151,1,149,0,0,0,0,0,1,54.1,26,43.1,37,48.1,31,47.1,33,49.1,27,25,79.1,32,71.1,54.1,26,46.8,32,75.1,28.5,55.9,30.2
27089000190,MN,Marshall County,000190,315,8,293,0,1,0,0,1,12,233,0,224,0,0,0,0,1,8,113.1,33.8,66.7,44.5,74.4,34.8,74.4,35.8,71.6,35.8,40.6,117,41.6,109.3,113.1,33.8,71.8,37.7,113.1,41.1,89.5,38.1
27089000195,MN,Marshall County,000195,111,0,108,0,0,0,0,0,3,92,0,92,0,0,0,0,0,0,47,12.5,34.2,29.7,42.7,22,43.3,19.3,40.9,21.2,20.1,59.6,26.2,50,47,12.5,40.2,23,54.8,23.2,45.4,21.6
27089000200,MN,Marshall County,000200,239,54,171,0,0,0,0,0,14,188,35,143,0,0,0,0,0,10,69,23.5,26.8,37.3,35.3,28,32.7,28.7,36.1,28.8,27.9,68.4,31.8,59,69,23.5,32.8,30.7,63.7,29.8,46.8,29.4
27089000205,MN,Marshall County,000205,36,0,36,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,14,4,8,8,7,7,9,5,8,6,5,18,9,13,14,4,8,6.5,15.5,7,11,6.3
27089000210,MN,Marshall County,000210,102,1,97,0,0,3,0,0,1,84,0,80,0,0,3,0,0,1,32,22,17,33,25,26,27,21,25,22,16,50,26,41,32,22,23.5,25.5,45.5,21,31,23.7
27089000215,MN,Marshall County,000215,26,0,26,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,11,3,10,5,10,5,10,5,10,4,3,15,3,13,11,3,10,4.8,14,3,11.3,4
27089000220,MN,Marshall County,000220,239,6,230,0,0,0,0,0,3,181,4,174,0,0,0,0,0,3,61.7,32.3,52.9,58.8,64.7,46.1,60.8,45.1,61.7,44.1,31.4,93.1,36.3,83.3,61.7,32.3,60,48.5,88.2,33.8,68.3,42
27089000225,MN,Marshall County,000225,592,48,540,0,0,0,0,1,3,475,35,440,0,0,0,0,0,0,220.7,107.4,120.1,141.6,142.6,118.2,153.3,100.6,149.4,114.2,103.5,221.7,117.2,193.3,220.7,107.4,141.3,118.6,207.5,110.3,171.6,114.7
27089000230,MN,Marshall County,000230,70,1,65,0,0,0,0,0,4,54,0,53,0,0,0,0,0,1,16,16,6,15,7,11,5,14,7,12,14,30,13,24,16,16,6.2,13,27,13.5,13.6,13.6
27089000235,MN,Marshall County,000235,72,0,71,0,0,0,0,0,1,56,0,55,0,0,0,0,0,1,41.3,11.6,21.9,16.4,24.4,13.8,23.7,12.4,24.6,13.8,14.5,48.3,18.8,39.7,41.3,11.6,23.7,14.1,44,16.7,32,14.5
27089000240,MN,Marshall County,000240,30,0,26,0,0,0,0,0,4,29,0,26,0,0,0,0,0,3,14,12,8,18,11,16,10,16,11,15,12,12,13,11,14,12,10,16.3,11.5,12.5,11,14.6
27089000245,MN,Marshall County,000245,135,0,133,0,0,0,0,0,2,100,0,100,0,0,0,0,0,0,37.5,20.9,33.4,28.7,38.3,24.3,38.1,21.5,38.7,22.4,23.8,42.5,27.6,38.6,37.5,20.9,37.1,24.2,40.6,25.7,38.2,24.1
27089000250,MN,Marshall County,000250,135,3,128,0,1,0,0,0,3,101,2,97,0,1,0,0,0,1,46.1,13.1,36,26.1,42,21.1,40,20.1,39.1,22.1,15.1,63.1,17.1,54.1,46.1,13.1,39.3,22.3,58.6,16.1,45.8,19.2
27089000255,MN,Marshall County,000255,45,1,42,1,0,1,0,0,0,36,0,35,0,0,1,0,0,0,13,4,15,7,15,7,13,6,14,7,5,22,5,21,13,4,14.2,6.8,21.5,5,16.1,5.9
27089000260,MN,Marshall County,000260,79,1,72,0,0,0,0,0,6,63,0,61,0,0,0,0,0,2,23,13,13,12,16,11,14,11,19,12,12,26,13,24,23,13,15.5,11.5,25,12.5,19.3,12
27089000265,MN,Marshall County,000265,175,4,167,0,0,0,0,0,4,133,3,129,0,0,0,0,0,1,59.9,29.2,42.3,30.5,53.5,19.2,46.5,22.2,51.5,24.2,25.4,77,22.4,71.7,59.9,29.2,48.5,24,74.4,23.9,57.5,24.7
27089000270,MN,Marshall County,000270,73,2,69,0,0,0,0,0,2,57,2,55,0,0,0,0,0,0,20,11,14,15,18,11,17,12,16,13,15,29,16,27,20,11,16.2,12.8,28,15.5,20.1,13.3
27089000275,MN,Marshall County,000275,1605,97,1454,5,9,4,0,5,31,1205,59,1114,5,4,2,0,3,18,571.6,186.3,367.7,297.8,437,217.6,432.8,216.4,446.9,205.5,203.3,605.9,222.5,529.7,571.6,186.3,421.1,234.3,567.8,212.9,484.5,221.4
27089000285,MN,Marshall County,000285,101,4,93,0,0,0,0,1,3,71,3,64,0,0,0,0,1,3,48.4,5.6,35.4,12.1,40,8.4,37.2,7.4,39.1,7.4,5.6,52.1,7.4,49.3,48.4,5.6,37.9,8.8,50.7,6.5,43.1,7.7
27089000290,MN,Marshall County,000290,158,6,151,0,0,0,0,0,1,115,2,113,0,0,0,0,0,0,47.9,13,35.9,19,41.9,12,36.9,15,39.9,12,13,59.9,16,55.9,47.9,13,38.7,14.5,57.9,14.5,45.5,14.3
27089000295,MN,Marshall County,000295,41,0,40,0,0,0,0,0,1,34,0,33,0,0,0,0,0,1,15.6,6.4,7.3,14.7,10.1,10.1,11.9,6.4,8.2,9.2,7.3,19.2,8.2,17.4,15.6,6.4,9.4,10.1,18.3,7.8,12.8,8.9
27089000300,MN,Marshall County,000300,93,1,91,0,0,0,0,0,1,73,0,72,0,0,0,0,0,1,36,11,21,25,32,13,29,15,26,19,14,41,16,40,36,11,27,18,40.5,15,32.1,16.1
27091000005,MN,Martin County,000005,196,3,188,0,0,1,0,0,4,148,0,147,0,0,1,0,0,0,80,34,67,47,73,41,82,23,72,30,34,90,40,88,80,34,73.5,35.2,89,37,78.9,35.6
27091000010,MN,Martin County,000010,217,15,200,0,0,0,0,1,1,166,12,152,0,0,0,0,1,1,96.9,14.5,61.6,35.3,70.6,25.4,77,18.1,76.1,18.1,19.9,92.4,24.4,86.9,96.9,14.5,71.3,24.2,89.7,22.2,80.2,22.3
27091000015,MN,Martin County,000015,303,10,276,0,0,0,0,2,15,231,5,214,0,0,0,0,2,10,107,41,66,65,65,62,73,44,75,48,51,116,49,98,107,41,69.8,54.8,107,50,85.7,51.4
27091000020,MN,Martin County,000020,133,9,120,0,0,0,0,0,4,116,6,106,0,0,0,0,0,4,64.2,28.8,30.9,28.2,34.2,25,38.4,20.8,38.9,20.1,21.9,69.9,21.6,55.3,64.2,28.8,35.6,23.5,62.6,21.8,47.4,23.8
27091000025,MN,Martin County,000025,276,17,256,0,0,0,0,0,3,211,13,197,0,0,0,0,0,1,140,34,105,46,103,47,116,28,117,28,35,143,41,131,140,34,110.2,37.2,137,38,122.1,37
27091000030,MN,Martin County,000030,160,2,155,0,0,1,0,0,2,134,0,132,0,0,1,0,0,1,67,33,47,56,56,47,57,36,57,39,44,62,46,60,67,33,54.2,44.5,61,45,58,43
27091000035,MN,Martin County,000035,1047,42,966,2,0,14,1,1,21,862,13,820,2,0,14,1,1,11,400.3,176.7,283.1,222.6,314.4,194.3,342.7,138.6,341.7,150.3,210.9,434.4,207.9,398.3,400.3,176.7,320.5,176.5,416.4,209.4,359.3,185.9
27091000040,MN,Martin County,000040,1416,29,1354,5,0,9,0,0,19,1154,16,1112,3,0,8,0,0,15,517.2,266.1,372.2,354.1,437.2,294.1,454.2,240.1,429.2,257.1,326.1,550.3,320.1,513.2,517.2,266.1,423.2,286.3,531.8,323.1,467.6,294
27091000050,MN,Martin County,000050,1297,103,1144,12,2,6,0,4,26,969,74,861,7,2,6,0,2,17,417.6,199.7,262.1,259.8,295.2,221.7,319.3,180.5,308.3,199.6,269.8,401.7,264.8,361.5,417.6,199.7,296.2,215.4,381.6,267.3,337.9,228
27091000055,MN,Martin County,000055,1448,43,1357,8,3,22,0,0,15,1179,22,1119,7,0,17,0,0,14,530.9,245.9,363.9,296.9,415.9,243.9,439.9,198.9,423.9,204.9,267.9,573.9,270.9,532.9,530.9,245.9,410.9,236.2,553.4,269.4,468.7,247.1
27091000065,MN,Martin County,000065,1261,222,962,14,5,1,2,5,50,979,149,772,12,4,0,2,2,38,266,167,150,196,169,181,171,150,184,170,209,276,193,232,266,167,168.5,174.2,254,201,206.9,180.9
27091000070,MN,Martin County,000070,1338,129,1111,17,5,16,0,2,58,1036,79,896,5,5,16,0,1,34,358,154,219,200,238,185,255,155,260,154,213,340,214,289,358,154,243,173.5,314.5,213.5,279.9,182.1
27091000080,MN,Martin County,000080,1330,191,1072,12,4,4,1,2,44,992,104,841,6,4,2,1,1,33,400.6,135.7,240.3,175.1,270.2,146.2,278.9,119.8,275.8,141.1,184.7,412.8,170.6,357.8,400.6,135.7,266.3,145.5,385.3,177.7,319.5,153.3
27091000085,MN,Martin County,000085,1350,279,1011,20,2,4,0,1,33,1025,183,812,8,1,2,0,0,19,313.8,131.3,163.8,164.5,175.9,147.1,194.6,127.4,184.3,144.1,174.8,351.2,150.4,298.3,313.8,131.3,179.7,145.8,324.8,162.6,240.3,148.5
27091000095,MN,Martin County,000095,308,11,287,0,1,0,0,5,4,231,6,217,0,1,0,0,3,4,122.9,30.1,88.1,49.8,94.7,40.4,99.4,28.2,98.4,33.9,47,132.3,52.6,116.4,122.9,30.1,95.2,38.1,124.3,49.8,107.5,40.3
27091000100,MN,Martin County,000100,259,5,247,0,0,2,0,0,5,209,2,201,0,0,2,0,0,4,107.1,46.3,72.4,71.4,76.3,66.6,84,48.2,85,54,45.4,112,55,101.4,107.1,46.3,79.4,60.1,106.7,50.2,91.2,55.3
27091000105,MN,Martin County,000105,271,7,261,0,0,0,0,3,0,209,5,201,0,0,0,0,3,0,118,30,84,29,88,25,95,17,88,22,30,136,29,128,118,30,88.8,23.2,132,29.5,105.3,26
27091000110,MN,Martin County,000110,211,13,189,2,0,1,0,0,6,169,5,157,2,0,1,0,0,4,83.1,42.5,58.4,48.5,65.3,41.5,62.3,39.6,66.3,36.6,39.6,90,45.5,79.1,83.1,42.5,63.1,41.5,84.6,42.5,72.1,42
27091000115,MN,Martin County,000115,291,7,275,0,0,0,0,0,9,226,3,217,0,0,0,0,0,6,102.1,37.5,57.4,67.7,66.4,58.6,74,43.9,67.9,47.9,43.1,109.6,41.5,97.1,102.1,37.5,66.4,54.5,103.3,42.3,82.1,48.6
27091000120,MN,Martin County,000120,230,10,216,0,0,0,0,0,4,182,7,172,0,0,0,0,0,3,133.2,24.2,105,47.6,112.9,39.9,119.1,28.1,114.2,31.9,39.3,137.3,38.7,131.7,133.2,24.2,112.8,36.9,134.5,39,121.9,35.7
27091000125,MN,Martin County,000125,190,3,180,0,0,0,0,1,6,152,1,149,0,0,0,0,1,1,94,26,63,32,65,33,70,27,68,28,26,85,30,69,94,26,66.5,30,77,28,73.5,28.9
27091000130,MN,Martin County,000130,155,7,140,4,0,1,0,0,3,127,7,117,0,0,1,0,0,2,61.8,18.2,40.1,25.8,41.8,24,48.6,17.2,46.1,18.9,18.1,66.1,21.4,60.7,61.8,18.2,44.2,21.5,63.4,19.8,52.2,20.5
27091000135,MN,Martin County,000135,308,3,302,0,0,0,0,0,3,251,0,248,0,0,0,0,0,3,155,44,110,66,119,55,122,48,124,50,61,159,64,150,155,44,118.7,54.8,154.5,62.5,134.1,55.4
27091000140,MN,Martin County,000140,205,4,198,1,1,0,0,0,1,155,0,153,1,1,0,0,0,0,95,20,62,34,64,30,72,20,66,24,27,94,27,93,95,20,66,27,93.5,27,78,26
27091000145,MN,Martin County,000145,223,10,207,0,0,1,0,1,4,190,7,179,0,0,1,0,1,2,76.8,28.9,54.1,33.1,61.2,25.9,59.3,22.7,62.3,21.8,35,88.3,36,85,76.8,28.9,59.2,25.9,86.6,35.5,69.6,29.1
27091000150,MN,Martin County,000150,47,0,47,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,14,13,7,13,9,11,10,9,8,9,8,22,9,22,14,13,8.5,10.5,22,8.5,13.1,10.3
27091000155,MN,Martin County,000155,228,1,217,3,0,0,0,2,5,167,1,162,0,0,0,0,0,4,98,24,60,53,70,40,73,32,73,31,28,108,33,97,98,24,69,39,102.5,30.5,82.7,34.4
27091000160,MN,Martin County,000160,250,2,229,1,1,4,0,2,11,191,1,176,1,1,4,0,2,6,99.1,31.8,65.4,53.6,74.4,40.8,78.3,30.8,79.3,28.9,49.5,105.3,46.6,96.2,99.1,31.8,74.3,38.5,100.8,48.1,85.4,40.3
27091000165,MN,Martin County,000165,366,4,344,1,0,0,0,2,15,292,4,277,1,0,0,0,1,9,151.7,47.9,112,60.5,121,49.7,126.4,37,122.8,42.5,54.2,177,56,163.5,151.7,47.9,120.6,47.4,170.2,55.1,139.2,49.7
27091000170,MN,Martin County,000170,1058,39,996,2,1,0,0,3,17,823,19,788,2,1,0,0,1,12,366.8,134.8,234,182.4,261.1,158.1,269.9,130.9,271.8,127.1,139.7,404.6,152.3,352.3,366.8,134.8,259.2,149.6,378.5,146,308.7,146.5
27091000175,MN,Martin County,000175,457,5,442,0,2,0,0,0,8,354,5,342,0,2,0,0,0,5,227,74,180,101,193,87,203,68,197,75,71,243,77,228,227,74,193.2,82.8,235.5,74,210.1,79
27091000180,MN,Martin County,000180,233,6,222,0,0,0,0,1,4,184,1,180,0,0,0,0,1,2,119,23,76,51,86,37,91,26,94,28,34,113,45,100,119,23,86.8,35.5,106.5,39.5,97,34.9
27091000185,MN,Martin County,000185,705,14,664,1,0,2,0,3,21,543,5,524,1,0,2,0,2,9,241.4,105.2,175.2,160.2,196.3,138.1,209.2,106.2,209.2,119.1,112.2,267.4,110.2,244.3,241.4,105.2,197.5,130.9,255.8,111.2,220.4,121.6
27091000195,MN,Martin County,000195,1092,33,1012,3,4,1,2,1,36,866,23,817,3,4,1,1,1,16,395,121,252,193,274,169,313,111,297,132,158,421,178,365,395,121,284,151.2,393,168,331,151.7
27091000200,MN,Martin County,000200,201,5,195,0,0,0,0,0,1,150,1,149,0,0,0,0,0,0,77,39,43,60,56,46,67,33,61,37,38,76,43,69,77,39,56.8,44,72.5,40.5,64.1,42.3
27091000205,MN,Martin County,000205,710,24,668,4,1,1,0,1,11,555,17,526,2,1,1,0,1,7,218.4,90.8,141,140.9,172.1,118.6,175.4,95.9,173.5,95.1,107.9,281.4,105.3,235.1,218.4,90.8,165.5,112.6,258.3,106.6,199.6,107.8
27091000210,MN,Martin County,000210,255,13,237,0,0,1,0,3,1,209,5,203,0,0,1,0,0,0,146,19,92,50,105,36,113,25,108,29,31,138,38,121,146,19,104.5,35,129.5,34.5,117.6,32.6
27093000005,MN,Meeker County,000005,386,11,366,1,0,4,0,4,0,310,8,293,1,0,4,0,4,0,124.3,59.5,81.9,96.6,100,69.5,110,53.4,109,62.4,78.6,157.4,79.6,145.3,124.3,59.5,100.2,70.5,151.3,79.1,118.2,71.4
27093000010,MN,Meeker County,000010,62,2,59,0,0,0,0,0,1,50,1,48,0,0,0,0,0,1,16.6,6,7.4,11.1,8.5,6.1,10.5,5.1,11.4,7.1,9.1,23.6,6.3,21.5,16.6,6,9.4,7.4,22.6,7.7,14.2,7.3
27093000015,MN,Meeker County,000015,420,6,405,0,0,1,0,0,8,330,3,321,0,0,1,0,0,5,163.4,35,93.6,64.9,110.5,45.9,114.5,38.9,107.6,43.9,60.9,196.4,69.7,176.5,163.4,35,106.6,48.4,186.4,65.3,137.5,51.3
27093000020,MN,Meeker County,000020,1195,17,1137,0,4,4,0,0,33,888,10,854,0,0,4,0,0,20,468.2,136.8,345.4,262.5,412.3,182.7,423.2,157.7,422.2,171.7,195.7,571,192.7,545,468.2,136.8,400.8,193.7,558,194.2,455.3,185.7
27093000025,MN,Meeker County,000025,507,34,449,1,0,1,0,2,20,408,20,376,1,0,0,0,1,10,131,74,73,93,79,72,89,64,90,71,73,148,73,123,131,74,82.8,75,135.5,73,104.7,74.3
27093000030,MN,Meeker County,000030,190,2,184,0,0,0,0,2,2,157,1,152,0,0,0,0,2,2,89,23,45,39,52,31,56,27,52,30,30,87,34,73,89,23,51.2,31.8,80,32,64.9,30.6
27093000035,MN,Meeker County,000035,280,6,270,0,0,0,0,0,4,223,4,218,0,0,0,0,0,1,97,44,62,70,75,52,82,45,75,45,44,117,57,104,97,44,73.5,53,110.5,50.5,87.4,51
27093000040,MN,Meeker County,000040,348,6,319,2,1,2,0,0,18,268,4,250,2,1,1,0,0,10,112.7,43.9,72.8,57.8,87.7,44.9,89.7,41.9,96.7,35.9,52.8,139.6,49.9,124.6,112.7,43.9,86.7,45.1,132.1,51.3,103.4,46.7
27093000045,MN,Meeker County,000045,678,17,639,1,0,0,0,3,18,536,8,509,1,0,0,0,3,15,294,96.7,186.3,136.5,218.2,107.6,223.2,91.7,218.3,101.6,128.6,309,130.5,290,294,96.7,211.5,109.4,299.5,129.6,248.4,113.3
27093000050,MN,Meeker County,000050,1472,29,1370,3,5,5,0,4,56,1105,16,1052,0,4,5,0,2,26,517.1,200.6,371.6,315.2,422.5,248.5,434.6,210.7,418.7,238.8,238.8,610,242.7,573.6,517.1,200.6,411.9,253.3,591.8,240.7,478.3,242.2
27093000055,MN,Meeker County,000055,1601,34,1528,9,0,4,0,1,25,1128,17,1084,3,0,4,0,1,19,603.7,213.6,479.9,324.2,552.1,246.8,559.1,218.6,552,233.5,258.5,720,258.7,686.3,603.7,213.6,535.8,255.8,703.1,258.6,593.3,250.6
27093000060,MN,Meeker County,000060,549,11,513,1,3,2,0,0,19,404,7,386,1,2,2,0,0,6,170,54,88,85,107,63,103,57,115,62,55,191,53,153,170,54,103.3,66.8,172,54,132.4,61.3
27093000065,MN,Meeker County,000065,841,11,791,0,1,3,0,0,35,692,4,660,0,1,2,0,0,25,395.9,127,290.9,210.9,353.9,141,359.9,122,353.9,131,169,452.9,167,429.9,395.9,127,339.7,151.2,441.4,168,376.8,152.5
27093000070,MN,Meeker County,000070,635,6,614,2,0,5,0,1,7,495,3,479,2,0,5,0,0,6,287.9,84.3,186.6,130.4,210.7,105.3,219.7,84.3,212.7,105.3,106.4,311,107.4,294.9,287.9,84.3,207.4,106.3,302.9,106.9,246.2,103.3
27093000075,MN,Meeker County,000075,987,8,960,0,1,0,1,10,7,726,2,717,0,1,0,0,4,2,366.2,91.8,212.2,180.7,249.8,143.1,260.6,114.5,259.6,120.4,125.4,429.4,140.2,377.1,366.2,91.8,245.6,139.7,403.2,132.8,307.8,130.9
27093000080,MN,Meeker County,000080,744,3,725,3,1,4,0,1,7,596,2,581,3,0,4,0,0,6,302.9,145.5,188,182.3,223.7,139.5,227.2,126.8,227,128.2,164.2,328.6,167.3,317,302.9,145.5,216.5,144.2,322.8,165.7,259.2,150.5
27093000085,MN,Meeker County,000085,624,30,567,1,0,0,0,2,24,466,17,433,1,0,0,0,2,13,170.3,63,105.2,99.8,124.8,81.2,128.8,75.9,120.6,77.2,75,200.1,72,174.8,170.3,63,119.9,83.5,187.4,73.5,146.4,77.7
27093000090,MN,Meeker County,000090,377,10,357,0,0,1,0,1,8,293,8,280,0,0,1,0,0,4,137.1,53,74.1,86,94.1,64,106.1,48,94.1,61,64,157.1,66,148.1,137.1,53,92.1,64.8,152.6,65,115.8,63.2
27093000095,MN,Meeker County,000095,184,6,167,0,1,0,0,0,10,125,3,116,0,1,0,0,0,5,74.5,13.7,46.1,16.7,47,14.7,47,11.8,49,14.7,14.7,67.6,13.7,59.8,74.5,13.7,47.3,14.5,63.7,14.2,55.9,14.3
27093000100,MN,Meeker County,000100,1258,8,1214,2,0,0,0,5,29,910,4,888,0,0,0,0,3,15,536,127.5,401.3,188.7,443.8,141.3,439.8,127.5,441.8,139.3,166,626.6,163,587,536,127.5,431.7,149.2,606.8,164.5,496.6,150.5
27093000105,MN,Meeker County,000105,1416,77,1281,20,1,0,1,2,34,1096,40,1021,13,0,0,0,1,21,357.1,286.7,249.3,332.5,304.1,268.8,320.1,233.9,307.1,253.9,332.5,421.8,317.6,391.9,357.1,286.7,295.1,272.3,406.8,325.1,335.9,289.4
27093000110,MN,Meeker County,000110,1449,103,1276,4,1,4,0,4,57,1119,60,1011,4,1,3,0,4,36,390.7,215.1,243.8,280.3,289.1,221.1,310.2,188.9,291.2,209,259.3,469,260.3,422.8,390.7,215.1,283.6,224.8,445.9,259.8,345.2,233.4
27093000115,MN,Meeker County,000115,1220,99,1073,6,3,4,0,3,32,923,53,845,5,1,3,0,2,14,334.6,197.5,214.2,259.8,262.3,203,275.5,174.1,276.2,182.3,233.7,373.5,222.6,341.8,334.6,197.5,257,204.8,357.6,228.2,296.9,210.4
27093000120,MN,Meeker County,000120,1240,123,1048,16,5,5,0,2,41,971,73,850,13,5,1,0,0,29,394,197,228.5,293.5,288.6,223.6,302.4,189.1,291.5,216.7,250.2,439.2,239.3,393,394,197,277.7,230.7,416.1,244.7,333.9,229.9
27093000125,MN,Meeker County,000125,1299,193,1059,9,0,2,0,0,36,975,107,837,2,0,2,0,0,27,327,181.2,194.1,224.4,239.3,181.2,254.4,148.9,237.4,173.1,203.4,348.3,189.5,306.1,327,181.2,231.3,181.9,327.2,196.4,272.4,186
27093000130,MN,Meeker County,000130,828,29,784,2,2,6,0,0,5,676,20,646,2,0,5,0,0,3,350,141.8,234.6,178.7,266.3,145.4,282.7,117.9,277.9,130.7,170.4,380.8,175.9,354.8,350,141.8,265.4,143.2,367.8,173.1,306.7,151.5
27093000135,MN,Meeker County,000135,577,3,566,2,0,1,0,0,5,439,3,428,2,0,1,0,0,5,187.7,50,129.9,91.4,161.7,57.8,158.8,52,158.8,54.9,60.6,229.1,66.4,210.8,187.7,50,152.3,64,219.9,63.5,176.7,61.9
27093000140,MN,Meeker County,000140,361,19,337,0,0,0,0,0,5,272,12,256,0,0,0,0,0,4,129.7,40,86.8,68.3,107.3,46.8,108.3,36.1,101.4,44.9,36.1,157.1,39,147.3,129.7,40,101,49,152.2,37.6,119.7,44.5
27093000145,MN,Meeker County,000145,681,17,644,5,0,1,0,2,12,497,6,479,3,0,1,0,2,6,266,84,176,130,207,103,205,87,212,87,92,309,101,279,266,84,200,101.7,294,96.5,236.3,97.7
27093000150,MN,Meeker County,000150,991,30,916,3,8,0,0,0,34,749,18,697,2,8,0,0,0,24,294.8,101.2,183.8,160.3,214.2,128.9,216.4,105.5,226.4,112.6,114.6,370.6,128.8,306.9,294.8,101.2,210.2,126.8,338.8,121.7,259,121.7
27095000005,MN,Mille Lacs County,000005,78,0,77,0,0,0,0,0,1,60,0,59,0,0,0,0,0,1,22,6,8,14,10,9,11,10,10,9,12,27,12,20,22,6,9.8,10.5,23.5,12,15.4,10.3
27095000010,MN,Mille Lacs County,000010,1470,33,1381,0,1,2,0,4,49,1058,20,1000,0,1,2,0,4,31,545,149,387,247,450,182,463,145,443,178,190,653,183,604,545,149,435.8,188,628.5,186.5,506.4,182
27095000015,MN,Mille Lacs County,000015,1831,20,1712,1,7,9,0,1,81,1321,9,1249,1,5,9,0,1,47,663,182.2,434.6,282.7,491.9,225.4,511.5,183.5,498.5,210.5,231.9,789.4,230.8,700.1,663,182.2,484.1,225.5,744.7,231.3,584.1,221
27095000020,MN,Mille Lacs County,000020,208,0,190,0,3,0,0,0,15,167,0,159,0,1,0,0,0,7,63.6,26.3,38.3,39.5,43.4,33.4,46.4,29.4,46.4,30.4,22.4,76.8,25.4,71.6,63.6,26.3,43.6,33.1,74.2,23.9,55.2,29.5
27095000025,MN,Mille Lacs County,000025,216,3,210,0,0,0,0,0,3,176,2,172,0,0,0,0,0,2,81,26,52,33,55,29,58,26,57,26,31,95,34,83,81,26,55.5,28.5,89,32.5,68.7,29.3
27095000030,MN,Mille Lacs County,000030,650,1,619,1,9,5,0,1,14,543,1,526,1,0,5,0,0,10,259,162,173,172,210,137,211,124,202,141,165,284,158,264,259,162,199,143.5,274,161.5,229,151.3
27095000035,MN,Mille Lacs County,000035,559,8,524,1,2,5,0,2,17,394,5,367,1,2,5,0,2,12,164,52,103,74,109,63,115,56,113,59,62,216,66,184,164,52,110,63,200,64,143.4,61.7
27095000040,MN,Mille Lacs County,000040,1299,19,1213,3,1,13,1,5,44,983,9,928,3,1,9,1,2,30,460,151,301,210,332,169,361,139,339,151,169,568,168,518,460,151,333.2,167.2,543,168.5,411.3,165.3
