GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_bar,uss_18_dem_tra,gov_18_rep_gor,gov_18_dem_thr,sos_18_rep_buc,sos_18_dem_byr,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_lum,uss_20_dem_dav,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
56023000106,WY,Lincoln County,000106,249,11,223,0,3,0,0,0,12,196,3,180,0,3,0,0,0,10,115.3,15.7,98.6,14.7,98.4,13.8,97.6,13.8,132.6,10.8,131.6,11.8,115.3,15.7,98.2,14.1,132.1,11.3,112.3,13.5
56023000107,WY,Lincoln County,000107,107,3,103,0,0,0,0,0,1,85,1,84,0,0,0,0,0,0,67,5,54,6,53,6,55,4,65,7,64,8,67,5,54,5.3,64.5,7.5,59.7,6
56023000108,WY,Lincoln County,000108,575,13,533,0,8,2,0,5,14,434,9,401,0,8,0,0,5,11,303.8,16,258.8,22,249.8,20,250.8,23,289.8,13,294.8,14,303.8,16,253.2,21.6,292.3,13.5,274.6,18
56023000201,WY,Lincoln County,000201,2168,118,1917,7,20,19,1,15,71,1510,76,1357,3,13,14,1,15,31,666.8,66.4,629.1,71.3,589.7,74.4,616,54.3,896.4,102.5,935.7,97.3,666.8,66.4,611.6,66.7,916,99.9,722.3,77.7
56023000202,WY,Lincoln County,000202,658,16,617,1,4,0,1,0,19,442,15,415,1,2,0,1,0,8,232.8,16.9,196,16.9,180.1,17.9,194,13.9,320.4,27.9,323.4,25.9,232.8,16.9,190.1,16.3,321.9,26.9,241.1,19.9
56023000203,WY,Lincoln County,000203,2240,207,1924,5,5,16,0,9,74,1801,149,1578,3,3,13,0,4,51,541,228,454,255,453,227,464,212,685,379,731,359,541,228,457,231.3,708,369,554.7,276.7
56023000204,WY,Lincoln County,000204,1028,31,978,0,3,1,2,2,11,766,26,727,0,3,1,0,0,9,366,42,322,34,294,38,317,32,486,58,492,57,366,42,311,34.7,489,57.5,379.5,43.5
56023000205,WY,Lincoln County,000205,1812,103,1617,3,4,7,0,14,64,1391,66,1256,3,4,7,0,10,45,611,92,475,108,445,96,487,81,788,148,817,134,611,92,469,95,802.5,141,603.8,109.8
56023000206,WY,Lincoln County,000206,1290,34,1218,4,5,6,0,3,20,913,19,867,1,2,4,0,3,17,417,38,378,37,343,39,361,35,546,59,546,58,417,38,360.7,37,546,58.5,431.8,44.3
56023000207,WY,Lincoln County,000207,2278,52,2149,9,10,0,7,8,43,1591,28,1510,4,8,0,7,8,26,838.4,57.7,744.9,46.8,684.2,61.7,724,41.8,1080.2,68.7,1118.9,50.8,838.4,57.7,717.7,50.1,1099.6,59.7,865.1,54.6
56023000208,WY,Lincoln County,000208,1251,75,1122,0,5,5,1,4,39,914,38,838,0,5,5,0,4,24,426,50,388,48,364,43,377,42,599,66,615,62,426,50,376.3,44.3,607,64,461.5,51.8
56023000209,WY,Lincoln County,000209,819,18,772,1,2,3,6,1,16,520,6,497,1,2,0,6,1,7,301.9,11.3,290.6,11.3,265.7,21.2,279.6,18.2,416.6,16.2,411.6,18.2,301.9,11.3,278.6,16.9,414.1,17.2,327.7,16.1
56023000210,WY,Lincoln County,000210,2092,108,1868,0,7,19,1,21,68,1655,61,1516,0,4,15,0,14,45,703,254,665,230,636,227,653,223,983,321,1036,289,703,254,651.3,226.7,1009.5,305,779.3,257.3
56025000101,WY,Natrona County,000101,2436,517,1667,54,48,22,3,15,110,1868,338,1359,40,26,17,0,9,79,319,170,152,171,168,144,152,156,364,208,336,235,319,170,157.3,157,350,221.5,248.5,180.7
56025000102,WY,Natrona County,000102,1698,183,1380,19,37,14,0,2,63,1481,138,1230,14,36,11,0,0,52,316,197.3,219.3,205.3,223.4,192.2,217.3,188.3,312.2,234.4,304.1,253.5,316,197.3,220,195.3,308.2,244,265.4,211.8
56025000103,WY,Natrona County,000103,1925,185,1581,5,19,12,1,16,106,1470,111,1256,4,8,9,1,9,72,429,248,293,301,322,259,317,247,448,344,459,357,429,248,310.7,269,453.5,350.5,378,292.7
56025000104,WY,Natrona County,000104,2001,172,1659,33,14,16,3,9,95,1688,123,1439,28,10,15,3,5,65,555,280,398,295,416,271,433,238,563,369,590,365,555,280,415.7,268,576.5,367,492.5,303
56025000105,WY,Natrona County,000105,1162,94,988,7,12,4,4,3,50,895,66,770,6,12,4,4,3,30,287,200,207,225,229,198,219,190,274,274,292,268,287,200,218.3,204.3,283,271,251.3,225.8
56025000106,WY,Natrona County,000106,3547,316,2866,50,18,56,1,13,227,2562,188,2127,40,15,45,1,12,134,785.2,240.1,510.2,264,528.1,237.2,525.1,225.2,869.9,346.8,863.9,389.6,785.2,240.1,521.1,242.1,866.9,368.2,680.4,283.8
56025000107,WY,Natrona County,000107,1287,114,1083,15,6,4,0,3,62,978,68,858,8,6,3,0,3,32,313,129,203,143,203,142,194,132,324,160,314,187,313,129,200,139,319,173.5,258.5,148.8
56025000109,WY,Natrona County,000109,2308,169,1965,12,19,18,0,5,120,1618,93,1426,6,14,15,0,5,59,817,164,608,215,624,182,636,163,893,261,905,265,817,164,622.7,186.7,899,263,747.2,208.3
56025000111,WY,Natrona County,000111,1359,67,1206,8,11,8,2,1,56,1060,48,949,5,11,6,2,0,39,432,174,334,163,360,130,357,130,478,180,502,169,432,174,350.3,141,490,174.5,410.5,157.7
56025000112,WY,Natrona County,000112,970,113,754,16,14,3,1,7,62,796,93,619,12,14,3,1,3,51,207,88,153,94,157,88,148,83,253,115,263,120,207,88,152.7,88.3,258,117.5,196.8,98
56025000201,WY,Natrona County,000201,2061,208,1699,14,22,13,0,7,98,1602,131,1355,11,15,12,0,3,75,543.3,215.9,347.8,238,369.8,206.9,353.8,198.8,606,273.2,598.8,297.4,543.3,215.9,357.1,214.6,602.4,285.3,469.9,238.4
56025000202,WY,Natrona County,000202,1835,216,1472,19,24,8,1,4,91,1415,134,1182,14,15,8,1,3,58,428,192,266,199,280,180,272,170,456,225,440,253,428,192,272.7,183,448,239,357,203.2
56025000203,WY,Natrona County,000203,1532,142,1289,16,10,9,3,6,57,1143,95,972,11,10,9,3,6,37,412,120,268,148,289,114,276,118,426,167,416,189,412,120,277.7,126.7,421,178,347.8,142.7
56025000204,WY,Natrona County,000204,1381,169,1122,13,4,0,1,4,68,1023,101,874,10,4,0,1,2,31,349,163,249,169,267,151,261,148,383,184,382,195,349,163,259,156,382.5,189.5,315.2,168.3
56025000206,WY,Natrona County,000206,2494,154,2171,31,5,31,0,5,97,1860,98,1651,22,3,21,0,2,63,873,235,678,288,702,247,698,221,938,294,965,289,873,235,692.7,252,951.5,291.5,809,262.3
56025000207,WY,Natrona County,000207,2877,198,2481,12,24,31,4,17,110,2177,114,1934,4,15,31,1,16,62,1018,224.6,718,265,740,226.7,730.1,212.7,1060,295.8,1039,321.9,1018,224.6,729.4,234.8,1049.5,308.8,884.2,257.8
56025000208,WY,Natrona County,000208,3860,353,3232,24,42,14,7,11,177,2711,196,2336,19,29,12,0,11,108,1046.3,212.7,689.9,251.6,700.9,210.7,697.9,208.7,1210,305.5,1182.1,342.4,1046.3,212.7,696.3,223.7,1196.1,324,921.2,255.3
56025000209,WY,Natrona County,000209,1627,200,1306,23,15,4,2,10,67,1195,118,997,18,11,3,0,7,41,448.3,87.5,310.8,105.3,309.9,95.3,316.9,89.3,492.3,109.2,487.2,122.2,448.3,87.5,312.5,96.6,489.8,115.7,394.2,101.5
56025000210,WY,Natrona County,000210,1670,88,1461,12,10,8,0,11,80,1268,51,1150,7,8,8,0,9,35,683,213,562,233,609,187,594,175,685,265,712,277,683,213,588.3,198.3,698.5,271,640.8,225
56025000302,WY,Natrona County,000302,2175,338,1628,27,47,10,4,2,119,1679,217,1325,18,32,9,4,1,73,504.5,186.4,286.1,202.9,323,167.9,299.7,172.8,525.5,231.2,498,272.1,504.5,186.4,302.9,181.2,511.7,251.7,406.1,205.6
56025000303,WY,Natrona County,000303,2105,241,1662,15,22,16,0,15,134,1639,161,1332,14,15,16,0,10,91,587,217,404,242,415,216,416,214,635,281,633,290,587,217,411.7,224,634,285.5,515,243.3
56025000304,WY,Natrona County,000304,3008,292,2490,35,17,33,1,1,139,2198,167,1882,28,13,24,1,1,82,788.8,252.9,521.8,273,525.9,249.8,526.9,226.8,851.1,299.2,844.1,337.4,788.8,252.9,524.9,249.9,847.6,318.3,676.4,273.2
56025000305,WY,Natrona County,000305,1620,102,1416,16,2,6,1,5,72,1286,66,1158,12,1,4,1,0,44,530,180,386,182,404,155,401,148,543,207,527,226,530,180,397,161.7,535,216.5,465.2,183
56025000306,WY,Natrona County,000306,1492,100,1289,9,11,28,0,3,52,1137,57,1017,7,7,25,0,2,22,613,165.7,493.1,185.2,512.9,167.9,517.7,146.9,601.6,235.7,644.7,204.2,613,165.7,507.9,166.7,623.2,220,563.9,184.3
56025000308,WY,Natrona County,000308,3910,339,3208,51,65,59,6,14,168,2952,216,2504,33,39,46,6,10,98,977,292.3,623.9,318.8,664.1,250.1,650.3,254.1,1005.4,396.3,1012.3,420.8,977,292.3,646.1,274.3,1008.8,408.5,822.1,322.1
56025000309,WY,Natrona County,000309,1482,132,1200,13,34,26,0,5,72,1077,78,910,13,15,13,0,4,44,432,125,265,145,273,136,268,122,427,161,434,164,432,125,268.7,134.3,430.5,162.5,349.8,142.2
56025000310,WY,Natrona County,000310,5572,406,4773,70,32,73,5,16,197,4073,252,3568,49,21,59,2,13,109,1796.1,453.8,1357.7,460.6,1389.7,415,1383.9,372.4,1988.1,624.5,2023,610.9,1796.1,453.8,1377.1,416,2005.6,617.7,1656.4,489.6
56025000401,WY,Natrona County,000401,2746,343,2138,19,49,24,7,10,156,1996,214,1634,13,36,16,0,6,77,665.7,150.8,346.5,155.8,362.4,133.4,356.4,138.9,687.8,204.8,644.3,255.2,665.7,150.8,355.1,142.7,666,230,510.5,173.2
56025000402,WY,Natrona County,000402,2056,90,1824,9,10,8,4,17,94,1584,47,1435,7,8,6,3,12,66,887.6,101.4,659,109.6,636.1,103.6,664.9,89.8,1030.4,131.8,1000,166.9,887.6,101.4,653.3,101,1015.2,149.3,813,117.2
56025000501,WY,Natrona County,000501,148,8,123,0,0,1,0,1,15,114,4,97,0,0,0,0,0,13,37,12,38,15,38,15,39,13,53,15,49,15,37,12,38.3,14.3,51,15,42.3,14.2
56025000701,WY,Natrona County,000701,302,25,264,0,0,1,2,0,10,226,10,204,0,0,1,1,0,10,114.7,22.1,87.6,23,89.6,18.1,84.6,18,124.7,17.1,114.7,35.1,114.7,22.1,87.2,19.7,119.7,26.1,102.6,22.2
56025000702,WY,Natrona County,000702,191,27,159,0,0,0,0,2,3,143,14,125,0,0,0,0,1,3,74.3,5.9,60.4,4,55.5,5.9,58.4,5,68.3,7.9,67.3,7.9,74.3,5.9,58.1,5,67.8,7.9,64,6.1
56025000801,WY,Natrona County,000801,4023,395,3355,27,39,12,0,15,180,3076,228,2649,26,32,9,0,11,121,895.8,206.2,563.5,216.7,567.5,186.9,562.8,181.1,1050.3,255.8,1014.7,317.1,895.8,206.2,564.6,194.9,1032.5,286.5,775.8,227.3
56025000802,WY,Natrona County,000802,616,41,548,1,3,3,0,4,16,499,29,458,1,1,0,0,1,9,261.8,53.8,183.8,54.5,186.8,49.4,188.5,46.3,225.1,54.3,219.8,62.5,261.8,53.8,186.3,50.1,222.4,58.4,210.9,53.5
56025000803,WY,Natrona County,000803,1646,115,1405,12,28,6,2,6,72,1206,71,1047,7,22,4,2,3,50,434.8,64.9,290.5,72.3,303.4,58.3,292.9,63.3,484,95.8,454.7,115,434.8,64.9,295.6,64.6,469.3,105.4,376.7,78.3
56025000804,WY,Natrona County,000804,1994,82,1808,17,12,5,9,6,55,1644,58,1497,17,12,5,9,5,41,836.6,118.1,603.4,150.1,601.4,129.1,622.4,105.1,910.7,139.1,880.6,168.2,836.6,118.1,609.1,128.1,895.7,153.6,742.5,134.9
56025000805,WY,Natrona County,000805,2981,284,2466,12,19,25,4,17,154,2010,149,1719,11,12,18,3,11,87,953,93,588,123,575,116,582,97,1074,162,1030,212,953,93,581.7,112,1052,187,800.3,133.8
56025000901,WY,Natrona County,000901,1807,53,1655,4,11,8,0,7,69,1480,38,1377,3,7,5,0,7,43,893.2,153.6,658.7,217.3,669.6,169.6,685.5,157.6,909.5,202.4,893.6,212.5,893.2,153.6,671.2,181.5,901.6,207.5,785,185.5
56025001101,WY,Natrona County,001101,203,8,186,1,1,2,0,0,5,148,2,141,0,1,1,0,0,3,110,4,79,9,85,4,82,10,123,4,117,12,110,4,82,7.7,120,8,99.3,7.2
56025001102,WY,Natrona County,001102,214,9,193,0,3,4,0,0,5,178,4,164,0,3,2,0,0,5,109,20,93,16,89,17,88,16,124,22,125,22,109,20,90,16.3,124.5,22,104.7,18.8
56025001103,WY,Natrona County,001103,450,17,415,0,1,2,0,1,14,340,13,315,0,1,0,0,0,11,217,49,167,37,171,34,165,33,219,54,217,57,217,49,167.7,34.7,218,55.5,192.7,44
56025001104,WY,Natrona County,001104,240,14,205,0,3,2,0,0,16,191,6,167,0,3,0,0,0,15,109,5,80,11,78,12,80,7,113,7,108,10,109,5,79.3,10,110.5,8.5,94.7,8.7
56025001202,WY,Natrona County,001202,576,33,499,3,2,3,0,7,29,471,25,425,0,2,2,0,5,12,280,78,223,71,230,60,223,57,284,89,287,96,280,78,225.3,62.7,285.5,92.5,254.5,75.2
56025001301,WY,Natrona County,001301,203,11,176,3,0,0,0,1,12,147,8,127,3,0,0,0,0,9,86,10,63,12,60,14,61,11,84,19,80,19,86,10,61.3,12.3,82,19,72.3,14.2
56025001302,WY,Natrona County,001302,116,5,107,1,0,1,0,0,2,96,5,88,1,0,1,0,0,1,72,2,48,3,40,4,42,4,72,1,69,4,72,2,43.3,3.7,70.5,2.5,57.2,3
56025001401,WY,Natrona County,001401,33,0,30,0,1,0,0,2,0,23,0,23,0,0,0,0,0,0,25,0,22,2,22,2,22,2,22,1,22,1,25,0,22,2,22,1,22.5,1.3
56025ZZZZZZ,WY,Natrona County,ZZZZZZ,16,1,10,1,1,0,0,0,3,14,1,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56027000102,WY,Niobrara County,000102,88,2,82,0,0,0,0,0,4,74,2,70,0,0,0,0,0,2,60,0,55,0,54,1,55,0,58,0,56,0,60,0,54.7,0.3,57,0,56.3,0.2
56027000302,WY,Niobrara County,000302,96,1,93,0,0,0,0,0,2,89,0,87,0,0,0,0,0,2,57,0,62,3,56,1,55,3,79,1,83,1,57,0,57.7,2.3,81,1,65.3,1.5
56027000401,WY,Niobrara County,000401,166,2,157,0,0,1,0,0,6,134,1,130,0,0,0,0,0,3,98,2,86,3,77,3,88,2,94,3,94,3,98,2,83.7,2.7,94,3,89.5,2.7
56027000601,WY,Niobrara County,000601,930,40,821,6,20,5,2,0,36,807,34,722,5,20,4,2,0,20,291,34,243,39,232,40,230,40,289,34,290,42,291,34,235,39.7,289.5,38,262.5,38.2
56027000602,WY,Niobrara County,000602,1009,27,930,0,7,6,3,0,36,776,17,723,0,7,2,3,0,24,473,71,413,91,385,95,390,75,467,109,477,99,473,71,396,87,472,104,434.2,90
56027000701,WY,Niobrara County,000701,178,4,172,0,0,0,0,0,2,153,2,149,0,0,0,0,0,2,137,8,121,8,114,13,116,10,131,8,133,11,137,8,117,10.3,132,9.5,125.3,9.7
56029000101,WY,Park County,000101,595,20,538,2,6,5,0,5,19,511,12,468,2,4,4,0,3,18,299.8,44,252.8,52,229.8,51,248.8,45,384.6,63,383.6,60,299.8,44,243.8,49.3,384.1,61.5,299.9,52.5
56029000201,WY,Park County,000201,2266,125,2000,5,13,22,0,10,91,1762,82,1582,4,12,18,0,10,54,799.6,145.7,623.9,163.7,615.9,145.7,616.9,135.8,928.4,225.6,950.3,197.7,799.6,145.7,618.9,148.4,939.3,211.6,755.8,169
56029000202,WY,Park County,000202,1779,62,1639,2,2,13,0,13,48,1390,38,1301,0,2,8,0,9,32,613.9,165.4,439.6,187.4,471.6,143.3,448.6,150.3,658.2,227.6,695.3,198.5,613.9,165.4,453.3,160.3,676.8,213,554.5,178.7
56029000301,WY,Park County,000301,1259,48,1169,2,0,5,0,1,34,1008,30,944,2,0,5,0,1,26,535.7,94,457.3,91.3,456.4,76.5,457.3,79.3,619.6,128.2,638,118,535.7,94,457,82.4,628.8,123.1,527.4,97.9
56029000302,WY,Park County,000302,1735,34,1627,2,7,7,1,2,55,1402,21,1328,2,6,5,0,2,38,813.2,169.7,708,167.7,698.1,136.6,701.1,144.6,958.7,244.9,1013.7,202,813.2,169.7,702.4,149.7,986.2,223.5,815.4,177.6
56029000401,WY,Park County,000401,1872,33,1741,1,15,11,0,15,56,1587,21,1489,1,11,7,0,12,46,926.4,174.1,756.4,185.1,736.4,155.1,739.4,166.1,1038.5,234.2,1045.6,218.1,926.4,174.1,744.1,168.7,1042.1,226.1,873.8,188.8
56029000402,WY,Park County,000402,488,21,458,0,0,2,0,3,4,412,14,390,0,0,2,0,3,3,179.1,20.1,155,21.1,145,18.1,147,17.1,199.1,41,200.1,39,179.1,20.1,149,18.8,199.6,40,170.9,26.1
56029000601,WY,Park County,000601,1055,54,944,1,0,3,0,7,46,804,32,741,1,0,3,0,3,24,409,46,343,49,333,52,339,38,494,67,493,63,409,46,338.3,46.3,493.5,65,401.8,52.5
56029000702,WY,Park County,000702,92,5,79,0,3,1,0,0,4,76,5,64,0,3,1,0,0,3,53,9,40,11,36,10,39,8,53,12,51,13,53,9,38.3,9.7,52,12.5,45.3,10.5
56029000801,WY,Park County,000801,184,5,168,0,0,2,0,0,9,152,2,143,0,0,2,0,0,5,118,12,97,18,91,16,95,13,127,17,131,14,118,12,94.3,15.7,129,15.5,109.8,15
56029000802,WY,Park County,000802,317,7,280,4,3,0,0,0,23,265,6,236,4,3,0,0,0,16,155,26,124,30,122,32,124,33,159,34,159,35,155,26,123.3,31.7,159,34.5,140.5,31.7
56029000803,WY,Park County,000803,251,10,225,1,1,0,0,1,13,205,6,188,1,1,0,0,1,8,124.8,11.9,87.1,14.8,87.1,8.9,87.1,11.9,122.8,17.8,123.8,20.8,124.8,11.9,87.1,11.9,123.3,19.3,105.4,14.4
56029000901,WY,Park County,000901,1108,92,935,4,8,21,3,7,38,909,68,779,3,6,20,3,4,26,256,103,178,94,166,96,164,87,270,123,275,120,256,103,169.3,92.3,272.5,121.5,218.2,103.8
56029000902,WY,Park County,000902,695,65,587,3,1,7,0,10,22,572,49,495,2,0,7,0,9,10,226,65,191,60,183,59,201,44,286,73,302,75,226,65,191.7,54.3,294,74,231.5,62.7
56029000904,WY,Park County,000904,1132,81,979,8,6,13,1,9,35,883,62,766,6,6,10,0,4,29,331,123,269,113,265,104,266,102,379,160,396,156,331,123,266.7,106.3,387.5,158,317.7,126.3
56029000905,WY,Park County,000905,926,42,839,0,3,3,1,8,30,718,25,659,0,3,2,0,5,24,338,85,289,86,294,76,293,72,384,118,417,105,338,85,292,78,400.5,111.5,335.8,90.3
56029000907,WY,Park County,000907,2570,360,2052,8,16,17,5,5,107,1909,223,1580,7,16,13,3,1,66,544,169,445,161,430,158,436,154,707,219,730,217,544,169,437,157.7,718.5,218,548.7,179.7
56029001001,WY,Park County,001001,1035,92,886,0,1,8,0,7,41,807,62,707,0,1,5,0,5,27,399,60,302,53,287,52,293,50,487,74,492,71,399,60,294,51.7,489.5,72.5,376.7,60
56029001002,WY,Park County,001002,1440,76,1314,0,3,5,0,9,33,1148,54,1060,0,3,5,0,9,17,583,110.1,510.7,111.1,502.7,105.1,509.7,99.2,762.5,125.9,790.3,112,583,110.1,507.7,105.1,776.4,119,609.8,110.6
56029001102,WY,Park County,001102,103,3,93,0,0,2,0,0,5,91,1,84,0,0,2,0,0,4,53,15,40,11,39,11,40,11,55,15,56,14,53,15,39.7,11,55.5,14.5,47.2,12.8
56029001601,WY,Park County,001601,988,29,919,0,1,5,0,0,34,868,26,812,0,1,5,0,0,24,430.2,166.2,375.1,148.2,360.1,148.2,369.1,140.2,500.2,212.3,505.2,196.3,430.2,166.2,368.1,145.5,502.7,204.3,423.3,168.6
56029002101,WY,Park County,002101,1158,71,1026,2,4,5,0,17,33,919,56,809,2,4,5,0,13,30,534.2,71.8,409.4,67.9,392.3,56.7,404.5,54.8,641.5,73,638.5,81,534.2,71.8,402.1,59.8,640,77,503.4,67.5
56029002301,WY,Park County,002301,601,62,509,0,5,4,0,6,15,443,39,379,0,5,4,0,4,12,262.2,37,224.6,43.8,214.5,36.8,229.5,36.9,345.7,44.5,343.2,40.7,262.2,37,222.9,39.2,344.4,42.6,270,39.9
56029002401,WY,Park County,002401,1744,102,1520,2,13,18,0,6,83,1380,49,1240,2,10,11,0,6,62,505,138,335,167,340,145,330,151,540,232,552,217,505,138,335,154.3,546,224.5,433.7,175
56029002402,WY,Park County,002402,900,49,807,4,0,5,0,3,32,678,34,610,4,0,4,0,3,23,326,96,254,89,253,70,246,84,337,132,360,116,326,96,251,81,348.5,124,296,97.8
56029002403,WY,Park County,002403,440,22,398,0,0,8,0,0,12,335,15,307,0,0,5,0,0,8,152,50,119,36,120,30,121,30,163,48,165,47,152,50,120,32,164,47.5,140,40.2
56029002501,WY,Park County,002501,1246,74,1092,2,7,9,4,2,56,981,48,882,1,7,9,2,2,30,422,156,329,171,347,139,339,134,454,211,488,178,422,156,338.3,148,471,194.5,396.5,164.8
56029002502,WY,Park County,002502,756,29,703,4,1,4,1,0,14,606,10,583,2,0,4,1,0,6,322,94,286,101,295,81,290,82,345,139,376,105,322,94,290.3,88,360.5,122,319,100.3
56029002503,WY,Park County,002503,889,24,789,2,1,6,1,2,64,720,16,649,0,1,5,0,2,47,404.3,78.2,297.1,85.2,304.1,64.1,293.1,62.1,413.5,98.3,418.5,87.3,404.3,78.2,298.1,70.5,416,92.8,355.1,79.2
56031000014,WY,Platte County,000014,139,25,106,0,0,0,0,0,8,106,16,83,0,0,0,0,0,7,15.4,2.4,13.1,2.9,11.8,3,13.2,2.3,17.4,2.7,17.4,3,15.4,2.4,12.7,2.7,17.4,2.9,14.7,2.7
56031000101,WY,Platte County,000101,931,141,710,3,34,5,0,6,32,748,94,595,1,31,2,0,6,19,259,55,214,60,182,73,205,56,291,80,297,81,259,55,200.3,63,294,80.5,241.3,67.5
56031000102,WY,Platte County,000102,640,54,541,0,0,11,0,2,32,501,29,439,0,0,9,0,2,22,238,81,189,84,176,83,195,65,261,94,279,76,238,81,186.7,77.3,270,85,223,80.5
56031000103,WY,Platte County,000103,1155,115,976,6,0,13,0,8,37,917,78,803,0,0,8,0,6,22,420,93,346,124,319,125,350,105,461,152,491,142,420,93,338.3,118,476,147,397.8,123.5
56031000104,WY,Platte County,000104,862,63,759,0,2,7,0,2,29,693,43,619,0,2,6,0,2,21,284,78,226,82,223,83,236,65,322,96,336,92,284,78,228.3,76.7,329,94,271.2,82.7
56031000106,WY,Platte County,000106,774,33,707,0,4,0,1,6,23,619,21,572,0,3,0,1,3,19,419.6,66.6,356.9,78.1,321.2,81,359.8,62.7,473.6,74.3,473.6,82,419.6,66.6,346,74,473.6,78.1,400.8,74.1
56031000201,WY,Platte County,000201,1311,154,1099,3,16,4,1,3,31,1036,101,895,0,10,4,1,0,25,449,136,379,155,363,157,376,144,548,142,552,159,449,136,372.7,152,550,150.5,444.5,148.8
56031000301,WY,Platte County,000301,167,8,154,0,0,0,0,0,5,137,7,126,0,0,0,0,0,4,46,20,40,13,33,18,37,13,57,25,61,24,46,20,36.7,14.7,59,24.5,45.7,18.8
560310006-2,WY,Platte County,0006-2,237,8,223,0,3,0,0,0,3,205,3,196,0,3,0,0,0,3,139.4,21.5,111.7,24.4,104.6,26.4,113.6,19.4,148.1,26.5,147,23.8,139.4,21.5,110,23.4,147.6,25.2,127.4,23.7
56031000601,WY,Platte County,000601,409,12,379,2,4,1,0,0,11,330,8,309,0,4,1,0,0,8,178.6,27.5,140.3,21.6,136.4,21.6,137.4,19.6,216.9,28.5,209,40.2,178.6,27.5,138,20.9,212.9,34.3,169.8,26.5
56031000901,WY,Platte County,000901,103,7,96,0,0,0,0,0,0,87,6,81,0,0,0,0,0,0,62,9,53,15,48,15,55,11,60,10,60,13,62,9,52,13.7,60,11.5,56.3,12.2
56031001001,WY,Platte County,001001,339,14,318,1,0,0,0,1,5,274,11,258,0,0,0,0,0,5,166,21,131,27,117,35,138,26,173,30,173,35,166,21,128.7,29.3,173,32.5,149.7,29
56031001201,WY,Platte County,001201,997,42,914,2,0,1,2,1,35,794,33,735,0,0,1,2,1,22,479,57,401,66,385,66,399,52,554,73,554,71,479,57,395,61.3,554,72,462,64.2
56031002001,WY,Platte County,002001,541,19,487,2,4,1,0,4,24,442,10,407,0,4,1,0,4,16,281,51,249,48,224,58,242,40,315,56,312,56,281,51,238.3,48.7,313.5,56,270.5,51.5
56033001-01,WY,Sheridan County,001-01,1412,112,1185,5,18,19,1,2,70,1150,86,981,2,13,17,1,2,48,353.2,80,252.4,95.1,257.1,76.3,251.4,85.7,436,116.8,453.9,110.2,353.2,80,253.6,85.7,445,113.5,334,94
56033002-01,WY,Sheridan County,002-01,1354,89,1156,6,12,12,2,6,71,1060,60,923,6,12,8,2,5,44,387.8,88.4,254.6,105,273.1,91.3,259.5,93.3,426.6,126.3,440.2,120.5,387.8,88.4,262.4,96.5,433.4,123.4,340.3,104.2
56033002-02,WY,Sheridan County,002-02,894,34,802,9,5,0,1,2,41,699,19,641,8,1,0,1,2,27,251,127,212,136,236,112,226,117,284,178,312,162,251,127,224.7,121.7,298,170,253.5,138.7
56033002-03,WY,Sheridan County,002-03,2029,100,1817,0,18,11,2,1,80,1558,69,1394,0,17,11,2,0,65,545.6,166,445.1,173.2,457.7,153.5,451.4,149,634.5,245.9,658.7,236.9,545.6,166,451.4,158.6,646.6,241.4,532.2,187.4
56033002-04,WY,Sheridan County,002-04,1731,111,1503,6,13,8,1,7,82,1314,61,1183,4,7,7,1,6,45,451.3,148.1,322.2,148.1,333.3,131.1,332.3,116.1,491.4,212.1,524.4,195.1,451.3,148.1,329.3,131.8,507.9,203.6,409.1,158.4
56033002-05,WY,Sheridan County,002-05,2251,116,2017,2,15,14,0,9,78,1725,65,1572,2,10,14,0,8,54,734,284,653,307,729,236,690,251,804,390,881,330,734,284,690.7,264.7,842.5,360,748.5,299.7
56033003-02,WY,Sheridan County,003-02,651,29,580,8,6,1,0,1,26,558,24,502,8,4,1,0,1,18,171,138,150,139,172,116,154,122,199,187,220,171,171,138,158.7,125.7,209.5,179,177.7,145.5
56033003-03,WY,Sheridan County,003-03,268,8,248,0,0,0,0,6,6,207,5,190,0,0,0,0,6,6,109.5,37.8,92,46,98.6,37.2,93.6,34.5,119.4,60.8,124.3,53.1,109.5,37.8,94.7,39.2,121.8,56.9,106.2,44.9
56033003-04,WY,Sheridan County,003-04,1409,55,1261,4,6,9,2,7,65,1078,34,979,3,4,9,2,7,40,464,169,372,199,408,168,384,166,518,193,536,189,464,169,388,177.7,527,191,447,180.7
56033003-05,WY,Sheridan County,003-05,1615,85,1432,8,10,10,0,5,65,1256,52,1140,8,9,10,0,5,32,543.5,171.7,467.4,186.4,509.4,146.4,490.8,149.3,631.3,248.8,666.4,228.3,543.5,171.7,489.2,160.7,648.9,238.6,551.5,188.5
