GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_war,uss_18_rep_die,gov_18_rep_bak,gov_18_dem_gon,atg_18_dem_hea,atg_18_rep_mcm,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_mar,uss_20_rep_oco,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
25025001602,MA,Suffolk County,001602,1378,130,616,123,6,423,0,18,62,1140,90,566,96,6,321,0,15,46,510,183.8,392.8,172.8,333.1,235.9,436.4,128.2,529.8,255.3,529.4,243.8,183.8,510,211.4,355,249.5,529.6,219.5,439
25025001603,MA,Suffolk County,001603,2518,344,440,840,10,685,4,48,147,2000,254,398,659,10,529,4,35,111,870.7,106.1,631.4,103.1,312.6,418,624.4,98.1,801.7,211.1,790.7,198.1,106.1,870.7,171.3,557.9,204.6,796.2,171.5,689.5
25025001604,MA,Suffolk County,001604,2317,348,578,556,2,617,0,73,143,1867,233,520,456,2,489,0,63,104,696,111,502,132,323,329,551,95,752,200,759,181,111,696,183.3,460.7,190.5,755.5,173.7,598.2
25025001605,MA,Suffolk County,001605,2315,284,879,483,4,487,0,36,142,1841,187,790,338,4,385,0,29,108,779,175,588,169,442,333,626,141,788,255,788,235,175,779,250.7,515.7,245,788,236.2,650.3
25025001606,MA,Suffolk County,001606,3150,347,746,847,3,999,0,32,176,2571,270,657,708,3,781,0,28,124,995,167,744,174,427,504,769,150,1021,297,1038,274,167,995,250.3,672.3,285.5,1029.5,248.2,845.2
25025001607,MA,Suffolk County,001607,1743,107,1176,163,3,154,0,46,94,1419,83,999,125,3,108,0,32,69,589,305,440,314,536,250,571,212,647,329,656,317,305,589,354,420.3,323,651.5,335.5,525.5
25025001608,MA,Suffolk County,001608,2088,224,1191,332,0,235,0,20,86,1738,162,1031,270,0,192,0,11,72,748,241,615,283,541,365,719,183,828,290,817,292,241,748,335.7,566.3,291,822.5,305,682
25025001609,MA,Suffolk County,001609,2131,52,1853,33,0,125,0,17,51,1789,45,1560,30,0,103,0,14,37,669.9,510.3,557.1,503.3,783.2,292.1,754,309.8,789.6,565.3,771.6,545.6,510.3,669.9,532.1,534.4,555.4,780.6,536.2,639
25025001610,MA,Suffolk County,001610,2179,146,1445,220,4,260,0,24,80,1827,106,1252,188,4,206,0,13,58,538.8,313,413.9,273.8,482.2,227.9,512.6,187.8,613.3,375,617.6,364.1,313,538.8,314.6,384.8,369.6,615.5,332.6,487.4
25025001611,MA,Suffolk County,001611,2092,164,1238,306,1,234,0,30,119,1711,116,1062,239,1,194,0,21,78,677.9,263.4,563,267,517.7,316.8,650.8,186.4,688.8,329.5,688.8,313.2,263.4,677.9,323.7,510.2,321.3,688.8,312.9,597.7
25025001612,MA,Suffolk County,001612,1590,35,1391,79,0,32,0,6,47,1305,27,1141,72,0,27,0,4,34,421,408.1,327.8,422.9,612.1,150.5,516.1,226.2,483.8,458.9,483.8,434.9,408.1,421,420.4,331.5,446.9,483.8,427.2,397.2
25025001701,MA,Suffolk County,001701,2204,553,88,1225,8,66,0,71,193,1614,372,74,918,7,47,0,54,142,726,30,480,28,220,287,471,27,679,56,677,45,30,726,91.7,412.7,50.5,678,67.7,553.3
25025001702,MA,Suffolk County,001702,1393,256,100,647,1,226,0,22,141,1130,201,88,525,1,183,0,17,115,499,33,377,29,156,255,379,27,530,65,531,53,33,499,70.7,337,59,530.5,60.5,428.5
25025001703,MA,Suffolk County,001703,2933,515,374,1665,10,134,0,54,181,2283,347,335,1311,10,112,0,37,131,1143,50,855,45,345,557,834,52,1172,91,1138,104,50,1143,147.3,748.7,97.5,1155,114.5,949.8
25025001704,MA,Suffolk County,001704,2952,343,632,1421,6,299,1,42,208,2368,235,551,1152,6,246,0,31,147,1169,112,922,125,503,543,926,103,1317,183,1302,185,112,1169,243.7,797,184,1309.5,201.8,1029.8
25025001705,MA,Suffolk County,001705,1786,522,42,1048,7,46,3,15,103,1250,327,30,773,7,32,0,10,71,509,15,375,5,147,238,350,15,552,31,545,23,15,509,55.7,321,27,548.5,39.3,428.2
25025001706,MA,Suffolk County,001706,2018,422,374,840,11,196,2,44,129,1631,303,330,706,7,138,2,42,103,821,44,635,40,257,423,630,45,864,74,848,66,44,821,114,562.7,70,856,87.7,703.5
25025001707,MA,Suffolk County,001707,1363,242,52,900,4,36,0,19,110,1037,153,50,703,4,28,0,17,82,448,15,338,17,139,222,341,21,467,27,456,29,15,448,59,300.3,28,461.5,41.3,378.7
25025001708,MA,Suffolk County,001708,2007,506,105,1183,20,57,2,52,82,1523,353,96,914,19,43,1,39,58,730,32,609,27,240,395,596,24,773,53,764,49,32,730,97,533.3,51,768.5,70.8,644.5
25025001709,MA,Suffolk County,001709,1290,181,451,458,0,89,2,30,79,1037,129,389,364,0,71,2,23,59,632.3,38.9,545.6,33.9,218.4,364,533.6,36.9,655.3,48.9,655.3,50.9,38.9,632.3,96.4,481.1,49.9,655.3,71.3,564.3
25025001710,MA,Suffolk County,001710,2626,426,97,1770,6,92,0,50,185,1987,278,92,1387,6,68,0,33,123,1019.2,36.2,737.7,18.1,301.1,451.8,709.4,34.2,1015.5,63.5,1005.4,57.4,36.2,1019.2,117.8,633,60.4,1010.4,85.1,823.2
25025001711,MA,Suffolk County,001711,984,150,189,480,3,72,0,30,60,825,111,185,396,3,54,0,25,51,389,14,291,12,80,225,282,18,416,22,417,25,14,389,36.7,266,23.5,416.5,28.5,336.7
25025001712,MA,Suffolk County,001712,1417,206,160,867,0,60,0,19,105,1158,141,142,726,0,53,0,13,83,612,39,529,34,239,316,530,26,676,54,667,48,39,612,99.7,458.3,51,671.5,73.3,555
25025001713,MA,Suffolk County,001713,1796,165,888,462,2,191,1,16,71,1575,143,821,391,2,149,1,11,57,705.8,134.3,589.4,140.9,378.4,366,629.8,104.3,775.2,175.7,764,172.8,134.3,705.8,207.9,528.4,174.3,769.6,184.4,638.4
25025001714,MA,Suffolk County,001714,1681,175,491,779,5,105,0,29,97,1424,135,465,644,5,87,0,24,64,837.7,106.1,695,96.1,348.9,456.2,724,66.1,855.6,127.2,836.5,129.1,106.1,837.7,170.3,625.1,128.1,846.1,145.6,734.2
25025001801,MA,Suffolk County,001801,3423,839,179,2109,11,48,2,51,184,2609,555,166,1660,10,42,2,37,137,1337.4,48.6,988.9,44.7,428.9,624.5,991.9,33.8,1295.7,80.4,1263.9,71.5,48.6,1337.4,169.1,868.4,76,1279.8,118,1083.7
25025001802,MA,Suffolk County,001802,2462,410,25,1876,14,8,2,10,117,1944,290,16,1512,11,6,2,10,97,947.8,17.8,696.3,10.8,293.9,417.2,675.6,17.8,970.5,36.5,963.6,27.6,17.8,947.8,107.5,596.4,32.1,967.1,67.4,778.5
25025001803,MA,Suffolk County,001803,2810,414,51,2158,3,11,4,24,145,2142,274,42,1695,3,7,4,19,98,1096,18,844,14,350,508,806,26,1119,35,1091,40,18,1096,130,719.3,37.5,1105,80.5,910.7
25025001804,MA,Suffolk County,001804,2958,417,67,2241,3,25,1,27,177,2325,272,57,1815,0,20,0,20,141,1084,42.3,817.4,31.4,374.3,481.4,797.9,37.6,1171.2,73.7,1162,62.6,42.3,1084,147.7,698.9,68.2,1166.6,103.6,919
25025001805,MA,Suffolk County,001805,2464,347,95,1869,4,13,0,21,115,1953,227,89,1516,4,12,0,20,85,931.8,37.5,861.6,29.8,380.8,505.8,843.3,36.5,1156.8,54.8,1147.2,53.9,37.5,931.8,149,736.9,54.3,1152,98.9,907.8
25025001806,MA,Suffolk County,001806,2800,478,100,2018,9,25,0,18,152,2281,355,88,1679,7,17,0,17,118,1343,49,1136,48,499,686,1102,46,1437,54,1394,63,49,1343,197.7,974.7,58.5,1415.5,126.5,1183
25025001807,MA,Suffolk County,001807,2365,855,461,806,0,98,0,46,99,1892,651,415,650,0,83,0,44,49,932,107,764,93,379,476,765,88,1029,136,1020,135,107,932,186.7,668.3,135.5,1024.5,156.3,831
25025001808,MA,Suffolk County,001808,3961,1291,445,1951,1,97,1,28,147,3214,976,397,1622,1,83,1,20,114,1646,147,1286,125,571,830,1277,108,1746,197,1742,166,147,1646,268,1131,181.5,1744,219,1421.2
25025001809,MA,Suffolk County,001809,2035,486,881,513,1,59,0,20,75,1652,372,760,413,1,55,0,13,38,923,164,787,162,429,529,832,122,963,191,973,170,164,923,237.7,716,180.5,968,206.3,834.5
25025001810,MA,Suffolk County,001810,2917,571,1642,450,2,108,0,20,124,2391,457,1386,358,2,98,0,20,70,1321,201,1214,196,590,825,1264,146,1517,244,1506,243,201,1321,310.7,1101,243.5,1511.5,270,1274.5
25025001811,MA,Suffolk County,001811,2392,714,442,1035,3,73,1,19,105,1804,503,383,771,3,67,0,9,68,851.9,87.6,675.9,84.5,338.9,431.5,684,73.3,866.1,108.6,869.1,98.6,87.6,851.9,165.6,597.1,103.6,867.6,131.9,729.8
25025001812,MA,Suffolk County,001812,2367,607,657,883,9,46,1,17,147,1903,453,578,725,9,33,1,3,101,926,187,771,174,496,431,785,147,987,194,994,175,187,926,272.3,662.3,184.5,990.5,228.8,815.7
25025001813,MA,Suffolk County,001813,1636,486,270,771,7,23,2,17,60,1328,362,236,642,7,20,2,14,45,552.5,56.8,447.5,54.9,210.8,291.6,467.8,38.5,597.7,82.8,591,66.4,56.8,552.5,101.4,402.3,74.6,594.3,85,491.3
25025001814,MA,Suffolk County,001814,1648,645,186,738,3,15,0,6,55,1326,494,165,597,3,14,0,6,47,616,67,468,40,200,312,471,36,671,83,674,78,67,616,92,417,80.5,672.5,84,535.3
25025001815,MA,Suffolk County,001815,2540,583,203,1633,1,21,0,21,78,1952,418,166,1278,1,19,0,12,58,939.7,69.2,769.8,59.1,318.9,513.9,778.5,43.5,1090.3,87.2,1087.1,62.5,69.2,939.7,140.5,687.4,74.8,1088.7,106.7,863.2
25025001816,MA,Suffolk County,001816,2413,402,1192,590,4,106,7,23,89,1932,297,1007,459,4,76,7,13,69,836,346,721,330,671,391,818,247,982,334,968,331,346,836,416,643.3,332.5,975,376.5,786
25025001817,MA,Suffolk County,001817,2430,790,531,945,3,52,0,27,82,1852,538,466,725,3,46,0,23,51,909.6,166.4,719,145,433.9,432,748.1,107,956.4,194.6,974.8,164.4,166.4,909.6,228.6,633,179.5,965.6,201.9,790
25025001818,MA,Suffolk County,001818,2983,863,633,1296,8,44,0,27,112,2476,680,573,1082,6,42,0,15,78,1120,205,929,183,540,575,947,140,1233,242,1213,220,205,1120,287.7,817,231,1223,255,1002.8
25025001819,MA,Suffolk County,001819,3759,821,895,1726,4,104,2,46,161,2949,595,792,1339,3,89,2,40,89,1484.2,269.5,1234.1,245.6,756.3,751.6,1305.1,187.8,1694.9,310.6,1681.8,301.6,269.5,1484.2,396.6,1096.9,306.1,1688.4,345.2,1358.6
25025001820,MA,Suffolk County,001820,3467,659,1446,983,2,113,0,92,172,2754,475,1257,729,0,95,0,75,123,1027.2,425.1,874.9,425.4,796.8,512.5,1003.8,300.2,1160.7,432.8,1154.4,428,425.1,1027.2,507.5,797.1,430.4,1157.5,468.1,955.6
25025001821,MA,Suffolk County,001821,3109,496,47,2356,5,10,1,25,169,2469,373,40,1920,5,7,1,10,113,1223,38,958,25,413,566,925,29,1311,59,1294,53,38,1223,155.7,816.3,56,1302.5,102.8,1046.2
25025001822,MA,Suffolk County,001822,2214,602,954,479,1,65,0,21,92,1829,482,827,385,1,52,0,18,64,924.1,324.3,792.3,278.4,613.7,473,880.1,202.6,1028.8,329.3,1036.8,324.3,324.3,924.1,364.9,715.2,326.8,1032.8,345.4,855.9
25025001901,MA,Suffolk County,001901,1760,216,1249,85,2,93,0,8,107,1522,193,1097,78,2,82,0,8,62,1008,29,972,35,238,781,989,34,1036,40,1047,44,29,1008,102.3,914,42,1041.5,70,972.2
25025001902,MA,Suffolk County,001902,2223,159,1675,114,5,123,3,12,132,1832,115,1441,99,4,108,3,4,58,1052.6,242,966.2,261.1,649.6,593.6,1022.3,219.3,1187,222,1159.7,262.2,242,1052.6,376.7,860.7,242.1,1173.4,309.4,996.9
25025001903,MA,Suffolk County,001903,1469,104,1127,57,2,118,0,9,52,1289,70,1011,46,2,110,0,8,42,772,62,769,60,345,495,790,46,895,56,892,68,62,772,150.3,684.7,62,893.5,106.2,768.9
25025001904,MA,Suffolk County,001904,1985,274,1414,88,3,114,0,6,86,1732,234,1264,82,2,102,0,6,42,1185.4,42.2,1158.8,34.3,312,883.2,1153.9,43.3,1268.8,29.2,1256.7,46.4,42.2,1185.4,129.8,1065.3,37.8,1262.8,84.6,1151.1
25025001905,MA,Suffolk County,001905,1873,265,1221,194,5,107,0,15,66,1706,233,1117,189,5,101,0,15,46,912,68,875,53,304,631,884,55,1007,76,1002,83,68,912,137.3,796.7,79.5,1004.5,106.5,885.2
25025001906,MA,Suffolk County,001906,2165,180,1578,95,3,146,0,28,135,1870,137,1408,91,3,128,0,22,81,1347.6,51.8,1221.2,59.7,412,890.8,1238.1,57.7,1439.2,53.8,1424.3,75.6,51.8,1347.6,176.5,1116.7,64.7,1431.7,118.4,1260.2
25025001907,MA,Suffolk County,001907,2624,620,1354,261,2,224,4,31,128,2145,461,1182,196,1,199,4,21,81,1240.6,81.7,1172.6,86.5,372.2,903.2,1210.6,64.2,1443.7,95.8,1438.2,112,81.7,1240.6,174.3,1095.5,103.9,1440.9,135.4,1234.8
25025001908,MA,Suffolk County,001908,1121,61,902,33,0,59,0,2,64,938,52,760,29,0,59,0,2,36,647,34,603,50,240,413,613,41,692,36,678,63,34,647,110.3,543,49.5,685,77.3,607.7
25025001909,MA,Suffolk County,001909,1042,63,809,38,1,65,0,4,62,879,53,690,33,1,59,0,4,39,566.7,40,530.2,32,175.9,399.7,534.7,35.5,598.6,38.2,596.9,46.2,40,566.7,81.1,488.2,42.2,597.7,61.3,537.8
25025001910,MA,Suffolk County,001910,2571,653,1138,537,4,70,1,29,139,2057,467,946,454,4,68,0,24,94,1091,142,971,114,441,657,993,89,1214,161,1195,157,142,1091,214.7,873.7,159,1204.5,184,1020.2
25025001911,MA,Suffolk County,001911,2673,1225,542,731,1,69,0,19,86,2048,882,484,551,0,53,0,15,63,1132.5,66.7,896.9,55.5,304.4,642.6,884.5,64.9,1114.2,124.5,1117,110.6,66.7,1132.5,141.6,808,117.5,1115.6,121.1,964.6
25025001912,MA,Suffolk County,001912,1592,385,837,232,1,50,2,13,72,1341,311,726,198,0,46,2,12,46,808.3,106.1,722.2,104.1,328.4,501,751.3,86.1,865.5,110.1,844.5,118.1,106.1,808.3,172.9,658.2,114.1,855,142.1,748.8
25025001913,MA,Suffolk County,001913,1642,534,591,400,1,49,0,6,61,1372,445,534,312,1,44,0,5,31,640.9,71.5,515.6,62.9,226.8,360.1,528.2,55.3,636.5,90.9,635.6,89.1,71.5,640.9,115,468,90,636.1,99.4,552.8
25025002001,MA,Suffolk County,002001,2183,115,1780,105,0,88,0,16,79,1858,85,1548,94,0,69,0,7,55,1117.1,258.1,974.6,238.8,584.9,633.5,1048.6,183.1,1266.4,264.9,1260.9,273,258.1,1117.1,335.6,885.5,268.9,1263.6,300.5,1050.2
25025002002,MA,Suffolk County,002002,2421,478,1441,254,4,117,0,24,103,1967,357,1212,203,4,99,0,20,72,985.5,173.1,866.2,152,456.6,590.5,908.5,125.8,1131.8,210.8,1130.8,211.7,173.1,985.5,244.8,788.4,211.2,1131.3,221.7,935.5
25025002003,MA,Suffolk County,002003,2720,456,1352,490,9,293,1,20,99,2269,364,1191,375,9,244,1,19,66,756.6,320,651.9,308.2,605.3,375.4,730.6,242.3,886.7,360.9,885.6,337.3,320,756.6,385.3,586,349.1,886.1,362.3,714.5
25025002004,MA,Suffolk County,002004,1657,157,1278,67,2,60,0,12,81,1375,123,1084,51,2,52,0,8,55,639.8,77.9,612.4,80.2,259.1,430.5,632.4,60.9,735.6,86.1,737.1,92,77.9,639.8,133.4,558.4,89.1,736.3,109.4,631.3
25025002005,MA,Suffolk County,002005,2200,238,1653,98,4,142,1,4,60,1864,187,1431,86,3,122,0,0,35,780.1,394.3,616.5,396.2,665.5,349,731.7,276.8,956.1,414.4,903.8,433.1,394.3,780.1,446.2,565.7,423.7,930,430,722.9
25025002006,MA,Suffolk County,002006,2012,113,1651,44,0,130,0,5,69,1739,86,1463,39,0,108,0,5,38,928.6,358.8,781.3,376.8,750.5,425.7,929.6,255.6,1058,342.8,1031.9,382.9,358.8,928.6,461,712.2,362.8,1044.9,411.2,859.2
25025002007,MA,Suffolk County,002007,1310,104,1006,50,0,97,0,16,37,1108,79,870,45,0,83,0,11,20,586.1,205.6,552.3,210.6,430.1,339.8,628.8,151,673.5,183.8,660.6,204.6,205.6,586.1,263.9,507,194.2,667.1,231,573.5
25025002008,MA,Suffolk County,002008,1609,221,1154,88,4,47,0,6,89,1279,165,951,77,4,38,0,4,40,691.8,179.8,645.6,168,384.2,440.2,708.5,113,787.1,183.8,782.1,187.7,179.8,691.8,221.7,598.1,185.7,784.6,202.7,675.9
25025002009,MA,Suffolk County,002009,1969,409,1166,211,2,70,0,19,92,1581,301,984,151,2,54,0,16,73,790.2,214.2,679.4,188,416.8,458.8,741.5,137,878.9,230.2,873.9,228.3,214.2,790.2,247.3,626.6,229.3,876.4,235.8,737.1
25025002010,MA,Suffolk County,002010,2897,345,1864,287,2,302,0,15,82,2286,240,1528,215,1,240,0,15,47,1003.6,494.4,824.4,484.6,882.9,439.6,981.2,355.6,1175.3,510.4,1156.4,510.6,494.4,1003.6,574.4,748.4,510.5,1165.8,539.8,930.1
25025002011,MA,Suffolk County,002011,1014,54,827,24,0,71,0,7,31,835,38,692,18,0,65,0,6,16,470,165,431,167,355,247,488,125,560,173,557,182,165,470,215.7,388.7,177.5,558.5,194.5,458.8
25025002012,MA,Suffolk County,002012,1387,103,1114,40,0,76,0,4,50,1131,71,933,26,0,60,0,4,37,549,263,446,254,488,224,550,169,668,250,654,275,263,549,303.7,406.7,262.5,661,283.2,515.2
25025002013,MA,Suffolk County,002013,1169,55,1022,25,0,32,0,7,28,961,39,846,24,0,31,0,4,17,508,229,444,271,481,239,543,178,581,260,556,276,229,508,310,408.7,268,568.5,282.5,478.5
25025002014,MA,Suffolk County,002014,1223,48,1075,19,0,44,0,3,34,948,38,844,19,0,34,0,0,13,459,245,412,268,465,223,511,188,593,233,573,260,245,459,307,382,246.5,583,276.5,461.8
25025002015,MA,Suffolk County,002015,2580,311,1695,179,2,260,0,17,116,2097,225,1428,137,2,214,0,16,75,879.4,462.9,722.2,422.9,750.4,396.7,870.5,291.6,976.6,495.9,970.6,493.9,462.9,879.4,488.3,663.1,494.9,973.6,486.2,802.7
25025002016,MA,Suffolk County,002016,2638,273,1856,181,5,223,0,20,80,2235,226,1615,151,4,177,0,9,53,843.7,509.2,704.9,503.2,798.8,402.4,860.6,351.4,960.5,550.1,976.5,541.1,509.2,843.7,551.1,656,545.6,968.5,542.3,791.4
25025002017,MA,Suffolk County,002017,2746,213,2076,92,0,219,0,22,124,2225,150,1737,72,0,174,0,12,80,1048.9,494.1,862.5,544.8,945.9,444.9,1039.7,376,1187.4,543.1,1164.4,555.3,494.1,1048.9,622.2,782.3,549.2,1175.9,576.5,958
25025002018,MA,Suffolk County,002018,1321,67,1050,66,1,104,0,6,27,1101,52,882,55,1,86,0,6,19,550,174,498,190,398,290,562,138,640,198,628,199,174,550,242,450,198.5,634,216.2,528
25025002019,MA,Suffolk County,002019,1420,90,1120,31,1,117,0,19,42,1091,55,904,25,1,75,0,10,21,488.1,227.8,380.6,252.8,450.1,197.3,469.6,187.1,594.6,238,564,262.1,227.8,488.1,296.7,349.2,250.1,579.3,269.7,449
25025002020,MA,Suffolk County,002020,2807,248,1971,124,0,323,0,35,106,2376,198,1691,109,0,280,0,29,69,1001.3,380.4,853.1,386.3,756.4,483.1,971.9,284.3,1124.4,399.2,1111.1,411,380.4,1001.3,475.7,769.3,405.1,1117.8,436.3,924.1
25025002023,MA,Suffolk County,002023,2995,928,286,1599,2,47,0,32,101,1939,559,226,1035,2,37,0,19,61,882.8,67.7,693.5,40.2,293.3,439.4,664.1,44.1,868.1,109.9,867.1,90.2,67.7,882.8,125.9,599,100,867.6,107.6,735.8
25025002071,MA,Suffolk County,002071,3224,432,2519,70,7,58,0,28,110,2654,314,2141,59,5,45,0,16,74,854.8,748.1,662.3,608,966.8,318.4,843.9,465.2,1007,753.7,1073.3,657.6,748.1,854.8,680,608.2,705.6,1040.1,699.9,793.3
25025002072,MA,Suffolk County,002072,2988,340,2428,36,0,39,1,29,115,2357,203,2014,25,0,37,1,18,59,826.6,679.7,625.6,612.1,946.5,292.1,856.7,403.2,994.5,708.2,1017.7,648.7,679.7,826.6,653.9,591.5,678.5,1006.1,666.4,768.9
25025002073,MA,Suffolk County,002073,3289,489,2488,62,11,37,4,36,162,2736,381,2122,54,5,32,4,23,115,781.1,515.7,643.3,396.5,714.4,331.4,776.1,297.6,933.3,466.6,965.4,421,515.7,781.1,469.5,583.6,443.8,949.4,468.6,738.4
25025002074,MA,Suffolk County,002074,3518,453,2769,90,1,54,0,44,107,2947,326,2383,73,1,52,0,37,75,806,524,624,469,832,265,768,348,939,556,990,478,524,806,549.7,552.3,517,964.5,534.5,732
25025002075,MA,Suffolk County,002075,3038,285,2548,53,0,33,0,34,85,2438,194,2106,42,0,31,0,23,42,851.5,680.1,701.6,547.1,934.6,339.9,879.7,402,1090.6,622.2,1099.3,600.8,680.1,851.5,627.9,640.4,611.5,1095,631.1,827.1
25025002076,MA,Suffolk County,002076,3259,414,2493,101,6,68,0,32,145,2761,312,2176,86,6,49,0,28,104,917,593,736,460,844,373,888,349,1134,564,1187,495,593,917,551,665.7,529.5,1160.5,550.8,872.5
25025002101,MA,Suffolk County,002101,4647,375,2319,184,4,1531,5,24,205,4471,365,2252,165,1,1478,3,23,184,1051,94.9,941.2,111.1,443.4,630.9,964.3,101.7,1319.3,100.3,1269.6,149.1,94.9,1051,218.7,845.5,124.7,1294.5,166.7,1029.4
25025002102,MA,Suffolk County,002102,5699,547,2917,446,5,1460,19,49,256,5643,536,2896,439,5,1450,19,48,250,557.8,47.8,348.7,34.1,128,260.2,355.3,32.6,392.1,32,384.7,38.9,47.8,557.8,64.9,321.4,35.4,388.4,52.2,383.1
25025002103,MA,Suffolk County,002103,3923,340,1927,172,6,1292,0,29,157,3802,307,1890,167,6,1267,0,24,141,689,80,590,54,206,446,604,49,720,67,730,76,80,689,103,546.7,71.5,725,88.7,629.8
25025002104,MA,Suffolk County,002104,2933,406,1403,99,1,827,0,49,148,2697,335,1321,84,0,780,0,41,136,544.9,41.5,515.6,33,140.7,415.5,521.3,38.7,600.6,47.2,604.4,62.3,41.5,544.9,70.8,484.1,54.8,602.5,60.6,533.7
25025002105,MA,Suffolk County,002105,2948,329,1642,97,0,716,4,37,123,2775,277,1583,81,0,691,3,29,111,1107.8,91.9,994.6,71.2,356.1,734.5,1001.6,81.5,1129.8,98.2,1127.6,119.2,91.9,1107.8,169.6,910.2,108.7,1128.7,136.3,1016
25025002106,MA,Suffolk County,002106,2023,259,1071,70,2,488,0,34,99,1885,224,1026,62,2,473,0,28,70,657,93,567,63,268,376,581,66,715,73,711,85,93,657,132.3,508,79,713,108,601.2
25025002107,MA,Suffolk County,002107,2703,478,1215,248,2,623,1,21,115,2441,386,1155,207,1,567,1,19,105,485.7,40,379.7,32.2,134.9,288.6,385.8,35.5,516.2,60.5,514.6,64.4,40,485.7,67.5,351.4,62.4,515.4,61.2,428.4
25025002108,MA,Suffolk County,002108,3255,296,1873,88,4,796,0,39,159,3113,266,1829,75,3,760,0,36,144,1250.7,100.5,1140.2,94.6,380.3,878.4,1162.3,89.3,1445.3,125.1,1436.5,162.1,100.5,1250.7,188,1060.3,143.6,1440.9,158.6,1218.9
25025002109,MA,Suffolk County,002109,3495,537,1623,340,0,833,0,27,135,3136,392,1575,255,0,774,0,21,119,918.1,96.7,777.7,93,317.2,568.4,789.8,86.5,1077.2,137.7,1078.1,140.5,96.7,918.1,165.6,711.9,139.1,1077.7,145.3,868.2
25025002110,MA,Suffolk County,002110,2301,314,1295,208,0,371,0,23,90,2141,261,1254,176,0,346,0,22,82,821.6,121.8,707,98.8,312.3,512.1,717.5,97.4,814.3,128.3,815.2,128.6,121.8,821.6,169.5,645.5,128.5,814.7,147.9,731.3
25025002111,MA,Suffolk County,002111,2804,194,1825,85,3,553,2,17,125,2639,175,1728,81,3,516,2,17,117,937.5,106.3,829.4,98.7,354.9,601.6,850.2,87.3,1094.1,116.7,1084.6,124.3,106.3,937.5,180.3,760.4,120.5,1089.4,148,899.6
25025002112,MA,Suffolk County,002112,2543,213,1672,97,1,459,0,20,81,2429,185,1617,97,1,451,0,16,62,820.3,167.7,717.1,115.6,336.9,514.1,730.3,109.2,832.5,176.9,831.8,180.8,167.7,820.3,187.2,653.8,178.8,832.2,181.2,741
25025002113,MA,Suffolk County,002113,3152,244,1938,104,4,730,0,22,110,2934,214,1781,103,4,717,0,20,95,1096.5,349.5,1053.9,267.9,719.8,702.8,1082.2,237.6,1362.9,448.4,1355.2,389.9,349.5,1096.5,408.4,946.3,419.1,1359.1,402.2,1108.9
25025002114,MA,Suffolk County,002114,1682,132,1161,52,5,233,2,11,86,1622,122,1135,50,5,224,2,11,73,611.6,57,551.8,63.6,247.8,378.8,563,64.5,636.9,68.3,633.2,83.2,57,611.6,125.3,497.9,75.8,635,97.4,562.5
25025002115,MA,Suffolk County,002115,2000,153,1354,60,3,339,0,18,73,1921,140,1315,60,3,325,0,15,63,791,81,689,77,270,513,711,72,828,73,834,85,81,791,139.7,637.7,79,831,109.7,727.7
25025002116,MA,Suffolk County,002116,6175,471,4607,324,30,543,20,26,154,5977,456,4464,319,26,530,20,26,136,888.4,168.9,783.2,168.4,474.2,504.2,822,148.5,1057.1,202.7,1050.8,215.8,168.9,888.4,263.7,703.1,209.2,1054,229.7,851
25025002201,MA,Suffolk County,002201,4222,642,2121,245,9,901,4,50,250,3848,529,2011,234,4,834,4,41,191,1203,123.3,956.2,145.6,436.9,676.8,976.3,125.9,1354,166.4,1321.4,215,123.3,1203,236.1,869.8,190.7,1337.7,202.2,1081.3
25025002202,MA,Suffolk County,002202,4033,660,1881,307,3,908,6,80,188,3516,521,1722,222,2,825,6,64,154,1252.2,169.3,1147.5,149.4,486.1,847.8,1164.6,142.3,1472.6,205.5,1459.5,212.6,169.3,1252.2,259.3,1053.3,209,1466.1,227.6,1224
25025002203,MA,Suffolk County,002203,3034,338,2055,65,2,400,0,40,134,2703,264,1875,58,2,369,0,30,105,1063,214,899,193,515,615,940,174,1172,258,1178,260,214,1063,294,818,259,1175,269,977.8
25025002204,MA,Suffolk County,002204,2067,172,1383,73,0,325,1,25,88,1888,143,1302,67,0,284,1,18,73,701,128,670,127,398,435,711,125,913,159,903,182,128,701,216.7,605.3,170.5,908,186.5,722.2
25025002205,MA,Suffolk County,002205,2864,417,1320,195,8,666,0,85,173,2401,299,1171,139,8,589,0,65,130,590.6,121.5,496.8,97.8,264.7,338.8,515.5,78,765.4,134.3,756.5,143.2,121.5,590.6,146.8,450.4,138.8,761,139.9,577.3
25025002206,MA,Suffolk County,002206,1862,215,1134,32,0,335,1,41,104,1683,167,1060,28,0,312,1,28,87,606,106,590,84,261,418,609,68,747,130,749,136,106,606,137.7,539,133,748,130.8,619.8
25025002207,MA,Suffolk County,002207,2455,282,1700,77,1,223,0,85,87,2195,211,1565,57,1,212,0,74,75,949,155,842,137,455,556,861,138,1051,151,1050,152,155,949,243.3,753,151.5,1050.5,198,884.8
