GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREIWES,G20PREIBLA,G20PREIKEN,G20PREILAR,G20PREIFUE,G20USSRHAG,G20USSDBRA,G20USSIHOO,G20USSISTA,G20USSIMCL,G20USSIJAM,G20USSIHIL,G20USSIGRU,G20USSIHEN,G20USSIFAP
47113005672,47,113,005672,760.7,912.13,20.97,2.99,0.01,3.99,1,0,2,784.66,819.22,6.99,2,8.99,3,5.99,4.99,4,9.99
47113005673,47,113,005673,888.46,714.18,19.01,2,3.03,5.01,2,1,0.01,911.43,643.82,3.01,2,13.05,5.02,1.01,2,1.01,5.01
47113005674,47,113,005674,298.92,575.3,6.05,0.01,2,2.01,1,0,0.01,293.98,550.07,0.02,1.01,5.02,1.01,4.02,1.01,2.01,2.03
47113005675,47,113,005675,1044,537,9,1,3,3,0,0,1,1051,483,5,0,5,3,0,0,0,4
47113005676,47,113,005676,1313,1259,29,7,7,3,3,3,1,1333,1156,6,1,7,4,3,2,9,15
47113005677,47,113,005677,547.01,734.05,7,1,3,6,1,1,0,552.01,672.05,3,3,4,6,5,4,4,4
47113005678,47,113,005678,888,452,20,3,5,2,0,0,0,921,419,1,0,4,0,2,1,4,2
47113005679,47,113,005679,375,95,4,0,0,0,0,0,0,379,82,2,0,3,0,0,0,0,0
47113005680,47,113,005680,2346.54,1169.57,28.99,4,5,8,3,1,1,2401.52,1066.61,8,1,5,4,5,5,8,8
47113005681,47,113,005681,2426.3,904.92,20.63,1.16,5.04,3.07,2.05,1.06,3.03,2463.58,818.06,3.11,4.05,5.29,3.1,3,1.06,8,10.12
47113005682,47,113,005682,1036.66,424.62,14.02,5.98,5,0,3.02,1,1.99,1019.5,384.35,3.04,1,12.02,2.99,0.04,0.03,4.04,6.02
47113005683,47,113,005683,402,66,3,0,0,1,2,0,1,396,62,2,0,1,2,1,1,2,1
47115002660,47,115,002660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47115005751,47,115,005751,224.26,85.14,0.92,0.19,0.27,0.12,0.04,0.04,0,236.53,70.06,0.04,0.08,0.31,0.15,0.15,0.04,0.12,0.23
47115005752,47,115,005752,502.64,99.63,3.26,0.19,0.04,1.12,0.02,0.02,0,485.81,89.51,2.35,0.06,3.08,0.04,2.19,1.05,1.21,3.15
47115005753,47,115,005753,386.48,102.38,8.05,1,2.05,2.05,0,0.05,1,366.94,99.9,0.21,0,1.05,0,2.16,1.11,6.05,2
47115005754,47,115,005754,1964.86,718.37,16.37,9.47,0.96,5.75,0.95,0.95,0,1895.19,654.23,16.13,2.85,5.85,1.89,10.43,3.79,9.68,9.48
47115005755,47,115,005755,762.22,265.53,8.69,0.4,1.98,3.15,0.03,0.03,0.02,732.28,249.08,6.51,1.1,0.25,0.07,3.36,1.15,7.18,2.3
47115005756,47,115,005756,155.73,49.46,5.93,0.97,0.03,0.05,0,0,0,155.25,47.29,0.1,0.02,0,0,0.05,0.02,0.12,0.03
47115005757,47,115,005757,511.48,266.98,5.92,0.98,0.01,1,0,0,0.98,505.4,245.32,3.95,0.99,1.96,0,2.96,1.97,1.02,0.01
47115005758,47,115,005758,509.08,118.29,5.12,1,0,2.03,1,0,0,471.87,112.95,5,1,3.09,0,1,1,2.09,5
47115005759,47,115,005759,47.24,20.73,0.12,0.03,0.02,0.92,0.01,0,0,43.22,17.57,1.01,0.02,0.04,0.02,0.08,0.04,1.02,0.03
47115005760,47,115,005760,1109.49,207.9,5,2,3,4,0,0,0,1081.51,190.91,8,0,1,1,1,2,5,3
47115005761,47,115,005761,226.92,55.74,4.03,0,0.03,0.03,0,1.03,2,222.65,57.49,2.11,0,0.03,0,0.08,0.06,2.03,0
47115005762,47,115,005762,857.92,173.29,7.11,0,2.06,2.08,0,0.06,0,800.06,170.59,3.28,2,0.11,1,5.22,1.14,6.08,1.05
47115005763,47,115,005763,355.09,96.76,3.65,0,0,0.91,0,0,0,348.7,86.72,0,0,2.74,0,0,0,2.74,0
47115005764,47,115,005764,913.45,632.02,10.65,2.9,1.93,2.04,0.97,0,0,875.33,591.1,9.77,1.93,3.87,1.93,6.77,3.87,10.74,2.9
47115005765,47,115,005765,183.64,54.06,0.86,0,0.86,0.86,0,0.86,0,175.06,46.34,3.43,0,0.86,0,2.57,1.72,0.86,0
47115005766,47,115,005766,914.51,193.1,8,1,2,2,0,0,0,869.49,189.09,12,1,1,0,3,0,7,1
47115005767,47,115,005767,350.41,54.66,0,0,0.98,0.98,0,0,0,319.17,52.71,2.93,0,0.98,0,0.98,0,1.95,0.98
47117005851,47,117,005851,1539.25,437.39,17.05,3.02,4.03,1.01,1,0,0,1487.2,383.24,7,6,10.03,2.01,3.04,2,6.02,4.03
47117005852,47,117,005852,1349.27,285.85,12.99,0,1,2,2,0,0,1313.29,229.88,3,3,6,2,3,1,7,2
47117005853,47,117,005853,1175.03,251.01,9,3,2,2,1,0,0,1116.03,220.01,4,3,4,1,6,3,3,0
47117005854,47,117,005854,1779,458,22,5,6,0,1,1,1,1729,406,6,2,15,4,9,3,5,4
47117005855,47,117,005855,1302.19,535.27,17.5,5.18,2.16,3.12,1.13,0,2.02,1269.33,462.49,7.27,6.05,7.38,3.05,2.11,5.15,7.25,4.13
47117005856,47,117,005856,1035.59,408.35,9.82,1.96,2.94,0.98,2.94,0,0.98,996.32,357.3,6.87,0.98,12.76,0.98,1.96,5.89,3.93,6.87
47117005857,47,117,005857,630.67,387.95,11.94,6.96,2.98,0.99,1.99,0.99,0.99,593.87,339.21,4.97,4.97,3.98,4.97,0,2.98,2.98,2.98
47117005858,47,117,005858,1113.75,384.8,17.05,3.03,10.01,1,0.01,4,0.01,1057.6,349.56,6.02,5.02,7.02,4.02,5,3.01,5.01,4.01
47117005859,47,117,005859,1125.94,458.54,8.69,3.86,2.9,2.9,1.93,0,0,1095.04,408.33,3.86,0.97,3.86,0.97,1.93,0.97,4.83,0
47119005951,47,119,005951,4489.96,2530.08,95.25,12.03,7.08,7.05,4,3.01,2.03,4588.15,2335.58,16.08,9.05,32.1,2.03,7.01,3.03,13.05,31.11
47119005952,47,119,005952,1273.98,394.37,9.12,3.9,6.88,3.93,1.93,0.98,1.01,1276.06,357.93,3.99,2,7.87,2.94,1.96,1.01,4.91,12.72
47119005953,47,119,005953,1728.68,616.09,16.12,1.05,4.09,4.05,2.03,0.01,2.01,1720.7,595.61,3.05,2.03,5.1,3.04,3.03,3.01,9.06,6.17
47119005954,47,119,005954,891.24,178.43,14.08,0.06,3.1,0.06,0.03,0.02,0.02,863.4,177.84,2.05,0.03,2.12,1.04,4.01,1.01,3.07,5.18
47119005956,47,119,005956,2331,1418,53,6,11,5,1,0,8,2336,1361,11,4,14,2,3,2,18,16
47119005957,47,119,005957,2271,963,38,5,4,8,1,1,2,2276,908,5,4,10,4,4,1,16,20
47119005958,47,119,005958,1020.67,631.49,17.06,0.03,4.05,6.03,2.01,0.01,1.01,1033.68,578.25,3.03,2.01,19.05,1.02,3.01,1.01,11.03,8.09
47119005959,47,119,005959,404,272,9,0,2,2,0,0,0,396,245,4,1,3,1,0,4,5,3
47119005960,47,119,005960,1630,808,34,4,7,4,5,0,0,1631,769,7,4,9,4,2,4,6,4
47119005961,47,119,005961,1888,857,26,1,4,3,1,0,0,1855,794,5,5,11,5,5,4,10,5
47119005962,47,119,005962,999.95,184.59,3.11,0.03,0.08,1.03,0.08,0.03,2,982.31,173.46,2,1,6.08,0,4.03,1,6.16,3.03
47119005963,47,119,005963,491,1423,11,8,12,5,2,1,2,495,1367,4,6,6,5,10,3,5,5
47119005964,47,119,005964,2110.51,595.57,21.06,3,2.01,3.02,0.01,0,1,2141.42,532.49,6.06,4.01,8.03,0,2.01,3,10.01,4.03
47119005965,47,119,005965,903.3,252.85,3.97,1.98,1.98,0.99,0,0,0,902.31,236.98,0,0,2.97,0.99,3.97,0,1.98,2.97
47119005966,47,119,005966,2131,641,25,0,3,4,0,1,0,2102,602,11,6,8,5,5,1,17,7
47119005967,47,119,005967,975.52,558.32,24.01,3,6,1,1,1,0,968.53,541.3,7,2,4.01,3,4,1,5.01,8
47119005968,47,119,005968,1540.65,334.71,12.99,0,3,2,1,1,1,1527.66,314.72,5.99,1,3,5,1,4,6.99,5.99
47119005969,47,119,005969,1068.49,223.43,8.94,0,1.99,2.98,0.99,0,0,1055.58,211.51,7.94,1.99,3.97,0,1.99,0,1.99,4.97
47119005970,47,119,005970,1954.95,890.22,24.38,2.93,7.8,4.88,0,0.97,2.93,1973.48,840.49,7.8,4.88,9.75,2.93,0.98,2.93,4.88,10.73
47119005971,47,119,005971,1365,646,40,5,2,3,2,0,2,1396,615,2,3,11,5,4,3,8,7
47121006251,47,121,006251,919.53,200.84,11.81,0.98,2.95,0.98,0,0,0,861.44,162.44,0.98,5.91,8.86,1.97,0.98,1.97,2.95,2.95
47121006252,47,121,006252,604.98,167.98,6.18,0.02,2.05,3.05,0.04,0,0.02,565.58,150.8,0.03,0.01,4.06,1.02,0.02,1.01,4.05,1
47121006253,47,121,006253,884.33,148.16,2.07,1.01,0.02,4.01,0,0,0,826,132.94,3.01,5.03,5.05,0.01,1.01,2.01,3.02,3.02
47121006254,47,121,006254,468.69,136.15,6,0,0.02,0.02,0,0,0.99,431.69,126.1,2.98,0.99,2.01,0.01,0,0.01,2.01,1
47121006255,47,121,006255,728.16,185.88,3.06,0.02,0,1.04,0,0.02,0,695.09,160.52,2.03,3.02,5.05,0.02,2.09,0.03,3.05,3.03
47121006256,47,121,006256,873.05,170.09,4.92,2.95,0.98,1.97,0,0,0,829.79,150.42,3.93,2.95,2.95,1.97,0,0.98,1.97,0.98
47123006351,47,123,006351,2270.4,546.14,17.49,4.07,2.13,5.2,0,1,1,2209.5,506.08,12.27,1.09,4.08,2.07,8.37,9.07,16.44,9.38
47123006352,47,123,006352,1110.87,404.38,6.82,0.98,2.89,3.87,0,0,0,1096.19,358.04,5.82,1.93,1.94,0.97,6.77,1.96,8.73,7.74
47123006353,47,123,006353,884.83,229.5,12.69,1.95,0.98,2.93,0,0,0,860.41,212.9,3.91,0.98,0.98,1.95,5.86,0.98,6.84,4.88
47123006354,47,123,006354,1736.84,497.31,15.05,2,5.02,2,1,0,0,1750.66,436.29,5.02,0.02,9,1.01,7.01,4.01,5.02,3
47123006355,47,123,006355,1671.58,471.44,21.63,3.02,2.1,3.16,1.97,0.98,1.05,1598,427.88,17.19,0.13,6.11,2.16,5.13,3.09,8.02,3.95
47123006356,47,123,006356,1303.13,231.4,13.29,0.96,1.89,2.84,0.01,0.01,0.95,1248.18,229.21,6.69,1.88,2.86,2.83,2.85,1.9,1.93,0.03
47123006357,47,123,006357,1806.69,424.23,25.08,1.02,2.01,6,0.02,0.01,2,1776.2,395.97,6.12,1.99,5.03,1.01,7.02,4.01,6.05,3.02
47123006358,47,123,006358,638.07,123.66,7.95,0,2.98,0,0,0,0,619.25,110.68,2.98,1.98,1,0.99,2.98,1.99,2.98,1
47123006359,47,123,006359,1061.5,168.92,10,2,0,6,0,0,0,1012.52,165.92,11.99,1,3,0,5,1,8,1
47123006360,47,123,006360,625,101,2,1,1,1,0,0,2,590,83,11,1,3,0,0,3,4,1
47123006361,47,123,006361,1962.94,309.48,12.84,5.92,0.01,1.98,0,0,0.99,1908.54,279.84,7.91,0,5.93,0,4.94,1.98,7.91,4.94
47123006362,47,123,006362,727.65,109.65,1.99,1,1.99,1,0,0,0,708.71,98.68,3.99,0,1,0,0,1.99,1.99,1
47123006363,47,123,006363,990.04,148.32,3.27,0.1,1.01,1.05,0,0,0.02,959.32,140.78,4.12,0,2.09,0,2.09,2.03,4.12,2.08
47125006451,47,125,006451,310,400,17,4,1,2,3,2,1,291,370,5,3,12,3,2,6,8,3
47125006452,47,125,006452,991,1571,72,3,4,5,3,0,3,958,1404,11,4,42,9,7,10,22,26
47125006453,47,125,006453,3993.16,1370.27,79.09,3.95,7.91,2.97,2.97,1.98,2.97,3954.6,1167.6,8.9,5.93,28.67,7.91,5.93,7.91,18.78,27.68
47125006454,47,125,006454,1237.22,1271.98,59.08,12.11,6.3,7.21,5.13,3.07,4.15,1200.56,1151.01,9.65,8.33,31.09,9.27,10.2,5.23,19.61,18.74
47125006455,47,125,006455,2795.57,780.86,62.92,1.97,1.97,2.95,0.98,2.95,5.9,2686.4,683.49,17.7,8.85,32.44,5.9,6.88,3.94,10.82,25.55
47125006456,47,125,006456,1033.07,1291.79,59.03,4.92,15.74,9.84,6.89,0.98,2.95,988.8,1155.04,20.66,10.82,31.48,9.84,4.92,9.84,25.58,17.71
47125006457,47,125,006457,1310,1668,72,6,11,9,1,1,4,1291,1490,19,6,32,12,10,9,30,16
47125006458,47,125,006458,727.9,1286,37.07,7.01,4.01,9,2,2.01,1,712.88,1141.75,9.02,10.01,29.05,4,6.01,8.02,14.04,16.03
47125006459,47,125,006459,567,638,30,5,6,4,2,1,0,541,556,5,10,15,6,3,7,7,6
47125006460,47,125,006460,2150.45,759.05,38.34,5.35,5.24,3.53,1.18,0.18,5.17,2049.46,659.54,14.7,6.53,11.77,2.35,3.17,5.53,15.34,7.06
47125006461,47,125,006461,2187.53,638.92,28.47,3.05,3.16,9.13,1.08,1.08,1.05,2107.59,548.04,9.38,7.13,13.21,4.16,5.16,5.08,10.21,10.15
47125006462,47,125,006462,1500.35,936.47,32.88,3.98,7.97,5.98,1,0,1,1476.44,796,2.99,4.98,20.92,6.97,4.98,7.97,14.94,10.96
47125006463,47,125,006463,1715,2091,85,3,13,6,1,4,4,1680,1882,16,7,24,16,7,13,29,27
47125006464,47,125,006464,2061.62,1322.51,51.12,4.01,7.03,4.02,2,1,0,2048.53,1136.98,5.01,9.02,27.08,7.03,5.02,3.03,18.06,15.04
47125006465,47,125,006465,1752,1839,82,13,10,3,2,4,4,1714,1641,9,9,40,7,7,8,31,35
47125006466,47,125,006466,1585,1773,100,7,17,3,5,0,5,1547,1629,17,6,28,12,14,9,26,27
47125006467,47,125,006467,1764.03,1865.02,72,11,15,7,4,2,8,1753.03,1633.02,16,15,49,8,5,12,24,20
47125006468,47,125,006468,3505,1866.42,74.3,6.93,11.89,7.93,0.99,0,1.98,3507.97,1619.75,25.76,8.92,30.71,13.87,6.93,3.96,27.74,21.79
47125006469,47,125,006469,1873.36,996.52,42.22,7.02,3.04,8.02,0,3,1.01,1858.37,862.79,5.08,5.03,19.09,14.04,1.02,5.01,9.08,7.06
47125006470,47,125,006470,1210,1239,60,6,10,5,4,1,2,1164,1086,14,10,32,7,9,7,23,13
47125006471,47,125,006471,3813.49,2948.79,140.39,9.09,12.17,9.09,6.04,2.02,3.05,3749.06,2608.87,25.27,19.13,64.53,15.18,20.11,11.12,40.39,38.46
47125006472,47,125,006472,649.69,401.33,15.63,1.64,5.76,2.47,0.82,0.82,0.82,630.77,356.92,3.29,2.47,8.22,1.64,0.82,2.47,1.64,4.93
47125006473,47,125,006473,604,141,9,0,1,2,1,0,0,588,114,5,2,3,0,2,3,8,0
47125006474,47,125,006474,485,684,17,4,5,6,1,1,1,482,589,7,2,9,3,4,5,10,6
47125006476,47,125,006476,256.1,569,19.93,2.99,1.99,1,1,1.99,1,249.12,497.25,5.98,3.99,13.95,0,1.99,6.98,9.96,8.97
47125006477,47,125,006477,796.02,719.59,22.03,7,6,1.01,2,1,2,795.95,633.51,7.01,4.01,10.01,9,2,3,7.01,5.01
47125006478,47,125,006478,688,465,15,3,4,1,1,0,1,684,417,3,1,11,1,2,1,6,5
47125006479,47,125,006479,141,108,6,0,0,0,0,0,0,128,92,0,0,3,0,0,3,1,2
47125006480,47,125,006480,523,842,40,4,5,1,0,1,1,542,763,4,5,16,5,5,3,10,10
47127006551,47,127,006551,626,101,13,1,7,2,2,0,1,619,91,4,2,9,6,4,0,2,0
47127006552,47,127,006552,598.01,130.91,5.13,2,5.04,4.04,1.04,0.04,0,586.84,122.56,2.04,1.04,1.09,3,2,1.04,2.13,3
47127006553,47,127,006553,631.85,98.9,4.94,0,6.92,0.99,0,0.99,0,609.09,91.98,0.99,0.99,2.96,3.96,0.99,0,0.99,0.99
47127006554,47,127,006554,457.39,118.69,4.03,2,1.05,1.01,0,1.01,0,449.24,105.64,0.01,1.01,4.02,1.03,2.01,0,1.01,3.01
47127006555,47,127,006555,569.7,122.08,2.91,0,4.84,2.91,0.97,0,0,558.08,110.45,3.88,0.97,1.94,2.91,0,0.97,2.91,2.91
47129006651,47,129,006651,1241.57,230.52,21.83,0,1.75,2.13,0.01,1,0.13,1202.4,215.44,3.45,1.94,5.74,2.63,2.19,1.75,4.01,3.32
47129006652,47,129,006652,845.53,82.15,6.5,0.02,2.09,0.97,0.28,0.98,0.01,836.83,75.46,0.01,0.16,4.19,1.11,1.13,1.11,1,2.1
47129006653,47,129,006653,199.24,60.73,0.91,0,0.01,0,0,0,0,186.86,52.64,0.81,0.82,0.04,0.02,0.81,0.01,1.64,0.81
47129006654,47,129,006654,1404.16,258.97,24.37,2.37,2.4,0.79,0.79,0.82,1.55,1349.3,247.09,2.32,3.14,5.6,3.11,3.19,1.58,5.48,3.19
47129006655,47,129,006655,223,24,1,2,0,0,0,0,0,214,24,1,0,0,0,0,0,2,0
47129006656,47,129,006656,905.72,117.21,10.88,0.38,1.32,1.02,0.08,0.08,0.36,878.42,110.26,1.24,2.42,5.2,1.24,0.6,2.99,1.76,1.25
47129006657,47,129,006657,68.45,12.7,1.18,0,0.11,0.11,0.01,0,0.11,65.45,12.05,0.21,0.11,0.22,0.32,0,0.11,0.32,0.11
47129006658,47,129,006658,803.61,126.02,10.12,1.09,1.87,0.86,0.08,0.08,1.79,777.21,114.19,1.79,2.8,2.96,1.79,2.02,1.8,3.74,1.09
47129006659,47,129,006659,430.84,106.9,4.78,0,1.08,0.09,0,1,1,427.82,97.49,2.08,0.18,0.44,1.08,1.99,0.27,0.09,0.09
47129006660,47,129,006660,197.33,37.61,4.67,0.14,0.47,0,0.05,0.05,0.05,187.15,37.55,0.05,0.52,1.73,0.79,0.19,0.42,0.93,0.14
47129006661,47,129,006661,272.2,47.56,1.32,1,1.04,1.03,1,0,0,261.43,42.36,0.04,0.07,1.17,0.04,0.01,1.1,1.03,1.03
47129006662,47,129,006662,339.66,62.77,3.44,0,0.86,0,1.72,0,0,329.34,57.61,0,0.86,1.72,0.86,0.86,0.86,0,0.86
47131006751,47,131,006751,1548.8,395.88,10.91,1.98,5.95,2.98,0.99,0,0,1499.19,350.24,11.91,2.98,2.98,0.99,5.95,5.95,5.95,2.98
47131006752,47,131,006752,1573.73,479.06,12.02,1,4,6,0.01,0,2,1538.37,413.87,12.05,4.06,4.02,1,4.04,5.01,9.02,2.01
47131006753,47,131,006753,872.9,139.39,4.94,0,0.99,0.99,0,0,0,838.3,119.62,5.93,0.99,0,0,0,0,1.98,3.95
47131006754,47,131,006754,930,90,8,0,2,1,0,0,1,870,76,5,5,1,1,2,3,5,4
47131006755,47,131,006755,438,72,1,2,1,2,0,0,0,399,65,3,0,0,1,0,2,3,0
47131006756,47,131,006756,703.14,212.87,6.95,1.96,2,2.95,1.95,0,0,644.97,191.86,11.83,2.95,3.91,0.01,2.96,1.02,6.88,5.9
47131006757,47,131,006757,567.13,111.58,2.04,0.01,0,2.01,1.01,0,0,511.62,84.31,1.07,55.07,0.02,0,0.06,1.01,2.03,1.01
47131006758,47,131,006758,467.54,95.7,4.04,2.01,0.01,2,1,1,0,428.13,80.58,5.05,4.09,0.02,1,4.02,0.02,1.03,2.01
47131006759,47,131,006759,332.42,32.94,1,0,0,0,0,0,0,311.46,28.95,5.99,1,1,1,0,1,1,0
47131006760,47,131,006760,1363.83,170.11,8.95,1.99,0.99,0.99,0.99,0.99,0,1272.31,140.26,10.94,18.9,3.98,0,4.97,3.98,5.97,1.99
47131006761,47,131,006761,1122.2,175.74,3.98,0,0.07,1.06,0.99,0.02,0.02,1072.04,146.3,7.01,7.91,3,0.03,5.93,1.05,3,1.01
47131006762,47,131,006762,870.3,613.73,4.16,0.06,3.99,5.01,1.04,0.98,0.98,850.61,550.01,10.21,5.06,4.06,1.97,4.06,3.97,4.15,2.14
47133006851,47,133,006851,861.82,229.88,1.96,1.96,0,2.93,0.98,0,0,791.39,191.73,1.96,0.98,2.93,0,3.91,0.98,2.93,2.93
47133006852,47,133,006852,1052.46,264.62,4.99,0,1,2,0,0,0,965.59,223.67,3.99,1,3,2,0,2,6.99,4.99
47133006853,47,133,006853,1230.4,491.92,8.01,2,0,4.01,2,0,0,1121.12,406.74,10.02,4.01,9.02,3.01,6.01,2.01,10.02,3.02
47133006854,47,133,006854,488.63,82.34,1.01,2.01,0,0.01,0.01,0,0,448.26,70.02,2.04,0.01,3.03,0.02,0.02,2.01,1.02,2.02
47133006855,47,133,006855,792.81,229.34,1.98,0,0,1.98,0,0,1.98,749.32,192.77,0,1.98,3.95,1.98,0.99,0,0.99,1.98
47133006856,47,133,006856,426.56,122.05,1.02,0.98,0,0.98,0.98,0,0,391.9,93.35,3.94,1.02,2.95,2,1.97,1.02,2,1.97
47133006857,47,133,006857,1937.97,436.13,15.89,3.98,1.98,5,0.01,0,0.02,1823.07,373.04,6.95,4.98,8.98,3,2.02,1.99,8.95,3.01
47133006858,47,133,006858,763.16,115.87,10.99,1,1,0,0,0,0,731.19,96.89,1,3,4.99,0,0,1,2,1
47133006859,47,133,006859,350.15,57.1,1.12,0.04,0.02,0.04,0,0,0,316.28,52.66,0.06,1.01,0.09,0.99,0.02,0.98,1.05,0.03
47135006951,47,135,006951,300.98,79.29,2.05,1,0,0.02,0,0,0,277.36,67.83,3.05,1.05,1.02,0,0,1.07,2.02,0
47135006952,47,135,006952,259.68,56.7,1,2.97,0.99,0,0,0,0,249.71,46.75,1.99,1,1.98,0,0,0.01,1.98,0
47135006953,47,135,006953,300.45,68.56,1.91,0.95,0,0.95,0.95,0,0,286.19,52.4,0,0.95,0,1.9,0,0.95,1.9,0
47135006954,47,135,006954,285.03,54.86,2.9,0,1,0.02,0.01,0,0.01,275.27,45.17,0.97,0.01,0.97,0.07,0.01,0.96,0.96,0.97
47135006955,47,135,006955,382.55,130.44,4.09,1.05,1,0.05,0.05,0,0,363.81,113.6,0,0.05,2,1.1,0,0.05,2.1,1
47135006956,47,135,006956,450.55,93.79,1.96,0.03,0,0.97,0,0,0,425.15,75.3,1.96,1.96,0.98,0,0,2.92,1,0
47135006957,47,135,006957,134.41,24.71,0.99,1.98,0,0,0,0,0,127.49,25.7,0.99,0.99,0,0,0,0,1.98,0
47135006958,47,135,006958,198.32,29.31,1.95,0.98,0,0,0,0,0,183.67,22.47,1.95,1.95,0.98,0.98,0.98,0,0.98,0
47135006959,47,135,006959,238.52,44.58,1.14,1,0.05,0,0,0,0,225.06,39.12,1.05,1,0.05,0,0,0.05,2.05,1.05
47135006960,47,135,006960,227.68,33.69,2.05,1.02,0,1,0,0,0,206.33,29.53,0.05,0.05,0.02,0.02,1.02,0,2.02,0
47137007051,47,137,007051,484.78,150.62,1.99,0,2.99,0,0,0,0,471.81,129.67,0,0,2.99,1,1,1,0,0
47137007052,47,137,007052,359,96,3,1,0,1,0,0,0,342,93,0,1,1,1,1,1,4,1
47137007053,47,137,007053,394.22,61.38,1.01,0,1.01,0,0,0,0,368.19,56.33,0,2,3.01,2,0,2,0,1
47137007054,47,137,007054,412.32,76.05,1,1,3,1,0,2,0,380.31,75.04,0,0,1,1,0,0,3,2
47137007055,47,137,007055,158,50,1,0,0,0,0,0,0,150,43,1,0,1,0,0,1,0,0
47137007056,47,137,007056,177.32,26.05,1,0,0,0,0,0,0,166.31,26.04,0,1,0,0,0,1,0,1
47137007057,47,137,007057,89,19,0,0,0,0,0,0,0,82,17,0,0,0,0,0,0,0,0
47137007058,47,137,007058,180.78,28.65,1.98,0,0,0,0.99,0,0,178.8,21.73,0.99,0,0,0,0.99,0,0.99,0
47137007059,47,137,007059,125.59,17.25,0.02,0,0,0,0.01,0,0,124.57,13.19,0.01,0,0,0,0.01,1,1.01,0
47139007151,47,139,007151,707.18,179.8,5.91,0.03,3.86,0.01,0.97,0,0.96,688.78,168.97,0.01,2.89,5.82,0.03,1.93,0.02,3.88,3.89
47139007152,47,139,007152,704.92,155.88,9.11,1.97,0.15,0,0.04,0,0.04,705.2,137.71,0,0.11,3.18,1.97,0.07,0.99,2.12,2.12
47139007153,47,139,007153,1115.9,246.32,6.98,1,2.99,4.99,2.99,0,0,1070.02,243.32,1.99,1.99,2.99,1,0,1,1.99,5.98
47139007154,47,139,007154,515.16,124.19,1.25,0,0.46,0,0,0.4,0,497.3,113.51,1.19,1.19,2.5,0.79,0.46,0,1.98,0.4
47139007155,47,139,007155,768.61,186.11,1.81,0,0.6,0,0,0.6,0,742.03,169.8,1.81,1.81,3.63,1.21,0.6,0,3.02,0.6
47139007156,47,139,007156,1027.32,172.55,10.02,0,1.01,0,0,0,1,1024.28,147.52,1.01,4.01,8.01,1,1.01,0,1,5
47139007157,47,139,007157,656.78,154.64,4.92,0,1.5,0.68,0.68,0,0,646.26,146.43,1.37,2.05,3.01,0,2.87,0,0.68,0
47139007158,47,139,007158,147.09,28.83,0.76,0.02,0.78,0,0,0,0,141.43,28.88,0,0.04,1.55,0,0.77,0,0.01,0
47139007159,47,139,007159,289.66,68.65,2.19,0,0.63,0.31,0.31,0,0,285.27,64.89,0.63,0.94,1.25,0,1.25,0,0.31,0
47139007160,47,139,007160,186.73,42.28,0.04,0,0.04,0,0,0,0,178.48,43.27,0,0.99,1.08,0,1.04,0,0,0
47139007161,47,139,007161,672.65,132.75,0,1.98,1.98,0,0,0,0,640.95,136.71,0,2.97,2.97,0,0,0,0.99,0
47141007251,47,141,007251,954.86,430.72,16.72,0.98,0.98,3.93,0.98,0,0.98,915.53,410.07,1.97,2.95,4.92,2.95,1.97,0,5.9,0.98
47141007252,47,141,007252,1392.57,599.28,22,11.08,1.25,4.11,1,1,2.06,1340.83,536.82,7.16,3.05,12.33,1.19,4.98,3.05,3.3,7.35
47141007253,47,141,007253,1391.04,388.74,23.03,0.03,4,1.05,0.02,0,0,1355.89,350.12,7.03,2.02,6.05,3,6.06,2.02,4.05,6.05
47141007254,47,141,007254,752.48,171.52,10.76,1.27,2.53,1.27,0,0,0.63,742.99,155.06,1.9,0.63,3.8,1.9,0,0.63,3.16,3.8
47141007255,47,141,007255,1660.76,1045.43,35.58,3.97,6.87,2.04,1,0.98,1.98,1645.21,933.33,5.93,4.95,10.89,5.92,3.97,0.99,8.91,10.8
47141007256,47,141,007256,567.96,524.44,26.36,5.01,5.07,1.03,1.01,1.99,0.04,555.83,472.81,2.1,2.07,9.09,3.08,0.08,3.96,6.1,9.09
47141007257,47,141,007257,1050.8,325.08,17,5,3,2,0,0,0,1004.81,288.08,5,2,5,2,1,1,8,9
47141007258,47,141,007258,631.75,444.9,19.78,2.99,2.02,1.95,0.02,0.03,0.97,609.26,411.18,3.91,1.97,8.86,2.95,1.94,1.03,3.97,5.96
47141007260,47,141,007260,363.02,82.74,5.19,0.61,1.22,0.61,0,0,0.31,358.44,74.8,0.92,0.31,1.83,0.92,0,0.31,1.53,1.83
47141007261,47,141,007261,740.79,257.54,14.92,0,0,0.99,0,0,0,728.86,227.71,0.99,0,5.97,0.99,1.99,0.99,1.99,1.99
47141007262,47,141,007262,1116.75,293.44,9.29,0.01,0,0.05,0.92,0,1.86,1070.2,269.31,2.8,0.01,6.52,2.78,0.02,2.77,6.48,0.93
47141007263,47,141,007263,1671,622,30,2,5,3,0,1,0,1625,562,7,1,8,0,2,1,16,10
47141007264,47,141,007264,1614.6,828.66,50.67,5.96,3.97,5.96,2.98,0.99,1.99,1564.92,747.19,5.96,4.97,11.92,3.97,4.97,7.95,7.95,19.87
