GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREIWES,G20PREIBLA,G20PREIKEN,G20PREILAR,G20PREIFUE,G20USSRHAG,G20USSDBRA,G20USSIHOO,G20USSISTA,G20USSIMCL,G20USSIJAM,G20USSIHIL,G20USSIGRU,G20USSIHEN,G20USSIFAP
47039002052,47,039,002052,485.15,159.1,1.96,1.96,4.91,2.95,0.98,0,0,464.53,144.37,2.95,0,1.96,2.95,1.96,0.98,3.93,0.98
47039002053,47,039,002053,391,91,2,1,2,1,0,1,0,379,80,1,3,2,3,1,0,2,2
47039002054,47,039,002054,539.5,132.87,3.84,0.03,4.83,1.95,0.97,0,0.95,518.24,119.32,1,0.95,1.93,7.66,0.98,0.97,0.06,1.92
47039002055,47,039,002055,397,107,3,1,4,0,1,0,0,379,95,1,1,5,2,0,0,0,2
47039002056,47,039,002056,347,51,1,2,4,1,1,0,1,333,46,2,1,1,4,0,0,2,1
47039002057,47,039,002057,287.07,71.03,1.97,0.99,1.97,0.99,0.99,0,0.99,268.32,73.99,0.99,0.99,0.99,0.99,0.99,0,1.97,0
47039002058,47,039,002058,523,84,1,1,2,1,1,1,1,512,72,0,1,1,4,0,2,2,0
47039002059,47,039,002059,356,42,3,1,7,4,2,2,0,351,37,5,2,1,0,0,0,3,0
47039002060,47,039,002060,154.56,33.44,1,0,4,1,1.01,0,0,151.48,29.37,1,1.01,3.02,4.01,1,3,0.02,0.01
47039002061,47,039,002061,146,22,0,0,2,0,1,0,0,132,25,0,4,1,0,0,0,0,0
47039002062,47,039,002062,177.93,35.97,0.03,0.01,0.03,0.01,0.01,0,0.01,174.68,26.01,1.01,0.01,1.01,0.01,0.01,0,0.03,0
47039002063,47,039,002063,102,17,0,0,1,1,0,0,0,99,14,0,0,0,0,0,0,0,0
47041002151,47,041,002151,71.27,5.8,0.06,0,0.02,0.01,0,0,0,67.13,4.66,1.02,0.02,0.01,0,0.01,0,1,0.01
47041002152,47,041,002152,350.91,65.56,1.13,0.03,0,0,0,0,1,328.96,59.59,2.07,1,0.03,0.03,0,0,1,3.07
47041002153,47,041,002153,936,252,6,3,0,3,0,1,0,854,213,4,3,6,3,1,0,3,4
47041002154,47,041,002154,354,67,1,0,1,0,0,0,0,333,58,2,0,5,1,0,1,2,0
47041002155,47,041,002155,919,293,9,1,0,0,0,0,0,855,257,7,3,9,1,1,0,3,0
47041002156,47,041,002156,764,209,8,0,1,0,0,0,2,700,171,4,6,5,2,1,2,3,5
47041002157,47,041,002157,668.46,185.11,5.61,0,0,0.93,0,0,0,616.11,156.13,7.48,0.93,0.93,0.93,0,0.93,2.8,6.54
47041002158,47,041,002158,682.96,176.74,11.53,0,1.92,1.92,0.96,0.96,0.96,625.33,161.38,6.72,2.88,0.96,2.88,1.92,0.96,0.96,4.8
47041002159,47,041,002159,264.73,65.2,4.94,0,1.98,0.99,0,0,0,253.87,53.34,1.98,1.98,0.99,0,0.99,0,0,0.99
47041002160,47,041,002160,291.12,82.7,4.34,0.97,0.08,0.08,0.04,0.04,0.04,260.71,83.04,2.21,0.12,1.01,1.09,0.08,0.04,0.04,2.13
47041002161,47,041,002161,355,100,2,1,1,1,0,0,0,330,91,3,2,1,0,1,1,3,1
47041002162,47,041,002162,111,35,0,0,0,1,0,0,0,107,33,1,0,0,0,0,0,1,0
47041002164,47,041,002164,368.26,79.93,3.27,0,0,0.05,0,0,0,338.73,64.53,1.36,3.05,0.05,0.05,0,0.05,1.14,4.32
47041002165,47,041,002165,328.28,89.95,1.12,0,0,0.02,0,0,0,294.16,83.34,0.16,0.02,0.02,0.02,0,0.02,3.06,0.14
47041002166,47,041,002166,217.03,45.28,2,0,1.96,0,0,0,0,207.97,37.27,0.04,0.04,0,0.08,0.08,0,0.04,0.98
47043002251,47,043,002251,1171.11,333.2,14.79,2.96,11.83,4.93,1.97,1.97,1.97,1145.48,308.55,7.89,3.94,6.9,8.87,1.97,1.97,4.93,5.91
47043002252,47,043,002252,697.08,231.87,11.82,0.99,7.86,0.99,2.95,0.99,1.96,668.57,225.93,11.78,1.99,9.82,2.97,0,0.99,1,1.01
47043002253,47,043,002253,989.37,367.02,9.97,1,1.99,0,1.99,1,0,970.42,347.08,5.98,4.99,4.99,5.98,1,1.99,1.99,2.99
47043002254,47,043,002254,1015.05,378.74,14.99,2.14,6.58,1.35,1.05,0.05,1.1,1002.76,332.8,12.39,5.53,4.69,6.22,2.09,3.14,6.37,3.24
47043002255,47,043,002255,1439.35,509.73,25.51,5.05,13.42,7.04,6.14,3.08,2.08,1390.06,497.61,13.44,8.15,11.46,8.26,1.05,1.07,9.11,9.1
47043002256,47,043,002256,776.73,225.03,6.91,0,8.88,1.97,2.96,2.96,1.97,756.01,205.29,5.92,3.95,2.96,5.92,0,0,0,3.95
47043002257,47,043,002257,742.4,200.84,17.99,3,6.99,3,2,0,0,739.4,183.85,7.99,3,5,5,4,1,2,4
47043002258,47,043,002258,450.53,117.79,3.22,0.05,0.16,1.05,0.05,0.02,0.02,435.89,100.25,3.18,1.04,5.19,4.23,2.05,0.02,3.12,1.02
47043002259,47,043,002259,1027.08,265.37,11.79,2.95,8.85,2.95,2.95,0.98,0.98,990.71,234.9,9.83,1.97,10.81,12.78,2.95,0.98,6.88,0.98
47043002260,47,043,002260,1355.22,404.54,17.34,1.93,5.78,4.82,2.89,2.89,1.93,1319.59,370.83,13.48,4.82,7.71,5.78,5.78,2.89,7.71,5.78
47043002261,47,043,002261,1462.57,392.07,24.08,4.01,7.04,2.01,3.01,2,0.01,1421.5,359.82,15.07,4.03,11.02,9.04,3.01,3.02,6.04,2.02
47043002262,47,043,002262,718.87,178.24,7.01,2,2,4,1,1,0,705.84,151.23,2.01,1,5,6.01,3,1,1,1
47043002263,47,043,002263,926.37,261.31,14.09,1.01,2.04,1.03,1.02,3.01,1.01,897.21,247.09,9.07,3.03,2.05,6.03,1.03,3.01,4.04,3.03
47043002264,47,043,002264,1336,521,23,5,6,6,2,1,0,1291,480,20,2,9,8,3,2,9,7
47043002265,47,043,002265,1567.32,607.77,19.91,2.84,11.38,6.64,0.95,0.95,1.9,1560.68,530.03,8.53,10.43,13.27,4.74,1.9,2.84,7.59,4.74
47043002266,47,043,002266,996.05,569.02,20,2,21,6,2,5,1,986.05,499.02,15,4,9,10,4,2,2,7
47043002267,47,043,002267,910.42,524.33,16.79,2.96,11.85,0.99,3.95,1.97,0.99,872.89,465.08,9.87,5.92,17.77,10.86,3.95,3.95,8.89,3.95
47045002351,47,045,002351,812.02,143.53,5.07,0.04,1.04,0,0.07,0.04,0,775.43,128.43,2.05,3.06,6,1.04,0.07,0.11,3.17,3.95
47045002352,47,045,002352,645.01,93.04,3,2,0,0,0,0,1,589.01,84.03,5,4,1,2,2,0,2,3
47045002353,47,045,002353,1195.6,314.51,12.87,0.01,0.01,2.97,1.99,0,0.99,1141.11,271.97,3.96,3.96,9.9,1.98,3.96,0.99,12.85,3.95
47045002354,47,045,002354,457,61,2,0,0,0,0,0,0,430,49,0,1,5,0,0,0,0,1
47045002355,47,045,002355,322,40,2,0,0,0,0,0,1,306,37,1,1,1,0,0,1,1,3
47045002356,47,045,002356,659.88,87.92,5.16,0,2,0.04,1.02,0,2.01,627.2,74.39,2.05,0.05,4.12,1.02,0.05,2.01,1.16,4.05
47045002357,47,045,002357,756.97,117.13,4.07,1,1,1,0,0,1,726.05,112.62,2.07,3,2.04,0.04,0,1,2.04,0
47045002358,47,045,002358,1085.66,102.96,7.98,1,1,1.99,3.98,0,0,1045.77,84.98,2,2.99,5.99,0,2,0,4.99,0.01
47045002359,47,045,002359,646.34,128.98,6.04,0,0.01,0.01,0,0,0,616.35,109.55,3.03,3.01,1.03,3.01,0.02,2.01,1.04,3.02
47045002360,47,045,002360,838.97,104.73,5.54,0,0.06,1.06,0,0,0,795.55,89.73,2.12,1.12,7.36,0.12,2.03,2.12,4.15,0.15
47045002361,47,045,002361,152.6,566.75,5.13,0,2.02,1.99,0,0,0,155.5,486.66,4.04,2.08,6.16,3.02,2.99,1.99,7.06,4.1
47045002362,47,045,002362,747,353,6,2,1,1,0,0,1,714,314,6,3,5,2,1,1,9,2
47045002363,47,045,002363,861.72,301.99,5.77,0.96,1.92,0,1.92,0.96,0,818.44,262.56,2.89,3.85,4.81,1.92,1.92,2.89,6.73,1.92
47045002364,47,045,002364,566.33,211.11,5.7,0,0.91,3.66,0,0,1.83,544.47,176.71,2.04,2.74,5.59,1.02,4.57,4.57,2.85,0.91
47045002365,47,045,002365,558.42,82.91,1.99,0,0.05,0.18,0,0,0.09,536.05,69.27,1.8,0.14,1.13,0.9,0.23,0.23,0.99,0.05
47045002366,47,045,002366,1464.32,449.11,17.7,0,1.98,2.1,0,0,0.08,1417.88,383.67,3.96,4,11.88,3.92,1.17,4.08,4.97,4.89
47047002451,47,047,002451,2881.68,1271.42,30.58,3.51,8.73,2.63,0,0,1.75,2823.94,1122.64,12.25,9.61,17.47,8.74,7,11.36,13.13,7.86
47047002452,47,047,002452,2192.43,630.13,15.2,6.02,7.06,1.02,0,0,1.01,2161.06,561.18,3.08,5.06,17.11,3.06,0.04,4.07,9.08,1.05
47047002453,47,047,002453,1075,414,10,2,4,2,1,0,0,1056,325,6,4,10,4,2,1,3,5
47047002454,47,047,002454,1223.65,364.39,12.94,1.99,1,1.98,2.98,0,0,1221.61,280.54,5.98,1.02,5.98,3.97,0.01,1.01,2.98,2
47047002455,47,047,002455,1072.35,579.61,11.06,1.01,2,0.02,1.02,1,0,1057.39,448.46,7.02,6.98,7.02,1.03,3.98,4.99,2.02,3
47047002456,47,047,002456,1899.38,592,15.17,4.23,5.61,0.19,1.99,0.01,0.13,1862.34,486.45,4.89,2.71,9.25,6.61,4.49,4.83,12.9,7.55
47047002457,47,047,002457,419,498,6,3,0,3,3,0,2,415,411,5,2,6,5,1,1,4,3
47047002458,47,047,002458,436.98,155.17,2.32,0.06,0.11,0.04,0.01,0.04,0.04,420.33,124.65,2.11,1.06,3.21,1.08,1.07,3.07,3.2,2.13
47047002459,47,047,002459,244,175,4,0,0,0,0,2,0,246,141,1,3,2,1,1,2,1,3
47047002460,47,047,002460,675.44,236.48,5.77,0.96,1.92,0.96,0,0.97,0.96,664.84,191.09,1.94,0.98,3.86,0.97,0.97,0.98,2.9,1.94
47047002461,47,047,002461,552.18,277.02,7.88,0.99,0,0,1.97,0,0.99,548.22,216.89,2.96,3.94,3.94,0,0.99,0.99,4.93,2.96
47047002462,47,047,002462,464.5,470.31,2.97,0.99,0.99,2.96,1.98,0,0,455.6,388.31,0.99,1.98,4.94,2.96,2.96,2.96,3.95,2.96
47047002463,47,047,002463,788.73,358.88,8,3,8,1,2,0,1,755.75,310.9,7,6,10,2,2,2,2,2
47047002464,47,047,002464,667.72,287.02,4,2.21,0.58,1.16,0,0,0.12,653.02,241.53,3.78,1.63,2.14,1.57,2.44,1.74,3.84,0.52
47047002465,47,047,002465,1091.22,711.77,9.08,0.02,1.99,0.99,0.03,2.98,1.01,1067.28,563.57,9,8.02,13,4.97,4,10.96,11.02,10.99
47049002551,47,049,002551,397,73,1,0,0,1,0,0,0,380,67,0,1,1,0,0,0,0,0
47049002552,47,049,002552,683,109,4,0,1,2,0,0,0,637,98,0,1,6,2,3,1,2,5
47049002553,47,049,002553,734,154,3,0,0,3,0,0,0,701,130,3,2,2,1,4,0,3,1
47049002554,47,049,002554,462,66,1,0,0,0,0,0,1,423,54,0,1,2,2,0,1,0,1
47049002555,47,049,002555,635.64,145.82,2.97,0,2.97,1.98,0.99,0,0.99,626.64,125.98,1,1,2.98,0,0.99,1.98,0,1
47049002556,47,049,002556,896,122,6,0,0,1,0,0,0,862,111,0,3,1,2,0,2,2,1
47049002557,47,049,002557,626.4,65.47,8.03,2,0.03,0.02,0.01,0,0.01,581.31,60.27,2.01,1.01,6.03,1,2.01,1.02,0,0.01
47049002558,47,049,002558,789,129,3,2,2,5,0,0,0,754,109,1,0,2,0,1,3,3,2
47049002559,47,049,002559,255,57,1,0,0,0,0,0,0,240,50,0,1,0,2,2,1,0,0
47049002560,47,049,002560,249,41,0,1,0,1,1,0,0,233,32,1,0,1,2,0,0,2,1
47049002561,47,049,002561,654,98,3,0,3,0,0,0,0,632,80,2,1,3,1,0,0,1,1
47049002562,47,049,002562,914,114,3,1,1,3,0,0,0,863,104,0,2,4,1,3,3,1,0
47049002563,47,049,002563,145.96,39.72,0,0,0,0,0,0,0,133.05,34.75,0.99,0.99,1.99,0,0,0,0,0.99
47051002651,47,051,002651,1665.33,690.59,33.2,2.93,3.91,0.98,0.98,0,1.95,1623.18,626.07,2.94,5.86,17.57,1.95,5.86,0.98,4.89,5.85
47051002652,47,051,002652,1913.06,697.45,24.05,0.06,4.15,8.05,1.06,1,0.04,1878.42,621.13,2.14,5.19,10.47,8.07,6.19,1.06,15.17,3.16
47051002653,47,051,002653,746.2,156.89,4.9,2.94,2.94,0,0,0.98,0,715.8,144.14,0,1.96,4.9,0.98,0.98,0,3.92,1.96
47051002654,47,051,002654,726,143,5,4,1,2,1,1,1,687,134,0,0,2,0,1,2,6,2
47051002655,47,051,002655,364,87,4,0,0,2,0,0,0,330,88,1,3,1,0,0,0,3,1
47051002656,47,051,002656,403,107,1,0,1,2,0,0,0,385,94,1,0,1,0,0,2,1,2
47051002657,47,051,002657,986.54,309.54,11.98,3,0,2,0,0,0,960.58,266.61,3.99,0,5.99,1,0,2,1,3
47051002658,47,051,002658,556.3,90.53,3.13,1.01,0.02,1,0,0,0.01,533.29,72.37,1.01,1.02,1.07,0.01,0.03,1,2.01,0.03
47051002659,47,051,002659,150.26,34.36,3.01,0,0,0,0,0,0,139.16,29.29,1,0,0,0,0,0,0.01,0
47051002660,47,051,002660,353.85,863.64,10,6,2,1,1,0,1,355.85,819.66,0,0,9,1,0,1,3,5
47051002661,47,051,002661,164.74,32.39,0.24,0.07,0.04,0.04,0.02,0,0,156.88,30.46,0.22,0.04,0.09,0.04,0.15,0.09,1.24,0.07
47051002662,47,051,002662,623.27,156.65,3.37,4.02,3.12,0.05,0.05,0.05,0,594.76,153.39,1.23,2.98,2.27,1.09,0.09,0.99,1.13,1.09
47051002663,47,051,002663,677.23,143.63,3.99,0,0,0,0,1,0,634.34,138.64,1.99,1,2.99,0,0,2.99,2.99,0
47051002664,47,051,002664,651,215,20,0,1,2,0,0,1,640,179,1,2,6,1,2,0,3,5
47051002665,47,051,002665,1232,327,12,1,3,1,1,3,1,1206,283,6,0,5,0,0,1,3,11
47051002666,47,051,002666,1144.01,244.88,9.69,0.06,1.98,0.96,0.96,0.02,0,1098.31,218.72,1.92,1.96,2.98,0.98,1.94,0.96,2,1
47051002667,47,051,002667,590.18,293.81,7.65,0.99,2.88,0.95,0.95,0.95,0,575.66,249,4.77,0.02,5.74,1.91,1.91,0.01,2.87,1.91
47051002668,47,051,002668,1060.62,284.69,7.02,1,6,6,0,0,1,995.49,249.64,6.01,2,5.01,3,2,2.01,4.01,0
47051005757,47,051,005757,0.15,0.36,0,0,0,0,0,0,0,0.15,0.34,0,0,0,0,0,0,0,0
47051005764,47,051,005764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47053002751,47,053,002751,2616.66,425.9,32.09,5.83,2.92,2.92,0,0,0.97,2586.51,358.81,8.75,6.81,8.75,4.86,1.94,3.89,6.81,9.72
47053002752,47,053,002752,720.93,127.19,7.38,0.07,1.04,1.07,1,0,0.02,723.39,104.16,0.14,1.12,1.13,0.07,0.04,1.05,3.12,2.11
47053002753,47,053,002753,455.12,91.05,3.01,0.01,0.96,0.01,1.01,0.03,0,436.37,78.78,1.97,0.04,3.92,0,1.95,0.01,1.05,0.08
47053002754,47,053,002754,661.41,269.75,5.1,1.06,1.06,4.03,0.03,0,1.01,631.39,235.19,4.04,5.04,3.09,3,2.01,0.04,6.04,3.01
47053002755,47,053,002755,812.69,259.59,7.45,4.04,3.99,2.02,1.97,0,1,811.18,220.99,3.11,3.07,6.06,0.08,1.02,3.02,3.07,1.15
47053002756,47,053,002756,91,478,2,1,1,3,0,0,0,93,398,10,6,4,0,1,3,7,7
47053002757,47,053,002757,151.09,469.19,4.04,3.01,1.01,3.01,1,0,0,148.94,376.27,5.99,3.99,5.01,3.99,0.01,6.03,5,3.02
47053002758,47,053,002758,145.96,143.83,1.11,0.99,0.04,0,2.01,0,0,144.21,125.57,1.07,0.99,2.14,0,1.07,0,0.04,0.99
47053002759,47,053,002759,664.99,211.15,8.88,0,0,0.99,1.97,1.97,0,628.48,172.67,2.96,1.97,3.95,0,0.99,0.99,6.91,4.93
47053002760,47,053,002760,251.85,116.78,4.96,1.99,0.99,1.99,0,0,0,236,106.7,0.01,0.01,1.99,0.01,0.99,3.97,1,2.98
47053002761,47,053,002761,411.01,78.24,3.02,0,0,1,0.01,0,0,375.02,67.14,2,4.04,0.01,2,0,0,1.02,2
47053002762,47,053,002762,583,149,3,0,0,0,0,0,0,553,129,3,5,1,0,1,0,2,2
47053002763,47,053,002763,750,591,4,6,0,1,2,0,0,696,489,6,6,6,2,4,4,8,4
47053002764,47,053,002764,577.67,119.72,4.99,1,2,1,0,2.99,0,561.71,102.76,2,1,2.99,0,1,0,2,2.99
47053002765,47,053,002765,481.65,64.74,4.9,0,0,0,0,0,0,464.97,51.01,2.94,0,1.96,1.96,0.98,0,4.9,1.96
47053002766,47,053,002766,519.35,46.26,2.1,0,2,1,0,0,0,511.03,34.99,0.06,0,0.04,0.04,0.02,0,1.1,1.04
47053002767,47,053,002767,846.94,207.82,2.92,0.97,0.97,4.85,0,0,0.97,818.79,168,5.82,5.83,3.88,1.94,1.94,0.97,5.83,0.97
47053002768,47,053,002768,196.33,462.28,8.01,0,2,2,0,0.01,0,187.29,422.24,2,6,2.01,1,2,1,5,5.01
47053002769,47,053,002769,530,233,11,1,3,2,2,0,1,503,208,2,6,4,2,1,2,6,3
47053002770,47,053,002770,775.38,254.76,8.07,1.02,0.02,2.11,0,0,0.02,758.73,229.84,1.13,0.13,5.09,2.04,2.04,2.02,2.13,6.02
47053002771,47,053,002771,455.99,63.76,3.98,0,0,1,0.99,0,0,445.98,43.86,1,7.96,1.99,0,0,0,2.98,0
47053002772,47,053,002772,402,100,2,0,1,0,0,0,1,346,76,1,65,2,0,1,0,0,1
47053002773,47,053,002773,607,135,4,2,1,3,0,0,0,533,105,2,45,3,0,3,1,2,2
47053002774,47,053,002774,670.92,164.73,6.86,0,1.96,2.94,0,0,0,622.87,141.2,4.9,2.97,5.88,0,0,2.94,3.92,1.96
47053002775,47,053,002775,303,42,3,0,0,1,0,0,0,286,33,1,6,0,1,1,1,2,0
47053002776,47,053,002776,365.14,58.88,1.16,1,0.06,0.06,0,0,1.01,346.07,51.32,0.14,15.04,2.13,0.01,0,0.06,1.11,0.04
47053002777,47,053,002777,875.37,338.09,5.1,0.99,2.99,4.01,0.99,0,0.99,815.55,276.55,4.97,19.97,6.95,0.99,0,4.97,8.95,3.98
47053002778,47,053,002778,339.63,69.91,5.9,0.01,1.01,1.99,0.01,0,0.01,321.45,61.45,1.03,7.03,1.05,0.01,0,1.03,2.05,1.02
47055002851,47,055,002851,620.69,170.76,1.92,0.96,0.96,3.84,0,0,0,591.91,153.49,0.96,1.92,1.92,0,2.88,0,3.84,1.92
47055002852,47,055,002852,448,140,2,1,0,1,0,0,0,419,119,1,1,1,1,1,0,8,0
47055002853,47,055,002853,1104.05,215.78,9.1,4.04,0.04,2.16,0,0,0,1045.18,178.86,3.08,0.1,8.1,0,6.12,2.01,5.21,3.1
47055002854,47,055,002854,894.93,259.21,6.01,0,4,0,0,0,0,838.88,211.18,0,2,4,4,1,0,4.01,2
47055002855,47,055,002855,709.74,177.05,0.12,0,1.09,0,1,0.05,0.03,665.05,151.06,2.12,1.08,3.2,3.08,1.01,2.03,4.21,1.01
47055002856,47,055,002856,796.19,168.84,3.84,0,1.92,0,0,0,0,759.79,148.71,2.88,0.96,4.79,0.96,1.92,0,6.71,1.92
47055002857,47,055,002857,1062.6,227.91,9.16,0,3.08,1,1,0,0,1037.11,198.09,1.12,1.04,4.2,3.04,4.08,3,4.27,3.08
47055002858,47,055,002858,863.15,157.48,4.98,1,2.99,2.99,0,0,1,836.24,132.56,0,0,2.99,0,3.99,0,6.98,0
47055002859,47,055,002859,1020.82,294.4,12,1,3.01,0.01,0,0,0,985.76,244.35,3,4.99,6.01,4,4.01,2,2.02,3
47055002860,47,055,002860,685.07,153.79,3.99,0,0,1,0,0,0,648.12,135.82,2,1,2,2,0,0,5.99,2
47055002861,47,055,002861,422.34,362.04,3.93,0.03,2.92,0.03,0.03,1.95,1.01,400.41,326.11,3.99,2.92,6.94,3.05,0.06,1.04,7.04,0.1
47055002862,47,055,002862,227.35,379.23,0.97,0.97,0,0.97,0.97,0,0.97,211.87,323.12,2.9,0,3.87,3.87,1.93,1.93,6.77,2.9
47055002863,47,055,002863,305.88,235.25,4.01,0,1,0,0,0,0,282.85,203.21,2,0,5.01,2,2,0,2,2
47055002864,47,055,002864,632.29,358.08,6,0,1,1,0,0,0,599.28,304.07,6,2,5,2,4,1,6,1
47057002951,47,057,002951,832.3,113.99,4.91,2.95,0.98,0.98,0,0,0,784.15,90.4,0.98,1.97,0.98,0,2.95,0,0,0.98
47057002952,47,057,002952,903.25,140.1,9.14,0.03,4.02,2.03,0.01,0.01,0,839.12,118.73,5.02,1.07,1.07,1,1.02,4.01,1.02,2.05
47057002953,47,057,002953,819.23,113.13,7.96,1.99,1,1,0,0,0,760.25,99.04,3,3.01,4.01,0.02,3,0.03,6.98,3.99
47057002954,47,057,002954,972.18,140.28,10.54,0.96,0.99,1.94,0.03,0.01,0.01,939.19,123.52,0.03,3.87,1.11,0.06,2.88,0.97,0.12,0.06
47057002955,47,057,002955,1009.48,210,9.08,0.01,1.01,0.02,1,1,1,975.22,180.88,2,3.03,4,0,1.02,1.01,4,4.99
47057002956,47,057,002956,574.53,105.67,2.25,0,0.03,0,1,0,0,541.53,93.39,2.05,1.03,1.03,0.09,1.03,0.06,3.08,0.06
47057002957,47,057,002957,550,98,6,1,0,1,0,0,0,512,76,1,2,5,0,1,0,2,0
47057002958,47,057,002958,1149.06,218.3,0.99,0,0.99,0.99,0,0,0,1101.43,197.46,1.98,2.98,4.96,2.98,2.98,3.97,2.98,1.98
47057002959,47,057,002959,969,131,5,1,4,1,0,1,1,914,126,2,0,4,2,0,1,2,5
47057002960,47,057,002960,770,198,5,1,0,3,0,0,0,749,167,5,1,3,0,1,0,2,0
47059003052,47,059,003052,2325.7,431.75,19,6,17.97,4.03,5.01,1,2.99,2286.81,406.64,6,6,7.99,13.98,4.99,3,9,5.01
47059003053,47,059,003053,701.07,115.24,11.13,1.04,4.1,2.05,2.01,2.02,0,693.93,104.97,2.05,1.05,2.05,5.07,2.01,0.01,1.06,1.05
47059003054,47,059,003054,1070.91,150.46,5.27,1.94,4.9,1.94,1.03,0,0.01,1033.37,136.98,7.21,3.04,6.16,7.82,2.04,1.29,3.14,0.15
47059003059,47,059,003059,1472.03,318.78,10.94,4.96,6,6.93,2.98,0.99,1,1456.08,296.95,2,5.95,5.96,4.99,1.01,1,3,1.99
47059003061,47,059,003061,964.26,533.03,12.22,3.1,16.15,5.12,4.05,4.03,1.01,953.7,500.7,3.12,5.11,14.1,4.13,2.05,3.02,8.1,3.09
47059003063,47,059,003063,1648.24,546.63,16.96,3,8.03,7.97,4.96,2.97,2,1667.65,471.53,8.9,6.96,8.99,6.93,3.98,0.03,3.04,2.04
47059003065,47,059,003065,773.73,342.66,10.93,2.98,5.96,5.96,3.97,0,0,769.75,313.86,3.97,2.98,2.98,3.97,0.99,1.99,4.97,3.97
47059003066,47,059,003066,643.11,212.96,4.93,3.9,14.46,3.92,1.95,2.89,0.01,623.73,212.7,1.94,3.91,5.83,4.86,0.97,0.01,2.91,0.98
47059003067,47,059,003067,950,183,10,4,14,3,3,1,0,915,173,2,8,8,11,3,1,8,2
47059003069,47,059,003069,1413.51,366.53,15.96,2.99,10.92,6.99,3.02,1.03,1.99,1393.14,346.77,3.08,5.02,8.98,3.05,3,1.96,5.94,4.94
47059003072,47,059,003072,1693,376,10,8,12,15,6,0,0,1660,341,6,4,18,23,3,2,3,4
47059003073,47,059,003073,1926.36,374.68,14.99,5.99,9.99,5.99,2,1,1,1884.39,354.7,9.99,8.99,13.99,8.99,1,0,6.99,2
47059003076,47,059,003076,1038,205,13,2,13,1,4,0,0,1020,192,3,1,12,8,3,1,3,3
47059003077,47,059,003077,779.18,136.28,6.91,0.99,2.96,0.99,1.98,0,0,764.37,117.52,2.96,1.98,3.95,1.98,1.98,0,1.98,0.99
47059003080,47,059,003080,1195.01,218.57,6.01,3.97,5.98,4.98,5.95,1.99,1,1160.33,213.47,4.97,4.97,9.93,2.99,2.98,1,3.98,2
47059003082,47,059,003082,2042.49,351.74,17.97,3.01,17.97,3.01,4.98,1,0,2015.37,324.73,8.02,3.01,10,16.99,1.01,1,6,3.99
47059003084,47,059,003084,1648.2,339.05,19.01,6.09,15.52,8.06,1.11,3.09,0.01,1627.45,299.45,7.03,7.08,7.27,10.14,2.03,1.99,9.04,6.94
47061003152,47,061,003152,266.61,51.04,0.97,0.01,0,0.97,0,0,0,237.21,49.1,1.96,2.92,0.02,1.95,0,0.97,0.97,0
47061003153,47,061,003153,726.41,130.36,3.98,0,1,1.99,0,0,0,664.72,110.45,4.98,1.99,4.98,3.98,1.99,1,1.99,1.99
47061003154,47,061,003154,152.83,20.51,0.17,0,0.07,1.02,0,0,0,136.36,21.91,0,2.07,1.2,0.05,0,0.05,0.02,0.05
47061003155,47,061,003155,211.02,50.3,0.04,0.96,0,0.03,0,0,0,188.21,51.12,1.01,0.06,2.89,0.05,0.01,0.02,0.03,0.01
47061003156,47,061,003156,1069.13,245.34,10.06,5,2,1,0,0,1.01,964.98,230.08,3,3.03,4.01,5.03,0,1,3,2
47061003157,47,061,003157,417.73,92.6,4.04,0.02,0.06,0.08,0.02,0,1,406.93,74.58,0.08,2.03,1,2.01,0.04,0.04,0.1,0
47061003160,47,061,003160,466.41,68.32,5,0.03,0,0,0,0,0,434.82,56.35,0.03,0,1.08,1,0,0,3,2
47061003161,47,061,003161,454.23,149.75,4.89,0.98,2.94,3.91,0.98,0,0.98,406.28,135.07,3.91,2.94,0.98,1.96,1.96,1.96,4.89,0
47061003162,47,061,003162,241,62,1,0,0,0,0,0,0,220,55,0,0,1,0,0,0,1,0
47061003163,47,061,003163,811.27,121.55,4,2.01,0,2,0,0,0,728.03,107.56,2.01,2,1.03,3,1,4,4,2
47063003251,47,063,003251,603.91,314.86,11.96,1,0,1,1,1.99,0,575.01,277.99,1.99,4.98,8.97,1,0,1.99,3.98,3.99
47063003252,47,063,003252,685,385,12,2,2,2,1,1,2,658,326,3,5,9,2,2,3,8,7
47063003253,47,063,003253,699.12,355.03,16,5,2,3,2,1,1,678.12,312.03,2,4,10,1,3,5,3,5
47063003254,47,063,003254,955.01,395,12,1,2,1,0,0,0,906.01,358,3,2,5,1,0,3,3,3
47063003255,47,063,003255,1396.64,471.07,17.06,1,2,4.01,3.01,0.01,1.02,1382.06,383.87,6.02,4.01,9.1,3.04,1,2.02,5,5.03
47063003256,47,063,003256,1076,412,12,0,3,1,2,0,0,1053,362,3,2,12,2,2,2,3,4
47063003257,47,063,003257,1641.88,414.97,11,3,4,1,2,0,0,1577.88,358.97,4,11,4,6,4,1,1,3
47063003258,47,063,003258,1795.31,421.09,16.35,1.09,6.09,1.13,0,1,0,1719.4,369.84,5.04,7,7.39,0.09,0,3.13,5.26,5.09
47063003259,47,063,003259,850,153,6,0,0,4,0,0,0,826,133,1,1,5,0,0,1,2,0
