GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREISMI,G16PREIKEN,G16PREIFUE,G16PREOWRI
47001000001,47,001,000001,1070.08,201.71,28.26,4.43,6.13,0.87,1.77,3.49
47001000002,47,001,000002,242.23,41.87,4.98,0,1,0,2.99,0
47001000003,47,001,000003,1335.71,410.52,72.94,5.87,12.48,1.93,2.86,8.7
47001000004,47,001,000004,1332.88,392.34,53.78,5.07,8.13,0.02,2.04,8.08
47001000005,47,001,000005,1393.68,575.33,50.46,8.27,19.59,2.09,5.14,4.41
47001000006,47,001,000006,788.84,280.24,33.07,7.02,7,3.97,1.98,8.99
47001000007,47,001,000007,468.73,91.59,9.79,3.04,1.16,0.04,1.04,0.04
47001000008,47,001,000008,278.76,75.74,11.32,0.07,2.07,0.04,0.02,1.09
47001000009,47,001,000009,1015.01,877.58,86.38,18.65,14.72,2.94,0.98,17.67
47001000010,47,001,000010,543,117,12,1,6,0,1,2
47001000011,47,001,000011,1146.27,317.82,48.62,4.32,8.89,1.94,3.1,1.97
47001000012,47,001,000012,763,608,75,22,6,5,4,9
47001000013,47,001,000013,853.91,789.47,77.44,10.11,10.05,2.02,3,12.08
47001000014,47,001,000014,299,278,28,4,3,1,2,7
47001000015,47,001,000015,303.02,91,14,3,4,2,4,0
47001000016,47,001,000016,1214.59,249.45,18.09,3.99,7.98,1,2,3.98
47001000017,47,001,000017,505,111,13,0,1,1,3,3
47001000018,47,001,000018,539.58,368.73,35.73,7.15,2.76,0.13,3.05,0.51
47001000019,47,001,000019,835.78,251.62,31.03,10.1,11.22,3.06,2.05,2.08
47001000020,47,001,000020,918.71,269.24,40.34,10.07,9.07,1.01,5.05,5.08
47001000021,47,001,000021,322.18,518.07,32.81,6.96,0,1.99,0,3.98
47001000022,47,001,000022,748,606,84,22,8,2,5,4
47001000023,47,001,000023,492.32,430.77,45.66,9.93,8.93,1.99,6.95,10.92
47001000024,47,001,000024,53.75,27.12,0.02,0,1,0,2.01,0
47001000025,47,001,000025,657.48,172.68,29.26,1.95,6.83,1.95,0.98,2.93
47001000026,47,001,000026,689.94,535.17,65.26,12.12,3.73,1.86,1.86,11.19
47001000027,47,001,000027,350,286,28,7,3,2,6,10
47003000101,47,003,000101,987.56,237.56,27.29,4.11,2.03,1,2.03,0.02
47003000102,47,003,000102,790.76,212.13,41.83,7.97,2.99,1.99,1,0
47003000103,47,003,000103,1609.59,312.43,31.17,7.15,9.86,0,3.04,1.97
47003000104,47,003,000104,1451.95,285.06,31.53,8.87,1.98,1.97,0.99,4.92
47003000105,47,003,000105,1602.05,311.94,20.47,6.13,6.02,0.03,4.01,1.08
47003000106,47,003,000106,1315.05,271.59,31.98,5.02,5.99,1,1.01,0
47003000107,47,003,000107,663.46,146.63,17.11,4,3,0,0.02,4.98
47003000108,47,003,000108,480.04,363.2,23.37,7.76,1.96,0.01,3.87,0
47003000109,47,003,000109,836.5,444.43,33.97,7.99,3.99,1,1,0
47003000110,47,003,000110,727.05,414.29,15.57,5.75,1.12,0,1.93,0.04
47003000111,47,003,000111,1025.44,396.02,31.71,10.24,8.06,1,6.12,0
47005000201,47,005,000201,784,265,18,5,1,2,1,0
47005000202,47,005,000202,781.09,246.71,12.98,0,4.99,3,4,0
47005000203,47,005,000203,725.91,228.29,15.02,2,0.01,0,2,0
47005000204,47,005,000204,848.35,213.54,9.09,3.01,0,0,2.01,1
47005000205,47,005,000205,760,270,15,1,2,4,2,0
47005000206,47,005,000206,819,251,13,3,3,4,1,4
47007000301,47,007,000301,445,54,11,2,0,1,2,0
47007000302,47,007,000302,332.15,36.02,5,2,6,0,0,0
47007000303,47,007,000303,379,98,9,0,0,0,0,3
47007000304,47,007,000304,150,56,5,0,0,1,1,0
47007000305,47,007,000305,84,42,4,1,0,0,1,1
47007000306,47,007,000306,112,62,7,0,0,0,0,0
47007000307,47,007,000307,252.03,32.49,8.09,2,0,0,0,0
47007000308,47,007,000308,499,168,9,6,0,1,1,1
47007000309,47,007,000309,285,56,11,0,2,0,0,2
47007000310,47,007,000310,208.97,33.51,5.91,0,0,0,0,0
47007000311,47,007,000311,414,198,9,5,1,1,1,2
47007000312,47,007,000312,461,61,11,0,0,0,1,3
47009000401,47,009,000401,1020.85,335.95,34.99,6,11,6,2,9
47009000402,47,009,000402,1464.72,320.02,45.09,8.01,3.05,1.01,1,7.01
47009000403,47,009,000403,1433.77,554.47,86.36,12.76,11.78,0.98,0,7.85
47009000404,47,009,000404,1230,637,109,18,4,3,4,20
47009000405,47,009,000405,1286,270,39,7,8,1,6,8
47009000406,47,009,000406,899.63,377.67,36.2,13.02,6.02,1.01,2.02,12.03
47009000407,47,009,000407,323.72,76.98,7.9,0.99,3.95,0.99,0.99,0.99
47009000408,47,009,000408,1500.44,594.8,93.86,20.22,11.14,5.06,7.11,23.13
47009000409,47,009,000409,329.35,137.48,8.9,2.97,0.99,0,0,0
47009000410,47,009,000410,1005.54,518.44,79.05,19,10,2,3,11.01
47009000411,47,009,000411,353,510.25,22.48,6.14,3.05,0.05,3.02,2.08
47009000412,47,009,000412,1079.33,294.83,44.19,10.78,6.84,2.92,4.88,7.86
47009000413,47,009,000413,638.06,304.64,46.64,12.9,3.97,5.95,1.98,7.94
47009000414,47,009,000414,1102.77,475.13,63.36,20.76,9.9,1.98,1.98,7.93
47009000415,47,009,000415,627,101.36,19.73,3.59,4.48,0.9,0.9,5.38
47009000416,47,009,000416,975.83,200.4,31.13,7.65,6.6,0.17,0.19,6.07
47009000417,47,009,000417,899.3,226.22,44.39,2.99,5.68,3.75,1.88,4.73
47009000418,47,009,000418,1115.78,219.64,26.74,10.87,11.86,0.99,1.98,6.92
47009000419,47,009,000419,2888.01,613.79,113.96,17.99,11,5,3,17.99
47009000420,47,009,000420,1731.39,788.38,102.92,14.31,13.53,5.29,5.18,20.56
47009000421,47,009,000421,873.3,288.09,39.68,6.89,2.04,0.03,1,6.89
47009000423,47,009,000423,1086.46,369.69,59.74,5.01,8.99,2.99,1.01,3.98
47009000424,47,009,000424,1184,261,27,3,2,1,2,6
47009000425,47,009,000425,984,290,30,6,6,4,3,7
47009000426,47,009,000426,587.43,150.03,15.91,1.99,5.95,0.99,0,1.99
47009000427,47,009,000427,2594.44,660.2,101.41,13.12,19.04,4.01,4.02,6.08
47009000429,47,009,000429,1206.11,270.72,45.57,6.25,8.23,2.07,0.12,7.34
47009000430,47,009,000430,1342.21,524.69,76.95,14.99,15.99,2,4,12.99
47009000431,47,009,000431,2091.25,660.26,89.13,14.01,13.01,3.95,6.88,18.82
47009000432,47,009,000432,569.17,348.97,45.61,13.88,4.96,0.99,1.98,8.92
47009000433,47,009,000433,1164.51,320.28,29.22,3.9,4.87,0.97,1.95,8.76
47009000434,47,009,000434,1303.53,274.31,30.04,6.01,11.01,0,5,1.01
47009000435,47,009,000435,64.82,15.09,3.1,0.07,0.08,0.01,0.01,0.04
47009000436,47,009,000436,480.04,108.43,16.68,1.85,0.93,0.93,0.93,4.63
47011000501,47,011,000501,1122,195,39,6,5,1,1,0
47011000502,47,011,000502,2317.15,820.3,109.04,22.01,16,4,7,34.01
47011000503,47,011,000503,825.32,124.65,32.24,10.04,9.01,1,1.02,0.04
47011000504,47,011,000504,3229.68,756.05,120.01,15.21,15.1,4.04,6.06,29.28
47011000505,47,011,000505,2286.07,499.62,81.57,14.77,6.06,2.01,4.2,9.82
47011000506,47,011,000506,2259.25,626.05,95.01,15,16,7,11,27
47011000507,47,011,000507,1450.09,474.12,68.01,13.8,6.9,2.96,3.94,18.73
47011000508,47,011,000508,2469.54,471.53,72.93,12.99,7.99,4,3,13.99
47011000509,47,011,000509,998,518,79,23,8,5,3,27
47011000510,47,011,000510,645.88,333.45,31.97,7.99,6.98,1,0.01,11.98
47011000511,47,011,000511,1413,179,29,9,2,0,5,14
47011000512,47,011,000512,1999.82,310.94,62.09,11.02,8.02,3,4,7.03
47011000513,47,011,000513,886,193,26,5,3,4,0,12
47011000514,47,011,000514,1726.83,451.65,64.66,9.95,1.99,0,4.97,11.94
47011000515,47,011,000515,1672,270,49,9,9,2,7,12
47011000516,47,011,000516,2653,528,99,15,19,1,5,31
47011000517,47,011,000517,1824,321,39,10,3,2,0,7
47013000601,47,013,000601,209,55,5,2,0,0,1,0
47013000602,47,013,000602,939.81,200.67,32.27,1.01,5.02,5.04,2.01,2
47013000603,47,013,000603,388.52,113.6,8.08,3.01,1.02,3.01,3.01,0.01
47013000604,47,013,000604,1019,199,18,4,6,2,1,3
47013000605,47,013,000605,283.74,35.89,5.5,3.26,2.09,0.18,0,3.09
47013000607,47,013,000607,874,190,23,0,3,0,4,3
47013000608,47,013,000608,542,185,13,8,7,1,5,0
47013000609,47,013,000609,836,168,27,2,5,1,4,1
47013000610,47,013,000610,571.48,97.4,12.92,0.99,2.98,0.99,0.99,1.99
47013000611,47,013,000611,1035.78,203.52,29.5,1.96,2.96,1,2.94,0.99
47013000612,47,013,000612,222.81,70.71,5.58,0.11,2.14,2.03,0.15,0.04
47013000613,47,013,000613,486.94,128.78,15.64,2.91,3.88,0.97,3.88,0.97
47013000614,47,013,000614,30.88,9.96,0,0,0,0,0,0
47013000615,47,013,000615,517.99,111.15,13.3,6.03,0.03,1.01,1.03,0.01
47013000616,47,013,000616,327.82,61.76,5.7,1.9,0,0,0.95,0
47013000617,47,013,000617,234,44,3,0,0,0,0,0
47013000618,47,013,000618,332.79,47.06,7.96,0.01,0.89,1.79,0.01,0
47013000619,47,013,000619,161.86,48.62,2.36,1.08,0.99,3.02,1.01,0.02
47013000620,47,013,000620,243.89,64.86,7.31,2.74,0,0,0,0.91
47013000621,47,013,000621,596.13,210.08,15.63,3.91,0,1.96,0.98,0.98
47015000701,47,015,000701,924.27,215.74,23.2,2.85,3.73,1.86,0.06,3.62
47015000702,47,015,000702,152.73,70.25,3.16,3.26,1.04,0,0.08,0
47015000703,47,015,000703,796.27,152.86,22.98,5,3,1,2,5.99
47015000704,47,015,000704,700.5,175.88,11.33,2.27,5.26,1.13,1.2,2
47015000705,47,015,000705,519.48,227.05,19.39,3.85,3.75,1.87,2.64,0.24
47015000706,47,015,000706,300.46,87.5,4.98,1.99,0,0,0,0
47015000707,47,015,000707,226.81,71.55,9.32,3.98,0.14,0.07,0.1,0
47015000708,47,015,000708,150.61,60.43,2.88,5.76,0.96,0,1.92,0
47015000709,47,015,000709,205,59,8,0,0,1,0,0
47017000801,47,017,000801,466,138,15,1,1,1,1,0
47017000802,47,017,000802,146,27,6,1,0,0,0,0
47017000803,47,017,000803,442.04,143.33,11.05,2.05,0,1.01,0.99,0
47017000804,47,017,000804,397.41,93.46,4.54,0.91,2.72,3.63,0.91,0.91
47017000805,47,017,000805,1172.08,396.64,35.7,3.97,0,3.97,2.97,2.97
47017000806,47,017,000806,210,89,4,2,2,0,1,0
47017000807,47,017,000807,845.92,233.36,19.3,2.03,5,2.03,3.03,3.03
47017000808,47,017,000808,474.79,244.89,9,5,1,1,2,3
47017000809,47,017,000809,807,208,25,3,2,1,2,6
47017000810,47,017,000810,270,82,8,3,1,0,2,0
47017000811,47,017,000811,90,18,5,1,0,0,0,0
47017000812,47,017,000812,591,85,9,5,1,2,0,2
47017000813,47,017,000813,115,23,1,0,0,0,0,0
47017000814,47,017,000814,244,60,2,0,1,1,3,2
47017000815,47,017,000815,322.96,105.67,5.95,2.95,0,0.99,0.01,0
47017000816,47,017,000816,320.59,51.54,6.46,0.09,0.28,1.37,0.09,0.09
47017000817,47,017,000817,442,194,8,4,1,1,2,1
47017000818,47,017,000818,284.21,106.11,5,2,0,0,0,0
47017000819,47,017,000819,115,28,1,0,0,0,1,0
47019000901,47,019,000901,1726.42,560.26,88.36,24.27,12.62,6.8,0.97,25.25
47019000902,47,019,000902,1034.02,221.58,23.46,10.68,3.35,0.19,2.03,3.7
47019000903,47,019,000903,315.7,66.35,11.05,2.01,0,1,1.01,6.01
47019000904,47,019,000904,950.01,244.02,21.66,8.32,2.52,0.01,0.84,6.66
47019000905,47,019,000905,1012.22,311.45,40.88,16.55,1.95,0.97,3.89,5.84
47019000906,47,019,000906,907.07,179.48,19.06,10,3,0,3.03,3
47019000907,47,019,000907,665.28,138.85,16.98,2,0,0,0,7.99
47019000908,47,019,000908,1436.04,202.27,18.46,5.99,6.91,0,2.24,2.04
47019000909,47,019,000909,450.01,73.87,9.03,3.01,0.09,0,1,2.96
47019000910,47,019,000910,704.92,144.55,15.84,4.95,3.96,0.99,0.99,0.99
47019000911,47,019,000911,1221.46,222.51,22.76,6.04,7.57,2.14,2.22,4.61
47019000912,47,019,000912,542.62,219.29,24.22,7.19,0.05,2.91,1.07,4.97
47019000913,47,019,000913,230,38,3,1,0,0,0,0
47019000914,47,019,000914,139.69,24.18,1.03,0.01,0,0,1,0
47019000915,47,019,000915,1225,151,13,5,1,1,4,6
47019000916,47,019,000916,639.31,72.82,8.97,3.99,0,1,1,1
47019000917,47,019,000917,1238.66,215.88,27.76,3.99,3.97,1.98,0.99,4.98
47019000918,47,019,000918,1045.7,142.47,18.06,5.01,3.01,1,1,0.01
47019000919,47,019,000919,691,134,12,7,4,0,1,2
47019000920,47,019,000920,189.02,38.8,5.97,1.99,0,0,0.99,1.99
47019000921,47,019,000921,480,39,6,1,0,0,0,0
47019000922,47,019,000922,53.87,12.38,1.46,0,0,0,0.73,0
47021001001,47,021,001001,1929.59,508.81,59.38,9.73,6.79,0.97,5.81,15.49
47021001002,47,021,001002,1068.08,289.15,38.62,6.59,6.59,0.94,1.88,3.77
47021001003,47,021,001003,2127.71,539.4,97.52,12.94,8.96,0,1.99,8.96
47021001004,47,021,001004,1482.4,680.62,80.98,11.43,12.04,1.06,4.12,15.08
47021001005,47,021,001005,509.97,143.94,7.83,7.72,0.02,0.97,1.94,0.98
47021001006,47,021,001006,1939,905,86,28,8,4,4,41
47021001007,47,021,001007,1281,552,57,16,7,4,4,11
47021001008,47,021,001008,963.68,260.78,35.82,6.62,0.62,1.07,2.28,1.75
47023001101,47,023,001101,657,107,6,2,1,1,0,1
47023001102,47,023,001102,1101,218,27,4,4,0,4,11
47023001103,47,023,001103,559,93,12,0,1,0,0,4
47023001104,47,023,001104,296,65,6,2,0,0,0,4
47023001105,47,023,001105,706,330,24,1,0,0,0,5
47023001106,47,023,001106,383,169,12,0,2,0,0,6
47023001107,47,023,001107,372,66,5,1,0,0,0,3
47023001108,47,023,001108,379.29,81.85,6.99,0,1,0,0,0
47023001109,47,023,001109,208,52,9,0,1,1,1,0
47023001110,47,023,001110,223,26,3,0,1,2,0,3
47023001111,47,023,001111,196,35,4,0,1,0,0,0
47025001201,47,025,001201,742.46,162.58,17.11,5.92,0.66,1.32,1.97,0.66
47025001202,47,025,001202,141,48,1,0,0,1,0,0
47025001203,47,025,001203,501.85,78.69,9.01,1,2.24,0.24,0,0
47025001204,47,025,001204,1102.05,238.85,23.69,3.95,3.95,7.89,0.99,5.92
47025001205,47,025,001205,326.6,61.22,8.05,0.05,0.05,0.04,1.77,0.04
47025001206,47,025,001206,949.17,231.5,31.17,5.03,2.02,4.02,4.01,0.01
47025001207,47,025,001207,256,50,11,1,5,0,0,1
47025001208,47,025,001208,638.87,133.95,13.1,1.02,5.16,1.24,1.35,2.18
47025001209,47,025,001209,113.55,44.37,5.33,0.06,0.06,0.11,0.01,2.08
47025001210,47,025,001210,1135.17,324.69,19.71,4.92,2.95,2.95,0.99,0.99
47025001211,47,025,001211,386.7,78.05,10.14,0,0,0,0.04,0
47025001212,47,025,001212,54.57,20.46,0,0,0.76,0.76,0,0
47025001213,47,025,001213,965.79,155.78,18.63,4.03,2.16,1.43,1.88,3.12
47025001214,47,025,001214,155,16,1,0,0,0,0,0
47025001215,47,025,001215,565.01,108.9,13.73,2,0.07,0.98,1.92,1.91
47025001216,47,025,001216,117.37,18.41,4.18,0.03,0,1.01,0.03,0.03
47025001217,47,025,001217,451.09,60.58,5.08,0,2,1,1.02,0
47027001301,47,027,001301,185,42,1,0,0,0,0,0
47027001302,47,027,001302,209.32,73.14,4.79,0.95,0.95,0,0.01,0
47027001303,47,027,001303,478,100,5,2,3,0,0,0
47027001304,47,027,001304,197,83,6,0,1,1,0,0
47027001305,47,027,001305,316.48,223.77,4.27,4.05,3.05,1,0,0
47027001306,47,027,001306,325.53,95.85,11.93,1,1,0,1.99,0
47027001307,47,027,001307,429,89,14,3,1,0,0,0
47029001401,47,029,001401,418.41,75.28,10.75,0.98,1.95,0,0.98,0.98
47029001402,47,029,001402,417.01,86.23,7.35,1.13,0.09,0.09,1,0.18
47029001403,47,029,001403,767.24,106.21,10.47,1.76,0.93,0.02,1.73,0.02
47029001404,47,029,001404,466.81,84.14,10.02,1.99,1,1.99,0,0
47029001405,47,029,001405,529.53,145.43,7.05,14.01,2.03,1.01,3,2.01
47029001406,47,029,001406,644.64,175.38,28.44,2.84,1.9,1.9,0,3.79
47029001407,47,029,001407,526.49,142.53,15.51,3.88,0.97,0,0.97,0.97
47029001408,47,029,001408,311.83,61.28,3.14,6.05,1.07,2.01,0.01,0.04
47029001409,47,029,001409,898.85,132.44,13.99,5.95,6.91,1,0.99,3.97
47029001410,47,029,001410,949,161,28,4,1,0,1,0
47029001411,47,029,001411,421.68,93.54,7.05,4.01,0.01,1.01,2.01,2
47029001412,47,029,001412,471.76,91.9,7.82,1.95,2.93,1.95,0.97,0
47029001413,47,029,001413,170.19,31.59,2.88,0.12,0.03,0,1.62,0.03
47029001414,47,029,001414,534.65,85.69,6.46,3.03,1.02,0.99,3.14,0
47029001415,47,029,001415,525.31,130.76,9.6,1.04,3.05,0.05,0.33,0.99
47029001416,47,029,001416,444.41,142.11,15.01,5,1,3,1,2
47029001417,47,029,001417,405.34,72.5,10.21,0.02,0.04,1,1.02,0.02
47029001418,47,029,001418,59.84,10.55,1.16,0.08,0.03,0.01,0,0
47029001419,47,029,001419,738.33,140.87,14.99,1,1,3,1,0
47031001501,47,031,001501,595.24,241.45,22.25,7.34,2.81,1.83,2.75,0.94
47031001502,47,031,001502,350.92,140.95,20.29,5.02,1.04,0,2.01,1.02
47031001503,47,031,001503,666.41,224.04,21.43,9.35,5.12,0.85,3.41,4.26
47031001504,47,031,001504,664.64,298,20.14,12.9,4.01,0.99,1.01,1.01
47031001505,47,031,001505,723,217,11,5,3,2,1,2
47031001506,47,031,001506,584.35,154.09,19.82,0.16,2.99,0.01,1.01,1.01
47031001507,47,031,001507,732.3,192.12,19.01,3,0,0,1,1
47031001508,47,031,001508,884.99,187,42,8,5,1,1,4
47031001509,47,031,001509,650.18,179.5,17.08,5,2.98,1,0,1.01
47031001510,47,031,001510,660.49,175.09,29.66,0.01,4.94,0,0,7.9
47031001511,47,031,001511,862.56,195.28,22.83,8.47,0.3,1.14,2.2,1.16
47031001512,47,031,001512,512.69,126.19,14.14,1.17,2.92,0.03,0.06,0.99
47031001513,47,031,001513,406.79,76.87,11.4,1.04,0.93,0.12,0.93,0.42
47031001514,47,031,001514,929.68,273.78,18.88,3.63,1.89,0.15,1.58,1.75
47031001515,47,031,001515,893.69,318.38,27.79,1.02,1.99,2.93,2.97,8.79
47031001516,47,031,001516,1001.44,362.94,61.32,6.9,2.05,1.94,1.08,7.76
47031001517,47,031,001517,283.32,181.72,20.85,1.99,1.98,0,0.99,0
47031001518,47,031,001518,617.89,233.92,32.1,3.02,4.02,2,1.01,1
47031001519,47,031,001519,353,212,11,6,3,0,2,1
47031001520,47,031,001520,647,284,24,12,1,2,3,5
47031001521,47,031,001521,678.36,298.44,34.27,8.05,5.05,4,1.02,8
47031001522,47,031,001522,482,102,10,2,4,0,1,3
47031001523,47,031,001523,242,70,6,2,1,1,1,1
47033001601,47,033,001601,365.76,70.17,7.03,0,0,0,1,1
47033001602,47,033,001602,348.97,46.86,1.99,3.99,0,1,0,0
47033001603,47,033,001603,385.03,70.14,4.01,1.01,2,0,0,0
47033001604,47,033,001604,238.25,78.19,8.11,0,0,0,0,0
47033001605,47,033,001605,204.07,161.02,3.31,1,0.05,1,0.05,0
47033001606,47,033,001606,456.69,110.79,15.58,0,1.95,0,1.95,0
47033001607,47,033,001607,422,115,4,2,1,0,1,0
47033001608,47,033,001608,147.69,229.1,6.63,0,0,0,0.95,0
47033001609,47,033,001609,332,112,2,1,0,0,1,0
47033001610,47,033,001610,251.56,136.72,3.34,2,0,1,1.05,0
47033001611,47,033,001611,427,84,11,1,2,0,0,0
47033001612,47,033,001612,403,89,9,1,1,0,0,4
47035001701,47,035,001701,542,95,8,3,0,1,1,4
47035001702,47,035,001702,523,121,7,2,4,0,0,0
47035001703,47,035,001703,753.14,192.29,15.91,3.06,4.09,0.08,2.11,0.05
47035001704,47,035,001704,1214.31,343.76,39.74,8.94,7.95,2.98,3.97,0
47035001705,47,035,001705,1954.54,523.34,52.93,10.99,5.99,3,3.99,8.99
47035001706,47,035,001706,384,72,6,5,1,1,2,2
47035001707,47,035,001707,321,52,8,4,1,0,0,0
47035001708,47,035,001708,1930.99,639.43,33.19,1.95,2.93,2.93,3.9,1.95
47035001709,47,035,001709,2190.87,916.27,53.9,8.98,7.98,5.99,5.99,2
47035001710,47,035,001710,312.84,57.91,9.09,1,1,0,1,2.05
47035001711,47,035,001711,849,201,29,4,2,0,0,2
47035001712,47,035,001712,578.15,160.54,20.68,2.95,0,0,0.98,0
47035001713,47,035,001713,637.06,128.33,20.26,8.02,0.04,1.01,1.04,6
47035001714,47,035,001714,820,160,16,6,2,1,1,0
47035001715,47,035,001715,219,32,4,2,1,0,1,0
47035001716,47,035,001716,970.69,202.24,25.26,3.06,2.05,2.02,1.03,0
47035001717,47,035,001717,484.16,115.09,10.91,0,0,0,0,5.95
47035001718,47,035,001718,621,269,15,3,1,2,1,4
47035001719,47,035,001719,1088.46,209.66,13.07,6.01,2.01,0,1.01,8.01
47035001720,47,035,001720,385,41,4,2,0,0,0,2
47035001721,47,035,001721,693.79,107.49,15.63,3.91,0.98,1.95,0.98,0
47035001722,47,035,001722,1378.79,327.13,26.05,2.02,3.96,0.99,3.97,0
47035001723,47,035,001723,648,98,13,4,1,0,1,6
47035001724,47,035,001724,913.21,137.51,24.37,3.09,1.02,0.05,0.02,4
47037001801,47,037,001801,1474,597,56,15,6,6,5,23
47037001802,47,037,001802,310,161,12,3,1,0,2,0
47037001803,47,037,001803,305.91,3307.85,34.45,29.48,4.07,2.14,9,2.35
47037001804,47,037,001804,210.53,86.59,11.75,2.94,0.98,0,0,6.85
47037001805,47,037,001805,33.69,1181.03,10.89,5.94,0,1.98,3.96,4.95
47037001806,47,037,001806,36.78,1925.36,8.95,5.96,0.99,4.97,4.97,1.99
47037001807,47,037,001807,93.34,1716.27,15.08,8.09,1.03,3.02,4.01,2.03
47037001808,47,037,001808,45.19,371.2,2.06,3.05,0.01,0.01,0,0
47037001809,47,037,001809,50.65,990.04,8.6,8.6,0.96,0.96,0,0
47037001810,47,037,001810,89.51,785.01,8.09,7.09,0.01,7.01,3,2
47037001811,47,037,001811,628.27,225.36,18.54,3.9,0,0,0.98,8.78
47037001812,47,037,001812,109,79,3,0,0,0,0,2
47037001813,47,037,001813,120.09,375.15,19.55,6.52,0.93,1.86,0,4.65
47037001814,47,037,001814,630.39,2110.58,56.78,18.12,16.26,4.35,0.36,10.14
47037001815,47,037,001815,105.89,2169.38,19.97,14.95,3.98,4.01,4.02,4.98
47037001816,47,037,001816,225.24,765.34,17.11,9.04,4.03,0.01,2,5.02
47037001817,47,037,001817,2015.18,1568.8,173.76,32.95,4.99,3,3,55.92
47037001818,47,037,001818,451,720,74,12,3,1,4,23
47037001819,47,037,001819,719,495,38,9,3,1,1,14
47037001820,47,037,001820,1713.39,1562.62,140.79,23.96,8.99,1,8.99,17.97
47037001821,47,037,001821,125,586,14,10,2,0,3,0
47037001822,47,037,001822,195,1557,73,36,3,2,4,12
47037001823,47,037,001823,113,510,27,20,1,0,4,9
47037001824,47,037,001824,39.84,635.76,9.92,8.93,1.98,0.99,0.99,8.92
47037001825,47,037,001825,129,1340,65,25,3,2,1,12
47037001826,47,037,001826,165,1138,79,24,2,3,3,5
47037001827,47,037,001827,332,1642,105,33,3,0,2,25
47037001828,47,037,001828,119.38,863,31.09,11.08,1.02,4.01,6.01,7.08
47037001829,47,037,001829,357,1387,99,41,8,3,4,16
47037001830,47,037,001830,178.01,1170.17,46.84,30.92,1.87,2.81,2.81,19.67
47037001831,47,037,001831,291,1029,58,21,1,1,2,5
47037001832,47,037,001832,321,902,36,24,1,2,3,21
47037001833,47,037,001833,152.99,1328.83,69.16,15.08,4.13,2.19,1.19,6.33
47037001834,47,037,001834,329.29,1136.74,76.9,29.58,0.99,0,0.99,34.51
47037001835,47,037,001835,396,851,62,12,8,0,0,14
47037001836,47,037,001836,358.77,725.8,37.77,13.46,3.14,4,4.13,0.14
47037001837,47,037,001837,126.06,824.84,18.86,15.88,0,2.98,0,11.91
47037001838,47,037,001838,218.53,776.53,30.52,12.86,0,1.98,0,6.95
47037001839,47,037,001839,767.25,1546.16,77.23,32.48,4.98,1.03,5.98,21.5
47037001840,47,037,001840,615.24,969.81,37.59,15.05,3.74,4.64,4.68,14.98
47037001841,47,037,001841,454.23,1173.15,51.03,13.42,4.2,0.01,1.05,5.29
47037001842,47,037,001842,304,645,23,14,2,1,1,0
47037001843,47,037,001843,795.48,1651.61,43.75,19.89,2.98,2.98,3.98,8.95
47037001844,47,037,001844,520,192,17,0,3,0,2,2
47037001845,47,037,001845,168,52,8,3,0,0,0,0
47037001846,47,037,001846,869.25,726,52.43,5.95,2.98,2.97,4.94,11.86
47037001847,47,037,001847,869,1237,41,17,3,4,3,28
47037001848,47,037,001848,248.73,507.89,18.99,7.59,3.8,0,0.95,4.75
47037001849,47,037,001849,351.94,445.38,27.21,9.03,2.02,1.99,1.01,7.04
47037001850,47,037,001850,1421.41,1196.42,112.62,22.22,10.1,2.03,8.06,34.96
47037001851,47,037,001851,1717.99,920.99,95,12,4,7,4,18
47037001852,47,037,001852,521.1,519.14,31.29,8.8,4.89,0.98,2.93,0
47037001853,47,037,001853,521.99,558.42,45.1,12.58,4.28,2.03,1.06,5.28
47037001854,47,037,001854,939,807,72,15,8,1,6,25
47037001855,47,037,001855,1716.21,1320.02,131.44,15.85,13.98,1.86,1.86,32.63
47037001856,47,037,001856,602,788,54,11,5,3,8,5
47037001857,47,037,001857,793.55,839.09,66.86,18.41,8.72,0.97,1.94,8.72
47037001858,47,037,001858,124.79,95.98,9.56,1.15,1.02,0.14,0.14,2.37
47037001859,47,037,001859,347.96,829.9,46.99,27,0,2,4,7
47037001860,47,037,001860,176,263,24,5,3,1,1,0
47037001861,47,037,001861,1213.04,1640.1,129.01,28,5,5,10,12
47037001862,47,037,001862,111.18,119.86,11.41,3.11,0.02,0.01,0.02,0.05
47037001863,47,037,001863,970,1199,95,22,12,5,4,7
47037001864,47,037,001864,1150.25,864.68,73.63,26.87,4.98,4.98,4.98,15.92
47037001865,47,037,001865,164,318,24,8,1,4,0,0
47037001866,47,037,001866,6,28,1,0,0,0,0,2
47037001867,47,037,001867,724.56,876.46,92.96,26.02,4.01,3.01,4.01,12.03
47037001868,47,037,001868,1222.35,1226.6,109.35,28.59,8.86,0.01,7.88,8.88
47037001869,47,037,001869,833,736,95,16,8,2,2,21
47037001870,47,037,001870,1023.8,865.47,93.14,29.74,10.29,0.06,6.11,14.4
47037001871,47,037,001871,426.2,503.53,51.86,12.26,4.71,0.94,1.89,6.6
47037001872,47,037,001872,21,99,2,4,1,0,0,2
47037001873,47,037,001873,176.25,381.53,19.28,9.18,0.92,0.92,0,4.61
47037001874,47,037,001874,160,249,12,7,1,0,3,5
47037001875,47,037,001875,1096,2113,207,58,15,10,11,48
