GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSRMCC,G16USSDKIR,G16USSGSWI,G16USSOWRI
04001000005,04,001,000005,201.08,55.66,11.83,1.89,3.8,182.77,60.15,20.38,4.48
04001000010,04,001,000010,142.6,1384.47,71.86,31.95,50.9,187.63,1496.16,44.95,3.99
04001000015,04,001,000015,93.16,680.06,38.09,17.04,36.07,127.29,723.21,24.03,1
04001000020,04,001,000020,1134.65,227.95,43.98,11.01,26.98,835.77,290.92,194.95,41.97
04001000025,04,001,000025,33.03,349.19,16.02,3.01,12.01,37.03,375.22,5.01,1
04001000030,04,001,000030,582,57,13,5,16,527,77,49,5
04001000035,04,001,000035,46.79,586.43,25.89,10.95,20.91,83.63,629.24,9.96,1
04001000040,04,001,000040,40.24,431.77,16.11,9.08,10.09,60.31,459.94,3.06,0
04001000045,04,001,000045,754.94,139.69,21.8,6.94,12.88,697.48,137.71,74.31,5.94
04001000050,04,001,000050,558.96,82.99,12,2,10,482.97,105.99,58,6
04001000055,04,001,000055,251,1306,90,39,49,282,1403,73,9
04001000060,04,001,000060,33,316,18,4,14,46,338,7,3
04001000065,04,001,000065,54.95,484.57,24.98,14.99,31.97,68.94,522.54,12.99,10.99
04001000070,04,001,000070,81.45,31.83,0.94,0,0,71.15,35.57,5.62,0
04001000075,04,001,000075,102.29,409.63,47.15,9.04,23.07,106.31,465.88,26.06,0.02
04001000080,04,001,000080,42.15,521.07,27.09,8.03,11.06,61.18,560.22,11.03,0.01
04001000085,04,001,000085,53.82,357.79,34.88,11.96,15.95,63.79,417.59,11.96,0
04001000090,04,001,000090,46.81,707.14,43.82,13.94,23.9,77.69,756.94,24.9,1
04001000095,04,001,000095,50,261,12,8,4,61,269,13,2
04001000100,04,001,000100,16.59,69.84,3.99,2.97,1.95,17.31,74.06,4.83,0
04001000105,04,001,000105,50.96,731.43,44.97,6.99,16.99,75.94,766.41,18.99,1
04001000110,04,001,000110,5,87,9,1,4,22,84,1,0
04001000115,04,001,000115,45.53,435.17,28.27,6.12,14.19,48.7,470.59,17.17,2.01
04001000120,04,001,000120,211.44,58.57,3.97,2.98,6.95,192.58,61.54,19.85,1.99
04001000125,04,001,000125,24.32,220.23,17.16,10.1,4.05,23.48,251.29,11.12,1.01
04001000130,04,001,000130,222.94,477.88,31.99,19.99,34.99,183.95,555.86,50.99,3
04001000135,04,001,000135,10,98,9,4,4,23,96,6,0
04001000140,04,001,000140,79.95,255.65,44.42,5.92,2.96,118.45,255.65,21.72,0
04001000145,04,001,000145,38.88,559.19,28.5,8.09,17,70.23,583.36,7.11,1
04001000150,04,001,000150,25,381,12,1,7,30,403,5,1
04001000155,04,001,000155,25.29,411.32,23.25,5.08,11.14,39.5,439.59,8.12,0.01
04001000160,04,001,000160,469.8,66.24,14.03,5,6.99,397.91,83.26,51.96,7.99
04001000165,04,001,000165,761,195,31,19,17,635,241,101,11
04001000170,04,001,000170,267.68,1556.77,123.84,72.9,38.95,362.52,1640.71,81.88,5.99
04001000175,04,001,000175,38.95,336.53,27.96,15.98,14.98,50.93,372.48,22.97,1
04001000180,04,001,000180,519.59,144.6,27.92,4.99,3.99,470.72,165.55,47.87,5.98
04001000185,04,001,000185,38,630,22,11,8,48,664,11,1
04001000190,04,001,000190,60.16,225.01,35.48,6.9,2.96,86.81,239.76,7.9,0
04001000195,04,001,000195,22.04,245.51,5.02,6.01,7.02,32.07,261.55,2.01,0
04001000200,04,001,000200,61.91,305.69,27.52,7.06,4.03,99.34,302.69,12.26,0
04001000205,04,001,000205,839.64,175.16,30.04,16.01,12.03,706.39,220.2,97.18,19.02
04001000210,04,001,000210,41.96,691.39,29.94,16.96,24.94,89.8,721.37,25.93,2
04001000215,04,001,000215,36.77,332.74,18.89,4.97,8.95,38.76,363.56,6.96,1.98
04003000001,04,003,000001,590.58,277.33,44.19,21.64,22.31,539.37,323.87,60.87,12.55
04003000002,04,003,000002,889.18,287.01,52.91,17.94,30.4,802.13,303.36,106.6,25.08
04003000003,04,003,000003,848.51,427.38,73.92,29.82,26.58,802.07,457.03,93.28,14.72
04003000004,04,003,000004,178.66,697.67,25.95,57.89,22.96,208.6,687.69,70.87,2
04003000005,04,003,000005,397.01,499.02,41,27,12,421.01,486.02,60,2
04003000006,04,003,000006,330.33,578.31,50.05,40.11,24.04,357.39,580.29,71.13,5
04003000007,04,003,000007,124.17,79.63,6.9,6.87,3.93,122.15,81.63,11.83,0.98
04003000008,04,003,000008,888.87,293.98,40.46,29.16,14.17,738.33,353.37,107.66,25.02
04003000009,04,003,000009,117,605,21,23,5,227,522,21,0
04003000010,04,003,000010,272,795,34,20,18,432,689,18,1
04003000011,04,003,000011,105.99,817.74,21.17,24.17,8.07,251.03,690.53,29.29,1.09
04003000012,04,003,000012,111.59,526.05,20.63,15.94,7.5,217.55,431.34,18.75,0
04003000013,04,003,000013,204.76,554.42,22.21,27.11,9.06,287.15,489.67,23.5,2.06
04003000014,04,003,000014,868.25,240.81,80.93,27.97,27.98,765.35,312.74,119.89,19.98
04003000015,04,003,000015,948,359,62,21,34,883,388,92,22
04003000016,04,003,000016,393.36,206.66,55.72,14.32,14.23,401.82,229.66,35.57,4.68
04003000017,04,003,000017,451.17,167.69,30.94,14.97,15.97,401.26,188.65,54.9,13.97
04003000018,04,003,000018,91.4,251.34,14.9,10.93,3.97,116.23,229.48,20.86,0.99
04003000019,04,003,000019,650.6,242.66,56.1,18.07,19.03,575.77,298.52,74.14,14.01
04003000020,04,003,000020,216.42,546.21,23.2,23.89,9.43,275.42,479.13,35.96,7.91
04003000021,04,003,000021,531.6,217.41,31.3,15.13,11.14,454.42,269.56,49.45,11.03
04003000022,04,003,000022,106.01,85.52,3.56,5.34,1.78,87.3,89.08,18.71,0.89
04003000023,04,003,000023,134,27,2,3,2,97,46,17,6
04003000024,04,003,000024,1069.02,299.38,73.22,16.65,39.76,979.14,348.98,102.74,27.77
04003000025,04,003,000025,248.45,99.76,9.59,7.67,14.39,213.91,112.23,33.57,2.88
04003000026,04,003,000026,812.51,471.78,66.98,22.33,57.27,829.01,476.63,77.66,19.41
04003000027,04,003,000027,1113.87,632.86,117.56,31.35,47.02,1164.82,612.29,120.5,22.53
04003000028,04,003,000028,526.84,366.24,60.71,24.48,26.44,538.59,356.45,81.28,8.81
04003000029,04,003,000029,402,240,49,14,15,386,267,48,7
04003000030,04,003,000030,295,189,33,9,20,297,186,41,7
04003000031,04,003,000031,717.47,378.46,77.06,23.63,51.53,742.37,378.66,93.8,16.59
04003000032,04,003,000032,1186.03,486.73,74.5,15.89,33.77,1172.12,491.69,75.49,15.89
04003000033,04,003,000033,758.49,392.22,56.02,21.67,34.73,728.99,394.37,95.34,16.59
04003000034,04,003,000034,579.91,370.2,55.16,21.68,23.36,592.24,351.17,76.12,11.65
04003000035,04,003,000035,951.04,326.26,81.83,22.96,26.95,891.1,360.24,102.82,34.91
04003000036,04,003,000036,536,292,55,20,31,563,288,51,13
04003000037,04,003,000037,726.88,293.95,41.99,16,20,660.89,335.94,61.99,10
04003000038,04,003,000038,403,281,55,17,19,421,285,42,6
04003000039,04,003,000039,868.44,565.84,121.2,37.71,39.64,910.38,557.22,124.57,15.14
04003000040,04,003,000040,783.65,350.84,61.7,11.46,37.02,804.81,357.89,60.82,10.58
04003000041,04,003,000041,991.09,488.8,84.84,18.32,36.64,999.76,487.83,83.88,17.35
04003000042,04,003,000042,617,366,76,25,42,649,358,73,17
04003000043,04,003,000043,1174,449,67,18,42,1141,453,78,20
04003000044,04,003,000044,826.94,277.46,59.95,23.92,21.93,739.15,333.19,94.85,7.2
04003000045,04,003,000045,313.21,118.96,16.24,9.23,3.56,257.33,141.26,42.97,4.08
04003000046,04,003,000046,1027.27,312.66,75.82,23.67,20.88,920.94,366.5,116.19,26.42
04003000047,04,003,000047,665.24,249.53,39.12,13.14,12.09,607.21,281.56,70.22,4.02
04003000048,04,003,000048,626.95,178.62,35.23,14.11,7.08,554.37,232.01,53.37,7.08
04003000049,04,003,000049,406,177,34,18,19,394,189,48,10
04005000001,04,005,000001,240.25,909.57,43.38,39.24,25.27,300.99,896.14,44.48,2.01
04005000002,04,005,000002,166.75,877.43,50.62,31.76,35.73,266.01,819.86,63.52,1.99
04005000003,04,005,000003,96,692,45,30,25,151,678,45,3
04005000004,04,005,000004,348.15,935.1,48.02,31,23.02,450.18,887.1,47.01,6
04005000005,04,005,000005,558.49,1060.63,76.17,34.12,48.24,686.14,1003.41,67.12,5
04005000006,04,005,000006,331.42,497.39,60.1,23.75,33.08,399.85,467.52,49.38,9.66
04005000007,04,005,000007,351,556,62,18,24,467,485,36,0
04005000008,04,005,000008,180,500,39,21,10,234,470,32,4
04005000009,04,005,000009,321,748,99,45,47,420,696,96,10
04005000010,04,005,000010,86,235,24,16,6,144,172,34,0
04005000011,04,005,000011,151.33,420.15,19.91,34.85,21.9,186.18,405.21,60.73,4.98
04005000012,04,005,000012,139,601,46,42,22,207,531,79,5
04005000013,04,005,000013,135,350,32,15,12,206,275,38,2
04005000014,04,005,000014,236,625,86,32,37,352,548,69,5
04005000015,04,005,000015,494.74,1188.56,102.41,85.15,76.27,637.48,1133.12,143.33,12.07
04005000016,04,005,000016,453,884,82,33,58,568,829,87,5
04005000017,04,005,000017,141.25,242.02,27.56,10.34,11.2,173.12,229.1,22.39,1.72
04005000018,04,005,000018,234.9,278.06,40.86,24.29,26.4,266.09,257.57,55.55,10.06
04005000019,04,005,000019,482.67,723.85,63.09,32.15,50.1,592.82,689.79,53.27,6.02
04005000020,04,005,000020,137,406,38,18,17,213,351,31,0
04005000021,04,005,000021,627.61,1088.63,114.23,44.07,30.2,806.64,1013.7,58.27,9.02
04005000022,04,005,000022,775.77,1192.44,126.84,40.47,83.01,1000.04,1085.6,91.55,12.75
04005000023,04,005,000023,323,671,79,34,29,409,629,67,11
04005000024,04,005,000024,858.32,1045.49,93.6,33.85,61.73,1027.58,944.93,75.68,16.93
04005000025,04,005,000025,561,828,76,27,51,678,771,62,10
04005000026,04,005,000026,345.03,370.33,37.91,20.47,34.59,396.55,348.49,48.18,5.24
04005000040,04,005,000040,225.49,142.68,20.95,1,25.94,246.44,122.72,25.94,3.99
04005000041,04,005,000041,323.93,103.66,8.97,6.98,7.97,288.04,116.61,32.89,3.99
04005000042,04,005,000042,133.52,441.56,25.13,21.94,21.37,130.14,497.31,20.56,4.82
04005000043,04,005,000043,99,436,27,17,34,111,488,26,0
04005000047,04,005,000047,47.98,239.92,19.99,8,16.99,53.98,279.91,10,1
04005000048,04,005,000048,10.69,170.66,4.14,5.05,18.16,12.82,193.92,8.03,1
04005000050,04,005,000050,826,539,77,24,60,905,535,57,11
04005000051,04,005,000051,107.71,79.07,6.89,4.16,3.93,108.95,73,13.55,3.59
04005000052,04,005,000052,658.29,477.93,54.11,19.84,36.07,688.05,459,78.45,5.41
04005000053,04,005,000053,109,37,9,0,0,107,34,6,1
04005000055,04,005,000055,85.82,151.16,9.75,6.83,13.65,122.88,138.48,6.83,0
04005000056,04,005,000056,249.69,277.21,26.08,5.05,16.11,296.99,259.11,22.05,1
04005000058,04,005,000058,402.72,78.29,23.16,2.2,16.22,378.95,83.48,37.14,10.98
04005000059,04,005,000059,139.12,404.07,40.01,19,19.01,189.12,384.07,33.02,5
04005000060,04,005,000060,6.69,24.99,1.06,0.96,1.97,8.46,23.12,2.08,0.05
04005000061,04,005,000061,108.32,300.58,19.8,9.06,10.73,95.91,354.7,9,1.13
04005000062,04,005,000062,848.27,1296.68,147.25,55.5,67.26,988.63,1256.38,117.37,13.24
04005000063,04,005,000063,111.43,49.31,7.04,1.02,2.02,108.41,44.32,16.05,0
04005000064,04,005,000064,12,0,1,0,0,10,0,3,0
04005000065,04,005,000065,103.19,500.76,25.35,15.02,24.38,111.56,558.97,14.08,1.87
04005000066,04,005,000066,260.78,81.93,10.99,3,6.99,229.8,88.92,36.97,4
04005000067,04,005,000067,121.62,320.76,34.87,19.92,24.91,113.66,399.44,18.94,0
04005000069,04,005,000069,131.96,604.56,26.61,12.68,25.83,168.48,613.14,23.36,0.18
04005000070,04,005,000070,25.48,117.6,9.8,3.92,8.82,49.98,105.84,9.8,0.98
04005000071,04,005,000071,15,58,2,3,6,17,68,2,0
04005000072,04,005,000072,379,218,55,17,24,366,244,53,7
04005000073,04,005,000073,433,187,37,15,32,434,216,42,3
04005000074,04,005,000074,225.87,182.9,26.98,5,26.98,237.86,192.89,36.98,0
04005000075,04,005,000075,490.73,292.74,50.73,6.92,19.5,504.14,291.65,56.32,3.15
04005000079,04,005,000079,480,210,41,11,6,451,215,64,8
04005000080,04,005,000080,443.92,226.73,21.86,9.3,10.82,438.09,229.98,33.22,3.03
04005000082,04,005,000082,357.26,510.71,17.09,30,20.81,379.73,504.09,42.29,3.25
04005000083,04,005,000083,428.86,543.79,20.48,31.1,19.65,456.71,525.72,53.21,0.84
04005000084,04,005,000084,220.09,186.71,26.44,7.16,25.37,260.86,178.67,18.33,2.32
04005000085,04,005,000085,703,447,58,24,47,714,445,82,11
04005000086,04,005,000086,102.81,77.59,10.67,2.91,5.82,121.24,69.83,3.88,0.97
04005000088,04,005,000088,42.31,224.34,8.86,2.95,9.84,50.18,240.08,1.97,0
04005000090,04,005,000090,113,861,40,29,41,120,955,22,0
04005000092,04,005,000092,696.7,526.37,62.37,26.32,32.16,678.2,548.78,91.6,6.82
04005000093,04,005,000093,75,436,22,14,24,93,463,27,0
04005000094,04,005,000094,41,310,13,11,16,59,328,14,2
04005000095,04,005,000095,219.52,1388.4,68.2,57.08,87.18,237.02,1546.16,78.2,3.02
04005000097,04,005,000097,248.82,144.89,27.98,4,13.99,236.83,146.89,45.97,3
04005000098,04,005,000098,1071,374,78,19,33,1013,364,128,24
04005000099,04,005,000099,401.05,204.04,42,10,18,404.06,203.04,49,12
04007000001,04,007,000001,423.31,235.65,31.13,7.9,6.12,420.67,224.69,42.25,3.93
04007000002,04,007,000002,72,67,10,1,4,72,64,15,2
04007000003,04,007,000003,49,49,7,3,4,55,51,6,0
04007000004,04,007,000004,214,163,25,4,12,216,161,25,0
04007000006,04,007,000006,364.97,204.98,20,9,11,337.97,190.99,54,3
04007000007,04,007,000007,344.95,178.94,22.86,3.98,15.91,372.79,158.06,33.8,2.98
04007000008,04,007,000008,177,105,9,3,7,171,103,20,4
04007000009,04,007,000009,186,175,15,2,2,179,151,38,2
04007000010,04,007,000010,113.55,874.5,24.94,13.8,22.11,216.72,708.67,101.27,1.86
04007000011,04,007,000011,28.06,336.09,6.88,0.55,2.84,40.98,314.8,8.91,1.06
04007000012,04,007,000012,359.03,127.02,16,3,13,343.03,123.01,32,1
04007000013,04,007,000013,139.76,88.62,13.29,3.02,0.06,140.14,89.16,15.3,0.02
04007000014,04,007,000014,139.58,200.97,24.65,2.97,2.94,160.19,177.42,26.63,0.98
04007000015,04,007,000015,128,117,12,2,3,125,111,28,1
04007000016,04,007,000016,182,90,14,4,8,178,84,25,0
04007000017,04,007,000017,388.61,134.38,23.06,8.01,8,360.61,153.38,42.07,1
04007000018,04,007,000018,286.54,168.8,20.11,2.02,9.03,304.58,147.74,26.13,2.02
04007000023,04,007,000023,113.05,31.03,9,3,4,101.05,36.03,12.01,3
04007000024,04,007,000024,66.27,13.09,2.69,0.05,0.88,49.94,17.08,12.57,0.04
04007000025,04,007,000025,705,159,15,3,3,591,172,61,9
04007000026,04,007,000026,536.68,158.71,25.1,8.95,8.96,465.95,159.59,64.49,6.28
04007000027,04,007,000027,1052,283,48,14,21,932,292,99,14
04007000028,04,007,000028,1348,506,61,13,23,1251,502,118,7
04007000029,04,007,000029,553,203,28,9,14,492,215,55,9
04007000030,04,007,000030,505,188,32,6,14,460,198,51,8
04007000031,04,007,000031,453,138,26,3,9,395,147,43,4
04007000032,04,007,000032,687,228,30,14,14,624,220,64,15
04007000033,04,007,000033,908.99,315.46,44.51,10.14,14.13,810.75,311.29,88.21,22.16
04007000034,04,007,000034,1241.01,358.54,52.49,14.86,13.87,1112.25,340.71,124.79,16.84
04007000035,04,007,000035,114,49,9,0,3,112,44,11,0
04007000036,04,007,000036,256,114,25,2,7,248,111,25,1
04007000037,04,007,000037,270.89,70.03,15.32,5.11,1.11,235.98,75.05,30.83,1.08
04007000038,04,007,000038,329,54,11,2,7,270,58,52,7
04007000039,04,007,000039,875.66,303.47,44.16,12.21,15.97,779.82,300.65,96.77,13.15
04007000040,04,007,000040,5.44,35.39,1.32,2.11,1.16,4.98,38.55,0.7,1.04
04007000051,04,007,000051,334,94,14,5,6,291,98,32,7
04007000054,04,007,000054,116.6,313.19,8.11,9.01,0.05,130.56,287.21,22.17,1.03
04009000001,04,009,000001,409.66,195.63,27.71,4.77,15.24,377.13,207.07,49.62,9.56
04009000002,04,009,000002,576.32,307.94,37.6,12.1,17.27,568.48,308.51,52.58,11.13
04009000003,04,009,000003,324.43,109.76,22.34,2.91,5.83,309.86,109.76,27.2,3.89
04009000004,04,009,000004,207,136,19,4,12,226,120,21,2
04009000005,04,009,000005,584.43,246.91,42.81,9.96,24.89,587.41,244.92,53.76,5.97
04009000006,04,009,000006,442.39,60.68,26.52,2.95,31.17,433.46,65.53,42.13,6.85
04009000007,04,009,000007,846.26,222.8,55.95,9.99,49.96,836.26,246.78,77.93,7.99
04009000008,04,009,000008,378.37,33.59,17.26,3.03,18.31,374.28,48.64,18.42,1.07
04009000009,04,009,000009,1252.13,226.83,47.65,16.11,53.62,1134.11,260.06,123.51,26.22
04009000010,04,009,000010,154.35,21.36,4.85,1.94,0.97,127.17,25.24,23.3,2.91
04009000011,04,009,000011,42,605,18,6,19,133,503,46,1
04009000012,04,009,000012,27.9,14.94,1,0,0,18.93,20.92,1.99,0
04009000013,04,009,000013,104.08,12.89,1.98,0,0,89.21,16.85,2.97,3.96
04009000014,04,009,000014,204.28,48.86,13.24,1.22,4.69,175.85,58.36,13.24,3.43
04009000015,04,009,000015,620,349,60,13,13,633,318,68,5
04009000016,04,009,000016,43.6,349.49,8.25,8.09,3.17,77.92,291.62,46.83,0.07
04009000017,04,009,000017,210.3,55.07,10.38,2.34,6.56,187.27,62.15,21.92,0.99
04009000018,04,009,000018,633.51,116.78,37.92,7.98,36.91,631.51,137.73,43.91,2
04009000019,04,009,000019,506.94,90.35,21.75,6.69,17.57,424.96,131.34,60.23,5.02
04009000020,04,009,000020,400.38,80.08,21.02,3,11.01,341.32,85.1,62.02,8.01
04009000021,04,009,000021,52,10,2,0,1,37,14,12,0
04009000022,04,009,000022,8.28,7.52,0,0,0,6.77,6.02,2.26,0
04011000001,04,011,000001,52.27,15.74,4.15,0.78,0.95,51.8,16.17,4.06,0.83
04011000002,04,011,000002,21.92,0.88,0.88,0,0.88,21.92,0.88,0.88,0
04011000003,04,011,000003,225.83,324.02,37.88,8.99,5.02,220.86,339.99,43.81,4
04011000004,04,011,000004,204.64,188.9,13.04,6.99,2.17,183.73,187.33,29.94,3.99
04011000005,04,011,000005,449.42,218.63,52.64,17.54,15.55,445.3,245.91,48.03,7.81
04011000006,04,011,000006,145,62,23,2,3,145,62,22,2
04011000007,04,011,000007,325.1,152.21,22.63,11.81,10.72,292.58,175.43,47.3,6.89
04011000008,04,011,000008,491.5,136.61,47.24,11.13,19.12,444.15,168.86,74.51,10.07
04012000051,04,012,000051,951,702,85,43,35,996,660,117,17
04012000052,04,012,000052,61,126,12,3,6,91,103,12,0
04012000054,04,012,000054,972.48,223.86,31.55,6.15,10.19,869.8,242.27,82.28,9.31
04012000055,04,012,000055,280.11,53.03,9.01,3,3,214.09,78.03,42.01,5
04012000056,04,012,000056,85,23,4,0,4,74,25,13,0
04012000057,04,012,000057,463.31,121.54,13.08,0.02,9.07,396.14,124.67,53.16,9.02
04012000058,04,012,000058,551.68,149.18,32.02,10,7.01,447.58,196.18,71.08,15.01
04012000059,04,012,000059,67,19,2,1,0,65,19,3,0
04012000060,04,012,000060,179,64,6,4,5,165,65,21,0
04012000062,04,012,000062,136.89,31.97,7.99,1,2,110.91,42.97,14.99,4
04012000064,04,012,000064,270.01,65.28,8.9,1.98,7.91,245.28,77.15,21.76,2.97
04012ZZZZZZ,04,012,ZZZZZZ,0,0,0,0,0,0,0,0,0
04013000001,04,013,000001,1156,1144,133,45,52,1250,1006,194,11
04013000002,04,013,000002,1738.17,917.21,99.22,26.79,58,1817.11,786.05,151.8,15.81
04013000003,04,013,000003,217.34,1308.05,42.87,21.93,25.92,385.83,1122.61,69.79,4.98
04013000004,04,013,000004,893.89,585.44,60.49,15.1,27.99,925.99,505.98,94,15.95
04013000005,04,013,000005,1303.93,709.02,91.6,17.86,50,1445.02,573.98,87.99,17.01
04013000006,04,013,000006,680.05,445.74,37.11,10.03,5.04,678.96,390.66,72.29,6.02
04013000007,04,013,000007,181.06,69.54,4.12,2.03,3.04,157.01,64.56,25.14,3.04
04013000008,04,013,000008,1292.63,1428.64,143.96,33.76,51.63,1439.56,1304.54,128.07,20.85
04013000009,04,013,000009,674.58,791.02,81.83,30.83,34.33,793.62,663.88,100.74,22.31
04013000010,04,013,000010,996,1192,157,52,71,1160,1082,154,22
04013000011,04,013,000011,1655.89,2107.05,158,36.77,73.39,2141.44,1701.27,114.68,11.98
04013000012,04,013,000012,140,364,19,6,10,183,311,33,3
04013000013,04,013,000013,887,505.29,27.22,5.06,14.22,875.24,484.81,65.53,8.05
04013000014,04,013,000014,493.91,360.51,45.22,12.62,23.69,531.4,313.91,63.23,14.86
04013000015,04,013,000015,621,293.27,36.22,12.37,19.43,656.33,242.04,53.88,4.42
04013000016,04,013,000016,397.75,723.55,60,21.81,20.57,508.71,624.17,63.52,2.42
04013000017,04,013,000017,616,589,79,15,22,667,534,77,5
04013000018,04,013,000018,702,639,77,19,27,757,574,83,12
04013000019,04,013,000019,814,780,73,24,28,909,657,104,10
04013000020,04,013,000020,1788,1292,129,30,70,2025,1061,136,22
04013000021,04,013,000021,1234,985,101,27,47,1332,853,136,6
04013000022,04,013,000022,1019.21,488.14,82.57,19.16,21.14,980.9,462.38,140.69,13.21
04013000023,04,013,000023,923.07,597.17,63.39,16.63,21.39,994.16,505.17,92.54,11.23
04013000024,04,013,000024,2067,1194,145,38,67,2140,1077,187,36
04013000025,04,013,000025,1826.17,1498.89,140.57,21.95,82.12,2209.05,1165.03,100.65,21.94
04013000026,04,013,000026,1871,788,104,25,133,2055,667,107,26
04013000027,04,013,000027,876,1252,110,32,51,1168,1027,103,9
04013000028,04,013,000028,534.87,1688.57,88.24,26.61,32.64,720.47,1494.45,90.85,11.71
04013000029,04,013,000029,106.15,31.52,3.47,2.12,2.16,99.37,31.14,7.66,2.06
04013000030,04,013,000030,834.12,625.02,58.2,11.06,31.11,962.44,502.63,66.25,6.03
04013000031,04,013,000031,1008,833,125,41,56,1138,745,111,16
04013000032,04,013,000032,1016,737,72,21,33,1162,582,76,17
04013000033,04,013,000033,1084,777,77,23,43,1178,656,118,10
04013000034,04,013,000034,319.29,405.98,42.1,14.82,11.63,352.59,373.19,55.4,3.26
04013000035,04,013,000035,771.02,414.15,66.82,12.1,35.4,831.39,352.36,67.85,11.33
04013000036,04,013,000036,1482.56,1304.53,101.04,17,42.02,1888.68,918.4,83.03,6.01
04013000037,04,013,000037,209.8,666.18,16.99,12.99,16.98,302.69,541.35,45.95,5.99
04013000038,04,013,000038,1556,1004,92,37,51,1601,904,170,23
04013000039,04,013,000039,819,1458,146,59,78,1062,1266,150,21
04013000040,04,013,000040,436.31,1441.37,73.04,39.93,49.67,602.84,1272.88,90.57,8.77
04013000041,04,013,000041,671.15,819.77,59.23,22.06,25.03,815.8,703.07,47.27,5.02
04013000042,04,013,000042,2167.58,1832.63,191.77,31.39,66.37,2495.42,1490.77,188.01,15.13
04013000043,04,013,000043,2148.4,1312.26,121.24,23.24,51.27,2326,1066.29,146.32,22.15
04013000044,04,013,000044,644,540,60,21,36,696,482,90,9
04013000045,04,013,000045,735.99,884.97,57.11,16.3,22.6,936.26,711.18,46.58,5.09
04013000046,04,013,000046,141,319,18,14,8,178,278,40,2
04013000047,04,013,000047,116.5,621.77,13.52,13.95,10.96,209.78,523.12,28.09,1.06
04013000048,04,013,000048,720.72,810.96,56.79,15.03,21.71,936.17,620.57,38.42,9.18
04013000049,04,013,000049,1363.82,579.21,79.32,17.63,36.8,1379.39,520.38,102.16,20.9
04013000050,04,013,000050,1167.41,1545.45,128.38,74.62,65.68,1293.82,1388.2,219.9,13.93
04013000051,04,013,000051,1337.27,734.28,33.95,6.96,20.02,1327.55,684.34,93.14,8.02
04013000052,04,013,000052,1217.8,977.61,134.44,47.61,57.13,1288.95,883.45,187.54,16
04013000053,04,013,000053,785.46,430.23,67.58,23.9,31.32,791.23,428.59,88.19,14.01
04013000054,04,013,000054,531.89,286.42,32.12,0.02,3.93,544.46,261.12,35.12,5.86
04013000055,04,013,000055,1683,1595,203,59,58,1815,1410,229,32
04013000056,04,013,000056,1278.84,840.86,138.19,24.61,54.66,1276.2,783.05,195.68,33.41
04013000057,04,013,000057,939.98,469.37,25.47,7.8,14.65,917.18,457.49,63.81,4.93
04013000058,04,013,000058,95.16,282.56,14.56,9.71,4.85,134.97,236.92,23.3,3.88
04013000059,04,013,000059,1327.85,749.21,110.72,23.11,38.51,1433.77,628.84,133.84,11.56
04013000060,04,013,000060,1668,1036,85,10,37,1931,764,80,15
04013000061,04,013,000061,2875.17,1596.37,202.76,38.92,113.35,3202.85,1294.49,186.35,37.35
04013000062,04,013,000062,499.39,414.66,55.24,13.04,21.14,533.38,356.08,76.89,16.99
04013000063,04,013,000063,581,821,87,35,60,676,727,120,11
04013000064,04,013,000064,1323,1183,137,46,68,1457,1018,190,21
04013000065,04,013,000065,56.61,31.23,1.95,0.98,2.93,50.75,36.11,7.81,0
04013000066,04,013,000066,756.65,614.84,98.18,22.81,31.73,857.8,544.43,75.37,6.94
04013000067,04,013,000067,145.18,96.87,11.23,4.06,5,147.33,88.1,24.45,1.09
04013000068,04,013,000068,298.19,1168.99,48.93,15.35,24.38,439.58,1016.53,74.01,5.29
04013000069,04,013,000069,1586,1920,183,74,57,1878,1610,258,19
04013000070,04,013,000070,1159.59,862.74,60.56,11.91,37.73,1384.96,666.17,58.58,6.95
04013000071,04,013,000071,571,1317,103,54,65,769,1183,109,10
04013000072,04,013,000072,564,455,51,14,19,587,390,87,5
04013000073,04,013,000073,498.55,680.19,46.9,9.57,15.31,643.95,530.02,45.93,3.83
04013000074,04,013,000074,1198.21,730.4,93.37,17.51,23.34,1226.41,669.13,131.3,8.75
04013000075,04,013,000075,52.77,295.31,20.18,16.12,3.08,98.25,262.89,20.24,1.01
04013000076,04,013,000076,1791.6,1829.31,151.17,29.02,78.65,2261.1,1430.52,101.42,25.18
04013000077,04,013,000077,1472.95,840.26,53.89,13.97,19.96,1426.04,801.34,137.71,8.98
04013000078,04,013,000078,1712.43,794.57,95.9,32.29,91.98,1890.52,637.02,109.6,20.55
04013000079,04,013,000079,448.81,652.18,61.32,9.47,20.33,559.99,544.21,43,7.97
04013000080,04,013,000080,2200.87,974.52,169.22,34.84,164.24,2433.8,818.23,151.3,32.85
04013000081,04,013,000081,1103,1042,75,19,37,1247,875,96,14
04013000082,04,013,000082,142.01,61.07,4.99,3.08,6.95,135.55,61.17,16.11,0.2
04013000083,04,013,000083,1674.56,902.84,155.52,28.79,82.43,1851.01,756.7,145.58,19.62
04013000084,04,013,000084,286,826,59,37,20,406,704,94,12
04013000085,04,013,000085,1097.19,1443.4,107.99,18.33,34.32,1437.91,1121.84,76.98,9.17
04013000086,04,013,000086,1621.24,850.51,73.97,10.16,35.87,1713.73,722.23,84.24,18.3
