GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20USSDKEL,G20USSRMCS
04001000005,04,001,000005,86.3,261.3,4.7,90,262.1
04001000010,04,001,000010,1978.4,272.3,29.9,1991.4,289.2
04001000015,04,001,000015,991.6,148.3,20,996.7,157.3
04001000020,04,001,000020,333,1485.6,22,381,1421.6
04001000025,04,001,000025,393.2,76.1,4,413.2,71
04001000030,04,001,000030,111,746,4,122,726
04001000035,04,001,000035,744.7,86.6,5,759.7,84.6
04001000040,04,001,000040,562.6,90.4,7,576.6,87.4
04001000045,04,001,000045,157.5,854,23.8,168.4,843.1
04001000050,04,001,000050,105,684,11,134,663
04001000055,04,001,000055,1940,416,30,1964,424
04001000060,04,001,000060,416,65,6,421,70
04001000065,04,001,000065,646.4,118.9,4,672.4,98.9
04001000070,04,001,000070,39.3,85.2,0,39.3,83.3
04001000075,04,001,000075,551.3,168.6,13,585.4,154.6
04001000080,04,001,000080,592.4,61.3,4,600.4,61.2
04001000085,04,001,000085,434.5,108.6,6,465.4,89.7
04001000090,04,001,000090,885.4,102.6,11,910.3,96.6
04001000095,04,001,000095,321,74,7,329,73
04001000100,04,001,000100,90.1,34.7,2,94,31.6
04001000105,04,001,000105,1029.2,122.9,12,1048.2,109.9
04001000110,04,001,000110,135,29,1,135,26
04001000115,04,001,000115,561.4,111,9.1,606.4,75.1
04001000120,04,001,000120,78.4,223.3,2,81.4,218.4
04001000125,04,001,000125,285.3,42.6,5.1,291.4,37.6
04001000130,04,001,000130,723.8,326.9,13,759.8,311.9
04001000135,04,001,000135,173,26,2,173,27
04001000140,04,001,000140,312.9,164.8,7.9,349.4,126.3
04001000145,04,001,000145,804.9,111.9,21,833.1,114.9
04001000150,04,001,000150,526,57,3,524,59
04001000155,04,001,000155,571.7,61.7,6.1,579.9,65.7
04001000160,04,001,000160,92.2,558.1,11,108.2,538.1
04001000165,04,001,000165,236,873,13,258,841
04001000170,04,001,000170,2316.7,417.4,50.9,2370.6,433.4
04001000175,04,001,000175,479.3,84.9,10,487.3,85.9
04001000180,04,001,000180,158.6,664.2,10,188.5,628.3
04001000185,04,001,000185,736,93,5,774,75
04001000190,04,001,000190,308,75,5.9,322.8,72
04001000195,04,001,000195,294.6,35.1,1,304.7,27.1
04001000200,04,001,000200,439.1,102.9,5.1,454.6,86.5
04001000205,04,001,000205,238.2,1141.8,14.1,257.3,1118.7
04001000210,04,001,000210,985.7,78.9,11,993.7,79.9
04001000215,04,001,000215,422.1,69.6,3,429.1,74.5
04003000001,04,003,000001,402.2,885,15.8,426.1,864.8
04003000002,04,003,000002,399.2,1110.7,38.5,443.1,1086.5
04003000003,04,003,000003,580,1158.9,29.2,609.5,1129.4
04003000004,04,003,000004,906.3,222.6,14,921.2,220.6
04003000005,04,003,000005,698,440,11,718,426
04003000006,04,003,000006,784.7,366.4,28,798.7,376.4
04003000007,04,003,000007,61,145.9,3.9,68.9,140
04003000008,04,003,000008,406.4,1013.1,14.2,433.7,984.9
04003000009,04,003,000009,751,257,9,775,237
04003000010,04,003,000010,926,413,13,965,379
04003000011,04,003,000011,894.1,252.8,13,929.3,221.7
04003000012,04,003,000012,622.6,198.8,11.2,639.5,186.6
04003000013,04,003,000013,642.7,384.2,9.1,687.8,346.2
04003000014,04,003,000014,389.7,1052.1,41,424.6,1043.1
04003000015,04,003,000015,567,1180,36,583,1187
04003000016,04,003,000016,301.9,487.6,22.6,314.1,484.3
04003000017,04,003,000017,230.6,510.1,4,238.6,501.1
04003000018,04,003,000018,311.9,152,9.9,333.8,140.1
04003000019,04,003,000019,343.1,782,16.1,355.2,780.9
04003000020,04,003,000020,614.2,342.4,7.7,636.2,322.7
04003000021,04,003,000021,273,698.7,9.1,290.2,686.5
04003000022,04,003,000022,115.8,130.9,1.8,118.5,133.6
04003000023,04,003,000023,31,147,3,31,149
04003000024,04,003,000024,347.1,1272.1,26.6,376,1260.9
04003000025,04,003,000025,118,278.2,8.6,124.7,277.2
04003000026,04,003,000026,700.9,1117.3,32,729,1108.6
04003000027,04,003,000027,853.3,1438.1,65.6,896.4,1454.8
04003000028,04,003,000028,564,721.7,31.3,594.4,712.9
04003000029,04,003,000029,372,524,18,394,516
04003000030,04,003,000030,327,412,22,341,414
04003000031,04,003,000031,637,879.8,40,658.1,882.5
04003000032,04,003,000032,680.4,1252.6,26.8,680.4,1271.4
04003000033,04,003,000033,605.1,970.7,38,642,966.4
04003000034,04,003,000034,543.2,803.5,39,574.2,802
04003000035,04,003,000035,441.1,1172.6,36.9,459.1,1182.5
04003000036,04,003,000036,446,699,31,479,682
04003000037,04,003,000037,421.9,879.9,23,443.9,874.9
04003000038,04,003,000038,406,559,23,418,558
04003000039,04,003,000039,945.9,1148,68.9,973.5,1161.1
04003000040,04,003,000040,484.8,991.7,29.1,508.6,990.8
04003000041,04,003,000041,704.8,1221.5,53,729.8,1236
04003000042,04,003,000042,583,841,38,600,853
04003000043,04,003,000043,602,1330,24,603,1363
04003000044,04,003,000044,346,993.1,26,385.8,964.4
04003000045,04,003,000045,136.5,349.1,14.2,149.7,348.1
04003000046,04,003,000046,474.7,1285.2,38.8,523.7,1271.1
04003000047,04,003,000047,286.1,806.6,16.1,316.3,786.5
04003000048,04,003,000048,207,763.2,9.1,233.2,741.1
04003000049,04,003,000049,228,496,12,250,487
04005000001,04,005,000001,1185.9,358.5,20.1,1203,349.4
04005000002,04,005,000002,1052.1,200.5,15.9,1068,193.6
04005000003,04,005,000003,798,125,20,806,136
04005000004,04,005,000004,1149.2,347.2,20,1128.2,377.2
04005000005,04,005,000005,1345.3,625,31,1350.4,654
04005000006,04,005,000006,961.8,581.2,37.8,969,596.2
04005000007,04,005,000007,860,418,45,868,439
04005000008,04,005,000008,611,196,10,608,209
04005000009,04,005,000009,1193,405,56,1219,427
04005000010,04,005,000010,162,35,5,156,42
04005000011,04,005,000011,592.4,238.9,15.9,601.4,238.9
04005000012,04,005,000012,872,174,31,900,166
04005000013,04,005,000013,248,63,13,246,69
04005000014,04,005,000014,903,282,38,915,287
04005000015,04,005,000015,1628.5,651.5,52.2,1682.5,636.6
04005000016,04,005,000016,1181,533,32,1203,540
04005000017,04,005,000017,329,186,9.5,328.1,193.8
04005000018,04,005,000018,391.4,286.8,15.2,402.3,285
04005000019,04,005,000019,1002.6,613,34.1,1013.6,638
04005000020,04,005,000020,427,118,18,432,126
04005000021,04,005,000021,1305.8,701.4,45.1,1302.9,731.4
04005000022,04,005,000022,1627.4,955.8,60.8,1622.1,1015
04005000023,04,005,000023,994,455,52,1014,478
04005000024,04,005,000024,1495.5,1027.6,42.8,1493.6,1059.4
04005000025,04,005,000025,1119,645,40,1145,650
04005000026,04,005,000026,595.7,437.4,32.3,617.5,431.5
04005000040,04,005,000040,281.4,337.2,14,288.4,339.2
04005000041,04,005,000041,142.5,465.5,3,147.5,458.5
04005000042,04,005,000042,546.9,180.3,16.8,586.5,158.2
04005000043,04,005,000043,653,140,20,663,145
04005000047,04,005,000047,318.9,88,16,348.9,70
04005000048,04,005,000048,190.3,23.6,3.1,181.3,32.8
04005000050,04,005,000050,752,1019,41,783,1020
04005000051,04,005,000051,106.6,128.9,3.9,108.3,129.5
04005000052,04,005,000052,620.4,853.1,26.1,645.7,849.5
04005000053,04,005,000053,40,111,2,42,107
04005000055,04,005,000055,192.1,114.1,2.9,194.1,114.1
04005000056,04,005,000056,364.5,307.9,9,366.6,319.9
04005000058,04,005,000058,122.6,481.9,7.1,149.6,460
04005000059,04,005,000059,495.1,149.2,21,496.1,170.2
04005000060,04,005,000060,54.5,7.1,1,51.8,8.9
04005000061,04,005,000061,355.9,168.5,12.5,398.6,135.1
04005000062,04,005,000062,1727.8,1082.9,64.2,1763.9,1098.8
04005000063,04,005,000063,61.4,114.5,3,72.4,108.5
04005000064,04,005,000064,4,12,1,5,14
04005000065,04,005,000065,688.4,204.3,21.6,740.8,170.6
04005000066,04,005,000066,134.9,429.6,13,163.9,402.6
04005000067,04,005,000067,532,185.4,24.9,561.9,175.4
04005000069,04,005,000069,861.4,219.3,17.8,874,211.9
04005000070,04,005,000070,251.9,25.5,6.9,241.1,41.2
04005000071,04,005,000071,71,19,6,77,21
04005000072,04,005,000072,350,452,17,373,441
04005000073,04,005,000073,313,519,12,311,527
04005000074,04,005,000074,329.8,284.8,11,347.8,269.9
04005000075,04,005,000075,402.8,536.7,23.1,432.9,525.9
04005000079,04,005,000079,303,700,16,306,703
04005000080,04,005,000080,343.3,572.8,19.5,360.6,575.9
04005000082,04,005,000082,583.1,426.7,9.4,579.6,437.1
04005000083,04,005,000083,652.8,496.9,12.3,660.1,499.3
04005000084,04,005,000084,351.7,319.6,12,357.4,325.5
04005000085,04,005,000085,692,966,39,707,969
04005000086,04,005,000086,98,136.8,1.9,97,137.7
04005000088,04,005,000088,264.7,39.4,4.9,262.7,49.2
04005000090,04,005,000090,1140,241,36,1193,226
04005000092,04,005,000092,676.6,826.3,30.2,700,812.7
04005000093,04,005,000093,654,136,12,654,141
04005000094,04,005,000094,564,83,16,565,92
04005000095,04,005,000095,2307.1,350.5,45.1,2301.9,381.8
04005000097,04,005,000097,257.8,334.8,9,254.8,337.8
04005000098,04,005,000098,525,1568,33,539,1559
04005000099,04,005,000099,298,538.1,12,321,517.1
04007000001,04,007,000001,263.8,551.2,8,284.1,532.7
04007000002,04,007,000002,81,96,1,90,86
04007000003,04,007,000003,47,57,2,53,54
04007000004,04,007,000004,229,248,15,251,240
04007000006,04,007,000006,262,444,12,290,428
04007000007,04,007,000007,258.5,471.2,6,274.4,446.4
04007000008,04,007,000008,138,231,3,148,226
04007000009,04,007,000009,187,206,12,216,183
04007000010,04,007,000010,1168.1,240,13.8,1161.8,270.2
04007000011,04,007,000011,305.5,55.6,1.5,315,51.9
04007000012,04,007,000012,162,403,9,177,394
04007000013,04,007,000013,149.1,211.1,6,172.3,194
04007000014,04,007,000014,166.2,154.9,5.9,189.9,138.1
04007000015,04,007,000015,148,181,12,175,158
04007000016,04,007,000016,110,234,1,123,216
04007000017,04,007,000017,165.7,416.9,16,211.8,379.9
04007000018,04,007,000018,205.9,363.2,13,235,341
04007000023,04,007,000023,48,152.1,1,54.1,145.1
04007000024,04,007,000024,18.2,91.3,0.9,22.6,87
04007000025,04,007,000025,209,906,5,245,875
04007000026,04,007,000026,235.7,762.1,17,274.1,729.9
04007000027,04,007,000027,414,1268,24,449,1250
04007000028,04,007,000028,639,1708,18,667,1696
04007000029,04,007,000029,322,694,21,344,677
04007000030,04,007,000030,255,744,10,276,731
04007000031,04,007,000031,217,589,9,238,572
04007000032,04,007,000032,313,881,21,336,878
04007000033,04,007,000033,373.6,1156.1,14.2,393.9,1142.9
04007000034,04,007,000034,475.4,1668.9,19.8,505.1,1646.1
04007000035,04,007,000035,52,165,1,60,162
04007000036,04,007,000036,159,381,6,171,370
04007000037,04,007,000037,100,383.8,4.2,113.5,370.4
04007000038,04,007,000038,65,417,6,73,417
04007000039,04,007,000039,404,1116.2,11.3,434.1,1085.2
04007000040,04,007,000040,18.9,7.2,0.1,20.1,6.1
04007000051,04,007,000051,149,413,8,158,408
04007000054,04,007,000054,329.3,149.9,4.1,341.4,145.8
04009000001,04,009,000001,230.9,510.9,4.8,253.9,484.2
04009000002,04,009,000002,388.8,807,24.1,427,776.9
04009000003,04,009,000003,130.2,400.2,3.9,154.4,373
04009000004,04,009,000004,177,305,2,190,294
04009000005,04,009,000005,294.7,872.2,18.9,345.5,833.3
04009000006,04,009,000006,89.1,610.5,14.6,112.8,598.5
04009000007,04,009,000007,295.7,1148,25,341.7,1113
04009000008,04,009,000008,37.9,455,3.1,43.1,440.9
04009000009,04,009,000009,291.4,1732.5,31.3,355.1,1660.8
04009000010,04,009,000010,21.4,190.3,1,32,174.7
04009000011,04,009,000011,606,87,3,579,110
04009000012,04,009,000012,13.9,40.9,3,15.9,41.8
04009000013,04,009,000013,11.9,112,1,13.9,114
04009000014,04,009,000014,65.4,257.8,8.2,65.5,257.6
04009000015,04,009,000015,415,856,15,485,789
04009000016,04,009,000016,471.2,92.7,3.2,476.5,87.6
04009000017,04,009,000017,71.5,249,7.5,79.3,239.9
04009000018,04,009,000018,173.7,786.2,14,214.5,751.3
04009000019,04,009,000019,127.2,630.7,22.6,171.5,589.8
04009000020,04,009,000020,100.1,531.5,5,124.1,502.5
04009000021,04,009,000021,13,64,1,16,62
04009000022,04,009,000022,8.3,14.3,0,9.8,12.8
04011000001,04,011,000001,20.4,65.2,1.1,22.3,64.1
04011000002,04,011,000002,1.8,20.2,0,0.9,21
04011000003,04,011,000003,327.2,398.8,15.9,386.9,346.1
04011000004,04,011,000004,222.1,228.5,6,234.2,209.6
04011000005,04,011,000005,272.9,579.9,16.6,318,541.6
04011000006,04,011,000006,46,152,6,57,143
04011000007,04,011,000007,157.9,425.6,9.8,189.2,393.1
04011000008,04,011,000008,144.7,594.6,15.1,206,538.2
04012000051,04,012,000051,1000,1161,41,1068,1096
04012000052,04,012,000052,167,73,9,174,72
04012000054,04,012,000054,295.3,1253.6,10.3,348.9,1177
04012000055,04,012,000055,73,340.1,1,86,325.1
04012000056,04,012,000056,36,101,2,41,98
04012000057,04,012,000057,162.2,612.9,7.1,188.3,590.8
04012000058,04,012,000058,231.2,725.9,11,279.3,664.9
04012000059,04,012,000059,14,80,2,20,76
04012000060,04,012,000060,86,281,3,104,253
04012000062,04,012,000062,47,173.9,1,48,169.9
04012000064,04,012,000064,129.6,345.2,5.9,140.4,330.3
04012ZZZZZZ,04,012,ZZZZZZ,0,0,0,0,0
04013000001,04,013,000001,1770,1475,61,1822,1426
04013000002,04,013,000002,1320,2177.1,60.4,1370.9,2153.8
04013000003,04,013,000003,1650,327,13,1678.9,303.1
04013000004,04,013,000004,879.1,1191.9,44,926,1160.8
04013000005,04,013,000005,2853,4067,91,2888,4078
04013000006,04,013,000006,577.4,807.4,19,602.5,793.4
04013000007,04,013,000007,103.7,226.6,1,108.8,218.5
04013000008,04,013,000008,1922.1,1457.4,36.7,1966.7,1444.5
04013000009,04,013,000009,1468,1233.6,48.4,1519.1,1201.8
04013000010,04,013,000010,1825,1300,70,1893,1243
04013000011,04,013,000011,2705.4,1857.4,47.8,2701.5,1900.9
04013000012,04,013,000012,586,220,19,598,223
04013000013,04,013,000013,668.6,964.7,5,687.6,946.8
04013000014,04,013,000014,562.7,728.3,22.4,576.7,716
04013000015,04,013,000015,396.6,708.5,15.9,416.1,692.5
04013000016,04,013,000016,1173,586,23,1210,554.8
04013000017,04,013,000017,811,708,26,813,720
04013000018,04,013,000018,914,906,45,954,881
04013000019,04,013,000019,1179,1007,49,1213,1002
04013000020,04,013,000020,1747,2191,47,1772,2188
04013000021,04,013,000021,1430,1464,55,1467,1460
04013000022,04,013,000022,462,875,19,508,835
04013000023,04,013,000023,845.5,1158.9,44.4,888.9,1128.6
04013000024,04,013,000024,1704,2678,55,1790,2606
04013000025,04,013,000025,2782.7,2923.9,69.4,2794.1,2922.1
04013000026,04,013,000026,1101,2368,56,1148,2361
04013000027,04,013,000027,1702,1056,47,1691,1094
04013000028,04,013,000028,2405.2,845.3,47.9,2427.4,839.7
04013000029,04,013,000029,29.8,136.4,3.3,33.2,131.1
04013000030,04,013,000030,813.2,1016,22.1,814.2,1028
04013000031,04,013,000031,1323,1294,49,1346,1298
04013000032,04,013,000032,928,1124,32,923,1149
04013000033,04,013,000033,1062,1310,33,1095,1269
04013000034,04,013,000034,573,376.6,18.1,588.2,363.8
04013000035,04,013,000035,1188,1839.6,47.2,1211.6,1821.9
04013000036,04,013,000036,2036.8,2009.7,35,2019.8,2041.7
04013000037,04,013,000037,900.1,376.7,16,936.1,340.7
04013000038,04,013,000038,1628,1960,47,1704,1890
04013000039,04,013,000039,2038,950,85,2085,964
04013000040,04,013,000040,2263.3,583.4,46.8,2241.9,602.8
04013000041,04,013,000041,1091.9,781.5,29.1,1100.7,795.3
04013000042,04,013,000042,2573,2608.1,78.4,2609.4,2627.6
04013000043,04,013,000043,1729.5,2553.3,41.3,1759.9,2536.8
04013000044,04,013,000044,812,734,31,835,719
04013000045,04,013,000045,1193.2,918.1,21.2,1189.3,937.5
04013000046,04,013,000046,500,216,13,528,198
04013000047,04,013,000047,893.4,201.3,16,902.5,192.8
04013000048,04,013,000048,1086.6,900.3,15.9,1078.2,930.3
04013000049,04,013,000049,946.9,2009,35.8,989.2,1974.1
04013000050,04,013,000050,2636.9,1571.4,92.5,2730.4,1495.8
04013000051,04,013,000051,901.8,1445.3,8.1,916.9,1427.5
04013000052,04,013,000052,1523.6,1603.4,78.9,1586.4,1564.3
04013000053,04,013,000053,746,1119,50,808,1073
04013000054,04,013,000054,351.8,585.6,3.9,360.6,579.7
04013000055,04,013,000055,2610,2094,88,2690,2052
04013000056,04,013,000056,1231.3,1534.5,49.7,1278.1,1474.8
04013000057,04,013,000057,665.8,978.2,5.9,661.1,980
04013000058,04,013,000058,410.7,150.5,16.5,429.2,137.9
04013000059,04,013,000059,1212.3,1643.7,38.5,1199.8,1645.6
04013000060,04,013,000060,1382,1968,25,1383,1984
04013000061,04,013,000061,2202.6,3643.5,72.5,2243.3,3619.7
04013000062,04,013,000062,527.2,722.1,23.4,572.1,686.5
04013000063,04,013,000063,1175,831,51,1265,781
04013000064,04,013,000064,1733,1719,62,1793,1674
04013000065,04,013,000065,39,79.1,2,42.9,76.1
04013000066,04,013,000066,824.1,877.6,40.7,847.9,861.8
04013000067,04,013,000067,111.4,249.3,7.3,117,242.8
04013000068,04,013,000068,1560.1,547.2,30.8,1597.4,506.4
04013000069,04,013,000069,2828,2125,111,2947,2048
04013000070,04,013,000070,1123.8,1462.4,13.9,1100,1495.2
04013000071,04,013,000071,1699,650,47,1700,671
04013000072,04,013,000072,603,674,21,633,641
04013000073,04,013,000073,804.6,549.3,11.5,809.4,559.8
04013000074,04,013,000074,1020.2,1394.7,27.2,1064,1363.6
04013000075,04,013,000075,423.8,95.9,12.1,435.8,90
04013000076,04,013,000076,2492.7,2087.5,45.9,2448.8,2164.4
04013000077,04,013,000077,1177.6,1644.6,18,1206.5,1624.6
04013000078,04,013,000078,1200,2203,57,1234,2197
04013000079,04,013,000079,1111.5,636,25.4,1100.3,655.7
04013000080,04,013,000080,1360.7,2691.6,77.6,1376.7,2712.5
04013000081,04,013,000081,1394,1189,34,1385,1214
04013000082,04,013,000082,102.5,156.7,0.4,105.6,154.4
04013000083,04,013,000083,1211,1884,68,1279,1845
04013000084,04,013,000084,1227,425,25,1246,420
04013000085,04,013,000085,1829.3,1214.6,40.5,1821.5,1252.5
04013000086,04,013,000086,1186.8,1954.9,22.6,1177.4,1983
04013000087,04,013,000087,1696.8,618.1,46.9,1750.6,575.1
04013000088,04,013,000088,1334,784,55,1362,768
04013000089,04,013,000089,1270.9,1746.5,72.1,1355.7,1679.6
04013000090,04,013,000090,1086,1095,35,1139,1040
04013000091,04,013,000091,1485.7,1167,70.6,1561.4,1134.1
04013000092,04,013,000092,1881.9,931.3,44,1925.8,921.3
04013000093,04,013,000093,3404.4,1154.1,66.8,3472.2,1094.2
04013000094,04,013,000094,913.6,1357.9,38.2,932.2,1366.8
04013000095,04,013,000095,2173.7,2271.6,63.2,2175.9,2281.3
04013000096,04,013,000096,1291.7,2187.6,35.9,1304.2,2208
04013000097,04,013,000097,2116.1,855,85.4,2139.1,866.6
04013000098,04,013,000098,802,750,33,829,729
04013000099,04,013,000099,1952,597,61,1980,607
04013000100,04,013,000100,1324.8,559.6,22.9,1366.7,508.8
04013000101,04,013,000101,2006,2793,45,2044,2767
04013000102,04,013,000102,760,163,15,773,162
04013000103,04,013,000103,3360.5,1043.9,63.3,3389.9,1017.9
04013000104,04,013,000104,1204.9,1850.5,20.2,1161.9,1908
04013000105,04,013,000105,947.5,707.8,42.8,967.4,702.4
04013000106,04,013,000106,1607,1227,61,1666,1178
04013000107,04,013,000107,710.5,783.6,35.9,741.7,761.8
04013000108,04,013,000108,1514.3,1597.4,22.7,1505.4,1621.2
04013000109,04,013,000109,1216.4,1244.9,36.9,1258.1,1202.4
04013000110,04,013,000110,1414.2,703.8,42.9,1439.4,695.4
04013000111,04,013,000111,1429,1505,40,1494,1432
04013000112,04,013,000112,1653.6,2189,61.9,1773.6,2105.9
04013000113,04,013,000113,306,654.3,10.7,321.4,644.2
04013000114,04,013,000114,1548,1554,50,1551,1577
04013000115,04,013,000115,543.5,629.4,9.2,519.3,659.7
04013000116,04,013,000116,756.6,426.8,13.6,761.5,435.5
04013000117,04,013,000117,1591.8,2001.3,30,1594.8,1988.3
04013000118,04,013,000118,522,405,26,554,400
04013000119,04,013,000119,2708,2258,55,2693,2268
04013000120,04,013,000120,913.7,1112,17.3,905.1,1115.2
04013000121,04,013,000121,1928.7,905.4,46.3,1978,874.2
04013000122,04,013,000122,2509.8,2379.9,84.5,2563.1,2340
04013000123,04,013,000123,1970.2,952.5,41.5,1955.4,976.2
04013000124,04,013,000124,875.8,395.5,26.9,924.6,358.6
04013000125,04,013,000125,1365.7,1622.6,53.3,1400.4,1595.9
04013000126,04,013,000126,1191,583,48,1235,571
04013000127,04,013,000127,2522.9,2221.7,62.2,2494.6,2272.7
04013000128,04,013,000128,874,763,36,910,751
04013000129,04,013,000129,818,683,23.3,842.2,664.2
04013000130,04,013,000130,492.7,851.3,6.8,509,838.6
04013000131,04,013,000131,667,692,32,705,662
04013000132,04,013,000132,1254.3,1307.5,22.4,1223.8,1336.3
04013000133,04,013,000133,745,712,22,767,694
04013000134,04,013,000134,773,280,21,815,251
04013000135,04,013,000135,2070.6,1225,40.5,2068.9,1259.7
04013000136,04,013,000136,1004.6,402.4,19,1031.2,388.1
04013000137,04,013,000137,1489.8,861.3,28.2,1547.2,820.9
04013000138,04,013,000138,538,258,13,555,245
04013000139,04,013,000139,865.7,574.9,29,865.7,586.1
04013000140,04,013,000140,1690,1262,53,1736,1230
04013000141,04,013,000141,1047,1718,26,1088,1668
04013000142,04,013,000142,704.1,454.4,29.8,753.1,410.7
04013000143,04,013,000143,2052.5,2639.6,80.4,2128.2,2595.8
04013000144,04,013,000144,1636.7,2413,20,1677.6,2406
04013000145,04,013,000145,484.8,564.1,26.8,507.6,539.4
04013000146,04,013,000146,348.7,376.6,10,378.4,345.9
04013000147,04,013,000147,1037,1638,48,1068,1619
04013000148,04,013,000148,1185.8,1321.6,38.7,1200.7,1304.8
04013000149,04,013,000149,1279.8,2808.5,58.6,1321.7,2782.2
04013000150,04,013,000150,799.7,1318.5,30.4,850.2,1257.2
04013000151,04,013,000151,1477.5,2335.6,60.6,1542.1,2278.2
04013000152,04,013,000152,1901,667,34,1926,645
04013000153,04,013,000153,411,661,5,411,666
04013000154,04,013,000154,2335.8,1963.5,121,2407.5,1945.2
04013000155,04,013,000155,600,1008,36,646,972
04013000156,04,013,000156,482,661,7,521,620
04013000157,04,013,000157,2257,2804,95,2330,2755
04013000158,04,013,000158,2494.7,1604.1,79,2575,1544.6
04013000159,04,013,000159,1142,1029,49,1185,1014
04013000160,04,013,000160,961,265,16,996,231
04013000161,04,013,000161,646,875,30,676,854
04013000162,04,013,000162,774.3,813.1,37.5,818.7,785.3
04013000163,04,013,000163,1315.8,2102.4,58.5,1416.2,1990.3
04013000164,04,013,000164,1080,1559,40,1120,1523
04013000165,04,013,000165,1845,867,50,1894,829
04013000166,04,013,000166,1232.7,462,46.1,1269.8,456
04013000167,04,013,000167,3015.4,3629.4,48.5,2971.8,3693.7
04013000168,04,013,000168,956.4,3169.6,42.4,1009.9,3106.9
04013000169,04,013,000169,977.6,1564,39.1,1026.2,1523.3
04013000170,04,013,000170,507.8,477.8,15.5,510.3,478.4
04013000171,04,013,000171,1492.3,1693,23.1,1475.3,1731.1
04013000172,04,013,000172,1779.7,1088.3,53.1,1777.7,1117.4
04013000173,04,013,000173,1843.6,1371.4,78.1,1905.7,1335.4
04013000174,04,013,000174,709.5,1073.4,25.2,751.7,1042.4
04013000175,04,013,000175,1238.5,759.2,28.9,1261.4,744.3
04013000176,04,013,000176,1917,1796,66,1973,1796
04013000177,04,013,000177,1621.5,2317.4,63.4,1701.7,2269.9
04013000178,04,013,000178,1998.8,3047.8,82.9,2064.4,3039.5
04013000179,04,013,000179,947.4,1725.8,24.7,914.5,1789.9
04013000180,04,013,000180,915.4,2765.1,39.9,956.4,2726.2
04013000181,04,013,000181,1200,1030,30,1251,982
04013000182,04,013,000182,2360.4,5548.8,112.8,2512.1,5407.9
04013000183,04,013,000183,2329.1,3543.6,65.3,2334.2,3539.9
04013000184,04,013,000184,1760.9,488.3,49.6,1781.3,481.1
04013000185,04,013,000185,2410,2226,104,2498,2182
04013000186,04,013,000186,911.7,928.6,21.9,946.5,903.7
04013000187,04,013,000187,836.1,795.2,49.9,888,766.3
04013000188,04,013,000188,1339.3,448.6,35.7,1376,423.8
04013000189,04,013,000189,2419.4,1878.8,57.8,2533.1,1787.1
04013000190,04,013,000190,959.3,542.7,25.3,987.5,522.3
04013000191,04,013,000191,2410.6,3583.8,55.1,2447.6,3565.9
04013000192,04,013,000192,3678.1,1571.8,82.3,3709.7,1562.4
04013000193,04,013,000193,986.5,953.3,24.4,975.5,975.9
04013000194,04,013,000194,2478,1842,89,2542,1839
04013000195,04,013,000195,1122.1,1453.3,35.3,1082,1515.8
04013000196,04,013,000196,906,1460.2,28.9,918.6,1463.1
04013000197,04,013,000197,829.4,422.7,25.3,836.8,422.7
04013000198,04,013,000198,1929.5,2607.8,64.7,2062.9,2492
04013000199,04,013,000199,1181.3,639.8,35.5,1181.6,657.3
04013000200,04,013,000200,1173.8,1229.2,36.1,1169.8,1243.4
04013000201,04,013,000201,1700.1,2440.5,75.2,1752.1,2416.1
04013000202,04,013,000202,1493,1092,62,1561,1059
04013000203,04,013,000203,1319.3,895.4,38.8,1370.7,872.1
04013000204,04,013,000204,1089,264,29,1128,244
04013000205,04,013,000205,1184.1,1294.2,44.4,1242.2,1247.9
04013000206,04,013,000206,2397.4,5298.6,86.7,2485.9,5258.8
04013000207,04,013,000207,1684.7,655.9,42,1709.8,646.8
04013000208,04,013,000208,1487.9,1991.3,38.2,1487.1,2000.2
04013000209,04,013,000209,495.6,632.3,20.2,523.3,610.9
04013000210,04,013,000210,981.1,1196.9,47.2,1008,1178.4
04013000211,04,013,000211,1130.7,1504.6,59,1189.7,1476.6
04013000212,04,013,000212,825,531,29,861,502
04013000213,04,013,000213,1304.8,258.8,17,1331.7,221.8
04013000214,04,013,000214,2417,1195,75,2456,1166
04013000215,04,013,000215,1337.5,736.7,38.3,1369.5,738.7
04013000216,04,013,000216,2010.1,1567.1,69.7,2114.7,1482.5
04013000217,04,013,000217,821,757,42,851,741
04013000218,04,013,000218,2221.6,667.1,58.1,2276.7,631.1
04013000219,04,013,000219,909.2,1300.5,13.1,941.3,1297.4
04013000220,04,013,000220,1915,1570.8,54.1,1963.2,1534.4
04013000221,04,013,000221,1997,573,33,2024,571
04013000222,04,013,000222,1157.3,1765.7,40.3,1212,1710
04013000223,04,013,000223,951,1847,43,976,1849
04013000224,04,013,000224,2514.2,774.5,80.6,2548.4,765.3
04013000225,04,013,000225,698,543,26,720,531
04013000226,04,013,000226,2235,3156,110,2377,3021
04013000227,04,013,000227,2380.4,1117,113.6,2439.8,1119.9
04013000228,04,013,000228,2621.8,3257.7,96,2661.6,3260.8
04013000229,04,013,000229,2222.2,871.4,60.8,2252.6,880
04013000230,04,013,000230,674,719,24,687,729
04013000231,04,013,000231,1102.7,876.1,51.9,1143.6,850.7
04013000232,04,013,000232,1907,3309.4,82.4,1997.3,3225.7
04013000233,04,013,000233,1558,3462.2,86.3,1617.9,3421
04013000234,04,013,000234,1757.4,2932,36.8,1801.7,2914.8
