GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRENDEL,G20PRETBLA,G20USSRJAM,G20USSDPET,G20USSGSQU,G20USSNDER,G20USSTWIL
26125125365,26,125,125365,236,1325,12,2,0,1,232,1315,11,2,13
26125125366,26,125,125366,219,773,15,4,2,1,226,774,5,3,3
26125125367,26,125,125367,165,1097,6,1,0,1,176,1082,4,0,9
26125125368,26,125,125368,94,1271,2,1,0,1,104,1243,7,1,9
26125125369,26,125,125369,127.07,996.41,1,6,2,0,118.07,979.4,11,3,11
26125125370,26,125,125370,249,1033,18,1,1,2,256,1017,16,1,16
26125125371,26,125,125371,133.88,1185.12,2.98,5.95,0,0,154.71,1153.38,7.93,2.98,5.95
26125125372,26,125,125372,90.99,1315.89,3,6,3,1,97.99,1294.89,10,4,9
26125125373,26,125,125373,103,1141,4,3,0,1,110,1116,6,2,13
26125125374,26,125,125374,335,948,0,2,0,2,326,941,3,0,4
26125125375,26,125,125375,481,605,3,0,2,0,447,611,2,2,8
26125125376,26,125,125376,99,902,4,3,1,1,107,886,7,0,7
26125125377,26,125,125377,89,1070,2,1,0,1,81,1064,8,3,5
26125125378,26,125,125378,300.78,1032.37,2.98,0,0,0,272.98,1040.31,2.98,1.99,8.93
26125125379,26,125,125379,53,1254,2,1,1,2,57,1227,10,2,16
26125125380,26,125,125380,115,875,9,2,0,1,109,859,7,3,14
26125125381,26,125,125381,69,1295,1,0,0,2,70,1270,10,2,11
26125125382,26,125,125382,67,1404,2,1,0,1,67,1377,7,3,14
26125125383,26,125,125383,76,1361,1,3,0,1,71,1328,4,3,20
26125125384,26,125,125384,127.87,1316.63,4,4,0,1,131.86,1302.64,4,3,5.99
26125125385,26,125,125385,88,1176,6,4,0,5,92,1146,9,4,21
26125125386,26,125,125386,132.73,973.03,4.99,2,1,2,125.75,980.01,2.99,1,3.99
26125125387,26,125,125387,195.01,1200.49,6,3,3,0,200.01,1193.48,2,1,10
26125125388,26,125,125388,77,1126,5,3,1,1,75,1105,8,2,17
26125125389,26,125,125389,85.97,1045.64,3.06,6.01,1,0.03,92.84,1014.5,15.1,4,8.2
26125125390,26,125,125390,182,1529,7,8,0,1,177,1523,11,1,10
26125125391,26,125,125391,200.03,1256.36,3.94,0.99,0,1.97,191.16,1246.5,6.9,0,13.8
26125125392,26,125,125392,122,1220,2,4,0,0,125,1194,6,4,16
26125125393,26,125,125393,138.62,953.74,5.86,0.98,0,0,133.74,945.93,3.9,2.93,7.81
26125125394,26,125,125394,77.38,1445.26,4.14,1.02,0,2,90.26,1424.07,7.1,1.07,13.19
26125125395,26,125,125395,238,814,3,1,0,0,233,792,11,2,10
26125125396,26,125,125396,88,892,3,0,1,0,92,864,8,2,9
26125125397,26,125,125397,157,848,6,3,1,1,151,844,11,2,9
26125125398,26,125,125398,263,529,10,1,0,0,294,499,5,0,1
26125125399,26,125,125399,323,598,4,2,0,0,349,565,5,0,3
26125125400,26,125,125400,274,496,5,0,0,0,305,456,6,3,4
26125125401,26,125,125401,454,703,12,1,2,0,526,642,0,0,2
26125125402,26,125,125402,370,820,11,0,2,0,414,778,5,2,4
26125125403,26,125,125403,699.77,1113.38,13.05,3.05,1.01,0.01,807.7,1015.26,4.1,0.02,1.07
26125125404,26,125,125404,418,535,12,0,0,1,459,498,5,0,3
26125125405,26,125,125405,397.27,830.56,8.53,0,1.9,0.95,438.98,786,3.79,0,3.79
26125125406,26,125,125406,376.13,708.37,13,2,0,1,424.14,660.36,5,0,0.01
26125125407,26,125,125407,387.18,533.03,10.42,2.01,1.09,1.05,423.14,505.93,3.19,1,2.19
26125125408,26,125,125408,1277.26,1246.96,24.28,4.1,1,3.99,1300.37,1186.78,14.14,1.03,23
26125125409,26,125,125409,889.02,801.01,23,4,1,1,888.02,775.01,18,5,13
26125125410,26,125,125410,994.01,902.01,13,4,0,2,1025.01,845.01,12,2,7
26125125411,26,125,125411,602.56,581.85,21.7,2.96,0.99,3.94,601.57,544.38,11.83,3.94,18.74
26125125412,26,125,125412,912.47,522.64,12.46,1.05,0,2,923.66,493.39,7.65,1.3,11.5
26125125413,26,125,125413,868,532,13,3,0,0,869,507,14,0,12
26125125414,26,125,125414,1142.5,591.55,28.89,1.14,0,0,1128.29,586.03,12.93,5.79,9.49
26125125415,26,125,125415,723,486,11,4,0,2,708,483,6,0,13
26125125416,26,125,125416,989,583,14,2,0,1,1028,543,7,0,3
26125125417,26,125,125417,850,605,13,2,0,3,871,569,10,1,8
26125125418,26,125,125418,511,271,16,1,0,1,525,254,6,1,4
26125125419,26,125,125419,674.24,778.3,11.71,2.2,0.02,0.19,699.87,737.4,9.84,1.35,7.09
26125125420,26,125,125420,502,660,7,2,0,0,515,635,3,2,8
26125125421,26,125,125421,858,1023,12,2,0,0,891,963,9,5,8
26125125422,26,125,125422,925.04,839.39,9.97,1.99,0,0,939,818.45,9.97,1.99,1.99
26125125423,26,125,125423,980.3,1291.7,21.07,3.83,0.96,0.96,1024.33,1230.44,3.86,3.83,4.79
26125125424,26,125,125424,722.84,601.81,17.47,1.09,0.02,3.02,770.82,562.44,6.09,4.09,1.11
26125125425,26,125,125425,223,232,4,3,0,0,240,219,2,0,0
26125125426,26,125,125426,617.98,819.32,3.99,1.99,0,1,677.79,746.56,4.98,0,3.99
26125125427,26,125,125427,441.49,690.28,5.46,3.12,0,0.78,454.91,666.71,6.24,0.78,5.46
26125125428,26,125,125428,1116.52,1146.68,15.94,2.92,0.02,3.23,1129.05,1111.06,11.74,2.3,9.56
26125125429,26,125,125429,781,979,13,3,1,0,818,933,9,3,7
26125125430,26,125,125430,742,863,8,2,0,1,788,808,3,0,10
26125125431,26,125,125431,579,662,10,2,0,0,609,623,10,0,4
26125125432,26,125,125432,976,1349,19,6,3,5,1053,1277,7,1,9
26125125433,26,125,125433,816.84,928.37,12.06,3.03,2.01,2.01,849.03,894.13,6.07,3.03,5.03
26125125434,26,125,125434,693.16,969.63,10.94,5.97,0.99,1.99,726.97,926.87,12.93,4.97,4.97
26125125435,26,125,125435,396.54,518.3,9.12,2.6,0,0.65,411.51,500.72,6.51,0,3.26
26125125436,26,125,125436,753.64,1107,8.89,2.28,1,1.07,823.18,1026.04,2.68,3.02,6.39
26125125437,26,125,125437,609.79,713.41,13.16,3.01,1,5.01,654.31,669.87,4.07,0.01,3.05
26125125438,26,125,125438,461.08,618.33,15.56,2.46,0,0.82,520.87,558.54,4.91,0.82,4.09
26125125439,26,125,125439,1107.85,1391.49,21.25,6.67,1,1.46,1174.68,1300.49,14.93,2.17,10.29
26125125440,26,125,125440,553,730,16,6,0,1,576,706,7,1,8
26125125441,26,125,125441,920,1328,11,1,0,5,970,1275,7,2,8
26125125442,26,125,125442,990,1298,12,3,0,1,998,1258,13,3,14
26125125443,26,125,125443,968.32,835.2,21.69,6.9,0,4.93,952.54,841.12,8.87,1.97,7.89
26125125444,26,125,125444,890.68,1029.8,23.31,6.1,0,6.07,863.46,1024.88,15.13,7.03,24.11
26125125445,26,125,125445,735.91,1030.88,15,2,1,2,729.91,989.88,16,6,17
26125125446,26,125,125446,532,821,13,3,1,3,533,811,7,6,7
26125125447,26,125,125447,448.71,845.69,7.29,0.05,0,0.02,463.84,811.56,11.09,0.02,5.08
26125125448,26,125,125448,867.52,1115.05,23.77,1.98,0,1.98,946.03,1032.54,10.9,1,7.02
26125125449,26,125,125449,190,280,8,2,0,1,194,269,5,0,5
26125125450,26,125,125450,343,374,9,2,1,1,371,352,1,0,2
26125125451,26,125,125451,360.02,326.96,12.43,2.1,1.02,2.06,377.74,309.4,6.19,2,4.14
26125125452,26,125,125452,710.21,738.42,20.78,1.19,2.04,0.07,689.81,733.34,8.45,3.15,12.26
26125125453,26,125,125453,812.79,786.24,7.98,3,0,2,803.82,766.21,8.02,3.98,13.96
26125125454,26,125,125454,440.26,297.35,10.76,2.93,0,0,445.14,282.69,6.85,0,5.87
26125125455,26,125,125455,1322.62,976.11,33.58,7.11,3.03,10.05,1299.12,967.12,13.34,3.06,25.4
26125125456,26,125,125456,1205.82,919,27.79,5.24,0,3.09,1168.07,920.86,10.61,5.24,16.57
26125125457,26,125,125457,1243.96,784.79,18.8,0.99,0,3.96,1173.71,812.5,8.91,2.97,23.75
26125125458,26,125,125458,1420.53,1063.28,26.9,7.2,2.08,3.15,1422.12,1035.45,14.12,4.29,18.34
26125125459,26,125,125459,1203.81,917.22,24.06,7,2,2.01,1158.77,928.12,20.01,2.02,18.09
26125125460,26,125,125460,1158.4,927.2,22.02,3.01,1,1.01,1125.38,904.27,11,7,29.97
26125125461,26,125,125461,1323.37,1015.54,35.94,5.11,3.17,6.95,1269.86,1038.25,18.82,5.76,28.64
26125125462,26,125,125462,1189.78,954.6,17.22,5.14,0.01,4.08,1165.36,947.71,14.18,7.03,18.35
26125125463,26,125,125463,724.64,547.05,19.2,1.08,1.02,3.02,730.52,534.82,7.14,3.03,9.19
26125125464,26,125,125464,797.69,867.24,20.25,7.04,0,5.28,757.19,861.08,21.13,5.28,18.49
26125125465,26,125,125465,1094.71,993.94,18.77,11.86,0.99,6.92,1059.15,1002.83,15.81,2.96,29.64
26125125466,26,125,125466,1136.34,971.02,27.89,4.98,1.99,1.99,1092.52,977,17.93,6.97,28.88
26125125467,26,125,125467,865.52,982.82,17.11,4.02,1.01,3.01,822.35,984.85,18.07,5.03,20.12
26125125468,26,125,125468,885.65,1139.62,28.01,10.01,2,3,833.62,1134.62,29.01,7,25.02
26125125469,26,125,125469,1372.09,1018.48,29.82,4.03,1,2.01,1334.39,1013.54,17.94,5.96,17.89
26125125470,26,125,125470,1055.57,962.74,32.54,5.74,0,0,1026.86,959.87,24.88,1.91,17.23
26125125471,26,125,125471,929.45,874.82,17.05,2.01,1,3,929.38,839.81,8.03,7.01,20.03
26125125472,26,125,125472,1041.67,964.37,22.21,10.97,1,3.98,1024.34,965.23,19.12,4.07,12.1
26125125473,26,125,125473,1185.24,1051.91,29.24,8.9,0.96,1,1158.32,1038.21,26.97,9.62,11.4
26125125474,26,125,125474,985.93,934.03,30.39,1.99,0,1.96,958.47,917.31,18.67,5.89,25.48
26125125475,26,125,125475,675.85,1189.74,14,4,1,0,671.85,1175.74,5,1,8
26125125476,26,125,125476,1081.12,926.09,15.52,5.12,1,0.03,1101.15,883.06,15.26,3,11.2
26125125477,26,125,125477,369.21,439.86,2.8,0.93,0.02,0.92,360.98,439.12,3.63,1.76,4.36
26125125478,26,125,125478,845.88,1164,30.71,5.16,0,2.04,893.64,1114.24,9.35,3,10.28
26125125479,26,125,125479,873.69,1019.93,12.53,4.11,0.04,3.78,884.73,992.09,11.45,1.37,12.69
26125125480,26,125,125480,660.94,992.91,2,5,0,0,671.94,967.91,3,1,7
26125125481,26,125,125481,445,874,8,5,1,0,445,865,11,1,3
26125125482,26,125,125482,871,1062.9,16.77,3.73,0,0.93,936.21,997.69,8.38,0,6.52
26125125483,26,125,125483,476.06,993.03,15.97,2,1,1,478.05,972.07,5.99,2,9.98
26125125484,26,125,125484,767.85,1316.29,16.69,6.78,0,0.1,834.74,1262.97,10,0.94,1.35
26125125485,26,125,125485,597,1172,9,3,1,0,589,1153,16,1,7
26125125486,26,125,125486,540.04,1411.04,8,1,0,0,553.04,1369.04,8,0,6
26125125487,26,125,125487,564,1168,4,6,0,0,601,1113,9,2,3
26125125488,26,125,125488,791,692,21,2,1,2,806,667,9,4,11
26125125489,26,125,125489,793,1451,12,3,0,1,790,1430,8,4,11
26125125490,26,125,125490,852.91,1143.63,12,3.95,0.98,2.96,879.23,1098.81,9.89,1.98,1.99
26125125491,26,125,125491,638,1262,7,1,2,1,677,1221,3,3,0
26125125492,26,125,125492,775.17,870.34,4.71,0.13,0.06,0.13,779.18,853.75,3.38,1.13,2.32
26125125493,26,125,125493,472.86,1213.64,11,1,0,0,478.86,1193.65,5,2,4
26125125494,26,125,125494,434,713,5,2,0,1,442,686,8,0,4
26125125495,26,125,125495,544.35,898.71,8.01,2,0,1,546.35,883.7,10,2,2
26125125496,26,125,125496,846.14,1266.72,5.98,1,1,0,849.13,1246.79,8.97,1.99,9.97
26125125497,26,125,125497,1069.38,1349.13,11.11,2.05,0,0.03,1056.27,1325.73,9.18,0.03,13.18
26125125498,26,125,125498,815.96,784.96,5,1,0,0,817.96,763.96,2,2,8
26125125499,26,125,125499,851.03,968.54,16.24,3.08,0,2,891,915.85,8.23,3.08,8.3
26125125500,26,125,125500,1090,836,22,4,1,2,1097,794,13,4,12
26125125501,26,125,125501,1128,670,19,6,3,3,1145,630,15,8,20
26125125502,26,125,125502,1101.34,798.78,30.2,5.52,1.63,1.32,1147.32,743.12,9.42,3,9.89
26125125503,26,125,125503,523.58,291.58,12.64,1.81,0,0,532.61,284.36,5.42,0.9,0
26125125504,26,125,125504,943.72,708.46,22.45,1.8,1.8,2.69,947.31,689.6,9.88,0.9,12.57
26125125505,26,125,125505,1261,823,14,6,1,2,1207,815,11,7,26
26125125506,26,125,125506,895.62,597.08,13.98,9.98,1,2,888.63,585.1,8.99,3,10.98
26125125507,26,125,125507,1138,729,22,6,1,1,1109,714,17,7,27
26125125508,26,125,125508,931.04,678.03,28,6,0,2,926.04,658.02,17,3,11
26125125509,26,125,125509,1042,687,11,7,2,3,1025,659,15,8,20
26125125510,26,125,125510,1213.38,695.92,22.02,1.02,1,2,1187.37,688.9,12.01,6,17.02
26125125511,26,125,125511,633,529,7,2,1,1,631,499,8,1,11
26125125512,26,125,125512,1206.64,1011.58,15.01,6,0,4,1235.67,967.55,5.01,1,17
26125125513,26,125,125513,1019.92,828.66,33.45,4.03,0.04,1,1062.03,773.88,13.36,3.24,9.33
26125125514,26,125,125514,608.43,1430.51,28.17,9.3,0.06,4.06,613.99,1383.23,31.6,9.12,22.17
26125125515,26,125,125515,1006,1103,28,8,2,3,1020,1075,14,1,16
26127127001,26,127,127001,631.4,418.82,9.11,1.01,1,0.01,649.41,389.83,6.01,4.02,6.07
26127127002,26,127,127002,347.6,186.18,10.89,0.99,0,0.99,348.59,187.17,0.99,1.98,6.93
26127127003,26,127,127003,149.66,82.44,3.12,0,0,0,147.29,80.71,1.07,1.02,4.05
26127127004,26,127,127004,213.98,100.99,8,0,1,0,202.98,106.99,3,1,4
26127127005,26,127,127005,391,121,5,1,0,0,380,124,3,2,10
26127127006,26,127,127006,487.72,188.73,6.25,2.04,2.02,2.14,445.12,202.45,7.18,5.18,22.3
26127127007,26,127,127007,720.8,352.65,10.66,2.91,0,3.88,731.45,348.77,2.91,0.97,5.81
26127127008,26,127,127008,930.5,471.75,20.99,5,0,5,906.52,448.76,14.99,14.99,23.99
26127127009,26,127,127009,367,167,7,0,0,1,352,173,1,4,4
26127127010,26,127,127010,432.6,359.41,12.59,4.84,1.93,1.94,439.33,346.83,8.72,1.94,9.71
26127127011,26,127,127011,686.42,336.95,9.49,1.18,0.07,3.08,666.72,329.51,9.31,4.08,18.35
26127127012,26,127,127012,268.96,98.89,4.89,0,0,0,254.3,109.61,2.93,0.98,1.96
26127127013,26,127,127013,763.96,414.67,10.73,1.95,0.98,5.85,736.64,403.93,7.81,7.81,13.66
26127127014,26,127,127014,326,118,9,0,0,1,323,112,3,1,6
26127127015,26,127,127015,659.93,610.12,8.69,0.01,0,0.01,684.62,578.64,5.76,1.95,3.9
26127127016,26,127,127016,623,464,14,3,0,1,635,427,11,0,7
26127127017,26,127,127017,369.2,208.52,5.02,0.01,1,0.01,387.13,188.53,3.02,3.02,4.05
26127127018,26,127,127018,502.44,234.17,10.28,0.98,0,0.98,497.76,228.66,4.22,4.03,8.07
26127ZZZZZZ,26,127,ZZZZZZ,19.82,9.7,0.29,0.08,0,0.11,20.11,9.59,0.08,0.03,0.16
26129129001,26,129,129001,749.19,273.81,9.84,3.91,0.01,0.99,696.17,309.14,6.82,3,7.88
26129129002,26,129,129002,337.59,136.46,1.47,0.08,0,1,302.1,146.09,4.08,1.15,7.09
26129129003,26,129,129003,526.63,225,8.86,2.65,0.01,0.01,499.1,246.32,0.01,0.91,1.79
26129129004,26,129,129004,386,176,4,0,0,0,368,190,4,0,0
26129129005,26,129,129005,170,71,1,1,0,0,160,77,2,0,3
26129129006,26,129,129006,577.25,306.6,9.99,0,0,0,543.3,328.57,0,2,7.99
26129129007,26,129,129007,440.37,156,6.14,1.35,0.99,0.99,409.9,180.68,0.99,5.09,4.21
26129129008,26,129,129008,284,93,6,1,0,0,262,112,1,0,8
26129129009,26,129,129009,241,106,5,0,0,0,225,114,2,0,4
26129129010,26,129,129010,547.49,235.16,8.02,1.07,0.97,1,514.07,256.47,0.18,5.9,7
26129129011,26,129,129011,637,292,14,2,0,0,578,318,4,8,11
26129129012,26,129,129012,497.67,188.11,4.57,0.91,0.91,2.74,474.84,206.37,2.74,1.83,6.39
26129129013,26,129,129013,324.33,133.03,5.14,1.02,0.02,2.02,295.76,149.39,4,1.1,5.12
26129129014,26,129,129014,573,225,9,5,0,0,546,251,4,2,6
26129129015,26,129,129015,157.16,61.94,5.55,0.92,0,0,151.61,69.33,0.92,1.85,0.92
26129129016,26,129,129016,740.15,410.43,21.7,2.16,3.12,0.31,704.16,438.3,10.45,4.34,8.92
26129129017,26,129,129017,1064.18,385.46,13.74,2.93,1.96,1.95,1028,395.33,8.81,6.83,12.69
26131131001,26,131,131001,212,109,3,0,0,2,203,114,1,0,0
26131131002,26,131,131002,14.35,13.09,0.04,0,0.01,0,12.08,14.29,0.04,0,1.05
26131131003,26,131,131003,11.26,15.02,0,0,0,0.94,13.14,14.08,0,0,0
26131131004,26,131,131004,229.32,146.01,4.9,2.94,0,0,218.54,155.81,1.96,0.98,2.94
26131131005,26,131,131005,275.85,132.95,4,0.09,1.01,0.06,245.11,156.69,4.14,0.02,5.99
26131131006,26,131,131006,78,57,1,0,0,1,77,55,2,0,2
26131131007,26,131,131007,119.17,69.07,0,0,0,0,111.16,73.08,0,0,2
26131131008,26,131,131008,165,118,2,1,0,0,158,124,1,0,3
26131131009,26,131,131009,31,24,0,0,1,1,26,28,0,1,0
26131131010,26,131,131010,845.67,511.23,11.73,4.89,0.98,1.96,808.47,521.05,6.85,4.89,10.76
26131131011,26,131,131011,95.87,38.95,1,0,0,1,80.89,48.93,1,0,1
26131131012,26,131,131012,256.11,141.74,1.96,3.91,0.98,0,248.29,143.7,7.82,0.98,1.96
26131ZZZZZZ,26,131,ZZZZZZ,24.59,15.02,0.38,0.18,0.02,0.05,23.5,15.45,0.2,0.14,0.31
26133133001,26,133,133001,571.57,192.85,6.99,3,0,3,555.58,203.85,1,0,10.99
26133133002,26,133,133002,211,91,1,0,0,0,206,95,0,0,2
26133133003,26,133,133003,469.21,225.86,9.32,2.08,0.03,5.06,473.35,218.47,9.17,2.09,8.31
26133133004,26,133,133004,499.28,214.86,4.85,0,0,1.94,500.26,208.08,2.92,0.97,6.78
26133133005,26,133,133005,242,86,6,0,0,0,239,86,1,1,2
26133133006,26,133,133006,772.66,285.43,11.23,2.04,0.02,1,745.75,293.29,9.08,5.04,8.12
26133133007,26,133,133007,474.54,107.9,6.99,1,0,0,462.55,112.89,4,0,5
26133133008,26,133,133008,508.81,162.62,3.99,2,0,2,503.82,161.62,2.99,0,3.99
26133133009,26,133,133009,657.18,203.07,8,4,0,0,639.18,213.07,3,2,7
26133133010,26,133,133010,581,222,12,1,1,3,571,225,2,5,8
26133133011,26,133,133011,340.32,97.37,4.73,0.95,0,0,331.81,98.32,0,2.84,1.89
26133133012,26,133,133012,351,108,5,0,0,1,338,114,0,1,6
26133133013,26,133,133013,405.5,131.28,5.83,2.92,0.97,0,409.39,125.44,2.92,1.94,2.92
26133133014,26,133,133014,720.79,368.05,21.95,3,0.02,1.97,726.79,358.04,4.03,5.96,9.99
26133133015,26,133,133015,688.37,274.45,11.81,1.96,0.96,0.03,692.29,267.6,3.89,2,5.89
26133133016,26,133,133016,590,191,7,2,0,2,585,190,0,2,5
26133133017,26,133,133017,455.7,120.64,4.99,0,0,0,452.7,123.63,0,1,2.99
26133133018,26,133,133018,385.68,130.63,3.27,2.05,0,0,372.19,130.68,6,2.16,5.11
26135135001,26,135,135001,496.27,207.44,4.96,0,0,2.98,490.31,202.48,1.99,1.99,8.93
26135135002,26,135,135002,666.2,219.74,8.99,4,1,0,643.23,232.72,7.99,0,4
26135135003,26,135,135003,221,82,0,2,1,2,207,91,0,1,3
26135135004,26,135,135004,803,235,9,1,0,3,793,248,5,1,7
26135135005,26,135,135005,331.81,127.34,2.01,0,0,1,321.8,131.33,0,0,4.01
26135135006,26,135,135006,519.64,232.02,6.89,3.92,1.96,1,508.74,231.08,5.89,2.95,7.89
26135135007,26,135,135007,418.8,234.26,7.01,0,0,2,402.77,243.28,3.01,1,5
26137137001,26,137,137001,1041.82,488.23,17.8,0.94,0.94,2.8,1063.32,460.19,5.62,4.68,13.09
26137137002,26,137,137002,1070.08,546.05,16,5,0,3,1048.07,557.05,13,5,5
26137137003,26,137,137003,680.96,281.14,11.95,0,0,2.99,661.05,299.01,1.01,1,7.98
26137137004,26,137,137004,621.87,255.55,8.71,1.02,1.04,2.13,612.41,252.81,3.18,2.15,8.41
26137137005,26,137,137005,679.95,283.17,24.2,5,1,0,669.95,290.05,9.08,7.04,10
26137137006,26,137,137006,292.05,101.83,4.8,0,0,0,292.05,98.95,1.92,0.96,0
26137137007,26,137,137007,779.26,389.84,8.18,0.1,2,1.03,775.07,380.8,5.13,2.06,7.15
26137137008,26,137,137008,431.22,285.91,12.61,0.04,0.03,3.09,419.96,287.97,7.19,1.16,6.44
26137137009,26,137,137009,413.1,260.46,9.72,0,0,1.94,410.18,250.75,4.86,0.97,7.77
26137137011,26,137,137011,423.3,206.89,13.47,4.04,0.05,0,422.71,207.67,5.01,2.04,2.14
26137137012,26,137,137012,1086.74,457.16,11.82,6.9,0,1.97,1073.93,454.2,8.87,3.94,9.85
26137137013,26,137,137013,1051.79,509.82,17.01,2.96,0.96,0.1,1059.59,505.34,3.2,2.05,4.27
26137137014,26,137,137014,1206.86,676.95,20.72,0,1.97,3.95,1218.7,658.2,4.93,3.95,7.89
26139000004,26,139,000004,898.26,299.09,18.88,5.96,0.99,0,940.99,272.26,7.95,0,1.99
26139139001,26,139,139001,1508,658,35,3,1,2,1579,596,10,2,10
26139139002,26,139,139002,1322,645,47,5,3,0,1369,610,13,0,19
26139139003,26,139,139003,1770,648,39,3,0,7,1810,599,17,2,17
26139139004,26,139,139004,910.46,661.13,35.62,6.95,3.48,0,956.51,611.61,16.51,3.48,13.03
26139139005,26,139,139005,422,767,16,2,0,1,465,695,18,1,4
26139139006,26,139,139006,885,175,14,0,0,4,908,163,1,0,4
26139139007,26,139,139007,1168,241,16,2,2,0,1184,225,9,1,4
26139139008,26,139,139008,1681,407,26,5,2,4,1749,352,6,2,7
26139139009,26,139,139009,928,323,18,1,1,0,920,321,10,2,9
26139139010,26,139,139010,746.73,358.83,27.04,8.01,1,2,762.74,333.81,17.02,4.01,17.02
26139139011,26,139,139011,804.21,453.37,21.02,2.01,0,1,802.22,436.36,10.01,6,12.01
26139139012,26,139,139012,1105,666,36,5,1,0,1129,625,17,5,20
26139139013,26,139,139013,893.78,466.87,18.09,2.04,0.55,3.16,913.36,427.93,5.29,1.66,11.91
26139139014,26,139,139014,1092.27,997.34,23.98,2,2,1,1133.25,928.38,19.99,6,18.99
26139139015,26,139,139015,1319.58,777.05,25.26,3.04,0.07,3,1410.87,678.66,10.11,4.11,2.22
26139139016,26,139,139016,1516.14,741.79,24.82,2.97,2.94,3.99,1592.31,683.9,4.09,3.03,10.09
26139139017,26,139,139017,1117,605,17,3,2,3,1212,517,4,2,7
26139139018,26,139,139018,1278,687,28,5,2,3,1338,625,14,2,5
26139139019,26,139,139019,1261,735,35,2,3,2,1349,661,9,2,7
26139139020,26,139,139020,1318,531,21,4,2,1,1348,482,8,2,10
26139139021,26,139,139021,1175,514,24,5,1,3,1260,447,7,4,7
26139139022,26,139,139022,1744,880,38,5,1,1,1889,756,15,4,7
26139139023,26,139,139023,1259,668,26,4,3,1,1306,631,10,3,3
26139139024,26,139,139024,1184,603,25,2,0,7,1234,562,9,2,12
26139139025,26,139,139025,1338,677,24,1,1,5,1385,641,4,5,8
26139139026,26,139,139026,1382,641,36,4,0,3,1483,567,8,0,5
26139139027,26,139,139027,1497.08,677.03,37,2,0,7,1599.09,591.03,13,0,12
26139139028,26,139,139028,1391.69,452.83,15.25,4.81,0,1.89,1451.71,414.57,1.05,1.92,5.76
26139139029,26,139,139029,1475,654,15,3,2,1,1503,615,7,3,16
26139139030,26,139,139030,1137.19,633.99,30.95,3.99,2,3,1200.09,584.07,9.98,1,6.99
26139139031,26,139,139031,463.99,175.47,4.44,3.08,0,0.07,480.65,159.53,3.94,1.04,3.12
26139139032,26,139,139032,607.79,782,16.64,4.89,0.98,2.94,678.26,692.94,23.49,2.94,8.81
26139139033,26,139,139033,641.24,980.85,23.07,1.97,0.94,1.01,718.12,905.09,7.74,2.85,4.79
26139139034,26,139,139034,974.82,995.81,17,6,0,2,955.82,958.82,21,5,25
26139139035,26,139,139035,847,1051,23,8,1,2,871,993,23,1,18
26139139036,26,139,139036,1194.03,938.74,38.38,2.38,0,2.22,1265.36,859.74,14.61,3.45,17.42
26139139038,26,139,139038,770.18,719.55,20.45,3.89,1.95,0,801.34,665.03,12.66,3.89,12.66
26139139039,26,139,139039,723.55,652.03,18.3,0.83,0,1.66,801.73,578.84,2.49,1.66,7.48
26139139040,26,139,139040,528,429.64,13.56,3.11,1.05,2,530.84,413.16,4.35,2.11,13.35
26139139041,26,139,139041,915.65,974.28,24.88,4.94,0.01,3.94,997.26,902.5,10.91,1.02,4
26139139042,26,139,139042,969.48,753.59,25.93,7.9,2.96,1.99,996.64,714.55,12.93,4.95,14.93
26139139043,26,139,139043,763.49,573.67,19.69,4.71,0.04,2.79,820,508.72,8.46,5.59,6.65
26139139044,26,139,139044,550.61,533.23,22.37,2.52,1.17,2.46,603.34,489.05,8.34,2.43,5.49
26139139045,26,139,139045,484.33,542.07,19.53,4.59,0.93,2.77,523.51,487.64,9.25,3.68,11
26139139046,26,139,139046,610,556,16,2,0,3,635,518,12,2,11
26139139047,26,139,139047,250.35,350.9,14.13,0.01,0.01,0.01,275.6,325.64,2.08,0.03,6.07
26139139048,26,139,139048,335.89,774.52,18,7.91,0.01,1,382.72,724.72,12.94,1.02,5.05
26139139049,26,139,139049,363,906,31,4,2,0,417,852,12,4,18
26139139050,26,139,139050,439,629,24,9,2,0,472,577,14,5,19
26139139051,26,139,139051,766,766,23,3,0,0,829,720,5,0,2
26139139052,26,139,139052,479,684,16,4,3,2,523,634,12,1,7
26139139053,26,139,139053,457,804,25,7,1,1,485,771,19,4,9
26139139054,26,139,139054,592,839,25,2,2,0,685,767,6,0,8
26139139055,26,139,139055,583.76,598.58,25.87,1.08,0.98,1,631.68,549.64,11.97,3.95,12.88
26139139056,26,139,139056,406,499,6,7,1,2,413,455,24,3,16
26139139057,26,139,139057,948,753,17,4,2,5,964,714,13,6,20
26139139058,26,139,139058,914,853,26,7,0,2,945,808,20,3,6
26139139059,26,139,139059,1216.21,486.68,13.28,1.9,1.9,3.79,1290.21,417.42,9.49,1.9,8.54
26139139060,26,139,139060,720.09,803.23,17.03,4.01,4,3,740.12,745.15,18.02,5.01,11.03
26139139061,26,139,139061,835,952,21,5,3,1,891,866,17,4,15
26139139062,26,139,139062,487.91,554.77,14.97,5.99,2,1,504.88,518.85,10.98,2.99,12.97
26139139063,26,139,139063,1427.63,872.02,32.73,1,0.01,3.97,1587.29,721.28,12.89,1.99,5.97
26139139064,26,139,139064,592,587,12,4,1,0,606,562,7,0,8
