GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
24005004511,24,005,004511,1468,6,1114,6,342,3,3,1074,3,833,3,229,3,3,244.86,209.18,26600,91296,00120,1,3
24005004512,24,005,004512,4561,21,4318,21,121,11,85,3501,17,3312,17,83,7,65,798.18,681.87,52300,91296,00120,1,3
24005004513,24,005,004513,3556,28,3394,28,84,10,40,2746,22,2610,22,53,8,31,626.05,534.83,52300,91296,00120,1,3
24005004514,24,005,004514,7433,65,6441,65,773,34,119,5256,40,4564,40,505,27,80,1198.3,1023.69,52300,91296,00120,1,3
24005004515,24,005,004515,4298,29,4060,29,155,22,30,3105,18,2963,18,72,14,20,707.9,604.75,52300,91296,00120,1,3
24005004516,24,005,004516,2549,13,2464,13,60,6,6,1975,10,1915,10,34,4,2,450.27,384.66,52300,91296,00120,1,3
24005004519,24,005,004519,2984,52,2824,52,91,7,10,2416,37,2257,37,73,5,7,550.82,470.55,24950,91296,00120,1,3
24005004520,24,005,004520,2444,12,2123,12,297,7,5,1964,9,1703,9,231,7,5,447.77,382.52,24950,91296,00120,1,3
24005004521,24,005,004521,3775,18,3648,18,83,11,15,2928,15,2820,15,61,6,11,667.55,570.27,24950,91296,00120,1,3
24005004522,24,005,004522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24950,91296,00120,1,3
24005004523,24,005,004523,3063,35,2956,35,30,19,22,2456,28,2353,28,15,15,17,559.94,478.34,23975,91296,00120,1,3
24005004524,24,005,004524,2302,16,2109,16,162,7,8,1900,11,1736,11,132,6,4,433.18,370.05,23975,91296,00120,1,3
24005004525,24,005,004525,4653,21,4589,21,9,20,13,3546,15,3487,15,6,13,10,808.44,690.64,23975,91296,00120,1,3
24005004901,24,005,004901,4072,80,3639,80,29,3,318,3408,73,3002,73,22,3,235,776.98,663.76,36512,90748,00120,1,3
24005004902,24,005,004902,2819,36,2591,36,47,6,138,2353,30,2141,30,36,4,112,536.45,458.28,48900,90748,00120,1,3
24005004904,24,005,004904,1631,6,1576,6,11,0,38,1297,5,1252,5,8,0,27,295.7,252.61,78425,90748,00120,6,4
24005004905,24,005,004905,3278,35,3200,35,9,1,33,2641,29,2551,29,7,0,25,602.11,514.37,78425,90748,00120,1,3
24005004908,24,005,004908,3104,26,2967,26,38,6,64,2541,17,2428,17,26,4,49,579.31,494.9,78425,90748,00120,6,4
24005004909,24,005,004909,4319,43,3873,43,335,1,65,3949,37,3549,37,273,1,52,900.32,769.13,78425,90748,00120,1,3
24005004910,24,005,004910,2209,21,2153,21,12,1,22,1685,11,1636,11,11,1,15,384.16,328.18,78425,90748,00120,6,4
24005004911,24,005,004911,3108,37,2803,37,199,7,61,2399,19,2150,19,168,7,36,546.94,467.24,78425,90748,00120,6,4
24005004913,24,005,004913,3104,35,2595,35,337,2,134,2726,30,2295,30,263,2,106,621.49,530.93,78425,90748,00120,6,3
24005004914,24,005,004914,8179,154,4218,154,3582,10,210,6368,117,3484,117,2496,6,148,1451.82,1240.26,60275,90748,00120,1,4
24005004915,24,005,004915,4020,35,3816,35,74,10,85,3330,31,3147,31,54,8,59,759.2,648.57,60275,90748,00120,1,4
24005004916,24,005,004916,3239,30,3105,30,48,9,47,2690,18,2577,18,40,6,31,613.28,523.92,60275,90748,00120,1,3
