GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
18005000112,18,005,000112,5338,5266,15,38,6,11,2,3843,3799,11,21,6,6,0,608,850,34744,32530,NA,NA,03570,8,2
18005000113,18,005,000113,3969,3872,52,11,19,13,2,2889,2821,40,7,10,9,2,160,259,14734,65250,NA,NA,00360,8,2
18005000114,18,005,000114,3901,3842,21,24,3,11,0,2802,2766,16,9,3,8,0,374,775,20692,67716,NA,NA,00360,6,9
18005000115,18,005,000115,5596,5519,26,40,8,3,0,4110,4052,19,28,8,3,0,6561,10775,14734,81656,NA,NA,00360,6,2
18007009901,18,007,009901,3463,3450,0,6,6,1,0,2453,2444,0,3,5,1,0,42,79,57546,6328,NA,NA,00480,9,5
18007009902,18,007,009902,3275,3240,5,21,9,0,0,2364,2339,5,13,7,0,0,375,652,25180,11224,NA,NA,00480,9,5
18007009903,18,007,009903,2703,2620,1,81,1,0,0,1966,1922,0,43,1,0,0,89,76,6706,28818,NA,NA,00480,9,5
18009009751,18,009,009751,3794,3759,2,20,12,1,0,2812,2790,0,11,10,1,0,557,596,50796,31630,NA,NA,00570,7,5
18009009752,18,009,009752,3040,3002,4,22,9,2,1,2385,2363,2,9,9,2,0,873.65,954.39,32242,43650,NA,NA,00570,7,5
18009009753,18,009,009753,3539,3488,0,31,14,6,0,2548,2520,0,16,9,3,0,933.35,1019.61,32242,43650,NA,NA,00570,7,5
18009009754,18,009,009754,3694,3662,0,17,8,7,0,2750,2729,0,13,5,3,0,225,313,32242,43650,NA,NA,00570,7,5
18011008101,18,011,008101,3072,3034,7,13,14,4,0,2253,2228,4,8,10,3,0,131,234,NA,80378,NA,NA,12990,7,7
18011008102,18,011,008102,3200,3181,2,11,4,2,0,2287,2274,2,7,2,2,0,143,304,75626,73844,NA,NA,12990,7,7
18011008103,18,011,008103,3010,2974,8,19,6,3,0,2231,2206,8,11,6,0,0,362.78,648.19,42624,11242,NA,NA,05790,7,7
18011008104,18,011,008104,5810,5707,23,31,28,21,0,4102,4041,11,24,17,9,0,667.03,1191.78,42624,11242,NA,NA,05790,7,7
18011008105,18,011,008105,5718,5600,2,89,15,11,1,4392,4306,2,65,11,8,0,714.19,1276.03,42624,11242,NA,NA,05790,7,7
18011008107,18,011,008107,4394,4340,0,41,6,7,0,3221,3186,0,28,6,1,0,118,226,37692,36792,NA,NA,12990,7,7
18011810601,18,011,810601,3079,3046,14,6,6,7,0,2160,2137,8,5,5,5,0,212,328,84014,77156,NA,NA,02830,7,7
18011810602,18,011,810602,7029,6951,16,31,3,28,0,5053,4999,11,20,3,20,0,855.52,2641.67,86372,19288,NA,NA,02830,7,6
18011810603,18,011,810603,2835,2795,11,9,4,11,5,2011,1983,11,5,2,8,2,340.48,1051.33,86372,19288,NA,NA,02830,7,6
18013009746,18,013,009746,2770,2736,0,11,9,10,4,2113,2089,0,8,8,8,0,227.8,324.1,NA,30528,NA,NA,00960,6,9
18013009747,18,013,009747,3545,3492,5,31,14,2,1,2617,2580,2,25,8,1,1,681,916,NA,36810,NA,NA,00960,6,9
18013009748,18,013,009748,3753,3714,3,16,14,4,2,2868,2845,2,11,6,2,2,309.2,439.9,52038,80396,NA,NA,00960,6,9
18013009749,18,013,009749,4012,3958,5,36,9,2,2,3014,2976,3,23,8,2,2,287,257,52038,80396,NA,NA,00960,6,9
18015009593,18,015,009593,3007,2997,2,5,2,1,0,2213,2205,0,5,2,1,0,255,278,9910,36828,NA,NA,02700,4,5
18015009594,18,015,009594,2074,2066,0,7,1,0,0,1510,1506,0,3,1,0,0,348,424,85886,37872,NA,NA,11580,4,5
18015009595,18,015,009595,2281,2252,3,17,8,0,1,1783,1768,1,8,6,0,0,372,384,NA,37872,NA,NA,11580,4,5
18015009596,18,015,009596,3075,3047,1,25,2,0,0,2313,2293,1,17,2,0,0,737,1061,17614,17236,NA,NA,02700,4,5
18015009597,18,015,009597,2950,2928,4,14,4,0,0,2049,2037,3,7,2,0,0,96,128,17614,17236,NA,NA,02700,4,5
18015009598,18,015,009598,2881,2822,6,49,2,2,0,2125,2089,3,29,2,2,0,493,753,23692,50256,NA,NA,01290,4,5
18015009599,18,015,009599,2541,2528,3,4,3,0,3,1840,1834,3,1,2,0,0,296,491,9244,9262,NA,NA,01290,4,5
18017009509,18,017,009509,4886,4818,19,18,13,16,2,3639,3594,14,12,10,9,0,142,282,44658,13006,NA,NA,01410,4,5
18017009510,18,017,009510,2158,2127,0,9,13,9,0,1537,1522,0,4,5,6,0,165,253,44658,31666,NA,NA,08940,4,5
18017009511,18,017,009511,3117,3106,0,7,2,2,0,2188,2183,0,2,1,2,0,213,310,66222,6490,NA,NA,08940,4,5
18017009512,18,017,009512,2149,2120,9,15,3,2,0,1618,1601,7,6,2,2,0,3648,4641,44658,20494,NA,NA,06030,4,5
18017009513,18,017,009513,3113,3050,32,12,13,6,0,2193,2152,19,9,8,5,0,52.68,83.54,44658,20494,NA,NA,06030,4,5
18017009514,18,017,009514,2221,2177,24,9,6,5,0,1687,1653,15,8,6,5,0,40.53,64.27,44658,20494,NA,NA,06030,4,5
18017009515,18,017,009515,4354,4211,74,40,22,6,1,3097,2988,57,28,20,4,0,74.4,117.98,44658,20494,NA,NA,06030,4,5
18017009516,18,017,009516,5528,5412,41,29,18,21,7,4179,4106,28,18,13,14,0,100.39,159.2,44658,20494,NA,NA,06030,4,5
18017009517,18,017,009517,2553,2486,13,21,23,9,1,1854,1821,7,9,13,4,0,456,665,56664,75968,NA,NA,10680,4,5
18017009518,18,017,009518,4350,4164,109,44,17,16,0,3353,3189,105,34,12,13,0,246,492,79964,75968,NA,NA,10680,4,5
18017009519,18,017,009519,3984,3937,3,26,7,11,0,2911,2877,2,15,7,10,0,158,291,26242,36846,NA,NA,10680,4,5
18019000501,18,019,000501,1506,1324,163,6,4,7,2,1234,1103,116,4,4,7,0,287.49,293.54,38358,38367,NA,NA,03940,6,9
18019000502,18,019,000502,3535,2367,1129,22,7,2,8,2727,1916,793,9,7,2,0,635.31,648.68,38358,38367,NA,NA,03940,6,9
18019000510,18,019,000510,3755,3732,0,12,8,2,1,2802,2782,0,11,6,2,1,348,291,NA,80450,NA,NA,03940,6,9
18019050303,18,019,050303,2928,2707,191,16,3,4,7,2296,2147,134,10,3,2,0,534.9,546.16,38358,38367,NA,NA,03940,6,9
18019050304,18,019,050304,4066,3642,370,30,3,21,0,2938,2671,226,23,3,15,0,684.47,698.87,38358,38367,NA,NA,03940,6,9
18019050305,18,019,050305,2983,2691,254,16,3,13,6,2299,2089,185,12,3,9,1,535.6,546.87,38358,38367,NA,NA,03940,6,9
18019050306,18,019,050306,2689,2227,411,26,4,9,12,1969,1682,267,13,3,4,0,458.72,468.37,38358,38367,NA,NA,03940,6,9
18019050401,18,019,050401,3318,3257,17,30,8,5,1,2543,2495,12,26,5,5,0,592.45,604.91,12934,38367,NA,NA,01920,6,9
18019050402,18,019,050402,7448,6999,316,60,16,51,6,5889,5573,226,42,11,34,3,1371.97,1400.84,12934,38367,NA,NA,01920,6,9
18019050501,18,019,050501,1684,1662,6,5,10,1,0,1288,1273,4,4,6,1,0,300.07,306.38,12934,38367,NA,NA,03940,6,9
18019050503,18,019,050503,6099,5704,278,61,18,37,1,4714,4455,184,35,16,24,0,1098.23,1121.34,12934,38367,NA,NA,03940,6,9
18019050504,18,019,050504,3085,2923,135,11,2,12,2,2438,2314,101,11,2,10,0,567.98,579.94,12934,38367,NA,NA,03940,6,9
18019050601,18,019,050601,4827,4564,180,25,11,43,4,3423,3246,120,19,9,29,0,797.46,814.24,38358,38367,NA,NA,03940,6,9
18019050603,18,019,050603,4043,3511,459,39,2,22,10,2742,2426,279,19,2,15,1,638.81,652.25,38358,38367,NA,NA,03940,6,9
18019050604,18,019,050604,5669,5138,465,27,6,28,5,4093,3758,296,17,3,18,1,953.55,973.62,55782,38367,NA,NA,03940,6,9
18019050701,18,019,050701,2693,2522,111,23,14,23,0,1989,1875,78,13,10,13,0,554,597,78110,78128,NA,NA,03940,6,9
18019050702,18,019,050702,7995,7921,3,29,24,16,2,5878,5825,2,20,19,10,2,1437,1649,68670,69696,NA,NA,09370,6,9
18019050801,18,019,050801,3748,3709,2,24,13,0,0,2762,2734,1,16,11,0,0,669,631,53514,85166,NA,NA,09370,6,9
18019050802,18,019,050802,5754,5695,13,28,3,15,0,4188,4146,13,16,3,10,0,746,816,NA,50274,NA,NA,09370,6,9
18019050901,18,019,050901,6201,5980,125,59,23,12,2,4375,4235,90,30,12,8,0,1063.82,1063.82,12124,12142,NA,NA,03940,6,9
18019050902,18,019,050902,3751,3677,35,11,3,19,6,2641,2590,24,10,1,12,4,642.18,642.18,12124,12142,NA,NA,03940,6,9
18021000401,18,021,000401,4758,4707,19,17,10,2,3,3531,3494,15,13,5,2,2,225,238,7174,7192,NA,NA,00840,9,7
18021000402,18,021,000402,6243,6139,80,20,2,2,0,4681,4600,70,8,2,1,0,507,852,7174,7192,NA,NA,00840,9,7
18021000403,18,021,000403,3087,3054,11,7,10,5,0,2182,2161,6,4,6,5,0,513,629,10198,78416,NA,NA,00840,9,7
18021000404,18,021,000404,3672,3657,0,9,4,2,0,2694,2684,0,5,4,1,0,677,678,72782,61290,NA,NA,00840,9,7
18021000405,18,021,000405,3348,3333,2,6,6,1,0,2465,2454,0,6,4,1,0,260,309,11746,58986,NA,NA,00840,9,7
18021000406,18,021,000406,3597,3578,1,7,8,3,0,2700,2684,1,7,5,3,0,429,570,13276,31684,NA,NA,00840,9,7
18023009501,18,023,009501,3330,3314,1,11,2,1,1,2372,2360,1,7,2,1,1,100,138,39942,39960,NA,NA,02130,7,6
18023009502,18,023,009502,5030,4986,2,28,0,14,0,3614,3584,2,18,0,10,0,299,367,48816,48762,NA,NA,02130,7,6
18023009503,18,023,009503,4236,4190,0,23,17,6,0,3101,3081,0,10,6,4,0,293,448,51840,45918,NA,NA,02160,7,6
18023009504,18,023,009504,4029,3970,1,42,6,10,0,2891,2853,0,28,4,6,0,204,413,14284,59004,NA,NA,02160,7,6
18023009505,18,023,009505,4673,4533,11,113,13,3,0,3381,3304,6,57,11,3,0,63.13,121.72,25324,11260,NA,NA,03660,7,6
18023009506,18,023,009506,3399,3333,3,51,7,5,0,2464,2431,0,25,4,4,0,46.01,88.71,25324,11260,NA,NA,03660,7,6
18023009507,18,023,009507,3146,3095,7,21,4,19,0,2440,2415,3,10,4,8,0,45.56,87.84,25324,11260,NA,NA,03660,7,6
18023009508,18,023,009508,3131,2957,8,164,1,1,0,2159,2072,5,80,1,1,0,40.31,77.73,25324,11260,NA,NA,03660,7,6
18025009519,18,025,009519,3507,3482,0,7,10,8,0,2538,2522,0,4,6,6,0,423,358,46746,43218,NA,NA,02440,6,9
18025009520,18,025,009520,3908,3887,2,3,13,3,0,2852,2835,2,3,9,3,0,303,261,21214,58284,NA,NA,02440,1,9
18025009521,18,025,009521,2499,2483,7,6,3,0,0,1796,1785,7,3,1,0,0,168,148,42606,38394,NA,NA,02440,6,9
18027009543,18,027,009543,3775,3759,1,7,5,3,0,2797,2785,0,5,4,3,0,248,339,20998,20962,NA,NA,07710,1,8
18027009544,18,027,009544,2521,2511,6,2,2,0,0,1768,1761,3,2,2,0,0,158,305,60264,72890,NA,NA,07710,1,8
18027009545,18,027,009545,6637,6616,2,17,2,0,0,4050,4036,2,10,2,0,0,405,415,50688,3484,NA,NA,00330,1,8
18027009546,18,027,009546,3524,3512,9,2,1,0,0,2607,2596,8,2,1,0,0,103,240,80504,80522,NA,NA,12450,1,8
18027009547,18,027,009547,3735,3637,65,22,7,3,1,2682,2610,50,14,5,3,0,855.7,1217.11,80504,80522,NA,NA,12450,1,8
18027009548,18,027,009548,3367,3327,5,22,9,4,0,2587,2556,5,15,7,4,0,825.39,1174,80504,80522,NA,NA,12450,1,8
18027009549,18,027,009549,3974,3940,10,14,0,10,0,3087,3064,8,7,0,8,0,984.91,1400.9,80504,80522,NA,NA,12450,1,8
