GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,school,cd_1980,cd_1990
08121009941,08,121,009941,1058,1037,0,14,7,0,0,756,742,0,9,5,0,0,186.85,289.1,NA,56365,92774,NA,05940,2,2
08121009942,08,121,009942,2559,2447,1,99,4,8,0,1890,1834,0,52,3,1,0,467.12,722.74,NA,925,90057,NA,02040,2,2
08121009943,08,121,009943,626,609,0,16,1,0,0,457,448,0,8,1,0,0,112.95,174.76,NA,NA,90798,NA,02220,2,2
08121009944,08,121,009944,569,559,0,10,0,0,0,409,405,0,4,0,0,0,101.09,156.4,NA,NA,92280,NA,07410,2,2
08123000001,08,123,000001,2059,1320,16,679,18,24,2,1713,1208,15,455,14,19,2,343.55,358.99,NA,32155,91634,NA,04410,2,2
08123000002,08,123,000002,4948,4217,120,444,19,134,14,4649,4027,116,367,13,117,9,932.37,974.3,NA,32155,91634,NA,04410,2,2
08123000003,08,123,000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,32155,91634,NA,04410,2,2
08123000005,08,123,000005,5554,2103,11,3373,22,30,15,3760,1695,9,2006,18,23,9,754.08,787.99,NA,32155,91634,NA,04410,2,2
08123000006,08,123,000006,1023,126,2,885,8,0,2,636,109,2,517,6,0,2,127.55,133.29,NA,32155,91634,NA,04410,2,2
08123000008,08,123,000008,2761,2132,25,540,16,35,13,2337,1908,23,355,13,33,5,468.69,489.77,NA,32155,91634,NA,04410,2,2
08123000009,08,123,000009,2805,2372,15,371,18,24,5,2169,1915,13,210,11,16,4,435,454.56,NA,32155,91634,NA,04410,2,2
08123000010,08,123,000010,10272,7494,59,2532,65,89,33,7045,5474,37,1413,46,57,18,1412.89,1476.43,NA,25280,91634,NA,04410,2,2
08123000011,08,123,000011,4856,4333,21,431,13,52,6,3582,3261,17,259,9,34,2,718.38,750.68,NA,32155,91634,NA,04410,2,2
08123000013,08,123,000013,5157,3683,28,1391,24,26,5,3746,2837,20,852,18,17,2,751.27,785.05,NA,32155,91634,NA,04410,2,2
08123000015,08,123,000015,4113,3410,7,647,12,34,3,2873,2454,2,386,9,20,2,576.19,602.1,NA,22860,91634,NA,03600,2,2
08123000016,08,123,000016,3113,2614,2,461,11,23,2,2154,1825,1,298,7,21,2,431.99,451.42,NA,40515,91957,NA,04950,2,2
08123000017,08,123,000017,4355,3028,3,1292,11,18,3,2951,2164,0,766,7,11,3,591.83,618.44,NA,43605,92166,NA,04200,2,2
08123000018,08,123,000018,2923,2150,4,714,13,41,1,1995,1520,1,434,9,30,1,400.1,418.09,NA,60160,92926,NA,04200,2,2
